bir	ایک.	bir	ایک.		
düzensiz	گھٹیا	düzensiz	گھٹیا	ADJ	ADJ
düzensiz	ناقص	düzensiz	ناقص	ADJ	ADJ
düzensiz	ناہموار.	düzensiz	ناہموار.	ADJ	ADJ
düzensiz	متفرق.	düzensiz	متفرق.	ADJ	ADJ
düzensiz	مستقل	düzensiz	مستقل	ADJ	ADJ
tedavisi	برتاؤ	tedavi	برتاؤ	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavisi	سلوک	tedavi	سلوک	N;NOM;SG;3	N;NOM;MASC;SG;3
yuvarlak	(	yuvarlak	(		
yuvarlak	(	yuvarlak	(		
cisim	مدّعا	cisim	مدّعا		
cisim	ہدف.	cisim	ہدف.		
cisim	مدّعا	cisim	مدّعا		
cisim	ہدف.	cisim	ہدف.		
bateri	ڈھول	bateri	ڈھول	N;NOM;SG;3	N;NOM;MASC;SG;3
atış	رال	atış	رال		
misafir	مہمان	misafir	مہمان	N;NOM;SG;3	N;NOM;MASC;SG;3
şimşek	گرج	şimşek	گرج		
genişliği	چوڑائی	genişlik	چوڑائی	N;NOM;SG;3	N;NOM;FEM;SG;3
genişliği	وسعت	genişlik	وسعت	N;NOM;SG;3	N;NOM;MASC;SG;3
mekke	مخرج	mekke	مخرج		
hediye	انعام	hedi	انعام	N;NOM;SG;3	N;NOM;MASC;SG;3
hediye	تحفہ	hedi	تحفہ	N;NOM;SG;3	N;NOM;MASC;SG;3
hediye	عطیہ	hedi	عطیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
hediye	پیشکش.	hedi	پیشکش.	N;NOM;SG;3	N;NOM;MASC;SG;3
hediye	عطیہ	hedi	عطیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
hediye	عطیہ	hedi	عطیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
hediye	داد	hedi	داد	N;NOM;SG;3	N;NOM;MASC;SG;3
sayısız	کثیر	sayısız	کثیر		
oran	(	oran	(		
oran	(	oran	(		
hassas	(	hassas	(		
hassas	بودا	hassas	بودا		
hassas	بودا	hassas	بودا		
frekans	تکرار	frekans	تکرار	N;NOM;SG;3	N;NOM;MASC;SG;3
frekans	ارتعاش	frekans	ارتعاش	N;NOM;SG;3	N;NOM;MASC;SG;3
pan	چہرہ.	pan	چہرہ.		
pan	پرات	pan	پرات		
bale	ابتلا	bale	ابتلا		
bale	ابتلا	bale	ابتلا		
bale	گانٹھ	bale	گانٹھ		
yazık	(	yazık	(		
yazık	(	yazık	(		
boğaz	تنک	boğaz	تنک		
force	قدرت.	force	قدرت.		
force	قدرت.	force	قدرت.		
sözlüğü	لغت	sözlük	لغت	N;NOM;SG;3	N;NOM;MASC;SG;3
sözlüğü	لغت	sözlük	لغت	N;NOM;SG;3	N;NOM;MASC;SG;3
miras	ترکہ.	miras	ترکہ.		
miras	ترکہ	miras	ترکہ		
intikam	بدلہ.	intikam	بدلہ.		
intikam	on	intikam	on		
pink	سرخا.	pink	سرخا.		
hücum	(	hücum	(		
hücum	بساہونا	hücum	بساہونا		
yaratıcı	خالق.	yaratıcı	خالق.		
yaratıcı	the	yaratıcı	the		
yaratıcı	(	yaratıcı	(		
yaratıcı	خدا.	yaratıcı	خدا.		
yaratıcı	خلاّق.	yaratıcı	خلاّق.		
farklılık	کسر	farklılık	کسر		
farklılık	کسر	farklılık	کسر		
zorla	قدرت.	zor	قدرت.		
zorla	قدرت.	zor	قدرت.		
boyun	درّہ	boyun	درّہ		
yazmak	لکھائی.	yaz	لکھائی	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;V.PTCP;ACT
yazmak	لکھائی.	yaz	لکھائی	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;V.PTCP;ACT
soy	(	soy	(		
point	سرا	point	سرا	N;NOM;SG;3	N;NOM;MASC;SG;3
point	تفصیل	point	تفصیل	N;NOM;SG;3	N;NOM;MASC;SG;3
point	نکتہ	point	نکتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	فائدہ	point	فائدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	خصوصیت	point	خصوصیت	N;NOM;SG;3	N;NOM;MASC;SG;3
point	امتیاز	point	امتیاز	N;NOM;SG;3	N;NOM;MASC;SG;3
point	مصلحت	point	مصلحت	N;NOM;SG;3	N;NOM;MASC;SG;3
point	محل	point	محل	N;NOM;SG;3	N;NOM;MASC;SG;3
point	درجہ	point	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	معاملہ	point	معاملہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	سرا	point	سرا	N;NOM;SG;3	N;NOM;MASC;SG;3
point	تفصیل	point	تفصیل	N;NOM;SG;3	N;NOM;MASC;SG;3
point	نکتہ	point	نکتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	فائدہ	point	فائدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	خصوصیت	point	خصوصیت	N;NOM;SG;3	N;NOM;MASC;SG;3
point	امتیاز	point	امتیاز	N;NOM;SG;3	N;NOM;MASC;SG;3
point	مصلحت	point	مصلحت	N;NOM;SG;3	N;NOM;MASC;SG;3
point	محل	point	محل	N;NOM;SG;3	N;NOM;MASC;SG;3
point	درجہ	point	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
point	معاملہ	point	معاملہ	N;NOM;SG;3	N;NOM;MASC;SG;3
boru	(	boru	(		
boru	on	boru	on		
form	گھڑنا.	form	گھڑنا.		
form	گھڑنا.	form	گھڑنا.		
bitti	لیٹنے	bit	لیٹ	V;PFV;IND;SG;3;POS;PST	V;ACC;NFIN
körfez	قعر	körfez	قعر		
körfez	خلا.	körfez	خلا.		
körfez	غرانا.	körfez	غرانا.		
körfez	کھاڑی	körfez	کھاڑی		
körfez	غرانا.	körfez	غرانا.		
elverişli	موزوں	elverişli	موزوں	ADJ	ADJ
elverişli	موافق	elverişli	موافق	ADJ	ADJ
elverişli	مثبت	elverişli	مثبت	ADJ	ADJ
elverişli	متفق	elverişli	متفق	ADJ	ADJ
banka	گھاٹ	banka	گھاٹ	N;NOM;SG;3	N;NOM;MASC;SG;3
banka	بادل	banka	بادل	N;NOM;SG;3	N;NOM;MASC;SG;3
banka	ڈھلان	banka	ڈھلان	N;NOM;SG;3	N;NOM;MASC;SG;3
çağrı	بلاوا.	çağrı	بلاوا.		
çağrı	in	çağrı	in		
çağrı	ہانک.	çağrı	ہانک.		
dinamik	فعال	dinamik	فعال	ADJ	ADJ
uygundur	for	uygun	for		
vektör	سمتیہ	vektör	سمتیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
soylu	خوب	soylu	خوب		
berabere	تعلق	beraber	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
semt	بستی	semt	بس	N;NOM;SG;3	N;NOM;FEM;SG;3
semt	جوار	semt	جوار	N;NOM;SG;3	N;NOM;MASC;SG;3
semt	ضلع	semt	ضلع	N;NOM;SG;3	N;NOM;MASC;SG;3
semt	علاقہ	semt	علاقہ	N;NOM;SG;3	N;NOM;MASC;SG;3
dayanışma	اتحاد	dayanışma	اتحاد	N;NOM;SG;3	N;NOM;MASC;SG;3
gizlice	بزدل	gizlice	بزدل		
gizlice	out	gizlice	out		
gizlice	کمینہ	gizlice	کمینہ		
taç	مکٹ	taç	مکٹ		
taç	مکٹ	taç	مکٹ		
kaba	اُجڈ	kaba	وجج		
kaba	(	kaba	(		
kaba	گھنا	kaba	گھنا		
kaba	(	kaba	(		
kaba	خاکہ.	kaba	خاکہ.		
kaba	(	kaba	(		
kaba	غف	kaba	غف		
adaylığı	تسمیہ	adaylık	تسمیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kemik	ہاڑ.	kemik	ہاڑ.		
side	ڈینگ	sid	ڈینگ		
side	(	sid	(		
side	ڈینگ	sid	ڈینگ		
side	(	sid	(		
balıklar	فقاری	balık	فقاری	ADJ;NOM;PL;3	ADJ
balıklar	مچھلی	balık	مچھلی	ADJ;NOM;PL;3	ADJ;FEM
balıklar	فقاری	balık	فقاری	ADJ;NOM;PL;3	ADJ
çevirisi	تقریر	çevir	تقریر	N;NOM;SG;3	N;NOM;FEM;SG;3
direk	to	direk	to		
gel	آنا	gel	آ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
kategorisi	قسم	kategori	قسم	N;NOM;SG;3	N;NOM;MASC;SG;3
kategorisi	قسم	kategori	قسم	N;NOM;SG;3	N;NOM;MASC;SG;3
kategorisi	درجہ	kategori	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ingilizler	برطانوی	ingiliz	برطانوی	ADJ;NOM;PL;3	ADJ
dost	کویکر.	dost	کویکر.		
dost	کویکر.	dost	کویکر.		
afyon	کُوکنار	afyon	کُوکنار		
yüksel	صعود.	yüksel	صعود.		
stack	خرمن	stack	خرمن		
eşittir	درجے	işi	درجہ		
eşittir	درجے	işi	درجہ		
estetik	(	estetik	(		
estetik	متبادل:	estetik	متبادل:		
salt	کھار	salt	کھار		
salt	کھار	salt	کھار		
macera	for	macera	for		
macera	for	macera	for		
tarif	گُر	tarif	گُر		
cumartesi	شنبہ	cumartesi	شنبہ		
cumartesi	سنیچر	cumartesi	سنیچر		
pas	ماؤف	pas	ماؤف		
dram	کھیل.	dram	کھیل.		
dram	کھیل.	dram	کھیل.		
adresi	نشان	adres	نشان	N;NOM;SG;3	N;NOM;MASC;SG;3
adresi	مہارت	adres	مہارت	N;NOM;SG;3	N;NOM;MASC;SG;3
adresi	نشان	adres	نشان	N;NOM;SG;3	N;NOM;MASC;SG;3
adresi	مہارت	adres	مہارت	N;NOM;SG;3	N;NOM;MASC;SG;3
adresi	پتہ	adres	پتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
eki	لگائو	ki	لگا		
af	درگزر.	af	درگزر.		
taht	کموڈ	taht	کموڈ		
gazetecilik	صحافت	gazetecilik	صحافت	N;NOM;SG;3	N;NOM;MASC;SG;3
kuyruk	پٹ.	kuyruk	پٹ.		
kuyruk	پٹ.	kuyruk	پٹ.		
sound	چست	sound	چست		
sound	چست	sound	چست		
sade	راست	sade	راست		
sade	عام.	sade	عام.		
sade	راست	sade	راست		
sade	عام.	sade	عام.		
sade	نادان	sade	نادان		
sade	محض	sade	محض		
sade	کھرا.	sade	کھرا.		
beraberlik	تعلق	beraberlik	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
beraberlik	شرکت	beraberlik	شرکت	N;NOM;SG;3	N;NOM;MASC;SG;3
beraberlik	قربت	beraberlik	قربت	N;NOM;SG;3	N;NOM;MASC;SG;3
beraberlik	رفاقت	beraberlik	رفاقت	N;NOM;SG;3	N;NOM;FEM;SG;3
full	(	full	(		
full	مملو	full	مملو		
full	وافر	full	وافر		
full	کثیر	full	کثیر		
full	خوب	full	خوب		
full	(	full	(		
full	مملو	full	مملو		
full	وافر	full	وافر		
full	کثیر	full	کثیر		
full	خوب	full	خوب		
geçerlidir	(	geç	(		
kurumsal	فرسودہ	kurumsal	فرسودہ	ADJ	ADJ
fildişi	عاج	fildiş	عاج		
düşmanı	متنفر	düşman	متنفر	ADJ;ACC;SG;3	ADJ
denetim	روک.	denetim	روک.		
mesleği	پیشہ	meslek	پیشہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	عملداری.	meslek	عملداریؤ	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	کاروبار	meslek	کاروبار	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	قبضہ	meslek	قبضہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	روزگار	meslek	روزگار	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	عملداری.	meslek	عملداریؤ	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	کاروبار	meslek	کاروبار	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	قبضہ	meslek	قبضہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	دخل	meslek	دخل	N;NOM;SG;3	N;NOM;MASC;SG;3
mesleği	روزگار	meslek	روزگار	N;NOM;SG;3	N;NOM;MASC;SG;3
sürü	in	sürü	in		
sürü	out	sürü	out		
sürü	غول	sürü	غول		
vadi	کھڈ.	vadi	کھڈ.		
engelleme	انگھڑ	engelle	انگھڑ		
engelleme	ٹھس	engelle	ٹھس		
kaldırılması	ہٹانے	kal	ہٹا	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
olağan	(	olağan	(		
danışmanı	مشیر	danışman	مشیر	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	تعلق	benzerlik	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	رشتہ	benzerlik	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	شبیہہ	benzerlik	شبیہہ	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	شبیہہ	benzerlik	شبیہہ	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	بھیس	benzerlik	بھیس	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	تصویر	benzerlik	تصویر	N;NOM;SG;3	N;NOM;MASC;SG;3
benzerlik	مشابہت	benzerlik	مشابہت	N;NOM;SG;3	N;NOM;MASC;SG;3
kimliği	پہچان	kimlik	پہچان	N;NOM;SG;3	N;NOM;MASC;SG;3
major	(	major	(		
major	وقیع	major	وقیع		
major	بالغ.	major	بالغ.		
nefes	(	nefes	(		
mine	معدن.	mine	معدن.		
mine	(	mine	(		
mine	معدن.	mine	معدن.		
mine	(	mine	(		
sivri	عیار	sivir	عیار		
sivri	ڈھالو	sivir	ڈھالو		
sivri	عیار	sivir	عیار		
sivri	ڈھالو	sivir	ڈھالو		
burnu	شراب	burun	شراب	N;NOM;SG;3	N;NOM;MASC;SG;3
ceviz	اڈو	ceviz	اڈو		
ceviz	آڑ	ceviz	آڑ		
bant	جتھا	bant	جتھا		
bant	فیتہ	bant	فیتہ		
rüzgâr	خم.	rüzgâr	خم.		
sakin	برودت	sakin	برودت		
sin	اثم	i	اثم		
sin	اثم	i	اثم		
şahıs	(	şahıs	(		
sel	(	sel	(		
sel	مد	sel	مد		
sweet	میٹھا.	sweet	میٹھا.		
buhar	(	buhar	(		
çubuk	بجز	çubuk	بجز		
çubuk	into	çubuk	into		
çubuk	باقی	çubuk	باقی		
geometrik	(	geo	(		
çöl	بنجر.	çöl	بنجر.		
çöl	بنجر.	çöl	بنجر.		
git	گزرنا	git	گزر	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
git	چالو	git	چالو	V;PFV;IMP;SG;2;POS;PRS	V;ACT
kas	عضلہ	kas	عضلہ		
per	بحسب	per	بحسب		
per	بحسب	per	بحسب		
sıkıntı	اکتاہٹ	sıkıntı	اکتاہٹ		
kararlı	پکاّ	kararlı	پکاّ		
çabuk	دل-	çabuk	دل-		
çabuk	دل-	çabuk	دل-		
avukatlık	وکیل	avukatlık	وکیل	N;NOM;SG;3	N;NOM;MASC;SG;3
cennet	آسمان	cennet	آسمان	N;NOM;SG;3	N;NOM;MASC;SG;3
cennet	جنت	cennet	جنت	N;NOM;SG;3	N;NOM;FEM;SG;3
samanyolu	نحیف	samanyolu	نحیف	N;NOM;SG;3	N;NOM;MASC;SG;3
hotel	ہوٹل	hotel	ہوٹل	N;NOM;SG;3	N;NOM;FEM;SG;3
kulak	اذن	kulak	اذن		
dövüş	(	dövüş	(		
dövüş	(	dövüş	(		
böcek	گھن	böcek	گھن		
pist	وغیرہ.	pist	وغیرہ.		
kavga	قتال	kavga	قتال	N;NOM;SG;3	N;NOM;MASC;SG;3
kavga	آگ	kavga	آگ	N;NOM;SG;3	N;NOM;FEM;SG;3
kavga	کوشش	kavga	کوشش	N;NOM;SG;3	N;NOM;FEM;SG;3
gözü	آنکھ	göz	آنکھ	N;NOM;SG;3	N;NOM;MASC;SG;3
gözü	بصارت	göz	بصارت	N;NOM;SG;3	N;NOM;MASC;SG;3
gözü	شعور	göz	شعور	N;NOM;SG;3	N;NOM;MASC;SG;3
yerçekimi	ثقل.	ye	ثقل.		
yerçekimi	ثقل.	ye	ثقل.		
ölümcül	مہلک.	ölümcül	مہلک.		
ölümcül	ازحد	ölümcül	ازحد		
cross	out	cross	out		
cross	برہم.	cross	برہم.		
alıcı	گاہک.	alıcı	گاہک.		
alıcı	گاہک.	alıcı	گاہک.		
özen	for	özen	for		
elli	1	elli	1		
konut	مکان	konut	مکان	N;NOM;SG;3	N;NOM;MASC;SG;3
konut	قیام	konut	قیام	N;NOM;SG;3	N;NOM;MASC;SG;3
dönüşüm	تبادل	dönüşüm	تبادل		
dönüşüm	تحوّل	dönüşüm	تحوّل		
plus	بمع	plus	بمع		
hazine	ریاست	hazin	ریاست	N;NOM;SG;3	N;NOM;FEM;SG;3
kalıp	سانچا	kal	سانچا		
yoğunluk	چمک	yoğunluk	چمک	N;NOM;SG;3	N;NOM;MASC;SG;3
yoğunluk	شدّت	yoğunluk	شدّت	N;NOM;SG;3	N;NOM;MASC;SG;3
yoğunluk	کثافت	yoğunluk	کثافت	N;NOM;SG;3	N;NOM;MASC;SG;3
deep	جکڑا	deep	جکڑا		
deep	گھنّا	deep	گھنّا		
deep	جکڑا	deep	جکڑا		
deep	گھنّا	deep	گھنّا		
eğitmen	معلّم	eğitmen	معلّم		
paket	بخرہ	paket	بخرہ		
paket	قطعہ.	paket	قطعہ.		
korkunç	کثیر	korkunç	کثیر		
once	بیّن	once	بیّن		
ücret	دام	ücret	دام		
kırık	شکستہ	kırık	شکستہ		
kırık	دراڑ.	kırık	دراڑ.		
kırık	تڑقن	kırık	تڑقن		
ladin	ہونا.	ladin	ہونا.		
ring	with	ring	with		
ring	in	ring	in		
ring	about	ring	about		
ring	(	ring	(		
ring	with	ring	with		
ring	in	ring	in		
ring	about	ring	about		
ring	(	ring	(		
gay	وارہ	gay	وارہ		
komik	مذاق.	komik	مذاق.		
eksikliği	کمی	eksiklik	کمی	N;NOM;SG;3	N;NOM;FEM;SG;3
eksikliği	کمی	eksiklik	کمی	N;NOM;SG;3	N;NOM;FEM;SG;3
çan	(	çan	(		
ölçekli	ورقہ	ölçekli	ورقہ		
ölçekli	(	ölçekli	(		
bel	وائلن	bel	وائلن		
tümü	ازبس	tümü	ازبس		
tümü	ازبس	tümü	ازبس		
güzellik	روپ	güzellik	روپ	N;NOM;SG;3	N;NOM;MASC;SG;3
güzellik	روپ	güzellik	روپ	N;NOM;SG;3	N;NOM;MASC;SG;3
itiraz	مدّعا	itiraz	مدّعا		
itiraz	ہدف.	itiraz	ہدف.		
itiraz	مدّعا	itiraz	مدّعا		
itiraz	ہدف.	itiraz	ہدف.		
pahalı	گراں	pahalı	گراں		
pahalı	گراں.	pahalı	گراں.		
pahalı	گراں.	pahalı	گراں.		
müşteri	خریدار	müşteri	خریدار	N;NOM;SG;3	N;NOM;MASC;SG;3
tahıl	لون.	tahıl	لون.		
tahıl	چنا	tahıl	چنا		
tahıl	جئی.	tahıl	جئی.		
dostu	موافق.	dost	موافق.	ADJ;NOM;SG;3	ADJ
dostu	موافق.	dost	موافق.	ADJ;NOM;SG;3	ADJ
dostu	دوستانہ	dost	دوستانہ	ADJ;NOM;SG;3	ADJ
ex	بغیر.	ex	بغیر.		
kentsel	شہری	kentsel	شہری	N;NOM;SG;3	N;NOM;MASC;SG;3
istek	(	istek	(		
istek	(	istek	(		
boşluk	بیکار	boşluk	بیکار		
boşluk	بیکار	boşluk	بیکار		
boşluk	ریخ	boşluk	ریخ		
boşluk	ریخ	boşluk	ریخ		
boşluk	خلّو	boşluk	خلّو		
boşluk	وقفہ.	boşluk	وقفہ.		
kalem	قلم	kalem	قلم		
tahliye	(	tahli	(		
tahliye	(	tahli	(		
rüya	واہمہ	rüya	واہمہ		
rüya	آدرش	rüya	آدرش		
eşitlik	تعدیل	eşitlik	تعدیل	N;NOM;SG;3	N;NOM;MASC;SG;3
eşitlik	مساوی	eşitlik	مساوی	N;NOM;SG;3	N;NOM;MASC;SG;3
eşitlik	مقابلہ	eşitlik	مقابلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
penaltı	نقصان	penaltı	نقصان	N;NOM;SG;3	N;NOM;MASC;SG;3
penaltı	خسارہ	penaltı	خسارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
penaltı	تعزیر	penaltı	تعزیر	N;NOM;SG;3	N;NOM;MASC;SG;3
penaltı	نقصان	penaltı	نقصان	N;NOM;SG;3	N;NOM;MASC;SG;3
penaltı	خسارہ	penaltı	خسارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
run	(	run	(		
run	(	run	(		
run	(	run	(		
atlama	from	atla	from		
atlama	in	atla	in		
atlama	from	atla	from		
atlama	in	atla	in		
atlama	of	atla	of		
şart	لازم	şart	لازم		
kalitesi	خاصیت	kalite	خاصیت	N;NOM;SG;3	N;NOM;MASC;SG;3
yürüyüş	off	yürüyüş	off		
yürüyüş	on	yürüyüş	on		
etiketi	کارڈ	etiket	کارڈ	N;NOM;SG;3	N;NOM;MASC;SG;3
anlama	درک.	anla	درک.		
yaşamak	بولی	yaşa	بول	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;FEM;SG;V.PTCP;ACT
çiftlik	کشت	çiftlik	کشت	N;NOM;SG;3	N;NOM;MASC;SG;3
delik	کٹیا	delik	کٹیا		
delik	چھید	delik	چھید		
delik	کٹیا	delik	کٹیا		
delik	چھیدنا.	delik	چھیدنا.		
arzu	ہوس.	arzu	ہوس.		
arzu	ہوس.	arzu	ہوس.		
çifte	توام	çift	توام		
bariz	بیّن	bariz	بیّن		
bariz	جلی.	bariz	جلی.		
bariz	بیّن	bariz	بیّن		
bariz	جلی.	bariz	جلی.		
takvimi	کپڑے	takvim	کپڑا	N;NOM;SG;3	N;NOM;MASC;SG;3
iyon	رواں.	iyon	رواں.		
yağı	دُہن	yağ	دُہن		
elmas	الماس	elmas	الماس		
giderler	اخراجات	git	خرچ	N;NOM;PL;3	N;NOM;MASC;PL;3
giderler	اخراجات	git	خرچ	N;NOM;PL;3	N;NOM;MASC;PL;3
dayanıklı	پائیدار	dayanıklı	پائیدار	ADJ	ADJ
dayanıklı	دیرپا	dayanıklı	دیرپا	ADJ	ADJ
dayanıklı	پائیدار	dayanıklı	پائیدار	ADJ	ADJ
dayanıklı	قوی	dayanıklı	قوی	ADJ	ADJ
takviye	کمک.	takviye	کمک.		
akış	(	akış	(		
akış	(	akış	(		
akış	(	akış	(		
akış	مد	akış	مد		
akış	(	akış	(		
akış	(	akış	(		
akış	(	akış	(		
akış	مد	akış	مد		
case	کوائف.	case	کوائف.		
nemli	بھیگا.	nemli	بھیگا.		
nemli	بھیگا.	nemli	بھیگا.		
azınlık	مذہب	azınlık	مذہب	N;NOM;SG;3	N;NOM;MASC;SG;3
üçgen	تکونا	üçgen	تکونا		
kutu	بکس	kutu	بکس		
sis	کہرا	sis	کہرا		
bağımlı	(	bağımlı	(		
cezaevi	جیل.	cezaevi	جیل.		
cezaevi	جیل.	cezaevi	جیل.		
cezaevi	محبس	cezaevi	محبس		
danışma	مشاورت	danış	مشاورت	N;NOM;SG;3	N;NOM;MASC;SG;3
bağışıklık	استثنیٰ.	bağışıklık	استثنیٰ.	N;NOM;SG;3	N;NOM;MASC;SG;3
servet	(	servet	(		
akışı	جوار	akış	جوار	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	دلدل	akış	دلدل	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	رقم	akış	رقم	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	بہتات	akış	بہتات	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	مائع	akış	مائع	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	جوار	akış	جوار	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	دلدل	akış	دلدل	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	رقم	akış	رقم	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	بہتات	akış	بہتات	N;NOM;SG;3	N;NOM;MASC;SG;3
akışı	مائع	akış	مائع	N;NOM;SG;3	N;NOM;MASC;SG;3
gölge	off	gölge	off		
gölge	into	gölge	into		
gölge	(	gölge	(		
gölge	off	gölge	off		
gölge	into	gölge	into		
gölge	(	gölge	(		
uzakta	الگ	uzak	الگ	ADJ;ESS;SG;3	ADJ
uzakta	متواتر	uzak	متواتر	ADJ;ESS;SG;3	ADJ
flash	بہنا.	flash	بہنا.		
demet	off	demet	off		
demet	off	demet	off		
demet	بنڈل	demet	بنڈل		
üs	بزدل	üs	بزدل		
üs	سفلہ	üs	سفلہ		
üs	کمینہ	üs	کمینہ		
üs	بزدل	üs	بزدل		
üs	سفلہ	üs	سفلہ		
üs	کمینہ	üs	کمینہ		
soruşturma	مطالعہ.	soruşturma	مطالعہ.		
rob	(	rob	(		
ilkel	بدوی.	ilkel	بدوی.		
mizah	جھکائو	mizah	جھکائو		
mizah	لگائو	mizah	لگا		
willow	بید	willow	بید		
tamir	پہنچ.	tamir	پہنچ		
tamir	چرچا.	tamir	چرچا.		
bağlama	کسنا	bağlama	کونا		
bağlama	on	bağlama	on		
bağlama	عائد.	bağlama	عائد.		
formu	گھڑنا.	formu	گھڑنا.		
formu	گھڑنا.	formu	گھڑنا.		
dikkatli	متوجہ	dikkatli	متوجہ	ADJ	ADJ
dikkatli	مشغول.	dikkatli	مشغول.	ADJ	ADJ
dikkatli	چوکس	dikkatli	چوکس	ADJ	ADJ
dikkatli	محتاط	dikkatli	محتاط	ADJ	ADJ
dikkatli	خبردار	dikkatli	خبردار	ADJ	ADJ
dikkatli	چوکس	dikkatli	چوکس	ADJ	ADJ
dikkatli	محتاط	dikkatli	محتاط	ADJ	ADJ
yetenek	فطانت	yetenek	فطانت	N;NOM;SG;3	N;NOM;MASC;SG;3
yetenek	قدرت	yetenek	قدرت	N;NOM;SG;3	N;NOM;MASC;SG;3
yetenek	ذہانت	yetenek	ذہانت	N;NOM;SG;3	N;NOM;MASC;SG;3
yetenek	قابلیت	yetenek	قابلیت	N;NOM;SG;3	N;NOM;MASC;SG;3
yetenek	استعداد	yetenek	استعداد	N;NOM;SG;3	N;NOM;MASC;SG;3
beautiful	نفیس	beautiful	نفیس		
yaratan	خالق.	yarat	خالق.		
ölçüm	مقدار	ölçüm	مقدار	N;NOM;SG;3	N;NOM;MASC;SG;3
ölçüm	حجم	ölçüm	حجم	N;NOM;SG;3	N;NOM;MASC;SG;3
ölçüm	مقدار	ölçüm	مقدار	N;NOM;SG;3	N;NOM;MASC;SG;3
ölçüm	حجم	ölçüm	حجم	N;NOM;SG;3	N;NOM;MASC;SG;3
çapraz	out	çapraz	out		
çapraz	برہم.	çapraz	برہم.		
gönderme	(	gönder	(		
akar	(	akar	(		
akar	(	akar	(		
akar	(	akar	(		
akar	مد	akar	مد		
akar	(	akar	(		
akar	(	akar	(		
akar	(	akar	(		
akar	مد	akar	مد		
fare	(	fare	(		
hun	اجڈ	hun	اجڈ		
açlık	چاہ.	açlık	چاہ.		
yabani	(	yabani	(		
yabani	بیابان	yabani	بیابان		
yabani	اُجاڑ.	yabani	اُجاڑ.		
yabani	(	yabani	(		
yabani	بیابان	yabani	بیابان		
yabani	وحشی	yabani	وحشی		
yabani	اُجاڑ.	yabani	اُجاڑ.		
yabani	خونخوار	yabani	خونخوار		
yabani	خونخوار	yabani	خونخوار		
yabani	خونخوار	yabani	خونخوار		
yabani	درندہ	yabani	درندہ		
alev	(	alev	(		
alev	out	alev	out		
alev	(	alev	(		
alev	out	alev	out		
rahip	پروہت	rahip	پروہت		
aşağıya	پتلی	aşağı	پتلی	ADJ;DAT;SG;3	ADJ;FEM
