une	ένας	un	ένας	DET;INDF;FEM;SG	DET;NOM;INDF;MASC;SG
routes	διαδρομές	route	διαδρομή	N;FEM;PL	N;NOM;FEM;PL
routes	λεωφόρους	route	λεωφόρος	N;FEM;PL	N;NOM;FEM;PL
orientale	ανατολική	oriental	ανατολικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
orientale	ανατολικό	oriental	ανατολικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
orientale	ανατολική	oriental	ανατολικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
orientale	ανατολικό	oriental	ανατολικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
programmes	προγράμματα	programme	πρόγραμμα	N;MASC;PL	N;NOM;NEUT;PL
flore	φλόρα	flore	φλόρα	N;FEM;SG	N;ACC;FEM;SG
flore	χλωρίδας	flore	χλωρίδα	N;FEM;SG	N;GEN;FEM;SG
flore	χλωρίδα	flore	χλωρίδα	N;FEM;SG	N;NOM;FEM;SG
flore	φλώρα	flore	φλώρα	N;FEM;SG	N;NOM;FEM;SG
budget	προϋπολογισμού	budget	προϋπολογισμός	N;MASC;SG	N;GEN;MASC;SG
budget	προϋπολογισμός	budget	προϋπολογισμός	N;MASC;SG	N;NOM;MASC;SG
noblesse	νομπλ	noblesse	νομπλ	N;FEM;SG	N
noblesse	αριστοκρατία	noblesse	αριστοκρατία	N;FEM;SG	N;NOM;FEM;SG
policier	μπάτσος	policier	μπάτσος	N;MASC;SG	N;NOM;MASC;SG
policier	αστυνομία	policier	αστυνομία	N;MASC;SG	N;NOM;FEM;SG
précise	ακριβής	précis	ακριβής	ADJ;FEM;SG	ADJ;NOM;MASC;SG
toile	καμβά	toile	καμβάν	N;FEM;SG	N
inspiré	εμπνευσμένη	inspirer	εμπνεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
inspiré	εμπνευσμένο	inspirer	εμπνεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
inspiré	ενέπνευσε	inspirer	ενδνεύδω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
chercher	αναζητήστε	chercher	αναζητώ	V;NFIN	V;PFV;IND;PL;2;PRS;FIN;ACT
évaluation	αποτίμησης	évaluation	αποτίμηση	N;FEM;SG	N;GEN;FEM;SG
évaluation	αποτίμηση	évaluation	αποτίμηση	N;FEM;SG	N;ACC;FEM;SG
évaluation	εκτίμηση	évaluation	εκτίμηση	N;FEM;SG	N;ACC;FEM;SG
évaluation	αξιολόγηση	évaluation	αξιολόγηση	N;FEM;SG	N;ACC;FEM;SG
évaluation	αξιολόγηση	évaluation	αξιολόγηση	N;FEM;SG	N;ACC;FEM;SG
classification	ταξινόμηση	classification	ταξινόμηση	N;FEM;SG	N;ACC;FEM;SG
classification	κατάταξη	classification	κατάταξη	N;FEM;SG	N;ACC;FEM;SG
détruit	καταστραφεί	détruire	καταστρέφω	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN;PASS
détruit	καταστράφηκε	détruire	καταστρέφω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
détruit	κατεστραμμένο	détruire	κατεστρέφω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
quartiers	γειτονιές	quartier	γειτονιά	N;MASC;PL	N;NOM;FEM;PL
quartiers	συνοικίες	quartier	συνοικία	N;MASC;PL	N;NOM;FEM;PL
quartiers	γειτονιές	quartier	γειτονιά	N;MASC;PL	N;NOM;FEM;PL
chacune	κάθε	chacun	κάθε	PRO;FEM;SG	PRO;ACC;FEM;SG;3
principes	αρχές	principe	αρχή	N;MASC;PL	N;NOM;FEM;PL
principes	αρχες	principe	αρχή	N;MASC;PL	N;NOM;FEM;PL
disparition	εξαφάνιση	disparition	εξαφάνιση	N;FEM;SG	N;ACC;FEM;SG
bistro	μπιστρό	bistro	μπιστρό	N;MASC;SG	N;NOM;NEUT;SG
échec	αποτυχία	échec	αποτυχία	N;MASC;SG	N;ACC;FEM;SG
échec	αστοχία	échec	αστοχία	N;MASC;SG	N;NOM;FEM;SG
échec	αποτυχία	échec	αποτυχία	N;MASC;SG	N;ACC;FEM;SG
échec	αποτυχία	échec	αποτυχία	N;MASC;SG	N;ACC;FEM;SG
rédaction	συγγραφή	rédaction	συγγραφή	N;FEM;SG	N;NOM;FEM;SG
rédaction	γραφή	rédaction	γραφή	N;FEM;SG	N;NOM;FEM;SG
rédaction	γράψιμο	rédaction	γράψιμο	N;FEM;SG	N;NOM;NEUT;SG
serveur	σερβιτόρος	serveur	σερβιτόρος	N;MASC;SG	N;NOM;MASC;SG
serveur	γκαρσόν	serveur	γκαρσόν	N;MASC;SG	N;SG
serveur	σέρβερ	serveur	σέρβερ	N;MASC;SG	N;NOM;NEUT;SG
serveur	εξυπηρετητής	serveur	εξυπηρετητής	N;MASC;SG	N;GEN;FEM;SG
serveur	εξυπηρετητή	serveur	εξυπηρετητής	N;MASC;SG	N;NOM;MASC;SG
serveur	διακομιστής	serveur	διακομιστής	N;MASC;SG	N;NOM;MASC;SG
liée	συνδεδεμένη	lier	συνδέδω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
signature	υπογραφή	signature	υπογραφή	N;FEM;SG	N;ACC;FEM;SG
signature	υπογραφή	signature	υπογραφή	N;FEM;SG	N;ACC;FEM;SG
trône	θρόνος	trône	θρόνος	N;MASC;SG	N;NOM;MASC;SG
trône	θρόνο	trône	θρόνος	N;MASC;SG	N;ACC;MASC;SG
produire	παράγουν	produire	παράγω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
profit	κέρδος	profit	κέρδος	N;MASC;SG	N;NOM;NEUT;SG
chien	σκύλος	chien	σκύλος	N;MASC;SG	N;NOM;MASC;SG
chien	σκυλί	chien	σκυλί	N;MASC;SG	N;NOM;NEUT;SG
bandeau	κορδέλα	bandeau	κορδέλα	N;MASC;SG	N;NOM;FEM;SG
nationaux	εθνικοί	national	εθνικός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
marqué	σκόραρε	marquer	σκοράρω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
marqué	σημαδεμένος	marquer	σημαδεμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
marqué	σηματοδότησε	marquer	σηματοδοτώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
secondes	δευτερόλεπτα	seconde	δευτερόλεπτο	N;FEM;PL	N;NOM;NEUT;PL
requête	ερώτημα	requête	ερώτημα	N;FEM;SG	N;NOM;NEUT;SG
requête	παράκληση	requête	παράκληση	N;FEM;SG	N;ACC;FEM;SG
requête	αίτηση	requête	αίτηση	N;FEM;SG	N;NOM;FEM;SG
requête	αίτημα	requête	αίτημα	N;FEM;SG	N;NOM;NEUT;SG
ruisseau	ρυάκι	ruisseau	ρυάκι	N;MASC;SG	N;NOM;NEUT;SG
ruisseau	ροή	ruisseau	ροή	N;MASC;SG	N;NOM;FEM;SG
ruisseau	ρέμα	ruisseau	ρέμα	N;MASC;SG	N;NOM;NEUT;SG
ruisseau	ρυάκι	ruisseau	ρυάκι	N;MASC;SG	N;NOM;NEUT;SG
ruisseau	ρυάκι	ruisseau	ρυάκι	N;MASC;SG	N;NOM;NEUT;SG
publiques	δημόσιες	public	δημόσιος	ADJ;FEM;PL	ADJ;NOM;FEM;PL
largeur	πλάτος	largeur	πλάτος	N;FEM;SG	N;ACC;NEUT;SG
largeur	πλάτος	largeur	πλάτος	N;FEM;SG	N;ACC;NEUT;SG
remplacer	αντικαταστήσει	remplacer	αντικαθιστώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
remplacer	αντικατέστησε	remplacer	αντικαθιστώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
spécial	ειδική	spécial	ειδικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
foi	πίστη	foi	πίστα	N;FEM;SG	N;NOM;FEM;SG
foi	φέιθ	foi	φέιθ	N;FEM;SG	N
récemment	πρόσφατα	récemment	πρόσφατα	ADV	ADV
récemment	προσφάτως	récemment	προσφάτως	ADV	ADV
institutions	ιδρύματα	institution	ίδρυμα	N;FEM;PL	N;NOM;NEUT;PL
institutions	θεσμοί	institution	θεσμός	N;FEM;PL	N;NOM;MASC;PL
institutions	όργανα	institution	όργανο	N;FEM;PL	N;NOM;NEUT;PL
pêche	ροδάκινο	pêche	ροδάκινος	N;FEM;SG	N;NOM;NEUT;SG
pêche	αλιεία	pêche	αλιεία	N;FEM;SG	N;NOM;FEM;SG
pêche	αλιείας	pêche	αλιεία	N;FEM;SG	N;GEN;FEM;SG
pêche	αλιεία	pêche	αλιεία	N;FEM;SG	N;NOM;FEM;SG
pêche	ψάρεμα	pêche	ψάρεμα	N;FEM;SG	N;NOM;NEUT;SG
pêche	αλιείας	pêche	αλιεία	N;FEM;SG	N;GEN;FEM;SG
complètement	πλήρως	complètement	πλήρως	ADV	ADV
complètement	εντελώς	complètement	εντελώς	ADV	ADV
complètement	εντελώς	complètement	εντελώς	ADV	ADV
volumes	όγκοι	volume	όγκος	N;MASC;PL	N;NOM;MASC;PL
nation	έθνος	nation	έθνος	N;FEM;SG	N;NOM;NEUT;SG
développe	αναπτύσσει	développer	αναπτύσσω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
développe	αναπτύσσεται	développer	αναπτύσσω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
accueille	χαιρετίζει	accueillir	χαιρετίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
accueille	καλωσορίζει	accueillir	καλωσορίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
accueille	υποδέχεται	accueillir	υποδέχομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
symbole	σύμβολο	symbole	σύμβολο	N;MASC;SG	N;NOM;NEUT;SG
catalogue	κατάλογο	catalogue	κατάλογος	N;MASC;SG	N;ACC;MASC;SG
catalogue	κατάλογο	catalogue	κατάλογος	N;MASC;SG	N;ACC;MASC;SG
prisonniers	κρατούμενοι	prisonnier	κρατούμενος	N;MASC;PL	N;NOM;MASC;PL
francophone	γαλλόφωνο	francophone	γαλλόφωνος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
tir	πυροβολισμός	tir	πυροβολισμός	N;MASC;SG	N;NOM;MASC;SG
tir	πυροβολισμό	tir	πυροβολισμός	N;MASC;SG	N;ACC;MASC;SG
tir	βολή	tir	βολή	N;MASC;SG	N;ACC;FEM;SG
tir	πυροβολισμός	tir	πυροβολισμός	N;MASC;SG	N;NOM;MASC;SG
salles	αίθουσες	salle	αίθουσα	N;FEM;PL	N;NOM;FEM;PL
salles	δωμάτια	salle	δωμάτι	N;FEM;PL	N;NOM;NEUT;PL
emplacement	τόπος	emplacement	τόπος	N;MASC;SG	N;NOM;MASC;SG
emplacement	τοποθεσία	emplacement	τοποθεσία	N;MASC;SG	N;NOM;FEM;SG
philosophe	φιλόσοφος	philosophe	φιλόσοφος	N;MASC;SG	N;NOM;MASC;SG
appellation	ονομασία	appellation	ονομασία	N;FEM;SG	N;NOM;FEM;SG
appellation	χαρακτηρισμός	appellation	χαρακτηρισμός	N;FEM;SG	N;NOM;MASC;SG
facilement	εύκολα	facilement	εύκολα	ADV	ADV
décidé	αποφασίστηκε	décider	αποφασίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
décidé	αποφάσισε	décider	αποφασίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
end	αεε	end	αεε	N;MASC;SG	N
end	λήξη	end	λήξη	N;MASC;SG	N;ACC;FEM;SG
étage	δάπεδο	étage	δάπεδο	N;MASC;SG	N;NOM;NEUT;SG
étage	όροφο	étage	όροφος	N;MASC;SG	N;ACC;MASC;SG
étage	πάτωμα	étage	πάτωμα	N;MASC;SG	N;NOM;NEUT;SG
étage	όροφος	étage	όροφος	N;MASC;SG	N;NOM;MASC;SG
coups	γροθιές	coup	γροθιός	N;MASC;PL	N;NOM;FEM;PL
coups	πραξικοπήματα	coup	πραξικόπημα	N;MASC;PL	N;NOM;NEUT;PL
coups	χτυπήματα	coup	χτύπημα	N;MASC;PL	N;NOM;NEUT;PL
hongrois	ουγγρική	hongrois	ουγγρικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
hongrois	ουγγρικό	hongrois	ουγγρικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
rois	βασιλιάδες	roi	βασιλιάδα	N;MASC;PL	N;NOM;MASC;PL
rois	βασιλείς	roi	βασίλης	N;MASC;PL	N;NOM;MASC;PL
rois	βασιλέων	roi	βασίλει	N;MASC;PL	N;GEN;MASC;PL
modification	τροποποίηση	modification	τροποποίηση	N;FEM;SG	N;ACC;FEM;SG
modification	τροπολογία	modification	τροπολογία	N;FEM;SG	N;NOM;FEM;SG
modification	τροποποίηση	modification	τροποποίηση	N;FEM;SG	N;ACC;FEM;SG
mineures	ανήλικους	mineur	ανήλικος	ADJ;FEM;PL	ADJ;ACC;MASC;PL
mineures	ανήλικοι	mineur	ανήλικος	ADJ;FEM;PL	ADJ;NOM;MASC;PL
pieds	πόδια	pied	πόδι	N;MASC;PL	N;NOM;NEUT;PL
pensée	σκέψη	pensée	σκέψη	N;FEM;SG	N;NOM;FEM;SG
pensée	σκέψης	pensée	σκέψη	N;FEM;SG	N;GEN;FEM;SG
pensée	σκέψη	pensée	σκέψη	N;FEM;SG	N;NOM;FEM;SG
phénomène	φαινόμενο	phénomène	φαινόμενο	N;MASC;SG	N;NOM;NEUT;SG
planètes	πλανήτες	planète	πλανήτης	N;FEM;PL	N;NOM;MASC;PL
engage	προσλαμβάνει	engager	προσλαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vaste	απέραντη	vaste	απέραντος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
relais	ρελέ	relais	ρελός	N;MASC;SG	N;NOM;NEUT;SG
relais	ρελέ	relais	ρελός	N;MASC;SG	N;NOM;NEUT;SG
exemples	παραδείγματα	exemple	παράδειγμα	N;MASC;PL	N;NOM;NEUT;PL
nomme	διορίζει	nommer	διορίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
marins	ναύτες	marin	ναύτος	N;MASC;PL	N;NOM;MASC;PL
marins	ναύτες	marin	ναύτος	N;MASC;PL	N;NOM;MASC;PL
poèmes	ποιήματα	poème	ποίημα	N;MASC;PL	N;NOM;NEUT;PL
tendance	τάση	tendance	τάση	N;FEM;SG	N;NOM;FEM;SG
tendance	τάση	tendance	τάση	N;FEM;SG	N;NOM;FEM;SG
libéral	φιλελεύθερο	libéral	φιλελεύθερος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
libéral	φιλελεύθερη	libéral	φιλελεύθερος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
libéral	φιλελεύθερος	libéral	φιλελεύθερος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
orientation	προσανατολισμός	orientation	προσανατολισμός	N;FEM;SG	N;NOM;MASC;SG
orientation	προσανατολισμό	orientation	προσανατολισμός	N;FEM;SG	N;ACC;MASC;SG
ennemi	εχθρός	ennemi	εχθρός	N;MASC;SG	N;NOM;MASC;SG
ennemi	εχθρό	ennemi	εχθρό	N;MASC;SG	N;ACC;MASC;SG
ennemi	εχθρός	ennemi	εχθρός	N;MASC;SG	N;NOM;MASC;SG
multiples	πολλαπλές	multiple	πολλαπλά	ADJ;MASC;PL	ADJ;NOM;FEM;PL
retourne	επιστρέφει	retourner	επιστρέφω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
indien	ινδικό	indien	ινδικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
indien	ινδός	indien	ινδός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
indien	ινδική	indien	ινδικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
comptes	λογαριασμοί	compte	λογαριασμός	N;MASC;PL	N;NOM;MASC;PL
comptes	λογαριασμούς	compte	λογαριασμός	N;MASC;PL	N;ACC;MASC;PL
calendrier	ημερολόγιο	calendrier	ημερολόγιο	N;MASC;SG	N;NOM;NEUT;SG
calendrier	πρόγραμμα	calendrier	πρόγραμμα	N;MASC;SG	N;NOM;NEUT;SG
calendrier	χρονοδιάγραμμα	calendrier	χρονοδιάγραμμα	N;MASC;SG	N;NOM;NEUT;SG
calendrier	προγραμματισμός	calendrier	προγραμματισμός	N;MASC;SG	N;NOM;MASC;SG
calendrier	προγραμμα	calendrier	προγραμμα	N;MASC;SG	N;NOM;NEUT;SG
clocher	καμπαναριό	clocher	καμπαναριός	N;MASC;SG	N;NOM;NEUT;SG
aérienne	εναέρια	aérien	εναέριος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
avenir	μέλλον	avenir	μέλλον	N;MASC;SG	N;NOM;NEUT;SG
avenir	μελλον	avenir	μελλον	N;MASC;SG	N;NOM;NEUT;SG
mécanique	μηχανική	mécanique	μηχανικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mécanique	μηχανικό	mécanique	μηχανικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
étrangers	άγνωστοι	étranger	άγνωστος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
étrangers	ξένοι	étranger	ξένος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
étrangers	ξένους	étranger	ξένος	ADJ;MASC;PL	ADJ;ACC;MASC;PL
étrangers	εξωγήινοι	étranger	εξωγώ	ADJ;MASC;PL	ADJ;NOM;MASC;PL
étrangers	εξωγήινους	étranger	εξώγηινος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
étrangers	ξένοι	étranger	ξένος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
étrangers	αλλοδαποί	étranger	αλλοδαπός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
réel	πραγματικός	réel	πραγματικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
réel	πραγματικό	réel	πραγματικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
cavalerie	ιππικό	cavalerie	ιππικός	N;FEM;SG	N;ACC;MASC;SG
écran	οθόνη	écran	οθόνος	N;MASC;SG	N;NOM;FEM;SG
concerts	συναυλίες	concert	συναυλία	N;MASC;PL	N;NOM;FEM;PL
organise	οργανώνει	organiser	οργανώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organise	διοργανώνει	organiser	διοργανώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organise	οργανώνει	organiser	οργανώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
industriel	βιομηχανική	industriel	βιομηχανικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
industriel	βιομηχανικό	industriel	βιομηχανικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
industriel	βιομηχανικός	industriel	βιομηχανικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
rester	μένοντας	rester	μένω	V;NFIN	V;IPFV;V.CVB;ACT
rester	παραμείνετε	rester	παραμένω	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
rester	παραμείνει	rester	παραμένω	V;NFIN	V;PFV;NFIN;ACT
rester	παραμένουν	rester	παραμένω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
rester	μείνετε	rester	μένω	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
rester	μείνε	rester	μένω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
consommation	κατανάλωση	consommation	κατανάλωση	N;FEM;SG	N;ACC;FEM;SG
mauvais	κακός	mauvais	κακός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mauvais	κακό	mauvais	κακός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
mauvais	κακή	mauvais	κακός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
condition	κατάσταση	condition	κατάσταση	N;FEM;SG	N;ACC;FEM;SG
condition	όρος	condition	όρος	N;FEM;SG	N;NOM;MASC;SG
utilisateurs	χρήστες	utilisateur	χρήστης	N;MASC;PL	N;NOM;MASC;PL
plaine	σκέτο	plaine	σκέτο	N;FEM;SG	N;NOM;NEUT;SG
plaine	πεδιάδα	plaine	πεδιάδα	N;FEM;SG	N;NOM;FEM;SG
perte	απώλεια	perte	απώλεια	N;FEM;SG	N;ACC;FEM;SG
perte	ζημία	perte	ζημία	N;FEM;SG	N;ACC;FEM;SG
méthodes	μέθοδοι	méthode	μέθοδος	N;FEM;PL	N;NOM;FEM;PL
méthodes	μεθόδους	méthode	μέθοδος	N;FEM;PL	N;NOM;FEM;PL
impact	αντίκτυπος	impact	αντίκτυπος	N;MASC;SG	N;NOM;MASC;SG
impact	επίπτωση	impact	επίπτωση	N;MASC;SG	N;ACC;FEM;SG
impact	σύγκρουση	impact	σύγκρουση	N;MASC;SG	N;NOM;FEM;SG
impact	πρόσκρουση	impact	πρόσκρουση	N;MASC;SG	N;NOM;FEM;SG
candidats	αιτούντες	candidat	αιτούμτης	N;MASC;PL	N;NOM;MASC;PL
classes	τάξεις	classe	τάξη	N;FEM;PL	N;NOM;FEM;PL
classes	μαθήματα	classe	μάθημα	N;FEM;PL	N;NOM;NEUT;PL
classes	κλάσεις	classe	κλάση	N;FEM;PL	N;NOM;FEM;PL
lauréat	νικήτρια	lauréat	νικήτριος	N;MASC;SG	N;NOM;FEM;SG
lauréat	νικητής	lauréat	νικητής	N;MASC;SG	N;NOM;MASC;SG
lauréat	νικητή	lauréat	νικητής	N;MASC;SG	N;ACC;MASC;SG
attaques	επιθέσεις	attaque	επίθεση	N;FEM;PL	N;NOM;FEM;PL
portée	φτάσει	porter	φτάνω	V;FEM;SG;PST;V.PTCP	V;PFV;NFIN;ACT
quitter	αφήσω	quitter	αφήνω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
quitter	φεύγεις	quitter	φεύγη	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
quitter	φεύγει	quitter	φεύγω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
quitter	αφήνοντας	quitter	αφήνω	V;NFIN	V;IPFV;V.CVB;ACT
performance	επίδοση	performance	επίδοση	N;FEM;SG	N;ACC;FEM;SG
performance	απόδοση	performance	απόδοση	N;FEM;SG	N;ACC;FEM;SG
performance	παράσταση	performance	παράσταση	N;FEM;SG	N;ACC;FEM;SG
définitivement	σίγουρα	définitivement	σίγουρα	ADV	ADV
définitivement	οπωσδήποτε	définitivement	οπωσδήποτε	ADV	ADV
définitivement	μόνιμα	définitivement	μόνιμα	ADV	ADV
établi	εγκατεστημένος	établir	εγκατεστημένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
basée	βασισμένο	baser	βασίζω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
basée	βασισμένη	baser	βασίζω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
collectif	συλλογική	collectif	συλλογικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
collectif	συλλογικό	collectif	συλλογικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
compétitions	διαγωνισμούς	compétition	διαγωνισμός	N;FEM;PL	N;ACC;MASC;PL
compétitions	διαγωνισμοί	compétition	διαγωνισμός	N;FEM;PL	N;NOM;MASC;PL
compétitions	διαγωνισμοί	compétition	διαγωνισμός	N;FEM;PL	N;NOM;MASC;PL
quantité	ποσότητα	quantité	ποσότητα	N;FEM;SG	N;NOM;FEM;SG
conseillers	συμβούλους	conseiller	σύμβουλος	N;MASC;PL	N;ACC;MASC;PL
conseillers	σύμβουλοι	conseiller	σύμβουλος	N;MASC;PL	N;NOM;MASC;PL
conseillers	σύμβουλοι	conseiller	σύμβουλος	N;MASC;PL	N;NOM;MASC;PL
conseillers	σύμβουλοι	conseiller	σύμβουλος	N;MASC;PL	N;NOM;MASC;PL
anniversaire	επέτειος	anniversaire	επέτειος	N;MASC;SG	N;GEN;FEM;SG
anniversaire	επέτειο	anniversaire	επέτειο	N;MASC;SG	N;ACC;FEM;SG
conservateur	έφορος	conservateur	έφορος	N;MASC;SG	N;NOM;MASC;SG
niveaux	επίπεδα	niveau	επίπεδο	N;MASC;PL	N;NOM;NEUT;PL
capable	ικανός	capable	ικανός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
capable	ικανό	capable	ικανός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
capable	ικανή	capable	ικανός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
communautés	κοινότητες	communauté	κοινότητα	N;FEM;PL	N;NOM;FEM;PL
internationaux	διεθνείς	international	διεθνής	ADJ;MASC;PL	ADJ;NOM;FEM;PL
effectivement	όντως	effectivement	όντως	ADV	ADV
effectivement	πράγματι	effectivement	πράγματι	ADV	ADV
couverture	κουβέρτα	couverture	κουβέρτα	N;FEM;SG	N;NOM;FEM;SG
couverture	κάλυμμα	couverture	κάλυμμα	N;FEM;SG	N;NOM;NEUT;SG
couverture	κάλυψη	couverture	κάλυψη	N;FEM;SG	N;ACC;FEM;SG
couverture	εξώφυλλο	couverture	εξώφυλλο	N;FEM;SG	N;NOM;NEUT;SG
couverture	κάλυψη	couverture	κάλυψη	N;FEM;SG	N;ACC;FEM;SG
cuisine	κουζίνα	cuisine	κουζίνα	N;FEM;SG	N;NOM;FEM;SG
cuisine	μαγείρεμα	cuisine	μαγείρεμα	N;FEM;SG	N;NOM;NEUT;SG
cuisine	κουζίνα	cuisine	κουζίνα	N;FEM;SG	N;NOM;FEM;SG
arbres	δένδρα	arbre	δένδρος	N;MASC;PL	N;NOM;NEUT;PL
arbres	δέντρα	arbre	δέντρο	N;MASC;PL	N;NOM;NEUT;PL
émissions	μεταδόσεις	émission	μετάδοση	N;FEM;PL	N;NOM;FEM;PL
émissions	εκπομπών	émission	εκπομπή	N;FEM;PL	N;GEN;FEM;PL
émissions	εκπομπές	émission	εκπομπή	N;FEM;PL	N;NOM;FEM;PL
disposition	διάταξη	disposition	διάταξη	N;FEM;SG	N;ACC;FEM;SG
disposition	διαρρύθμιση	disposition	διαρρύθμιση	N;FEM;SG	N;NOM;FEM;SG
disposition	διάταξη	disposition	διάταξη	N;FEM;SG	N;ACC;FEM;SG
racing	αγωνιστική	racing	αγωνιστικός	N;MASC;SG	N;NOM;FEM;SG
conservatoire	ωδείο	conservatoire	ωδείο	N;MASC;SG	N;NOM;NEUT;SG
sénat	γερουσία	sénat	γερουσία	N;MASC;SG	N;NOM;FEM;SG
humains	ανθρώπινα	humain	ανθρώπινος	ADJ;MASC;PL	ADJ;NOM;NEUT;PL
humains	ανθρωπίνων	humain	ανθρώπινος	ADJ;MASC;PL	ADJ;GEN;NEUT;PL
donnant	δίνοντας	donner	δίνω	V;PRS;V.PTCP	V;IPFV;V.CVB;ACT
milliards	δισ	milliard	δίν	N;MASC;PL	N
milliards	δισεκατομμύρια	milliard	δισεκατομμύριο	N;MASC;PL	N;NOM;NEUT;PL
milliards	δισεκατομμύρια	milliard	δισεκατομμύριο	N;MASC;PL	N;NOM;NEUT;PL
