den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;ACC;MASC+FEM;SG;3
service	tjenesteydelse	service	tjenesteydelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
service	tjeneste	service	tjen	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
service	service	service	service	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
youtube	youtube	youtube	youtube	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
torg	firkant	torg	firkant	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
torg	kvadrat	torg	kvadrat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torg	torv	torg	torv	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
privat	privat	privat	privat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
privat	privat	privat	privat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
element	grundstof	element	grundstof	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
element	element	element	element	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
förhållanden	relationer	förhållande	relation	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
förhållanden	betingelser	förhållande	betingelse	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
förhållanden	vilkår	förhållande	vilkår	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
power	effekt	power	effekt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
power	kraft	power	kraft	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
power	strøm	power	strøm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
power	power	power	powe	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
power	magt	power	magt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
tidskrift	tidsskrift	tidskrift	tidsskrift	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	blad	tidskrift	blad	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	magasin	tidskrift	magasin	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	journal	tidskrift	journal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
tidskrift	tidsskrift	tidskrift	tidsskrift	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	dagbog	tidskrift	dagbog	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sällskapet	samfundet	sällskap	samfund	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
vägar	veje	väg	vej	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
vägar	stier	väg	stie	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
over	slut	over	slut	N;NOM;INDF;MASC+FEM;SG	N
sjunde	syvende	sju	syvende	ADJ;NOM	ADJ
introducerades	introduceret	introducera	introducere	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
introducerades	indført	introducera	indføre	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
känna	mærke	känna	mærke	V;IMP;FIN;ACT	V;NFIN;ACT
känna	mærk	känna	mærk	V;IMP;FIN;ACT	V;IMP
åsikter	meninger	åsikt	mening	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
åsikter	udtalelser	åsikt	udtalelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
åsikter	visninger	åsikt	visning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
åsikter	synspunkter	åsikt	synspunkt	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
möte	ansættelse	möte	ansættelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
möte	udpegelse	möte	udpegelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
möte	udnævnelse	möte	udnævnelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
möte	aftale	möte	aftale	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
möte	møde	möte	møde	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
get	ged	ge	ged	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
saknade	forsvundet	sakna	forsvinde	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
saknade	savnede	sakna	savne	V;IND;PST;FIN;ACT	V;PL;PST;V.PTCP
saknade	savnet	sakna	savne	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
ring	ring	ring	ring	V;IMP;FIN;ACT	V;IMP
ring	ringe	ring	ringe	V;IMP;FIN;ACT	V;NFIN;ACT
ring	ring	ring	ring	V;IMP;FIN;ACT	V;IMP
ring	ringe	ring	ringe	V;IMP;FIN;ACT	V;NFIN;ACT
minska	reducere	minska	reducere	V;IMP;NFIN;ACT	V;NFIN;ACT
operan	operaen	operan	operaen	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
efterträdare	efterfølger	efterträdare	efterfølge	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
blad	ark	blad	ark	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
blad	ark	blad	ark	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
blad	sengetøj	blad	sengetøj	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
borta	væk	borta	væk	ADV	ADV
borta	borte	borta	borte	ADV	ADV
miljö	miljø	miljö	miljø	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
segrar	triumfer	segra	triumf	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
segrar	sejre	segra	sejr	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
louisiana	louisiana	louisiana	louisiana	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
industri	industri	industri	industri	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
industri	erhverv	industri	erhverv	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
drag	drag	drag	drag	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
drag	træk	drag	træk	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
drag	moves	drag	moves	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
absolut	absolut	absolut	absolut	ADV	ADV
absolut	absolut	absolut	absolut	ADV	ADV
trädde	indtastede	träda	indtaste	V;IND;PST;FIN;ACT	V;PL;PST;V.PTCP
trädde	trådte	träda	træde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
trädde	indtastet	träda	indtaste	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
torn	tårn	torn	tårn	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torn	tårn	torn	tårn	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
dance	dans	danc	dans	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
förare	førere	förare	fører	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
förare	chauffører	förare	chauffør	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
förare	bilister	förare	bilist	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
förare	lokomotivførere	förare	lokomotivfører	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
metoder	metoder	metod	metoder	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
folkmängd	indbyggertal	folkmängd	indbyggertal	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
folkmängd	befolkning	folkmängd	befolkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
lyder	adlyder	lyda	adlyde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
prinsessan	prinsessen	prinsessa	prinses	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
stannade	standset	stanna	standse	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
stannade	stoppede	stanna	stoppe	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
stannade	blev	stanna	blive	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
stannade	forblevet	stanna	forbleve	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
stannade	opholdt	stanna	opholde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
stannade	forblev	stanna	forblev	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
nederländska	hollænder	nederländsk	hollænder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
canyon	kløft	canyon	kløft	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
redigera	redigere	rediger	redig	V;IMP;FIN;ACT	V;NFIN;ACT
intervju	interview	intervju	interview	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
intervju	jobsamtale	intervju	jobsamtale	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bahamas	bahamas	bahama	bahamas	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
lindgren	lindgren	lindgr	lindgren	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
premier	præmier	premie	præmie	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
fastlandet	fastlandet	fastland	fastland	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
förlust	tab	förlust	tab	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
förlust	tab	förlust	tab	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
förlust	svind	förlust	svind	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
säte	sæde	säte	sæde	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
säte	plads	säte	plads	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
säte	seat	säte	seat	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
vald	folkevalgt	välja	folkevalge	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
avtal	enighed	avtal	enighed	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avtal	overenskomst	avtal	overenskomst	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avtal	aftale	avtal	aftale	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
handel	commerce	handel	commerce	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handel	handel	handel	handel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handel	samhandel	handel	samhandel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handel	bytte	handel	bytte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handel	handel	handel	handel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
gatan	gaden	gata	gade	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
idéer	ideer	idé	ide	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
idéer	forestillinger	idé	forestilling	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
idéer	idéer	idé	idé	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
musikaliska	musikalske	musikalisk	musikalsk	ADJ;NOM;PL	ADJ;PL
profil	profil	profil	profil	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
anhängare	følgere	anhängare	følger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
anhängare	tilhængere	anhängare	tilhænger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
anhängare	tilhængere	anhängare	tilhænger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
förbi	forbi	förbi	forbi	ADV	ADV
medborgare	borgere	medborgare	borger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
medborgare	statsborgere	medborgare	statsborgere	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
medborgare	statsborgere	medborgare	statsborgere	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
junior	junior	junia	junior	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
jazz	jazz	jazz	jazz	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
konsensus	enighed	konsensus	enighed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
styrkor	styrker	styrka	styrke	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
styrkor	styrker	styrka	styrke	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
styrkor	kræfter	styrka	kraft	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
brand	fyr	brand	fyr	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
brand	brand	brand	brand	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
brand	ild	brand	ild	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
brand	varemærke	brand	varemærke	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
brand	brand	brand	brand	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
book	bog	book	bog	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
behandlar	behandler	behandla	behandle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
behandlar	behandler	behandla	behandle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
tidningar	dagblade	tidning	dagblad	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
tidningar	aviser	tidning	avis	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
tidningar	tidsskrifter	tidning	tidsskrift	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
tidningar	blade	tidning	blad	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
tidningar	magasiner	tidning	magasin	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
tidningar	papirer	tidning	papir	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
karlstad	karlstad	karlstad	karlstad	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
erövrade	erobret	erövra	erobre	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
erövrade	besejret	erövra	besejre	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
erövrade	erobrede	erövra	erobre	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
söker	søger	söka	søge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
söker	kigger	söka	kigge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
söker	ser	söka	se	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
söker	søger	söka	søge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
fabricius	fabricius	fabricius	fabricius	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
flagga	flag	flagga	flag	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
iron	jern	iron	jern	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
lokalt	lokal	lokal	lokal	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
dokument	dokument	dokument	dokument	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
föda	mad	föda	mad	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
träffar	rammer	träffa	ramme	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
loch	loch	loch	loch	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
stål	stål	stål	stål	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
förbättra	forbedret	förbättra	forbedre	V;IMP;FIN;ACT	V;INDF;SG;PST;V.PTCP
förbättra	forbedre	förbättra	forbedre	V;IMP;FIN;ACT	V;NFIN;ACT
diskussioner	diskussioner	diskussion	diskussion	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
diskussioner	drøftelser	diskussion	drøftelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
diskussioner	diskussioner	diskussion	diskussion	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
diskussioner	drøftelser	diskussion	drøftelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
hotell	hotel	hotell	hotel	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hotell	hotel	hotell	hotel	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
resor	ture	resa	tur	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
resor	rejser	resa	rejse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
resor	rejser	resa	rejse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
resor	rejser	resa	rejse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
resor	ture	resa	tur	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
sek	sek	sek	sekund	N	N;INDF;NEUT;SG
sek	sek	sek	sekund	N	N;INDF;NEUT;SG
rådet	rådet	råd	råd	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
omedelbart	umiddelbart	omedelbar	umiddelbart	ADV	ADV
omedelbart	straks	omedelbar	straks	ADV	ADV
omedelbart	umiddelbart	omedelbar	umiddelbart	ADV	ADV
omedelbart	øjeblikkeligt	omedelbar	øjeblikkelig	ADV	ADV
fordon	køretøjer	fordon	køretøj	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
fordon	motorkøretøjer	fordon	motorkøretøj	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
regioner	regioner	region	region	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
regioner	områder	region	område	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
väljer	vælger	välja	vælge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
väljer	vælge	välja	vælge	V;IND;PRS;FIN;ACT	V;NFIN;ACT
väljer	vælger	välja	vælge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
väljer	vælge	välja	vælge	V;IND;PRS;FIN;ACT	V;NFIN;ACT
väljer	vælger	välja	vælge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
väljer	udvælger	välja	udvælge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
framtiden	fremtiden	framtid	fremtid	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
lokaler	præmisser	lokal	præmisse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
lokaler	lokaler	lokal	lokale	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
österrikiska	østrigske	österrikisk	østrigsk	ADJ;NOM;PL	ADJ;PL
fire	fyr	fire	fyr	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
fire	brand	fire	brand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
fire	ild	fire	ild	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
judiska	jødiske	judisk	jødisk	ADJ;NOM;PL	ADJ;PL
saga	saga	saga	saga	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
saga	fortælling	saga	fortælling	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
deltagande	fremmøde	deltagande	fremmøde	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
deltagande	tilstedeværelse	deltagande	tilstedeværelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
deltagande	deltagelse	deltagande	deltagelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
deltagande	deltagelse	deltagande	deltagelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
deltagande	medindflydelse	deltagande	medindflydelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
deltagande	medbestemmelse	deltagande	medbestemmelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
segrare	viktor	segrare	viktor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
segrare	victor	segrare	victor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
tillfälle	anledning	tillfälle	anledning	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
tillfälle	mulighed	tillfälle	mulighed	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
margaret	margaret	margar	margar	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
birgitta	birgitta	birgitta	birgitta	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
förklarade	erklæret	förklara	erklære	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
förklarade	forklarede	förklara	forklare	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
förklarade	forklaret	förklara	forklare	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
köra	kør	köra	kør	V;IMP;FIN;ACT	V;IMP
köra	køre	köra	køre	V;IMP;FIN;ACT	V;NFIN;ACT
köra	køre	köra	køre	V;IMP;FIN;ACT	V;NFIN;ACT
traditionellt	traditionel	traditionell	traditionel	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
krävde	krævede	kräva	kræve	V;IND;PST;FIN;ACT	V;PL;PST;V.PTCP
krävde	forlangte	kräva	forlange	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
referenser	henvisninger	referens	henvisning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
referenser	referencer	referens	reference	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
habenaria	habenaria	habenari	habenaria	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
orientalis	orientalis	orientalis	orientalis	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ombord	ombord	ombord	ombord	ADV	ADV
ombord	ombord	ombord	ombord	ADV	ADV
antogs	vedtaget	anta	vedtage	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
antogs	adopteret	anta	adoptere	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
kalendern	kalenderen	kalender	kalender	N;NOM;DEF;NEUT;SG	N;DEF;MASC+FEM;SG
remix	remix	remix	remix	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
organ	lig	organ	lig	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
organ	organ	organ	organ	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
santander	santander	santand	santander	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
amerika	amerika	amerik	amerika	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
enstaka	enkelt	enstaka	enkelt	ADJ;NOM	ADJ;INDF;SG
enstaka	enlige	enstaka	enlig	ADJ;NOM	ADJ;PL
enstaka	enlig	enstaka	enlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
ansvarig	ansvarlig	ansvarig	ansvarlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
ansvarig	ansvarligt	ansvarig	ansvarligt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
enheter	enheder	enhet	enhed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
enheter	enheder	enhet	enhed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
enheter	enheder	enhet	enhed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
enheter	indretninger	enhet	indretning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
enheter	anordninger	enhet	anordning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
lanserades	igangsat	lansera	igangsætte	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
lanserades	lanceret	lansera	lancere	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
lanserades	iværksat	lansera	iværksætte	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
utsträckning	udstrækning	utsträckning	udstrækning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utsträckning	omfang	utsträckning	omfang	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
cyathea	træbregne	cyathea	træbregne	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rörande	rørende	röra	rørende	ADJ;NOM;PRS;V.PTCP	ADJ
dålig	slemt	dålig	slemme	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
dålig	skidt	dålig	skidt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
dålig	dårlig	dålig	dårlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
veckan	ugen	vecka	uge	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
motstånd	bestandighed	motstånd	bestandighed	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
motstånd	modstandsdygtighed	motstånd	modstandsdygtighed	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
motstånd	resistens	motstånd	resist	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
motstånd	modstand	motstånd	modstand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
motstånd	indsigelse	motstånd	indsigelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
motstånd	modstand	motstånd	modstand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
motstånd	opposition	motstånd	opposition	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
körde	kørt	köra	køre	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
körde	kørte	köra	køre	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
körde	drev	köra	drive	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
kritiker	kritikere	kritik	kritiker	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
motståndare	modstandere	motståndare	modstander	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
häst	hest	häst	hest	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
tyckte	tænkt	tycka	tænke	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
tyckte	tænkte	tycka	tænke	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
tyckte	troede	tycka	tro	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
förstå	forstå	förstå	forstå	V;IMP;FIN;ACT	V;NFIN;ACT
