med	so	med	s	ADP	ADP;INS
stål	oceľ	stål	oceľ	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
förbättra	posilniť	förbättra	posilniť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förbättra	vylepšiť	förbättra	vylepšiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förbättra	zlepšiť	förbättra	zlepšiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förbättra	vylepšiť	förbättra	vylepšiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förbättra	zlepšovať	förbättra	zlepšovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
förbättra	zlepšiť	förbättra	zlepšiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
diskussioner	diskusie	diskussion	diskusie	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
diskussioner	diskusie	diskussion	diskusie	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hotell	hotel	hotell	hotel	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
resor	výlety	resa	výlet	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
sek	sek	sek	sek	N	N;INAN;NOM;MASC;SG
sek	sek	sek	sek	N	N;INAN;NOM;MASC;SG
rådet	rada	råd	rád	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
omedelbart	ihneď	omedelbar	ihneď	ADV	ADV
omedelbart	okamžite	omedelbar	okamžite	ADV	ADV
omedelbart	okamžite	omedelbar	okamžite	ADV	ADV
omedelbart	ihneď	omedelbar	ihneď	ADV	ADV
omedelbart	okamžite	omedelbar	okamžite	ADV	ADV
diverse	rôzni	diverse	rôzny	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
vietnam	vietnam	vietnam	vieton	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
fordon	vozidlá	fordon	vozidlo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
fordon	vozidlá	fordon	vozidlo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
regioner	regióny	region	región	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
väljer	vyberie	välja	vybrať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
väljer	vybrať	välja	vybrať	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
väljer	vyberie	välja	vybrať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
väljer	vyberá	välja	vybrať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
framtiden	budúca	framtid	budúci	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
framtiden	budúcnosť	framtid	budúcnosť	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
framtiden	budúce	framtid	budúci	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
lokaler	priestory	lokal	priestor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fire	oheň	fire	oheň	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fire	požiar	fire	požiar	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
saga	príbeh	saga	príbeh	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
saga	rozprávka	saga	rozprávka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
deltagande	účasť	deltagande	účasť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
deltagande	účasti	deltagande	účasť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
deltagande	účasť	deltagande	účasť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
segrare	výherca	segrare	výherca	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
segrare	víťaz	segrare	víťaz	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
segrare	viktor	segrare	viktor	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tillfälle	príležitosť	tillfälle	príležitosť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
tillfälle	príležitosť	tillfälle	príležitosť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
margaret	margaret	margar	margaret	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
birgitta	birgitta	birgitta	birgitt	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
förklarade	vysvetlila	förklara	vysvetliť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
förklarade	vysvetliť	förklara	vysvetliť	V;IND;PST;FIN;ACT	V;PFV;POS;NFIN
förklarade	vysvetlil	förklara	vysvetliť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
köra	jazdiť	köra	jazdiť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
traditionellt	tradičné	traditionell	tradičný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
traditionellt	tradičná	traditionell	tradičný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
traditionellt	tradičný	traditionell	tradičný	ADJ;NOM;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
krävde	požadoval	kräva	požadovať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
upphov	vzostup	upphov	vzostup	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
upphov	nárast	upphov	nárast	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
referenser	odkazy	referens	odkaz	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
referenser	referencie	referens	referencia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
orientalis	orientalis	orientalis	orientalis	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kalendern	kalendár	kalender	kalendár	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
organ	orgán	organ	orgán	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
amerika	amerika	amerik	amerika	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
enstaka	slobodná	enstaka	slobodný	ADJ;NOM	ADJ;NOM;FEM;SG
enstaka	jednotné	enstaka	jednotný	ADJ;NOM	ADJ;NOM;NEUT;SG
enstaka	slobodný	enstaka	slobodný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
enstaka	jednotný	enstaka	jednotný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
ansvarig	zodpovedný	ansvarig	zodpovedný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
ansvarig	zodpovedné	ansvarig	zodpovedný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ansvarig	zodpovedná	ansvarig	zodpovedný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tillverkad	vyrobené	tillverkad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tillverkad	vyrobená	tillverkad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tillverkad	vyrobený	tillverkad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tillverkad	vyrobený	tillverkad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tillverkad	vyrobené	tillverkad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tillverkad	vyrobená	tillverkad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
enheter	jednotky	enhet	jednotka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
enheter	subjekty	enhet	subjekt	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
enheter	pomôcky	enhet	pomôcka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
enheter	prístroje	enhet	prístroj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
enheter	zariadenia	enhet	zariadenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
dålig	zlý	dålig	zlý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
dålig	zlé	dålig	zlý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
veckan	týždenne	vecka	týždenne	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mytologi	mytológia	mytologi	mytológia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
motstånd	odolnosť	motstånd	odolnosť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
motstånd	rezistencia	motstånd	rezistencia	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
motstånd	odpor	motstånd	odpor	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
motstånd	nesúhlas	motstånd	nesúhlas	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
motstånd	opozícia	motstånd	opozícia	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
körde	riadil	köra	riadiť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
körde	jazdil	köra	jazdiť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
körde	šoféroval	köra	šoférovať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kritiker	kritici	kritik	kritica	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
häst	kona	häst	kona	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
häst	kôň	häst	kôň	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kyrkoherde	vikár	kyrkoherde	vikár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kyrkoherde	farár	kyrkoherde	farár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
grå	šedá	grå	šedý	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grå	šedá	grå	šedý	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grå	šedé	grå	šedý	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tyckte	myslel	tycka	myslieť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tyckte	mysleli	tycka	myslieť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
tyckte	myslela	tycka	myslieť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
förstå	porozumieť	förstå	porozumieť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förstå	pochopiť	förstå	pochopiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förstå	rozumieť	förstå	rozumieť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
förstå	porozumieť	förstå	porozumieť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
förstå	pochopiť	förstå	pochopiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
bolívar	bolívar	boltva	bolívar	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
strider	boje	strid	boj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
strider	bitky	strid	bitka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
racing	dostihy	racing	dostiha	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
äktenskapet	sobáš	äktenskap	sobáš	N;NOM;DEF;NEUT;SG	N;ANIM;NOM;MASC;SG
äktenskapet	manželstvo	äktenskap	manželstvo	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
stiftelsen	nadácia	stiftelse	nadácia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
stiftelsen	základ	stiftelse	základ	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mord	zabitie	mord	zabitie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
mord	vražda	mord	vražda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
mord	vraždenie	mord	vraždenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
mord	vražda	mord	vražda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
naturen	priroda	natur	priroda	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
naturen	povaha	natur	povaha	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
naturen	príroda	natur	príroda	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
naturen	charakter	natur	charakter	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
quercus	quercus	quercus	quercus	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
quercus	dub	quercus	dub	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
korrekt	presná	korrekt	presný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
korrekt	presný	korrekt	presný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
korrekt	presné	korrekt	presný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
korrekt	správny	korrekt	správny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
korrekt	správna	korrekt	správny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
betala	zaplatiť	betala	zaplatiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
betala	platiť	betala	platiť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
law	právo	law	právo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
law	zákon	law	zákon	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stjärnor	hviezdy	stjärna	hviezda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
stjärnor	hviezdičky	stjärna	hviezdička	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
människa	človek	människa	človek	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
scen	scéna	scen	scéna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
scen	etapa	scen	etap	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
scen	javisko	scen	javisko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
scen	fáza	scen	fáza	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
scen	pódium	scen	pódium	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
scen	štádium	scen	štádium	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bit	kus	bit	kus	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bit	kúsok	bit	kúsok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
trea	tretina	tre	tretina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tusen	tisíc	tusen	tisíc	NUM;NOM	NUM;NOM;NEUT;SG
bredd	šírka	bredd	šírka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bevis	dôkaz	bevis	dôkaz	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bevis	dôkaz	bevis	dôkaz	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skådespelerska	herečka	skådespelersk	herečka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
riksdag	parlament	riksdag	parlament	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
grundat	založený	grunda	založený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
grundat	založené	grunda	založený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
grundat	založená	grunda	založený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fokus	zameranie	fokus	zameranie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
fokus	zameranie	fokus	zameranie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
fokus	sústredenie	fokus	sústredenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
perspektiv	perspektíva	perspektiv	perspektív	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
skador	škody	skada	škoda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
skador	škody	skada	škoda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
skador	ujmy	skada	ujma	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
skador	úrazy	skada	úraz	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
skador	poranenia	skada	poranenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
skador	zranení	skada	zranenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
skador	zranenia	skada	zranenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
velika	velika	velik	velika	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
skulptör	sochár	skulptör	sochár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mala	mala	mala	mať	V;IMP;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
handlingar	dokumenty	handling	dokument	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
handlingar	doklady	handling	doklad	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
handlingar	písomnosti	handling	písomnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
klubbar	kluby	klubb	klub	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
klubbar	palice	klubb	palica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
uppfattning	vnímanie	uppfattning	vnímanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
uppfattning	koncepcia	uppfattning	koncepcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
åtgärder	akcie	åtgärd	akcia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
åtgärder	opatrenia	åtgärd	opatrenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
åtgärder	akcie	åtgärd	akcia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
åtgärder	činy	åtgärd	čin	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
lima	lime	lima	lima	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
passerar	vyhovuje	passera	vyhovovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
passerar	prejde	passera	prejsť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
passerar	prechádza	passera	prechádzať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
force	sila	force	sila	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gods	náklad	god	náklad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
gods	tovar	god	tovar	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
gods	náklad	god	náklad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
arkiv	úložisko	arkiv	úložisko	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
arkiv	archív	arkiv	archív	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
arkiv	súbor	arkiv	súbor	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
arkiv	archíve	arkiv	archíva	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
arkiv	archív	arkiv	archív	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
behåll	držať	behålla	držať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
behåll	uchovávať	behålla	uchovávať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
behåll	majte	behålla	mať	V;IMP;FIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
behåll	ponechať	behålla	ponechať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
behåll	zachovať	behålla	zachovať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
knappt	ledva	knappt	ledva	ADV	ADV
knappt	ledva	knappt	ledva	ADV	ADV
knappt	ťažko	knappt	ťažko	ADV	ADV
verkställande	výkonná	verkställande	výkonný	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;FEM;SG
verkställande	výkonný	verkställande	výkonný	ADJ;NOM;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;SG
verkställande	vykonávajúci	verkställande	vykonávajúci	ADJ;NOM;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
sjunger	spieva	sjunga	spievať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ström	potok	ström	potok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ström	prúd	ström	prúd	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ström	stream	ström	stream	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fristående	nezávislý	fristående	nezávislý	ADJ;NOM;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;SG
fristående	nezávislá	fristående	závislo	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;FEM;SG
fristående	nezávislé	fristående	závislý	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;SG
fristående	oddelený	fristående	oddelený	ADJ;NOM;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
fristående	oddelená	fristående	oddelený	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fristående	samostatný	fristående	samostatný	ADJ;NOM;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;SG
fristående	samostatné	fristående	samostatný	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;SG
fristående	samostatná	fristående	samostatný	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;FEM;SG
blommor	kvety	blomma	kvety	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
blommor	kvietky	blomma	kvietok	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
blommor	kvetiny	blomma	kvetina	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
minsta	najmenšia	liten	malý	ADJ;NOM;DEF;RL	ADJ;NOM;RL;FEM;SG
minsta	najmenší	liten	malý	ADJ;NOM;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
målningar	obrazy	målning	obraz	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
målningar	maľby	målning	maľba	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
behövde	potreboval	behöva	potrebovať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
mclaren	mclaren	mclar	mclaren	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG
forest	les	forest	les	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
deep	hlboká	deep	hlboký	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
deep	hlboký	deep	hlboký	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
administratör	admin	administratör	admin	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
administratör	administrátor	administratör	administrátor	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
administratör	administrátor	administratör	administrátor	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
administratör	správca	administratör	správca	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kvinnan	žena	kvinna	žena	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
upptäckte	objavila	upptäcka	objaviť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
upptäckte	objavili	upptäcka	objaviť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
upptäckte	objavil	upptäcka	objaviť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
konflikt	konflikt	konflikt	konflikt	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
awards	ocenenie	acard	ocenenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
beskrev	opísal	beskrev	opísať	V;IMP;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
minister	minister	minister	minister	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
minister	ministerka	minister	ministerka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skogen	les	skog	les	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
skogen	les	skog	les	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
gränser	medze	gräns	medza	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gränser	limity	gräns	limita	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
gränser	obmedzenia	gräns	obmedzenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
gränser	hranice	gräns	hranica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gränser	hranice	gräns	hranica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gränser	okraje	gräns	okraj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
gränser	hranice	gräns	hranica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
framgångsrik	úspešné	framgångsrik	úspešný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
framgångsrik	úspešný	framgångsrik	úspešný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
framgångsrik	úspešná	framgångsrik	úspešný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
comté	comté	comté	comtý	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ökat	zvýšený	öka	zvýšený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
ökat	zvýšená	öka	zvýšený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
