من	från	مِن	från	ADP	ADP
موجة	våg	مَوجَة	våg	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
موجة	wave	مَوجَة	wave	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
القبيلة	stammen	قَبِيلَة	stam	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
تدريس	undervisning	تَدرِيس	undervisning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تدريس	handledning	تَدرِيس	handledning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الفلسطينيين	palestinierna	فِلَسطِينِيّ	palestinium	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
سرية	hemlig	سِرِّيّ	hemlig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
سرية	hemligt	سِرِّيّ	hemlig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
الباحث	forskaren	بَاحِث	forskare	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الباحث	sökaren	بَاحِث	sökare	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
سريع	snabb	سَرِيع	snabb	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
سريع	snabb	سَرِيع	snabb	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
قريب	närliggande	قَرِيب	närliggande	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
صناديق	lådor	صُندُوق	låda	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
صناديق	askar	صُندُوق	ask	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
صناديق	boxar	صُندُوق	box	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
صناديق	rutor	صُندُوق	ruta	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
صناديق	lådor	صُندُوق	låda	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
غياب	frånvaro	غِيَاب	frånvaro	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
يهودية	judiskt	يَهُودِيّ	judisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
يهودية	judisk	يَهُودِيّ	judisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
محور	nav	مِحوَر	nav	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
محور	hub	مِحوَر	hub	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مقابلة	intervju	مُقَابَلَة	intervju	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فردية	individuell	فَردِيّ	individuell	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مشابهة	liknande	مُشَابِه	liknande	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
المنازل	husen	مَنزِل	hus	N;NOM;DEF;PL	N;NOM;DEF;NEUT;PL
المنازل	hemmen	مَنزِل	hem	N;NOM;DEF;PL	N;NOM;DEF;NEUT;PL
طائفة	kult	طَائِفَة	kult	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طائفة	sekt	طَائِفَة	sek	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طائفة	sekt	طَائِفَة	sek	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مهام	arbetsuppgifter	مَهَمَّة	arbetsuppgift	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مهام	uppgifter	مَهَمَّة	uppgift	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مستقل	självständig	مُستَقِلّ	självständig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
مستقل	oberoende	مُستَقِلّ	oberoende	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
مستقل	självständigt	مُستَقِلّ	självständig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
مستقل	fristående	مُستَقِلّ	fristående	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
مستقل	frilansande	مُستَقِلّ	frilansande	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
فلسطينيون	palestinier	فِلَسطِينِيّ	palestini	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
الجماعات	grupperna	جَمَاعَة	grupp	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
خروج	utgång	خُرُوج	utgång	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
خروج	utförsel	خُرُوج	utförsel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
خروج	utträde	خُرُوج	utträde	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الرابط	länken	رَابِط	länk	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
مدنية	civil	مَدَنِيّ	civil	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مدنية	civilt	مَدَنِيّ	civil	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
مدنية	medborgerlig	مَدَنِيّ	medborgerlig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مدنية	civil	مَدَنِيّ	civil	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مدنية	civilt	مَدَنِيّ	civil	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
شعبة	division	شُعبَة	division	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
شعبة	delning	شُعبَة	delning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
سياسات	policyer	سِيَاسَة	policy	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
الموافقة	godkännandet	مُوَافَقَة	godkännande	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
هزم	besegrade	هَزم	besegrad	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
النسخ	kopiorna	نُسخَة	kopia	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
متطلبات	krav	مُتَطَلَّبَات	krav	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
تبادل	växling	تَبَادُل	växling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تبادل	utväxling	تَبَادُل	utväxling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تبادل	exchange	تَبَادُل	exchange	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تبادل	utbyte	تَبَادُل	utbyte	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
صفة	egenskap	صِفَة	egenskap	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ترشيح	kandidatur	تَرشِيح	kandidatur	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ترشيح	filtrering	تَرشِيح	filtrering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ترشيح	nominering	تَرشِيح	nominering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ترشيح	utnämning	تَرشِيح	utnämning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
اقترح	föreslå	اِقتَرَح	föreslå	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
اقترح	föreslår	اِقتَرَح	föreslå	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;ACT
الاعتماد	beroendet	اِعتِمَاد	beroende	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
عالمي	globalt	عَالَمِيّ	global	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
التعرض	exponeringen	تَعَرُّض	exponering	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
سيدة	dam	سَيِّدَة	dam	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
سيدة	lady	سَيِّدَة	lady	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
سيدة	fru	سَيِّدَة	fru	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
هندية	indisk	هِندِيّ	indisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
هندية	indiskt	هِندِيّ	indisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ثقافية	kulturellt	ثَقَافِيّ	kulturell	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ثقافية	kulturell	ثَقَافِيّ	kulturell	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
القمة	toppen	قِمَّة	topp	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
القمة	toppmötet	قِمَّة	toppmöt	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
كلام	tal	كَلَام	tal	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
كلام	anförande	كَلَام	anförande	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
كلام	föredrag	كَلَام	föredrag	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
كلام	prat	كَلَام	prat	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
كلام	talk	كَلَام	talk	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
هجمات	attacker	هَجمَة	attack	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
هجمات	angrepp	هَجمَة	angrepp	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
الحصار	belägringen	حِصَار	belägring	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الحصار	blockaden	حِصَار	blockad	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
انقلاب	kupp	اِنقِلَاب	kupp	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
انقلاب	statskupp	اِنقِلَاب	statskupp	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
زيت	olja	زيت	olja	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
اعتماد	ackreditering	اِعتِمَاد	ackreditering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
متخصصة	specialiserat	مُتَخَصِّص	specialisera	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
متخصصة	specialiserad	مُتَخَصِّص	specialiserad	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
رواد	pionjärer	رَائِد	pionjär	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مواسم	årstider	مَوسِم	årstid	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مواسم	säsonger	مَوسِم	säsong	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
تركيز	koncentration	تَركِيز	koncentration	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تركيز	fokus	تَركِيز	fokus	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تركيز	focus	تَركِيز	focus	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
التطوير	utvecklingen	تَطوِير	utveckling	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
تسعة	nio	تِسعَة	nio	NUM;NOM;INDF;MASC	NUM;NOM
صواريخ	missiler	صَارُوخ	missil	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
صواريخ	robotar	صَارُوخ	robota	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
صواريخ	raketer	صَارُوخ	raket	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
ملم	malam	مُلِمّ	malam	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
زوج	make	زَوج	make	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادثة	händelse	حَادِث	händelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادثة	incident	حَادِث	incident	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادثة	tillbud	حَادِث	tillbud	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
حادثة	olyckshändelse	حَادِث	olyckshändelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادثة	olycka	حَادِث	olycka	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
التجمع	församlingen	تَجَمُّع	församling	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
جنوبي	sydlig	جَنُوبِيّ	sydlig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
مسيرة	marsch	مَسِيرَة	marsch	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مسيرة	march	مَسِيرَة	march	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مسيرة	demonstrationståg	مَسِيرَة	demonstrationståg	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
مسيرة	mars	مَسِيرَة	mars	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
يتجاوز	överskrider	تَجَاوَز	överskrida	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يتجاوز	överträffar	تَجَاوَز	överträffa	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يتجاوز	överstiger	تَجَاوَز	överstiga	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
دالة	funktion	دَالَة	funktion	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
دالة	befattning	دَالَة	befattning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الثوار	rebellerna	ثَور	rebell	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
هام	viktig	هَامّ	viktig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
هام	viktigt	هَامّ	viktig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
قلة	fåtal	قِلَّة	fåtal	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تخطيط	planering	تَخطِيط	planering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تخطيط	layout	تَخطِيط	layout	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الشاشة	skärmen	شَاشَّة	skärm	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المحطة	stationen	مَحَطَّة	station	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المعدة	magen	مُعَدّ	mage	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
روسي	ryskt	رُوسِيّ	rysk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
روسي	rysk	رُوسِيّ	rysk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
المؤمنين	troende	مُؤَمِّن	troende	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PRS;V.PTCP
المؤمنين	trogna	مُؤَمِّن	trogen	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PL
المشرق	orienten	مَشرِق	orient	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
قبول	acceptans	قُبُول	acceptans	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تمر	passerar	مَرّ	passera	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
ملفات	filer	مِلَفَّة	fil	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
ملفات	akter	مِلَفَّة	akt	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
ملفات	mappar	مِلَفَّة	mappa	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
النواة	kärnan	نَوَاة	kärna	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
النواة	kärnan	نَوَاة	kärna	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
شريط	bar	شَرِيط	ba	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
شريط	band	شَرِيط	band	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
شريط	tejp	شَرِيط	tejp	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
شريط	band	شَرِيط	band	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
مماثلة	liknande	مُمَاثِل	liknande	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
معادلة	ekvation	مُعَادَلَة	ekvation	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
يجمع	samlar	جَمَّع	samla	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
عائلات	familjer	عَائِلَة	familj	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
لسان	tab	لِسَان	tab	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
لسان	flik	لِسَان	flik	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
التاسعة	nionde	تَاسِع	nionde	ADJ;NOM;DEF;FEM;SG	ADJ;NOM
المعلم	husse	مُعلِم	husse	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
صحية	friskt	صِحِّيّ	frisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
صحية	hälsosamt	صِحِّيّ	hälsosam	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
صحية	frisk	صِحِّيّ	frisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
صحية	sund	صِحِّيّ	sund	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
الجسر	bron	جِسر	bron	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الجسر	bryggan	جِسر	brygga	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
خسارة	förlust	خَسَارَة	förlust	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
المقر	huvudkontoret	مَقَرّ	huvudkontor	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
المقر	högkvarteret	مَقَرّ	högkvarter	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
المهاجرين	invandrarna	مُهَاجِر	invandrare	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
دقائق	minuter	دَقِيقَة	minut	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
تخصص	specialisering	خَصَّص	specialisering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تخصص	specialitet	خَصَّص	specialitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
اجتماعي	socialt	اِجتِمَاعِيّ	social	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
اجتماعي	social	اِجتِمَاعِيّ	social	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
رائعة	underbar	رَائِع	underbar	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
البرج	tornet	بُرج	torn	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
قصور	palats	قُصُور	palats	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الوظيفة	funktionen	وَظِيفَة	funktion	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
برمجة	programmering	برمجة	programmering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الرئة	lungan	رِئَة	lung	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
شعوب	folkslag	شَعب	folkslag	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
يحدد	anger	حَدَّد	ange	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يحدد	specificerar	حَدَّد	specificera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يحدد	bestämmer	حَدَّد	bestämma	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
قارة	världsdel	قَارَّة	världsdel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قارة	kontinent	قَارَّة	kontinent	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رحلات	flygresor	رِحلَة	flygresa	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
رحلات	flygningar	رِحلَة	flygning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
رحلات	resor	رِحلَة	resa	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
نواة	kärna	نَوَاة	kärna	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
نواة	nucleus	نَوَاة	nucleus	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
نواة	kärna	نَوَاة	kärna	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قصائد	dikter	قَصِيدَة	dikt	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
ولادة	förlossning	وِلَادَة	förlossning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ولادة	barnsäng	وِلَادَة	barnsäng	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ولادة	födelse	وِلَادَة	födelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ولادة	födsel	وِلَادَة	födsel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
دعا	bjöd	دَعَا	bjöd	V;PFV;MASC;SG;3;ACT	V;IMP;PST;FIN;ACT
دعا	ringde	دَعَا	ringa	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
دعا	ringt	دَعَا	ringa	V;PFV;MASC;SG;3;ACT	V;V.CVB;ACT
نوعية	kvalitativ	نَوعِيَّة	kvalitativ	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مناصب	ståndpunkter	مَنصِب	ståndpunkt	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مناصب	positioner	مَنصِب	position	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مناصب	befattningar	مَنصِب	befattning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مناصب	ställningar	مَنصِب	ställning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
الكبار	vuxna	كَبِير	vuxen	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PL
الرحم	livmodern	رَحم	livmoder	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الرحم	livmodern	رَحم	livmoder	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
صاروخ	missil	صَارُوخ	missil	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
صاروخ	robot	صَارُوخ	robot	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
التسجيل	registret	تَسجِيل	registre	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
التسجيل	registreringen	تَسجِيل	registrering	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
يدرس	studerar	دَرَس	studera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
ترجع	returnerar	رَجَع	returnera	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
ترجع	återvänder	رَجَع	återvänd	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
عقود	decennier	عَقد	decennium	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
حادث	händelse	حَادِث	händelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادث	incident	حَادِث	incident	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادث	tillbud	حَادِث	tillbud	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
حادث	olyckshändelse	حَادِث	olyckshändelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حادث	olycka	حَادِث	olycka	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
التنفس	andningen	تَنَفُّس	andning	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
سعر	pris	سِعر	pris	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
كيميائي	kemisk	كِيمِيَائِيّ	kemisk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
كيميائي	kemiskt	كِيمِيَائِيّ	kemisk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
جراحة	operation	جِرَاحَة	operation	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
جراحة	kirurgi	جِرَاحَة	kirurgi	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
عشيرة	klan	عشيرة	klan	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
شاطئ	beach	شَاطِئ	beach	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
شاطئ	strand	شَاطِئ	strand	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قبر	grav	قَبر	grav	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قبر	grav	قَبر	grav	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
جوانب	aspekter	جَانِب	aspekt	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
عراقية	irakisk	عِرَاقِيّ	irakisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
كوكبة	stjärnbild	كُوكبَة	stjärnbild	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
غلاف	omslag	غِلَاف	omslag	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
لحم	kött	لَحم	kött	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
البيان	manifestet	بَيَان	manifeste	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الكواكب	planeterna	كَاكِب	planet	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
شدة	intensitet	شِدَّة	intensit	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
شدة	stränghet	شِدَّة	stränghet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
شدة	svårighetsgrad	شِدَّة	svårighetsgrad	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فعالية	effektivitet	فَعَّالِيَّة	effektivitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فعالية	effekt	فَعَّالِيَّة	effekt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فعالية	effektivitet	فَعَّالِيَّة	effektivitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قتال	fighting	قِتَال	fighting	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قتال	slagsmål	قِتَال	slagsmål	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
قتال	kamp	قِتَال	kamp	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
جواز	pass	جَوَاز	pass	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
