dan	y	dan	y	CONJ	CONJ
pesta	parte	pesta	parte	N;SG	N;FEM;SG
pesta	partido	pesta	partido	N;SG	N;MASC;SG
pesta	fiesta	pesta	fiesta	N;SG	N;FEM;SG
pesta	party	pesta	party	N;SG	N
pesta	banquete	pesta	banquete	N;SG	N;MASC;SG
pesta	festín	pesta	festín	N;SG	N;MASC;SG
mengangkat	levantando	menangkat	levantar	V;SG;ACT	V;V.MSDR
kesalahan	equivocación	kesalahan	equivocación	N;SG	N;FEM;SG
kesalahan	error	kesalahan	error	N;SG	N;MASC;SG
kesalahan	error	kesalahan	error	N;SG	N;MASC;SG
usulan	propuesta	usulan	propuesta	N;SG	N;FEM;SG
usulan	proposición	usulan	proposición	N;SG	N;FEM;SG
dosen	conferenciante	dosen	conferenciante	N;SG	N;SG
batalyon	batallón	batalyon	batallón	N	N;MASC;SG
batalyon	batallones	batalyon	batallón	N	N;MASC;PL
semenanjung	península	semenanjung	península	N;SG	N;FEM;SG
independen	independiente	independen	independiente	ADJ;SG	ADJ;SG
kolonel	coronel	kolonel	coronel	N;SG	N;MASC;SG
menerbitkan	publica	menterbitkan	publicar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menerbitkan	publicar	menterbitkan	publicar	V;SG;ACT	V;NFIN
menerbitkan	publicando	menterbitkan	publicar	V;SG;ACT	V;V.MSDR
virus	virus	virus	virus	N	N;MASC
virus	virus	virus	virus	N	N;MASC
penjara	carcel	penjara	carcel	N;SG	N;FEM;SG
penjara	cárcel	penjara	cárcel	N;SG	N;FEM;SG
penjara	prisión	penjara	prisión	N;SG	N;FEM;SG
penjara	cárcel	penjara	cárcel	N;SG	N;FEM;SG
penjara	carcel	penjara	carcel	N;SG	N;FEM;SG
penjara	prisión	penjara	prisión	N;SG	N;FEM;SG
jari	dedo	jari	dedo	N;SG	N;MASC;SG
paroki	parroquia	paroki	parroquia	N	N;FEM;SG
gelap	oscuro	gelap	oscuro	ADJ;SG	ADJ;MASC;SG
gelap	oscura	gelap	oscuro	ADJ;SG	ADJ;FEM;SG
demokrasi	democracia	demokrasi	democracia	N;SG	N;FEM;SG
markas	base	markas	base	N;SG	N;SG
markas	sede	markas	sede	N;SG	N;FEM;SG
markas	cuartel	markas	cuartel	N;SG	N;MASC;SG
makna	importancia	makna	importancia	N;SG	N;FEM;SG
makna	trascendencia	makna	trascendencia	N;SG	N;FEM;SG
makna	significación	makna	significación	N;SG	N;FEM;SG
legenda	legend	legenda	legend	N;SG	N
legenda	leyenda	legenda	leyenda	N;SG	N;FEM;SG
legenda	leyenda	legenda	leyenda	N;SG	N;FEM;SG
mengunjungi	visitó	menkunjungi	visitar	V;SG;ACT	V;IND;SG;3;PST;FIN
mengunjungi	visite	menkunjungi	visitar	V;SG;ACT	V;IMP;SG;3;FIN
mengunjungi	visitar	menkunjungi	visitar	V;SG;ACT	V;NFIN
mengunjungi	visitando	menkunjungi	visitar	V;SG;ACT	V;V.MSDR
mengunjungi	visitar	menkunjungi	visitar	V;SG;ACT	V;NFIN
kamera	camera	kamera	camera	N;SG	N;FEM;SG
kamera	cámara	kamera	cámara	N;SG	N;FEM;SG
kamera	camara	kamera	camara	N;SG	N;FEM;SG
kamera	camara	kamera	camara	N;SG	N;FEM;SG
arsip	archivo	arsip	archivo	N;SG	N;MASC;SG
arsip	archivo	arsip	archivo	N;SG	N;MASC;SG
pemikiran	pensamiento	penpikiran	pensamiento	N;SG	N;MASC;SG
pemikiran	pensamiento	penpikiran	pensamiento	N;SG	N;MASC;SG
pemikiran	pensamiento	penpikiran	pensamiento	N;SG	N;MASC;SG
diperoleh	adquirió	diperoleh	adquirir	V;SG;PASS	V;IND;SG;3;PST;FIN
dipercaya	creyó	dipercaya	creer	V;SG;PASS	V;IND;SG;3;PST;FIN
dipercaya	creía	dipercaya	creer	V;SG;PASS	V;IND;SG;3;IPFV;FIN
dipercaya	confiaba	dipercaya	confiar	V;SG;PASS	V;IND;SG;3;IPFV;FIN
susu	leche	susu	leche	N;SG	N;FEM;SG
susu	milk	susu	milk	N;SG	N
duta	embajadora	duta	embajadora	N;SG	N;FEM;SG
duta	embajador	duta	embajador	N;SG	N;MASC;SG
konferensi	conferencia	konferensi	conferencia	N;SG	N;FEM;SG
komentar	comentario	komentar	comentario	N;SG	N;MASC;SG
komentar	comentario	komentar	comentario	N;SG	N;MASC;SG
komentar	comentario	komentar	comentario	N;SG	N;MASC;SG
materi	materia	materi	materia	N;SG	N;FEM;SG
materi	material	materi	material	N;SG	N;MASC;SG
materi	material	materi	material	N;SG	N;MASC;SG
sahabat	amigo	sahabat	amigo	N;SG	N;MASC;SG
sahabat	friend	sahabat	friend	N;SG	N
sahabat	amiga	sahabat	amiga	N;SG	N;FEM;SG
sahabat	bff	sahabat	bff	N;SG	N
gula	azucar	gula	azucar	N;SG	N;MASC;SG
gula	azúcar	gula	azúcar	N;SG	N;MASC;SG
kesatuan	unidad	kesatuan	unidad	N	N;FEM;SG
kesatuan	corps	kesatuan	corp	N	N
mengakui	admite	menakui	admitir	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengakui	admitir	menakui	admitir	V;SG;ACT	V;NFIN
mengakui	admita	menakui	admitir	V;SG;ACT	V;SBJV;SG;3;FIN
mengakui	admite	menakui	admitir	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengakui	reconocer	menakui	reconocer	V;SG;ACT	V;NFIN
point	puntos	point	punto	N	N;MASC;PL
point	points	point	point	N	N;MASC;PL
point	punta	point	punta	N	N;FEM;SG
point	point	point	point	N	N
point	punto	point	punto	N	N;MASC;SG
perilaku	comportamiento	perilaku	comportamiento	N;SG	N;MASC;SG
perilaku	conducta	perilaku	conducta	N;SG	N;FEM;SG
perilaku	comportamiento	perilaku	comportamiento	N;SG	N;MASC;SG
perilaku	conducta	perilaku	conducta	N;SG	N;FEM;SG
perilaku	conducta	perilaku	conducta	N;SG	N;FEM;SG
font	fuente	font	fuente	N	N;FEM;SG
font	tipografía	font	tipografía	N	N;FEM;SG
bakteri	bacteria	bakteri	bacteria	N;SG	N;FEM;SG
bakteri	bacteria	bakteri	bacteria	N;SG	N;FEM;SG
semangat	pasión	semangat	pasión	N;SG	N;FEM;SG
semangat	pasion	semangat	pasion	N;SG	N;FEM;SG
semangat	espíritu	semangat	espíritu	N;SG	N;MASC;SG
semangat	spirit	semangat	spirit	N;SG	N
semangat	espiritu	semangat	espiritu	N;SG	N;MASC;SG
semangat	aguardiente	semangat	aguardiente	N;SG	N;MASC;SG
ton	tonelada	ton	tonelada	N	N;FEM;SG
ton	toneladas	ton	tonelada	N	N;FEM;PL
ton	toneladas	ton	tonelada	N	N;FEM;PL
ton	tonelada	ton	tonelada	N	N;FEM;SG
via	via	via	via		
via	vía	via	vía		
kepadatan	densidad	kepadatan	densidad	N;SG	N;FEM;SG
ditentukan	especificó	ditentukan	especificar	V;SG;PASS	V;IND;SG;3;PST;FIN
mitologi	mitología	mitologi	mitología	N	N;FEM;SG
protein	proteína	protein	proteína	N;SG	N;FEM;SG
animasi	animaciones	animasi	animación	N	N;FEM;PL
animasi	animación	animasi	animación	N	N;FEM;SG
animasi	animaciones	animasi	animación	N	N;FEM;PL
mengumpulkan	coleccionar	menkumpulkan	coleccionar	V;SG;ACT	V;NFIN
mengumpulkan	reuniendo	menkumpulkan	reunir	V;SG;ACT	V;V.MSDR
mengumpulkan	reunir	menkumpulkan	reunir	V;SG;ACT	V;NFIN
mengumpulkan	colecciona	menkumpulkan	coleccionar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengumpulkan	recopila	menkumpulkan	recopilar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengumpulkan	recoger	menkumpulkan	recoger	V;SG;ACT	V;NFIN
mengumpulkan	recauda	menkumpulkan	recaudar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengumpulkan	recoge	menkumpulkan	recoger	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengumpulkan	colecciona	menkumpulkan	coleccionar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengumpulkan	recopila	menkumpulkan	recopilar	V;SG;ACT	V;IND;SG;3;PRS;FIN
tur	recorrido	tur	recorrido	N	N;MASC;SG
tur	tour	tur	tour	N	N;MASC;SG
tur	gira	tur	gira	N	N;FEM;SG
tur	giras	tur	gira	N	N;FEM;PL
tur	excursiones	tur	excursión	N	N;FEM;PL
tur	tours	tur	tour	N	N;MASC;PL
tur	recorridos	tur	recorrido	N	N;MASC;PL
jantung	cardíaca	jantung	cardíaco	N;SG	N;FEM;SG
jantung	corazón	jantung	corazón	N;SG	N;MASC;SG
jantung	corazon	jantung	corazon	N;SG	N;MASC;SG
jantung	heart	jantung	heart	N;SG	N
sinyal	señal	sinyal	señal	N;SG	N;FEM;SG
bangsawan	aristócrata	bangsawan	aristócrata	N;MASC;SG	N;SG
bangsawan	nobleza	bangsawan	nobleza	N;MASC;SG	N;FEM;SG
palestina	palestino	palestina	palestino	N;SG	N;MASC;SG
palestina	palestino	palestina	palestino	N;SG	N;MASC;SG
citra	imagen	citra	imagen	N;SG	N;FEM;SG
citra	imágen	citra	imágen	N;SG	N;FEM;SG
citra	citra	citra	citra	N;SG	N
layak	digno	layak	digno	ADJ;SG	ADJ;MASC;SG
layak	digna	layak	digno	ADJ;SG	ADJ;FEM;SG
merek	brand	merek	brand	N;SG	N
merek	marca	merek	marca	N;SG	N;FEM;SG
skala	balanza	skala	balanza	N;SG	N;FEM;SG
skala	baremo	skala	baremo	N;SG	N;MASC;SG
skala	escala	skala	escala	N;SG	N;FEM;SG
nyata	real	nyata	real	ADJ;SG	ADJ;SG
nyata	verdadero	nyata	verdadero	ADJ;SG	ADJ;MASC;SG
dipindahkan	trasladó	dipindahkan	trasladar	V;SG;PASS	V;IND;SG;3;PST;FIN
pencarian	busqueda	pencarian	busqueda	N;SG	N;FEM;SG
pencarian	búsqueda	pencarian	búsqueda	N;SG	N;FEM;SG
pencarian	buscador	pencarian	buscador	N;SG	N;MASC;SG
benua	continente	benua	continente	N;SG	N;MASC;SG
terbaru	última	terbaru	último	ADJ;RL;SG	ADJ;FEM;SG
terbaru	último	terbaru	último	ADJ;RL;SG	ADJ;MASC;SG
terbaru	reciente	terbaru	reciente	ADJ;RL;SG	ADJ;SG
kering	seca	kering	seco	ADJ;SG	ADJ;FEM;SG
kering	seco	kering	seco	ADJ;SG	ADJ;MASC;SG
soekarno	sukarno	soekarno	sukarno	N	N;MASC;SG
elemen	elemento	elemen	elemento	N;SG	N;MASC;SG
berpendapat	argumentó	berpendapat	argumentar	V;SG;ACT	V;IND;SG;3;PST;FIN
sepeda	bici	sepeda	bici	N;SG	N;FEM;SG
sepeda	moto	sepeda	moto	N;SG	N;FEM;SG
sepeda	bike	sepeda	bike	N;SG	N
sepeda	bicicleta	sepeda	bicicleta	N;SG	N;FEM;SG
sepeda	bici	sepeda	bici	N;SG	N;FEM;SG
sepeda	bicicleta	sepeda	bicicleta	N;SG	N;FEM;SG
menetapkan	asignar	mentetapkan	asignar	V;SG;ACT	V;NFIN
menetapkan	asignando	mentetapkan	asignar	V;SG;ACT	V;V.MSDR
menetapkan	asignar	mentetapkan	asignar	V;SG;ACT	V;NFIN
menetapkan	ceder	mentetapkan	ceder	V;SG;ACT	V;NFIN
menetapkan	asigne	mentetapkan	asigne	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menetapkan	asigna	mentetapkan	asigno	V;SG;ACT	V;IND;SG;3;PRS;FIN
angkutan	tránsito	angkutan	tránsito	N;SG	N;MASC;SG
angkutan	transito	angkutan	transito	N;SG	N;MASC;SG
angkutan	flete	angkutan	flete	N;SG	N;MASC;SG
kunci	keys	kunci	key	N;SG	N
kunci	lock	kunci	lock	N;SG	N
kunci	bloqueo	kunci	bloqueo	N;SG	N;MASC;SG
kunci	cerradura	kunci	cerradura	N;SG	N;FEM;SG
kunci	clave	kunci	clave	N;SG	N;FEM;SG
kunci	llave	kunci	llave	N;SG	N;FEM;SG
kunci	tecla	kunci	tecla	N;SG	N;FEM;SG
pendapatan	ingreso	pendapatan	ingreso	N;SG	N;MASC;SG
pendapatan	renta	pendapatan	renta	N;SG	N;FEM;SG
barangay	barangay	barangay	barangay	N	N;SG
beragam	varía	berragam	variar	V;SG;ACT	V;IND;SG;3;PRS;FIN
beragam	varia	berragam	vario	V;SG;ACT	V;IND;SG;3;PRS;FIN
suami	esposito	suami	esposito	N;SG	N;MASC;SG
suami	esposo	suami	esposo	N;SG	N;MASC;SG
suami	marido	suami	marido	N;SG	N;MASC;SG
suami	esposo	suami	esposo	N;SG	N;MASC;SG
efektif	eficaz	efektif	eficaz	ADJ;SG	ADJ;SG
efektif	efectiva	efektif	efectivo	ADJ;SG	ADJ;FEM;SG
kehormatan	honor	kehormatan	honor	N;SG	N;MASC;SG
kehormatan	honra	kehormatan	honra	N;SG	N;FEM;SG
kehormatan	honra	kehormatan	honra	N;SG	N;FEM;SG
kehormatan	honor	kehormatan	honor	N;SG	N;MASC;SG
kehormatan	honra	kehormatan	honra	N;SG	N;FEM;SG
kehormatan	respetabilidad	kehormatan	respetabilidad	N;SG	N;FEM;SG
mengirimkan	enviando	menkirimkan	enviar	V;SG;ACT	V;V.MSDR
mengirimkan	postear	menkirimkan	postear	V;SG;ACT	V;NFIN
mengirimkan	publicar	menkirimkan	publicar	V;SG;ACT	V;NFIN
mengirimkan	publicando	menkirimkan	publicar	V;SG;ACT	V;V.MSDR
mengirimkan	envía	menkirimkan	enviar	V;SG;ACT	V;IND;SG;3;PRS;FIN
normal	normal	normal	normal	ADJ;SG	ADJ;SG
kejahatan	delito	kejahatan	delito	N;SG	N;MASC;SG
kejahatan	maldad	kejahatan	maldad	N;SG	N;FEM;SG
kejahatan	evil	kejahatan	evil	N;SG	N
kejahatan	delito	kejahatan	delito	N;SG	N;MASC;SG
kejahatan	delincuencia	kejahatan	delincuencia	N;SG	N;FEM;SG
kejahatan	crimen	kejahatan	crimen	N;SG	N;MASC;SG
kejahatan	criminalidad	kejahatan	criminalidad	N;SG	N;FEM;SG
strategi	estrategia	strategi	estrategia	N;SG	N;FEM;SG
siap	listo	siap	listo	ADJ;SG	ADJ;MASC;SG
diumumkan	anunció	diumumkan	anunciar	V;SG;PASS	V;IND;SG;3;PST;FIN
penyerang	agresor	penserang	agresor	N;SG	N;MASC;SG
penyerang	atacante	penserang	atacante	N;SG	N;SG
penyerang	asaltante	penserang	asaltante	N;SG	N;SG
penyerang	agresor	penserang	agresor	N;SG	N;MASC;SG
sepenuhnya	plenamente	sepenuhnya	plenamente	ADV	ADV
sepenuhnya	totalmente	sepenuhnya	totalmente	ADV	ADV
sepenuhnya	completamente	sepenuhnya	completamente	ADV	ADV
sepenuhnya	totalmente	sepenuhnya	totalmente	ADV	ADV
sepenuhnya	completamente	sepenuhnya	completamente	ADV	ADV
sepenuhnya	enteramente	sepenuhnya	enteramente	ADV	ADV
sepenuhnya	enteramente	sepenuhnya	enteramente	ADV	ADV
dipanggil	invocó	dipanggil	invocar	V;SG;PASS	V;IND;SG;3;PST;FIN
dipanggil	llamé	dipanggil	llamar	V;SG;PASS	V;IND;SG;1;PST;FIN
menambah	agregar	mentambah	agregar	V;SG;ACT	V;NFIN
menambah	agregando	mentambah	agregar	V;SG;ACT	V;V.MSDR
menambah	añadir	mentambah	añadir	V;SG;ACT	V;NFIN
menambah	añadiendo	mentambah	añadir	V;SG;ACT	V;V.MSDR
kolonial	colonial	kolonial	colonial	ADJ;SG	ADJ;SG
pangkalan	base	pangkalan	base	N;SG	N;SG
mengundurkan	dimitir	menundurkan	dimitir	V;SG;ACT	V;NFIN
mengundurkan	renunciar	menundurkan	renunciar	V;SG;ACT	V;NFIN
blog	blog	blog	blog	N;SG	N;MASC;SG
blog	bitácora	blog	bitácora	N;SG	N;FEM;SG
berpartisipasi	participando	berpartisipasi	participar	V;SG;ACT	V;V.MSDR
berpartisipasi	participa	berpartisipasi	participar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berpartisipasi	participó	berpartisipasi	participar	V;SG;ACT	V;IND;SG;3;PST;FIN
berpartisipasi	participe	berpartisipasi	participar	V;SG;ACT	V;SBJV;SG;3;FIN
berpartisipasi	participa	berpartisipasi	participar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berpartisipasi	participar	berpartisipasi	participar	V;SG;ACT	V;NFIN
aman	seguro	aman	seguro	ADJ;SG	ADJ;MASC;SG
aman	segura	aman	seguro	ADJ;SG	ADJ;FEM;SG
aman	seguro	aman	seguro	ADJ;SG	ADJ;MASC;SG
aman	asegurado	aman	asegurado	ADJ;SG	ADJ;MASC;SG;V.PTCP
aman	segura	aman	seguro	ADJ;SG	ADJ;FEM;SG
daud	jose	daud	jose		
pilot	pilot	pilot	pilot	N;SG	N
pilot	piloto	pilot	piloto	N;SG	N;SG
pengisi	cargador	penisi	cargador	N;SG	N;MASC;SG
keuskupan	diócesis	keuskupan	diócesis	N;SG	N;FEM
profesor	profesor	profesor	profesor	N;SG	N;MASC;SG
profesor	catedrático	profesor	catedrático	N;SG	N;MASC;SG
profesor	profesora	profesor	profesora	N;SG	N;FEM;SG
gangguan	perturbación	gangguan	perturbación	N;SG	N;FEM;SG
gangguan	disturbio	gangguan	disturbio	N;SG	N;MASC;SG
gangguan	interferencia	gangguan	interferencia	N;SG	N;FEM;SG
gangguan	intromisión	gangguan	intromisión	N;SG	N;FEM;SG
gangguan	injerencia	gangguan	injerencia	N;SG	N;FEM;SG
gangguan	trastorno	gangguan	trastorno	N;SG	N;MASC;SG
gangguan	desorden	gangguan	desorden	N;SG	N;MASC;SG
sentai	sentai	sentai	sentai	N	N
lumpur	fango	lumpur	fango	N;SG	N;MASC;SG
lumpur	lodo	lumpur	lodo	N;SG	N;MASC;SG
lumpur	barro	lumpur	barro	N;SG	N;MASC;SG
lumpur	limo	lumpur	limo	N;SG	N;MASC;SG
warisan	herencia	warisan	herencia	N;SG	N;FEM;SG
warisan	sucesión	warisan	sucesión	N;SG	N;FEM;SG
warisan	legado	warisan	legado	N;SG	N;MASC;SG
warisan	legacy	warisan	legacy	N;SG	N
warisan	herencia	warisan	herencia	N;SG	N;FEM;SG
warisan	patrimonio	warisan	patrimonio	N;SG	N;MASC;SG
warisan	herencia	warisan	herencia	N;SG	N;FEM;SG
warisan	heritage	warisan	heritage	N;SG	N;MASC;SG
puteri	infanta	puteri	infantar	N	N;FEM;SG
puteri	princesas	puteri	princesa	N	N;FEM;PL
puteri	princess	puteri	princess	N	N
puteri	princesa	puteri	princesa	N	N;FEM;SG
biji	semilla	biji	semilla	N;SG	N;FEM;SG
biji	bellota	biji	bellota	N;SG	N;FEM;SG
biji	semilla	biji	semilla	N;SG	N;FEM;SG
penghapusan	remoción	penhapusan	remoción	N;SG	N;FEM;SG
penghapusan	eliminación	penhapusan	eliminación	N;SG	N;FEM;SG
penghapusan	supresión	penhapusan	supresión	N;SG	N;FEM;SG
sungguh	realmente	sungguh	realmente	ADV	ADV
menghabiskan	gasta	menhabiskan	gastar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghabiskan	gastar	menhabiskan	gastar	V;SG;ACT	V;NFIN
infanteri	infantería	infanteri	infantería	N;SG	N;FEM;SG
siang	mediodía	siang	mediodía	N;SG	N;MASC;SG
siang	día	siang	día	N;SG	N;MASC;SG
siang	dia	siang	diar	N;SG	N;MASC;SG
latihan	formación	latihan	formación	N;SG	N;FEM;SG
latihan	adiestramiento	latihan	adiestramiento	N;SG	N;MASC;SG
latihan	entrenamiento	latihan	entrenamiento	N;SG	N;MASC;SG
latihan	capacitación	latihan	capacitación	N;SG	N;FEM;SG
latihan	entrenamiento	latihan	entrenamiento	N;SG	N;MASC;SG
latihan	práctica	latihan	práctica	N;SG	N;FEM;SG
latihan	ensayo	latihan	ensayo	N;SG	N;MASC;SG
latihan	ejercicio	latihan	ejercicio	N;SG	N;MASC;SG
marah	enfadado	marah	enfadado	ADJ;SG	ADJ;MASC;SG;V.PTCP
marah	enojada	marah	enojada	ADJ;SG	ADJ;FEM;SG;V.PTCP
marah	enfadada	marah	enfadado	ADJ;SG	ADJ;FEM;SG;V.PTCP
marah	enojado	marah	enojado	ADJ;SG	ADJ;MASC;SG;V.PTCP
marah	disgustado	marah	disgustado	ADJ;SG	ADJ;MASC;SG;V.PTCP
marah	molesto	marah	molesto	ADJ;SG	ADJ;MASC;SG
marah	loca	marah	loco	ADJ;SG	ADJ;FEM;SG
marah	loco	marah	loco	ADJ;SG	ADJ;MASC;SG
server	servidor	server	servidor	N;SG	N;MASC;SG
hiburan	diversión	hiburan	diversión	N;SG	N;FEM;SG
hiburan	entretenimiento	hiburan	entretenimiento	N;SG	N;MASC;SG
bencana	catástrofe	bencana	catástrofe	N;SG	N;FEM;SG
bencana	desastre	bencana	desastre	N;SG	N;MASC;SG
bencana	catástrofe	bencana	catástrofe	N;SG	N;FEM;SG
lubang	foso	lubang	foso	N;SG	N;MASC;SG
lubang	fosa	lubang	fosa	N;SG	N;FEM;SG
lubang	pit	lubang	pit	N;SG	N
lubang	pozo	lubang	pozo	N;SG	N;MASC;SG
lubang	hoyo	lubang	hoyo	N;SG	N;MASC;SG
lubang	agujero	lubang	agujero	N;SG	N;MASC;SG
lubang	hole	lubang	hole	N;SG	N;MASC;SG
lubang	hueco	lubang	hueco	N;SG	N;MASC;SG
lubang	hoyo	lubang	hoyo	N;SG	N;MASC;SG
pangan	alimentación	pangan	alimentación	N;SG	N;FEM;SG
pangan	alimento	pangan	alimento	N;SG	N;MASC;SG
pangan	comida	pangan	comida	N;SG	N;FEM;SG
tidur	sueño	tidur	sueño	N;SG;ACT	N;MASC;SG
tidur	cama	tidur	cama	N;SG;ACT	N;FEM;SG
tidur	lecho	tidur	lecho	N;SG;ACT	N;MASC;SG
pembantu	asistente	penbantu	asistente	N;SG	N;SG
pembantu	ayudante	penbantu	ayudante	N;SG	N;SG
pembantu	ayudante	penbantu	ayudante	N;SG	N;SG
pembantu	sirvienta	penbantu	sirvienta	N;SG	N;FEM;SG
pembantu	mucama	penbantu	mucama	N;SG	N;FEM;SG
pembantu	doncella	penbantu	doncella	N;SG	N;FEM;SG
tertarik	interesado	tertarik	interesado	ADJ;SG	ADJ;MASC;SG;V.PTCP
tertarik	interesada	tertarik	interesado	ADJ;SG	ADJ;FEM;SG;V.PTCP
pendirian	establecimiento	pendirian	establecimiento	N;SG	N;MASC;SG
alamat	direccion	alamat	direccion	N;SG	N;FEM;SG
alamat	dirección	alamat	dirección	N;SG	N;FEM;SG
alamat	domicilio	alamat	domicilio	N;SG	N;MASC;SG
alamat	direccion	alamat	direccion	N;SG	N;FEM;SG
radar	radar	radar	radar	N	N;MASC;SG
radar	radares	radar	radar	N	N;MASC;PL
kepolisian	policía	kepolisian	policía	N;SG	N;SG
kepolisian	police	kepolisian	police	N;SG	N
kepolisian	policia	kepolisian	policia	N;SG	N;FEM;SG
damai	pacífico	damai	pacífico	ADJ;SG	ADJ;MASC;SG
damai	pacífica	damai	pacífico	ADJ;SG	ADJ;FEM;SG
berpengaruh	afecta	berpengaruh	afectar	V;SG;ACT	V;IND;SG;3;PRS;FIN
protestan	protestantes	protestan	protestante	N	N;PL
protestan	protestantes	protestan	protestante	N	N;PL
memperkenalkan	introduciendo	menperkenalkan	introducir	V;SG;ACT	V;V.MSDR
memperkenalkan	presentando	menperkenalkan	presentar	V;SG;ACT	V;V.MSDR
memperkenalkan	introduce	menperkenalkan	introducir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memperkenalkan	introducir	menperkenalkan	introducir	V;SG;ACT	V;NFIN
papan	plancha	papan	plancha	N;SG	N;FEM;SG
papan	tablón	papan	tablón	N;SG	N;MASC;SG
papan	tabla	papan	tabla	N;SG	N;FEM;SG
papan	tablón	papan	tablón	N;SG	N;MASC;SG
papan	tablero	papan	tablero	N;SG	N;MASC;SG
papan	junta	papan	junta	N;SG	N;FEM;SG
terang	ligera	terang	ligero	ADJ;SG	ADJ;FEM;SG
terang	ligero	terang	ligero	ADJ;SG	ADJ;MASC;SG
terang	luminoso	terang	luminoso	ADJ;SG	ADJ;MASC;SG
terang	brillante	terang	brillante	ADJ;SG	ADJ;SG
ditambahkan	añadió	ditambahkan	añadir	V;SG;PASS	V;IND;SG;3;PST;FIN
ditambahkan	agregó	ditambahkan	agregar	V;SG;PASS	V;IND;SG;3;PST;FIN
mengacu	refiere	menacu	referir	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengacu	remite	menacu	remitir	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengacu	referir	menacu	referir	V;SG;ACT	V;NFIN
mengacu	refiriendo	menacu	referir	V;SG;ACT	V;V.MSDR
mengacu	refiriéndose	menacu	refiriéndose	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
kebebasan	freedom	kebebasan	freedom	N;SG	N;MASC;SG
kebebasan	libertad	kebebasan	libertad	N;SG	N;FEM;SG
kebebasan	liberty	kebebasan	liberty	N;SG	N;MASC;SG
kebebasan	libertad	kebebasan	libertad	N;SG	N;FEM;SG
elektron	electrón	elektron	electrón	N;SG	N;MASC;SG
dosa	pecado	dosa	pecado	N;SG	N;MASC;SG
coklat	brown	coklat	brown	N;SG	N;MASC;SG
coklat	moreno	coklat	moreno	N;SG	N;MASC;SG
coklat	chocolate	coklat	chocolate	N;SG	N;MASC;SG
rektor	rectora	rektor	rectora	N	N;FEM;SG
rektor	rector	rektor	rector	N	N;MASC;SG
rilis	liberación	rilis	liberación	N;SG;ACT	N;FEM;SG
rilis	lanzamiento	rilis	lanzamiento	N;SG;ACT	N;MASC;SG
rilis	excarcelación	rilis	excarcelación	N;SG;ACT	N;FEM;SG
cantik	hermoso	cantik	hermoso	ADJ;SG	ADJ;MASC;SG
cantik	guapa	cantik	guapo	ADJ;SG	ADJ;FEM;SG
cantik	hermosa	cantik	hermoso	ADJ;SG	ADJ;FEM;SG
cantik	bonita	cantik	bonito	ADJ;SG	ADJ;FEM;SG
cantik	guapa	cantik	guapo	ADJ;SG	ADJ;FEM;SG
cantik	preciosa	cantik	precioso	ADJ;SG	ADJ;FEM;SG
cantik	hermosa	cantik	hermoso	ADJ;SG	ADJ;FEM;SG
kotamadya	pueblo	kotamadya	pueblo	N;SG	N;MASC;SG
kotamadya	ciudad	kotamadya	ciudad	N;SG	N;FEM;SG
kotamadya	municipio	kotamadya	municipio	N;SG	N;MASC;SG
kotamadya	municipalidad	kotamadya	municipalidad	N;SG	N;FEM;SG
kotamadya	municipio	kotamadya	municipio	N;SG	N;MASC;SG
bertindak	actuar	bertindak	actuar	V;SG;ACT	V;NFIN
bertindak	actuando	bertindak	actuar	V;SG;ACT	V;V.MSDR
kacang	cacahuete	kacang	cacahuete	N;SG	N;MASC;SG
kacang	maní	kacang	maní	N;SG	N;MASC;SG
kacang	nuez	kacang	nuez	N;SG	N;FEM;SG
kacang	tuerca	kacang	tuerca	N;SG	N;FEM;SG
kacang	nuts	kacang	nuts	N;SG	N;FEM;SG
kacang	bean	kacang	bean	N;SG	N
kacang	frijol	kacang	frijol	N;SG	N;MASC;SG
kacang	frijol	kacang	frijol	N;SG	N;MASC;SG
kacang	maní	kacang	maní	N;SG	N;MASC;SG
material	material	material	material	N;SG	N;MASC;SG
material	material	material	material	N;SG	N;MASC;SG
header	cabeceras	header	cabecera	N	N;FEM;PL
header	encabezamientos	header	encabezamiento	N	N;MASC;PL
header	cabecera	header	cabecera	N	N;FEM;SG
header	encabezamiento	header	encabezamiento	N	N;MASC;SG
natal	navidad	natal	navidad	N;SG	N;FEM;SG
natal	navidad	natal	navidad	N;SG	N;FEM;SG
target	objetivo	target	objetivo	N;SG	N;MASC;SG
target	target	target	target	N;SG	N;SG
