kategória	categoria	kategória	categoria	N;NOM;FEM;SG	N;FEM;SG
stretol	conheci	stretnúť	conhecer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;1;PST;FIN
vec	coisa	vec	coisa	N;NOM;FEM;SG	N;FEM;SG
úpravy	modificações	úprava	modificação	N;NOM;FEM;PL	N;FEM;PL
úpravy	adaptações	úprava	adaptação	N;NOM;FEM;PL	N;FEM;PL
úpravy	adaptações	úprava	adaptação	N;NOM;FEM;PL	N;FEM;PL
úpravy	ajustamentos	úprava	ajustamento	N;NOM;FEM;PL	N;MASC;PL
úpravy	ajustes	úprava	ajuste	N;NOM;FEM;PL	N;MASC;PL
úpravy	edições	úprava	edição	N;NOM;FEM;PL	N;FEM;PL
sobota	sábado	sobota	sábado	N;NOM;FEM;SG	N;MASC;SG
sobota	sabado	sobota	sabar	N;NOM;FEM;SG	N;MASC;SG
rovnaké	mesma	rovnaký	mesmo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
areál	campus	areál	campus	N;INAN;NOM;MASC;SG	N;MASC;SG
dance	dança	daňca	dança	N;INAN;NOM;MASC;SG	N;FEM;SG
dance	dance	daňca	dance	N;INAN;NOM;MASC;SG	N;MASC;SG
sezónu	temporada	sezón	temporada	N;ACC;FEM;SG	N;FEM;SG
sezónu	época	sezón	época	N;ACC;FEM;SG	N;FEM;SG
návrhu	moção	návrh	moção	N;INAN;GEN;MASC;SG	N;FEM;SG
návrhu	motion	návrh	motion	N;INAN;GEN;MASC;SG	N;MASC;SG
návrhu	movimento	návrh	movimento	N;INAN;GEN;MASC;SG	N;MASC;SG
premiéra	estréia	premiéra	estréia	N;NOM;FEM;SG	N;FEM;SG
premiéra	estreia	premiéra	estreia	N;NOM;FEM;SG	N;FEM;SG
high	high	higho	high	N;ACC;FEM;SG	N;MASC;SG
high	alta	higho	alta	N;ACC;FEM;SG	N;FEM;SG
internet	internet	internet	internet	N;INAN;NOM;MASC;SG	N;FEM;SG
matematika	matemática	matematika	matemática	N;NOM;FEM;SG	N;FEM;SG
matematika	matemática	matematika	matemática	N;NOM;FEM;SG	N;FEM;SG
verziu	versão	verzia	versão	N;ACC;FEM;SG	N;FEM;SG
vojaci	soldados	vojaci	soldado	N;ANIM;NOM;MASC;PL	N;MASC;PL
vojaci	tropas	vojaci	tropa	N;ANIM;NOM;MASC;PL	N;FEM;PL
mladá	jovem	mladý	jovem	ADJ;NOM;FEM;SG	ADJ;MASC;SG
sociálne	social	sociálny	social	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
priemysel	industria	priemysel	industria	N;INAN;NOM;MASC;SG	N;FEM;SG
priemysel	indústria	priemysel	indústria	N;INAN;NOM;MASC;SG	N;FEM;SG
hranica	fronteira	hranica	fronteira	N;NOM;FEM;SG	N;FEM;SG
hranica	limiar	hranica	limiar	N;NOM;FEM;SG	N;MASC;SG
hranica	fronteira	hranica	fronteira	N;NOM;FEM;SG	N;FEM;SG
hranica	borda	hranica	borda	N;NOM;FEM;SG	N;FEM;SG
hranica	fronteira	hranica	fronteira	N;NOM;FEM;SG	N;FEM;SG
hranica	contorno	hranica	contorno	N;NOM;FEM;SG	N;MASC;SG
pevnosť	dosagem	pevnosť	dosagem	N;NOM;FEM;SG	N;FEM;SG
pevnosť	força	pevnosť	força	N;NOM;FEM;SG	N;FEM;SG
pevnosť	fortaleza	pevnosť	fortaleza	N;NOM;FEM;SG	N;FEM;SG
pevnosť	fortaleza	pevnosť	fortaleza	N;NOM;FEM;SG	N;FEM;SG
pevnosť	fort	pevnosť	fort	N;NOM;FEM;SG	N;MASC;SG
odpor	resistência	odpor	resistência	N;INAN;NOM;MASC;SG	N;FEM;SG
palube	tabuleiro	paluba	tabuleiro	N;NOM;FEM;SG	N;MASC;SG
palube	tábua	paluba	tábua	N;NOM;FEM;SG	N;FEM;SG
palube	prancha	paluba	prancha	N;NOM;FEM;SG	N;FEM;SG
palube	diretoria	paluba	diretoria	N;NOM;FEM;SG	N;FEM;SG
palube	convés	paluba	convés	N;NOM;FEM;SG	N;MASC;SG
palube	baralho	paluba	baralho	N;NOM;FEM;SG	N;MASC;SG
palube	deck	paluba	deck	N;NOM;FEM;SG	N;MASC;SG
skutočne	verdadeiramente	skutočne	verdadeiramente	ADV	ADV
podpísal	assinado	podpísať	assinar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
podpísal	assinou	podpísať	assinar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
podpísal	assinada	podpísať	assinar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
dokázal	provei	dokázať	prover	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;1;PST;FIN
dokázal	provado	dokázať	provar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
dokázal	provou	dokázať	provar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
pojmy	termos	pojem	termos	N;INAN;NOM;MASC;PL	N;MASC;PL
pojmy	noções	pojem	noção	N;INAN;NOM;MASC;PL	N;FEM;PL
pojmy	conceitos	pojem	conceito	N;INAN;NOM;MASC;PL	N;MASC;PL
moskve	moscou	moskva	moscar	N;INAN;NOM;MASC;SG	N;MASC;SG
moskve	moscovo	moskva	moscovo	N;INAN;NOM;MASC;SG	N;MASC;SG
šiestich	seis	šesť	seis	NUM;GEN;MASC;PL	NUM
columbia	colúmbia	columbí	colúmbia	N;NOM;FEM;SG	N;FEM;SG
columbia	columbia	columbí	columbia	N;NOM;FEM;SG	N;FEM;SG
columbia	colômbia	columbí	colômbia	N;NOM;FEM;SG	N;FEM;SG
zoznamu	lista	zoznam	lista	N;INAN;GEN;MASC;SG	N;FEM;SG
gréci	gregos	gréca	grego	N;ANIM;NOM;MASC;PL	N;MASC;PL
rozlišovacie	distinta	rozlišovací	distintar	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
rozlišovacie	distintiva	rozlišovací	distintivo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
rozlišovacie	distinto	rozlišovací	distinto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
klavír	piano	klavír	piano	N;INAN;NOM;MASC;SG	N;MASC;SG
zboru	coral	zbor	coral	N;INAN;GEN;MASC;SG	N;MASC;SG
zboru	coro	zbor	coro	N;INAN;GEN;MASC;SG	N;MASC;SG
zboru	corps	zbor	corps	N;INAN;GEN;MASC;SG	N;MASC;SG
národa	nação	národ	nação	N;INAN;GEN;MASC;SG	N;FEM;SG
národa	nation	národ	nation	N;INAN;GEN;MASC;SG	N;MASC;SG
predstavitelia	lideres	predstaviteľ	lider	N;ANIM;NOM;MASC;PL	N;MASC;PL
predstavitelia	dirigentes	predstaviteľ	dirigente	N;ANIM;NOM;MASC;PL	N;MASC;PL
predstavitelia	líderes	predstaviteľ	líder	N;ANIM;NOM;MASC;PL	N;MASC;PL
predstavitelia	representantes	predstaviteľ	representante	N;ANIM;NOM;MASC;PL	N;PL
vyrába	produz	vyrábať	produzir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dostupné	disponível	dostupný	disponível	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
dostupné	disponivel	dostupný	disponivel	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
zodpovedá	corresponde	zodpoveďať	corresponder	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
ľudské	humano	ľudský	humano	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ľudské	humana	ľudský	humano	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ružomberok	ružomberok	ružomberok	ružomberok	N;INAN;NOM;MASC;SG	N;MASC;SG
skúsenosti	experientes	skúsenosť	experiente	N;NOM;FEM;PL	N;MASC;PL
skúsenosti	experiências	skúsenosť	experiência	N;NOM;FEM;PL	N;FEM;PL
automobil	automóvel	automobiť	automóvel	N;INAN;NOM;MASC;SG	N;MASC;SG
tma	tma	tma	tma	N;NOM;FEM;SG	N;MASC;SG
tma	escuridão	tma	escuridão	N;NOM;FEM;SG	N;FEM;SG
žiarenie	radiação	žiarenie	radiação	N;NOM;NEUT;SG	N;FEM;SG
častíc	partículas	častica	partícula	N;GEN;FEM;PL	N;FEM;PL
historický	histórico	historický	histórico	ADJ;INAN;NOM;MASC;SG	ADJ;MASC;SG
historický	histórica	historický	histórico	ADJ;INAN;NOM;MASC;SG	ADJ;FEM;SG
historický	histórico	historický	histórico	ADJ;INAN;NOM;MASC;SG	ADJ;MASC;SG
historický	histórica	historický	histórico	ADJ;INAN;NOM;MASC;SG	ADJ;FEM;SG
noc	noite	noc	noite	N;NOM;FEM;SG	N;FEM;SG
noc	night	noc	night	N;NOM;FEM;SG	N;MASC;SG
ústí	ústí	ústie	ústir	N;NOM;FEM;SG	N;MASC;SG
anglicka	inglaterra	anglicko	inglaterra	N;NOM;FEM;SG	N;FEM;SG
anglicka	england	anglicko	england	N;NOM;FEM;SG	N;MASC;SG
font	fonte	font	fonte	N;INAN;NOM;MASC;SG	N;FEM;SG
tatra	tatra	tater	tatra	N;INAN;NOM;MASC;SG	N;MASC;SG
lodi	barco	lodi	barco	N;DAT;FEM;SG	N;MASC;SG
lodi	bote	lodi	bote	N;DAT;FEM;SG	N;MASC;SG
lodi	embarcação	lodi	embarcação	N;DAT;FEM;SG	N;FEM;SG
zlato	ouro	zlato	ouro	N;NOM;NEUT;SG	N;MASC;SG
zlato	gold	zlato	gold	N;NOM;NEUT;SG	N;MASC;SG
karpaty	cárpatos	karpat	cárpato	N;NOM;FEM;PL	N;MASC;PL
náboženské	religiosa	náboženský	religioso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
náboženské	religioso	náboženský	religioso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
váha	ponderação	váha	ponderação	N;NOM;FEM;SG	N;FEM;SG
váha	peso	váha	peso	N;NOM;FEM;SG	N;MASC;SG
týždeň	semana	týždeň	semana	N;INAN;ACC;MASC;SG	N;FEM;SG
port	porto	port	porto	N;INAN;NOM;MASC;SG	N;MASC;SG
kam	aonde	kam	aonde	ADV	ADV
kam	onde	kam	onde	ADV	ADV
absolventi	graduados	absolvent	graduar	N;ANIM;NOM;MASC;PL	N;MASC;PL
zmenil	mudado	zmeniť	mudar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
zmenil	alterado	zmeniť	alterar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
zmenil	mudou	zmeniť	mudar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zmenil	alterada	zmeniť	alterar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
zmenil	mudei	zmeniť	mudar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;1;PST;FIN
ton	tonelada	ton	tonelada	N;INAN;NOM;MASC;SG	N;FEM;SG
ton	ton	ton	ton	N;INAN;NOM;MASC;SG	N;MASC;SG
kláštora	monastério	kláštor	monastério	N;INAN;GEN;MASC;SG	N;MASC;SG
kláštora	mosteiro	kláštor	mosteiro	N;INAN;GEN;MASC;SG	N;MASC;SG
skončilo	terminou	skončiť	terminar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
skončilo	acabou	skončiť	acabar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
sochár	escultor	sochár	escultor	N;ANIM;NOM;MASC;SG	N;MASC;SG
postavili	construídos	postaviť	construir	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
postavili	construídas	postaviť	construir	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;FEM;PL;V.PTCP
rozsahu	balança	rozsah	balança	N;INAN;GEN;MASC;SG	N;FEM;SG
rozsahu	escala	rozsah	escala	N;INAN;GEN;MASC;SG	N;FEM;SG
rozsahu	cordilheira	rozsah	cordilheira	N;INAN;GEN;MASC;SG	N;FEM;SG
rozsahu	alcance	rozsah	alcance	N;INAN;GEN;MASC;SG	N;MASC;SG
rozsahu	intervalo	rozsah	intervalo	N;INAN;GEN;MASC;SG	N;MASC;SG
rozsahu	gama	rozsah	gama	N;INAN;GEN;MASC;SG	N;FEM;SG
staroveku	antiguidade	starovek	antiguidade	N;INAN;GEN;MASC;SG	N;FEM;SG
krátke	curto	krátky	curto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
krátke	curta	krátky	curto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
našli	encontrados	nájsť	encontrar	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
našli	encontraram	nájsť	encontrar	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;FIN
gól	gol	gól	gol	N;INAN;NOM;MASC;SG	N;MASC;SG
gól	objetivo	gól	objetivo	N;INAN;NOM;MASC;SG	N;MASC;SG
gól	golo	gól	golo	N;INAN;NOM;MASC;SG	N;MASC;SG
gól	baliza	gól	baliza	N;INAN;NOM;MASC;SG	N;FEM;SG
gól	meta	gól	meta	N;INAN;NOM;MASC;SG	N;FEM;SG
steny	paredes	stena	parede	N;NOM;FEM;PL	N;FEM;PL
steny	muralhas	stena	muralha	N;NOM;FEM;PL	N;FEM;PL
steny	muros	stena	muro	N;NOM;FEM;PL	N;MASC;PL
okamžite	imediatamente	okamžite	imediatamente	ADV	ADV
okamžite	instantaneamente	okamžite	instantaneamente	ADV	ADV
európa	europa	európa	europa	N;NOM;FEM;SG	N;FEM;SG
redaktorov	editores	redaktor	editor	N;ANIM;ACC;MASC;PL	N;MASC;PL
každé	cada	každý	cada	DET;NOM;NEUT;SG	DET;FEM;SG
sochy	esculturas	socha	escultura	N;NOM;FEM;PL	N;FEM;PL
sochy	estátuas	socha	estátua	N;NOM;FEM;PL	N;FEM;PL
sochy	esculturas	socha	escultura	N;NOM;FEM;PL	N;FEM;PL
jaskyňa	gruta	jaskyňa	gruta	N;NOM;FEM;SG	N;FEM;SG
jaskyňa	caverna	jaskyňa	cavernar	N;NOM;FEM;SG	N;FEM;SG
podnik	empreendimento	podnik	empreendimento	N;INAN;NOM;MASC;SG	N;MASC;SG
podnik	empreendimento	podnik	empreendimento	N;INAN;NOM;MASC;SG	N;MASC;SG
podnik	empresa	podnik	empresa	N;INAN;NOM;MASC;SG	N;FEM;SG
podnik	enterprise	podnik	enterprise	N;INAN;NOM;MASC;SG	N;MASC;SG
oddelenie	separação	oddelenie	separação	N;NOM;NEUT;SG	N;FEM;SG
oddelenie	departamento	oddelenie	departamento	N;NOM;NEUT;SG	N;MASC;SG
oddelenie	compartimento	oddelenie	compartimento	N;NOM;NEUT;SG	N;MASC;SG
technika	técnico	technika	técnico	N;NOM;FEM;SG	N;MASC;SG
technika	técnica	technika	técnica	N;NOM;FEM;SG	N;FEM;SG
technika	tecnologia	technika	tecnologia	N;NOM;FEM;SG	N;FEM;SG
egypta	egipto	egypta	egipto	N;INAN;GEN;MASC;SG	N;MASC;SG
egypta	egito	egypta	egito	N;INAN;GEN;MASC;SG	N;MASC;SG
literatúru	literatura	literatúra	literatura	N;ACC;FEM;SG	N;FEM;SG
energiu	energia	energia	energia	N;ACC;FEM;SG	N;FEM;SG
typické	típico	typický	típico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
typické	típica	typický	típico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
zvierat	animais	zviera	animal	N;GEN;NEUT;PL	N;MASC;PL
zvierat	animais	zviera	animal	N;GEN;NEUT;PL	N;MASC;PL
galaxie	galáxias	galaxí	galáxia	N;NOM;FEM;PL	N;FEM;PL
akcie	promoções	akcia	promoção	N;NOM;FEM;PL	N;FEM;PL
akcie	compartilhamentos	akcia	compartilhamento	N;NOM;FEM;PL	N;MASC;PL
akcie	acções	akcia	acção	N;NOM;FEM;PL	N;FEM;PL
akcie	ações	akcia	ação	N;NOM;FEM;PL	N;FEM;PL
akcie	partilhas	akcia	partilha	N;NOM;FEM;PL	N;FEM;PL
akcie	acções	akcia	acção	N;NOM;FEM;PL	N;FEM;PL
akcie	ações	akcia	ação	N;NOM;FEM;PL	N;FEM;PL
základy	básicas	základ	básico	N;INAN;NOM;MASC;PL	N;FEM;PL
základy	fundamentos	základ	fundamento	N;INAN;NOM;MASC;PL	N;MASC;PL
základy	bases	základ	base	N;INAN;NOM;MASC;PL	N;FEM;PL
základy	fundações	základ	fundação	N;INAN;NOM;MASC;PL	N;FEM;PL
erupcia	erupção	erupcia	erupção	N;NOM;FEM;SG	N;FEM;SG
motorom	motor	motor	motor	N;INAN;INS;MASC;SG	N;MASC;SG
bežne	rotineiramente	bežne	rotineiramente	ADV	ADV
bežne	comumente	bežne	comumente	ADV	ADV
bežne	normalmente	bežne	normalmente	ADV	ADV
zväčša	principalmente	zväčša	principalmente	ADV	ADV
významná	significativo	významný	significativo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
významná	significativa	významný	significativo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
významná	significante	významný	significante	ADJ;NOM;FEM;SG	ADJ;MASC;SG
christian	christian	christian	christian	N;ANIM;NOM;MASC;SG	N;MASC;SG
christian	cristã	christian	cristã	N;ANIM;NOM;MASC;SG	N;FEM;SG
christian	cristiano	christian	cristiano	N;ANIM;NOM;MASC;SG	N;MASC;SG
christian	cristão	christian	cristão	N;ANIM;NOM;MASC;SG	N;MASC;SG
lokátor	localizador	lokátor	localizador	N;INAN;NOM;MASC;SG	N;MASC;SG
typov	tipos	typ	tipo	N;INAN;GEN;MASC;PL	N;MASC;PL
regiónu	região	región	região	N;INAN;GEN;MASC;SG	N;FEM;SG
prechod	gradiente	prechod	gradiente	N;INAN;NOM;MASC;SG	N;MASC;SG
prechod	transição	prechod	transição	N;INAN;NOM;MASC;SG	N;FEM;SG
prechod	migração	prechod	migração	N;INAN;NOM;MASC;SG	N;FEM;SG
prípad	case	prípad	case	N;INAN;NOM;MASC;SG	N;MASC;SG
prípad	caso	prípad	caso	N;INAN;NOM;MASC;SG	N;MASC;SG
priestory	premissas	priestor	premisso	N;INAN;NOM;MASC;PL	N;FEM;PL
priestory	espaços	priestor	espaço	N;INAN;NOM;MASC;PL	N;MASC;PL
priestory	compartimentos	priestor	compartimento	N;INAN;NOM;MASC;PL	N;MASC;PL
priestory	recintos	priestor	recinto	N;INAN;NOM;MASC;PL	N;MASC;PL
veta	frase	veto	frase	N;NOM;FEM;SG	N;FEM;SG
veta	sentença	veto	sentença	N;NOM;FEM;SG	N;FEM;SG
veta	teorema	veto	teorema	N;NOM;FEM;SG	N;MASC;SG
veta	frase	veto	frase	N;NOM;FEM;SG	N;FEM;SG
skutočnosť	fato	skutočnosť	fato	N;NOM;FEM;SG	N;MASC;SG
skutočnosť	facto	skutočnosť	facto	N;NOM;FEM;SG	N;MASC;SG
skutočnosť	realidade	skutočnosť	realidade	N;NOM;FEM;SG	N;FEM;SG
skutočnosť	reality	skutočnosť	reality	N;NOM;FEM;SG	N;MASC;SG
paliva	combustível	paliva	combustível	N;NOM;FEM;SG	N;MASC;SG
paliva	fuel	paliva	fuel	N;NOM;FEM;SG	N;MASC;SG
mládež	juventude	mládež	juventude	N;NOM;FEM;SG	N;FEM;SG
mimoriadne	extremamente	mimoriadne	extremamente	ADV	ADV
kyseliny	ácidos	kyselina	ácido	N;NOM;FEM;PL	N;MASC;PL
kyseliny	ácidos	kyselina	ácido	N;NOM;FEM;PL	N;MASC;PL
vydania	edições	vydanie	edição	N;NOM;NEUT;PL	N;FEM;PL
vydania	lançamentos	vydanie	lançamento	N;NOM;NEUT;PL	N;MASC;PL
tabuľka	tabela	tabuľka	tabela	N;NOM;FEM;SG	N;FEM;SG
tabuľka	mesa	tabuľka	mesa	N;NOM;FEM;SG	N;FEM;SG
tabuľka	quadro	tabuľka	quadro	N;NOM;FEM;SG	N;MASC;SG
operácia	funcionamento	operácia	funcionamento	N;NOM;FEM;SG	N;MASC;SG
operácia	operação	operácia	operação	N;NOM;FEM;SG	N;FEM;SG
operácia	cirurgia	operácia	cirurgia	N;NOM;FEM;SG	N;FEM;SG
básne	poemas	báseň	poema	N;NOM;FEM;PL	N;MASC;PL
austrálii	austrália	austráliť	austrália	N;DAT;FEM;SG	N;FEM;SG
linka	line	linko	line	N;NOM;FEM;SG	N;MASC;SG
linka	linha	linko	linha	N;NOM;FEM;SG	N;FEM;SG
výbor	comitê	výbor	comitê	N;INAN;NOM;MASC;SG	N;MASC;SG
výbor	comite	výbor	comite	N;INAN;NOM;MASC;SG	N;MASC;SG
výbor	comissão	výbor	comissão	N;INAN;NOM;MASC;SG	N;FEM;SG
výbor	comité	výbor	comité	N;INAN;NOM;MASC;SG	N;MASC;SG
opera	ópera	oper	ópera	N;NOM;FEM;SG	N;FEM;SG
štvrtý	quarta	štvrtý	quarto	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
konštrukcie	construções	konštrukcia	construção	N;NOM;FEM;PL	N;FEM;PL
konštrukcie	estruturas	konštrukcia	estrutura	N;NOM;FEM;PL	N;FEM;PL
stretnutí	encontros	stretnutie	encontro	N;NOM;NEUT;PL	N;MASC;PL
stretnutí	reuniões	stretnutie	reunião	N;NOM;NEUT;PL	N;FEM;PL
nádrž	tanque	nádrž	tanque	N;NOM;FEM;SG	N;MASC;SG
nádrž	reservatório	nádrž	reservatório	N;NOM;FEM;SG	N;MASC;SG
nádrž	tank	nádrž	tank	N;NOM;FEM;SG	N;MASC;SG
vnútra	interiores	vnútro	interior	N;NOM;NEUT;PL	N;MASC;PL
miestne	localmente	miestne	localmente	ADV	ADV
režimu	regime	režim	regime	N;INAN;GEN;MASC;SG	N;MASC;SG
arcibiskup	arcebispo	arcibiskup	None	N;ANIM;NOM;MASC;SG	N;MASC;SG
dôvod	razão	dôvod	razão	N;INAN;NOM;MASC;SG	N;FEM;SG
dôvod	motivo	dôvod	motivo	N;INAN;NOM;MASC;SG	N;MASC;SG
raketa	foguetão	raket	foguetão	N;NOM;FEM;SG	N;MASC;SG
raketa	foguete	raket	foguete	N;NOM;FEM;SG	N;MASC;SG
raketa	rocket	raket	rocket	N;NOM;FEM;SG	N;MASC;SG
raketa	míssil	raket	míssil	N;NOM;FEM;SG	N;MASC;SG
značky	marcas	značka	marca	N;NOM;FEM;PL	N;FEM;PL
značky	marcas	značka	marca	N;NOM;FEM;PL	N;FEM;PL
značky	marcos	značka	marco	N;NOM;FEM;PL	N;MASC;PL
značky	sinais	značka	sinal	N;NOM;FEM;PL	N;MASC;PL
značky	signos	značka	signo	N;NOM;FEM;PL	N;MASC;PL
značky	etiquetas	značka	etiqueta	N;NOM;FEM;PL	N;FEM;PL
značky	marcações	značka	marcação	N;NOM;FEM;PL	N;FEM;PL
značky	identificações	značka	identificação	N;NOM;FEM;PL	N;FEM;PL
allium	allium	allium	allium	N;NOM;FEM;SG	N;MASC;SG
viedlo	liderado	viesť	liderar	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
viedlo	liderou	viesť	liderar	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
pokus	tentativa	pokus	tentativa	N;INAN;NOM;MASC;SG	N;FEM;SG
pokus	experimentação	pokus	experimentação	N;INAN;NOM;MASC;SG	N;FEM;SG
pokus	experiência	pokus	experiência	N;INAN;NOM;MASC;SG	N;FEM;SG
pokus	experimento	pokus	experimento	N;INAN;NOM;MASC;SG	N;MASC;SG
pokus	tentativa	pokus	tentativa	N;INAN;NOM;MASC;SG	N;FEM;SG
objektu	objeto	objekt	objeto	N;INAN;GEN;MASC;SG	N;MASC;SG
objektu	objecto	objekt	objecto	N;INAN;GEN;MASC;SG	N;MASC;SG
prehľad	sinopse	prehľad	sinopse	N;INAN;NOM;MASC;SG	N;FEM;SG
zvuk	sound	zvuk	sound	N;INAN;NOM;MASC;SG	N;MASC;SG
zvuk	som	zvuk	som	N;INAN;NOM;MASC;SG	N;MASC;SG
zvuk	áudio	zvuk	áudio	N;INAN;NOM;MASC;SG	N;MASC;SG
zvuk	audio	zvuk	audio	N;INAN;NOM;MASC;SG	N;MASC;SG
dostatočne	suficientemente	dostatočne	suficientemente	ADV	ADV
spolok	society	spolok	society	N;INAN;NOM;MASC;SG	N;MASC;SG
spolok	sociedade	spolok	sociedade	N;INAN;NOM;MASC;SG	N;FEM;SG
spolok	guild	spolok	guild	N;INAN;NOM;MASC;SG	N;MASC;SG
foto	foto	foto	foto	N;NOM;NEUT;SG	N;FEM;SG
foto	fotografia	foto	fotografia	N;NOM;NEUT;SG	N;FEM;SG
severné	setentrional	severný	setentrional	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
hlasovania	votações	hlasovanie	votação	N;NOM;NEUT;PL	N;FEM;PL
hlasovania	votos	hlasovanie	voto	N;NOM;NEUT;PL	N;MASC;PL
hlasovania	votações	hlasovanie	votação	N;NOM;NEUT;PL	N;FEM;PL
parametra	parâmetro	parameter	parâmetro	N;INAN;NOM;MASC;SG	N;MASC;SG
živočíchy	animais	živočíchy	animal	N;INAN;NOM;MASC;PL	N;MASC;PL
côtes	côtes	côtes	côtes	N;INAN;NOM;MASC;SG	N;MASC;SG
tok	tok	tok	tok	N;INAN;NOM;MASC;SG	N;MASC;SG
tok	caudal	tok	caudal	N;INAN;NOM;MASC;SG	N;MASC;SG
tok	flow	tok	flow	N;INAN;NOM;MASC;SG	N;MASC;SG
tok	fluxo	tok	fluxo	N;INAN;NOM;MASC;SG	N;MASC;SG
samostatné	discreto	samostatný	discreto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
samostatné	discreta	samostatný	discreto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
stanicu	estação	stanica	estação	N;ACC;FEM;SG	N;FEM;SG
vozidlá	veículos	vozidlo	veículo	N;NOM;NEUT;PL	N;MASC;PL
právnik	jurista	právnik	jurista	N;ANIM;NOM;MASC;SG	N;MASC;SG
právnik	advogada	právnik	advogado	N;ANIM;NOM;MASC;SG	N;FEM;SG
právnik	advogado	právnik	advogado	N;ANIM;NOM;MASC;SG	N;MASC;SG
modely	modelos	model	modelo	N;INAN;NOM;MASC;PL	N;MASC;PL
združenie	consórcio	združenie	consórcio	N;NOM;NEUT;SG	N;MASC;SG
združenie	associação	združenie	associação	N;NOM;NEUT;SG	N;FEM;SG
združenie	association	združenie	association	N;NOM;NEUT;SG	N;MASC;SG
obchodné	comercial	obchodný	comercial	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
martine	martine	martiňa	martine	N;DAT;FEM;SG	N;FEM;SG
harry	henrique	harry	henrique	N;ANIM;NOM;MASC;SG	N;MASC;SG
harry	harry	harry	harry	N;ANIM;NOM;MASC;SG	N;MASC;SG
softvér	software	softvéra	software	N;INAN;NOM;MASC;SG	N;MASC;SG
filozofické	filosófico	filozofický	filosófico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
spôsobuje	causando	spôsobovať	causar	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.MSDR
spôsobuje	causar	spôsobovať	causar	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
spôsobuje	provocando	spôsobovať	provocar	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.MSDR
tábor	acampamento	tábor	acampamento	N;INAN;NOM;MASC;SG	N;MASC;SG
tábor	camp	tábor	camp	N;INAN;NOM;MASC;SG	N;MASC;SG
