kategória	kategoria	kategória	kategoria	N;NOM;FEM;SG	N;NOM;FEM;SG
odpoveď	odpowiedź	odpoveď	odpowiedź	N;NOM;FEM;SG	N;NOM;FEM;SG
odpoveď	reakcja	odpoveď	reakcja	N;NOM;FEM;SG	N;NOM;FEM;SG
odpoveď	reagowanie	odpoveď	reagować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
židia	żydzi	žid	żydzić	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
židia	żydzi	žid	żydzić	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
charakteristika	charakterystyka	charakteristika	charakterystyka	N;NOM;FEM;SG	N;NOM;FEM;SG
charakteristika	charakterystyka	charakteristika	charakterystyka	N;NOM;FEM;SG	N;NOM;FEM;SG
charakteristika	cecha	charakteristika	cechać	N;NOM;FEM;SG	N;NOM;FEM;SG
podoba	podobieństwo	podoba	podobieństwo	N;NOM;FEM;SG	N;NOM;NEUT;SG
životopis	biografia	životopis	biografium	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
životopis	życiorys	životopis	życiorys	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obyčajný	zwykły	obyčajný	zwykły	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obyčajný	zwyczajne	obyčajný	zwyczajny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
obyčajný	zwykła	obyčajný	zwykły	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
obyčajný	zwyczajny	obyčajný	zwyczajny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obyčajný	zwykłe	obyčajný	zwykły	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
materiály	materiały	materiál	materiał	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
učenie	nauczanie	učenie	nauczanie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
učenie	nauczania	učenie	nauczanie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
učenie	nauka	učenie	nauka	N;NOM;NEUT;SG	N;NOM;FEM;SG
lady	pani	lada	pani	N;NOM;FEM;SG	N;NOM;FEM;SG
vyššia	wyższa	vysoký	wysoki	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
vyššia	wyższy	vysoký	wysoki	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
vyššia	wyższe	vysoký	wysoki	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
vyššia	wyższy	vysoký	wysoki	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
vyššia	wyższa	vysoký	wysoki	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
určuje	określa	určovať	określać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
určuje	identyfikuje	určovať	identyfikować	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
určuje	określa	určovať	określać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
británia	brytania	británie	brytanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
británia	britannia	británie	britannia	N;NOM;FEM;SG	N;NOM;FEM;SG
vyšší	wyższa	vysoký	wysoki	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
vyšší	wyższy	vysoký	wysoki	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
vyšší	wyższe	vysoký	wysoki	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
vyšší	wyższy	vysoký	wysoki	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
vyšší	wyższa	vysoký	wysoki	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
obetí	ofiary	obetie	ofiara	N;NOM;NEUT;PL	N;NOM;FEM;PL
spoločenstvo	commonwealth	spoločenstvo	commonwealt	N;NOM;NEUT;SG	N;NOM;MASC;SG
spoločenstvo	wspólnota	spoločenstvo	wspólnota	N;NOM;NEUT;SG	N;NOM;FEM;SG
spoločenstvo	wspólnota	spoločenstvo	wspólnota	N;NOM;NEUT;SG	N;NOM;FEM;SG
spoločenstvo	społeczność	spoločenstvo	społeczność	N;NOM;NEUT;SG	N;NOM;FEM;SG
spoločenstvo	wspólnota	spoločenstvo	wspólnota	N;NOM;NEUT;SG	N;NOM;FEM;SG
pravé	autentyczne	pravý	autentyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
pravé	autentyczny	pravý	autentyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
pravé	prawdziwe	pravý	prawdziwy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
pravé	autentyczny	pravý	autentyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
oxid	tlenek	oxid	tlenek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prišlo	przyszedł	prísť	przyjść	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
prišlo	przyszło	prísť	przyjść	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
asociácia	stowarzyszenia	asociácia	stowarzyszenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
asociácia	stowarzyszenie	asociácia	stowarzyszenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
kyslíka	tlenu	kyslík	tlen	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
dosiahli	osiągnięto	dosiahnuť	osiągnąć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
dosiahli	osiągnięto	dosiahnuť	osiągnąć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
vynálezca	wynalazca	vynálezca	wynalazca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
príkaz	dowództwo	príkaz	dowództwo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
príkaz	polecenie	príkaz	polecenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
príkaz	polecenia	príkaz	polecenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
place	miejsce	placať	miejsce	N;NOM;MASC;SG	N;NOM;NEUT;SG
agentúra	agencja	agentúra	agencja	N;NOM;FEM;SG	N;NOM;FEM;SG
turnaje	turnieje	turnaj	turnieć	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pocit	uczucie	pocit	uczucie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
inštitúcie	instytucje	inštitúcia	instytucja	N;NOM;FEM;PL	N;NOM;FEM;PL
ekonomické	gospodarcza	ekonomický	gospodarczy	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ekonomické	ekonomiczne	ekonomický	ekonomiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ekonomické	gospodarcze	ekonomický	gospodarczy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ekonomické	ekonomiczna	ekonomický	ekonomiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ekonomické	ekonomiczny	ekonomický	ekonomiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ekonomické	ekonomiczna	ekonomický	ekonomiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ekonomické	ekonomiczny	ekonomický	ekonomiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
zástupca	przedstawiciel	zástupca	przedstawiciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zástupca	zastępca	zástupca	zastępca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dokumenty	dokumenty	dokument	dokument	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
fatra	fatra	fatra	fatry	N;NOM;FEM;SG	N;NOM;FEM;SG
vzdelávanie	kształcenie	vzdelávanie	kształcenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vzdelávanie	wykształcenie	vzdelávanie	wykształcenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vzdelávanie	edukacja	vzdelávanie	edukacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
osud	przeznaczenie	osud	przeznaczenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
osud	los	osud	los	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
osud	przeznaczenie	osud	przeznaczenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
horný	górne	horný	górny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
horný	górna	horný	górny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
predsa	jeszcze	predsa	jeszcze	PART	PART
postoj	podejście	postoj	podejść	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
postoj	postawa	postoj	postawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
postoj	nastawienie	postoj	nastawić	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
postoj	postawa	postoj	postawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
postoj	postawa	postoj	postawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
znamenalo	oznaczało	znamenať	oznaczać	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
znamenalo	znaczyło	znamenať	znaczyć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
bloku	bloku	blok	blok	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
návrhy	propozycje	návrh	propozycja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
návrhy	wzory	návrh	wzór	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	projekty	návrh	projekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	propozycje	návrh	propozycja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
kmeňa	plemienia	kmeň	plemię	N;INAN;GEN;MASC;SG	N;GEN;NEUT;SG
programov	programów	program	program	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
programov	programów	program	program	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
procesy	procesy	proces	proces	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
farár	pastor	farár	pastor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mládeže	młodzież	mládež	młodzież	N;NOM;FEM;SG	N;NOM;FEM;SG
mládeže	młodość	mládež	młodość	N;NOM;FEM;SG	N;NOM;FEM;SG
križovatke	skrzyżowaniu	križovatka	skrzyżowanie	N;DAT;FEM;SG	N;DAT;NEUT;SG
križovatke	skrzyżowaniu	križovatka	skrzyżowanie	N;DAT;FEM;SG	N;DAT;NEUT;SG
vstupuje	wchodzi	vstupovať	wchodzić	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vedecký	naukowy	vedecký	naukowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
vedecký	naukowe	vedecký	naukowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
definícia	definicja	definícia	definicja	N;NOM;FEM;SG	N;NOM;FEM;SG
železnica	koleje	železnica	kolej	N;NOM;FEM;SG	N;NOM;FEM;SG
železnica	kolej	železnica	kolej	N;NOM;FEM;SG	N;NOM;FEM;SG
železnica	kolej	železnica	kolej	N;NOM;FEM;SG	N;NOM;FEM;SG
železnica	kolej	železnica	kolej	N;NOM;FEM;SG	N;NOM;FEM;SG
maľby	obrazy	maľba	obraz	N;NOM;FEM;PL	N;NOM;MASC;PL
manchester	manchester	manchester	manchester	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
históriu	historię	história	historia	N;ACC;FEM;SG	N;ACC;FEM;SG
vymenovaný	mianowany	vymenovaný	mianować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
vymenovaný	wyznaczony	vymenovaný	wyznaczyć	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vymenovaný	wyznaczona	vymenovaný	wyznaczyć	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
vlastnosť	cecha	vlastnosť	cechać	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	właściwość	vlastnosť	właściwość	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	nieruchomość	vlastnosť	nieruchomość	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	jakość	vlastnosť	jakość	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	funkcja	vlastnosť	funkcja	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	cecha	vlastnosť	cechać	N;NOM;FEM;SG	N;NOM;FEM;SG
revolúcia	rewolucja	revolúcia	rewolucja	N;NOM;FEM;SG	N;NOM;FEM;SG
viera	wiara	viera	wiara	N;NOM;FEM;SG	N;NOM;FEM;SG
viera	wiara	viera	wiara	N;NOM;FEM;SG	N;NOM;FEM;SG
chyby	błędy	chyba	błąd	N;NOM;FEM;PL	N;NOM;MASC;PL
chyby	błędy	chyba	błąd	N;NOM;FEM;PL	N;NOM;MASC;PL
chyby	robaki	chyba	robak	N;NOM;FEM;PL	N;NOM;MASC;PL
chyby	błędy	chyba	błąd	N;NOM;FEM;PL	N;NOM;MASC;PL
chyby	owady	chyba	owad	N;NOM;FEM;PL	N;NOM;MASC;PL
dohoda	porozumienie	dohoda	porozumienie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dohoda	umowa	dohoda	umowa	N;NOM;FEM;SG	N;NOM;FEM;SG
dohoda	porozumienia	dohoda	porozumienie	N;NOM;FEM;SG	N;NOM;NEUT;SG
dohoda	umowa	dohoda	umowa	N;NOM;FEM;SG	N;NOM;FEM;SG
dohoda	układ	dohoda	układ	N;NOM;FEM;SG	N;NOM;MASC;SG
tanky	zbiorniki	tanka	zbiornik	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
tanky	czołgi	tanka	czołg	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
národ	naród	národ	naród	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
aplikácie	aplikacje	aplikácia	aplikacja	N;NOM;FEM;PL	N;NOM;FEM;PL
aplikácie	wnioski	aplikácia	wniosek	N;NOM;FEM;PL	N;NOM;MASC;PL
aplikácie	aplikacje	aplikácia	aplikacja	N;NOM;FEM;PL	N;NOM;FEM;PL
japonské	japońska	japonský	japoński	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
japonské	japoński	japonský	japoński	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
japonské	japońskie	japonský	japoński	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
komunikácia	komunikat	komunikácia	komunikat	N;NOM;FEM;SG	N;NOM;MASC;SG
komunikácia	komunikacja	komunikácia	komunikacja	N;NOM;FEM;SG	N;NOM;FEM;SG
komunikácia	komunikacja	komunikácia	komunikacja	N;NOM;FEM;SG	N;NOM;FEM;SG
komunikácia	komunikacja	komunikácia	komunikacja	N;NOM;FEM;SG	N;NOM;FEM;SG
komunikácia	łączność	komunikácia	łączność	N;NOM;FEM;SG	N;NOM;FEM;SG
nohy	nogi	noha	noga	N;NOM;FEM;PL	N;NOM;FEM;PL
koncept	koncepcja	koncept	koncepcja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
koncept	pojęcie	koncept	pojęcie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
koncept	szkic	koncept	szkic	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
test	test	test	test	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
test	badanie	test	badanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
test	próba	test	próba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rozdiely	różnice	rozdiel	różnica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
fotografia	fotografia	fotografia	fotografia	N;NOM;FEM;SG	N;NOM;FEM;SG
fotografia	zdjęcie	fotografia	zdjęcie	N;NOM;FEM;SG	N;NOM;NEUT;SG
fotografia	fotografia	fotografia	fotografia	N;NOM;FEM;SG	N;NOM;FEM;SG
fotografia	zdjęcie	fotografia	zdjęcie	N;NOM;FEM;SG	N;NOM;NEUT;SG
fotografia	fotografia	fotografia	fotografia	N;NOM;FEM;SG	N;NOM;FEM;SG
technický	techniczne	technický	techniczny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
technický	techniczny	technický	techniczny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
technický	techniczna	technický	techniczny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
chata	domek	chata	domek	N;NOM;FEM;SG	N;NOM;MASC;SG
chata	kabina	chata	kabina	N;NOM;FEM;SG	N;NOM;FEM;SG
chata	domek	chata	domek	N;NOM;FEM;SG	N;NOM;MASC;SG
pozadie	kontekst	pozadie	kontekst	N;NOM;NEUT;SG	N;NOM;MASC;SG
stránok	witryny	stránka	witryna	N;GEN;FEM;PL	N;GEN;FEM;PL
stránok	witryn	stránka	witryna	N;GEN;FEM;PL	N;GEN;FEM;PL
sokol	sokół	sokol	sokół	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sokol	jastrząb	sokol	jastrząć	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tábora	obozu	tábor	obóz	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
nemocnice	szpitale	nemocnica	szpital	N;NOM;FEM;PL	N;NOM;MASC;PL
následky	skutki	následok	skutek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
následky	konsekwencje	následok	konsekwencja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
následky	następstwa	následok	następstwo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
dlhšie	dłużej	dlho	długo	ADV;CMPR	ADV;CMPR
samostatná	dyskretny	samostatný	dyskretny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
samostatná	osobne	samostatný	osobny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
samostatná	odrębne	samostatný	odrębny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
samostatná	oddzielne	samostatný	oddzielny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
samostatná	autonomiczne	samostatný	autonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
samostatná	autonomiczny	samostatný	autonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
samostatná	samodzielny	samostatný	samodzielny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
samostatná	samodzielne	samostatný	samodzielny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
poľská	polsko	poľský	polski	ADJ;NOM;FEM;SG	ADJ
poľská	polskie	poľský	polski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
poľská	polski	poľský	polski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
talianske	włoska	taliansky	włoski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
talianske	włoskie	taliansky	włoski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
kňaza	księdza	kňaz	ksiądz	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
konanie	postępowanie	konanie	postępowanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
konanie	procedura	konanie	procedur	N;NOM;NEUT;SG	N;NOM;FEM;SG
efekt	efekt	efekt	efekt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
efekt	skutek	efekt	skutek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
účastníkov	uczestników	účastník	uczestnik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
účastníkov	subskrybentów	účastník	subskrybent	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
disciplína	dyscyplina	disciplína	dyscyplina	N;NOM;FEM;SG	N;NOM;FEM;SG
rozhodnutia	decyzje	rozhodnutie	decyzja	N;NOM;NEUT;PL	N;NOM;FEM;PL
rozhodnutia	decyzje	rozhodnutie	decyzja	N;NOM;NEUT;PL	N;NOM;FEM;PL
sviatok	święto	sviatok	święto	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
menšia	mniejsze	malý	mały	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
menšia	mniejszy	malý	mały	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
menšia	mniejsza	malý	mały	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
menšia	mniejsza	malý	mały	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
elektrické	elektryczny	elektrický	elektryczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
elektrické	elektryczne	elektrický	elektryczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
elektrické	elektryczny	elektrický	elektryczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
elektrické	elektryczne	elektrický	elektryczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rastlina	roślina	rastlina	roślina	N;NOM;FEM;SG	N;NOM;FEM;SG
procesov	procesów	proces	proces	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
aktívny	aktywne	aktívny	aktywny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
aktívny	aktywna	aktívny	aktywny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
aktívny	aktywny	aktívny	aktywny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
aktívny	czynne	aktívny	czynny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
zmenila	zmieniono	zmeniť	zmienić	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
zmenila	zmienił	zmeniť	zmienić	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
sociálna	społeczna	sociálny	społeczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sociálna	towarzyskie	sociálny	towarzyski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sociálna	społeczne	sociálny	społeczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sociálna	socjalna	sociálny	socjalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sociálna	społeczny	sociálny	społeczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
mladé	młoda	mladý	młody	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
mladé	młody	mladý	młody	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
mladé	młode	mladý	młody	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
tradičné	tradycyjne	tradičný	tradycyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
tradičné	tradycyjna	tradičný	tradycyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
tradičné	tradycyjny	tradičný	tradycyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
stratil	stracił	stratiť	stracić	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ženatý	żonaty	ženatý	żonaty	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
objavené	odkryte	objavený	odkryć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
báseň	wiersz	báseň	wiersz	N;NOM;FEM;SG	N;NOM;MASC;SG
vysielanie	transmisja	vysielanie	transmisja	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	nadawanie	vysielanie	nadawać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vysielanie	przesyłanie	vysielanie	przesyłać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vysielanie	transmisja	vysielanie	transmisja	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	przekazanie	vysielanie	przekazać	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vysielanie	nadawanie	vysielanie	nadawać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vlaky	pociągi	vlak	pociąg	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
záhrada	ogród	záhrada	ogród	N;NOM;FEM;SG	N;NOM;MASC;SG
záhrada	ogródek	záhrada	ogródek	N;NOM;FEM;SG	N;NOM;MASC;SG
králi	królowie	kráľ	król	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
dirigent	dyrygent	dirigent	dyrygent	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kmene	szczepy	kmeň	szczepy	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
kmene	szczepy	kmeň	szczepy	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
rozdeliť	podział	rozdeliť	podziać	V;PFV;POS;NFIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
rozdeliť	podziel	rozdeliť	podziel	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
rozdeliť	podziel	rozdeliť	podziel	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
rozdeliť	podzielić	rozdeliť	podzielić	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
vyjadrenie	wyrażenia	vyjadrenie	wyrażenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vyjadrenie	wyrażenie	vyjadrenie	wyrażenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vyjadrenie	deklaracja	vyjadrenie	deklaracja	N;NOM;NEUT;SG	N;NOM;FEM;SG
vyjadrenie	oświadczenie	vyjadrenie	oświadczenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vyjadrenie	oświadczenia	vyjadrenie	oświadczenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vyjadrenie	stwierdzenie	vyjadrenie	stwierdzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
oddeľuje	oddziela	oddeľovať	oddzielać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
oddeľuje	rozdziela	oddeľovať	rozdzielać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mozgu	mózgu	mozog	mózg	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
príbehy	opowiadania	príbeh	opowiadanie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
striebro	srebrne	striebro	srebrny	N;NOM;NEUT;SG	N;NOM;MASC;SG
