aturar	stå	aturar	stå	V	V;IMP;FIN;ACT
admitir	medge	admitir	medge	V	V;IMP;FIN;ACT
admitir	vill	admitir	vilja	V	V;IND;PRS;FIN;ACT
inxección	injektion	inxección	injektion	N	N;NOM;INDF;MASC+FEM;SG
instrumento	instrument	instrumento	instrument	N	N;NOM;INDF;NEUT;SG
instrumento	instrumentet	instrumento	instrument	N	N;NOM;DEF;NEUT;SG
diaños	hell	diaño	hell	N	N;NOM;INDF;MASC+FEM;SG
diaños	helvete	diaño	helvete	N	N;NOM;INDF;NEUT;SG
diaños	helvetet	diaño	helveten	N	N;NOM;DEF;NEUT;SG
micrófono	mikrofonen	micrófono	mikrofon	N	N;NOM;DEF;MASC+FEM;SG
micrófono	mikrofon	micrófono	mikrofon	N	N;NOM;INDF;MASC+FEM;SG
micrófono	mic	micrófono	mic	N	N;NOM;INDF;MASC+FEM;SG
cheguen	hämta	chegar	hämta	V	V;IMP;FIN;ACT
cheguen	skaffa	chegar	skaffa	V	V;IMP;FIN;ACT
cheguen	kommer	chegar	komma	V	V;IND;PRS;FIN;ACT
cheguen	kom	chegar	komma	V	V;IMP;FIN;ACT
placas	plåtar	placa	plåta	N	N;NOM;INDF;MASC+FEM;PL
placas	tallrikar	placa	tallrik	N	N;NOM;INDF;MASC+FEM;PL
placas	plattor	placa	plattor	N	N;NOM;INDF;MASC+FEM;PL
habitacións	rummen	habitación	rumme	N	N;NOM;DEF;NEUT;PL
habitacións	rum	habitación	rum	N	N;NOM;INDF;NEUT;SG
actuais	aktuell	actual	aktuell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
actuais	nuvarande	actual	nuvarande	ADJ	ADJ;NOM;PRS;V.PTCP
actuais	aktuellt	actual	aktuell	ADJ	ADJ;NOM;INDF;NEUT;SG
actuais	aktuella	actual	aktuell	ADJ	ADJ;NOM;PL
construíu	byggde	construír	bygga	V	V;IND;PST;FIN;ACT
contrasinal	lösenord	contrasinal	lösenord	N	N;NOM;INDF;NEUT;PL
contrasinal	lösenordet	contrasinal	lösenord	N	N;NOM;DEF;NEUT;SG
dispositivos	enheter	dispositivo	enhet	N	N;NOM;INDF;MASC+FEM;PL
dispositivos	anordningar	dispositivo	anordning	N	N;NOM;INDF;MASC+FEM;PL
particularmente	särskilt	particular	särskilt	ADV	ADV
entrevistas	intervjuer	entrevista	intervju	N	N;NOM;INDF;MASC+FEM;PL
entrevistas	intervjuerna	entrevista	intervju	N	N;NOM;DEF;MASC+FEM;PL
lendo	läser	lendo	läsa	V	V;IND;PRS;FIN;ACT
lendo	läsa	lendo	läsa	V	V;IMP;FIN;ACT
queixa	klagomål	queixa	klagomål	N	N;NOM;INDF;NEUT;SG
verdades	sanningar	verdade	sanning	N	N;NOM;INDF;MASC+FEM;PL
tomen	ta	tomar	ta	V	V;IMP;FIN;ACT
manifestación	demonstration	manifestación	demonstration	N	N;NOM;INDF;MASC+FEM;SG
ética	etik	ética	etik	N	N;NOM;INDF;MASC+FEM;SG
cruzando	passerar	cruzar	passera	V	V;IND;PRS;FIN;ACT
cruzando	korsar	cruzar	korsa	V	V;IND;PRS;FIN;ACT
opresión	förtryck	opresión	förtryck	N	N;NOM;INDF;NEUT;SG
serra	sierra	serra	sierr	N	N;NOM;INDF;MASC+FEM;SG
argumento	argumentation	argumento	argumentation	N	N;NOM;INDF;MASC+FEM;SG
argumento	gräl	argumento	gräl	N	N;NOM;INDF;NEUT;SG
argumento	argument	argumento	argument	N	N;NOM;INDF;NEUT;PL
asilo	omvårdnad	asilo	omvårdnad	N	N;NOM;INDF;MASC+FEM;SG
asilo	ammande	asilo	ammande	N	N;NOM;INDF;NEUT;SG
asilo	hem	asilo	hem	N	N;NOM;INDF;NEUT;SG
asilo	hemmet	asilo	hem	N	N;NOM;DEF;NEUT;SG
asilo	home	asilo	home	N	N;NOM;INDF;NEUT;SG
autor	författaren	autor	författare	N	N;NOM;DEF;MASC+FEM;SG
autor	upphovsman	autor	upphovsman	N	N;NOM;INDF;MASC+FEM;SG
autor	författare	autor	författare	N	N;NOM;INDF;MASC+FEM;PL
ducha	dusch	ducha	dusch	N	N;NOM;INDF;MASC+FEM;SG
amabilidade	vänlighet	amabilidade	vänlighet	N	N;NOM;INDF;MASC+FEM;SG
propiedades	fastighet	propiedade	fastighet	N	N;NOM;INDF;MASC+FEM;SG
propiedades	egenskap	propiedade	egenskap	N	N;NOM;INDF;MASC+FEM;SG
propiedades	fastigheter	propiedade	fastighet	N	N;NOM;INDF;MASC+FEM;PL
propiedades	egendom	propiedade	egendom	N	N;NOM;INDF;MASC+FEM;SG
propiedades	fastigheter	propiedade	fastighet	N	N;NOM;INDF;MASC+FEM;PL
propiedades	egendomar	propiedade	egendom	N	N;NOM;INDF;MASC+FEM;PL
propiedades	egenskaper	propiedade	egenskap	N	N;NOM;INDF;MASC+FEM;PL
gañadores	vinnare	gañador	vinnare	N	N;NOM;INDF;MASC+FEM;SG
gañadores	vinnarna	gañador	vinna	N	N;NOM;DEF;MASC+FEM;PL
use	använda	use	använda	V	V;IMP;FIN;ACT
use	använd	use	använda	V	V;IMP;FIN;ACT
paramos	stanna	parar	stanna	V	V;IMP;FIN;ACT
paramos	sluta	parar	sluta	V	V;IMP;FIN;ACT
paramos	stoppa	parar	stoppa	V	V;IMP;FIN;ACT
aparecer	visa	aparecer	visa	V	V;IMP;FIN;ACT
buracos	hål	buraco	hål	N	N;NOM;INDF;NEUT;SG
ensaio	rättegången	ensaio	rättegång	N	N;NOM;DEF;MASC+FEM;SG
ensaio	prövning	ensaio	prövning	N	N;NOM;INDF;MASC+FEM;SG
ensaio	rättegång	ensaio	rättegång	N	N;NOM;INDF;MASC+FEM;SG
mercados	marknaden	mercado	marknad	N	N;NOM;DEF;MASC+FEM;SG
mercados	market	mercado	mark	N	N;NOM;INDF;NEUT;SG
mercados	marknad	mercado	marknad	N	N;NOM;INDF;MASC+FEM;SG
mercados	marknaderna	mercado	marknad	N	N;NOM;DEF;MASC+FEM;PL
mercados	marknader	mercado	marknad	N	N;NOM;INDF;MASC+FEM;PL
pares	stop	par	stop	N	N;NOM;INDF;NEUT;SG
pares	stopp	par	stopp	N	N;NOM;INDF;NEUT;SG
dentista	tandläkaren	dentista	tandläkare	N	N;NOM;DEF;MASC+FEM;SG
dentista	tandläkare	dentista	tandläkare	N	N;NOM;INDF;MASC+FEM;PL
obtivo	fick	obter	få	V	V;IND;PST;FIN;ACT
comín	ätit	comín	äta	V	V;V.CVB;ACT
reside	ligger	residir	ligga	V	V;IND;PRS;FIN;ACT
farían	har	facer	ha	V	V;IND;PRS;FIN;ACT
xerais	allmän	xeral	allmän	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
xerais	allmänna	xeral	allmän	ADJ	ADJ;NOM;PL
meniño	bebis	meniño	bebis	N	N;NOM;INDF;MASC+FEM;SG
meniño	älskling	meniño	älskling	N	N;NOM;INDF;MASC+FEM;SG
meniño	boy	meniño	boy	N	N;NOM;INDF;NEUT;SG
meniño	pojke	meniño	pojke	N	N;NOM;INDF;MASC+FEM;SG
meniño	gosse	meniño	gosse	N	N;NOM;INDF;MASC+FEM;SG
meniño	pojk	meniño	pojk	N	N;NOM;INDF;MASC+FEM;SG
debiamos	borde	debiar	böra	V	V;IND;PST;FIN;ACT
debiamos	had	debiar	had	V	V;IMP;FIN;ACT
debiamos	hadde	debiar	ha	V	V;IND;PST;FIN;ACT
debiamos	hade	debiar	ha	V	V;IND;PST;FIN;ACT
debiamos	haft	debiar	ha	V	V;V.CVB;ACT
teredes	har	ter	ha	V	V;IND;PRS;FIN;ACT
nazis	nazister	nazis	navist	N	N;NOM;INDF;MASC+FEM;PL
nazis	nazist	nazis	nazist	N	N;NOM;INDF;MASC+FEM;SG
cazadores	jägare	cazador	jäga	N	N;NOM;INDF;MASC+FEM;PL
cazadores	jakt	cazador	jakt	N	N;NOM;INDF;MASC+FEM;SG
musulmáns	muslimer	musulmáns	muslim	N	N;NOM;INDF;MASC+FEM;PL
musulmáns	muslimerna	musulmáns	muslim	N	N;NOM;DEF;MASC+FEM;PL
barrios	stadsdelar	barrio	stadsdel	N	N;NOM;INDF;MASC+FEM;PL
barrios	områden	barrio	område	N	N;NOM;INDF;NEUT;PL
entendía	förstod	entender	förstå	V	V;IND;PST;FIN;ACT
entendía	förstår	entender	förstå	V	V;IND;PRS;FIN;ACT
entendía	förstå	entender	förstå	V	V;IMP;FIN;ACT
bater	slog	bater	slå	V	V;IMP;PST;FIN;ACT
perdoar	förlåta	perdoar	förlåta	V	V;IMP;FIN;ACT
manteñen	behåll	manter	behålla	V	V;IMP;FIN;ACT
existiu	förelåg	existir	föreligga	V	V;IMP;PST;FIN;ACT
existiu	existerade	existir	existera	V	V;IND;PST;V.PTCP;ACT
existiu	funnits	existir	finnas	V	V;V.CVB;PASS
existiu	fanns	existir	finnas	V	V;IND;PST;FIN
elemento	elementet	elemento	elemente	N	N;NOM;DEF;NEUT;SG
elemento	element	elemento	element	N	N;NOM;INDF;NEUT;SG
mecánico	mekaniker	mecánico	mekanik	N	N;NOM;INDF;MASC+FEM;PL
desaparición	försvinnanden	desaparición	försvinnande	N	N;NOM;INDF;NEUT;PL
desaparición	försvinnandet	desaparición	försvinnande	N	N;NOM;DEF;NEUT;SG
durmimos	sova	durmir	sova	V	V;IMP;FIN;ACT
durmimos	sov	durmir	sov	V	V;IMP;FIN;ACT
esquezo	glömmer	esquezo	glömma	V	V;IND;PRS;FIN;ACT
esquezo	glömma	esquezo	glömma	V	V;IMP;FIN;ACT
esquezo	glöm	esquezo	glöm	V	V;IMP;FIN;ACT
refire	menar	referir	mena	V	V;IND;PRS;FIN;ACT
refire	mena	referir	mena	V	V;IMP;FIN;ACT
espacial	mellanslag	espacial	mellanslag	N	N;NOM;INDF;NEUT;PL
espacial	rymd	espacial	rymd	N	N;NOM;INDF;MASC+FEM;SG
espacial	rymden	espacial	rymd	N	N;NOM;DEF;MASC+FEM;SG
espacial	utrymme	espacial	utrymme	N	N;NOM;INDF;NEUT;SG
estacións	seasons	estación	seasons	N	N;NOM;INDF;NEUT;SG
estacións	årstider	estación	årstid	N	N;NOM;INDF;MASC+FEM;PL
estacións	säsonger	estación	säsong	N	N;NOM;INDF;MASC+FEM;PL
estacións	stationer	estación	station	N	N;NOM;INDF;MASC+FEM;PL
estacións	stationerna	estación	station	N	N;NOM;DEF;MASC+FEM;PL
barra	bar	barra	ba	N	N;NOM;INDF;NEUT;SG
barra	kilo	barra	kilo	N	N;NOM;INDF;NEUT;SG
rabaño	flock	rabaño	flock	N	N;NOM;INDF;MASC+FEM;SG
national	nationella	national	nationell	ADJ	ADJ;NOM;PL
national	nationellt	national	nationell	ADJ	ADJ;NOM;INDF;NEUT;SG
national	nationell	national	nationell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
osos	björnar	oso	björn	N	N;NOM;INDF;MASC+FEM;PL
osos	bears	oso	bears	N	N;NOM;INDF;MASC+FEM;SG
diálogo	dialogen	diálogo	dialog	N	N;NOM;DEF;MASC+FEM;SG
diálogo	dialog	diálogo	dialag	N	N;NOM;INDF;MASC+FEM;SG
personalidade	personlighet	personalidade	personlighet	N	N;NOM;INDF;MASC+FEM;SG
personalidade	personligheten	personalidade	personlighet	N	N;NOM;DEF;MASC+FEM;SG
sinceramente	verkligen	sinceramente	verkligen	ADV	ADV
hara	hara	haber	hara	N	N;NOM;INDF;MASC+FEM;SG
bebendo	dricka	beber	dricka	V	V;IMP;NFIN;ACT
bebendo	supa	beber	supa	V	V;IMP;FIN;ACT
bebendo	dricker	beber	drick	V	V;IND;PRS;FIN;ACT
acusación	anklagelser	acusación	anklagelse	N	N;NOM;INDF;MASC+FEM;PL
acusación	anklagelse	acusación	anklagelse	N	N;NOM;INDF;MASC+FEM;SG
acusación	laddning	acusación	laddning	N	N;NOM;INDF;MASC+FEM;SG
vivido	levde	vivido	leva	V	V;IND;PST;FIN;ACT
vivido	bodde	vivido	böa	V	V;IND;PST;FIN;ACT
vivido	bott	vivido	bott	V	V;V.CVB;ACT
vivido	levt	vivido	leva	V	V;V.CVB;ACT
lanzamento	drop	lanzamento	drop	N	N;NOM;INDF;MASC+FEM;SG
lanzamento	droppe	lanzamento	droppe	N	N;NOM;INDF;MASC+FEM;SG
recorda	minns	recordar	minnas	V	V;NFIN
clásico	klassiska	clásico	klassisk	ADJ	ADJ;NOM;PL
clásico	klassisk	clásico	klassisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
clásico	klassiskt	clásico	klassisk	ADJ	ADJ;NOM;INDF;NEUT;SG
clásico	klassisk	clásico	klassisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
clásico	klassiskt	clásico	klassisk	ADJ	ADJ;NOM;INDF;NEUT;SG
clásico	klassiska	clásico	klassisk	ADJ	ADJ;NOM;PL
mobles	inventarier	moble	inventarium	N	N;NOM;INDF;MASC+FEM;PL
mobles	möbler	moble	möbel	N	N;NOM;INDF;MASC+FEM;PL
negociar	förhandla	negociar	förhandla	V	V;IMP;FIN;ACT
xestos	gester	xesto	gest	N	N;NOM;INDF;MASC+FEM;PL
disturbios	upplopp	disturbio	upplopp	N	N;NOM;INDF;NEUT;SG
disturbios	upploppen	disturbio	upplopp	N	N;NOM;DEF;MASC+FEM;SG
intelectual	intellektuell	intelectual	intellektuell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
intelectual	intellektuella	intelectual	intellektuell	ADJ	ADJ;NOM;PL
averiguar	finna	averiguar	finna	V	V;IMP;FIN;ACT
averiguar	hitta	averiguar	hitta	V	V;IMP;FIN;ACT
desgracia	ack	desgracia	ack	N	N;NOM;INDF;NEUT;SG
presencia	närvaro	presencia	närvaro	N	N;NOM;INDF;MASC+FEM;SG
presencia	förekomst	presencia	förekomst	N	N;NOM;INDF;MASC+FEM;SG
teríamos	har	ter	ha	V	V;IND;PRS;FIN;ACT
sospeita	misstankar	sospeita	misstank	N	N;NOM;INDF;MASC+FEM;PL
sospeita	misstänksamhet	sospeita	misstänksamhet	N	N;NOM;INDF;MASC+FEM;SG
sospeita	misstanke	sospeita	misstanke	N	N;NOM;INDF;MASC+FEM;SG
mestura	mix	mestura	mix	N	N;NOM;INDF;MASC+FEM;SG
mestura	blandning	mestura	blandning	N	N;NOM;INDF;MASC+FEM;SG
mestura	blandning	mestura	blandning	N	N;NOM;INDF;MASC+FEM;SG
novidade	nyhet	novidade	nyhet	N	N;NOM;INDF;MASC+FEM;SG
mañán	godmorgon	mañán	godmorgon	N	N;NOM;INDF;MASC+FEM;SG
mañán	morgon	mañán	morgon	N	N;NOM;INDF;MASC+FEM;SG
mañán	morning	mañán	morning	N	N;NOM;INDF;MASC+FEM;SG
mañán	morgondagen	mañán	morgondag	N	N;NOM;DEF;MASC+FEM;SG
mañán	imorgon	mañán	imorgon	N	N;NOM;INDF;MASC+FEM;SG
sintes	feel	sinte	feel	N	N;NOM;INDF;MASC+FEM;SG
sintes	känn	sinte	känna	N	N;NOM;INDF;MASC+FEM;SG
asentos	sittplatser	asento	sittplats	N	N;NOM;INDF;MASC+FEM;PL
asentos	platser	asento	plats	N	N;NOM;INDF;MASC+FEM;PL
asentos	säten	asento	sät	N	N;NOM;INDF;NEUT;PL
fondos	medel	fondo	medel	N	N;NOM;INDF;NEUT;SG
fondos	fonder	fondo	fond	N	N;NOM;INDF;NEUT;PL
bicos	kyssar	bico	kyssa	N	N;NOM;INDF;MASC+FEM;PL
bicos	puss	bico	puss	N	N;NOM;INDF;MASC+FEM;SG
príncipes	prinsar	príncipe	prinsa	N	N;NOM;INDF;MASC+FEM;PL
príncipes	furstar	príncipe	furstar	N	N;NOM;INDF;MASC+FEM;PL
socialismo	socialism	socialismo	socialism	N	N;NOM;INDF;MASC+FEM;SG
socialismo	socialismen	socialismo	socialism	N	N;NOM;DEF;MASC+FEM;SG
mantemento	underhåll	mantemento	underhåll	N	N;NOM;INDF;NEUT;SG
privilexios	befogenheter	privilexio	befogenhet	N	N;NOM;INDF;MASC+FEM;PL
privilexios	privilegier	privilexio	privilegium	N	N;NOM;INDF;NEUT;PL
sabíao	visste	sabíao	veta	V	V;IMP;FIN;ACT
sabíao	kände	sabíao	känna	V	V;IND;PST;FIN;ACT
sabíao	viste	sabíao	viste	V	V;IMP;FIN;ACT
molestar	besvära	molestar	besvära	V	V;IMP;FIN;ACT
molestar	stör	molestar	stör	V	V;IMP;FIN;ACT
pases	tid	pase	tid	N	N;NOM;INDF;MASC+FEM;SG
pases	tidpunkt	pase	tidpunkt	N	N;NOM;INDF;MASC+FEM;SG
pases	dags	pase	dags	N	N;MASC+FEM
pases	klockslag	pase	klockslag	N	N;NOM;INDF;NEUT;SG
pases	tiden	pase	tid	N	N;NOM;DEF;MASC+FEM;SG
botes	båtar	bote	båta	N	N;NOM;INDF;MASC+FEM;PL
tivésemos	had	tevésemo	had	V	V;IMP;FIN;ACT
tivésemos	hadde	tevésemo	ha	V	V;IND;PST;FIN;ACT
tivésemos	hade	tevésemo	ha	V	V;IND;PST;FIN;ACT
tivésemos	haft	tevésemo	ha	V	V;V.CVB;ACT
algodón	bomull	algodón	bomull	N	N;NOM;INDF;MASC+FEM;SG
algodón	cotton	algodón	cotton	N	N;NOM;INDF;MASC+FEM;SG
pazo	palatset	pazo	palats	N	N;NOM;DEF;NEUT;SG
pazo	palats	pazo	palats	N	N;NOM;INDF;NEUT;SG
pazo	palace	pazo	palace	N	N;NOM;INDF;MASC+FEM;SG
pazo	slott	pazo	slott	N	N;NOM;INDF;NEUT;SG
pazo	villan	pazo	villan	N	N;NOM;DEF;MASC+FEM;SG
pazo	villa	pazo	villa	N	N;NOM;INDF;MASC+FEM;SG
volvería	backa	volver	backa	V	V;IMP;FIN;ACT
aturo	ta	aturo	ta	V	V;IMP;FIN;ACT
aturo	stå	aturo	stå	V	V;IMP;FIN;ACT
desexaría	önskar	desexar	önska	V	V;IND;PRS;FIN;ACT
desexaría	önska	desexar	önska	V	V;IMP;FIN;ACT
aparta	hämta	apartir	hämta	V	V;IMP;FIN;ACT
aparta	skaffa	apartir	skaffa	V	V;IMP;FIN;ACT
municións	ammunition	munición	ammunition	N	N;NOM;INDF;MASC+FEM;SG
municións	ammunition	munición	ammunition	N	N;NOM;INDF;MASC+FEM;SG
escocés	whiskey	escocés	whiskey	N	N;NOM;INDF;MASC+FEM;SG
escocés	scotch	escocés	scotch	N	N;NOM;INDF;MASC+FEM;SG
escocés	whisky	escocés	whisky	N	N;NOM;INDF;MASC+FEM;SG
quite	ta	quite	ta	V	V;IMP;FIN;ACT
descansa	vila	descansa	vila	V	V;IMP;FIN;ACT
pedido	ordningsföljd	peder	ordningsföljd	N	N;NOM;INDF;MASC+FEM;SG
pedido	beställning	peder	beställning	N	N;NOM;INDF;MASC+FEM;SG
pedido	ordning	peder	ordning	N	N;NOM;INDF;MASC+FEM;SG
francesas	fransk	francesa	fransk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
francesas	franskt	francesa	fransk	ADJ	ADJ;NOM;INDF;NEUT;SG
perdes	förlorar	perde	förlora	V	V;IND;PRS;FIN;ACT
perdes	förlora	perde	förlora	V	V;IMP;FIN;ACT
perdes	mista	perde	mista	V	V;IMP;FIN;ACT
falaron	pratade	falar	prata	V	V;IND;PST;FIN;ACT
servirá	will	servir	will	V	V;IMP;FIN;ACT
servirá	kommer	servir	komma	V	V;IND;PRS;FIN;ACT
digno	värdigt	digno	värdig	ADJ	ADJ;NOM;INDF;NEUT;SG
digno	värdiga	digno	värdig	ADJ	ADJ;NOM;PL
digno	värdig	digno	värdig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
amarelo	gult	amarelo	gult	N	N;NOM;INDF;NEUT;SG
fama	berömmelse	facer	berömmelse	N	N;NOM;INDF;MASC+FEM;SG
fama	fame	facer	fam	N	N;NOM;INDF;MASC+FEM;SG
canibalismo	kannibalism	canibalismo	kannibalism	N	N;NOM;INDF;MASC+FEM;SG
duras	jobbigt	duro	jobbig	ADJ	ADJ;NOM;INDF;NEUT;SG
duras	hård	duro	hård	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
duras	svårt	duro	svår	ADJ	ADJ;NOM;INDF;NEUT;SG
duras	hårda	duro	hård	ADJ	ADJ;NOM;PL
aceno	gest	aceno	ge	N	N;NOM;INDF;MASC+FEM;SG
trucos	trick	truco	trick	N	N;NOM;INDF;NEUT;SG
trucos	tricks	truco	tricka	N	N;NOM;INDF;MASC+FEM;PL
trucos	knep	truco	knep	N	N;NOM;INDF;NEUT;SG
trucos	konster	truco	konst	N	N;NOM;INDF;MASC+FEM;PL
vera	vera	verar	vera	N	N;NOM;INDF;MASC+FEM;SG
bárbaros	barbarerna	bárbaro	barbar	N	N;NOM;DEF;MASC+FEM;PL
bárbaros	barbarer	bárbaro	barbar	N	N;NOM;INDF;MASC+FEM;PL
bárbaros	vildar	bárbaro	vilda	N	N;NOM;INDF;MASC+FEM;PL
entendín	förstod	entender	förstå	V	V;IND;PST;FIN;ACT
movédevos	drag	movédevo	drag	N	N;NOM;INDF;NEUT;SG
marines	marinsoldater	marine	marinsoldat	N	N;NOM;INDF;MASC+FEM;PL
marines	marinkåren	marine	marinkår	N	N;NOM;DEF;MASC+FEM;SG
marines	marin	marine	marin	N	N;NOM;INDF;MASC+FEM;SG
marines	marinsoldat	marine	marinsoldat	N	N;NOM;INDF;MASC+FEM;SG
lucinda	lucinda	lucindar	lucinda	N	N;NOM;INDF;MASC+FEM;SG
cóidate	take	cóidate	take	N	N;NOM;INDF;MASC+FEM;SG
cóidate	tagning	cóidate	tagning	N	N;NOM;INDF;MASC+FEM;SG
cóidate	skötsel	cóidate	skötsel	N	N;NOM;INDF;MASC+FEM;SG
cóidate	omsorg	cóidate	omsorg	N	N;NOM;INDF;MASC+FEM;SG
cóidate	vård	cóidate	vård	N	N;NOM;INDF;MASC+FEM;SG
cóidate	care	cóidate	care	N	N;NOM;INDF;MASC+FEM;SG
turista	turist	turista	turist	N	N;NOM;INDF;MASC+FEM;SG
won	won	won	won	N	N;NOM;INDF;NEUT;SG
doutora	läkaren	doutor	läkare	N	N;NOM;DEF;MASC+FEM;SG
doutora	doctor	doutor	doctor	N	N;NOM;INDF;MASC+FEM;SG
doutora	läkare	doutor	läkare	N	N;NOM;INDF;MASC+FEM;PL
doutora	doktor	doutor	doktor	N	N;NOM;INDF;MASC+FEM;SG
envioume	skickas	envioume	skicka	V	V;IND;PRS;FIN;PASS
envioume	skickade	envioume	skicka	V	V;IND;PST;FIN;ACT
conquistar	erövra	conquistar	erövra	V	V;IMP;FIN;ACT
equipos	arbetslag	equipo	arbetslag	N	N;NOM;INDF;NEUT;SG
equipos	lag	equipo	lag	N	N;NOM;INDF;MASC+FEM;SG
equipos	team	equipo	team	N	N;NOM;INDF;NEUT;SG
vise	såg	visir	se	V	V;IMP;FIN;ACT
vise	see	visir	see	V	V;IMP;FIN;ACT
vise	se	visir	se	V	V;IMP;FIN;ACT
altar	altaret	altar	altar	N	N;NOM;DEF;NEUT;SG
altar	altare	altar	alt	N	N;NOM;INDF;NEUT;SG
refírome	menar	refírome	mena	V	V;IND;PRS;FIN;ACT
refírome	mena	refírome	mena	V	V;IMP;FIN;ACT
debates	diskussioner	debate	diskussion	N	N;NOM;INDF;MASC+FEM;PL
debates	diskussionerna	debate	diskussion	N	N;NOM;DEF;MASC+FEM;PL
debates	debatter	debate	debatt	N	N;NOM;INDF;MASC+FEM;PL
debates	debatterna	debate	debatt	N	N;NOM;DEF;MASC+FEM;PL
redes	nät	rede	nät	N	N;NOM;INDF;NEUT;SG
redes	nätverk	rede	nätverk	N	N;NOM;INDF;NEUT;SG
investigadores	forskare	investigador	forskare	N	N;NOM;INDF;MASC+FEM;PL
utilidade	användning	utilidade	användning	N	N;NOM;INDF;MASC+FEM;SG
utilidade	användbarhet	utilidade	användbarhet	N	N;NOM;INDF;MASC+FEM;SG
crece	växer	crecer	växa	V	V;IND;PRS;FIN;ACT
entretemento	underhållning	entretemento	underhållning	N	N;NOM;INDF;MASC+FEM;SG
entretemento	nöjen	entretemento	nöje	N	N;NOM;INDF;NEUT;PL
entretemento	entertainment	entretemento	entertainment	N	N;NOM;INDF;MASC+FEM;SG
diapositiva	glid	diapositivo	glid	N	N;NOM;INDF;NEUT;SG
trampas	fällor	trampa	fälla	N	N;NOM;INDF;MASC+FEM;PL
decatei	insåg	decatei	inse	V	V;IMP;FIN;ACT
favoritos	favoriten	favorito	favoriten	N	N;NOM;DEF;MASC+FEM;SG
favoritos	favorit	favorito	favorit	N	N;NOM;INDF;MASC+FEM;SG
favoritos	favoriter	favorito	favoriter	N	N;NOM;INDF;MASC+FEM;PL
comparten	dela	compartir	dela	V	V;IMP;FIN;ACT
volvía	backa	volvía	backa	V	V;IMP;FIN;ACT
musical	musikaliska	musical	musikalisk	ADJ	ADJ;NOM;PL
musical	musikalisk	musical	musikalisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
detector	detektor	detector	detektor	N	N;NOM;INDF;MASC+FEM;SG
fundamental	grundläggande	fundamental	grundläggande	ADJ	ADJ;NOM;PRS;V.PTCP
fundamental	fundamentala	fundamental	fundamental	ADJ	ADJ;NOM;PL
fundamental	fundamentalt	fundamental	fundamental	ADJ	ADJ;NOM;INDF;NEUT;SG
xuízos	domar	xuízo	dom	N	N;NOM;INDF;MASC+FEM;PL
xuízos	avgöranden	xuízo	avgörande	N	N;NOM;INDF;NEUT;PL
xuízos	rättegångar	xuízo	rättegång	N	N;NOM;INDF;MASC+FEM;PL
xuízos	prövningar	xuízo	prövning	N	N;NOM;INDF;MASC+FEM;PL
causas	orsaker	causa	orsak	N	N;NOM;INDF;MASC+FEM;PL
bate	slår	bate	slå	V	V;IND;PRS;FIN;ACT
substituír	ersätta	substituír	ersätta	V	V;IMP;FIN;ACT
substituír	ersätt	substituír	ersätt	V	V;IMP;FIN;ACT
substituír	ersätta	substituír	ersätta	V	V;IMP;FIN;ACT
substituír	ersätt	substituír	ersätt	V	V;IMP;FIN;ACT
debuxo	dragning	debuxo	dragning	N	N;NOM;INDF;MASC+FEM;SG
debuxo	teckning	debuxo	teckning	N	N;NOM;INDF;MASC+FEM;SG
debuxo	ritning	debuxo	ritning	N	N;NOM;INDF;MASC+FEM;SG
rostros	ansikten	rostro	ansikt	N	N;NOM;DEF;MASC+FEM;SG
rostros	ansiktena	rostro	ansikt	N	N;NOM;DEF;MASC+FEM;PL
rostros	ansikte	rostro	ansikte	N	N;NOM;INDF;NEUT;SG
rostros	ansiktet	rostro	ansikt	N	N;NOM;DEF;NEUT;SG
rostros	face	rostro	face	N	N;NOM;INDF;MASC+FEM;SG
aula	rummet	aula	rum	N	N;NOM;DEF;NEUT;SG
aula	rum	aula	rum	N	N;NOM;INDF;NEUT;SG
aula	klass	aula	klass	N	N;NOM;INDF;MASC+FEM;SG
aula	klassen	aula	klass	N	N;NOM;DEF;MASC+FEM;SG
manipulación	manipulering	manipulación	manipulering	N	N;NOM;INDF;MASC+FEM;SG
manipulación	manipulation	manipulación	manipulation	N	N;NOM;INDF;MASC+FEM;SG
sentirse	feel	sentirse	feel	N	N;NOM;INDF;MASC+FEM;SG
sentirse	känn	sentirse	känna	N	N;NOM;INDF;MASC+FEM;SG
campá	klocka	campá	klocka	N	N;NOM;INDF;MASC+FEM;SG
corrupción	korruption	corrupción	korruption	N	N;NOM;INDF;MASC+FEM;SG
preguntarnos	ask	preguntarno	ask	N	N;NOM;INDF;MASC+FEM;SG
preguntarnos	fråga	preguntarno	fråga	N	N;NOM;INDF;MASC+FEM;SG
corvos	kråkor	corvo	kråka	N	N;NOM;INDF;MASC+FEM;PL
