mistério	geheimnis	mistério	geheimnis	N;MASC;SG	N;NOM;NEUT;SG
observado	bemerkte	observar	bemerkt	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
observado	beobachtete	observar	beobachtet	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
observado	beobachtet	observar	beobachten	V;MASC;SG;V.PTCP	V;V.PTCP
pertencem	dazugehören	pertencer	dazugehören	V;IND;PL;3;PRS;FIN	V;NFIN
pertencem	gehören	pertencer	gehören	V;IND;PL;3;PRS;FIN	V;IND;3;PRS;FIN
pertencem	angehören	pertencer	angehören	V;IND;PL;3;PRS;FIN	V;NFIN
rodapé	fußzeile	rodapé	fußzeilen	N;MASC;SG	N;SG
maneiras	manieren	maneira	manieren	N;FEM;PL	N;PL
absoluto	absoluten	absoluto	absolut	ADJ;MASC;SG	ADJ
absoluto	absolutes	absoluto	absolut	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
absoluto	absoluter	absoluto	absolut	ADJ;MASC;SG	ADJ
absoluto	absolute	absoluto	absolut	ADJ;MASC;SG	ADJ;NOM;SG
money	geld	money	geld	N;MASC;SG	N;NOM;NEUT;SG
compreender	verstehen	compreender	verstehen	V;NFIN	V;NFIN
compreender	verstehe	compreender	verstehen	V;NFIN	V;IND;SG;3;PRS;FIN
compreender	begreifen	compreender	begreifen	V;NFIN	V;NFIN
compreender	verstanden	compreender	verstehen	V;NFIN	V;V.PTCP
compreender	begreifen	compreender	begreifen	V;NFIN	V;NFIN
compreender	verstehen	compreender	verstehen	V;NFIN	V;NFIN
acidentes	unfall	acidente	unfall	N;MASC;PL	N
continha	enthaltenen	conter	enthalten	V;IND;SG;3;IPFV;FIN	V;NFIN
continha	enthalten	conter	enthalten	V;IND;SG;3;IPFV;FIN	V;NFIN
realizando	durchführen	realizar	durchfahren|durchführen	V;V.MSDR	V;NFIN
raro	seltener	raro	selten	ADJ;MASC;SG	ADJ
raro	selten	raro	selten	ADJ;MASC;SG	ADJ
raro	seltenes	raro	selten	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
raro	seltenheit	raro	seltenheit	ADJ;MASC;SG	ADJ
caracterizado	vorgestellt	caracterizado	vorstellen	V;MASC;SG;V.PTCP	V;V.PTCP
caracterizado	präsentiert	caracterizado	präsentieren	V;MASC;SG;V.PTCP	V;V.PTCP
caracterizado	charakterisiert	caracterizado	charakterisieren	V;MASC;SG;V.PTCP	V;V.PTCP
gótico	goth	gótico	goth	ADJ;MASC;SG	ADJ
gótico	gotischen	gótico	gotisch	ADJ;MASC;SG	ADJ
atacou	attackiert	atacar	attackieren	V;IND;SG;3;PST;FIN	V;V.PTCP
atacou	überfallen	atacar	überfallen	V;IND;SG;3;PST;FIN	V;V.PTCP
atacou	angegriffen	atacar	angreifen	V;IND;SG;3;PST;FIN	V;V.PTCP
normais	normaler	normal	normal	ADJ;MASC;PL	ADJ
normais	normale	normal	normal	ADJ;MASC;PL	ADJ;NOM;FEM;PL
normais	normalen	normal	normal	ADJ;MASC;PL	ADJ
normais	normal	normal	normal	ADJ;MASC;PL	ADJ
coragem	mut	coragem	mut	N;FEM;SG	N
coragem	mut	coragem	mut	N;FEM;SG	N
atitudes	haltungen	atitude	haltung	N;FEM;PL	N;NOM;FEM;PL
vantagens	sozialleistungen	vantagem	sozialleistungen	N;FEM;PL	N;NOM;FEM;PL
vantagens	vergünstigungen	vantagem	vergünstigung	N;FEM;PL	N;NOM;FEM;PL
vantagens	vergünstigungen	vantagem	vergünstigung	N;FEM;PL	N;NOM;FEM;PL
ilegal	illegal	ilegal	illegal	ADJ;MASC;SG	ADJ
ilegal	illegales	ilegal	illegal	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ilegal	unrechtmäßig	ilegal	unrechtmäßig	ADJ;MASC;SG	ADJ
ilegal	rechtswidrig	ilegal	rechtswidrig	ADJ;MASC;SG	ADJ
sugeriu	vorschlug	sugerir	vorschlagen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sugeriu	vorgeschlagen	sugerir	vorschlagen	V;IND;SG;3;PST;FIN	V;V.PTCP
sugeriu	schlug	sugerir	schlagen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sugeriu	empfohlen	sugerir	empfehlen	V;IND;SG;3;PST;FIN	V;V.PTCP
mudado	änderte	mudar	ändern	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
mudado	geändert	mudar	ändern	V;MASC;SG;V.PTCP	V;V.PTCP
mudado	verändert	mudar	verändern	V;MASC;SG;V.PTCP	V;V.PTCP
intenso	intensives	intenso	intensiv	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
intenso	intensiver	intenso	intensiv	ADJ;MASC;SG	ADJ
intenso	intensiv	intenso	intensiv	ADJ;MASC;SG	ADJ
intenso	intensiven	intenso	intensiv	ADJ;MASC;SG	ADJ
intenso	intensiver	intenso	intensiv	ADJ;MASC;SG	ADJ
intenso	intensiv	intenso	intensiv	ADJ;MASC;SG	ADJ
intenso	heftig	intenso	heftig	ADJ;MASC;SG	ADJ
intenso	intensiven	intenso	intensiv	ADJ;MASC;SG	ADJ
adquirir	erwerben	adquirir	erwerben	V;NFIN	V;NFIN
trilhas	wanderwege	trilha	wanderweg	N;FEM;PL	N;NOM;PL
trilhas	gleise	trilha	gleis	N;FEM;PL	N
gerando	erzeugen	gerar	erzeugen	V;V.MSDR	V;NFIN
gerando	generieren	gerar	generieren	V;V.MSDR	V;NFIN
assistir	beobachten	assistir	beobachten	V;NFIN	V;NFIN
assistir	ansehen	assistir	ansehen	V;NFIN	V;NFIN
assistir	anschauen	assistir	anschauen	V;NFIN	V;NFIN
expandir	erweitern	expandir	erweitern	V;NFIN	V;NFIN
expandir	vergrößern	expandir	vergrößern	V;NFIN	V;NFIN
expandir	expandieren	expandir	expandieren	V;NFIN	V;NFIN
existiu	existierte	existir	existieren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
existiu	bestanden	existir	bestehen	V;IND;SG;3;PST;FIN	V;V.PTCP
area	fläche	area	fläche	N;FEM;SG	N;NOM;FEM;SG
impede	beugt	impedir	beugen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
impede	verhindert	impedir	verhindern	V;IND;SG;3;PRS;FIN	V;V.PTCP
impede	hindert	impedir	hindern	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assalto	angriff	assalto	angreifen	N;MASC;SG	N
assalto	anschlag	assalto	anschlagen	N;MASC;SG	N;SG
assalto	raub	assalto	raub	N;MASC;SG	N
favoráveis	günstige	favorável	günstig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
favoráveis	günstig	favorável	günstig	ADJ;MASC;PL	ADJ
favoráveis	günstigen	favorável	günstig	ADJ;MASC;PL	ADJ
favoráveis	günstig	favorável	günstig	ADJ;MASC;PL	ADJ
favoráveis	günstigen	favorável	günstig	ADJ;MASC;PL	ADJ
fêmeas	weibchen	fêmea	weibchen	N;FEM;PL	N;NOM;FEM;PL
trens	züge	trem	züg	N;MASC;PL	N;NOM;MASC;PL
trens	eisenbahnen	trem	eisenbahnen	N;MASC;PL	N;NOM;FEM;PL
apareceram	erschienen	aparecer	erscheinen	V;IND;PL;3;FIN	V;V.PTCP
abraço	umarmung	abraço	umarmung	N;MASC;SG	N;SG
abraço	umarmung	abraço	umarmung	N;MASC;SG	N;SG
copas	herzens	copa	herzens	N;FEM;PL	N;NOM;NEUT;PL
vestido	angezogen	vestir	anziehen	V;MASC;SG;V.PTCP	V;V.PTCP
muralhas	wände	muralha	wanden	N;FEM;PL	N;NOM;PL
barragem	staudamm	barragem	staudamm	N;FEM;SG	N;SG
barragem	stausee	barragem	stausen	N;FEM;SG	N;SG
informar	informieren	informar	informieren	V;NFIN	V;NFIN
identificado	etikettiert	identificar	etikettieren	V;MASC;SG;V.PTCP	V;V.PTCP
identificado	identifizierte	identificar	identifizieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
identificado	identifiziert	identificar	identifizieren	V;MASC;SG;V.PTCP	V;V.PTCP
delegação	abordnung	delegação	abordnung	N;FEM;SG	N;FEM;SG
expresso	ausdrücken	expresso	ausdrücken	V;MASC;SG;V.PTCP	V;NFIN
expresso	drückte	expresso	drücken	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
expresso	ausgedrückt	expresso	ausdrücken	V;MASC;SG;V.PTCP	V;V.PTCP
human	mensch	human	mensch	N;MASC;SG	N;SG
precipitação	ausscheidung	precipitação	ausscheidung	N;FEM;SG	N;NOM;FEM;SG
produzindo	produzieren	produzir	produzieren	V;V.MSDR	V;NFIN
corda	seile	corda	seil	N;FEM;SG	N;NOM
ritual	ritual	ritual	ritual	N;MASC;SG	N;NOM;SG
procurou	suchte	procurar	suchen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
procurou	gesucht	procurar	suchen	V;IND;SG;3;PST;FIN	V;V.PTCP
procurou	durchsucht	procurar	durchsuchen	V;IND;SG;3;PST;FIN	V;V.PTCP
procurou	suchte	procurar	suchen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
procurou	gesucht	procurar	suchen	V;IND;SG;3;PST;FIN	V;V.PTCP
concluir	beenden	concluir	beenden	V;NFIN	V;NFIN
concluir	fertigstellen	concluir	fertigstellen	V;NFIN	V;NFIN
teto	dach	teto	dach	N;MASC;SG	N;NOM;NEUT;SG
cozinha	küche	cozinha	küchen	N;FEM;SG	N;NOM;FEM;SG
cozinha	küche	cozinha	küchen	N;FEM;SG	N;NOM;FEM;SG
introduziu	vorgestellt	introduzir	vorstellen	V;IND;SG;3;PST;FIN	V;V.PTCP
introduziu	eingeführt	introduzir	einführen	V;IND;SG;3;PST;FIN	V;V.PTCP
explorar	erkunden	explorar	erkinden	V;NFIN	V;NFIN
explorar	erforschen	explorar	erforschen	V;NFIN	V;NFIN
explorar	entdecken	explorar	entdecken	V;NFIN	V;NFIN
explorar	erkunden	explorar	erkinden	V;NFIN	V;NFIN
explorar	erforschen	explorar	erforschen	V;NFIN	V;NFIN
explorar	entdecke	explorar	entdecken	V;NFIN	V;IND;SG;3;PRS;FIN
comer	fressen	comer	freß	V;NFIN	V;NFIN
comer	essen	comer	essen	V;NFIN	V;NFIN
comer	esse	comer	esse	V;NFIN	V;IND;SG;3;PRS;FIN
comer	isst	comer	essen	V;NFIN	V;IND;SG;3;PRS;FIN
comer	essen	comer	essen	V;NFIN	V;NFIN
comer	fressen	comer	freß	V;NFIN	V;NFIN
mísseis	raketen	míssil	raket	N;MASC;PL	N;PL
dívida	verschuldung	dívida	verschuldung	N;FEM;SG	N;NOM;FEM;SG
complementar	komplementär	complementar	komplementär	ADJ;MASC;SG	ADJ
complementar	komplementär	complementar	komplementär	ADJ;MASC;SG	ADJ
complementar	ergänzung	complementar	Ergänzung	ADJ;MASC;SG	ADJ
complementar	zusätzliches	complementar	zusätzlich	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
definidos	definiert	definir	definieren	V;MASC;PL;V.PTCP	V;V.PTCP
definidos	definierten	definir	definiert	V;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
raças	rassen	raça	rassen	N;FEM;PL	N;NOM;PL
raças	rassen	raça	rassen	N;FEM;PL	N;NOM;PL
únicas	einmalig	único	einmalig	ADJ;FEM;PL	ADJ
únicas	einmalige	único	einmalig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
únicas	einzigartige	único	einzigartig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
únicas	einzigartig	único	einzigartig	ADJ;FEM;PL	ADJ
únicas	einzigartigen	único	einzigartig	ADJ;FEM;PL	ADJ
amar	lieben	amar	lieben	V;NFIN	V;FIN
fio	drähte	fio	drähen	N;MASC;SG	N;NOM;SG
aparelhos	apparate	aparelho	apparat	N;MASC;PL	N;NOM;FEM;PL
aparelhos	geräte	aparelho	geräten	N;MASC;PL	N;NOM;NEUT;PL
aparelhos	apparate	aparelho	apparat	N;MASC;PL	N;NOM;FEM;PL
aparelhos	geräte	aparelho	geräten	N;MASC;PL	N;NOM;NEUT;PL
sabor	aroma	sabor	aroma	N;MASC;SG	N;SG
sabor	aroma	sabor	aroma	N;MASC;SG	N;SG
negativo	negativen	negativo	negativ	ADJ;MASC;SG	ADJ
negativo	negatives	negativo	negativ	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
negativo	negativer	negativo	negativ	ADJ;MASC;SG	ADJ
negativo	negativ	negativo	negativ	ADJ;MASC;SG	ADJ
causado	verursachte	causar	verursachen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
causado	hervorgerufen	causar	hervorrufen	V;MASC;SG;V.PTCP	V;V.PTCP
causado	verursacht	causar	verursachen	V;MASC;SG;V.PTCP	V;V.PTCP
protestantes	demonstranten	protestante	demonstrant	N;MASC;PL	N;NOM;PL
protestantes	demonstranten	protestante	demonstrant	N;MASC;PL	N;NOM;PL
cantada	gesungen	cantar	singen	V;FEM;SG;V.PTCP	V;V.PTCP
bonita	hübsch	bonito	hübsch	ADJ;FEM;SG	ADJ
bonita	hübschen	bonito	hübschen	ADJ;FEM;SG	ADJ
passe	bestanden	passar	bestehen	V;SBJV;SG;3;PRS;FIN	V;V.PTCP
passe	weitergeben	passar	weitergeben	V;SBJV;SG;3;PRS;FIN	V;NFIN
passe	übergeben	passar	übergeben	V;SBJV;SG;3;PRS;FIN	V;V.PTCP
passe	vergehen	passar	vergehen	V;SBJV;SG;3;PRS;FIN	V;V.PTCP
juízes	richtern	juíz	richtern	N;MASC;PL	N;PL
entende	verstehe	entender	verstehen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entende	versteht	entender	verstehen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entende	verstehen	entender	verstehen	V;IND;SG;3;PRS;FIN	V;NFIN
entende	verstehe	entender	verstehen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entende	begreifen	entender	begreifen	V;IND;SG;3;PRS;FIN	V;NFIN
entende	verstanden	entender	verstehen	V;IND;SG;3;PRS;FIN	V;V.PTCP
responde	antworte	responder	antworte	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	antworten	responder	antworten	V;IND;SG;3;PRS;FIN	V;NFIN
responde	beantwortung	responder	beantwortung	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	antworte	responder	antworte	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	antworten	responder	antworten	V;IND;SG;3;PRS;FIN	V;NFIN
responde	beantwortung	responder	beantwortung	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	antworte	responder	antworte	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	reagieren	responder	reagieren	V;IND;SG;3;PRS;FIN	V;NFIN
gardens	parkanlagen	gardem	parkanlagen	N;MASC;PL	N;NOM;FEM;PL
segura	sicher	seguro	sicher	ADJ;FEM;SG	ADJ
segura	sicher	seguro	sicher	ADJ;FEM;SG	ADJ
introduzida	vorgestellt	introduzir	vorstellen	V;FEM;SG;V.PTCP	V;V.PTCP
introduzida	eingeführt	introduzir	einführen	V;FEM;SG;V.PTCP	V;V.PTCP
falcão	falken	falcão	falken	N;MASC;SG	N
falcão	falken	falcão	falken	N;MASC;SG	N
capturar	einfangen	capturar	einfangen	V;NFIN	V;NFIN
capturar	erfassen	capturar	erfassen	V;NFIN	V;NFIN
capturar	einfangen	capturar	einfangen	V;NFIN	V;NFIN
capturar	erfassen	capturar	erfassen	V;NFIN	V;NFIN
gerenciamento	geschäftsführung	gerenciamento	geschäftsführung	N;MASC;SG	N;NOM;FEM;SG
gerenciamento	unternehmensführung	gerenciamento	unternehmensführung	N;MASC;SG	N;NOM;FEM;SG
formados	gegründet	formar	gründen	V;MASC;PL;V.PTCP	V;V.PTCP
formados	gebildet	formar	bilden	V;MASC;PL;V.PTCP	V;V.PTCP
formados	geformt	formar	formen	V;MASC;PL;V.PTCP	V;V.PTCP
financiamento	finanzierung	financiamento	finanzierung	N;MASC;SG	N;NOM;FEM;SG
financiamento	finanzierung	financiamento	finanzierung	N;MASC;SG	N;NOM;FEM;SG
protesto	einwände	protesto	einwände	N;MASC;SG	N
protesto	einspruch	protesto	einspruch	N;MASC;SG	N
protesto	protest	protesto	protest	N;MASC;SG	N
protesto	einspruch	protesto	einspruch	N;MASC;SG	N
fugiu	geflüchtet	fugir	flüchten	V;IND;SG;3;PST;FIN	V;V.PTCP
fugiu	abgehauen	fugir	abhauen	V;IND;SG;3;PST;FIN	V;V.PTCP
fugiu	entkam	fugir	entkommen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fugiu	entkommen	fugir	entkommen	V;IND;SG;3;PST;FIN	V;NFIN
fugiu	geflohen	fugir	fliehen	V;IND;SG;3;PST;FIN	V;V.PTCP
fugiu	geflüchtet	fugir	flüchten	V;IND;SG;3;PST;FIN	V;V.PTCP
fugiu	floh	fugir	fliehen	V;IND;SG;3;PST;FIN	V;IND;SG;3;FIN
fugiu	geflohen	fugir	fliehen	V;IND;SG;3;PST;FIN	V;V.PTCP
burocratas	bürokraten	burocrata	bürokraten	N;MASC;PL	N;PL
burocratas	bürokraten	burocrata	bürokraten	N;MASC;PL	N;PL
pensando	denken	pensar	denken	V;V.MSDR	V;NFIN
pensando	nachdenken	pensar	nachdenken	V;V.MSDR	V;NFIN
pensando	denken	pensar	denken	V;V.MSDR	V;NFIN
geográfico	geographisch	geográfico	geographisch	ADJ;MASC;SG	ADJ
geográfico	räumlich	geográfico	räumlich	ADJ;MASC;SG	ADJ
geográfico	geografischen	geográfico	geografisch	ADJ;MASC;SG	ADJ
geográfico	geografischen	geográfico	geografisch	ADJ;MASC;SG	ADJ
geográfico	geographisch	geográfico	geographisch	ADJ;MASC;SG	ADJ
classificadas	eingestuft	classificar	einstufen	V;FEM;PL;V.PTCP	V;V.PTCP
ama	lieben	amar	lieben	V;IND;SG;3;PRS;FIN	V;FIN
ama	liebt	amar	lieben	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fiável	zuverlässiger	fiável	zuverlässig	ADJ;MASC;SG	ADJ
fiável	zuverlässig	fiável	zuverlässig	ADJ;MASC;SG	ADJ
fiável	verlässlich	fiável	verlässlich	ADJ;MASC;SG	ADJ
protegido	abgeschirmt	proteger	abschirmen	V;MASC;SG;V.PTCP	V;V.PTCP
concedida	gewährte	conceder	gewährt	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
concedida	bewilligt	conceder	bewilligen	V;FEM;SG;V.PTCP	V;V.PTCP
concedida	gewährt	conceder	gewähren|währen	V;FEM;SG;V.PTCP	V;V.PTCP
concedida	erteilt	conceder	erteilen	V;FEM;SG;V.PTCP	V;V.PTCP
concedida	stattgegeben	conceder	stattgeben	V;FEM;SG;V.PTCP	V;V.PTCP
institucional	institutionell	institucional	institutionell	ADJ;MASC;SG	ADJ
institucional	institutioneller	institucional	institutionell	ADJ;MASC;SG	ADJ
institucional	institutionellen	institucional	institutionell	ADJ;MASC;SG	ADJ
prato	gericht	prato	ringen	N;MASC;SG	N;NOM;SG
prato	bleche	prato	blechen	N;MASC;SG	N;NOM
mixagem	vermischung	mixagem	vermischung	N;FEM;SG	N;SG
difusão	verbreitung	difusão	verbreitung	N;FEM;SG	N;NOM;FEM;SG
difusão	ausstrahlung	difusão	ausstrahlung	N;FEM;SG	N;NOM;FEM;SG
difusão	verbreitung	difusão	verbreitung	N;FEM;SG	N;NOM;FEM;SG
tributo	ehrung	tributo	ehrung	N;MASC;SG	N;SG
muro	wand	muro	wand	N;MASC;SG	N;NOM;FEM;SG
fraco	schwachen	fraco	schwachen	ADJ;MASC;SG	ADJ
fraco	schwach	fraco	schwach	ADJ;MASC;SG	ADJ
fraco	schwacher	fraco	schwach	ADJ;MASC;SG	ADJ
dezesseis	sechzehn	dezessel	sechzehn	NUM	NUM
demonstrou	zeigte	demonstrar	zeigen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
demonstrou	demonstriert	demonstrar	demonstrieren	V;IND;SG;3;PST;FIN	V;V.PTCP
demonstrou	nachgewiesen	demonstrar	nachweisen	V;IND;SG;3;PST;FIN	V;V.PTCP
demonstrou	bewiesen	demonstrar	beweisen	V;IND;SG;3;PST;FIN	V;V.PTCP
demonstração	nachweis	demonstração	nachweis	N;FEM;SG	N
demonstração	demonstration	demonstração	demonstration	N;FEM;SG	N;NOM;SG
demonstração	vorführung	demonstração	vorführung	N;FEM;SG	N;FEM;SG
demonstração	kundgebung	demonstração	kundgebung	N;FEM;SG	N;SG
faculdades	fachhochschulen	faculdade	fachhochschulen	N;FEM;PL	N;NOM;FEM;PL
faculdades	hochschulen	faculdade	hochschulen	N;FEM;PL	N;NOM;FEM;PL
faculdades	universitäten	faculdade	universitäten	N;FEM;PL	N;NOM;PL
faculdades	fakultäten	faculdade	fakultät	N;FEM;PL	N;PL
comandos	steuerungen	comando	steuerung	N;MASC;PL	N;NOM;FEM;PL
recomendação	empfehlung	recomendação	empfehlung	N;FEM;SG	N;NOM;FEM;SG
coberto	erfaßt	cobrir	erfaßen	V;MASC;SG;V.PTCP	V;V.PTCP
coberto	gedeckt	cobrir	decken	V;MASC;SG;V.PTCP	V;V.PTCP
coberto	abgedeckt	cobrir	abdecken	V;MASC;SG;V.PTCP	V;V.PTCP
coberto	abgesichert	cobrir	absichern	V;MASC;SG;V.PTCP	V;V.PTCP
conspiração	fläche	conspiração	fläche	N;FEM;SG	N;NOM;FEM;SG
conspiração	zeichnung	conspiração	zeichnung	N;FEM;SG	N;NOM;FEM;SG
conspiração	verschwörung	conspiração	verschwörung	N;FEM;SG	N;NOM;FEM;SG
conspiração	komplott	conspiração	komplott	N;FEM;SG	N;SG
justificar	rechtfertigt	justificar	rechtfertigen	V;NFIN	V;IND;SG;3;PRS;FIN
justificar	rechtfertigen	justificar	rechtfertigen	V;NFIN	V;NFIN
justificar	begründen	justificar	begründen	V;NFIN	V;NFIN
concorrentes	kandidaten	concorrente	kandidat	N;MASC;PL	N;NOM;PL
bibliotecas	bibliotheken	biblioteca	bibliothek	N;FEM;PL	N
triste	traurig	triste	traurig	ADJ;MASC;SG	ADJ
triste	betrübt	triste	betrüben	ADJ;MASC;SG	ADJ
doente	krank	doente	krank	ADJ;MASC;SG	ADJ
doente	geduldig	doente	geduldig	ADJ;MASC;SG	ADJ
doente	geduld	doente	geduld	ADJ;MASC;SG	ADJ
doente	krank	doente	krank	ADJ;MASC;SG	ADJ
doente	kranker	doente	krank	ADJ;MASC;SG	ADJ
representações	darstellungen	representação	darstellingen	N;FEM;PL	N;NOM;FEM;PL
representações	vertretungen	representação	vertretungen	N;FEM;PL	N;NOM;FEM;PL
representações	darstellungen	representação	darstellingen	N;FEM;PL	N;NOM;FEM;PL
bonito	hübscher	bonito	hübscher	ADJ;MASC;SG	ADJ
bonito	gutaussehend	bonito	gutaussehend	ADJ;MASC;SG	ADJ
bonito	attraktiv	bonito	attraktiv	ADJ;MASC;SG	ADJ
bonito	hübsch	bonito	hübsch	ADJ;MASC;SG	ADJ
bonito	hübschen	bonito	hübschen	ADJ;MASC;SG	ADJ
escândalo	skandal	escândalo	skandal	N;MASC;SG	N
absolutamente	absolut	absolutamente	absolut	ADV	ADV
absolutamente	unbedingt	absolutamente	unbedingt	ADV	ADV
interessado	interessiert	interessado	interessieren	ADJ;MASC;SG	ADJ
golpes	schläge	golpes	schläg	N;MASC;PL	N;NOM;FEM;PL
vigilância	überwachung	vigilância	überwachung	N;FEM;SG	N;SG
óbvio	offensichtlichen	óbvio	offensichtlich	ADJ;MASC;SG	ADJ
óbvio	offensichtlicher	óbvio	offensichtlich	ADJ;MASC;SG	ADJ
óbvio	offensichtlich	óbvio	offensichtlich	ADJ;MASC;SG	ADJ
feiras	ausstellungen	feira	ausstellingen	N;FEM;PL	N;NOM;FEM;PL
feiras	ausstellungen	feira	ausstellingen	N;FEM;PL	N;NOM;FEM;PL
equações	gleichungen	equação	gleichung	N;FEM;PL	N;NOM;FEM;PL
regressou	kehrte	regressar	kehren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
regressou	zurückgekehrt	regressar	zurückkehren	V;IND;SG;3;PST;FIN	V;V.PTCP
regressou	zurückgegeben	regressar	zurückgeben	V;IND;SG;3;PST;FIN	V;V.PTCP
regressou	zurückgeschickt	regressar	zurückschicken	V;IND;SG;3;PST;FIN	V;V.PTCP
trabalhado	gearbeitet	trabalhar	arbeiten	V;MASC;SG;V.PTCP	V;V.PTCP
trabalhado	arbeitete	trabalhar	arbeiten	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
tiros	schüsse	tiro	schüß	N;MASC;PL	N;NOM;FEM;PL
tiros	schüsse	tiro	schüß	N;MASC;PL	N;NOM;FEM;PL
tiros	schüsse	tiro	schüß	N;MASC;PL	N;NOM;FEM;PL
géneros	gattungen	género	gattung	N;MASC;PL	N;NOM;FEM;PL
géneros	gattungen	género	gattung	N;MASC;PL	N;NOM;FEM;PL
géneros	genres	género	gen	N;MASC;PL	N;NOM;NEUT;PL
compor	komponieren	compor	komponieren	V;NFIN	V;NFIN
compor	zusammenstellen	compor	zusammenstellen	V;NFIN	V;NFIN
compor	verfassen	compor	verfassen	V;NFIN	V;NFIN
compor	komponieren	compor	komponieren	V;NFIN	V;NFIN
aprendeu	lernte	aprender	lernen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
aprendeu	gelernt	aprender	lernen	V;IND;SG;3;PST;FIN	V;V.PTCP
aprendeu	erlernte	aprender	erlernen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
aprendeu	lernte	aprender	lernen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
aprendeu	gelernt	aprender	lernen	V;IND;SG;3;PST;FIN	V;V.PTCP
aprendeu	erlernte	aprender	erlernen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
aprendeu	erlernt	aprender	erlernen	V;IND;SG;3;PST;FIN	V;V.PTCP
alcançado	erreicht	alcançar	erreichen	V;MASC;SG;V.PTCP	V;V.PTCP
alcançado	erreichte	alcançar	erreichen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
alcançado	erzielt	alcançar	erzielen	V;MASC;SG;V.PTCP	V;V.PTCP
alcançado	erreicht	alcançar	erreichen	V;MASC;SG;V.PTCP	V;V.PTCP
alcançado	erreichte	alcançar	erreichen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
multidão	menge	multidão	mengen	N;FEM;SG	N;NOM;FEM;SG
resolvido	geklärt	resolver	klären	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	entschlossen	resolver	entschlossen	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	behoben	resolver	beheben	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	gelöst	resolver	lösen	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	aufgelöst	resolver	auflösen	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	aufgeklärt	resolver	auflären	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	behoben	resolver	beheben	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	gelöst	resolver	lösen	V;MASC;SG;V.PTCP	V;V.PTCP
resolvido	beseitigt	resolver	beseitigen	V;MASC;SG;V.PTCP	V;V.PTCP
lane	spur	lane	spur	N;MASC;SG	N;NOM;FEM;SG
completos	komplette	completo	komplett	ADJ;MASC;PL	ADJ;NOM;FEM;PL
completos	vollständig	completo	vollständig	ADJ;MASC;PL	ADJ
