על	despre	על	despre	ADP	ADP;ACC
דגים	pesti	דג	pesti	N;MASC;PL	N;INDF;MASC;PL
דגים	pești	דג	pești	N;MASC;PL	N;INDF;MASC;PL
גזע	rasa	גזע	rasă	N;MASC;SG	N;DEF;FEM;SG
גזע	rasa	גזע	rasă	N;MASC;SG	N;DEF;FEM;SG
גזע	cursa	גזע	cursă	N;MASC;SG	N;DEF;FEM;SG
גזע	cursă	גזע	cursă	N;MASC;SG	N;INDF;FEM;SG
תרומה	donare	תרומה	donare	N;FEM;SG	N;INDF;FEM;SG
תרומה	donatie	תרומה	donatie	N;FEM;SG	N;INDF;FEM;SG
תרומה	contributie	תרומה	contributie	N;FEM;SG	N;INDF;FEM;SG
תרומה	contribuția	תרומה	contribuție	N;FEM;SG	N;DEF;FEM;SG
תרומה	contribuție	תרומה	contribuție	N;FEM;SG	N;INDF;FEM;SG
שרי	sherry	שר	sherry		
שרי	sheri	שר	sheri		
השראה	inspirație	השראה	inspirație	N;FEM;SG	N;INDF;FEM;SG
השראה	inspiratie	השראה	inspiratie	N;FEM;SG	N;INDF;FEM;SG
מסגרת	cadrul	מסגרת	cadru	N;FEM;SG	N;DEF;MASC;SG
מסגרת	cadru	מסגרת	cadru	N;FEM;SG	N;INDF;MASC;SG
מסגרת	rama	מסגרת	ramă	N;FEM;SG	N;DEF;FEM;SG
מסגרת	ramă	מסגרת	ramă	N;FEM;SG	N;INDF;FEM;SG
שירותים	servicii	שירות	serviciu	N;MASC;PL	N;INDF;FEM;PL
שירותים	toaletele	שירות	toaletă	N;MASC;PL	N;DEF;FEM;PL
שירותים	toalete	שירות	toaletă	N;MASC;PL	N;INDF;FEM;PL
מכשיר	dispozitivul	מכשיר	dispozitiv	N;MASC;SG	N;DEF;MASC;SG
מכשיר	dispozitiv	מכשיר	dispozitiv	N;MASC;SG	N;INDF;MASC;SG
ספורטאים	sportivii	ספורטאי	sportiv	N;MASC;PL	N;DEF;MASC;PL
ספורטאים	sportivi	ספורטאי	sportiv	N;MASC;PL	N;INDF;MASC;PL
נוהג	conducând	נהג	conduce	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
סחר	tranzacționare	סחר	tranzacționare	N;MASC;SG	N;INDF;FEM;SG
חוות	ferma	חווה	fermă	N;FEM;SG	N;DEF;FEM;SG
חוות	fermă	חווה	fermă	N;FEM;SG	N;INDF;FEM;SG
הרגלים	obiceiuri	הרגל	obicei	N;MASC;PL	N;INDF;FEM;PL
הרגלים	obiceiurile	הרגל	obicei	N;MASC;PL	N;DEF;FEM;PL
יעיל	eficienta	יעיל	eficient	ADJ;MASC;SG	ADJ;DEF;FEM;SG
יעיל	eficientă	יעיל	eficient	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יעיל	eficientă	יעיל	eficient	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יעיל	eficace	יעיל	eficace	ADJ;MASC;SG	ADJ
יעיל	efectivă	יעיל	efectiv	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אמון	încrederea	אמון	încredere	N;MASC;SG	N;DEF;FEM;SG
אמון	incredere	אמון	incredere	N;MASC;SG	N;INDF;FEM;SG
אמון	încredere	אמון	încredere	N;MASC;SG	N;INDF;FEM;SG
אמון	incredere	אמון	incredere	N;MASC;SG	N;INDF;FEM;SG
אמון	încredere	אמון	încredere	N;MASC;SG	N;INDF;FEM;SG
מתכת	metalul	מתכת	metal	N;FEM;SG	N;DEF;MASC;SG
מתכת	metal	מתכת	metal	N;FEM;SG	N;INDF;MASC;SG
מתכת	metalică	מתכת	metalic	N;FEM;SG	N;INDF;FEM;SG
דיווח	raport	דיווח	raport	N;MASC;SG	N;INDF;MASC;SG
דיווח	raportul	דיווח	raport	N;MASC;SG	N;DEF;MASC;SG
דיווח	raportare	דיווח	raportare	N;MASC;SG	N;INDF;FEM;SG
דיווח	raportarea	דיווח	raportare	N;MASC;SG	N;DEF;FEM;SG
נפט	petrol	נפט	petrol	N;MASC;SG	N;INDF;MASC;SG
נפט	ulei	נפט	ulei	N;MASC;SG	N;INDF;MASC;SG
נפט	petrolul	נפט	petrol	N;MASC;SG	N;DEF;MASC;SG
נפט	petrol	נפט	petrol	N;MASC;SG	N;INDF;MASC;SG
בדיקות	încercări	בדיקה	încercare	N;FEM;PL	N;INDF;FEM;PL
בדיקות	teste	בדיקה	test	N;FEM;PL	N;INDF;FEM;PL
בדיקות	testele	בדיקה	test	N;FEM;PL	N;DEF;FEM;PL
אומרת	spunând	אמר	spune	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
פעילה	activ	פעיל	activ	ADJ;FEM;SG	ADJ;INDF;MASC;SG
פעילה	activă	פעיל	activ	ADJ;FEM;SG	ADJ;INDF;FEM;SG
ללמד	predau	לימד	preda	V;NFIN;ACT	V;IND;PL;3;IPFV;FIN
ללמד	preda	לימד	preda	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
מרצה	lector	הרצה	lector	N;MASC;SG	N;INDF;MASC;SG
מרצה	servire	הרצה	servire	N;MASC;SG	N;INDF;FEM;SG
מרצה	servirea	הרצה	servire	N;MASC;SG	N;DEF;FEM;SG
שיט	navigatie	שיט	navigatie	N;MASC;SG	N;INDF;FEM;SG
דואר	mail	דואר	mail	N;MASC;SG	N;INDF;MASC;SG
דואר	posta	דואר	postă	N;MASC;SG	N;DEF;FEM;SG
דואר	poștă	דואר	poștă	N;MASC;SG	N;INDF;FEM;SG
משתנים	variabilele	משתנה	variabilă	N;MASC;PL	N;DEF;FEM;PL
משתנים	variabile	משתנה	variabilă	N;MASC;PL	N;INDF;FEM;PL
משתנים	variabilelor	משתנה	variabilă	N;MASC;PL	N;DEF;FEM;PL
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	străin	זר	străin	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	străin	זר	străin	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	străin	זר	străin	ADJ;MASC;SG	ADJ;INDF;MASC;SG
סמכות	autoritate	סמכות	autoritate	N;FEM;SG	N;INDF;FEM;SG
סמכות	autoritatea	סמכות	autoritate	N;FEM;SG	N;DEF;FEM;SG
אדמות	terenuri	אדמה	teren	N;FEM;PL	N;INDF;FEM;PL
אדמות	pământurile	אדמה	pământ	N;FEM;PL	N;DEF;FEM;PL
אדמות	meleaguri	אדמה	meleag	N;FEM;PL	N;INDF;FEM;PL
אדמות	pământuri	אדמה	pământ	N;FEM;PL	N;INDF;FEM;PL
ניסויים	experimentele	ניסוי	experiment	N;MASC;PL	N;DEF;FEM;PL
ניסויים	experimente	ניסוי	experiment	N;MASC;PL	N;INDF;FEM;PL
סיור	tour	סיור	tour	N;MASC;SG	N;INDF;MASC;SG
סיור	tur	סיור	tur	N;MASC;SG	N;INDF;MASC;SG
סיור	turul	סיור	tur	N;MASC;SG	N;DEF;MASC;SG
סיור	turneu	סיור	turneu	N;MASC;SG	N;INDF;MASC;SG
סיור	patrulă	סיור	patrulă	N;MASC;SG	N;INDF;FEM;SG
סיור	patrula	סיור	patrulă	N;MASC;SG	N;DEF;FEM;SG
סיור	patrulare	סיור	patrular	N;MASC;SG	N;INDF;FEM;SG
תנאים	termenii	תנאי	termen	N;MASC;PL	N;DEF;MASC;PL
תנאים	termeni	תנאי	termen	N;MASC;PL	N;INDF;MASC;PL
תנאים	condițiile	תנאי	condiție	N;MASC;PL	N;DEF;FEM;PL
תנאים	condiții	תנאי	condiție	N;MASC;PL	N;INDF;FEM;PL
תנאים	conditii	תנאי	conditie	N;MASC;PL	N;INDF;FEM;PL
תנאים	conditiile	תנאי	conditie	N;MASC;PL	N;DEF;FEM;PL
אמא	mama	אמא	mamă	N;FEM;SG	N;DEF;FEM;SG
אמא	mamă	אמא	mamă	N;FEM;SG	N;INDF;FEM;SG
אמא	mama	אמא	mamă	N;FEM;SG	N;DEF;FEM;SG
אמא	mamă	אמא	mamă	N;FEM;SG	N;INDF;FEM;SG
הוגן	echitabil	הוגן	echitabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מצוין	excelent	מצוין	excelent	ADJ;MASC;SG	ADJ;INDF;MASC;SG
התוכן	conținutul	התוכן	conținut	N;MASC;SG	N;DEF;MASC;SG
התוכן	continut	התוכן	continut	N;MASC;SG	N;INDF;MASC;SG
התוכן	conținut	התוכן	conținut	N;MASC;SG	N;INDF;MASC;SG
מוזיקאים	muzicieni	הוזיק	muzician	N;MASC;PL	N;INDF;MASC;PL
מוזיקאים	muzicienii	הוזיק	muziciene	N;MASC;PL	N;DEF;MASC;PL
קלאסית	clasic	קלאסי	clasic	ADV	ADV
קלאסית	clasic	קלאסי	clasic	ADV	ADV
קיר	peretele	קיר	perete	N;MASC;SG	N;DEF;MASC;SG
קיר	zid	קיר	zid	N;MASC;SG	N;INDF;MASC;SG
קיר	zidul	קיר	zid	N;MASC;SG	N;DEF;MASC;SG
קיר	perete	קיר	perete	N;MASC;SG	N;INDF;MASC;SG
שחורים	negri	שחור	negru	ADJ;MASC;PL	ADJ;INDF;MASC;PL
דומות	asemănătoare	דומה	asemănător	ADJ;FEM;PL	ADJ;INDF;FEM
דומות	similare	דומה	similar	ADJ;FEM;PL	ADJ;INDF;FEM;PL
לחקור	explorează	חקר	explora	V;NFIN;ACT	V;IND;3;PRS;FIN
לחקור	explora	חקר	explora	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לחקור	investiga	חקר	investiga	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לחקור	investighează	חקר	investighea	V;NFIN;ACT	V;IND;3;PRS;FIN
מזג	vremea	מזג	vreme	N;MASC;SG	N;DEF;FEM;SG
מזג	vreme	מזג	vreme	N;MASC;SG	N;INDF;FEM;SG
מזג	temperamentul	מזג	temperament	N;MASC;SG	N;DEF;MASC;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;INDF;MASC;SG
מזג	temperamentul	מזג	temperament	N;MASC;SG	N;DEF;MASC;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;INDF;MASC;SG
לתרום	dona	תרם	donă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לתרום	donez	תרם	donez	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לתרום	donează	תרם	dona	V;NFIN;ACT	V;IND;3;PRS;FIN
לתרום	contribuie	תרם	contribui	V;NFIN;ACT	V;IND;3;PRS;FIN
להסיר	elimină	הסיר	elimina	V;NFIN;ACT	V;IND;SG;3;PST;FIN
להסיר	scoate	הסיר	scoate	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשכנע	convinge	שכנע	convinge	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשכנע	convinge	שכנע	convinge	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
נניח	presupunând	הניח	presupune	V;PL;1;FUT;ACT	V;V.MSDR
תותחים	tunuri	תותח	tun	N;MASC;PL	N;INDF;FEM;PL
תותחים	tunurile	תותח	tun	N;MASC;PL	N;DEF;FEM;PL
חמור	măgar	חמור	măgar	N;MASC;SG	N;INDF;MASC;SG
חמור	măgar	חמור	măgar	N;MASC;SG	N;INDF;MASC;SG
שופט	judge	שופט	judge	N;MASC;SG	N;INDF;MASC;SG
שופט	judecator	שופט	judecator	N;MASC;SG	N;INDF;MASC;SG
שופט	judecător	שופט	judecător	N;MASC;SG	N;INDF;MASC;SG
שופט	arbitru	שופט	arbitru	N;MASC;SG	N;INDF;MASC;SG
שופט	arbitrul	שופט	arbitru	N;MASC;SG	N;DEF;MASC;SG
שופט	arbitru	שופט	arbitru	N;MASC;SG	N;INDF;MASC;SG
מעגל	cercul	מעגל	cerc	N;MASC;SG	N;DEF;MASC;SG
מעגל	circle	מעגל	circlu	N;MASC;SG	N;INDF;MASC;SG
מעגל	cerc	מעגל	cerc	N;MASC;SG	N;INDF;MASC;SG
שורות	rândurile	שורה	rând	N;FEM;PL	N;DEF;FEM;PL
שורות	randuri	שורה	rand	N;FEM;PL	N;INDF;FEM;PL
שורות	rânduri	שורה	rând	N;FEM;PL	N;INDF;FEM;PL
שורות	liniile	שורה	linie	N;FEM;PL	N;DEF;FEM;PL
שורות	linii	שורה	linie	N;FEM;PL	N;INDF;FEM;PL
שורות	replici	שורה	replic	N;FEM;PL	N;INDF;FEM;PL
שמח	happy	שמח	happy		
גיוס	recrutarea	גיוס	recrutare	N;MASC;SG	N;DEF;FEM;SG
גיוס	recrutare	גיוס	recrutare	N;MASC;SG	N;INDF;FEM;SG
גיוס	recrutarea	גיוס	recrutare	N;MASC;SG	N;DEF;FEM;SG
גיוס	recrutare	גיוס	recrutare	N;MASC;SG	N;INDF;FEM;SG
גיוס	schiţa	גיוס	schigă	N;MASC;SG	N;DEF;FEM;SG
גיוס	schiţă	גיוס	schiţă	N;MASC;SG	N;INDF;FEM;SG
תלמיד	studentă	תלמיד	studentă	N;MASC;SG	N;INDF;FEM;SG
תלמיד	elevă	תלמיד	elevă	N;MASC;SG	N;INDF;FEM;SG
תלמיד	elev	תלמיד	elev	N;MASC;SG	N;INDF;MASC;SG
תלמיד	student	תלמיד	student	N;MASC;SG	N;INDF;MASC;SG
בתוכו	înăuntru	בתוך	înăuntru		
עמדות	poziții	עמדה	poziție	N;FEM;PL	N;INDF;FEM;PL
עמדות	pozitii	עמדה	pozită	N;FEM;PL	N;INDF;FEM;PL
עמדות	pozițiile	עמדה	poziție	N;FEM;PL	N;DEF;FEM;PL
משימה	sarcină	משימה	sarcină	N;FEM;SG	N;INDF;FEM;SG
משימה	misiunea	משימה	misiune	N;FEM;SG	N;DEF;FEM;SG
משימה	misiune	משימה	misiune	N;FEM;SG	N;INDF;FEM;SG
אלבומים	albumele	אלבום	album	N;MASC;PL	N;DEF;FEM;PL
אלבומים	albume	אלבום	album	N;MASC;PL	N;INDF;FEM;PL
השבטים	triburile	השבט	trib	N;MASC;PL	N;DEF;FEM;PL
השבטים	triburi	השבט	trib	N;MASC;PL	N;INDF;FEM;PL
הוראות	ordinele	הוראה	ordin	N;FEM;PL	N;DEF;FEM;PL
הוראות	comenzi	הוראה	comandă	N;FEM;PL	N;INDF;FEM;PL
הוראות	instrucțiunile	הוראה	instrucțiune	N;FEM;PL	N;DEF;FEM;PL
הוראות	instrucțiuni	הוראה	instrucțiune	N;FEM;PL	N;INDF;FEM;PL
הוראות	instructiuni	הוראה	instructiune	N;FEM;PL	N;INDF;FEM;PL
כתובות	adrese	כתובת	adresă	N;FEM;PL	N;INDF;FEM;PL
כתובות	adresele	כתובת	adresă	N;FEM;PL	N;DEF;FEM;PL
מוסר	morala	מוסר	morală	N;MASC;SG	N;DEF;FEM;SG
מוסר	morala	מוסר	morală	N;MASC;SG	N;DEF;FEM;SG
מיוחדות	speciale	מיוחד	special	ADJ;FEM;PL	ADJ;INDF;FEM;PL
רופאים	medici	רופא	medic	N;MASC;PL	N;INDF;MASC;PL
רופאים	medicii	רופא	medic	N;MASC;PL	N;DEF;MASC;PL
רופאים	doctorii	רופא	doctor	N;MASC;PL	N;DEF;MASC;PL
רופאים	medicii	רופא	medic	N;MASC;PL	N;DEF;MASC;PL
רופאים	doctori	רופא	doctor	N;MASC;PL	N;INDF;MASC;PL
רופאים	doctorilor	רופא	doctor	N;MASC;PL	N;DEF;MASC;PL
רופאים	medici	רופא	medic	N;MASC;PL	N;INDF;MASC;PL
נותרה	rămase	נותר	rămâne	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
איבר	orgă	איבר	orgă	N;MASC;SG	N;INDF;FEM;SG
איבר	orga	איבר	orga	N;MASC;SG	N;DEF;FEM;SG
איבר	organ	איבר	organ	N;MASC;SG	N;INDF;MASC;SG
איבר	organul	איבר	organ	N;MASC;SG	N;DEF;MASC;SG
טכנולוגיה	tehnologie	טכנולוגיה	tehnologie	N;FEM;SG	N;INDF;FEM;SG
טכנולוגיה	tehnologia	טכנולוגיה	tehnologie	N;FEM;SG	N;DEF;FEM;SG
השפעות	efectele	השפעה	efect	N;FEM;PL	N;DEF;FEM;PL
השפעות	efecte	השפעה	efect	N;FEM;PL	N;INDF;FEM;PL
השפעות	influente	השפעה	influent	N;FEM;PL	N;INDF;FEM;PL
מדענים	cercetători	מדען	cercetător	N;MASC;PL	N;INDF;MASC;PL
הצבעות	voturile	הצבעה	vot	N;FEM;PL	N;DEF;FEM;PL
הצבעות	voturi	הצבעה	vot	N;FEM;PL	N;INDF;FEM;PL
חוג	cercul	חוג	cerc	N;MASC;SG	N;DEF;MASC;SG
חוג	circle	חוג	circlu	N;MASC;SG	N;INDF;MASC;SG
חוג	cerc	חוג	cerc	N;MASC;SG	N;INDF;MASC;SG
הזכויות	drepturile	הזכות	drept	N;FEM;PL	N;DEF;FEM;PL
הזכויות	drepturi	הזכות	drept	N;FEM;PL	N;INDF;FEM;PL
שכבות	straturi	שכבה	strat	N;FEM;PL	N;INDF;FEM;PL
מבקרים	critici	מבקר	critică	N;MASC;PL	N;INDF;MASC;PL
מבקרים	criticilor	מבקר	critică	N;MASC;PL	N;DEF;MASC;PL
מבקרים	criticii	מבקר	critică	N;MASC;PL	N;DEF;MASC;PL
מבקרים	vizitatorii	מבקר	vizitator	N;MASC;PL	N;DEF;MASC;PL
מבקרים	vizitatori	מבקר	vizitator	N;MASC;PL	N;INDF;MASC;PL
מיעוט	minoritatea	מיעוט	minoritate	N;MASC;SG	N;DEF;FEM;SG
מיעוט	minoritate	מיעוט	minoritate	N;MASC;SG	N;INDF;FEM;SG
תאוריה	teorie	תאוריה	teorie	N;FEM;SG	N;INDF;FEM;SG
תאוריה	teoria	תאוריה	teorie	N;FEM;SG	N;DEF;FEM;SG
מגדר	sexul	מגדר	sex	N;MASC;SG	N;DEF;MASC;SG
מגדר	gen	מגדר	gen	N;MASC;SG	N;INDF;MASC;SG
מגדר	sex	מגדר	sex	N;MASC;SG	N;INDF;MASC;SG
צומת	nod	צומת	nod	N;FEM;SG	N;INDF;MASC;SG
צומת	intersecţia	צומת	intersechie	N;FEM;SG	N;DEF;FEM;SG
צומת	intersectie	צומת	intersectie	N;FEM;SG	N;INDF;FEM;SG
צומת	junction	צומת	junction	N;FEM;SG	N;INDF;MASC;SG
כללים	regulile	כלל	regulă	N;MASC;PL	N;DEF;FEM;PL
כללים	reguli	כלל	regulă	N;MASC;PL	N;INDF;FEM;PL
כללים	norme	כלל	normă	N;MASC;PL	N;INDF;FEM;PL
סוכנות	agenția	סוכנות	agenție	N;FEM;SG	N;DEF;FEM;SG
סוכנות	agentie	סוכנות	agentie	N;FEM;SG	N;INDF;FEM;SG
סוכנות	agenție	סוכנות	agenție	N;FEM;SG	N;INDF;FEM;SG
סוכנות	agentia	סוכנות	agentie	N;FEM;SG	N;DEF;FEM;SG
סרטן	cancerul	סרטן	cancer	N;MASC;SG	N;DEF;MASC;SG
סרטן	cancer	סרטן	cancer	N;MASC;SG	N;INDF;MASC;SG
שיניים	dentare	שן	dentar	N;FEM;PL	N;INDF;FEM;PL
שיניים	dinți	שן	dinte	N;FEM;PL	N;INDF;MASC;PL
הפסקה	break	הפסקה	break	N;FEM;SG	N;INDF;MASC;SG
הפסקה	pauza	הפסקה	pauză	N;FEM;SG	N;DEF;FEM;SG
הפסקה	pauză	הפסקה	pauză	N;FEM;SG	N;INDF;FEM;SG
הפסקה	pauza	הפסקה	pauză	N;FEM;SG	N;DEF;FEM;SG
הפסקה	pauză	הפסקה	pauză	N;FEM;SG	N;INDF;FEM;SG
מוחלטת	absolută	מוחלט	absolut	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מרחק	distanta	מרחק	distantă	N;MASC;SG	N;DEF;FEM;SG
מרחק	distanţă	מרחק	distanţă	N;MASC;SG	N;INDF;FEM;SG
מרחק	distanța	מרחק	distanță	N;MASC;SG	N;DEF;FEM;SG
מרחק	distanță	מרחק	distanță	N;MASC;SG	N;INDF;FEM;SG
מוכרת	familiară	מוכר	familiar	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מוכרת	recunoscut	מוכר	recunoscut	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מוכרת	recunoscută	מוכר	recunoaște	ADJ;FEM;SG	ADJ;INDF;FEM;SG
אמצע	mijloc	אמצע	mijloc	N;MASC;SG	N;INDF;MASC;SG
אמצע	mijlocul	אמצע	mijloc	N;MASC;SG	N;DEF;MASC;SG
לתרגם	traduce	רתגם	traduce	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
חירום	urgenta	חירום	urgent	N;MASC;SG	N;DEF;FEM;SG
חירום	urgență	חירום	urgență	N;MASC;SG	N;INDF;FEM;SG
מעורבות	angajament	מעורבות	angajament	N;FEM;SG	N;INDF;MASC;SG
מעורבות	logodnă	מעורבות	logodnă	N;FEM;SG	N;INDF;FEM;SG
מעורבות	logodna	מעורבות	logodnă	N;FEM;SG	N;DEF;FEM;SG
מעורבות	angajamentul	מעורבות	angajament	N;FEM;SG	N;DEF;MASC;SG
מעורבות	implicare	מעורבות	implicare	N;FEM;SG	N;INDF;FEM;SG
מעורבות	implicarea	מעורבות	implicare	N;FEM;SG	N;DEF;FEM;SG
גרעין	nucleara	גרעין	nucleară	N;MASC;SG	N;DEF;FEM;SG
גרעין	nucleu	גרעין	nucleu	N;MASC;SG	N;INDF;MASC;SG
קומות	podele	קומה	podea	N;FEM;PL	N;INDF;FEM;PL
קומות	etaje	קומה	etaj	N;FEM;PL	N;INDF;FEM;PL
ציורים	desene	ציור	desen	N;MASC;PL	N;INDF;FEM;PL
ציורים	desenele	ציור	desen	N;MASC;PL	N;DEF;FEM;PL
ציורים	tablouri	ציור	tablou	N;MASC;PL	N;INDF;FEM;PL
ציורים	picturi	ציור	pictură	N;MASC;PL	N;INDF;FEM;PL
הזדמנות	sansa	הזדמנות	sansa	N;FEM;SG	N;DEF;FEM;SG
הזדמנות	șansă	הזדמנות	șansă	N;FEM;SG	N;INDF;FEM;SG
הזדמנות	oportunitatea	הזדמנות	oportunitate	N;FEM;SG	N;DEF;FEM;SG
הזדמנות	ocazie	הזדמנות	ocazie	N;FEM;SG	N;INDF;FEM;SG
הזדמנות	oportunitate	הזדמנות	oportunitate	N;FEM;SG	N;INDF;FEM;SG
התקדמות	progresul	התקדמות	progres	N;FEM;SG	N;DEF;MASC;SG
התקדמות	progres	התקדמות	progres	N;FEM;SG	N;INDF;MASC;SG
התקדמות	progress	התקדמות	progress	N;FEM;SG	N;INDF;MASC;SG
פילוסופיה	filozofia	פילוסופיה	filozofie	N	N;DEF;FEM;SG
פילוסופיה	filosofie	פילוסופיה	filosofie	N	N;INDF;FEM;SG
פילוסופיה	filozofie	פילוסופיה	filozofie	N	N;INDF;FEM;SG
פילוסופיה	filosofia	פילוסופיה	filosofie	N	N;DEF;FEM;SG
פרחים	florile	פרח	floare	N;MASC;PL	N;DEF;FEM;PL
פרחים	flori	פרח	floare	N;MASC;PL	N;INDF;FEM;PL
המקורות	originile	המקורה	origine	N;FEM;PL	N;DEF;FEM;PL
המקורות	origini	המקורה	origine	N;FEM;PL	N;INDF;FEM;PL
מסה	liturghie	מסה	liturghie	N;FEM;SG	N;INDF;FEM;SG
מסה	mass	מסה	mass	N;FEM;SG	N
מסה	masă	מסה	masă	N;FEM;SG	N;INDF;FEM;SG
מסה	masa	מסה	masă	N;FEM;SG	N;DEF;FEM;SG
רצוי	dorită	None	dorit	ADJ;MASC;SG	ADJ;INDF;FEM;SG
רצוי	dorit	None	dorit	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לסיים	termină	סיים	termina	V;NFIN;ACT	V;IND;SG;3;PST;FIN
לסיים	finalizează	סיים	finaliza	V;NFIN;ACT	V;IND;3;PRS;FIN
שולחן	tabelul	שולחן	tabel	N;MASC;SG	N;DEF;MASC;SG
שולחן	masă	שולחן	masă	N;MASC;SG	N;INDF;FEM;SG
שולחן	masa	שולחן	masă	N;MASC;SG	N;DEF;FEM;SG
שולחן	tabel	שולחן	tabel	N;MASC;SG	N;INDF;MASC;SG
ארכיון	arhiva	ארכיון	arhivă	N;MASC;SG	N;DEF;FEM;SG
ארכיון	arhivă	ארכיון	arhivă	N;MASC;SG	N;INDF;FEM;SG
ארכיון	arhiva	ארכיון	arhivă	N;MASC;SG	N;DEF;FEM;SG
ארכיון	arhivă	ארכיון	arhivă	N;MASC;SG	N;INDF;FEM;SG
גלריה	galerie	גלריה	galerie	N;FEM;SG	N;INDF;FEM;SG
גלריה	galeria	גלריה	galerie	N;FEM;SG	N;DEF;FEM;SG
גלריה	galleria	גלריה	gallerie	N;FEM;SG	N;DEF;FEM;SG
צבעים	culori	צבע	culoare	N;MASC;PL	N;INDF;FEM;PL
צבעים	culori	צבע	culoare	N;MASC;PL	N;INDF;FEM;PL
צבעים	culorile	צבע	culoare	N;MASC;PL	N;DEF;FEM;PL
שיקול	considerare	שיקול	considerare	N;MASC;SG	N;INDF;FEM;SG
חיובי	pozitiv	חיובי	pozitiv	ADJ;MASC;SG	ADJ;INDF;MASC;SG
חיובי	pozitivă	חיובי	pozitiv	ADJ;MASC;SG	ADJ;INDF;FEM;SG
חיובי	afirmativ	חיובי	afirmativ	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מערכה	actul	מערכה	act	N;FEM;SG	N;DEF;MASC;SG
מערכה	act	מערכה	act	N;FEM;SG	N;INDF;MASC;SG
ועדה	comitetul	ועדה	comitet	N;FEM;SG	N;DEF;MASC;SG
ועדה	comitet	ועדה	comitet	N;FEM;SG	N;INDF;MASC;SG
שכונות	cartierele	שכונה	cartier	N;FEM;PL	N;DEF;FEM;PL
שכונות	cartiere	שכונה	cartier	N;FEM;PL	N;INDF;FEM;PL
שכונות	cartierele	שכונה	cartier	N;FEM;PL	N;DEF;FEM;PL
שכונות	cartiere	שכונה	cartier	N;FEM;PL	N;INDF;FEM;PL
תפילה	rugăciune	תפילה	rugăciune	N;FEM;SG	N;INDF;FEM;SG
תפילה	rugăciunea	תפילה	rugăciune	N;FEM;SG	N;DEF;FEM;SG
תפילה	rugaciunea	תפילה	rugaciune	N;FEM;SG	N;DEF;FEM;SG
תפילה	rugaciune	תפילה	rugaciune	N;FEM;SG	N;INDF;FEM;SG
הנוסעים	pasageri	הנוסע	pasager	N	N;INDF;MASC;PL
הנוסעים	pasagerii	הנוסע	pasager	N	N;DEF;MASC;PL
מונחים	termenii	מונח	termen	N;MASC;PL	N;DEF;MASC;PL
מונחים	termeni	מונח	termen	N;MASC;PL	N;INDF;MASC;PL
חקירה	interogatoriul	חקירה	interogatoriu	N;FEM;SG	N;DEF;MASC;SG
חקירה	interogare	חקירה	interogare	N;FEM;SG	N;INDF;FEM;SG
חקירה	interogatoriu	חקירה	interogatoriu	N;FEM;SG	N;INDF;MASC;SG
חקירה	anchetă	חקירה	anchetă	N;FEM;SG	N;INDF;FEM;SG
חקירה	ancheta	חקירה	anchetă	N;FEM;SG	N;DEF;FEM;SG
חקירה	investigație	חקירה	investigație	N;FEM;SG	N;INDF;FEM;SG
חקירה	anchetă	חקירה	anchetă	N;FEM;SG	N;INDF;FEM;SG
חקירה	ancheta	חקירה	anchetă	N;FEM;SG	N;DEF;FEM;SG
פוליטיקה	politica	פוליטיקה	politică	N;FEM;SG	N;DEF;FEM;SG
מדד	indexul	מדד	index	N;MASC;SG	N;DEF;MASC;SG
מדד	indicele	מדד	indice	N;MASC;SG	N;DEF;MASC;SG
ממצאים	constatări	ממצא	constatare	N;MASC;PL	N;INDF;FEM;PL
ממצאים	constatările	ממצא	constatare	N;MASC;PL	N;DEF;FEM;PL
אוטומטי	automată	אוטומטי	automat	ADJ;MASC;SG	ADJ;INDF;FEM;SG
