ve	un	ve	un	CONJ	CONJ
neredeyse	teju	neredeyse	teju		
çözünürlük	rezolūcija	çözünürlük	rezolūcija	N;NOM;SG;3	N;NOM;FEM;SG
çözünürlük	izšķirtspēja	çözünürlük	izšķirtīpēja	N;NOM;SG;3	N;NOM;FEM;SG
ad	vārds	ad	vārds	N;NOM;SG;3	N;NOM;MASC;SG
ad	nosaukums	ad	nosaukums	N;NOM;SG;3	N;NOM;MASC;SG
birden	pēkšņi	birden	pēkšņi	ADV	ADV
direktör	direktors	direk	direktors	N;NOM;SG;3	N;NOM;MASC;SG
direktör	direktore	direk	direktore	N;NOM;SG;3	N;NOM;FEM;SG
direktör	režisors	direk	režisors	N;NOM;SG;3	N;NOM;MASC;SG
anne	māmiņa	anne	māmiņa	N;NOM;SG;3	N;NOM;FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;NOM;FEM;SG
anne	māte	anne	māte	N;NOM;SG;3	N;NOM;FEM;SG
anne	māmiņa	anne	māmiņa	N;NOM;SG;3	N;NOM;FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;NOM;FEM;SG
ansiklopedik	enciklopēdiskas	ansiklopedik	enciklopēdiska	ADJ	ADJ;NOM;FEM;PL
akademisi	akadēmija	akadem	akadēmija	N;NOM;SG;3	N;NOM;FEM;SG
ince	plānāks	ince	plāns	ADJ	ADJ;NOM;CMPR;MASC;SG
ince	plānas	ince	plāna	ADJ	ADJ;NOM;FEM;PL
ciddi	nopietna	ciddi	nopietna	ADJ	ADJ;NOM;FEM;SG
ciddi	nopietns	ciddi	nopietns	ADJ	ADJ;NOM;MASC;SG
ciddi	nopietnas	ciddi	nopietna	ADJ	ADJ;NOM;FEM;PL
ceza	sods	ceza	sods	N;NOM;SG;3	N;NOM;MASC;SG
ceza	sods	ceza	sods	N;NOM;SG;3	N;NOM;MASC;SG
ceza	aizturēšanas	ceza	aizturēšana	N;NOM;SG;3	N;NOM;FEM;SG
ceza	aizturēšana	ceza	aizturēšana	N;NOM;SG;3	N;NOM;FEM;SG
ceza	teikums	ceza	teikums	N;NOM;SG;3	N;NOM;MASC;SG
ceza	sods	ceza	sods	N;NOM;SG;3	N;NOM;MASC;SG
özelliği	motīvs	özellik	motīvs	N;NOM;SG;3	N;NOM;MASC;SG
özelliği	īpašība	özellik	īpašība	N;NOM;SG;3	N;NOM;FEM;SG
şampiyonlar	čempioni	şampiyon	čempionis	N;NOM;PL;3	N;NOM;MASC;PL
terk	atvaļinājums	terk	atvaļinājums	N;NOM;SG;3	N;NOM;MASC;SG
terk	atteikšanās	terk	atteikšanās	N;NOM;SG;3	N;NOM;FEM;SG
getirildi	atvedis	getir	atvedis	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sekiz	astoņas	sekiz	astoņas	NUM	NUM;NOM;FEM;PL
sekiz	astoņi	sekiz	astoņi	NUM	NUM;NOM;MASC;PL
sekiz	astoņus	sekiz	astoņi	NUM	NUM;ACC;MASC;PL
sekiz	astoņiem	sekiz	astoņi	NUM	NUM;DAT;MASC;PL
yemek	pārtika	yemek	pārtika	N;NOM;SG;3	N;NOM;FEM;SG
yemek	ēdiens	yemek	ēdiens	N;NOM;SG;3	N;NOM;MASC;SG
yemek	ēdiens	yemek	ēdiens	N;NOM;SG;3	N;NOM;MASC;SG
yemek	maltīte	yemek	maltīte	N;NOM;SG;3	N;NOM;FEM;SG
dans	deja	dans	deja	N;NOM;SG;3	N;NOM;FEM;SG
dans	dejošana	dans	dejošana	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	transportēšana	ulaşım	transportēšana	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	transports	ulaşım	transports	N;NOM;SG;3	N;NOM;MASC;SG
ulaşım	pārvadāšana	ulaşım	pārvadāšana	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	transports	ulaşım	transports	N;NOM;SG;3	N;NOM;MASC;SG
ulaşım	transportēšana	ulaşım	transportēšana	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	pārvadāšana	ulaşım	pārvadāšana	N;NOM;SG;3	N;NOM;FEM;SG
önem	svarīgums	önem	svarīgums	N;NOM;SG;3	N;NOM;MASC;SG
önem	nozīmīgums	önem	nozīmīgums	N;NOM;SG;3	N;NOM;MASC;SG
yavaş	lēna	yavaş	lēna	ADJ	ADJ;NOM;FEM;SG
yavaş	lēns	yavaş	lēns	ADJ	ADJ;NOM;MASC;SG
yavaş	viegla	yavaş	viegla	ADJ	ADJ;NOM;FEM;SG
yavaş	viegls	yavaş	viegls	ADJ	ADJ;NOM;MASC;SG
ülkeler	nācijas	ülke	nācija	N;NOM;PL;3	N;NOM;FEM;PL
ülkeler	valstis	ülke	valsts	N;NOM;PL;3	N;NOM;FEM;PL
sonuçları	rezultātus	sonuç	rezultāts	N;ACC;PL;3	N;ACC;MASC;PL
düzenleme	labot	düzenle	labot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
düzenleme	rediģēt	düzenle	rediģēt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
düzenleme	organizēt	düzenle	organizēt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
ziyaret	vizīte	ziyaret	vizīte	N;NOM;SG;3	N;NOM;FEM;SG
ziyaret	apmeklējums	ziyaret	apmeklējums	N;NOM;SG;3	N;NOM;MASC;SG
ayrıldı	atdalīta	ayrıl	atdalīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
ayrıldı	atdalīts	ayrıl	atdalīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
antlaşması	līgums	antlaşma	līgums	N;NOM;SG;3	N;NOM;MASC;SG
olimpiyat	olimpiāde	olimpiyat	olimpiāde	N;NOM;SG;3	N;NOM;FEM;SG
olimpiyat	olimpiāde	olimpiyat	olimpiāde	N;NOM;SG;3	N;NOM;FEM;SG
sen	tu	sen	tu	PRO;NOM;SG;2	PRO;NOM;SG;2
geçici	temp	geçici	temp		
yazdı	rakstīja	yaz	rakstīt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
yazdı	uzrakstīja	yaz	uzrakstīt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
silinmiş	svītrots	sil	svītrot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
önceden	iepriekš	önceden	iepriekš	ADV	ADV
önceden	agrāk	önceden	agrāk	ADV	ADV
hafif	gaišs	hafif	gaišs	ADJ	ADJ;NOM;MASC;SG
hafif	viegla	hafif	viegla	ADJ	ADJ;NOM;FEM;SG
hafif	viegls	hafif	viegls	ADJ	ADJ;NOM;MASC;SG
hafif	maiga	hafif	maiga	ADJ	ADJ;NOM;FEM;SG
hafif	vieglas	hafif	viegla	ADJ	ADJ;NOM;FEM;PL
havalimanı	lidlauku	havaliman	lidlauks	N;ACC;SG;3	N;ACC;MASC;SG
vermek	dodam	ver	dot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FH;IND;PL;1;POS;PRS;FIN;ACT
vermek	sniedzot	ver	sniegt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.CVB
lideri	vadītājs	lider	vadītājs	N;NOM;SG;3	N;NOM;MASC;SG
lideri	vadonis	lider	vadonis	N;NOM;SG;3	N;NOM;MASC;SG
lideri	leader	lider	leader	N;NOM;SG;3	N;NOM;FEM;SG
lideri	līderis	lider	līderis	N;NOM;SG;3	N;NOM;MASC;SG
toplumsal	sociāla	toplumsal	sociāla	ADJ	ADJ;NOM;FEM;SG
toplumsal	sociālie	toplumsal	sociāls	ADJ	ADJ;NOM;MASC;PL
toplumsal	sociālais	toplumsal	sociāls	ADJ	ADJ;NOM;MASC;SG
toplumsal	sociālā	toplumsal	sociāls	ADJ	ADJ;NOM;FEM;SG
toplumsal	sociāls	toplumsal	sociāls	ADJ	ADJ;NOM;MASC;SG
yazılmış	uzrakstīts	yaz	uzrakstīt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
şehirler	pilsētas	şehir	pilsēta	N;NOM;PL;3	N;NOM;FEM;PL
şehirler	pilsētas	şehir	pilsēta	N;NOM;PL;3	N;NOM;FEM;PL
kalesi	pils	kale	pils	N;NOM;SG;3	N;NOM;FEM;SG
uçak	plakne	uçak	plakne	N;NOM;SG;3	N;NOM;FEM;SG
uçak	lidmašīna	uçak	lidmašīna	N;NOM;SG;3	N;NOM;FEM;SG
uçak	lidmašīna	uçak	lidmašīna	N;NOM;SG;3	N;NOM;FEM;SG
uçak	lidmašīna	uçak	lidmašīna	N;NOM;SG;3	N;NOM;FEM;SG
gerçekten	patiesi	gerçekten	patiesi	ADV	ADV
savaşları	kari	savaş	karš	N;NOM;PL;3	N;NOM;MASC;PL
sağlamak	nodrošinot	sağla	nodrošināt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.CVB
kurucusu	dibinātāja	kurucu	dibinātāja	N;NOM;SG;3	N;NOM;FEM;SG
kurucusu	dibinātājs	kurucu	dibinātājs	N;NOM;SG;3	N;NOM;MASC;SG
yükseldi	audzis	yüksel	augt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yükseldi	pieaudzis	yüksel	pieaugt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
dağları	kalni	dağ	kalns	N;NOM;PL;3	N;NOM;MASC;PL
albümleri	albumus	albüm	albums	N;ACC;PL;3	N;ACC;MASC;PL
ilişkiler	attiecības	ilişki	attiecība	N;NOM;PL;3	N;NOM;FEM;PL
ilişkiler	attiecības	ilişki	attiecība	N;NOM;PL;3	N;NOM;FEM;PL
görüntü	attēls	görüntü	attēls	N;NOM;SG;3	N;NOM;MASC;SG
başardı	izdevās	baş	izdoties	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;REFL;PST;FIN;ACT
başardı	izdevies	baş	izdoties	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
açıkladı	izskaidrots	açıkla	izskaidrot	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
açıkladı	paskaidroja	açıkla	paskaidrot	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
bilimler	zinātnes	bilim	zinātne	N;NOM;PL;3	N;NOM;FEM;PL
hep	vienmēr	hep	vienmēr	ADV	ADV
konser	koncerts	konser	koncerts	N;NOM;SG;3	N;NOM;MASC;SG
yayımlandı	publicēts	yayımla	publicēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yayımlandı	publicēta	yayımla	publicēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
işbirliği	sadarbība	işbirliği	sadarbība	N;NOM;SG;3	N;NOM;FEM;SG
işbirliği	sadarbība	işbirliği	sadarbība	N;NOM;SG;3	N;NOM;FEM;SG
istatistikleri	atziņas	ista	atziņa	N;NOM;PL;3	N;NOM;FEM;PL
komedi	komēdija	komedi	komēdija	N;NOM;SG;3	N;NOM;FEM;SG
oyuncular	spēlētāji	oyuncu	spēlētājs	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	atskaņotāji	oyuncu	atskaņotājs	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	dalībnieki	oyuncu	dalībnieks	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	aktieri	oyuncu	aktieris	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	izpildītāji	oyuncu	izpildītājs	N;NOM;PL;3	N;NOM;MASC;PL
kullanıcılar	izmantotāji	kullanıcı	izmantotājs	N;NOM;PL;3	N;NOM;MASC;PL
kullanıcılar	lietotāji	kullanıcı	lietotājs	N;NOM;PL;3	N;NOM;MASC;PL
bizim	mūsu	biz	mēs	PRO;GEN;PL;1	PRO;GEN;PL;1
bizim	mūsu	biz	mēs	PRO;GEN;PL;1	PRO;GEN;PL;1
olaylar	incidenti	olay	incidents	N;NOM;PL;3	N;NOM;MASC;PL
olaylar	notikumi	olay	notikums	N;NOM;PL;3	N;NOM;MASC;PL
olaylar	pasākumi	olay	pasākums	N;NOM;PL;3	N;NOM;MASC;PL
cevap	atbilde	cevap	atbilde	N;NOM;SG;3	N;NOM;FEM;SG
cevap	atbilde	cevap	atbilde	N;NOM;SG;3	N;NOM;FEM;SG
cevap	reakcija	cevap	reakcija	N;NOM;SG;3	N;NOM;FEM;SG
cevap	atbilde	cevap	atbilde	N;NOM;SG;3	N;NOM;FEM;SG
manyetik	magnētisko	manyetik	magnētiska	ADJ	ADJ;ACC;MASC;SG
manyetik	magnētiskie	manyetik	magnētisks	ADJ	ADJ;NOM;MASC;PL
dilleri	valodas	dil	valoda	N;NOM;PL;3	N;NOM;FEM;PL
aksine	pretēji	aksine	pretēji	ADV	ADV
bölgesel	reģionālie	bölgesel	reģionāls	ADJ	ADJ;NOM;MASC;PL
bölgesel	reģionāla	bölgesel	reģionāla	ADJ	ADJ;NOM;FEM;SG
bölgesel	reģionālā	bölgesel	reģionāla	ADJ	ADJ;NOM;FEM;SG
bölgesel	reģionālās	bölgesel	reģionāla	ADJ	ADJ;NOM;FEM;PL
bölgesel	reģionālais	bölgesel	reģionāls	ADJ	ADJ;NOM;MASC;SG
görüş	redzamība	görüş	redzamība	N;NOM;SG;3	N;NOM;FEM;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;NOM;MASC;SG
milletler	nācijas	millet	nācija	N;NOM;PL;3	N;NOM;FEM;PL
sağladı	nodrošināta	sağla	nodrošināt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
evlilik	laulība	evlilik	laulība	N;NOM;SG;3	N;NOM;FEM;SG
imparatorluk	impērija	imparatorluk	impērija	N;NOM;SG;3	N;NOM;FEM;SG
gelişmiş	attīstījušās	geliş	attīstīties	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;REFL;PST;V.PTCP
gelişmiş	attīstījusies	geliş	attīstīties	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP
gelişmiş	attīstījies	geliş	attīstīties	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
gelişmiş	attīstīta	geliş	attīstīt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gelişmiş	attīstītas	geliş	attīstīt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gelişmiş	izstrādāti	geliş	izstrādāt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gelişmiş	izstrādāts	geliş	izstrādāt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gelişmiş	attīstītajām	geliş	attīstīt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;DAT;DEF;FEM;PL;PST;V.PTCP
gelişmiş	uzlaboti	geliş	uzlabot	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gelişmiş	uzlabota	geliş	uzlabot	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gelişmiş	uzlabots	geliş	uzlabot	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gelişmiş	uzlabojies	geliş	uzlaboties	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
gelişmiş	pastiprināta	geliş	pastiprināt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gelişmiş	uzlabots	geliş	uzlabot	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gelişmiş	paplašināti	geliş	paplašināt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
açtı	atvērts	aç	atvērts	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
açtı	atvērta	aç	atvērt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
onlar	viņi	o	viņš	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
modeli	modelis	model	modelis	N;NOM;SG;3	N;NOM;MASC;SG
modeli	modele	model	modele	N;NOM;SG;3	N;NOM;FEM;SG
modeli	paraugs	model	paraugs	N;NOM;SG;3	N;NOM;MASC;SG
gösterdi	rādīja	göster	rādīt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
gösterdi	parādīja	göster	parādīt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
akademik	akadēmiskā	akademik	akadēmiska	ADJ	ADJ;NOM;FEM;SG
akademik	akadēmiskais	akademik	akadēmisks	ADJ	ADJ;NOM;MASC;SG
istifa	iziet	istifa	iziet		
official	amatpersona	official	amatpersons	N;NOM;SG;3	N;NOM;FEM;SG
official	ierēdnis	official	ierēdnis	N;NOM;SG;3	N;NOM;MASC;SG
şarkılar	dziesmas	şarkı	dziesma	N;NOM;PL;3	N;NOM;FEM;PL
üyeler	locekļi	üye	loceklis	N;NOM;PL;3	N;NOM;MASC;PL
üyeler	dalībnieki	üye	dalībnieks	N;NOM;PL;3	N;NOM;MASC;PL
üyeler	deputāti	üye	deputāts	N;NOM;PL;3	N;NOM;MASC;PL
üyeler	biedri	üye	biedrs	N;NOM;PL;3	N;NOM;MASC;PL
katılıyorum	vienoties	kat	vienoties	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;POS;REFL;NFIN
katılıyorum	piekrist	kat	piekrist	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;POS;NFIN
çoğunluğu	vairākumu	çoğunluk	vairākums	N;ACC;SG;3	N;ACC;MASC;SG
zamanlar	laiki	zaman	laiks	N;NOM;PL;3	N;NOM;MASC;PL
akademi	akadēmija	akadem	akadēmija	N;NOM;SG;3	N;NOM;FEM;SG
uzunluk	garums	uzunluk	garums	N;NOM;SG;3	N;NOM;MASC;SG
barcelona	barselona	barcelon	barselons	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	terapija	tedavi	terapija	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	terapija	tedavi	terapija	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	ārstēšana	tedavi	ārstēšana	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	apstrāde	tedavi	apstrāde	N;NOM;SG;3	N;NOM;FEM;SG
karmaşık	sarežģīts	karmaşık	sarežģīts	ADJ	ADJ;NOM;MASC;SG
karmaşık	sarežģīta	karmaşık	sarežģīta	ADJ	ADJ;NOM;FEM;SG
karmaşık	sarežģīts	karmaşık	sarežģīts	ADJ	ADJ;NOM;MASC;SG
karmaşık	sarežģīta	karmaşık	sarežģīta	ADJ	ADJ;NOM;FEM;SG
yaşlı	vecākais	yaşlı	vecs	ADJ	ADJ;NOM;CMPR;MASC;SG
yaşlı	vecā	yaşlı	veca	ADJ	ADJ;NOM;FEM;SG
yaşlı	veca	yaşlı	veca	ADJ	ADJ;NOM;FEM;SG
yaşlı	veci	yaşlı	vecs	ADJ	ADJ;NOM;MASC;PL
yaşlı	vecs	yaşlı	vecs	ADJ	ADJ;NOM;MASC;SG
yaşlı	vecāks	yaşlı	vecāks	ADJ	ADJ;NOM;CMPR;MASC;SG
yaşlı	vecāka	yaşlı	veca	ADJ	ADJ;NOM;CMPR;FEM;SG
alanları	laukus	alan	lauks	N;ACC;PL;3	N;ACC;MASC;PL
süresi	ilgums	süre	ilgums	N;NOM;SG;3	N;NOM;MASC;SG
esnasında	laikā	esna	laiks	N;ESS;SG;3	N;ESS;MASC;SG
devletler	valstis	devlet	valsts	N;NOM;PL;3	N;NOM;FEM;PL
tour	ekskursija	tour	ekskursija	N;NOM;SG;3	N;NOM;FEM;SG
tour	tūre	tour	tūre	N;NOM;SG;3	N;NOM;FEM;SG
açıldı	atvērts	aç	atvērts	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
açıldı	atvērta	aç	atvērt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
derecesi	grāds	derece	grāds	N;NOM;SG;3	N;NOM;MASC;SG
sabah	rīts	sabah	rīts	N;NOM;SG;3	N;NOM;MASC;SG
gruplar	joslas	grup	josla	N;NOM;PL;3	N;NOM;FEM;PL
gruplar	grupas	grup	grupa	N;NOM;PL;3	N;NOM;FEM;PL
filmler	filmas	film	filma	N;NOM;PL;3	N;NOM;FEM;PL
filmler	filmas	film	filma	N;NOM;PL;3	N;NOM;FEM;PL
filmler	kino	film	kino	N;NOM;PL;3	N
hareketler	darbības	hareket	darbība	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	aktivitātes	hareket	aktivitāte	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	kustības	hareket	kustība	N;NOM;PL;3	N;NOM;FEM;PL
komitesi	komiteja	komite	komiteja	N;NOM;SG;3	N;NOM;FEM;SG
odası	kamera	oda	kamers	N;NOM;SG;3	N;NOM;FEM;SG
odası	palāta	oda	palātīt	N;NOM;SG;3	N;NOM;FEM;SG
ödüller	balvas	ödül	balva	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	godalgas	ödül	godalga	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	balvas	ödül	balva	N;NOM;PL;3	N;NOM;FEM;PL
servisi	serviss	servi	serviss	N;NOM;SG;3	N;NOM;MASC;SG
servisi	apkalpošana	servi	apkalpošana	N;NOM;SG;3	N;NOM;FEM;SG
servisi	dienests	servi	dienests	N;NOM;SG;3	N;NOM;MASC;SG
servisi	pakalpojums	servi	pakalpojums	N;NOM;SG;3	N;NOM;MASC;SG
sıcaklık	temperatūra	sıcaklık	temperatūra	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	karstums	sıcaklık	karstums	N;NOM;SG;3	N;NOM;MASC;SG
sıcaklık	siltums	sıcaklık	siltums	N;NOM;SG;3	N;NOM;MASC;SG
sıcaklık	temperatūra	sıcaklık	temperatūra	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	siltums	sıcaklık	siltums	N;NOM;SG;3	N;NOM;MASC;SG
konuk	viesis	konuk	viesis	N;NOM;SG;3	N;NOM;MASC;SG
ulaştı	sasniegts	ulaş	sasniegt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ulaştı	sasniedza	ulaş	sasniegt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
ulaştı	sasniegta	ulaş	sasniegt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
getirdi	atnesa	getir	atnest	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
getirdi	atvedis	getir	atvedis	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
getirdi	atveda	getir	atvest	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
yazılım	programmatūra	yazılım	programmatūra	N;NOM;SG;3	N;NOM;FEM;SG
karısı	sieva	karı	sieva	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matemātika	matematik	matemātika	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matemātika	matematik	matemātika	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matemātika	matematik	matemātika	N;NOM;SG;3	N;NOM;FEM;SG
evlendi	precējusies	evlen	precēties	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP
evlendi	precējies	evlen	precēties	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
yaşadı	dzīvoja	yaşa	dzīvot	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
yaşadı	dzīvojis	yaşa	dzīvot	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
takımlar	kostīmi	takım	kostīmi	N;NOM;PL;3	N;NOM;MASC;PL
takımlar	komandas	takım	komanda	N;NOM;PL;3	N;NOM;FEM;PL
teorisi	teorija	teori	teorija	N;NOM;SG;3	N;NOM;FEM;SG
harita	karte	harit	karte	N;NOM;SG;3	N;NOM;FEM;SG
değişiklikler	pārveidojumi	değişiklik	pārveidojums	N;NOM;PL;3	N;NOM;MASC;PL
değişiklikler	modifikācijas	değişiklik	modifikācija	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	izmaiņas	değişiklik	izmaiņa	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	pārmaiņas	değişiklik	pārmaiņa	N;NOM;PL;3	N;NOM;FEM;PL
işler	darbi	iş	darbs	N;NOM;PL;3	N;NOM;MASC;PL
işler	darbavietas	iş	darbavieta	N;NOM;PL;3	N;NOM;FEM;PL
ayrılmıştır	rezervēts	ayrıl	rezervēt	V;PFV;NFH;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ayrılmıştır	rezervēta	ayrıl	rezervēt	V;PFV;NFH;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
şeyler	lietas	şey	lieta	N;NOM;PL;3	N;NOM;FEM;PL
şeyler	mantas	şey	manta	N;NOM;PL;3	N;NOM;FEM;PL
otomobil	auto	otomobil	auto	N;NOM;SG;3	N
otomobil	automašīna	otomobil	automašīna	N;NOM;SG;3	N;NOM;FEM;SG
otomobil	automobilis	otomobil	automobilis	N;NOM;SG;3	N;NOM;MASC;SG
otomobil	mašīna	otomobil	mašīna	N;NOM;SG;3	N;NOM;FEM;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N
otomobil	automobiles	otomobil	automobile	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	kaste	kutu	kaste	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	aile	kutu	aile	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	kārba	kutu	kārba	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	inbox	kutu	inbox	N;NOM;SG;3	N
istiyorum	gribu	iste	gribēt	V;PROG;IND;SG;1;POS;INFM;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
kullanıldı	lietots	kullan	lietot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kullanıldı	izmantotais	kullan	izmantot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
kullanıldı	izmantots	kullan	izmantot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
