yleiset	frequentes	yleinen	frequente	ADJ;NOM;PL	ADJ;MASC;PL
rannan	praia	ranta	praia	N;GEN;SG	N;FEM;SG
nimitetty	nomeado	nimittää	nomear	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
nikita	nikita	nikita	nikita	N;NOM;SG	N;FEM;SG
tehtaat	fábricas	tehdas	fábrica	N;NOM;PL	N;FEM;PL
tehtaat	moinhos	tehdas	moinho	N;NOM;PL	N;MASC;PL
hollannissa	holanda	hollanti	holandar	N;IN+ESS;SG	N;FEM;SG
hollannissa	holland	hollanti	holland	N;IN+ESS;SG	N;MASC;SG
kilon	quilo	kilo	quilo	N;GEN;SG	N;MASC;SG
kilon	kilo	kilo	kilo	N;GEN;SG	N;MASC;SG
kaappasi	sequestrado	kaapata	sequestrar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
jokia	rios	joki	rio	N;PRT;PL	N;MASC;PL
rajattu	limitado	rajata	limitar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
rajattu	limitada	rajata	limitar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
rajattu	delimitada	rajata	delimitar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
rajattu	delimitado	rajata	delimitar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
rajattu	restrito	rajata	restringir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
julkaistut	publicados	julkaista	publicar	V;NOM;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
julkaistut	publicadas	julkaista	publicar	V;NOM;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
matkustaja	passageira	matkustaja	passageiro	N;NOM;SG	N;FEM;SG
matkustaja	passageiro	matkustaja	passageiro	N;NOM;SG	N;MASC;SG
matkustaja	traveler	matkustaja	traveler	N;NOM;SG	N;MASC;SG
matkustaja	viajante	matkustaja	viajante	N;NOM;SG	N;MASC;SG
matkustaja	viajante	matkustaja	viajante	N;NOM;SG	N;MASC;SG
romanttinen	romântico	romanttinen	romântico	ADJ;NOM;SG	ADJ;MASC;SG
romanttinen	romântica	romanttinen	romântico	ADJ;NOM;SG	ADJ;FEM;SG
tulevaisuus	futuro	tulevaisuus	futuro	N;NOM;SG	N;MASC;SG
tulevaisuus	future	tulevaisuus	future	N;NOM;SG	N;MASC;SG
tulevaisuus	futura	tulevaisuus	futuro	N;NOM;SG	N;FEM;SG
hautausmaan	cemitério	hautaus#maa	cemitério	N;GEN;SG	N;MASC;SG
madridissa	madrid	madridi	madrid	N;IN+ESS;SG	N;MASC;SG
madridissa	madri	madridi	madri	N;IN+ESS;SG	N;MASC;SG
pyyntö	solicitação	pyyntö	solicitação	N;NOM;SG	N;FEM;SG
pyyntö	pedido	pyyntö	pedido	N;NOM;SG	N;MASC;SG
rinta	peito	rinta	peito	N;NOM;SG	N;MASC;SG
rinta	tórax	rinta	tórax	N;NOM;SG	N;MASC;SG
rinta	baú	rinta	baú	N;NOM;SG	N;MASC;SG
rinta	peito	rinta	peito	N;NOM;SG	N;MASC;SG
rinta	mama	rinta	mama	N;NOM;SG	N;FEM;SG
rinta	seio	rinta	seio	N;NOM;SG	N;MASC;SG
näkökulma	perspectiva	näkö#kulma	perspectiva	N;NOM;SG	N;FEM;SG
näkökulma	perspetiva	näkö#kulma	perspetiva	N;NOM;SG	N;FEM;SG
riippuvainen	dependente	riippuvainen	dependente	ADJ;NOM;SG	ADJ;MASC;SG
sieni	fungo	sieni	fungo	N;NOM;SG	N;MASC;SG
sieni	esponja	sieni	esponja	N;NOM;SG	N;FEM;SG
sieni	cogumelo	sieni	cogumelo	N;NOM;SG	N;MASC;SG
suuruus	grandeza	suuruus	grandeza	N;NOM;SG	N;FEM;SG
suuruus	grandiosidade	suuruus	grandiosidade	N;NOM;SG	N;FEM;SG
alkoholia	álcool	alkoholi	álcool	N;PRT;SG	N;MASC;SG
alkoholia	alcool	alkoholi	alcool	N;PRT;SG	N;MASC;SG
syvyys	profundidade	syvyys	profundidade	N;NOM;SG	N;FEM;SG
wwf	wwf	wwf	wwf	N;NOM;SG	N;MASC;SG
leirin	acampamento	leiri	acampamento	N;GEN;SG	N;MASC;SG
leirin	camp	leiri	camp	N;GEN;SG	N;MASC;SG
leirin	campo	leiri	campo	N;GEN;SG	N;MASC;SG
konsertteja	concertos	konsertti	concerto	N;PRT;PL	N;MASC;PL
konsertteja	shows	konsertti	show	N;PRT;PL	N;MASC;PL
valtiomies	estadista	valtio#mies	estadista	N;NOM;SG	N;MASC;SG
omega	ómega	omega	ómega	N;NOM;SG	N;MASC;SG
omega	ômega	omega	ômega	N;NOM;SG	N;MASC;SG
omega	omega	omega	omegar	N;NOM;SG	N;MASC;SG
työkaluja	ferramentas	työ#kalu	ferramenta	N;PRT;PL	N;FEM;PL
kuuli	ouviu	kuulla	ouvir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kuuli	ouvido	kuulla	ouvir	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
näkymä	vista	näkymä	vista	N;NOM;SG	N;FEM;SG
liikkeeseen	circulação	liike	circulação	N;IN+ALL;SG	N;FEM;SG
liikkeeseen	tiragem	liike	tiragem	N;IN+ALL;SG	N;FEM;SG
liikkeeseen	emissão	liike	emissão	N;IN+ALL;SG	N;FEM;SG
sotia	guerras	sota	guerra	N;PRT;PL	N;FEM;PL
kilpailivat	competiram	kilpailla	competir	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;FIN
simpson	simpson	simpso	simpson	N;NOM;SG	N;MASC;SG
vaihtoehtoja	alternativas	vaihto#ehto	alternativa	N;PRT;PL	N;FEM;PL
vaihtoehtoja	opções	vaihto#ehto	opção	N;PRT;PL	N;FEM;PL
sisu	sisu	sisu	sisar	N;NOM;SG	N;MASC;SG
saku	saku	saku	saku	N;NOM;SG	N;MASC;SG
mahdoton	impossivel	mahdoton	impossivel	ADJ;NOM;SG	ADJ;MASC;SG
mahdoton	impossível	mahdoton	impossível	ADJ;NOM;SG	ADJ;MASC;SG
lohikäärme	dragão	lohi#käärme	dragão	N;NOM;SG	N;MASC;SG
lohikäärme	dragon	lohi#käärme	dragon	N;NOM;SG	N;MASC;SG
kalojen	peixes	kala	peixe	N;GEN;PL	N;MASC;PL
videoita	vídeos	video	vídeo	N;PRT;PL	N;MASC;PL
videoita	videos	video	video	N;PRT;PL	N;MASC;PL
verrata	comparar	verrata	comparar	V;SG;NFIN;ACT	V;NFIN
oltu	sido	olla	ser	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
shakespearen	shakespeare	shake#speari	shakespeare	N;GEN;SG	N;MASC;SG
tilojen	explorações	tila	exploração	N;GEN;PL	N;FEM;PL
rannikko	litoral	rannikko	litoral	N;NOM;SG	N;MASC;SG
rannikko	litoral	rannikko	litoral	N;NOM;SG	N;MASC;SG
rannikko	costeiro	rannikko	costeiro	N;NOM;SG	N;MASC;SG
rannikko	costeira	rannikko	costeiro	N;NOM;SG	N;FEM;SG
rannikko	litoral	rannikko	litoral	N;NOM;SG	N;MASC;SG
rannikko	costa	rannikko	costa	N;NOM;SG	N;FEM;SG
kysyy	pedindo	kysyä	pedir	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
kysyy	perguntando	kysyä	perguntar	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
kysyy	perguntar	kysyä	perguntar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
kysyy	pede	kysyä	pedir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
teiden	caminhos	tie	caminho	N;GEN;PL	N;MASC;PL
teiden	estradas	tie	estrada	N;GEN;PL	N;FEM;PL
itsenäisyyttä	independência	itsenäisyys	independência	N;PRT;SG	N;FEM;SG
itsenäisyyttä	independence	itsenäisyys	independence	N;PRT;SG	N;MASC;SG
kansalaisia	cidadãos	kansa#lainen	cidadão	N;PRT;PL	N;MASC;PL
ladata	carregar	ladata	carregar	V;SG;NFIN;ACT	V;NFIN
ladata	baixar	ladata	baixar	V;SG;NFIN;ACT	V;NFIN
ladata	baixe	ladata	baixe	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
ladata	transferir	ladata	transferir	V;SG;NFIN;ACT	V;NFIN
ladata	descarregar	ladata	descarregar	V;SG;NFIN;ACT	V;NFIN
käsitteitä	noções	käsite	noção	N;PRT;PL	N;FEM;PL
käsitteitä	conceitos	käsite	conceito	N;PRT;PL	N;MASC;PL
niemimaa	península	niemi#maa	península	N;NOM;SG	N;FEM;SG
diskografia	discografia	diskografi	discografia	N;NOM;SG	N;FEM;SG
pelkäsi	temida	pelätä	temer	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
pelkäsi	temido	pelätä	temer	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
kaksikymmentä	vinte	kaksi#kymmenen	vinte	NUM;PRT;SG	NUM
metsään	floresta	metsä	floresta	N;IN+ALL;SG	N;FEM;SG
metsään	bosque	metsä	bosque	N;IN+ALL;SG	N;MASC;SG
piirretty	desenhado	piirtää	desenhar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ricardo	ricardo	ricardo	ricardo	N;NOM;SG	N;MASC;SG
massaa	missa	massa	missa	N;PRT;SG	N;FEM;SG
massaa	massa	massa	massa	N;PRT;SG	N;FEM;SG
trans	trans	trans	trans	N;NOM;SG	N;MASC;SG
microsoftin	microsoft	microsoft	microsoft	N;GEN;SG	N;MASC;SG
tunnustaa	reconhece	tunnustaa	reconhecer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tunnustaa	reconhece	tunnustaa	reconhecer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tunnustaa	confessa	tunnustaa	confessar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ruusu	rose	ruusu	rose	N;NOM;SG	N;FEM;SG
ruusu	rosa	ruusu	rosa	N;NOM;SG	N;FEM;SG
harryn	henrique	harry	henrique	N;GEN;SG	N;MASC;SG
harryn	harry	harry	harry	N;GEN;SG	N;MASC;SG
bergman	bergman	bergma	bergman	N;NOM;SG	N;MASC;SG
lähtö	partida	lähtö	partida	N;NOM;SG	N;FEM;SG
päätöksiä	decisões	päätös	decisão	N;PRT;PL	N;FEM;PL
islamilaisen	islâmica	islamilainen	islâmico	N;GEN;SG	N;FEM;SG
ikuisesti	eternamente	ikuisesti	eternamente	ADV	ADV
vatsa	abdominal	vatsa	abdominal	N;NOM;SG	N;MASC;SG
vatsa	estomago	vatsa	estomago	N;NOM;SG	N;MASC;SG
vatsa	estômago	vatsa	estômago	N;NOM;SG	N;MASC;SG
vatsa	barriga	vatsa	barriga	N;NOM;SG	N;FEM;SG
vatsa	abdómen	vatsa	abdómen	N;NOM;SG	N;MASC;SG
vatsa	abdômen	vatsa	abdômen	N;NOM;SG	N;MASC;SG
vatsa	belly	vatsa	belly	N;NOM;SG	N;MASC;SG
vatsa	barriga	vatsa	barriga	N;NOM;SG	N;FEM;SG
aukko	abertura	aukko	abertura	N;NOM;SG	N;FEM;SG
aukko	buraco	aukko	buraco	N;NOM;SG	N;MASC;SG
aukko	hole	aukko	hole	N;NOM;SG	N;MASC;SG
aukko	furo	aukko	furo	N;NOM;SG	N;MASC;SG
aukko	lacuna	aukko	lacuna	N;NOM;SG	N;FEM;SG
aukko	fosso	aukko	fosso	N;NOM;SG	N;MASC;SG
aukko	gap	aukko	gap	N;NOM;SG	N;MASC;SG
päätä	head	pää	head	N;PRT;SG	N;MASC;SG
päätä	cabeça	pää	cabeça	N;PRT;SG	N;FEM;SG
aloilla	setores	ala	setor	N;AT+ESS
;PL	N;MASC;PL
aloilla	sectores	ala	sector	N;AT+ESS
;PL	N;MASC;PL
ohjataan	redirecionando	ohjata	redirecionar	V;IND;PRS;FIN;PASS	V;V.MSDR
kurki	guindaste	kurki	guindaste	N;NOM;SG	N;MASC;SG
kurki	crane	kurki	crane	N;NOM;SG	N;MASC;SG
kurki	garça	kurki	garça	N;NOM;SG	N;FEM;SG
kurki	grua	kurki	grua	N;NOM;SG	N;FEM;SG
tasainen	firme	tasainen	firme	ADJ;NOM;SG	ADJ;FEM;SG
gps	gps	gps	gps	N;NOM;SG	N;MASC;SG
arvioita	estimativas	arvio	estimativa	N;PRT;PL	N;FEM;PL
tykit	canhões	tykki	canhão	N;NOM;PL	N;MASC;PL
tykit	pistolas	tykki	pistola	N;NOM;PL	N;FEM;PL
tykit	armas	tykki	arma	N;NOM;PL	N;FEM;PL
tykit	canhões	tykki	canhão	N;NOM;PL	N;MASC;PL
islamilainen	islâmico	islamilainen	islâmico	ADJ;NOM;SG	ADJ;MASC;SG
puuttuminen	ausência	puuttuminen	ausência	N;NOM;SG	N;FEM;SG
puuttuminen	carência	puuttuminen	carência	N;NOM;SG	N;FEM;SG
puuttuminen	falta	puuttuminen	falta	N;NOM;SG	N;FEM;SG
kiinteää	sólido	kiinteä	sólido	ADJ;PRT;SG	ADJ;MASC;SG
kiinteää	sólida	kiinteä	sólido	ADJ;PRT;SG	ADJ;FEM;SG
bosnian	bósnia	bosnia	bósnia	N;GEN;SG	N;FEM;SG
bosnian	bósnio	bosnia	bósnio	N;GEN;SG	N;MASC;SG
huomautus	nota	huomautus	nota	N;NOM;SG	N;FEM;SG
huomautus	observação	huomautus	observação	N;NOM;SG	N;FEM;SG
circuit	circuito	circuit	circuito	N;NOM;SG	N;MASC;SG
vuosikymmenten	décadas	vuosi#kymmen	década	N;GEN;PL	N;FEM;PL
pelaamisen	gaming	pelaaminen	gaming	N;GEN;SG	N;MASC;SG
jalkaa	foot	jalka	foot	N;PRT;SG	N;MASC;SG
jalkaa	pé	jalka	pé	N;PRT;SG	N;MASC;SG
jalkaa	perna	jalka	perna	N;PRT;SG	N;FEM;SG
huvila	villa	huvila	villa	N;NOM;SG	N;MASC;SG
ulkoasu	disposição	ulko#asu	disposição	N;NOM;SG	N;FEM;SG
ulkoasu	layout	ulko#asu	layout	N;NOM;SG	N;MASC;SG
ulkoasu	aparição	ulko#asu	aparição	N;NOM;SG	N;FEM;SG
ulkoasu	aparência	ulko#asu	aparência	N;NOM;SG	N;FEM;SG
ulkoasu	aparecimento	ulko#asu	aparecimento	N;NOM;SG	N;MASC;SG
ohjelmiston	software	ohjelmisto	software	N;GEN;SG	N;MASC;SG
tunneli	túnel	tunnella	túnel	N;NOM;SG	N;MASC;SG
tunneli	tunel	tunnella	tunel	N;NOM;SG	N;MASC;SG
norjalaiset	noruegueses	norjalainen	norueguês	N;NOM;PL	N;MASC;PL
rna	rna	rna	rna	N;NOM;SG	N;MASC;SG
rna	arn	rna	arn	N;NOM;SG	N;MASC;SG
tuodaan	importando	tuoda	importar	V;IND;PRS;FIN;PASS	V;V.MSDR
tuodaan	importar	tuoda	importar	V;IND;PRS;FIN;PASS	V;NFIN
tuodaan	importados	tuoda	importar	V;IND;PRS;FIN;PASS	V;MASC;PL;V.PTCP
tuodaan	importadas	tuoda	importar	V;IND;PRS;FIN;PASS	V;FEM;PL;V.PTCP
tuodaan	importado	tuoda	importar	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP
tuodaan	importada	tuoda	importar	V;IND;PRS;FIN;PASS	V;FEM;SG;V.PTCP
luoja	criador	luoja	criador	N;NOM;SG	N;MASC;SG
mongolian	mongol	mongolia	mongol	N;GEN;SG	N;MASC;SG
mongolian	mongólia	mongolia	mongólia	N;GEN;SG	N;FEM;SG
mongolian	mongólia	mongolia	mongólia	N;GEN;SG	N;FEM;SG
kirkkoja	igrejas	kirkko	igreja	N;PRT;PL	N;FEM;PL
karen	karen	karen	karen	N;NOM;SG	N;FEM;SG
ella	ella	ella	ella	N;NOM;SG	N;FEM;SG
toukokuu	may	toukokuu	may	N;NOM;SG	N;MASC;SG
toukokuu	maio	toukokuu	maio	N;NOM;SG	N;MASC;SG
teorioita	teorias	teoria	teoria	N;PRT;PL	N;FEM;PL
eugene	eugène	eugene	eugène	N;NOM;SG	N;MASC;SG
yritin	tentei	yrittää	tentar	V;IND;SG;1;PST;FIN;ACT	V;IND;SG;1;PST;FIN
yritin	tentado	yrittää	tentar	V;IND;SG;1;PST;FIN;ACT	V;MASC;SG;V.PTCP
talojen	casas	talo	casa	N;GEN;PL	N;FEM;PL
virginian	virgínia	virginia	virgínia	N;GEN;SG	N;FEM;SG
virginian	virginia	virginia	virginia	N;GEN;SG	N;FEM;SG
lukko	fechadura	lukko	fechadura	N;NOM;SG	N;FEM;SG
lukko	lock	lukko	lock	N;NOM;SG	N;MASC;SG
lukko	cadeado	lukko	cadeado	N;NOM;SG	N;MASC;SG
jumalatar	deusa	jumalatar	deusa	N;NOM;SG	N;FEM;SG
syyttää	culpar	syyttää	culpar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
syyttää	acusa	syyttää	acusar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
syyttää	acusar	syyttää	acusar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
syyttää	culpando	syyttää	culpar	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
syyttää	culpar	syyttää	culpar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
kuula	bola	kuula	bola	N;NOM;SG	N;FEM;SG
kuula	ball	kuula	ball	N;NOM;SG	N;MASC;SG
kampanjan	campanha	kampanja	campanha	N;GEN;SG	N;FEM;SG
puhdasta	limpo	puhdas	limpo	ADJ;PRT;SG	ADJ;MASC;SG
puhdasta	limpa	puhdas	limpa	ADJ;PRT;SG	ADJ;FEM;SG
puhdasta	pura	puhdas	puro	ADJ;PRT;SG	ADJ;FEM;SG
puhdasta	puro	puhdas	puro	ADJ;PRT;SG	ADJ;MASC;SG
vahvistettu	confirmado	vahvistaa	confirmar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
vahvistettu	confirmou	vahvistaa	confirmar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vahvistettu	confirmada	vahvistaa	confirmar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
vahvistettu	verificada	vahvistaa	verificar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
vahvistettu	verificado	vahvistaa	verificar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
vahvistettu	reforçado	vahvistaa	reforçar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
vahvistettu	reforçada	vahvistaa	reforçar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
täytä	preencher	täyttää	preencher	V;IMP;SG;2;FIN;ACT	V;NFIN
täytä	encher	täyttää	encher	V;IMP;SG;2;FIN;ACT	V;NFIN
kaliforniaan	califórnia	kalifornia	califórnia	N;IN+ALL;SG	N;FEM;SG
kaliforniaan	california	kalifornia	california	N;IN+ALL;SG	N;FEM;SG
prahassa	praga	praha	praga	N;IN+ESS;SG	N;FEM;SG
muslimien	muçulmanos	muslimi	muçulmano	N;GEN;PL	N;MASC;PL
muslimien	muçulmanas	muslimi	muçulmano	N;GEN;PL	N;FEM;PL
muslimien	muçulmanos	muslimi	muçulmano	N;GEN;PL	N;MASC;PL
joulukuu	dezembro	joulukuu	dezembro	N;NOM;SG	N;MASC;SG
joulukuu	dezembro	joulukuu	dezembro	N;NOM;SG	N;MASC;SG
petra	petra	petra	petra	N;NOM;SG	N;FEM;SG
fin	fin	fin	fin	N;NOM;SG	N;MASC;SG
fin	barbatana	fin	barbatana	N;NOM;SG	N;FEM;SG
hullu	insano	hullu	insano	ADJ;NOM;SG	ADJ;MASC;SG
hullu	insana	hullu	insanar	ADJ;NOM;SG	ADJ;FEM;SG
hullu	louco	hullu	louco	ADJ;NOM;SG	ADJ;MASC;SG
hullu	louco	hullu	louco	ADJ;NOM;SG	ADJ;MASC;SG
hullu	louco	hullu	louco	ADJ;NOM;SG	ADJ;MASC;SG
vaihteli	variada	vaihdella	variar	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
vaihteli	variado	vaihdella	variar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
neuvoa	assessoria	neuvo	assessoria	N;PRT;SG	N;FEM;SG
neuvoa	consultivo	neuvo	consultivo	N;PRT;SG	N;MASC;SG
koreografi	coreógrafo	koreografi	coreógrafo	N;NOM;SG	N;MASC;SG
kokonainen	inteiro	kokonainen	inteiro	ADJ;NOM;SG	ADJ;MASC;SG
kuninkaat	reis	kuningas	rei	N;NOM;PL	N;MASC;PL
kuori	concha	kuori	concho	N;NOM;SG	N;FEM;SG
kuori	casca	kuori	casca	N;NOM;SG	N;FEM;SG
kuori	shell	kuori	shell	N;NOM;SG	N;MASC;SG
kuori	carapaça	kuori	carapaça	N;NOM;SG	N;FEM;SG
kuori	casca	kuori	casca	N;NOM;SG	N;FEM;SG
kuori	peel	kuori	peel	N;NOM;SG	N;MASC;SG
muokattu	editado	muokata	editar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
muokattu	editada	muokata	editar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
muokattu	modificada	muokata	modificar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
muokattu	alterado	muokata	alterar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
muokattu	modificado	muokata	modificar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
tammikuu	janeiro	tammikuu	janeiro	N;NOM;SG	N;MASC;SG
eronnut	renunciou	erota	renunciar	V;NOM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
eronnut	divorciada	erota	divorciar	V;NOM;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
eronnut	divorciado	erota	divorciar	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
suoja	proteção	suoja	proteção	N;NOM;SG	N;FEM;SG
suoja	protecção	suoja	protecção	N;NOM;SG	N;FEM;SG
suoja	escudo	suoja	escudo	N;NOM;SG	N;MASC;SG
suoja	shield	suoja	shield	N;NOM;SG	N;MASC;SG
sovittu	acordado	sopia	acordar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
sovittu	concordou	sopia	concordar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
jälkiä	trilhas	jälki	trilha	N;PRT;PL	N;FEM;PL
jälkiä	trilhos	jälki	trilho	N;PRT;PL	N;MASC;PL
jälkiä	faixas	jälki	faixa	N;PRT;PL	N;FEM;PL
alexandre	alexandre	alexandre	alexandre	N;NOM;SG	N;MASC;SG
azerbaidžanin	azerbaijão	azerbaidžan	azerbaijão	N;GEN;SG	N;MASC;SG
edustajien	representantes	edustaja	representante	N;GEN;PL	N;PL
arkkitehdit	arquitectos	arkkitehti	arquitecto	N;NOM;PL	N;MASC;PL
arkkitehdit	arquitetos	arkkitehti	arquiteto	N;NOM;PL	N;MASC;PL
kuvioita	padrões	kuvio	padrão	N;PRT;PL	N;MASC;PL
maalaukset	pinturas	maalaus	pintura	N;NOM;PL	N;FEM;PL
maalaukset	quadros	maalaus	quadro	N;NOM;PL	N;MASC;PL
viola	viola	viola	viola	N;NOM;SG	N;FEM;SG
yhtäkkiä	subitamente	yhtäkkiä	subitamente	ADV	ADV
kristina	kristina	kristina	kristina	N;NOM;SG	N;FEM;SG
osapuoli	partido	osa#puoli	partido	N;NOM;SG	N;MASC;SG
osapuoli	party	osa#puoli	party	N;NOM;SG	N;MASC;SG
osapuoli	festa	osa#puoli	festa	N;NOM;SG	N;FEM;SG
vertaa	comparar	vertaa	comparar	V;IMP;SG;2;FIN;ACT	V;NFIN
sello	violoncelo	sello	violoncelo	N;NOM;SG	N;MASC;SG
yritetty	tentou	yrittää	tentar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
yritetty	tentei	yrittää	tentar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;1;PST;FIN
yritetty	tentado	yrittää	tentar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
jupiter	júpiter	jupiter	júpiter	N;NOM;SG	N;MASC;SG
kehittyivät	evoluíram	kehittyä	evoluir	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;FIN
velho	wizard	velho	wizard	N;NOM;SG	N;MASC;SG
velho	mágico	velho	mágico	N;NOM;SG	N;MASC;SG
velho	assistente	velho	assistente	N;NOM;SG	N;MASC;SG
velho	mago	velho	mago	N;NOM;SG	N;MASC;SG
velho	feiticeiro	velho	feiticeiro	N;NOM;SG	N;MASC;SG
velho	feiticeiro	velho	feiticeiro	N;NOM;SG	N;MASC;SG
asukas	morador	asukas	morador	N;NOM;SG	N;MASC;SG
kaivos	mineira	kaivos	mineira	N;NOM;SG	N;FEM;SG
kaivos	mineração	kaivos	mineração	N;NOM;SG	N;FEM;SG
kaivos	mina	kaivos	mina	N;NOM;SG	N;FEM;SG
isompi	maior	iso	grande	ADJ;NOM;CMPR;SG	ADJ;MASC;SG
isompi	maior	iso	grande	ADJ;NOM;CMPR;SG	ADJ;MASC;SG
italialaiset	italianos	italia#lainen	italiano	N;NOM;PL	N;MASC;PL
italialaiset	italianos	italia#lainen	italiano	N;NOM;PL	N;MASC;PL
esp	pes	esp	pes	N;NOM;SG	N;MASC;SG
esp	esp	esp	esp	N;NOM;SG	N;MASC;SG
alessandro	alessandro	alessandro	alessandro	N;NOM;SG	N;MASC;SG
virheellinen	incorreta	virheellinen	incorretar	ADJ;NOM;SG	ADJ;FEM;SG
virheellinen	incorrecto	virheellinen	incorrecto	ADJ;NOM;SG	ADJ;MASC;SG
virheellinen	incorreto	virheellinen	incorreto	ADJ;NOM;SG	ADJ;MASC;SG
virheellinen	inválida	virheellinen	inválido	ADJ;NOM;SG	ADJ;FEM;SG
virheellinen	inválido	virheellinen	inválido	ADJ;NOM;SG	ADJ;MASC;SG
kokemuksia	depoimentos	kokemus	depoimento	N;PRT;PL	N;MASC;PL
kokemuksia	testemunhos	kokemus	testemunho	N;PRT;PL	N;MASC;PL
kokemuksia	experiências	kokemus	experiência	N;PRT;PL	N;FEM;PL
hiiri	ratinho	hiiri	ratinho	N;NOM;SG	N;MASC;SG
hiiri	rato	hiiri	rato	N;NOM;SG	N;MASC;SG
hiiri	ratinho	hiiri	ratinho	N;NOM;SG	N;MASC;SG
hiiri	mouse	hiiri	mouse	N;NOM;SG	N;MASC;SG
työntekijä	funcionário	työ#tekijä	funcionário	N;NOM;SG	N;MASC;SG
työntekijä	trabalhador	työ#tekijä	trabalhador	N;NOM;SG	N;MASC;SG
työntekijä	funcionária	työ#tekijä	funcionária	N;NOM;SG	N;FEM;SG
työntekijä	empregado	työ#tekijä	empregado	N;NOM;SG	N;MASC;SG
työntekijä	trabalhador	työ#tekijä	trabalhador	N;NOM;SG	N;MASC;SG
työntekijä	operário	työ#tekijä	operário	N;NOM;SG	N;MASC;SG
tsaari	czar	tsaari	czar	N;NOM;SG	N;MASC;SG
tsaari	czar	tsaari	czar	N;NOM;SG	N;MASC;SG
verkkosivusto	website	verkko#sivusto	websitir	N;NOM;SG	N;MASC;SG
verkkosivusto	site	verkko#sivusto	site	N;NOM;SG	N;MASC;SG
romaaneja	novelas	romaani	novela	N;PRT;PL	N;FEM;PL
romaaneja	romances	romaani	romance	N;PRT;PL	N;MASC;PL
perintö	heritage	perintö	heritage	N;NOM;SG	N;MASC;SG
perintö	património	perintö	património	N;NOM;SG	N;MASC;SG
