jako	como	jako	como	CONJ	CONJ
kantonu	canton	kanton	canton	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
samice	mujer	samice	mujer	N;NOM;FEM;SG;POS	N;FEM;SG
samice	hembra	samice	hembra	N;NOM;FEM;SG;POS	N;FEM;SG
pravidlo	regla	pravidlo	regla	N;NOM;NEUT;SG;POS	N;FEM;SG
budoucí	futura	budoucí	futuro	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
sestra	sister	sestra	sister	N;NOM;FEM;SG;POS	N
sestra	hermana	sestra	hermana	N;NOM;FEM;SG;POS	N;FEM;SG
sestra	enfermera	sestra	enfermera	N;NOM;FEM;SG;POS	N;FEM;SG
sestra	enfermero	sestra	enfermero	N;NOM;FEM;SG;POS	N;MASC;SG
existenci	existencia	existence	existencia	N;ACC;FEM;SG;POS	N;FEM;SG
územní	territorial	územní	territorial	ADJ;NOM;MASC;SG;POS	ADJ;SG
žluté	amarillos	žlutý	amarillo	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
žluté	amarillas	žlutý	amarillo	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL
křesťanství	cristiandad	křesťanství	cristiandad	N;NOM;NEUT;SG;POS	N;FEM;SG
křesťanství	cristianismo	křesťanství	cristianismo	N;NOM;NEUT;SG;POS	N;MASC;SG
dřívější	anterior	brzký	anterior	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;SG
dřívější	antiguo	brzký	antiguo	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;MASC;SG
dřívější	ex	brzký	ex	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
organizaci	organizacion	organizace	organizacion	N;ACC;FEM;SG;POS	N;FEM;SG
organizaci	organización	organizace	organización	N;ACC;FEM;SG;POS	N;FEM;SG
organizaci	organizacion	organizace	organizacion	N;ACC;FEM;SG;POS	N;FEM;SG
organizaci	organización	organizace	organización	N;ACC;FEM;SG;POS	N;FEM;SG
rekonstrukce	reconstrucción	rekonstrukce	reconstrucción	N;NOM;FEM;SG;POS	N;FEM;SG
stupeň	grado	stupeň	grado	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
stupeň	licenciatura	stupeň	licenciatura	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
stupeň	grado	stupeň	grado	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
řešit	resuelva	řešit	resolver	V;IPFV;POS;NFIN	V;IMP;SG;3;FIN
řešit	solucionar	řešit	solucionar	V;IPFV;POS;NFIN	V;NFIN
řešit	resolver	řešit	resolver	V;IPFV;POS;NFIN	V;NFIN
řešit	resuelve	řešit	resolver	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
každoročně	anualmente	každoročně	anualmente	ADV;POS	ADV
každoročně	anualmente	každoročně	anualmente	ADV;POS	ADV
věnovat	dedicar	věnovat	dedicar	V;IPFV;POS;NFIN	V;NFIN
věnovat	dedicar	věnovat	dedicar	V;IPFV;POS;NFIN	V;NFIN
věnovat	dedicará	věnovat	dedicar	V;IPFV;POS;NFIN	V;IND;SG;3;FUT;FIN
věnovat	dedique	věnovat	dedicar	V;IPFV;POS;NFIN	V;SBJV;SG;3;FIN
věnovat	dedico	věnovat	dedicar	V;IPFV;POS;NFIN	V;IND;SG;1;PRS;FIN
věnovat	dediquen	věnovat	dedicar	V;IPFV;POS;NFIN	V;IMP;PL;3;FIN
google	google	google	google	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kultura	cultivo	kultura	cultivo	N;NOM;FEM;SG;POS	N;MASC;SG
kultura	cultura	kultura	cultura	N;NOM;FEM;SG;POS	N;FEM;SG
uzavření	cierre	uzavření	cierre	N;NOM;NEUT;SG;POS	N;MASC;SG
uzavření	clausura	uzavření	clausura	N;NOM;NEUT;SG;POS	N;FEM;SG
uzavření	encierro	uzavření	encierro	N;NOM;NEUT;SG;POS	N;MASC;SG
uzavření	cierre	uzavření	cierre	N;NOM;NEUT;SG;POS	N;MASC;SG
uzavření	clausura	uzavření	clausura	N;NOM;NEUT;SG;POS	N;FEM;SG
láska	amor	láska	amor	N;NOM;FEM;SG;POS	N;MASC;SG
láska	love	láska	love	N;NOM;FEM;SG;POS	N
značné	considerable	značný	considerable	ADJ;NOM;NEUT;SG;POS	ADJ;SG
zobrazení	impresión	zobrazení	impresión	N;NOM;NEUT;SG;POS	N;FEM;SG
zobrazení	pantalla	zobrazení	pantalla	N;NOM;NEUT;SG;POS	N;FEM;SG
zobrazení	display	zobrazení	display	N;NOM;NEUT;SG;POS	N
zobrazení	visualización	zobrazení	visualización	N;NOM;NEUT;SG;POS	N;FEM;SG
neustále	constantemente	neustále	constantemente	ADV;POS	ADV
prince	principe	princ	principe	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
prince	prince	princ	prince	N;ANIM;ACC;MASC;SG;POS	N
prince	príncipe	princ	príncipe	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
směr	dirección	směr	dirección	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
oltář	altar	oltář	altar	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
podpora	ayuda	podpora	ayuda	N;NOM;FEM;SG;POS	N;FEM;SG
podpora	apoyo	podpora	apoyo	N;NOM;FEM;SG;POS	N;MASC;SG
podpora	soporte	podpora	soporte	N;NOM;FEM;SG;POS	N;MASC;SG
kompletní	completado	kompletní	completado	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG;V.PTCP
kompletní	completa	kompletní	completo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
kompletní	completo	kompletní	completo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
trojice	trinity	trojice	trinity	N;NOM;FEM;SG;POS	N;MASC;SG
trojice	trinidad	trojice	trinidad	N;NOM;FEM;SG;POS	N;FEM;SG
hranic	fronteras	hranice	frontera	N;GEN;FEM;PL;POS	N;FEM;PL
hranic	bordes	hranice	borde	N;GEN;FEM;PL;POS	N;MASC;PL
leden	enero	leden	enero	N;INAN;NOM;MASC;SG;POS	N
účely	propósitos	účel	propósito	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
silné	fuerte	silný	fuerte	ADJ;NOM;NEUT;SG;POS	ADJ;SG
záznam	grabación	záznam	grabación	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
záznam	registro	záznam	registro	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
záznam	récord	záznam	récord	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
záznam	metraje	záznam	metraje	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
níže	debajo	nízko	debajo	ADV;CMPR;POS	ADV
níže	abajo	nízko	abajo	ADV;CMPR;POS	ADV
zkušenosti	experiencias	zkušenost	experiencia	N;NOM;FEM;PL;POS	N;FEM;PL
zkušenosti	experiencias	zkušenost	experiencia	N;NOM;FEM;PL;POS	N;FEM;PL
naše	nuestra	můj	nuestro	DET;NOM;SG;1	DET;FEM;SG;1
naše	nuestro	můj	nuestro	DET;NOM;SG;1	DET;MASC;SG;1
naše	nuestra	můj	nuestro	DET;NOM;SG;1	DET;FEM;SG;1
naše	nuestro	můj	nuestro	DET;NOM;SG;1	DET;MASC;SG;1
struktura	estructura	struktura	estructura	N;NOM;FEM;SG;POS	N;FEM;SG
poškození	daño	poškození	daño	N;NOM;NEUT;SG;POS	N;MASC;SG
spory	controversias	spor	controversia	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
spory	disputas	spor	disputa	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
rozhovor	conversación	rozhovor	conversación	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rozhovor	entrevista	rozhovor	entrevista	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
hrabství	condado	hrabství	condado	N;NOM;NEUT;SG;POS	N;MASC;SG
závislosti	dependencia	závislost	dependencia	N;NOM;FEM;SG;POS	N;FEM;SG
závislosti	dependencia	závislost	dependencia	N;NOM;FEM;SG;POS	N;FEM;SG
závislosti	adicción	závislost	adicción	N;NOM;FEM;SG;POS	N;FEM;SG
útoky	atentados	útok	atentado	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
útoky	ataques	útok	ataque	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
útoky	asaltos	útok	asalto	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
útoky	agresiones	útok	agresión	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
požadavky	requisitos	požadavek	requisito	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
požadavky	requerimientos	požadavek	requerimiento	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
požadavky	exigencias	požadavek	exigencia	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
požadavky	demandas	požadavek	demanda	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
skladba	canto	skladba	canto	N;NOM;FEM;SG;POS	N;MASC;SG
skladba	cancion	skladba	cancionar	N;NOM;FEM;SG;POS	N;FEM;SG
skladba	canción	skladba	canción	N;NOM;FEM;SG;POS	N;FEM;SG
region	region	region	region	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
region	comarca	region	comarca	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
region	región	region	región	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
ostrovů	islas	ostrov	isla	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
trh	mercado	trh	mercado	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
trh	market	trh	market	N;INAN;NOM;MASC;SG;POS	N
cyklu	ciclo	cyklus	ciclo	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
pamětní	conmemorativo	pamětní	conmemorativo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
pamětní	conmemorativa	pamětní	conmemorativo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
pamětní	conmemorativo	pamětní	conmemorativo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
mlýn	molino	mlýn	molino	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
mlýn	molino	mlýn	molino	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
světlo	light	světlo	light	N;NOM;NEUT;SG;POS	N
světlo	luz	světlo	luz	N;NOM;NEUT;SG;POS	N;FEM;SG
pevnost	fortaleza	pevnost	fortaleza	N;NOM;FEM;SG;POS	N;FEM;SG
pevnost	fortaleza	pevnost	fortaleza	N;NOM;FEM;SG;POS	N;FEM;SG
pevnost	fort	pevnost	fort	N;NOM;FEM;SG;POS	N;MASC
školství	educación	školství	educación	N;NOM;NEUT;SG;POS	N;FEM;SG
školství	enseñanza	školství	enseñanza	N;NOM;NEUT;SG;POS	N;FEM;SG
školství	educacion	školství	educacion	N;NOM;NEUT;SG;POS	N;FEM;SG
ptáků	pajaritos	pták	pajarito	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
ptáků	aves	pták	ave	N;ANIM;GEN;MASC;PL;POS	N;FEM;PL
ptáků	pájaros	pták	pájaro	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
přírodě	naturaleza	příroda	naturaleza	N;DAT;FEM;SG;POS	N;FEM;SG
přírodě	nature	příroda	nature	N;DAT;FEM;SG;POS	N
duben	abril	duben	abril	N;INAN;NOM;MASC;SG;POS	N
autoři	guionistas	autor	guionista	N;ANIM;NOM;MASC;PL;POS	N;PL
autoři	escritores	autor	escritor	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
autoři	redactores	autor	redactor	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
autoři	autores	autor	autor	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
cyklus	ciclo	cyklus	ciclo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
debutoval	debutó	debutovat	debutar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
obětí	víctima	oběť	víctima	N;INS;FEM;SG;POS	N;FEM;SG
obětí	victima	oběť	victima	N;INS;FEM;SG;POS	N;FEM;SG
červen	junio	červen	junio	N;INAN;NOM;MASC;SG;POS	N
pohyb	motion	pohyb	motion	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pohyb	movimiento	pohyb	movimiento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pohyb	moción	pohyb	moción	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pohyb	movimiento	pohyb	movimiento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pohyb	mudanza	pohyb	mudanza	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pohyb	movimiento	pohyb	movimiento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
ústřední	céntrica	ústřední	céntrico	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
ústřední	central	ústřední	central	ADJ;NOM;MASC;SG;POS	ADJ;SG
ústřední	céntrico	ústřední	céntrico	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
ústavní	constitucional	ústavní	constitucional	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
otázky	preguntas	otázka	pregunta	N;NOM;FEM;PL;POS	N;FEM;PL
otázky	interrogantes	otázka	interrogante	N;NOM;FEM;PL;POS	N;PL
otázky	cuestiones	otázka	cuestión	N;NOM;FEM;PL;POS	N;FEM;PL
listopad	noviembre	listopad	noviembre	N;INAN;NOM;MASC;SG;POS	N
listopad	noviembre	listopad	noviembre	N;INAN;NOM;MASC;SG;POS	N
vyrábí	produce	vyrábět	producir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vyrábí	hace	vyrábět	hacer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vydává	publica	vydávat	publicar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jeskyně	gruta	jeskyně	gruta	N;NOM;FEM;SG;POS	N;FEM;SG
jeskyně	cueva	jeskyně	cueva	N;NOM;FEM;SG;POS	N;FEM;SG
jeskyně	cave	jeskyně	cave	N;NOM;FEM;SG;POS	N
jeskyně	caverna	jeskyně	caverna	N;NOM;FEM;SG;POS	N;FEM;SG
okamžitě	inmediatamente	okamžitě	inmediatamente	ADV;POS	ADV
okamžitě	instantáneamente	okamžitě	instantáneamente	ADV;POS	ADV
paláce	palacios	palác	palacio	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
obrázky	imagenes	obrázek	imagen	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrázky	imágenes	obrázek	imagen	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrázky	imagenes	obrázek	imagen	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrázky	fotos	obrázek	foto	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrázky	fotografías	obrázek	fotografía	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrázky	cuadros	obrázek	cuadro	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
obrázky	imágenes	obrázek	imagen	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
ekonomické	económicas	ekonomický	económico	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL
ekonomické	económicos	ekonomický	económico	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
kateřina	kateřina	kateřina	katemino	N;NOM;FEM;SG;POS	N;FEM;SG
kateřina	catalina	kateřina	catalina	N;NOM;FEM;SG;POS	N;FEM;SG
kateřina	katherine	kateřina	katherine	N;NOM;FEM;SG;POS	N;FEM;SG
kateřina	caterina	kateřina	caterina	N;NOM;FEM;SG;POS	N;FEM;SG
kateřina	catalina	kateřina	catalina	N;NOM;FEM;SG;POS	N;FEM;SG
kateřina	catherine	kateřina	catherine	N;NOM;FEM;SG;POS	N;FEM;SG
kateřina	katerina	kateřina	katerina	N;NOM;FEM;SG;POS	N;FEM;SG
typů	tipos	typ	tipo	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
vojáci	soldados	voják	soldado	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
vojáci	tropas	voják	tropa	N;ANIM;NOM;MASC;PL;POS	N;FEM;PL
vojáci	contingentes	voják	contingente	N;ANIM;NOM;MASC;PL;POS	N;PL
vojáci	efectivos	voják	efectivo	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
vzdálenost	distancia	vzdálenost	distancia	N;NOM;FEM;SG;POS	N;FEM;SG
tažení	campaña	tažení	campaña	N;NOM;NEUT;SG;POS	N;FEM;SG
okna	windows	okno	windows	N;NOM;NEUT;PL;POS	N;MASC
okna	ventanas	okno	ventana	N;NOM;NEUT;PL;POS	N;FEM;PL
okna	ventanillas	okno	ventanilla	N;NOM;NEUT;PL;POS	N;FEM;PL
ukazuje	muestra	ukazovat	mostrar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dvd	dvd	dvd	dvd	N;NOM;MASC;SG;POS	N;MASC;SG
dvd	dvd	dvd	dvd	N;NOM;MASC;SG;POS	N;MASC;SG
krajiny	paisaje	krajina	paisaje	N;NOM;FEM;SG;POS	N;MASC;SG
posádka	crew	posádka	crew	N;NOM;FEM;SG;POS	N
posádka	tripulación	posádka	tripulación	N;NOM;FEM;SG;POS	N;FEM;SG
čtvrté	cuarto	čtvrtý	cuarto	ADJ;NOM;MASC;SG	ADJ;MASC;SG
čtvrté	cuarta	čtvrtý	cuarto	ADJ;NOM;MASC;SG	ADJ;FEM;SG
doslova	literalmente	doslova	literalmente	ADV	ADV
unesco	unesco	unésco	unesco	N;NOM;MASC;SG;POS	N;FEM;SG
dirigent	revisor	dirigent	revisor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
dirigent	conductor	dirigent	conductor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
tun	toneladas	tuna	tonelada	N;GEN;FEM;PL;POS	N;FEM;PL
tun	toneladas	tuna	tonelada	N;GEN;FEM;PL;POS	N;FEM;PL
olympijský	olímpica	olympijský	olímpico	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
olympijský	olímpico	olympijský	olímpico	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;MASC;SG
obecné	genérica	obecný	genérico	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
obecné	genérico	obecný	genérico	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
zástupci	diputados	zástupce	diputado	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
zástupci	representantes	zástupce	representante	N;ANIM;NOM;MASC;PL;POS	N;PL
serveru	servidor	server	servidor	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
vést	liderar	vést	liderar	V;POS;NFIN	V;NFIN
objeví	descubre	objevit	descubrir	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nemoci	enfermedades	nemoc	enfermedad	N;NOM;FEM;PL;POS	N;FEM;PL
nemoci	enfermedades	nemoc	enfermedad	N;NOM;FEM;PL;POS	N;FEM;PL
nemoci	enfermedades	nemoc	enfermedad	N;NOM;FEM;PL;POS	N;FEM;PL
jasně	claramente	jasně	claramente	ADV;POS	ADV
jasně	evidentemente	jasně	evidentemente	ADV;POS	ADV
umělců	artistas	umělec	artista	N;ANIM;GEN;MASC;PL;POS	N;PL
historicky	históricamente	historicky	históricamente	ADV;POS	ADV
mládež	juventud	mládež	juventud	N;NOM;FEM;SG;POS	N;FEM;SG
psaní	tipificación	psaní	tipificación	N;NOM;NEUT;SG;POS	N;FEM;SG
psaní	mecanografía	psaní	mecanografía	N;NOM;NEUT;SG;POS	N;FEM;SG
psaní	redacción	psaní	redacción	N;NOM;NEUT;SG;POS	N;FEM;SG
psaní	escritura	psaní	escritura	N;NOM;NEUT;SG;POS	N;FEM;SG
libreto	libreto	libreto	libreto	N;NOM;NEUT;SG;POS	N;MASC;SG
ženské	femenino	ženský	femenino	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
pop	pop	pop	pop	N;INAN;NOM;MASC;SG;POS	N
odpor	resistencia	odpor	resistencia	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
odpor	oposición	odpor	oposición	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
založeno	fundado	založený	fundado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
založeno	fundada	založený	fundado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
založeno	basada	založený	basado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
založeno	basado	založený	basado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
youtube	youtube	Youtube	youtebir	N;NOM;FEM;SG;POS	N;MASC;SG
symbol	símbolo	symbol	símbolo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
symbol	signatura	symbol	signatura	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
fotbal	soccer	fotbal	soccer	N;INAN;NOM;MASC;SG;POS	N;SG
fotbal	fútbol	fotbal	fútbol	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
fotbal	futbol	fotbal	futbol	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
fotbal	fútbol	fotbal	fútbol	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
fotbal	futbol	fotbal	futbol	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
blízko	cerca	blízko	cerca	ADV;POS	ADV
blízko	cerca	blízko	cerca	ADV;POS	ADV
srpen	agosto	srpen	agosto	N;INAN;NOM;MASC;SG;POS	N
srpen	agosto	srpen	agosto	N;INAN;NOM;MASC;SG;POS	N
obecný	genérica	obecný	genérico	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
obecný	genérico	obecný	genérico	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;MASC;SG
krátký	corta	krátký	corto	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
krátký	corto	krátký	corto	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
krátký	breve	krátký	breve	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
pohřben	sepultado	pohřbený	sepultado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
pohřben	enterrada	pohřbený	enterrado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
pohřben	enterrado	pohřbený	enterrado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
opevnění	fortificación	opevnění	fortificación	N;NOM;NEUT;SG;POS	N;FEM;SG
opevnění	fortificación	opevnění	fortificación	N;NOM;NEUT;SG;POS	N;FEM;SG
úkol	asignación	úkol	asignación	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
úkol	cesión	úkol	cesión	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
úkol	tarea	úkol	tarea	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zaměstnání	jobs	zaměstnání	jobs	N;NOM;NEUT;SG;POS	N;MASC;SG
zaměstnání	empleo	zaměstnání	empleo	N;NOM;NEUT;SG;POS	N;MASC;SG
zaměstnání	empleo	zaměstnání	empleo	N;NOM;NEUT;SG;POS	N;MASC;SG
zaměstnání	trabajo	zaměstnání	trabajo	N;NOM;NEUT;SG;POS	N;MASC;SG
zaměstnání	empleo	zaměstnání	empleo	N;NOM;NEUT;SG;POS	N;MASC;SG
zaměstnání	ocupación	zaměstnání	ocupación	N;NOM;NEUT;SG;POS	N;FEM;SG
zaměstnání	profesión	zaměstnání	profesión	N;NOM;NEUT;SG;POS	N;FEM;SG
bratři	hermanos	bratr	hermano	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
bratři	brothers	bratr	brothers	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
značka	marca	značka	marca	N;NOM;FEM;SG;POS	N;FEM;SG
značka	etiqueta	značka	etiqueta	N;NOM;FEM;SG;POS	N;FEM;SG
značka	tag	značka	tag	N;NOM;FEM;SG;POS	N;MASC;SG
značka	brand	značka	brand	N;NOM;FEM;SG;POS	N
značka	marca	značka	marca	N;NOM;FEM;SG;POS	N;FEM;SG
vádí	wadi	vádět	wadi	N;NOM;NEUT;SG;POS	N;MASC;SG
pokračování	continuación	pokračování	continuación	N;NOM;NEUT;SG;POS	N;FEM;SG
pokračování	secuela	pokračování	secuelo	N;NOM;NEUT;SG;POS	N;FEM;SG
pokračování	continuación	pokračování	continuación	N;NOM;NEUT;SG;POS	N;FEM;SG
lesa	bosque	les	bosque	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
lesa	selva	les	selva	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
výzbroj	armamento	výzbroj	armamento	N;NOM;FEM;SG;POS	N;MASC;SG
výzbroj	armamento	výzbroj	armamento	N;NOM;FEM;SG;POS	N;MASC;SG
server	servidor	server	servidor	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
ona	ella	on	él	PRO;NOM;FEM;SG;3	PRO;FEM;SG;3
renesanční	renacentista	renesanční	renacentista	ADJ;NOM;MASC;SG;POS	ADJ;SG
památník	memorial	památník	memorial	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
památník	monumento	památník	monumento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
památník	monumento	památník	monumento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
změn	modificaciones	změna	modificación	N;GEN;FEM;PL;POS	N;FEM;PL
změn	cambios	změna	cambio	N;GEN;FEM;PL;POS	N;MASC;PL
veřejně	públicamente	veřejně	públicamente	ADV;POS	ADV
podporuje	promociona	podporovat	promocionar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
podporuje	fomenta	podporovat	fomentar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
podporuje	promueve	podporovat	promover	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
podporuje	apoya	podporovat	apoyar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
diváci	espectadores	divák	espectador	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
diváci	espectadores	divák	espectador	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
diváci	televidentes	divák	televidente	N;ANIM;NOM;MASC;PL;POS	N;PL
rostoucí	creciente	rostoucí	creciente	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;SG
zdi	murallas	zeď	muralla	N;NOM;FEM;PL;POS	N;FEM;PL
zdi	murallas	zeď	muralla	N;NOM;FEM;PL;POS	N;FEM;PL
zdi	paredes	zeď	pared	N;NOM;FEM;PL;POS	N;FEM;PL
zdi	muros	zeď	muro	N;NOM;FEM;PL;POS	N;MASC;PL
senátu	senado	senát	senado	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
spartak	spartak	spartak	spartak	N;NOM;FEM;SG;POS	N;MASC;SG
alexandra	alexandra	alexandra	alexandra	N;NOM;FEM;SG;POS	N;FEM;SG
alexandra	alejandra	alexandra	alejandra	N;NOM;FEM;SG;POS	N;FEM;SG
základ	fundación	základ	fundación	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
základ	base	základ	base	N;INAN;NOM;MASC;SG;POS	N;SG
hesla	contraseñas	heslo	contraseño	N;NOM;NEUT;PL;POS	N;FEM;PL
academia	academia	academium	academia	N;NOM;FEM;SG;POS	N;FEM;SG
červenec	julio	červenec	julio	N;INAN;NOM;MASC;SG;POS	N
tratě	huellas	trať	huella	N;NOM;FEM;PL;POS	N;FEM;PL
