ini	इस	ini	यह	DET	DET;ACC;SG;3
penyebab	ध्येय	pensebab	ध्येय	N;SG	N;NOM;MASC;SG;3
penyebab	कारण	pensebab	कारण	N;SG	N;NOM;MASC;SG;3
penyebab	कल्याणकारी	pensebab	कल्याणकारी	N;SG	N;NOM;MASC;SG;3
gugur	पतझड़ी	gugur	पतझडी	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
dampak	प्रभाव	dampak	प्रभाव	N;SG	N;NOM;MASC;SG;3
pensiun	संन्यास	pensiun	संन्यास	N	N;NOM;MASC;SG;3
pensiun	सेवानिवृत्ति	pensiun	सेवानिवृत्ति	N	N;NOM;FEM;SG;3
pensiun	रिटायरमेंट	pensiun	रिटायरमेंट	N	N;NOM;MASC;SG;3
pensiun	पेंशन	pensiun	पेंशन	N	N;NOM;FEM;SG;3
frekuensi	बारंबारता	frekuensi	बारंबारता	N;SG	N;NOM;FEM;SG;3
frekuensi	फ़्रीक्वेंसी	frekuensi	फ़्रीक्वेंसी	N;SG	N;NOM;FEM;SG;3
frekuensi	आवृत्ति	frekuensi	आवृत्ति	N;SG	N;NOM;FEM;SG;3
nenek	दादी	nenek	दादी	N;SG	N;NOM;FEM;SG;3
nenek	दादी	nenek	दादी	N;SG	N;NOM;FEM;SG;3
rel	रेल	rel	रेल	N	N;NOM;FEM;SG;3
rel	रेलमार्ग	rel	रेलमार्ग	N	N;NOM;MASC;SG;3
rel	रेलरोड	rel	रेलरोड	N	N;NOM;MASC;SG;3
rel	रील	rel	रील	N	N;NOM;MASC;SG;3
rapat	बैठक	rapat	बैठक	N;SG	N;NOM;FEM;SG;3
rapat	मीटिंग	rapat	मीटिंग	N;SG	N;NOM;FEM;SG;3
rapat	बैठक	rapat	बैठक	N;SG	N;NOM;FEM;SG;3
mandiri	स्वतंत्र	mandiri	स्वतंत्र	ADJ;SG	ADJ;NOM
lampu	रोशनी	lampu	रोशनी	N;SG	N;NOM;FEM;SG;3
lampu	लाइट	lampu	लाइट	N;SG	N;NOM;FEM;SG;3
lampu	बत्ती	lampu	बत्ती	N;SG	N;NOM;FEM;SG;3
lampu	रोशनी	lampu	रोशनी	N;SG	N;NOM;FEM;SG;3
lampu	बत्ती	lampu	बत्ती	N;SG	N;NOM;FEM;SG;3
lampu	बल्ब	lampu	बल्ब	N;SG	N;NOM;MASC;SG;3
takut	भयभीत	takut	भयभीत	ADJ;SG	ADJ
takut	भयभीत	takut	भयभीत	ADJ;SG	ADJ
senang	खुश	senang	खुश	ADJ;SG	ADJ
perencanaan	नियोजन	penrencanaan	नियोजन	N;SG	N;NOM;MASC;SG;3
kala	युग	kala	युग	N;SG	N;NOM;MASC;SG;3
iklim	जलवायु	iklim	जलवायु	N;SG	N;NOM;FEM;SG;3
fokus	फ़ोकस	fokus	फाओकस	N;SG	N;NOM;MASC;SG;3
akar	रूट	akar	रूट	N;SG	N;NOM;MASC;SG;3
riset	अनुसंधान	riset	अनुसंधान	N;SG	N;NOM;MASC;SG;3
riset	शोध	riset	शोध	N;SG	N;NOM;MASC;SG;3
harta	माल	harta	माल	N;SG	N;NOM;MASC;SG;3
harta	खजाना	harta	खजाना	N;SG	N;NOM;MASC;SG;3
audio	ऑडियो	audio	ऑडियो	N;SG	N;NOM;MASC;SG;3
piano	पियानो	piano	पियानो	N	N;NOM;MASC;SG;3
rambut	बाल	rambut	बाल	N;SG	N;NOM;MASC;SG;3
kedatangan	आगमन	kedatangan	आगमन	N;SG	N;NOM;MASC;SG;3
pendekatan	दृष्टिकोण	pendekatan	दृष्टिकोण	N;SG	N;NOM;MASC;SG;3
airways	यातायात	airways	यातायात	N	N;NOM;MASC;SG;3
dekade	दशक	dekade	दशक	N;SG	N;NOM;MASC;SG;3
keselamatan	मुक्ति	keselamatan	मुक्ति	N;SG	N;NOM;FEM;SG;3
keselamatan	मोक्ष	keselamatan	मोक्ष	N;SG	N;NOM;MASC;SG;3
keselamatan	सुरक्षा	keselamatan	सुरक्षा	N;SG	N;NOM;FEM;SG;3
persetujuan	सहमति	persetujuan	सहमति	N;SG	N;NOM;FEM;SG;3
persetujuan	अनुबंध	persetujuan	अनुबंध	N;SG	N;NOM;MASC;SG;3
persetujuan	अनुमोदन	persetujuan	अनुमोदन	N;SG	N;NOM;MASC;SG;3
persetujuan	स्वीकृति	persetujuan	स्वीकृति	N;SG	N;NOM;FEM;SG;3
persegi	वर्ग	persegi	वर्ग	N;SG	N;NOM;MASC;SG;3
persegi	स्क्वायर	persegi	स्क्वायर	N;SG	N;NOM;MASC;SG;3
persegi	वर्गाकार	persegi	वर्गाकार	N;SG	N;NOM;MASC;SG;3
metropolitan	महानगर	metropolitan	महानगर	N;SG	N;NOM;MASC;SG;3
jadwal	शेड्यूल	jadwal	शेड्यूल	N;SG	N;NOM;MASC;SG;3
jadwal	अनुसूची	jadwal	अनुसूची	N;SG	N;NOM;FEM;SG;3
isu	मुद्दा	isu	मुद्दा	N;SG	N;NOM;MASC;SG;3
isu	समस्या	isu	समस्या	N;SG	N;NOM;FEM;SG;3
definisi	परिभाषा	definisi	परिभाषा	N;SG	N;NOM;FEM;SG;3
paruh	चोंच	paruh	चोंच	N;SG	N;NOM;FEM;SG;3
tabel	सारणी	tabel	सारणी	N;SG	N;NOM;FEM;SG;3
gejala	लक्षण	gejala	लक्षण	N;SG	N;NOM;MASC;SG;3
gejala	लक्षण	gejala	लक्षण	N;SG	N;NOM;MASC;SG;3
karbon	कार्बन	karbon	कार्बन	N;SG	N;NOM;MASC;SG;3
padat	घना	padat	घना	ADJ;SG	ADJ;NOM;MASC;SG
tarian	डांस	tarian	डांस	N;SG	N;NOM;MASC;SG;3
tarian	नृत्य	tarian	नृत्य	N;SG	N;NOM;MASC;SG;3
peperangan	लड़ाई	peperangan	लड़ाई	N	N;NOM;FEM;SG;3
peperangan	युद्ध	peperangan	युद्ध	N	N;NOM;MASC;SG;3
peperangan	युद्ध	peperangan	युद्ध	N	N;NOM;MASC;SG;3
peperangan	वॉर्स	peperangan	वॉर्स	N	N;NOM;MASC;SG;3
peperangan	युद्धों	peperangan	युद्ध	N	N;ACC;MASC;PL;3
kaca	काच	kaca	काच	N;SG	N;NOM;MASC;SG;3
kaca	गिलास	kaca	गिलास	N;SG	N;NOM;MASC;SG;3
kaca	ग्लास	kaca	ग्लास	N;SG	N;NOM;MASC;SG;3
kaca	कांच	kaca	कांच	N;SG	N;NOM;MASC;SG;3
panggilan	काल	panggilan	काल	N;SG	N;NOM;MASC;SG;3
panggilan	कॉल	panggilan	कॉल	N;SG	N;NOM;FEM;SG;3
panggilan	कॉल	panggilan	कॉल	N;SG	N;NOM;FEM;SG;3
panggilan	काल्स	panggilan	काल्स	N;SG	N;NOM;MASC;SG;3
domain	डोमेन	domain	डोमेन	N	N;NOM;MASC;SG;3
domain	डोमेन	domain	डोमेन	N	N;NOM;MASC;SG;3
kue	केक	kue	केक	N	N;NOM;MASC;SG;3
kue	कुकीज़	kue	कुकीज़	N	N;NOM;MASC;SG;3
kontestan	प्रतियोगी	kontestan	प्रतियोगी	N	N;NOM;MASC;SG;3
kontestan	प्रतियोगी	kontestan	प्रतियोगी	N	N;NOM;MASC;SG;3
otak	दिमाग़	otak	दिमाग़	N;SG	N;NOM;MASC;SG;3
otak	मस्तिष्क	otak	मस्तिष्क	N;SG	N;NOM;MASC;SG;3
otak	दिमाग	otak	दिमाग	N;SG	N;NOM;MASC;SG;3
otak	दिमाग़	otak	दिमाग़	N;SG	N;NOM;MASC;SG;3
otak	दिमाग	otak	दिमाग	N;SG	N;NOM;MASC;SG;3
kesulitan	कठिनाई	kesulitan	कठिनाई	N;SG	N;NOM;FEM;SG;3
kesulitan	परेशानी	kesulitan	परेशानी	N;SG	N;NOM;FEM;SG;3
kesulitan	मुसीबत	kesulitan	मुसीबत	N;SG	N;NOM;FEM;SG;3
kesulitan	परेशानी	kesulitan	परेशानी	N;SG	N;NOM;FEM;SG;3
modal	राजधानी	modal	राजधानी	N;SG	N;NOM;FEM;SG;3
modal	पूंजी	modal	पूंजी	N;SG	N;NOM;FEM;SG;3
komik	कॉमिक्स	komik	कॉमिक्स	N	N;NOM;MASC;SG;3
mulia	प्रतिष्ठित	mulia	प्रतिष्ठित	ADJ;SG	ADJ
mengalir	बहती	menalir	बह	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
mengalir	बहती	menalir	बह	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
adegan	दृश्य	adegan	दृश्य	N;SG	N;NOM;MASC;SG;3
adegan	सीन	adegan	सीन	N;SG	N;NOM;MASC;SG;3
adegan	झाँकी	adegan	झाँकी	N;SG	N;NOM;FEM;SG;3
kolam	तालाब	kolam	तालाब	N;SG	N;NOM;MASC;SG;3
kolam	पूल	kolam	पूल	N;SG	N;NOM;MASC;SG;3
sempurna	सही	sempurna	सही	ADJ;SG	ADJ
sempurna	परिपूर्ण	sempurna	परिपूर्ण	ADJ;SG	ADJ
wartawan	रिपोर्टर	wartawan	रिपोर्टर	N;SG	N;NOM;MASC;SG;3
mengisi	भरना	menisi	भर	V;SG;ACT	V;MASC;NFIN;ACT
negatif	नकारात्मक	negatif	नकारात्मक	ADJ;SG	ADJ
kanker	कर्कट	kanker	कर्कट	N;SG	N;NOM;MASC;SG;3
internal	आंतरिक	internal	आंतरिक	ADJ;SG	ADJ;NOM
internal	आन्तरिक	internal	आन्तरिक	ADJ;SG	ADJ;NOM
otoritas	प्राधिकरण	otoritas	प्राधिकरण	N;SG	N;NOM;MASC;SG;3
otoritas	प्राधिकार	otoritas	प्राधिकार	N;SG	N;NOM;MASC;SG;3
otoritas	प्राधिकारी	otoritas	प्राधिकारी	N;SG	N;NOM;MASC;SG;3
otoritas	प्राधिकरण	otoritas	प्राधिकरण	N;SG	N;NOM;MASC;SG;3
otoritas	प्राधिकार	otoritas	प्राधिकार	N;SG	N;NOM;MASC;SG;3
variasi	विभिन्नता	variasi	विभिन्नता	N;SG	N;NOM;FEM;SG;3
biara	मठ	biara	मठ	N	N;NOM;MASC;SG;3
biara	कान्वेंट	biara	कान्वेंट	N	N;NOM;FEM;SG;3
wajib	अनिवार्य	wajib	अनिवार्य		
wajib	अनिवार्य	wajib	अनिवार्य		
menempatkan	रखकर	mentempatkan	रख	V;SG;ACT	V;V.CVB
garam	नमक	garam	नमक	N;SG	N;NOM;MASC;SG;3
miskin	बेचारी	miskin	बेचारी	N;SG	N;NOM;FEM;SG;3
miskin	गरीब	miskin	गरीब	N;SG	N;NOM;MASC;SG;3
miskin	ग़रीब	miskin	ग़रीब	N;SG	N;NOM;FEM;SG;3
roket	मिसाइल	roket	मिसाइल	N;SG	N;NOM;FEM;SG;3
roket	रॉकेट	roket	रॉकेट	N;SG	N;NOM;MASC;SG;3
roket	प्रक्षेपास्त्र	roket	प्रक्षेपास्त्र	N;SG	N;NOM;MASC;SG;3
parameter	पैरामीटर	parameter	पैरामीटर	N;SG	N;NOM;MASC;SG;3
parameter	प्राचल	parameter	प्राचल	N;SG	N;NOM;MASC;SG;3
parameter	पैरामीटर	parameter	पैरामीटर	N;SG	N;NOM;MASC;SG;3
parameter	परिमाण	parameter	परिमाण	N;SG	N;NOM;MASC;SG;3
parameter	पैरामीटर	parameter	पैरामीटर	N;SG	N;NOM;MASC;SG;3
kosong	खाली	kosong	खाली	ADJ;SG	ADJ
kosong	खाली	kosong	खाली	ADJ;SG	ADJ
partikel	कणों	partikel	कण	N	N;NOM;MASC;PL;3
partikel	कण	partikel	कण	N	N;NOM;MASC;SG;3
partikel	अणु	partikel	अणु	N	N;NOM;MASC;SG;3
partikel	कण	partikel	कण	N	N;NOM;MASC;SG;3
petunjuk	संकेत	petunjuk	संकेत	N;SG	N;NOM;MASC;SG;3
petunjuk	निर्देश	petunjuk	निर्देश	N;SG	N;NOM;MASC;SG;3
petunjuk	संकेत	petunjuk	संकेत	N;SG	N;NOM;MASC;SG;3
invasi	आक्रमण	invasi	आक्रमण	N;SG	N;NOM;MASC;SG;3
rudal	मिसाइल	rudal	मिसाइल	N;SG	N;NOM;FEM;SG;3
rudal	प्रक्षेपास्त्र	rudal	प्रक्षेपास्त्र	N;SG	N;NOM;MASC;SG;3
rudal	मिसाइल	rudal	मिसाइल	N;SG	N;NOM;FEM;SG;3
personel	कार्मिक	personel	कार्मिक	N;SG	N;NOM;MASC;SG;3
batuan	रॉक	batuan	रॉक	N;SG	N;NOM;MASC;SG;3
batuan	चट्टान	batuan	चट्टान	N;SG	N;NOM;FEM;SG;3
pengelolaan	प्रबंधन	penkelolaan	प्रबंधन	N;SG	N;NOM;MASC;SG;3
pengelolaan	प्रबन्धन	penkelolaan	प्रबन्धन	N;SG	N;NOM;MASC;SG;3
rasi	नक्षत्र	rasi	नक्षत्र	N	N;NOM;MASC;SG;3
anggaran	बजट	anggaran	बजट	N;SG	N;NOM;MASC;SG;3
penjelasan	व्याख्या	penjelasan	व्याख्या	N;SG	N;NOM;FEM;SG;3
penjelasan	स्पष्टीकरण	penjelasan	स्पष्टीकरण	N;SG	N;NOM;MASC;SG;3
penjelasan	स्पष्टीकरण	penjelasan	स्पष्टीकरण	N;SG	N;NOM;MASC;SG;3
perahu	नौका	perahu	नौका	N;SG	N;NOM;FEM;SG;3
perahu	नाव	perahu	नाव	N;SG	N;NOM;FEM;SG;3
lokomotif	लोकोमोटिव	lokomotif	लोकोमोटिव	N	N;NOM;MASC;SG;3
rusak	क्षतिग्रस्त	rusak	क्षतिग्रस्त	ADJ;SG	ADJ
mall	मॉल	mall	मॉल	N	N;NOM;MASC;SG;3
mall	मॉल	mall	मॉल	N	N;NOM;MASC;SG;3
nasi	चावल	nasi	चावल	N;SG	N;NOM;MASC;SG;3
championship	चैम्पियनशिप	championship	चैम्पियनशिप	N	N;NOM;FEM;SG;3
championship	चैंपियनशिप	championship	चैंपियनशिप	N	N;NOM;FEM;SG;3
landasan	airstrip	landasan	airstrip	N;SG	N;NOM;MASC;SG;3
landasan	रनवे	landasan	रनवे	N;SG	N;NOM;MASC;SG;3
bab	सूरा	bab	सूरा	N;SG	N;NOM;MASC;SG;3
bab	अध्याय	bab	अध्याय	N;SG	N;NOM;MASC;SG;3
bab	अध्याय	bab	अध्याय	N;SG	N;NOM;MASC;SG;3
lemah	कमजोर	lemah	कमजोर	ADJ;SG	ADJ
monumen	स्मारक	monumen	स्मारक	N;SG	N;NOM;MASC;SG;3
monumen	स्मारक	monumen	स्मारक	N;SG	N;NOM;MASC;SG;3
kendali	नियंत्रण	kendali	नियंत्रण	N;SG	N;NOM;MASC;SG;3
kendali	कंट्रोल	kendali	कंट्रोल	N;SG	N;NOM;MASC;SG;3
kendali	नियंत्रक	kendali	नियंत्रक	N;SG	N;NOM;MASC;SG;3
kendali	नियंत्रण	kendali	नियंत्रण	N;SG	N;NOM;MASC;SG;3
menangani	संभाल	mentangani	संभाल	V;SG;ACT	V;FIN;ACT
koran	अख़बार	koran	अख़बार	N;SG	N;NOM;MASC;SG;3
koran	अखबार	koran	अखबार	N;SG	N;NOM;MASC;SG;3
koran	समाचारपत्र	koran	समाचारपत्र	N;SG	N;NOM;MASC;SG;3
koran	कागज़	koran	कागज़	N;SG	N;NOM;MASC;SG;3
koran	कागज	koran	कागज	N;SG	N;NOM;MASC;SG;3
koran	पेपर	koran	पेपर	N;SG	N;NOM;MASC;SG;3
dimensi	आयाम	dimensi	आयाम	N;SG	N;NOM;MASC;SG;3
dimensi	आयाम	dimensi	आयाम	N;SG	N;NOM;MASC;SG;3
monster	राक्षस	monster	राक्षस	N	N;NOM;MASC;SG;3
monster	दानव	monster	दानव	N	N;NOM;MASC;SG;3
monster	राक्षस	monster	राक्षस	N	N;NOM;MASC;SG;3
penerima	लाभार्थी	penterima	लाभार्थी	N;SG	N;NOM;MASC;SG;3
penerima	प्राप्तकर्ता	penterima	प्राप्तकर्ता	N;SG	N;NOM;MASC;SG;3
penerima	प्राप्तकर्ता	penterima	प्राप्तकर्ता	N;SG	N;NOM;MASC;SG;3
identitas	पहचान	identitas	पहचान	N;SG	N;NOM;FEM;SG;3
atap	छत	atap	छत	N;SG	N;NOM;FEM;SG;3
atap	छत	atap	छत	N;SG	N;NOM;FEM;SG;3
maya	mayan	maya	mayan		
maya	माया	maya	माया		
ancaman	संकट	ancaman	संकट	N;SG	N;NOM;MASC;SG;3
ancaman	ख़तरे	ancaman	खकतरा	N;SG	N;NOM;MASC;SG;3
ancaman	खतरे	ancaman	खतरा	N;SG	N;NOM;MASC;SG;3
pengakuan	पावती	penakuan	पावती	N;SG	N;NOM;FEM;SG;3
pengakuan	स्वीकृति	penakuan	स्वीकृति	N;SG	N;NOM;FEM;SG;3
pengakuan	दाखिले	penakuan	दाखिला	N;SG	N;NOM;MASC;SG;3
pengakuan	प्रवेश	penakuan	प्रवेश	N;SG	N;NOM;MASC;SG;3
pengakuan	अपराध	penakuan	अपराध	N;SG	N;NOM;MASC;SG;3
pengakuan	स्वीकारोक्ति	penakuan	स्वीकारोक्ति	N;SG	N;NOM;FEM;SG;3
pengakuan	मान्यता	penakuan	मान्यता	N;SG	N;NOM;FEM;SG;3
mahkamah	कोर्ट	mahkamah	कोर्ट	N;SG	N;NOM;MASC;SG;3
mahkamah	न्यायालय	mahkamah	न्यायालय	N;SG	N;NOM;MASC;SG;3
mahkamah	अदालत	mahkamah	अदालत	N;SG	N;NOM;FEM;SG;3
penerbit	प्रकाशक	penterbit	प्रकाशक	N;SG	N;NOM;MASC;SG;3
penerbit	जारीकर्ता	penterbit	जारीकर्ता	N;SG	N;NOM;MASC;SG;3
penerbit	प्रकाशन	penterbit	प्रकाशन	N;SG	N;NOM;MASC;SG;3
penerbit	प्रकाशक	penterbit	प्रकाशक	N;SG	N;NOM;MASC;SG;3
jantan	पुरुष	jantan	पुरुष	N;SG	N;NOM;MASC;SG;3
jantan	नर	jantan	नर	N;SG	N;NOM;MASC;SG;3
jantan	पुरूष	jantan	पुरूष	N;SG	N;NOM;MASC;SG;3
halus	चिकनी	halus	चिकना	ADJ;SG	ADJ;NOM;FEM;SG
halus	चिकना	halus	चिकना	ADJ;SG	ADJ;NOM;MASC;SG
halus	हल्का	halus	हल्का	ADJ;SG	ADJ;NOM;MASC;SG
pedang	तलवार	pedang	तलवार	N;SG	N;NOM;FEM;SG;3
restoran	रेस्टोरेंट	restoran	रेस्टोरेंट	N;SG	N;NOM;MASC;SG;3
restoran	रेस्तरां	restoran	रेस्तरां	N;SG	N;NOM;MASC;SG;3
restoran	डिनर	restoran	डिनर	N;SG	N;NOM;MASC;SG;3
restoran	रेस्टोरेंट	restoran	रेस्टोरेंट	N;SG	N;NOM;MASC;SG;3
restoran	रेस्तरां	restoran	रेस्तरां	N;SG	N;NOM;MASC;SG;3
bersih	साफ	bersih	साफ	ADJ;SG	ADJ
direktorat	निदेशालय	direktorat	निदेशालय	N;SG	N;NOM;MASC;SG;3
peluru	गोली	peluru	गोली	N;SG	N;NOM;FEM;SG;3
liar	जंगली	liar	जंगली	N;SG	N;NOM;MASC;SG;3
koloni	उपनिवेशवाद	koloni	उपनिवेशवाद	N;SG	N;NOM;MASC;SG;3
koloni	कॉलोनी	koloni	कॉलोनी	N;SG	N;NOM;FEM;SG;3
koloni	उपनिवेश	koloni	उपनिवेश	N;SG	N;NOM;MASC;SG;3
varian	चर	varian	चर	N;SG	N;NOM;MASC;SG;3
varian	रूपांतर	varian	रूपांतर	N;SG	N;NOM;MASC;SG;3
distribusi	वितरण	distribusi	वितरण	N;SG	N;NOM;MASC;SG;3
baja	इस्पात	baja	इस्पात	N	N;NOM;MASC;SG;3
baja	स्टील	baja	स्टील	N	N;NOM;FEM;SG;3
keterangan	शीर्षक	keterangan	शीर्षक	N;SG	N;NOM;MASC;SG;3
keterangan	विवरण	keterangan	विवरण	N;SG	N;NOM;MASC;SG;3
keterangan	वर्णन	keterangan	वर्णन	N;SG	N;NOM;MASC;SG;3
pejuang	सेनानी	pejuang	सेनानी	N;SG	N;NOM;MASC;SG;3
pejuang	योद्धा	pejuang	योद्धा	N;SG	N;NOM;MASC;SG;3
bawang	लहसुन	bawang	लहसुन	N;SG	N;NOM;MASC;SG;3
bawang	प्याज	bawang	प्याज	N;SG	N;NOM;MASC;SG;3
bawang	प्याज़	bawang	प्याज़	N;SG	N;NOM;MASC;SG;3
bawang	प्याज	bawang	प्याज	N;SG	N;NOM;MASC;SG;3
komposisi	संरचना	komposisi	संरचना	N;SG	N;NOM;FEM;SG;3
murni	अपरिवर्तित	murni	अपरिवर्तित	ADJ;SG	ADJ
saksi	गवाह	saksi	गवाह	N;SG	N;NOM;MASC;SG;3
saksi	गवाह	saksi	गवाह	N;SG	N;NOM;MASC;SG;3
rumput	घास	rumput	घास	N;SG	N;NOM;MASC;SG;3
rumput	लॉन	rumput	लॉन	N;SG	N;NOM;MASC;SG;3
rumput	घास	rumput	घास	N;SG	N;NOM;MASC;SG;3
rumput	ग्रास	rumput	ग्रास	N;SG	N;NOM;MASC;SG;3
tank	टैंक	tank	टैंक	N	N;NOM;MASC;SG;3
tank	टैंक	tank	टैंक	N	N;NOM;MASC;SG;3
sidang	मुकदमा	sidang	मुकदमा	N;SG	N;NOM;MASC;SG;3
sidang	ट्रायल	sidang	ट्रायल	N;SG	N;NOM;MASC;SG;3
sidang	विचारण	sidang	विचारण	N;SG	N;NOM;MASC;SG;3
sidang	कोर्ट	sidang	कोर्ट	N;SG	N;NOM;MASC;SG;3
sidang	न्यायालय	sidang	न्यायालय	N;SG	N;NOM;MASC;SG;3
sidang	अदालत	sidang	अदालत	N;SG	N;NOM;FEM;SG;3
baku	कच्चा	baku	कच्चा	ADJ;SG	ADJ;NOM;MASC;SG
penari	नर्तक	pentari	नर्तक	N;SG	N;NOM;MASC;SG;3
penari	नर्तक	pentari	नर्तक	N;SG	N;NOM;MASC;SG;3
penari	नर्तकी	pentari	नर्तकी	N;SG	N;NOM;FEM;SG;3
formal	औपचारिक	formal	औपचारिक	ADJ	ADJ;NOM
perlawanan	प्रतिरोध	perlawanan	प्रतिरोध	N;SG	N;NOM;MASC;SG;3
betina	स्त्री	betina	स्त्री	N;SG	N;NOM;FEM;SG;3
betina	महिला	betina	महिला	N;SG	N;NOM;FEM;SG;3
betina	मादा	betina	मादा	N;SG	N;NOM;MASC;SG;3
pameran	प्रदर्शनी	pameran	प्रदर्शनी	N;SG	N;NOM;FEM;SG;3
pameran	एक्सपो	pameran	एक्सपो	N;SG	N;NOM;MASC;SG;3
pameran	प्रदर्शनी	pameran	प्रदर्शनी	N;SG	N;NOM;FEM;SG;3
mengungkapkan	एक्स्प्रेस	menungkapkan	एक्स्प्रेस	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
memahami	समझो	menpahami	समझ	V;SG;ACT	V;SBJV;SG;FIN;ACT
memahami	समझ	menpahami	समझ	V;SG;ACT	V;ACT
memahami	समझे	menpahami	समझ	V;SG;ACT	V;SG;FIN;ACT
memahami	समझ	menpahami	समझ	V;SG;ACT	V;ACT
memahami	समझना	menpahami	समझ	V;SG;ACT	V;MASC;NFIN;ACT
kontribusi	योगदान	kontribusi	योगदान	N;SG	N;NOM;MASC;SG;3
kontribusi	योगदान	kontribusi	योगदान	N;SG	N;NOM;MASC;SG;3
kontribusi	योगदान	kontribusi	योगदान	N;SG	N;NOM;MASC;SG;3
mengenakan	पहना	menkenakan	पहन	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
platform	प्लेटफ़ॉर्म	platform	प्लेटफोॉर्म	N	N;NOM;MASC;SG;3
platform	प्लेटफॉर्म	platform	प्लेटफॉर्म	N	N;NOM;MASC;SG;3
platform	मंच	platform	मंच	N	N;NOM;MASC;SG;3
platform	प्लेटफ़ॉर्म	platform	प्लेटफोॉर्म	N	N;NOM;MASC;SG;3
kamp	कैम्प	kamp	कैम्प	N;SG	N;NOM;MASC;SG;3
kamp	कैंप	kamp	कैंप	N;SG	N;NOM;MASC;SG;3
kamp	शिविर	kamp	शिविर	N;SG	N;NOM;MASC;SG;3
kamp	कैम्प	kamp	कैम्प	N;SG	N;NOM;MASC;SG;3
kekayaan	माल	kekayaan	माल	N;SG	N;NOM;MASC;SG;3
baris	लाइन	baris	लाइन	N;SG	N;NOM;FEM;SG;3
baris	पंक्ति	baris	पंक्ति	N;SG	N;NOM;FEM;SG;3
baris	रेखा	baris	रेखा	N;SG	N;NOM;FEM;SG;3
baris	लकीर	baris	लकीर	N;SG	N;NOM;FEM;SG;3
baris	पंक्ति	baris	पंक्ति	N;SG	N;NOM;FEM;SG;3
baris	पंक्ति	baris	पंक्ति	N;SG	N;NOM;FEM;SG;3
jahat	खराब	jahat	खराब	ADJ;SG	ADJ
jahat	बुरा	jahat	बुरा	ADJ;SG	ADJ;NOM;MASC;SG
pembukaan	ओपनिंग	penbukaan	ओपनिंग	N;SG	N;NOM;FEM;SG;3
perbaikan	मरम्मत	perbaikan	मरम्मत	N;SG	N;NOM;FEM;SG;3
perbaikan	मरम्मत	perbaikan	मरम्मत	N;SG	N;NOM;FEM;SG;3
perbaikan	सुधार	perbaikan	सुधार	N;SG	N;NOM;MASC;SG;3
perbaikan	सुधार	perbaikan	सुधार	N;SG	N;NOM;MASC;SG;3
akademik	शैक्षिक	akademik	शैक्षिक	N;SG	N;NOM
akademik	अकादमिक	akademik	अकादमिक	N;SG	N;NOM;MASC;SG;3
sayang	शहद	sayang	शहद	N;SG	N;NOM;MASC;SG;3
bunuh	मारो	bunuh	मार	V;SG;ACT	V;SG;FIN;ACT
bunuh	मार	bunuh	मार	V;SG;ACT	V;ACT
bunuh	मार	bunuh	मार	V;SG;ACT	V;ACT
mendarat	उतरा	mendarat	उतर	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
penyair	कवि	penyair	कवि	N	N;NOM;MASC;SG;3
penyair	कवियों	penyair	कवी	N	N;ACC;MASC;PL;3
institusi	संस्था	institusi	संस्था	N;SG	N;NOM;FEM;SG;3
konsentrasi	एकाग्रता	konsentrasi	एकाग्रता	N;SG	N;NOM;FEM;SG;3
konsentrasi	विशेषज्ञता	konsentrasi	विशेषज्ञता	N;SG	N;NOM;FEM;SG;3
pers	प्रेस	pers	प्रेस	N;SG	N;NOM;FEM;SG;3
mineral	खनिज	mineral	खनिज	N	N;NOM;MASC;SG;3
mineral	मिनरल्स	mineral	मिनरल	N	N;NOM;MASC;PL;3
mineral	खनिज	mineral	खनिज	N	N;NOM;MASC;SG;3
organik	कार्बनिक	organik	कार्बनिक	N;SG	N;NOM;MASC;SG;3
ujian	परीक्षा	ujian	परीक्षा	N;SG	N;NOM;FEM;SG;3
ujian	जांच	ujian	जांच	N;SG	N;NOM;FEM;SG;3
ujian	जाँच	ujian	जाँच	N;SG	N;NOM;FEM;SG;3
ujian	परीक्षण	ujian	परीक्षण	N;SG	N;NOM;MASC;SG;3
ujian	परीक्षा	ujian	परीक्षा	N;SG	N;NOM;FEM;SG;3
ujian	परीक्षा	ujian	परीक्षा	N;SG	N;NOM;FEM;SG;3
ujian	एग्जाम	ujian	एग्जाम	N;SG	N;NOM;MASC;SG;3
ntupdate	ntupdate	ntupdate	ntupdate	N	N;NOM;MASC;SG;3
pengertian	ख़्याल	pengertian	ख़्याल	N;SG	N;NOM;MASC;SG;3
klasifikasi	वर्गीकरण	klasifikasi	वर्गीकरण	N;SG	N;NOM;MASC;SG;3
menuntut	मांगे	mentuntut	मांग	V;SG;ACT	V;MASC;IND;SG;3;FIN;ACT
kuningan	पीतल	kuningan	पीतल	N;SG	N;NOM;FEM;SG;3
perumahan	आवासीय	penrumahan	आवासीय	N;SG	N;NOM
perumahan	हाउसिंग	penrumahan	हाउसिंग	N;SG	N;NOM;FEM;SG;3
