lui	그의	el	그+의	PRO;3	PRO
soldat	군인	soldat	군인	N;INDF;MASC;SG	N
soldat	병사	soldat	병사	N;INDF;MASC;SG	N
antica	골동품	antic	골동품	N;DEF;FEM;SG	N
antica	고대	antic	고대	N;DEF;FEM;SG	N
apel	항소	apel	항소	N;INDF;MASC;SG	N
apel	통화	apel	통화	N;INDF;MASC;SG	N
apel	전화	apel	전화	N;INDF;MASC;SG	N
apel	호출	apel	호출	N;INDF;MASC;SG	N
victime	사상자	victimă	사상자	N;INDF;FEM;PL	N
victime	희생자	victimă	희생자	N;INDF;FEM;PL	N
mass	미사	mass	미사	N	N
mass	질량	mass	질량	N	N
box	복싱	box	복싱	N;INDF;MASC;SG	N
casele	주택	casă	주택	N;DEF;FEM;PL	N
actori	배우	actor	배우	N;INDF;MASC;PL	N
capital	자본	capital	자본	N;INDF;MASC;SG	N
capital	자본주의	capital	자본주의	N;INDF;MASC;SG	N
fondatorul	설립자	fondator	설립자	N;DEF;MASC;SG	N
atacuri	공격	atac	공격	N;INDF;FEM;PL	N
dovada	증거	dovadă	증거	N;DEF;FEM;SG	N
dovada	증명	dovadă	증명	N;DEF;FEM;SG	N
dovada	증거	dovadă	증거	N;DEF;FEM;SG	N
dovada	증거	dovadă	증거	N;DEF;FEM;SG	N
dovada	증명	dovadă	증명	N;DEF;FEM;SG	N
dovada	증거	dovadă	증거	N;DEF;FEM;SG	N
explica	설명해	explica	설명+하+어	V;IND;SG;3;IPFV;FIN	V
explica	설명하기	explica	설명+하+기	V;IND;SG;3;IPFV;FIN	V
explica	설명해	explica	설명+하+어	V;IND;SG;3;IPFV;FIN	V
explica	설명하기	explica	설명+하+기	V;IND;SG;3;IPFV;FIN	V
fenomen	현상	fenomen	현상	N;INDF;MASC;SG	N
fenomen	현상	fenomen	현상	N;INDF;MASC;SG	N
steagul	깃발	steag	깃발	N;DEF;MASC;SG	N
steagul	국기	steag	국기	N;DEF;MASC;SG	N
steagul	플래그	steag	플래그	N;DEF;MASC;SG	N
spital	병원	spital	병원	N;INDF;MASC;SG	N
break	휴식	break	휴식	N;INDF;MASC;SG	N
comunicare	의사소통	comunicare	의사+소통	N;INDF;FEM;SG	N
comunicare	커뮤니케이션	comunicare	커뮤니케이션	N;INDF;FEM;SG	N
comunicare	소통	comunicare	소통	N;INDF;FEM;SG	N
comunicare	통신	comunicare	통신	N;INDF;FEM;SG	N
frate	오빠	frate	오빠		
frate	아우	frate	아우		
caractere	문자	caracter	문자	N;INDF;FEM;PL	N
caractere	등장인물	caracter	등장+인물	N;INDF;FEM;PL	N
medalie	메달	medalie	메달	N;INDF;FEM;SG	N
procese	재판	proces	재판	N;INDF;FEM;PL	N
procese	프로세스	proces	프로세스	N;INDF;FEM;PL	N
procese	소송	proces	소송	N;INDF;FEM;PL	N
prizonieri	죄수	prizonier	죄수	N;INDF;MASC;PL	N
power	전력	power	전력	N	N
power	권력	power	권력	N	N
aliatii	연합군	aliat	연합군	N;DEF;MASC;PL	N
aliatii	연합국	aliat	연합국	N;DEF;MASC;PL	N
introducere	소개	introducere	소개	N;INDF;FEM;SG	N
introducere	도입	introducere	도입	N;INDF;FEM;SG	N
introducere	소개팅	introducere	소개팅	N;INDF;FEM;SG	N
introducere	소개	introducere	소개	N;INDF;FEM;SG	N
dramaturg	극작가	dramaturg	극작+가	N;INDF;MASC;SG	N
lacuri	호수	lac	호수	N;INDF;FEM;PL	N
administratie	행정학	administratie	행정학	N;INDF;FEM;SG	N
fox	여우	fox	여우	N;INDF;MASC;SG	N
promovare	홍보	promovare	홍보	N;INDF;FEM;SG	N
promovare	승진	promovare	승진	N;INDF;FEM;SG	N
lansare	출시	lansare	출시	N;INDF;FEM;SG	N
lansare	출시	lansare	출시	N;INDF;FEM;SG	N
lansare	실행	lansare	실행	N;INDF;FEM;SG	N
lansare	발사	lansare	발사	N;INDF;FEM;SG	N
nepotul	조카	nepot	조카	N;DEF;MASC;SG	N
nepotul	손자	nepot	손자	N;DEF;MASC;SG	N
incercarea	테스트	incercare	테스트	N;DEF;FEM;SG	N
incercarea	시험	incercare	시험	N;DEF;FEM;SG	N
diploma	수료	diploma	수료	N;DEF;FEM;SG	N
diploma	학위	diploma	학위	N;DEF;FEM;SG	N
diploma	수료	diploma	수료	N;DEF;FEM;SG	N
diploma	학위	diploma	학위	N;DEF;FEM;SG	N
teologie	신학	teologie	신학	N;INDF;FEM;SG	N
traducator	번역기	traducator	번역기	N;INDF;MASC;SG	N
divizie	사단	divizie	사단	N;INDF;FEM;SG	N
divizie	디비전	divizie	디비전	N;INDF;FEM;SG	N
vase	혈관	vas	혈관	N;INDF;FEM;PL	N
vase	접시	vas	접시	N;INDF;FEM;PL	N
legile	법률	lege	법률	N;DEF;FEM;PL	N
cavalerie	기병대	cavalerie	기병대	N;INDF;FEM;SG	N
cavalerie	기병	cavalerie	기병	N;INDF;FEM;SG	N
risc	위험	risc	위험	N;INDF;MASC;SG	N
risc	리스크	risc	리스크	N;INDF;MASC;SG	N
ziar	신문	ziar	신문	N;INDF;MASC;SG	N
organizare	조직	organizare	조직	N;INDF;FEM;SG	N
organizare	기구	organizare	기구	N;INDF;FEM;SG	N
organizare	조직	organizare	조직	N;INDF;FEM;SG	N
organizare	기구	organizare	기구	N;INDF;FEM;SG	N
organizare	단체	organizare	단체	N;INDF;FEM;SG	N
complexul	복합체	complex	복합체	N;DEF;MASC;SG	N
rang	계급	rang	계급	N;INDF;MASC;SG	N
rang	순위	rang	순위	N;INDF;MASC;SG	N
gheata	얼음	gheată	얼+음	N;DEF;FEM;SG	N
gheata	얼음	gheată	얼+음	N;DEF;FEM;SG	N
gheata	얼음	gheată	얼+음	N;DEF;FEM;SG	N
gheata	얼음	gheată	얼+음	N;DEF;FEM;SG	N
templul	신전	templu	신전	N;DEF;MASC;SG	N
templul	사원	templu	사원	N;DEF;MASC;SG	N
continuu	지속적으로	continuu	지속+적+으로	ADV	ADV
etapa	무대	etapă	무대	N;DEF;FEM;SG	N
etapa	무대	etapă	무대	N;DEF;FEM;SG	N
service	서비스	servic	서비스	N;INDF;FEM;SG	N
alianta	동맹	aliantă	동맹	N;DEF;FEM;SG	N
alianta	동맹	aliantă	동맹	N;DEF;FEM;SG	N
alianta	동맹	aliantă	동맹	N;DEF;FEM;SG	N
coordonate	좌표	coordonată	좌표	N;INDF;FEM;PL	N
coordonate	좌표	coordonată	좌표	N;INDF;FEM;PL	N
coordonate	좌표계	coordonată	좌표계	N;INDF;FEM;PL	N
misiune	선교	misiune	선교	N;INDF;FEM;SG	N
dead	데드	dead	데드		
diferenta	차이	diferent	차이	N;DEF;FEM;SG	N
diferenta	차이	diferent	차이	N;DEF;FEM;SG	N
diferenta	차이	diferent	차이	N;DEF;FEM;SG	N
gold	골드	gold	골드		
gold	황금	gold	황금		
scriu	쓰기	scrie	쓰+기	V;IND;PL;3;PRS;FIN	V
scriu	글쓰기	scrie	글쓰기	V;IND;PL;3;PRS;FIN	V
scriu	쓰기	scrie	쓰+기	V;IND;PL;3;PRS;FIN	V
scriu	글쓰기	scrie	글쓰기	V;IND;PL;3;PRS;FIN	V
cauta	찾기	cauta	찾+기	V;IND;SG;3;IPFV;FIN	V
cauta	검색하기	cauta	검색+하+기	V;IND;SG;3;IPFV;FIN	V
cauta	찾기	cauta	찾+기	V;IND;SG;3;IPFV;FIN	V
cauta	검색하기	cauta	검색+하+기	V;IND;SG;3;IPFV;FIN	V
intalnire	모임	intalnire	모임	N;INDF;FEM;SG	N
intalnire	만남	intalnire	만남	N;INDF;FEM;SG	N
intalnire	미팅	intalnire	미팅	N;INDF;FEM;SG	N
intalnire	모임	intalnire	모임	N;INDF;FEM;SG	N
intalnire	만남	intalnire	만남	N;INDF;FEM;SG	N
intalnire	미팅	intalnire	미팅	N;INDF;FEM;SG	N
trasaturi	특징	trasat	특징	N;INDF;FEM;PL	N
trasaturi	기능	trasat	기능	N;INDF;FEM;PL	N
cor	합창	cor	합창	N;INDF;MASC;SG	N
cavaler	기사	cavaler	기사	N;INDF;MASC;SG	N
operare	운영	operare	운영	N;INDF;FEM;SG	N
banii	돈이	ban	돈+이	N;DEF;MASC;PL	N
precedent	이전	precedent	이전	N;INDF;MASC;SG	N
studiaza	공부해	studiază	공부+하+어	V;IND;SG;3;IPFV;FIN	V
studiaza	공부하기	studiază	공부+하+기	V;IND;SG;3;IPFV;FIN	V
sector	부문	sector	부문	N;INDF;MASC;SG	N
structuri	구조물	structură	구조물	N;INDF;FEM;PL	N
structuri	구조	structură	구조	N;INDF;FEM;PL	N
deschiderea	오프닝	deschidere	오프닝	N;DEF;FEM;SG	N
deschiderea	개봉	deschidere	개봉	N;DEF;FEM;SG	N
decizie	의사결정	decizie	의사+결정	N;INDF;FEM;SG	N
decizie	결정	decizie	결정	N;INDF;FEM;SG	N
amestec	혼합물	amestec	혼합물	N;INDF;MASC;SG	N
amestec	반죽	amestec	반죽	N;INDF;MASC;SG	N
corecta	올바른	corecta	올바르+ㄴ	ADJ;DEF;FEM;SG	ADJ
corecta	올바른	corecta	올바르+ㄴ	ADJ;DEF;FEM;SG	ADJ
clasament	순위	clasament	순위	N;INDF;MASC;SG	N
clasament	순위	clasament	순위	N;INDF;MASC;SG	N
campie	평범	campie	평범		
infrangerea	패배	infrangere	패배	N;DEF;FEM;SG	N
scenariul	시나리오는	scenariu	시나리오+는	N;DEF;MASC;SG	N
scenariul	문자	scenariu	문자	N;DEF;MASC;SG	N
scenariul	스크립트	scenariu	스크립트	N;DEF;MASC;SG	N
pierderea	상실	pierdere	상실	N;DEF;FEM;SG	N
pierderea	손실	pierdere	손실	N;DEF;FEM;SG	N
fotografie	사진	fotografie	사진	N;INDF;FEM;SG	N
fotografie	사진	fotografie	사진	N;INDF;FEM;SG	N
fotografie	사진술	fotografie	사진술	N;INDF;FEM;SG	N
principiu	원칙	principiu	원칙	N;INDF;MASC;SG	N
principiu	원리	principiu	원리	N;INDF;MASC;SG	N
raniti	부상당한	ranit	부상+당하+ㄴ	V;IND;PL;2;PRS;FIN	V
castigator	우승자	castigator	우승자	N;INDF;MASC;SG	N
castigator	승자	castigator	승자	N;INDF;MASC;SG	N
castigator	우승자	castigator	우승자	N;INDF;MASC;SG	N
castigator	승자	castigator	승자	N;INDF;MASC;SG	N
regulile	규칙	regulă	규칙	N;DEF;FEM;PL	N
student	학생	student	학생	N;INDF;MASC;SG	N
reactie	반응	reactie	반응	N;INDF;FEM;SG	N
reactie	공감	reactie	공감	N;INDF;FEM;SG	N
reactie	반응	reactie	반응	N;INDF;FEM;SG	N
reactie	공감	reactie	공감	N;INDF;FEM;SG	N
reactie	반응	reactie	반응	N;INDF;FEM;SG	N
reactie	공감	reactie	공감	N;INDF;FEM;SG	N
topul	인기	top	인기	N;DEF;MASC;SG	N
activitatile	활동	activitate	활동	N;DEF;FEM;PL	N
cutremur	지진	cutremur	지진	N;INDF;MASC;SG	N
marte	마스	marte	마스		
marte	화성	marte	화성		
boala	질환	boală	질환	N;DEF;FEM;SG	N
boala	질병	boală	질병	N;DEF;FEM;SG	N
boala	질환	boală	질환	N;DEF;FEM;SG	N
boala	질병	boală	질병	N;DEF;FEM;SG	N
boala	질병	boală	질병	N;DEF;FEM;SG	N
boala	질환	boală	질환	N;DEF;FEM;SG	N
boala	질병	boală	질병	N;DEF;FEM;SG	N
boala	질환	boală	질환	N;DEF;FEM;SG	N
boala	질병	boală	질병	N;DEF;FEM;SG	N
boala	질병	boală	질병	N;DEF;FEM;SG	N
sculptor	조각가	sculptor	조각+가	N;INDF;MASC;SG	N
sculptor	조각가자리	sculptor	조각가리리	N;INDF;MASC;SG	N
intrebari	질문	intrebare	질문	N;INDF;FEM;PL	N
intrebari	질문	intrebare	질문	N;INDF;FEM;PL	N
valorile	가치관	valoare	가치관	N;DEF;FEM;PL	N
valorile	가치	valoare	가치	N;DEF;FEM;PL	N
completarea	완성	completare	완성	N;DEF;FEM;SG	N
industrie	업계	industrie	업계	N;INDF;FEM;SG	N
industrie	산업	industrie	산업	N;INDF;FEM;SG	N
cadru	액자	cadru	액자	N;INDF;MASC;SG	N
cadru	프레임	cadru	프레임	N;INDF;MASC;SG	N
electronica	일렉트로닉스	electronică	일렉트로닉스	N;DEF;FEM;SG	N
electronica	전자제품	electronică	전자제품	N;DEF;FEM;SG	N
electronica	전자공학	electronică	전자공학	N;DEF;FEM;SG	N
electronica	전자	electronică	전자	N;DEF;FEM;SG	N
electronica	일렉트로닉스	electronică	일렉트로닉스	N;DEF;FEM;SG	N
electronica	전자제품	electronică	전자제품	N;DEF;FEM;SG	N
electronica	전자공학	electronică	전자공학	N;DEF;FEM;SG	N
conflictul	갈등	conflict	갈등	N;DEF;MASC;SG	N
conflictul	갈등이	conflict	갈등+이	N;DEF;MASC;SG	N
conflictul	충돌	conflict	충돌	N;DEF;MASC;SG	N
conflictul	분쟁	conflict	분쟁	N;DEF;MASC;SG	N
ulei	석유	ulei	석유	N;INDF;MASC;SG	N
tehnici	테크닉	tehnic	테크닉	N;INDF;MASC;PL	N
tehnici	기법	tehnic	기법	N;INDF;MASC;PL	N
aparitie	발생	aparitie	발생	N;INDF;FEM;SG	N
prietenii	친구	prietenie	친구	N;DEF;MASC;PL	N
prietenii	친구들이	prietenie	친구+들+이	N;DEF;MASC;PL	N
prietenii	친구들	prietenie	친구+들	N;DEF;MASC;PL	N
channel	채널	channel	채널	N;INDF;MASC;SG	N
aprobarea	승인	aprobare	승인	N;DEF;FEM;SG	N
genuri	장르	gen	장르	N;INDF;FEM;PL	N
curse	인종	cursă	인종	N;INDF;FEM;PL	N
primi	받기	primi	받+기	V;IND;SG;3;PRS;FIN	V
trek	트렉	trek	트렉	N;INDF;MASC;SG	N
personalitate	성격	personalitate	성격	N;INDF;FEM;SG	N
personalitate	인격	personalitate	인격	N;INDF;FEM;SG	N
semnul	기호	semn	기호	N;DEF;MASC;SG	N
semnul	서명	semn	서명	N;DEF;MASC;SG	N
spectacol	공연	spectacol	공연	N;INDF;MASC;SG	N
recunoastere	인식	recunoastere	인식	N;INDF;FEM;SG	N
recunoastere	인식	recunoastere	인식	N;INDF;FEM;SG	N
animal	동물	animal	동물	N;INDF;MASC;SG	N
animal	동물학	animal	동물학	N;INDF;MASC;SG	N
mandat	영장	mandat	영장	N;INDF;MASC;SG	N
mandat	위임통치령	mandat	위임통치령	N;INDF;MASC;SG	N
efectele	영향	efect	영향	N;DEF;FEM;PL	N
efectele	효과	efect	효과	N;DEF;FEM;PL	N
documentele	문서	document	문서	N;DEF;FEM;PL	N
mostra	표본	mostra	표본	N;DEF;FEM;SG	N
mostra	샘플링	mostra	샘플링	N;DEF;FEM;SG	N
mostra	샘플	mostra	샘플	N;DEF;FEM;SG	N
preda	가르쳐	preda	가르치+어	V;IND;SG;3;IPFV;FIN	V
tare	열심히	tare	열심히	ADV	ADV
aplica	적용하기	aplica	적용+하+기	V;IND;SG;3;IPFV;FIN	V
aplica	적용하기	aplica	적용+하+기	V;IND;SG;3;IPFV;FIN	V
imaginile	그림	imagine	그림	N;DEF;FEM;PL	N
dark	어둠	dark	어둠	N;INDF;MASC;SG	N
distruse	파괴됨	distruge	파괴+되+ㄴ	V;IND;SG;3;PST;FIN	V
conditia	조건	conditie	조건	N;DEF;FEM;SG	N
secrete	비밀	secret	비밀	N;INDF;FEM;PL	N
secrete	비밀	secret	비밀	N;INDF;FEM;PL	N
tobe	드럼	tobe	들+요	N;INDF;FEM;PL	N
inregistrari	레코드	inregistrare	레코드	N;INDF;FEM;PL	N
inregistrari	등록	inregistrare	등록	N;INDF;FEM;PL	N
inregistrari	녹음	inregistrare	녹음	N;INDF;FEM;PL	N
inregistrari	레코딩	inregistrare	레코딩	N;INDF;FEM;PL	N
inregistrari	레코드	inregistrare	레코드	N;INDF;FEM;PL	N
etape	단계	etapă	단계	N;INDF;FEM;PL	N
invazia	침략	invazie	침략	N;DEF;FEM;SG	N
invazia	침공	invazie	침공	N;DEF;FEM;SG	N
profesori	교사들	profesor	교사+들	N;INDF;MASC;PL	N
profesori	교사	profesor	교사	N;INDF;MASC;PL	N
drapelul	깃발	drapel	깃발	N;DEF;MASC;SG	N
drapelul	국기	drapel	국기	N;DEF;MASC;SG	N
drapelul	플래그	drapel	플래그	N;DEF;MASC;SG	N
societati	회사	societati	회사	N;INDF;FEM;PL	N
satelit	인공위성	satelit	인공위성	N;INDF;MASC;SG	N
satelit	위성	satelit	위성	N;INDF;MASC;SG	N
diferita	다르다	diferita	다르+다	ADJ;DEF;FEM;SG	ADJ
diferita	다르다	diferita	다르+다	ADJ;DEF;FEM;SG	ADJ
regat	왕국	regat	왕국	N;INDF;MASC;SG	N
spectacole	공연	spectacol	공연	N;INDF;FEM;PL	N
pregatire	훈련	pregatire	훈련	N;INDF;FEM;SG	N
pregatire	트레이닝	pregatire	트레이닝	N;INDF;FEM;SG	N
argumente	인자	argument	인자	N;INDF;FEM;PL	N
wikimedia	위키미디어	wikimedia	위키미디어		
nominalizari	후보	nominalizare	후보	N;INDF;MASC;PL	N
aplicarea	프로그램	aplicare	프로그램	N;DEF;FEM;SG	N
tibet	티베트족	tibet	티베트족	N;INDF;MASC;SG	N
tratament	시술	tratament	시술	N;INDF;MASC;SG	N
tratament	치료	tratament	치료	N;INDF;MASC;SG	N
compozitie	합성	compozitie	합성	N;INDF;FEM;SG	N
compozitie	작곡	compozitie	작곡	N;INDF;FEM;SG	N
regie	연출	regie	연출	N;INDF;FEM;SG	N
via	비아	via	비+아		
via	via	via	via		
ruinele	폐허	ruină	폐허	N;DEF;FEM;PL	N
informatie	정보	informatie	정보	N;INDF;FEM;SG	N
publicarea	출판물	publicare	출판물	N;DEF;FEM;SG	N
publicarea	출판	publicare	출판	N;DEF;FEM;SG	N
publicarea	게시	publicare	게시	N;DEF;FEM;SG	N
publicarea	출판	publicare	출판	N;DEF;FEM;SG	N
agricultura	농업	agricultură	농업	N;DEF;FEM;SG	N
agricultura	농장	agricultură	농장	N;DEF;FEM;SG	N
agricultura	농업	agricultură	농업	N;DEF;FEM;SG	N
agricultura	농업	agricultură	농업	N;DEF;FEM;SG	N
agricultura	농장	agricultură	농장	N;DEF;FEM;SG	N
agricultura	농업	agricultură	농업	N;DEF;FEM;SG	N
tehnologie	기술	tehnologie	기술	N;INDF;FEM;SG	N
computer	컴퓨터	computer	컴퓨터	N;INDF;MASC;SG	N
strict	엄격히	strict	엄격+히	ADV	ADV
celule	세포	celulă	세포	N;INDF;FEM;PL	N
mecanica	역학	mecanică	역학	N;DEF;FEM;SG	N
mecanica	기계	mecanică	기계	N;DEF;FEM;SG	N
mecanica	역학	mecanică	역학	N;DEF;FEM;SG	N
primarul	시장	primar	시장	N;DEF;MASC;SG	N
minerale	광물	mineral	광물	N;INDF;FEM;PL	N
business	업체	business	업체	N;INDF;MASC;SG	N
business	사업	business	사업	N;INDF;MASC;SG	N
eroare	오류	eroare	오류	N;INDF;FEM;SG	N
urme	트랙	urmă	트랙	N;INDF;FEM;PL	N
urme	자취	urmă	자취	N;INDF;FEM;PL	N
urme	흔적	urmă	흔적	N;INDF;FEM;PL	N
expresia	표현	expresie	표현	N;DEF;FEM;SG	N
expresia	표현식	expresie	표현식	N;DEF;FEM;SG	N
observator	천문대	observator	천문대	N;INDF;MASC;SG	N
gard	울타리	gard	울타리	N;INDF;MASC;SG	N
administrarea	행정학	administrare	행정학	N;DEF;FEM;SG	N
baieti	보이스	baiet	보이스		
baieti	보이스	baiet	보이스		
geografie	지리학	geografie	지리학	N;INDF;FEM;SG	N
geografie	지리	geografie	지리	N;INDF;FEM;SG	N
devreme	일찍	devreme	일찍	ADV	ADV
conferinta	회담	conferinta	회담	N;DEF;FEM;SG	N
conferinta	회담	conferinta	회담	N;DEF;FEM;SG	N
conferinta	회담	conferinta	회담	N;DEF;FEM;SG	N
conferinta	회담	conferinta	회담	N;DEF;FEM;SG	N
varietate	다양체	varietate	다양체	N;INDF;FEM;SG	N
calendarul	달력	calendar	달력	N;DEF;MASC;SG	N
cercetarea	조사	cercetare	조사	N;DEF;FEM;SG	N
cercetarea	연구	cercetare	연구	N;DEF;FEM;SG	N
bot	주둥이	bot	주둥+이	N;INDF;MASC;SG	N
tanara	젊은	tanară	젊+ㄴ	ADJ;DEF;FEM;SG	ADJ
lost	분실	lost	분실	N;INDF;MASC;SG	N
pesti	물고기	pesti	물고기	N;INDF;MASC;PL	N
pesti	물고기자리	pesti	물고기+자리	N;INDF;MASC;PL	N
pesti	물고기	pesti	물고기	N;INDF;MASC;PL	N
cerere	프로그램	cerere	프로그램	N;INDF;FEM;SG	N
cerere	요청	cerere	요청	N;INDF;FEM;SG	N
obiectul	객체	obiect	객체	N;DEF;MASC;SG	N
obiectul	개체	obiect	개체	N;DEF;MASC;SG	N
obiectul	대상	obiect	대상	N;DEF;MASC;SG	N
obiectul	천체	obiect	천체	N;DEF;MASC;SG	N
domn	신사	domn	신사	N;INDF;MASC;SG	N
cantitati	수량	cantitati	수량	N;INDF;FEM;PL	N
army	육군	army	육군	N;INDF;MASC;SG	N
army	군대	army	군대	N;INDF;MASC;SG	N
limbaj	언어	limbaj	언어	N;INDF;MASC;SG	N
bank	은행	bank	은행	N;INDF;MASC;SG	N
asistent	조교	asistent	조교	N;INDF;MASC;SG	N
asistent	보조	asistent	보조	N;INDF;MASC;SG	N
pacea	평화	pace	평화	N;DEF;FEM;SG	N
start	시작	start	시작	N;INDF;MASC;SG	N
focul	화재	foc	화재	N;DEF;MASC;SG	N
focul	불화	foc	불화	N;DEF;MASC;SG	N
activeaza	사용하기	activează	사용+하+기	V;IND;SG;3;IPFV;FIN	V
activeaza	활성화하기	activează	활성화+하+기	V;IND;SG;3;IPFV;FIN	V
frunze	나뭇잎	frunză	나뭇잎	N;INDF;FEM;PL	N
carne	고기	carne	고기	N;INDF;FEM;SG	N
unchiul	삼촌	unchi	삼촌	N;DEF;MASC;SG	N
unchiul	아저씨	unchi	아저씨	N;DEF;MASC;SG	N
tehnologia	기술	tehnologie	기술	N;DEF;FEM;SG	N
pasul	단계	pas	단계	N;DEF;MASC;SG	N
nisip	모래시계	nisip	모래+시계	N;INDF;MASC;SG	N
proba	표본	proba	표본	N;DEF;FEM;SG	N
proba	샘플링	proba	샘플링	N;DEF;FEM;SG	N
proba	샘플	proba	샘플	N;DEF;FEM;SG	N
proba	표본	proba	표본	N;DEF;FEM;SG	N
proba	샘플링	proba	샘플링	N;DEF;FEM;SG	N
proba	샘플	proba	샘플	N;DEF;FEM;SG	N
solutii	해결책	solut	해결책	N;INDF;FEM;PL	N
solutii	솔루션	solut	솔루션	N;INDF;FEM;PL	N
solutii	해결책	solut	해결책	N;INDF;FEM;PL	N
solutii	솔루션	solut	솔루션	N;INDF;FEM;PL	N
sculptura	조각상	sculptură	조각상	N;DEF;FEM;SG	N
sculptura	조각	sculptură	조각	N;DEF;FEM;SG	N
sculptura	조각상	sculptură	조각상	N;DEF;FEM;SG	N
sculptura	조각	sculptură	조각	N;DEF;FEM;SG	N
artistul	음악가	artist	음악가	N;DEF;MASC;SG	N
artistul	예술가	artist	예술가	N;DEF;MASC;SG	N
artistul	아티스트	artist	아티스트	N;DEF;MASC;SG	N
artistul	아티스트가	artist	아티스트+가	N;DEF;MASC;SG	N
factor	인자	factor	인자	N;INDF;MASC;SG	N
factor	요인	factor	요인	N;INDF;MASC;SG	N
caracteristica	특성	caracteristică	특성	N;DEF;FEM;SG	N
caracteristica	특징	caracteristică	특징	N;DEF;FEM;SG	N
caracteristica	기능	caracteristică	기능	N;DEF;FEM;SG	N
caracteristica	특성	caracteristică	특성	N;DEF;FEM;SG	N
caracteristica	특징	caracteristică	특징	N;DEF;FEM;SG	N
caracteristica	기능	caracteristică	기능	N;DEF;FEM;SG	N
petrol	가솔린	petrol	가솔린	N;INDF;MASC;SG	N
petrol	석유	petrol	석유	N;INDF;MASC;SG	N
permit	허용하기	permite	허용+하+기	V;IND;PL;3;PRS;FIN	V
campioana	챔피언	campioană	챔피언	N;DEF;FEM;SG	N
campioana	챔피언	campioană	챔피언	N;DEF;FEM;SG	N
jurnal	학술	jurnal	학술	N;INDF;MASC;SG	N
jurnal	학술지	jurnal	학술지	N;INDF;MASC;SG	N
jurnal	저널	jurnal	저널	N;INDF;MASC;SG	N
jurnal	일기	jurnal	일기	N;INDF;MASC;SG	N
party	파티	party	파티	N;INDF;MASC;SG	N
rangul	계급	rang	계급	N;DEF;MASC;SG	N
rangul	순위	rang	순위	N;DEF;MASC;SG	N
cercetator	연구자	cercetator	연구자	N;INDF;MASC;SG	N
cercetator	연구원	cercetator	연구원	N;INDF;MASC;SG	N
cercetator	과학자	cercetator	과학자	N;INDF;MASC;SG	N
portretul	초상화	portret	초상화	N;DEF;MASC;SG	N
portretul	인물	portret	인물	N;DEF;MASC;SG	N
judecata	심판	judecată	심판	N;DEF;FEM;SG	N
judecata	판결	judecată	판결	N;DEF;FEM;SG	N
judecata	판단력	judecată	판단력	N;DEF;FEM;SG	N
judecata	심판	judecată	심판	N;DEF;FEM;SG	N
judecata	심판	judecată	심판	N;DEF;FEM;SG	N
judecata	판결	judecată	판결	N;DEF;FEM;SG	N
judecata	판단력	judecată	판단력	N;DEF;FEM;SG	N
judecata	심판	judecată	심판	N;DEF;FEM;SG	N
concept	개념	concept	개념	N;INDF;MASC;SG	N
liderii	지도자	lider	지도자	N;DEF;MASC;PL	N
moneda	통화	moneda	통화	N;DEF;FEM;SG	N
moneda	화폐	moneda	화폐	N;DEF;FEM;SG	N
moneda	통화	moneda	통화	N;DEF;FEM;SG	N
moneda	화폐	moneda	화폐	N;DEF;FEM;SG	N
madonna	성모	madonna	성모	N;DEF;FEM;SG	N
soarele	태양	soare	태양	N;DEF;MASC;SG	N
factori	요인	factor	요인	N;INDF;MASC;PL	N
teorii	이론	teorie	이론	N;INDF;FEM;PL	N
gospodarie	가구	gospodarie	가구	N;INDF;FEM;SG	N
marine	해병대	marin	해병대	N;INDF;FEM;PL	N
strans	타이트	strans	타이트		
strans	타이트	strans	타이트		
suveran	주권	suveran	주권	N;INDF;MASC;SG	N
limbajul	언어	limbaj	언어	N;DEF;MASC;SG	N
sufletul	영혼	suflet	영혼	N;DEF;MASC;SG	N
educatia	교육학	educatie	교육학	N;DEF;FEM;SG	N
educatia	교육	educatie	교육	N;DEF;FEM;SG	N
educatia	학력	educatie	학력	N;DEF;FEM;SG	N
ciclul	순환	ciclu	순환	N;DEF;MASC;SG	N
ciclul	사이클	ciclu	사이클	N;DEF;MASC;SG	N
decretul	법령	decret	법령	N;DEF;MASC;SG	N
memorial	기념비	memorial	기념비	N;INDF;MASC;SG	N
memorial	기념관	memorial	기념관	N;INDF;MASC;SG	N
fapte	사실	fapt	사실	N;INDF;FEM;PL	N
hartie	종이	hartie	종이		
hartie	페이퍼	hartie	페이퍼		
hartie	종이	hartie	종이		
hartie	페이퍼	hartie	페이퍼		
marmura	대리석	marmura	대리석	N;DEF;FEM;SG	N
marmura	대리석	marmura	대리석	N;DEF;FEM;SG	N
asistenta	간호사	asistentă	간호사	N;DEF;FEM;SG	N
asistenta	간호	asistentă	간호	N;DEF;FEM;SG	N
asistenta	간호사	asistentă	간호사	N;DEF;FEM;SG	N
asistenta	간호	asistentă	간호	N;DEF;FEM;SG	N
camere	객실	cameră	객실	N;INDF;FEM;PL	N
frumoasa	아름다운	frumos	아름답+ㄴ	ADJ;DEF;FEM;SG	ADJ
frumoasa	아름답다	frumos	아름답+다	ADJ;DEF;FEM;SG	ADJ
frumoasa	아름다운	frumos	아름답+ㄴ	ADJ;DEF;FEM;SG	ADJ
frumoasa	아름답다	frumos	아름답+다	ADJ;DEF;FEM;SG	ADJ
fonduri	기금	fond	기금	N;INDF;FEM;PL	N
