hän	그녀는	hän	그녀+는	PRO;NOM;SG;3	PRO
tuotteet	제품	tuote	제품	N;NOM;PL	N
uutiset	뉴스	uutinen	뉴스	N;NOM;PL	N
uutiset	소식	uutinen	소식	N;NOM;PL	N
uimari	수영	uimari	수영	N;NOM;SG	N
ohjelmia	프로그램	ohjelma	프로그램	N;PRT;PL	N
autolla	자동차	auto	자동차	N;AT+ESS
;SG	N
autolla	차량	auto	차량	N;AT+ESS
;SG	N
kirjain	편지	kirjain	편지	N;NOM;SG	N
kirjain	편지	kirjain	편지	N;NOM;SG	N
laulua	노래	laulu	노래	N;PRT;SG	N
laulua	노래	laulu	노래	N;PRT;SG	N
luonut	만들었습니다	luoda	만들+었+습니다	V;NOM;SG;V.PTCP;ACT	V
alias	별칭	alias	별칭	N;NOM;SG	N
muutettu	변경되었습니다	muuttaa	변경+되+었+습니다	V;NOM;SG;V.PTCP;PASS	V
muutettu	변경됨	muuttaa	변경+되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
ritari	기사	ritari	기사	N;NOM;SG	N
luotu	만들었습니다	luoda	만들+었+습니다	V;NOM;SG;V.PTCP;PASS	V
johtokunnan	보드	johto#kunta	보드	N;GEN;SG	N
johtokunnan	게시판	johto#kunta	게시판	N;GEN;SG	N
johtokunnan	이사회	johto#kunta	이사회	N;GEN;SG	N
ruhtinas	왕자	ruhtinas	왕자	N;FRML;SG	N
liittää	붙이기	liittää	붙이+기	V;SG;NFIN;ACT	V
liittää	붙여넣기	liittää	붙이+어+나+기	V;SG;NFIN;ACT	V
kristian	기독교	kristian	기독교	N;NOM;SG	N
vankeuteen	감금	vankeus	감금	N;IN+ALL;SG	N
ymmärrä	이해하기	ymmärtää	이해+하+기	V;IMP;SG;2;FIN;ACT	V
ymmärrä	알아듣기	ymmärtää	알+아+있+기	V;IMP;SG;2;FIN;ACT	V
määritellä	정의하기	määritellä	정의+하+기	V;SG;NFIN;ACT	V
jaksot	생리	jakso	생리	N;NOM;PL	N
jaksot	섹션	jakso	섹션	N;NOM;PL	N
muusikot	음악가	muusikko	음악가	N;NOM;PL	N
muusikot	연주자	muusikko	연주자	N;NOM;PL	N
muusikot	뮤지션	muusikko	뮤지션	N;NOM;PL	N
senaattori	상원	senaattori	상원	N;NOM;SG	N
senaattori	상원의원	senaattori	상원의원	N;NOM;SG	N
post	게시	post	게시	N;NOM;SG	N
post	게시물	post	게시물	N;NOM;SG	N
mallit	모델	malli	모델	N;NOM;PL	N
mallit	모형	malli	모형	N;NOM;PL	N
mallit	템플릿	malli	템플릿	N;NOM;PL	N
mallit	설계	malli	설계	N;NOM;PL	N
tilat	시설	tila	시설	N;NOM;PL	N
tilat	공간	tila	공간	N;NOM;PL	N
tilat	공백	tila	공백	N;NOM;PL	N
koneita	머신	kone	머신	N;PRT;PL	N
koneita	기계	kone	기계	N;PRT;PL	N
koneita	비행기	kone	비행기	N;PRT;PL	N
yleisurheilu	육상	yleis#urheilu	육상	N;NOM;SG	N
mainetta	평판	maine	평판	N;PRT;SG	N
pommi	폭탄	pommi	폭탄	N;NOM;SG	N
ympäristö	환경	ympäristö	환경	N;NOM;SG	N
ympäristö	환경	ympäristö	환경	N;NOM;SG	N
rakennusten	건물	rakennus	건물	N;GEN;PL	N
rakennusten	건축물	rakennus	건축물	N;GEN;PL	N
rakennusten	건물들	rakennus	건물+들	N;GEN;PL	N
rakennusten	빌딩	rakennus	빌딩	N;GEN;PL	N
linnun	조류	lintu	조류	N;GEN;SG	N
sukupuuttoon	대량절멸	suku#puutto	대량절멸	N;IN+ALL;SG	N
sukupuuttoon	멸종	suku#puutto	멸종	N;IN+ALL;SG	N
kohteita	상품	kohde	상품	N;PRT;PL	N
kohteita	항목	kohde	항목	N;PRT;PL	N
kohteita	품목	kohde	품목	N;PRT;PL	N
kohteita	아이템	kohde	아이템	N;PRT;PL	N
kohteita	목적지	kohde	목적지	N;PRT;PL	N
palatsi	궁전	palatsi	궁전	N;NOM;SG	N
koodi	부호	koodi	부호	N;NOM;SG	N
diplomaatti	외교관	diplomaatti	외교관	N;NOM;SG	N
historiaan	역사	historia	역사	N;IN+ALL;SG	N
historiaan	내역	historia	내역	N;IN+ALL;SG	N
historiaan	기록	historia	기록	N;IN+ALL;SG	N
kommentti	댓글	kommentti	댓글	N;NOM;SG	N
yrityksiä	회사	yritys	회사	N;PRT;PL	N
käsitys	인식	käsitys	인식	N;NOM;SG	N
avioliiton	혼인	avio#liitto	혼인	N;GEN;SG	N
avioliiton	결혼	avio#liitto	결혼	N;GEN;SG	N
täyttää	채우기	täyttää	채우+기	V;SG;NFIN;ACT	V
täyttää	채우기	täyttää	채우+기	V;SG;NFIN;ACT	V
liittovaltion	연방	liitto#valtio	연방	N;GEN;SG	N
pelien	게임	peli	게임	N;GEN;PL	N
luotiin	만들었습니다	luoda	만들+었+습니다	V;IND;PST;FIN;PASS	V
havaittiin	발견됨	havaita	발견+되+ㄴ	V;IND;PST;FIN;PASS	V
lehtiä	나뭇잎	lehti	나뭇잎	N;PRT;PL	N
aiheeseen	주제	aihe	주제	N;IN+ALL;SG	N
yksinkertaisesti	간단히	yksinkertaisesti	간단+히	ADV	ADV
yksinkertaisesti	단순히	yksinkertaisesti	단순+히	ADV	ADV
kriitikot	비평가	kriitikko	비평가	N;NOM;PL	N
keskustella	토론하기	keskustella	토론+하+기	V;SG;NFIN;ACT	V
todisteita	증거	todiste	증거	N;PRT;PL	N
todisteita	증명	todiste	증명	N;PRT;PL	N
todisteita	증거	todiste	증거	N;PRT;PL	N
ohjeita	복음	ohje	복음	N;PRT;PL	N
ohjeita	지침	ohje	지침	N;PRT;PL	N
ohjeita	지침	ohje	지침	N;PRT;PL	N
ohjeita	지시	ohje	지시	N;PRT;PL	N
ohjeita	안내	ohje	안내	N;PRT;PL	N
planeetta	행성	planeetta	행성	N;NOM;SG	N
memorial	기념비	memorial	기념비	N;NOM;SG	N
memorial	기념관	memorial	기념관	N;NOM;SG	N
tietokoneen	컴퓨터	tieto#kone	컴퓨터	N;GEN;SG	N
kuvateksti	자막	kuvateksti	자막	N;NOM;SG	N
kuvateksti	문구	kuvateksti	문구	N;NOM;SG	N
kuvateksti	설명	kuvateksti	설명	N;NOM;SG	N
design	설계	design	설계	N;NOM;SG	N
tutkimusten	설문조사	tutkimus	설문조사	N;GEN;PL	N
näkemys	인식	näkemys	인식	N;NOM;SG	N
näkemys	시력	näkemys	시력	N;NOM;SG	N
näkemys	시각	näkemys	시각	N;NOM;SG	N
virta	스트림	virta	스트림	N;NOM;SG	N
voimat	권력	voima	권력	N;NOM;PL	N
bond	채권	bond	채권	N;NOM;SG	N
bond	결합	bond	결합	N;NOM;SG	N
upseeri	책임자	upseeri	책임자	N;NOM;SG	N
upseeri	경관	upseeri	경관	N;NOM;SG	N
upseeri	경찰관	upseeri	경찰관	N;NOM;SG	N
upseeri	장교	upseeri	장교	N;NOM;SG	N
julkaistaan	출판됨	julkaista	출판+되+ㄴ	V;IND;PRS;FIN;PASS	V
näytelmäkirjailija	극작가	näytelmä#kirjailija	극작+가	N;NOM;SG	N
katu	거리가	katu	거리+가	N;NOM;SG	N
katu	거리	katu	거리	N;NOM;SG	N
risti	십자가	risti	십자가	N;NOM;SG	N
kauppaa	무역	kauppa	무역	N;PRT;SG	N
muotoja	모양	muoto	모양	N;PRT;PL	N
aallon	파동	aalto	파동	N;GEN;SG	N
museossa	박물관	museo	박물관	N;IN+ESS;SG	N
jalat	발발	jalka	발발	N;NOM;PL	N
mitali	메달	mitali	메달	N;NOM;SG	N
luonto	자연	luonto	자연	N;NOM;SG	N
aluksia	혈관	alus	혈관	N;PRT;PL	N
valokuvaaja	사진관	valokuvaaja	사진관	N;NOM;SG	N
valokuvaaja	포토그래퍼	valokuvaaja	포토그래퍼	N;NOM;SG	N
valokuvaaja	사진작가	valokuvaaja	사진작가	N;NOM;SG	N
oireita	증상	oire	증상	N;PRT;PL	N
oireita	증세	oire	증세	N;PRT;PL	N
laitteen	기기	laite	기기	N;GEN;SG	N
laitteen	단말기	laite	단말기	N;GEN;SG	N
laitteen	장치	laite	장치	N;GEN;SG	N
keskiarvo	평균	keski#arvo	평균	N;NOM;SG	N
keskiarvo	평균	keski#arvo	평균	N;NOM;SG	N
ehdottomasti	확실히	ehdottomasti	확실+히	ADV	ADV
tausta	배경색	tausta	배경색	N;NOM;SG	N
tausta	배경	tausta	배경	N;NOM;SG	N
kuljettajien	운전자	kuljettaja	운전자	N;GEN;PL	N
kuljettajien	운전사	kuljettaja	운전사	N;GEN;PL	N
koomikko	코미디언	koomikko	코미디언	N;NOM;SG	N
koomikko	희극	koomikko	희극	N;NOM;SG	N
esiintyminen	공연	esiintyminen	공연	N;NOM;SG	N
esiintyminen	발생	esiintyminen	발생	N;NOM;SG	N
hoito	시술	hoito	시술	N;NOM;SG	N
hoito	치료	hoito	치료	N;NOM;SG	N
tähdet	항성	tähti	항성	N;NOM;PL	N
eläimet	동물들	eläin	동물+들	N;NOM;PL	N
eläimet	동물	eläin	동물	N;NOM;PL	N
eläimet	동물	eläin	동물	N;NOM;PL	N
eläimet	동물학	eläin	동물학	N;NOM;PL	N
tanssi	무용	tanssi	무용	N;NOM;SG	N
näkyvät	표시됨	näkyä	표시+되+ㄴ	V;IND;PL;3;PRS;FIN;ACT	V
määriä	수량	määrä	수량	N;PRT;PL	N
rinne	경사	rinne	경사	N;NOM;SG	N
ominaisuus	기능	ominaisuus	기능	N;NOM;SG	N
ominaisuus	특성	ominaisuus	특성	N;NOM;SG	N
ominaisuus	특징	ominaisuus	특징	N;NOM;SG	N
ominaisuus	자산	ominaisuus	자산	N;NOM;SG	N
ominaisuus	재산권	ominaisuus	재산권	N;NOM;SG	N
ominaisuus	속성	ominaisuus	속성	N;NOM;SG	N
ominaisuus	재산	ominaisuus	재산	N;NOM;SG	N
pääjohtaja	최고경영자	pää#johtaja	최고+경영자	N;NOM;SG	N
voimaa	체력	voima	체력	N;PRT;SG	N
syksyn	가을	syksy	가을	N;GEN;SG	N
opettaa	가르침	opettaa	가르치+ㅁ	V;IND;SG;3;PRS;FIN;ACT	V
opettaa	가르쳐	opettaa	가르치+어	V;IND;SG;3;PRS;FIN;ACT	V
elänyt	살았던	elää	살+았+던	V;NOM;SG;V.PTCP;ACT	V
raskas	무거운	raskas	무겁+ㄴ	ADJ;NOM;SG	ADJ
henki	정신	henki	정신	N;NOM;SG	N
yleisöä	타겟	yleisö	타산	N;PRT;SG	N
yleisöä	관객	yleisö	관객	N;PRT;SG	N
yleisöä	군중	yleisö	군중	N;PRT;SG	N
perustaminen	생성	perustaminen	생성	N;NOM;SG	N
perustaminen	창조	perustaminen	창조	N;NOM;SG	N
perustaminen	설립	perustaminen	설립	N;NOM;SG	N
sinfonia	교향곡	sinfonia	교향곡	N;NOM;SG	N
paikkoja	음식점	paikka	음식점	N;PRT;PL	N
paikkoja	장소	paikka	장소	N;PRT;PL	N
hautausmaalle	묘지	hautaus#maka	묘지	N;AT+ALL;SG	N
käyttäjää	사용자	käyttäjä	사용자	N;PRT;SG	N
lentokenttä	비행장	lento#kenttä	비행장	N;NOM;SG	N
lentokenttä	공항	lento#kenttä	공항	N;NOM;SG	N
lentokenttä	국제공항	lento#kenttä	국제공항	N;NOM;SG	N
kasveja	식물	kasvi	식물	N;PRT;PL	N
kasveja	식물학	kasvi	식물학	N;PRT;PL	N
grammy	그래미상	grammy	그래미상	N;NOM;SG	N
loppua	종료	loppu	종료	N;PRT;SG	N
vieläkin	아직도	vieläkin	아직도	ADV	ADV
vieläkin	여전히	vieläkin	여전+히	ADV	ADV
selitys	설명	selitys	설명	N;NOM;SG	N
merkit	문자	merkki	문자	N;NOM;PL	N
merkit	등장인물	merkki	등장+인물	N;NOM;PL	N
merkit	위젯	merkki	위젯	N;NOM;PL	N
kitaraa	기타	kitara	기타	N;PRT;SG	N
kiertue	투어	kiertue	투+어	N;NOM;SG	N
kiertue	관광	kiertue	관광	N;NOM;SG	N
kiertue	구경	kiertue	구경	N;NOM;SG	N
kiertue	여행	kiertue	여행	N;NOM;SG	N
siiven	날개	siivi	날개	N;GEN;SG	N
demo	데모	demo	데모	N;NOM;SG	N
kirkot	교회	kirkko	교회	N;NOM;PL	N
vahvuus	체력	vahvuus	체력	N;NOM;SG	N
kerätä	수집하기	kerätä	수집+하+기	V;SG;NFIN;ACT	V
kylmä	춥다	kylmä	춥+다	ADJ;NOM;SG	ADJ
kylmä	차가운	kylmä	차갑+ㄴ	ADJ;NOM;SG	ADJ
kääntää	번역하기	kääntää	번역+하+기	V;IND;SG;PRS;FIN;ACT	V
sarjakuva	코믹스	sarja#kuva	코믹스	N;NOM;SG	N
sarjakuva	만화	sarja#kuva	만화	N;NOM;SG	N
sarjakuva	만화가	sarja#kuva	만화+가	N;NOM;SG	N
sarjakuva	만화	sarja#kuva	만화	N;NOM;SG	N
sarjakuva	만화가	sarja#kuva	만화+가	N;NOM;SG	N
sarjakuva	만화	sarja#kuva	만화	N;NOM;SG	N
valmistajien	제조업체	valmistaja	제조업체	N;GEN;PL	N
sääntöjä	규칙	sääntö	규칙	N;PRT;PL	N
vastuussa	책임	vastuu	책임	N;IN+ESS;SG	N
vastuussa	책임감	vastuu	책임감	N;IN+ESS;SG	N
slam	슬램	slam	슬램	N;NOM;SG	N
pääkonttori	본부	pää#konttori	본부	N;NOM;SG	N
pääkonttori	본사	pää#konttori	본사	N;NOM;SG	N
laajentaa	확장하기	laajentaa	확장+하+기	V;SG;NFIN;ACT	V
laajentaa	펼치기	laajentaa	펼치+기	V;SG;NFIN;ACT	V
rajat	경계	raja	경계	N;NOM;PL	N
rajat	국경	raja	국경	N;NOM;PL	N
rajat	경계	raja	경계	N;NOM;PL	N
rajat	한계	raja	한계	N;NOM;PL	N
rajat	제한	raja	제한	N;NOM;PL	N
kyky	재능	kyky	재능	N;NOM;SG	N
kyky	탤런트	kyky	탤런트	N;NOM;SG	N
kyky	능력	kyky	능력	N;NOM;SG	N
kyky	능력자	kyky	능력자	N;NOM;SG	N
radion	라디오방송	radio	라디오방송	N;GEN;SG	N
tuloksia	결과	tulos	결과	N;PRT;PL	N
taivaan	하늘	taivas	하늘	N;GEN;SG	N
taivaan	하늘	taivas	하늘	N;GEN;SG	N
liittynyt	가입했습니다	liittyä	가입+하+었+습니다	V;NOM;SG;V.PTCP;ACT	V
yhteiskunta	사회	yhteis#kunta	사회	N;NOM;SG	N
malleja	모델	malli	모델	N;PRT;PL	N
malleja	모형	malli	모형	N;PRT;PL	N
malleja	템플릿	malli	템플릿	N;PRT;PL	N
myyntiin	판매	myynti	판매	N;IN+ALL;SG	N
matala	낮은	matala	낮+ㄴ	ADJ;NOM;SG	ADJ
matala	낮음	matala	낮+ㅁ	ADJ;NOM;SG	ADJ
ystävät	친구	ystävä	친구	N;NOM;PL	N
ystävät	친구들이	ystävä	친구+들+이	N;NOM;PL	N
ystävät	친구들	ystävä	친구+들	N;NOM;PL	N
arvio	평가	arvio	평가	N;NOM;SG	N
arvio	추정치	arvio	추정치	N;NOM;SG	N
arvio	추정	arvio	추정	N;NOM;SG	N
arvio	평가	arvio	평가	N;NOM;SG	N
arvio	추정치	arvio	추정치	N;NOM;SG	N
arvio	추정	arvio	추정	N;NOM;SG	N
arvio	추산	arvio	추산	N;NOM;SG	N
arvio	추정	arvio	추정	N;NOM;SG	N
dokumentti	문서	dokumentti	문서	N;NOM;SG	N
kansojen	민족	kansa	민족	N;GEN;PL	N
tavoite	목적	tavoite	목적	N;NOM;SG	N
tavoite	목표	tavoite	목표	N;NOM;SG	N
tavoite	조준	tavoite	조준	N;NOM;SG	N
tavoite	목표	tavoite	목표	N;NOM;SG	N
satunnaisesti	무작위로	satunnaisesti	무작위+로	ADV	ADV
satunnaisesti	가끔	satunnaisesti	가끔	ADV	ADV
satunnaisesti	때때로	satunnaisesti	때때로	ADV	ADV
arvot	가치관	arvo	가치관	N;NOM;PL	N
arvot	가치	arvo	가치	N;NOM;PL	N
kasvattaa	올리기	kasvattaa	올리+기	V;IND;SG;3;PRS;FIN;ACT	V
tauti	질환	tauti	질환	N;NOM;SG	N
tauti	질병	tauti	질병	N;NOM;SG	N
hauta	무덤	hauta	무덤	N;NOM;SG	N
hauta	무덤	hauta	무덤	N;NOM;SG	N
taidetta	예술	taide	예술	N;PRT;SG	N
taidetta	미술	taide	미술	N;PRT;SG	N
taidetta	삽화	taide	삽화	N;PRT;SG	N
taidetta	예술작품	taide	예술작품	N;PRT;SG	N
sairaala	병원	sairaala	병원	N;NOM;SG	N
myydä	판매하기	myydä	판매+하+기	V;SG;NFIN;ACT	V
taka	후방	taka	후방	N;NOM;SG	N
tuloksen	결과	tulos	결과	N;GEN;SG	N
vastaus	응답	vastaus	응답	N;NOM;SG	N
vastaus	정답	vastaus	정답	N;NOM;SG	N
vastaus	대답	vastaus	대답	N;NOM;SG	N
vastaus	답변	vastaus	답변	N;NOM;SG	N
vastaus	응답	vastaus	응답	N;NOM;SG	N
vastaus	답변	vastaus	답변	N;NOM;SG	N
vastaus	대응	vastaus	대응	N;NOM;SG	N
vastaus	반응	vastaus	반응	N;NOM;SG	N
vastaus	응답	vastaus	응답	N;NOM;SG	N
viranomaisten	당국	viran#omainen	당국	N;GEN;PL	N
tytöt	소녀	tyttö	소녀	N;NOM;PL	N
tytöt	소녀들	tyttö	소녀+들	N;NOM;PL	N
tytöt	걸스	tyttö	걸스	N;NOM;PL	N
nimike	제목	nimike	제목	N;NOM;SG	N
korvata	덮어쓰기	korvata	덮어쓰+기	V;SG;NFIN;ACT	V
korvata	바꾸기	korvata	바꾸+기	V;SG;NFIN;ACT	V
hunter	사냥꾼	hunter	사냥꾼	N;NOM;SG	N
reaktio	반응	reaktio	반응	N;NOM;SG	N
reaktio	공감	reaktio	공감	N;NOM;SG	N
tiede	과학	tiede	과학	N;NOM;SG	N
luonne	성격	luonne	성격	N;NOM;SG	N
luonne	인격	luonne	인격	N;NOM;SG	N
luonne	성격	luonne	성격	N;NOM;SG	N
luonne	문자	luonne	문자	N;NOM;SG	N
luonne	인물	luonne	인물	N;NOM;SG	N
luonne	자연	luonne	자연	N;NOM;SG	N
vuoristo	산악	vuoristo	산악	N;NOM;SG	N
kilpailuja	대회	kilpailu	대회	N;PRT;PL	N
tutkijoiden	수사관	tutkija	수사관	N;GEN;PL	N
tutkijoiden	연구자	tutkija	연구자	N;GEN;PL	N
tutkijoiden	연구원	tutkija	연구원	N;GEN;PL	N
juontaja	주최	juontaja	주최	N;NOM;SG	N
oikeuksien	권리	oikeus	권리	N;GEN;PL	N
vaikutuksia	영향	vaikutus	영향	N;PRT;PL	N
vaikutuksia	효과	vaikutus	효과	N;PRT;PL	N
kertomuksia	스토리	kertomus	스토리	N;PRT;PL	N
kertomuksia	소식	kertomus	소식	N;PRT;PL	N
side	붕대	side	붕대	N;NOM;SG	N
side	채권	side	채권	N;NOM;SG	N
side	결합	side	결합	N;NOM;SG	N
juna	열차	juna	열차	N;NOM;SG	N
huippu	인기	huippu	인기	N;NOM;SG	N
urheilun	스포츠	urheilu	스포츠	N;GEN;SG	N
sairaus	질환	sairaus	질환	N;NOM;SG	N
sairaus	질병	sairaus	질병	N;NOM;SG	N
sairaus	질환	sairaus	질환	N;NOM;SG	N
sairaus	질병	sairaus	질병	N;NOM;SG	N
sairaus	질병	sairaus	질병	N;NOM;SG	N
box	상자	box	상자	N;NOM;SG	N
siirto	전송	siirto	전송	N;NOM;SG	N
asuinpaikka	주택	asuin#paikka	주택	N;NOM;SG	N
etäisyys	거리	etäisyys	거리	N;NOM;SG	N
etäisyys	범위	etäisyys	범위	N;NOM;SG	N
valokuvia	사진들	valo#kuva	사진+들	N;PRT;PL	N
valokuvia	사진	valo#kuva	사진	N;PRT;PL	N
valokuvia	사진들	valo#kuva	사진+들	N;PRT;PL	N
valokuvia	사진	valo#kuva	사진	N;PRT;PL	N
valokuvia	사진들	valo#kuva	사진+들	N;PRT;PL	N
valokuvia	픽처스	valo#kuva	픽처스	N;PRT;PL	N
muodon	형태	muoto	형태	N;GEN;SG	N
muodon	모양	muoto	모양	N;GEN;SG	N
suojaa	보호하기	suoja	보호+하+기	V;IMP;SG;2;FIN;ACT	V
tuote	제품	tuote	제품	N;NOM;SG	N
baseball	야구	baseball	야구	N;NOM;SG	N
välit	간격	välit	간격	N;NOM;PL	N
kuolemaa	죽음	kuolema	죽음	N;PRT;SG	N
kuolemaa	사망	kuolema	사망	N;PRT;SG	N
hautausmaa	묘지	hautaus#maa	묘지	N;NOM;SG	N
hautausmaa	묘지	hautaus#maa	묘지	N;NOM;SG	N
eläin	동물	eläin	동물	N;NOM;SG	N
eläin	동물학	eläin	동물학	N;NOM;SG	N
kokoelman	모음집	kokoelma	모음집	N;GEN;SG	N
ylläpitäjät	관리자	yllä#pitäjä	관리자	N;NOM;PL	N
ylläpitäjät	관리자	yllä#pitäjä	관리자	N;NOM;PL	N
päätökseen	완성	päätös	완성	N;IN+ALL;SG	N
päätökseen	완료	päätös	완료	N;IN+ALL;SG	N
yhteenveto	요약	yhteen#veto	요약	N;NOM;SG	N
sankari	영웅	sankari	영웅	N;NOM;SG	N
maine	평판	maine	평판	N;NOM;SG	N
kääntäjä	번역기	kääntäjä	번역기	N;NOM;SG	N
koilliseen	북동	koillinen	북동	N;IN+ALL;SG	N
teollisuus	업계	teollisuus	업계	N;NOM;SG	N
teollisuus	산업	teollisuus	산업	N;NOM;SG	N
saavutukset	성취	saavutus	성취	N;NOM;PL	N
saavutukset	달성	saavutus	달성	N;NOM;PL	N
saavutukset	업적	saavutus	업적	N;NOM;PL	N
saavutukset	기록	saavutus	기록	N;NOM;PL	N
mahdollisuuksia	가능성	mahdollisuus	가능성	N;PRT;PL	N
kirjeen	편지	kirje	편지	N;GEN;SG	N
lentokone	비행기	lento#kone	비행기	N;NOM;SG	N
lentokone	비행기	lento#kone	비행기	N;NOM;SG	N
lentokone	항공기	lento#kone	항공기	N;NOM;SG	N
suhteita	연애	suhde	연애	N;PRT;PL	N
suhteita	관계	suhde	관계	N;PRT;PL	N
kulttuuria	문화	kulttuuri	문화	N;PRT;SG	N
fiat	피아트	fiat	피아트	N;NOM;SG	N
tekijän	작가	tekijä	작가	N;GEN;SG	N
tekijän	저자	tekijä	저자	N;GEN;SG	N
tekijän	제작자	tekijä	제작자	N;GEN;SG	N
tekijän	작성자	tekijä	작성자	N;GEN;SG	N
vallankumous	혁명	vallan#kumous	혁명	N;NOM;SG	N
kansallisuus	국적은	kansallisuus	국적+은	N;NOM;SG	N
kansallisuus	국적	kansallisuus	국적	N;NOM;SG	N
vaikeuksia	곤란	vaikeus	곤란	N;PRT;PL	N
kriitikko	평론	kriitikko	평론	N;NOM;SG	N
kriitikko	비평가	kriitikko	비평가	N;NOM;SG	N
pohja	기지	pohja	기지	N;NOM;SG	N
pohja	템플릿	pohja	템플릿	N;NOM;SG	N
pohja	아래쪽	pohja	아래+쪽	N;NOM;SG	N
pohja	아래	pohja	아래	N;NOM;SG	N
summa	금액	summa	금액	N;NOM;SG	N
summa	합계	summa	합계	N;NOM;SG	N
verta	혈액	veri	혈액	N;PRT;SG	N
organisaation	조직	organisaatio	조직	N;GEN;SG	N
organisaation	기구	organisaatio	기구	N;GEN;SG	N
tulossa	출시	tulo	출시	N;IN+ESS;SG	N
öljy	석유	öljy	석유	N;NOM;SG	N
rooleja	역할	rooli	역할	N;PRT;PL	N
saksalaisia	독일인	saksalainen	독일인	N;PRT;PL	N
kappeli	예배당	kappeli	예배당	N;NOM;SG	N
toiminnot	작전	toiminto	작전	N;NOM;PL	N
toiminnot	운영	toiminto	운영	N;NOM;PL	N
toiminnot	활동	toiminto	활동	N;NOM;PL	N
toiminnot	함수	toiminto	함수	N;NOM;PL	N
toiminnot	기능	toiminto	기능	N;NOM;PL	N
toiminnot	행동	toiminto	행동	N;NOM;PL	N
toiminnot	활동	toiminto	활동	N;NOM;PL	N
toiminnot	동작	toiminto	동작	N;NOM;PL	N
toiminnot	액션	toiminto	액션	N;NOM;PL	N
käsi	핸드	käsi	핸드	N;NOM;SG	N
julkaisija	출판사	julkaisija	출판사	N;NOM;SG	N
julkaisija	출판	julkaisija	출판	N;NOM;SG	N
vaikutukset	영향	vaikutus	영향	N;NOM;PL	N
vaikutukset	영향	vaikutus	영향	N;NOM;PL	N
vaikutukset	효과	vaikutus	효과	N;NOM;PL	N
vaikutukset	영향	vaikutus	영향	N;NOM;PL	N
vaikutukset	효과	vaikutus	효과	N;NOM;PL	N
väli	중간	väli	중간	N;NOM;SG	N
väli	구간	väli	구간	N;NOM;SG	N
väli	간격	väli	간격	N;NOM;SG	N
tutkimukset	조사	tutkimus	조사	N;NOM;PL	N
tutkimukset	연구	tutkimus	연구	N;NOM;PL	N
tutkimukset	공부	tutkimus	공부	N;NOM;PL	N
tutkimukset	수사	tutkimus	수사	N;NOM;PL	N
tutkimukset	탐구	tutkimus	탐구	N;NOM;PL	N
stand	스탠드	stand	스탠드	N;NOM;SG	N
valokuvat	사진들	valo#kuva	사진+들	N;NOM;PL	N
valokuvat	사진	valo#kuva	사진	N;NOM;PL	N
valokuvat	사진들	valo#kuva	사진+들	N;NOM;PL	N
luoteeseen	북서쪽	luote	북서쪽	N;IN+ALL;SG	N
kommunistien	공산주의자	kommunisti	공산주의자	N;GEN;PL	N
korostaa	강조하기	korostaa	강조+하+기	V;IND;SG;3;PRS;FIN;ACT	V
agentti	요원	agentti	요원	N;NOM;SG	N
agentti	대리인	agentti	대리+이+ㄴ	N;NOM;SG	N
oppilas	학생	oppilas	학생	N;NOM;SG	N
kemisti	화학자	kemisti	화학자	N;NOM;SG	N
kapea	좁은	kapea	좁+ㄴ	ADJ;NOM;SG	ADJ
kapea	좁다	kapea	좁+다	ADJ;NOM;SG	ADJ
luonnollisesti	자연적으로	luonnollisesti	자연+적+으로	ADV	ADV
tehokkaasti	효율적으로	tehokkaasti	효율+적+으로	ADV	ADV
asunto	주택	asunto	주택	N;NOM;SG	N
asunto	숙소	asunto	숙소	N;NOM;SG	N
mitalin	메달	mitali	메달	N;GEN;SG	N
aloitettu	시작되었습니다	aloittaa	시작+되+었+습니다	V;NOM;SG;V.PTCP;PASS	V
aloitettu	시작했습니다	aloittaa	시작+하+었+습니다	V;NOM;SG;V.PTCP;PASS	V
aloitettu	시작됨	aloittaa	시작+되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
kuoro	합창	kuoro	합창	N;NOM;SG	N
taiteilijan	음악가	taiteilija	음악가	N;GEN;SG	N
taiteilijan	예술가	taiteilija	예술가	N;GEN;SG	N
taiteilijan	아티스트	taiteilija	아티스트	N;GEN;SG	N
taiteilijan	아티스트가	taiteilija	아티스트+가	N;GEN;SG	N
huomautukset	발언	huomautus	발언	N;NOM;PL	N
huomautukset	관찰	huomautus	관찰	N;NOM;PL	N
huomautukset	관측	huomautus	관측	N;NOM;PL	N
huomautukset	댓글	huomautus	댓글	N;NOM;PL	N
juutalaiset	유대인	juutalainen	유대+이+ㄴ	N;NOM;PL	N
juutalaiset	유대교	juutalainen	유대교	N;NOM;PL	N
juutalaiset	유대인	juutalainen	유대+이+ㄴ	N;NOM;PL	N
maatalouden	농업	maa#talous	농업	N;GEN;SG	N
maatalouden	농지	maa#talous	농지	N;GEN;SG	N
maatalouden	농업	maa#talous	농업	N;GEN;SG	N
maatalouden	농장	maa#talous	농장	N;GEN;SG	N
levyt	디스크	levy	디스크	N;NOM;PL	N
levyt	레코드	levy	레코드	N;NOM;PL	N
kauppias	업체	kauppias	업체	N;NOM;SG	N
kauppias	판매자	kauppias	판매자	N;NOM;SG	N
masters	마스터즈	masters	마스터즈	N;NOM;SG	N
masters	마스터스	masters	마스터스	N;NOM;SG	N
