この	aquesta	この	aquest	DET	DET;FEM;SG
チャンピオン	campiona	チャンピオン	campiona	N	N;FEM;SG
チャンピオン	champions	チャンピオン	champió	N	N;FEM;PL
チャンピオン	campions	チャンピオン	campió	N	N;MASC;PL
日記	diaris	日記	diari	N	N;MASC;PL
日記	diari	日記	diari	N	N;MASC;SG
日記	diari	日記	diari	N	N;MASC;SG
日記	diaris	日記	diari	N	N;MASC;PL
有効	habilitat	有効	habilitat	ADJ	ADJ;FEM;SG;V.PTCP
有効	vàlida	有効	vàlid	ADJ	ADJ;FEM;SG
有効	vàlid	有効	vàlid	ADJ	ADJ;MASC;SG
歌詞	lletres	歌詞	lletra	N	N;FEM;PL
歌詞	lletra	歌詞	lletra	N	N;FEM;SG
サイ	rinoceront	サイ	rinoceront	N	N;MASC;SG
パワー	potència	パワー	potència	N	N;FEM;SG
アーティスト	artistes	アーティスト	artista	N	N;PL
アーティスト	artista	アーティスト	artista	N	N;SG
食品	alimentació	食品	alimentació	N	N;FEM;SG
午後	tarda	午後	tarda	N	N;FEM;SG
ステーション	estació	ステーション	estació	N	N;FEM;SG
音声	àudio	音声	àudio	N	N;MASC;SG
音声	discurs	音声	discurs	N	N;MASC;SG
遺産	patrimoni	遺産	patrimoni	N	N;MASC;SG
権利	drets	権利	dret	N	N;MASC;PL
学習	aprèn	学習	aprendre	V	V;IND;SG;3;PRS;FIN
学習	aprendre	学習	aprendre	V	V;NFIN
バンク	banc	バンク	banc	N	N;MASC;SG
スコア	puntuació	スコア	puntuació	N	N;FEM;SG
スコア	puntuacions	スコア	puntuació	N	N;FEM;PL
スペース	espais	スペース	espai	N	N;MASC;PL
スペース	espai	スペース	espai	N	N;MASC;SG
潜水艦	submarins	潜水艦	submarí	N	N;MASC;PL
人生	vida	人生	vida	N	N;FEM;SG
コピー	còpia	コピー	còpia	V	V;IND;SG;3;PRS;FIN
コピー	copiar	コピー	copiar	V	V;NFIN
エピソード	episodis	エピソード	episodi	N	N;MASC;PL
エピソード	episodi	エピソード	episodi	N	N;MASC;SG
すでに	ja	すでに	ja	ADV	ADV
収容	compromís	収容	compromís	N	N;MASC;SG
収容	detenció	収容	detenció	N	N;FEM;SG
航空機	aeronaus	航空機	aeronau	N	N;FEM;PL
マシン	màquina	マシン	màquina	N	N;FEM;SG
ソフトウェア	programari	ソフトウェア	programari	N	N;MASC;SG
燃料	combustible	燃料	combustible	N	N;MASC;SG
古い	antic	古い	antic	ADJ	ADJ;MASC;SG
領域	àmbit	領域	àmbit	N	N;MASC;SG
領域	àrea	領域	àrea	N	N;FEM;SG
天使	àngels	天使	àngel	N	N;MASC;PL
天使	angels	天使	angel	N	N;MASC;PL
教室	aula	教室	aula	N	N;FEM;SG
教室	aules	教室	aula	N	N;FEM;PL
ビジネス	negoci	ビジネス	negoci	N	N;MASC;SG
ビジネス	negocis	ビジネス	negoci	N	N;MASC;PL
ジャンプ	salts	ジャンプ	salt	N	N;MASC;PL
友人	amistat	友人	amistat	N	N;FEM;SG
友人	amic	友人	amic	N	N;MASC;SG
自転車	motos	自転車	moto	N	N;FEM;PL
自転車	bicicletes	自転車	bicicleta	N	N;FEM;PL
動き	moviments	動き	moviment	N	N;MASC;PL
銀河	galàxia	銀河	galàxia	N	N;FEM;SG
モンスター	monstre	モンスター	monstre	N	N;MASC;SG
フィルム	film	フィルム	film	N	N;MASC;SG
低い	baixes	低い	baix	ADJ	ADJ;FEM;PL
解決	resoldre	解決	resoldre	V	V;NFIN
兵器	armes	兵器	arma	N	N;FEM;PL
サイド	costat	サイド	costat	N	N;MASC;SG
ラブ	amor	ラブ	amor	N	N;MASC;SG
株式	participacions	株式	participació	N	N;FEM;PL
信頼	confiar	信頼	confiar	V	V;NFIN
信頼	confia	信頼	confiar	V	V;IND;SG;3;PRS;FIN
分析	analitzar	分析	analitzar	V	V;NFIN
分析	analitzant	分析	analitzar	V	V;V.MSDR
収入	ingrés	収入	ingrés	N	N;MASC;SG
収入	ingressos	収入	ingrés	N	N;MASC;PL
惑星	planeta	惑星	planeta	N	N;MASC;SG
惑星	planetes	惑星	planeta	N	N;MASC;PL
目標	objectius	目標	objectiu	N	N;MASC;PL
しばしば	sovint	しばしば	sovint	ADV	ADV
裁判所	tribunal	裁判所	tribunal	N	N;MASC;SG
裁判所	tribunals	裁判所	tribunal	N	N;MASC;PL
計算	calcula	計算	calcular	V	V;IND;SG;3;PRS;FIN
計算	calcular	計算	calcular	V	V;NFIN
自治	autonomia	自治	autonomia	N	N;FEM;SG
テスト	test	テスト	test	N	N;SG
テスト	proves	テスト	prova	N	N;FEM;PL
テスト	assaig	テスト	assaig	N	N;MASC;SG
テスト	proves	テスト	prova	N	N;FEM;PL
物質	matèria	物質	matèria	N	N;FEM;SG
物質	substància	物質	substància	N	N;FEM;SG
許可	permetre	許可	permetre	V	V;NFIN
許可	permet	許可	permetre	V	V;IND;SG;3;PRS;FIN
画家	pintors	画家	pintor	N	N;MASC;PL
画家	pintor	画家	pintor	N	N;MASC;SG
中止	avortar	中止	avortar	V	V;NFIN
書籍	llibres	書籍	llibre	N	N;MASC;PL
大きい	grans	大きい	gran	ADJ	ADJ;PL
メン	homes	メン	home	N	N;MASC;PL
治療	teràpia	治療	teràpia	N	N;FEM;SG
治療	tractament	治療	tractament	N	N;MASC;SG
観客	espectadors	観客	espectador	N	N;MASC;PL
観客	audiència	観客	audiència	N	N;FEM;SG
観客	auditoris	観客	auditori	N	N;MASC;PL
免許	llicència	免許	llicència	N	N;FEM;SG
装甲	armadura	装甲	armadurar	N	N;FEM;SG
装甲	armadura	装甲	armadurar	N	N;FEM;SG
寺院	temple	寺院	temple	N	N;MASC;SG
寺院	temples	寺院	temple	N	N;MASC;PL
背景	antecedents	背景	antecedent	N	N;MASC;PL
背景	fons	背景	fon	N	N;MASC;PL
比較的	comparativament	比較的	comparativament	ADV	ADV
比較的	relativament	比較的	relativament	ADV	ADV
準備	prepari	準備	prepari	V	V;SBJV;SG;3;PRS;FIN
準備	preparar	準備	preparar	V	V;NFIN
準備	prepareu	準備	preparèixer	V	V;IND;PL;1;PRS;FIN
アート	art	アート	art	N	N;MASC;SG
規格	estàndards	規格	estàndard	N	N;MASC;PL
形状	formes	形状	forma	N	N;FEM;PL
シアター	teatre	シアター	teatre	N	N;MASC;SG
知事	governadors	知事	governador	N	N;MASC;PL
知事	governador	知事	governador	N	N;MASC;SG
崩壊	plega	崩壊	plega	V	V;IND;SG;3;PRS;FIN
キリスト	cristianisme	キリスト	cristianisme	N	N;MASC;SG
事項	assumptes	事項	assumpte	N	N;MASC;PL
交渉	negociant	交渉	negociar	V	V;V.MSDR
マスター	mestre	マスター	mestre	N	N;MASC;SG
インター	interchange	インター	interchange	N	N;MASC;SG
スクール	escola	スクール	escola	N	N;FEM;SG
推定	presumeix	推定	presumir	V	V;IND;SG;3;PRS;FIN
ブック	llibre	ブック	llibre	N	N;MASC;SG
遺跡	ruïnes	遺跡	ruïna	N	N;FEM;PL
アクション	acció	アクション	acció	N	N;FEM;SG
アクション	accions	アクション	acció	N	N;FEM;PL
検証	verifica	検証	verifica	V	V;IND;SG;3;PRS;FIN
検証	validar	検証	validar	V	V;NFIN
オフ	off	オフ	off		
金属	metall	金属	metall	N	N;MASC;SG
金属	metalls	金属	metall	N	N;MASC;PL
古墳	kofun	古墳	kofun	N	N;MASC;SG
古墳	túmul	古墳	túmul	N	N;MASC;SG
拒否	denega	拒否	denegar	V	V;IND;SG;3;PRS;FIN
拒否	rebutja	拒否	rebutjar	V	V;IND;SG;3;PRS;FIN
戦略	estratègies	戦略	estratègia	N	N;FEM;PL
戦略	estratègia	戦略	estratègia	N	N;FEM;SG
スケート	patins	スケート	patí	N	N;MASC;PL
関数	funció	関数	funció	N	N;FEM;SG
関数	funcions	関数	funció	N	N;FEM;PL
ガール	noia	ガール	noia	N	N;FEM;SG
ポート	port	ポート	port	N	N;MASC;SG
ポート	ports	ポート	port	N	N;MASC;PL
検査	inspecció	検査	inspecció	N	N;FEM;SG
質問	pregunta	質問	preguntar	V	V;IND;SG;3;PRS;FIN
演劇	teatre	演劇	teatre	N	N;MASC;SG
演劇	teatre	演劇	teatre	N	N;MASC;SG
言及	mencionant	言及	mencionar	V	V;V.MSDR
言及	menció	言及	menció	V	V;IND;SG;3;PRS;FIN
言及	esmenta	言及	esmentar	V	V;IND;SG;3;PRS;FIN
金曜日	divendres	金曜日	divendres	N	N
ライフ	vida	ライフ	vida	N	N;FEM;SG
否定	denega	否定	denegar	V	V;IND;SG;3;PRS;FIN
大使	ambaixador	大使	ambaixador	N	N;MASC;SG
大使	ambaixadors	大使	ambaixador	N	N;MASC;PL
広場	plaça	広場	plaça	N	N;FEM;SG
ヤング	joves	ヤング	jove	N	N;PL
ヤング	jove	ヤング	jove	N	N;SG
常に	sempre	常に	sempre	ADV	ADV
売上	vendes	売上	venda	N	N;FEM;PL
概念	concepte	概念	concepte	N	N;MASC;SG
概念	conceptes	概念	concepte	N	N;MASC;PL
危機	crisi	危機	crisi	N	N;FEM;SG
かし	kashi	かし	kashi		
ドライバー	controladors	ドライバー	controlador	N	N;MASC;PL
ドライバー	conductors	ドライバー	conductor	N	N;MASC;PL
ドライバー	xofers	ドライバー	xofer	N	N;MASC;PL
ドライバー	xofer	ドライバー	xofer	N	N;MASC;SG
ドライバー	conductor	ドライバー	conductor	N	N;MASC;SG
トーナメント	torneig	トーナメント	torneig	N	N;MASC;SG
調整	ajusta	調整	ajustar	V	V;IND;SG;3;PRS;FIN
不足	manca	不足	mancar	V	V;IND;SG;3;PRS;FIN
不足	falta	不足	faltar	V	V;IND;SG;3;PRS;FIN
プレイ	reprodueix	プレイ	reproduir	V	V;IND;SG;3;PRS;FIN
ビット	bit	ビット	bit	N	N;MASC;SG
ビット	bits	ビット	bit	N	N;MASC;PL
日曜日	diumenges	日曜日	diumenges	N	N
日曜日	diumenge	日曜日	diumenge	N	N
国王	rei	国王	rei	N	N;MASC;SG
パス	camí	パス	camí	N	N;MASC;SG
パス	camins	パス	camí	N	N;MASC;PL
ミュージシャン	músic	ミュージシャン	músic	N	N;MASC;SG
ミュージシャン	músics	ミュージシャン	músic	N	N;MASC;PL
リーダー	lectors	リーダー	lector	N	N;MASC;PL
リーダー	líder	リーダー	líder	N	N;SG
与える	donar	与える	donar	V	V;NFIN
テニス	tennis	テニス	tennis	N	N;MASC;SG
結合	vincle	結合	vincle	N	N;MASC;SG
結合	lligam	結合	lligam	N	N;MASC;SG
知識	coneixements	知識	coneixement	N	N;MASC;PL
知識	coneixement	知識	coneixement	N	N;MASC;SG
ライセンス	llicències	ライセンス	llicència	N	N;FEM;PL
ライセンス	llicencies	ライセンス	llicencia	N	N;FEM;PL
ライセンス	llicència	ライセンス	llicència	N	N;FEM;SG
ライセンス	llicència	ライセンス	llicència	N	N;FEM;SG
メール	correu	メール	correu	N	N;MASC;SG
メール	correus	メール	correu	N	N;MASC;PL
赤い	roig	赤い	roig	ADJ	ADJ;MASC;SG
赤い	vermell	赤い	vermell	ADJ	ADJ;MASC;SG
クリア	neteja	クリア	neteja	N	N;FEM;SG
実績	èxits	実績	èxit	N	N;MASC;PL
実績	realitzacions	実績	realització	N	N;FEM;PL
実績	consecució	実績	consecució	N	N;FEM;SG
実績	assoliment	実績	assoliment	N	N;MASC;SG
アリ	ari	アリ	ari		
アリ	alí	アリ	alí		
アリ	ali	アリ	ali		
バスケット	basquetbol	バスケット	basquetbol	N	N;MASC;SG
バスケット	bàsquet	バスケット	bàsquet	N	N;MASC;SG
新規	nova	新規	nou	ADJ	ADJ;FEM;SG
新規	nou	新規	nou	ADJ	ADJ;MASC;SG
新規	noves	新規	nou	ADJ	ADJ;FEM;PL
閲覧	navega	閲覧	navegar	V	V;IND;SG;3;PRS;FIN
閲覧	explora	閲覧	explorar	V	V;IND;SG;3;PRS;FIN
土曜日	dissabte	土曜日	dissabte	N	N
土曜日	dissabtes	土曜日	dissabtes	N	N
事情	circumstàncies	事情	circumstància	N	N;FEM;PL
都道府県	prefectures	都道府県	prefectura	N	N;FEM;PL
都道府県	prefectura	都道府県	prefectura	N	N;FEM;SG
判決	sentència	判決	sentència	N	N;FEM;SG
駐車	pàrquing	駐車	pàrquing	N	N;MASC;SG
駐車	aparcament	駐車	aparcament	N	N;MASC;SG
木曜	dijous	木曜	dijous	N	N
数字	nombres	数字	nombre	N	N;MASC;PL
数字	números	数字	número	N	N;MASC;PL
国旗	bandera	国旗	bandera	N	N;FEM;SG
国旗	banderes	国旗	bandera	N	N;FEM;PL
国旗	indicadors	国旗	indicador	N	N;MASC;PL
人類	humanitat	人類	humanitat	N	N;FEM;SG
現象	fenòmens	現象	fenòmen	N	N;MASC;PL
現象	fenomen	現象	fenomen	N	N;MASC;SG
二	dos	二	dos	NUM	NUM;MASC;PL
二	dues	二	dos	NUM	NUM;FEM;PL
祭り	festival	祭り	festival	N	N;MASC;SG
祭り	festivals	祭り	festival	N	N;MASC;PL
ゴールド	or	ゴールド	or	N	N;MASC;SG
社員	empleats	社員	empleat	N	N;MASC;PL
ボタン	botons	ボタン	botó	N	N;MASC;PL
プロフィール	perfil	プロフィール	perfil	N	N;MASC;SG
プロフィール	perfils	プロフィール	perfil	N	N;MASC;PL
仏教	budisme	仏教	budisme	N	N;MASC;SG
ストリート	carrer	ストリート	carrer	N	N;MASC;SG
ストリート	carrers	ストリート	carrer	N	N;MASC;PL
サウンド	so	サウンド	so	N	N;MASC;SG
サウンド	sons	サウンド	so	N	N;MASC;PL
世帯	llars	世帯	llar	N	N;FEM;PL
生成	generar	生成	generar	V	V;NFIN
生成	genera	生成	generar	V	V;IND;SG;3;PRS;FIN
ローカル	local	ローカル	local	ADJ	ADJ;SG
ローカル	locals	ローカル	local	ADJ	ADJ;PL
境界	fronteres	境界	frontera	N	N;FEM;PL
蒸気	vapor	蒸気	vapor	N	N;MASC;SG
蒸気	vapor	蒸気	vapor	N	N;MASC;SG
インチ	polzada	インチ	polzada	N	N;FEM;SG
ブレーキ	frens	ブレーキ	fre	N	N;MASC;PL
兵士	soldats	兵士	soldat	N	N;MASC;PL
バレーボール	voleibol	バレーボール	voleibol	N	N;MASC;SG
シート	làmines	シート	làmina	N	N;FEM;PL
シート	fulls	シート	full	N	N;MASC;PL
シート	llençols	シート	llençol	N	N;MASC;PL
ミッション	missió	ミッション	missió	N	N;FEM;SG
ミッション	missions	ミッション	missió	N	N;FEM;PL
組み合わせ	combinar	組み合わせる	combinar	V	V;NFIN
準決勝	semifinals	準決勝	semifinal	N	N;FEM;PL
人形	nines	人形	nina	N	N;FEM;PL
人形	dolls	人形	doll	N	N;MASC;PL
人形	nina	人形	nina	N	N;FEM;SG
人形	ninot	人形	ninot	N	N;MASC;SG
現場	escena	現場	escena	N	N;FEM;SG
プレミアム	premium	プレミアム	premium		
趣味	passatemps	趣味	passatemps	N	N;MASC;SG
趣味	aficions	趣味	afició	N	N;FEM;PL
授業	lliçons	授業	lliçó	N	N;FEM;PL
授業	ensenyaments	授業	ensenyament	N	N;MASC;PL
授業	lliçó	授業	lliçó	N	N;FEM;SG
身体	cos	身体	cos	N	N;MASC;SG
作者	autors	作者	autor	N	N;MASC;PL
作者	autor	作者	autor	N	N;MASC;SG
地理	geografia	地理	geografia	N	N;FEM;SG
表面	superfície	表面	superfície	N	N;FEM;SG
訪問	visiteu	訪問	visiteu	V	V;IND;SG;1;PRS;FIN
訪問	visita	訪問	visitar	V	V;IND;SG;3;PRS;FIN
パイロット	pilots	パイロット	pilot	N	N;MASC;PL
パイロット	pilot	パイロット	pilot	N	N;MASC;SG
マス	truites	マス	truita	N	N;FEM;PL
マス	truita	マス	truita	N	N;FEM;SG
ディスク	disc	ディスク	disc	N	N;MASC;SG
国勢調査	cens	国勢調査	cens	N	N;MASC;SG
次元	dimensió	次元	dimensió	N	N;FEM;SG
パーソナリティ	personalitat	パーソナリティ	personalitat	N	N;FEM;SG
国籍	nacionalitat	国籍	nacionalitat	N	N;FEM;SG
国籍	nacionalitats	国籍	nacionalitat	N	N;FEM;PL
称号	títols	称号	títol	N	N;MASC;PL
称号	títol	称号	títol	N	N;MASC;SG
規則	regles	規則	regla	N	N;FEM;PL
規則	normes	規則	norma	N	N;FEM;PL
車線	carril	車線	carril	N	N;MASC;SG
車線	carrils	車線	carril	N	N;MASC;PL
機会	oportunitats	機会	oportunitat	N	N;FEM;PL
大隊	batalló	大隊	batalló	N	N;MASC;SG
新幹線	shinkansen	新幹線	shinkansar	N	N
ドリーム	somni	ドリーム	somni	N	N;MASC;SG
ロゴ	logotips	ロゴ	logotip	N	N;MASC;PL
コア	nucli	コア	nucli	N	N;MASC;SG
学期	semestre	学期	semestre	N	N;MASC;SG
大人	adults	大人	adult	N	N;MASC;PL
ボックス	capsa	ボックス	capsa	N	N;FEM;SG
ボックス	caixes	ボックス	caixa	N	N;FEM;PL
神話	mites	神話	mite	N	N;MASC;PL
神話	mitologia	神話	mitologia	N	N;FEM;SG
神話	mite	神話	mite	N	N;MASC;SG
フィギュア	estatueta	フィギュア	estatueta	N	N;FEM;SG
フィギュア	xifres	フィギュア	xifra	N	N;FEM;PL
フィギュア	figures	フィギュア	figura	N	N;FEM;PL
区画	subdivisió	区画	subdivisió	N	N;FEM;SG
柔道	judo	柔道	judo	N	N;MASC;SG
支部	subdivisió	支部	subdivisió	N	N;FEM;SG
どこ	on	どこ	on	PRO	PRO
貿易	comerç	貿易	comerç	N	N;MASC;SG
挿入	insereix	挿入	inserir	V	V;IND;SG;3;PRS;FIN
マッチ	mistos	マッチ	mist	N	N;MASC;PL
マッチ	partits	マッチ	partit	N	N;MASC;PL
マッチ	coincidències	マッチ	coincidència	N	N;FEM;PL
マッチ	coincidència	マッチ	coincidència	N	N;FEM;SG
空気	aire	空気	aire	N	N;MASC;SG
両親	pares	両親	pare	N	N;MASC;PL
投資	inversió	投資	inversió	N	N;FEM;SG
投資	inversions	投資	inversió	N	N;FEM;PL
キャンパス	planters	キャンパス	planter	N	N;MASC;PL
恋人	lovers	恋人	lover	N	N;MASC
恋人	amants	恋人	amant	N	N;MASC;PL
話題	temàtica	話題	temàtica	N	N;FEM;SG
話題	tema	話題	tema	N	N;MASC;SG
水曜	dimecres	水曜	dimecres	N	N
本体	cos	本体	cos	N	N;MASC;SG
怪獣	monstre	怪獣	monstre	N	N;MASC;SG
不可能	impossible	不可能	impossible	ADJ	ADJ;SG
ジャズ	jazz	ジャズ	jazz	N	N;MASC;SG
利益	benefici	利益	benefici	N	N;MASC;SG
爆弾	bomba	爆弾	bomba	N	N;FEM;SG
文芸	literatura	文芸	literatura	N	N;FEM;SG
側面	aspectes	側面	aspecte	N	N;MASC;PL
側面	aspecte	側面	aspecte	N	N;MASC;SG
患者	pacients	患者	pacient	N	N;PL
患者	pacient	患者	pacient	N	N;SG
メタル	metall	メタル	metall	N	N;MASC;SG
学年	grau	学年	grau	N	N;MASC;SG
業界	indústria	業界	indústria	N	N;FEM;SG
白い	blanc	白い	blanc	ADJ	ADJ;MASC;SG
株主	accionistes	株主	accionista	N	N;PL
株主	accionista	株主	accionista	N	N;SG
場面	escenes	場面	escena	N	N;FEM;PL
場面	escena	場面	escena	N	N;FEM;SG
書く	escriu	書く	escriure	V	V;IND;SG;3;PRS;FIN
ジム	gimnàs	ジム	gimnàs	N	N;MASC;SG
メッセージ	missatge	メッセージ	missatge	N	N;MASC;SG
メッセージ	missatges	メッセージ	missatge	N	N;MASC;PL
詩人	poeta	詩人	poeta	N	N;SG
詩人	poetes	詩人	poeta	N	N;PL
顧問	assessor	顧問	assessor	N	N;MASC;SG
記号	símbols	記号	símbol	N	N;MASC;PL
記号	signe	記号	signe	N	N;MASC;SG
変換	converteix	変換	convertir	V	V;IND;SG;3;PRS;FIN
変換	transformar	変換	transformar	V	V;NFIN
変換	transforma	変換	transformar	V	V;IND;SG;3;PRS;FIN
過程	procés	過程	procés	N	N;MASC;SG
ヘッド	capçal	ヘッド	capçal	N	N;MASC;SG
ヘッド	caps	ヘッド	cap	N	N;MASC;PL
資産	actius	資産	actiu	N	N;MASC;PL
手紙	carta	手紙	carta	N	N;FEM;SG
アイテム	elements	アイテム	element	N	N;MASC;PL
単に	simplement	単に	simplement	ADV	ADV
交響曲	simfonia	交響曲	simfonia	N	N;FEM;SG
交響曲	simfonies	交響曲	simfonia	N	N;FEM;PL
平凡	mundà	平凡	mundà	ADJ	ADJ;MASC;SG
短い	curt	短い	curt	ADJ	ADJ;MASC;SG
神経	nervi	神経	nervi	N	N;MASC;SG
ボード	tauler	ボード	tauler	N	N;MASC;SG
ボード	junta	ボード	junta	N	N;FEM;SG
姿勢	actitud	姿勢	actitud	N	N;FEM;SG
スポンサー	patrocinador	スポンサー	patrocinador	N	N;MASC;SG
スポンサー	patrocinadors	スポンサー	patrocinador	N	N;MASC;PL
ボディ	cos	ボディ	cos	N	N;MASC;SG
ポケット	butxaques	ポケット	butxaca	N	N;FEM;PL
再	reconstrucció	再	reconstrucció	N	N;FEM;SG
ドーム	cúpula	ドーム	cúpula	N	N;FEM;SG
オス	mascles	オス	mascle	N	N;MASC;PL
国境	frontera	国境	frontera	N	N;FEM;SG
リニューアル	renovació	リニューアル	renovació	N	N;FEM;SG
立候補	candidatura	立候補	candidatura	N	N;FEM;SG
漢字	kanji	漢字	kanji	N	N;MASC;SG
手段	mitjans	手段	mitjà	N	N;MASC;PL
多様	divers	多様	divers	ADJ	ADJ;MASC;SG
多様	diversa	多様	diversa	ADJ	ADJ;FEM;SG
循環	circulació	循環	circulació	N	N;FEM;SG
地獄	infern	地獄	infern	N	N;MASC;SG
現実	realitats	現実	realitat	N	N;FEM;PL
承認	acceptar	承認	acceptar	V	V;NFIN
承認	accepta	承認	acceptar	V	V;IND;SG;3;PRS;FIN
承認	aprova	承認	aprovar	V	V;IND;SG;3;PRS;FIN
極めて	extremadament	極めて	extremadament	ADV	ADV
学ぶ	aprèn	学ぶ	aprendre	V	V;IND;SG;3;PRS;FIN
学ぶ	aprendre	学ぶ	aprendre	V	V;NFIN
スピード	velocitat	スピード	velocitat	N	N;FEM;SG
スピード	velocitats	スピード	velocitat	N	N;FEM;PL
プレス	premsa	プレス	premsa	N	N;FEM;SG
アシスタント	assistent	アシスタント	assistent	N	N;SG
半分	meitat	半分	meitat	N	N;FEM;SG
イカ	calamar	イカ	calamar		
定員	capacitat	定員	capacitat	N	N;FEM;SG
財政	finances	財政	finança	N	N;FEM;PL
研究者	investigador	研究者	investigador	N	N;MASC;SG
研究者	investigadors	研究者	investigador	N	N;MASC;PL
意図	intencions	意図	intenció	N	N;FEM;PL
ケーブル	cables	ケーブル	cable	N	N;MASC;PL
ケーブル	cable	ケーブル	cable	N	N;MASC;SG
ハード	hard	ハード	hard	N	N;SG
教皇	papa	教皇	papa	N	N;MASC;SG
任命	cita	任命	citar	V	V;IND;SG;3;PRS;FIN
ドラム	drum	ドラム	drum	N	N;MASC;SG
ドラム	tambor	ドラム	tambor	N	N;MASC;SG
ドラム	tambors	ドラム	tambor	N	N;MASC;PL
ガラス	vidre	ガラス	vidre	N	N;MASC;SG
ヤード	pati	ヤード	pati	N	N;MASC;SG
ヤード	iardes	ヤード	iarda	N	N;FEM;PL
教員	mestra	教員	mestra	N	N;FEM;SG
教員	mestres	教員	mestre	N	N;MASC;PL
教員	professors	教員	professor	N	N;MASC;PL
教員	docents	教員	docent	N	N;PL
教員	professorat	教員	professorat	N	N;MASC;SG
キャリア	carrera	キャリア	carrera	N	N;FEM;SG
キャリア	transportista	キャリア	transportista	N	N;SG
キャリア	carreres	キャリア	carrera	N	N;FEM;PL
キャリア	curses	キャリア	cursa	N	N;FEM;PL
月曜日	dilluns	月曜日	dilluns	N	N
マラソン	marató	マラソン	marató	N	N;FEM;SG
自宅	domicili	自宅	domicili	N	N;MASC;SG
自宅	llar	自宅	llar	N	N;FEM;SG
単純	simple	単純	simple	ADJ	ADJ;SG
単純	senzill	単純	senzill	ADJ	ADJ;MASC;SG
パック	envasos	パック	envàs	N	N;MASC;PL
パック	envàs	パック	envàs	N	N;MASC;SG
脱出	escapar	脱出	escapar	V	V;NFIN
脱出	fuga	脱出	fuga	V	V;IND;SG;3;PRS;FIN
体育館	gimnàs	体育館	gimnàs	N	N;MASC;SG
ガイド	guia	ガイド	guia	N	N;FEM;SG
ガイド	guies	ガイド	guia	N	N;FEM;PL
タワー	torre	タワー	torre	N	N;FEM;SG
聖書	bíblia	聖書	bíblia	N	N;FEM;SG
絵画	pintura	絵画	pintura	N	N;FEM;SG
絵画	pintures	絵画	pintura	N	N;FEM;PL
予算	pressupost	予算	pressupost	N	N;MASC;SG
予算	pressupostos	予算	pressupost	N	N;MASC;PL
ボクシング	boxa	ボクシング	boxa	N	N;FEM;SG
コート	abric	コート	abric	N	N;MASC;SG
コート	tribunal	コート	tribunal	N	N;MASC;SG
両方	ambdues	両方	ambdós		
災害	desastre	災害	desastre	N	N;MASC;SG
災害	catàstrofes	災害	catàstrofe	N	N;FEM;PL
災害	desastres	災害	desastre	N	N;MASC;PL
イヤー	any	イヤー	any	N	N;MASC;SG
経歴	carrera	経歴	carrera	N	N;FEM;SG
プール	piscina	プール	piscina	N	N;FEM;SG
社団	associació	社団	associació	N	N;FEM;SG
ショップ	botiga	ショップ	botiga	N	N;FEM;SG
ショップ	botigues	ショップ	botiga	N	N;FEM;PL
ショップ	comerços	ショップ	comerç	N	N;MASC;PL
タクシー	taxi	タクシー	taxi	N	N;MASC;SG
シナリオ	escenaris	シナリオ	escenari	N	N;MASC;PL
楽章	moviment	楽章	moviment	N	N;MASC;SG
辞任	dimitir	辞任	dimitir	V	V;NFIN
辞任	renunciar	辞任	renunciar	V	V;NFIN
誘導	inducció	誘導	inducció	N	N;FEM;SG
ウッド	fusta	ウッド	fusta	N	N;FEM;SG
ペン	bolígraf	ペン	bolígraf	N	N;MASC;SG
ボーナス	gratificació	ボーナス	gratificació	N	N;FEM;SG
ボーナス	bonificació	ボーナス	bonificació	N	N;FEM;SG
オフィス	oficines	オフィス	oficina	N	N;FEM;PL
オフィス	despatx	オフィス	despatx	N	N;MASC;SG
オフィス	oficina	オフィス	oficina	N	N;FEM;SG
キャンペーン	campanyes	キャンペーン	campanya	N	N;FEM;PL
キャンペーン	campanya	キャンペーン	campanya	N	N;FEM;SG
弟子	deixebles	弟子	deixeble	N	N;PL
弟子	deixeble	弟子	deixeble	N	N;MASC;SG
走る	funcionant	走る	funcionar	V	V;V.MSDR
走る	executa	走る	executar	V	V;IND;SG;3;PRS;FIN
看護	infermeria	看護	infermeria	N	N;FEM;SG
助手	assistent	助手	assistent	N	N;SG
バラエティ	varietat	バラエティ	varietat	N	N;FEM;SG
編纂	compilació	編纂	compilació	N	N;FEM;SG
編纂	recopilatori	編纂	recopilatori	N	N;MASC;SG
権限	autoritat	権限	autoritat	N	N;FEM;SG
権限	permisos	権限	permís	N	N;MASC;PL
ラグビー	rugbi	ラグビー	rugbi	N	N;MASC;SG
署名	certificar	署名	certificar	V	V;NFIN
署名	certifica	署名	certificar	V	V;IND;SG;3;PRS;FIN
署名	signa	署名	signar	V	V;IND;SG;3;PRS;FIN
署名	signar	署名	signar	V	V;NFIN
署名	firma	署名	firma	V	V;IND;SG;3;PRS;FIN
ナンバー	número	ナンバー	número	N	N;MASC;SG
ナンバー	nombre	ナンバー	nombre	N	N;MASC;SG
校長	director	校長	director	N	N;MASC;SG
集落	assentament	集落	assentament	N	N;MASC;SG
印刷	imprimeix	印刷	imprimir	V	V;IND;SG;3;PRS;FIN
クレジット	crèdits	クレジット	crèdit	N	N;MASC;PL
クレジット	crèdit	クレジット	crèdit	N	N;MASC;SG
発音	pronunciació	発音	pronunciació	N	N;FEM;SG
