kot	jako	kot	jako	CONJ	CONJ
znanstvena	vědecký	znanstven	vědecký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
delovna	pracující	deloven	pracující	ADJ;NOM;FEM;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
delovna	pracovní	deloven	pracovní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
žrtve	oběti	žrtev	oběť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
žrtve	ztráty	žrtev	ztráta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
žrtve	oběti	žrtev	oběť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
resnično	skutečně	resnično	skutečně	ADV	ADV;POS
resnično	opravdu	resnično	opravdu	ADV	ADV
kazni	sankce	kazen	sankce	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kazni	pokuty	kazen	pokuta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kazni	tresty	kazen	trest	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
kazni	sankce	kazen	sankce	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zeleni	zelené	zelen	zelený	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
zeleni	zelený	zelen	zelený	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
zeleni	zelená	zelen	zelený	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
knjižnici	knihovně	knjižnica	knihovna	N;DAT;FEM;SG	N;DAT;FEM;SG;POS
nekdanja	bývalý	nekdanji	bývalý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
nekdanja	bývalé	nekdanji	bývalý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
nekdanja	bývalá	nekdanji	bývalý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
noge	nohy	noga	noha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
noge	chodidla	noga	chodidlo	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
noge	nožky	noga	nožka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
noge	nohy	noga	noha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
noge	nožičky	noga	nožička	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
noge	nožky	noga	nožka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
indijski	indické	indijski	indický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
indijski	indická	indijski	indický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
indijski	indický	indijski	indický	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
izumitelj	vynálezce	izumitelj	vynálezce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
strelec	střelec	strelec	střelec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
strelec	pistolník	strelec	pistolník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
strelec	střelec	strelec	střelec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
strelec	střelec	strelec	střelec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
dolžnosti	povinnosti	dolžnost	povinnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
dolžnosti	povinnosti	dolžnost	povinnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
dolžnosti	cla	dolžnost	clo	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
dame	slečny	dama	slečna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
dame	dámy	dama	dáma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
poslan	odesláno	poslan	odeslaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
poslan	posláno	poslan	poslaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
pogodba	zakázka	pogodba	zakázka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pogodba	smlouva	pogodba	smlouva	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pogodba	smlouva	pogodba	smlouva	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mreže	sítě	mreža	síť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
mreže	sítě	mreža	síť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nesreče	nehody	nesreča	nehoda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nesreče	pohromy	nesreča	pohroma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nesreče	katastrofy	nesreča	katastrofa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
ocena	posuzování	ocena	posuzování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	vyhodnocení	ocena	vyhodnocení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	hodnocení	ocena	hodnocení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	posouzení	ocena	posouzení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	zhodnocení	ocena	zhodnocení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	odhad	ocena	odhad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ocena	odhad	ocena	odhad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ocena	vyhodnocení	ocena	vyhodnocení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	hodnocení	ocena	hodnocení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ocena	zhodnocení	ocena	zhodnocení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
severozahodno	severozápadní	severozahodno	severozápadní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
single	singl	singla	singl	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
storitve	služby	storitev	služba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
storitve	služby	storitev	služba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tkiva	tkáně	tkivo	tkáň	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
tkiva	tkáně	tkivo	tkáň	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
zmagala	vyhrát	zmagati	vyhrát	V;PFV;FEM;SG;V.PTCP	V;POS;NFIN
zmagala	vyhrál	zmagati	vyhrát	V;PFV;FEM;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
znamenitosti	památky	znamenitost	památka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
znamenitosti	pamětihodnosti	znamenitost	pamětihodnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
priljubljena	oblíbená	priljubljen	oblíbený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
priljubljena	oblíbené	priljubljen	oblíbený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
priljubljena	populární	priljubljen	populární	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
priljubljena	oblíbený	priljubljen	oblíbený	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
vhod	vchod	vhod	vchod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vhod	vstup	vhod	vstup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
poimenovanje	označení	poimenovanje	označení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
poimenovanje	určení	poimenovanje	určení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
poimenovanje	pojmenování	poimenovanje	pojmenování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
poimenovanje	popis	poimenovanje	popis	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
povsod	všude	povsod	všude	ADV	ADV
gozdovi	lesy	gozd	les	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
gozdovi	lesy	gozd	les	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
gozdovi	lesy	gozd	les	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ogromno	obrovský	ogromen	obrovský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
ogromno	obrovské	ogromen	obrovský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
ogromno	obrovská	ogromen	obrovský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
elizabeth	alžběta	elizabeth	alžběta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
porazi	porážky	poraz	porážka	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
združuje	kombinuje	združevati	kombinovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
združuje	spojuje	združevati	spojovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
luni	měsíc	luniti	měsíc	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
jugoslovanski	jugoslávská	jugoslovanski	jugoslávský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
kaplan	kaplan	kaplan	kaplan	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
kaplan	kaplan	kaplan	kaplan	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
naši	naši	naš	můj	DET;NOM;MASC;PL;1	DET;NOM;MASC;PL;1
odrasle	dospělé	odrasel	dospělý	ADJ;NOM;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
odrasle	dospělí	odrasel	dospělý	ADJ;NOM;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
izkazal	prokázal	izkazati	prokázat	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
izkazal	dokázal	izkazati	dokázat	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
pridobivanje	extrakce	pridobivanje	extrakce	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
pridobivanje	těžba	pridobivanje	těžba	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
pridobivanje	pořízení	pridobivanje	pořízení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
pridobivanje	získávání	pridobivanje	získávání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
pridobivanje	akvizice	pridobivanje	akvizice	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
pridobivanje	získání	pridobivanje	získání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
pridobivanje	nabytí	pridobivanje	nabytí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zaprt	uzavřené	zaprt	uzavřený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
zaprt	zavřeno	zaprt	zavřený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
zaprt	uzavřený	zaprt	uzavřený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
zaprt	zavřené	zaprt	zavřený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
faza	fáze	faza	fáze	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
faza	etapa	faza	etapa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
faza	fáze	faza	fáze	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
faza	etapa	faza	etapa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
faza	jeviště	faza	jeviště	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
faza	stage	faza	stát	N;NOM;FEM;SG	N;NOM;MASC;SG;POS
strokovnjaki	profesionálové	strokovnjak	profesionál	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
strokovnjaki	odborníci	strokovnjak	odborník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
strokovnjaki	odborníci	strokovnjak	odborník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
strokovnjaki	znalci	strokovnjak	znalec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
strokovnjaki	experti	strokovnjak	expert	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
strokovnjaki	odborníci	strokovnjak	odborník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
vzporedno	souběžně	vzporedno	souběžně	ADV	ADV;POS
posnet	zaznamenáno	posnet	zaznamenaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
posnet	nahraný	posnet	nahraný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
roka	ruka	roka	ruka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
roka	ruka	roka	ruka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
podaj	přihrávka	podaj	přihrávka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
podaj	průsmyk	podaj	průsmyk	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
podaj	pass	podaj	pass	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kamnik	kamnik	kamnik	kamnik	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
krščanstvo	křesťanství	krščanstvo	křesťanství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vzel	vzal	vzeti	vzít	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
analize	analýzy	analiza	analýza	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
analize	analýzy	analiza	analýza	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
hitreje	rychleji	hitro	rychle	ADV;CMPR	ADV;CMPR;POS
hitreje	rychleji	hitro	rychle	ADV;CMPR	ADV;CMPR;POS
delimo	sdílet	deliti	sdílet	V;IPFV;IND;PL;1;PRS;FIN	V;IPFV;POS;NFIN
trgovine	prodejny	trgovina	prodejna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
trgovine	obchody	trgovina	obchod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
trgovine	prodejny	trgovina	prodejna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
trgovine	obchody	trgovina	obchod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
domnevno	údajně	domnevno	údajně	ADV	ADV;POS
domnevno	údajně	domnevno	údajně	ADV	ADV;POS
domnevno	údajně	domnevno	údajně	ADV	ADV;POS
sprejeti	přijmout	sprejeti	přijmout	V;PFV;NFIN	V;POS;NFIN
sprejeti	adoptovat	sprejeti	adoptovat	V;PFV;NFIN	V;POS;NFIN
sprejeti	přijmout	sprejeti	přijmout	V;PFV;NFIN	V;POS;NFIN
uvod	úvod	uvod	úvod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
uvod	zavedení	uvod	zavedení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
uvod	úvod	uvod	úvod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
uvod	předehra	uvod	předehra	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
napačno	nesprávné	napačen	správný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
marina	marina	marina	marina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
marina	přístav	marina	přístav	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ura	hodinka	ura	hodinka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ura	hodina	ura	hodina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
nick	nick	nick	nick	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
napisana	psáno	napisan	psaný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
napisana	písemná	napisan	písemný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
napisana	písemné	napisan	písemný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
napisana	napsáno	napisan	napsaný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
vojak	voják	vojak	voják	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
stala	stál	stati	stát	V;IPFV;FEM;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
hude	závažné	hud	závažný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
dvojno	dvojité	dvojen	dvojitý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
dvojno	dvojitá	dvojen	dvojitý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
dvojno	dvojí	dvojen	dvojí	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
irski	irský	irska	irský	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
irski	irské	irska	irský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
irski	irská	irska	irský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
dlje	déle	dolgo	dlouho	ADV;CMPR	ADV;CMPR;POS
konj	kůň	konj	kůň	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
konj	koni	konj	kůň	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
krajše	kratší	kratek	krátký	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG;POS
zanima	zajímá	zanimati	zajímat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vino	víno	vino	víno	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
arhitektura	architektura	arhitektura	architektura	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
arhitektura	architektury	arhitektura	architektura	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
sestre	sestry	sestra	sestra	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
sestre	sestřičky	sestra	sestřička	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
sestre	sestry	sestra	sestra	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
plast	vrstva	plast	vrstva	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
kovine	kovy	kovina	kov	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
kovine	kovy	kovina	kov	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
signal	signál	signal	signál	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zgodovinska	historický	zgodovinski	historický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
zgodovinska	historické	zgodovinski	historický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
zgodovinska	historická	zgodovinski	historický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
zgodovinska	historický	zgodovinski	historický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
zgodovinska	historické	zgodovinski	historický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
zgodovinska	historická	zgodovinski	historický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
neznano	neznámá	neznan	známý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;NEG
neznano	neznámý	neznan	známý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;NEG
neznano	neznámé	neznan	známý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
odlikovan	vyznamenaný	odlikovan	vyznamenaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
post	post	post	post	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
post	pošta	post	pošta	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
post	příspěvek	post	příspěvek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
marijan	marijan	marijan	marijan	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tekočine	tekutiny	tekočina	tekutina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tekočine	kapaliny	tekočina	kapalina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tekočine	tekutiny	tekočina	tekutina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tekočine	tekutiny	tekočina	tekutina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tekočine	kapaliny	tekočina	kapalina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
jezikoslovec	lingvista	jezikoslovec	lingvista	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
obrambni	obranný	obramben	obranný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
obrambni	obranná	obramben	obranný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
obrambni	obranné	obramben	obranný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
blues	blues	blues	blues	N;NOM;MASC;SG	N;NEUT;POS
primeren	vhodný	primeren	vhodný	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
primeren	vhodná	primeren	vhodný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
primeren	vhodné	primeren	vhodný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
deklica	dívka	deklica	dívka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
deklica	děvče	deklica	děvče	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
deklica	holčička	deklica	holčička	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
deklica	holka	deklica	holka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
krajevni	lokální	krajeven	lokální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
krajevni	místní	krajeven	místní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
zgraditi	postavit	zgraditi	postavit	V;PFV;NFIN	V;PFV;POS;NFIN
zgraditi	vybudovat	zgraditi	vybudovat	V;PFV;NFIN	V;PFV;POS;NFIN
lepa	nádherná	lep	nádherný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
lepa	krásná	lep	krásný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
lepa	krásné	lep	krásný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
lepa	krásný	lep	krásný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
lepa	hezká	lep	hezký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
povzročil	způsobilo	povzročiti	způsobit	V;PFV;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
povzročil	způsobil	povzročiti	způsobit	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
izdana	vydané	izdan	vydaný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
izdana	vydaná	izdan	vydaný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
izdana	vydáno	izdan	vydaný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
izdana	vydaný	izdan	vydaný	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
javna	veřejné	javen	veřejný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
javna	veřejný	javen	veřejný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
javna	veřejná	javen	veřejný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
statistika	statistika	statistika	statistika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
statistika	statistika	statistika	statistika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mlada	mladá	mlad	mladý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
mlada	mladý	mlad	mladý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
rosberg	rosberg	rosberg	rosberg	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
baker	měď	baker	měď	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
baker	mědi	baker	měď	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
baker	pekař	baker	pekař	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
širina	šířka	širina	šířka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
lastnost	rys	lastnost	rys	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
lastnost	vlastnost	lastnost	vlastnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
lastnost	majetek	lastnost	majetek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
lastnost	nemovitost	lastnost	nemovitost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
lastnost	vlastnost	lastnost	vlastnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
resno	vážně	resno	vážně	ADV	ADV;POS
tehnično	technicky	tehnično	technicky	ADV	ADV;POS
železniški	železniční	železniški	železniční	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
železniški	železniční	železniški	železniční	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
izbira	výběr	izbira	výběr	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
izbira	volba	izbira	volba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
izbira	výběr	izbira	výběr	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
pobegnil	utekl	pobegniti	utéci	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
pobegnil	unikl	pobegniti	uniknout	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
pobegnil	uprchl	pobegniti	uprchnout	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
zvok	zvuk	zvok	zvuk	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zvok	zvuk	zvok	zvuk	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zvok	audio	zvok	audio	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
polmer	poloměr	polmer	poloměr	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rubens	rubens	rubens	rubens	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hrib	kopec	hrib	kopec	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
osebna	osobní	oseben	osobní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
delta	delta	delta	delta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
button	knoflík	button	knoflík	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
button	tlačítko	button	tlačítko	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vzpon	vzestup	vzpon	vzestup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vzpon	povznesení	vzpon	povznesení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
