על	despre	על	despre	ADP	ADP;ACC
ירידה	picatura	ירידה	picatură	N;FEM;SG	N;DEF;FEM;SG
ירידה	scadere	ירידה	scădere	N;FEM;SG	N;INDF;FEM;SG
למטה	dedesubt	למטה	dedesubt		
כושר	sala	כושר	sală	N;MASC;SG	N;DEF;FEM;SG
כושר	sala	כושר	sală	N;MASC;SG	N;DEF;FEM;SG
כושר	fitness	כושר	fitness	N;MASC;SG	N;INDF;MASC;SG
סולו	sulu	סול	sulu		
שמירה	pazit	שמירה	pazit	N;FEM;SG	N;INDF;MASC;SG
שמירה	pazita	שמירה	pazită	N;FEM;SG	N;DEF;FEM;SG
שמירה	gardian	שמירה	gardian	N;FEM;SG	N;INDF;MASC;SG
שמירה	garda	שמירה	gardă	N;FEM;SG	N;DEF;FEM;SG
שמירה	paznic	שמירה	paznic	N;FEM;SG	N;INDF;MASC;SG
שמירה	pastrarea	שמירה	pastrare	N;FEM;SG	N;DEF;FEM;SG
היוצרים	creatorii	היוצר	creator	N;MASC;PL	N;DEF;MASC;PL
רישיון	licenta	רישיון	licentă	N;MASC;SG	N;DEF;FEM;SG
רישיון	licenta	רישיון	licentă	N;MASC;SG	N;DEF;FEM;SG
רישיון	licenta	רישיון	licentă	N;MASC;SG	N;DEF;FEM;SG
רישיון	licenta	רישיון	licentă	N;MASC;SG	N;DEF;FEM;SG
רישיון	licenta	רישיון	licentă	N;MASC;SG	N;DEF;FEM;SG
הכשרה	antrenament	הכשרה	antrenament	N;FEM;SG	N;INDF;MASC;SG
הכשרה	pregatire	הכשרה	pregatire	N;FEM;SG	N;INDF;FEM;SG
הכשרה	formare	הכשרה	formare	N;FEM;SG	N;INDF;FEM;SG
הכשרה	calificare	הכשרה	calificare	N;FEM;SG	N;INDF;FEM;SG
הכשרה	antrenata	הכשרה	antrenată	N;FEM;SG	N;DEF;FEM;SG
חיצוני	extern	חיצוני	extern	ADJ;MASC;SG	ADJ;INDF;MASC;SG
חיצוני	externa	חיצוני	externa	ADJ;MASC;SG	ADJ;DEF;FEM;SG
רומנים	romani	רומני	roman	N;MASC;PL	N;INDF;MASC;PL
רומנים	romanii	רומני	roman	N;MASC;PL	N;DEF;MASC;PL
רומנים	romani	רומני	roman	N;MASC;PL	N;INDF;MASC;PL
רומנים	romanele	רומני	roman	N;MASC;PL	N;DEF;FEM;PL
רומנים	romane	רומני	roman	N;MASC;PL	N;INDF;FEM;PL
ניצחונות	victorii	ניצחון	victorie	N;MASC;PL	N;INDF;FEM;PL
ניצחונות	victoriile	ניצחון	victorie	N;MASC;PL	N;DEF;FEM;PL
ניצחונות	victorii	ניצחון	victorie	N;MASC;PL	N;INDF;FEM;PL
שימור	conservarea	שימור	conservare	N;MASC;SG	N;DEF;FEM;SG
שימור	conservare	שימור	conservare	N;MASC;SG	N;INDF;FEM;SG
שימור	conservarea	שימור	conservare	N;MASC;SG	N;DEF;FEM;SG
שימור	conservare	שימור	conservare	N;MASC;SG	N;INDF;FEM;SG
שימור	pastrarea	שימור	pastrare	N;MASC;SG	N;DEF;FEM;SG
אסירים	prizonierii	אסיר	prizonier	N;MASC;PL	N;DEF;MASC;PL
אסירים	prizonieri	אסיר	prizonier	N;MASC;PL	N;INDF;MASC;PL
אסירים	detinuti	אסיר	detinut	N;MASC;PL	N;INDF;MASC;PL
חכם	intelept	חכם	intelept		
חכם	destept	חכם	destept		
מפלגות	partide	מפלגה	partid	N;FEM;PL	N;INDF;FEM;PL
מפלגות	petreceri	מפלגה	petrecere	N;FEM;PL	N;INDF;FEM;PL
מפלגות	partidele	מפלגה	partid	N;FEM;PL	N;DEF;FEM;PL
אחוזים	procente	אחוז	procent	N;MASC;PL	N;INDF;FEM;PL
אחוזים	procentele	אחוז	procent	N;MASC;PL	N;DEF;FEM;PL
מורים	mauri	מורה	maură	N;MASC;PL	N;INDF;MASC;PL
מורים	profesorilor	מורה	profesor	N;MASC;PL	N;DEF;MASC;PL
מורים	profesorii	מורה	profesor	N;MASC;PL	N;DEF;MASC;PL
מורים	profesori	מורה	profesor	N;MASC;PL	N;INDF;MASC;PL
נייר	hirtie	נייר	hirtie	N;MASC;SG	N;INDF;FEM;SG
מבצעים	operatiuni	מבצע	operatiune	N;MASC;PL	N;INDF;FEM;PL
מבצעים	operatiuni	מבצע	operatiune	N;MASC;PL	N;INDF;FEM;PL
מבצעים	operatii	מבצע	operat	N;MASC;PL	N;INDF;FEM;PL
אולפן	studio	אולפן	studio	N;MASC;SG	N;INDF;MASC;SG
אולפן	studioul	אולפן	studio	N;MASC;SG	N;DEF;MASC;SG
מכונות	masini	מכונה	masină	N;FEM;PL	N;INDF;FEM;PL
מכונות	masini	מכונה	masină	N;FEM;PL	N;INDF;FEM;PL
עיון	navigarea	עיון	navigare	N;MASC;SG	N;DEF;FEM;SG
עיון	navigare	עיון	navigare	N;MASC;SG	N;INDF;FEM;SG
הכרה	recunoasterea	הכרה	recunoastere	N;FEM;SG	N;DEF;FEM;SG
הכרה	recunoastere	הכרה	recunoastere	N;FEM;SG	N;INDF;FEM;SG
הכרה	recunoastere	הכרה	recunoastere	N;FEM;SG	N;INDF;FEM;SG
פירות	fructe	פרי	fruct	N;MASC;PL	N;INDF;FEM;PL
פירות	fructele	פרי	fruct	N;MASC;PL	N;DEF;FEM;PL
פירות	fructe	פרי	fruct	N;MASC;PL	N;INDF;FEM;PL
פירות	fructele	פרי	fruct	N;MASC;PL	N;DEF;FEM;PL
מסחרי	comercial	מסחרי	comercial	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מסחרי	comerciala	מסחרי	comercial	ADJ;MASC;SG	ADJ;DEF;FEM;SG
בקשה	promptitudine	בקשה	promptitudine	N;FEM;SG	N;INDF;FEM;SG
בקשה	solicitare	בקשה	solicitare	N;FEM;SG	N;INDF;FEM;SG
בקשה	cererea	בקשה	cerere	N;FEM;SG	N;DEF;FEM;SG
בקשה	cerere	בקשה	cerere	N;FEM;SG	N;INDF;FEM;SG
הוכחה	dovada	הוכחה	dovadă	N;FEM;SG	N;DEF;FEM;SG
הוכחה	dovada	הוכחה	dovadă	N;FEM;SG	N;DEF;FEM;SG
קבורה	inmormantare	קבורה	inmormantare	N;FEM;SG	N;INDF;FEM;SG
בז	bej	בז	bej		
ממשל	administratia	ממשל	administratie	N;MASC;SG	N;DEF;FEM;SG
ממשל	administrarea	ממשל	administrare	N;MASC;SG	N;DEF;FEM;SG
ממשל	administrare	ממשל	administrare	N;MASC;SG	N;INDF;FEM;SG
ממשל	administratie	ממשל	administratie	N;MASC;SG	N;INDF;FEM;SG
ממשל	guvernarea	ממשל	guvernare	N;MASC;SG	N;DEF;FEM;SG
ממשל	guvernanta	ממשל	guvernant	N;MASC;SG	N;DEF;FEM;SG
ממשל	guvernare	ממשל	guvernare	N;MASC;SG	N;INDF;FEM;SG
ממשל	guvernul	ממשל	guvern	N;MASC;SG	N;DEF;MASC;SG
ממשל	guvernare	ממשל	guvernare	N;MASC;SG	N;INDF;FEM;SG
ממשל	guvern	ממשל	guvern	N;MASC;SG	N;INDF;MASC;SG
דגים	pesti	דג	pesti	N;MASC;PL	N;INDF;MASC;PL
דגים	pesti	דג	pesti	N;MASC;PL	N;INDF;MASC;PL
גזע	rasa	גזע	rasă	N;MASC;SG	N;DEF;FEM;SG
גזע	rasa	גזע	rasă	N;MASC;SG	N;DEF;FEM;SG
גזע	rasa	גזע	rasă	N;MASC;SG	N;DEF;FEM;SG
גזע	cursa	גזע	cursă	N;MASC;SG	N;DEF;FEM;SG
גזע	rasa	גזע	rasă	N;MASC;SG	N;DEF;FEM;SG
גזע	cursa	גזע	cursă	N;MASC;SG	N;DEF;FEM;SG
תרומה	donare	תרומה	donare	N;FEM;SG	N;INDF;FEM;SG
תרומה	donatie	תרומה	donatie	N;FEM;SG	N;INDF;FEM;SG
תרומה	contributie	תרומה	contributie	N;FEM;SG	N;INDF;FEM;SG
תרומה	contributia	תרומה	contributie	N;FEM;SG	N;DEF;FEM;SG
תרומה	contributie	תרומה	contributie	N;FEM;SG	N;INDF;FEM;SG
שרי	sherry	שר	sherry		
שרי	sheri	שר	sheri		
השראה	inspiratie	השראה	inspiratie	N;FEM;SG	N;INDF;FEM;SG
השראה	inspiratie	השראה	inspiratie	N;FEM;SG	N;INDF;FEM;SG
מסגרת	cadrul	מסגרת	cadru	N;FEM;SG	N;DEF;MASC;SG
מסגרת	cadru	מסגרת	cadru	N;FEM;SG	N;INDF;MASC;SG
מסגרת	rama	מסגרת	ramă	N;FEM;SG	N;DEF;FEM;SG
מסגרת	rama	מסגרת	ramă	N;FEM;SG	N;DEF;FEM;SG
שירותים	servicii	שירות	serviciu	N;MASC;PL	N;INDF;FEM;PL
שירותים	toaletele	שירות	toaletă	N;MASC;PL	N;DEF;FEM;PL
שירותים	toalete	שירות	toaletă	N;MASC;PL	N;INDF;FEM;PL
מכשיר	dispozitivul	מכשיר	dispozitiv	N;MASC;SG	N;DEF;MASC;SG
מכשיר	dispozitiv	מכשיר	dispozitiv	N;MASC;SG	N;INDF;MASC;SG
ספורטאים	sportivii	ספורטאי	sportiv	N;MASC;PL	N;DEF;MASC;PL
ספורטאים	sportivi	ספורטאי	sportiv	N;MASC;PL	N;INDF;MASC;PL
סחר	tranzactionare	סחר	tranzactionare	N;MASC;SG	N;INDF;FEM;SG
חוות	ferma	חווה	fermă	N;FEM;SG	N;DEF;FEM;SG
חוות	ferma	חווה	fermă	N;FEM;SG	N;DEF;FEM;SG
הרגלים	obiceiuri	הרגל	obicei	N;MASC;PL	N;INDF;FEM;PL
הרגלים	obiceiurile	הרגל	obicei	N;MASC;PL	N;DEF;FEM;PL
יעיל	eficienta	יעיל	eficient	ADJ;MASC;SG	ADJ;DEF;FEM;SG
יעיל	eficienta	יעיל	eficient	ADJ;MASC;SG	ADJ;DEF;FEM;SG
יעיל	eficienta	יעיל	eficient	ADJ;MASC;SG	ADJ;DEF;FEM;SG
יעיל	eficace	יעיל	eficace	ADJ;MASC;SG	ADJ
יעיל	efectiva	יעיל	efectiva	ADJ;MASC;SG	ADJ;DEF;FEM;SG
אמון	increderea	אמון	incredere	N;MASC;SG	N;DEF;FEM;SG
אמון	incredere	אמון	incredere	N;MASC;SG	N;INDF;FEM;SG
אמון	incredere	אמון	incredere	N;MASC;SG	N;INDF;FEM;SG
אמון	incredere	אמון	incredere	N;MASC;SG	N;INDF;FEM;SG
אמון	incredere	אמון	incredere	N;MASC;SG	N;INDF;FEM;SG
מתכת	metalul	מתכת	metal	N;FEM;SG	N;DEF;MASC;SG
מתכת	metal	מתכת	metal	N;FEM;SG	N;INDF;MASC;SG
מתכת	metalica	מתכת	metalic	N;FEM;SG	N;DEF;FEM;SG
דיווח	raport	דיווח	raport	N;MASC;SG	N;INDF;MASC;SG
דיווח	raportul	דיווח	raport	N;MASC;SG	N;DEF;MASC;SG
דיווח	raportare	דיווח	raportare	N;MASC;SG	N;INDF;FEM;SG
דיווח	raportarea	דיווח	raportare	N;MASC;SG	N;DEF;FEM;SG
נפט	petrol	נפט	petrol	N;MASC;SG	N;INDF;MASC;SG
נפט	ulei	נפט	ulei	N;MASC;SG	N;INDF;MASC;SG
נפט	petrolul	נפט	petrol	N;MASC;SG	N;DEF;MASC;SG
נפט	petrol	נפט	petrol	N;MASC;SG	N;INDF;MASC;SG
בדיקות	incercari	בדיקה	incercar	N;FEM;PL	N;INDF;FEM;PL
בדיקות	teste	בדיקה	test	N;FEM;PL	N;INDF;FEM;PL
בדיקות	testele	בדיקה	test	N;FEM;PL	N;DEF;FEM;PL
פעילה	activ	פעיל	activ	ADJ;FEM;SG	ADJ;INDF;MASC;SG
פעילה	activa	פעיל	activa	ADJ;FEM;SG	ADJ;DEF;FEM;SG
ללמד	predau	לימד	preda	V;NFIN;ACT	V;IND;PL;3;IPFV;FIN
ללמד	preda	לימד	preda	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
עתיקה	antica	עתיק	antic	N;FEM;SG	N;DEF;FEM;SG
מרצה	lector	הרצה	lector	N;MASC;SG	N;INDF;MASC;SG
מרצה	servire	הרצה	servire	N;MASC;SG	N;INDF;FEM;SG
מרצה	servirea	הרצה	servire	N;MASC;SG	N;DEF;FEM;SG
שיט	navigatie	שיט	navigatie	N;MASC;SG	N;INDF;FEM;SG
דואר	mail	דואר	mail	N;MASC;SG	N;INDF;MASC;SG
דואר	posta	דואר	postă	N;MASC;SG	N;DEF;FEM;SG
דואר	posta	דואר	postă	N;MASC;SG	N;DEF;FEM;SG
משתנים	variabilele	משתנה	variabilă	N;MASC;PL	N;DEF;FEM;PL
משתנים	variabile	משתנה	variabilă	N;MASC;PL	N;INDF;FEM;PL
משתנים	variabilelor	משתנה	variabilă	N;MASC;PL	N;DEF;FEM;PL
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	straina	זר	straină	ADJ;MASC;SG	ADJ;DEF;FEM;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	strain	זר	strain	ADJ;MASC;SG	ADJ;INDF;MASC;SG
סמכות	autoritate	סמכות	autoritate	N;FEM;SG	N;INDF;FEM;SG
סמכות	autoritatea	סמכות	autoritate	N;FEM;SG	N;DEF;FEM;SG
אדמות	terenuri	אדמה	teren	N;FEM;PL	N;INDF;FEM;PL
אדמות	pamanturile	אדמה	pamant	N;FEM;PL	N;DEF;FEM;PL
אדמות	meleaguri	אדמה	meleag	N;FEM;PL	N;INDF;FEM;PL
אדמות	pamanturi	אדמה	pamant	N;FEM;PL	N;INDF;FEM;PL
ניסויים	experimentele	ניסוי	experiment	N;MASC;PL	N;DEF;FEM;PL
ניסויים	experimente	ניסוי	experiment	N;MASC;PL	N;INDF;FEM;PL
סיור	tour	סיור	tour	N;MASC;SG	N;INDF;MASC;SG
סיור	tur	סיור	tur	N;MASC;SG	N;INDF;MASC;SG
סיור	turul	סיור	tur	N;MASC;SG	N;DEF;MASC;SG
סיור	turneu	סיור	turneu	N;MASC;SG	N;INDF;MASC;SG
סיור	patrula	סיור	patrulă	N;MASC;SG	N;DEF;FEM;SG
סיור	patrula	סיור	patrulă	N;MASC;SG	N;DEF;FEM;SG
סיור	patrulare	סיור	patrular	N;MASC;SG	N;INDF;FEM;SG
תנאים	termenii	תנאי	termen	N;MASC;PL	N;DEF;MASC;PL
תנאים	termeni	תנאי	termen	N;MASC;PL	N;INDF;MASC;PL
תנאים	conditiile	תנאי	conditie	N;MASC;PL	N;DEF;FEM;PL
תנאים	conditii	תנאי	conditie	N;MASC;PL	N;INDF;FEM;PL
תנאים	conditii	תנאי	conditie	N;MASC;PL	N;INDF;FEM;PL
תנאים	conditiile	תנאי	conditie	N;MASC;PL	N;DEF;FEM;PL
אמא	mama	אמא	mamă	N;FEM;SG	N;DEF;FEM;SG
אמא	mama	אמא	mamă	N;FEM;SG	N;DEF;FEM;SG
אמא	mama	אמא	mamă	N;FEM;SG	N;DEF;FEM;SG
אמא	mama	אמא	mamă	N;FEM;SG	N;DEF;FEM;SG
הוגן	echitabil	הוגן	echitabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מצוין	excelent	מצוין	excelent	ADJ;MASC;SG	ADJ;INDF;MASC;SG
התוכן	continutul	התוכן	continut	N;MASC;SG	N;DEF;MASC;SG
התוכן	continut	התוכן	continut	N;MASC;SG	N;INDF;MASC;SG
התוכן	continut	התוכן	continut	N;MASC;SG	N;INDF;MASC;SG
מוזיקאים	muzicieni	הוזיק	muzician	N;MASC;PL	N;INDF;MASC;PL
מוזיקאים	muzicienii	הוזיק	muziciene	N;MASC;PL	N;DEF;MASC;PL
קלאסית	clasic	קלאסי	clasic	ADV	ADV
קלאסית	clasic	קלאסי	clasic	ADV	ADV
קיר	peretele	קיר	perete	N;MASC;SG	N;DEF;MASC;SG
קיר	zid	קיר	zid	N;MASC;SG	N;INDF;MASC;SG
קיר	zidul	קיר	zid	N;MASC;SG	N;DEF;MASC;SG
קיר	perete	קיר	perete	N;MASC;SG	N;INDF;MASC;SG
שחורים	negri	שחור	negru	ADJ;MASC;PL	ADJ;INDF;MASC;PL
דומות	asemanatoare	דומה	asemanator	ADJ;FEM;PL	ADJ;INDF;FEM
דומות	similare	דומה	similar	ADJ;FEM;PL	ADJ;INDF;FEM;PL
לחקור	exploreaza	חקר	exploreaza	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לחקור	explora	חקר	explora	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לחקור	investiga	חקר	investiga	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לחקור	investigheaza	חקר	investigheaza	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
מזג	vremea	מזג	vreme	N;MASC;SG	N;DEF;FEM;SG
מזג	vreme	מזג	vreme	N;MASC;SG	N;INDF;FEM;SG
מזג	temperamentul	מזג	temperament	N;MASC;SG	N;DEF;MASC;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;INDF;MASC;SG
מזג	temperamentul	מזג	temperament	N;MASC;SG	N;DEF;MASC;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;INDF;MASC;SG
לתרום	dona	תרם	donă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לתרום	donez	תרם	donez	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לתרום	doneaza	תרם	donează	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לתרום	contribuie	תרם	contribui	V;NFIN;ACT	V;IND;3;PRS;FIN
להסיר	elimina	הסיר	elimina	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
להסיר	scoate	הסיר	scoate	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשכנע	convinge	שכנע	convinge	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשכנע	convinge	שכנע	convinge	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
תותחים	tunuri	תותח	tun	N;MASC;PL	N;INDF;FEM;PL
תותחים	tunurile	תותח	tun	N;MASC;PL	N;DEF;FEM;PL
חמור	magar	חמור	magar	N;MASC;SG	N;INDF;MASC;SG
חמור	magar	חמור	magar	N;MASC;SG	N;INDF;MASC;SG
שופט	judge	שופט	judge	N;MASC;SG	N;INDF;MASC;SG
שופט	judecator	שופט	judecator	N;MASC;SG	N;INDF;MASC;SG
שופט	judecator	שופט	judecator	N;MASC;SG	N;INDF;MASC;SG
שופט	arbitru	שופט	arbitru	N;MASC;SG	N;INDF;MASC;SG
שופט	arbitrul	שופט	arbitru	N;MASC;SG	N;DEF;MASC;SG
שופט	arbitru	שופט	arbitru	N;MASC;SG	N;INDF;MASC;SG
מעגל	cercul	מעגל	cerc	N;MASC;SG	N;DEF;MASC;SG
מעגל	circle	מעגל	circlu	N;MASC;SG	N;INDF;MASC;SG
מעגל	cerc	מעגל	cerc	N;MASC;SG	N;INDF;MASC;SG
שורות	randurile	שורה	rand	N;FEM;PL	N;DEF;FEM;PL
שורות	randuri	שורה	rand	N;FEM;PL	N;INDF;FEM;PL
שורות	randuri	שורה	rand	N;FEM;PL	N;INDF;FEM;PL
שורות	liniile	שורה	linie	N;FEM;PL	N;DEF;FEM;PL
שורות	linii	שורה	linie	N;FEM;PL	N;INDF;FEM;PL
שורות	replici	שורה	replic	N;FEM;PL	N;INDF;FEM;PL
שמח	happy	שמח	happy		
גיוס	recrutarea	גיוס	recrutare	N;MASC;SG	N;DEF;FEM;SG
גיוס	recrutare	גיוס	recrutare	N;MASC;SG	N;INDF;FEM;SG
גיוס	recrutarea	גיוס	recrutare	N;MASC;SG	N;DEF;FEM;SG
גיוס	recrutare	גיוס	recrutare	N;MASC;SG	N;INDF;FEM;SG
גיוס	schita	גיוס	schită	N;MASC;SG	N;DEF;FEM;SG
גיוס	schita	גיוס	schită	N;MASC;SG	N;DEF;FEM;SG
תלמיד	studenta	תלמיד	studenta	N;MASC;SG	N;DEF;FEM;SG
תלמיד	eleva	תלמיד	elevă	N;MASC;SG	N;DEF;FEM;SG
תלמיד	elev	תלמיד	elev	N;MASC;SG	N;INDF;MASC;SG
תלמיד	student	תלמיד	student	N;MASC;SG	N;INDF;MASC;SG
בתוכו	inauntru	בתוך	inauntru		
עמדות	pozitii	עמדה	pozită	N;FEM;PL	N;INDF;FEM;PL
עמדות	pozitii	עמדה	pozită	N;FEM;PL	N;INDF;FEM;PL
עמדות	pozitiile	עמדה	pozitie	N;FEM;PL	N;DEF;FEM;PL
משימה	sarcina	משימה	sarcină	N;FEM;SG	N;DEF;FEM;SG
משימה	misiunea	משימה	misiune	N;FEM;SG	N;DEF;FEM;SG
משימה	misiune	משימה	misiune	N;FEM;SG	N;INDF;FEM;SG
אלבומים	albumele	אלבום	album	N;MASC;PL	N;DEF;FEM;PL
אלבומים	albume	אלבום	album	N;MASC;PL	N;INDF;FEM;PL
השבטים	triburile	השבט	trib	N;MASC;PL	N;DEF;FEM;PL
השבטים	triburi	השבט	trib	N;MASC;PL	N;INDF;FEM;PL
הוראות	ordinele	הוראה	ordin	N;FEM;PL	N;DEF;FEM;PL
הוראות	comenzi	הוראה	comandă	N;FEM;PL	N;INDF;FEM;PL
הוראות	instructiunile	הוראה	instructiune	N;FEM;PL	N;DEF;FEM;PL
הוראות	instructiuni	הוראה	instructiune	N;FEM;PL	N;INDF;FEM;PL
הוראות	instructiuni	הוראה	instructiune	N;FEM;PL	N;INDF;FEM;PL
כתובות	adrese	כתובת	adresă	N;FEM;PL	N;INDF;FEM;PL
כתובות	adresele	כתובת	adresă	N;FEM;PL	N;DEF;FEM;PL
מוסר	morala	מוסר	morală	N;MASC;SG	N;DEF;FEM;SG
מוסר	morala	מוסר	morală	N;MASC;SG	N;DEF;FEM;SG
מוסר	morala	מוסר	morală	N;MASC;SG	N;DEF;FEM;SG
מוסר	morala	מוסר	morală	N;MASC;SG	N;DEF;FEM;SG
מיוחדות	speciale	מיוחד	special	ADJ;FEM;PL	ADJ;INDF;FEM;PL
רופאים	medici	רופא	medic	N;MASC;PL	N;INDF;MASC;PL
רופאים	medicii	רופא	medic	N;MASC;PL	N;DEF;MASC;PL
רופאים	doctorii	רופא	doctor	N;MASC;PL	N;DEF;MASC;PL
רופאים	medicii	רופא	medic	N;MASC;PL	N;DEF;MASC;PL
רופאים	doctori	רופא	doctor	N;MASC;PL	N;INDF;MASC;PL
רופאים	doctorilor	רופא	doctor	N;MASC;PL	N;DEF;MASC;PL
רופאים	medici	רופא	medic	N;MASC;PL	N;INDF;MASC;PL
נותרה	ramase	נותר	ramas	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
איבר	orga	איבר	orga	N;MASC;SG	N;DEF;FEM;SG
איבר	orga	איבר	orga	N;MASC;SG	N;DEF;FEM;SG
איבר	organ	איבר	organ	N;MASC;SG	N;INDF;MASC;SG
איבר	organul	איבר	organ	N;MASC;SG	N;DEF;MASC;SG
טכנולוגיה	tehnologie	טכנולוגיה	tehnologie	N;FEM;SG	N;INDF;FEM;SG
טכנולוגיה	tehnologia	טכנולוגיה	tehnologie	N;FEM;SG	N;DEF;FEM;SG
השפעות	efectele	השפעה	efect	N;FEM;PL	N;DEF;FEM;PL
השפעות	efecte	השפעה	efect	N;FEM;PL	N;INDF;FEM;PL
השפעות	influente	השפעה	influent	N;FEM;PL	N;INDF;FEM;PL
מדענים	cercetatori	מדען	cercetator	N;MASC;PL	N;INDF;MASC;PL
הצבעות	voturile	הצבעה	vot	N;FEM;PL	N;DEF;FEM;PL
הצבעות	voturi	הצבעה	vot	N;FEM;PL	N;INDF;FEM;PL
חוג	cercul	חוג	cerc	N;MASC;SG	N;DEF;MASC;SG
חוג	circle	חוג	circlu	N;MASC;SG	N;INDF;MASC;SG
חוג	cerc	חוג	cerc	N;MASC;SG	N;INDF;MASC;SG
הזכויות	drepturile	הזכות	drept	N;FEM;PL	N;DEF;FEM;PL
הזכויות	drepturi	הזכות	drept	N;FEM;PL	N;INDF;FEM;PL
שכבות	straturi	שכבה	strat	N;FEM;PL	N;INDF;FEM;PL
מבקרים	critici	מבקר	critică	N;MASC;PL	N;INDF;MASC;PL
מבקרים	criticilor	מבקר	critică	N;MASC;PL	N;DEF;MASC;PL
מבקרים	criticii	מבקר	critică	N;MASC;PL	N;DEF;MASC;PL
מבקרים	vizitatorii	מבקר	vizitator	N;MASC;PL	N;DEF;MASC;PL
מבקרים	vizitatori	מבקר	vizitator	N;MASC;PL	N;INDF;MASC;PL
מיעוט	minoritatea	מיעוט	minoritate	N;MASC;SG	N;DEF;FEM;SG
מיעוט	minoritate	מיעוט	minoritate	N;MASC;SG	N;INDF;FEM;SG
תאוריה	teorie	תאוריה	teorie	N;FEM;SG	N;INDF;FEM;SG
תאוריה	teoria	תאוריה	teorie	N;FEM;SG	N;DEF;FEM;SG
מגדר	sexul	מגדר	sex	N;MASC;SG	N;DEF;MASC;SG
מגדר	gen	מגדר	gen	N;MASC;SG	N;INDF;MASC;SG
מגדר	sex	מגדר	sex	N;MASC;SG	N;INDF;MASC;SG
צומת	nod	צומת	nod	N;FEM;SG	N;INDF;MASC;SG
צומת	intersectia	צומת	intersectie	N;FEM;SG	N;DEF;FEM;SG
צומת	intersectie	צומת	intersectie	N;FEM;SG	N;INDF;FEM;SG
צומת	junction	צומת	junction	N;FEM;SG	N;INDF;MASC;SG
כללים	regulile	כלל	regulă	N;MASC;PL	N;DEF;FEM;PL
כללים	reguli	כלל	regulă	N;MASC;PL	N;INDF;FEM;PL
כללים	norme	כלל	normă	N;MASC;PL	N;INDF;FEM;PL
סוכנות	agentia	סוכנות	agentie	N;FEM;SG	N;DEF;FEM;SG
סוכנות	agentie	סוכנות	agentie	N;FEM;SG	N;INDF;FEM;SG
סוכנות	agentie	סוכנות	agentie	N;FEM;SG	N;INDF;FEM;SG
סוכנות	agentia	סוכנות	agentie	N;FEM;SG	N;DEF;FEM;SG
סרטן	cancerul	סרטן	cancer	N;MASC;SG	N;DEF;MASC;SG
סרטן	cancer	סרטן	cancer	N;MASC;SG	N;INDF;MASC;SG
שיניים	dentare	שן	dentar	N;FEM;PL	N;INDF;FEM;PL
שיניים	dinti	שן	dinti	N;FEM;PL	N;INDF;MASC;PL
הפסקה	break	הפסקה	break	N;FEM;SG	N;INDF;MASC;SG
הפסקה	pauza	הפסקה	pauză	N;FEM;SG	N;DEF;FEM;SG
הפסקה	pauza	הפסקה	pauză	N;FEM;SG	N;DEF;FEM;SG
הפסקה	pauza	הפסקה	pauză	N;FEM;SG	N;DEF;FEM;SG
הפסקה	pauza	הפסקה	pauză	N;FEM;SG	N;DEF;FEM;SG
מוחלטת	absoluta	מוחלט	absolut	ADJ;FEM;SG	ADJ;DEF;FEM;SG
מרחק	distanta	מרחק	distantă	N;MASC;SG	N;DEF;FEM;SG
מרחק	distanta	מרחק	distantă	N;MASC;SG	N;DEF;FEM;SG
מרחק	distanta	מרחק	distantă	N;MASC;SG	N;DEF;FEM;SG
מרחק	distanta	מרחק	distantă	N;MASC;SG	N;DEF;FEM;SG
מוכרת	familiara	מוכר	familiar	ADJ;FEM;SG	ADJ;DEF;FEM;SG
מוכרת	recunoscut	מוכר	recunoscut	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מוכרת	recunoscuta	מוכר	recunoaște	ADJ;FEM;SG	ADJ;DEF;FEM;SG
אמצע	mijloc	אמצע	mijloc	N;MASC;SG	N;INDF;MASC;SG
אמצע	mijlocul	אמצע	mijloc	N;MASC;SG	N;DEF;MASC;SG
