ve	og	ve	og	CONJ	CONJ
kredi	credit	kredi	credit	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kredi	lånet	kredi	lån	N;NOM;SG;3	N;DEF;NEUT;SG
kapı	porten	kapı	port	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kapı	låge	kapı	låge	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kapı	døren	kapı	dør	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kapı	dørs	kapı	dør	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ağırlığı	vægt	ağırlık	vægt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ağırlığı	vægten	ağırlık	vægt	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kuralları	regler	kural	regel	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kuralları	bestemmelser	kural	bestemmelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kuralları	retningslinjer	kural	retningslinje	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kuralları	retningslinjerne	kural	retningslinje	N;ACC;PL;3	N;DEF;MASC+FEM;PL
kuralları	retningslinier	kural	retningslinie	N;ACC;PL;3	N;INDF;MASC+FEM;PL
önemi	vigtighed	önem	vigtighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
önemi	betydning	önem	betydning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
önemi	betydning	önem	betydning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
düzenlendi	redigeret	düzenle	redigere	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
bursaspor	bursaspor	bursaspor	bursaspor	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sandalye	stol	sandalye	stol	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sandalye	stolen	sandalye	stol	N;NOM;SG;3	N;DEF;MASC+FEM;SG
toplanan	afhentes	topla	afhente	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN;PASS
sokak	gade	sokak	gade	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sokak	street	sokak	stre	N;NOM;SG;3	N;INDF;NEUT;SG
sokak	gaden	sokak	gade	N;NOM;SG;3	N;DEF;MASC+FEM;SG
sokak	gyde	sokak	gyde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sokak	gyden	sokak	gyde	N;NOM;SG;3	N;DEF;MASC+FEM;SG
biçimi	format	biçim	format	N;ACC;SG;3	N;INDF;NEUT;SG
klibi	klippet	klibi	klippe	N;ACC;SG;3	N;DEF;NEUT;SG
klibi	klip	klibi	klip	N;ACC;SG;3	N;INDF;NEUT;SG
klibi	magasin	klibi	magasin	N;ACC;SG;3	N;INDF;NEUT;SG
karayolu	vejen	karayolu	vej	N;NOM;SG;3	N;DEF;MASC+FEM;SG
karayolu	vej	karayolu	vej	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karayolu	landevej	karayolu	landevej	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karayolu	motorvej	karayolu	motorvej	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karayolu	hovedvej	karayolu	hovedvej	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karayolu	motorvejen	karayolu	motorvej	N;NOM;SG;3	N;DEF;MASC+FEM;SG
karayolu	highway	karayolu	highway	N;NOM;SG;3	N;INDF;NEUT;SG
karayolu	landevej	karayolu	landevej	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kraliçe	dronningen	kraliçe	dronning	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kraliçe	dronning	kraliçe	dronning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yetersiz	utilstrækkelige	yetersiz	utilstrækkelig	ADJ	ADJ;PL
yetersiz	utilstrækkelig	yetersiz	utilstrækkelig	ADJ	ADJ;INDF;MASC+FEM;SG
yetersiz	inkompetente	yetersiz	inkompetent	ADJ	ADJ;PL
yetersiz	uduelig	yetersiz	uduelig	ADJ	ADJ;INDF;MASC+FEM;SG
yetersiz	utilstrækkelige	yetersiz	utilstrækkelig	ADJ	ADJ;PL
yetersiz	utilstrækkelig	yetersiz	utilstrækkelig	ADJ	ADJ;INDF;MASC+FEM;SG
seni	dig	sen	du	PRO;ACC;SG;2	PRO;ACC;MASC+FEM;SG;2
konular	emner	konu	emne	N;NOM;PL;3	N;INDF;NEUT;PL
konular	emnerne	konu	emne	N;NOM;PL;3	N;DEF;NEUT;PL
konular	emner	konu	emne	N;NOM;PL;3	N;INDF;NEUT;PL
konular	tråde	konu	tråde	N;NOM;PL;3	N;INDF;MASC+FEM;PL
america	amerika	america	amerika	N;NOM;SG;3	N;INDF;MASC+FEM;SG
matematiksel	matematiske	matematiksel	matematisk	ADJ	ADJ;PL
bölgeleri	regionerne	bölge	region	N;ACC;PL;3	N;DEF;MASC+FEM;PL
bölgeleri	regioner	bölge	region	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bölgeleri	områder	bölge	område	N;ACC;PL;3	N;INDF;NEUT;PL
fikri	ide	fikir	ide	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fikri	idé	fikir	idé	N;NOM;SG;3	N;INDF;MASC+FEM;SG
atletizm	atletik	atletizm	atletik	N;NOM;SG;3	N;INDF;NEUT;SG
sorunlar	problemer	sorun	problem	N;NOM;PL;3	N;INDF;NEUT;PL
sorunlar	problemer	sorun	problem	N;NOM;PL;3	N;INDF;NEUT;PL
sorunlar	spørgsmål	sorun	spørgsmål	N;NOM;PL;3	N;INDF;NEUT;PL
sorunlar	emner	sorun	emne	N;NOM;PL;3	N;INDF;NEUT;PL
sorunlar	problemer	sorun	problem	N;NOM;PL;3	N;INDF;NEUT;PL
sorunlar	mærkesager	sorun	mærkesage	N;NOM;PL;3	N;INDF;MASC+FEM;PL
programları	programmer	program	program	N;NOM;PL;3	N;INDF;NEUT;PL
programları	programmerne	program	program	N;NOM;PL;3	N;DEF;NEUT;PL
programları	programmer	program	program	N;NOM;PL;3	N;INDF;NEUT;PL
kitaplar	bøger	kitap	bog	N;NOM;PL;3	N;INDF;MASC+FEM;PL
askerler	tropperne	asker	trop	N;NOM;PL;3	N;DEF;MASC+FEM;PL
askerler	tropper	asker	troppe	N;NOM;PL;3	N;INDF;MASC+FEM;PL
askerler	soldaterne	asker	soldat	N;NOM;PL;3	N;DEF;MASC+FEM;PL
askerler	soldater	asker	soldat	N;NOM;PL;3	N;INDF;MASC+FEM;PL
fonksiyonu	funktion	fonksiyon	funktion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fonksiyonu	funktionen	fonksiyon	funktion	N;NOM;SG;3	N;DEF;MASC+FEM;SG
daire	lejlighed	daire	lejlighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
daire	cirkel	daire	cirkel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
daire	kreds	daire	kreds	N;NOM;SG;3	N;INDF;MASC+FEM;SG
daire	lejligheden	daire	lejlighed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
daire	lejlighed	daire	lejlighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ilişkisi	relation	ilişki	relation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ilişkisi	forholdet	ilişki	forhold	N;NOM;SG;3	N;DEF;NEUT;SG
ilişkisi	forhold	ilişki	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
haritası	landkort	harita	landkort	N;NOM;SG;3	N;INDF;NEUT;SG
makine	maskinen	makine	maskine	N;NOM;SG;3	N;DEF;MASC+FEM;SG
makine	maskin	makine	maskin	N;NOM;SG;3	N;INDF;MASC+FEM;SG
makine	maskine	makine	maskine	N;NOM;SG;3	N;INDF;MASC+FEM;SG
makine	maskineri	makine	maskineri	N;NOM;SG;3	N;INDF;NEUT;SG
boğazı	strædet	boğaz	stræde	N;ACC;SG;3	N;DEF;NEUT;SG
görmek	se	gör	se	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
evde	startside	ev	startside	N;ESS;SG;3	N;INDF;MASC+FEM;SG
sessiz	afdæmpet	sessiz	afdæmpe	ADJ	ADJ;INDF;SG
sessiz	lydløs	sessiz	lydløs	ADJ	ADJ;INDF;MASC+FEM;SG
sessiz	stille	sessiz	stille	ADJ	ADJ
sessiz	lydløs	sessiz	lydløs	ADJ	ADJ;INDF;MASC+FEM;SG
sessiz	stille	sessiz	stille	ADJ	ADJ
sessiz	tavs	sessiz	tavs	ADJ	ADJ;INDF;MASC+FEM;SG
antrenör	træner	antrenör	træne	N;NOM;SG;3	N;INDF;MASC+FEM;SG
antrenör	træneren	antrenör	træner	N;NOM;SG;3	N;DEF;MASC+FEM;SG
antrenör	coach	antrenör	coach	N;NOM;SG;3	N;INDF;MASC+FEM;SG
antrenör	træner	antrenör	træne	N;NOM;SG;3	N;INDF;MASC+FEM;SG
batıda	west	batı	west	N;ESS;SG;3	N;INDF;MASC+FEM;SG
batıda	vest	batı	vest	N;ESS;SG;3	N;INDF
batıda	vestpå	batı	vestpå	N;ESS;SG;3	N;INDF
eğlence	adspredelse	eğlence	adspredelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
eğlence	fritid	eğlence	fritid	N;NOM;SG;3	N;INDF;MASC+FEM;SG
eğlence	underholdning	eğlence	underholdning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
miktarı	beløb	miktar	beløb	N;NOM;SG;3	N;INDF;NEUT;SG
miktarı	mængde	miktar	mængde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
miktarı	kvantitet	miktar	kvantitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
miktarı	mængde	miktar	mængde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maçlar	tændstikker	maç	tændstik	N;NOM;PL;3	N;INDF;MASC+FEM;PL
maçlar	kampe	maç	kamp	N;NOM;PL;3	N;INDF;MASC+FEM;PL
maçlar	kampe	maç	kamp	N;NOM;PL;3	N;INDF;MASC+FEM;PL
parçalar	stykker	parça	stykke	N;NOM;PL;3	N;INDF;NEUT;PL
parçalar	reservedele	parça	reservedel	N;NOM;PL;3	N;INDF;MASC+FEM;PL
parçalar	dele	parça	del	N;NOM;PL;3	N;INDF;MASC+FEM;PL
parçalar	bestanddele	parça	bestanddel	N;NOM;PL;3	N;INDF;MASC+FEM;PL
parçalar	komponenterne	parça	komponent	N;NOM;PL;3	N;DEF;MASC+FEM;PL
parçalar	komponenter	parça	komponent	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yoğunluğu	intensitet	yoğunluk	intensitet	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yoğunluğu	densitet	yoğunluk	densitet	N;ACC;SG;3	N;INDF;NEUT;SG
yoğunluğu	massefylde	yoğunluk	massefylde	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yoğunluğu	befolkningstæthed	yoğunluk	befolkningstæthed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yoğunluğu	vægtfylde	yoğunluk	vægtfylde	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yoğunluğu	tæthed	yoğunluk	tæthed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
görüldü	spottet	gör	spottet	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
görüldü	plettet	gör	plet	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
görüldü	opdaget	gör	opdage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
görüldü	set	gör	se	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
görüldü	set	gör	se	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
görüldü	ses	gör	se	V;PFV;IND;SG;3;POS;PST;PASS	V;NFIN;PASS
yapılar	konstruktioner	yap	konstruktion	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yapılar	strukturer	yap	struktur	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yapılar	bygværker	yap	bygværker	N;NOM;PL;3	N;INDF;NEUT;PL
doğuda	east	doğu	east	N;ESS;SG;3	N;INDF;MASC+FEM;SG
doğuda	øst	doğu	øst	N;ESS;SG;3	N;INDF
günleri	dage	gün	dag	N;ACC;PL;3	N;INDF;MASC+FEM;PL
mükemmel	perfekt	mükemmel	perfekt	ADJ	ADJ;INDF;SG
mükemmel	perfekte	mükemmel	perfekt	ADJ	ADJ;PL
mükemmel	glimrende	mükemmel	glimrende	ADJ	ADJ
mükemmel	fremragende	mükemmel	fremragende	ADJ	ADJ
felsefesi	filosofien	felsefe	filosofi	N;NOM;SG;3	N;DEF;MASC+FEM;SG
felsefesi	filosofi	felsefe	filosofi	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görünümü	fremmøde	görün	fremmøde	N;NOM;SG;3	N;INDF;NEUT;SG
görünümü	udseende	görün	udseende	N;NOM;SG;3	N;INDF;NEUT;SG
görünümü	udseendet	görün	udseende	N;NOM;SG;3	N;DEF;NEUT;SG
görünümü	vis	görün	vis	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görünümü	udsigt	görün	udsigt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
trafik	trafik	trafik	trafik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
trafik	trafikken	trafik	trafik	N;NOM;SG;3	N;DEF;MASC+FEM;SG
dinamo	dynamo	dinamo	dynamo	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ittifak	forbund	ittifak	forbund	N;NOM;SG;3	N;INDF;NEUT;SG
ittifak	alliance	ittifak	alliance	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ittifak	alliancen	ittifak	alliance	N;NOM;SG;3	N;DEF;MASC+FEM;SG
günler	dage	gün	dag	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bölgeler	regionerne	bölge	region	N;NOM;PL;3	N;DEF;MASC+FEM;PL
bölgeler	regioner	bölge	region	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bölgeler	områder	bölge	område	N;NOM;PL;3	N;INDF;NEUT;PL
bölgeler	distrikterne	bölge	distrikt	N;NOM;PL;3	N;DEF;NEUT;PL
bölgeler	kvarterer	bölge	kvarter	N;NOM;PL;3	N;INDF;NEUT;PL
bölgeler	distrikter	bölge	distrikt	N;NOM;PL;3	N;INDF;NEUT;PL
bölgeler	zoner	bölge	zone	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bölgeler	områder	bölge	område	N;NOM;PL;3	N;INDF;NEUT;PL
bölgeler	arealer	bölge	areal	N;NOM;PL;3	N;INDF;NEUT;PL
muharebe	slag	muharebe	slag	N;NOM;SG;3	N;INDF;NEUT;SG
muharebe	kamp	muharebe	kamp	N;NOM;SG;3	N;INDF;MASC+FEM;SG
muharebe	slaget	muharebe	slag	N;NOM;SG;3	N;DEF;NEUT;SG
muharebe	kamp	muharebe	kamp	N;NOM;SG;3	N;INDF;MASC+FEM;SG
rahatsız	ubehagelig	rahatsız	ubehagelig	ADJ	ADJ;INDF;MASC+FEM;SG
rahatsız	ubehageligt	rahatsız	ubehageligt	ADJ	ADJ;INDF;NEUT;SG
rahatsız	utilpas	rahatsız	utilpas	ADJ	ADJ;INDF;MASC+FEM;SG
turnuvası	turnering	turnuva	turnering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
turnuvası	turneringen	turnuva	turnering	N;NOM;SG;3	N;DEF;MASC+FEM;SG
yıldızlar	stjernerne	yıl	stjerne	N;NOM;PL;3	N;DEF;MASC+FEM;PL
yıldızlar	stjerner	yıl	stjerne	N;NOM;PL;3	N;INDF;MASC+FEM;PL
turnuva	turnering	tur	turnering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
turnuva	turneringen	tur	turnering	N;NOM;SG;3	N;DEF;MASC+FEM;SG
okudu	studeret	oku	studere	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
okudu	undersøgt	oku	undersøge	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
okudu	studerede	oku	studere	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
taarruz	overgreb	taarruz	overgreb	N;NOM;SG;3	N;INDF;NEUT;SG
taarruz	overfald	taarruz	overfald	N;NOM;SG;3	N;INDF;NEUT;SG
taarruz	angreb	taarruz	angreb	N;NOM;SG;3	N;INDF;NEUT;SG
yazılar	artikler	yazı	artikel	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yazılar	genstande	yazı	genstand	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yazılar	artiklerne	yazı	artikel	N;NOM;PL;3	N;DEF;MASC+FEM;PL
yazılar	skrifter	yazı	skrift	N;NOM;PL;3	N;INDF;MASC+FEM;PL
düzeni	dannelse	düzen	dannelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
düzeni	formation	düzen	formation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
düzeni	stiftelse	düzen	stiftelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
düzeni	indretning	düzen	indretning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
düzeni	layout	düzen	layout	N;NOM;SG;3	N;INDF;NEUT;SG
hürriyet	frihed	hürriyet	frihed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hürriyet	friheden	hürriyet	frihed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
hürriyet	liberty	hürriyet	liberty	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hürriyet	frihed	hürriyet	frihed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yarısı	halvt	yarı	halv	ADJ;NOM;SG;3	ADJ;INDF;NEUT;SG
yarısı	halv	yarı	halv	ADJ;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
uygulamaları	anvendelser	uygulama	anvendelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
uygulamaları	ansøgninger	uygulama	ansøgning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
uygulamaları	applikationer	uygulama	applikation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
uygulamaları	praksisser	uygulama	praksisse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
uygulamaları	fremgangsmåder	uygulama	fremgangsmåde	N;NOM;PL;3	N;INDF;NEUT;PL
uygulamaları	apps	uygulama	appse	N;NOM;PL;3	N;INDF;NEUT;PL
uygulamaları	applikationer	uygulama	applikation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ürünler	punkterne	ürün	punkt	N;NOM;PL;3	N;DEF;NEUT;PL
ürünler	poster	ürün	post	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ürünler	genstande	ürün	genstand	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ürünler	punkter	ürün	punkt	N;NOM;PL;3	N;INDF;NEUT;PL
ürünler	varer	ürün	vare	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ürünler	varer	ürün	vare	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ürünler	produkter	ürün	produkt	N;NOM;PL;3	N;INDF;NEUT;PL
olağanüstü	ekstraordinært	olağanüstü	ekstraordinært	ADJ	ADJ;INDF;NEUT;SG
olağanüstü	ekstraordinær	olağanüstü	ekstraordinær	ADJ	ADJ;INDF;MASC+FEM;SG
olağanüstü	ekstraordinær	olağanüstü	ekstraordinær	ADJ	ADJ;INDF;MASC+FEM;SG
olağanüstü	fænomenal	olağanüstü	fænomenal	ADJ	ADJ;INDF;MASC+FEM;SG
olağanüstü	udestående	olağanüstü	udestående	ADJ	ADJ
euroleague	euroleague	euroleague	euroleague	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gene	igen	gene	igen	ADV	ADV
geliştirilmiş	forbedret	geliş	forbedre	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
geliştirilmiş	forstærket	geliş	forstærke	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
geliştirilmiş	forbedret	geliş	forbedre	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
geliştirilmiş	fremkaldt	geliş	fremkalde	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
geliştirilmiş	udviklet	geliş	udvikle	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kardeşler	søstre	kardeş	søster	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kardeşler	søstrene	kardeş	søster	N;NOM;PL;3	N;DEF;MASC+FEM;PL
kardeşler	søskende	kardeş	søskende	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kardeşler	brødrene	kardeş	broder	N;NOM;PL;3	N;DEF;MASC+FEM;PL
kardeşler	brødre	kardeş	broder	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ücretsiz	fri	ücretsiz	fri	ADJ	ADJ;INDF;MASC+FEM;SG
bisiklet	cykling	bisiklet	cykling	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bisiklet	cykel	bisiklet	cykel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bisiklet	cyklen	bisiklet	cykle	N;NOM;SG;3	N;DEF;MASC+FEM;SG
bisiklet	cykel	bisiklet	cykel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bisiklet	cyklen	bisiklet	cykle	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kriterleri	kriterier	kriter	kriteri	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kriterleri	kriterierne	kriter	kriteri	N;ACC;PL;3	N;DEF;MASC+FEM;PL
fizikçi	fysiker	fizikçi	fysiker	N;NOM;SG;3	N;INDF;MASC+FEM;SG
limanı	havn	liman	havn	N;NOM;SG;3	N;INDF;MASC+FEM;SG
limanı	harbour	liman	harbour	N;NOM;SG;3	N;INDF;MASC+FEM;SG
faaliyetleri	aktiviteterne	faaliyet	aktivitet	N;NOM;PL;3	N;DEF;MASC+FEM;PL
faaliyetleri	aktiviteter	faaliyet	aktivitet	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yayıncılık	offentliggørelse	yayıncılık	offentliggørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yayıncılık	udgivelse	yayıncılık	udgivelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yayıncılık	forlagsvirksomhed	yayıncılık	forlagsvirksomhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yayıncılık	offentliggørelse	yayıncılık	offentliggørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yayıncılık	udgivelse	yayıncılık	udgivelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yayıncılık	publikation	yayıncılık	publikation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değiştirme	ændr	değiş	ændr	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IMP
değiştirme	erstat	değiş	erstat	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IMP
kuramı	teorien	kuram	teori	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kuramı	teori	kuram	teori	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sözleşmesi	kontrakten	sözleşme	kontrakt	N;NOM;SG;3	N;DEF;MASC+FEM;SG
sözleşmesi	kontrakt	sözleşme	kontrakt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
açıklandı	meddelt	açıkla	meddele	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
açıklandı	annonceret	açıkla	annoncere	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
açıklandı	bekendtgjort	açıkla	bekendtgøre	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
açıklandı	bebudet	açıkla	bebude	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yararlı	nyttig	yararlı	nyttig	ADJ	ADJ;INDF;MASC+FEM;SG
yararlı	brugbar	yararlı	brugbar	ADJ	ADJ;INDF;MASC+FEM;SG
yararlı	nyttigt	yararlı	nyttigt	ADJ	ADJ;INDF;NEUT;SG
yararlı	nyttige	yararlı	nyttig	ADJ	ADJ;PL
yararlı	hjælpsom	yararlı	hjælpsom	ADJ	ADJ;INDF;MASC+FEM;SG
yararlı	nyttig	yararlı	nyttig	ADJ	ADJ;INDF;MASC+FEM;SG
yararlı	nyttigt	yararlı	nyttigt	ADJ	ADJ;INDF;NEUT;SG
yararlı	nyttige	yararlı	nyttig	ADJ	ADJ;PL
gönderdi	afsendt	gönder	afsende	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
gönderdi	sendte	gönder	sende	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
gönderdi	sendt	gönder	sende	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
cezası	straf	ceza	straf	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cezası	sanktion	ceza	sanktion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cezası	straf	ceza	straf	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cezası	afstraffelse	ceza	afstraffelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sayfaları	sider	sayfa	side	N;ACC;PL;3	N;INDF;MASC+FEM;PL
lake	søen	lake	søe	N;NOM;SG;3	N;DEF;MASC+FEM;SG
lake	sø	lake	sø	N;NOM;SG;3	N;INDF;MASC+FEM;SG
lake	lake	lake	lake	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	position	konum	position	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	stilling	konum	stilling	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	holdning	konum	holdning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	lokalisering	konum	lokalisering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	beliggenhed	konum	beliggenhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	sted	konum	sted	N;NOM;SG;3	N;INDF;NEUT;SG
konum	placering	konum	placering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konum	lokation	konum	lokation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
örnekler	eksempler	örnek	eksempel	N;NOM;PL;3	N;INDF;NEUT;PL
örnekler	smagsprøver	örnek	smagsprøve	N;NOM;PL;3	N;INDF;MASC+FEM;PL
örnekler	stikprøver	örnek	stikprøve	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yöneticisi	administrator	yönetici	administrator	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yöneticisi	driftsleder	yönetici	driftsleder	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yöneticisi	manager	yönetici	manager	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yöneticisi	leder	yönetici	leder	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görünüm	fremmøde	görün	fremmøde	N;NOM;SG;3	N;INDF;NEUT;SG
görünüm	udseende	görün	udseende	N;NOM;SG;3	N;INDF;NEUT;SG
görünüm	udseendet	görün	udseende	N;NOM;SG;3	N;DEF;NEUT;SG
görünüm	fremvisning	görün	fremvisning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görünüm	skærm	görün	skærm	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görünüm	vis	görün	vis	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görünüm	udsigt	görün	udsigt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ahşap	træværk	ahşap	træværk	N;NOM;SG;3	N;INDF;NEUT;SG
ahşap	træ	ahşap	træ	N;NOM;SG;3	N;INDF;NEUT;SG
