wat	que	wat	que	PRO	PRO;MASC;SG
religieuse	religioso	religieus	religioso	ADJ;NOM	ADJ;MASC;SG
religieuse	religiosas	religieus	religioso	ADJ;NOM	ADJ;FEM;PL
veg	lute	veg	lute	V;PRS	V;SBJV;SG;3;PRS;FIN
aansoek	aplicativo	aansoek	aplicativo	N;SG	N;MASC;SG
aansoek	aplicação	aansoek	aplicação	N;SG	N;FEM;SG
opera	ópera	opera	ópera	N;SG	N;FEM;SG
figure	figuras	figure	figura	N;PL	N;FEM;PL
figure	números	figure	número	N;PL	N;MASC;PL
toegestaan	concedida	toestaan	conceder	V;PST;V.PTCP	V;FEM;SG;V.PTCP
toegestaan	concedidos	toestaan	conceder	V;PST;V.PTCP	V;MASC;PL;V.PTCP
toegestaan	concedidas	toestaan	conceder	V;PST;V.PTCP	V;FEM;PL;V.PTCP
toegestaan	concedido	toestaan	conceder	V;PST;V.PTCP	V;MASC;SG;V.PTCP
identiteit	identidade	identiteit	identidade	N;SG	N;FEM;SG
steenkool	carvão	steenkool	carvão	N;SG	N;MASC;SG
steenkool	hulha	steenkool	holha	N;SG	N;FEM;SG
geskuif	movida	skuif	mover	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geskuif	movido	skuif	mover	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geskuif	comovida	skuif	comover	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geskuif	comovido	skuif	comover	V;PST;V.PTCP	V;MASC;SG;V.PTCP
verdedig	defender	verdedig	defender	V;PRS	V;NFIN
verdedig	defenda	verdedig	defender	V;PRS	V;SBJV;SG;3;PRS;FIN
verdedig	defendam	verdedig	defender	V;PRS	V;SBJV;PL;3;PRS;FIN
verdedig	defende	verdedig	defender	V;PRS	V;IND;SG;3;PRS;FIN
swaartekrag	gravidade	swaartekrag	gravidade	N;SG	N;FEM;SG
alliansie	aliança	alliansie	aliança	N;SG	N;FEM;SG
alliansie	alliance	alliansie	alliance	N;SG	N;MASC;SG
instrumente	instrumentos	instrument	instrumento	N;PL	N;MASC;PL
klere	roupa	klere	roupa	N;SG	N;FEM;SG
klere	vestuário	klere	vestuário	N;SG	N;MASC;SG
klere	roupa	klere	roupa	N;SG	N;FEM;SG
max	max	max	max	N;SG	N;MASC;SG
max	máx	max	máx	N;SG	N;MASC;SG
florence	florença	florenc	florença	N;SG	N;MASC;SG
behartig	regulam	behartig	regular	V;PRS	V;IND;PL;3;PRS;FIN
besluite	decisões	besluit	decisão	N;PL	N;FEM;PL
materie	matéria	materie	matéria	N;SG	N;FEM;SG
geskikte	adequado	geskik	adequado	ADJ;NOM	ADJ;MASC;SG
geskikte	adequados	geskik	adequado	ADJ;NOM	ADJ;MASC;PL
verwar	perturbando	verwar	perturbar	V;PRS	V;V.MSDR
hollywood	hollywood	hollywood	hollywood	N;SG	N;MASC;SG
kuslyn	litoral	kuslyn	litoral	N;SG	N;MASC;SG
kuslyn	costa	kuslyn	costa	N;SG	N;FEM;SG
regerings	governos	regering	governo	N;PL	N;MASC;PL
moeite	esforço	moeite	esforço	N;SG	N;MASC;SG
vermont	vermont	vermont	vermont	N;SG	N;MASC;SG
gewysig	editado	wysig	editar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gewysig	editada	wysig	editar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gewysig	atualizados	wysig	atualizar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gewysig	actualizado	wysig	actualizar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gewysig	atualizado	wysig	atualizar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gewysig	atualizada	wysig	atualizar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gewysig	mudado	wysig	mudar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gewysig	alterado	wysig	alterar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gewysig	mudou	wysig	mudar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gewysig	alterada	wysig	alterar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gewysig	mudei	wysig	mudar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
gewysig	modificada	wysig	modificar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gewysig	alterado	wysig	alterar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gewysig	modificados	wysig	modificar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gewysig	modificado	wysig	modificar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
nasionaliteit	nacionalidade	nasionaliteit	nacionalidade	N;SG	N;FEM;SG
materiale	materiais	materiaal	material	N;PL	N;MASC;PL
statistiek	estatística	statistiek	estatístico	N;SG	N;FEM;SG
eer	cante	eer	cante	V;PRS	V;SBJV;SG;3;PRS;FIN
eer	cantem	eer	canter	V;PRS	V;SBJV;PL;3;PRS;FIN
eer	cantar	eer	cantar	V;PRS	V;NFIN
eer	canta	eer	canta	V;PRS	V;IND;SG;3;PRS;FIN
geproduseer	produzidos	produseer	produzir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
geproduseer	produziu	produseer	produzir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geproduseer	produzida	produseer	produzir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geproduseer	produzidas	produseer	produzir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
geproduseer	produzido	produseer	produzir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
vestiging	estabelecimento	vestiging	estabelecimento	N;SG	N;MASC;SG
antarktika	antártica	antarktika	antártico	N;SG	N;FEM;SG
antarktika	antártida	antarktika	antártido	N;SG	N;FEM;SG
antarktika	antárctica	antarktika	antárctico	N;SG	N;FEM;SG
antarktika	antárctida	antarktika	antárctido	N;SG	N;FEM;SG
handelaars	concessionários	handelaar	concessionário	N;PL	N;MASC;PL
handelaars	traficantes	handelaar	traficante	N;PL	N;MASC;PL
handelaars	revendedores	handelaar	revendedor	N;PL	N;MASC;PL
handelaars	concessionários	handelaar	concessionário	N;PL	N;MASC;PL
generasie	generation	generasie	generation	N;SG	N;MASC;SG
generasie	geração	generasie	geração	N;SG	N;FEM;SG
prosesse	processos	proses	processo	N;PL	N;MASC;PL
eienskap	atributo	eienskap	atributo	N;SG	N;MASC;SG
eienskap	característica	eienskap	característica	N;SG	N;FEM;SG
eienskap	funcionalidade	eienskap	funcionalidade	N;SG	N;FEM;SG
hoofstuk	capitulo	hoofstuk	capitulo	N;SG	N;MASC;SG
hoofstuk	capítulo	hoofstuk	capítulo	N;SG	N;MASC;SG
verhoudings	relações	verhouding	relação	N;PL	N;FEM;PL
verhoudings	relacionamentos	verhouding	relacionamento	N;PL	N;MASC;PL
dryf	flutua	dryf	flutua	V;PRS	V;IND;SG;3;PRS;FIN
dryf	flutuar	dryf	flutuar	V;PRS	V;NFIN
mongoolse	mongol	mongools	mongol	N;SG	N;MASC;SG
mongoolse	mongólia	mongools	mongólia	N;SG	N;FEM;SG
standaarde	normas	standaard	norma	N;PL	N;FEM;PL
standaarde	padrões	standaard	padrão	N;PL	N;MASC;PL
sone	zona	sone	zona	N;SG	N;FEM;SG
sone	zone	sone	zone	N;SG	N;MASC;SG
argitekte	arquitectos	argitek	arquitecto	N;PL	N;MASC;PL
argitekte	arquitetos	argitek	arquiteto	N;PL	N;MASC;PL
riebeeck	riebeeck	riebeeck	riebeeck	N;SG	N;MASC;SG
tydstip	hora	tydstip	hora	N;SG	N;FEM;SG
tydstip	horário	tydstip	horário	N;SG	N;MASC;SG
tydstip	tempo	tydstip	tempo	N;SG	N;MASC;SG
tydstip	time	tydstip	time	N;SG	N;MASC;SG
vlerke	alas	vlerk	ala	N;PL	N;FEM;PL
vlerke	asas	vlerk	asa	N;PL	N;FEM;PL
tande	dentes	tande	dente	N;PL	N;MASC;PL
geteken	desenhado	teken	desenhar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
liedjie	canção	liedjie	canção	N;SG	N;FEM;SG
liedjie	song	liedjie	song	N;SG	N;MASC;SG
ekspedisie	expedição	ekspedisie	expedição	N;SG	N;FEM;SG
hektaar	hectare	hektaar	hectare	N;SG	N;MASC;SG
blom	flor	blom	flor	N;SG	N;FEM;SG
blom	flower	blom	flower	N;SG	N;MASC;SG
aktiwiteit	atividade	aktiwiteit	atividade	N;SG	N;FEM;SG
aktiwiteit	actividade	aktiwiteit	actividade	N;SG	N;FEM;SG
ongeluk	acidente	ongeluk	acidente	N;SG	N;MASC;SG
resultaat	resultado	resultaat	resultado	N;SG	N;MASC;SG
infrastruktuur	infraestrutura	infrastruktuur	infraestrutura	N;SG	N;FEM;SG
bulle	touros	bulle	touros	N;PL	N;MASC;PL
bulle	bulls	bulle	bull	N;PL	N;MASC;PL
worcester	worcester	worcester	worcester	N;SG	N;MASC;SG
hamlet	hamlet	hamlet	hamlet	N;SG	N;MASC;SG
getel	contei	tel	contar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
getel	contaram	tel	contar	V;PST;V.PTCP	V;IND;PL;3;FIN
getel	contado	tel	contar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
getel	contados	tel	contar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
daaglikse	diários	daagliks	diário	ADJ;NOM	ADJ;MASC;PL
toerusting	equipamento	toerusting	equipamento	N;SG	N;MASC;SG
toerusting	gear	toerusting	gear	N;SG	N;MASC;SG
toerusting	engrenagem	toerusting	engrenagem	N;SG	N;FEM;SG
konstruksie	construção	konstruksie	construção	N;SG	N;FEM;SG
letland	letónia	letland	letónia	N;SG	N;FEM;SG
letland	letônia	letland	letônia	N;SG	N;FEM;SG
geleenthede	ocasiões	geleentheid	ocasião	N;PL	N;FEM;PL
geleenthede	eventos	geleentheid	evento	N;PL	N;MASC;PL
geleenthede	acontecimentos	geleentheid	acontecimento	N;PL	N;MASC;PL
digters	poetas	digters	poeta	N;PL	N;MASC;PL
voortdurend	continuamente	voortduur	continuamente	ADV	ADV
hemel	heaven	hemel	heaven	N;SG	N;MASC;SG
hemel	paraíso	hemel	paraíso	N;SG	N;MASC;SG
hemel	céu	hemel	céu	N;SG	N;MASC;SG
titels	títulos	titels	título	N;PL	N;MASC;PL
gevangenes	prisioneiras	gevangene	prisioneiro	N;PL	N;FEM;PL
gevangenes	presos	gevangene	preso	N;PL	N;MASC;PL
gevangenes	prisioneiros	gevangene	prisioneiro	N;PL	N;MASC;PL
kategorieë	categorias	kategorie	categoria	N;PL	N;FEM;PL
uitstekende	excelente	uitstek	excelente	ADJ;NOM	ADJ;MASC;SG
uitstekende	excelentes	uitstek	excelente	ADJ;NOM	ADJ;MASC;PL
gesing	uníssono	gesing	uníssono	N;SG	N;MASC;SG
begraafplaas	cemitério	begraafplaas	cemitério	N;SG	N;MASC;SG
geïdentifiseer	identificou	identifiseer	identificar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geïdentifiseer	identificado	identifiseer	identificar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geïdentifiseer	identificadas	identifiseer	identificar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
geïdentifiseer	identificada	identifiseer	identificar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geïdentifiseer	identificados	identifiseer	identificar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
onthul	revelar	onthul	revelar	V;PRS	V;NFIN
onthul	revele	onthul	revelar	V;PRS	V;SBJV;SG;3;PRS;FIN
misluk	falhado	misluk	falhado	V;PRS	V;MASC;SG;V.PTCP
moslems	muçulmanos	moslem	muçulmano	N;PL	N;MASC;PL
moslems	muçulmanas	moslem	muçulmano	N;PL	N;FEM;PL
airbus	airbus	airbus	airbu	N;SG	N;MASC;SG
arms	braços	arms	braço	N;PL	N;MASC;PL
duim	polegadas	duim	polegada	N;PL	N;FEM;PL
duim	polegadas	duim	polegada	N;PL	N;FEM;PL
duim	centímetros	duim	centímetro	N;PL	N;MASC;PL
selle	células	selle	célula	N;PL	N;FEM;PL
selle	celas	selle	cela	N;PL	N;FEM;PL
demokrasie	democracia	demokrasie	democracia	N;SG	N;FEM;SG
praktiese	práticos	prakties	prático	ADJ;NOM	ADJ;MASC;PL
praktiese	prático	prakties	prático	ADJ;NOM	ADJ;MASC;SG
klip	stone	klip	stone	N;SG	N;MASC;SG
klip	pedra	klip	pedra	N;SG	N;FEM;SG
boeddhisme	budismo	boeddhisme	budismo	N;SG	N;MASC;SG
heuwel	colina	heuwel	colina	N;SG	N;FEM;SG
heuwel	hill	heuwel	hill	N;SG	N;MASC;SG
lesers	leitores	leser	leitor	N;PL	N;MASC;PL
komeet	cometa	komeet	cometer	N;SG	N;MASC;SG
stelling	declaração	stelling	declaração	N;SG	N;FEM;SG
stelling	afirmação	stelling	afirmação	N;SG	N;FEM;SG
stelling	extrato	stelling	extrato	N;SG	N;MASC;SG
tipes	tipos	tipes	tipo	N;PL	N;MASC;PL
sagte	suave	sagte	suave	ADJ;NOM	ADJ;MASC;SG
sagte	macio	sagte	macio	ADJ;NOM	ADJ;MASC;SG
sagte	mole	sagte	mole	ADJ;NOM	ADJ;MASC;SG
sagte	suaves	sagte	suave	ADJ;NOM	ADJ;MASC;PL
biologiese	biológica	biologies	biológico	ADJ;NOM	ADJ;FEM;SG
biologiese	biológicos	biologies	biológico	ADJ;NOM	ADJ;MASC;PL
biologiese	biológico	biologies	biológico	ADJ;NOM	ADJ;MASC;SG
lisensie	licença	lisensie	licença	N;SG	N;FEM;SG
lisensie	licença	lisensie	licença	N;SG	N;FEM;SG
uitstalling	exibição	uitstalling	exibição	N;SG	N;FEM;SG
teenoorgestelde	oposta	teenoorgesteld	oposto	ADJ;NOM	ADJ;FEM;SG
teenoorgestelde	oposto	teenoorgesteld	oposto	ADJ;NOM	ADJ;MASC;SG
velde	campos	vel	campo	N;PL	N;MASC;PL
aansig	visualizador	aansig	visualizador	N;SG	N;MASC;SG
aansig	espectador	aansig	espectador	N;SG	N;MASC;SG
aansig	visualização	aansig	visualização	N;SG	N;FEM;SG
aansig	exibição	aansig	exibição	N;SG	N;FEM;SG
aansig	vista	aansig	vista	N;SG	N;FEM;SG
afgeleë	remoto	afleë	remoto	N;SG	N;MASC;SG
klanke	sons	klank	som	N;PL	N;MASC;PL
rewolusionêre	revolucionária	rewolusionêre	revolucionário	ADJ;NOM	ADJ;FEM;SG
rewolusionêre	revolucionário	rewolusionêre	revolucionário	ADJ;NOM	ADJ;MASC;SG
godin	deusa	godin	deusa	N;SG	N;FEM;SG
mis	névoa	mis	névoa	N;SG	N;FEM;SG
mis	nevoeiro	mis	nevoeiro	N;SG	N;MASC;SG
mis	neblina	mis	neblina	N;SG	N;FEM;SG
mis	mis	mis	mis	N;SG	N;MASC;SG
mis	névoa	mis	névoa	N;SG	N;FEM;SG
mis	nevoeiro	mis	nevoeiro	N;SG	N;MASC;SG
mis	neblina	mis	neblina	N;SG	N;FEM;SG
albums	álbuns	albums	álbum	N;PL	N;MASC;PL
waterval	cachoeira	waterval	cachoeira	N;SG	N;FEM;SG
waterval	cascata	waterval	cascata	N;SG	N;FEM;SG
luitenant	tenente	luitenant	tenente	N;SG	N;MASC;SG
toespraak	discurso	toespraak	discurso	N;SG	N;MASC;SG
meen	acreditar	meen	acreditar	V;PRS	V;NFIN
meen	acreditando	meen	acreditar	V;PRS	V;V.MSDR
voertuie	veículos	voertuig	veículo	N;PL	N;MASC;PL
onderdruk	suprimir	onderdruk	suprimir	V;PRS	V;NFIN
trein	trem	trein	trem	N;SG	N;MASC;SG
trein	comboio	trein	comboio	N;SG	N;MASC;SG
georganiseer	organizada	organiseer	organizar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
georganiseer	organizados	organiseer	organizar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
georganiseer	organizadas	organiseer	organizar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
georganiseer	organizado	organiseer	organizar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
patroon	padrão	patroon	padrão	N;SG	N;MASC;SG
kwaliteit	qualidade	kwaliteit	qualidade	N;SG	N;FEM;SG
takke	sucursais	tak	sucursal	N;PL	N;MASC;PL
takke	galhos	tak	galho	N;PL	N;MASC;PL
takke	ramos	tak	ramo	N;PL	N;MASC;PL
takke	filiais	tak	filial	N;PL	N;FEM;PL
houding	atitude	houding	atitude	N;SG	N;FEM;SG
deelnemers	participantes	deelnemer	participante	N;PL	N;MASC;PL
ervaring	experiência	ervaring	experiência	N;SG	N;FEM;SG
ervaring	experiencia	ervaring	experienciar	N;SG	N;FEM;SG
ervaring	vivência	ervaring	vivência	N;SG	N;FEM;SG
tuisblad	home	tuisblad	home	N;SG	N;MASC;SG
tuisblad	casa	tuisblad	casa	N;SG	N;FEM;SG
tuisblad	lar	tuisblad	lar	N;SG	N;MASC;SG
gelyke	peer	gelyk	peer	N;SG	N;MASC;SG
gelyke	equal	gelyk	equal	N;SG	N;MASC;SG
gelyke	igual	gelyk	igual	N;SG	N;MASC;SG
beveel	recomenda	beveel	recomendar	V;PRS	V;IND;SG;3;PRS;FIN
merk	marcar	merk	marcar	V;PRS	V;NFIN
merk	marque	merk	marque	V;PRS	V;SBJV;SG;3;PRS;FIN
merk	marcar	merk	marcar	V;PRS	V;NFIN
slang	cobra	slang	cobrar	N;SG	N;FEM;SG
slang	snake	slang	snake	N;SG	N;MASC;SG
slang	serpente	slang	serpente	N;SG	N;FEM;SG
geassosieer	associadas	assosieer	associar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
geassosieer	associada	assosieer	associar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geassosieer	associados	assosieer	associado	V;PST;V.PTCP	V;MASC;PL;V.PTCP
geassosieer	associado	assosieer	associar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
simptome	sintomas	simptome	sintoma	N;PL	N;FEM;PL
hervorming	reforma	hervorming	reforma	N;SG	N;FEM;SG
genre	género	genr	género	N;SG	N;MASC;SG
genre	gênero	genr	gênero	N;SG	N;MASC;SG
parke	parques	park	parque	N;PL	N;MASC;PL
gesinne	familias	gesin	familia	N;PL	N;FEM;PL
gesinne	famílias	gesin	família	N;PL	N;FEM;PL
rasse	raças	rasse	raça	N;PL	N;FEM;PL
tref	imponha	tref	impor	V;PRS	V;SBJV;SG;3;PRS;FIN
tref	impor	tref	impor	V;PRS	V;NFIN
tref	atingido	tref	atingir	V;PRS	V;MASC;SG;V.PTCP
tref	bate	tref	bater	V;PRS	V;IND;SG;3;PRS;FIN
tref	bater	tref	bater	V;PRS	V;NFIN
wal	wal	wal	wal	N;SG	N;MASC;SG
bedreiging	ameaça	bedreiging	ameaça	N;SG	N;FEM;SG
uitleg	disposição	uitleg	disposição	N;SG	N;FEM;SG
uitleg	layout	uitleg	layout	N;SG	N;MASC;SG
smaak	provar	smaak	provar	V;PRS	V;NFIN
smaak	prove	smaak	provar	V;PRS	V;SBJV;SG;3;PRS;FIN
spore	trilhas	spor	trilha	N;PL	N;FEM;PL
spore	trilhos	spor	trilho	N;PL	N;MASC;PL
doeleindes	fins	doeleinde	fim	N;PL	N;MASC;PL
doeleindes	propósitos	doeleinde	propósito	N;PL	N;MASC;PL
doeleindes	finalidades	doeleinde	finalidade	N;PL	N;FEM;PL
aardbewing	terremoto	aardbewing	terremoto	N;SG	N;MASC;SG
aardbewing	terramoto	aardbewing	terramoto	N;SG	N;MASC;SG
aardbewing	sismo	aardbewing	sismo	N;SG	N;MASC;SG
woestyn	sobremesa	woestyn	sobremesa	N;SG	N;FEM;SG
woestyn	deserto	woestyn	deserto	N;SG	N;MASC;SG
woestyn	desert	woestyn	desert	N;SG	N;MASC;SG
kolle	pontos	kol	ponto	N;PL	N;MASC;PL
kolle	pintas	kol	pinta	N;PL	N;FEM;PL
kolle	manchas	kol	mancha	N;PL	N;FEM;PL
kolle	spots	kol	spot	N;PL	N;MASC;PL
kookkuns	culinária	kookkuns	culinário	N;SG	N;FEM;SG
kookkuns	cozinha	kookkuns	cozinha	N;SG	N;FEM;SG
kookkuns	gastronomia	kookkuns	gastronomia	N;SG	N;FEM;SG
kookkuns	culinária	kookkuns	culinário	N;SG	N;FEM;SG
kookkuns	cozinha	kookkuns	cozinha	N;SG	N;FEM;SG
meisie	menina	meisie	menina	N;SG	N;FEM;SG
meisie	moça	meisie	moça	N;SG	N;FEM;SG
meisie	miúda	meisie	miúda	N;SG	N;FEM;SG
meisie	rapariga	meisie	rapaz	N;SG	N;FEM;SG
meisie	garota	meisie	garota	N;SG	N;FEM;SG
radius	raio	radius	raio	N;SG	N;MASC;SG
vrae	questões	vraag	questão	N;PL	N;FEM;PL
vrae	perguntas	vraag	pergunta	N;PL	N;FEM;PL
werknemers	trabalhadores	werknemer	trabalhador	N;PL	N;MASC;PL
werknemers	funcionários	werknemer	funcionário	N;PL	N;MASC;PL
werknemers	empregados	werknemer	empregado	N;PL	N;MASC;PL
reageer	reagir	reageer	reagir	V;PRS	V;NFIN
reageer	reaja	reageer	reajar	V;PRS	V;SBJV;SG;3;PRS;FIN
reageer	reage	reageer	reagir	V;PRS	V;IND;SG;3;PRS;FIN
reageer	responde	reageer	responder	V;PRS	V;IND;SG;3;PRS;FIN
reageer	responder	reageer	responder	V;PRS	V;NFIN
reageer	responda	reageer	responder	V;PRS	V;SBJV;SG;3;PRS;FIN
reageer	respondam	reageer	responder	V;PRS	V;SBJV;PL;3;PRS;FIN
tronk	cadeia	tronk	cadeia	N;SG	N;FEM;SG
tronk	prisão	tronk	prisão	N;SG	N;FEM;SG
tronk	cárcere	tronk	cárcere	N;SG	N;MASC;SG
tronk	prisão	tronk	prisão	N;SG	N;FEM;SG
tronk	cárcere	tronk	cárcere	N;SG	N;MASC;SG
enjins	motores	enjins	motor	N;PL	N;MASC;PL
evolusie	evolution	evolusie	evolution	N;SG	N;MASC;SG
evolusie	evolução	evolusie	evolução	N;SG	N;FEM;SG
sektor	sector	sektor	sector	N;SG	N;MASC;SG
sektor	setor	sektor	setor	N;SG	N;MASC;SG
addisionele	adicional	addisioneel	adicional	ADJ;NOM	ADJ;MASC;SG
addisionele	adicionais	addisioneel	adicional	ADJ;NOM	ADJ;MASC;PL
leierskap	liderança	leierskap	liderança	N;SG	N;FEM;SG
keulen	colônia	keulen	colônia	N;SG	N;FEM;SG
keulen	colónia	keulen	colónia	N;SG	N;FEM;SG
alma	alma	alma	alma	N;SG	N;FEM;SG
afrigter	coach	afrigter	coach	N;SG	N;MASC;SG
afrigter	treinador	afrigter	treinador	N;SG	N;MASC;SG
pond	libra	pond	libra	N;SG	N;FEM;SG
herinner	relembrar	herinner	relembrar	V;PRS	V;NFIN
mites	mitos	mite	mito	N;PL	N;MASC;PL
items	itens	item	item	N;PL	N;MASC;PL
items	artigos	item	artigo	N;PL	N;MASC;PL
winkels	lojas	winkels	loja	N;PL	N;FEM;PL
winkels	lojas	winkels	loja	N;PL	N;FEM;PL
azerbeidjan	azerbaijão	azerbeidjan	azerbaijão	N;SG	N;MASC;SG
erg	seriamente	erg	seriamente	ADV	ADV
films	filmes	films	filme	N;PL	N;MASC;PL
films	películas	films	película	N;PL	N;FEM;PL
oseane	oceanos	oseane	oceano	N;PL	N;MASC;PL
geëis	alegado	eis	alegar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geëis	reivindicado	eis	reivindicar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geëis	alegou	eis	alegar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geëis	reclamou	eis	reclamar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
afstammelinge	descendentes	afstammeling	descendente	N;PL	N;MASC;PL
boeing	boeing	boeing	boeing	N;SG	N;MASC;SG
feite	fatos	feit	fato	N;PL	N;MASC;PL
feite	factos	feit	facto	N;PL	N;MASC;PL
meganiese	mecânico	meganies	mecânico	N;SG	N;MASC;SG
meganiese	mecânica	meganies	mecânico	N;SG	N;FEM;SG
sirkel	círculo	sirkel	círculo	N;SG	N;MASC;SG
sirkel	circle	sirkel	circle	N;SG	N;MASC;SG
sirkel	circulo	sirkel	circulo	N;SG	N;MASC;SG
perspektief	perspectiva	perspektief	perspectiva	N;SG	N;FEM;SG
perspektief	perspetiva	perspektief	perspetiva	N;SG	N;FEM;SG
kings	reis	king	rei	N;PL	N;MASC;PL
helderheid	brilho	helderheid	brilho	N;SG	N;MASC;SG
toepassings	aplicativos	toepassing	aplicativo	N;PL	N;MASC;PL
toepassings	aplicações	toepassing	aplicação	N;PL	N;FEM;PL
toepassings	pedidos	toepassing	pedido	N;PL	N;MASC;PL
toepassings	apps	toepassing	apps	N;PL	N;MASC;PL
toepassings	aplicativos	toepassing	aplicativo	N;PL	N;MASC;PL
toepassings	aplicações	toepassing	aplicação	N;PL	N;FEM;PL
weduwee	viúva	weduwee	viúva	N;SG	N;FEM;SG
weduwee	viúvo	weduwee	viúvo	N;SG	N;MASC;SG
weduwee	viúva	weduwee	viúva	N;SG	N;FEM;SG
fiksie	ficção	fiksie	ficção	N;SG	N;FEM;SG
fiksie	fiction	fiksie	fiction	N;SG	N;MASC;SG
metale	metais	metaal	metal	N;PL	N;MASC;PL
klubs	clubs	klubs	clubs	N;PL	N;MASC;PL
klubs	discotecas	klubs	discoteca	N;PL	N;FEM;PL
klubs	clubes	klubs	clube	N;PL	N;MASC;PL
domein	domínio	domein	domínio	N;SG	N;MASC;SG
domein	dominio	domein	dominio	N;SG	N;MASC;SG
kloosters	conventos	klooster	convento	N;PL	N;MASC;PL
newton	newton	newton	newton	N;SG	N;MASC;SG
blootgestel	exposta	blootstel	expor	V;PST;V.PTCP	V;FEM;SG;V.PTCP
blootgestel	expostos	blootstel	expor	V;PST;V.PTCP	V;MASC;PL;V.PTCP
blootgestel	expostas	blootstel	expor	V;PST;V.PTCP	V;FEM;PL;V.PTCP
blootgestel	exposto	blootstel	expor	V;PST;V.PTCP	V;MASC;SG;V.PTCP
individu	indivíduo	individu	indivíduo	N;SG	N;MASC;SG
oorsig	resenha	oorsig	resenha	N;SG	N;FEM;SG
oorsig	revisão	oorsig	revisão	N;SG	N;FEM;SG
oorsig	reexame	oorsig	reexame	N;SG	N;MASC;SG
sade	sade	sade	sade	N;SG	N;MASC;SG
misdaad	criminalidade	misdaad	criminalidade	N;SG	N;FEM;SG
misdaad	delito	misdaad	delito	N;SG	N;MASC;SG
misdaad	crime	misdaad	crime	N;SG	N;MASC;SG
villa	villa	villa	villa	N;SG	N;MASC;SG
sneeu	savannah	sneeu	savannah	N;SG	N;MASC;SG
sneeu	savana	sneeu	savana	N;SG	N;FEM;SG
sneeu	neve	sneeu	neve	N;SG	N;FEM;SG
sneeu	snow	sneeu	snow	N;SG	N;MASC;SG
stabiele	estável	stabiel	estável	ADJ;NOM	ADJ;MASC;SG
stabiele	estáveis	stabiel	estável	ADJ;NOM	ADJ;MASC;PL
vertalings	traduções	vertaling	tradução	N;PL	N;FEM;PL
oosterse	oriental	oosters	oriental	ADJ;NOM	ADJ;MASC;SG
lokomotief	locomotiva	lokomotief	locomotiva	N;SG	N;FEM;SG
ontwerpe	desenhos	ontwerp	desenho	N;PL	N;MASC;PL
ontwerpe	designs	ontwerp	design	N;PL	N;MASC;PL
ontwerpe	projetos	ontwerp	projeto	N;PL	N;MASC;PL
uitdrukking	expressão	uitdrukking	expressão	N;SG	N;FEM;SG
uitwissing	extinção	uitwissing	extinção	N;SG	N;FEM;SG
sout	sal	sout	sal	N;SG	N;MASC;SG
dak	dakota	dak	dakota	N;SG	N;FEM;SG
dak	dacota	dak	dacota	N;SG	N;MASC;SG
hernoem	renomear	hernoem	renomear	V;PRS	V;NFIN
gewildheid	popularidade	gewildheid	popularidade	N;SG	N;FEM;SG
vaandel	alferes	vaandel	alfer	N;SG	N;MASC;SG
