sovieticii	شوراها	sovietică	شورا	N;DEF;MASC;PL	N;PL
relevante	مربوطه	relevant	مربوطه	ADJ;INDF;FEM;PL	ADJ
virus	ویروس	virus	ویروس	N;INDF;MASC;SG	N;SG
calciu	کلسیم	calciu	None	N;INDF;MASC;SG	N;SG
luptatori	مبارزان	luptator	None	N;INDF;MASC;PL	N;PL
luptatori	مبارزان	luptator	None	N;INDF;MASC;PL	N;PL
croata	کروات	croată	کروات	N;DEF;FEM;SG	N;SG
croata	کرواسی	croată	None	N;DEF;FEM;SG	N;SG
dor	اشتیاق	dor	اشتیاق	N;INDF;MASC;SG	N;SG
dor	خانم	dor	خانم	N;INDF;MASC;SG	N;SG
dor	بانو	dor	بانو	N;INDF;MASC;SG	N;SG
dor	دوشیزه	dor	دوشیزه	N;INDF;MASC;SG	N;SG
devil	شیطان	devil	شیطان	N;INDF;MASC;SG	N;SG
savant	دانشمندی	savant	دانشمندی	N;INDF;MASC;SG	N;SG
savant	دانشمند	savant	دانشمند	N;INDF;MASC;SG	N;SG
savant	ادیب	savant	ادیب	N;INDF;MASC;SG	N;SG
savant	پژوهشگر	savant	پژوهشگر	N;INDF;MASC;SG	N;SG
unsprezece	یازده	unsprezece	None	NUM;PL	NUM
bombe	بمبها	bombă	بمب	N;INDF;FEM;PL	N;PL
bombe	بمبهای	bombă	بمب	N;INDF;FEM;PL	N;PL
martor	ناظر	martor	ناظر	N;INDF;MASC;SG	N;SG
martor	شهادت	martor	شهادت	N;INDF;MASC;SG	N;SG
martor	شاهد	martor	شاهد	N;INDF;MASC;SG	N;SG
martor	شاهدی	martor	شاهدی	N;INDF;MASC;SG	N;SG
martor	گواه	martor	گواه	N;INDF;MASC;SG	N;SG
individuala	شخصی	individual	شخص	N;DEF;FEM;SG	N;SG
individuala	فرد	individual	فرد	N;DEF;FEM;SG	N;SG
cutremurul	زلزله	cutremur	زلزله	N;DEF;MASC;SG	N;SG
locatia	محل	locatie	محل	N;DEF;FEM;SG	N;SG
locatia	مکان	locatie	مکان	N;DEF;FEM;SG	N;SG
locatia	محل	locatie	محل	N;DEF;FEM;SG	N;SG
locatia	مکان	locatie	مکان	N;DEF;FEM;SG	N;SG
celula	سلول	celulă	سلول	N;DEF;FEM;SG	N;SG
celula	یاخته	celulă	یاخت#یاز	N;DEF;FEM;SG	N;SG
celula	سلول	celulă	سلول	N;DEF;FEM;SG	N;SG
celula	یاخته	celulă	یاخت#یاز	N;DEF;FEM;SG	N;SG
kazan	کازان	kazan	کازان	N;INDF;MASC;SG	N;SG
vegetale	سبزیجات	vegetal	سبزی	N;INDF;FEM;PL	N;PL
imbracaminte	پوشاک	imbracamint	None	N;INDF;FEM;SG	N;SG
imbracaminte	لباس	imbracamint	لباس	N;INDF;FEM;SG	N;SG
imbracaminte	پوشاک	imbracamint	None	N;INDF;FEM;SG	N;SG
explozie	دمیدن	explozie	None	N;INDF;FEM;SG	N;SG
explozie	خروش	explozie	خروش	N;INDF;FEM;SG	N;SG
explozie	انفجار	explozie	انفجار	N;INDF;FEM;SG	N;SG
explozie	انفجاری	explozie	انفجاری	N;INDF;FEM;SG	N;SG
explozie	انفجار	explozie	انفجار	N;INDF;FEM;SG	N;SG
gala	گالا	gală	گالا	N;DEF;FEM;SG	N;SG
gala	gala	gală	gala	N;DEF;FEM;SG	N;SG
gala	گالا	gală	گالا	N;DEF;FEM;SG	N;SG
gala	gala	gală	gala	N;DEF;FEM;SG	N;SG
insarcinata	بارداری	insarcinat	بارداری	N;DEF;FEM;SG	N;SG
insarcinata	حامله	insarcinat	حامله	N;DEF;FEM;SG	N;SG
insarcinata	باردار	insarcinat	باردار	N;DEF;FEM;SG	N;SG
insarcinata	بارداری	insarcinat	بارداری	N;DEF;FEM;SG	N;SG
insarcinata	حامله	insarcinat	حامله	N;DEF;FEM;SG	N;SG
insarcinata	باردار	insarcinat	باردار	N;DEF;FEM;SG	N;SG
cristal	بلور	cristal	None	N;INDF;MASC;SG	N;SG
cristal	کریستال	cristal	کریستال	N;INDF;MASC;SG	N;SG
cristal	آبگینه	cristal	آبگینه	N;INDF;MASC;SG	N;SG
cristal	بلوری	cristal	بلوری	N;INDF;MASC;SG	N;SG
pretioase	گرانبها	pretios	گرانبها	ADJ;INDF;FEM;PL	ADJ
supusa	مطیع	supus	مطیع	ADJ;DEF;FEM;SG	ADJ
umor	طنز	umor	طنز	N;INDF;MASC;SG	N;SG
umor	خوشمزگی	umor	خوشمزگی	N;INDF;MASC;SG	N;SG
umor	شوخی	umor	شوخی	N;INDF;MASC;SG	N;SG
umor	مزاح	umor	مزاح	N;INDF;MASC;SG	N;SG
umor	طنز	umor	طنز	N;INDF;MASC;SG	N;SG
umor	مزاح	umor	مزاح	N;INDF;MASC;SG	N;SG
quebec	کبک	quebec	کبک	N;INDF;MASC;SG	N;SG
argumentul	حجت	argument	None	N;DEF;MASC;SG	N;SG
argumentul	برهان	argument	برهان	N;DEF;MASC;SG	N;SG
argumentul	استدلال	argument	استدلال	N;DEF;MASC;SG	N;SG
bundesliga	بوندسلیگا	bundesligă	بوندسلیگا	N;DEF;FEM;SG	N;SG
criminal	جنایتکار	criminal	جنایتکار	N;INDF;MASC;SG	N;SG
criminal	مجرم	criminal	None	N;INDF;MASC;SG	N;SG
criminal	تبهکار	criminal	تبهکار	N;INDF;MASC;SG	N;SG
criminal	کیفری	criminal	کیفری	N;INDF;MASC;SG	N;SG
criminal	قاتل	criminal	قاتل	N;INDF;MASC;SG	N;SG
orizont	افق	orizont	افق	N;INDF;MASC;SG	N;SG
triunghi	مثلث	triunghi	مثلث	N;INDF;MASC;SG	N;SG
pesta	آفت	pestă	آفت#آو	N;DEF;FEM;SG	N;SG
nicola	نیکولا	nicola	نیکولا	N;DEF;FEM;SG	N;SG
pink	پینک	pink	پینک	N;INDF;MASC;SG	N;SG
pink	صورتی	pink	صورت	N;INDF;MASC;SG	N;SG
baltica	بالتیک	baltic	بالتیک	N;DEF;FEM;SG	N;SG
popoarele	مردمان	popor	مردم	N;DEF;FEM;PL	N;PL
finalizarea	تکمیل	finalizare	تکمیل	N;DEF;FEM;SG	N;SG
cabinet	کابینه	cabinet	کابینه	N;INDF;MASC;SG	N;SG
cabinet	کابینت	cabinet	کابینت	N;INDF;MASC;SG	N;SG
valuri	امواج	val	None	N;INDF;FEM;PL	N;PL
valuri	موجها	val	موج	N;INDF;FEM;PL	N;PL
legislativa	قانونگذاری	legislativă	قانونگذاری	N;DEF;FEM;SG	N;SG
glob	گلوب	glob	گلوب	N;INDF;MASC;SG	N;SG
bari	باری	bar	بار	N;INDF;MASC;SG	N;SG
eugène	اوژن	eughnă	اوژن	N;INDF;MASC;SG	N;SG
clermont	کلرمون	clermont	کلرمون	N;INDF;MASC;SG	N;SG
descoperire	اکتشاف	descoperire	اکتشاف	N;INDF;FEM;SG	N;SG
descoperire	دیسکاوری	descoperire	دیسکاوری	N;INDF;FEM;SG	N;SG
descoperire	کشف	descoperire	کشف	N;INDF;FEM;SG	N;SG
esentiala	ضروری	esentială	ضروری	ADJ;DEF;FEM;SG	ADJ
gat	نک	gat	نک		
gat	نک	gat	نک		
balet	باله	balet	باله	N;INDF;MASC;SG	N;SG
fondatorii	بنیانگذاران	fondator	بنیانگذار	N;DEF;MASC;PL	N;PL
fondatorii	مؤسسان	fondator	مؤسس	N;DEF;MASC;PL	N;PL
amiral	آدمیرال	amiral	آدمیرال	N;INDF;MASC;SG	N;SG
amiral	دریاسالار	amiral	دریاسالار	N;INDF;MASC;SG	N;SG
inaugurarea	افتتاحیه	inaugurare	افتتاحیه	N;DEF;FEM;SG	N;SG
incalzire	گرمایش	incalzire	گرمایش	N;INDF;FEM;SG	N;SG
incalzire	گرمایش	incalzire	گرمایش	N;INDF;FEM;SG	N;SG
afacerea	تجارت	afacere	تجارت	N;DEF;FEM;SG	N;SG
afacerea	کسب	afacere	کسب	N;DEF;FEM;SG	N;SG
afacerea	b	afacere	b	N;DEF;FEM;SG	N;SG
regate	سرزمینها	regat	سرزمین	N;INDF;FEM;PL	N;PL
maximum	بیشینه	maximum	بیشینه	N;INDF;MASC;SG	N;SG
canto	آواز	canto	آواز	N;INDF;MASC;SG	N;SG
canto	خوانندگی	canto	خوانندگی	N;INDF;MASC;SG	N;SG
ceremonie	مراسمی	ceremonie	مراسم	N;INDF;FEM;SG	N;SG
porumb	ذرت	porumb	None	N;INDF;MASC;SG	N;SG
porumb	میخچه	porumb	میخچه	N;INDF;MASC;SG	N;SG
ascensiune	عروج	ascensiune	عروج	N;INDF;FEM;SG	N;SG
ascensiune	صعود	ascensiune	صعود	N;INDF;FEM;SG	N;SG
ascensiune	عروج	ascensiune	عروج	N;INDF;FEM;SG	N;SG
ascensiune	صعود	ascensiune	صعود	N;INDF;FEM;SG	N;SG
lituaniana	لیتوانی	lituaniană	لیتوانی	N;DEF;FEM;SG	N;SG
standardul	استاندارد	standard	استاندارد	N;DEF;MASC;SG	N;SG
lexikon	lexikon	lexikon	None	N;INDF;MASC;SG	N;SG
dansul	رقص	dans	رقص	N;DEF;MASC;SG	N;SG
dansul	رقصیدن	dans	رقصیدن	N;DEF;MASC;SG	N;SG
agentul	مامور	agent	None	N;DEF;MASC;SG	N;SG
agentul	کارگزار	agent	کارگزار	N;DEF;MASC;SG	N;SG
agentul	مأمور	agent	مأمور	N;DEF;MASC;SG	N;SG
pactul	عهد	pact	عهد	N;DEF;MASC;SG	N;SG
pactul	عهدی	pact	عهدی	N;DEF;MASC;SG	N;SG
musulmanii	مسلمانان	musulman	مسلمان	N;DEF;MASC;PL	N;PL
musulmanii	مسلمانها	musulman	مسلمان	N;DEF;MASC;PL	N;PL
atingerea	لمس	atingere	None	N;DEF;FEM;SG	N;SG
ambasadorul	سفیر	ambasador	سفیر	N;DEF;MASC;SG	N;SG
ambasadorul	کبیری	ambasador	کبیر	N;DEF;MASC;SG	N;SG
luptator	رزمنده	luptator	رزمنده	N;INDF;MASC;SG	N;SG
luptator	جنگنده	luptator	جنگنده	N;INDF;MASC;SG	N;SG
luptator	مبارز	luptator	مبارز	N;INDF;MASC;SG	N;SG
luptator	رزمنده	luptator	رزمنده	N;INDF;MASC;SG	N;SG
luptator	جنگنده	luptator	جنگنده	N;INDF;MASC;SG	N;SG
luptator	مبارز	luptator	مبارز	N;INDF;MASC;SG	N;SG
minut	دقیقه	minut	دقیقه	N;INDF;MASC;SG	N;SG
masurarea	پیمانه	masurare	پیمانه	N;DEF;FEM;SG	N;SG
aprovizionare	تامین	aprovizionare	تامین	N;INDF;FEM;SG	N;SG
calcar	آهک	calcar	آهک	N;INDF;MASC;SG	N;SG
calcar	لایمستون	calcar	لایمستون	N;INDF;MASC;SG	N;SG
blu	بلو	blu	بلو	N;INDF;MASC;SG	N;SG
arborele	درخت	arbor	درخت	N;DEF;MASC;SG	N;SG
arborele	درختی	arbor	درخت	N;DEF;MASC;SG	N;SG
porecla	لقب	poreclă	لقب	N;DEF;FEM;SG	N;SG
porecla	لقب	poreclă	لقب	N;DEF;FEM;SG	N;SG
holocaustului	هولوکاست	holocaust	هولوکاست	N;DEF;MASC;SG	N;SG
oferita	امانت	oferita	امانت	N;DEF;FEM;SG	N;SG
dieta	رژیم	dietă	رژیم	N;DEF;FEM;SG	N;SG
dieta	رژیمی	dietă	رژیم	N;DEF;FEM;SG	N;SG
dieta	رژیم	dietă	رژیم	N;DEF;FEM;SG	N;SG
dieta	رژیم	dietă	رژیم	N;DEF;FEM;SG	N;SG
dieta	رژیمی	dietă	رژیم	N;DEF;FEM;SG	N;SG
stralucitoare	درخشان	stralucitor	None	ADJ;INDF;FEM	ADJ
stralucitoare	درخشان	stralucitor	None	ADJ;INDF;FEM	ADJ
imigranti	مهاجران	imigrant	مهاجر	N;INDF;MASC;PL	N;PL
imigranti	مهاجرین	imigrant	مهاجر	N;INDF;MASC;PL	N;PL
carnea	گوشتی	carne	گوشتی	N;DEF;FEM;SG	N;SG
carnea	گوشته	carne	گوشت#گور	N;DEF;FEM;SG	N;SG
carnea	گوشت	carne	گوشت	N;DEF;FEM;SG	N;SG
comunicarea	ارتباط	comunicare	ارتباط	N;DEF;FEM;SG	N;SG
comunicarea	مکاتبه	comunicare	مکاتبه	N;DEF;FEM;SG	N;SG
comunicarea	ارتباطی	comunicare	ارتباط	N;DEF;FEM;SG	N;SG
martori	شاهدان	martor	شاهد	N;INDF;MASC;PL	N;PL
continentul	قاره	continent	None	N;DEF;MASC;SG	N;SG
lan	لان	lan	لان	N;INDF;MASC;SG	N;SG
lan	ایان	lan	ایان	N;INDF;MASC;SG	N;SG
unificarea	یگانگی	unificare	یگانگی	N;DEF;FEM;SG	N;SG
nicole	نیکل	nicol	نیکل	N;INDF;MASC;SG	N;SG
nicole	نیکول	nicol	نیکول	N;INDF;MASC;SG	N;SG
calculul	محاسبه	calcul	None	N;DEF;MASC;SG	N;SG
ieri	دیروز	ieri	دیروز	ADV	ADV
fericire	خوشبختی	fericire	خوشبختی	N;INDF;FEM;SG	N;SG
fericire	شادی	fericire	شادی	N;INDF;FEM;SG	N;SG
fericire	خوشی	fericire	None	N;INDF;FEM;SG	N;SG
virgin	باکرگی	virgin	باکرگی	N;INDF;MASC;SG	N;SG
virgin	باکره	virgin	باکره	N;INDF;MASC;SG	N;SG
virgin	ویرجین	virgin	ویرجین	N;INDF;MASC;SG	N;SG
roi	ازدحام	rou	None	N;INDF;MASC;SG	N;SG
fix	ثابت	fix	ثابت	ADJ;INDF;MASC;SG	ADJ
periculos	خطرناک	periculos	خطرناک	ADJ;INDF;MASC;SG	ADJ
disciplina	انضباط	disciplină	انضباط	N;DEF;FEM;SG	N;SG
disciplina	انضباط	disciplină	انضباط	N;DEF;FEM;SG	N;SG
segment	قطعه	segment	قطعه	N;INDF;MASC;SG	N;SG
martir	شهید	martir	شهید	N;INDF;MASC;SG	N;SG
zeii	خدایان	zeu	خدا	N;DEF;MASC;PL	N;PL
avantaje	مزایای	avantaj	مزایا	N;INDF;FEM;PL	N;PL
avantaje	مزایا	avantaj	None	N;INDF;FEM;PL	N;PL
informat	آگاه	informat	آگاه	ADJ;INDF;MASC;SG	ADJ
inot	شنا	inot	None	N;INDF;MASC;SG	N;SG
inot	شنا	inot	None	N;INDF;MASC;SG	N;SG
inot	شنا	inot	None	N;INDF;MASC;SG	N;SG
inot	شنا	inot	None	N;INDF;MASC;SG	N;SG
blocare	قفل	blocare	None	N;INDF;FEM;SG	N;SG
proza	نثر	proză	نثر	N;DEF;FEM;SG	N;SG
vite	چهارپایان	vită	چهارپای	N;INDF;FEM;PL	N;PL
interpret	مترجم	interpret	مترجم	N;INDF;MASC;SG	N;SG
interpret	مفسر	interpret	مفسر	N;INDF;MASC;SG	N;SG
interpret	کننده	interpret	کرد#کن	N;INDF;MASC;SG	N;SG
piept	سینه	piept	None	N;INDF;MASC;SG	N;SG
piept	صندوقچه	piept	صندوقچه	N;INDF;MASC;SG	N;SG
piept	سینه	piept	None	N;INDF;MASC;SG	N;SG
piept	پستان	piept	پستان	N;INDF;MASC;SG	N;SG
ong	آونگ	ong	آونگ	N;INDF;MASC;SG	N;SG
consolidarea	تقویت	consolidare	تقویت	N;DEF;FEM;SG	N;SG
consolidarea	تحکیم	consolidare	تحکیم	N;DEF;FEM;SG	N;SG
six	سیکس	six	سیکس	N;INDF;MASC;SG	N;SG
inel	حلقه	inel	حلقه	N;INDF;MASC;SG	N;SG
inel	رینگ	inel	None	N;INDF;MASC;SG	N;SG
inel	انگشتر	inel	انگشتر	N;INDF;MASC;SG	N;SG
criteriu	فرقان	criteriu	فرقان	N;INDF;MASC;SG	N;SG
criteriu	معیار	criteriu	معیار	N;INDF;MASC;SG	N;SG
criteriu	ملاک	criteriu	None	N;INDF;MASC;SG	N;SG
criteriu	معیار	criteriu	معیار	N;INDF;MASC;SG	N;SG
lausanne	لوزان	lausann	لوز	N;INDF;FEM;SG	N;SG
ursul	خرس	urs	None	N;DEF;MASC;SG	N;SG
ursul	خرسی	urs	خرسی	N;DEF;MASC;SG	N;SG
ritual	آیین	ritual	آیین	N;INDF;MASC;SG	N;SG
steag	پرچم	steag	پرچم	N;INDF;MASC;SG	N;SG
julie	جولی	julie	None	N;INDF;FEM;SG	N;SG
mecanismul	مکانیسم	mecanism	None	N;DEF;MASC;SG	N;SG
mecanismul	مکانیزم	mecanism	مکت#مکا	N;DEF;MASC;SG	N;SG
grosso	گروسو	grosso	گروسو	N;INDF;MASC;SG	N;SG
acceptarea	پذیرفتن	acceptare	پذیرفتن	N;DEF;FEM;SG	N;SG
acceptarea	پذیرش	acceptare	پذیرش	N;DEF;FEM;SG	N;SG
acceptarea	پذیرفتن	acceptare	پذیرفتن	N;DEF;FEM;SG	N;SG
acceptarea	پذیرش	acceptare	پذیرش	N;DEF;FEM;SG	N;SG
acceptarea	قبولی	acceptare	قبولی	N;DEF;FEM;SG	N;SG
uscate	خشک	uscat	خشک	ADJ;INDF;FEM;PL	ADJ
uscate	خشک	uscat	خشک	ADJ;INDF;FEM;PL	ADJ
intensitate	شدت	intensitate	شدت	N;INDF;FEM;SG	N;SG
multumit	خشنود	multumi	خشنود	ADJ;INDF;MASC;SG	ADJ
multumit	راضی	multumi	راضی	ADJ;INDF;MASC;SG	ADJ
cutie	باکس	cutie	باکس	N;INDF;FEM;SG	N;SG
cutie	جعبه	cutie	جعبه	N;INDF;FEM;SG	N;SG
cutie	کارتون	cutie	کارتون	N;INDF;FEM;SG	N;SG
modernizare	ارتقاء	modernizare	ارتقاءء	N;INDF;FEM;SG	N;SG
barbarossa	بارباروسا	barbaross	بارباروسا	N;INDF;MASC;SG	N;SG
datorata	سررسید	datorat	سررسید	N;DEF;FEM;SG	N;SG
descoperirile	کشفیات	descoperire	کشفیه	N;DEF;FEM;PL	N;PL
descoperirile	اکتشافات	descoperire	اکتشاف	N;DEF;FEM;PL	N;PL
compromis	سازش	compromis	سازش	N;INDF;MASC;SG	N;SG
compromis	مصالحه	compromis	None	N;INDF;MASC;SG	N;SG
compromis	توافق	compromis	توافق	N;INDF;MASC;SG	N;SG
hora	hora	horă	hora	N;DEF;FEM;SG	N;SG
truman	ترومن	truman	ترومن	N;INDF;MASC;SG	N;SG
acuzatii	اتهامات	acuzat	اتهام	N;INDF;FEM;PL	N;PL
acuzatii	اتهاماتی	acuzat	اتهاماتی	N;INDF;FEM;PL	N;PL
acuzatii	اتهامات	acuzat	اتهام	N;INDF;FEM;PL	N;PL
acuzatii	اتهاماتی	acuzat	اتهاماتی	N;INDF;FEM;PL	N;PL
acuzatii	اتهامات	acuzat	اتهام	N;INDF;FEM;PL	N;PL
acuzatii	اتهاماتی	acuzat	اتهاماتی	N;INDF;FEM;PL	N;PL
acuzatii	متهمان	acuzat	متهم	N;INDF;FEM;PL	N;PL
delegatia	هیئت	delegatie	هیئت	N;DEF;FEM;SG	N;SG
delegatia	هیات	delegatie	هیات	N;DEF;FEM;SG	N;SG
procedeu	فرایند	procedeu	فرایند	N;INDF;MASC;SG	N;SG
procedeu	پروسه	procedeu	پروسه	N;INDF;MASC;SG	N;SG
procedeu	فرآیند	procedeu	فرآیند	N;INDF;MASC;SG	N;SG
procedeu	روند	procedeu	روند	N;INDF;MASC;SG	N;SG
sentimentele	احساسات	sentiment	احساس	N;DEF;FEM;PL	N;PL
tamara	تامارا	tamară	تامارا	N;DEF;FEM;SG	N;SG
paza	امنیتی	pază	امنیتی	N;DEF;FEM;SG	N;SG
paza	حراست	pază	حراست	N;DEF;FEM;SG	N;SG
paza	امنیت	pază	امنیت	N;DEF;FEM;SG	N;SG
paza	امنیتی	pază	امنیتی	N;DEF;FEM;SG	N;SG
paza	حراست	pază	حراست	N;DEF;FEM;SG	N;SG
paza	امنیت	pază	امنیت	N;DEF;FEM;SG	N;SG
sad	غمگین	sad	غمگین	N;INDF;MASC;SG	N;SG
sad	ناراحتی	sad	ناراحتی	N;INDF;MASC;SG	N;SG
sad	غم	sad	غم	N;INDF;MASC;SG	N;SG
tatiana	تاتیانا	tatiană	تاتیانا	N;DEF;FEM;SG	N;SG
rezolutia	دقت	rezolutie	دقت	N;DEF;FEM;SG	N;SG
rezolutia	وضوح	rezolutie	وضوح	N;DEF;FEM;SG	N;SG
anatolia	آناتولی	anatolie	آناتولی	N;DEF;FEM;SG	N;SG
mason	میسون	mason	میسون	N;INDF;MASC;SG	N;SG
mason	میسن	mason	میسن	N;INDF;MASC;SG	N;SG
specialitatea	تخصص	specialitate	تخصص	N;DEF;FEM;SG	N;SG
capabile	قادر	capabil	قادر	ADJ;INDF;FEM;PL	ADJ
pura	پاک	pura	پاک	ADJ;DEF;FEM;SG	ADJ
pura	پاک	pura	پاک	ADJ;DEF;FEM;SG	ADJ
pisa	پیزا	pisa	پیزا	N;DEF;FEM;SG	N;SG
intensitatea	شدت	intensitate	شدت	N;DEF;FEM;SG	N;SG
crystal	بلور	crystal	None	N;INDF;MASC;SG	N;SG
crystal	کریستال	crystal	کریستال	N;INDF;MASC;SG	N;SG
crystal	آبگینه	crystal	آبگینه	N;INDF;MASC;SG	N;SG
crystal	بلوری	crystal	بلوری	N;INDF;MASC;SG	N;SG
implicata	دخیل	implica	دخیل	N;DEF;FEM;SG	N;SG
maturitate	بلوغ	maturitate	بلوغ	N;INDF;FEM;SG	N;SG
mil	میل	mil	None	N	N;SG
cabana	کلبه	cabană	کلبه	N;DEF;FEM;SG	N;SG
cabana	اتاقک	cabană	اتاقک	N;DEF;FEM;SG	N;SG
cabana	کابین	cabană	کابین	N;DEF;FEM;SG	N;SG
cabana	کلبه	cabană	کلبه	N;DEF;FEM;SG	N;SG
cabana	اتاقک	cabană	اتاقک	N;DEF;FEM;SG	N;SG
cabana	کابین	cabană	کابین	N;DEF;FEM;SG	N;SG
cabana	کلبه	cabană	کلبه	N;DEF;FEM;SG	N;SG
elita	نخبه	elita	نخبه	N;DEF;FEM;SG	N;SG
elita	نخبه	elita	نخبه	N;DEF;FEM;SG	N;SG
fixa	ثابت	fixa	ثابت	ADJ;DEF;FEM;SG	ADJ
sonata	سوناتا	sonată	سوناتا	N;DEF;FEM;SG	N;SG
detaliile	جزئیات	detaliu	جزئی	N;DEF;FEM;PL	N;PL
rect	مقعد	rect	مقعد	N;INDF;MASC;SG	N;SG
islamul	اسلام	islam	اسلام	N;DEF;MASC;SG	N;SG
orga	ارگ	orga	ارگ	N;DEF;FEM;SG	N;SG
orga	ارگان	orga	ارگان	N;DEF;FEM;SG	N;SG
orga	اندام	orga	اندام	N;DEF;FEM;SG	N;SG
orga	ارگ	orga	ارگ	N;DEF;FEM;SG	N;SG
orga	ارگان	orga	ارگان	N;DEF;FEM;SG	N;SG
orga	اندام	orga	اندام	N;DEF;FEM;SG	N;SG
pisica	cat	pisică	cat	N;DEF;FEM;SG	N;SG
pisica	گربه	pisică	گربه	N;DEF;FEM;SG	N;SG
pisica	cat	pisică	cat	N;DEF;FEM;SG	N;SG
pisica	گربه	pisică	گربه	N;DEF;FEM;SG	N;SG
sussex	ساسکس	sussex	ساسکس	N;INDF;MASC;SG	N;SG
tancurile	تانکها	tanc	None	N;DEF;FEM;PL	N;PL
totalitatea	کلیت	totalitate	کلیت	N;DEF;FEM;SG	N;SG
suflete	نفوس	suflet	نفوس	N;INDF;FEM;PL	N;PL
exclus	مستثنی	exclude	None	ADJ;INDF;MASC;SG	ADJ
integrata	یکپارچه	integrat	یکپارچه	ADJ;DEF;FEM;SG	ADJ
luarea	گرفتن	luare	گرفتن	N;DEF;FEM;SG	N;SG
fra	فرا	fră	فرا		
cruciada	جهاد	cruciadă	جهاد	N;DEF;FEM;SG	N;SG
cruciada	نهضت	cruciadă	نهضت	N;DEF;FEM;SG	N;SG
cruciada	جهاد	cruciadă	جهاد	N;DEF;FEM;SG	N;SG
cruciada	نهضت	cruciadă	نهضت	N;DEF;FEM;SG	N;SG
instrumentele	آلات	instrument	آلات	N;DEF;FEM;PL	N;PL
flux	تغذیه	flux	تغذیه	N;INDF;MASC;SG	N;SG
flux	خوراندن	flux	خوراندن	N;INDF;MASC;SG	N;SG
flux	جریان	flux	جریان	N;INDF;MASC;SG	N;SG
flux	جریان	flux	جریان	N;INDF;MASC;SG	N;SG
flux	جریانی	flux	جریان	N;INDF;MASC;SG	N;SG
componentele	قطعات	componentă	قطعه	N;DEF;FEM;PL	N;PL
componentele	اجزای	componentă	اجزا	N;DEF;FEM;PL	N;PL
adalbert	آدالبرت	adalbert	آدالبرت	N;INDF;MASC;SG	N;SG
scut	شیلد	scut	شیلد	N;INDF;MASC;SG	N;SG
scut	حفاظ	scut	حفاظ	N;INDF;MASC;SG	N;SG
scut	سپر	scut	سپر	N;INDF;MASC;SG	N;SG
patrie	میهن	patrie	میهن	N;INDF;FEM;SG	N;SG
transmisie	انتقال	transmisie	انتقال	N;INDF;FEM;SG	N;SG
transmisie	مخابره	transmisie	None	N;INDF;FEM;SG	N;SG
transmisie	پخش	transmisie	پخش	N;INDF;FEM;SG	N;SG
transmisie	مخابره	transmisie	None	N;INDF;FEM;SG	N;SG
hotarare	قضاوت	hotarare	قضاوت	N;INDF;FEM;SG	N;SG
hotarare	حکم	hotarare	حکم	N;INDF;FEM;SG	N;SG
hotarare	قضاوتی	hotarare	قضاوتی	N;INDF;FEM;SG	N;SG
hotarare	داوری	hotarare	داوری	N;INDF;FEM;SG	N;SG
divertisment	سرگرمی	divertisment	سرگرمی	N;INDF;MASC;SG	N;SG
divertisment	پذیرایی	divertisment	پذیرایی	N;INDF;MASC;SG	N;SG
obiceiuri	عادات	obicei	None	N;INDF;FEM;PL	N;PL
vitamina	ویتامین	vitamina	ویتامین	N;DEF;FEM;SG	N;SG
radar	راداری	radar	راداری	N;INDF;MASC;SG	N;SG
radar	رادار	radar	رادار	N;INDF;MASC;SG	N;SG
copac	درخت	copac	درخت	N;INDF;MASC;SG	N;SG
copac	درختی	copac	درخت	N;INDF;MASC;SG	N;SG
laser	لیزر	laser	لیزر	N;INDF;MASC;SG	N;SG
laser	لیزری	laser	لیزری	N;INDF;MASC;SG	N;SG
rapoarte	گزارشها	raport	گزارش	N;INDF;FEM;PL	N;PL
crater	دهانه	crater	دهانه	N;INDF;MASC;SG	N;SG
pachet	پک	pachet	پک	N;INDF;MASC;SG	N;SG
pachet	فشردن	pachet	فشردن	N;INDF;MASC;SG	N;SG
pachet	بقچه	pachet	بقچه	N;INDF;MASC;SG	N;SG
che	che	che	che		
pasiune	اشتیاق	pasiune	اشتیاق	N;INDF;FEM;SG	N;SG
pasiune	شهوت	pasiune	شهوت	N;INDF;FEM;SG	N;SG
pasiune	شیدایی	pasiune	شیدایی	N;INDF;FEM;SG	N;SG
pasiune	شیفتگی	pasiune	شیفتگی	N;INDF;FEM;SG	N;SG
inlocuitor	جایگزین	inlocuitor	جایگزین	ADJ;INDF;MASC;SG	ADJ
supravegherea	نظارت	supraveghere	نظارت	N;DEF;FEM;SG	N;SG
supravegherea	سرپرستی	supraveghere	سرپرستی	N;DEF;FEM;SG	N;SG
supravegherea	نظارت	supraveghere	نظارت	N;DEF;FEM;SG	N;SG
supravegherea	نظارتی	supraveghere	نظارتی	N;DEF;FEM;SG	N;SG
pietrele	سنگها	pietru	سنگ	N;DEF;FEM;PL	N;PL
speed	سرعت	speed	سرعت	N;INDF;MASC;SG	N;SG
thriller	تریلر	thriller	تریلر	N;INDF;MASC;SG	N;SG
podgorica	پودگوریتسا	podgorică	پودگوریتسا	N;DEF;FEM;SG	N;SG
comis	متعهد	comite	None	ADJ;INDF;MASC;SG	ADJ
parametri	پارامترهای	parametru	پارامتر	N;INDF;MASC;PL	N;PL
credincios	مؤمن	credincios	None	N;INDF;MASC;SG	N;SG
credincios	امین	credincios	None	N;INDF;MASC;SG	N;SG
