die	το	die	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
houding	στάση	houding	στάση	N;SG	N;NOM;FEM;SG
ervaring	εμπειρία	ervaring	εμπειρία	N;SG	N;ACC;FEM;SG
ervaring	πείρα	ervaring	πείρα	N;SG	N;NOM;FEM;SG
tuisblad	πατρίδα	tuisblad	πατρίδα	N;SG	N;ACC;FEM;SG
tuisblad	σπιτι	tuisblad	σπιτι	N;SG	N;NOM;NEUT;SG
tuisblad	σπίτι	tuisblad	σπίτι	N;SG	N;NOM;NEUT;SG
gelyke	ίσο	gelyk	ίσο	N;SG	N;NOM;NEUT;SG
gelyke	ίση	gelyk	ίσος	N;SG	N;NOM;FEM;SG
gelyke	ισότητα	gelyk	ισότητα	N;SG	N;ACC;FEM;SG
beveel	συστήνει	beveel	συστήνω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
beveel	συνιστά	beveel	συνιστώ	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
beveel	προτείνει	beveel	προτείνω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
gevorderde	προηγμένη	vorder	προηγμένος	ADJ;NOM	ADJ;NOM;FEM;SG
gevorderde	προηγμένο	vorder	προηγμένος	ADJ;NOM	ADJ;NOM;NEUT;SG
slang	φίδι	slang	φίδι	N;SG	N;NOM;NEUT;SG
simptome	συμπτώματα	simptome	σύμπτωμα	N;PL	N;NOM;NEUT;PL
parke	πάρκα	park	πάρκα	N;PL	N;NOM;NEUT;PL
gesinne	οικογένειες	gesin	οικογένεια	N;PL	N;NOM;FEM;PL
rasse	φυλών	rasse	φυλό	N;PL	N;GEN;FEM;PL
pruisiese	πρωσική	pruisies	πρωσικός	ADJ;NOM	ADJ;NOM;FEM;SG
tref	επιβάλει	tref	επιβάζω	V;PRS	V;PFV;IND;SG;3;FIN;ACT
regstreeks	ζωντανά	regstreeks	ζωντανός	ADV	ADV
bedreiging	απειλή	bedreiging	απειλή	N;SG	N;ACC;FEM;SG
uitleg	διαρρύθμιση	uitleg	διαρρύθμιση	N;SG	N;NOM;FEM;SG
uitleg	διάταξη	uitleg	διάταξη	N;SG	N;ACC;FEM;SG
spore	μονοπάτια	spor	μονοπάτι	N;PL	N;NOM;NEUT;PL
aardbewing	σεισμός	aardbewing	σεισμός	N;SG	N;NOM;MASC;SG
aardbewing	σεισμό	aardbewing	σεισμός	N;SG	N;NOM;MASC;SG
woestyn	επιδόρπιο	woestyn	επιδόρπιο	N;SG	N;NOM;NEUT;SG
woestyn	έρημο	woestyn	έρημος	N;SG	N;ACC;MASC;SG
woestyn	έρημος	woestyn	έρημος	N;SG	N;NOM;MASC;SG
kolle	στίγματα	kol	στίγμα	N;PL	N;NOM;NEUT;PL
kolle	βούλες	kol	βούλα	N;PL	N;NOM;FEM;PL
kolle	κηλίδες	kol	κηλίδα	N;PL	N;NOM;FEM;PL
kookkuns	κουζίνα	kookkuns	κουζίνα	N;SG	N;NOM;FEM;SG
kookkuns	μαγείρεμα	kookkuns	μαγείρεμα	N;SG	N;NOM;NEUT;SG
meisie	κοπέλα	meisie	κοπέλα	N;SG	N;NOM;FEM;SG
meisie	κορίτσι	meisie	κορίτσι	N;SG	N;NOM;NEUT;SG
radius	ακτίνα	radius	ακτίνα	N;SG	N;ACC;FEM;SG
vrae	ερωτήματα	vraag	έρωτημα	N;PL	N;NOM;NEUT;PL
vrae	ερωτήσεις	vraag	ερώτηση	N;PL	N;NOM;FEM;PL
vrae	απορίες	vraag	απορία	N;PL	N;NOM;FEM;PL
werknemers	εργαζόμενοι	werknemer	εργαζόμενος	N;PL	N;NOM;MASC;PL
reageer	αντιδράσει	reageer	αντιδρώ	V;PRS	V;PFV;NFIN;ACT
reageer	αντιδρούν	reageer	αντιδρώ	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;ACT
reageer	απαντήστε	reageer	απαντώ	V;PRS	V;PFV;IMP;PL;2;FIN;ACT
tronk	φυλακή	tronk	φυλακή	N;SG	N;ACC;FEM;SG
tronk	φυλακή	tronk	φυλακή	N;SG	N;ACC;FEM;SG
enjins	μηχανές	enjins	μηχανής	N;PL	N;NOM;FEM;PL
enjins	κινητήρες	enjins	κινητήρας	N;PL	N;NOM;MASC;PL
evolusie	εξέλιξη	evolusie	εξέλιξη	N;SG	N;ACC;FEM;SG
evolusie	εξελιξη	evolusie	εξελιξη	N;SG	N;NOM;FEM;SG
sektor	τομέας	sektor	τομέας	N;SG	N;NOM;MASC;SG
sektor	τομέα	sektor	τομέας	N;SG	N;ACC;MASC;SG
addisionele	πρόσθετη	addisioneel	πρόσθετος	ADJ;NOM	ADJ;NOM;FEM;SG
leierskap	ηγεσία	leierskap	ηγεσία	N;SG	N;ACC;FEM;SG
leierskap	αρχηγία	leierskap	αρχηγία	N;SG	N;ACC;FEM;SG
keulen	κολόνια	keulen	κολόνια	N;SG	N;NOM;NEUT;SG
alma	άλμα	alma	άλμα	N;SG	N;NOM;NEUT;SG
afrigter	προπονητή	afrigter	προπονητής	N;SG	N;ACC;MASC;SG
afrigter	προπονητής	afrigter	προπονητής	N;SG	N;NOM;MASC;SG
afrigter	κόουτς	afrigter	κόουτς	N;SG	N;NOM;MASC;SG
pond	λίρα	pond	λίρο	N;SG	N;NOM;FEM;SG
mites	μύθους	mite	μύθος	N;PL	N;ACC;MASC;PL
mites	μύθοι	mite	μύθος	N;PL	N;NOM;MASC;PL
items	αντικείμενα	item	αντικείμενο	N;PL	N;NOM;NEUT;PL
winkels	καταστήματα	winkels	κατάστημα	N;PL	N;NOM;NEUT;PL
winkels	μαγαζιά	winkels	μαγαζιά	N;PL	N;NOM;NEUT;PL
winkels	καταστήματα	winkels	κατάστημα	N;PL	N;NOM;NEUT;PL
winkels	μαγαζιά	winkels	μαγαζιά	N;PL	N;NOM;NEUT;PL
erg	σοβαρά	erg	σοβαρά	ADV	ADV
genetiese	γενετικό	geneties	γενετικός	ADJ;NOM	ADJ;NOM;NEUT;SG
genetiese	γενετική	geneties	γενετικός	ADJ;NOM	ADJ;NOM;FEM;SG
films	ταινίες	films	ταινία	N;PL	N;NOM;FEM;PL
oseane	ωκεανοί	oseane	ωκεανός	N;PL	N;NOM;MASC;PL
oseane	ωκεανούς	oseane	ωκεανός	N;PL	N;NOM;MASC;PL
geëis	ισχυρίστηκε	eis	ισχυρίζομαι	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
afstammelinge	απόγονοι	afstammeling	απόγονος	N;PL	N;NOM;MASC;PL
feite	γεγονότα	feit	γεγονός	N;PL	N;NOM;NEUT;PL
feite	γεγονοτα	feit	γεγονος	N;PL	N;NOM;NEUT;PL
sirkel	κύκλο	sirkel	κύκλος	N;SG	N;ACC;MASC;SG
sirkel	κύκλος	sirkel	κύκλος	N;SG	N;NOM;MASC;SG
perspektief	προοπτική	perspektief	προοπτική	N;SG	N;NOM;FEM;SG
kings	βασιλιάδες	king	βασιλιάδα	N;PL	N;NOM;MASC;PL
kings	βασιλείς	king	βασίλης	N;PL	N;NOM;MASC;PL
kings	βασιλέων	king	βασίλει	N;PL	N;GEN;MASC;PL
helderheid	φωτεινότητα	helderheid	φωτεινότητα	N;SG	N;ACC;FEM;SG
toepassings	εφαρμογές	toepassing	εφαρμογή	N;PL	N;NOM;FEM;PL
toepassings	αιτήσεις	toepassing	αίτηση	N;PL	N;NOM;FEM;PL
toepassings	εφαρμογές	toepassing	εφαρμογή	N;PL	N;NOM;FEM;PL
weduwee	χήρος	weduwee	χήρος	N;SG	N;NOM;MASC;SG
weduwee	χήρα	weduwee	χήρα	N;SG	N;NOM;FEM;SG
weduwee	χήρα	weduwee	χήρα	N;SG	N;NOM;FEM;SG
fiksie	μυθιστόρημα	fiksie	μυθιστόρημα	N;SG	N;NOM;NEUT;SG
fiksie	φαντασία	fiksie	φαντασία	N;SG	N;NOM;FEM;SG
metale	μέταλλα	metaal	μέταλλος	N;PL	N;NOM;NEUT;PL
klubs	λέσχες	klubs	λέσχω	N;PL	N;NOM;FEM;PL
blootgestel	εκτεθεί	blootstel	εκθέτω	V;PST;V.PTCP	V;PFV;NFIN;PASS
blootgestel	εκτεθειμένοι	blootstel	εκτεθειμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
blootgestel	εκτεθειμένη	blootstel	εκτεθειμένος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
oorsig	επανεξέταση	oorsig	επανεξέταση	N;SG	N;ACC;FEM;SG
oorsig	αναθεώρηση	oorsig	αναθεώρηση	N;SG	N;NOM;FEM;SG
oorsig	ανασκόπηση	oorsig	ανασκόπηση	N;SG	N;NOM;FEM;SG
misdaad	εγκλημα	misdaad	εγκλημα	N;SG	N;NOM;NEUT;SG
misdaad	έγκλημα	misdaad	έγκλημα	N;SG	N;NOM;NEUT;SG
misdaad	εγκληματικότητα	misdaad	εγκληματικότητα	N;SG	N;ACC;FEM;SG
sneeu	σαβάνα	sneeu	σαβάνα	N;SG	N;NOM;FEM;SG
sneeu	χιόνι	sneeu	χιόνι	N;SG	N;NOM;NEUT;SG
stabiele	σταθερό	stabiel	σταθερός	ADJ;NOM	ADJ;NOM;NEUT;SG
stabiele	σταθερή	stabiel	σταθερός	ADJ;NOM	ADJ;NOM;FEM;SG
stabiele	σταθερός	stabiel	σταθερός	ADJ;NOM	ADJ;NOM;MASC;SG
vertalings	μεταφράσεις	vertaling	μεταφράση	N;PL	N;NOM;FEM;PL
optiese	οπτικές	optiese	οπτικός	ADJ;NOM	ADJ;NOM;FEM;PL
lokomotief	ατμομηχανή	lokomotief	ατμομηχανός	N;SG	N;NOM;FEM;SG
ontwerpe	σχέδια	ontwerp	σχέδιο	N;PL	N;NOM;NEUT;PL
uitdrukking	έκφραση	uitdrukking	έκφραση	N;SG	N;ACC;FEM;SG
uitwissing	εξαφάνιση	uitwissing	εξαφάνιση	N;SG	N;ACC;FEM;SG
sout	άλας	sout	άλος	N;SG	N;NOM;NEUT;SG
sout	αλάτι	sout	αλάτι	N;SG	N;NOM;NEUT;SG
gewildheid	δημοτικότητα	gewildheid	δημοτικότητα	N;SG	N;ACC;FEM;SG
lot	μοίρα	lot	μοίρα	N;SG	N;NOM;FEM;SG
lot	πεπρωμένο	lot	πεπρωμένος	N;SG	N;NOM;NEUT;SG
vyand	εχθρός	vyand	εχθρός	N;SG	N;NOM;MASC;SG
vyand	εχθρό	vyand	εχθρό	N;SG	N;ACC;MASC;SG
opname	έρευνα	opname	έρευνα	N;SG	N;NOM;FEM;SG
opname	ερευνα	opname	ερευνα	N;SG	N;NOM;FEM;SG
opname	δημοσκόπηση	opname	δημοσκόπηση	N;SG	N;NOM;FEM;SG
vlaktes	πεδιάδες	vlakte	πεδιάδα	N;PL	N;NOM;FEM;PL
wyke	πτέρυγες	wyak	πτέρυγας	N;PL	N;NOM;FEM;PL
skenk	δωρίσει	skenk	δωρίζω	V;PRS	V;PFV;IND;3;FIN;ACT
koor	χορωδία	koor	χορωδία	N;SG	N;NOM;FEM;SG
manne	ανδρες	man	άντρας	N;PL	N;NOM;MASC;PL
manne	άντρες	man	άντρας	N;PL	N;NOM;MASC;PL
manne	άνδρες	man	άντρας	N;PL	N;NOM;MASC;PL
skandinawiese	σκανδιναβικές	skandinawies	σκανδιναβικός	ADJ;NOM	ADJ;NOM;FEM;PL
hard	σκληρά	hard	σκληρά	ADV	ADV
geag	θεωρείται	geag	θεωρώ	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;PASS
amptenare	αξιωματούχοι	amptenaar	αξιωματούχος	N;PL	N;NOM;MASC;PL
volwassenes	ενηλίκων	volwassene	ενήλικος	N;PL	N;GEN;NEUT;PL
musiekgroep	ορχήστρα	musiekgroep	ορχήστρα	N;SG	N;NOM;FEM;SG
musiekgroep	συγκρότημα	musiekgroep	συγκρότημα	N;SG	N;NOM;NEUT;SG
musiekgroep	μπάντα	musiekgroep	μπάντα	N;SG	N;NOM;FEM;SG
persoonlikheid	προσωπικότητα	persoonlikheid	προσωπικότητα	N;SG	N;ACC;FEM;SG
onderhou	διατηρήστε	onderhou	διατηρώ	V;PRS	V;IPFV;IND;PL;2;PRS;FIN;ACT
onderhou	διατηρήσει	onderhou	διατηρώ	V;PRS	V;PFV;IND;SG;3;FIN;ACT
arktiese	αρκτική	arkties	αρκτικός	ADJ;NOM	ADJ;NOM;FEM;SG
slaap	ύπνος	slaap	ύπνος	N;SG	N;NOM;MASC;SG
slaap	ύπνο	slaap	ύπνο	N;SG	N;ACC;MASC;SG
slaap	ύπνος	slaap	ύπνος	N;SG	N;NOM;MASC;SG
monumente	μνημείων	monument	μνημείο	N;PL	N;GEN;NEUT;PL
monumente	μνημεία	monument	μνημείο	N;PL	N;NOM;NEUT;PL
lading	φόρτιση	lading	φόρτιση	N;SG	N;ACC;FEM;SG
lading	χρέωση	lading	χρέωση	N;SG	N;ACC;FEM;SG
nek	λαιμό	nek	λαιμός	N;SG	N;NOM;NEUT;SG
nek	σβέρκο	nek	σβέρκο	N;SG	N;NOM;NEUT;SG
nek	λαιμός	nek	λαιμός	N;SG	N;NOM;MASC;SG
bemark	προωθήστε	bemark	προωθώ	V;PRS	V;PFV;IMP;PL;2;FIN;ACT
staal	χάλυβα	staal	χάλυβα	N;SG	N
staal	ατσάλι	staal	ατσάλι	N;SG	N
staal	χάλυβας	staal	χάλυβα	N;SG	N;NOM;MASC;SG
ondervind	έχοντας	ondervind	έχω	V;PRS	V;IPFV;V.CVB;ACT
geheim	μυστικό	heim	μυστικός	N;SG	N;NOM;NEUT;SG
mensdom	ανθρωπότητα	mensdom	ανθρωπότητα	N;SG	N;ACC;FEM;SG
omvang	εύρος	omvang	εύρος	N;SG	N;ACC;NEUT;SG
omvang	εμβέλεια	omvang	εμβέλεια	N;SG	N;ACC;FEM;SG
omvang	απόσταση	omvang	απόσταση	N;SG	N;ACC;FEM;SG
plaaslik	τοπικά	plaaslik	τοπικά	ADV	ADV
diepte	βάθος	diepte	βάθος	N;SG	N;ACC;NEUT;SG
markte	αγορές	mark	αγορά	N;PL	N;NOM;FEM;PL
geïnspireer	εμπνευσμένη	inspireer	εμπνεύω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
geïnspireer	εμπνευσμένο	inspireer	εμπνεύω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
geïnspireer	ενέπνευσε	inspireer	ενδνεύδω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
jersey	φανέλα	jersey	φανέλα	N;SG	N;NOM;FEM;SG
identifiseer	αναγνωρίσει	identifiseer	αναγνωρίζω	V;PRS	V;PFV;NFIN;ACT
armoede	φτώχειας	armoede	φτώχεια	N;SG	N;GEN;FEM;SG
armoede	φτώχεια	armoede	φτώχεια	N;SG	N;NOM;FEM;SG
armoede	φτώχια	armoede	φτώχιο	N;SG	N;NOM;FEM;SG
seisoene	εποχές	seisoen	εποχή	N;PL	N;NOM;FEM;PL
moorde	φόνοι	moord	φόνος	N;PL	N;NOM;MASC;PL
moorde	φόνους	moord	φόνος	N;PL	N;ACC;MASC;PL
moorde	δολοφονίες	moord	δολοφονία	N;PL	N;NOM;FEM;PL
ridder	ιππότης	ridder	ιππότης	N;SG	N;NOM;MASC;SG
ridder	ιππότη	ridder	ιππότης	N;SG	N;NOM;MASC;SG
uraan	ουρανίου	uraan	ουρανίο	N;SG	N;GEN;NEUT;SG
uraan	ουράνιο	uraan	ουράνιος	N;SG	N;NOM;NEUT;SG
uraan	ευρώ	uraan	ευρώ	N;SG	N;ACC;NEUT;SG
naaswenner	δρομέας	naaswenner	δρομέας	N;SG	N;NOM;MASC;SG
naaswenner	δρομέα	naaswenner	δρομέας	N;SG	N;ACC;MASC;SG
inderdaad	όντως	inderdaad	όντως	ADV	ADV
inderdaad	πράγματι	inderdaad	πράγματι	ADV	ADV
opkoms	άνοδος	opkoms	άνοδος	N;SG	N;NOM;FEM;SG
kontrak	σύμβαση	kontrak	σύμβαση	N;SG	N;ACC;FEM;SG
kontrak	συμβόλαιο	kontrak	συμβόλαιο	N;SG	N;NOM;NEUT;SG
klassifikasie	ταξινόμηση	klassifikasie	ταξινόμηση	N;SG	N;ACC;FEM;SG
klassifikasie	κατάταξη	klassifikasie	κατάταξη	N;SG	N;ACC;FEM;SG
beeste	βόδια	bees	βόδιος	N;PL	N;NOM;NEUT;PL
beeste	βοοειδή	bees	βοοειδή	N;PL	N;NOM;NEUT;PL
analise	ανάλυση	analise	ανάλυση	N;SG	N;ACC;FEM;SG
galery	στοά	galery	στοά	N;SG	N;NOM;FEM;SG
galery	γκαλερί	galery	γκαλώ	N;SG	N;NOM;FEM;SG
faktor	παράγοντα	faktor	παράγοντας	N;SG	N;ACC;MASC;SG
faktor	παράγων	faktor	παράγα	N;SG	N;NOM;MASC;SG
faktor	συντελεστής	faktor	συντελεστής	N;SG	N;NOM;MASC;SG
versier	στολίζουν	versier	στολίζω	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;ACT
geselskap	κοινωνία	geselskap	κοινωνία	N;SG	N;NOM;FEM;SG
geselskap	κοινωνια	geselskap	κοινωνια	N;SG	N;NOM;FEM;SG
termyn	όρος	termyn	όρος	N;SG	N;NOM;MASC;SG
wysigings	διορθώσεις	wysiging	διορθώση	N;PL	N;NOM;FEM;PL
wysigings	ενημερώσεις	wysiging	ενημέρωση	N;PL	N;NOM;FEM;PL
gedagtes	σκέψεις	dagte	σκέψη	N;PL	N;NOM;FEM;PL
satelliete	δορυφόρους	satelliet	δορύφορος	N;PL	N;NOM;MASC;PL
kanale	κανάλια	kanaal	κανάλιος	N;PL	N;NOM;NEUT;PL
kwart	τρίμηνο	kwart	τρίμηνο	N;SG	N;NOM;NEUT;SG
voertuig	όχημα	voertuig	όχημα	N;SG	N;NOM;NEUT;SG
grondwetlike	συνταγματικό	grondwetlik	συνταγματικός	ADJ;NOM	ADJ;NOM;NEUT;SG
grondwetlike	συνταγματική	grondwetlik	συνταγματικός	ADJ;NOM	ADJ;NOM;FEM;SG
kontinent	ήπειρο	kontinent	ήπειρο	N;SG	N;ACC;FEM;SG
spektrum	φάσμα	spektrum	φάσμα	N;SG	N;NOM;NEUT;SG
swerm	σμήνος	swerm	σμήνος	N;SG	N;NOM;NEUT;SG
swerm	κοπάδι	swerm	κοπάδι	N;SG	N;NOM;NEUT;SG
toelaat	επιτρέψει	toelaat	επιτρέπω	V;PRS	V;PFV;IND;SG;3;FIN;ACT
sigbare	ορατά	sigbaar	ορατός	ADJ;NOM	ADJ;NOM;NEUT;PL
sigbare	ορατή	sigbaar	ορατός	ADJ;NOM	ADJ;NOM;FEM;SG
sigbare	ορατός	sigbaar	ορατός	ADJ;NOM	ADJ;NOM;MASC;SG
sigbare	ορατές	sigbaar	ορατός	ADJ;NOM	ADJ;NOM;FEM;PL
getuienis	μάρτυς	getuienis	μάρτυς	N;SG	N;NOM;MASC;SG
getuienis	μάρτυρας	getuienis	μάρτυρας	N;SG	N;NOM;MASC;SG
getuienis	μάρτυρα	getuienis	μάρτυρα	N;SG	N;ACC;MASC;SG
landgoed	κτήμα	landgoed	κτήμα	N;SG	N;NOM;NEUT;SG
landgoed	περιουσία	landgoed	περιουσία	N;SG	N;ACC;FEM;SG
afstande	αποστάσεις	afstande	απόσταση	N;PL	N;NOM;FEM;PL
tema	θεμα	tema	θεμα	N;SG	N;NOM;NEUT;SG
tema	θέμα	tema	θέμα	N;SG	N;NOM;NEUT;SG
afkorting	συντομογραφία	afkorting	συντομογραφία	N;SG	N;NOM;FEM;SG
rykdom	πλούτο	rykdom	πλούτος	N;SG	N;ACC;MASC;SG
presidensiële	προεδρική	presidensieel	προεδρικός	ADJ;NOM	ADJ;NOM;FEM;SG
presidensiële	προεδρικό	presidensieel	προεδρικός	ADJ;NOM	ADJ;NOM;NEUT;SG
presidensiële	προεδρικές	presidensieel	προεδρικός	ADJ;NOM	ADJ;NOM;FEM;PL
volgelinge	οπαδούς	volgeling	οπαδός	N;PL	N;ACC;MASC;PL
ingenieurswese	μηχανοστάσιο	ingenieurswese	μηχανοστάσιο	N;SG	N;NOM;NEUT;SG
kitaar	κιθάρα	kitaar	κιθάρα	N;SG	N;NOM;FEM;SG
verhoor	δίκη	verhoor	δίκη	N;SG	N;NOM;FEM;SG
verhoor	δίκης	verhoor	δίκη	N;SG	N;GEN;FEM;SG
verhoor	ακρόαση	verhoor	ακρόαση	N;SG	N;ACC;FEM;SG
verhoor	ακοή	verhoor	ακοή	N;SG	N;NOM;FEM;SG
verwydering	αφαίρεσης	verwydering	αφαίρεση	N;SG	N;GEN;FEM;SG
verwydering	αφαίρεση	verwydering	αφαίρεση	N;SG	N;ACC;FEM;SG
verwydering	απομάκρυνση	verwydering	απομάκρυνση	N;SG	N;ACC;FEM;SG
akteurs	ηθοποιοί	akteur	ηθοποιός	N;PL	N;NOM;MASC;PL
akteurs	ηθοποιούς	akteur	ηθοποιός	N;PL	N;ACC;MASC;PL
agentskap	πρακτορείο	agentskap	πρακτορείο	N;SG	N;NOM;NEUT;SG
agentskap	υπηρεσία	agentskap	υπηρεσία	N;SG	N;NOM;FEM;SG
agentskap	οργανισμός	agentskap	οργανισμός	N;SG	N;NOM;MASC;SG
hongaarse	ούγγροι	hongaars	ούγγρος	N;PL	N;NOM;MASC;PL
handtekening	υπογραφή	handtekening	υπογραφή	N;SG	N;ACC;FEM;SG
siel	ψυχή	siel	ψυχή	N;SG	N;ACC;FEM;SG
siel	ψυχής	siel	ψυχή	N;SG	N;GEN;FEM;SG
teenstander	αντίπαλο	teenstander	αντίπαλο	N;SG	N;ACC;MASC;SG
ewenaar	ισημερινό	ewenaar	ισημερινός	N;SG	N;ACC;MASC;SG
gestoor	αποθηκευμένα	stoor	αποθηκεύω	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
gestoor	αποθηκεύτηκε	stoor	αποθηκώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gestoor	σώθηκε	stoor	σώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gestoor	έσωσε	stoor	σώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gestoor	αποθηκευμένες	stoor	αποθηκεύω	V;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
mode	μόδας	mode	μόδος	N;SG	N;GEN;FEM;SG
mode	μόδα	mode	μόδα	N;SG	N;NOM;FEM;SG
platform	πλατφόρμα	platform	πλατφόρμα	N;SG	N;NOM;FEM;SG
platform	εξέδρα	platform	εξέδρα	N;SG	N;NOM;FEM;SG
platform	αποβάθρα	platform	αποβάθρα	N;SG	N;NOM;FEM;SG
torings	πύργοι	toring	πύργος	N;PL	N;NOM;MASC;PL
torings	πύργους	toring	πύργος	N;PL	N;NOM;MASC;PL
herhaal	αντικατοπτρίζουν	herhaal	αντικατοπτρίζω	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;ACT
herhaal	επαναλάβετε	herhaal	επαναλαμβάνω	V;PRS	V;PFV;IND;PL;2;FIN;ACT
herhaal	επαναλαμβάνω	herhaal	επαναλαμβάνω	V;PRS	V;IPFV;IND;SG;1;PRS;FIN;ACT
brood	ψωμί	brood	ψωμί	N;SG	N;NOM;NEUT;SG
verlig	επισημάνω	verlig	επισημαίνω	V;PRS	V;PFV;IND;SG;1;FIN;ACT
maat	συνεργάτης	maat	συνεργάτης	N;SG	N;NOM;MASC;SG
maat	σύντροφος	maat	σύντροφος	N;SG	N;NOM;MASC;SG
maat	συνεργάτη	maat	συνεργάτης	N;SG	N;NOM;NEUT;SG
maat	εταίρος	maat	εταίρος	N;SG	N;NOM;MASC;SG
maat	συνέταιρος	maat	συνέταιρος	N;SG	N;NOM;MASC;SG
doelwitte	στόχοι	doelwit	στόχος	N;PL	N;NOM;MASC;PL
doelwitte	στόχους	doelwit	στόχος	N;PL	N;ACC;MASC;PL
verbintenis	προσήλωση	verbintenis	προσήλωση	N;SG	N;ACC;FEM;SG
verbintenis	δέσμευση	verbintenis	δέσμευση	N;SG	N;ACC;FEM;SG
kanker	καρκίνος	kanker	καρκίνος	N;SG	N;NOM;MASC;SG
kanker	καρκίνο	kanker	καρκίνος	N;SG	N;ACC;MASC;SG
kaas	τυρί	kaas	τυρί	N;SG	N;NOM;NEUT;SG
waters	ύδατα	waters	ύδωρ	N;PL	N;NOM;NEUT;PL
waters	νερά	waters	νερό	N;PL	N;NOM;NEUT;PL
verantwoordelikheid	ευθύνη	verantwoordelikheid	ευθύνη	N;SG	N;ACC;FEM;SG
verantwoordelikheid	υπευθυνότητα	verantwoordelikheid	υπευθυνότητα	N;SG	N;ACC;FEM;SG
kopiereg	αντιγραφή	kopiereg	αντιγραφή	N;SG	N;NOM;FEM;SG
kopiereg	αντίγραφο	kopiereg	αντίγραφο	N;SG	N;NOM;NEUT;SG
navo	νατο	navo	νατος	N;SG	N
wetenskappe	επιστήμες	wetenskap	επιστήμα	N;PL	N;NOM;FEM;PL
fout	λάθος	fout	λάθος	N;SG	N;NOM;NEUT;SG
fout	μπαγκ	fout	μπαγκ	N;SG	N
fout	έντομο	fout	έντομο	N;SG	N;NOM;NEUT;SG
fout	κοριός	fout	κοριός	N;SG	N;NOM;MASC;SG
fout	λάθος	fout	λάθος	N;SG	N;NOM;NEUT;SG
fout	σφάλμα	fout	σφάλμα	N;SG	N;NOM;NEUT;SG
rondte	στρογγυλό	rondte	στρογγυλός	N;SG	N;NOM;NEUT;SG
rondte	γύρο	rondte	γύρος	N;SG	N;ACC;MASC;SG
rondte	γύρος	rondte	γύρος	N;SG	N;NOM;MASC;SG
geleef	έζησα	leef	έζησα	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
geleef	έζησε	leef	φήνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
geleef	έζησαν	leef	χάνω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
geleef	ζούσε	leef	ζωύνω	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
bodem	πάτος	bodem	πάτος	N;SG	N;NOM;NEUT;SG
bodem	βυθό	bodem	βυθός	N;SG	N;NOM;NEUT;SG
potensiaal	δυναμικό	potensiaal	δυναμικός	N;SG	N;NOM;NEUT;SG
doeltreffende	αποτελεσματική	doeltreffend	αποτελεσματικός	ADJ;NOM	ADJ;NOM;FEM;SG
doeltreffende	αποτελεσματικό	doeltreffend	αποτελεσματικός	ADJ;NOM	ADJ;NOM;NEUT;SG
doeltreffende	αποδοτικό	doeltreffend	αποδοτικός	ADJ;NOM	ADJ;NOM;NEUT;SG
doeltreffende	αποδοτική	doeltreffend	αποδοτικός	ADJ;NOM	ADJ;NOM;FEM;SG
salaris	μισθός	salaris	μισθός	N;SG	N;NOM;MASC;SG
salaris	μισθό	salaris	μισθός	N;SG	N;NOM;NEUT;SG
toestelle	συσκευές	toestel	συσκευά	N;PL	N;NOM;FEM;PL
toestelle	συσκευές	toestel	συσκευά	N;PL	N;NOM;FEM;PL
bevestiging	επιβεβαίωση	bevestiging	επιβεβαίωση	N;SG	N;NOM;FEM;SG
korrek	σωστά	korrek	σωστά	ADV	ADV
vergaderings	συσκέψεις	vergadering	σύσκεψη	N;PL	N;NOM;FEM;PL
vergaderings	συναντήσεις	vergadering	συνάντηση	N;PL	N;NOM;FEM;PL
vergaderings	συνεδριάσεις	vergadering	συνεδρίαση	N;PL	N;NOM;FEM;PL
vergaderings	σύνοδοι	vergadering	σύνοδος	N;PL	N;NOM;FEM;PL
