som	像	som	像	ADP	ADP
retningslinjer	政策	retningslinje	政策	N;INDF;FEM;PL	N
unionen	聯盟	union	聯盟	N;DEF;MASC;SG	N
unionen	工會	union	工會	N;DEF;MASC;SG	N
hund	犬	hund	犬	N;INDF;MASC;SG	N
hund	狗	hund	狗	N;INDF;MASC;SG	N
never	拳頭	never	拳頭	N;INDF;SG	N
gods	產業	gods	產業	N;INDF;NEUT;SG	N
gods	邨	gods	邨	N;INDF;NEUT;SG	N
singler	單曲	single	單曲	N;INDF;FEM;PL	N
singler	單打	single	單打	N;INDF;FEM;PL	N
sykling	單車	sykling	單車	N;INDF;FEM;SG	N
kjemisk	化學	kjemisk	化學	N;INDF;MASC;SG	N
kjemisk	化學	kjemisk	化學	N;INDF;MASC;SG	N
harde	苛刻	hard	苛刻	ADJ;PL	ADJ
harde	嚴酷	hard	嚴酷	ADJ;PL	ADJ
forhindre	防止	forhindre	防止	V;NFIN	V
pund	鎊	pund	鎊	N;INDF;NEUT;SG	N
pund	磅	pund	磅	N;INDF;NEUT;SG	N
pund	磅	pund	磅	N;INDF;NEUT;SG	N
son	兒子	son	兒子	N;INDF;MASC;SG	N
orchestra	管弦	orchestre	管弦	N;INDF;NEUT;SG	N
orchestra	樂團	orchestre	樂團	N;INDF;NEUT;SG	N
politi	警方	politi	警方	N;INDF;NEUT;SG	N
politi	警務	politi	警務	N;INDF;NEUT;SG	N
politi	警察	politi	警察	N;INDF;NEUT;SG	N
northern	北方	northern	北方	N;INDF;NEUT;SG	N
northern	北部	northern	北部	N;INDF;NEUT;SG	N
prince	王子	prince	王子	N	N
prince	太子	prince	太子	N	N
prince	親王	prince	親王	N	N
bokstaver	信	bokstaver	信	N;INDF;NEUT;PL	N
bokstaver	字母	bokstaver	字母	N;INDF;NEUT;PL	N
bokstaver	信件	bokstaver	信件	N;INDF;NEUT;PL	N
tempo	節奏	tempo	節奏	N;INDF;NEUT;SG	N
tempo	拍子	tempo	拍子	N;INDF;NEUT;SG	N
nederst	下方	nederst	下方	N;INDF;MASC;SG	N
nederst	底	nederst	底	N;INDF;MASC;SG	N
nederst	底部	nederst	底部	N;INDF;MASC;SG	N
nederst	底下	nederst	底下	N;INDF;MASC;SG	N
færre	更少	få	更少	ADJ;CMPR	ADJ
færre	少	få	少	ADJ;CMPR	ADJ
effektiv	高	effektiv	高	ADJ;INDF;SG	ADJ
volume	體積	volum	體積	N;INDF;NEUT;SG	N
volume	音量	volum	音量	N;INDF;NEUT;SG	N
gutt	男孩	gu	男孩	N;INDF;MASC;SG	N
gutt	小孩	gu	小孩	N;INDF;MASC;SG	N
himmelen	天國	himmel	天國	N;DEF;MASC;SG	N
himmelen	天堂	himmel	天堂	N;DEF;MASC;SG	N
himmelen	天空	himmel	天空	N;DEF;MASC;SG	N
etasje	下限	etasje	下限	N;INDF;MASC;SG	N
etasje	地板	etasje	地板	N;INDF;MASC;SG	N
forbedre	改進	forbedre	改進	V;IMP;NFIN	V
forbedre	改善	forbedre	改善	V;IMP;NFIN	V
forbedre	改進	forbedre	改進	V;IMP;NFIN	V
forbedre	改善	forbedre	改善	V;IMP;NFIN	V
ber	祈	be	祈	V;IND;PRS;FIN	V
tempelet	神廟	tempel	神廟	N;DEF;NEUT;SG	N
tempelet	寺	tempel	寺	N;DEF;NEUT;SG	N
tempelet	寺廟	tempel	寺廟	N;DEF;NEUT;SG	N
tempelet	廟	tempel	廟	N;DEF;NEUT;SG	N
tempelet	聖殿	tempel	聖殿	N;DEF;NEUT;SG	N
nyheter	新聞	nyhet	新聞	N;INDF;FEM;PL	N
beskjed	留言	beskjed	留言	N;INDF;FEM;SG	N
beskjed	訊息	beskjed	訊息	N;INDF;FEM;SG	N
beskjed	信件	beskjed	信件	N;INDF;FEM;SG	N
årsak	理由	årsak	理由	N;INDF;FEM;SG	N
årsak	理性	årsak	理性	N;INDF;FEM;SG	N
årsak	原因	årsak	原因	N;INDF;FEM;SG	N
årsak	原因	årsak	原因	N;INDF;FEM;SG	N
matematiker	數學	matematike	數學	N;INDF;MASC;SG	N
dynasti	朝代	dynasti	朝代	N;INDF;NEUT;SG	N
dynasti	王朝	dynasti	王朝	N;INDF;NEUT;SG	N
definisjon	定義	definisjon	定義	N;INDF;MASC;SG	N
konkurs	破產	konkurs	破產	N;INDF;MASC;SG	N
styrmann	舵手	styrmann	舵手	N;INDF;MASC;SG	N
bonde	農民	bonde	農民	N;INDF;MASC;SG	N
bonde	農夫	bonde	農夫	N;INDF;MASC;SG	N
kriterier	標準	kriterium	標準	N;INDF;NEUT;PL	N
lyn	閃電	lyn	閃電	N;INDF;NEUT;SG	N
lyn	電光	lyn	電光	N;INDF;NEUT;SG	N
kino	電影	kino	電影	N;INDF;MASC;SG	N
kino	電影	kino	電影	N;INDF;MASC;SG	N
kino	戲院	kino	戲院	N;INDF;MASC;SG	N
kino	電影	kino	電影	N;INDF;MASC;SG	N
golf	高爾夫	golf	高爾夫	N;INDF;MASC;SG	N
vin	酒	vin	酒	N;INDF;MASC;SG	N
vin	葡萄	vin	葡萄	N;INDF;MASC;SG	N
mønster	圖案	mønster	圖案	N;INDF;NEUT;SG	N
mønster	格局	mønster	格局	N;INDF;NEUT;SG	N
mønster	模式	mønster	模式	N;INDF;NEUT;SG	N
mønster	格局	mønster	格局	N;INDF;NEUT;SG	N
mønster	模式	mønster	模式	N;INDF;NEUT;SG	N
southern	南部	southern	南部	N;INDF;NEUT;SG	N
taket	屋頂	tak	屋頂	N;DEF;NEUT;SG	N
rollene	作用	rolle	作用	N;DEF;FEM;PL	N
rollene	角色	rolle	角色	N;DEF;FEM;PL	N
rute	路線	rute	路線	N;INDF;FEM;SG	N
trening	培訓	trening	培訓	N;INDF;FEM;SG	N
trening	鍛鍊	trening	鍛鍊	N;INDF;FEM;SG	N
trening	健身	trening	健身	N;INDF;FEM;SG	N
trening	演習	trening	演習	N;INDF;FEM;SG	N
trening	鍛鍊	trening	鍛鍊	N;INDF;FEM;SG	N
technology	技術	technology	技術	N	N
technology	科技	technology	科技	N	N
klær	服裝	klær	服裝	N;INDF;NEUT;SG	N
klær	衣物	klær	衣物	N;INDF;NEUT;SG	N
klær	衣服	klær	衣服	N;INDF;NEUT;SG	N
klær	服裝	klær	服裝	N;INDF;NEUT;SG	N
klær	衣物	klær	衣物	N;INDF;NEUT;SG	N
klær	衣服	klær	衣服	N;INDF;NEUT;SG	N
antikkens	古代	antikk	古代	N;GEN;DEF;MASC;SG	N
ruter	路線	rute	路線	N;INDF;FEM;PL	N
ventet	預期	vent	預期	N;DEF;NEUT;SG	N
utstillinger	展覽	utstilling	展覽	N;INDF;FEM;PL	N
utstillinger	展覽	utstilling	展覽	N;INDF;FEM;PL	N
utstillinger	展覽	utstilling	展覽	N;INDF;FEM;PL	N
utstillinger	展品	utstilling	展品	N;INDF;FEM;PL	N
kongressen	國會	kongress	國會	N;DEF;MASC;SG	N
endrer	改變	endre	改變	V;IND;PRS;FIN	V
hertugdømmet	公國	hertugdøm	公國	N;DEF;NEUT;SG	N
leiren	難民	leir	難民	N;DEF;MASC;SG	N
leiren	營	leir	營	N;DEF;MASC;SG	N
leiren	營地	leir	營地	N;DEF;MASC;SG	N
butikker	店鋪	butikke	店鋪	N;INDF;FEM;PL	N
butikker	商店	butikke	商店	N;INDF;FEM;PL	N
heat	熱火	heat	熱火	N;INDF;NEUT;SG	N
heat	熱力	heat	熱力	N;INDF;NEUT;SG	N
heat	熱量	heat	熱量	N;INDF;NEUT;SG	N
soldat	戰士	soldat	戰士	N;INDF;MASC;SG	N
soldat	兵	soldat	兵	N;INDF;MASC;SG	N
soldat	士兵	soldat	士兵	N;INDF;MASC;SG	N
soldat	軍人	soldat	軍人	N;INDF;MASC;SG	N
provinser	省	provinser	省	N;INDF;MASC;SG	N
provinser	省省	provinser	省省	N;INDF;MASC;SG	N
provinser	省份	provinser	省份	N;INDF;MASC;SG	N
provinser	省份	provinser	省份	N;INDF;MASC;SG	N
provinser	各省	provinser	各省	N;INDF;MASC;SG	N
final	決賽	final	決賽	N;INDF;MASC;SG	N
maskin	機械	maskin	機械	N;INDF;FEM;SG	N
maskin	機	maskin	機	N;INDF;FEM;SG	N
maskin	機器	maskin	機器	N;INDF;FEM;SG	N
fremtiden	今後	fremtid	今後	N;DEF;MASC;SG	N
fremtiden	將來	fremtid	將來	N;DEF;MASC;SG	N
fremtiden	未來	fremtid	未來	N;DEF;MASC;SG	N
now	現在	now	現在	N;INDF;MASC;SG	N
bolig	住宅	bolig	住宅	N;INDF;MASC;SG	N
bolig	居所	bolig	居所	N;INDF;MASC;SG	N
bolig	住房	bolig	住房	N;INDF;MASC;SG	N
bolig	住宅	bolig	住宅	N;INDF;MASC;SG	N
motiv	動機	motiv	動機	N;INDF;NEUT;SG	N
tilfeldig	隨機	tilfeldig	隨機	ADJ;INDF;NEUT;SG	ADJ
traff	遇見	traff	遇見	V;IND;PST;FIN	V
arrangement	種族	arrangement	種族	N;INDF;NEUT;SG	N
arrangement	事件	arrangement	事件	N;INDF;NEUT;SG	N
arrangement	活動	arrangement	活動	N;INDF;NEUT;SG	N
tegner	繪圖	tegn	繪圖	N;INDF;FEM;PL	N
tegner	圖畫	tegn	圖畫	N;INDF;FEM;PL	N
tegner	繪畫	tegn	繪畫	N;INDF;FEM;PL	N
tegner	素	tegn	素	N;INDF;FEM;PL	N
dark	黑	dark	黑	N;INDF;SG	N
dark	暗	dark	暗	N;INDF;SG	N
dark	黑暗	dark	黑暗	N;INDF;SG	N
freden	和平	fred	和平	N;DEF;MASC;SG	N
business	企業	business	企業	N;INDF;MASC;SG	N
business	業務	business	業務	N;INDF;MASC;SG	N
business	商業	business	商業	N;INDF;MASC;SG	N
business	商務	business	商務	N;INDF;MASC;SG	N
merk	標示	merk	標示	V;IMP;FIN	V
troppen	班長	tropp	班長	N;DEF;MASC;SG	N
troppen	小隊	tropp	小隊	N;DEF;MASC;SG	N
assistent	助手	assistent	助手	N;INDF;MASC;SG	N
assistent	助理	assistent	助理	N;INDF;MASC;SG	N
presten	祭司	prest	祭司	N;DEF;MASC;SG	N
wild	狂	wild	狂	N;INDF;MASC;SG	N
wild	野性	wild	野性	N;INDF;MASC;SG	N
wild	野生	wild	野生	N;INDF;MASC;SG	N
arrangør	主機	arrangør	主機	N;INDF;MASC;SG	N
arrangør	托管	arrangør	托管	N;INDF;MASC;SG	N
arrangør	主機	arrangør	主機	N;INDF;MASC;SG	N
flate	平面	flate	平面	N;INDF;NEUT;SG	N
flate	公寓	flate	公寓	N;INDF;NEUT;SG	N
rester	剩菜	rest	剩菜	N;INDF;FEM;PL	N
baby	嬰兒	baby	嬰兒	N;INDF;MASC;SG	N
baby	寶貝	baby	寶貝	N;INDF;MASC;SG	N
baby	寶寶	baby	寶寶	N;INDF;MASC;SG	N
funksjonen	功能	funksjon	功能	N;DEF;MASC;SG	N
funksjonen	特色	funksjon	特色	N;DEF;MASC;SG	N
funksjonen	特徵	funksjon	特徵	N;DEF;MASC;SG	N
age	年紀	age	年紀	N;INDF;MASC;SG	N
age	年齡	age	年齡	N;INDF;MASC;SG	N
microsoft	微	microsoft	微	N;INDF;NEUT;SG	N
hemmelig	秘密	hemmelig	秘密	N;INDF;MASC;SG	N
utstilling	展覽	utstilling	展覽	N;INDF;FEM;SG	N
utstilling	展品	utstilling	展品	N;INDF;FEM;SG	N
utstilling	展覽	utstilling	展覽	N;INDF;FEM;SG	N
utstilling	展	utstilling	展	N;INDF;FEM;SG	N
utstilling	展覽	utstilling	展覽	N;INDF;FEM;SG	N
ild	消防	ild	消防	N;INDF;MASC;SG	N
ild	火	ild	火	N;INDF;MASC;SG	N
ild	火災	ild	火災	N;INDF;MASC;SG	N
temaer	主題	tema	主題	N;INDF;MASC;PL	N
temaer	題目	tema	題目	N;INDF;MASC;PL	N
temaer	議題	tema	議題	N;INDF;MASC;PL	N
temaer	專題	tema	專題	N;INDF;MASC;PL	N
temaer	主題	tema	主題	N;INDF;MASC;PL	N
portrett	畫像	portrett	畫像	N;INDF;NEUT;SG	N
portrett	肖像	portrett	肖像	N;INDF;NEUT;SG	N
alfabetet	字母	alfabetet	字母	N;INDF;MASC;SG	N
hest	馬	hest	馬	N;INDF;MASC;SG	N
hest	馬匹	hest	馬匹	N;INDF;MASC;SG	N
mountain	山	mountain	山	N;INDF;NEUT;SG	N
mountain	山區	mountain	山區	N;INDF;NEUT;SG	N
mountain	山地	mountain	山地	N;INDF;NEUT;SG	N
dybde	深度	dybde	深度	N;INDF;NEUT;SG	N
inspirasjon	激勵	inspirasjon	激勵	N;INDF;MASC;SG	N
inspirasjon	靈感	inspirasjon	靈感	N;INDF;MASC;SG	N
hester	馬	hester	馬	N;INDF;FEM;PL	N
hester	馬匹	hester	馬匹	N;INDF;FEM;PL	N
erstatning	損壞	erstatning	損壞	N;INDF;FEM;SG	N
erstatning	損害	erstatning	損害	N;INDF;FEM;SG	N
motstander	對手	motstand	對手	N;INDF;MASC;SG	N
borgere	市民	borgere	市民	N;INDF;FEM;SG	N
borgere	公民	borgere	公民	N;INDF;FEM;SG	N
vellykket	成功	vellykk	成功	N;DEF;NEUT;SG	N
vellykket	成功	vellykk	成功	N;DEF;NEUT;SG	N
tekniker	技師	teknike	技師	N;INDF;MASC;SG	N
tekniker	技工	teknike	技工	N;INDF;MASC;SG	N
oppløsning	決議	oppløsning	決議	N;INDF;FEM;SG	N
morgen	早晨	morg	早晨	N;DEF;MASC;SG	N
morgen	早上	morg	早上	N;DEF;MASC;SG	N
morgen	上午	morg	上午	N;DEF;MASC;SG	N
demning	壩	demning	壩	N;INDF;FEM;SG	N
demning	水電	demning	水電	N;INDF;FEM;SG	N
demning	水庫	demning	水庫	N;INDF;FEM;SG	N
demning	大壩	demning	大壩	N;INDF;FEM;SG	N
demning	水壩	demning	水壩	N;INDF;FEM;SG	N
sex	性別	sex	性別	N;INDF;MASC;SG	N
sex	性	sex	性	N;INDF;MASC;SG	N
sex	性	sex	性	N;INDF;MASC;SG	N
sex	性	sex	性	N;INDF;MASC;SG	N
angitt	集	angitt	集	N;INDF;MASC;SG	N
programvare	軟體	programvare	軟體	N;INDF;FEM;SG	N
ideer	想法	idé	想法	N;INDF;MASC;PL	N
klubbene	俱樂部	klubbe	俱樂部	N;DEF;FEM;PL	N
moon	月球	moon	月球	N;INDF;SG	N
moon	月亮	moon	月亮	N;INDF;SG	N
moon	月	moon	月	N;INDF;SG	N
koden	密碼	kode	密碼	N;DEF;MASC;SG	N
koden	編碼	kode	編碼	N;DEF;MASC;SG	N
koden	碼	kode	碼	N;DEF;MASC;SG	N
fødsel	生育	fødsel	生育	N;INDF;MASC;SG	N
papir	紙	papir	紙	N;INDF;NEUT;SG	N
papir	紙張	papir	紙張	N;INDF;NEUT;SG	N
papir	論文	papir	論文	N;INDF;NEUT;SG	N
diskutere	討論	diskutere	討論	V;NFIN	V
opptreden	績效	opptred	績效	N;DEF;MASC;SG	N
opptreden	業績	opptred	業績	N;DEF;MASC;SG	N
foss	瀑布	foss	瀑布	N;INDF;MASC;SG	N
fiender	仇人	fiende	仇人	N;INDF;MASC;SG	N
arbeidere	工人	arbeidere	工人	N;INDF;FEM;SG	N
snø	下雪	snø	下雪	N;INDF;MASC;SG	N
council	安理	council	安理	N	N
observatory	天文	observatory	天文	N;INDF;MASC;SG	N
skala	比例尺	skal	比例尺	N;DEF;NEUT;PL	N
skala	規模	skal	規模	N;DEF;NEUT;PL	N
kommunestyret	安理	kommunestyre	安理	N;DEF;NEUT;SG	N
wolf	狼	wolf	狼	N;INDF;MASC;SG	N
ruten	路線	rut	路線	N;DEF;MASC;SG	N
boliger	住宅	boliger	住宅	N;INDF;MASC;SG	N
boliger	官邸	boliger	官邸	N;INDF;MASC;SG	N
boliger	住房	boliger	住房	N;INDF;MASC;SG	N
øyeblikket	時刻	øyeblikk	時刻	N;DEF;NEUT;SG	N
metall	金屬	metall	金屬	N;INDF;NEUT;SG	N
fantasy	幻想	fantasy	幻想	N;INDF;MASC;SG	N
forskjeller	差異	forskjelle	差異	N;INDF;MASC;PL	N
forskjeller	差額	forskjelle	差額	N;INDF;MASC;PL	N
forskjeller	分歧	forskjelle	分歧	N;INDF;MASC;PL	N
bmw	寶馬	bmw	寶馬	N;INDF;MASC;SG	N
bøndene	農民	bonde	農民	N;DEF;MASC;PL	N
solo	獨唱	solo	獨唱	N;INDF;MASC;SG	N
farlig	危險	farlig	危險	ADJ;INDF;NEUT;SG	ADJ
oppfatning	意見	oppfatning	意見	N;INDF;FEM;SG	N
skjold	盾牌	skjold	盾牌	N;INDF;NEUT;SG	N
minutt	分鐘	minutt	分鐘	N;INDF;NEUT;SG	N
løs	鬆散	løs	鬆散	N;INDF;MASC;SG	N
svak	虛弱	svak	虛弱	ADJ;INDF;NEUT;SG	ADJ
svak	軟弱	svak	軟弱	ADJ;INDF;NEUT;SG	ADJ
svak	薄弱	svak	薄弱	ADJ;INDF;NEUT;SG	ADJ
site	網站	sitje	網站	N;INDF;MASC;SG	N
site	工地	sitje	工地	N;INDF;MASC;SG	N
posten	郵件	post	郵件	N;DEF;MASC;SG	N
posten	郵寄	post	郵寄	N;DEF;MASC;SG	N
posten	信件	post	信件	N;DEF;MASC;SG	N
review	審查	review	審查	N	N
sound	聲音	sound	聲音	N;INDF;NEUT;SG	N
sound	音效	sound	音效	N;INDF;NEUT;SG	N
vedlikehold	維護	vedlikehold	維護	N;INDF;NEUT;SG	N
butler	管家	butle	管家	N;INDF;MASC;SG	N
tower	塔	towe	塔	N;INDF;NEUT;SG	N
tower	塔台	towe	塔台	N;INDF;NEUT;SG	N
flott	偉大	flott	偉大	ADJ;INDF;NEUT;SG	ADJ
sjekkliste	清單	sjekkliste	清單	N;INDF;MASC;SG	N
biblioteket	圖書	bibliotek	圖書	N;DEF;NEUT;SG	N
eiendommer	屬性	eiendom	屬性	N;INDF;MASC;PL	N
identitet	身分	identitet	身分	N;INDF;MASC;SG	N
identitet	身份	identitet	身份	N;INDF;MASC;SG	N
vennlig	友軍	vennlig	友軍	N;INDF;MASC;SG	N
vennlig	友好	vennlig	友好	N;INDF;MASC;SG	N
vennlig	友善	vennlig	友善	N;INDF;MASC;SG	N
utnytter	剝削	utnytter	剝削	N;INDF;FEM;PL	N
utnytter	槓桿	utnytter	槓桿	N;INDF;FEM;PL	N
field	欄位	field	欄位	N;INDF;NEUT;SG	N
fungerende	演技	fungerende	演技	N;INDF;NEUT;SG	N
bevare	保全	bevare	保全	N;INDF;NEUT;SG	N
demokrati	民主	demokrati	民主	N;INDF;NEUT;SG	N
betong	水泥	betong	水泥	N;INDF;MASC;SG	N
prestegjeld	教區	prestegjeld	教區	N;INDF;NEUT;SG	N
ødelegge	消滅	ødelegge	消滅	V;IMP;FIN	V
ødelegge	摧毀	ødelegge	摧毀	V;IMP;FIN	V
ødelegge	寵壞	ødelegge	寵壞	V;IMP;FIN	V
allianse	聯盟	allianse	聯盟	N;INDF;MASC;SG	N
allianse	同盟	allianse	同盟	N;INDF;MASC;SG	N
materialer	物料	materiale	物料	N;INDF;NEUT;SG	N
materialer	材料	materiale	材料	N;INDF;NEUT;SG	N
doctor	醫師	doctor	醫師	N	N
doctor	醫生	doctor	醫生	N	N
doctor	博士	doctor	博士	N	N
turneringer	錦標	turneringer	錦標	N;INDF;FEM;PL	N
myndighet	權威	myndighet	權威	N;INDF;FEM;SG	N
popularitet	人氣	popularitet	人氣	N;INDF;MASC;SG	N
katalog	編目	katalog	編目	N;INDF;MASC;SG	N
effektivt	高	effektiv	高	ADJ;INDF;NEUT;SG	ADJ
effektivt	高	effektiv	高	ADJ;INDF;NEUT;SG	ADJ
idrett	體育	idrett	體育	N;INDF;MASC;SG	N
idrett	運動	idrett	運動	N;INDF;MASC;SG	N
idrett	體育	idrett	體育	N;INDF;MASC;SG	N
idrett	運動	idrett	運動	N;INDF;MASC;SG	N
champions	冠軍	champions	冠軍	N	N
tømmer	木材	tømme	木材	N;INDF;FEM;PL	N
tømmer	木材	tømme	木材	N;INDF;FEM;PL	N
samarbeide	合作	samarbeide	合作	V;NFIN	V
tennis	網球	tennis	網球	N;INDF;MASC;SG	N
movie	電影	movie	電影	N;INDF	N
movie	影片	movie	影片	N;INDF	N
kontrollere	控制	kontrollere	控制	V;NFIN	V
kontrollere	控制	kontrollere	控制	V;NFIN	V
kompani	公司	kompani	公司	N;INDF;NEUT;SG	N
dronningen	女王	dronning	女王	N;DEF;MASC;SG	N
dronningen	皇后	dronning	皇后	N;DEF;MASC;SG	N
dronningen	王后	dronning	王后	N;DEF;MASC;SG	N
dagene	日子	dag	日子	N;DEF;FEM;PL	N
dagene	天數	dag	天數	N;DEF;FEM;PL	N
femten	十五	femten	十五	NUM;PL	NUM
uken	星期	uken	星期	N;INDF;MASC;SG	N
uken	週	uken	週	N;INDF;MASC;SG	N
enheten	裝置	enhet	裝置	N;DEF;MASC;SG	N
rikt	豐富	rik	豐富	ADJ;INDF;NEUT;SG	ADJ
oldtidens	古代	oldtid	古代	N;GEN;DEF;MASC;SG	N
entertainment	娛樂	entertainment	娛樂	N;INDF;NEUT;SG	N
frykt	恐懼	frykt	恐懼	N;INDF;FEM;SG	N
null	零	null	零	NUM;PL	NUM
forenklet	簡體	forenkl	簡體	N;DEF;NEUT;SG	N
overlevende	生	overlevende	生	N;INDF;MASC;SG	N
overlevende	生	overlevende	生	N;INDF;MASC;SG	N
palasset	皇宮	palass	皇宮	N;DEF;NEUT;SG	N
palasset	宮殿	palass	宮殿	N;DEF;NEUT;SG	N
palasset	王宮	palass	王宮	N;DEF;NEUT;SG	N
palasset	宮廷	palass	宮廷	N;DEF;NEUT;SG	N
palasset	宮	palass	宮	N;DEF;NEUT;SG	N
ektemann	丈夫	ektemann	丈夫	N;INDF;MASC;SG	N
skatt	蜂蜜	skatt	蜂蜜	N;INDF;MASC;SG	N
skatt	稅務	skatt	稅務	N;INDF;MASC;SG	N
skatt	稅	skatt	稅	N;INDF;MASC;SG	N
skatt	稅	skatt	稅	N;INDF;MASC;SG	N
skatt	稅金	skatt	稅金	N;INDF;MASC;SG	N
skatt	稅務	skatt	稅務	N;INDF;MASC;SG	N
skatt	稅	skatt	稅	N;INDF;MASC;SG	N
skatt	稅	skatt	稅	N;INDF;MASC;SG	N
skatt	稅款	skatt	稅款	N;INDF;MASC;SG	N
kveld	晚間	kveld	晚間	N;INDF;MASC;SG	N
kveld	晚上	kveld	晚上	N;INDF;MASC;SG	N
kveld	傍晚	kveld	傍晚	N;INDF;MASC;SG	N
kveld	夜晚	kveld	夜晚	N;INDF;MASC;SG	N
kveld	晚上	kveld	晚上	N;INDF;MASC;SG	N
kveld	夜	kveld	夜	N;INDF;MASC;SG	N
ref	裁判	ref	裁判	N;INDF;NEUT;SG	N
lengden	長度	lengd	長度	N;DEF;MASC;SG	N
element	項目	element	項目	N;INDF;NEUT;SG	N
element	元素	element	元素	N;INDF;NEUT;SG	N
element	元件	element	元件	N;INDF;NEUT;SG	N
element	要件	element	要件	N;INDF;NEUT;SG	N
passet	護照	pass	護照	N;DEF;NEUT;SG	N
graver	墳	grav	墳	N;INDF;FEM;PL	N
graver	墓穴	grav	墓穴	N;INDF;FEM;PL	N
kallenavn	暱稱	kallenavn	暱稱	N;INDF;NEUT;SG	N
kallenavn	綽號	kallenavn	綽號	N;INDF;NEUT;SG	N
kallenavn	暱稱	kallenavn	暱稱	N;INDF;NEUT;SG	N
kallenavn	綽號	kallenavn	綽號	N;INDF;NEUT;SG	N
meninger	意見	mening	意見	N;INDF;FEM;PL	N
spenning	興奮	spenning	興奮	N;INDF;FEM;SG	N
early	早期	early	早期	N	N
metro	捷運	metro	捷運	N;INDF;MASC;SG	N
metro	地鐵	metro	地鐵	N;INDF;MASC;SG	N
hospital	醫院	hospital	醫院	N;INDF;MASC;SG	N
ytelse	績效	ytelse	績效	N;INDF;MASC;SG	N
ytelse	業績	ytelse	業績	N;INDF;MASC;SG	N
løytnant	中尉	løytnant	中尉	N;INDF;MASC;SG	N
motstandere	對手	motstandere	對手	N;INDF;FEM;SG	N
test	測試	test	測試	N;INDF;MASC;SG	N
test	試驗	test	試驗	N;INDF;MASC;SG	N
test	測驗	test	測驗	N;INDF;MASC;SG	N
test	測試	test	測試	N;INDF;MASC;SG	N
test	測驗	test	測驗	N;INDF;MASC;SG	N
test	檢驗	test	檢驗	N;INDF;MASC;SG	N
test	試驗	test	試驗	N;INDF;MASC;SG	N
smak	味道	smak	味道	N;INDF;MASC;SG	N
smak	味覺	smak	味覺	N;INDF;MASC;SG	N
smak	品味	smak	品味	N;INDF;MASC;SG	N
pictures	圖片	pictures	圖片	N;INDF;NEUT;SG	N
pictures	像片	pictures	像片	N;INDF;NEUT;SG	N
pictures	圖畫	pictures	圖畫	N;INDF;NEUT;SG	N
pictures	照片	pictures	照片	N;INDF;NEUT;SG	N
network	網路	network	網路	N;INDF;MASC;SG	N
network	網	network	網	N;INDF;MASC;SG	N
rettighetene	權利	rettigheten	權利	N;DEF;FEM;PL	N
monark	君主	monark	君主	N;INDF;MASC;SG	N
kjernen	核心	kjerne	核心	N;DEF;MASC;SG	N
danser	舞蹈	danse	舞蹈	N;INDF;MASC;SG	N
danser	舞動	danse	舞動	N;INDF;MASC;SG	N
danser	跳舞	danse	跳舞	N;INDF;MASC;SG	N
danser	舞	danse	舞	N;INDF;MASC;SG	N
krets	迴路	krets	迴路	N;INDF;MASC;SG	N
krets	電路	krets	電路	N;INDF;MASC;SG	N
elsker	戀愛	elsker	戀愛	N;INDF;FEM;PL	N
elsker	愛情	elsker	愛情	N;INDF;FEM;PL	N
smal	狹窄	smal	狹窄	ADJ;INDF;SG	ADJ
påstander	債權	påstand	債權	N;INDF;FEM;SG	N
korn	糧食	korn	糧食	N;INDF;NEUT;SG	N
korn	穀物	korn	穀物	N;INDF;NEUT;SG	N
korn	糧	korn	糧	N;INDF;NEUT;SG	N
turister	觀光	turister	觀光	N;INDF;MASC;PL	N
turister	遊客	turister	遊客	N;INDF;MASC;PL	N
walk	步行	walk	步行	N;INDF;MASC;SG	N
komplisert	複雜	komplisere	複雜	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
konseptet	構想	konsept	構想	N;DEF;NEUT;SG	N
konseptet	概念	konsept	概念	N;DEF;NEUT;SG	N
konseptet	理念	konsept	理念	N;DEF;NEUT;SG	N
dine	你	din	你	PRO;PL	PRO;2
talent	人	talent	人	N;INDF;NEUT;SG	N
talent	天才	talent	天才	N;INDF;NEUT;SG	N
talent	天賦	talent	天賦	N;INDF;NEUT;SG	N
mercedes	賓士	mercedes	賓士	N;INDF;MASC;SG	N
undertegnet	簽名	undertegn	簽名	N;DEF;NEUT;SG	N
budsjett	預算	budsjett	預算	N;INDF;NEUT;SG	N
mottar	接收	motte	接收	V;IND;PRS;FIN	V
mottar	接收	motte	接收	V;IND;PRS;FIN	V
alkohol	醇	alkohol	醇	N;INDF;MASC;SG	N
alkohol	酒精	alkohol	酒精	N;INDF;MASC;SG	N
alkohol	酒	alkohol	酒	N;INDF;MASC;SG	N
alkohol	酒類	alkohol	酒類	N;INDF;MASC;SG	N
hockey	曲棍	hockey	曲棍	N	N
hockey	冰球	hockey	冰球	N	N
songs	歌曲	song	歌曲	N;INDF;NEUT;SG	N
songs	歌	song	歌	N;INDF;NEUT;SG	N
radikale	激進	radikal	激進	ADJ;PL	ADJ
radikale	激進	radikal	激進	ADJ;PL	ADJ
gave	禮物	gave	禮物	N;INDF;MASC;SG	N
gave	禮品	gave	禮品	N;INDF;MASC;SG	N
gave	天賦	gave	天賦	N;INDF;MASC;SG	N
kjøretøy	車輛	kjøretøy	車輛	N;INDF;NEUT;SG	N
