dari	سے	dari	سے	ADP	ADP
baris	راستہ	baris	راستہ	N;SG	N;NOM;MASC;SG;3
baris	افسانہ	baris	افسانہ	N;SG	N;NOM;MASC;SG;3
baris	موافقت	baris	موافقت	N;SG	N;NOM;MASC;SG;3
baris	ذریعہ	baris	ذریعہ	N;SG	N;NOM;MASC;SG;3
baris	سمت	baris	سمت	N;SG	N;NOM;MASC;SG;3
baris	رُخ	baris	رُخ	N;SG	N;NOM;MASC;SG;3
baris	راستہ	baris	راستہ	N;SG	N;NOM;MASC;SG;3
baris	افسانہ	baris	افسانہ	N;SG	N;NOM;MASC;SG;3
baris	لکیر	baris	لکیر	N;SG	N;NOM;MASC;SG;3
baris	موافقت	baris	موافقت	N;SG	N;NOM;MASC;SG;3
baris	شورش	baris	شورش	N;SG	N;NOM;MASC;SG;3
baris	شورش	baris	شورش	N;SG	N;NOM;MASC;SG;3
baris	قطار	baris	قطار	N;SG	N;NOM;MASC;SG;3
jahat	زخمی	jahat	زخمی	ADJ;SG	ADJ
jahat	شدید	jahat	شدید	ADJ;SG	ADJ
jahat	ناکارہ	jahat	ناکارہ	ADJ;SG	ADJ
jahat	نامساعد	jahat	نامساعد	ADJ;SG	ADJ
jahat	گھٹیا	jahat	گھٹیا	ADJ;SG	ADJ
jahat	ناکافی	jahat	ناکافی	ADJ;SG	ADJ
jahat	ناسازگار	jahat	ناسازگار	ADJ;SG	ADJ
jahat	نادم	jahat	نادم	ADJ;SG	ADJ
jahat	بدتمیز	jahat	بدتمیز	ADJ;SG	ADJ
jahat	عمدہ	jahat	عمدہ	ADJ;SG	ADJ
jahat	شرمندہ	jahat	شرمندہ	ADJ;SG	ADJ
jahat	بیمار	jahat	بیمار	ADJ;SG	ADJ
jahat	پُرآزار	jahat	پُرآزار	ADJ;SG	ADJ
jahat	پُرآزار	jahat	پُرآزار	ADJ;SG	ADJ
jahat	خبیث	jahat	خبیث	ADJ;SG	ADJ
jahat	ناخوشگوار	jahat	ناخوشگوار	ADJ;SG	ADJ
jahat	ناپسندیدہ	jahat	ناپسندیدہ	ADJ;SG	ADJ
jahat	ناخوشگوار	jahat	ناخوشگوار	ADJ;SG	ADJ
jahat	ناپسندیدہ	jahat	ناپسندیدہ	ADJ;SG	ADJ
pembukaan	ابتدا	penbukaan	ابتدا	N;SG	N;NOM;MASC;SG;3
perbaikan	شہرت	perbaikan	شہرت	N;SG	N;NOM;FEM;SG;3
perbaikan	رجوع	perbaikan	رجوع	N;SG	N;NOM;MASC;SG;3
perbaikan	رسائی	perbaikan	رسائی	N;SG	N;NOM;MASC;SG;3
perbaikan	مرجع	perbaikan	مرجع	N;SG	N;NOM;MASC;SG;3
perbaikan	مقبولیت	perbaikan	مقبولیت	N;SG	N;NOM;MASC;SG;3
perbaikan	اضافہ	perbaikan	اضافہ	N;SG	N;NOM;MASC;SG;3
perbaikan	اصلاح	perbaikan	اصلاح	N;SG	N;NOM;MASC;SG;3
perbaikan	ترقی	perbaikan	ترقی	N;SG	N;NOM;FEM;SG;3
sayang	شہد	sayang	شہد	N;SG	N;NOM;MASC;SG;3
sayang	حیرت	sayang	حیرت	N;SG	N;NOM;MASC;SG;3
sayang	خوف	sayang	خوف	N;SG	N;NOM;MASC;SG;3
sayang	حیرت	sayang	حیرت	N;SG	N;NOM;MASC;SG;3
sayang	خوف	sayang	خوف	N;SG	N;NOM;MASC;SG;3
sayang	اختراع	sayang	اختراع	N;SG	N;NOM;MASC;SG;3
sayang	منصب	sayang	منصب	N;SG	N;NOM;MASC;SG;3
bunuh	بجھانا	bunuh	بجھا	V;SG;ACT	V;MASC;SG;NFIN;ACT
pendudukan	عملداری.	pendudukan	عملداریؤ	N;SG	N;NOM;MASC;SG;3
pendudukan	کاروبار	pendudukan	کاروبار	N;SG	N;NOM;MASC;SG;3
pendudukan	قبضہ	pendudukan	قبضہ	N;SG	N;NOM;MASC;SG;3
pendudukan	روزگار	pendudukan	روزگار	N;SG	N;NOM;MASC;SG;3
pendudukan	عملداری.	pendudukan	عملداریؤ	N;SG	N;NOM;MASC;SG;3
pendudukan	کاروبار	pendudukan	کاروبار	N;SG	N;NOM;MASC;SG;3
pendudukan	قبضہ	pendudukan	قبضہ	N;SG	N;NOM;MASC;SG;3
pendudukan	دخل	pendudukan	دخل	N;SG	N;NOM;MASC;SG;3
pendudukan	روزگار	pendudukan	روزگار	N;SG	N;NOM;MASC;SG;3
konsentrasi	قوت	konsentrasi	قوت	N;SG	N;NOM;FEM;SG;3
pers	اخبار	pers	اخبار	N;SG	N;NOM;MASC;SG;3
terkemuka	رہنمائی	terkemuka	رہنمائی	N;SG;PASS	N;NOM;FEM;SG;3
terkemuka	ہدایت	terkemuka	ہدایت	N;SG;PASS	N;NOM;FEM;SG;3
ujian	امتحان	ujian	امتحان	N;SG	N;NOM;MASC;SG;3
ujian	آزمائش	ujian	آزمائش	N;SG	N;NOM;MASC;SG;3
ujian	امتحان	ujian	امتحان	N;SG	N;NOM;MASC;SG;3
pengertian	اندازہ	pengertian	اندازہ	N;SG	N;NOM;MASC;SG;3
pengertian	تصوّر	pengertian	تصوّر	N;SG	N;NOM;MASC;SG;3
pengertian	رجحان	pengertian	رجحان	N;SG	N;NOM;MASC;SG;3
pengertian	مفاہمت	pengertian	مفاہمت	N;SG	N;NOM;MASC;SG;3
pengertian	معاہدہ	pengertian	معاہدہ	N;SG	N;NOM;MASC;SG;3
melaporkan	بتانا	menlaporkan	بتا	V;SG;ACT	V;MASC;SG;NFIN;ACT
menuntut	مانگنا	mentuntut	مانگ	V;SG;ACT	V;MASC;SG;NFIN;ACT
kuningan	نقدی	kuningan	نقدی	N;SG	N;NOM;FEM;SG;3
kuningan	پیتلی	kuningan	پیتلی	N;SG	N;NOM;MASC;SG;3
kuningan	رقم	kuningan	رقم	N;SG	N;NOM;MASC;SG;3
perumahan	چائے	penrumahan	چائے	N;SG	N;NOM;MASC;SG;3
perumahan	ربڑ	penrumahan	ربڑ	N;SG	N;NOM;MASC;SG;3
akun	بیان	akun	بیان	N;SG	N;NOM;MASC;SG;3
kau	آپ	kau	آپ	PRO;SG;2;INFM	PRO;ACC
ritual	رواج	ritual	رواج	N	N;NOM;MASC;SG;3
ritual	ریت	ritual	ریت	N	N;NOM;MASC;SG;3
ekspedisi	جستجو	ekspedisi	جستجو	N	N;NOM;MASC;SG;3
keenam	چھٹا	keenam	چھٹا	NUM	NUM
kekalahan	شکست	kekalahan	شکست	N;SG	N;NOM;FEM;SG;3
kekalahan	شکست	kekalahan	شکست	N;SG	N;NOM;FEM;SG;3
lingkaran	مدّت	lingkaran	مدّت	N;SG	N;NOM;MASC;SG;3
lingkaran	عرصہ	lingkaran	عرصہ	N;SG	N;NOM;MASC;SG;3
lingkaran	مدّت	lingkaran	مدّت	N;SG	N;NOM;MASC;SG;3
lingkaran	حلقہ	lingkaran	حلقہ	N;SG	N;NOM;MASC;SG;3
lingkaran	عرصہ	lingkaran	عرصہ	N;SG	N;NOM;MASC;SG;3
rawa	کیچڑ	rawa	کیچڑ	N;SG	N;NOM;MASC;SG;3
rawa	دلدل	rawa	دلدل	N;SG	N;NOM;MASC;SG;3
pramuka	آدمی	pramuka	آدمی	N	N;NOM;MASC;SG;3
derajat	نسبت	derajat	نسبت	N;SG	N;NOM;MASC;SG;3
kritik	اعتراض	kritik	اعتراض	N;SG	N;NOM;MASC;SG;3
bakat	فطانت	bakat	فطانت	N;SG	N;NOM;MASC;SG;3
bakat	اہلیت	bakat	اہلیت	N;SG	N;NOM;MASC;SG;3
bakat	ذہانت	bakat	ذہانت	N;SG	N;NOM;MASC;SG;3
memperbaiki	باندھنا	menperbaiki	باندھنا	V;SG;ACT	V;NFIN;ACT
memperbaiki	ٹھونکنا	menperbaiki	ٹھونکنا	V;SG;ACT	V;SG;NFIN;ACT
memperbaiki	باندھنا	menperbaiki	باندھنا	V;SG;ACT	V;NFIN;ACT
memperbaiki	ٹھہرانا	menperbaiki	ٹھہرانا	V;SG;ACT	V;MASC;SG;NFIN;ACT
memperbaiki	ٹھونکنا	menperbaiki	ٹھونکنا	V;SG;ACT	V;SG;NFIN;ACT
memperbaiki	جمانا	menperbaiki	جمانا	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
serang	(	serang	(		
bait	چارہ	bait	چارہ	N;SG	N;NOM;MASC;SG;3
bait	چارہ	bait	چارہ	N;SG	N;NOM;MASC;SG;3
bait	ترغیب	bait	ترغیب	N;SG	N;NOM;MASC;SG;3
monarki	بادشاہت	monarki	بادشاہت	N;SG	N;NOM;MASC;SG;3
mitra	ساتھی	mitra	ساتھی	N;SG	N;NOM;MASC;SG;3
mitra	ساتھی	mitra	ساتھی	N;SG	N;NOM;MASC;SG;3
gerak	حرکت	gerak	حرکت	N;SG;ACT	N;NOM;MASC;SG;3
pengobatan	برتاؤ	penobatan	برتاؤ	N;SG	N;NOM;MASC;SG;3
pengobatan	سلوک	penobatan	سلوک	N;SG	N;NOM;MASC;SG;3
terkadang	اگلا	terkadang	اگلا		
cairan	متغیر	cairan	متغیر	N;SG	N;NOM;MASC;SG;3
cairan	متغیر	cairan	متغیر	N;SG	N;NOM;MASC;SG;3
cairan	ہائڈروجن	cairan	ہائڈروجن	N;SG	N;NOM;MASC;SG;3
cairan	ہائڈروجن	cairan	ہائڈروجن	N;SG	N;NOM;MASC;SG;3
keadilan	انصاف	keadilan	انصاف	N;SG	N;NOM;MASC;SG;3
keadilan	انصاف	keadilan	انصاف	N;SG	N;NOM;MASC;SG;3
wawancara	ملاقات	wawancara	ملاقات	N;SG	N;NOM;FEM;SG;3
kemajuan	ترقی	kemajuan	ترقی	N;SG	N;NOM;FEM;SG;3
tetangga	ملحق	tetangga	ملحق	N;SG	N;NOM;MASC;SG;3
tetangga	ملحق	tetangga	ملحق	N;SG	N;NOM;MASC;SG;3
pemukiman	دیوار	penmukiman	دیوار	N;SG	N;NOM;FEM;SG;3
pemukiman	تصفیہ	penmukiman	تصفیہ	N;SG	N;NOM;MASC;SG;3
persiapan	تیاری	persiapan	تیاری	N;SG	N;NOM;MASC;SG;3
persiapan	آمادگی	persiapan	آمادگی	N;SG	N;NOM;MASC;SG;3
perawatan	برتاؤ	penrawatan	برتاؤ	N;SG	N;NOM;MASC;SG;3
perawatan	سلوک	penrawatan	سلوک	N;SG	N;NOM;MASC;SG;3
perawatan	استقرار.	penrawatan	استقرار.	N;SG	N;NOM;MASC;SG;3
perawatan	پرورش	penrawatan	پرورش	N;SG	N;NOM;FEM;SG;3
perawatan	خبرداری	penrawatan	خبرداری	N;SG	N;NOM;MASC;SG;3
perawatan	توجہ	penrawatan	توجہ	N;SG	N;NOM;MASC;SG;3
perawatan	تحفظ	penrawatan	تحفظ	N;SG	N;NOM;MASC;SG;3
perawatan	احتیاط	penrawatan	احتیاط	N;SG	N;NOM;MASC;SG;3
perawatan	فکر	penrawatan	فکر	N;SG	N;NOM;MASC;SG;3
perkiraan	ملحق	perkiraan	ملحق	N;SG	N;NOM;MASC;SG;3
perkiraan	حجم	perkiraan	حجم	N;SG	N;NOM;MASC;SG;3
perkiraan	حجم	perkiraan	حجم	N;SG	N;NOM;MASC;SG;3
perkiraan	اندازہ	perkiraan	اندازہ	N;SG	N;NOM;MASC;SG;3
perkiraan	تخمینہ	perkiraan	تخمینہ	N;SG	N;NOM;MASC;SG;3
perkiraan	جانچ	perkiraan	جانچ	N;SG	N;NOM;MASC;SG;3
persamaan	مساوی	persamaan	مساوی	N;SG	N;NOM;MASC;SG;3
persamaan	مقابلہ	persamaan	مقابلہ	N;SG	N;NOM;MASC;SG;3
kebiasaan	عادت	kebiasaan	عادت	N;SG	N;NOM;FEM;SG;3
evolusi	گیس	evolusi	گیس	N;SG	N;NOM;MASC;SG;3
semesta	کائنات	semesta	کائنات	N;SG	N;NOM;MASC;SG;3
pemandangan	منظر	penpandangan	منظر	N;SG	N;NOM;MASC;SG;3
singkatan	تخفیف	singkatan	تخفیف	N;SG	N;NOM;MASC;SG;3
kombinasi	ترکیب	kombinasi	ترکیب	N;SG	N;NOM;FEM;SG;3
kombinasi	اتحاد	kombinasi	اتحاد	N;SG	N;NOM;MASC;SG;3
kombinasi	میل	kombinasi	میل	N;SG	N;NOM;MASC;SG;3
kombinasi	مرکب	kombinasi	مرکب	N;SG	N;NOM;MASC;SG;3
infeksi	چھوت	infeksi	چھوت	N;SG	N;NOM;MASC;SG;3
player	کھلاڑی.	player	کھلاڑی.	N	N;NOM;MASC;SG;3
percobaan	جانچ	percobaan	جانچ	N;SG	N;NOM;MASC;SG;3
percobaan	اختبار	percobaan	اختبار	N;SG	N;NOM;MASC;SG;3
percobaan	آزمائش	percobaan	آزمائش	N;SG	N;NOM;MASC;SG;3
percobaan	وقتی	percobaan	وقتی	N;SG	N;NOM;MASC;SG;3
maksud	خوبی	maksud	خوبی	N;SG	N;NOM;MASC;SG;3
maksud	استعداد	maksud	استعداد	N;SG	N;NOM;MASC;SG;3
maksud	حقیر	maksud	حقیر	N;SG	N;NOM;MASC;SG;3
maksud	خوبی	maksud	خوبی	N;SG	N;NOM;MASC;SG;3
maksud	استعداد	maksud	استعداد	N;SG	N;NOM;MASC;SG;3
penutup	خاتمہ	pentutup	خاتمہ	N;SG	N;NOM;MASC;SG;3
penutup	اختتام	pentutup	اختتام	N;SG	N;NOM;MASC;SG;3
pengawasan	نگرانی	penkawasan	نگرانی	N;SG	N;NOM;MASC;SG;3
pengawasan	فروگزاشت.	penkawasan	فروگزاشت.	N;SG	N;NOM;MASC;SG;3
pengawasan	نگرانی	penkawasan	نگرانی	N;SG	N;NOM;MASC;SG;3
pengawasan	فروگزاشت.	penkawasan	فروگزاشت.	N;SG	N;NOM;MASC;SG;3
sabtu	ہفتہ	sabtu	ہفتہ	N;SG	N;NOM;MASC;SG;3
muka	چہرہ	muka	چہرہ	N;SG	N;NOM;MASC;SG;3
muka	شناخت	muka	شناخت	N;SG	N;NOM;MASC;SG;3
muka	چہرہ	muka	چہرہ	N;SG	N;NOM;MASC;SG;3
muka	رُخ	muka	رُخ	N;SG	N;NOM;MASC;SG;3
muka	شناخت	muka	شناخت	N;SG	N;NOM;MASC;SG;3
muka	شکل	muka	شکل	N;SG	N;NOM;MASC;SG;3
baca	جانچنا	baca	جانچ	V;SG;ACT	V;MASC;SG;NFIN;ACT
baca	بھانپنا	baca	بھانپنا	V;SG;ACT	V;SG;NFIN;ACT
mengoperasikan	چلانا	menkoperasikan	چلا	V;SG;ACT	V;MASC;SG;NFIN;ACT
produsen	فلم	produsen	فلم	N;SG	N;NOM;FEM;SG;3
kebangsaan	خصوصیت	kebangsaan	خصوصیت	N;SG	N;NOM;MASC;SG;3
bursa	وراثت	bursa	وراثت	N;SG	N;NOM;MASC;SG;3
bursa	خاندان	bursa	خاندان	N;SG	N;NOM;MASC;SG;3
roti	آوارگی	roti	آوارگی	N;SG	N;NOM;MASC;SG;3
roti	روٹی	roti	روٹی	N;SG	N;NOM;FEM;SG;3
roti	آوارگی	roti	آوارگی	N;SG	N;NOM;MASC;SG;3
roti	نقدی	roti	نقدی	N;SG	N;NOM;FEM;SG;3
roti	روٹی	roti	روٹی	N;SG	N;NOM;FEM;SG;3
roti	نقدی	roti	نقدی	N;SG	N;NOM;FEM;SG;3
gratis	ملاوٹ	gratis	ملاوٹ	N;SG	N;NOM;MASC;SG;3
penambahan	اضافہ	pentambahan	اضافہ	N;SG	N;NOM;MASC;SG;3
penambahan	اضافہ	pentambahan	اضافہ	N;SG	N;NOM;MASC;SG;3
penambahan	افزائش	pentambahan	افزائش	N;SG	N;NOM;MASC;SG;3
ham	چوتڑ	ham	چوتڑ	N;SG	N;NOM;MASC;SG;3
saleh	متقی	saleh	متقی	ADJ;SG	ADJ
saleh	نیک	saleh	نیک	ADJ;SG	ADJ
saleh	مذہبی	saleh	مذہبی	ADJ;SG	ADJ
saleh	متقی	saleh	متقی	ADJ;SG	ADJ
saleh	نیک	saleh	نیک	ADJ;SG	ADJ
sadar	(	sadar	(	;SG	
sadar	آگاہ.	sadar	آگاہ.	;SG	
tiang	بانس	tiang	بانس	N;SG	N;NOM;MASC;SG;3
tiang	لکڑی	tiang	لکڑی	N;SG	N;NOM;MASC;SG;3
tiang	لکڑی	tiang	لکڑی	N;SG	N;NOM;MASC;SG;3
jurnal	جریدہ	jurnal	جریدہ	N;SG	N;NOM;MASC;SG;3
jurnal	راستہ	jurnal	راستہ	N;SG	N;NOM;MASC;SG;3
hantu	روح	hantu	روح	N;SG	N;NOM;MASC;SG;3
memaksa	دھکیلنا	menpaksa	دھکیل	V;SG;ACT	V;NFIN;ACT
memaksa	دھکیلنا	menpaksa	دھکیل	V;SG;ACT	V;NFIN;ACT
perkawinan	شادی	perkawinan	شادی	N;SG	N;NOM;FEM;SG;3
walau	گوکہ.	walau	گوکہ.		
walau	گوکہ.	walau	گوکہ.		
kekurangan	کمی	kekurangan	کمی	N;SG	N;NOM;FEM;SG;3
kekurangan	کمی	kekurangan	کمی	N;SG	N;NOM;FEM;SG;3
kekurangan	کمی	kekurangan	کمی	N;SG	N;NOM;FEM;SG;3
cincin	حلقہ	cincin	حلقہ	N;SG	N;NOM;MASC;SG;3
setara	مماثل	setara	مماثل	ADJ;SG	ADJ
setara	یکساں	setara	یکساں	ADJ;SG	ADJ
setara	برابر	setara	برابر	ADJ;SG	ADJ
setara	متوازن	setara	متوازن	ADJ;SG	ADJ
setara	یکساں	setara	یکساں	ADJ;SG	ADJ
setara	برابر	setara	برابر	ADJ;SG	ADJ
setara	متوازن	setara	متوازن	ADJ;SG	ADJ
sah	جائز	sah	جائز	ADJ;SG	ADJ
sah	قانونی	sah	قانونی	ADJ;SG	ADJ
kehadiran	نمائندگی	kehadiran	نمائندگی	N;SG	N;NOM;MASC;SG;3
kehadiran	موجودگی	kehadiran	موجودگی	N;SG	N;NOM;MASC;SG;3
tes	امتحان	tes	امتحان	N;SG	N;NOM;MASC;SG;3
tes	آزمائش	tes	آزمائش	N;SG	N;NOM;MASC;SG;3
tes	امتحان	tes	امتحان	N;SG	N;NOM;MASC;SG;3
pelindung	سرپرست	penlindung	سرپرست	N;SG	N;NOM;MASC;SG;3
pangkat	ترتیب	pangkat	ترتیب	N;SG	N;NOM;FEM;SG;3
melepaskan	چھوڑنا	menlepaskan	چھوڑ	V;SG;ACT	V;NFIN
serius	اہم	serius	اہم	ADJ;SG	ADJ
serius	معقول.	serius	معقول.	ADJ;SG	ADJ
serius	معتبر	serius	معتبر	ADJ;SG	ADJ
serius	اہم	serius	اہم	ADJ;SG	ADJ
serius	معقول.	serius	معقول.	ADJ;SG	ADJ
serius	معتبر	serius	معتبر	ADJ;SG	ADJ
serius	سنجیدہ	serius	سنجیدہ	ADJ;SG	ADJ
kebakaran	جذبہ	kebakaran	جذبہ	N;SG	N;NOM;MASC;SG;3
kebakaran	سوزش	kebakaran	سوزش	N;SG	N;NOM;FEM;SG;3
kebakaran	روشنی	kebakaran	روشنی	N;SG	N;NOM;MASC;SG;3
kebakaran	چمک	kebakaran	چمک	N;SG	N;NOM;MASC;SG;3
kebakaran	حرارت	kebakaran	حرارت	N;SG	N;NOM;MASC;SG;3
kebakaran	بخار	kebakaran	بخار	N;SG	N;NOM;MASC;SG;3
kesepakatan	اقرار	kesepakatan	اقرار	N;SG	N;NOM;MASC;SG;3
kesepakatan	معاہدہ	kesepakatan	معاہدہ	N;SG	N;NOM;MASC;SG;3
kesepakatan	توافق	kesepakatan	توافق	N;SG	N;NOM;MASC;SG;3
kesepakatan	سلوک	kesepakatan	سلوک	N;SG	N;NOM;MASC;SG;3
kesepakatan	کثرت	kesepakatan	کثرت	N;SG	N;NOM;MASC;SG;3
kesepakatan	معاملہ	kesepakatan	معاملہ	N;SG	N;NOM;MASC;SG;3
kesejahteraan	عافیت	kesejahteraan	عافیت	N;SG	N;NOM;MASC;SG;3
kesejahteraan	صحت	kesejahteraan	صحت	N;SG	N;NOM;FEM;SG;3
kesejahteraan	بہبود	kesejahteraan	بہبود	N;SG	N;NOM;MASC;SG;3
pemakaman	قبرستان	penmakaman	قبرستان	N;SG	N;NOM;MASC;SG;3
instrumen	اوزار	instrumen	اوزار	N;SG	N;NOM;MASC;SG;3
transfer	ٹکٹ	transfer	ٹکٹ	N;SG	N;NOM;MASC;SG;3
transfer	املاک	transfer	ملک	N;SG	N;NOM;MASC;SG;3
transfer	کلب	transfer	کلب	N;SG	N;NOM;MASC;SG;3
design	مشین	design	مشین	N;SG	N;NOM;MASC;SG;3
design	ترکیب	design	ترکیب	N;SG	N;NOM;FEM;SG;3
design	تصویر	design	تصویر	N;SG	N;NOM;MASC;SG;3
design	منصوبہ	design	منصوبہ	N;SG	N;NOM;MASC;SG;3
design	مشین	design	مشین	N;SG	N;NOM;MASC;SG;3
design	ترکیب	design	ترکیب	N;SG	N;NOM;FEM;SG;3
design	تصویر	design	تصویر	N;SG	N;NOM;MASC;SG;3
design	مقصد	design	مقصد	N;SG	N;NOM;MASC;SG;3
sosok	مثال	sosok	مثال	N	N;NOM;MASC;SG;3
sosok	نقشہ	sosok	نقشہ	N	N;NOM;MASC;SG;3
sosok	خاکہ	sosok	خاکہ	N	N;NOM;MASC;SG;3
sosok	زائچہ	sosok	زائچہ	N	N;NOM;MASC;SG;3
pengajar	ہدایت	penajar	ہدایت	N;SG	N;NOM;FEM;SG;3
profesi	پیشہ	profesi	پیشہ	N;SG	N;NOM;MASC;SG;3
penyebaran	انتشار	pensebaran	انتشار	N;SG	N;NOM;MASC;SG;3
penyebaran	نفوذ	pensebaran	نفوذ	N;SG	N;NOM;MASC;SG;3
komisaris	کمشنر	komisaris	کمشنر	N;SG	N;NOM;MASC;SG;3
kutub	بانس	kutub	بانس	N;SG	N;NOM;MASC;SG;3
awan	ابہام	awan	ابہام	N;SG	N;NOM;MASC;SG;3
awan	ابہام	awan	ابہام	N;SG	N;NOM;MASC;SG;3
awan	بادل	awan	بادل	N;SG	N;NOM;MASC;SG;3
tahanan	حراست	tahanan	حراست	N;SG	N;NOM;MASC;SG;3
tahanan	قید	tahanan	قید	N;SG	N;NOM;MASC;SG;3
moral	تنظیم	moral	تنظیم	N;SG	N;NOM;FEM;SG;3
moral	حوصلے	moral	حوصلہ	N;SG	N;NOM;MASC;SG;3
moral	کہاوت	moral	کہاوت	N;SG	N;NOM;MASC;SG;3
moral	اخلاق	moral	اخلاق	N;SG	N;NOM;MASC;SG;3
terluka	دُکھنا	terluka	دُکھ	V;SG;PASS	V;NFIN
pengarang	کائنات	penarang	کائنات	N;SG	N;NOM;MASC;SG;3
pengarang	موجد	penarang	موجد	N;SG	N;NOM;MASC;SG;3
sehat	ہمدردانہ.	sehat	ہمدردانہ.	ADJ;SG	ADJ
sehat	مددگار	sehat	مددگار	ADJ;SG	ADJ
sesama	مثل	sesama	مثل		
memengaruhi	بننا	memengaruhi	بن	V	V;MASC;SG;NFIN;ACT
mengejar	بھگانا	menkejar	بھگا	V;SG;ACT	V;MASC;SG;NFIN;ACT
mengejar	بھگانا	menkejar	بھگا	V;SG;ACT	V;MASC;SG;NFIN;ACT
peradaban	تہذیب	peradaban	تہذیب	N;SG	N;NOM;MASC;SG;3
gawang	مقصد	gawang	مقصد	N;SG	N;NOM;MASC;SG;3
gawang	ہدف	gawang	ہدف	N;SG	N;NOM;MASC;SG;3
gawang	نشانہ	gawang	نشانہ	N;SG	N;NOM;MASC;SG;3
gawang	کھڑکی	gawang	کھڑکی	N;SG	N;NOM;FEM;SG;3
bumbu	الائچی	bumbu	الائچی	N;SG	N;NOM;FEM;SG;3
meja	ہوٹل	meja	ہوٹل	N;SG	N;NOM;FEM;SG;3
liberal	تعبیر	liberal	تعبیر	N;SG	N;NOM;FEM;SG;3
liberal	تشریح	liberal	تشریح	N;SG	N;NOM;MASC;SG;3
menunjuk	لگانا	mentunjuk	لگا	V;SG;ACT	V;MASC;SG;NFIN;ACT
parah	متشدد	parah	متشدد	ADJ;SG	ADJ
parah	بڑا	parah	بڑا	ADJ;SG	ADJ;NOM;MASC;SG
parah	سادہ	parah	سادہ	ADJ;SG	ADJ
parah	زبردست	parah	زبردست	ADJ;SG	ADJ
parah	متشدد	parah	متشدد	ADJ;SG	ADJ
parah	شدید	parah	شدید	ADJ;SG	ADJ
parah	بڑا	parah	بڑا	ADJ;SG	ADJ;NOM;MASC;SG
parah	سادہ	parah	سادہ	ADJ;SG	ADJ
parah	زبردست	parah	زبردست	ADJ;SG	ADJ
parah	سخت	parah	سخت	ADJ;SG	ADJ
spesifik	واضح	spesifik	واضح	ADJ;SG	ADJ
psikologi	نفس	psikologi	نفس	N;SG	N;NOM;MASC;SG;3
geografi	وسائل	geografi	وسائل	N;SG	N;NOM;MASC;SG;3
suasana	بیزاری	suasana	بیزاری	N;SG	N;NOM;MASC;SG;3
memisahkan	کاٹنا	menpisahkan	کاٹنا	V;SG;ACT	V;MASC;SG;NFIN;ACT
memisahkan	چھنٹائی	menpisahkan	چھنٹائی	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
memisahkan	کاٹنا	menpisahkan	کاٹنا	V;SG;ACT	V;MASC;SG;NFIN;ACT
memisahkan	چھنٹائی	menpisahkan	چھنٹائی	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
tebal	قریبی	tebal	قریبی	ADJ;SG	ADJ
tebal	گہرے	tebal	گہرے	ADJ;SG	ADJ;ACC;MASC;SG
tebal	قریبی	tebal	قریبی	ADJ;SG	ADJ
tebal	گہرے	tebal	گہرے	ADJ;SG	ADJ;ACC;MASC;SG
tebal	واضح	tebal	واضح	ADJ;SG	ADJ
tebal	نمایاں	tebal	نمایاں	ADJ;SG	ADJ
kebangkitan	احیا	kebangkitan	احیا	N;SG	N;NOM;MASC;SG;3
kebangkitan	اعادہ	kebangkitan	اعادہ	N;SG	N;NOM;MASC;SG;3
kebangkitan	تجدید	kebangkitan	تجدید	N;SG	N;NOM;MASC;SG;3
kebangkitan	اعادہ	kebangkitan	اعادہ	N;SG	N;NOM;MASC;SG;3
bioskop	فلمسازی	bioskop	فلمسازی	N	N;NOM;MASC;SG;3
besaran	حجم	besaran	حجم	N;SG	N;NOM;MASC;SG;3
stabil	مستحکم	stabil	مستحکم	ADJ;SG	ADJ
stabil	فہمیدہ.	stabil	فہمیدہ.	ADJ;SG	ADJ
stabil	مضبوط	stabil	مضبوط	ADJ;SG	ADJ
pelanggan	خریدار	penlanggan	خریدار	N;SG	N;NOM;MASC;SG;3
perbandingan	مشابہت	perbandingan	مشابہت	N;SG	N;NOM;MASC;SG;3
perbandingan	مقابلے	perbandingan	مقابلہ	N;SG	N;NOM;MASC;SG;3
kompilasi	مجموعہ	kompilasi	مجموعہ	N;SG	N;NOM;MASC;SG;3
kompilasi	دفتر	kompilasi	دفتر	N;SG	N;NOM;MASC;SG;3
kompilasi	کتاب	kompilasi	کتاب	N;SG	N;NOM;MASC;SG;3
kompilasi	مجموعہ	kompilasi	مجموعہ	N;SG	N;NOM;MASC;SG;3
kompilasi	دفتر	kompilasi	دفتر	N;SG	N;NOM;MASC;SG;3
kompilasi	ترتیب	kompilasi	ترتیب	N;SG	N;NOM;FEM;SG;3
kompilasi	کتاب	kompilasi	کتاب	N;SG	N;NOM;MASC;SG;3
kompilasi	تالیف	kompilasi	تالیف	N;SG	N;NOM;MASC;SG;3
kompilasi	جدول	kompilasi	جدول	N;SG	N;NOM;MASC;SG;3
leluhur	نسب	leluhur	نسب	N	N;NOM;MASC;SG;3
kredit	اعتماد	kredit	اعتماد	N;SG	N;NOM;MASC;SG;3
mempengaruhi	بننا	menpengaruhi	بن	V;SG;ACT	V;MASC;SG;NFIN;ACT
kajian	تحقیق	kajian	تحقیق	N;SG	N;NOM;MASC;SG;3
