冥王	pluton	冥王	pluton	N	N;NOM;MASC;SG
子	vikont	子	vikont	N	N;NOM;MASC;SG
髮型	kose	髮型	kosa	N	N;NOM;FEM;PL
髮型	dlaka	髮型	dlaka	N	N;NOM;FEM;SG
髮型	frizura	髮型	frizura	N	N;NOM;FEM;SG
髮型	kosa	髮型	kosa	N	N;NOM;FEM;SG
髮型	kosi	髮型	kosi	N	N;DAT;FEM;SG
髮型	frizuru	髮型	frizura	N	N;ACC;FEM;SG
髮型	frizura	髮型	frizura	N	N;NOM;FEM;SG
叛變	pobuna	叛變	pobuna	N	N;NOM;FEM;SG
殘酷	okrutna	殘酷	okrutan	ADJ	ADJ;NOM;DEF;FEM;SG
殘酷	okrutni	殘酷	okrutan	ADJ	ADJ;NOM;DEF;MASC;SG
殘酷	okrutno	殘酷	okrutno	ADJ	ADJ;NOM;DEF;NEUT;SG
殘酷	brutalna	殘酷	brutalan	ADJ	ADJ;NOM;DEF;FEM;SG
殘酷	brutalan	殘酷	brutalan	ADJ	ADJ;NOM;INDF;MASC;SG
牧場	pašnjak	牧場	pašnjak	N	N;NOM;MASC;SG
牧場	ranč	牧場	ranč	N	N;NOM;MASC;SG
單身	samac	單身	samac	N	N;NOM;MASC;SG
單身	singl	單身	singl	N	N;NOM;MASC;SG
犀	nosorog	犀	nosor	N	N;NOM;MASC;SG
九	devet	九	devet	NUM	NUM
雇用	zaposli	雇用	zapostiti	V	V;IND;SG;3;PRS;FIN
雇用	zaposliti	雇用	zaposliti	V	V;NFIN
悲傷	tuga	悲傷	tuga	N	N;NOM;FEM;SG
悲傷	tuge	悲傷	tuga	N	N;NOM;FEM;PL
悲傷	tugu	悲傷	tuga	N	N;ACC;FEM;SG
僧侶	redovnik	僧侶	redovnik	N	N;NOM;MASC;SG
僧侶	monk	僧侶	monk	N	N;NOM;MASC;SG
僧侶	redovnici	僧侶	redovnica	N	N;NOM;MASC;PL
恐嚇	zastrašivanje	恐嚇	zastrašivanje	N	N;NOM;NEUT;SG
沒收	zaplijenili	沒收	zaplijeniti	V	V;MASC;PL;PST;V.PTCP;ACT
粉紅	roze	粉紅	roziti	N	N;NOM;FEM;PL
粉紅	roza	粉紅	roza	N	N;NOM;FEM;SG
浴	kupanje	浴	kupanje	N	N;NOM;NEUT;SG
浴	kupanje	浴	kupanje	N	N;NOM;NEUT;SG
生氣	ljuta	生氣	ljut	N	N;NOM;FEM;SG
星期	nedjeljom	星期	nedjelja	N	N;INS;FEM;SG
星期	nedjelje	星期	nedjelja	N	N;NOM;FEM;PL
星期	nedjelja	星期	nedjelja	N	N;NOM;FEM;SG
星期	nedelja	星期	nedelja	N	N;NOM;FEM;SG
塵埃	prah	塵埃	prah	N	N;NOM;MASC;SG
塵埃	prašina	塵埃	prašina	N	N;NOM;FEM;SG
塵埃	prašinu	塵埃	prašina	N	N;ACC;FEM;SG
弩	samostrel	弩	samostrel	N	N;NOM;MASC;SG
側面	boka	側面	bok	N	N;NOM;FEM;SG
薄弱	slaba	薄弱	slab	ADJ	ADJ;NOM;DEF;FEM;SG
薄弱	slabi	薄弱	slab	ADJ	ADJ;NOM;DEF;MASC;PL
薄弱	slab	薄弱	slab	ADJ	ADJ;NOM;INDF;MASC;SG
指明	navesti	指明	navesti	V	V;NFIN
指明	navedite	指明	navediti	V	V;IMP;PL;2;FIN
謊言	laž	謊言	laž	N	N;NOM;FEM;SG
謊言	lazi	謊言	laziti	N	N;NOM;FEM;PL
謊言	laži	謊言	laž	N	N;NOM;FEM;PL
野獸	zvijeri	野獸	zvijer	N	N;NOM;FEM;PL
野獸	zvijer	野獸	zvijer	N	N;NOM;FEM;SG
填充	ispune	填充	ispuniti	V	V;IND;PL;3;PRS;FIN
填充	ispunite	填充	ispuniti	V	V;IMP;PL;2;FIN
填充	ispuni	填充	ispuniti	V	V;IND;SG;3;PRS;FIN
填充	napuni	填充	napun	V	V;IND;SG;3;PRS;FIN
填充	ispuniti	填充	ispuniti	V	V;NFIN
起因	uzroci	起因	uzrok	N	N;NOM;MASC;PL
水分	vlage	水分	vlaga	N	N;NOM;FEM;PL
水分	vlaga	水分	vlaga	N	N;NOM;FEM;SG
縫	šivanje	縫	šivanje	N	N;NOM;NEUT;SG
頂端	top	頂端	top	N	N;NOM;MASC;SG
頂端	vrh	頂端	vrh	N	N;NOM;MASC;SG
角落	ugao	角落	ugati	N	N;NOM;MASC;SG
角落	kut	角落	kut	N	N;NOM;MASC;SG
角落	kutak	角落	kutak	N	N;NOM;MASC;SG
角落	uglu	角落	ugla	N	N;DAT;MASC;SG
角落	uglovima	角落	uglov	N	N;INS;MASC;PL
角落	uglove	角落	uglov	N	N;ACC;MASC;PL
淋巴	limfni	淋巴	limfan	N	N;NOM;MASC;PL
狂	fanatizam	狂	fanatizam	N	N;NOM;MASC;SG
郵輪	krstarenja	郵輪	krstarenje	N	N;NOM;NEUT;PL
郵輪	krstarenja	郵輪	krstarenje	N	N;NOM;NEUT;PL
郵輪	cruise	郵輪	cruis	N	N;NOM;MASC;SG
郵輪	krstarenje	郵輪	krstarenje	N	N;NOM;NEUT;SG
燈光	svjetla	燈光	svjetlo	N	N;NOM;NEUT;PL
燈光	svjetlo	燈光	svjetlo	N	N;NOM;NEUT;SG
燈光	svjetlost	燈光	svjetlost	N	N;NOM;FEM;SG
儲備	pričuve	儲備	pričuva	N	N;NOM;FEM;PL
儲備	pričuva	儲備	pričuva	N	N;NOM;FEM;SG
儲備	rezerve	儲備	rezerva	N	N;NOM;FEM;PL
儲備	rezervi	儲備	rezerva	N	N;NOM;FEM;PL
儲備	rezerva	儲備	rezerva	N	N;NOM;FEM;SG
舵	kormilo	舵	kormilo	N	N;NOM;NEUT;SG
舵	kormilo	舵	kormilo	N	N;NOM;NEUT;SG
池塘	ribnjak	池塘	ribnjak	N	N;NOM;MASC;SG
池塘	bare	池塘	bara	N	N;NOM;FEM;SG
講話	govor	講話	govor	N	N;NOM;MASC;SG
激發	inspirirati	激發	inspirirati	V	V;NFIN
激發	stimulirati	激發	stimulirati	V	V;NFIN
禁忌	tabua	禁忌	tabua	N	N;NOM;MASC;SG
禁忌	tabu	禁忌	tabu	N	N;NOM;MASC;SG
假說	hipoteze	假說	hipoteza	N	N;NOM;FEM;PL
假說	hipoteza	假說	hipoteza	N	N;NOM;FEM;SG
假說	hipoteza	假說	hipoteza	N	N;NOM;FEM;SG
邪教	kult	邪教	kult	N	N;NOM;MASC;SG
醚	eter	醚	eter	N	N;NOM;MASC;SG
孢子	spore	孢子	spor	N	N;NOM;FEM;PL
孢子	spora	孢子	spor	N	N;GEN;MASC;SG
孢子	spore	孢子	spor	N	N;NOM;FEM;PL
孢子	spora	孢子	spor	N	N;GEN;MASC;SG
榮耀	slava	榮耀	slava	N	N;NOM;FEM;SG
榮耀	slavu	榮耀	slava	N	N;ACC;FEM;SG
榮耀	slave	榮耀	slava	N	N;NOM;FEM;PL
叛軍	buntovnik	叛軍	buntovnik	N	N;NOM;MASC;SG
叛軍	pobunjenika	叛軍	pobunjenik	N	N;ANIM;ACC;MASC;SG
叛軍	pobunjenik	叛軍	pobunjenik	N	N;NOM;MASC;SG
叛軍	pobunjenicima	叛軍	pobunjenik	N	N;DAT;MASC;PL
叛軍	pobunjenici	叛軍	pobunjenik	N	N;NOM;MASC;PL
家園	domovine	家園	domovina	N	N;NOM;FEM;PL
家園	domovinu	家園	domovina	N	N;ACC;FEM;SG
家園	domovina	家園	domovina	N	N;NOM;FEM;SG
波動	kolebanje	波動	kolebanje	N	N;NOM;NEUT;SG
波動	kolebanja	波動	kolebanje	N	N;NOM;NEUT;PL
層次	slojeve	層次	sloj	N	N;ACC;MASC;PL
層次	razina	層次	razina	N	N;NOM;FEM;SG
層次	nivo	層次	nivo	N	N;NOM;MASC;SG
層次	level	層次	level	N	N;NOM;MASC;SG
繡	vez	繡	vez	N	N;NOM;MASC;SG
沙洲	sprud	沙洲	sprud	N	N;NOM;MASC;SG
莊園	manor	莊園	manor	N	N;NOM;MASC;SG
欺騙	varati	欺騙	varati	V	V;NFIN
欺騙	prevari	欺騙	prevariti	V	V;IND;SG;3;PRS;FIN
磁性	magnetizam	磁性	magnetizam	N	N;NOM;MASC;SG
內政	unutrašnjost	內政	unutrašnjost	N	N;NOM;FEM;SG
花朵	cvjetovi	花朵	cvijet	N	N;NOM;MASC;PL
花朵	cvijeće	花朵	cvijeće	N	N;NOM;NEUT;SG
花朵	cvet	花朵	cvet	N	N;NOM;MASC;SG
花朵	cvijeta	花朵	cvijet	N	N;GEN;MASC;SG
花朵	cvijet	花朵	cvijet	N	N;NOM;MASC;SG
炸藥	dinamit	炸藥	dinamit	N	N;NOM;MASC;SG
炸藥	eksploziv	炸藥	eksploziv	N	N;NOM;MASC;SG
炸藥	eksploziv	炸藥	eksploziv	N	N;NOM;MASC;SG
皮革	koža	皮革	koža	N	N;NOM;FEM;SG
下限	sprat	下限	sprat	N	N;NOM;MASC;SG
下限	kat	下限	kat	N	N;NOM;MASC;SG
牛仔	kauboji	牛仔	kauboj	N	N;NOM;MASC;PL
牛仔	kauboja	牛仔	kauboj	N	N;ANIM;ACC;MASC;SG
牛仔	kauboj	牛仔	kaub	N	N;NOM;MASC;SG
親戚	rođak	親戚	rođak	N	N;NOM;MASC;SG
親戚	rodbina	親戚	rodbina	N	N;NOM;FEM;SG
親戚	rodbini	親戚	rodbina	N	N;DAT;FEM;SG
親戚	rođaci	親戚	rođak	N	N;NOM;MASC;PL
窯	ware	窯	war	N	N;NOM;MASC;SG
乳房	grudi	乳房	grud	N	N;NOM;FEM;PL
乳房	dojke	乳房	dojka	N	N;NOM;FEM;PL
乳房	grudi	乳房	grud	N	N;NOM;FEM;PL
凍	zamrzavanje	凍	zamrzavanje	N	N;NOM;NEUT;SG
鹽水	slane	鹽水	slaniti	N	N;NOM;FEM;PL
館長	kustos	館長	kustos	N	N;NOM;MASC;SG
毫克	miligrama	毫克	miligra	N	N;INS;FEM;PL
骨折	fraktura	骨折	fraktura	N	N;NOM;FEM;SG
骨折	prijelom	骨折	prijel	N	N;NOM;MASC;SG
骨折	lom	骨折	lom	N	N;NOM;MASC;SG
骨折	prijelom	骨折	prijel	N	N;NOM;MASC;SG
史學	historiografija	史學	historiografija	N	N;NOM;FEM;SG
泳池	biljar	泳池	biljar	N	N;NOM;MASC;SG
泳池	bazen	泳池	bazen	N	N;NOM;MASC;SG
灰姑	pepeljuga	灰姑	pepeljug	N	N;NOM;FEM;SG
偏差	odstupanja	偏差	odstupanje	N	N;NOM;NEUT;PL
偏差	odstupanje	偏差	odstupanje	N	N;NOM;NEUT;SG
偏差	odstupanja	偏差	odstupanje	N	N;NOM;NEUT;PL
偏差	pristranost	偏差	pristranost	N	N;NOM;FEM;SG
陰影	sjenke	陰影	sjenka	N	N;NOM;FEM;PL
陰影	sjene	陰影	sjena	N	N;NOM;FEM;PL
陰影	senke	陰影	senka	N	N;NOM;FEM;PL
陰影	sjenka	陰影	sjenka	N	N;NOM;FEM;SG
陰影	sjena	陰影	sjena	N	N;NOM;FEM;SG
陰影	senka	陰影	senka	N	N;NOM;FEM;SG
陰影	sjene	陰影	sjena	N	N;NOM;FEM;PL
陰影	nijansa	陰影	nijansa	N	N;NOM;FEM;SG
陰影	hlad	陰影	hlad	N	N;NOM;MASC;SG
鱷魚	krokodila	鱷魚	krokoditi	N	N;ACC;MASC;SG
鱷魚	krokodil	鱷魚	krokodil	N	N;NOM;MASC;SG
殘骸	olupine	殘骸	olupina	N	N;NOM;FEM;PL
殘骸	olupine	殘骸	olupina	N	N;NOM;FEM;PL
殘骸	olupina	殘骸	olupina	N	N;NOM;FEM;SG
籽	sjemenke	籽	sjemenk	N	N;NOM;FEM;PL
籽	sjeme	籽	saj	N	N;NOM;NEUT;SG
付款	plati	付款	platiti	V	V;IND;SG;3;PRS;FIN
水牛	bizone	水牛	bizon	N	N;ACC;MASC;PL
水牛	buffalo	水牛	buffalo	N	N;NOM;MASC;SG
水牛	bizon	水牛	bizon	N	N;NOM;MASC;SG
水牛	bizona	水牛	bizon	N	N;ACC;MASC;SG
護航	pratnja	護航	pratnja	N	N;NOM;FEM;SG
護航	pratnju	護航	pratnja	N	N;ACC;FEM;SG
各部	ministarstava	各部	ministarstvo	N	N;NOM;NEUT;PL
各部	ministarstva	各部	ministarstvo	N	N;NOM;NEUT;PL
孫子	unucima	孫子	unuk	N	N;DAT;MASC;PL
孫子	unuke	孫子	unuk	N	N;ACC;MASC;PL
孫子	unuci	孫子	unuk	N	N;NOM;MASC;PL
孫子	unuk	孫子	unuk	N	N;NOM;MASC;SG
孫子	unuka	孫子	unuk	N	N;NOM;MASC;SG
黑幫	gangster	黑幫	gangster	N	N;NOM;MASC;SG
黑幫	bandama	黑幫	banda	N	N;INS;FEM;PL
黑幫	bande	黑幫	banda	N	N;NOM;FEM;PL
師父	majstor	師父	majstor	N	N;NOM;MASC;SG
師父	učitelju	師父	učitelj	N	N;DAT;MASC;SG
寶寶	beba	寶寶	beba	N	N;NOM;FEM;SG
寶寶	dušo	寶寶	dušo	N	N;NOM;FEM;SG
線索	trag	線索	trag	N	N;NOM;MASC;SG
線索	putokaz	線索	putokaz	N	N;NOM;MASC;SG
線索	indicija	線索	indicija	N	N;NOM;FEM;SG
線索	tragove	線索	trag	N	N;ACC;MASC;PL
車庫	garaža	車庫	garaža	N	N;NOM;FEM;SG
車庫	garaži	車庫	garaža	N	N;DAT;FEM;SG
損傷	ozljede	損傷	ozljeda	N	N;NOM;FEM;PL
損傷	povrede	損傷	povreda	N	N;NOM;FEM;PL
損傷	ozljeda	損傷	ozljeda	N	N;NOM;FEM;SG
損傷	povreda	損傷	povreda	N	N;NOM;FEM;SG
損傷	oštećenja	損傷	oštećenje	N	N;NOM;NEUT;PL
損傷	oštećenje	損傷	oštećenje	N	N;NOM;NEUT;SG
缺口	praznine	缺口	praznina	N	N;NOM;FEM;PL
缺口	jaz	缺口	jaz	N	N;NOM;MASC;SG
分流	diverzija	分流	diverzija	N	N;NOM;FEM;SG
刮	ogrebotina	刮	ogrebotina	N	N;NOM;FEM;SG
蟒	python	蟒	python	N	N;NOM;MASC;SG
力學	mehanika	力學	mehanika	N	N;NOM;FEM;SG
處罰	kazna	處罰	kazna	N	N;NOM;FEM;SG
處罰	penal	處罰	penal	N	N;NOM;MASC;SG
處罰	kazne	處罰	kazna	N	N;NOM;FEM;PL
處罰	kaznu	處罰	kazna	N	N;ACC;FEM;SG
處罰	kazna	處罰	kazna	N	N;NOM;FEM;SG
名聲	reputacije	名聲	reputacija	N	N;NOM;FEM;PL
名聲	ugled	名聲	ugled	N	N;NOM;MASC;SG
名聲	reputaciju	名聲	reputacija	N	N;ACC;FEM;SG
名聲	reputacija	名聲	reputacija	N	N;NOM;FEM;SG
醋	ocat	醋	ocat	N	N;NOM;MASC;SG
充電	naplatiti	充電	naplatiti	V	V;NFIN
鎳	nikla	鎳	nikao	N	N;NOM;FEM;SG
飛翔	muha	飛翔	muh	N	N;NOM;FEM;SG
飛翔	letenje	飛翔	letenje	N	N;NOM;NEUT;SG
地勢	teren	地勢	teren	N	N;NOM;MASC;SG
人	strijelac	人	strijelac	N	N;NOM;MASC;SG
谷地	dolini	谷地	dolina	N	N;DAT;FEM;SG
谷地	dolinu	谷地	dolina	N	N;ACC;FEM;SG
谷地	dolina	谷地	dolina	N	N;NOM;FEM;SG
谷地	doline	谷地	dolina	N	N;NOM;FEM;PL
桃子	breskve	桃子	breskvo	N	N;NOM;FEM;PL
桃子	breskve	桃子	breskvo	N	N;NOM;FEM;PL
電纜	kabel	電纜	kabel	N	N;NOM;MASC;SG
電纜	cable	電纜	cable	N	N;NOM;MASC;SG
蝨	uši	蝨	uš	N	N;NOM;FEM;PL
蝨	uš	蝨	uš	N	N;NOM;FEM;SG
田野	polja	田野	polje	N	N;NOM;NEUT;PL
腐敗	korupcija	腐敗	korupcija	N	N;NOM;FEM;SG
腐敗	korupcije	腐敗	korupcija	N	N;NOM;FEM;PL
腐敗	korupciju	腐敗	korupcija	N	N;ACC;FEM;SG
女	djevojka	女	djevojka	N	N;NOM;FEM;SG
顎	čeljust	顎	čeljust	N	N;NOM;NEUT;SG
顎	vilica	顎	vilica	N	N;NOM;FEM;SG
顎	čeljusti	顎	čeljust	N	N;NOM;NEUT;PL
顎	nepce	顎	nepce	N	N;NOM;NEUT;SG
酒館	pub	酒館	pub	N	N;NOM;MASC;SG
政治	politika	政治	politika	N	N;NOM;FEM;SG
政治	politike	政治	politika	N	N;NOM;FEM;PL
飛碟	nlo	飛碟	nlo	N	N;NOM;MASC;SG
草甸	livade	草甸	livada	N	N;NOM;FEM;PL
荒漠	pustinja	荒漠	pustinje	N	N;NOM;FEM;SG
荒漠	pustinje	荒漠	pustinja	N	N;NOM;FEM;PL
潟湖	laguna	潟湖	laguna	N	N;NOM;FEM;SG
鹿角	rogovi	鹿角	rog	N	N;NOM;MASC;PL
鹿角	rogove	鹿角	rog	N	N;ACC;MASC;PL
偽造	krivotvorio	偽造	krivotvoriti	V	V;MASC;SG;PST;V.PTCP;ACT
好奇	znatiželjan	好奇	znatiželjan	ADJ	ADJ;NOM;INDF;MASC;SG
利息	kamate	利息	kamata	N	N;NOM;FEM;PL
利息	kamata	利息	kamata	N	N;NOM;FEM;SG
利息	zanimanje	利息	zanimanje	N	N;NOM;NEUT;SG
利息	interes	利息	interes	N	N;NOM;MASC;SG
物料	materijal	物料	materijal	N	N;NOM;MASC;SG
物料	materijale	物料	materijal	N	N;ACC;MASC;PL
物料	materijal	物料	materijal	N	N;NOM;MASC;SG
物料	materijali	物料	materijal	N	N;NOM;MASC;PL
打壓	potisnuti	打壓	potisnuti	V	V;NFIN
蟻	mrav	蟻	mrav	N	N;NOM;MASC;SG
蟻	mrava	蟻	mrav	N	N;NOM;MASC;SG
蟻	mravi	蟻	mrav	N	N;NOM;MASC;PL
蟻	mrava	蟻	mrav	N	N;NOM;MASC;SG
蟻	mrave	蟻	mrava	N	N;ACC;MASC;PL
砂岩	pješčenjak	砂岩	pješčenjak	N	N;NOM;MASC;SG
石英	kvarc	石英	kvarc	N	N;NOM;MASC;SG
辯護	obrana	辯護	obrana	N	N;NOM;FEM;SG
波浪	valove	波浪	val	N	N;ACC;MASC;PL
波浪	valovi	波浪	val	N	N;NOM;MASC;PL
波浪	vala	波浪	val	N	N;GEN;MASC;SG
波浪	val	波浪	val	N	N;NOM;MASC;SG
血清	serum	血清	serum	N	N;NOM;MASC;SG
愛人	ljubavnici	愛人	ljubavnik	N	N;NOM;MASC;PL
愛人	ljubavnice	愛人	ljubavnica	N	N;NOM;FEM;PL
愛人	ljubavnik	愛人	ljubavnik	N	N;NOM;MASC;SG
愛人	ljubavnica	愛人	ljubavnica	N	N;NOM;FEM;SG
愛人	ljubavnice	愛人	ljubavnica	N	N;NOM;FEM;PL
各區	okruga	各區	okruga	N	N;GEN;MASC;SG
瓶子	boce	瓶子	boca	N	N;NOM;FEM;PL
瓶子	bočice	瓶子	bočica	N	N;NOM;FEM;PL
瓶子	bocu	瓶子	boca	N	N;ACC;FEM;SG
瓶子	boca	瓶子	boca	N	N;NOM;FEM;SG
瓶子	bočica	瓶子	bočica	N	N;NOM;FEM;SG
前	prostate	前	prostati	N	N;NOM;FEM;PL
小米	proso	小米	proso	N	N;NOM;FEM;SG
化妝	šminku	化妝	šminak	N	N;ACC;FEM;SG
化妝	šminka	化妝	šminak	N	N;NOM;FEM;SG
游擊	gerilaca	游擊	gerilac	N	N;GEN;MASC;PL
游擊	partizan	游擊	partizan	N	N;NOM;MASC;SG
倡議	inicijative	倡議	inicijativa	N	N;NOM;FEM;PL
倡議	inicijativa	倡議	inicijativa	N	N;NOM;FEM;SG
倡議	inicijative	倡議	inicijativa	N	N;NOM;FEM;PL
倡議	inicijativu	倡議	inicijativa	N	N;ACC;FEM;SG
盒子	box	盒子	box	N	N;NOM;MASC;SG
盒子	kutija	盒子	kutija	N	N;NOM;FEM;SG
盒子	kutiju	盒子	kutija	N	N;ACC;FEM;SG
液態	tekućina	液態	tekućina	N	N;NOM;FEM;SG
法郎	franak	法郎	franak	N	N;NOM;MASC;SG
法郎	franaka	法郎	franak	N	N;NOM;MASC;SG
百分	postotak	百分	postotak	N	N;NOM;MASC;SG
妥協	kompromis	妥協	kompromis	N	N;NOM;MASC;SG
妥協	kompromisa	妥協	kompromis	N	N;GEN;MASC;SG
動議	prijedlog	動議	prijedlog	N	N;NOM;MASC;SG
路障	blokada	路障	blokada	N	N;NOM;FEM;SG
鍋爐	kotao	鍋爐	kotati	N	N;NOM;MASC;SG
鍋爐	bojler	鍋爐	bojler	N	N;NOM;MASC;SG
鍋爐	kotlove	鍋爐	kotal	N	N;ACC;MASC;PL
經文	stihovi	經文	stih	N	N;NOM;MASC;PL
經文	stihove	經文	stih	N	N;ACC;MASC;PL
沙丘	dine	沙丘	dina	N	N;NOM;FEM;SG
沙丘	dinama	沙丘	dina	N	N;ACC;MASC;SG
沙丘	dine	沙丘	dina	N	N;NOM;FEM;SG
奉獻	predanost	奉獻	predanost	N	N;NOM;FEM;SG
奉獻	posvećenost	奉獻	posvećenost	N	N;NOM;FEM;SG
奉獻	posvetu	奉獻	posvet	N	N;ACC;FEM;SG
奉獻	predanost	奉獻	predanost	N	N;NOM;FEM;SG
藥品	lijek	藥品	lijek	N	N;NOM;MASC;SG
藥品	lijekovi	藥品	lijek	N	N;NOM;MASC;PL
藥品	medicina	藥品	medicina	N	N;NOM;FEM;SG
藥品	droge	藥品	droga	N	N;NOM;FEM;PL
藥品	drogu	藥品	droga	N	N;ACC;FEM;SG
藥品	lijekovi	藥品	lijek	N	N;NOM;MASC;PL
藥品	droga	藥品	droga	N	N;NOM;FEM;SG
藥品	lijekovi	藥品	lijek	N	N;NOM;MASC;PL
藥品	lijekove	藥品	lijek	N	N;ACC;MASC;PL
盔	kaciga	盔	kaciga	N	N;NOM;FEM;SG
盔	kacigu	盔	kaciga	N	N;ACC;FEM;SG
清新	svježinu	清新	svježin	N	N;ACC;FEM;SG
雇主	poslodavci	雇主	poslodavac	N	N;NOM;MASC;PL
雇主	poslodavaca	雇主	poslodavac	N	N;GEN;MASC;PL
雇主	poslodavac	雇主	poslodavac	N	N;NOM;MASC;SG
雇主	poslodavca	雇主	poslodavac	N	N;ANIM;ACC;MASC;SG
憂鬱	melankolija	憂鬱	melankolija	N	N;NOM;FEM;SG
莓	maline	莓	malina	N	N;NOM;FEM;PL
階梯	ljestve	階梯	ljestvo	N	N;NOM;NEUT;PL
階梯	stube	階梯	stuba	N	N;NOM;FEM;PL
階梯	stepenice	階梯	stepenica	N	N;NOM;FEM;PL
階梯	stepenicama	階梯	stepenica	N	N;INS;FEM;PL
黃蜂	osa	黃蜂	osa	N	N;NOM;FEM;SG
黃蜂	wasp	黃蜂	wasp	N	N;NOM;MASC;SG
煙火	vatromet	煙火	vatromet	N	N;NOM;MASC;SG
煙火	pirotehnika	煙火	pirotehnik	N	N;NOM;MASC;SG
屏障	barijere	屏障	barijera	N	N;NOM;FEM;PL
屏障	zapreke	屏障	zapreka	N	N;NOM;FEM;PL
屏障	barijera	屏障	barijera	N	N;NOM;FEM;SG
節點	čvor	節點	čvor	N	N;NOM;MASC;SG
姿勢	poza	姿勢	poza	N	N;NOM;FEM;SG
姿勢	pozi	姿勢	poza	N	N;DAT;FEM;SG
姿勢	pozu	姿勢	poza	N	N;ACC;FEM;SG
姿勢	držanje	姿勢	držanje	N	N;NOM;NEUT;SG
孤兒	siročad	孤兒	siročad	N	N;NOM;MASC;PL
孤兒	siročadi	孤兒	siročad	N	N;NOM;FEM;PL
孤兒	siroče	孤兒	siroč	N	N;NOM;NEUT;SG
週	četvrtak	週	četvrtak	N	N;NOM;MASC;SG
船塢	doku	船塢	dok	N	N;DAT;MASC;SG
船塢	pristanište	船塢	pristanište	N	N;NOM;NEUT;SG
黨派	partizan	黨派	partizan	N	N;NOM;MASC;SG
碉堡	bunker	碉堡	bunker	N	N;NOM;MASC;SG
碉堡	bunkera	碉堡	bunker	N	N;ACC;MASC;SG
碉堡	bunkere	碉堡	bunker	N	N;ACC;MASC;PL
魔術	mađioničar	魔術	mađioničar	N	N;NOM;MASC;SG
葬禮	sprovod	葬禮	sprovod	N	N;NOM;MASC;SG
葬禮	pokop	葬禮	pokop	N	N;NOM;MASC;SG
葬禮	sahrana	葬禮	sahran	N	N;NOM;FEM;SG
葬禮	pogreb	葬禮	pogreb	N	N;NOM;MASC;SG
寶座	prijestolje	寶座	prijestolje	N	N;NOM;NEUT;SG
寶座	tron	寶座	tron	N	N;NOM;MASC;SG
跡象	znakove	跡象	znak	N	N;ACC;MASC;PL
跡象	znakovi	跡象	znak	N	N;NOM;MASC;PL
喇叭	rog	喇叭	rog	N	N;NOM;MASC;SG
晶體	kristal	晶體	kristal	N	N;NOM;MASC;SG
晶體	kristali	晶體	kristati	N	N;NOM;MASC;PL
晶體	kristale	晶體	kristala	N	N;ACC;MASC;PL
熵	entropija	熵	entropija	N	N;NOM;FEM;SG
空心	šuplje	空心	šuplje	N	N;NOM;FEM;PL
收養	usvoji	收養	usvojiti	V	V;IND;SG;3;PRS;FIN
收養	usvojiti	收養	usvojiti	V	V;NFIN
音訊	zvuk	音訊	zvuk	N	N;NOM;MASC;SG
叛逆	pobune	叛逆	pobuna	N	N;NOM;FEM;PL
叛逆	pobuna	叛逆	pobuna	N	N;NOM;FEM;SG
叛逆	ustanak	叛逆	ustanak	N	N;NOM;MASC;SG
外甥	nećak	外甥	nećak	N	N;NOM;MASC;SG
外甥	nećaka	外甥	nećak	N	N;ANIM;ACC;MASC;SG
密封	pečat	密封	pečat	N	N;NOM;MASC;SG
快車	express	快車	express	N	N;NOM;MASC;SG
警衛	čuvar	警衛	čuvar	N	N;NOM;MASC;SG
信賴	vjerovala	信賴	vjerovati	V	V;FEM;SG;PST;V.PTCP;ACT
信賴	vjerovali	信賴	vjerovati	V	V;MASC;PL;PST;V.PTCP;ACT
信賴	vjerovao	信賴	vjerovati	V	V;MASC;SG;PST;V.PTCP;ACT
彌撒	masu	彌撒	masa	N	N;ACC;FEM;SG
彌撒	mise	彌撒	misa	N	N;NOM;FEM;PL
彌撒	misa	彌撒	misa	N	N;NOM;FEM;SG
彌撒	masa	彌撒	masa	N	N;NOM;FEM;SG
彌撒	misu	彌撒	misa	N	N;ACC;FEM;SG
古物	starina	古物	starina	N	N;NOM;FEM;SG
古物	antikviteta	古物	antikvitet	N	N;GEN;MASC;SG
古物	antike	古物	antika	N	N;NOM;FEM;PL
撞球	biljar	撞球	biljar	N	N;NOM;MASC;SG
撞球	biljar	撞球	biljar	N	N;NOM;MASC;SG
撞球	bazen	撞球	bazen	N	N;NOM;MASC;SG
後援	podrška	後援	podrška	N	N;NOM;FEM;SG
後援	pojačanje	後援	pojačanje	N	N;NOM;NEUT;SG
後援	backup	後援	backup	N	N;NOM;MASC;SG
鼓舞	ohrabrenje	鼓舞	ohrabrenje	N	N;NOM;NEUT;SG
關稅	tarifa	關稅	tarif	N	N;NOM;FEM;SG
關稅	tarifa	關稅	tarif	N	N;NOM;FEM;SG
關稅	carine	關稅	carina	N	N;NOM;FEM;PL
關稅	carinu	關稅	carina	N	N;ACC;FEM;SG
關稅	običaji	關稅	običaj	N	N;NOM;MASC;PL
關稅	carina	關稅	carina	N	N;NOM;FEM;SG
定性	karakterizacija	定性	karakterizacija	N	N;NOM;FEM;SG
讀取	pročitajte	讀取	pročitati	V	V;IMP;PL;2;FIN
讀取	čitam	讀取	čitati	V	V;IND;SG;1;PRS;FIN
讀取	čita	讀取	čitati	V	V;IND;SG;3;PRS;FIN
調動	mobilizirali	調動	mobilizirati	V	V;MASC;PL;PST;V.PTCP;ACT
