que	bahwa	que	bahwa	CONJ	CONJ
once	sebelas	once	sebelas	NUM;PL	NUM
esperanza	harapan	esperanza	harapan	N;FEM;SG	N;SG
consumo	konsumsi	consumo	konsumsi	N;MASC;SG	N;SG
compañero	mitra	compañero	mitra	N;MASC;SG	N;SG
compañero	pasangan	compañero	pasangan	N;MASC;SG	N;SG
compañero	rekan	compañero	rekan	N;MASC;SG	N;SG
compañero	sekamar	compañero	sekamar	N;MASC;SG	N
compañero	pendamping	compañero	pendamping	N;MASC;SG	N;SG
amplio	lebar	amplio	lebar	ADJ;MASC;SG	ADJ;SG
alumnos	pupil	alumno	pupil	N;MASC;PL	N
impacto	dampak	impacto	dampak	N;MASC;SG	N;SG
impacto	benturan	impacto	benturan	N;MASC;SG	N;SG
trabajando	berfungsi	trabajar	berfungsi	V;V.MSDR	V;SG;ACT
trabajando	bekerja	trabajar	bekerja	V;V.MSDR	V;SG;ACT
blue	biru	blue	biru	N	N;SG
secreto	rahasia	secreto	rahasia	N;MASC;SG	N;SG
secreto	kerahasiaan	secreto	kerahasiaan	N;MASC;SG	N;SG
propósito	tujuan	propósito	tujuan	N;MASC;SG	N;SG
peligro	bahaya	peligro	bahaya	N;MASC;SG	N;SG
peligro	bahaya	peligro	bahaya	N;MASC;SG	N;SG
peligro	bahaya	peligro	bahaya	N;MASC;SG	N;SG
arroyo	aliran	arroyo	aliran	N;MASC;SG	N;SG
arroyo	arus	arroyo	arus	N;MASC;SG	N;SG
arroyo	streaming	arroyo	streaming	N;MASC;SG	N
latino	latin	latino	latin	N;MASC;SG	N
rama	dahan	rama	dahan	N;FEM;SG	N;SG
rama	cabang	rama	cabang	N;FEM;SG	N;SG
rama	ranting	rama	ranting	N;FEM;SG	N;SG
rama	dahan	rama	dahan	N;FEM;SG	N;SG
característica	karakteristik	característica	karakteristik	N;FEM;SG	N;SG
característica	fitur	característica	fitur	N;FEM;SG	N;SG
raúl	rna	raúl	rna	N;MASC;SG	N
mantenimiento	pemeliharaan	mantenimiento	penpeliharaan	N;MASC;SG	N;SG
mantenimiento	perawatan	mantenimiento	penrawatan	N;MASC;SG	N;SG
estudiar	belajar	estudiar	belajar	V;NFIN	V;SG
estudiar	belajar	estudiar	belajar	V;NFIN	V;SG
society	masyarakat	society	masyarakat	N;SG	N;SG
comentario	komen	comentario	komen	N;MASC;SG	N
comentario	komentari	comentario	komentari	N;MASC;SG	N;SG
comentario	komentar	comentario	komentar	N;MASC;SG	N;SG
comentario	komentari	comentario	komentari	N;MASC;SG	N;SG
comentario	komentar	comentario	komentar	N;MASC;SG	N;SG
comentario	komentar	comentario	komentar	N;MASC;SG	N;SG
circuito	sirkuit	circuito	sirkuit	N;MASC;SG	N;SG
sexual	seksual	sexual	seksual	ADJ;SG	ADJ;SG
enemigos	haters	enemigo	haters	N;MASC;PL	N
fácil	gampang	fácil	gampang	ADJ;SG	ADJ;SG
fácil	mudah	fácil	mudah	ADJ;SG	ADJ;SG
diámetro	diameter	diámetro	diameter	N;MASC;SG	N;SG
éxitos	hits	éxito	hits	N;MASC;PL	N
artística	artistik	artístico	artistik	ADJ;FEM;SG	ADJ;SG
científica	ilmiah	científico	ilmiah	ADJ;FEM;SG	ADJ;SG
guía	pedoman	guía	pedoman	N;FEM;SG	N;SG
guía	panduan	guía	panduan	N;FEM;SG	N;SG
guía	pemandu	guía	penpandu	N;FEM;SG	N;SG
frase	frase	frase	frase	N;FEM;SG	N
frase	frasa	frase	frasa	N;FEM;SG	N
frase	hukuman	frase	hukuman	N;FEM;SG	N;SG
frase	kalimat	frase	kalimat	N;FEM;SG	N;SG
renta	pendapatan	renta	pendapatan	N;FEM;SG	N;SG
renta	penghasilan	renta	penhasilan	N;FEM;SG	N;SG
renta	pemasukan	renta	penpasukan	N;FEM;SG	N;SG
excepción	pengecualian	excepción	pengecualian	N;FEM;SG	N;SG
excepción	eksepsi	excepción	eksepsi	N;FEM;SG	N
funcionamiento	operasi	funcionamiento	operasi	N;MASC;SG	N;SG
cita	janji	cita	janji	N;FEM;SG	N;SG
cita	kutipan	cita	kutipan	N;FEM;SG	N;SG
cita	tanggal	cita	tanggal	N;FEM;SG	N;SG;ACT
terminar	selesaikan	terminar	selesaikan	V;NFIN	V;SG;ACT
guitarrista	gitaris	guitarrista	gitaris	N;SG	N
turquía	kalkun	turquía	kalkun	N;FEM;SG	N;SG
triunfo	truf	triunfo	truf	N;MASC;SG	N;SG
triunfo	kejayaan	triunfo	kejayaan	N;MASC;SG	N;SG
triunfo	kemenangan	triunfo	kemenangan	N;MASC;SG	N;SG
llegado	tiba	llegar	tiba	V;MASC;SG;PST;V.PTCP	V;SG
descubierto	ditemukan	descubrir	ditemukan	V;MASC;SG;PST;V.PTCP	V;SG;PASS
descubierto	menemukan	descubrir	mentemukan	V;MASC;SG;PST;V.PTCP	V;SG;ACT
descubierto	diungkap	descubrir	diungkap	V;MASC;SG;PST;V.PTCP	V;SG;PASS
cáncer	kanker	cáncer	kanker	N;MASC;SG	N;SG
delantero	depan	delantero	depan	N;MASC;SG	N;SG
delantero	striker	delantero	striker	N;MASC;SG	N;SG
trabaja	bekerja	trabajar	bekerja	V;IND;SG;3;PRS;FIN	V;SG;ACT
caballeros	gentlemen	caballero	gentlemen	N;MASC;PL	N
caballeros	kesatria	caballero	kesatria	N;MASC;PL	N
caballeros	gentleman	caballero	gentleman	N;MASC;PL	N
comportamiento	perilaku	comportamiento	perilaku	N;MASC;SG	N;SG
comportamiento	kelakuan	comportamiento	kelakuan	N;MASC;SG	N;SG
comportamiento	tingkah	comportamiento	tingkah	N;MASC;SG	N;SG
comportamiento	perilaku	comportamiento	perilaku	N;MASC;SG	N;SG
comportamiento	kelakuan	comportamiento	kelakuan	N;MASC;SG	N;SG
comportamiento	prilaku	comportamiento	prilaku	N;MASC;SG	N;SG
sucedió	terjadi	suceder	terjadi	V;IND;SG;3;PST;FIN	V;SG;PASS
billboard	billboard	billboard	billboard	N;MASC;SG	N
billboard	reklame	billboard	reklame	N;MASC;SG	N;SG
viento	angin	viento	angin	N;MASC;SG	N;SG
group	group	group	group	N	N
group	grup	group	grup	N	N;SG
group	kelompok	group	kelompok	N	N;SG
cónyuge	pasangan	cónyuge	pasangan	N;SG	N;SG
liberación	rilis	liberación	rilis	N;FEM;SG	N;SG;ACT
liberación	pembebasan	liberación	penbebasan	N;FEM;SG	N;SG
pez	ikan	pez	ikan	N;MASC;SG	N;SG
quería	diinginkan	querer	diinginkan	V;IND;SG;3;IPFV;FIN	V;SG;PASS
quería	dicari	querer	dicari	V;IND;SG;3;IPFV;FIN	V;SG;PASS
fifa	fifa	fifa	fifa	N;FEM;SG	N
intenta	mencoba	intentar	mencoba	V;IND;SG;3;PRS;FIN	V;SG;ACT
air	udara	air	udara	N	N;SG
air	air	air	air	N	N;SG
caballo	kuda	caballo	kuda	N;MASC;SG	N;SG
cinturón	sabuk	cinturón	sabuk	N;MASC;SG	N;SG
cordillera	rentang	cordillera	rentang	N;FEM;SG	N;SG
cordillera	kisaran	cordillera	kisaran	N;FEM;SG	N;SG
cordillera	jangkauan	cordillera	jangkauan	N;FEM;SG	N;SG
sirvió	dilayani	servir	dilayani	V;IND;SG;3;PST;FIN	V;SG;PASS
sirvió	dihidangkan	servir	dihidangkan	V;IND;SG;3;PST;FIN	V;SG;PASS
sirvió	disajikan	servir	disajikan	V;IND;SG;3;PST;FIN	V;SG;PASS
motores	engine	motor	engine	N;MASC;PL	N
foto	gambar	foto	gambar	N;FEM;SG	N;SG
sueño	ngantuk	sueño	ngantuk	N;MASC;SG	N
sueño	tidur	sueño	tidur	N;MASC;SG	N;SG;ACT
sueño	impian	sueño	impian	N;MASC;SG	N;SG
sueño	mimpi	sueño	mimpi	N;MASC;SG	N;SG
informe	laporan	informe	laporan	N;MASC;SG	N;SG
cercano	terdekat	cercano	terdekat	ADJ;MASC;SG	ADJ;RL;SG
órgano	organ	órgano	organ	N;MASC;SG	N;SG
medallas	medal	medalla	medal	N;FEM;PL	N
democracia	demokrasi	democracia	demokrasi	N;FEM;SG	N;SG
mediterráneo	mediterania	mediterráneo	mediterania	N;MASC;SG	N;SG
opción	opsi	opción	opsi	N;FEM;SG	N;SG
opción	pilihan	opción	pilihan	N;FEM;SG	N;SG
perdido	hilang	perdido	hilang	ADJ;MASC;SG;V.PTCP	ADJ;SG
tengo	punya	tener	punya	V;IND;SG;1;PRS;FIN	V;SG;ACT
legal	legit	legal	legit	ADJ;SG	ADJ
legal	sah	legal	sah	ADJ;SG	ADJ;SG
legal	legal	legal	legal	ADJ;SG	ADJ;SG
plazo	deadline	plazo	deadline	N;MASC;SG	N;SG
plazo	tenggat	plazo	tenggat	N;MASC;SG	N;SG
escritura	penulisan	escritura	pentulisan	N;FEM;SG	N;SG
escritura	tulisan	escritura	tulisan	N;FEM;SG	N;SG
escritura	tulis	escritura	tulis	N;FEM;SG	N;SG;ACT
documento	dokumen	documento	dokumen	N;MASC;SG	N;SG
ordenó	dipesan	ordenar	dipesan	V;IND;SG;3;PST;FIN	V;SG;PASS
ordenó	memerintahkan	ordenar	menperintahkan	V;IND;SG;3;PST;FIN	V;SG;ACT
transmisión	transmisi	transmisión	transmisi	N;FEM;SG	N;SG
transmisión	siaran	transmisión	siaran	N;FEM;SG	N;SG
transmisión	penyiaran	transmisión	pensiaran	N;FEM;SG	N;SG
carne	steak	carne	steak	N;FEM;SG	N
carne	bistik	carne	bistik	N;FEM;SG	N
carne	daging	carne	daging	N;FEM;SG	N;SG
poetas	penyair	poeta	penyair	N;MASC;PL	N
poetas	pujangga	poeta	pujangga	N;MASC;PL	N
ucrania	ukraina	ucrania	ukraina	N;FEM;SG	N;SG
ucrania	ukraina	ucrania	ukraina	N;FEM;SG	N;SG
desarrollar	kembangkan	desarrollar	kembangkan	V;NFIN	V;SG;ACT
desarrollar	mengembangkan	desarrollar	menkembangkan	V;NFIN	V;SG;ACT
street	jalanan	street	jalanan	N	N;SG
street	street	street	street	N	N
vehículo	kendaraan	vehículo	kendaraan	N;MASC;SG	N;SG
reparto	pemeran	reparto	penperan	N;MASC;SG	N;SG
reparto	distribusi	reparto	distribusi	N;MASC;SG	N;SG
círculo	lingkar	círculo	lingkar	N;MASC;SG	N;SG;ACT
círculo	lingkaran	círculo	lingkaran	N;MASC;SG	N;SG
participa	berpartisipasi	participar	berpartisipasi	V;IND;SG;3;PRS;FIN	V;SG;ACT
participa	berpartisipasi	participar	berpartisipasi	V;IND;SG;3;PRS;FIN	V;SG;ACT
association	asosiasi	association	asosiasi	N;FEM;SG	N;SG
association	perhimpunan	association	perhimpunan	N;FEM;SG	N;SG
habitual	biasa	habitual	biasa	ADJ;SG	ADJ;SG
agencia	agensi	agencia	agensi	N;FEM;SG	N;SG
agencia	badan	agencia	badan	N;FEM;SG	N;SG
popularidad	popularitas	popularidad	popularitas	N;FEM;SG	N;SG
iniciativa	inisiatif	iniciativa	inisiatif	N;FEM;SG	N;SG
localización	lokalisasi	localización	lokalisasi	N;FEM;SG	N
localización	lokasi	localización	lokasi	N;FEM;SG	N;SG
localización	lokalisasi	localización	lokalisasi	N;FEM;SG	N
fortaleza	ketabahan	fortaleza	ketabahan	N;FEM;SG	N;SG
fortaleza	kekuatan	fortaleza	kekuatan	N;FEM;SG	N;SG
fortaleza	benteng	fortaleza	benteng	N;FEM;SG	N
fortaleza	benteng	fortaleza	benteng	N;FEM;SG	N
deriva	melayang	derivar	menlayang	V;IND;SG;3;PRS;FIN	V;SG;ACT
marido	suamiku	marido	suami	N;MASC;SG	N;SG
marido	suaminya	marido	suami	N;MASC;SG	N;SG
marido	suami	marido	suami	N;MASC;SG	N;SG
diccionario	kamus	diccionario	kamus	N;MASC;SG	N
profesión	profesi	profesión	profesi	N;FEM;SG	N;SG
profesión	penjajahan	profesión	penjajahan	N;FEM;SG	N;SG
profesión	pendudukan	profesión	pendudukan	N;FEM;SG	N;SG
consigue	dapatkan	conseguir	dapatkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
consulta	pertanyaan	consulta	pertanyaan	N;FEM;SG	N;SG
consulta	kueri	consulta	kueri	N;FEM;SG	N
consulta	konsultasi	consulta	konsultasi	N;FEM;SG	N;SG
consulta	konsultasi	consulta	konsultasi	N;FEM;SG	N;SG
consulta	konsultan	consulta	konsultan	N;FEM;SG	N;SG
historiadores	sejarawan	historiador	sejarawan	N;MASC;PL	N
mitología	mitologi	mitología	mitologi	N;FEM;SG	N
debate	diskusi	debate	diskusi	N;MASC;SG	N;SG
debate	perdebatan	debate	perdebatan	N;MASC;SG	N;SG
debate	debat	debate	debat	N;MASC;SG	N;SG
debate	perdebatan	debate	perdebatan	N;MASC;SG	N;SG
debate	debat	debate	debat	N;MASC;SG	N;SG
perder	kalah	perder	kalah	V;NFIN	V;SG
perder	kalah	perder	kalah	V;NFIN	V;SG
belleza	keindahan	belleza	keindahan	N;FEM;SG	N;SG
belleza	cantiknya	belleza	cantik	N;FEM;SG	N;SG
belleza	kecantikan	belleza	kecantikan	N;FEM;SG	N;SG
descubre	temukan	descubrir	temukan	V;IND;SG;3;PRS;FIN	V;SG;ACT
descubre	menemukan	descubrir	mentemukan	V;IND;SG;3;PRS;FIN	V;SG;ACT
cumplir	penuhi	cumplir	penuhi	V;NFIN	V;SG;ACT
cumplir	memenuhi	cumplir	menpenuhi	V;NFIN	V;SG;ACT
cumplir	penuhilah	cumplir	pentuhi	V;NFIN	V;SG;ACT
cumplir	mematuhi	cumplir	menpatuhi	V;NFIN	V;SG;ACT
cumplir	patuhi	cumplir	patuhi	V;NFIN	V;SG;ACT
infancia	anak	infancia	anak	N;FEM;SG	N;SG
predecesor	pendahulu	predecesor	pendahulu	N;MASC;SG	N;SG
predecesor	pendahulunya	predecesor	pendahulunya	N;MASC;SG	N;SG
oscuro	gelap	oscuro	gelap	ADJ;MASC;SG	ADJ;SG
verdadero	nyata	verdadero	nyata	ADJ;MASC;SG	ADJ;SG
verdadero	benar	verdadero	benar	ADJ;MASC;SG	ADJ;SG
margen	margin	margen	margin	N;SG	N
margen	marjin	margen	marjin	N;SG	N
cañón	meriam	cañón	meriam	N;MASC;SG	N;SG
cañón	tebing	cañón	tebing	N;MASC;SG	N
cañón	ngarai	cañón	ngarai	N;MASC;SG	N;SG
cañón	barel	cañón	barel	N;MASC;SG	N
cañón	laras	cañón	laras	N;MASC;SG	N
net	jaring	net	jaring	N	N;SG;ACT
columna	kolom	columna	kolom	N;FEM;SG	N;SG
danza	dansa	danza	dansa	N;FEM;SG	N;SG
danza	tari	danza	tari	N;FEM;SG	N;SG
danza	tarian	danza	tarian	N;FEM;SG	N;SG
veinte	duapuluh	veinte	duapuluh	NUM;PL	NUM
desarrolla	kembangkan	desarrollar	kembangkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
desarrolla	mengembangkan	desarrollar	menkembangkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
asunción	asumsi	asunción	asumsi	N;FEM;SG	N;SG
chica	gadis	chica	gadis	N;FEM;SG	N;SG
precio	harga	precio	harga	N;MASC;SG	N;SG
precio	harganya	precio	harga	N;MASC;SG	N;SG
precio	harga	precio	harga	N;MASC;SG	N;SG
pensamiento	pemikiran	pensamiento	penpikiran	N;MASC;SG	N;SG
pensamiento	pemikiran	pensamiento	penpikiran	N;MASC;SG	N;SG
pensamiento	pemikiran	pensamiento	penpikiran	N;MASC;SG	N;SG
pensamiento	fikiran	pensamiento	fikiran	N;MASC;SG	N;SG
pensamiento	pikiran	pensamiento	pikiran	N;MASC;SG	N;SG
leer	bacalah	leer	bacalah	V;NFIN	V;SG;ACT
leer	baca	leer	baca	V;NFIN	V;SG;ACT
leer	dibaca	leer	dibaca	V;NFIN	V;SG;PASS
leer	membaca	leer	menbaca	V;NFIN	V;SG;ACT
leer	membaca	leer	menbaca	V;NFIN	V;SG;ACT
declaración	pernyataan	declaración	pernyataan	N;FEM;SG	N;SG
declaración	deklarasi	declaración	deklarasi	N;FEM;SG	N;SG
mala	buruk	malo	buruk	ADJ;FEM;SG	ADJ;SG
mala	jahat	malo	jahat	ADJ;FEM;SG	ADJ;SG
asesinado	tewas	asesinado	tewas	ADJ;MASC;SG;V.PTCP	ADJ;SG
argumento	plot	argumento	plot	N;MASC;SG	N
argumento	alur	argumento	alur	N;MASC;SG	N;SG
argumento	makar	argumento	makar	N;MASC;SG	N;SG
argumento	argumen	argumento	argumen	N;MASC;SG	N;SG
portal	portal	portal	portal	N;MASC;SG	N
portal	gerbang	portal	gerbang	N;MASC;SG	N;SG
sacerdote	imam	sacerdote	imam	N;MASC;SG	N;SG
sacerdote	pendeta	sacerdote	pendeta	N;MASC;SG	N;SG
night	malam	night	malam	N	N;SG
cultivo	kultur	cultivo	kultur	N;MASC;SG	N
cultivo	kebudayaan	cultivo	kebudayaan	N;MASC;SG	N;SG
cultivo	budaya	cultivo	budaya	N;MASC;SG	N;SG
cultivo	budidaya	cultivo	budidaya	N;MASC;SG	N;SG
cultivo	penanaman	cultivo	pentanaman	N;MASC;SG	N;SG
cultivo	tanaman	cultivo	tanaman	N;MASC;SG	N;SG
cultivo	pangkas	cultivo	pangkas	N;MASC;SG	N;SG;ACT
cultivo	potong	cultivo	potong	N;MASC;SG	N;SG;ACT
guion	skrip	guion	skrip	N;MASC;SG	N;SG
guion	naskah	guion	naskah	N;MASC;SG	N;SG
guion	script	guion	script	N;MASC;SG	N
mancha	noda	mancha	noda	N;FEM;SG	N;SG
mancha	noda	mancha	noda	N;FEM;SG	N;SG
inteligencia	kecerdasan	inteligencia	kecerdasan	N;FEM;SG	N;SG
inteligencia	intelijen	inteligencia	intelijen	N;FEM;SG	N;SG
inteligencia	intel	inteligencia	intel	N;FEM;SG	N
envió	dikirim	enviar	dikirim	V;IND;SG;3;PST;FIN	V;SG;PASS
envió	terkirim	enviar	terkirim	V;IND;SG;3;PST;FIN	V;SG;PASS
envió	dikirimkan	enviar	dikirimkan	V;IND;SG;3;PST;FIN	V;SG;PASS
baile	dansa	baile	dansa	N;MASC;SG	N;SG
baile	tari	baile	tari	N;MASC;SG	N;SG
baile	tarian	baile	tarian	N;MASC;SG	N;SG
establece	mengokohkan	establecer	menokohkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
paseo	tumpangan	paseo	tumpangan	N;MASC;SG	N;SG
menciona	menyebutkan	mencionar	mensebutkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
menciona	sebut	mencionar	sebut	V;IND;SG;3;PRS;FIN	V;SG;ACT
menciona	sebutkan	mencionar	sebutkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
famosa	terkenal	famoso	terkenal	ADJ;FEM;SG	ADJ;SG;PASS
espera	tunggu	esperar	tunggu	V;IND;SG;3;PRS;FIN	V;SG;ACT
reciente	terbaru	reciente	terbaru	ADJ;SG	ADJ;RL;SG
senado	senat	senado	senat	N;MASC;SG	N;SG
disputa	sengketa	disputa	sengketa	N;FEM;SG	N;SG
disputa	sengketa	disputa	sengketa	N;FEM;SG	N;SG
disputa	persengketaan	disputa	persengketaan	N;FEM;SG	N;SG
disputa	perselisihan	disputa	perselisihan	N;FEM;SG	N;SG
ave	burung	ave	burung	N;FEM;SG	N;SG
post	kiriman	post	kiriman	N;MASC;SG	N;SG
globo	balon	globo	balon	N;MASC;SG	N;SG
rally	reli	rally	reli	N;MASC;SG	N
salto	loncat	salto	loncat	N;MASC;SG	N;SG;ACT
salto	lompat	salto	lompat	N;MASC;SG	N;SG
salto	salto	salto	salto	N;MASC;SG	N;SG
salto	lompat	salto	lompat	N;MASC;SG	N;SG
state	negara	state	negara	N	N;SG
state	keadaan	state	keadaan	N	N;SG
marine	marinir	marine	marinir	N	N
marine	laut	marine	laut	N	N;SG
marine	kelautan	marine	kelautan	N	N;SG
colonial	kolonial	colonial	kolonial	ADJ;SG	ADJ;SG
dictadura	kediktatoran	dictadura	kediktatoran	N;FEM;SG	N;SG
academy	akademi	academy	akademi	N	N;SG
difusión	difusi	difusión	difusi	N;FEM;SG	N;SG
difusión	sosialisasi	difusión	sosialisasi	N;FEM;SG	N
difusión	diseminasi	difusión	diseminasi	N;FEM;SG	N;SG;PASS
difusión	siaran	difusión	siaran	N;FEM;SG	N;SG
difusión	penyiaran	difusión	pensiaran	N;FEM;SG	N;SG
alcanza	menjangkau	alcanzar	menjangkau	V;IND;SG;3;PRS;FIN	V;SG;ACT
alcanza	mencapai	alcanzar	mencapai	V;IND;SG;3;PRS;FIN	V;SG;ACT
ejecución	eksekusi	ejecución	eksekusi	N;FEM;SG	N;SG
ejecución	pelaksanaan	ejecución	penlaksanaan	N;FEM;SG	N;SG
ensayo	esai	ensayo	esai	N;MASC;SG	N;SG;ACT
ensayo	pengujian	ensayo	penujian	N;MASC;SG	N;SG
ensayo	latihan	ensayo	latihan	N;MASC;SG	N;SG
ensayo	sidang	ensayo	sidang	N;MASC;SG	N;SG
ensayo	fitnah	ensayo	fitnah	N;MASC;SG	N;SG
ensayo	ujian	ensayo	ujian	N;MASC;SG	N;SG
ensayo	pengujian	ensayo	penujian	N;MASC;SG	N;SG
ensayo	tes	ensayo	tes	N;MASC;SG	N;SG
independientes	freelancer	independiente	freelancer	N;PL	N
viernes	jumat	viernes	jumat	N	N;SG
viernes	jumat	viernes	jumat	N	N;SG
suerte	beruntungnya	suerte	beruntung	N;FEM;SG	N;SG
suerte	keberuntungan	suerte	keberuntungan	N;FEM;SG	N
suerte	peruntungan	suerte	peruntungan	N;FEM;SG	N
golfo	teluk	golfo	teluk	N;MASC;SG	N;SG
tratar	mengobati	tratar	menobati	V;NFIN	V;SG;ACT
establecido	mapan	establecido	mapan	ADJ;MASC;SG;V.PTCP	ADJ;SG
mandato	mandat	mandato	mandat	N;MASC;SG	N;SG
comida	makanan	comida	makanan	N;FEM;SG	N;SG
comida	pangan	comida	pangan	N;FEM;SG	N;SG
apellido	marga	apellido	marga	N;MASC;SG	N;SG
comunas	komune	comuna	komune	N;FEM;PL	N
seguro	aman	seguro	aman	ADJ;MASC;SG	ADJ;SG
seguro	pasti	seguro	pasti	ADJ;MASC;SG	ADJ;SG
seguro	yakin	seguro	yakin	ADJ;MASC;SG	ADJ;SG
seguro	aman	seguro	aman	ADJ;MASC;SG	ADJ;SG
amistad	persahabatan	amistad	persahabatan	N;FEM;SG	N;SG
amistad	pertemanan	amistad	pertemanan	N;FEM;SG	N;SG
entra	memasuki	entrar	menmasuki	V;IND;SG;3;PRS;FIN	V;SG;ACT
entra	masukkan	entrar	masukkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
particularmente	terutama	particularmente	terutama	ADV	ADV;RL;SG
artillería	persenjataan	artillería	persenjataan	N;FEM;SG	N;SG
artillería	artileri	artillería	artileri	N;FEM;SG	N;SG
concentración	konsentrasi	concentración	konsentrasi	N;FEM;SG	N;SG
concentración	jurusan	concentración	jurusan	N;FEM;SG	N;SG
concentración	fokus	concentración	fokus	N;FEM;SG	N;SG
abrió	dibuka	abrir	dibuka	V;IND;SG;3;PST;FIN	V;SG;PASS
máquina	mesin	máquina	mesin	N;FEM;SG	N;SG
frecuentemente	sering	frecuentemente	sering	ADV	ADV
frecuentemente	seringkali	frecuentemente	seringkali	ADV	ADV
frecuentemente	sering	frecuentemente	sering	ADV	ADV
fruto	buah	fruto	buah	N;MASC;SG	N;SG
coche	mobil	coche	mobil	N;MASC;SG	N;SG
terrenos	plot	terreno	plot	N;MASC;PL	N
ceremonia	upacara	ceremonia	upacara	N;FEM;SG	N;SG
pregunta	pertanyaan	pregunta	pertanyaan	N;FEM;SG	N;SG
drama	drama	drama	drama	N;MASC;SG	N;SG
juez	hakim	juez	hakim	N;SG	N;SG
patrón	pola	patrón	pola	N;MASC;SG	N;SG
patrón	nakhoda	patrón	nakhoda	N;MASC;SG	N
patrón	pelindung	patrón	penlindung	N;MASC;SG	N;SG
requiere	membutuhkan	requerir	menbutuhkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
requiere	memerlukan	requerir	menperlukan	V;IND;SG;3;PRS;FIN	V;SG;ACT
requiere	mengharuskan	requerir	menharuskan	V;IND;SG;3;PRS;FIN	V;SG;ACT
requiere	membutuhkan	requerir	menbutuhkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
requiere	memerlukan	requerir	menperlukan	V;IND;SG;3;PRS;FIN	V;SG;ACT
requiere	mensyaratkan	requerir	mensyaratkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
requiere	mengharuskan	requerir	menharuskan	V;IND;SG;3;PRS;FIN	V;SG;ACT
ala	ala	ala	ala		
sexo	seks	sexo	seks	N;MASC;SG	N;SG
celebración	perayaan	celebración	penrayaan	N;FEM;SG	N;SG
mínimo	minimum	mínimo	minimum	ADJ;MASC;SG	ADJ;SG
mínimo	minimal	mínimo	minimal	ADJ;MASC;SG	ADJ;SG
mínimo	minimal	mínimo	minimal	ADJ;MASC;SG	ADJ;SG
mínimo	minim	mínimo	minim	ADJ;MASC;SG	ADJ;SG
abarca	mencakup	abarcar	mencakup	V;IND;SG;3;PRS;FIN	V;SG;ACT
abarca	meliputi	abarcar	menliputi	V;IND;SG;3;PRS;FIN	V;SG;ACT
descenso	tolak	descenso	tolak	N;MASC;SG	N;SG;ACT
descenso	penurunan	descenso	penturunan	N;MASC;SG	N;SG
descenso	keturunan	descenso	keturunan	N;MASC;SG	N;SG
bloqueo	kunci	bloqueo	kunci	N;MASC;SG	N;SG
bloqueo	gembok	bloqueo	gembok	N;MASC;SG	N;SG
bloqueo	penguncian	bloqueo	penuncian	N;MASC;SG	N;SG
bloqueo	blokade	bloqueo	blokade	N;MASC;SG	N;SG
bloqueo	pemblokiran	bloqueo	penblokiran	N;MASC;SG	N;SG
bloqueo	blok	bloqueo	blok	N;MASC;SG	N;SG
batallas	peperangan	batalla	peperangan	N;FEM;PL	N
demanda	permintaan	demanda	permintaan	N;FEM;SG	N;SG
demanda	gugatan	demanda	gugatan	N;FEM;SG	N;SG
agrupación	pengelompokan	agrupación	penkelompokan	N;FEM;SG	N;SG
fenómeno	fenomena	fenómeno	fenomena	N;MASC;SG	N;SG
fenómeno	fenomena	fenómeno	fenomena	N;MASC;SG	N;SG
continuar	melanjutkan	continuar	menlanjutkan	V;NFIN	V;SG;ACT
continuar	lanjutkan	continuar	lanjutkan	V;NFIN	V;SG;ACT
empleo	pekerjaan	empleo	pekerjaan	N;MASC;SG	N;SG
empleo	tugas	empleo	tugas	N;MASC;SG	N;SG
empleo	pekerjaan	empleo	pekerjaan	N;MASC;SG	N;SG
empleo	ketenagakerjaan	empleo	ketenagakerjaan	N;MASC;SG	N;SG
confederación	konfederasi	confederación	konfederasi	N;FEM;SG	N
confederación	konfederasi	confederación	konfederasi	N;FEM;SG	N
continúa	berlanjut	continuar	berlanjut	V;IND;SG;3;PRS;FIN	V;SG;ACT
continúa	lanjutkan	continuar	lanjutkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
aniversario	anniversary	aniversario	anniversary	N;MASC;SG	N
niña	gadis	niña	gadis	N;FEM;SG	N;SG
niña	anakan	niña	anakan	N;FEM;SG	N;SG
niña	anak	niña	anak	N;FEM;SG	N;SG
terremoto	gempa	terremoto	gempa	N;MASC;SG	N;SG
casco	helm	casco	helm	N;MASC;SG	N
casco	lambung	casco	lambung	N;MASC;SG	N;SG
factor	faktor	factor	faktor	N;MASC;SG	N;SG
suma	jumlah	suma	jumlah	N;FEM;SG	N;SG
deseo	berharap	desear	berharap	V;IND;SG;1;PRS;FIN	V;SG;ACT
buque	kapal	buque	kapal	N;MASC;SG	N;SG
buque	bejana	buque	bejana	N;MASC;SG	N;SG
buque	wadah	buque	wadah	N;MASC;SG	N;SG
buque	kapal	buque	kapal	N;MASC;SG	N;SG
