kanıtlar	beviser	kanıt	bevis	N;NOM;PL;3	N;INDF;NEUT;PL
büyüklük	størrelse	büyüklük	størrelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
büyüklük	størrelsen	büyüklük	størrelse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kepler	kepler	kep	keple	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kategorileri	kategorierne	kategori	kategorium	N;ACC;PL;3	N;DEF;MASC+FEM;PL
kategorileri	kategorier	kategori	kategori	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bulgular	undersøgelsesresultater	bulgu	undersøgelsesresultat	N;NOM;PL;3	N;INDF;NEUT;PL
ormanlar	jungler	orman	jungle	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ormanlar	skovene	orman	skov	N;NOM;PL;3	N;DEF;MASC+FEM;PL
ormanlar	skove	orman	skov	N;NOM;PL;3	N;INDF;MASC+FEM;PL
belediyeler	kommuner	belediye	kommune	N;NOM;PL;3	N;INDF;MASC+FEM;PL
belediyeler	kommunerne	belediye	kommune	N;NOM;PL;3	N;DEF;MASC+FEM;PL
yaratıcısı	skaberen	yaratıcı	skaber	N;NOM;SG;3	N;DEF;MASC+FEM;SG
arşivlenmiş	arkiverede	arşivle	arkivere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PL;PST;V.PTCP
arşivlenmiş	arkiveret	arşivle	arkivere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
ayrılık	adskillelse	ayrılık	adskillelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ayrılık	separation	ayrılık	separation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ayrılık	afsked	ayrılık	afsked	N;NOM;SG;3	N;INDF;MASC+FEM;SG
aletleri	instrumenter	alet	instrument	N;ACC;PL;3	N;INDF;NEUT;PL
aletleri	instrumenterne	alet	instrument	N;ACC;PL;3	N;DEF;NEUT;PL
istekleri	forespørgsler	istek	forespørgsel	N;ACC;PL;3	N;INDF;MASC+FEM;PL
istekleri	anmodninger	istek	anmodning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
cümleler	vendinger	cümle	vending	N;NOM;PL;3	N;INDF;MASC+FEM;PL
cümleler	sætninger	cümle	sætning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
cümleler	sætninger	cümle	sætning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
uçaklar	luftfartøjer	uçak	luftfartøje	N;NOM;PL;3	N;INDF;NEUT;PL
atılmış	kasseret	at	kassere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	kasseres	at	kassere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NFIN;PASS
atılmış	smidt	at	smidt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	kastet	at	kaste	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	dumpet	at	dumpe	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	droppet	at	droppe	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	ekskluderet	at	ekskludere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	bortvist	at	bortvist	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atılmış	udvist	at	udvise	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
özgürlükler	frihedsrettigheder	özgürlük	frihedsrettighed	N;NOM;PL;3	N;INDF;MASC+FEM;PL
özgürlükler	friheder	özgürlük	frihed	N;NOM;PL;3	N;INDF;MASC+FEM;PL
özgürlükler	frihedsrettighederne	özgürlük	frihedsrettighed	N;NOM;PL;3	N;DEF;MASC+FEM;PL
odaları	lokaler	oda	lokale	N;ACC;PL;3	N;INDF;NEUT;PL
odaları	værelser	oda	værelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
adayları	kandidaterne	aday	kandidat	N;NOM;PL;3	N;DEF;MASC+FEM;PL
adayları	kandidater	aday	kandidat	N;NOM;PL;3	N;INDF;MASC+FEM;PL
adayları	ansøgere	aday	ansøger	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bilgisayarlar	computere	bilgisayar	computere	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bilgisayarlar	datamater	bilgisayar	datamat	N;NOM;PL;3	N;INDF;MASC+FEM;PL
faktörler	faktorer	faktör	faktor	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınırlar	grænser	sınır	grænse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınırlar	begrænsninger	sınır	begrænsning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınırlar	grænseværdier	sınır	grænseværdi	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınırlar	grænser	sınır	grænse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınırlar	grænser	sınır	grænse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınırlar	grænserne	sınır	grænse	N;NOM;PL;3	N;DEF;MASC+FEM;PL
sınırlar	kanter	sınır	kant	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeleri	redegørelser	ifade	redegørelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ifadeleri	opgørelser	ifade	opgørelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ifadeleri	erklæringer	ifade	erklæring	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ifadeleri	udtalelser	ifade	udtalelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kolonisi	koloni	koloni	koloni	N;ACC;SG;3	N;INDF;MASC+FEM;SG
kolonisi	kolonien	koloni	kolonie	N;ACC;SG;3	N;DEF;MASC+FEM;SG
yıldönümü	bryllupsdag	yıldönüm	bryllupsdag	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yıldönümü	årsdag	yıldönüm	årsdag	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yıldönümü	jubilæum	yıldönüm	jubilæum	N;ACC;SG;3	N;INDF;NEUT;SG
yıldönümü	årsdagen	yıldönüm	årsdag	N;ACC;SG;3	N;DEF;MASC+FEM;SG
yıldönümü	bryllupsdagen	yıldönüm	bryllupsdag	N;ACC;SG;3	N;DEF;MASC+FEM;SG
sınıflar	klasseværelser	sınıf	klasseværelse	N;NOM;PL;3	N;INDF;NEUT;PL
sınıflar	klasser	sınıf	klasse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sınıflar	klasserne	sınıf	klasse	N;NOM;PL;3	N;DEF;MASC+FEM;PL
girişimleri	initiativerne	girişim	initiativ	N;ACC;PL;3	N;DEF;NEUT;PL
girişimleri	initiativer	girişim	initiativ	N;ACC;PL;3	N;INDF;NEUT;PL
buldum	fundne	bul	fundne	V;PFV;IND;SG;1;POS;PST	V;NFIN;ACT
buldum	fandt	bul	finde	V;PFV;IND;SG;1;POS;PST	V;IND;PST;FIN;ACT
buldum	fundet	bul	finde	V;PFV;IND;SG;1;POS;PST	V;INDF;SG;PST;V.PTCP
dalgalar	bølger	dalga	bølge	N;NOM;PL;3	N;INDF;MASC+FEM;PL
dalgalar	bølgerne	dalga	bolger	N;NOM;PL;3	N;DEF;MASC+FEM;PL
atmak	smider	at	smide	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
atmak	smide	at	smide	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
atmak	kaster	at	kaste	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
tohum	såsæd	tohum	såsæd	N;NOM;SG;3	N;INDF;NEUT;SG
tohum	såsæd	tohum	såsæd	N;NOM;SG;3	N;INDF;NEUT;SG
tohum	udsæd	tohum	udsæd	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mutluluk	lykken	mutluluk	lykke	N;NOM;SG;3	N;DEF;MASC+FEM;SG
mutluluk	glæde	mutluluk	glæde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mutluluk	lykke	mutluluk	lykke	N;NOM;SG;3	N;INDF;MASC+FEM;SG
molekül	molekylær	molekül	molekylær	N;NOM;SG;3	N;INDF;MASC+FEM;SG
molekül	molekyle	molekül	molekyl	N;NOM;SG;3	N;INDF;NEUT;SG
madencilik	minedrift	madencilik	minedrift	N;NOM;SG;3	N;INDF;NEUT;SG
madencilik	minearbejder	madencilik	minearbejder	N;NOM;SG;3	N;INDF;MASC+FEM;SG
voldemort	voldemort	voldemort	voldemort	N;NOM;SG;3	N;DEF;MASC+FEM;SG
sakatlık	personskade	sakatlık	personskade	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sakatlık	skade	sakatlık	skade	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sakatlık	handicap	sakatlık	handicap	N;NOM;SG;3	N;INDF;NEUT;SG
sakatlık	invaliditet	sakatlık	invaliditet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çekmiş	skrumpet	çek	skrumpe	V;PFV;NFH;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
frankenstein	frankenstein	frankens	frankenstein	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fener	lygte	fener	lygte	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fener	lommelygte	fener	lommelygt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fener	fyr	fener	fyr	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fener	fyrtårn	fener	fyrtårn	N;NOM;SG;3	N;INDF;NEUT;SG
fener	lygte	fener	lygte	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dosyalar	filer	dosya	fil	N;NOM;PL;3	N;INDF;MASC+FEM;PL
patent	patent	patent	patent	N;NOM;SG;3	N;INDF;NEUT;SG
patent	patentet	patent	patent	N;NOM;SG;3	N;DEF;NEUT;SG
patent	patent	patent	patent	N;NOM;SG;3	N;INDF;NEUT;SG
mantıksal	logisk	mantıksal	logisk	ADJ	ADJ;INDF;SG
mantıksal	logiske	mantıksal	logisk	ADJ	ADJ;PL
mantıksal	logisk	mantıksal	logisk	ADJ	ADJ;INDF;SG
telekomünikasyon	telekommunikation	telekomünikasyon	telekommunikation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
telekomünikasyon	telekommunikation	telekomünikasyon	telekommunikation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bölünmüş	divideret	böl	dividere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
bölünmüş	opdelt	böl	opdele	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
bölünmüş	splittet	böl	splitte	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
bölünmüş	delt	böl	delt	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
bölünmüş	opdelt	böl	opdele	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
idrar	urin	idrar	urin	N;NOM;SG;3	N;INDF;MASC+FEM;SG
idrar	urinveje	idrar	urinveje	N;NOM;SG;3	N;INDF;MASC+FEM;SG
idrar	urin	idrar	urin	N;NOM;SG;3	N;INDF;MASC+FEM;SG
idrar	urinen	idrar	urin	N;NOM;SG;3	N;DEF;MASC+FEM;SG
maliyet	pris	maliyet	pris	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maliyet	udgift	maliyet	udgift	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maliyet	omkostning	maliyet	omkostning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
paylaştı	delte	paylaş	dele	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
paylaştı	delt	paylaş	delt	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
paylaştı	opslået	paylaş	opslå	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
mektuplar	bogstaver	mektup	bogstave	N;NOM;PL;3	N;INDF;NEUT;PL
mektuplar	breve	mektup	brev	N;NOM;PL;3	N;INDF;NEUT;PL
motorlar	motorer	motor	motor	N;NOM;PL;3	N;INDF;MASC+FEM;PL
motorlar	motorerne	motor	motor	N;NOM;PL;3	N;DEF;MASC+FEM;PL
motorlar	motorer	motor	motor	N;NOM;PL;3	N;INDF;MASC+FEM;PL
büyükler	ældste	büyük	gad	ADJ;NOM;PL;3	ADJ;DEF;RL
büyükler	voksne	büyük	voksen	ADJ;NOM;PL;3	ADJ;PL
taşımak	bærer	taşı	bære	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
taşımak	bære	taşı	bære	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
caroline	caroline	carol	carolin	N;DAT;SG;3	N;INDF;MASC+FEM;SG
yazlık	sommerhus	yazlık	sommerhus	N;NOM;SG;3	N;INDF;NEUT;SG
yazlık	sommerhuset	yazlık	sommerhuset	N;NOM;SG;3	N;DEF;NEUT;SG
yazlık	hytte	yazlık	hytte	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yasalar	lovene	yasa	lov	N;NOM;PL;3	N;DEF;NEUT;PL
tanıttı	introduceret	tanı	introducere	V;PFV;IND;SG;3;POS;PST;CAUS	V;INDF;SG;PST;V.PTCP
tanıttı	indført	tanı	indføre	V;PFV;IND;SG;3;POS;PST;CAUS	V;INDF;SG;PST;V.PTCP
memorial	mindesmærke	memorial	mindesmærke	N;NOM;SG;3	N;INDF;NEUT;SG
memorial	mindehøjtidelighed	memorial	mindehøjtidelighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
uzunlukta	længde	uzunluk	længde	N;ESS;SG;3	N;INDF;MASC+FEM;SG
uzunlukta	længden	uzunluk	længde	N;ESS;SG;3	N;DEF;MASC+FEM;SG
açıklık	clearing	açıklık	clearing	N;NOM;SG;3	N;INDF;MASC+FEM;SG
açıklık	rydning	açıklık	rydning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
açıklık	åbenhed	açıklık	åbenhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
açıklık	klarsyn	açıklık	klarsyn	N;NOM;SG;3	N;INDF;NEUT;SG
açıklık	klarhed	açıklık	klarhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
açıklık	tydelighed	açıklık	tydelighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bağımsızlığı	uafhængighed	bağımsızlık	uafhængighed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
bağımsızlığı	selvstændighed	bağımsızlık	selvstændighed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
bağımsızlığı	uafhængigheden	bağımsızlık	uafhængighed	N;ACC;SG;3	N;DEF;MASC+FEM;SG
zorluk	vanskelighed	zorluk	vanskelighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
zorluk	sværhedsgrad	zorluk	sværhedsgrad	N;NOM;SG;3	N;INDF;MASC+FEM;SG
zorluk	modgang	zorluk	modgang	N;NOM;SG;3	N;INDF;MASC+FEM;SG
höyüğü	højen	höyük	høj	N;NOM;SG;3	N;DEF;MASC+FEM;SG
simgeler	symboler	simge	symbol	N;NOM;PL;3	N;INDF;MASC+FEM;PL
simgeler	ikoner	simge	ikone	N;NOM;PL;3	N;INDF;MASC+FEM;PL
düşünceler	tanker	düşünce	tanke	N;NOM;PL;3	N;INDF;MASC+FEM;PL
saatler	åbningstider	saat	åbningstid	N;NOM;PL;3	N;INDF;MASC+FEM;PL
saatler	arbejdstimer	saat	arbejdstime	N;NOM;PL;3	N;INDF;MASC+FEM;PL
saatler	timer	saat	time	N;NOM;PL;3	N;INDF;MASC+FEM;PL
saatler	urene	saat	ur	N;NOM;PL;3	N;DEF;MASC+FEM;PL
saatler	ure	saat	ur	N;NOM;PL;3	N;INDF;NEUT;PL
saatler	urene	saat	ur	N;NOM;PL;3	N;DEF;MASC+FEM;PL
saatler	ure	saat	ur	N;NOM;PL;3	N;INDF;NEUT;PL
kabine	skab	kabin	skab	N;NOM;SG;3	N;INDF;NEUT;SG
kabine	kabinettet	kabin	kabinet	N;NOM;SG;3	N;DEF;NEUT;SG
kabine	kabinet	kabin	kabinet	N;NOM;SG;3	N;INDF;NEUT;SG
saltanat	regeringstid	saltanat	regeringstid	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gömüldü	begravet	göm	begrave	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
gömüldü	begravede	göm	begrave	V;PFV;IND;SG;3;POS;PST;PASS	V;PST;V.PTCP
bağlılık	troskab	bağlılık	troskab	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bağlılık	loyalitet	bağlılık	loyalitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bağlılık	hengivenhed	bağlılık	hengivenhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bağlılık	tilsagn	bağlılık	tilsagn	N;NOM;SG;3	N;INDF;NEUT;SG
bağlılık	engagement	bağlılık	engagement	N;NOM;SG;3	N;INDF;NEUT;SG
bağlılık	forpligtelse	bağlılık	forpligtelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çiftçilik	opdræt	çiftçilik	opdræte	N;NOM;SG;3	N;INDF;NEUT;SG
işsizlik	arbejdsløsheden	işsizlik	arbejdsløshed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
işsizlik	arbejdsløshed	işsizlik	arbejdsløshed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
işsizlik	ledighed	işsizlik	ledighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fiyatı	pris	fiyat	pris	N;ACC;SG;3	N;INDF;MASC+FEM;SG
fiyatı	price	fiyat	price	N;ACC;SG;3	N;INDF;NEUT;SG
fiyatı	prisen	fiyat	pris	N;ACC;SG;3	N;DEF;MASC+FEM;SG
ekimi	transplantation	ekim	transplantation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bakmak	søger	bak	søge	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
bakmak	kigger	bak	kigge	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
bakmak	ser	bak	se	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
çocukluğu	barndom	çocukluk	barndom	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çocukluğu	barndommen	çocukluk	barndom	N;NOM;SG;3	N;DEF;MASC+FEM;SG
belirtildi	præciseret	belir	præcisere	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
belirtildi	angivet	belir	angive	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
belirtildi	specificeret	belir	specificere	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
lorentz	lorentz	lorentz	lorentz	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mühendisleri	ingeniører	mühendis	ingeniør	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kökleri	rødder	kök	rod	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kökleri	rødderne	kök	rod	N;NOM;PL;3	N;DEF;MASC+FEM;PL
ortaklık	partnerskab	ortaklık	partnerskab	N;NOM;SG;3	N;INDF;NEUT;SG
ortaklık	partnerskabet	ortaklık	partnerskab	N;NOM;SG;3	N;DEF;NEUT;SG
ortaklık	partnership	ortaklık	partnership	N;NOM;SG;3	N;INDF;MASC+FEM;SG
döngüsü	løkke	döngü	løkke	N;NOM;SG;3	N;INDF;MASC+FEM;SG
döngüsü	sløjfe	döngü	sløjfe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
döngüsü	løkken	döngü	løkke	N;NOM;SG;3	N;DEF;MASC+FEM;SG
döngüsü	cyklus	döngü	cyklus	N;NOM;SG;3	N;INDF;MASC+FEM;SG
eğilimi	tilbøjelighed	eğ	tilbøjelighed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
sergiler	udstillinger	sergi	udstilling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
durağan	stabil	durağan	stabil	ADJ	ADJ;INDF;MASC+FEM;SG
durağan	stabilt	durağan	stabil	ADJ	ADJ;INDF;NEUT;SG
durağan	stabile	durağan	stabil	ADJ	ADJ;PL
manzara	landskab	manzara	landskab	N;NOM;SG;3	N;INDF;NEUT;SG
manzara	landskabet	manzara	landskab	N;NOM;SG;3	N;DEF;NEUT;SG
manzara	vis	manzara	vis	N;NOM;SG;3	N;INDF;MASC+FEM;SG
manzara	udsigt	manzara	udsigt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sitede	site	site	site	N;ESS;SG;3	N;INDF;NEUT;SG
düğünler	bryllupper	düğün	brylluppe	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerleştirilmiş	sået	yerleş	så	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yerleştirilmiş	plantet	yerleş	plante	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yerleştirilmiş	plantes	yerleş	plante	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NFIN;PASS
bileşenleri	bestanddele	bileş	bestanddel	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bileşenleri	komponenterne	bileş	komponent	N;ACC;PL;3	N;DEF;MASC+FEM;PL
bileşenleri	komponenter	bileş	komponent	N;ACC;PL;3	N;INDF;MASC+FEM;PL
imkansız	umulig	imkânsız	umulig	ADJ	ADJ;INDF;MASC+FEM;SG
imkansız	umuligt	imkânsız	umulig	ADJ	ADJ;INDF;NEUT;SG
valilik	guvernør	valilik	guvernør	N;NOM;SG;3	N;INDF;MASC+FEM;SG
valilik	guvernøren	valilik	guvernør	N;NOM;SG;3	N;DEF;MASC+FEM;SG
ölümsüz	udødelig	ölümsüz	udødelig	ADJ	ADJ;INDF;MASC+FEM;SG
ölümsüz	udødelige	ölümsüz	udødelig	ADJ	ADJ;PL
binaların	bygningers	bina	bygning	N;GEN;PL;3	N;GEN;INDF;MASC+FEM;PL
binaların	bygninger	bina	bygning	N;GEN;PL;3	N;INDF;MASC+FEM;PL
binaların	bygningerne	bina	bygning	N;GEN;PL;3	N;DEF;MASC+FEM;PL
binaların	ejendomme	bina	ejendom	N;GEN;PL;3	N;INDF;MASC+FEM;PL
valentine	valentin	valent	valentin	N;NOM;SG;3	N;INDF;MASC+FEM;SG
valentine	valentinsdag	valent	valentinsdag	N;NOM;SG;3	N;INDF;MASC+FEM;SG
valentine	valentine	valent	valentine	N;NOM;SG;3	N;INDF;MASC+FEM;SG
şampiyona	mesterskabet	şampiyon	mesterskab	N;DAT;SG;3	N;DEF;NEUT;SG
şampiyona	mesterskab	şampiyon	mesterskab	N;DAT;SG;3	N;INDF;NEUT;SG
şampiyona	championship	şampiyon	championship	N;DAT;SG;3	N;INDF;MASC+FEM;SG
tükenmiş	opbrugt	tüken	opbrugt	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	udmattet	tüken	udmattet	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	udtømt	tüken	udtømme	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	udbrændt	tüken	udbrænde	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	forarmet	tüken	forarme	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	udtømt	tüken	udtømme	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	drænet	tüken	dræne	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tükenmiş	tømt	tüken	tømme	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hipotez	hypotese	hipotez	hypotes	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çorba	suppen	çorb	suppe	N;NOM;SG;3	N;DEF;MASC+FEM;SG
çorba	suppe	çorb	suppe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çorba	suppe	çorb	suppe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çorba	supper	çorb	suppe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
suçlar	lovovertrædelser	suç	lovovertrædelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
suçlar	forbrydelser	suç	forbrydelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
suçlar	forbrydelser	suç	forbrydelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ayakları	fødderne	ayak	fod	N;NOM;PL;3	N;DEF;MASC+FEM;PL
ayakları	fødder	ayak	fod	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yıkılmış	hærget	yık	hærget	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
işlevsel	funktionel	işlevsel	funktionel	ADJ	ADJ;INDF;MASC+FEM;SG
işlevsel	funktionelle	işlevsel	funktionel	ADJ	ADJ;PL
işlevsel	funktionelt	işlevsel	funktionelt	ADJ	ADJ;INDF;NEUT;SG
davranışı	opførsel	davranış	opførsel	N;ACC;SG;3	N;INDF;MASC+FEM;SG
davranışı	adfærd	davranış	adfærd	N;ACC;SG;3	N;INDF;MASC+FEM;SG
sloganı	motto	slogan	motto	N;ACC;SG;3	N;INDF;NEUT;SG
sloganı	mottoet	slogan	motto	N;ACC;SG;3	N;DEF;NEUT;SG
derinlik	dybde	derinlik	dybde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
derinlik	dybden	derinlik	dybden	N;NOM;SG;3	N;DEF;MASC+FEM;SG
masalı	fortælling	masal	fortælling	N;ACC;SG;3	N;INDF;MASC+FEM;SG
kısımlar	strækninger	kısım	strækning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kısımlar	sektioner	kısım	sektion	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kazanç	fortjeneste	kazanç	fortjeneste	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	profit	kazanç	profit	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	overskud	kazanç	overskud	N;NOM;SG;3	N;INDF;NEUT;SG
kazanç	gevinst	kazanç	gevinst	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	vinding	kazanç	vinding	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	gevinst	kazanç	gevinst	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	fortjeneste	kazanç	fortjeneste	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	profit	kazanç	profit	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kazanç	overskud	kazanç	overskud	N;NOM;SG;3	N;INDF;NEUT;SG
kazanç	indtjening	kazanç	indtjening	N;NOM;SG;3	N;INDF;MASC+FEM;SG
botanik	botanik	botanik	botanik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
denklemleri	ligninger	denklem	ligning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
gidiyor	går	git	gå	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
gidiyor	forlader	git	forlade	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
