kapoor	kapoor	kapoor	kapoor	N	N;INDF;MASC;SG
tengkorak	skallen	tengkorak	skalle	N;SG	N;DEF;MASC;SG
tengkorak	hodeskalle	tengkorak	hodeskall	N;SG	N;INDF;MASC;SG
tengkorak	skull	tengkorak	skull	N;SG	N;INDF;MASC;SG
tengkorak	skalle	tengkorak	skalle	N;SG	N;INDF;NEUT;SG
kemasan	innpakning	kemasan	innpakning	N;SG	N;INDF;FEM;SG
kemasan	pakking	kemasan	pakking	N;SG	N;INDF;FEM;SG
selebriti	kjendis	selebriti	kjendis	N	N;INDF;MASC;SG
selebriti	kjendis	selebriti	kjendis	N	N;INDF;MASC;SG
selebriti	kjendiser	selebriti	kjendis	N	N;INDF;MASC;PL
bidadari	apsara	bidadari	apsar	N;SG	N;INDF;MASC;SG
bidadari	engelen	bidadari	engel	N;SG	N;DEF;MASC;SG
bidadari	engel	bidadari	engel	N;SG	N;INDF;MASC;SG
bidadari	angel	bidadari	angel	N;SG	N;INDF;MASC;SG
perhiasan	smykker	perhiasan	smykke	N;SG	N;INDF;NEUT;SG
perhiasan	smykke	perhiasan	smykke	N;SG	N;INDF;NEUT;SG
perhiasan	smykker	perhiasan	smykke	N;SG	N;INDF;NEUT;SG
perhiasan	juveler	perhiasan	juvele	N;SG	N;INDF;MASC;SG
topografi	topografi	topografi	topografi	N	N;INDF;MASC;SG
perspektif	perspektivet	perspektif	perspektiv	N;SG	N;DEF;NEUT;SG
perspektif	perspektiv	perspektif	perspektiv	N;SG	N;INDF;NEUT;SG
pementasan	iscenesettelse	penpentasan	iscenesettels	N;SG	N;INDF;MASC;SG
relasi	relasjon	relasi	relasjon	N;SG	N;INDF;MASC;SG
relasi	relasjoner	relasi	relasjon	N;SG	N;INDF;MASC;SG
progresif	progressiv	progresif	progressiv	ADJ;SG	ADJ;INDF;NEUT;SG
perkusi	perkusjon	perkusi	perkusjon	N	N;INDF;MASC;SG
penata	stylist	pentata	stylist	N;SG	N;INDF;MASC;SG
tunas	skyter	tunas	skyte	N;SG	N;INDF;MASC;SG
penanaman	planting	pentanaman	planting	N;SG	N;INDF;FEM;SG
penanaman	dyrking	pentanaman	dyrking	N;SG	N;INDF;FEM;SG
dinamika	dynamikk	dinamika	dynamikk	N	N;INDF;MASC;SG
terungkap	avslørte	terungkap	avsløre	V;SG;PASS	V;IND;PST;FIN
ronde	runde	ronde	runde	N	N;INDF;MASC;SG
ronde	runden	ronde	runde	N	N;DEF;MASC;SG
ronde	round	ronde	round	N	N;INDF;SG
borussia	borussia	borussia	borussig	N	N;INDF;MASC;SG
mengindikasikan	indikerer	menindikasikan	indikere	V;SG;ACT	V;IND;PRS;FIN
mengindikasikan	indikerer	menindikasikan	indikere	V;SG;ACT	V;IND;PRS;FIN
mengindikasikan	indikere	menindikasikan	indikere	V;SG;ACT	V;NFIN
berkomentar	kommenterer	berkomentar	kommentere	V;SG;ACT	V;IND;PRS;FIN
berkomentar	kommentere	berkomentar	kommentere	V;SG;ACT	V;NFIN
menyertakan	inkluderes	menyertakan	inkluderes	V	V;FIN
menyertakan	inkluderte	menyertakan	inkludere	V	V;IND;PST;FIN
menyertakan	inkluderer	menyertakan	inkludere	V	V;IND;PRS;FIN
menyertakan	inkludere	menyertakan	inkludere	V	V;NFIN
menyertakan	inkluderer	menyertakan	inkludere	V	V;IND;PRS;FIN
menyertakan	omfatter	menyertakan	omfatter	V	V;IND;PRS;FIN
wajar	rimelig	wajar	rimelig	ADJ;SG	ADJ;INDF;NEUT;SG
wajar	fornuftig	wajar	fornuftig	ADJ;SG	ADJ;INDF;NEUT;SG
akademis	akademisk	akademis	akademisk	ADJ;SG	ADJ;INDF;NEUT;SG
peralihan	overgangen	peralihan	overgang	N;SG	N;DEF;MASC;SG
peralihan	overgang	peralihan	overgang	N;SG	N;INDF;MASC;SG
pengeluaran	forbruket	penkeluaran	forbruk	N;SG	N;DEF;NEUT;SG
pengeluaran	bekostning	penkeluaran	bekostning	N;SG	N;INDF;FEM;SG
pengeluaran	utgift	penkeluaran	utgift	N;SG	N;INDF;FEM;SG
pengeluaran	forbruk	penkeluaran	forbruk	N;SG	N;INDF;NEUT;SG
ubah	modifisere	ubah	modifisere	V;SG;ACT	V;NFIN
ubah	endre	ubah	endre	V;SG;ACT	V;NFIN
dominasi	dominans	dominasi	dominans	N;SG	N;INDF;MASC;SG
dominasi	dominans	dominasi	dominans	N;SG	N;INDF;MASC;SG
pemanasan	forspill	penpanasan	forspill	N;SG	N;INDF;MASC;SG
pemanasan	oppvarming	penpanasan	oppvarming	N;SG	N;INDF;FEM;SG
pemanasan	oppvarming	penpanasan	oppvarming	N;SG	N;INDF;FEM;SG
kontributor	bidragsyter	kontributor	bidragsyter	N;SG	N;INDF;NEUT;SG
kontributor	bidragsytere	kontributor	bidragsytere	N;SG	N;INDF;NEUT;SG
kawat	ledning	kawat	ledning	N;SG	N;INDF;FEM;SG
kawat	wire	kawat	wire	N;SG	N
rongga	hulrom	rongga	hulrom	N;SG	N;INDF;NEUT;SG
akta	gjerning	akta	gjerning	N;SG	N;INDF;FEM;SG
akta	dåd	akta	dåd	N;SG	N;INDF;MASC;SG
persepsi	persepsjon	persepsi	persepsjon	N;SG	N;INDF;MASC;SG
kaset	kassetter	kaset	kassetter	N	N;INDF;MASC;SG
kaset	båndene	kaset	bånde	N	N;DEF;FEM;PL
biarawan	monk	biarawan	monk	N	N;INDF;MASC;SG
biarawan	munk	biarawan	munk	N	N;INDF;MASC;SG
biarawan	munker	biarawan	munker	N	N;INDF;MASC;SG
dipecat	fyrte	dipecat	fyre	V;SG;PASS	V;IND;PST;FIN
celana	shorts	celana	short	N;SG	N;INDF;MASC;SG
celana	truse	celana	truse	N;SG	N;INDF;MASC;SG
celana	bukse	celana	bukse	N;SG	N;INDF;FEM;SG
celana	truse	celana	truse	N;SG	N;INDF;MASC;SG
celana	bukse	celana	bukse	N;SG	N;INDF;FEM;SG
memulihkan	gjenopprette	menpulihkan	gjenopprette	V;SG;ACT	V;NFIN
memulihkan	restaurerer	menpulihkan	restaurere	V;SG;ACT	V;IND;PRS;FIN
pemindahan	overføring	penpindahan	overføring	N;SG	N;INDF;FEM;SG
pemindahan	forskyvning	penpindahan	forskyvning	N;SG	N;INDF;FEM;SG
bing	bing	bing	bing	N	N;INDF;MASC;SG
bubuk	pudder	bubuk	pudder	N;SG	N;INDF;MASC;SG
bubuk	pulver	bubuk	pulver	N;SG	N;INDF;NEUT;SG
pembacaan	leser	penbacaan	lese	N;SG	N;INDF;MASC;SG
pembacaan	reading	penbacaan	reading	N;SG	N;INDF;FEM;SG
pembacaan	lesning	penbacaan	lesning	N;SG	N;INDF;FEM;SG
pembacaan	lesing	penbacaan	lesing	N;SG	N;INDF;FEM;SG
keperawatan	sykepleie	keperawatan	sykepleie	N;SG	N;INDF;MASC;SG
itunes	itunes	itunes	itunes	N;SG	N;INDF;MASC;SG
jurnalistik	journalistikk	jurnalistik	journalistikk	N;SG	N;INDF;MASC;SG
kelinci	hare	kelinci	hare	N	N;INDF;MASC;SG
kelinci	kaninene	kelinci	kanine	N	N;DEF;FEM;PL
kelinci	kaniner	kelinci	kaninere	N	N;INDF;FEM;PL
kelinci	bunny	kelinci	bunny	N	N;INDF;MASC;SG
kelinci	kaninen	kelinci	kanin	N	N;DEF;MASC;SG
kelinci	kanin	kelinci	kanin	N	N;INDF;MASC;SG
kelinci	hare	kelinci	hare	N	N;INDF;MASC;SG
kelinci	rabbit	kelinci	rabbit	N	N;INDF;MASC;SG
nasionalisme	nasjonalisme	nasionalisme	nasjonalisme	N;SG	N;INDF;MASC;SG
implementasi	implementering	implementasi	implementering	N;SG	N;INDF;FEM;SG
implementasi	gjennomføringen	implementasi	gjennomføring	N;SG	N;DEF;MASC;SG
penempatan	plassering	pentempatan	plassering	N;SG	N;INDF;FEM;SG
penempatan	plasseringen	pentempatan	plassering	N;SG	N;DEF;MASC;SG
peresmian	innsettelsen	peresmian	innsettelse	N;SG	N;DEF;MASC;SG
katak	padde	katak	pa	N;SG	N;INDF;MASC;SG
katak	padda	katak	padde	N;SG	N;DEF;FEM;SG
katak	frosken	katak	frosk	N;SG	N;DEF;MASC;SG
katak	frosk	katak	frosk	N;SG	N;INDF;NEUT;SG
katak	frog	katak	frog	N;SG	N
imigrasi	innvandring	imigrasi	innvandring	N;SG	N;INDF;FEM;SG
drastis	drastisk	drastis	drastisk	ADJ;SG	ADJ;INDF;NEUT;SG
drastis	drastisk	drastis	drastisk	ADJ;SG	ADJ;INDF;NEUT;SG
prototipe	prototype	prototipe	prototype	N;SG	N;INDF;MASC;SG
prototipe	prototyp	prototipe	prototyp	N;SG	N;INDF;MASC;SG
prototipe	prototyper	prototipe	prototyper	N;SG	N;INDF;FEM;SG
subyek	undersåtter	subyek	undersåtter	N	N;INDF;FEM;PL
subyek	emne	subyek	emne	N	N;INDF;NEUT;SG
subyek	fag	subyek	fag	N	N;INDF;NEUT;PL
subyek	subjekt	subyek	subjekt	N	N;INDF;NEUT;SG
kolektif	kollektivt	kolektif	kollektiv	ADJ	ADJ;INDF;NEUT;SG
kolektif	kollektiv	kolektif	kollektiv	ADJ	ADJ;INDF;SG
ester	ester	ester	ester	N	N;INDF;MASC;SG
ester	esther	ester	esther	N	N;INDF;MASC;SG
nyonya	madam	nyonya	madam	N	N;INDF;MASC;SG
nyonya	frue	nyonya	fru	N	N;INDF;FEM;SG
nyonya	madame	nyonya	madam	N	N;INDF;MASC;SG
nyonya	elskerinne	nyonya	elskerinne	N	N;INDF;FEM;SG
nyonya	herskerinne	nyonya	herskerinne	N	N;INDF;FEM;SG
nyonya	elskerinnen	nyonya	elskerinn	N	N;DEF;MASC;SG
nyonya	lady	nyonya	lady	N	N;INDF;MASC;SG
nyonya	damen	nyonya	dame	N	N;DEF;MASC;SG
nyonya	dame	nyonya	dame	N	N;INDF;FEM;SG
oksida	oksid	oksida	oksid	N;SG	N;INDF;NEUT;SG
hobi	hobby	hobi	hobby	N;SG	N;INDF;MASC;SG
rotasi	rotasjon	rotasi	rotasjon	N	N;INDF;MASC;SG
jamaika	jamaica	jamaika	jamaica	N;SG	N
balasan	svar	balasan	svar	N;SG;ACT	N;INDF;NEUT;SG
penguasaan	besittelse	penkuasaan	besittelse	N;SG	N;INDF;MASC;SG
penguasaan	besettelse	penkuasaan	besettelse	N;SG	N;INDF;MASC;SG
gantung	henging	gantung	henging	N;SG	N;INDF;FEM;SG
gantung	hengende	gantung	hengende	N;SG	N;INDF;NEUT;SG
gantung	hengning	gantung	hengning	N;SG	N;INDF;FEM;SG
prioritas	prioritet	prioritas	prioritet	N;SG	N;INDF;MASC;SG
prioritas	prioritering	prioritas	prioritering	N;SG	N;INDF;FEM;SG
penerjemah	tolk	penterjemah	tolk	N;SG	N;INDF;MASC;SG
penerjemah	tolken	penterjemah	tolk	N;SG	N;DEF;MASC;SG
mahabharata	mahabharata	mahabharata	mahabharata	N	N;INDF;MASC;SG
performa	opptreden	performa	opptred	N;SG	N;DEF;MASC;SG
performa	forestilling	performa	forestilling	N;SG	N;INDF;FEM;SG
performa	performance	performa	performance	N;SG	N
performa	ytelse	performa	ytelse	N;SG	N;INDF;MASC;SG
persentase	prosenter	persentase	prosenter	N;SG	N;INDF;NEUT;SG
persentase	prosentandel	persentase	prosentandel	N;SG	N;INDF;MASC;SG
strip	strimler	strip	strimle	N	N;INDF;FEM;PL
strip	strip	strip	strip	N	N;INDF;NEUT;SG
marx	marx	marx	marx	N	N;INDF;MASC;SG
champion	mester	champion	mester	N	N;INDF;MASC;SG
champion	champion	champion	champion	N	N;INDF;SG
elektronika	electronica	elektronika	electronice	N	N
elektronika	elektronikk	elektronika	elektronikk	N	N;INDF;MASC;SG
neutron	nøytroner	neutron	nøytron	N	N;INDF;FEM;PL
neutron	nøytron	neutron	nøytron	N	N;INDF;NEUT;SG
triliun	billion	triliun	billion	N;SG	N;INDF;NEUT;SG
sengketa	strides	sengketa	strides	N;SG	N;INDF;MASC;SG
sengketa	tvist	sengketa	tvist	N;SG	N;INDF;MASC;SG
sengketa	tvisten	sengketa	tvist	N;SG	N;DEF;MASC;SG
pengasingan	eksil	penasingan	eksil	N;SG	N;INDF;MASC;SG
liburan	holiday	liburan	holiday	N;SG	N;INDF;MASC;SG
liburan	ferie	liburan	ferie	N;SG	N;INDF;MASC;SG
liburan	helligdag	liburan	helligdag	N;SG	N;INDF;MASC;SG
liburan	ferie	liburan	ferie	N;SG	N;INDF;MASC;SG
liburan	helligdager	liburan	helligdag	N;SG	N;INDF;MASC;SG
liburan	skolefri	liburan	skolefri	N;SG	N;INDF;MASC;SG
separuh	halvt	separuh	halv	ADJ;SG	ADJ;INDF;NEUT;SG
separuh	halve	separuh	halv	ADJ;SG	ADJ;DEF;SG
separuh	halv	separuh	halv	ADJ;SG	ADJ;INDF;SG
ekstra	statister	ekstra	statister	N;SG	N;INDF;MASC;SG
ekstra	extra	ekstra	extre	N;SG	N
teras	terrasse	teras	terrasse	N;SG	N;INDF;MASC;SG
personil	personell	personil	personell	N;SG	N;INDF;NEUT;SG
acuan	referanse	acuan	referanse	N;SG	N;INDF;MASC;SG
rekomendasi	anbefalingen	rekomendasi	anbefaling	N;SG	N;DEF;MASC;SG
rekomendasi	anbefaling	rekomendasi	anbefaling	N;SG	N;INDF;FEM;SG
pengadaan	innkjøp	penadaan	innkjøp	N;SG	N;INDF;NEUT;SG
kisaran	range	kisaran	rang	N;SG	N;INDF;FEM;SG
kisaran	rekkevidde	kisaran	rekkevidd	N;SG	N;INDF;FEM;SG
kisaran	spekter	kisaran	spekter	N;SG	N;INDF;NEUT;SG
imbang	slips	imbang	slips	N;SG	N;INDF;MASC;SG
imbang	bind	imbang	binde	N;SG	N;INDF;NEUT;SG
imbang	draw	imbang	draw	N;SG	N
imbang	trekk	imbang	trekk	N;SG	N;INDF;NEUT;SG
imbang	tegne	imbang	ta	N;SG	N;INDF;FEM;SG
pembatasan	begrensning	penbatasan	begrensning	N;SG	N;INDF;FEM;SG
pembatasan	restriksjoner	penbatasan	restriksjon	N;SG	N;INDF;MASC;SG
pembatasan	begrense	penbatasan	begrense	N;SG	N;INDF;MASC;SG
perorangan	individ	perorangan	individ	N;SG	N;INDF;NEUT;SG
perorangan	individet	perorangan	individ	N;SG	N;DEF;NEUT;SG
nubuat	profetier	nubuat	profetie	N	N;INDF;MASC;SG
nubuat	profeti	nubuat	profeti	N	N;INDF;MASC;SG
nubuat	profetien	nubuat	profeti	N	N;DEF;MASC;SG
soto	soto	soto	soto	N	N;INDF;MASC;SG
penanda	tusj	pentanda	tusj	N;SG	N;INDF;NEUT;SG
penanda	markør	pentanda	markør	N;SG	N;INDF;MASC;SG
menyembunyikan	skjuler	mensembunyikan	skjule	V;SG;ACT	V;IND;PRS;FIN
menyembunyikan	skjuler	mensembunyikan	skjule	V;SG;ACT	V;IND;PRS;FIN
dongeng	tales	dongeng	tales	N;SG	N;INDF;NEUT;SG
dongeng	eventyr	dongeng	eventyr	N;SG	N;INDF;NEUT;SG
aroma	aroma	aroma	arom	N;SG	N;INDF;MASC;SG
aroma	duft	aroma	duft	N;SG	N;INDF;FEM;SG
penggantian	erstatning	pengantian	erstatning	N;SG	N;INDF;FEM;SG
suite	suite	suite	suit	N	N;INDF;MASC;SG
suite	suiten	suite	suiten	N	N;DEF;MASC;SG
suite	suiter	suite	suiter	N	N;INDF;NEUT;SG
penggalian	utgraving	pengalian	utgraving	N;SG	N;INDF;FEM;SG
reputasi	omdømme	reputasi	omdømme	N;SG	N;INDF;NEUT;SG
reputasi	rykte	reputasi	rykte	N;SG	N;INDF;NEUT;SG
reputasi	ry	reputasi	ry	N;SG	N;INDF;NEUT;SG
mengenali	gjenkjenner	menkenali	gjenkjenne	V;SG;ACT	V;IND;PRS;FIN
mengenali	gjenkjenne	menkenali	gjenkjenne	V;SG;ACT	V;NFIN
mengenali	gjenkjenner	menkenali	gjenkjenne	V;SG;ACT	V;IND;PRS;FIN
mengenali	gjenkjenne	menkenali	gjenkjenne	V;SG;ACT	V;NFIN
wawasan	innsikt	wawasan	innsikt	N;SG	N;INDF;FEM;SG
wawasan	innblikk	wawasan	innblikk	N;SG	N;INDF;NEUT;SG
wawasan	innsikt	wawasan	innsikt	N;SG	N;INDF;FEM;SG
wawasan	innsikten	wawasan	innsikt	N;SG	N;DEF;MASC;SG
asumsi	antakelse	asumsi	antakels	N;SG	N;INDF;MASC;SG
asumsi	antagelser	asumsi	antagelser	N;SG	N;INDF;NEUT;SG
asumsi	antakelser	asumsi	antakelser	N;SG	N;INDF;NEUT;SG
kiper	keeperen	kiper	keeper	N;SG	N;DEF;MASC;SG
kiper	målvakt	kiper	målvakt	N;SG	N;INDF;FEM;SG
kiper	keeper	kiper	keeper	N;SG	N;INDF;MASC;SG
lancar	glatt	lancar	glatt	ADJ;SG	ADJ;INDF;NEUT;SG
bengkel	workshop	bengkel	workshop	N;SG	N;INDF;NEUT;SG
bengkel	verksted	bengkel	verksted	N;SG	N;INDF;NEUT;SG
bengkel	verkstedet	bengkel	verksted	N;SG	N;DEF;NEUT;SG
penawaran	deal	pentawaran	deal	N;SG	N;INDF;MASC;SG
penawaran	avtale	pentawaran	avtale	N;SG	N;INDF;MASC;SG
penawaran	tilbudet	pentawaran	tilbud	N;SG	N;DEF;NEUT;SG
penawaran	tilbud	pentawaran	tilbud	N;SG	N;INDF;NEUT;SG
penawaran	budrunde	pentawaran	budrunde	N;SG	N;INDF;MASC;SG
penawaran	bid	pentawaran	bid	N;SG	N;INDF;SG
penawaran	bud	pentawaran	bud	N;SG	N;INDF;NEUT;SG
penawaran	budet	pentawaran	bud	N;SG	N;DEF;NEUT;SG
penawaran	tilbud	pentawaran	tilbud	N;SG	N;INDF;NEUT;SG
penawaran	tilbud	pentawaran	tilbud	N;SG	N;INDF;NEUT;SG
pengalihan	avledning	penalihan	avledning	N;SG	N;INDF;FEM;SG
pengalihan	distraksjon	penalihan	distraksjon	N;SG	N;INDF;MASC;SG
lithuania	litauen	lithuania	litau	N;SG	N;DEF;MASC;SG
kalsium	kalsium	kalsium	kalsium	N	N;INDF;NEUT;SG
teror	terror	teror	terror	N;SG	N;INDF;MASC;SG
teror	terroren	teror	terror	N;SG	N;DEF;MASC;SG
obligasi	obligasjoner	obligasi	obligasjon	N;SG	N;INDF;MASC;SG
obligasi	binding	obligasi	binding	N;SG	N;INDF;FEM;SG
obligasi	obligasjon	obligasi	obligasjon	N;SG	N;INDF;MASC;SG
obligasi	bond	obligasi	bond	N;SG	N;INDF;MASC;SG
tingkah	innfall	tingkah	innfall	N;SG	N;INDF;NEUT;SG
tingkah	atferd	tingkah	atferd	N;SG	N;INDF;NEUT;SG
tingkah	oppførsel	tingkah	oppførsel	N;SG	N;INDF;MASC;SG
ketahanan	endurance	ketahanan	endurance	N;SG	N
ketahanan	utholdenhet	ketahanan	utholdenhet	N;SG	N;INDF;MASC;SG
ketahanan	robusthet	ketahanan	robusthe	N;SG	N;INDF;MASC;SG
ketahanan	motstand	ketahanan	motstand	N;SG	N;INDF;MASC;SG
beku	frossen	beku	fross	N;SG	N;DEF;MASC;SG
beku	glasur	beku	glasur	N;SG	N;INDF;MASC;SG
beku	frost	beku	frost	N;SG	N;INDF;MASC;SG
desktop	stasjonær	desktop	stasjonær	N;SG	N;INDF;MASC;SG
metabolisme	stoffskifte	metabolisme	stoffskifte	N;SG	N;INDF;NEUT;SG
surel	posten	surel	post	N	N;DEF;MASC;SG
surel	mail	surel	mail	N	N;INDF;MASC;SG
surel	post	surel	post	N	N;INDF;MASC;SG
surel	epost	surel	epost	N	N;INDF;MASC;SG
tren	trend	tren	trend	N;SG	N;INDF;MASC;SG
tren	trenden	tren	trend	N;SG	N;DEF;MASC;SG
perusak	jager	penrusak	jager	N;SG	N;INDF;MASC;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;INDF;MASC;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;INDF;MASC;SG
ranah	domener	ranah	domen	N	N;INDF;MASC;PL
ranah	domene	ranah	dom	N	N;DEF;FEM;PL
ranah	domenet	ranah	domen	N	N;DEF;NEUT;SG
natrium	natrium	natrium	natrium	N	N;INDF;NEUT;SG
banteng	okse	banteng	okse	N;SG	N;INDF;MASC;SG
banteng	bull	banteng	bull	N;SG	N;INDF;NEUT;SG
turbin	turbin	turbin	turbin	N;SG	N;INDF;MASC;SG
kabin	hytter	kabin	hytte	N	N;INDF;FEM;PL
kabin	hytte	kabin	hytte	N	N;INDF;FEM;SG
shogun	shogun	shogun	shogun	N	N;INDF;MASC;SG
gencatan	våpenhvile	gencatan	våpenhvile	N;SG	N;INDF;FEM;SG
hyundai	hyundai	hyundai	hyundai	N	N;INDF;MASC;SG
daur	syklus	daur	syklus	N;SG	N;INDF;MASC;SG
komputasi	computing	komputasi	computing	N;SG	N;INDF;MASC;SG
komputasi	informatikk	komputasi	informatikk	N;SG	N;INDF;MASC;SG
piramida	pyramide	piramida	pyramid	N	N;INDF;MASC;SG
piramida	pyramiden	piramida	pyramid	N	N;DEF;MASC;SG
piramida	pyramidespill	piramida	pyramidespill	N	N;INDF;NEUT;SG
piramida	pyramider	piramida	pyramidér	N	N;INDF;NEUT;SG
piramida	pyramidene	piramida	pyramide	N	N;DEF;FEM;PL
semut	ant	semut	ant	N;SG	N
semut	maurer	semut	maure	N;SG	N;INDF;MASC;SG
mengamankan	sikrer	menamankan	sikre	V;SG;ACT	V;IND;PRS;FIN
percetakan	utskrift	percetakan	utskrift	N;SG	N;INDF;FEM;SG
percetakan	trykking	percetakan	trykking	N;SG	N;INDF;FEM;SG
percetakan	skriveren	percetakan	skriver	N;SG	N;DEF;MASC;SG
percetakan	skrivere	percetakan	skrivere	N;SG	N;INDF;FEM;SG
motivasi	motivasjon	motivasi	motivasjon	N;SG	N;INDF;MASC;SG
motivasi	oppbyggelse	motivasi	oppbyggelse	N;SG	N;INDF;MASC;SG
kas	cash	kas	cash	N;SG	N;INDF;MASC;SG
kas	kontanter	kas	kontanter	N;SG	N;INDF;NEUT;SG
teknisi	teknikere	teknisi	teknikere	N;SG	N;INDF;FEM;SG
teknisi	tekniker	teknisi	teknike	N;SG	N;INDF;MASC;SG
teknisi	ingeniør	teknisi	ingeniør	N;SG	N;INDF;MASC;SG
indikator	indikatorer	indikator	indikator	N;SG	N;INDF;NEUT;SG
indikator	indikator	indikator	indikator	N;SG	N;INDF;MASC;SG
helium	helium	helium	helium	N	N;INDF;NEUT;SG
kemarahan	vrede	kemarahan	vrede	N;SG	N;INDF;MASC;SG
kemarahan	sinne	kemarahan	sinne	N;SG	N;INDF;MASC;SG
kemarahan	raseriet	kemarahan	raseri	N;SG	N;DEF;NEUT;SG
kemarahan	fury	kemarahan	fury	N;SG	N
kemarahan	raseri	kemarahan	raseri	N;SG	N;INDF;MASC;SG
kemarahan	rage	kemarahan	rage	N;SG	N;INDF;NEUT;SG
kemarahan	raseriet	kemarahan	raseri	N;SG	N;DEF;NEUT;SG
notaris	notar	notaris	note	N	N;INDF;MASC;SG
pembeli	kjøpere	penbeli	kjøpere	N;SG	N;INDF;NEUT;SG
pembeli	kjøpere	penbeli	kjøpere	N;SG	N;INDF;NEUT;SG
mengobati	behandle	menobati	behandle	V;SG;ACT	V;IMP;NFIN
sunting	rediger	sunting	redig	N	N;INDF;MASC;PL
sunting	edit	sunting	edit	N	N;INDF;NEUT;SG
sunting	redigering	sunting	redigering	N	N;INDF;FEM;SG
sunting	endringer	sunting	endring	N	N;INDF;FEM;PL
sunting	edits	sunting	edits	N	N
sunting	redigeringer	sunting	redigeringer	N	N;INDF;FEM;PL
taat	lydig	taat	lydig	ADJ;SG	ADJ;INDF;SG
kuna	kuna	kuna	kunne	N	N;INDF;MASC;SG
stasi	stasi	stasi	stasi	N	N;INDF;MASC;SG
kehamilan	svangerskap	kehamilan	svangerskap	N;SG	N;INDF;NEUT;SG
kehamilan	graviditet	kehamilan	graviditet	N;SG	N;INDF;MASC;SG
usman	usman	usman	usman	N;SG	N;INDF;MASC;SG
emisi	utslipp	emisi	utslipp	N;SG	N;INDF;NEUT;SG
emisi	emisjon	emisi	emisjon	N;SG	N;INDF;MASC;SG
keberanian	tapperhet	keberanian	tapperh	N;SG	N;INDF;NEUT;SG
sekte	cult	sekte	cul	N	N;INDF
sekte	sekt	sekte	sekt	N	N;INDF;FEM;SG
sekte	sekter	sekte	sekter	N	N;INDF;NEUT;SG
melodi	melodi	melodi	melodi	N;SG	N;INDF;MASC;SG
melodi	melody	melodi	melody	N;SG	N;INDF;MASC;SG
tangki	tankskip	tangki	tankskip	N;SG	N;INDF;NEUT;SG
tangki	tank	tangki	tank	N;SG	N;INDF;MASC;SG
tertanggal	datet	tertanggal	dat	N;SG;PASS	N;DEF;NEUT;SG
saingan	rival	saingan	rival	N;SG	N;INDF;MASC;SG
saingan	rivaler	saingan	rivale	N;SG	N;INDF;NEUT;SG
antologi	anthology	antologi	anthology	N	N;INDF;NEUT;SG
keemasan	golden	keemasan	gold	N;SG	N;DEF;MASC;SG
keemasan	gyllen	keemasan	gyll	N;SG	N;INDF;MASC;SG
keemasan	gyllent	keemasan	gyllent	N;SG	N;INDF;NEUT;SG
fluida	væske	fluida	væske	N	N;INDF;FEM;SG
anumerta	posthumt	anumerta	posthum	N	N;INDF;NEUT;SG
diklaim	påsto	diklaim	påsto	V;SG;PASS	V;IND;PST;FIN
pesanan	orden	pesanan	orden	N;SG	N;INDF;MASC;SG
pesanan	bestilling	pesanan	bestilling	N;SG	N;INDF;FEM;SG
pesanan	order	pesanan	ord	N;SG	N;INDF
pesanan	rekkefølge	pesanan	rekkefølg	N;SG	N;INDF;MASC;SG
pesanan	ordre	pesanan	ordre	N;SG	N;INDF;MASC;SG
pesanan	ordrer	pesanan	ordre	N;SG	N;INDF;MASC;SG
restorasi	restaurering	restorasi	restaurering	N;SG	N;INDF;FEM;SG
restorasi	restaurasjonen	restorasi	restaurasjon	N;SG	N;DEF;MASC;SG
martir	martyrene	martir	martyr	N	N;DEF;FEM;PL
martir	martyrer	martir	martyre	N	N;INDF;FEM;PL
martir	martyr	martir	martyr	N	N;INDF;MASC;SG
glass	glass	glass	glass	N	N;INDF;NEUT;SG
benyamin	benjamin	benyamin	benjamin	N	N;INDF;MASC;SG
psikologis	psykolog	psikologis	psykolog	N;SG	N;INDF;MASC;SG
kromosom	kromosomer	kromosom	kromosom	N;SG	N;INDF;FEM;SG
kromosom	kromosom	kromosom	kromosom	N;SG	N;INDF;NEUT;SG
konsol	spillkonsoller	konsol	spillkonsoller	N	N;INDF;FEM;PL
konsol	konsoll	konsol	konsoll	N	N;INDF;MASC;SG
merekrut	rekrutterer	menrekrut	rekruttere	V;SG;ACT	V;IND;PRS;FIN
merekrut	rekrutterer	menrekrut	rekruttere	V;SG;ACT	V;IND;PRS;FIN
angkut	transport	angkut	transport	N;SG;ACT	N;INDF;MASC;SG
pakan	feed	pakan	feed	N;SG	N;INDF;MASC;SG
lituania	litauen	lituania	litau	N;SG	N;DEF;MASC;SG
landak	pinnsvin	landak	pinnsvin	N	N;INDF;MASC;SG
landak	pinnsvin	landak	pinnsvin	N	N;INDF;MASC;SG
interaktif	interaktiv	interaktif	interaktiv	N;SG	N;INDF;MASC;SG
fermentasi	gjære	fermentasi	gjære	N;SG	N;INDF;NEUT;SG
fermentasi	gjæret	fermentasi	gjær	N;SG	N;DEF;NEUT;SG
fermentasi	fermentering	fermentasi	fermentering	N;SG	N;INDF;FEM;SG
mendapati	fann	mendapati	finne	V;SG;ACT	V;IND;PST;FIN
mendapati	fant	mendapati	finne	V;SG;ACT	V;IND;PST;FIN
