もの	saker	もの	sak	N	N;NOM;INDF;MASC+FEM;PL
ファイト	kamp	ファイト	kamp	N	N;NOM;INDF;MASC+FEM;SG
おそらく	troligtvis	おそらく	troligtvis	ADV	ADV
おそらく	förmodligen	おそらく	förmodligen	ADV	ADV
おそらく	troligen	おそらく	troligen	ADV	ADV
おそらく	antagligen	おそらく	antagligen	ADV	ADV
ショット	shot	ショット	shot	N	N;NOM;INDF;MASC+FEM;SG
ショット	skott	ショット	skott	N	N;NOM;INDF;NEUT;SG
ショット	skott	ショット	skott	N	N;NOM;INDF;NEUT;SG
ショット	shots	ショット	shots	N	N;NOM;INDF;NEUT;SG
黄色	gult	黄色	gult	N	N;NOM;INDF;NEUT;SG
若者	ungdomar	若者	ungdom	N	N;NOM;INDF;MASC+FEM;PL
若者	ungdom	若者	ungdom	N	N;NOM;INDF;MASC+FEM;SG
若者	ungdomsfrågor	若者	ungdomsfråga	N	N;NOM;INDF;MASC+FEM;PL
若者	yngling	若者	yngling	N	N;NOM;INDF;MASC+FEM;SG
兵隊	soldaten	兵隊	soldat	N	N;NOM;DEF;MASC+FEM;SG
兵隊	soldat	兵隊	soldat	N	N;NOM;INDF;MASC+FEM;SG
間隔	intervaller	間隔	intervalla	N	N;NOM;INDF;MASC+FEM;PL
間隔	intervall	間隔	intervall	N	N;NOM;INDF;NEUT;SG
間隔	avstånd	間隔	avstånd	N	N;NOM;INDF;NEUT;SG
間隔	mellanrum	間隔	mellanrum	N	N;NOM;INDF;NEUT;SG
生きる	leva	生きる	leva	V	V;IMP;FIN;ACT
応募	tillämpa	応募	tillämpa	V	V;IMP;FIN;ACT
応募	applicera	応募	applicera	V	V;IMP;FIN;ACT
リスク	risk	リスク	risk	N	N;NOM;INDF;MASC+FEM;SG
リスク	risker	リスク	risk	N	N;NOM;INDF;MASC+FEM;PL
リスク	risker	リスク	risk	N	N;NOM;INDF;MASC+FEM;PL
割合	proportioner	割合	proportion	N	N;NOM;INDF;MASC+FEM;PL
割合	proportion	割合	proportion	N	N;NOM;INDF;MASC+FEM;SG
割合	andel	割合	andel	N	N;NOM;INDF;MASC+FEM;SG
割合	procent	割合	procent	N	N;NOM;INDF;MASC+FEM;SG
割合	procentsats	割合	procentsats	N	N;NOM;INDF;MASC+FEM;SG
割合	procent	割合	procent	N	N;NOM;INDF;MASC+FEM;SG
プリンセス	princess	プリンセス	princess	N	N;NOM;INDF;MASC+FEM;SG
プリンセス	prinsessan	プリンセス	prinsessa	N	N;NOM;DEF;MASC+FEM;SG
プリンセス	prinsessa	プリンセス	prinsess	N	N;NOM;INDF;MASC+FEM;SG
プリンセス	prinsessor	プリンセス	prinsessa	N	N;NOM;INDF;MASC+FEM;PL
チェス	schack	チェス	schack	N	N;NOM;INDF;MASC+FEM;SG
気持ち	känslor	気持ち	känsla	N	N;NOM;INDF;MASC+FEM;PL
むしろ	hellre	むしろ	gärna	ADV	ADV;CMPR
軍隊	militären	軍隊	militär	N	N;NOM;DEF;MASC+FEM;SG
軍隊	militär	軍隊	militär	N	N;NOM;INDF;MASC+FEM;SG
軍隊	militärer	軍隊	militär	N	N;NOM;INDF;MASC+FEM;PL
軍隊	arméer	軍隊	arm	N	N;NOM;INDF;MASC+FEM;PL
軍隊	arméns	軍隊	arm	N	N;GEN;INDF;MASC+FEM;SG
軍隊	arme	軍隊	arm	N	N;NOM;INDF;MASC+FEM;SG
軍隊	armén	軍隊	arm	N	N;NOM;DEF;MASC+FEM;SG
軍隊	army	軍隊	army	N	N;NOM;INDF;MASC+FEM;SG
軍隊	armé	軍隊	arm	N	N;NOM;INDF;MASC+FEM;SG
みなみ	minami	みなむ	minami	N	N;NOM;INDF;MASC+FEM;SG
無効	funktionshindrade	無効	funktionshindrad	ADJ	ADJ;NOM;PL;PST;V.PTCP
無効	handikappade	無効	handikappad	ADJ	ADJ;NOM;PL;PST;V.PTCP
無効	ogiltiga	無効	ogiltig	ADJ	ADJ;NOM;PL
無効	ogiltig	無効	ogiltig	ADJ	ADJ;NOM;INDF;NEUT;SG
無効	ogiltigt	無効	ogiltig	ADJ	ADJ;NOM;INDF;NEUT;SG
行事	händelser	行事	händelse	N	N;NOM;INDF;MASC+FEM;PL
行事	evenemang	行事	evenemang	N	N;NOM;INDF;NEUT;SG
行事	händelse	行事	händelse	N	N;NOM;INDF;MASC+FEM;SG
行事	evenemang	行事	evenemang	N	N;NOM;INDF;NEUT;SG
行事	event	行事	event	N	N;NOM;INDF;NEUT;SG
行事	evenemanget	行事	evenemang	N	N;NOM;DEF;NEUT;SG
競争	tävling	競争	tävling	N	N;NOM;INDF;MASC+FEM;SG
競争	konkurrens	競争	konkurrens	N	N;NOM;INDF;MASC+FEM;SG
医薬品	läkemedel	医薬品	läkemedel	N	N;NOM;INDF;NEUT;PL
双子	tvilling	双子	tvilling	N	N;NOM;INDF;MASC+FEM;SG
双子	twin	双子	twin	N	N;NOM;INDF;NEUT;SG
双子	tvillingarna	双子	tvilling	N	N;NOM;DEF;MASC+FEM;PL
双子	tvillingar	双子	tvilling	N	N;NOM;INDF;MASC+FEM;PL
ビジョン	syn	ビジョン	syn	N	N;NOM;INDF;MASC+FEM;SG
ビジョン	visioner	ビジョン	vision	N	N;NOM;INDF;MASC+FEM;PL
ビジョン	vision	ビジョン	vision	N	N;NOM;INDF;MASC+FEM;SG
疾患	sjukdom	疾患	sjukdom	N	N;NOM;INDF;MASC+FEM;SG
疾患	störningar	疾患	störning	N	N;NOM;INDF;MASC+FEM;PL
パーツ	delar	パーツ	del	N	N;NOM;INDF;MASC+FEM;PL
ローン	lån	ローン	lån	N	N;NOM;INDF;NEUT;PL
ローン	utlåning	ローン	utlåning	N	N;NOM;INDF;MASC+FEM;SG
ローン	lån	ローン	lån	N	N;NOM;INDF;NEUT;PL
トイレ	toa	トイレ	toa	N	N;NOM;INDF;MASC+FEM;SG
トイレ	wc	トイレ	wc	N	N;NOM;INDF;NEUT;SG
トイレ	toaletten	トイレ	toalett	N	N;NOM;DEF;MASC+FEM;SG
トイレ	toalett	トイレ	toalett	N	N;NOM;INDF;MASC+FEM;SG
トイレ	badrum	トイレ	badrum	N	N;NOM;INDF;NEUT;SG
トイレ	badrummet	トイレ	badrumme	N	N;NOM;DEF;NEUT;SG
トイレ	toaletterna	トイレ	toalett	N	N;NOM;DEF;MASC+FEM;PL
トイレ	toaletter	トイレ	toalett	N	N;NOM;INDF;MASC+FEM;PL
リスナー	lyssnare	リスナー	lyssnare	N	N;NOM;INDF;MASC+FEM;PL
リスナー	lyssnare	リスナー	lyssnare	N	N;NOM;INDF;MASC+FEM;PL
リスナー	åhörare	リスナー	åhörare	N	N;NOM;INDF;MASC+FEM;PL
グラウンド	marken	グラウンド	mark	N	N;NOM;DEF;MASC+FEM;SG
グラウンド	ground	グラウンド	ground	N	N
トレーニング	utbildning	トレーニング	utbildning	N	N;NOM;INDF;MASC+FEM;SG
トレーニング	träning	トレーニング	träning	N	N;NOM;INDF;MASC+FEM;SG
レンタル	hyror	レンタル	hyra	N	N;NOM;INDF;MASC+FEM;PL
レンタル	uthyrning	レンタル	uthyrning	N	N;NOM;INDF;MASC+FEM;SG
レンタル	uthyrning	レンタル	uthyrning	N	N;NOM;INDF;MASC+FEM;SG
レンタル	hyran	レンタル	hyra	N	N;NOM;DEF;MASC+FEM;SG
厳しい	tufft	厳しい	tufft	ADJ	ADJ;NOM;INDF;NEUT;SG
厳しい	tuff	厳しい	tuff	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
厳しい	tuffa	厳しい	tuffa	ADJ	ADJ;NOM;PL
厳しい	hårda	厳しい	hård	ADJ	ADJ;NOM;PL
厳しい	hård	厳しい	hård	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
コマンド	kommandon	コマンド	kommandon	N	N;NOM;INDF;NEUT;PL
コマンド	command	コマンド	command	N	N;NOM;INDF;MASC+FEM;SG
コマンド	kommando	コマンド	kommando	N	N;NOM;INDF;NEUT;SG
コマンド	kommandot	コマンド	kommandod	N	N;NOM;DEF;NEUT;SG
質量	massa	質量	massa	N	N;NOM;INDF;MASC+FEM;SG
質量	mässan	質量	mässa	N	N;NOM;DEF;MASC+FEM;SG
質量	mässa	質量	mässa	N	N;NOM;INDF;MASC+FEM;SG
質量	mass	質量	mass	N	N;NOM;INDF;NEUT;SG
照明	belysning	照明	belysning	N	N;NOM;INDF;MASC+FEM;SG
照明	belysning	照明	belysning	N	N;NOM;INDF;MASC+FEM;SG
暴力	våld	暴力	våld	N	N;NOM;INDF;NEUT;SG
ペット	pet	ペット	pet	N	N;NOM;INDF;NEUT;SG
ペット	husdjur	ペット	husdjur	N	N;NOM;INDF;NEUT;PL
ペット	sällskapsdjur	ペット	sällskapsdjur	N	N;NOM;INDF;NEUT;SG
ペット	husdjur	ペット	husdjur	N	N;NOM;INDF;NEUT;PL
ペット	sällskapsdjur	ペット	sällskapsdjur	N	N;NOM;INDF;NEUT;SG
エンド	slutet	エンド	slut	N	N;NOM;DEF;NEUT;SG
エンド	end	エンド	end	N	N;NOM;INDF;MASC+FEM;SG
エンド	slut	エンド	slut	N	N;NOM;INDF;NEUT;SG
独特	unik	独特	unik	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
独特	unika	独特	unik	ADJ	ADJ;NOM;PL
独特	unikt	独特	unik	ADJ	ADJ;NOM;INDF;NEUT;SG
住所	hemvist	住所	hemvist	N	N;NOM;INDF;MASC+FEM;SG
住所	adress	住所	adress	N	N;NOM;INDF;MASC+FEM;SG
住所	address	住所	address	N	N;NOM;INDF;MASC+FEM;SG
戦場	slagfältet	戦場	slagfält	N	N;NOM;DEF;NEUT;SG
戦場	slagfält	戦場	slagfält	N	N;NOM;INDF;NEUT;SG
戦場	slagfält	戦場	slagfält	N	N;NOM;INDF;NEUT;SG
総長	rektorn	総長	rektor	N	N;NOM;DEF;MASC+FEM;SG
総長	rektor	総長	rektor	N	N;NOM;INDF;MASC+FEM;SG
ラップ	rapp	ラップ	rapp	N	N;NOM;INDF;MASC+FEM;SG
ラップ	rap	ラップ	rap	N	N;NOM;INDF;MASC+FEM;SG
天文学	astronomi	天文学	astronomi	N	N;NOM;INDF;MASC+FEM;SG
認める	erkänna	認める	erkänna	V	V;IMP;FIN;ACT
認める	medge	認める	medge	V	V;IMP;FIN;ACT
不適切	olämplig	不適切	olämplig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
不適切	olämpliga	不適切	olämplig	ADJ	ADJ;NOM;PL
不適切	olämpligt	不適切	olämplig	ADJ	ADJ;NOM;INDF;NEUT;SG
不適切	stötande	不適切	stöta	ADJ	ADJ;NOM;PRS;V.PTCP
不適切	kränkande	不適切	kränka	ADJ	ADJ;NOM;PRS;V.PTCP
限界	gräns	限界	gräns	N	N;NOM;INDF;MASC+FEM;SG
限界	gränsvärde	限界	gränsvärde	N	N;NOM;INDF;NEUT;SG
限界	gränsvärden	限界	gränsvärd	N	N;NOM;INDF;NEUT;PL
限界	begränsningar	限界	begränsning	N	N;NOM;INDF;MASC+FEM;PL
限界	gränser	限界	gräns	N	N;NOM;INDF;MASC+FEM;PL
視点	perspektivet	視点	perspektiv	N	N;NOM;DEF;NEUT;SG
視点	perspektiv	視点	perspektiv	N	N;NOM;INDF;NEUT;SG
視点	perspektiv	視点	perspektiv	N	N;NOM;INDF;NEUT;SG
チェーン	kedja	チェーン	kedja	N	N;NOM;INDF;MASC+FEM;SG
チェーン	kedjan	チェーン	kedjan	N	N;NOM;DEF;MASC+FEM;SG
飛行機	flygplan	飛行機	flygplan	N	N;NOM;INDF;NEUT;SG
飛行機	planet	飛行機	plan	N	N;NOM;DEF;NEUT;SG
飛行機	plan	飛行機	plan	N	N;NOM;INDF;NEUT;SG
飛行機	flygplan	飛行機	flygplan	N	N;NOM;INDF;NEUT;SG
飛行機	luftfartyg	飛行機	luftfartyg	N	N;NOM;INDF;NEUT;SG
飛行機	flygplanet	飛行機	flygplan	N	N;NOM;DEF;NEUT;SG
飛行機	flygplan	飛行機	flygplan	N	N;NOM;INDF;NEUT;SG
飛行機	flygplans	飛行機	flygplans	N	N;NOM;INDF;NEUT;SG
キロメートル	kilometer	キロメートル	kilomet	N	N;NOM;INDF;MASC+FEM;PL
キロメートル	kilometer	キロメートル	kilomet	N	N;NOM;INDF;MASC+FEM;PL
キロメートル	kilometer	キロメートル	kilomet	N	N;NOM;INDF;MASC+FEM;PL
宮殿	palats	宮殿	palats	N	N;NOM;INDF;NEUT;SG
宮殿	palatset	宮殿	palats	N	N;NOM;DEF;NEUT;SG
宮殿	palats	宮殿	palats	N	N;NOM;INDF;NEUT;SG
宮殿	palace	宮殿	palace	N	N;NOM;INDF;MASC+FEM;SG
宮殿	slott	宮殿	slott	N	N;NOM;INDF;NEUT;SG
毎月	månad	毎月	månad	N	N;NOM;INDF;MASC+FEM;SG
毎月	månadsvis	毎月	månadsvis	N	N;NOM;INDF;MASC+FEM;SG
毎月	månaden	毎月	månad	N	N;NOM;DEF;MASC+FEM;SG
需要	efterfrågan	需要	efterfrågan	N	N;NOM;INDF;MASC+FEM;SG
キス	kyssa	キス	kysa	V	V;IMP;FIN;ACT
圧力	tryck	圧力	tryck	N	N;NOM;INDF;NEUT;SG
急速	brådskande	急速	brådskande	ADJ	ADJ;NOM;PRS;V.PTCP
ロマン	roman	ロマン	roman	N	N;NOM;INDF;MASC+FEM;SG
衣装	kostymer	衣装	kostym	N	N;NOM;INDF;MASC+FEM;PL
衣装	dräkter	衣装	dräkt	N	N;NOM;INDF;MASC+FEM;PL
衣装	dräkt	衣装	dräkt	N	N;NOM;INDF;MASC+FEM;SG
衣装	kostym	衣装	kostym	N	N;NOM;INDF;MASC+FEM;SG
衣装	klädsel	衣装	klädsel	N	N;NOM;INDF;MASC+FEM;SG
衣装	outfit	衣装	outfa	N	N;NOM;INDF;MASC+FEM;SG
伝承	folklore	伝承	folklore	N	N;NOM;INDF;MASC+FEM;SG
別れ	skiljas	別れ	skilja	V	V;NFIN;PASS
近隣	grannskap	近隣	grannskap	N	N;NOM;INDF;NEUT;SG
近隣	stadsdel	近隣	stadsdel	N	N;NOM;INDF;MASC+FEM;SG
必要	nödvändighet	必要	nödvändighet	N	N;NOM;INDF;MASC+FEM;SG
必要	nöden	必要	nöden	N	N;NOM;DEF;MASC+FEM;SG
プレーオフ	slutspel	プレーオフ	slutspel	N	N;NOM;INDF;NEUT;SG
プレーオフ	slutspel	プレーオフ	slutspel	N	N;NOM;INDF;NEUT;SG
プレーオフ	slutspelet	プレーオフ	slutspel	N	N;NOM;DEF;NEUT;SG
コーヒー	fika	コーヒー	fika	N	N;NOM;INDF;MASC+FEM;SG
コーヒー	kaffe	コーヒー	kaffe	N	N;NOM;INDF;NEUT;SG
スパイ	spion	スパイ	spion	N	N;NOM;INDF;MASC+FEM;SG
スパイ	spionage	スパイ	spionag	N	N;NOM;INDF;NEUT;SG
スパイ	spioneri	スパイ	spioneri	N	N;NOM;INDF;NEUT;SG
スパイ	spioner	スパイ	spion	N	N;NOM;INDF;MASC+FEM;PL
素材	material	素材	material	N	N;NOM;INDF;NEUT;SG
素材	material	素材	material	N	N;NOM;INDF;NEUT;SG
ライナー	stommen	ライナー	stom	N	N;NOM;DEF;MASC+FEM;SG
ライナー	stomme	ライナー	stomme	N	N;NOM;INDF;MASC+FEM;SG
登山	klättring	登山	klättring	N	N;NOM;INDF;MASC+FEM;SG
登山	bergsklättring	登山	bergsklättring	N	N;NOM;INDF;MASC+FEM;SG
ログ	avverkning	ログ	avverkning	N	N;NOM;INDF;MASC+FEM;SG
ログ	logg	ログ	logg	N	N;NOM;INDF;NEUT;SG
ログ	stockar	ログ	stocka	N	N;NOM;INDF;MASC+FEM;PL
捕虜	fånge	捕虜	fånge	N	N;NOM;INDF;MASC+FEM;SG
捕虜	fången	捕虜	fång	N	N;NOM;DEF;MASC+FEM;SG
女	flicka	女	flicka	N	N;NOM;INDF;MASC+FEM;SG
女	tjej	女	tjej	N	N;NOM;INDF;MASC+FEM;SG
回路	kretsar	回路	krets	N	N;NOM;INDF;MASC+FEM;PL
回路	krets	回路	kreta	N	N;NOM;INDF;MASC+FEM;SG
商人	merchant	商人	merchant	N	N;NOM;INDF;MASC+FEM;SG
商人	köpmän	商人	köpman	N	N;NOM;INDF;MASC+FEM;PL
外観	utseende	外観	utseende	N	N;NOM;INDF;NEUT;SG
外観	utseendet	外観	utseende	N	N;NOM;DEF;NEUT;SG
マネージャー	chef	マネージャー	chef	N	N;NOM;INDF;MASC+FEM;SG
マネージャー	föreståndare	マネージャー	föreståndare	N	N;NOM;INDF;MASC+FEM;PL
マネージャー	manager	マネージャー	manager	N	N;NOM;INDF;MASC+FEM;SG
マネージャー	chefer	マネージャー	chef	N	N;NOM;INDF;MASC+FEM;PL
向き	läggning	向き	läggning	N	N;NOM;INDF;MASC+FEM;SG
向き	orientering	向き	orientering	N	N;NOM;INDF;MASC+FEM;SG
向き	inriktning	向き	inriktning	N	N;NOM;INDF;MASC+FEM;SG
通勤	pendlare	通勤	pendlare	N	N;NOM;INDF;MASC+FEM;PL
通勤	pendling	通勤	pendling	N	N;NOM;INDF;MASC+FEM;SG
通勤	pendlare	通勤	pendlare	N	N;NOM;INDF;MASC+FEM;PL
パンチ	bål	パンチ	bål	N	N;MASC+FEM;SG
コメディ	komedi	コメディ	komedi	N	N;NOM;INDF;MASC+FEM;SG
シルバー	silver	シルバー	silv	N	N;NOM;INDF;NEUT;SG
救助	rädda	救助	rädda	V	V;IMP;NFIN;ACT
水曜日	onsdag	水曜日	onsdag	N	N;NOM;INDF;MASC+FEM;SG
水曜日	ons	水曜日	ons	N	N
チェンジ	ändring	チェンジ	ändring	N	N;NOM;INDF;MASC+FEM;SG
チェンジ	förändring	チェンジ	förändring	N	N;NOM;INDF;MASC+FEM;SG
働く	jobbar	働く	jobba	V	V;IND;PRS;FIN;ACT
働く	arbeta	働く	arbeta	V	V;IMP;FIN;ACT
働く	fungerar	働く	fungera	V	V;IND;PRS;FIN;ACT
働く	arbetar	働く	arbeta	V	V;IND;PRS;FIN;ACT
アドベンチャー	äventyr	アドベンチャー	äventyr	N	N;NOM;INDF;NEUT;SG
火曜日	tisdag	火曜日	tisdag	N	N;NOM;INDF;MASC+FEM;SG
アドレス	adresser	アドレス	adress	N	N;NOM;INDF;MASC+FEM;PL
アドレス	adress	アドレス	adress	N	N;NOM;INDF;MASC+FEM;SG
アドレス	address	アドレス	address	N	N;NOM;INDF;MASC+FEM;SG
論争	polemik	論争	polemik	N	N;NOM;INDF;MASC+FEM;SG
論争	kontroverser	論争	kontrovers	N	N;NOM;INDF;MASC+FEM;PL
売り上げ	försäljning	売り上げ	försäljning	N	N;NOM;INDF;MASC+FEM;SG
ニーズ	behov	ニーズ	behov	N	N;NOM;INDF;NEUT;SG
ニーズ	behov	ニーズ	behov	N	N;NOM;INDF;NEUT;SG
ゲイ	bög	ゲイ	bög	N	N;NOM;INDF;MASC+FEM;SG
ゲイ	gay	ゲイ	gay	N	N;NOM;INDF;MASC+FEM;SG
同級	klasskamrater	同級	klasskamrat	N	N;NOM;INDF;MASC+FEM;PL
同級	klasskamrat	同級	klasskamrad	N	N;NOM;INDF;MASC+FEM;SG
森林	skog	森林	skog	N	N;NOM;INDF;MASC+FEM;SG
森林	skogs	森林	skoga	N	N;NOM;INDF;MASC+FEM;SG
森林	skogen	森林	skog	N	N;NOM;DEF;MASC+FEM;SG
森林	forest	森林	forest	N	N;NOM;INDF;NEUT;SG
森林	skog	森林	skog	N	N;NOM;INDF;MASC+FEM;SG
森林	skogarna	森林	skogare	N	N;NOM;DEF;MASC+FEM;PL
森林	skogar	森林	skoga	N	N;NOM;INDF;MASC+FEM;PL
症状	symtom	症状	symtom	N	N;NOM;INDF;NEUT;PL
症状	symptom	症状	symptom	N	N;NOM;INDF;NEUT;PL
マンション	herrgården	マンション	herrgård	N	N;NOM;DEF;MASC+FEM;SG
マンション	herrgård	マンション	herrgård	N	N;NOM;INDF;MASC+FEM;SG
マンション	bostadsrätt	マンション	bostadsrätt	N	N;NOM;INDF;MASC+FEM;SG
マンション	bostadsrätt	マンション	bostadsrätt	N	N;NOM;INDF;MASC+FEM;SG
本土	fastlandet	本土	fastland	N	N;NOM;DEF;NEUT;SG
ノット	knop	ノット	knop	N	N;NOM;INDF;MASC+FEM;SG
ノット	knutar	ノット	knuta	N	N;NOM;INDF;MASC+FEM;PL
セカンド	sekund	セカンド	sekund	N	N;NOM;INDF;MASC+FEM;SG
ブーム	boom	ブーム	boom	N	N;NOM;INDF;MASC+FEM;SG
後ろ	rygg	後ろ	rygg	N	N;NOM;INDF;MASC+FEM;SG
パーティー	party	パーティー	party	N	N;NOM;INDF;NEUT;SG
パーティー	fest	パーティー	fest	N	N;NOM;INDF;MASC+FEM;SG
パーティー	part	パーティー	part	N	N;NOM;INDF;MASC+FEM;SG
パーティー	kalas	パーティー	kala	N	N;NOM;INDF;NEUT;SG
パーティー	parti	パーティー	parti	N	N;NOM;INDF;NEUT;SG
パーティー	fester	パーティー	fest	N	N;NOM;INDF;MASC+FEM;PL
パーティー	parter	パーティー	part	N	N;NOM;INDF;MASC+FEM;PL
パーティー	partier	パーティー	parti	N	N;NOM;INDF;NEUT;PL
パーティー	parterna	パーティー	part	N	N;NOM;DEF;MASC+FEM;PL
マップ	kartor	マップ	karta	N	N;NOM;INDF;MASC+FEM;PL
マップ	karta	マップ	karta	N	N;NOM;INDF;NEUT;SG
マップ	kartan	マップ	karta	N	N;NOM;DEF;MASC+FEM;SG
ギャラリー	gallerier	ギャラリー	gallerium	N	N;NOM;INDF;MASC+FEM;PL
ギャラリー	galleriet	ギャラリー	galleri	N	N;NOM;DEF;NEUT;SG
ギャラリー	galleri	ギャラリー	galleri	N	N;NOM;INDF;NEUT;SG
ガード	vakt	ガード	vakt	N	N;NOM;INDF;MASC+FEM;SG
十二	tolv	十二	tolv	NUM	NUM;NOM
ターン	sväng	ターン	sväng	N	N;NOM;INDF;MASC+FEM;SG
結論	slutsatser	結論	slutsats	N	N;NOM;INDF;MASC+FEM;PL
結論	slutsatserna	結論	slutsats	N	N;NOM;DEF;MASC+FEM;PL
結論	slutsats	結論	slutsats	N	N;NOM;INDF;MASC+FEM;SG
結論	slutsatser	結論	slutsats	N	N;NOM;INDF;MASC+FEM;PL
秘書	sekreterare	秘書	sekreterare	N	N;NOM;INDF;MASC+FEM;PL
秘書	sekreteraren	秘書	sekreterare	N	N;NOM;DEF;MASC+FEM;SG
秘書	sekreterare	秘書	sekreterare	N	N;NOM;INDF;MASC+FEM;PL
ウォーター	vatten	ウォーター	vatten	N	N;NOM;INDF;NEUT;SG
ラテン語	latin	ラテン語	latin	N	N;NOM;INDF;NEUT;SG
属性	egenskap	属性	egenskap	N	N;NOM;INDF;MASC+FEM;SG
属性	attributet	属性	attributet	N	N;NOM;DEF;NEUT;SG
属性	attribut	属性	attribut	N	N;NOM;INDF;NEUT;PL
属性	fastigheter	属性	fastighet	N	N;NOM;INDF;MASC+FEM;PL
属性	egendomar	属性	egendom	N	N;NOM;INDF;MASC+FEM;PL
属性	egenskaper	属性	egenskap	N	N;NOM;INDF;MASC+FEM;PL
属性	attribut	属性	attribut	N	N;NOM;INDF;NEUT;PL
アーカイブ	arkivering	アーカイブ	arkivering	N	N;NOM;INDF;MASC+FEM;SG
アーカイブ	arkiv	アーカイブ	arkiv	N	N;NOM;INDF;NEUT;SG
アーカイブ	arkiv	アーカイブ	arkiv	N	N;NOM;INDF;NEUT;SG
アーカイブ	arkiven	アーカイブ	arkive	N	N;NOM;DEF;NEUT;PL
騎兵	kavalleri	騎兵	kavalleri	N	N;NOM;INDF;NEUT;SG
騎兵	kavalleriet	騎兵	kavallerium	N	N;NOM;DEF;NEUT;SG
衝撃	impact	衝撃	impact	N	N;NOM;INDF;MASC+FEM;SG
衝撃	effekter	衝撃	effekt	N	N;NOM;INDF;MASC+FEM;PL
衝撃	inverkan	衝撃	inverkan	N	N;NOM;INDF;MASC+FEM;SG
衝撃	påverkan	衝撃	påverkan	N	N;NOM;INDF;MASC+FEM;SG
衝撃	chock	衝撃	chock	N	N;NOM;INDF;MASC+FEM;SG
衝撃	stöt	衝撃	stöta	N	N;NOM;INDF;MASC+FEM;SG
ユニオン	union	ユニオン	union	N	N;NOM;INDF;MASC+FEM;SG
ユニオン	fackförening	ユニオン	fackförening	N	N;NOM;INDF;MASC+FEM;SG
ユニオン	unionen	ユニオン	union	N	N;NOM;DEF;MASC+FEM;SG
前面	front	前面	front	N	N;NOM;INDF;MASC+FEM;SG
前面	framsidan	前面	framsida	N	N;NOM;DEF;MASC+FEM;SG
前面	framsida	前面	framsida	N	N;NOM;INDF;MASC+FEM;SG
瞬間	stund	瞬間	stund	N	N;NOM;INDF;MASC+FEM;SG
瞬間	moment	瞬間	moment	N	N;NOM;INDF;NEUT;SG
瞬間	ögonblick	瞬間	ögonblick	N	N;NOM;INDF;NEUT;SG
瞬間	ögonblicket	瞬間	ögonblick	N	N;NOM;DEF;NEUT;SG
中断	avbryta	中断	avbryta	V	V;IMP;FIN;ACT
ストップ	stop	ストップ	stop	N	N;NOM;INDF;NEUT;SG
ストップ	stopp	ストップ	stopp	N	N;NOM;INDF;NEUT;SG
歯科	tandvård	歯科	tandvård	N	N;NOM;INDF;MASC+FEM;SG
歯科	tandläkare	歯科	tandläkare	N	N;NOM;INDF;MASC+FEM;PL
歯科	tandvård	歯科	tandvård	N	N;NOM;INDF;MASC+FEM;SG
招待	inbjuda	招待	inbjuda	V	V;IMP;FIN;ACT
招待	bjuda	招待	bjuda	V	V;IMP;FIN;ACT
招待	inbjuder	招待	inbjuda	V	V;IND;PRS;FIN;ACT
スタンド	stand	スタンド	stand	N	N;NOM;INDF;MASC+FEM;SG
プレゼント	presenter	プレゼント	present	N	N;NOM;INDF;MASC+FEM;PL
プレゼント	julklappar	プレゼント	julklapp	N	N;NOM;INDF;MASC+FEM;PL
プレゼント	närvarande	プレゼント	närvarande	N	N;NOM;INDF;NEUT;SG
プレゼント	present	プレゼント	present	N	N;NOM;INDF;MASC+FEM;SG
プレゼント	nutid	プレゼント	nutid	N	N;NOM;INDF;MASC+FEM;SG
上流	uppströms	上流	uppströma	N	N;NOM;INDF;NEUT;SG
オーナー	ägaren	オーナー	ägare	N	N;NOM;DEF;MASC+FEM;SG
オーナー	ägare	オーナー	gg	N	N;NOM;INDF;MASC+FEM;PL
オーナー	ägare	オーナー	gg	N	N;NOM;INDF;MASC+FEM;PL
オーナー	ägarna	オーナー	ägare	N	N;NOM;DEF;MASC+FEM;PL
グラフ	diagram	グラフ	diagram	N	N;NOM;INDF;NEUT;SG
グラフ	graf	グラフ	graf	N	N;NOM;INDF;MASC+FEM;SG
グラフ	diagram	グラフ	diagram	N	N;NOM;INDF;NEUT;SG
グラフ	sjökort	グラフ	sjökort	N	N;NOM;INDF;MASC+FEM;PL
縮小	krympa	縮小	krympa	V	V;IMP;FIN;ACT
縮小	förminska	縮小	förminsk	V	V;IMP;NFIN;ACT
馬力	hästkrafter	馬力	hästkraft	N	N;NOM;INDF;MASC+FEM;PL
アリーナ	arena	アリーナ	ar	N	N;NOM;DEF;MASC+FEM;SG
アリーナ	arenan	アリーナ	arena	N	N;NOM;DEF;MASC+FEM;SG
そば	soba	そば	soba	N	N;NOM;INDF;NEUT;SG
そば	bovete	そば	bovete	N	N;NOM;INDF;NEUT;SG
認証	autentisering	認証	autentisering	N	N;NOM;INDF;MASC+FEM;SG
認証	verifiering	認証	verifiering	N	N;NOM;INDF;MASC+FEM;SG
認証	verifiering	認証	verifiering	N	N;NOM;INDF;MASC+FEM;SG
認証	verifikation	認証	verifikation	N	N;NOM;INDF;MASC+FEM;SG
