categoría	kategori	categoría	kategori	N;FEM;SG	N;INDF;MASC+FEM;SG
instalación	installer	instalación	instal	N;FEM;SG	N;INDF;MASC+FEM;SG
instalación	installation	instalación	installation	N;FEM;SG	N;INDF;MASC+FEM;SG
marcas	varemærker	marca	varemærke	N;FEM;PL	N;INDF;NEUT;PL
marcas	mærker	marca	mærke	N;FEM;PL	N;INDF;NEUT;PL
marcas	brands	marca	brands	N;FEM;PL	N;INDF;NEUT;PL
marcas	mærker	marca	mærke	N;FEM;PL	N;INDF;NEUT;PL
índice	indeks	índice	indeks	N;MASC;SG	N;INDF;NEUT;SG
gana	vinder	ganar	vinde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gana	vinder	ganar	vinde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gana	vinde	ganar	vinde	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
hectáreas	hektarer	hectárea	hektare	N;FEM;PL	N;INDF;MASC+FEM;PL
hectáreas	hektar	hectárea	hektar	N;FEM;PL	N;INDF;MASC+FEM;PL
terror	terror	terror	terror	N;MASC;SG	N;INDF;MASC+FEM;SG
terror	rædsel	terror	rædsel	N;MASC;SG	N;INDF;MASC+FEM;SG
terror	terroren	terror	terror	N;MASC;SG	N;DEF;MASC+FEM;SG
próximo	forestående	próximo	forestående	ADJ;MASC;SG	ADJ
próximo	næste	próximo	næste	ADJ;MASC;SG	ADJ
explotación	udnyttelse	explotación	udnyttelse	N;FEM;SG	N;INDF;MASC+FEM;SG
pena	straf	pena	straf	N;FEM;SG	N;INDF;MASC+FEM;SG
pena	sanktion	pena	sanktion	N;FEM;SG	N;INDF;MASC+FEM;SG
pena	medlidenhed	pena	medlidenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
pena	sorg	pena	sorg	N;FEM;SG	N;INDF;MASC+FEM;SG
pena	sorgen	pena	sorg	N;FEM;SG	N;INDF;MASC+FEM;SG
pena	sorg	pena	sorg	N;FEM;SG	N;INDF;MASC+FEM;SG
quizás	måske	quizás	måske	ADV	ADV
quizás	måske	quizás	måske	ADV	ADV
comparación	sammenligning	comparación	sammenligning	N;FEM;SG	N;INDF;MASC+FEM;SG
comparación	sammenlign	comparación	sammenlign	N;FEM;SG	N;INDF;NEUT;SG
producen	fremstiller	producir	fremstille	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
producen	producere	producir	producere	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
habilidad	dygtighed	habilidad	dygtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
habilidad	færdighed	habilidad	færdighed	N;FEM;SG	N;INDF;MASC+FEM;SG
habilidad	evnen	habilidad	evne	N;FEM;SG	N;DEF;MASC+FEM;SG
habilidad	evne	habilidad	evne	N;FEM;SG	N;INDF;MASC+FEM;SG
define	definerer	definir	definere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
define	definere	definir	definere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
define	definer	definir	defin	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
define	definerer	definir	definere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
tiro	skydning	tiro	skydning	N;MASC;SG	N;INDF;MASC+FEM;SG
tiro	skyderi	tiro	skyderi	N;MASC;SG	N;INDF;NEUT;SG
tiro	skud	tiro	skud	N;MASC;SG	N;INDF;NEUT;SG
solitario	ensomt	solitario	ensomt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
solitario	ensom	solitario	ensom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
solitario	ensomt	solitario	ensomt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
solitario	ensom	solitario	ensom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC;SG	N;INDF;NEUT;SG
cursos	kurser	curso	kursus	N;MASC;PL	N;INDF;NEUT;PL
cursos	kurserne	curso	kurs	N;MASC;PL	N;DEF;MASC+FEM;PL
dioses	guder	dios	gude	N;MASC;PL	N;INDF;MASC+FEM;PL
dioses	guderne	dios	gud	N;MASC;PL	N;DEF;MASC+FEM;PL
disposición	villighed	disposición	villighed	N;FEM;SG	N;INDF;MASC+FEM;SG
disposición	beredvillighed	disposición	beredvillighed	N;FEM;SG	N;INDF;MASC+FEM;SG
disposición	beredskab	disposición	beredskab	N;FEM;SG	N;INDF;NEUT;SG
disposición	indretning	disposición	indretning	N;FEM;SG	N;INDF;MASC+FEM;SG
disposición	layout	disposición	layout	N;FEM;SG	N;INDF;NEUT;SG
disposición	villighed	disposición	villighed	N;FEM;SG	N;INDF;MASC+FEM;SG
disposición	beredvillighed	disposición	beredvillighed	N;FEM;SG	N;INDF;MASC+FEM;SG
disposición	vilje	disposición	vilje	N;FEM;SG	N;INDF;MASC+FEM;SG
disposición	disposition	disposición	disposition	N;FEM;SG	N;INDF;MASC+FEM;SG
dolor	smerte	dolor	smerte	N;MASC;SG	N;INDF;MASC+FEM;SG
boys	drenge	boy	dreng	N	N;INDF;MASC+FEM;PL
magdalena	madeleine	magdaleno	madelein	N;FEM;SG	N;INDF;MASC+FEM;SG
magdalena	cupcake	magdaleno	cupcake	N;FEM;SG	N;INDF;MASC+FEM;SG
magdalena	muffin	magdaleno	muffin	N;FEM;SG	N;INDF;MASC+FEM;SG
cadenas	lænker	cadena	lænke	N;FEM;PL	N;INDF;MASC+FEM;PL
cadenas	kæder	cadena	kæde	N;FEM;PL	N;INDF;MASC+FEM;PL
cadenas	snore	cadena	snore	N;FEM;PL	N;INDF;MASC+FEM;PL
comúnmente	almindeligvis	comúnmente	almindeligvis	ADV	ADV
tasa	rate	tasa	rate	N;FEM;SG	N;INDF;MASC+FEM;SG
tasa	sats	tasa	sats	N;FEM;SG	N;INDF;MASC+FEM;SG
tasa	gebyr	tasa	gebyr	N;FEM;SG	N;INDF;NEUT;SG
tasa	afgift	tasa	afgift	N;FEM;SG	N;INDF;MASC+FEM;SG
tasa	honorar	tasa	honorar	N;FEM;SG	N;INDF;NEUT;SG
petición	forespørgsel	petición	forespørgsel	N;FEM;SG	N;INDF;MASC+FEM;SG
petición	anmodning	petición	anmodning	N;FEM;SG	N;INDF;MASC+FEM;SG
notables	bemærkelsesværdige	notable	bemærkelsesværdig	ADJ;PL	ADJ;PL
wiki	wiki	wiki	wiki	N;MASC;SG	N;INDF;MASC+FEM;SG
criterios	kriterier	criterio	kriteri	N;MASC;PL	N;INDF;MASC+FEM;PL
criterios	kriterierne	criterio	kriteri	N;MASC;PL	N;DEF;MASC+FEM;PL
hermanas	søstre	hermana	søster	N;FEM;PL	N;INDF;MASC+FEM;PL
hermanas	søstrene	hermana	søster	N;FEM;PL	N;DEF;MASC+FEM;PL
disponibles	tilgængelige	disponible	tilgængelig	ADJ;PL	ADJ;PL
disponibles	ledige	disponible	ledig	ADJ;PL	ADJ;PL
estadística	statistik	estadístico	statistik	N;FEM;SG	N;INDF;MASC+FEM;SG
herramientas	værktøjer	herramienta	værktøj	N;FEM;PL	N;INDF;NEUT;PL
herramientas	redskaber	herramienta	redskab	N;FEM;PL	N;INDF;NEUT;PL
escapar	flygte	escapar	flygte	V;NFIN	V;NFIN;ACT
escapar	undslippe	escapar	undslippe	V;NFIN	V;NFIN;ACT
espada	klinge	espada	klinge	N;FEM;SG	N;INDF;MASC+FEM;SG
espada	blad	espada	blad	N;FEM;SG	N;INDF;NEUT;SG
espada	sværd	espada	sværd	N;FEM;SG	N;INDF;NEUT;SG
espada	sværd	espada	sværd	N;FEM;SG	N;INDF;NEUT;SG
espada	sværdet	espada	sværd	N;FEM;SG	N;DEF;NEUT;SG
árabes	arabere	árabe	araber	N;PL	N;INDF;MASC+FEM;PL
árabes	araberne	árabe	arab	N;PL	N;DEF;NEUT;PL
sexto	sjette	sexto	sjette	ADJ;MASC;SG	ADJ
matar	dræber	matar	dræbe	V;NFIN	V;IND;PRS;FIN;ACT
matar	dræbe	matar	dræbe	V;NFIN	V;NFIN;ACT
matar	dræbe	matar	dræbe	V;NFIN	V;NFIN;ACT
ninguno	ingen	ninguno	ingen	PRO;MASC;SG	PRO;MASC+FEM;SG
vertical	lodret	vertical	loder	ADJ;SG	ADJ;INDF;SG
vertical	vertikal	vertical	vertikal	ADJ;SG	ADJ;INDF;MASC+FEM;SG
oficinas	kontorer	oficina	kontor	N;FEM;PL	N;INDF;MASC+FEM;PL
oficinas	kontorerne	oficina	kontor	N;FEM;PL	N;DEF;MASC+FEM;PL
contemporánea	moderne	contemporáneo	moderne	ADJ;FEM;SG	ADJ
disciplina	disciplinen	disciplina	disciplin	N;FEM;SG	N;DEF;MASC+FEM;SG
disciplina	disciplin	disciplina	disciplin	N;FEM;SG	N;INDF;MASC+FEM;SG
cech	cech	cech	cech	N;MASC;SG	N;DEF;MASC+FEM;SG
aparecer	fremstår	aparecer	fremstår	V;NFIN	V;IND;PRS;FIN;ACT
aparecer	vises	aparecer	vise	V;NFIN	V;IND;PRS;FIN;PASS
gigante	gigant	gigante	gigant	N;SG	N;INDF;MASC+FEM;SG
gigante	giant	gigante	giant	N;SG	N;INDF;NEUT;SG
cristiano	kristen	cristiano	kristen	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
revolucionario	revolutionær	revolucionario	revolutionær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
obispos	biskopper	obispo	biskop	N;MASC;PL	N;INDF;MASC+FEM;PL
blancas	hvide	blanco	hvid	ADJ;FEM;PL	ADJ;PL
sport	idræt	sport	idræt	N	N;INDF;NEUT;SG
sport	sport	sport	sport	N	N;INDF;MASC+FEM;SG
sport	sporten	sport	sport	N	N;DEF;MASC+FEM;SG
participaciones	besiddelser	participación	besiddelse	N;FEM;PL	N;INDF;MASC+FEM;PL
participaciones	bedrifter	participación	bedrifter	N;FEM;PL	N;INDF;MASC+FEM;PL
participaciones	aktieposter	participación	aktiepost	N;FEM;PL	N;INDF;MASC+FEM;PL
candidatura	kandidatur	candidatura	kandidatur	N;FEM;SG	N;INDF;NEUT;SG
candidatura	kandidatur	candidatura	kandidatur	N;FEM;SG	N;INDF;NEUT;SG
candidatura	udnævnelse	candidatura	udnævnelse	N;FEM;SG	N;INDF;MASC+FEM;SG
cuadros	tabellerne	cuadro	tabel	N;MASC;PL	N;DEF;MASC+FEM;PL
cuadros	tabeller	cuadro	tabel	N;MASC;PL	N;INDF;NEUT;PL
cuadros	borde	cuadro	bord	N;MASC;PL	N;INDF;NEUT;PL
cuadros	malerierne	cuadro	maleri	N;MASC;PL	N;DEF;NEUT;PL
cuadros	malerier	cuadro	maleri	N;MASC;PL	N;INDF;NEUT;PL
cuadros	billeder	cuadro	billede	N;MASC;PL	N;INDF;NEUT;PL
vegetación	vegetation	vegetación	vegetation	N;FEM;SG	N;INDF;MASC+FEM;SG
voluntad	villighed	voluntad	villighed	N;FEM;SG	N;INDF;MASC+FEM;SG
voluntad	beredvillighed	voluntad	beredvillighed	N;FEM;SG	N;INDF;MASC+FEM;SG
voluntad	vilje	voluntad	vilje	N;FEM;SG	N;INDF;MASC+FEM;SG
necesidades	nødvendigheder	necesidad	nødvendighed	N;FEM;PL	N;INDF;MASC+FEM;PL
necesidades	fornødenheder	necesidad	fornødenhed	N;FEM;PL	N;INDF;MASC+FEM;PL
eliminar	eliminere	eliminar	eliminere	V;NFIN	V;NFIN;ACT
eliminar	fjerne	eliminar	fjerne	V;NFIN	V;NFIN;ACT
eliminar	fjern	eliminar	fjern	V;NFIN	V;IMP
eliminar	slette	eliminar	slette	V;NFIN	V;NFIN;ACT
vandalismo	vandalisme	vandalismo	vandalisme	N;MASC;SG	N;INDF;MASC+FEM;SG
vandalismo	hærværk	vandalismo	hærværk	N;MASC;SG	N;INDF;NEUT;SG
científicamente	videnskabeligt	científicamente	videnskabelig	ADV	ADV
cayó	faldt	caer	falde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
cayó	faldet	caer	falde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
cayó	væltede	caer	vælte	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
clasificado	nominel	clasificado	nominel	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC+FEM;SG
clasificado	fortroligt	clasificado	fortrolig	ADJ;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG
maestros	masters	maestro	mast	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
maestros	mestre	maestro	mester	N;MASC;PL	N;INDF;MASC+FEM;PL
maestros	lærere	maestro	lærer	N;MASC;PL	N;INDF;MASC+FEM;PL
maestros	undervisere	maestro	undervisere	N;MASC;PL	N;INDF;MASC+FEM;PL
maestros	lærerne	maestro	lærer	N;MASC;PL	N;DEF;MASC+FEM;PL
negocio	forretning	negocio	forretning	N;MASC;SG	N;INDF;MASC+FEM;SG
negocio	erhvervslivet	negocio	erhvervsliv	N;MASC;SG	N;DEF;NEUT;SG
negocio	business	negocio	business	N;MASC;SG	N;INDF;MASC+FEM;SG
negocio	virksomhed	negocio	virksomhed	N;MASC;SG	N;INDF;MASC+FEM;SG
mención	nævn	mención	nævn	N;FEM;SG	N;INDF;NEUT;SG
escribe	skrive	escribir	skrive	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
escribe	skriver	escribir	skrive	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
escribe	skriver	escribir	skrive	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
esfuerzos	bestræbelser	esfuerzo	bestræbelse	N;MASC;PL	N;INDF;MASC+FEM;PL
esfuerzos	indsatser	esfuerzo	indsats	N;MASC;PL	N;INDF;MASC+FEM;PL
dolores	smerter	dolor	smerte	N;MASC;PL	N;INDF;MASC+FEM;PL
doña	donna	doña	donna	N;FEM;SG	N;INDF;MASC+FEM;SG
actuar	handler	actuar	handle	V;NFIN	V;IND;PRS;FIN;ACT
producciones	produktioner	producción	produktion	N;FEM;PL	N;INDF;MASC+FEM;PL
periódicos	dagblade	periódico	dagblad	N;MASC;PL	N;INDF;NEUT;PL
periódicos	aviser	periódico	avis	N;MASC;PL	N;INDF;MASC+FEM;PL
margarita	margaret	margarita	margar	N;FEM;SG	N;DEF;NEUT;SG
margarita	margarita	margarita	margarita	N;FEM;SG	N;INDF;MASC+FEM;SG
margarita	marguerite	margarita	marguerit	N;FEM;SG	N;INDF;MASC+FEM;SG
margarita	daisy	margarita	daisy	N;FEM;SG	N;INDF;NEUT;SG
regresa	returnerer	regresar	returnere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
brigada	brigade	brigada	brigade	N;FEM;SG	N;INDF;MASC+FEM;SG
championship	mesterskabet	championship	mesterskab	N;MASC;SG	N;DEF;NEUT;SG
championship	mesterskab	championship	mesterskab	N;MASC;SG	N;INDF;NEUT;SG
championship	championship	championship	championship	N;MASC;SG	N;INDF;MASC+FEM;SG
béisbol	baseball	béisbol	baseball	N;MASC;SG	N;INDF;MASC+FEM;SG
redacción	newsroom	redacción	newsroom	N;FEM;SG	N;INDF;NEUT;SG
redacción	affattelse	redacción	affattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
redacción	udarbejdelse	redacción	udarbejdelse	N;FEM;SG	N;INDF;MASC+FEM;SG
redacción	affattelsen	redacción	affattelse	N;FEM;SG	N;DEF;MASC+FEM;SG
redacción	redaktionel	redacción	redaktionel	N;FEM;SG	N;INDF;MASC+FEM;SG
redacción	redaktionen	redacción	redaktion	N;FEM;SG	N;DEF;MASC+FEM;SG
redacción	leder	redacción	leder	N;FEM;SG	N;INDF;MASC+FEM;SG
redacción	skrivning	redacción	skrivning	N;FEM;SG	N;INDF;MASC+FEM;SG
redacción	brænding	redacción	brænding	N;FEM;SG	N;INDF;MASC+FEM;SG
junior	junior	junior	junior	N;SG	N;INDF;MASC+FEM;SG
tomando	tager	tomar	tage	V;V.MSDR	V;IND;PRS;FIN;ACT
combinación	kombinationen	combinación	kombination	N;FEM;SG	N;DEF;MASC+FEM;SG
combinación	kombination	combinación	kombination	N;FEM;SG	N;INDF;MASC+FEM;SG
aventuras	oplevelser	aventura	oplevelse	N;FEM;PL	N;INDF;MASC+FEM;PL
combustible	brændstof	combustible	brændstof	N;MASC;SG	N;INDF;NEUT;SG
combustible	brændsel	combustible	brændsel	N;MASC;SG	N;INDF;NEUT;SG
combustible	brændstof	combustible	brændstof	N;MASC;SG	N;INDF;NEUT;SG
combustible	brændsel	combustible	brændsel	N;MASC;SG	N;INDF;NEUT;SG
ocurrió	indtrådt	ocurrir	indtrådt	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ocurrió	indtruffet	ocurrir	indtruffe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ocurrió	sket	ocurrir	ske	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ocurrió	skete	ocurrir	ske	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
embajador	ambassadør	embajador	ambassadør	N;MASC;SG	N;INDF;MASC+FEM;SG
embajador	ambassadøren	embajador	ambassadør	N;MASC;SG	N;DEF;MASC+FEM;SG
entender	forstår	entender	forstå	V;NFIN	V;IND;PRS;FIN;ACT
entender	forstå	entender	forstå	V;NFIN	V;NFIN;ACT
entender	forstået	entender	forstå	V;NFIN	V;INDF;SG;PST;V.PTCP
compra	køb	compra	køb	N;FEM;SG	N;INDF;NEUT;SG
compra	køb	compra	køb	N;FEM;SG	N;INDF;NEUT;SG
compra	køb	compra	køb	N;FEM;SG	N;INDF;NEUT;SG
desierto	ørken	desierto	ørk	N;MASC;SG	N;INDF;MASC+FEM;SG
desierto	ørkenen	desierto	ørken	N;MASC;SG	N;DEF;MASC+FEM;SG
desierto	desert	desierto	deser	N;MASC;SG	N;INDF;MASC+FEM;SG
compuestos	forbindelser	compuesto	forbindelse	N;MASC;PL	N;INDF;MASC+FEM;PL
lisboa	lisbon	lisboa	lisbon	N;MASC;SG	N;INDF;MASC+FEM;SG
juana	joanna	juana	joanna	N;FEM;SG	N;INDF;MASC+FEM;SG
juana	jane	juana	jane	N;FEM;SG	N;INDF;MASC+FEM;SG
juana	jeanne	juana	jeanne	N;FEM;SG	N;INDF;MASC+FEM;SG
agentes	agenterne	agente	agent	N;PL	N;DEF;MASC+FEM;PL
agentes	agenter	agente	agent	N;PL	N;INDF;MASC+FEM;PL
agentes	betjente	agente	betjent	N;PL	N;INDF;MASC+FEM;PL
agentes	officerer	agente	officer	N;PL	N;INDF;MASC+FEM;PL
creador	skaberen	creador	skaber	N;MASC;SG	N;DEF;MASC+FEM;SG
productora	producent	productora	producent	N;FEM;SG	N;INDF;MASC+FEM;SG
productora	producenten	productora	producent	N;FEM;SG	N;DEF;MASC+FEM;SG
productora	producer	productora	producer	N;FEM;SG	N;INDF;MASC+FEM;SG
power	effekt	power	effekt	N	N;INDF;MASC+FEM;SG
power	kraft	power	kraft	N	N;INDF;MASC+FEM;SG
power	strøm	power	strøm	N	N;INDF;MASC+FEM;SG
power	power	power	powe	N	N;INDF;MASC+FEM;SG
power	magt	power	magt	N	N;INDF;MASC+FEM;SG
ensayos	tests	ensayo	tests	N;MASC;PL	N;INDF;MASC+FEM;PL
ensayos	afprøvninger	ensayo	afprøvning	N;MASC;PL	N;INDF;MASC+FEM;PL
ensayos	retssager	ensayo	retssag	N;MASC;PL	N;INDF;MASC+FEM;PL
ensayos	prøverne	ensayo	prøve	N;MASC;PL	N;DEF;MASC+FEM;PL
ensayos	stile	ensayo	stile	N;MASC;PL	N;INDF;MASC+FEM;PL
alba	alba	alba	alba	N;FEM;SG	N;INDF;MASC+FEM;SG
alba	dawn	alba	dawn	N;FEM;SG	N;INDF;MASC+FEM;SG
alba	daggry	alba	daggry	N;FEM;SG	N;INDF;NEUT;SG
alba	gry	alba	gry	N;FEM;SG	N;INDF;MASC+FEM;SG
considerar	overveje	considerar	overveje	V;NFIN	V;NFIN;ACT
ingenieros	ingeniører	ingeniero	ingeniør	N;MASC;PL	N;INDF;MASC+FEM;PL
insectos	insekter	insecto	insekt	N;MASC;PL	N;INDF;NEUT;PL
insectos	insekter	insecto	insekt	N;MASC;PL	N;INDF;NEUT;PL
pistas	leads	pista	leads	N;FEM;PL	N;INDF;NEUT;PL
pistas	skråninger	pista	skråning	N;FEM;PL	N;INDF;MASC+FEM;PL
mamíferos	pattedyr	mamífero	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
mamíferos	pattedyr	mamífero	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
mamíferos	pattedyr	mamífero	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
cinta	båndet	cinta	bånd	N;FEM;SG	N;DEF;NEUT;SG
cinta	tape	cinta	tape	N;FEM;SG	N;INDF;NEUT;SG
cinta	bånd	cinta	bånd	N;FEM;SG	N;INDF;NEUT;SG
cinta	bånd	cinta	bånd	N;FEM;SG	N;INDF;NEUT;SG
cinta	løbebånd	cinta	løbebånd	N;FEM;SG	N;INDF;NEUT;SG
viajó	rejst	viajar	rejse	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
viajó	rejst	viajar	rejse	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
retrato	portræt	retrato	portræt	N;MASC;SG	N;INDF;NEUT;SG
calor	heat	calor	heat	N;MASC;SG	N;INDF;NEUT;SG
calor	varme	calor	varme	N;MASC;SG	N;INDF;MASC+FEM;SG
calor	hot	calor	hot	N;MASC;SG	N;INDF;NEUT;SG
calor	varme	calor	varme	N;MASC;SG	N;INDF;MASC+FEM;SG
stone	smæk	stone	smæk	N	N;INDF;NEUT;SG
stone	sten	stone	sten	N	N;INDF;MASC+FEM;SG
colonias	kolonier	colonia	kolonie	N;FEM;PL	N;INDF;MASC+FEM;PL
mejora	bedring	mejora	bedring	N;FEM;SG	N;INDF;MASC+FEM;SG
mejora	forbedring	mejora	forbedring	N;FEM;SG	N;INDF;MASC+FEM;SG
mejora	forbedring	mejora	forbedring	N;FEM;SG	N;INDF;MASC+FEM;SG
flandes	flandern	flande	flande	N;MASC;PL	N;INDF;MASC+FEM;PL
republicano	republikaner	republicano	republikane	N;MASC;SG	N;INDF;MASC+FEM;SG
lord	lord	lord	lord	N;MASC;SG	N;INDF;MASC+FEM;SG
lord	herre	lord	herre	N;MASC;SG	N;INDF;MASC+FEM;SG
talleres	værksteder	taller	værksted	N;MASC;PL	N;INDF;NEUT;PL
angeles	engle	angel	engel	N;MASC;PL	N;INDF;MASC+FEM;PL
angeles	englene	angel	engel	N;MASC;PL	N;DEF;MASC+FEM;PL
peor	dårligere	peor	dårlig	ADV	ADV;CMPR
anillo	ringen	anillo	ring	N;MASC;SG	N;DEF;MASC+FEM;SG
blues	blues	blues	blue	N	N;INDF;MASC+FEM;SG
basílica	klosterkirken	basílica	klosterkirk	N;FEM;SG	N;DEF;MASC+FEM;SG
nieto	barnebarn	nieto	barnebarn	N;MASC;SG	N;INDF;NEUT;SG
nieto	barnebarn	nieto	barnebarn	N;MASC;SG	N;INDF;NEUT;SG
verdadera	sandt	verdadero	sinde	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
elenco	kast	elenco	kast	N;MASC;SG	N;INDF;NEUT;SG
estrategia	strategien	estrategia	strategi	N;FEM;SG	N;DEF;MASC+FEM;SG
estrategia	strategi	estrategia	strategi	N;FEM;SG	N;INDF;MASC+FEM;SG
causas	årsager	causa	årsag	N;FEM;PL	N;INDF;MASC+FEM;PL
causas	årsagerne	causa	årsag	N;FEM;PL	N;DEF;MASC+FEM;PL
virtual	virtuel	virtual	virtuel	ADJ;SG	ADJ;INDF;MASC+FEM;SG
virtual	virtuelt	virtual	virtuelt	ADJ;SG	ADJ;INDF;NEUT;SG
integración	integrering	integración	integrering	N;FEM;SG	N;INDF;MASC+FEM;SG
integración	integration	integración	integration	N;FEM;SG	N;INDF;MASC+FEM;SG
integración	integrationen	integración	integration	N;FEM;SG	N;DEF;MASC+FEM;SG
integración	integrering	integración	integrering	N;FEM;SG	N;INDF;MASC+FEM;SG
temporal	tidsmæssig	temporal	tidsmæssig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
temporal	midlertidig	temporal	midlertidig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
clausura	afslutning	clausura	afslutning	N;FEM;SG	N;INDF;MASC+FEM;SG
clausura	lukning	clausura	lukning	N;FEM;SG	N;INDF;MASC+FEM;SG
clausura	nedlæggelse	clausura	nedlæggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
clausura	nedlukning	clausura	nedlukning	N;FEM;SG	N;INDF;MASC+FEM;SG
clausura	lukning	clausura	lukning	N;FEM;SG	N;INDF;MASC+FEM;SG
frecuente	fælles	frecuente	fælles	ADJ;SG	ADJ
frecuente	almindelig	frecuente	almindelig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
frecuente	hyppig	frecuente	hyppig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
obteniendo	henter	obtener	hente	V;V.MSDR	V;IND;PRS;FIN;ACT
obteniendo	får	obtener	få	V;V.MSDR	V;IND;PRS;FIN;ACT
útil	nyttig	útil	nyttig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
útil	brugbar	útil	brugbar	ADJ;SG	ADJ;INDF;MASC+FEM;SG
útil	nyttigt	útil	nyttigt	ADJ;SG	ADJ;INDF;NEUT;SG
útil	hjælpsom	útil	hjælpsom	ADJ;SG	ADJ;INDF;MASC+FEM;SG
útil	nyttig	útil	nyttig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
útil	nyttigt	útil	nyttigt	ADJ;SG	ADJ;INDF;NEUT;SG
lunes	mandagen	lunes	mandag	N	N;DEF;MASC+FEM;SG
lunes	mandage	lunes	mandag	N	N;INDF;MASC+FEM;PL
lunes	mandags	lunes	mandag	N	N;GEN;INDF;MASC+FEM;SG
lunes	mandag	lunes	mandag	N	N;INDF;MASC+FEM;SG
grammy	grammy	grammy	grammy	N;MASC;SG	N;INDF;MASC+FEM;SG
minuto	minut	minuto	minut	N;MASC;SG	N;INDF;NEUT;SG
estilos	styles	estilo	styles	N;MASC;PL	N;INDF;MASC+FEM;PL
estilos	stile	estilo	stile	N;MASC;PL	N;INDF;MASC+FEM;PL
probable	sandsynlig	probable	sandsynlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
probable	sandsynligt	probable	sandsynlig	ADJ;SG	ADJ;INDF;NEUT;SG
probable	sandsynlig	probable	sandsynlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
probable	sandsynligt	probable	sandsynlig	ADJ;SG	ADJ;INDF;NEUT;SG
estatua	statuen	estatua	statue	N;FEM;SG	N;DEF;MASC+FEM;SG
estatua	statue	estatua	statue	N;FEM;SG	N;INDF;MASC+FEM;SG
recinto	indkapsling	recinto	indkapsling	N;MASC;SG	N;INDF;MASC+FEM;SG
equivalente	ækvivalent	equivalente	ækvivalent	ADJ;SG	ADJ;INDF;NEUT;SG
equivalente	tilsvarende	equivalente	tilsvarende	ADJ;SG	ADJ
campus	campus	campus	campus	N;MASC	N;INDF;MASC+FEM;SG
campus	campusser	campus	campusse	N;MASC	N;INDF;MASC+FEM;PL
volúmenes	mængder	volumen	mængde	N;MASC;PL	N;INDF;MASC+FEM;PL
estancia	ophold	estancia	ophold	N;FEM;SG	N;INDF;NEUT;SG
descendientes	afkom	descendiente	afkomme	N;PL	N;INDF;NEUT;PL
descendientes	efterkommere	descendiente	efterkommer	N;PL	N;INDF;MASC+FEM;PL
caballos	heste	caballo	hest	N;MASC;PL	N;INDF;MASC+FEM;PL
caballos	heste	caballo	hest	N;MASC;PL	N;INDF;MASC+FEM;PL
