mai	もっと	mai	もっと	ADV	ADV
sugereaza	提案	sugereaza	提案	V;IND;SG;3;IPFV;FIN	V
alianta	アライアンス	aliantă	アライアンス	N;DEF;FEM;SG	N
alianta	アライアンス	aliantă	アライアンス	N;DEF;FEM;SG	N
alianta	アライアンス	aliantă	アライアンス	N;DEF;FEM;SG	N
coordonate	座標	coordonată	座標	N;INDF;FEM;PL	N
coordonate	座標	coordonată	座標	N;INDF;FEM;PL	N
misiune	ミッション	misiune	ミッション	N;INDF;FEM;SG	N
creanga	支店	creangă	支店	N;DEF;FEM;SG	N
creanga	支社	creangă	支社	N;DEF;FEM;SG	N
creanga	ブランチ	creangă	ブランチ	N;DEF;FEM;SG	N
creanga	支部	creangă	支部	N;DEF;FEM;SG	N
diferenta	差分	diferent	差分	N;DEF;FEM;SG	N
diferenta	差分	diferent	差分	N;DEF;FEM;SG	N
diferenta	差分	diferent	差分	N;DEF;FEM;SG	N
coperta	表紙	copertă	表紙	N;DEF;FEM;SG	N
coperta	被覆	copertă	被覆	N;DEF;FEM;SG	N
coperta	カバー	copertă	カバー	N;DEF;FEM;SG	N
coperta	表紙	copertă	表紙	N;DEF;FEM;SG	N
coperta	被覆	copertă	被覆	N;DEF;FEM;SG	N
coperta	カバー	copertă	カバー	N;DEF;FEM;SG	N
scriu	書き込み	scrie	書き込み	V;IND;PL;3;PRS;FIN	V
scriu	書く	scrie	書く	V;IND;PL;3;PRS;FIN	V
scriu	書き込む	scrie	書き込む	V;IND;PL;3;PRS;FIN	V
scriu	執筆	scrie	執筆	V;IND;PL;3;PRS;FIN	V
scriu	書き込み	scrie	書き込み	V;IND;PL;3;PRS;FIN	V
cauta	検索	cauta	検索	V;IND;SG;3;IPFV;FIN	V
cauta	検索	cauta	検索	V;IND;SG;3;IPFV;FIN	V
intalnire	ミーティング	intalnire	ミーティング	N;INDF;FEM;SG	N
intalnire	会議	intalnire	会議	N;INDF;FEM;SG	N
intalnire	ミーティング	intalnire	ミーティング	N;INDF;FEM;SG	N
intalnire	会議	intalnire	会議	N;INDF;FEM;SG	N
trasaturi	機能	trasat	機能	N;INDF;FEM;PL	N
trasaturi	特徴	trasat	特徴	N;INDF;FEM;PL	N
dreptate	正義	dreptate	正義	N;INDF;FEM;SG	N
cor	合唱	cor	合唱	N;INDF;MASC;SG	N
cor	コーラス	cor	コーラス	N;INDF;MASC;SG	N
fruntea	おで	frunte	おで	N;DEF;FEM;SG	N
egal	等しい	egal	等しい	ADJ;INDF;MASC;SG	ADJ
egal	等しい	egal	等しい	ADJ;INDF;MASC;SG	ADJ
vioara	ヴァイオリン	vioară	ヴァイオリン	N;DEF;FEM;SG	N
vioara	バイオリン	vioară	バイオリン	N;DEF;FEM;SG	N
vioara	ヴァイオリン	vioară	ヴァイオリン	N;DEF;FEM;SG	N
vioara	バイオリン	vioară	バイオリン	N;DEF;FEM;SG	N
cavaler	騎士	cavaler	騎士	N;INDF;MASC;SG	N
cavaler	ナイト	cavaler	ナイト	N;INDF;MASC;SG	N
banii	お	ban	お	N;DEF;MASC;PL	N
banii	貨幣	ban	貨幣	N;DEF;MASC;PL	N
banii	マネー	ban	マネー	N;DEF;MASC;PL	N
banii	金銭	ban	金銭	N;DEF;MASC;PL	N
precedent	先例	precedent	先例	N;INDF;MASC;SG	N
precedent	判例	precedent	判例	N;INDF;MASC;SG	N
studiaza	勉強	studiază	勉強	V;IND;SG;3;IPFV;FIN	V
sector	セクター	sector	セクター	N;INDF;MASC;SG	N
conacul	マンション	conac	マンション	N;DEF;MASC;SG	N
structuri	構造	structură	構造	N;INDF;FEM;PL	N
deschiderea	オープニング	deschidere	オープニング	N;DEF;FEM;SG	N
amestec	ミックス	amestec	ミックス	N;INDF;MASC;SG	N
amestec	混合物	amestec	混合物	N;INDF;MASC;SG	N
amestec	ブレンド	amestec	ブレンド	N;INDF;MASC;SG	N
corecta	正しい	corecta	正しい	ADJ;DEF;FEM;SG	ADJ
corecta	正しい	corecta	正しい	ADJ;DEF;FEM;SG	ADJ
clasament	ランキング	clasament	ランキング	N;INDF;MASC;SG	N
clasament	順位	clasament	順位	N;INDF;MASC;SG	N
clasament	ランキング	clasament	ランキング	N;INDF;MASC;SG	N
castel	キャッスル	castel	キャッスル	N;INDF;MASC;SG	N
scenariul	脚本	scenariu	脚本	N;DEF;MASC;SG	N
scenariul	シナリオ	scenariu	シナリオ	N;DEF;MASC;SG	N
scenariul	脚本	scenariu	脚本	N;DEF;MASC;SG	N
scenariul	スクリプト	scenariu	スクリプト	N;DEF;MASC;SG	N
pierderea	損失	pierdere	損失	N;DEF;FEM;SG	N
fotografie	フォト	fotografie	フォト	N;INDF;FEM;SG	N
fotografie	写真	fotografie	写真	N;INDF;FEM;SG	N
fotografie	写真	fotografie	写真	N;INDF;FEM;SG	N
principiu	原理	principiu	原理	N;INDF;MASC;SG	N
raniti	怪我	ranit	怪我	V;IND;PL;2;PRS;FIN	V
raniti	負傷	ranit	負傷	V;IND;PL;2;PRS;FIN	V
castigator	勝者	castigator	勝者	N;INDF;MASC;SG	N
castigator	勝者	castigator	勝者	N;INDF;MASC;SG	N
desen	図面	desen	図面	N;INDF;MASC;SG	N
desen	ドローイング	desen	ドローイング	N;INDF;MASC;SG	N
regulile	規則	regulă	規則	N;DEF;FEM;PL	N
regulile	ルール	regulă	ルール	N;DEF;FEM;PL	N
ideile	アイデア	idee	アイデア	N;DEF;FEM;PL	N
ideile	アイディア	idee	アイディア	N;DEF;FEM;PL	N
student	生徒	student	生徒	N;INDF;MASC;SG	N
student	学生	student	学生	N;INDF;MASC;SG	N
reactie	リアクション	reactie	リアクション	N;INDF;FEM;SG	N
reactie	リアクション	reactie	リアクション	N;INDF;FEM;SG	N
reactie	リアクション	reactie	リアクション	N;INDF;FEM;SG	N
topul	上部	top	上部	N;DEF;MASC;SG	N
topul	トップ	top	トップ	N;DEF;MASC;SG	N
activitatile	アクティビティ	activitate	アクティビティ	N;DEF;FEM;PL	N
cutremur	地震	cutremur	地震	N;INDF;MASC;SG	N
boala	病気	boală	病気	N;DEF;FEM;SG	N
boala	疾患	boală	疾患	N;DEF;FEM;SG	N
boala	病気	boală	病気	N;DEF;FEM;SG	N
boala	疾病	boală	疾病	N;DEF;FEM;SG	N
boala	病気	boală	病気	N;DEF;FEM;SG	N
boala	病気	boală	病気	N;DEF;FEM;SG	N
boala	疾患	boală	疾患	N;DEF;FEM;SG	N
boala	病気	boală	病気	N;DEF;FEM;SG	N
boala	疾病	boală	疾病	N;DEF;FEM;SG	N
boala	病気	boală	病気	N;DEF;FEM;SG	N
prusia	プロイセン	prusie	プロイセン	N;DEF;FEM;SG	N
sculptor	彫刻	sculptor	彫刻	N;INDF;MASC;SG	N
sculptor	彫刻家	sculptor	彫刻家	N;INDF;MASC;SG	N
completarea	竣工	completare	竣工	N;DEF;FEM;SG	N
paginii	ページ	pagină	ページ	N;DEF;FEM;SG	N
statie	ステーション	statie	ステーション	N;INDF;FEM;SG	N
statie	ステーション	statie	ステーション	N;INDF;FEM;SG	N
statie	ステーション	statie	ステーション	N;INDF;FEM;SG	N
industrie	業界	industrie	業界	N;INDF;FEM;SG	N
industrie	産業	industrie	産業	N;INDF;FEM;SG	N
cadru	フレーム	cadru	フレーム	N;INDF;MASC;SG	N
electronica	エレクトロニクス	electronică	エレクトロニクス	N;DEF;FEM;SG	N
electronica	エレクトロニクス	electronică	エレクトロニクス	N;DEF;FEM;SG	N
generatie	世代	generatie	世代	N;INDF;FEM;SG	N
generatie	世代	generatie	世代	N;INDF;FEM;SG	N
generatie	世代	generatie	世代	N;INDF;FEM;SG	N
conflictul	紛争	conflict	紛争	N;DEF;MASC;SG	N
conflictul	コンフリクト	conflict	コンフリクト	N;DEF;MASC;SG	N
peretele	ウォール	perete	ウォール	N;DEF;MASC;SG	N
ulei	石油	ulei	石油	N;INDF;MASC;SG	N
ulei	オイル	ulei	オイル	N;INDF;MASC;SG	N
tehnici	テクニック	tehnic	テクニック	N;INDF;MASC;PL	N
prietenii	友だち	prietenie	友だち	N;DEF;MASC;PL	N
prietenii	友達	prietenie	友達	N;DEF;MASC;PL	N
channel	チャネル	channel	チャネル	N;INDF;MASC;SG	N
channel	チャンネル	channel	チャンネル	N;INDF;MASC;SG	N
channel	海峡	channel	海峡	N;INDF;MASC;SG	N
logo	ロゴ	logo	ロゴ	N;INDF;MASC;SG	N
genuri	ジャンル	gen	ジャンル	N;INDF;FEM;PL	N
curse	競走	cursă	競走	N;INDF;FEM;PL	N
curse	レース	cursă	レース	N;INDF;FEM;PL	N
primi	受け取る	primi	受け取る	V;IND;SG;3;PRS;FIN	V
primi	受信	primi	受信	V;IND;SG;3;PRS;FIN	V
personalitate	個性	personalitate	個性	N;INDF;FEM;SG	N
personalitate	人柄	personalitate	人柄	N;INDF;FEM;SG	N
personalitate	性格	personalitate	性格	N;INDF;FEM;SG	N
personalitate	人格	personalitate	人格	N;INDF;FEM;SG	N
personalitate	パーソナリティ	personalitate	パーソナリティ	N;INDF;FEM;SG	N
ocupata	忙しい	ocupata	忙しい	ADJ;DEF;FEM;SG	ADJ
ocupata	忙しい	ocupata	忙しい	ADJ;DEF;FEM;SG	ADJ
semnul	サイン	semn	サイン	N;DEF;MASC;SG	N
semnul	記号	semn	記号	N;DEF;MASC;SG	N
spectacol	ショー	spectacol	ショー	N;INDF;MASC;SG	N
animal	アニマル	animal	アニマル	N;INDF;MASC;SG	N
animal	動物	animal	動物	N;INDF;MASC;SG	N
mandat	令状	mandat	令状	N;INDF;MASC;SG	N
efectele	エフェクト	efect	エフェクト	N;DEF;FEM;PL	N
efectele	効果	efect	効果	N;DEF;FEM;PL	N
documentele	ドキュメント	document	ドキュメント	N;DEF;FEM;PL	N
documentele	書類	document	書類	N;DEF;FEM;PL	N
documentele	文書	document	文書	N;DEF;FEM;PL	N
mostra	サンプリング	mostra	サンプリング	N;DEF;FEM;SG	N
mostra	サンプル	mostra	サンプル	N;DEF;FEM;SG	N
desene	図面	desen	図面	N;INDF;FEM;PL	N
egala	等しい	egală	等しい	ADJ;DEF;FEM;SG	ADJ
egala	等しい	egală	等しい	ADJ;DEF;FEM;SG	ADJ
primind	受信	primi	受信	V;V.MSDR	V
bustul	バスト	bust	バスト	N;DEF;MASC;SG	N
aplica	応募	aplica	応募	V;IND;SG;3;IPFV;FIN	V
aplica	適用	aplica	適用	V;IND;SG;3;IPFV;FIN	V
aplica	応募	aplica	応募	V;IND;SG;3;IPFV;FIN	V
aplica	適用	aplica	適用	V;IND;SG;3;IPFV;FIN	V
imaginile	画像	imagine	画像	N;DEF;FEM;PL	N
imaginile	イメージ	imagine	イメージ	N;DEF;FEM;PL	N
dark	ダーク	dark	ダーク	N;INDF;MASC;SG	N
distruse	破壊	distruge	破壊	V;IND;SG;3;PST;FIN	V
conditia	状態	conditie	状態	N;DEF;FEM;SG	N
conditia	条件	conditie	条件	N;DEF;FEM;SG	N
necunoscut	不明	necunoscut	不明	ADJ;INDF;MASC;SG	ADJ
purta	着る	purta	着る	V;IND;SG;3;IPFV;FIN	V
tobe	ドラム	tobe	ドラム	N;INDF;FEM;PL	N
tobe	太鼓	tobe	太鼓	N;INDF;FEM;PL	N
inregistrari	レコード	inregistrare	レコード	N;INDF;FEM;PL	N
inregistrari	レコーディング	inregistrare	レコーディング	N;INDF;FEM;PL	N
canta	歌う	cantă	歌う	V;IND;SG;3;IPFV;FIN	V
canta	歌う	cantă	歌う	V;IND;SG;3;IPFV;FIN	V
canta	歌う	cantă	歌う	V;IND;SG;3;IPFV;FIN	V
etape	舞台	etapă	舞台	N;INDF;FEM;PL	N
etape	ステージ	etapă	ステージ	N;INDF;FEM;PL	N
muta	移動	muta	移動	V;IND;SG;3;IPFV;FIN	V
terenuri	土地	teren	土地	N;INDF;FEM;PL	N
terenuri	ランド	teren	ランド	N;INDF;FEM;PL	N
terenuri	土地	teren	土地	N;INDF;FEM;PL	N
profesori	教員	profesor	教員	N;INDF;MASC;PL	N
profesori	教師	profesor	教師	N;INDF;MASC;PL	N
drapelul	国旗	drapel	国旗	N;DEF;MASC;SG	N
societati	会社	societati	会社	N;INDF;FEM;PL	N
societati	社会	societati	社会	N;INDF;FEM;PL	N
satelit	衛星	satelit	衛星	N;INDF;MASC;SG	N
regat	王国	regat	王国	N;INDF;MASC;SG	N
atacant	ストライカー	atacant	ストライカー	N;INDF;MASC;SG	N
milion	百万	milion	百万	NUM;INDF;MASC;SG	NUM
transforma	変換	transforma	変換	V;IND;SG;3;IPFV;FIN	V
transforma	変形	transforma	変形	V;IND;SG;3;IPFV;FIN	V
transforma	変換	transforma	変換	V;IND;SG;3;IPFV;FIN	V
transforma	変形	transforma	変形	V;IND;SG;3;IPFV;FIN	V
pregatire	トレーニング	pregatire	トレーニング	N;INDF;FEM;SG	N
pregatire	講習	pregatire	講習	N;INDF;FEM;SG	N
obisnuit	普通	obisnui	普通	ADJ;INDF;MASC;SG	ADJ
argumente	論証	argument	論証	N;INDF;FEM;PL	N
argumente	引数	argument	引数	N;INDF;FEM;PL	N
nominalizari	ノミネート	nominalizare	ノミネート	N;INDF;MASC;PL	N
aplicarea	アプリケーション	aplicare	アプリケーション	N;DEF;FEM;SG	N
miscari	動き	miscar	動き	N;INDF;FEM;PL	N
miscari	動き	miscar	動き	N;INDF;FEM;PL	N
tratament	トリートメント	tratament	トリートメント	N;INDF;MASC;SG	N
tratament	待遇	tratament	待遇	N;INDF;MASC;SG	N
tratament	治療	tratament	治療	N;INDF;MASC;SG	N
queen	女王	queen	女王	N;INDF;MASC;SG	N
ruinele	廃墟	ruină	廃墟	N;DEF;FEM;PL	N
ruinele	遺跡	ruină	遺跡	N;DEF;FEM;PL	N
informatie	情報	informatie	情報	N;INDF;FEM;SG	N
publicarea	出版物	publicare	出版物	N;DEF;FEM;SG	N
publicarea	パブリッシング	publicare	パブリッシング	N;DEF;FEM;SG	N
agricultura	農業	agricultură	農業	N;DEF;FEM;SG	N
agricultura	農業	agricultură	農業	N;DEF;FEM;SG	N
agricultura	農業	agricultură	農業	N;DEF;FEM;SG	N
agricultura	農業	agricultură	農業	N;DEF;FEM;SG	N
tehnologie	技術	tehnologie	技術	N;INDF;FEM;SG	N
tehnologie	テクノロジー	tehnologie	テクノロジー	N;INDF;FEM;SG	N
computer	コンピューター	computer	コンピューター	N;INDF;MASC;SG	N
computer	コンピュータ	computer	コンピュータ	N;INDF;MASC;SG	N
celule	セル	celulă	セル	N;INDF;FEM;PL	N
mecanica	力学	mecanică	力学	N;DEF;FEM;SG	N
mecanica	力学	mecanică	力学	N;DEF;FEM;SG	N
primarul	町長	primar	町長	N;DEF;MASC;SG	N
primarul	市長	primar	市長	N;DEF;MASC;SG	N
minerale	鉱物	mineral	鉱物	N;INDF;FEM;PL	N
minerale	鉱物	mineral	鉱物	N;INDF;FEM;PL	N
business	営業	business	営業	N;INDF;MASC;SG	N
business	事業	business	事業	N;INDF;MASC;SG	N
business	ビジネス	business	ビジネス	N;INDF;MASC;SG	N
mijloace	手段	mijloc	手段	N;INDF;FEM;PL	N
eroare	エラー	eroare	エラー	N;INDF;FEM;SG	N
arhiva	書庫	arhivă	書庫	N;DEF;FEM;SG	N
arhiva	アーカイブ	arhivă	アーカイブ	N;DEF;FEM;SG	N
arhiva	アーカイブ	arhivă	アーカイブ	N;DEF;FEM;SG	N
arhiva	書庫	arhivă	書庫	N;DEF;FEM;SG	N
arhiva	アーカイブ	arhivă	アーカイブ	N;DEF;FEM;SG	N
arhiva	アーカイブ	arhivă	アーカイブ	N;DEF;FEM;SG	N
urme	トラック	urmă	トラック	N;INDF;FEM;PL	N
urme	トレース	urmă	トレース	N;INDF;FEM;PL	N
observator	天文台	observator	天文台	N;INDF;MASC;SG	N
observator	オブザーバー	observator	オブザーバー	N;INDF;MASC;SG	N
gard	フェンス	gard	フェンス	N;INDF;MASC;SG	N
geografie	地理	geografie	地理	N;INDF;FEM;SG	N
cheie	キー	cheie	キー	N;INDF;FEM;SG	N
concluzia	結論	concluzie	結論	N;DEF;FEM;SG	N
concluzia	エンディング	concluzie	エンディング	N;DEF;FEM;SG	N
conferinta	カンファレンス	conferinta	カンファレンス	N;DEF;FEM;SG	N
conferinta	会議	conferinta	会議	N;DEF;FEM;SG	N
conferinta	カンファレンス	conferinta	カンファレンス	N;DEF;FEM;SG	N
conferinta	会議	conferinta	会議	N;DEF;FEM;SG	N
conferinta	カンファレンス	conferinta	カンファレンス	N;DEF;FEM;SG	N
conferinta	会議	conferinta	会議	N;DEF;FEM;SG	N
conferinta	カンファレンス	conferinta	カンファレンス	N;DEF;FEM;SG	N
conferinta	会議	conferinta	会議	N;DEF;FEM;SG	N
varietate	バラエティ	varietate	バラエティ	N;INDF;FEM;SG	N
varietate	変種	varietate	変種	N;INDF;FEM;SG	N
eseuri	随筆	eseu	随筆	N;INDF;FEM;PL	N
eseuri	エッセイ	eseu	エッセイ	N;INDF;FEM;PL	N
calendarul	カレンダー	calendar	カレンダー	N;DEF;MASC;SG	N
transmite	転送	transmite	転送	V;IND;SG;3;PRS;FIN	V
tanara	若い	tanară	若い	ADJ;DEF;FEM;SG	ADJ
lost	ロスト	lost	ロスト	N;INDF;MASC;SG	N
cluburi	クラブ	club	クラブ	N;INDF;FEM;PL	N
table	バックギャモン	tablă	バックギャモン	N;INDF;FEM;PL	N
pesti	魚類	pesti	魚類	N;INDF;MASC;PL	N
pesti	魚類	pesti	魚類	N;INDF;MASC;PL	N
cerere	アプリケーション	cerere	アプリケーション	N;INDF;FEM;SG	N
cerere	リクエスト	cerere	リクエスト	N;INDF;FEM;SG	N
cerere	需要	cerere	需要	N;INDF;FEM;SG	N
obiectul	オブジェクト	obiect	オブジェクト	N;DEF;MASC;SG	N
animatie	アニメーション	animatie	アニメーション	N;INDF;FEM;SG	N
domn	ジェントルマン	domn	ジェントルマン	N;INDF;MASC;SG	N
cantitati	数量	cantitati	数量	N;INDF;FEM;PL	N
fort	要塞	fort	要塞	N;INDF;MASC;SG	N
army	軍隊	army	軍隊	N;INDF;MASC;SG	N
army	陸軍	army	陸軍	N;INDF;MASC;SG	N
dialog	台詞	dialog	台詞	N;INDF;MASC;SG	N
limbaj	言語	limbaj	言語	N;INDF;MASC;SG	N
bank	バンク	bank	バンク	N;INDF;MASC;SG	N
bank	銀行	bank	銀行	N;INDF;MASC;SG	N
grafica	グラフィック	grafică	グラフィック	N;DEF;FEM;SG	N
grafica	グラフィック	grafică	グラフィック	N;DEF;FEM;SG	N
grafica	グラフィックス	grafică	グラフィックス	N;DEF;FEM;SG	N
grafica	グラフィック	grafică	グラフィック	N;DEF;FEM;SG	N
grafica	グラフィックス	grafică	グラフィックス	N;DEF;FEM;SG	N
asistent	助手	asistent	助手	N;INDF;MASC;SG	N
asistent	アシスタント	asistent	アシスタント	N;INDF;MASC;SG	N
pacea	ピース	pace	ピース	N;DEF;FEM;SG	N
bass	ベース	bass	ベース	N;INDF;MASC;SG	N
picturi	絵画	pictură	絵画	N;INDF;FEM;PL	N
focul	火事	foc	火事	N;DEF;MASC;SG	N
focul	ファイア	foc	ファイア	N;DEF;MASC;SG	N
focul	火災	foc	火災	N;DEF;MASC;SG	N
frunze	葉っぱ	frunză	葉っぱ	N;INDF;FEM;PL	N
recenzii	レビュー	recenzie	レビュー	N;INDF;FEM;PL	N
armatele	軍隊	armat	軍隊	N;DEF;FEM;PL	N
carne	食肉	carne	食肉	N;INDF;FEM;SG	N
unchiul	叔父	unchi	叔父	N;DEF;MASC;SG	N
unchiul	伯父	unchi	伯父	N;DEF;MASC;SG	N
unchiul	おじさん	unchi	おじさん	N;DEF;MASC;SG	N
unchiul	おじ	unchi	おじる	N;DEF;MASC;SG	N
tehnologia	技術	tehnologie	技術	N;DEF;FEM;SG	N
tehnologia	テクノロジー	tehnologie	テクノロジー	N;DEF;FEM;SG	N
impune	課す	impune	課す	V;IND;SG;3;PRS;FIN	V
pasul	ステップ	pas	ステップ	N;DEF;MASC;SG	N
nisip	砂塵	nisip	砂塵	N;INDF;MASC;SG	N
specialist	スペシャリスト	specialist	スペシャリスト	N;INDF;MASC;SG	N
motoare	エンジン	motor	エンジン	N;INDF;FEM;PL	N
proba	サンプリング	proba	サンプリング	N;DEF;FEM;SG	N
proba	サンプル	proba	サンプル	N;DEF;FEM;SG	N
proba	サンプリング	proba	サンプリング	N;DEF;FEM;SG	N
proba	サンプル	proba	サンプル	N;DEF;FEM;SG	N
solutii	ソリューション	solut	ソリューション	N;INDF;FEM;PL	N
solutii	ソリューション	solut	ソリューション	N;INDF;FEM;PL	N
exceptie	例外	exceptie	例外	N;INDF;FEM;SG	N
exceptie	例外	exceptie	例外	N;INDF;FEM;SG	N
sculptura	彫刻	sculptură	彫刻	N;DEF;FEM;SG	N
sculptura	彫刻	sculptură	彫刻	N;DEF;FEM;SG	N
sculptura	彫刻	sculptură	彫刻	N;DEF;FEM;SG	N
artistul	芸術家	artist	芸術家	N;DEF;MASC;SG	N
artistul	アーティスト	artist	アーティスト	N;DEF;MASC;SG	N
parohia	教区	parohie	教区	N;DEF;FEM;SG	N
factor	ファクター	factor	ファクター	N;INDF;MASC;SG	N
factor	因子	factor	因子	N;INDF;MASC;SG	N
factor	係数	factor	係数	N;INDF;MASC;SG	N
caracteristica	特徴	caracteristică	特徴	N;DEF;FEM;SG	N
caracteristica	特性	caracteristică	特性	N;DEF;FEM;SG	N
caracteristica	機能	caracteristică	機能	N;DEF;FEM;SG	N
caracteristica	特徴	caracteristică	特徴	N;DEF;FEM;SG	N
caracteristica	特徴	caracteristică	特徴	N;DEF;FEM;SG	N
caracteristica	特性	caracteristică	特性	N;DEF;FEM;SG	N
caracteristica	機能	caracteristică	機能	N;DEF;FEM;SG	N
caracteristica	特徴	caracteristică	特徴	N;DEF;FEM;SG	N
petrol	ガソリン	petrol	ガソリン	N;INDF;MASC;SG	N
petrol	石油	petrol	石油	N;INDF;MASC;SG	N
petrol	オイル	petrol	オイル	N;INDF;MASC;SG	N
permit	許可	permite	許可	V;IND;PL;3;PRS;FIN	V
campioana	チャンピオン	campioană	チャンピオン	N;DEF;FEM;SG	N
campioana	チャンピオン	campioană	チャンピオン	N;DEF;FEM;SG	N
jurnal	ジャーナル	jurnal	ジャーナル	N;INDF;MASC;SG	N
jurnal	日記	jurnal	日記	N;INDF;MASC;SG	N
jurnal	日記	jurnal	日記	N;INDF;MASC;SG	N
jurnal	ログ	jurnal	ログ	N;INDF;MASC;SG	N
party	パーティ	party	パーティ	N;INDF;MASC;SG	N
party	パーティー	party	パーティー	N;INDF;MASC;SG	N
rangul	ランク	rang	ランク	N;DEF;MASC;SG	N
monede	硬貨	monede	硬貨	N;INDF;FEM;PL	N
monede	コイン	monede	コイン	N;INDF;FEM;PL	N
monede	硬貨	monede	硬貨	N;INDF;FEM;PL	N
monede	コイン	monede	コイン	N;INDF;FEM;PL	N
cercetator	研究者	cercetator	研究者	N;INDF;MASC;SG	N
cercetator	研究員	cercetator	研究員	N;INDF;MASC;SG	N
portretul	肖像	portret	肖像	N;DEF;MASC;SG	N
portretul	ポートレート	portret	ポートレート	N;DEF;MASC;SG	N
judecata	審判	judecată	審判	N;DEF;FEM;SG	N
judecata	判決	judecată	判決	N;DEF;FEM;SG	N
judecata	審判	judecată	審判	N;DEF;FEM;SG	N
judecata	判決	judecată	判決	N;DEF;FEM;SG	N
fantasy	ファンタジー	fantasy	ファンタジー	N;INDF;MASC;SG	N
concept	概念	concept	概念	N;INDF;MASC;SG	N
concept	コンセプト	concept	コンセプト	N;INDF;MASC;SG	N
golden	ゴールデン	golden	ゴールデン	N;INDF;MASC;SG	N
golden	黄金	golden	黄金	N;INDF;MASC;SG	N
zidul	ウォール	zid	ウォール	N;DEF;MASC;SG	N
moneda	通貨	moneda	通貨	N;DEF;FEM;SG	N
moneda	硬貨	moneda	硬貨	N;DEF;FEM;SG	N
moneda	コイン	moneda	コイン	N;DEF;FEM;SG	N
moneda	通貨	moneda	通貨	N;DEF;FEM;SG	N
moneda	硬貨	moneda	硬貨	N;DEF;FEM;SG	N
moneda	コイン	moneda	コイン	N;DEF;FEM;SG	N
road	道路	road	道路	N;INDF;MASC;SG	N
madonna	マドンナ	madonna	マドンナ	N;DEF;FEM;SG	N
soarele	太陽	soare	太陽	N;DEF;MASC;SG	N
factori	要因	factor	要因	N;INDF;MASC;PL	N
teorii	理論	teorie	理論	N;INDF;FEM;PL	N
gospodarie	世帯	gospodarie	世帯	N;INDF;FEM;SG	N
off	オフ	off	オフ		
monitorul	モニター	monitor	モニター	N;DEF;MASC;SG	N
monitorul	モニタ	monitor	モニタ	N;DEF;MASC;SG	N
mesaje	メッセージ	mesaj	メッセージ	N;INDF;FEM;PL	N
marine	マリン	marin	マリン	N;INDF;FEM;PL	N
normala	普通	normal	普通	ADJ;DEF;FEM;SG	ADJ
considerare	対価	considerare	対価	N;INDF;FEM;SG	N
suveran	主権	suveran	主権	N;INDF;MASC;SG	N
limbajul	言語	limbaj	言語	N;DEF;MASC;SG	N
benzi	車線	bandă	車線	N;INDF;FEM;PL	N
benzi	テープ	bandă	テープ	N;INDF;FEM;PL	N
benzi	ストリップ	bandă	ストリップ	N;INDF;FEM;PL	N
educatia	教育	educatie	教育	N;DEF;FEM;SG	N
educatia	学歴	educatie	学歴	N;DEF;FEM;SG	N
ciclul	サイクル	ciclu	サイクル	N;DEF;MASC;SG	N
memorial	記念碑	memorial	記念碑	N;INDF;MASC;SG	N
unica	ユニーク	unică	ユニーク	ADJ;DEF;FEM;SG	ADJ
unica	独特	unică	独特	ADJ;DEF;FEM;SG	ADJ
marmura	大理石	marmura	大理石	N;DEF;FEM;SG	N
marmura	大理石	marmura	大理石	N;DEF;FEM;SG	N
cover	表紙	cover	表紙	N;INDF;MASC;SG	N
cover	被覆	cover	被覆	N;INDF;MASC;SG	N
cover	カバー	cover	カバー	N;INDF;MASC;SG	N
asistenta	ナース	asistentă	ナース	N;DEF;FEM;SG	N
asistenta	ナース	asistentă	ナース	N;DEF;FEM;SG	N
camere	部屋	cameră	部屋	N;INDF;FEM;PL	N
camere	ルーム	cameră	ルーム	N;INDF;FEM;PL	N
reduce	減らす	reduce	減らす	V;IND;SG;3;PRS;FIN	V
refuza	辞退	refuza	辞退	V;IND;SG;3;IPFV;FIN	V
refuza	拒否	refuza	拒否	V;IND;SG;3;IPFV;FIN	V
refuza	却下	refuza	却下	V;IND;SG;3;IPFV;FIN	V
refuza	拒否	refuza	拒否	V;IND;SG;3;IPFV;FIN	V
refuza	拒否	refuza	拒否	V;IND;SG;3;IPFV;FIN	V
frumoasa	美しい	frumos	美しい	ADJ;DEF;FEM;SG	ADJ
frumoasa	美しい	frumos	美しい	ADJ;DEF;FEM;SG	ADJ
vis	ドリーム	vis	ドリーム	N;INDF;MASC;SG	N
fonduri	資金	fond	資金	N;INDF;FEM;PL	N
legenda	伝説	legendă	伝説	N;DEF;FEM;SG	N
legenda	キャプション	legendă	キャプション	N;DEF;FEM;SG	N
legenda	伝説	legendă	伝説	N;DEF;FEM;SG	N
lanseaza	打ち上げ	lansează	打ち上げる	V;IND;SG;3;IPFV;FIN	V
lanseaza	起動	lansează	起動	V;IND;SG;3;IPFV;FIN	V
declara	申告	declara	申告	V;IND;SG;3;IPFV;FIN	V
declara	宣言	declara	宣言	V;IND;SG;3;IPFV;FIN	V
declara	申告	declara	申告	V;IND;SG;3;IPFV;FIN	V
declara	宣言	declara	宣言	V;IND;SG;3;IPFV;FIN	V
ghid	ガイド	ghid	ガイド	N;INDF;MASC;SG	N
altitudinea	高度	altitudine	高度	N;DEF;FEM;SG	N
coordonator	コーディネーター	coordonator	コーディネーター	N;INDF;MASC;SG	N
