קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
יסודות	eléments	יסוד	elément	N;MASC;PL	N;MASC;PL
מנצח	conducteur	מנצח	conducteur	N;MASC;SG	N;MASC;SG
מנצח	vainqueur	מנצח	vainqueur	N;MASC;SG	N;MASC;SG
מנצח	lauréat	מנצח	lauréat	N;MASC;SG	N;MASC;SG
מנצח	victoire	מנצח	victoire	N;MASC;SG	N;FEM;SG
משא	fret	משא	fret	N;MASC;SG	N;MASC;SG
לשרת	servir	לשרה	servir	V;NFIN;ACT	V;NFIN
לשרת	sers	לשרה	ser	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לשרת	servez	לשרה	servir	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
ביטול	annulation	ביטול	annulation	N;MASC;SG	N;FEM;SG
ביטול	résiliation	ביטול	résiliation	N;MASC;SG	N;FEM;SG
הגדרה	définition	הגדרה	définition	N;FEM;SG	N;FEM;SG
הגדרה	configuration	הגדרה	configuration	N;FEM;SG	N;FEM;SG
הגדרה	paramètre	הגדרה	paramètre	N;FEM;SG	N;MASC;SG
הגדרה	réglage	הגדרה	réglager	N;FEM;SG	N;MASC;SG
נעצר	arrêté	נעצר	arrêter	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נעצר	arrêtée	נעצר	arrêter	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
מביא	apportant	הביא	apporter	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
הסתיימה	fini	הסתיים	finir	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
הסתיימה	terminée	הסתיים	terminer	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
הסתיימה	terminé	הסתיים	terminer	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
הישגים	réussites	הישג	réussite	N;MASC;PL	N;FEM;PL
הישגים	accomplissements	הישג	accomplissement	N;MASC;PL	N;MASC;PL
הישגים	réalisations	הישג	réalisation	N;MASC;PL	N;FEM;PL
הישגים	réalisations	הישג	réalisation	N;MASC;PL	N;FEM;PL
הישגים	accomplissements	הישג	accomplissement	N;MASC;PL	N;MASC;PL
אוהב	aimant	אהב	aimer	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
אוהב	aimer	אהב	aimer	V;MASC;SG;V.PTCP;ACT	V;NFIN
אוהב	aimer	אהב	aimer	V;MASC;SG;V.PTCP;ACT	V;NFIN
תעשיית	industrie	תעשייה	industrie	N;FEM;SG	N;FEM;SG
נוף	paysager	נוף	paysager	N;MASC;SG	N;MASC;SG
נוף	paysage	נוף	paysage	N;MASC;SG	N;MASC;SG
מצאתי	trouvée	מצא	trouver	V;SG;1;PST;ACT	V;FEM;SG;PST;V.PTCP
מצאתי	trouvé	מצא	trouver	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP
מצאתי	retrouvé	מצא	retrouver	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP
דלק	carburant	דלק	carburant	N;MASC;SG	N;MASC;SG
דלק	essence	דלק	essence	N;MASC;SG	N;FEM;SG
דלק	gaz	דלק	gaz	N;MASC;SG	N;MASC;SG
להחזיר	récupérer	החזיר	récupérer	V;NFIN;ACT	V;NFIN
דיונים	discussions	דיון	discussion	N;MASC;PL	N;FEM;PL
אופרה	opéra	אופרה	opéra	N;FEM;SG	N;MASC;SG
מכוניות	voitures	מכונית	voiture	N;FEM;PL	N;FEM;PL
מכוניות	autos	מכונית	auto	N;FEM;PL	N;FEM;PL
מלחינים	compositeurs	הלחין	compositeur	N;MASC;PL	N;MASC;PL
חלוקה	division	חלוקה	division	N;FEM;SG	N;FEM;SG
חלוקה	circonscription	חלוקה	circonscription	N;FEM;SG	N;FEM;SG
חלוקה	partition	חלוקה	partition	N;FEM;SG	N;FEM;SG
חלוקה	cloison	חלוקה	cloison	N;FEM;SG	N;FEM;SG
הבדל	différence	הבדל	différence	N;MASC;SG	N;FEM;SG
עיתונאי	journaliste	עיתונאי	journaliste	N;MASC;SG	N;MASC;SG
בוקר	matin	בוקר	matin	N;MASC;SG	N;MASC;SG
מוחלט	absolue	מוחלט	absolu	ADJ;MASC;SG	ADJ;FEM;SG
מוחלט	absolu	מוחלט	absolu	ADJ;MASC;SG	ADJ;MASC;SG
אחריות	garantie	אחריות	garantie	N;FEM;SG	N;FEM;SG
אחריות	responsabilité	אחריות	responsabilité	N;FEM;SG	N;FEM;SG
תופעות	phénomènes	תופעה	phénomène	N;FEM;PL	N;MASC;PL
תגובה	commentaire	תגובה	commentaire	N;FEM;SG	N;MASC;SG
תגובה	réaction	תגובה	réaction	N;FEM;SG	N;FEM;SG
תגובה	réponse	תגובה	réponse	N;FEM;SG	N;FEM;SG
תגובה	réaction	תגובה	réaction	N;FEM;SG	N;FEM;SG
נפצע	blessé	נפצע	blesser	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נפצע	blessée	נפצע	blessé	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נפצע	lésée	נפצע	léser	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נפצע	blessé	נפצע	blesser	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נפצע	blessée	נפצע	blessé	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
להרחיב	étendre	הרחיב	étendre	V;NFIN;ACT	V;NFIN
להרחיב	agrandir	הרחיב	agrandir	V;NFIN;ACT	V;NFIN
להרחיב	développez	הרחיב	développer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להרחיב	élargir	הרחיב	élargir	V;NFIN;ACT	V;NFIN
ניצב	commissaire	ניצב	commissaire	N;MASC;SG	N;MASC;SG
טענות	réclamations	טענה	réclamation	N;FEM;PL	N;FEM;PL
טענות	créances	טענה	créance	N;FEM;PL	N;FEM;PL
טענות	allégations	טענה	allégation	N;FEM;PL	N;FEM;PL
טענות	revendications	טענה	revendication	N;FEM;PL	N;FEM;PL
טענות	allégations	טענה	allégation	N;FEM;PL	N;FEM;PL
לבטל	annuler	ביטל	annuler	V;NFIN;ACT	V;NFIN
לבטל	annule	ביטל	annuler	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
מפיק	producteur	מפיק	producteur	N;MASC;SG	N;MASC;SG
מפיק	productrice	מפיק	producteur	N;MASC;SG	N;FEM;SG
סבא	pépé	סבא	pépé	N;MASC;SG	N;MASC;SG
סבא	papy	סבא	papy	N;MASC;SG	N;MASC;SG
קצינים	officiers	קצין	officier	N;MASC;PL	N;MASC;PL
לייצר	produire	ייצר	produire	V;NFIN;ACT	V;NFIN
לייצר	produisent	ייצר	produire	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
הסתיים	fini	הסתיים	finir	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
הסתיים	terminée	הסתיים	terminer	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
הסתיים	terminé	הסתיים	terminer	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
ניכרת	considérable	ניכר	considérable	ADJ;FEM;SG	ADJ;MASC;SG
דגש	emphase	דגש	emphase	N;MASC;SG	N;FEM;SG
כיסוי	couvercle	כיסוי	couvercle	N;MASC;SG	N;MASC;SG
כיסוי	couverture	כיסוי	couverture	N;MASC;SG	N;FEM;SG
כיסוי	housse	כיסוי	housse	N;MASC;SG	N;FEM;SG
כיסוי	couverture	כיסוי	couverture	N;MASC;SG	N;FEM;SG
כיסוי	superposition	כיסוי	superposition	N;MASC;SG	N;FEM;SG
מבחן	essai	מבחן	essai	N;MASC;SG	N;MASC;SG
מבחן	test	מבחן	test	N;MASC;SG	N;MASC;SG
מבחן	épreuve	מבחן	épreuve	N;MASC;SG	N;FEM;SG
מפלגה	partie	מפלגה	partie	N;FEM;SG	N;FEM;SG
מפלגה	fete	מפלגה	fete	N;FEM;SG	N;FEM;SG
מפלגה	soirée	מפלגה	soirée	N;FEM;SG	N;FEM;SG
מפלגה	fête	מפלגה	fête	N;FEM;SG	N;FEM;SG
גאוגרפיה	géographie	גאוגרפיה	géographie	N;FEM;SG	N;FEM;SG
קבועה	permanente	קבוע	permanent	ADJ;FEM;SG	ADJ;FEM;SG
קבועה	permanent	קבוע	permanent	ADJ;FEM;SG	ADJ;MASC;SG
קבועה	constante	קבוע	constant	ADJ;FEM;SG	ADJ;FEM;SG
קבועה	constant	קבוע	constant	ADJ;FEM;SG	ADJ;MASC;SG
המורדים	rebelles	המורד	rebelle	N	N;MASC;PL
לתאר	décrivez	תיאר	décrire	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לתאר	décrire	תיאר	décrire	V;NFIN;ACT	V;NFIN
לנצח	gagnez	ניצח	gagner	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לנצח	gagner	ניצח	gagner	V;NFIN;ACT	V;NFIN
לנצח	gagnant	ניצח	gagner	V;NFIN;ACT	V;PRS;V.PTCP
הרומאים	romans	הרום	roman	N;MASC;PL	N;MASC;PL
היקף	périmètre	היקף	périmètre	N;MASC;SG	N;MASC;SG
היקף	circonférence	היקף	circonférence	N;MASC;SG	N;FEM;SG
היקף	circonférence	היקף	circonférence	N;MASC;SG	N;FEM;SG
חשמלי	électrique	חשמל	électrique	ADJ;MASC;SG	ADJ;MASC;SG
חשמלי	electrique	חשמל	electrique	ADJ;MASC;SG	ADJ;MASC;SG
חשמלי	électrique	חשמל	électrique	ADJ;MASC;SG	ADJ;MASC;SG
חשמלי	electrique	חשמל	electrique	ADJ;MASC;SG	ADJ;MASC;SG
להציל	économiser	הציל	économiser	V;NFIN;ACT	V;NFIN
להציל	enregistrer	הציל	enregistrer	V;NFIN;ACT	V;NFIN
להציל	sauvegarder	הציל	sauvegarder	V;NFIN;ACT	V;NFIN
להציל	sauver	הציל	sauver	V;NFIN;ACT	V;NFIN
מאמין	croire	האמין	croire	V;MASC;SG;V.PTCP;ACT	V;NFIN
מאמין	croyant	האמין	croire	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
קפה	café	קפה	café	N;MASC;SG	N;MASC;SG
בהתאמה	respectivement	בהתאם	respectivement	ADV	ADV
סיבות	raisons	סיבה	raison	N;FEM;PL	N;FEM;PL
סיבות	causes	סיבה	cause	N;FEM;PL	N;FEM;PL
התייחסות	référence	התייחסות	référence	N;FEM;SG	N;FEM;SG
שחרור	release	שחרור	releaser	N;MASC;SG	N;FEM;SG
שחרור	libération	שחרור	libération	N;MASC;SG	N;FEM;SG
שחרור	liberation	שחרור	liberation	N;MASC;SG	N;FEM;SG
שחרור	libération	שחרור	libération	N;MASC;SG	N;FEM;SG
מימון	financement	מימון	financement	N;MASC;SG	N;MASC;SG
מימון	financement	מימון	financement	N;MASC;SG	N;MASC;SG
מימון	financement	מימון	financement	N;MASC;SG	N;MASC;SG
מימון	finance	מימון	finance	N;MASC;SG	N;FEM;SG
אוטומטית	automatiquement	אוטומטית	automatiquement	ADV	ADV
משורר	poète	משורר	poète	N;MASC;SG	N;MASC;SG
תומך	soutenir	תמך	soutenir	V;MASC;SG;V.PTCP;ACT	V;NFIN
תומך	partisan	תמך	partisan	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
תומך	supporter	תמך	supporter	V;MASC;SG;V.PTCP;ACT	V;NFIN
דפוס	motif	דפוס	motif	N;MASC;SG	N;MASC;SG
דפוס	schéma	דפוס	schéma	N;MASC;SG	N;MASC;SG
דפוס	impression	דפוס	impression	N;MASC;SG	N;FEM;SG
דפוס	imprimerie	דפוס	imprimerie	N;MASC;SG	N;FEM;SG
מושבים	sièges	מושב	siège	N;MASC;PL	N;MASC;PL
משטר	régime	משטר	régime	N;MASC;SG	N;MASC;SG
הצעות	offres	הצעה	offre	N;FEM;PL	N;FEM;PL
הצעות	suggestions	הצעה	suggestion	N;FEM;PL	N;FEM;PL
הגורמים	facteurs	הגורם	facteur	N	N;MASC;PL
טילים	missiles	טיל	missile	N;MASC;PL	N;MASC;PL
טילים	roquettes	טיל	roquette	N;MASC;PL	N;FEM;PL
טילים	fusées	טיל	fusée	N;MASC;PL	N;FEM;PL
יחדיו	ensemble	יחדיו	ensemble	ADV	ADV
מחלה	maladie	מחלה	maladie	N;FEM;SG	N;FEM;SG
מחלה	maladie	מחלה	maladie	N;FEM;SG	N;FEM;SG
מחלה	maladie	מחלה	maladie	N;FEM;SG	N;FEM;SG
עופות	volailles	עופה	volaille	N;MASC;PL	N;FEM;PL
עופות	poulets	עופה	poulet	N;MASC;PL	N;MASC;PL
עופות	poulets	עופה	poulet	N;MASC;PL	N;MASC;PL
עופות	poules	עופה	poule	N;MASC;PL	N;FEM;PL
עופות	oiseaux	עופה	oiseau	N;MASC;PL	N;MASC;PL
קנה	achat	קנה	achat	N;MASC;SG	N;MASC;SG
גיבור	héro	גיבור	héro	N;MASC;SG	N;MASC;SG
גיבור	héros	גיבור	héros	N;MASC;SG	N;MASC;SG
גיבור	hero	גיבור	hero	N;MASC;SG	N;MASC;SG
נרצחו	assassinés	נרצח	assassiner	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
בסיסי	élémentaire	בסיסי	élémentaire	ADJ;MASC;SG	ADJ;MASC;SG
בסיסי	basique	בסיסי	basique	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	distinctif	ייחודי	distinctif	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	unique	ייחודי	unique	ADJ;MASC;SG	ADJ;MASC;SG
גילו	découverts	גילה	découvrir	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
גילו	découvertes	גילה	découvrir	V;PL;3;PST;ACT	V;FEM;PL;PST;V.PTCP
עצמאות	indépendance	עצמאות	indépendance	N;FEM;SG	N;FEM;SG
התקבלה	reçu	התקבל	recevoir	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
התקבלה	reçue	התקבל	recevoir	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
התקבלה	acceptée	התקבל	accepter	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
התקבלה	accepté	התקבל	accepter	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
החליף	remplacé	החליף	remplacer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
החליף	remplacée	החליף	remplacer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
החליף	basculé	החליף	basculer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הסכמה	consensus	הסכמה	consensus	N;FEM;SG	N;MASC;SG
הסכמה	consentement	הסכמה	consentement	N;FEM;SG	N;MASC;SG
הסכמה	accord	הסכמה	accord	N;FEM;SG	N;MASC;SG
מחיר	prix	מחיר	prix	N;MASC;SG	N;MASC;SG
מחיר	tarif	מחיר	tarif	N;MASC;SG	N;MASC;SG
מחיר	coût	מחיר	coût	N;MASC;SG	N;MASC;SG
צעד	étape	צעד	étape	N;MASC;SG	N;FEM;SG
אוצר	trésor	אוצר	trésor	N;MASC;SG	N;MASC;SG
בחירה	choix	בחירה	choix	N;FEM;SG	N;MASC;SG
בחירה	sélection	בחירה	sélection	N;FEM;SG	N;FEM;SG
בחירה	choix	בחירה	choix	N;FEM;SG	N;MASC;SG
דעה	opinion	דעה	opinion	N;FEM;SG	N;FEM;SG
דעה	avis	דעה	avis	N;FEM;SG	N;MASC;SG
אליפויות	championnats	אליפות	championnat	N;FEM;PL	N;MASC;PL
נוצרו	formés	נוצר	former	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נוצרו	formées	נוצר	former	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
נוצרו	crées	נוצר	créer	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
נוצרו	créés	נוצר	créer	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
מוסלמים	musulmans	מוסלמי	musulman	N;MASC;PL	N;MASC;PL
מוסלמים	musulmans	מוסלמי	musulman	N;MASC;PL	N;MASC;PL
משימות	affectations	משימה	affectation	N;FEM;PL	N;FEM;PL
משימות	tâches	משימה	tâche	N;FEM;PL	N;FEM;PL
משימות	missions	משימה	mission	N;FEM;PL	N;FEM;PL
הודיעה	annoncé	הודיע	annoncer	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הודיעה	annoncée	הודיע	annoncer	V;FEM;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
אחים	freres	אח	frer	N;PL	N;MASC;PL
אחים	frères	אח	frère	N;PL	N;MASC;PL
עור	cuir	עור	cuir	N;MASC;SG	N;MASC;SG
עור	peau	עור	peau	N;MASC;SG	N;FEM;SG
בנוי	structuré	בנה	structurer	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
בנוי	structurée	בנה	structurer	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
בנוי	construite	בנה	construire	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
בנוי	construit	בנה	construire	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
בנוי	bâti	בנה	bâtir	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
בנוי	construite	בנה	construire	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
בנוי	construit	בנה	construire	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
ילדה	fille	ילד	fille	N;FEM;SG	N;FEM;SG
ילדה	fillette	ילד	fillette	N;FEM;SG	N;FEM;SG
ילדה	enfant	ילד	enfant	N;FEM;SG	N;MASC;SG
משפטי	juridique	משפטי	juridique	ADJ;MASC;SG	ADJ;MASC;SG
משפטי	légal	משפטי	légal	ADJ;MASC;SG	ADJ;MASC;SG
משפטי	légale	משפטי	légal	ADJ;MASC;SG	ADJ;FEM;SG
היסטוריונים	historiens	היסטוריון	historien	N;MASC;PL	N;MASC;PL
גורמת	causant	גרם	causer	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
דרגה	diplôme	דרגה	diplôme	N;FEM;SG	N;MASC;SG
דרגה	degré	דרגה	degré	N;FEM;SG	N;MASC;SG
דרגה	grade	דרגה	grade	N;FEM;SG	N;MASC;SG
דרגה	rang	דרגה	rang	N;FEM;SG	N;MASC;SG
תאים	cellules	תא	cellule	N;MASC;PL	N;FEM;PL
לפתור	résoudre	פתר	résoudre	V;NFIN;ACT	V;NFIN
לפתור	résoudre	פתר	résoudre	V;NFIN;ACT	V;NFIN
לפתור	résout	פתר	résoudre	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
התגורר	vécue	התגורר	vivre	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
התגורר	vécu	התגורר	vivre	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
פרמטר	paramètre	פרמטר	paramètre	N;MASC;SG	N;MASC;SG
עתיד	avenir	עתיד	avenir	N;MASC;SG	N;MASC;SG
תארים	adjectifs	תואר	adjectif	N;MASC;PL	N;MASC;PL
תארים	titres	תואר	titre	N;MASC;PL	N;MASC;PL
תארים	degrés	תואר	degré	N;MASC;PL	N;MASC;PL
תארים	diplômes	תואר	diplôme	N;MASC;PL	N;MASC;PL
הון	majuscule	הון	majuscule	N;MASC;SG	N;FEM;SG
הון	capitale	הון	capitale	N;MASC;SG	N;FEM;SG
הון	capital	הון	capital	N;MASC;SG	N;MASC;SG
לאכול	manger	אכל	manger	V;NFIN;ACT	V;NFIN
לאכול	mangez	אכל	manger	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לאכול	mange	אכל	manger	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
משוררים	poètes	משורר	poète	N;MASC;PL	N;MASC;PL
ישיבות	rencontres	ישיבה	rencontre	N;FEM;PL	N;FEM;PL
ישיבות	réunions	ישיבה	réunion	N;FEM;PL	N;FEM;PL
עסקה	transaction	עסקה	transaction	N;FEM;SG	N;FEM;SG
עסקה	opération	עסקה	opération	N;FEM;SG	N;FEM;SG
עסקה	aubaine	עסקה	aubain	N;FEM;SG	N;FEM;SG
תקף	agressé	תקף	agresser	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
תקף	agressée	תקף	agresser	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
תקף	attaqué	תקף	attaquer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
תקף	attaquée	תקף	attaquer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הוסיף	ajouté	הוסיף	ajouter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוסיף	ajoutée	הוסיף	ajouter	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
תעשייה	industrie	תעשייה	industrie	N;FEM;SG	N;FEM;SG
מסר	message	מסר	message	N;MASC;SG	N;MASC;SG
ממוקמת	située	מוקם	situer	V;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
ממוקמת	localisé	מוקם	localiser	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ממוקמת	situé	מוקם	situer	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
עיקרי	primaire	עיקרי	primaire	ADJ;MASC;SG	ADJ;MASC;SG
לצפות	regardez	None	regarder	V;NFIN	V;IMP;PL;2;PRS;FIN
לצפות	montre	None	montrer	V;NFIN	V;IND;SG;3;PRS;FIN
לצפות	regarder	None	regarder	V;NFIN	V;NFIN
לצפות	regarde	None	regarder	V;NFIN	V;IND;SG;3;PRS;FIN
מכר	connaissance	מכר	connaissance	N;MASC;SG	N;FEM;SG
לשמוע	entendez	שמע	entendre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לשמוע	entendre	שמע	entendre	V;NFIN;ACT	V;NFIN
ביקורות	examens	ביקורת	examen	N;FEM;PL	N;MASC;PL
ביקורות	critiques	ביקורת	critique	N;FEM;PL	N;MASC;PL
מחלקה	département	מחלקה	département	N;FEM;SG	N;MASC;SG
מחלקה	section	מחלקה	section	N;FEM;SG	N;FEM;SG
מחלקה	peloton	מחלקה	peloton	N;FEM;SG	N;MASC;SG
להכניס	insérer	הכניס	insérer	V;NFIN;ACT	V;NFIN
להכניס	insérez	הכניס	insérer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
מוזכר	mentionnée	הוזכר	mentionner	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוזכר	mentionné	הוזכר	mentionner	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
תרמו	donnés	תרם	donner	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
מוצג	exposer	הוצג	exposer	V;MASC;SG;V.PTCP;PASS	V;NFIN
מוצג	montré	הוצג	montrer	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוצג	affichée	הוצג	afficher	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוצג	affiché	הוצג	afficher	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
דורש	exiger	דרש	exiger	V;MASC;SG;V.PTCP;ACT	V;NFIN
דורש	exiger	דרש	exiger	V;MASC;SG;V.PTCP;ACT	V;NFIN
דורש	exiger	דרש	exiger	V;MASC;SG;V.PTCP;ACT	V;NFIN
כספים	finances	כסף	finance	N;MASC;PL	N;FEM;PL
יתרון	levier	יתרון	levier	N;MASC;SG	N;MASC;SG
יתרון	avantage	יתרון	avantage	N;MASC;SG	N;MASC;SG
הוחלף	remplacé	הוחלף	remplacer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוחלף	remplacée	הוחלף	remplacer	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוחלף	basculé	הוחלף	basculer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
גופים	organes	גוף	organe	N;MASC;PL	N;MASC;PL
גופים	carrosseries	גוף	carrosserie	N;MASC;PL	N;FEM;PL
משבר	crise	משבר	crise	N;MASC;SG	N;FEM;SG
קילומטר	kilomètre	קילומטר	kilomètre	N;MASC;SG	N;MASC;SG
קילומטר	kilomètre	קילומטר	kilomètre	N;MASC;SG	N;MASC;SG
אמונה	foi	אמונה	foi	N;FEM;SG	N;FEM;SG
אמונה	croyance	אמונה	croyance	N;FEM;SG	N;FEM;SG
פופולרי	populaire	פופולרי	populaire	ADJ;MASC;SG	ADJ;MASC;SG
פופולרי	populaire	פופולרי	populaire	ADJ;MASC;SG	ADJ;MASC;SG
גרעיני	nucléaire	גרעיני	nucléaire	ADJ;MASC;SG	ADJ;MASC;SG
הנצרות	chrétienté	הנצרה	chrétienté	N;FEM;SG	N;FEM;SG
הנצרות	christianisme	הנצרה	christianisme	N;FEM;SG	N;MASC;SG
ניסוי	expérience	ניסוי	expérience	N;MASC;SG	N;FEM;SG
ניסוי	expérimentation	ניסוי	expérimentation	N;MASC;SG	N;FEM;SG
תזמורת	orchestre	תזמורת	orchestre	N;FEM;SG	N;MASC;SG
מצבים	situations	מצב	situation	N;MASC;PL	N;FEM;PL
מצבים	modes	מצב	mode	N;MASC;PL	N;MASC;PL
הוצג	présentée	הוצג	présenter	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוצג	présenté	הוצג	présenter	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
התגייס	enrôlé	התגייס	enrôler	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
התגייס	engagé	התגייס	engager	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
מאמץ	effort	מאמץ	effort	N;MASC;SG	N;MASC;SG
מפגש	rencontre	מפגש	rencontre	N;MASC;SG	N;FEM;SG
מפגש	réunion	מפגש	réunion	N;MASC;SG	N;FEM;SG
מפגש	rencontre	מפגש	rencontre	N;MASC;SG	N;FEM;SG
אפשרויות	possibilités	אפשרות	possibilité	N;FEM;PL	N;FEM;PL
אפשרויות	options	אפשרות	option	N;FEM;PL	N;FEM;PL
אותיות	lettres	אות	lettre	N;FEM;PL	N;FEM;PL
תלויה	dépendant	תלה	dépendre	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
ישירה	directement	ישיר	directement	ADV	ADV
לדון	discuter	דן	discuter	V;NFIN;ACT	V;NFIN
לדון	discutez	דן	discuter	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
ירידה	déclin	ירידה	déclin	N;FEM;SG	N;MASC;SG
ירידה	baisse	ירידה	baisse	N;FEM;SG	N;FEM;SG
ירידה	ascendance	ירידה	ascendance	N;FEM;SG	N;FEM;SG
ירידה	descente	ירידה	descente	N;FEM;SG	N;FEM;SG
ירידה	goutte	ירידה	goutte	N;FEM;SG	N;FEM;SG
ירידה	drop	ירידה	drop	N;FEM;SG	N;MASC;SG
ירידה	diminution	ירידה	diminution	N;FEM;SG	N;FEM;SG
ירידה	baisse	ירידה	baisse	N;FEM;SG	N;FEM;SG
ירידה	déclin	ירידה	déclin	N;FEM;SG	N;MASC;SG
בוצע	fait	בוצע	faire	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוצע	faite	בוצע	faire	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
כושר	gymnase	כושר	gymnase	N;MASC;SG	N;MASC;SG
כושר	gym	כושר	gym	N;MASC;SG	N;FEM;SG
כושר	fitness	כושר	fitness	N;MASC;SG	N;MASC;SG
שמירה	garde	שמירה	garde	N;FEM;SG	N;FEM;SG
