categoría	категорія	categoría	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
fenómeno	потвора	fenómeno	потворий	N;MASC;SG	N;INAN;NOM;FEM;SG
fenómeno	явище	fenómeno	явище	N;MASC;SG	N;INAN;NOM;NEUT;SG
fenómeno	явище	fenómeno	явище	N;MASC;SG	N;INAN;NOM;NEUT;SG
fenómeno	феномен	fenómeno	феномен	N;MASC;SG	N;INAN;NOM;MASC;SG
continuar	продовжуючи	continuar	продовжувати	V;NFIN	V;IPFV;PRS;V.CVB
continuar	продовжуємо	continuar	продовжувати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
continuar	продовжувати	continuar	продовжувати	V;NFIN	V;IPFV;NFIN
continuar	продовжити	continuar	продовжити	V;NFIN	V;PFV;NFIN
continuar	продовжуємо	continuar	продовжувати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
paredes	стіни	pared	стіна	N;FEM;PL	N;INAN;NOM;FEM;PL
paredes	мури	pared	мура	N;FEM;PL	N;INAN;NOM;MASC;PL
empleo	завдання	empleo	завдання	N;MASC;SG	N;INAN;NOM;NEUT;SG
empleo	завдання	empleo	завдання	N;MASC;SG	N;INAN;NOM;NEUT;SG
empleo	робота	empleo	робота	N;MASC;SG	N;INAN;NOM;FEM;SG
empleo	працевлаштування	empleo	працевлаштування	N;MASC;SG	N;INAN;NOM;NEUT;SG
confederación	конфедерація	confederación	конфедерація	N;FEM;SG	N;INAN;NOM;FEM;SG
upper	верхня	upper	верхній	N	N;INAN;NOM;FEM;SG
cabezas	головах	cabeza	голова	N;FEM;PL	N;INAN;ESS;FEM;PL
cabezas	голів	cabeza	голіти	N;FEM;PL	N;INAN;GEN;MASC;PL
cabezas	голови	cabeza	голова	N;FEM;PL	N;INAN;NOM;FEM;PL
cabezas	головами	cabeza	голова	N;FEM;PL	N;INAN;INS;FEM;PL
agrícola	аграрний	agrícola	аграрний	ADJ;SG	ADJ;NOM;MASC;SG
continúa	продовжувати	continuar	продовжувати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
continúa	продовжити	continuar	продовжити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
aniversario	річниця	aniversario	річниця	N;MASC;SG	N;INAN;NOM;FEM;SG
aniversario	ювілей	aniversario	ювілий	N;MASC;SG	N;INAN;NOM;MASC;SG
niña	дівчинка	niña	дівчинка	N;FEM;SG	N;ANIM;NOM;FEM;SG
niña	дівча	niña	дівча	N;FEM;SG	N;ANIM;NOM;NEUT;SG
niña	дівчина	niña	дівчина	N;FEM;SG	N;ANIM;NOM;FEM;SG
niña	дівчину	niña	дівчина	N;FEM;SG	N;ANIM;ACC;FEM;SG
niña	дитя	niña	дитя	N;FEM;SG	N;INAN;NOM;NEUT;SG
niña	дитина	niña	дитина	N;FEM;SG	N;ANIM;NOM;FEM;SG
niña	нащадок	niña	нащадок	N;FEM;SG	N;ANIM;NOM;MASC;SG
terremoto	землетрус	terremoto	землетрус	N;MASC;SG	N;INAN;NOM;MASC;SG
casco	шолом	casco	шолом	N;MASC;SG	N;INAN;NOM;MASC;SG
factor	коефіцієнт	factor	коефіцієнт	N;MASC;SG	N;INAN;NOM;MASC;SG
factor	фактор	factor	фактор	N;MASC;SG	N;INAN;NOM;MASC;SG
suma	сума	suma	сума	N;FEM;SG	N;INAN;NOM;FEM;SG
suma	суму	suma	сума	N;FEM;SG	N;INAN;ACC;FEM;SG
deseo	бажаю	desear	бажати	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
ejemplares	копії	ejemplar	копія	N;MASC;PL	N;INAN;NOM;FEM;PL
ejemplares	копій	ejemplar	копія	N;MASC;PL	N;INAN;GEN;FEM;PL
buque	судно	buque	судно	N;MASC;SG	N;INAN;NOM;NEUT;SG
buque	судно	buque	судно	N;MASC;SG	N;INAN;NOM;NEUT;SG
buque	корабель	buque	корабель	N;MASC;SG	N;INAN;NOM;MASC;SG
diciendo	кажу	decir	казати	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN
diciendo	кажеш	decir	казати	V;V.MSDR	V;IPFV;IND;SG;2;PRS;FIN
ausencia	відсутність	ausencia	відсутність	N;FEM;SG	N;INAN;NOM;FEM;SG
ausencia	відсутності	ausencia	відсутність	N;FEM;SG	N;INAN;GEN;FEM;SG
lanza	різак	lanza	різак	N;FEM;SG	N;INAN;NOM;MASC;SG
lanza	спис	lanza	спис	N;FEM;SG	N;INAN;NOM;MASC;SG
coalición	коаліція	coalición	коаліція	N;FEM;SG	N;INAN;NOM;FEM;SG
naves	кораблів	nave	корабель	N;FEM;PL	N;INAN;GEN;MASC;PL
naves	кораблі	nave	корабель	N;FEM;PL	N;INAN;NOM;MASC;PL
naves	посудин	nave	посудина	N;FEM;PL	N;INAN;GEN;FEM;PL
realización	реалізація	realización	реалізація	N;FEM;SG	N;INAN;NOM;FEM;SG
realización	реалізація	realización	реалізація	N;FEM;SG	N;INAN;NOM;FEM;SG
interna	внутрішнє	interno	внутрішній	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
interna	внутрішній	interno	внутрішній	ADJ;FEM;SG	ADJ;NOM;MASC;SG
interna	внутрішня	interno	внутрішній	ADJ;FEM;SG	ADJ;NOM;FEM;SG
personalidad	особистість	personalidad	особистість	N;FEM;SG	N;INAN;NOM;FEM;SG
flor	цвітіння	flor	цвітіння	N;FEM;SG	N;INAN;NOM;NEUT;SG
flor	квітка	flor	квітка	N;FEM;SG	N;INAN;NOM;FEM;SG
jugando	грає	jugar	грати	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
alas	крила	ala	крило	N;FEM;PL	N;INAN;NOM;NEUT;PL
jardines	сади	jardín	сад	N;MASC;PL	N;INAN;NOM;MASC;PL
jardines	садів	jardín	сад	N;MASC;PL	N;INAN;GEN;MASC;PL
muro	стіну	muro	стіна	N;MASC;SG	N;INAN;ACC;FEM;SG
muro	стіна	muro	стіна	N;MASC;SG	N;INAN;NOM;FEM;SG
muro	стіні	muro	стіна	N;MASC;SG	N;INAN;DAT;FEM;SG
grados	класи	grado	клас	N;MASC;PL	N;INAN;NOM;MASC;PL
grados	градуси	grado	градус	N;MASC;PL	N;INAN;NOM;MASC;PL
grados	градусів	grado	градус	N;MASC;PL	N;INAN;GEN;MASC;PL
santuario	святилище	santuario	святилище	N;MASC;SG	N;INAN;NOM;NEUT;SG
santuario	храм	santuario	храм	N;MASC;SG	N;INAN;NOM;MASC;SG
destrucción	руйнування	destrucción	руйнування	N;FEM;SG	N;INAN;NOM;NEUT;SG
destrucción	знищення	destrucción	знищення	N;FEM;SG	N;INAN;NOM;NEUT;SG
empresario	підприємець	empresario	підприємець	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresario	роботодавець	empresario	роботодавець	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresario	бізнесмен	empresario	бізнесмен	N;MASC;SG	N;ANIM;NOM;MASC;SG
regresar	повернутися	regresar	повернутися	V;NFIN	V;PFV;NFIN
regresar	повертається	regresar	повертатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
regresar	повертаючись	regresar	повертатися	V;NFIN	V;IPFV;PRS;V.CVB
regresar	повертаються	regresar	повертатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
entrenamiento	тренування	entrenamiento	тренування	N;MASC;SG	N;INAN;NOM;NEUT;SG
entrenamiento	тренінг	entrenamiento	тренінг	N;MASC;SG	N;INAN;NOM;MASC;SG
izquierdo	лівий	izquierdo	лівий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
propietario	власник	propietario	власник	N;MASC;SG	N;ANIM;NOM;MASC;SG
llegan	прилітають	llegar	прилітати	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
llegan	приїхати	llegar	приїхати	V;IND;PL;3;PRS;FIN	V;PFV;NFIN
claramente	чітко	claramente	чітко	ADV	ADV
claramente	суто	claramente	суто	ADV	ADV
cañones	каньйони	cañón	каньйон	N;MASC;PL	N;INAN;NOM;MASC;PL
cañones	гарматами	cañón	гармат	N;MASC;PL	N;INAN;INS;MASC;PL
cañones	гармат	cañón	гармат	N;MASC;PL	N;INAN;GEN;FEM;PL
cañones	гармати	cañón	гармати	N;MASC;PL	N;INAN;NOM;FEM;PL
poseen	володіти	poseer	володіти	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN
pasos	кроків	paso	крок	N;MASC;PL	N;INAN;GEN;MASC;PL
pasos	кроки	paso	крок	N;MASC;PL	N;INAN;NOM;MASC;PL
pasos	слідами	paso	слід	N;MASC;PL	N;INAN;INS;MASC;PL
descubrimiento	відкриття	descubrimiento	відкриття	N;MASC;SG	N;INAN;NOM;NEUT;SG
descubrimiento	знахідка	descubrimiento	знахідка	N;MASC;SG	N;INAN;NOM;FEM;SG
retirada	зняття	retirada	зняття	N;FEM;SG	N;INAN;NOM;NEUT;SG
ciclista	велогонщик	ciclista	велогонщик	N;SG	N;ANIM;NOM;MASC;SG
catálogo	каталог	catálogo	каталий	N;MASC;SG	N;INAN;NOM;MASC;SG
catálogo	каталог	catálogo	каталий	N;MASC;SG	N;INAN;NOM;MASC;SG
revisión	рецензування	revisión	рецензування	N;FEM;SG	N;INAN;NOM;NEUT;SG
revisión	відгук	revisión	відгук	N;FEM;SG	N;INAN;NOM;MASC;SG
revisión	огляд	revisión	огляд	N;FEM;SG	N;INAN;NOM;MASC;SG
revisión	версія	revisión	версія	N;FEM;SG	N;INAN;NOM;FEM;SG
revisión	модифікація	revisión	модифікація	N;FEM;SG	N;INAN;NOM;FEM;SG
tarea	задачу	tarea	задача	N;FEM;SG	N;INAN;ACC;FEM;SG
tarea	завдання	tarea	завдання	N;FEM;SG	N;INAN;NOM;NEUT;SG
extranjero	іноземець	extranjero	іноземець	N;MASC;SG	N;ANIM;NOM;MASC;SG
extranjero	закордоном	extranjero	закордон	N;MASC;SG	N;INAN;INS;MASC;SG
divide	поділяє	dividir	поділяти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
divide	поділити	dividir	поділити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
vieja	старе	viejo	старий	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
vieja	старим	viejo	старий	ADJ;FEM;SG	ADJ;INS;NEUT;SG
vieja	стара	viejo	старий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
vieja	старий	viejo	старий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
abandonar	відмовитися	abandonar	відмовитися	V;NFIN	V;PFV;NFIN
espectáculo	спектакль	espectáculo	спектакль	N;MASC;SG	N;INAN;NOM;MASC;SG
espectáculo	шоу	espectáculo	шоу	N;MASC;SG	N;INAN;NOM;NEUT;SG
organismos	організаціями	organismo	організація	N;MASC;PL	N;INAN;INS;FEM;PL
organismos	організми	organismo	організм	N;MASC;PL	N;INAN;NOM;MASC;PL
indios	індіанці	indio	індіанець	N;MASC;PL	N;ANIM;NOM;MASC;PL
journal	журнал	journal	журнал	N;SG	N;INAN;NOM;MASC;SG
journal	щоденник	journal	щоденник	N;SG	N;INAN;NOM;MASC;SG
grave	серйозне	grave	серйозний	ADJ;SG	ADJ;NOM;NEUT;SG
grave	серйозна	grave	серйозний	ADJ;SG	ADJ;NOM;FEM;SG
grave	серйозний	grave	серйозний	ADJ;SG	ADJ;NOM;MASC;SG
grave	тяжкий	grave	тяжкий	ADJ;SG	ADJ;NOM;MASC;SG
habana	гавана	habanar	гаван	N;FEM;SG	N;INAN;NOM;FEM;SG
punk	панк	punk	панк	N;SG	N;INAN;NOM;MASC;SG
organismo	організм	organismo	організм	N;MASC;SG	N;INAN;NOM;MASC;SG
encuentros	зустрічей	encuentro	зустріч	N;MASC;PL	N;INAN;GEN;FEM;PL
encuentros	зустрічі	encuentro	зустріч	N;MASC;PL	N;INAN;NOM;FEM;PL
encuentros	могил	encuentro	могила	N;MASC;PL	N;INAN;GEN;FEM;PL
auto	авто	auto	авто	N;MASC;SG	N;INAN;NOM;NEUT;SG
auto	автомобілем	auto	автомобіль	N;MASC;SG	N;INAN;INS;MASC;SG
auto	машина	auto	машина	N;MASC;SG	N;INAN;NOM;FEM;SG
auto	авто	auto	авто	N;MASC;SG	N;INAN;NOM;NEUT;SG
auto	автомобіль	auto	автомобіль	N;MASC;SG	N;INAN;NOM;MASC;SG
columnas	стовпчиками	columna	стовпчик	N;FEM;PL	N;INAN;INS;MASC;PL
columnas	колонки	columna	колонка	N;FEM;PL	N;INAN;NOM;FEM;PL
columnas	стовпчиків	columna	стовпчик	N;FEM;PL	N;INAN;GEN;MASC;PL
columnas	стовпчики	columna	стовпчик	N;FEM;PL	N;INAN;NOM;MASC;PL
comunicaciones	комунікацій	comunicación	комунікація	N;FEM;PL	N;INAN;GEN;FEM;PL
productores	продюсери	productor	продюсер	N;MASC;PL	N;ANIM;NOM;MASC;PL
productores	виробники	productor	виробник	N;MASC;PL	N;ANIM;NOM;MASC;PL
secciones	розділи	sección	розділ	N;FEM;PL	N;INAN;NOM;MASC;PL
tesis	тези	tesis	теза	N;FEM	N;INAN;NOM;FEM;PL
tesis	дисертацію	tesis	дисертація	N;FEM	N;INAN;ACC;FEM;SG
tesis	дисертації	tesis	дисертація	N;FEM	N;INAN;NOM;FEM;PL
conexión	підключення	conexión	підключення	N;FEM;SG	N;INAN;NOM;NEUT;SG
secretaría	секретар	secretaría	секретар	N;FEM;SG	N;ANIM;NOM;MASC;SG
secretaría	секретаріат	secretaría	секретаріат	N;FEM;SG	N;INAN;NOM;MASC;SG
secretaría	реєстр	secretaría	реєстр	N;FEM;SG	N;INAN;NOM;MASC;SG
bautista	баутіста	bautista	баутіст	N;SG	N;ANIM;NOM;FEM;SG
embajada	посольства	embajada	посольство	N;FEM;SG	N;INAN;NOM;NEUT;SG
embajada	посольство	embajada	посольство	N;FEM;SG	N;INAN;NOM;NEUT;SG
colón	колумб	colón	колумб	N;MASC;SG	N;ANIM;NOM;MASC;SG
tenis	теніс	tenis	теніс	N;MASC	N;INAN;NOM;MASC;SG
finalizar	завершити	finalizar	завершити	V;NFIN	V;PFV;NFIN
finalizar	закінчити	finalizar	закінчити	V;NFIN	V;PFV;NFIN
exposiciones	виставки	exposición	виставка	N;FEM;PL	N;INAN;NOM;FEM;PL
exposiciones	експонатів	exposición	експонат	N;FEM;PL	N;INAN;GEN;MASC;PL
explica	пояснити	explicar	пояснити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
explica	пояснює	explicar	пояснювати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
lectura	читання	lectura	читання	N;FEM;SG	N;INAN;NOM;NEUT;SG
lectura	читання	lectura	читання	N;FEM;SG	N;INAN;NOM;NEUT;SG
quiero	хочу	querer	хотіти	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
transición	перехід	transición	перехід	N;FEM;SG	N;INAN;NOM;MASC;SG
muere	померти	morir	померти	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
muere	вмирає	morir	вмирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
muere	гине	morir	гинати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
muere	помирає	morir	помирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
recientes	недавні	reciente	недавний	ADJ;PL	ADJ;NOM;PL
recientes	нещодавні	reciente	нещодавні	ADJ;PL	ADJ;NOM;PL
cristina	крістіна	cristinar	крістін	N;FEM;SG	N;ANIM;NOM;FEM;SG
cristina	христина	cristinar	христина	N;FEM;SG	N;ANIM;NOM;FEM;SG
cristina	крістіна	cristinar	крістін	N;FEM;SG	N;ANIM;NOM;FEM;SG
cristina	крістіна	cristinar	крістін	N;FEM;SG	N;ANIM;NOM;FEM;SG
cristina	христина	cristinar	христина	N;FEM;SG	N;ANIM;NOM;FEM;SG
rutas	шляхи	ruta	шлях	N;FEM;PL	N;INAN;NOM;MASC;PL
rutas	маршрутів	ruta	маршрут	N;FEM;PL	N;INAN;GEN;MASC;PL
rutas	маршрути	ruta	маршрути	N;FEM;PL	N;INAN;NOM;MASC;PL
presentar	надіслати	presentar	надіслати	V;NFIN	V;PFV;NFIN
presentar	подати	presentar	подати	V;NFIN	V;PFV;NFIN
norma	норма	norma	норма	N;FEM;SG	N;INAN;NOM;FEM;SG
norma	норма	norma	норма	N;FEM;SG	N;INAN;NOM;FEM;SG
norma	стандарт	norma	стандарт	N;FEM;SG	N;INAN;NOM;MASC;SG
posesión	зберігання	posesión	зберігання	N;FEM;SG	N;INAN;NOM;NEUT;SG
posesión	одержимість	posesión	одержимість	N;FEM;SG	N;INAN;NOM;FEM;SG
posesión	володіння	posesión	володіння	N;FEM;SG	N;INAN;NOM;NEUT;SG
noticia	новина	noticia	новина	N;FEM;SG	N;INAN;NOM;FEM;SG
estudiante	студентка	estudiante	студентка	N;SG	N;ANIM;NOM;FEM;SG
estudiante	студент	estudiante	студент	N;SG	N;ANIM;NOM;MASC;SG
caminos	доріг	camino	дорога	N;MASC;PL	N;INAN;GEN;FEM;PL
caminos	дороги	camino	дорога	N;MASC;PL	N;INAN;NOM;FEM;PL
caminos	шляхи	camino	шлях	N;MASC;PL	N;INAN;NOM;MASC;PL
caminos	контури	camino	контура	N;MASC;PL	N;INAN;NOM;FEM;PL
caminos	шляхи	camino	шлях	N;MASC;PL	N;INAN;NOM;MASC;PL
caminos	способи	camino	спосіб	N;MASC;PL	N;INAN;NOM;MASC;PL
alcance	приціл	alcance	приціл	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	обсяг	alcance	обсяг	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	асортимент	alcance	асортимент	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	діапазон	alcance	діапазон	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	хребет	alcance	хребет	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	охоплення	alcance	охоплення	N;MASC;SG	N;INAN;NOM;NEUT;SG
privado	приватна	privado	приватний	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
privado	особисте	privado	особистий	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
privado	приватний	privado	приватний	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
piedras	камені	piedra	камінь	N;FEM;PL	N;INAN;NOM;MASC;PL
piedras	камінці	piedra	камінець	N;FEM;PL	N;INAN;NOM;MASC;PL
piedras	каменів	piedra	камінь	N;FEM;PL	N;INAN;GEN;MASC;PL
piedras	камені	piedra	камінь	N;FEM;PL	N;INAN;NOM;MASC;PL
piedras	скелі	piedra	скеля	N;FEM;PL	N;INAN;NOM;FEM;PL
piedras	астероїди	piedra	астероїда	N;FEM;PL	N;ANIM;NOM;MASC;PL
piedras	скелях	piedra	скеля	N;FEM;PL	N;INAN;ESS;FEM;PL
capa	мис	capa	мис	N;FEM;SG	N;INAN;NOM;MASC;SG
capa	шаром	capa	шар	N;FEM;SG	N;INAN;INS;MASC;SG
capa	шар	capa	шар	N;FEM;SG	N;INAN;NOM;MASC;SG
capa	плащ	capa	плащ	N;FEM;SG	N;INAN;NOM;MASC;SG
lateral	сторона	lateral	сторона	N;SG	N;INAN;NOM;FEM;SG
lateral	бік	lateral	бік	N;SG	N;INAN;NOM;MASC;SG
editores	видавців	editor	видавець	N;MASC;PL	N;ANIM;ACC;MASC;PL
editores	редакторів	editor	редактор	N;MASC;PL	N;ANIM;ACC;MASC;PL
daños	збитки	daño	збиток	N;MASC;PL	N;INAN;NOM;MASC;PL
exclusivamente	виключно	exclusivamente	виключно	ADV	ADV
magnitud	величина	magnitud	величина	N;FEM;SG	N;INAN;NOM;FEM;SG
cueva	печеру	cueva	печера	N;FEM;SG	N;INAN;ACC;FEM;SG
cueva	печера	cueva	печера	N;FEM;SG	N;INAN;NOM;FEM;SG
alternativa	альтернатива	alternativa	альтернатива	N;FEM;SG	N;INAN;NOM;FEM;SG
alternativa	варіант	alternativa	варіант	N;FEM;SG	N;INAN;NOM;MASC;SG
discurso	дискурс	discurso	дискурс	N;MASC;SG	N;INAN;NOM;MASC;SG
discurso	мовлення	discurso	мовлення	N;MASC;SG	N;INAN;NOM;NEUT;SG
discurso	промову	discurso	промова	N;MASC;SG	N;INAN;ACC;FEM;SG
activa	активна	activo	активний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
activa	активне	activo	активний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
activa	активним	activo	активний	ADJ;FEM;SG	ADJ;INS;NEUT;SG
activa	активний	activo	активний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
entidades	сутності	entidad	сутність	N;FEM;PL	N;INAN;NOM;FEM;PL
tareas	задачі	tarea	задача	N;FEM;PL	N;INAN;NOM;FEM;PL
moneda	валюта	moneda	валюто	N;FEM;SG	N;INAN;NOM;FEM;SG
moneda	валюту	moneda	валюта	N;FEM;SG	N;INAN;ACC;FEM;SG
moneda	монета	moneda	монета	N;FEM;SG	N;INAN;NOM;FEM;SG
moneda	фішка	moneda	фішка	N;FEM;SG	N;INAN;NOM;FEM;SG
moneda	монету	moneda	монет	N;FEM;SG	N;INAN;ACC;FEM;SG
armadas	озброєні	armado	озброєний	ADJ;FEM;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
armadas	збройних	armado	збройний	ADJ;FEM;PL;V.PTCP	ADJ;GEN;PL
aldea	гамлет	aldea	гамлет	N;FEM;SG	N;ANIM;NOM;MASC;SG
aldea	село	aldea	село	N;FEM;SG	N;INAN;NOM;NEUT;SG
soporte	підтримка	soporte	підтримка	N;MASC;SG	N;INAN;NOM;FEM;SG
occidente	захід	occidente	захід	N;MASC;SG	N;INAN;NOM;MASC;SG
vivienda	оселя	vivienda	оселя	N;FEM;SG	N;INAN;NOM;FEM;SG
vivienda	житло	vivienda	житло	N;FEM;SG	N;INAN;NOM;NEUT;SG
gloria	славу	gloria	слава	N;FEM;SG	N;INAN;ACC;FEM;SG
gloria	слава	gloria	слава	N;FEM;SG	N;INAN;NOM;FEM;SG
gloria	глорія	gloria	глорія	N;FEM;SG	N;ANIM;NOM;FEM;SG
chico	хлопчик	chico	хлопчик	N;MASC;SG	N;ANIM;NOM;MASC;SG
chico	малиш	chico	малиш	N;MASC;SG	N;INAN;NOM;MASC;SG
incluir	включити	incluir	включити	V;NFIN	V;PFV;NFIN
incluir	включати	incluir	включати	V;NFIN	V;IPFV;NFIN
prado	лузі	prado	луг	N;MASC;SG	N;INAN;DAT;MASC;SG
católico	католицька	católico	католицький	ADJ;MASC;SG	ADJ;NOM;FEM;SG
editado	змінений	editado	змінений	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
times	таймс	time	таймс	N	N;INAN;NOM;MASC;SG
times	час	time	час	N	N;INAN;NOM;MASC;SG
times	часи	time	час	N	N;INAN;NOM;MASC;PL
representan	представляють	representar	представляти	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
representan	представляти	representar	представляти	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN
rebelión	повстання	rebelión	повстання	N;FEM;SG	N;INAN;NOM;NEUT;SG
rebelión	повстання	rebelión	повстання	N;FEM;SG	N;INAN;NOM;NEUT;SG
rebelión	бунт	rebelión	бунт	N;FEM;SG	N;INAN;NOM;MASC;SG
rebelión	повстання	rebelión	повстання	N;FEM;SG	N;INAN;NOM;NEUT;SG
religiosas	релігійні	religioso	релігійний	ADJ;FEM;PL	ADJ;NOM;PL
definitivamente	безперечно	definitivamente	безперечно	ADV	ADV
definitivamente	точно	definitivamente	точно	ADV	ADV
definitivamente	безумовно	definitivamente	безумовно	ADV	ADV
asistente	помічника	asistente	помічник	N;SG	N;ANIM;ACC;MASC;SG
asistente	помічник	asistente	помічник	N;SG	N;ANIM;NOM;MASC;SG
ritmo	ритм	ritmo	ритм	N;MASC;SG	N;INAN;NOM;MASC;SG
andes	анд	ande	анд	N;MASC;PL	N;INAN;NOM;FEM;PL
guionista	сценарист	guionista	сценарист	N;SG	N;ANIM;NOM;MASC;SG
vocal	голосний	vocal	голосний	ADJ;SG	ADJ;NOM;MASC;SG
vocal	вокальний	vocal	вокальний	ADJ;SG	ADJ;NOM;MASC;SG
tío	дядько	tío	дядько	N;MASC;SG	N;ANIM;NOM;MASC;SG
tío	дядечко	tío	дядечко	N;MASC;SG	N;ANIM;NOM;MASC;SG
tío	дядя	tío	дядя	N;MASC;SG	N;ANIM;NOM;MASC;SG
senador	сенатор	senador	сенатор	N;MASC;SG	N;ANIM;NOM;MASC;SG
organizado	організований	organizado	організований	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
organizado	організованого	organizado	організований	ADJ;MASC;SG;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
organizado	організована	organizado	організований	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
piso	рівна	piso	рівний	N;MASC;SG	N;INAN;NOM;FEM;SG
piso	квартира	piso	квартира	N;MASC;SG	N;INAN;NOM;FEM;SG
piso	підлога	piso	підлога	N;MASC;SG	N;INAN;NOM;FEM;SG
partida	виліт	partida	виліт	N;FEM;SG	N;INAN;NOM;MASC;SG
carreteras	доріг	carretera	дорога	N;FEM;PL	N;INAN;GEN;FEM;PL
carreteras	дороги	carretera	дорога	N;FEM;PL	N;INAN;NOM;FEM;PL
carreteras	доріг	carretera	дорога	N;FEM;PL	N;INAN;GEN;FEM;PL
gobiernos	уряди	gobierno	уряд	N;MASC;PL	N;INAN;NOM;MASC;PL
hermandad	крик	hermandad	крик	N;FEM;SG	N;INAN;NOM;MASC;SG
hermandad	братство	hermandad	братство	N;FEM;SG	N;INAN;NOM;NEUT;SG
perro	собака	perro	собака	N;MASC;SG	N;ANIM;NOM;MASC;SG
perro	собачка	perro	собачка	N;MASC;SG	N;ANIM;NOM;FEM;SG
perro	пес	perro	пес	N;MASC;SG	N;ANIM;NOM;MASC;SG
establecimiento	заклад	establecimiento	заклад	N;MASC;SG	N;INAN;NOM;MASC;SG
rápida	швидке	rápido	швидке	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
rápida	швидка	rápido	швидкий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
rápida	швидкий	rápido	швидкий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
dura	важкий	duro	важкий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
dura	складна	duro	складний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
dura	важка	duro	важка	ADJ;FEM;SG	ADJ;NOM;FEM;SG
dura	жорсткий	duro	жорсткий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
capítulos	розділи	capítulo	розділ	N;MASC;PL	N;INAN;NOM;MASC;PL
capítulos	глави	capítulo	глава	N;MASC;PL	N;INAN;NOM;FEM;PL
archipiélago	архіпелаг	archipiélago	архіпелаг	N;MASC;SG	N;INAN;NOM;MASC;SG
portuguesa	португальська	portugués	португальський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
negros	негри	negro	негр	N;MASC;PL	N;ANIM;NOM;MASC;PL
asunto	темою	asunto	тема	N;MASC;SG	N;INAN;INS;FEM;SG
asunto	тема	asunto	тема	N;MASC;SG	N;INAN;NOM;FEM;SG
asunto	предмет	asunto	предмет	N;MASC;SG	N;INAN;NOM;MASC;SG
ramas	філії	rama	філія	N;FEM;PL	N;INAN;NOM;FEM;PL
ramas	гілками	rama	гілка	N;FEM;PL	N;INAN;INS;FEM;PL
