oli	tuvo	olema	tener	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
võistlus	certamen	võistlus	certamen	N;NOM;SG	N;MASC;SG
eetika	ética	eetika	ética	N;NOM;SG	N;FEM;SG
arendada	desarrolle	arendama	desarrollar	V;NFIN	V;SBJV;SG;3;PRS;FIN
arendada	desarrollarse	arendama	desarrollar	V;NFIN	V;SBJV;SG;3;PRS;FIN
arendada	desarrollar	arendama	desarrollar	V;NFIN	V;NFIN
arendada	desarrolla	arendama	desarrollar	V;NFIN	V;IND;SG;3;PRS;FIN
valu	dolor	valu	dolor	N;NOM;SG	N;MASC;SG
lektor	conferenciante	lektor	conferenciante	N;NOM;SG	N;SG
pakistani	pakistán	pakistan	pakistán	N;SG	N;MASC;SG
pakistani	pakistán	pakistan	pakistán	N;SG	N;MASC;SG
pakistani	paquistaní	pakistan	paquistaní	N;SG	N;SG
pakistani	pakistaní	pakistan	pakistaní	N;SG	N;SG
rektor	rectora	rektor	rectora	N;NOM;SG	N;FEM;SG
rektor	rector	rektor	rector	N;NOM;SG	N;MASC;SG
jõuti	alcanzó	jõudma	alcanzar	V;IND;PST;FIN;PASS	V;IND;SG;3;PST;FIN
konflikt	conflicto	konflikt	conflicto	N;NOM;SG	N;MASC;SG
võimalused	posibilidades	võimalus	posibilidad	N;NOM;PL	N;FEM;PL
võimalused	oportunidades	võimalus	oportunidad	N;NOM;PL	N;FEM;PL
arno	arno	arno	arno	N;NOM;SG	N;MASC;SG
veehoidla	embalse	vee_hoidla	embalse	N;NOM;SG	N;MASC;SG
kasutatavad	utilizables	kasutatav	utilizable	ADJ;NOM;PL;PRS;V.PTCP;ACT	ADJ;PL
laia	amplio	lai	amplio	ADJ;NOM;SG	ADJ;MASC;SG
laia	amplia	lai	amplio	ADJ;NOM;SG	ADJ;FEM;SG
laia	amplia	lai	amplio	ADJ;NOM;SG	ADJ;FEM;SG
laia	amplio	lai	amplio	ADJ;NOM;SG	ADJ;MASC;SG
peakorter	sede	pea_korter	sede	N;NOM;SG	N;FEM;SG
peakorter	cuartel	pea_korter	cuartel	N;NOM;SG	N;MASC;SG
peakorter	sede	pea_korter	sede	N;NOM;SG	N;FEM;SG
ellen	elena	ellen	eleno	N;NOM;SG	N;FEM;SG
ellen	ellen	ellen	ellar	N;NOM;SG	N;FEM;SG
gustaf	gustaf	gustaf	gustaf	N;NOM;SG	N;MASC;SG
organiseeritud	organizada	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
organiseeritud	organizados	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
organiseeritud	organizadas	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
organiseeritud	organizado	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
organiseeritud	organizada	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
organiseeritud	organizados	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
organiseeritud	organizadas	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
organiseeritud	organizado	organiseeritud	organizado	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
vedeliku	líquido	vedelik	líquido	N;GEN;SG	N;MASC;SG
dietrich	dietrich	dietrich	dietrich	N;NOM;SG	N;FEM;SG
allika	procedencia	allikas	procedencia	N;GEN;SG	N;FEM;SG
allika	fuente	allikas	fuente	N;GEN;SG	N;FEM;SG
allika	origen	allikas	origen	N;GEN;SG	N;MASC;SG
allika	source	allikas	source	N;GEN;SG	N
sundis	forzar	sundima	forzar	V;IND;SG;3;PST;FIN;ACT	V;NFIN
mäed	montañas	mägi	montaña	N;NOM;PL	N;FEM;PL
mäed	montes	mägi	monte	N;NOM;PL	N;MASC;PL
autonoomne	autónomo	autonoomne	autónomo	ADJ;NOM;SG	ADJ;MASC;SG
autonoomne	autónoma	autonoomne	autónomo	ADJ;NOM;SG	ADJ;FEM;SG
akadeemilise	académico	akadeemiline	académico	ADJ;GEN;SG	ADJ;MASC;SG
akadeemilise	académica	akadeemiline	académico	ADJ;GEN;SG	ADJ;FEM;SG
põhiline	básica	põhiline	básico	ADJ;NOM;SG	ADJ;FEM;SG
põhiline	básico	põhiline	básico	ADJ;NOM;SG	ADJ;MASC;SG
juhtimine	gerencia	juhtimine	gerencia	N;NOM;SG	N;FEM;SG
juhtimine	gestión	juhtimine	gestión	N;NOM;SG	N;FEM;SG
juhtimine	dirección	juhtimine	dirección	N;NOM;SG	N;FEM;SG
juhtimine	administración	juhtimine	administración	N;NOM;SG	N;FEM;SG
juhtimine	gobernanza	juhtimine	gobernanza	N;NOM;SG	N;FEM;SG
juhtimine	gobernación	juhtimine	gobernación	N;NOM;SG	N;FEM;SG
juhtimine	gobierno	juhtimine	gobierno	N;NOM;SG	N;MASC;SG
juhtimine	gobernabilidad	juhtimine	gobernabilidad	N;NOM;SG	N;FEM;SG
puudumine	ausencia	puudumine	ausencia	N;NOM;SG	N;FEM;SG
ettevõtted	compañias	ette_võte	compañia	N;NOM;PL	N;FEM;PL
ettevõtted	empresas	ette_võte	empresa	N;NOM;PL	N;FEM;PL
ettevõtted	compañías	ette_võte	compañía	N;NOM;PL	N;FEM;PL
ettevõtted	establecimientos	ette_võte	establecimiento	N;NOM;PL	N;MASC;PL
ettevõtted	empresas	ette_võte	empresa	N;NOM;PL	N;FEM;PL
ettevõtted	enterprises	ette_võte	enterpris	N;NOM;PL	N;FEM
ettevõtted	empresas	ette_võte	empresa	N;NOM;PL	N;FEM;PL
ettevõtted	comercios	ette_võte	comercio	N;NOM;PL	N;MASC;PL
ettevõtted	negocios	ette_võte	negocio	N;NOM;PL	N;MASC;PL
ettevõtted	corporaciones	ette_võte	corporación	N;NOM;PL	N;FEM;PL
iso	iso	iso	iso	N;NOM;SG	N;MASC;SG
väärtused	valores	väärtus	valor	N;NOM;PL	N;MASC;PL
hinge	alma	hing	alma	N;PRT;SG	N;FEM;SG
hinge	soul	hing	soul	N;PRT;SG	N;SG
dell	dell	dell	dell	N;NOM;SG	N
self	auto	self	auto	N;NOM;SG	N;MASC;SG
self	self	self	self	N;NOM;SG	N
brandenburgi	brandeburgo	brandenburg	brandeburgo	N;NOM;SG	N;MASC;SG
arvestades	considerando	arvestama	considerar	V;V.CVB	V;V.MSDR
puhas	despejado	puhas	despejar	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
puhas	pura	puhas	puro	ADJ;NOM;SG	ADJ;FEM;SG
puhas	puro	puhas	puro	ADJ;NOM;SG	ADJ;MASC;SG
puhas	limpio	puhas	limpio	ADJ;NOM;SG	ADJ;MASC;SG
puhas	limpia	puhas	limpio	ADJ;NOM;SG	ADJ;FEM;SG
hill	colina	hill	colina	N;NOM;SG	N;FEM;SG
hill	cerro	hill	cerro	N;NOM;SG	N;MASC;SG
ave	ave	ave	ave	N;NOM;SG	N;FEM;SG
tähed	cartas	täht	carta	N;NOM;PL	N;FEM;PL
tähed	letras	täht	letra	N;NOM;PL	N;FEM;PL
tähed	estrellas	täht	estrella	N;NOM;PL	N;PL
tähed	stars	täht	star	N;NOM;PL	N
tüdruk	chica	tüdruk	chica	N;NOM;SG	N;FEM;SG
tüdruk	niña	tüdruk	niña	N;NOM;SG	N;FEM;SG
tüdruk	muchacha	tüdruk	muchacha	N;NOM;SG	N;FEM;SG
hitler	hitler	hitler	hitler	N;NOM;SG	N;MASC;SG
nicolas	nicolás	nicolas	nicolás	N;NOM;SG	N;MASC;SG
nicolas	nicolas	nicolas	nicola	N;NOM;SG	N;MASC;SG
nicolas	nicolás	nicolas	nicolás	N;NOM;SG	N;MASC;SG
nicolas	nicholas	nicolas	nichola	N;NOM;SG	N;SG
jutt	historia	jutt	historia	N;NOM;SG	N;FEM;SG
jutt	story	jutt	story	N;NOM;SG	N
jutt	talk	jutt	talk	N;NOM;SG	N
jutt	charla	jutt	charla	N;NOM;SG	N;FEM;SG
geoloog	geólogo	geoloog	geólogo	N;NOM;SG	N;MASC;SG
raja	pista	rada	pista	N;NOM;SG	N;FEM;SG
raja	track	rada	track	N;NOM;SG	N;SG
raja	atletismo	rada	atletismo	N;NOM;SG	N;MASC;SG
raja	raja	rada	raja	N;NOM;SG	N;FEM;SG
raja	pista	rada	pista	N;NOM;SG	N;FEM;SG
raja	pasarela	rada	pasarela	N;NOM;SG	N;FEM;SG
pakkuda	ofrezcan	pakkuma	ofrecer	V;NFIN	V;IMP;PL;3;FIN
korpuse	casquillo	korpus	casquillo	N;GEN;SG	N;MASC;SG
korpuse	carcasa	korpus	carcaso	N;GEN;SG	N;FEM;SG
saabunud	llegaron	saabuma	llegar	V;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
saabunud	llegado	saabuma	llegar	V;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
saabunud	llegó	saabuma	llegar	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
posti	correo	post	correo	N;PRT;SG	N;MASC;SG
posti	correspondencia	post	correspondencia	N;PRT;SG	N;FEM;SG
posti	mail	post	mail	N;PRT;SG	N;MASC;SG
radio	radio	radio	radio	N;NOM;SG	N;FEM;SG
high	high	high	high	N;NOM;SG	N
silmad	ojitos	silm	ojito	N;NOM;PL	N;MASC;PL
silmad	ojos	silm	ojo	N;NOM;PL	N;MASC;PL
silmad	eyes	silm	eye	N;NOM;PL	N
sherlock	sherlock	sherlock	sherlock	N;NOM;SG	N;MASC;SG
õhk	aire	õhk	aire	N;NOM;SG	N;MASC;SG
õhk	air	õhk	air	N;NOM;SG	N
nafta	aceite	nafta	aceite	N;NOM;SG	N;MASC;SG
nafta	petroleo	nafta	petroleo	N;NOM;SG	N;MASC;SG
nafta	óleo	nafta	óleo	N;NOM;SG	N;MASC;SG
nafta	petróleo	nafta	petróleo	N;NOM;SG	N;MASC;SG
nafta	petroleo	nafta	petroleo	N;NOM;SG	N;MASC;SG
nafta	petróleo	nafta	petróleo	N;NOM;SG	N;MASC;SG
nafta	nafta	nafta	nafta	N;NOM;SG	N;FEM;SG
marju	bayas	mari	baya	N;PRT;PL	N;FEM;PL
marju	moras	mari	mora	N;PRT;PL	N;FEM;PL
käitumine	comportamiento	käitumine	comportamiento	N;NOM;SG	N;MASC;SG
käitumine	conducta	käitumine	conducta	N;NOM;SG	N;FEM;SG
käitumine	comportamiento	käitumine	comportamiento	N;NOM;SG	N;MASC;SG
käitumine	conducta	käitumine	conducta	N;NOM;SG	N;FEM;SG
käitumine	conducta	käitumine	conducta	N;NOM;SG	N;FEM;SG
aastased	anuales	aastane	anual	ADJ;NOM;PL	ADJ;PL
revolutsioon	revolution	revolutsioon	revolution	N;NOM;SG	N
revolutsioon	revolución	revolutsioon	revolución	N;NOM;SG	N;FEM;SG
marina	marina	marina	marina	N;NOM;SG	N;FEM;SG
värv	color	värv	color	N;NOM;SG	N;MASC;SG
värv	color	värv	color	N;NOM;SG	N;MASC;SG
šveits	suiza	šveits	suiza	N;NOM;SG	N;FEM;SG
pakutud	ofrecí	pakkuma	ofrecer	V;PST;V.PTCP;PASS	V;IND;SG;1;PST;FIN
pakutud	ofreció	pakkuma	ofrecer	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
pakutud	propuso	pakkuma	proponer	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
müller	müller	müller	müller	N;NOM;SG	N;MASC;SG
big	big	big	big	N;NOM;SG	N
masina	máquina	masin	máquina	N;GEN;SG	N;FEM;SG
masina	maquina	masin	maquina	N;GEN;SG	N;FEM;SG
monte	monte	mont	monte	N;NOM;SG	N;MASC;SG
plaadi	disco	plaat	disco	N;GEN;SG	N;MASC;SG
põhiseadus	constitución	põhi_seadus	constitución	N;NOM;SG	N;FEM;SG
bass	bass	bass	bas	N;NOM;SG	N
viiuldaja	violinista	viiuldaja	violinista	N;NOM;SG	N;SG
viiuldaja	violinista	viiuldaja	violinista	N;NOM;SG	N;SG
appi	ayuda	abi	ayuda	N;IN+ALL;LGSPEC1;SG	N;FEM;SG
funktsioonid	funciones	funktsioon	función	N;NOM;PL	N;FEM;PL
halduslikult	administrativamente	halduslikult	administrativamente	ADV	ADV
lennu	vuelo	lend	vuelo	N;GEN;SG	N;MASC;SG
ained	substancias	aine	substancia	N;NOM;PL	N;FEM;PL
ained	sustancias	aine	sustancia	N;NOM;PL	N;FEM;PL
venezuela	venezolano	venezuela	venezolano	N;NOM;SG	N;MASC;SG
venezuela	venezuela	venezuela	venezuela	N;NOM;SG	N;FEM;SG
isikuid	personas	isik	persona	N;PRT;PL	N;FEM;PL
piirkonnad	regiones	piirkond	región	N;NOM;PL	N;FEM;PL
piirkonnad	barrios	piirkond	barrio	N;NOM;PL	N;MASC;PL
piirkonnad	distritos	piirkond	distrito	N;NOM;PL	N;MASC;PL
piirkonnad	áreas	piirkond	área	N;NOM;PL	N;FEM;PL
piirkonnad	zonas	piirkond	zona	N;NOM;PL	N;FEM;PL
piirkonnad	areas	piirkond	area	N;NOM;PL	N;FEM;PL
sõjaline	militar	sõjaline	militar	ADJ;NOM;SG	ADJ;SG
wilson	wilson	wilson	wilson	N;NOM;SG	N;MASC;SG
mao	culebra	magu	culebra	N;NOM;SG	N;FEM;SG
mao	víbora	magu	víbora	N;NOM;SG	N;FEM;SG
mao	snake	magu	snake	N;NOM;SG	N
mao	serpiente	magu	serpiente	N;NOM;SG	N;FEM;SG
mao	mao	magu	mao	N;NOM;SG	N;MASC;SG
vulkaan	volcán	vulkama	volcán	N;NOM;SG	N;MASC;SG
virginia	virginia	virginia	virginia	N;NOM;SG	N;FEM;SG
peatus	parada	peatus	parada	N;NOM;SG	N;FEM;SG
tulekahju	incendio	tule_kahju	incendio	N;NOM;SG	N;MASC;SG
tulekahju	fuego	tule_kahju	fuego	N;NOM;SG	N;MASC;SG
uuritud	investigó	uurima	investigar	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
uuritud	estudié	uurima	estudiar	V;PST;V.PTCP;PASS	V;IND;SG;1;PST;FIN
uuritud	estudió	uurima	estudiar	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
uuritud	examinó	uurima	examinar	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
martini	martini	martima	martini	N;SG	N;MASC;SG
objektid	objetos	objekt	objeto	N;NOM;PL	N;MASC;PL
lucius	lucio	lucius	lucio	N;NOM;SG	N;MASC;SG
operatsioon	operación	operatsioon	operación	N;NOM;SG	N;FEM;SG
operatsioon	funcionamiento	operatsioon	funcionamiento	N;NOM;SG	N;MASC;SG
operatsioon	cirugía	operatsioon	cirugía	N;NOM;SG	N;FEM;SG
rääkis	habló	rääkima	hablar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
piiramine	asedio	piiramine	asedio	N;NOM;SG	N;MASC;SG
piiramine	sitio	piiramine	sitio	N;NOM;SG	N;MASC;SG
piiramine	limitación	piiramine	limitación	N;NOM;SG	N;FEM;SG
rubla	rublo	rubla	rublo	N;PRT;SG	N;MASC;SG
katedraal	catedral	katedraal	catedral	N;NOM;SG	N;FEM;SG
xviii	xviii	xviii	xviii	N;NOM;SG	N
kulda	oro	kuld	oro	N;PRT;SG	N;MASC;SG
kulda	gold	kuld	gold	N;PRT;SG	N
somaalia	somalia	somaalia	somalia	N;NOM;SG	N;FEM;SG
nord	norte	nord	norte	N;NOM;SG	N;MASC;SG
provence	provence	provenc	provenir	N;NOM;SG	N;MASC;SG
provence	provenza	provenc	provenza	N;NOM;SG	N;FEM;SG
laule	cantos	laul	canto	N;PRT;PL	N;MASC;PL
laule	canciones	laul	canción	N;PRT;PL	N;FEM;PL
laule	songs	laul	songs	N;PRT;PL	N
võimsus	capacidad	võimsus	capacidad	N;NOM;SG	N;FEM;SG
võimsus	potencia	võimsus	potencia	N;NOM;SG	N;FEM;SG
võimsus	power	võimsus	power	N;NOM;SG	N
kasutajad	usuarios	kasutaja	usuario	N;NOM;PL	N;MASC;PL
aeglaselt	lentamente	aeglaselt	lentamente	ADV	ADV
magdaleena	magdalena	magda_leen	magdaleno	N;NOM;SG	N;FEM;SG
nähtavasti	aparentemente	nähtavasti	aparentemente	ADV	ADV
mõjutas	impactó	mõjutama	impactar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
rõhu	presión	rõhk	presión	N;GEN;SG	N;FEM;SG
rõhu	presion	rõhk	presionar	N;GEN;SG	N;FEM;SG
osakaal	proporción	osa_kaal	proporción	N;NOM;SG	N;FEM;SG
korporatsioon	corporación	korporatsioon	corporación	N;NOM;SG	N;FEM;SG
korporatsioon	corporation	korporatsioon	corporation	N;NOM;SG	N;FEM;SG
korporatsioon	fraternidad	korporatsioon	fraternidad	N;NOM;SG	N;FEM;SG
madridi	madrid	madrid	madrid	N;NOM;SG	N;MASC;SG
haiglas	hospital	haigla	hospital	N;IN+ESS;SG	N;MASC;SG
haiglas	hospitalización	haigla	hospitalización	N;IN+ESS;SG	N;FEM;SG
positiivne	positivo	positiivne	positivo	ADJ;NOM;SG	ADJ;MASC;SG
positiivne	positiva	positiivne	positivo	ADJ;NOM;SG	ADJ;FEM;SG
alused	bases	alus	base	N;NOM;PL	N;PL
alused	fundamentos	alus	fundamento	N;NOM;PL	N;MASC;PL
alused	paletas	alus	paleta	N;NOM;PL	N;FEM;PL
kotkas	águila	kotkas	águila	N;NOM;SG	N;FEM;SG
kotkas	eagle	kotkas	eagle	N;NOM;SG	N;SG
kotkas	aguila	kotkas	aguilar	N;NOM;SG	N;FEM;SG
paolo	paolo	paolo	paolo	N;NOM;SG	N;MASC;SG
omanikud	propietarios	omanik	propietario	N;NOM;PL	N;MASC;PL
omanikud	dueños	omanik	dueño	N;NOM;PL	N;MASC;PL
omanikud	titulares	omanik	titular	N;NOM;PL	N;MASC;PL
omanikud	tenedores	omanik	tenedor	N;NOM;PL	N;MASC;PL
omanikud	poseedores	omanik	poseedor	N;NOM;PL	N;MASC;PL
vili	fruto	vili	fruto	N;NOM;SG	N;MASC;SG
vili	fruta	vili	fruta	N;NOM;SG	N;FEM;SG
nõu	asesoramiento	nõu	asesoramiento	N;PRT;SG	N;MASC;SG
nõu	consejo	nõu	consejo	N;PRT;SG	N;MASC;SG
patriarh	patriarca	patriarh	patriarca	N;NOM;SG	N;MASC;SG
gordon	gordon	gordon	gordon	N;NOM;SG	N;MASC;SG
piltide	imagenes	pilt	imagen	N;GEN;PL	N;FEM;PL
piltide	imágenes	pilt	imagen	N;GEN;PL	N;FEM;PL
halb	malo	halb	malo	ADJ;NOM;SG	ADJ;MASC;SG
halb	mala	halb	malo	ADJ;NOM;SG	ADJ;FEM;SG
rahvusvaheliselt	internacionalmente	rahvus_vaheliselt	internacionalmente	ADV	ADV
tööstuse	industria	tööstus	industria	N;GEN;SG	N;FEM;SG
tõrva	alquitrán	tõrva	alquitrán	N;NOM;SG	N;MASC;SG
tõrva	brea	tõrva	brea	N;NOM;SG	N;FEM;SG
mängijad	jugadores	mängija	jugador	N;NOM;PL	N;MASC;PL
mängijad	reproductores	mängija	reproductor	N;NOM;PL	N;MASC;PL
männi	pinus	mänd	pinu	N;NOM;SG	N
männi	pino	mänd	pino	N;NOM;SG	N;MASC;SG
klaus	klaus	klaus	klau	N;NOM;SG	N;MASC;SG
päevad	días	päev	día	N;NOM;PL	N;MASC;PL
päevad	jornadas	päev	jornada	N;NOM;PL	N;FEM;PL
päevad	dias	päev	dia	N;NOM;PL	N;MASC;PL
päevad	days	päev	day	N;NOM;PL	N
õpilased	alumnos	õpilane	alumno	N;NOM;PL	N;MASC;PL
õpilased	estudiantes	õpilane	estudiante	N;NOM;PL	N;PL
õpilased	alumnos	õpilane	alumno	N;NOM;PL	N;MASC;PL
õpilased	pupilas	õpilane	pupila	N;NOM;PL	N;FEM;PL
laadi	carga	laad	carga	N;PRT;SG	N;FEM;SG
range	rigurosa	range	riguroso	ADJ;NOM;SG	ADJ;FEM;SG
range	riguroso	range	riguroso	ADJ;NOM;SG	ADJ;MASC;SG
range	rigurosa	range	riguroso	ADJ;NOM;SG	ADJ;FEM;SG
range	estricta	range	estricto	ADJ;NOM;SG	ADJ;FEM;SG
range	estricto	range	estricto	ADJ;NOM;SG	ADJ;MASC;SG
saabusid	llegaron	saabuma	llegar	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
sõpruse	amistad	sõbrus	amistad	N;GEN;SG	N;FEM;SG
viirus	virus	viirus	virus	N;NOM;SG	N;MASC
kirjeldada	describe	kirjeldama	describir	V;NFIN	V;IND;SG;3;PRS;FIN
kirjeldada	describir	kirjeldama	describir	V;NFIN	V;NFIN
kirjeldada	describa	kirjeldama	describir	V;NFIN	V;IMP;SG;3;FIN
arvas	pensó	arvama	pensar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
isiklikult	personalmente	isiklikult	personalmente	ADV	ADV
kaugus	distancia	kaugus	distancia	N;NOM;SG	N;FEM;SG
günther	günther	günther	günther	N;NOM;SG	N;SG
patarei	pila	patarei	pila	N;NOM;SG	N;FEM;SG
patarei	batería	patarei	batería	N;NOM;SG	N;FEM;SG
patarei	bateria	patarei	bateria	N;NOM;SG	N;FEM;SG
med	med	mid	med	N;NOM;SG	N
jagu	seccion	jagu	seccionar	N;PRT;SG	N;FEM;SG
jagu	sección	jagu	sección	N;PRT;SG	N;FEM;SG
majanduslik	económico	majanduslik	económico	ADJ;NOM;SG	ADJ;MASC;SG
majanduslik	economico	majanduslik	economico	ADJ;NOM;SG	ADJ;MASC;SG
majanduslik	económica	majanduslik	económico	ADJ;NOM;SG	ADJ;FEM;SG
vaimse	mental	vaimne	mental	ADJ;GEN;SG	ADJ;SG
lawrence	lorenzo	lawrence	lorenzo	N;NOM;SG	N;MASC;SG
lawrence	lawrence	lawrence	lawrence	N;NOM;SG	N;SG
keisrinna	emperatriz	keisrinna	emperatriz	N;NOM;SG	N;FEM;SG
tuhandeid	miles	tuhat	mil	NUM;PRT;PL	NUM;PL
helen	helena	helen	heleno	N;NOM;SG	N;FEM;SG
helen	elena	helen	eleno	N;NOM;SG	N;FEM;SG
pind	superficie	pind	superficie	N;NOM;SG	N;FEM;SG
vikerkaar	rainbow	viker_kaar	rainbow	N;NOM;SG	N;MASC;SG
vikerkaar	arcoiris	viker_kaar	arcoiri	N;NOM;SG	N;MASC;SG
vikerkaar	arcoíris	viker_kaar	arcoíris	N;NOM;SG	N;MASC;SG
graafika	arte	graafika	arte	N;NOM;SG	N;SG
värvid	colores	värv	color	N;NOM;PL	N;MASC;PL
värvid	colorantes	värv	colorante	N;NOM;PL	N;PL
värvid	colores	värv	color	N;NOM;PL	N;MASC;PL
kuues	sexto	kuues	sexto	ADJ;NOM;SG	ADJ;MASC;SG
kuues	sexta	kuues	sexto	ADJ;NOM;SG	ADJ;FEM;SG
tori	tori	tori	tori	N;NOM;SG	N;FEM;SG
nkvd	nkvd	nkvd	nkvd	N;NOM;SG	N;MASC;SG
tantsija	bailarina	tantsija	bailarino	N;NOM;SG	N;FEM;SG
tantsija	bailarín	tantsija	bailarín	N;NOM;SG	N;SG
laevade	naves	laev	nave	N;GEN;PL	N;FEM;PL
laevade	barcos	laev	barco	N;GEN;PL	N;MASC;PL
laevade	buques	laev	buque	N;GEN;PL	N;MASC;PL
laevade	vasos	laev	vaso	N;GEN;PL	N;MASC;PL
laevade	recipientes	laev	recipiente	N;GEN;PL	N;PL
laevade	embarcaciones	laev	embarcación	N;GEN;PL	N;FEM;PL
juhendaja	instructora	juhendaja	instructora	N;NOM;SG	N;FEM;SG
juhendaja	instructor	juhendaja	instructor	N;NOM;SG	N;MASC;SG
keeli	idiomas	keel	idioma	N;PRT;PL	N;MASC;PL
keeli	lenguas	keel	lengua	N;PRT;PL	N;FEM;PL
spordi	deporte	sport	deporte	N;PRT;SG	N;MASC;SG
volga	volga	volg	volga	N;NOM;SG	N;MASC;SG
marco	marco	marco	marco	N;NOM;SG	N;MASC;SG
mainiti	mencionó	mainiti	mencionar	V;IND;PST;FIN;PASS	V;IND;SG;3;PST;FIN
little	little	little	little	N;NOM;SG	N
colombia	colombianas	colombia	colombiano	ADJ	ADJ;FEM;PL
colombia	colombiana	colombia	colombiano	ADJ	ADJ;FEM;SG
eelarve	presupuesto	eel_arve	presupuesto	N;NOM;SG	N;MASC;SG
vincent	vicente	vincent	vicente	N;NOM;SG	N;SG
cum	cum	cum	cum	N;NOM;SG	N
kontsert	concierto	kontsert	concierto	N;NOM;SG	N;MASC;SG
josef	josef	josef	josef	N;NOM;SG	N;MASC;SG
johnny	johnny	johnny	johnny	N;NOM;SG	N;SG
tootja	productor	tootja	productor	N;NOM;SG	N;MASC;SG
tootja	productora	tootja	productora	N;NOM;SG	N;FEM;SG
tootja	fabricante	tootja	fabricante	N;NOM;SG	N;SG
staatus	status	staatus	status	N;NOM;SG	N
staatus	estatus	staatus	estatus	N;NOM;SG	N;MASC
staatus	estado	staatus	estado	N;NOM;SG	N;MASC;SG
staatus	situación	staatus	situación	N;NOM;SG	N;FEM;SG
tappa	matar	tapma	matar	V;NFIN	V;NFIN
tappa	mata	tapma	matar	V;NFIN	V;IND;SG;3;PRS;FIN
korp	costra	korp	costra	N;NOM;SG	N;FEM;SG
nõunik	consejera	nõunik	consejera	N;NOM;SG	N;FEM;SG
nõunik	asesora	nõunik	asesora	N;NOM;SG	N;FEM;SG
nõunik	asesor	nõunik	asesor	N;NOM;SG	N;MASC;SG
nõunik	consejero	nõunik	consejero	N;NOM;SG	N;MASC;SG
nõunik	concejal	nõunik	concejal	N;NOM;SG	N;MASC;SG
nõunik	concejal	nõunik	concejal	N;NOM;SG	N;MASC;SG
nõunik	consejera	nõunik	consejera	N;NOM;SG	N;FEM;SG
nõunik	asesora	nõunik	asesora	N;NOM;SG	N;FEM;SG
nõunik	asesor	nõunik	asesor	N;NOM;SG	N;MASC;SG
nõunik	consejero	nõunik	consejero	N;NOM;SG	N;MASC;SG
sydney	sídney	sydney	sídney	N;NOM;SG	N;MASC;SG
sydney	sidney	sydney	sidney	N;NOM;SG	N;MASC;SG
sydney	sydney	sydney	sydney	N;NOM;SG	N;MASC;SG
pressiesindaja	vocero	pressi_esindaja	vocero	N;NOM;SG	N;MASC;SG
pressiesindaja	portavoz	pressi_esindaja	portavoz	N;NOM;SG	N;SG
pressiesindaja	vocero	pressi_esindaja	vocero	N;NOM;SG	N;MASC;SG
pressiesindaja	portavoz	pressi_esindaja	portavoz	N;NOM;SG	N;SG
news	noticia	news	noticia	N;NOM;SG	N;FEM;SG
trummar	baterista	trummar	baterista	N;NOM;SG	N;SG
organismide	organismos	organism	organismo	N;GEN;PL	N;MASC;PL
lund	lund	lumi	lund	N;PRT;SG	N;MASC;SG
germaani	germánico	germaani	germánico	ADJ	ADJ;MASC;SG
germaani	germánica	germaani	germánico	ADJ	ADJ;FEM;SG
auhinnad	premios	au_hind	premio	N;NOM;PL	N;MASC;PL
auhinnad	galardones	au_hind	galardón	N;NOM;PL	N;MASC;PL
auhinnad	premios	au_hind	premio	N;NOM;PL	N;MASC;PL
ali	alí	ali	alí	N;NOM;SG	N;MASC;SG
ali	ali	ali	ali	N;NOM;SG	N
soovib	quiere	soovima	querer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
soovib	desea	soovima	desear	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
toodab	produce	tootma	producir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
