the	el	the	el	DET;DEF	DET;DEF;MASC;SG
bodies	cuerpos	body	cuerpo	N;PL	N;MASC;PL
conservation	conservación	conservation	conservación	N;SG	N;FEM;SG
maps	mapas	map	mapa	N;PL	N;MASC;PL
arguments	alegaciones	argument	alegación	N;PL	N;FEM;PL
arguments	argumentos	argument	argumento	N;PL	N;MASC;PL
arguments	discusiones	argument	discusión	N;PL	N;FEM;PL
chain	cadena	chain	cadena	N;SG	N;FEM;SG
readers	lectores	reader	lector	N;PL	N;MASC;PL
violation	infracción	violation	infracción	N;SG	N;FEM;SG
violation	violación	violation	violación	N;SG	N;FEM;SG
offices	oficinas	office	oficina	N;PL	N;FEM;PL
offices	despachos	office	despacho	N;PL	N;MASC;PL
wave	oleada	wave	oleada	N;SG	N;FEM;SG
wave	ola	wave	ola	N;SG	N;FEM;SG
wave	onda	wave	onda	N;SG	N;FEM;SG
wave	wave	wave	wave	N;SG	N
circle	circunferencia	circle	circunferencia	N;SG	N;FEM;SG
circle	círculo	circle	círculo	N;SG	N;MASC;SG
circle	circle	circle	circle	N;SG	N
circle	circulo	circle	circulo	N;SG	N;MASC;SG
apart	aparte	apart	aparte	ADV	ADV
invasion	invasión	invasion	invasión	N;SG	N;FEM;SG
opportunity	oportunidad	opportunity	oportunidad	N;SG	N;FEM;SG
determine	determinar	determine	determinar	V;IMP;FIN	V;NFIN
determine	determine	determine	determinar	V;IMP;FIN	V;IMP;SG;3;FIN
orthodox	ortodoxo	orthodox	ortodoxo	ADJ	ADJ;MASC;SG
orthodox	ortodoxas	orthodox	ortodoxo	ADJ	ADJ;FEM;PL
orthodox	ortodoxa	orthodox	ortodoxo	ADJ	ADJ;FEM;SG
voted	votó	vote	votar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
formal	formales	formal	formal	ADJ	ADJ;PL
formal	formal	formal	formal	ADJ	ADJ;SG
describes	describe	describe	describir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
seconds	segundos	seconds	segundo	N;PL	N;MASC;PL
cycle	ciclo	cycle	ciclo	N;SG	N;MASC;SG
doubt	duda	doubt	duda	N;SG	N;FEM;SG
walls	murallas	wall	muralla	N;PL	N;FEM;PL
walls	paredes	wall	pared	N;PL	N;FEM;PL
walls	muros	wall	muro	N;PL	N;MASC;PL
productions	producciones	production	producción	N;PL	N;FEM;PL
constituency	circunscripción	constituency	circunscripción	N;SG	N;FEM;SG
closely	estrechamente	closely	estrechamente	ADV	ADV
occurs	ocurre	occur	ocurrir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
huge	inmensa	huge	inmenso	ADJ	ADJ;FEM;SG
huge	inmenso	huge	inmenso	ADJ	ADJ;MASC;SG
huge	enormes	huge	enorme	ADJ	ADJ;PL
huge	enorme	huge	enorme	ADJ	ADJ;SG
representing	representar	represent	representar	V;V.MSDR	V;NFIN
representing	representando	represent	representar	V;V.MSDR	V;V.MSDR
sell	vender	sell	vender	V;IMP;FIN	V;NFIN
sell	vendo	sell	ver	V;IMP;FIN	V;FIN
diocese	diócesis	diocese	diócesis	N;SG	N;FEM
tank	tanque	tank	tanque	N;SG	N;MASC;SG
tank	cisterna	tank	cisterna	N;SG	N;FEM;SG
advice	asesoramiento	advice	asesoramiento	N;SG	N;MASC;SG
advice	consejo	advice	consejo	N;SG	N;MASC;SG
asking	preguntar	ask	preguntar	V;V.MSDR	V;NFIN
asking	preguntando	ask	preguntar	V;V.MSDR	V;V.MSDR
asking	pidiendo	ask	pedir	V;V.MSDR	V;V.MSDR
causing	causando	cause	causar	V;V.MSDR	V;V.MSDR
causing	causar	cause	causar	V;V.MSDR	V;NFIN
causing	provocando	cause	provocar	V;V.MSDR	V;V.MSDR
lawyer	letrado	lawyer	letrado	N;SG	N;MASC;SG
lawyer	jurista	lawyer	jurista	N;SG	N;SG
lawyer	abogada	lawyer	abogada	N;SG	N;FEM;SG
lawyer	abogado	lawyer	abogado	N;SG	N;MASC;SG
index	index	index	index	N;SG	N
index	indice	index	indicir	N;SG	N;MASC;SG
index	índice	index	índice	N;SG	N;MASC;SG
saints	santos	saint	santo	N;PL	N;MASC;PL
runner	runner	runner	runner	N;SG	N;SG
runner	corredor	runner	corredor	N;SG	N;MASC;SG
crisis	crisis	crisis	crisis	N;SG	N;FEM
cinema	cine	cinema	cine	N;SG	N;MASC;SG
cinema	cinema	cinema	cinema	N;SG	N;MASC;SG
reaction	reacción	reaction	reacción	N;SG	N;FEM;SG
medals	medallas	medal	medalla	N;PL	N;FEM;PL
documents	documentos	document	documento	N;PL	N;MASC;PL
reader	reader	reader	reader	N;SG	N;MASC;SG
reader	lector	reader	lector	N;SG	N;MASC;SG
pattern	patrón	pattern	patrón	N;SG	N;MASC;SG
pattern	patron	pattern	patron	N;SG	N;MASC;SG
pattern	pauta	pattern	pauta	N;SG	N;FEM;SG
archives	archivos	archive	archivo	N;PL	N;MASC;PL
voting	votación	voting	votación	N;SG	N;FEM;SG
reviewed	examinó	review	examinar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
looked	miré	look	mirar	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
bear	osa	bear	osar	N;SG	N;FEM;SG
bear	bear	bear	bear	N;SG	N
bear	oso	bear	oso	N;SG	N;MASC;SG
bear	osito	bear	osito	N;SG	N;MASC;SG
perfect	perfectos	perfect	perfecto	ADJ	ADJ;MASC;PL
perfect	perfecto	perfect	perfecto	ADJ	ADJ;MASC;SG
perfect	perfecta	perfect	perfecto	ADJ	ADJ;FEM;SG
perfect	perfectas	perfect	perfecto	ADJ	ADJ;FEM;PL
pan	cacerola	pan	cacerola	N;SG	N;FEM;SG
pan	sartén	pan	sartén	N;SG	N;FEM;SG
pan	pan	pan	pan	N;SG	N;MASC;SG
commune	comuna	commune	comuna	N;SG	N;FEM;SG
fantasy	fantasy	fantasy	fantasy	N;SG	N;MASC
fantasy	fantasia	fantasy	fantasia	N;SG	N;FEM;SG
fantasy	fantasía	fantasy	fantasía	N;SG	N;FEM;SG
duty	duty	duty	duty	N;SG	N
chair	cátedra	chair	cátedra	N;SG	N;FEM;SG
chair	silla	chair	silla	N;SG	N;FEM;SG
scenes	escenas	scene	escena	N;PL	N;FEM;PL
aged	envejecido	aged	envejecido	ADJ	ADJ;MASC;SG;V.PTCP
streets	calles	street	calle	N;PL	N;FEM;PL
extension	ampliación	extension	ampliación	N;SG	N;FEM;SG
extension	extensión	extension	extensión	N;SG	N;FEM;SG
extension	prórroga	extension	prórroga	N;SG	N;FEM;SG
parliamentary	parlamentarias	parliamentary	parlamentario	ADJ	ADJ;FEM;PL
parliamentary	parlamentaria	parliamentary	parlamentario	ADJ	ADJ;FEM;SG
shooting	disparo	shooting	disparo	N;SG	N;MASC;SG
shooting	tiroteo	shooting	tiroteo	N;SG	N;MASC;SG
shooting	tiro	shooting	tiro	N;SG	N;MASC;SG
shooting	rodaje	shooting	rodaje	N;SG	N;MASC;SG
ready	listos	ready	listo	ADJ	ADJ;MASC;PL
ready	listo	ready	listo	ADJ	ADJ;MASC;SG
ready	preparados	ready	preparado	ADJ	ADJ;MASC;PL;V.PTCP
pick	elegir	pick	elegir	V;IMP;FIN	V;NFIN
songwriter	compositor	songwriter	compositor	N;SG	N;MASC;SG
songwriter	compositora	songwriter	compositora	N;SG	N;FEM;SG
songwriter	cantautor	songwriter	cantautor	N;SG	N;MASC;SG
aware	consciente	aware	consciente	ADJ	ADJ;SG
aware	conscientes	aware	consciente	ADJ	ADJ;PL
dictionary	diccionario	dictionary	diccionario	N;SG	N;MASC;SG
composition	composición	composition	composición	N;SG	N;FEM;SG
salt	sal	salt	sal	N;SG	N;FEM;SG
bot	bot	bot	bot	N;SG	N;MASC
successfully	satisfactoriamente	successfully	satisfactoriamente	ADV	ADV
benefit	provecho	benefit	provecho	N;SG	N;MASC;SG
benefit	beneficio	benefit	beneficio	N;SG	N;MASC;SG
lands	tierras	land	tierra	N;PL	N;FEM;PL
interests	intereses	interest	interés	N;PL	N;MASC;PL
teachers	profesores	teacher	profesor	N;PL	N;MASC;PL
teachers	docentes	teacher	docente	N;PL	N;PL
teachers	maestras	teacher	maestro	N;PL	N;FEM;PL
teachers	maestros	teacher	maestro	N;PL	N;MASC;PL
closing	cierre	closing	cierre	N;SG	N;MASC;SG
closing	clausura	closing	clausura	N;SG	N;FEM;SG
advertising	publicidad	advertising	publicidad	N;SG	N;FEM;SG
contribution	aportación	contribution	aportación	N;SG	N;FEM;SG
contribution	contribución	contribution	contribución	N;SG	N;FEM;SG
contribution	aporte	contribution	aporte	N;SG	N;MASC;SG
retirement	jubilación	retirement	jubilación	N;SG	N;FEM;SG
retirement	retiro	retirement	retiro	N;SG	N;MASC;SG
scientists	científicos	scientist	científico	N;PL	N;MASC;PL
dam	dam	dam	dam	N;SG	N;MASC
dam	presa	dam	presa	N;SG	N;FEM;SG
dam	embalse	dam	embalse	N;SG	N;MASC;SG
dam	represa	dam	represar	N;SG	N;FEM;SG
dam	dique	dam	dique	N;SG	N;MASC;SG
blocks	bloques	block	bloque	N;PL	N;MASC;PL
blocks	cuadras	block	cuadra	N;PL	N;FEM;PL
print	imprimir	print	imprimir	V;IMP;FIN	V;NFIN
techniques	técnicas	technique	técnica	N;PL	N;FEM;PL
participate	participen	participate	participar	V;IMP;FIN	V;IMP;PL;3;FIN
participate	participar	participate	participar	V;IMP;FIN	V;NFIN
anniversary	aniversario	anniversary	aniversario	N;SG	N;MASC;SG
discovery	discovery	discovery	discovery	N;SG	N;MASC;SG
discovery	descubrimiento	discovery	descubrimiento	N;SG	N;MASC;SG
explained	explicó	explain	explicar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
expedition	expedición	expedition	expedición	N;SG	N;FEM;SG
citation	mención	citation	mención	N;SG	N;FEM;SG
citation	citación	citation	citación	N;SG	N;FEM;SG
assist	asistir	assist	asistir	V;IMP;FIN	V;NFIN
meanwhile	entretanto	meanwhile	entretanto	ADV	ADV
hampshire	hampshire	hampshire	hampshire	N;SG	N;MASC;SG
creative	creativa	creative	creativo	ADJ	ADJ;FEM;SG
creative	creativos	creative	creativo	ADJ	ADJ;MASC;PL
creative	creativo	creative	creativo	ADJ	ADJ;MASC;SG
maintain	mantener	maintain	mantener	V;IMP;FIN	V;NFIN
maintain	mantengan	maintain	mantener	V;IMP;FIN	V;IMP;PL;3;FIN
detailed	detallada	detailed	detallado	ADJ	ADJ;FEM;SG;V.PTCP
detailed	detalladas	detailed	detallado	ADJ	ADJ;FEM;PL;V.PTCP
detailed	detallado	detailed	detallado	ADJ	ADJ;MASC;SG;V.PTCP
facts	hechos	fact	hecho	N;PL	N;MASC;PL
frame	bastidor	frame	bastidor	N;SG	N;MASC;SG
frame	marco	frame	marco	N;SG	N;MASC;SG
frame	frame	frame	frame	N;SG	N;SG
finance	financiación	finance	financiación	N;SG	N;FEM;SG
finance	financiamiento	finance	financiamiento	N;SG	N;MASC;SG
socialist	socialista	socialist	socialista	N;SG	N;SG
script	script	script	script	N;SG	N;MASC;SG
script	guion	script	guion	N;SG	N;MASC;SG
script	guión	script	guión	N;SG	N;MASC;SG
camera	camera	camera	camera	N;SG	N;FEM;SG
camera	cámara	camera	cámara	N;SG	N;FEM;SG
camera	camara	camera	camara	N;SG	N;FEM;SG
returns	regresa	return	regresar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
returns	devuelve	return	devolver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assistance	asistencia	assistance	asistencia	N;SG	N;FEM;SG
experienced	experimentado	experienced	experimentado	ADJ	ADJ;MASC;SG;V.PTCP
experienced	experimentada	experienced	experimentado	ADJ	ADJ;FEM;SG;V.PTCP
experienced	experimentados	experienced	experimentado	ADJ	ADJ;MASC;PL;V.PTCP
underground	subterránea	underground	subterráneo	ADJ	ADJ;FEM;SG
underground	subterráneo	underground	subterráneo	ADJ	ADJ;MASC;SG
underground	subterráneos	underground	subterráneo	ADJ	ADJ;MASC;PL
sale	venta	sale	venta	N;SG	N;FEM;SG
beautiful	hermoso	beautiful	hermoso	ADJ	ADJ;MASC;SG
beautiful	guapa	beautiful	guapo	ADJ	ADJ;FEM;SG
beautiful	hermosos	beautiful	hermoso	ADJ	ADJ;MASC;PL
beautiful	hermosa	beautiful	hermoso	ADJ	ADJ;FEM;SG
beautiful	bellos	beautiful	bello	ADJ	ADJ;MASC;PL
successor	sucesora	successor	sucesora	N;SG	N;FEM;SG
successor	sucesor	successor	sucesor	N;SG	N;MASC;SG
classification	clasificación	classification	clasificación	N;SG	N;FEM;SG
tool	tool	tool	tool	N;SG	N
tool	herramienta	tool	herramienta	N;SG	N;FEM;SG
tool	instrumento	tool	instrumento	N;SG	N;MASC;SG
mining	minero	mining	minero	N;SG	N;MASC;SG
mining	minería	mining	minería	N;SG	N;FEM;SG
cabinet	armario	cabinet	armario	N;SG	N;MASC;SG
cabinet	gabinete	cabinet	gabinete	N;SG	N;MASC;SG
bytes	bytes	byte	byte	N;PL	N;MASC;PL
citations	citaciones	citation	citación	N;PL	N;FEM;PL
citations	menciones	citation	mención	N;PL	N;FEM;PL
evening	noche	evening	noche	N;SG	N;FEM;SG
evening	velada	evening	velado	N;SG	N;FEM;SG
singing	canto	sing	canto	N;SG	N;MASC;SG
gender	género	gender	género	N;SG	N;MASC;SG
gender	genero	gender	genero	N;SG	N;MASC;SG
gender	sexo	gender	sexo	N;SG	N;MASC;SG
venues	sedes	venue	sede	N;PL	N;FEM;PL
lakes	lagos	lake	lago	N;PL	N;MASC;PL
mail	correo	mail	correo	N;SG	N;MASC;SG
mail	correspondencia	mail	correspondencia	N;SG	N;FEM;SG
mail	mail	mail	mail	N;SG	N;MASC;SG
electoral	electoral	electoral	electoral	ADJ	ADJ;SG
electoral	electorales	electoral	electoral	ADJ	ADJ;PL
emergency	urgencia	emergency	urgencia	N;SG	N;FEM;SG
emergency	emergencia	emergency	emergencia	N;SG	N;FEM;SG
mode	modalidad	mode	modalidad	N;SG	N;FEM;SG
mode	mode	mode	mode	N;SG	N
mode	modo	mode	modo	N;SG	N;MASC;SG
heads	cabezas	head	cabeza	N;PL	N;FEM;PL
priest	sacerdote	priest	sacerdote	N;SG	N;MASC;SG
priest	cura	priest	cura	N;SG	N;MASC;SG
funds	fondos	fund	fondo	N;PL	N;MASC;PL
investment	inversion	investment	inversion	N;SG	N;FEM;SG
investment	inversión	investment	inversión	N;SG	N;FEM;SG
romanian	rumana	romanian	rumana	ADJ	ADJ;FEM;SG
session	sesión	session	sesión	N;SG	N;FEM;SG
capture	capturar	capture	capturar	V;IMP;FIN	V;NFIN
aspects	aspectos	aspect	aspecto	N;PL	N;MASC;PL
reduce	reduzca	reduce	reducir	V;IMP;FIN	V;IMP;SG;3;FIN
reduce	reducir	reduce	reducir	V;IMP;FIN	V;NFIN
trophy	trofeo	trophy	trofeo	N;SG	N;MASC;SG
abuse	abuso	abuse	abuso	N;SG	N;MASC;SG
abuse	maltrato	abuse	maltrato	N;SG	N;MASC;SG
walk	caminar	walk	caminar	V;IMP;FIN	V;NFIN
faced	enfrentó	face	enfrentar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
normally	normalmente	normally	normalmente	ADV	ADV
snow	nieve	snow	nieve	N;SG	N;FEM;SG
shop	tienda	shop	tienda	N;SG	N;FEM;SG
coal	hulla	coal	hulla	N;SG	N;MASC;SG
coal	carbón	coal	carbón	N;SG	N;MASC;SG
inhabitants	habitantes	inhabitant	habitante	N;PL	N;PL
employees	empleados	employee	empleado	N;PL	N;MASC;PL
error	error	error	error	N;SG	N;MASC;SG
cable	telegrama	cable	telegrama	N;SG	N;MASC;SG
cable	cable	cable	cable	N;SG	N;MASC;SG
protein	proteína	protein	proteína	N;SG	N;FEM;SG
accident	accidente	accident	accidente	N;SG	N;MASC;SG
decade	decenio	decade	decenio	N;SG	N;MASC;SG
decade	década	decade	década	N;SG	N;FEM;SG
measure	medida	measure	medida	N;SG	N;FEM;SG
patients	pacientes	patient	paciente	N;PL	N;PL
downtown	downtown	downtown	downtown	N;SG	N;MASC;SG
downtown	centro	downtown	centro	N;SG	N;MASC;SG
animated	animado	animated	animado	ADJ	ADJ;MASC;SG;V.PTCP
animated	animados	animated	animado	ADJ	ADJ;MASC;PL;V.PTCP
animated	animada	animated	animado	ADJ	ADJ;FEM;SG;V.PTCP
satellite	satélite	satellite	satélite	N;SG	N;MASC;SG
combination	combinación	combination	combinación	N;SG	N;FEM;SG
courts	tribunales	court	tribunal	N;PL	N;MASC;PL
courts	cortes	court	corte	N;PL	N;MASC;PL
sequence	secuencia	sequence	secuencia	N;SG	N;FEM;SG
sequence	sucesión	sequence	sucesión	N;SG	N;FEM;SG
hook	hook	hook	hook	N;SG	N
hook	gancho	hook	gancho	N;SG	N;MASC;SG
hook	garfio	hook	garfio	N;SG	N;MASC;SG
hook	anzuelo	hook	anzuelo	N;SG	N;MASC;SG
clean	limpio	clean	limpio	ADJ	ADJ;MASC;SG
clean	limpios	clean	limpio	ADJ	ADJ;MASC;PL
clean	limpia	clean	limpio	ADJ	ADJ;FEM;SG
owners	propietarios	owner	propietario	N;PL	N;MASC;PL
owners	dueños	owner	dueño	N;PL	N;MASC;PL
describe	describir	describe	describir	V;IMP;FIN	V;NFIN
describe	describa	describe	describir	V;IMP;FIN	V;IMP;SG;3;FIN
defensive	defensiva	defensive	defensivo	ADJ	ADJ;FEM;SG
defensive	defensivo	defensive	defensivo	ADJ	ADJ;MASC;SG
defensive	defensivos	defensive	defensivo	ADJ	ADJ;MASC;PL
photos	fotos	photo	foto	N;PL	N;FEM;PL
photos	fotografías	photo	fotografía	N;PL	N;FEM;PL
ottoman	otomana	ottoman	otomana	ADJ	ADJ;FEM;SG
affected	afectó	affect	afectar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
routes	rutas	route	ruta	N;PL	N;FEM;PL
ministers	ministros	minister	ministro	N;PL	N;MASC;PL
ministers	ministras	minister	ministra	N;PL	N;FEM;PL
wine	vino	wine	vino	N;SG	N;MASC;SG
landing	desembarco	landing	desembarco	N;SG	N;MASC;SG
landing	desembarque	landing	desembarque	N;SG	N;MASC;SG
landing	aterrizaje	landing	aterrizaje	N;SG	N;MASC;SG
revival	renacimiento	revival	renacimiento	N;SG	N;MASC;SG
revival	reactivación	revival	reactivación	N;SG	N;FEM;SG
revival	resurgimiento	revival	resurgimiento	N;SG	N;MASC;SG
communes	comunas	commune	comuna	N;PL	N;FEM;PL
mps	diputados	mps	diputado	N;PL	N;MASC;PL
mps	parlamentarios	mps	parlamentario	N;PL	N;MASC;PL
guess	adivinar	guess	adivinar	V;IMP;FIN	V;NFIN
guess	adivine	guess	adivinar	V;IMP;FIN	V;IMP;SG;3;FIN
drop	drop	drop	drop	N;SG	N
drop	gota	drop	gota	N;SG	N;FEM;SG
swimming	natación	swim	natación	N;SG	N;FEM;SG
membership	membresía	membership	membresía	N;SG	N;FEM;SG
membership	pertenencia	membership	pertenencia	N;SG	N;FEM;SG
membership	afiliación	membership	afiliación	N;SG	N;FEM;SG
fit	encajar	fit	encajar	V;IMP;FIN	V;NFIN
degrees	grados	degree	grado	N;PL	N;MASC;PL
degrees	títulos	degree	título	N;PL	N;MASC;PL
degrees	titulaciones	degree	titulación	N;PL	N;FEM;PL
bachelor	licenciatura	bachelor	licenciatura	N;SG	N;FEM;SG
bachelor	bachelor	bachelor	bachelor	N;SG	N;MASC;SG
bachelor	bachiller	bachelor	bachiller	N;SG	N;MASC;SG
bachelor	soltero	bachelor	soltero	N;SG	N;MASC;SG
personally	personalmente	personally	personalmente	ADV	ADV
briefly	brevemente	briefly	brevemente	ADV	ADV
files	files	file	fil	N;PL	N
files	archivos	file	archivo	N;PL	N;MASC;PL
files	expedientes	file	expediente	N;PL	N;MASC;PL
files	ficheros	file	fichero	N;PL	N;MASC;PL
conduct	conducta	conduct	conducta	N;SG	N;FEM;SG
extreme	extrema	extreme	extremo	ADJ	ADJ;FEM;SG
courses	cursos	course	curso	N;PL	N;MASC;PL
homes	viviendas	home	vivienda	N;PL	N;FEM;PL
homes	hogares	home	hogar	N;PL	N;MASC;PL
homes	casas	home	casa	N;PL	N;FEM;PL
reaching	alcanzando	reach	alcanzar	V;V.MSDR	V;V.MSDR
reaching	alcanzar	reach	alcanzar	V;V.MSDR	V;NFIN
sought	buscó	seek	buscar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
vision	visión	vision	visión	N;SG	N;FEM;SG
vision	vision	vision	vision	N;SG	N;FEM;SG
demand	exigencia	demand	exigencia	N;SG	N;FEM;SG
demand	demanda	demand	demanda	N;SG	N;FEM;SG
vertical	verticales	vertical	vertical	ADJ	ADJ;PL
vertical	vertical	vertical	vertical	ADJ	ADJ;SG
marketing	mercadeo	marketing	mercadeo	N;SG	N;MASC;SG
marketing	marketing	marketing	marketing	N;SG	N;MASC;SG
marketing	mercadotecnia	marketing	mercadotecnia	N;SG	N;FEM;SG
marketing	comercialización	marketing	comercialización	N;SG	N;FEM;SG
consisted	consistió	consist	consistir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
appeal	llamamiento	appeal	llamamiento	N;SG	N;MASC;SG
appeal	apelación	appeal	apelación	N;SG	N;FEM;SG
plane	avión	plane	avión	N;SG	N;MASC;SG
plane	plano	plane	plano	N;SG	N;MASC;SG
plane	avion	plane	avion	N;SG	N;MASC;SG
quick	rápido	quick	rápido	ADJ	ADJ;MASC;SG
quick	rápida	quick	rápido	ADJ	ADJ;FEM;SG
ages	edades	age	edad	N;PL	N;FEM;PL
neighborhood	vecindario	neighborhood	vecindario	N;SG	N;MASC;SG
neighborhood	barrio	neighborhood	barrio	N;SG	N;MASC;SG
neighborhood	vecindad	neighborhood	vecindad	N;SG	N;FEM;SG
wings	alas	wing	ala	N;PL	N;FEM;PL
wings	wings	wing	wings	N;PL	N
wings	alitas	wing	alita	N;PL	N;FEM;PL
scheme	esquema	scheme	esquema	N;SG	N;MASC;SG
scheme	régimen	scheme	régimen	N;SG	N;MASC;SG
rfc	rfc	rfc	rfc	N;SG	N;MASC;SG
constant	constante	constant	constante	ADJ	ADJ;SG
constant	constantes	constant	constante	ADJ	ADJ;PL
additionally	adicionalmente	additionally	adicionalmente	ADV	ADV
admins	administradores	admin	administrador	N;PL	N;MASC;PL
ceremony	ceremonia	ceremony	ceremonia	N;SG	N;FEM;SG
composers	compositores	composer	compositor	N;PL	N;MASC;PL
scholar	erudito	scholar	erudito	N;SG	N;MASC;SG
scholar	estudioso	scholar	estudioso	N;SG	N;MASC;SG
hero	heroe	hero	heroe	N;SG	N;MASC;SG
hero	hero	hero	hero	N;SG	N;MASC;SG
hero	héroe	hero	héroe	N;SG	N;MASC;SG
designer	diseñadora	designer	diseñador	N;SG	N;FEM;SG
designer	diseñador	designer	diseñador	N;SG	N;MASC;SG
learned	aprendí	learn	aprender	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
learned	aprendió	learn	aprender	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
instruments	instrumentos	instrument	instrumento	N;PL	N;MASC;PL
welcome	bienvenidos	welcome	bienvenido	ADJ	ADJ;MASC;PL;V.PTCP
welcome	bienvenido	welcome	bienvenido	ADJ	ADJ;MASC;SG;V.PTCP
hair	cabello	hair	cabello	N;SG	N;MASC;SG
hair	pelo	hair	pelo	N;SG	N;MASC;SG
consecutive	consecutivas	consecutive	consecutivo	ADJ	ADJ;FEM;PL
consecutive	consecutivo	consecutive	consecutivo	ADJ	ADJ;MASC;SG
consecutive	consecutiva	consecutive	consecutivo	ADJ	ADJ;FEM;SG
consecutive	consecutivos	consecutive	consecutivo	ADJ	ADJ;MASC;PL
movies	peliculas	movie	pelicula	N;PL	N;FEM;PL
movies	películas	movie	película	N;PL	N;FEM;PL
adjacent	adyacente	adjacent	adyacente	ADJ	ADJ;SG
adjacent	adyacentes	adjacent	adyacente	ADJ	ADJ;PL
pool	billar	pool	billar	N;SG	N;MASC;SG
pool	alberca	pool	alberca	N;SG	N;FEM;SG
pool	piscina	pool	piscina	N;SG	N;FEM;SG
pool	pool	pool	pool	N;SG	N;MASC;SG
collections	cobros	collection	cobro	N;PL	N;MASC;PL
collections	colecciones	collection	colección	N;PL	N;FEM;PL
corporate	corporativas	corporate	corporativo	ADJ	ADJ;FEM;PL
corporate	corporativo	corporate	corporativo	ADJ	ADJ;MASC;SG
corporate	empresarial	corporate	empresarial	ADJ	ADJ;SG
corporate	corporativa	corporate	corporativo	ADJ	ADJ;FEM;SG
driving	conducción	driving	conducción	N;SG	N;FEM;SG
phone	teléfono	phone	teléfono	N;SG	N;MASC;SG
phone	telefono	phone	telefono	N;SG	N;MASC;SG
fly	vuele	fly	voler	V;IMP;FIN	V;IMP;SG;3;FIN
fly	volar	fly	volar	V;IMP;FIN	V;NFIN
window	ventana	window	ventana	N;SG	N;FEM;SG
window	ventanilla	window	ventanilla	N;SG	N;FEM;SG
window	window	window	window	N;SG	N
window	escaparate	window	escaparate	N;SG	N;MASC;SG
document	documento	document	documento	N;SG	N;MASC;SG
collaboration	colaboración	collaboration	colaboración	N;SG	N;FEM;SG
leg	pata	leg	pata	N;SG	N;FEM;SG
leg	pierna	leg	pierna	N;SG	N;FEM;SG
videos	vídeos	video	vídeo	N;PL	N;MASC;PL
videos	videos	video	video	N;PL	N;MASC;PL
assume	asumir	assume	asumir	V;IMP;FIN	V;NFIN
assume	asuma	assume	asumir	V;IMP;FIN	V;IMP;SG;3;FIN
assume	asuman	assume	asumir	V;IMP;FIN	V;IMP;PL;3;FIN
dry	secos	dry	seco	ADJ	ADJ;MASC;PL
dry	seca	dry	seco	ADJ	ADJ;FEM;SG
dry	seco	dry	seco	ADJ	ADJ;MASC;SG
expand	ampliar	expand	ampliar	V;IMP;FIN	V;NFIN
expand	expandir	expand	expandir	V;IMP;FIN	V;NFIN
depending	dependiendo	depend	depender	V;V.MSDR	V;V.MSDR
instrument	instrumento	instrument	instrumento	N;SG	N;MASC;SG
covering	cubriendo	cover	cubrir	V;V.MSDR	V;V.MSDR
random	aleatorio	random	aleatorio	ADJ	ADJ;MASC;SG
random	aleatoria	random	aleatoria	ADJ	ADJ;FEM;SG
represents	representa	represent	representar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
participants	participantes	participant	participante	N;PL	N;PL
thorough	minucioso	thorough	minucioso	ADJ	ADJ;MASC;SG
mentions	menciones	mention	mención	N;PL	N;FEM;PL
portrait	retrato	portrait	retrato	N;SG	N;MASC;SG
drivers	conductores	driver	conductor	N;PL	N;MASC;PL
drivers	pilotos	driver	piloto	N;PL	N;PL
drivers	controladores	driver	controlador	N;PL	N;MASC;PL
drivers	choferes	driver	chofer	N;PL	N;MASC;PL
airlines	airlines	airlines	airlín	N;PL	N;MASC;PL
airlines	aerolíneas	airlines	aerolínea	N;PL	N;FEM;PL
viewers	espectadores	viewer	espectador	N;PL	N;MASC;PL
viewers	televidentes	viewer	televidente	N;PL	N;PL
differences	diferencias	difference	diferencia	N;PL	N;FEM;PL
venue	lugar	venue	lugar	N;SG	N;MASC;SG
vocal	vocal	vocal	vocal	ADJ	ADJ;SG
element	elemento	element	elemento	N;SG	N;MASC;SG
regularly	regularmente	regularly	regularmente	ADV	ADV
regularly	periódicamente	regularly	periódicamente	ADV	ADV
relative	relativa	relative	relativo	ADJ	ADJ;FEM;SG
relative	relativo	relative	relativo	ADJ	ADJ;MASC;SG
illegal	ilegales	illegal	ilegal	ADJ	ADJ;PL
illegal	ilegal	illegal	ilegal	ADJ	ADJ;SG
roof	azotea	roof	azotea	N;SG	N;FEM;SG
roof	techo	roof	techo	N;SG	N;MASC;SG
leagues	leguas	league	legua	N;PL	N;FEM;PL
