اِبتدائی	initial	اِبتدائی	initial	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بالمثل	likartad	بالمثل	likartad	N	N;NOM;INDF;MASC+FEM;SG
بااثر	ändamålsenligt	بااثر	ändamålsenlig	ADJ	ADJ;NOM;INDF;NEUT;SG
بااثر	effektiva	بااثر	effektiv	ADJ	ADJ;NOM;PL
بااثر	effektiv	بااثر	effektiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
بااثر	effektivt	بااثر	effektiv	ADJ	ADJ;NOM;INDF;NEUT;SG
باتدبیر	vist	باتدبیر	vist	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باتدبیر	vis	باتدبیر	vis	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باجماعت	congregational	باجماعت	congregational	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باخبر	larm	باخبر	larm	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باخبر	varning	باخبر	varning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باخبر	alert	باخبر	aler	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باضابطہ	regelbundet	باضابطہ	regelbund	N	N;NOM;DEF;NEUT;SG
باضابطہ	regelbunden	باضابطہ	regelbund	N	N;NOM;INDF;MASC+FEM;SG
باضابطہ	ordinarie	باضابطہ	ordinarium	N	N;NOM;INDF;MASC+FEM;SG
باضابطہ	regelbundet	باضابطہ	regelbund	N	N;NOM;DEF;NEUT;SG
باضابطہ	regelbunden	باضابطہ	regelbund	N	N;NOM;INDF;MASC+FEM;SG
باضابطہ	ordinarie	باضابطہ	ordinarium	N	N;NOM;INDF;MASC+FEM;SG
باقاعدہ	regelbundna	باقاعدہ	regelbunden	ADJ	ADJ;NOM;PL
باقاعدہ	formella	باقاعدہ	formell	ADJ	ADJ;NOM;PL
باقاعدہ	formell	باقاعدہ	formell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
باقاعدہ	formellt	باقاعدہ	formell	ADJ	ADJ;NOM;INDF;NEUT;SG
باب	punkt	باب	punkt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	poäng	باب	poäng	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	point	باب	point	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	rubrik	باب	rubrik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	gate	باب	gate	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	grind	باب	grind	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	respekt	باب	respekt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	respekten	باب	respekt	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
باب	affär	باب	affär	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	ämne	باب	ämne	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	ämnet	باب	ämne	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
باب	materia	باب	materi	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	dörr	باب	dörr	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	dörren	باب	dörr	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
باب	föremål	باب	föremål	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	ämne	باب	ämne	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	avsnitt	باب	avsnitt	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	sektionen	باب	sektion	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
باب	sektion	باب	sektion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	avdelning	باب	avdelning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باب	avsnittet	باب	avsnitt	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
باب	kapitel	باب	kapitel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
باب	kapitlet	باب	kapitel	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
باب	skatt	باب	skatt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	konto	بابت	konto	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	kontot	بابت	konto	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
بابت	head	بابت	head	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	huvud	بابت	huvud	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	huvudet	بابت	huvud	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
بابت	respekt	بابت	respekt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	respekten	بابت	respekt	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
بابت	oro	بابت	oro	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	omtanke	بابت	omtanke	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	angående	بابت	angående	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	affär	بابت	affär	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	affärsverksamhet	بابت	affärsverksamhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	business	بابت	business	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	näringsliv	بابت	näringsliv	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	materia	بابت	materi	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بابت	varan	بابت	vara	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
بابت	objekt	بابت	objekt	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	föremål	بابت	föremål	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
بابت	artikeln	بابت	artikel	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
بابت	artikel	بابت	artikel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باپ	uppfinnare	باپ	uppfinnare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باپ	far	باپ	far	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باپ	fader	باپ	far	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باپ	fadern	باپ	far	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
باپ	pappa	باپ	pappa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باپ	överlägsen	باپ	överlägs	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
باپ	överlägset	باپ	överlägs	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
باپ	äldste	باپ	gammal	N;NOM;MASC;SG;3	N;SG
باپ	guardian	باپ	guardian	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
باپ	förmyndare	باپ	förmyndare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	punkt	بات	punkt	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	poäng	بات	poäng	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	point	بات	point	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	bevis	بات	bevis	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	belägg	بات	belägg	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	bevisning	بات	bevisning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	bevismaterial	بات	bevismaterial	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	skick	بات	skick	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	lust	بات	lust	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	önskan	بات	önskan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	åtrå	بات	åtrå	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	längtan	بات	längtan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	skvaller	بات	skvaller	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	sed	بات	sed	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	prakt	بات	prakt	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	klagomål	بات	klagomål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	förevändning	بات	förevändning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	önskan	بات	önskan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	wish	بات	wish	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	anledning	بات	anledning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	förnuft	بات	förnuft	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	skäl	بات	skäl	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	orsak	بات	orsak	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	överklagande	بات	överklagande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	överklagandet	بات	överklagande	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	överklagan	بات	överklaga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	bevis	بات	bevis	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	envishet	بات	envishet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	åtskillnad	بات	åtskillnad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	distinktion	بات	distinktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	mystery	بات	mystery	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	mystik	بات	mystik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	mysterium	بات	mysterium	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	löfte	بات	löfte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	hemlighet	بات	hemlighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	secret	بات	sec	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	vana	بات	vana	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ovana	بات	ovana	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	merit	بات	merit	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	want	بات	want	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	materia	بات	materi	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	berättelse	بات	berättelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	händelse	بات	händelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	story	بات	story	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	historia	بات	historia	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	aim	بات	aim	N;NOM;FEM;SG;3	N
بات	förekomst	بات	förekomst	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ord	بات	ord	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	word	بات	word	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	proposition	بات	proposition	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	saga	بات	saga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	berättelse	بات	berättelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	begäran	بات	begära	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	förfrågan	بات	förfrågan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ordspråk	بات	ordspråk	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	rang	بات	rang	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	grad	بات	grad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	rank	بات	rank	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	orsak	بات	orsak	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	idé	بات	idé	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	övning	بات	övning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	praktik	بات	praktik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	praxis	بات	praxis	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	eminens	بات	emin	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	kontor	بات	kontor	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	kontoret	بات	kontor	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	office	بات	office	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	uttalande	بات	uttalande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	envishet	بات	envishet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	diskurs	بات	diskurs	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	kvalité	بات	kvalité	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	kvalitet	بات	kvalitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	kvaliteten	بات	kvalitet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	förlovning	بات	förlovning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	interaktion	بات	interaktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	engagemang	بات	engagemang	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	syfte	بات	syfte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ändamål	بات	ändamål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	tal	بات	tal	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	anförande	بات	anförande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	talet	بات	tal	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	läge	بات	läge	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	rådgivning	بات	rådgivning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	behov	بات	behov	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	substans	بات	substans	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ämne	بات	ämne	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	löfte	بات	löfte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ämne	بات	ämne	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ämnet	بات	ämne	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	frågan	بات	fråga	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	fråga	بات	fråga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	rykte	بات	ryka	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	rykten	بات	rykt	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	föredrag	بات	föredrag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	prat	بات	prat	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	talk	بات	talk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	föremål	بات	föremål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ämne	بات	ämne	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	sätt	بات	sätt	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	way	بات	way	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	emission	بات	emission	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	punkt	بات	punkt	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	poäng	بات	poäng	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	point	بات	point	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	bevis	بات	bevis	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	belägg	بات	belägg	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	bevisning	بات	bevisning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	bevismaterial	بات	bevismaterial	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	skick	بات	skick	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	lust	بات	lust	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	önskan	بات	önskan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	åtrå	بات	åtrå	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	längtan	بات	längtan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	skvaller	بات	skvaller	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	sed	بات	sed	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	prakt	بات	prakt	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	klagomål	بات	klagomål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	förevändning	بات	förevändning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	önskan	بات	önskan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	wish	بات	wish	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	anledning	بات	anledning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	förnuft	بات	förnuft	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	skäl	بات	skäl	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	orsak	بات	orsak	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	överklagande	بات	överklagande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	överklagandet	بات	överklagande	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	överklagan	بات	överklaga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	bevis	بات	bevis	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	envishet	بات	envishet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	åtskillnad	بات	åtskillnad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	distinktion	بات	distinktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	mystery	بات	mystery	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	mystik	بات	mystik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	mysterium	بات	mysterium	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	löfte	بات	löfte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	hemlighet	بات	hemlighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	secret	بات	sec	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	vana	بات	vana	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ovana	بات	ovana	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	merit	بات	merit	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	want	بات	want	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	materia	بات	materi	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	berättelse	بات	berättelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	händelse	بات	händelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	story	بات	story	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	historia	بات	historia	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	aim	بات	aim	N;NOM;FEM;SG;3	N
بات	förekomst	بات	förekomst	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ord	بات	ord	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	word	بات	word	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	proposition	بات	proposition	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	saga	بات	saga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	berättelse	بات	berättelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	begäran	بات	begära	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	förfrågan	بات	förfrågan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ordspråk	بات	ordspråk	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	rang	بات	rang	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	grad	بات	grad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	rank	بات	rank	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	orsak	بات	orsak	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	idé	بات	idé	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	övning	بات	övning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	praktik	بات	praktik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	praxis	بات	praxis	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	eminens	بات	emin	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	kontor	بات	kontor	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	kontoret	بات	kontor	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	office	بات	office	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	uttalande	بات	uttalande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	envishet	بات	envishet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	diskurs	بات	diskurs	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	kvalité	بات	kvalité	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	kvalitet	بات	kvalitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	kvaliteten	بات	kvalitet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	förlovning	بات	förlovning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	interaktion	بات	interaktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	engagemang	بات	engagemang	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	syfte	بات	syfte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ändamål	بات	ändamål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	tal	بات	tal	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	anförande	بات	anförande	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	talet	بات	tal	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	läge	بات	läge	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	rådgivning	بات	rådgivning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	behov	بات	behov	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	substans	بات	substans	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ämne	بات	ämne	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	löfte	بات	löfte	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	affär	بات	affär	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	ämne	بات	ämne	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ämnet	بات	ämne	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
بات	frågan	بات	fråga	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	fråga	بات	fråga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	rykte	بات	ryka	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	rykten	بات	rykt	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
بات	föredrag	بات	föredrag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	prat	بات	prat	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	talk	بات	talk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	föremål	بات	föremål	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	ämne	بات	ämne	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	sätt	بات	sätt	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
بات	way	بات	way	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
بات	emission	بات	emission	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
باتیں	lagar	بات	lag	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
باتیں	regler	بات	regel	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
باتیں	bestämmelser	بات	bestämmelse	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
بادشاہ	king	بادشاہ	king	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
بادشاہ	kungen	بادشاہ	kung	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
بادشاہ	kung	بادشاہ	kung	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
