και	och	και	och	CONJ	CONJ
σχετικό	relaterad	σχετικός	relaterad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
σχετικό	relaterat	σχετικός	relatera	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
σχετικό	närstående	σχετικός	närstående	ADJ;NOM;NEUT;SG	ADJ;NOM
ποσό	belopp	ποσό	belopp	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ποσό	mängd	ποσό	mängd	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κατέχει	innehar	κατέχω	inneha	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
κατέχει	håller	κατέχω	hålla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
μεθόδους	metoderna	μέθοδος	metod	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
μεθόδους	metoder	μέθοδος	metod	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
κόμης	antal	κόμη	antal	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
παρουσιάζεται	presenteras	παρουσιάζω	presentera	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;PASS
καθιερώθηκε	introducerades	καθιερώνω	introducera	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;PASS
καθιερώθηκε	infördes	καθιερώνω	införa	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;PASS
ήττες	förluster	ήττα	förlust	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
αφήνοντας	lämnar	αφήνω	lämna	V;IPFV;V.CVB;ACT	V;IND;PRS;FIN;ACT
δυστυχώς	tyvärr	δυστυχώς	tyvärr	ADV	ADV
δυστυχώς	olyckligtvis	δυστυχώς	olyckligtvis	ADV	ADV
δυστυχώς	dessvärre	δυστυχώς	dessvärre	ADV	ADV
τάξεις	klasser	τάξη	klass	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
τάξεις	klasserna	τάξη	klass	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
τάξεις	lektioner	τάξη	lektion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
λεπτό	minuten	λεπτό	minut	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
λεπτό	minut	λεπτό	minut	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
βρίσκει	finner	βρίσκω	finna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
βρίσκει	hittar	βρίσκω	hitta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
ηχογραφήσεις	registreringar	ηχογράφηση	registrering	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ηχογραφήσεις	inspelningar	ηχογράφηση	inspelning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
εκατοστά	centimeter	εκατοστά	centimet	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ορχήστρα	band	ορχήστρα	band	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ορχήστρα	musikgrupp	ορχήστρα	musikgrupp	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ορχήστρα	orkestern	ορχήστρα	orkester	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ορχήστρα	orkester	ορχήστρα	orkest	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
άνοιγμα	öppnande	άνοιγμα	öppnande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
άνοιγμα	öppning	άνοιγμα	öppning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
χαρακτηριστική	karakteristisk	χαρακτηριστικός	karakteristisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
υγρό	vätska	υγρό	vätsk	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
υγρό	vätska	υγρό	vätsk	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
υγρό	vått	υγρό	vitta	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ηγέτες	ledare	ηγέτης	ledare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ηγέτες	ledarna	ηγέτης	ledare	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
ζευγάρι	par	ζευγάρι	par	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ζευγάρι	par	ζευγάρι	par	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ζευγάρι	paret	ζευγάρι	par	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
διαθήκη	testamente	διαθήκη	testamente	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
διαθήκη	testamentet	διαθήκη	testamente	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
πριγκίπισσα	princess	πριγκίπισσα	princess	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πριγκίπισσα	prinsessan	πριγκίπισσα	prinsessa	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
πριγκίπισσα	prinsessa	πριγκίπισσα	prinsess	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ήχου	audio	ήχου	audio	N;GEN;NEUT;SG	N
παρόμοιο	likartad	παρόμοιος	likartad	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
αθλητικός	atletisk	αθλητικός	atletisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
δημοψήφισμα	folkomröstningen	δημοψήφισμα	folkomröstning	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
δημοψήφισμα	folkomröstning	δημοψήφισμα	folkomröstning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
πουλιά	fåglar	πουλί	fågel	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σύντομη	short	σύντομος	short	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σύντομη	korthet	σύντομος	korthet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σύντομη	kortfattat	σύντομος	kortfatta	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
διδασκαλία	undervisning	διδασκαλία	undervisning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
καταστροφές	katastrofer	καταστροφή	katastrof	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
διοικητικές	administrativa	διοικητικός	administrativ	ADJ;NOM;FEM;PL	ADJ;NOM;PL
είκοσι	tjugo	είκοσι	tjugo	NUM;NOM;NEUT;PL	NUM;NOM
κατοικία	bostaden	κατοικία	bostad	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
κατοικία	bostad	κατοικία	bostad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατοικία	vistelse	κατοικία	vistelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατοικία	hemvist	κατοικία	hemvist	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατοικία	bosättning	κατοικία	bosättning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατοικία	bostad	κατοικία	bostad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατοικία	hemvist	κατοικία	hemvist	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διοικητικό	administrativ	διοικητικός	administrativ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
διοικητικό	administrativt	διοικητικός	administrativ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
άντρες	karlar	άντρας	karla	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
άντρες	män	άντρας	man	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
παλαιό	gammal	παλιός	gammal	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
παλαιό	gammalt	παλιός	gammal	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
διέταξε	beställde	διατάγω	beställa	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
φαινόμενα	företeelser	φαινόμενο	företeelse	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
διάταγμα	stadga	διάταγμα	stadga	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
διάταγμα	förordning	διάταγμα	förordning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
διάταγμα	föreskrift	διάταγμα	föreskrift	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
διάταγμα	påbud	διάταγμα	påbud	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
διάταγμα	dekret	διάταγμα	dekr	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
τείχη	murar	τείχος	mura	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
τείχη	väggarna	τείχος	vägg	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
τείχη	väggar	τείχος	vägg	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σύγχρονο	modernt	σύγχρονο	modern	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
σύγχρονο	nutida	σύγχρονο	nutida	ADJ;NOM;NEUT;SG	ADJ;NOM
υπεύθυνος	ansvarsfullt	υπεύθυνος	ansvarsfull	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
υπεύθυνος	ansvarsfull	υπεύθυνος	ansvarsfull	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
υπεύθυνος	ansvarig	υπεύθυνος	ansvarig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
υπεύθυνος	ansvarigt	υπεύθυνος	ansvarig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
νοτιοανατολικά	sydost	νοτιοανατολικά	sydost	ADV	ADV
δάσος	skog	δάσος	skog	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δάσος	woods	δάσος	woods	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δάσος	skogen	δάσος	skog	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
δάσος	skog	δάσος	skog	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δάσος	skogs	δάσος	skoga	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δάσος	skogen	δάσος	skog	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
δάσος	forest	δάσος	forest	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
οδηγίες	direktiven	οδηγία	direktiv	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
οδηγίες	instruktioner	οδηγία	instruktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
οδηγίες	anvisningar	οδηγία	anvisning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
φθινόπωρο	hösten	φθινόπωρος	höst	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
φθινόπωρο	höst	φθινόπωρος	höst	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
φθινόπωρο	hösten	φθινόπωρος	höst	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
φθινόπωρο	fall	φθινόπωρος	fall	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
φθινόπωρο	höst	φθινόπωρος	höst	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
διαδικασίες	förfaranden	διαδικασία	förfarande	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
διαδικασίες	förfaranden	διαδικασία	förfarande	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
διαδικασίες	procedurer	διαδικασία	procedur	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ερευνητές	forskare	ερευνητής	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
καταργήθηκε	avskaffades	καταργώ	avskaffa	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;PASS
νοτιοδυτικά	sydväst	νοτιοδυτικά	sydväst	ADV	ADV
μεταγραφή	transkription	μεταγραφή	transkription	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρόσφυγες	flyktingar	πρόσφυγας	flykting	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
επικράτησε	segrade	επικρατώ	segra	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
βασικός	grundläggande	βασικός	grundläggande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
άνοδος	upphov	άνοδος	upphov	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
άνοδος	anod	άνοδος	anod	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
οριστικά	slutgiltigt	οριστικά	slutgiltig	ADV	ADV
δράμα	drama	δράμα	drama	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
δράμα	dramatik	δράμα	dramatik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δράμα	dramat	δράμα	dramat	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
έλεγχος	control	έλεγχος	control	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
έλεγχος	kontroll	έλεγχος	kontroll	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
έλεγχος	check	έλεγχος	check	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
αλλάζει	ändrar	αλλάζω	ändra	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
αλλάζει	byta	αλλάζω	byta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
βορειοανατολικά	nordost	βορειοανατολικά	nordost	ADV	ADV
μηδέν	noll	μηδέν	noll	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μηδέν	zero	μηδέν	zero	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μηδέν	nolla	μηδέν	nolla	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
χάλκινο	brons	χάλκινος	brons	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
πλατφόρμα	plattformen	πλατφόρμα	plattform	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
πλατφόρμα	plattform	πλατφόρμα	plattform	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανασκαφές	utgrävningar	ανασκαφή	utgrävning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
βαθμός	examen	βαθμός	exam	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαθμός	grad	βαθμός	grad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαθμός	betyg	βαθμός	betyg	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
βαθμός	årskurs	βαθμός	årskurs	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαθμός	rang	βαθμός	rang	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαθμός	grad	βαθμός	grad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαθμός	rank	βαθμός	rank	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
σταθερή	fixerad	σταθερός	fixerad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
σταθερή	åtgärdat	σταθερός	åtgärda	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
σταθερή	fixat	σταθερός	fixat	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
σταθερή	stadig	σταθερός	stadig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
σταθερή	stabil	σταθερός	stabil	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
σταθερή	stabilt	σταθερός	stabil	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
κριτήριο	kriteriet	κριτήριο	kriteri	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
κριτήριο	kriterium	κριτήριο	kriterium	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κοινωνικές	sociala	κοινωνικός	social	ADJ;NOM;FEM;PL	ADJ;NOM;PL
δάση	skogarna	δάσος	skogare	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
δάση	skogar	δάσος	skoga	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
φιλόσοφοι	filosofer	φιλόσοφος	filosof	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
μαθητής	elev	μαθητής	elev	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
μαθητής	studenten	μαθητής	student	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
μαθητής	elev	μαθητής	elev	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
μαθητής	student	μαθητής	student	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
γιους	söner	γιος	söner	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
γιους	söners	γιος	sön	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
υποψηφιότητες	nomineringar	υποψηφιότητα	nominering	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
βιογραφικό	bio	βιογραφικός	bio	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
βιογραφικό	biografi	βιογραφικός	biografi	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
θεά	gudinna	θεά	gudinn	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
θεά	gudinnan	θεά	gudinna	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
κρίσιμη	kritisk	κρίσιμος	kritisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
κρίσιμη	kritiskt	κρίσιμος	kritisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
κρίσιμη	avgörande	κρίσιμος	avgörande	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
καταλαμβάνει	ockuperar	καταλαμβάνω	ockupera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
καταλαμβάνει	upptar	καταλαμβάνω	uppta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
καταλαμβάνει	intar	καταλαμβάνω	inta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
επικοινωνία	kommunikation	επικοινωνία	kommunikation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επικοινωνία	meddelande	επικοινωνία	meddelande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
επικοινωνία	kontakt	επικοινωνία	kontakt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επικοινωνία	kommunikation	επικοινωνία	kommunikation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
γεωγραφική	geografisk	γεωγραφικός	geografisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ποσότητες	mängder	ποσότητα	mängd	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ποσότητες	kvantiteter	ποσότητα	kvantitet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
καθολική	katolsk	καθολικός	katolsk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
καθολική	katolik	καθολικός	katolik	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
καθολική	universell	καθολικός	universell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
καθολική	universellt	καθολικός	universell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
εξίσωση	ekvation	εξίσωση	ekvation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μοίρα	skvadron	μοίρα	skvadron	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μοίρα	öde	μοίρα	öd	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
μοίρα	ödet	μοίρα	öd	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
μοίρα	öde	μοίρα	öd	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
μοίρα	ödet	μοίρα	öd	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ασθένεια	sjukdom	ασθένεια	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ασθένεια	sjukdom	ασθένεια	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ασθένεια	sjukdom	ασθένεια	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αρχαίος	uråldrig	αρχαίος	uråldrig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
αρχαίος	forntida	αρχαίος	forntida	ADJ;NOM;MASC;SG	ADJ;NOM
σύνοδο	toppmöte	σύνοδο	toppmöt	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
σύνοδο	toppmötet	σύνοδο	toppmöt	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
πλήρης	fullständig	πλήρης	fullständig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
πλήρης	full	πλήρης	full	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
πλήρης	komplett	πλήρης	komplett	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
πλήρης	fullständig	πλήρης	fullständig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
στρατιωτικοί	militära	στρατιωτικός	militär	ADJ;NOM;MASC;PL	ADJ;NOM;PL
αθλητικό	atletisk	αθλητικό	atletisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
οργανώσεις	organisationer	οργάνωση	organisation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
οργανώσεις	organisationer	οργάνωση	organisation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
κενό	mellanrum	κενό	mellanrum	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κενό	lucka	κενό	lucka	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κενό	gap	κενό	gap	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κενό	vakuum	κενό	vakuum	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κενό	tomrum	κενό	tomrum	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κενό	tom	κενό	tom	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κενό	blank	κενό	blank	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
προτείνει	rekommenderar	προτείνω	rekommenderar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
προτείνει	föreslår	προτείνω	föreslå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
βαθμοί	punkter	βαθμός	punkt	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
βαθμοί	punkterna	βαθμός	punkt	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
βαθμοί	examina	βαθμός	examin	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
στέλεχος	stam	στέλεχος	stam	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
αριστερό	left	αριστερός	lefa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
αριστερό	vänstern	αριστερός	vänster	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
αριστερό	vänster	αριστερός	vänster	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
σίγουρα	definitivt	σίγουρα	definitiv	ADV	ADV
λαμβάνοντας	tar	λαμβάνω	ta	V;IPFV;V.CVB;ACT	V;IND;PRS;FIN;ACT
σχετικές	relevanta	σχετικός	relevant	ADJ;NOM;FEM;PL	ADJ;NOM;PL
σχετικές	närstående	σχετικός	närstående	ADJ;NOM;FEM;PL	ADJ;NOM
σχετικές	relaterade	σχετικός	relatera	ADJ;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
πέραν	bortom	πέραν	bortom	ADP	ADP
άγγελος	ängeln	άγγελος	ängel	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
άγγελος	ängel	άγγελος	ängel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
άγγελος	angel	άγγελος	angel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
συνεχή	kontinuerlig	συνεχής	kontinuerlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
συνεχή	fortlöpande	συνεχής	fortlöpande	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
κόρες	pupiller	κόρα	pupiller	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
κόρες	elever	κόρα	elev	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
κόρες	döttrar	κόρα	döttra	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
οργανική	organiskt	οργανικός	organisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
οργανική	ekologiskt	οργανικός	ekologisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
οργανική	ekologisk	οργανικός	ekologisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
εργοστάσιο	planta	εργοστάσιο	planta	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εργοστάσιο	anläggning	εργοστάσιο	anläggning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εργοστάσιο	fabriken	εργοστάσιο	fabrik	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
εργοστάσιο	fabrik	εργοστάσιο	fabrik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εργοστάσιο	factory	εργοστάσιο	factory	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
θερμοκρασίες	temperaturer	θερμοκρασία	temperatur	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
προσωρινή	tillfällig	προσωρινός	tillfällig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
προσωρινή	temporär	προσωρινός	temporär	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
προσωρινή	preliminär	προσωρινός	preliminär	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
προσωρινή	provisoriskt	προσωρινός	provisorisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
κωμωδία	komedi	κωμωδία	komedi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
