まで	inntil	まで	inntil	ADP	ADP
セカンド	sekund	セカンド	sekund	N	N;INDF;NEUT;SG
セカンド	second	セカンド	second	N	N
ブーム	boom	ブーム	boom	N	N;INDF;MASC;SG
後ろ	behind	後ろ	behind	N	N;INDF;SG
後ろ	back	後ろ	back	N	N
パーティー	parti	パーティー	parti	N	N;INDF;NEUT;SG
パーティー	fest	パーティー	fest	N	N;INDF;MASC;SG
パーティー	feste	パーティー	feste	N	N;INDF;NEUT;SG
パーティー	party	パーティー	party	N	N;INDF;NEUT;SG
パーティー	fester	パーティー	fester	N	N;INDF;FEM;PL
パーティー	partier	パーティー	parti	N	N;INDF;NEUT;SG
マップ	kart	マップ	kart	N	N;INDF;NEUT;SG
マップ	kart	マップ	kart	N	N;INDF;NEUT;SG
ギャラリー	gallerier	ギャラリー	gallerium	N	N;INDF;NEUT;SG
ギャラリー	galleriet	ギャラリー	galleri	N	N;DEF;NEUT;SG
ギャラリー	galleri	ギャラリー	galleri	N	N;INDF;NEUT;SG
ギャラリー	gallery	ギャラリー	gallery	N	N;INDF;FEM;SG
ガード	vakt	ガード	vakt	N	N;INDF;FEM;SG
十二	tolv	十二	tolv	NUM	NUM;PL
ターン	vending	ターン	vending	N	N;INDF;FEM;SG
結論	konklusjon	結論	konklusjon	N	N;INDF;MASC;SG
結論	slutninger	結論	slutninger	N	N;INDF;FEM;PL
結論	konklusjoner	結論	konklusjon	N	N;INDF;MASC;SG
結論	konklusjon	結論	konklusjon	N	N;INDF;MASC;SG
結論	konklusjonen	結論	konklusjon	N	N;DEF;MASC;SG
秘書	sekretærer	秘書	sekretær	N	N;INDF;FEM;PL
秘書	sekretær	秘書	sekretær	N	N;INDF;MASC;SG
ラテン語	latin	ラテン語	latin	N	N;INDF;MASC;SG
属性	eiendommer	属性	eiendom	N	N;INDF;MASC;PL
属性	egenskaper	属性	egenskap	N	N;INDF;NEUT;SG
属性	attributter	属性	attributter	N	N;INDF;NEUT;SG
属性	egenskaper	属性	egenskap	N	N;INDF;NEUT;SG
シル	sil	シル	sile	N	N;INDF;NEUT;SG
アーカイブ	arkivere	アーカイブ	arkivere	N	N;INDF;NEUT;SG
アーカイブ	arkivering	アーカイブ	arkivering	N	N;INDF;FEM;SG
アーカイブ	arkiv	アーカイブ	arkiv	N	N;INDF;NEUT;SG
アーカイブ	arkivere	アーカイブ	arkivere	N	N;INDF;NEUT;SG
アーカイブ	arkiver	アーカイブ	arkiver	N	N
アーカイブ	arkivet	アーカイブ	arkiv	N	N;DEF;NEUT;SG
アーカイブ	arkiver	アーカイブ	arkiver	N	N
騎兵	kavaleri	騎兵	kavaleri	N	N;INDF;NEUT;SG
衝撃	sammenstøt	衝撃	sammenstøt	N	N;INDF;MASC;SG
衝撃	innvirkning	衝撃	innvirkning	N	N;INDF;FEM;SG
衝撃	nedslag	衝撃	nedslag	N	N;INDF;NEUT;SG
衝撃	sjokk	衝撃	sjokk	N	N;INDF;NEUT;SG
ユニオン	union	ユニオン	union	N	N;INDF;MASC;SG
ユニオン	fagforening	ユニオン	fagforening	N	N;INDF;FEM;SG
ユニオン	unionen	ユニオン	union	N	N;DEF;MASC;SG
前面	front	前面	front	N	N;INDF;MASC;SG
前面	foran	前面	foran	N	N;INDF;MASC;SG
瞬間	moment	瞬間	moment	N	N;INDF;NEUT;SG
瞬間	øyeblikket	瞬間	øyeblikk	N	N;DEF;NEUT;SG
瞬間	øyeblikk	瞬間	øyeblikk	N	N;INDF;MASC;SG
瞬間	øyeblikkelig	瞬間	øyeblikkelig	N	N;INDF;MASC;SG
瞬間	øyeblikk	瞬間	øyeblikk	N	N;INDF;MASC;SG
ストップ	stopp	ストップ	stopp	N	N;INDF;NEUT;SG
歯科	odontologi	歯科	odontologi	N	N;INDF;MASC;SG
招待	inviterer	招待	invitere	V	V;IND;PRS;FIN
エクスプレス	express	エクスプレス	express	N	N
スタンド	stand	スタンド	stand	N	N;INDF;MASC;SG
プレゼント	gaver	プレゼント	gaver	N	N;INDF;FEM;PL
プレゼント	nåværende	プレゼント	nåværende	N	N;INDF;NEUT;SG
プレゼント	presang	プレゼント	presang	N	N;INDF;MASC;SG
プレゼント	nåtid	プレゼント	nåtid	N	N;INDF;FEM;SG
プレゼント	tilstede	プレゼント	tilsted	N	N;INDF;MASC;SG
オーナー	owner	オーナー	oæne	N	N;INDF;NEUT;SG
オーナー	eier	オーナー	eine	N	N;INDF;NEUT;SG
オーナー	eiere	オーナー	eiere	N	N;INDF;NEUT;SG
グラフ	graf	グラフ	graf	N	N;INDF;NEUT;SG
グラフ	charts	グラフ	charts	N	N
グラフ	diagrammer	グラフ	diagram	N	N;INDF;FEM;PL
馬力	hestekrefter	馬力	hestekraft	N	N;INDF;FEM;PL
アリーナ	arena	アリーナ	arena	N	N;INDF;MASC;SG
そば	bokhvete	そば	bokhvete	N	N;INDF;NEUT;SG
認証	bekrefte	認証	bekrefte	N	N;INDF;FEM;SG
認証	autentisering	認証	autentisering	N	N;INDF;FEM;SG
認証	verifisering	認証	verifisering	N	N;INDF;FEM;SG
認証	bekreftelse	認証	bekreftelse	N	N;INDF;MASC;SG
婦人	ladies	婦人	ladias	N	N;INDF;MASC;SG
婦人	damer	婦人	dame	N	N;INDF;FEM;PL
チャンス	sjanse	チャンス	sjanse	N	N;INDF;MASC;SG
チャンス	chance	チャンス	chance	N	N
チャンス	sjans	チャンス	sjans	N	N;INDF;MASC;SG
制服	uniform	制服	uniform	N	N;INDF;FEM;SG
リアル	ekte	リアル	ekte	ADJ	ADJ;INDF;NEUT;SG
リアル	reelt	リアル	reell	ADJ	ADJ;INDF;NEUT;SG
ギタリスト	gitarist	ギタリスト	gitarist	N	N;INDF;MASC;SG
ギタリスト	gitarister	ギタリスト	gitarister	N	N;INDF;MASC;SG
カム	cam	カム	cam	N	N;INDF;MASC;SG
ラッシュ	rush	ラッシュ	rush	N	N;INDF;SG
コントロール	kontrollere	コントロール	kontrollere	V	V;NFIN
コントロール	kontrollerer	コントロール	kontrollere	V	V;IND;PRS;FIN
メイド	hushjelp	メイド	hushjelp	N	N;INDF;FEM;SG
メイド	hushjelper	メイド	hushjelpe	N	N;INDF;FEM;PL
毎回	everytime	毎回	everytim	N	N;INDF;NEUT;SG
階段	trapper	階段	trappe	N	N;INDF;FEM;PL
階段	trappa	階段	trapp	N	N;DEF;FEM;SG
階段	trapp	階段	trapp	N	N;INDF;FEM;SG
階段	stair	階段	stii	N	N;INDF;MASC;SG
階段	trapp	階段	trapp	N	N;INDF;FEM;SG
ナン	nan	ナン	nan	N	N;INDF
ステレオ	stereo	ステレオ	stereo	N	N;INDF;MASC;SG
ステレオ	stereoanlegg	ステレオ	stereoanlegg	N	N;INDF;NEUT;SG
リゾート	resort	リゾート	resor	N	N;INDF;NEUT;SG
リゾート	feriested	リゾート	ferieste	N	N;INDF;MASC;SG
リゾート	alpinanlegg	リゾート	alpinanlegg	N	N;INDF;NEUT;SG
ヘリコプター	helikopter	ヘリコプター	helikopter	N	N;INDF;NEUT;SG
フォーク	fork	フォーク	fork	N	N;INDF;NEUT;SG
フォーク	gaffel	フォーク	gaffel	N	N;INDF;MASC;SG
ブリッジ	bro	ブリッジ	bro	N	N;INDF;MASC;SG
ブリッジ	bridging	ブリッジ	bridging	N	N;INDF;FEM;SG
ルーム	rommet	ルーム	rom	N	N;DEF;NEUT;SG
ルーム	værelse	ルーム	værelse	N	N;INDF;MASC;SG
ルーム	rom	ルーム	rom	N	N;INDF;NEUT;SG
ルーム	room	ルーム	room	N	N
ルーム	rom	ルーム	rom	N	N;INDF;NEUT;SG
反映	reflekterer	反映	reflektere	V	V;IND;PRS;FIN
反映	reflektere	反映	reflektere	V	V;NFIN
思い出	minner	思い出	minne	V	V;IND;PRS;FIN
ピアニスト	pianist	ピアニスト	pianist	N	N;INDF;MASC;SG
原理	prinsippet	原理	prinsipp	N	N;DEF;NEUT;SG
原理	prinsipp	原理	prinsipp	N	N;INDF;NEUT;PL
原理	prinsipper	原理	prinsippe	N	N;INDF;NEUT;SG
原理	prinsipp	原理	prinsipp	N	N;INDF;NEUT;PL
送る	send	送る	sende	V	V;IMP;FIN
バーン	låven	バーン	låven	N	N;DEF;MASC;SG
バーン	låve	バーン	låve	N	N;INDF;FEM;SG
バーン	fjøs	バーン	fjøs	N	N;INDF;NEUT;SG
戦術	taktikk	戦術	taktikk	N	N;INDF;MASC;SG
戦術	taktikk	戦術	taktikk	N	N;INDF;MASC;SG
スピン	spinn	スピン	spinn	N	N;INDF;NEUT;SG
ホイール	hjul	ホイール	hjul	N	N;INDF;NEUT;SG
ホイール	hjulet	ホイール	hjul	N	N;DEF;NEUT;SG
ホイール	hjul	ホイール	hjul	N	N;INDF;NEUT;SG
レーザー	laseren	レーザー	laser	N	N;DEF;MASC;SG
レーザー	laser	レーザー	laser	N	N;INDF;MASC;SG
忍者	ninja	忍者	ninje	N	N;INDF;MASC;SG
忍者	ninjaer	忍者	ninja	N	N;INDF;MASC;PL
ユーザ	brukeren	ユーザ	bruker	N	N;DEF;MASC;SG
ユーザ	brukerne	ユーザ	brukerne	N	N;INDF;FEM;SG
海峡	stredet	海峡	stred	N	N;DEF;NEUT;SG
海峡	strait	海峡	strai	N	N;INDF;NEUT;SG
海峡	straits	海峡	straits	N	N;INDF;NEUT;SG
海峡	kanal	海峡	kanal	N	N;INDF;MASC;SG
海峡	channel	海峡	channel	N	N;INDF;MASC;SG
海峡	kanalen	海峡	kanal	N	N;DEF;MASC;SG
氏名	namn	氏名	namn	N	N;INDF;NEUT;SG
氏名	navnet	氏名	navn	N	N;DEF;NEUT;SG
氏名	navn	氏名	navn	N	N;INDF;NEUT;SG
ムーン	måne	ムーン	måne	N	N;INDF;MASC;SG
ムーン	månen	ムーン	måne	N	N;DEF;MASC;SG
ムーン	moon	ムーン	moon	N	N;INDF;SG
ラーメン	ramen	ラーメン	ram	N	N;DEF;MASC;SG
スポット	spisested	スポット	spisested	N	N;INDF;MASC;SG
スポット	place	スポット	place	N	N
スポット	flekk	スポット	flekk	N	N;INDF;MASC;SG
スポット	spot	スポット	spot	N	N;INDF;MASC;SG
スポット	stader	スポット	stad	N	N;INDF;MASC;PL
スポット	steder	スポット	stede	N	N;INDF;MASC;PL
スポット	spisesteder	スポット	spisestede	N	N;INDF;MASC;SG
酸素	oksygen	酸素	oksyg	N	N;DEF;MASC;SG
要件	krav	要件	krav	N	N;INDF;NEUT;SG
要件	kravene	要件	krav	N	N;DEF;FEM;PL
チャンピオンシップ	mesterskap	チャンピオンシップ	mesterskap	N	N;INDF;NEUT;SG
チャンピオンシップ	championship	チャンピオンシップ	championship	N	N;INDF;MASC;SG
プロセス	prosess	プロセス	prosess	N	N;INDF;MASC;SG
プロセス	prosessen	プロセス	prosess	N	N;DEF;MASC;SG
プロセス	prosesser	プロセス	prosesse	N	N;INDF;FEM;PL
友達	vennene	友達	venn	N	N;DEF;MASC;PL
友達	vener	友達	ven	N	N;INDF;MASC;PL
友達	venner	友達	venn	N	N;INDF;MASC;PL
友達	vennen	友達	venn	N	N;DEF;MASC;SG
友達	venninne	友達	venninne	N	N;INDF;FEM;SG
友達	ven	友達	ven	N	N;INDF;MASC;SG
友達	venn	友達	vinne	N	N;INDF;MASC;SG
充実	oppfyller	充実	oppfylle	V	V;IND;PRS;FIN
ガイドライン	retningslinjene	ガイドライン	retningslinje	N	N;DEF;FEM;PL
ガイドライン	retningslinjer	ガイドライン	retningslinje	N	N;INDF;FEM;PL
ガイドライン	guideline	ガイドライン	guideline	N	N;INDF;FEM;SG
リポーター	reportere	リポーター	reportere	N	N;INDF;FEM;SG
リポーター	journalister	リポーター	journalister	N	N;INDF;MASC;SG
リポーター	reporteren	リポーター	reporter	N	N;DEF;MASC;SG
リポーター	reporter	リポーター	reporter	N	N;INDF;MASC;SG
飛行場	flyplass	飛行場	flyplass	N	N;INDF;MASC;SG
登記	registrering	登記	registrering	N	N;INDF;FEM;SG
登記	påmelding	登記	påmelding	N	N;INDF;FEM;SG
登記	vognkort	登記	vognkort	N	N;INDF;NEUT;SG
レディ	lady	レディ	lady	N	N;INDF;MASC;SG
レディ	damen	レディ	dame	N	N;DEF;MASC;SG
レディ	dame	レディ	dame	N	N;INDF;FEM;SG
損害	skade	損害	skade	N	N;INDF;MASC;SG
ボート	båter	ボート	båt	N	N;INDF;MASC;PL
ボート	roing	ボート	roing	N	N;INDF;MASC;SG
ボート	båt	ボート	båt	N	N;INDF;MASC;SG
説得	overtale	説得	overtale	V	V;IMP;FIN
サーキット	circuit	サーキット	circuit	N	N
サーキット	krets	サーキット	krets	N	N;INDF;MASC;SG
行列	matrise	行列	matrise	N	N;INDF;FEM;SG
行列	matrix	行列	matrix	N	N;INDF;NEUT;SG
日常	hverdags	日常	hverdags	N	N;INDF;MASC;SG
日常	everyday	日常	everyday	N	N;INDF;MASC;SG
道具	utstyr	道具	utstyr	N	N;INDF;NEUT;SG
道具	verktøy	道具	verktøy	N	N;INDF;NEUT;SG
道具	verktøy	道具	verktøy	N	N;INDF;NEUT;SG
道具	instrument	道具	instrument	N	N;INDF;NEUT;SG
天気	weather	天気	weather	N	N
天気	været	天気	vær	N	N;DEF;NEUT;SG
天気	vær	天気	vær	N	N;INDF;MASC;SG
粒子	partikler	粒子	partikkle	N	N;INDF;FEM;PL
粒子	partikkel	粒子	partikkel	N	N;INDF;MASC;SG
避ける	unngå	避ける	unngå	V	V;NFIN
比率	proporsjoner	比率	proporsjon	N	N;INDF;MASC;SG
牧場	ranch	牧場	ranch	N	N
牧場	ranchen	牧場	ranche	N	N;INDF;MASC;SG
ビール	ølen	ビール	ølen	N	N;INDF;MASC;SG
ビール	pils	ビール	pils	N	N;INDF;MASC;SG
ビール	øl	ビール	øl	N	N;INDF;NEUT;SG
ビール	øl	ビール	øl	N	N;INDF;NEUT;SG
美人	skjønnheter	美人	skjønnheter	N	N;INDF;FEM;PL
クリスタル	crystal	クリスタル	crystal	N	N;INDF;MASC;SG
クリスタル	krystall	クリスタル	krystall	N	N;INDF;NEUT;SG
リレー	relé	リレー	relé	N	N;INDF;NEUT;SG
リレー	stafetten	リレー	stafett	N	N;DEF;MASC;SG
リレー	stafett	リレー	stafett	N	N;INDF;MASC;SG
バイク	sykler	バイク	sykle	N	N;INDF;MASC;SG
バイク	sykkel	バイク	sykkel	N	N;INDF;MASC;SG
バイク	motorsykkel	バイク	motorsykkel	N	N;INDF;MASC;SG
ボクサー	bokser	ボクサー	bokse	N	N;INDF;NEUT;SG
ボクサー	boxer	ボクサー	box	N	N;INDF;MASC;SG
ドクター	doktor	ドクター	doktor	N	N;INDF;FEM;SG
ドクター	doktoren	ドクター	doktor	N	N;DEF;MASC;SG
ドクター	lege	ドクター	lege	N	N;INDF;MASC;SG
ドクター	doctor	ドクター	doctor	N	N
あゆみ	ayumi	あゆみ	ayumi	N	N;INDF;MASC;SG
符号	kode	符号	kode	N	N;INDF;MASC;SG
符号	koden	符号	kode	N	N;DEF;MASC;SG
当局	autoriteter	当局	autoritet	N	N;INDF;MASC;PL
当局	myndigheter	当局	myndigheter	N	N;INDF;FEM;PL
当局	myndighetene	当局	myndighet	N	N;DEF;FEM;PL
バイオ	biografi	バイオ	biografi	N	N;INDF;MASC;SG
バイオ	bio	バイオ	bio	N	N
コーポレーション	corporation	コーポレーション	corporation	N	N;INDF;MASC;SG
研究員	forsker	研究員	forske	N	N;INDF;MASC;SG
麻雀	mahjong	麻雀	mahjong	N	N;INDF;MASC;SG
ハーフ	halvparten	ハーフ	halvpart	N	N;DEF;MASC;SG
ハーフ	half	ハーフ	half	N	N
定理	teorem	定理	teorem	N	N;INDF;NEUT;SG
幸せ	lykkelig	幸せ	lykkelig	ADJ	ADJ;INDF;NEUT;SG
幸せ	fornøyd	幸せ	fornøyd	ADJ	ADJ;INDF;SG
幸せ	glad	幸せ	glad	ADJ	ADJ;INDF;SG
幸せ	fornøyde	幸せ	fornøyd	ADJ	ADJ;PL
人種	kappløp	人種	kappløp	N	N;INDF;NEUT;SG
人種	rase	人種	rase	N	N;INDF;MASC;SG
人種	race	人種	race	N	N
運河	canal	運河	canal	N	N;INDF;MASC;SG
運河	kanaler	運河	kanal	N	N;INDF;NEUT;SG
運河	kanalene	運河	kanale	N	N;DEF;FEM;PL
グローバル	global	グローバル	global	ADJ	ADJ;INDF;SG
グローバル	globalt	グローバル	global	ADJ	ADJ;INDF;NEUT;SG
パラダイス	paradiset	パラダイス	paradis	N	N;DEF;NEUT;SG
パラダイス	paradis	パラダイス	paradis	N	N;INDF;MASC;SG
パラダイス	paradise	パラダイス	paradis	N	N;INDF;MASC;SG
農民	bondejente	農民	bondejente	N	N;INDF;FEM;SG
農民	bøndene	農民	bonde	N	N;DEF;MASC;PL
農民	bønder	農民	bonde	N	N;INDF;MASC;PL
台詞	dialog	台詞	dialog	N	N;INDF;MASC;SG
候補	kandidater	候補	kandidat	N	N;INDF;FEM;PL
候補	kandidatene	候補	kandidat	N	N;DEF;FEM;PL
候補	kandidaten	候補	kandidat	N	N;DEF;MASC;SG
候補	kandidat	候補	kandidat	N	N;INDF;MASC;SG
彗星	komet	彗星	kome	N	N;DEF;NEUT;SG
彗星	komet	彗星	kome	N	N;DEF;NEUT;SG
彗星	kometer	彗星	kometer	N	N;INDF;MASC;SG
スプリング	våren	スプリング	vår	N	N;DEF;MASC;SG
アナウンス	annonserer	アナウンス	annonsere	V	V;IND;PRS;FIN
心臓	heart	心臓	hear	N	N
心臓	hjerte	心臓	hjerte	N	N;INDF;NEUT;SG
心臓	hjertet	心臓	hjerte	N	N;DEF;NEUT;SG
日光	solskinn	日光	solskinn	N	N;INDF;MASC;SG
日光	sunshine	日光	sunshine	N	N;INDF;FEM;SG
日光	nikko	日光	nikko	N	N;INDF;MASC;SG
日光	sollys	日光	sollys	N	N;INDF;NEUT;SG
日光	sollyset	日光	sollys	N	N;DEF;NEUT;SG
日光	nikkō	日光	nikkō	N	N;INDF;MASC;SG
ウエスト	west	ウエスト	west	N	N;INDF;MASC;SG
ウエスト	vesten	ウエスト	vest	N	N;DEF;MASC;SG
ウエスト	midje	ウエスト	midje	N	N;INDF;MASC;SG
ウエスト	midjen	ウエスト	midje	N	N;INDF;MASC;SG
大使館	ambassader	大使館	ambassad	N	N;INDF;MASC;PL
大使館	ambassade	大使館	ambass	N	N;INDF;MASC;SG
大使館	ambassaden	大使館	ambassad	N	N;DEF;MASC;SG
肉体	kjød	肉体	kjød	N	N;INDF;MASC;SG
肉体	kjøtt	肉体	kjøtt	N	N;INDF;NEUT;SG
食事	måltid	食事	måltid	N	N;INDF;NEUT;SG
食事	måltider	食事	måltid	N	N;INDF;FEM;PL
食事	måltidene	食事	måltid	N	N;DEF;FEM;PL
食事	måltid	食事	måltid	N	N;INDF;NEUT;SG
豊富	rikelig	豊富	rikelig	ADJ	ADJ;INDF;NEUT;SG
バイト	byte	バイト	byte	N	N;INDF;NEUT;SG
バイト	byte	バイト	byte	N	N;INDF;NEUT;SG
避難	evakuerer	避難	evakuere	V	V;IND;PRS;FIN
避難	evakuere	避難	evakuere	V	V;NFIN
君主	monark	君主	monark	N	N;INDF;MASC;SG
テーブル	bord	テーブル	bord	N	N;INDF;NEUT;SG
テーブル	tabell	テーブル	tabell	N	N;INDF;NEUT;SG
テーブル	bord	テーブル	bord	N	N;INDF;NEUT;SG
リボン	sløyfer	リボン	sløyfer	N	N;INDF;FEM;PL
シード	frø	シード	frø	N	N;INDF;NEUT;SG
シード	sæd	シード	sæde	N	N;INDF;MASC;SG
シード	frø	シード	frø	N	N;INDF;NEUT;SG
サマー	summer	サマー	summer	N	N;INDF;NEUT;SG
サマー	sommer	サマー	sommer	N	N;INDF;MASC;SG
併合	konsolidering	併合	konsolidering	N	N;INDF;FEM;SG
併合	anneksjon	併合	anneksjon	N	N;INDF;MASC;SG
武士	samurai	武士	samurai	N	N;INDF;MASC;SG
武士	samuraier	武士	samurai	N	N;INDF;MASC;SG
感覚	sansene	感覚	sanse	N	N;DEF;FEM;PL
感覚	sanser	感覚	sanse	N	N;INDF;MASC;SG
感覚	sensasjon	感覚	sensasjon	N	N;INDF;MASC;SG
感覚	forstand	感覚	forstand	N	N;INDF;MASC;SG
感覚	vett	感覚	vete	N	N;INDF;MASC;SG
感覚	fornuft	感覚	fornuft	N	N;INDF;FEM;SG
プログラミング	programmering	プログラミング	programmering	N	N;INDF;FEM;SG
頻繁	ofte	頻繁	ofte	ADJ	ADJ
頻繁	ofte	頻繁	ofte	ADJ	ADJ
頻繁	hyppige	頻繁	hyppig	ADJ	ADJ;PL
頻繁	hyppig	頻繁	hyppig	ADJ	ADJ;INDF;NEUT;SG
公爵	duke	公爵	duke	N	N;INDF;NEUT;SG
公爵	hertug	公爵	hertug	N	N;INDF;MASC;SG
差分	uenigheter	差分	uenigheter	N	N;INDF;FEM;PL
差分	forskjellene	差分	forskjelle	N	N;DEF;FEM;PL
差分	ulikheter	差分	ulikheter	N	N;INDF;FEM;PL
差分	forskjeller	差分	forskjelle	N	N;INDF;MASC;PL
差分	forskjell	差分	forskjell	N	N;INDF;MASC;SG
ネコ	cats	ネコ	cats	N	N
ネコ	katter	ネコ	katter	N	N;INDF;FEM;PL
ネコ	kattene	ネコ	katt	N	N;DEF;FEM;PL
ネコ	tamkatt	ネコ	tamkatt	N	N;INDF;MASC;SG
ネコ	katt	ネコ	katt	N	N;INDF;MASC;SG
ネコ	cat	ネコ	cat	N	N;INDF;SG
才能	begavet	才能	begav	N	N;DEF;NEUT;SG
山頂	peak	山頂	peak	N	N;INDF;NEUT;SG
ゲージ	måleren	ゲージ	måler	N	N;DEF;MASC;SG
グラフィック	grafikk	グラフィック	grafikk	N	N;INDF;MASC;SG
マスク	maske	マスク	maske	N	N;INDF;FEM;SG
マスク	masker	マスク	maske	N	N;INDF;FEM;PL
公国	fyrstedømmene	公国	fyrstedøm	N	N;DEF;FEM;PL
公国	fyrstedømme	公国	fyrstedømme	N	N;INDF;NEUT;SG
公国	hertugdømmet	公国	hertugdøm	N	N;DEF;NEUT;SG
バレー	volley	バレー	volley	N	N;INDF;MASC;SG
バレー	dal	バレー	dal	N	N;INDF;MASC;SG
バレー	valley	バレー	valley	N	N;INDF;MASC;SG
緑色	grønn	緑色	grønn	N	N;INDF;MASC;SG
緑色	green	緑色	grenne	N	N;DEF;MASC;SG
金額	beløpene	金額	beløpe	N	N;DEF;FEM;PL
金額	mengder	金額	mengd	N	N;INDF;FEM;PL
金額	mengde	金額	mengde	N	N
金額	beløp	金額	beløp	N	N;INDF;NEUT;SG
チップ	potetgull	チップ	potetgull	N	N;INDF;MASC;SG
チップ	chips	チップ	chips	N	N;INDF;MASC;SG
チップ	chip	チップ	chip	N	N;INDF;MASC;SG
チップ	tips	チップ	tips	N	N;INDF;NEUT;SG
アルコール	alkohol	アルコール	alkohol	N	N;INDF;MASC;SG
保育	barnehagen	保育	barnehage	N	N;DEF;MASC;SG
テープ	teip	テープ	teip	N	N;INDF;MASC;SG
テープ	tape	テープ	tape	N	N;INDF;MASC;SG
テープ	bånd	テープ	bånd	N	N;INDF;NEUT;SG
テープ	båndene	テープ	bånde	N	N;DEF;FEM;PL
要因	faktorer	要因	faktor	N	N;INDF;FEM;PL
マネジメント	management	マネジメント	management	N	N;INDF;NEUT;SG
マネジメント	ledelse	マネジメント	ledelse	N	N;INDF;MASC;SG
サーバ	server	サーバ	server	N	N;INDF;MASC;SG
所有者	owner	所有者	oæne	N	N;INDF;NEUT;SG
所有者	eier	所有者	eine	N	N;INDF;NEUT;SG
所有者	eiere	所有者	eiere	N	N;INDF;NEUT;SG
弱い	svak	弱い	svak	ADJ	ADJ;INDF;NEUT;SG
弱い	svakt	弱い	svak	ADJ	ADJ;INDF;NEUT;SG
弱い	svake	弱い	svak	ADJ	ADJ;PL
祝日	holiday	祝日	holiday	N	N;INDF;MASC;SG
祝日	ferie	祝日	ferie	N	N;INDF;MASC;SG
祝日	helligdag	祝日	helligdag	N	N;INDF;MASC;SG
祝日	helligdager	祝日	helligdag	N	N;INDF;MASC;SG
祝日	skolefri	祝日	skolefri	N	N;INDF;MASC;SG
祝日	høytider	祝日	høytid	N	N;INDF;FEM;PL
マーケット	markedsplass	マーケット	markedsplass	N	N;INDF;MASC;SG
マーケット	markedsplassen	マーケット	markedsplass	N	N;DEF;MASC;SG
マーケット	markeder	マーケット	marked	N	N;INDF;MASC;SG
マーケット	markedet	マーケット	marked	N	N;DEF;NEUT;SG
マーケット	market	マーケット	mark	N	N;INDF;NEUT;SG
マーケット	marked	マーケット	marked	N	N;INDF;MASC;SG
デッキ	dekk	デッキ	dekk	N	N;INDF;NEUT;SG
商標	varemerke	商標	varemerke	N	N;INDF;NEUT;SG
商標	varemerker	商標	varemerke	N	N;INDF;FEM;PL
商標	varemerke	商標	varemerke	N	N;INDF;NEUT;SG
年金	pensjon	年金	pensjon	N	N;INDF;MASC;SG
年金	alderspensjon	年金	alderspensjon	N	N;INDF;MASC;SG
年金	pensjoner	年金	pensjon	N	N;INDF;MASC;SG
芸能人	entertainer	芸能人	entertain	N	N;INDF;FEM;PL
芸能人	underholdere	芸能人	underholdere	N	N;INDF;MASC;SG
三人	three	三人	three	N	N
バランス	saldo	バランス	saldo	N	N;INDF;MASC;SG
バランス	balanse	バランス	balanse	N	N;INDF;MASC;SG
液体	væsker	液体	væske	N	N;INDF;FEM;PL
液体	flytende	液体	flytende	N	N;INDF;MASC;SG
液体	væske	液体	væske	N	N;INDF;FEM;SG
審判	dømmekraft	審判	dømmekraft	N	N;INDF;FEM;SG
審判	rettssak	審判	rettssak	N	N;INDF;FEM;SG
審判	prøving	審判	prøving	N	N;INDF;FEM;SG
審判	rettergang	審判	rettergang	N	N;INDF;MASC;SG
タンパク	protein	タンパク	protein	N	N;INDF;NEUT;SG
バット	balltre	バット	balltre	N	N;INDF;MASC;SG
バット	bat	バット	bat	N	N
バット	flaggermus	バット	flaggermus	N	N;INDF;MASC;SG
予測	spår	予測	spå	V	V;IMP;FIN
暗号	kryptering	暗号	kryptering	N	N;INDF;FEM;SG
暗号	chiffer	暗号	chiffer	N	N;INDF;MASC;SG
暗号	kryptografi	暗号	kryptografi	N	N;INDF;MASC;SG
栄養	ernæring	栄養	ernæring	N	N;INDF;FEM;SG
不安	engstelig	不安	engstelig	ADJ	ADJ;INDF;NEUT;SG
不安	urolig	不安	urolig	ADJ	ADJ;INDF;NEUT;SG
食べる	ete	食べる	ete	V	V;IMP;FIN
検事	anklageren	検事	anklager	N	N;DEF;MASC;SG
検事	aktor	検事	aktor	N	N;INDF;MASC;SG
理想	idealer	理想	ideale	N	N;INDF;MASC;SG
理想	ideal	理想	ideal	N	N;INDF;NEUT;SG
理想	ideell	理想	ideell	N	N;INDF;MASC;SG
水道	vannverk	水道	vannverk	N	N;INDF;NEUT;SG
ショック	sjokk	ショック	sjokk	N	N;INDF;NEUT;SG
フェイス	faith	フェイス	faith	N	N;INDF;NEUT;SG
フェイス	tro	フェイス	tro	N	N;INDF;MASC;SG
フェイス	ansiktet	フェイス	ansikt	N	N;DEF;NEUT;SG
フェイス	ansikt	フェイス	ansikt	N	N;INDF;NEUT;SG
フェイス	face	フェイス	face	N	N;INDF;NEUT;SG
炭素	karbon	炭素	karbon	N	N;INDF;NEUT;SG
炭素	carbon	炭素	carbon	N	N;INDF;NEUT;SG
体操	turner	体操	turne	N	N;INDF;MASC;SG
体操	turn	体操	turn	N	N;INDF;MASC;SG
体操	gymnastikk	体操	gymnastikk	N	N;INDF;MASC;SG
体操	turnere	体操	turnere	N	N;INDF;NEUT;SG
チェロ	celloen	チェロ	cello	N	N;DEF;MASC;SG
チェロ	cello	チェロ	cello	N	N;INDF;MASC;SG
