категория	категория	категория	категория	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
создано	създаден	создать	създам	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
немецкая	германски	немецкий	германски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
немецкая	немски	немецкий	немски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
немецкая	немска	немецкий	немски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
немецкая	германска	немецкий	германски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
кристаллы	кристали	кристалл	кристал	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
кристаллы	кристалите	кристалл	кристал	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
ведущий	модератор	ведущий	модератор	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
консенсуса	консенсус	консенсус	консенсус	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
консенсуса	единодушие	консенсус	единодушие	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
мари	мари	мари	мара	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
мари	мари	мари	мара	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
впечатление	впечатление	впечатление	впечатление	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
завершения	довършване	завершение	довършване	N;INAN;GEN;NEUT;SG	N;INDF;NEUT;SG
завершения	приключване	завершение	приключване	N;INAN;GEN;NEUT;SG	N;INDF;NEUT;SG
завершения	завършване	завершение	завършване	N;INAN;GEN;NEUT;SG	N;INDF;NEUT;SG
кот	котарак	кот	котарак	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
кот	котка	кот	котка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
кот	кат	кот	кат	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
кот	коте	кот	ко	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
роды	родове	роды	род	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
роды	раждания	роды	раждане	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
представление	представяне	представление	представяне	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
представление	презентация	представление	презентация	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
представление	внасяне	представление	внасяне	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
представление	представяне	представление	представяне	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
представление	подаване	представление	подаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
представление	подчинение	представление	подчинение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
народы	народите	народ	народ	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
народы	народи	народ	народ	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
судьи	съдии	судья	съдия	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
судьи	съдиите	судья	съдия	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
могила	гроб	могила	гроб	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
могила	гробница	могила	гробница	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
могила	гробницата	могила	гробница	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
могила	гроб	могила	гроб	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
министры	министри	министр	министър	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
министры	министрите	министр	министър	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
немцы	германци	немец	германец	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
немцы	немци	немец	немец	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
немцы	германците	немец	германец	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
популярных	популярни	популярный	популярен	ADJ;GEN;PL	ADJ;INDF;PL
верхний	горна	верхний	горен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
верхний	горен	верхний	горен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
священник	проповедник	священник	проповедник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
священник	жрец	священник	жрец	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
священник	свещеник	священник	свещеник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
священник	свещенник	священник	свещенник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
вмс	кпд	вмся	кпд	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
лагерь	лагер	лагерь	лагер	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
работник	работник	работник	работник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
работник	служител	работник	служител	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
работник	служителка	работник	служителка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
работник	работник	работник	работник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
друзей	приятели	друг	приятел	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
друзей	приятелки	друг	приятелка	N;ANIM;GEN;MASC;PL	N;INDF;FEM;PL
расширение	продължение	расширение	продължение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	удължаване	расширение	удължаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разширение	расширение	разширение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разрастване	расширение	разрастване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разширяване	расширение	разширяване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разширение	расширение	разширение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	уголемяване	расширение	уголемяване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разширяване	расширение	разширяване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разширение	расширение	разширение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
расширение	разширяването	расширение	разширяване	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
рынок	пазар	рынок	пазар	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
рынок	пазар	рынок	пазар	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
помощник	помощник	помощник	помощник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
помощник	асистентка	помощник	асистентка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
помощник	асистент	помощник	асистент	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
помощник	помощничка	помощник	помощничка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
помощник	помощник	помощник	помощник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
четвёртый	четвърта	четвёртый	четвърти	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
четвёртый	четвърто	четвёртый	четвърти	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
четвёртый	четвърти	четвёртый	четвърти	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
координаты	координатите	координата	координат	N;INAN;NOM;FEM;PL	N;DEF;MASC;PL
координаты	координати	координата	координат	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
заключения	изводи	заключение	извод	N;INAN;NOM;NEUT;PL	N;INDF;MASC;PL
заключения	заключения	заключение	заключение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
выиграла	спечели	выиграть	спечеля	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
изучение	учене	изучение	учене	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
изучение	изучаване	изучение	изучаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
изучение	учене	изучение	учене	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
изучение	проучване	изучение	проучване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
изучение	изучаване	изучение	изучаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
изучение	изследване	изучение	изследване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
служить	служи	служить	служа	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
температуры	температурите	температура	температура	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
температуры	температури	температура	температура	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
цикла	цикъл	цикл	цикъл	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
цикла	цикъла	цикл	цикъл	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
воспоминания	спомени	воспоминание	споменя	N;INAN;NOM;NEUT;PL	N;INDF;MASC;PL
воспоминания	спомените	воспоминание	спомен	N;INAN;NOM;NEUT;PL	N;DEF;MASC;PL
критик	критик	критик	критик	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
достигает	постига	достигать	постигам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
достигает	достига	достигать	достигам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
рынке	пазар	рынок	пазар	N;INAN;ESS;MASC;SG	N;INDF;MASC;SG
гражданин	гражданин	гражданин	гражданин	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
историческая	историческа	исторический	исторически	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
историческая	исторически	исторический	исторически	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
историческая	историческа	исторический	исторически	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
историческая	исторически	исторический	исторически	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
драматург	драматург	драматург	драматург	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
голосование	вот	голосование	вот	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
голосование	гласуване	голосование	гласуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
голосование	гласуването	голосование	гласуване	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
голосование	гласуване	голосование	гласуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
нефти	нефт	нефть	нефт	N;INAN;GEN;FEM;SG	N;INDF;MASC;SG
нефти	петрол	нефть	петрол	N;INAN;GEN;FEM;SG	N;INDF;MASC;SG
нефти	олио	нефть	олио	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
нефти	масло	нефть	масло	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
нефти	нефт	нефть	нефт	N;INAN;GEN;FEM;SG	N;INDF;MASC;SG
нефти	петрол	нефть	петрол	N;INAN;GEN;FEM;SG	N;INDF;MASC;SG
исследователи	изследователи	исследователь	изследовател	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
исследователи	изследователите	исследователь	изследовател	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
исследователи	изследователи	исследователь	изследовател	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
спортсмены	спортисти	спортсмен	спортист	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
спортсмены	спортисти	спортсмен	спортист	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
спортсмены	атлети	спортсмен	атлет	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
спортсмены	спортистите	спортсмен	спортист	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
клетки	килии	клетка	килия	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
клетки	клетките	клетка	клетка	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
клетки	клетки	клетка	клетък	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
клетки	клетки	клетка	клетък	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
значительное	значителен	значительный	значителен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
значительное	значим	значительный	значим	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
значительное	значителна	значительный	значителен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
глаз	окото	глаз	око	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
глаз	око	глаз	око	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
рынка	пазар	рынок	пазар	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
станций	станции	станция	станция	N;INAN;GEN;FEM;PL	N;INDF;FEM;PL
граница	граница	граница	граница	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
граница	границата	граница	граница	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
граница	граница	граница	граница	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
граница	граница	граница	граница	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
продолжение	продължение	продолжение	продължение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продолжение	продължаване	продолжение	продължаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продолжение	продължаване	продолжение	продължаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продолжение	продължение	продолжение	продължение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продолжение	продължаване	продолжение	продължаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
утверждает	одобрява	утверждать	одобрявам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
принадлежность	принадлежност	принадлежность	принадлежност	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	сила	сила	сила	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	мощ	сила	мощ	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	якост	сила	якост	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	сила	сила	сила	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	мощност	сила	мощност	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	сила	сила	сила	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	власт	сила	власт	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сила	мощ	сила	мощ	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
учитель	учителка	учитель	учителка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
учитель	учител	учитель	учител	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
длину	дължина	длина	дължина	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
гэс	язовир	гэс	язовир	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
философ	философ	философ	философ	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
вариантов	възможности	вариант	възможност	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
вариантов	настройки	вариант	настройка	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
вариантов	опции	вариант	опция	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
лист	лист	лист	лист	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
лист	листа	лист	листа	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
лист	листо	лист	листо	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
лист	лист	лист	лист	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
лист	чаршаф	лист	чаршаф	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
учеников	последователи	ученик	последовател	N;ANIM;ACC;MASC;PL	N;INDF;MASC;PL
учеников	стажанти	ученик	стажант	N;ANIM;ACC;MASC;PL	N;INDF;MASC;PL
учеников	чираци	ученик	чирак	N;ANIM;ACC;MASC;PL	N;INDF;MASC;PL
воинов	бойци	воин	боец	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
воинов	воини	воин	воин	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
воинов	войни	воин	война	N;ANIM;GEN;MASC;PL	N;INDF;FEM;PL
мелкие	малки	мелкий	малък	ADJ;NOM;PL	ADJ;INDF;PL
мелкие	незначителни	мелкий	незначителен	ADJ;NOM;PL	ADJ;INDF;PL
ноябрь	ноември	ноябрь	ноември	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
ноябрь	ноември	ноябрь	ноември	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
установка	инсталация	установка	инсталация	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
установка	монтаж	установка	монтаж	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
установка	инсталиране	установка	инсталиране	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
установка	монтиране	установка	монтиране	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
установка	инсталиране	установка	инсталиране	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
коллектив	колектив	коллектив	колектив	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
построены	построени	строить	построя-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
построены	конструирани	строить	конструирам	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
мужчина	мъж	мужчина	мъж	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
мужчина	мъжкар	мужчина	мъжкар	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
мужчина	мъжка	мужчина	мъжка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
мужчина	човек	мужчина	човек	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
мужчина	мъж	мужчина	мъж	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
рыбы	риби	рыба	риба	N;ANIM;NOM;FEM;PL	N;INDF;FEM;PL
рыбы	риби	рыба	риба	N;ANIM;NOM;FEM;PL	N;INDF;FEM;PL
филиал	филиал	филиал	филиал	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
филиал	клон	филиал	клон	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
филиал	клонче	филиал	клонче	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
филиал	клонка	филиал	клонка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пьесы	пиеси	пьеса	пиеса	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
личный	личен	личный	личен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
личный	лична	личный	личен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
личный	персонален	личный	персонален	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
обвинения	заряди	обвинение	заряда	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
обвинения	обвинения	обвинение	обвинение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
обвинения	твърдения	обвинение	твърдение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
обвинения	обвинения	обвинение	обвинение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
колонии	колонии	колония	колония	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
колонии	колонии	колония	колония	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
критическая	критичен	критический	критичен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
критическая	критична	критический	критичен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
средние	средни	средний	среден	ADJ;NOM;PL	ADJ;INDF;PL
оркестр	оркестър	оркестр	оркестър	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
увидел	видях	видеть	видя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
окончание	довършване	окончание	довършване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
окончание	завършване	окончание	завършване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
мысль	мисъл	мысль	мисъл	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
территориальное	териториална	территориальный	териториален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
технический	техническа	технический	технически	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
медицины	медицина	медицина	медицина	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
медицины	лекарство	медицина	лекарство	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
форум	форум	форум	форум	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
современная	модерна	современный	модерен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
современная	модерен	современный	модерен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
современная	съвременен	современный	съвременен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
современная	съвременна	современный	съвременен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
современная	съвременен	современный	съвременен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
судно	кораб	судно	кораб	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
судно	съд	судно	съд	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
судно	кораб	судно	кораб	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
залива	залив	залив	залив	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
массы	маси	масса	маса	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
зелёный	зелен	зелёный	зелен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
зелёный	зелена	зелёный	зелен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
путешествие	пътуване	путешествие	пътуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	пътуване	путешествие	пътуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	пътешествие	путешествие	пътешествие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	пътуване	путешествие	пътуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	пътуване	путешествие	пътуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	пътуване	путешествие	пътуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	пътешествие	путешествие	пътешествие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путешествие	трип	путешествие	трип	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
путешествие	екскурзия	путешествие	екскурзия	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
сотрудничество	сътрудничество	сотрудничество	сътрудничество	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
сотрудничество	съдействие	сотрудничество	съдействие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
сотрудничество	сътрудничество	сотрудничество	сътрудничество	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
обработки	преработване	обработка	преработване	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
обработки	преработка	обработка	преработка	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
обработки	обработване	обработка	обработване	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
обработки	обработка	обработка	обработка	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
окончила	завърши	окончить	завърша	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
окончила	завършила	окончить	завърша	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
окончила	завършил	окончить	завърша	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
пользователей	потребители	пользователь	потребител	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
пользователей	потребителите	пользователь	потребител	N;ANIM;GEN;MASC;PL	N;DEF;MASC;PL
пользователей	ползватели	пользователь	ползвател	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
виктория	виктория	виктория	виктория	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
эпизодов	епизоди	эпизод	епизод	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
обращение	третиране	обращение	третиране	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
обращение	лечение	обращение	лечение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
обращение	обработка	обращение	обработка	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
границу	границата	граница	граница	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
границу	граница	граница	граница	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
практика	тренировка	практика	тренировка	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
практика	практика	практика	практика	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
надежда	надеждата	надежда	надежда	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
надежда	хоуп	надежда	хоуп	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
надежда	надежда	надежда	надежда	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
участвует	участва	участвовать	участвам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
скульптор	скулптор	скульптор	скулптор	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
психологии	психология	психология	психология	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
психологии	психологията	психология	психология	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
нарушает	нарушава	нарушать	нарушавам-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
половина	половината	половина	половина	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
роберта	роберта	роберт	робертая	N;ANIM;ACC;MASC;SG	N;INDF;FEM;SG
реакция	реакция	реакция	реакция	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
реакция	реакция	реакция	реакция	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
реакция	отговор	реакция	отговор	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
реакция	повлияване	реакция	повлияване	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
остатки	остатъци	остатки	остатък	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
остатки	остатъци	остатки	остатък	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
остатки	остатъци	остатки	остатък	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
медалей	медали	медаль	медал	N;INAN;GEN;FEM;PL	N;INDF;MASC;PL
медалей	медалите	медаль	медал	N;INAN;GEN;FEM;PL	N;DEF;MASC;PL
доска	дъска	доска	дъска	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
доска	борд	доска	борд	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
доска	борда	доска	борд	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
личного	личен	личный	личен	ADJ;GEN;MASC;SG	ADJ;INDF;MASC;SG
личного	лична	личный	личен	ADJ;GEN;MASC;SG	ADJ;INDF;FEM;SG
личного	персонален	личный	персонален	ADJ;GEN;MASC;SG	ADJ;INDF;MASC;SG
здравоохранения	здраве	здравоохранение	здраве	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
здравоохранения	здравеопазване	здравоохранение	здравеопазване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
здравоохранения	здравето	здравоохранение	здраве	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
высокие	високи	высокий	висок	ADJ;NOM;PL	ADJ;INDF;PL
родителей	родители	родитель	родител	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
родителей	родителите	родитель	родител	N;ANIM;GEN;MASC;PL	N;DEF;MASC;PL
