van	de	van	de	ADP	ADP
masters	mestres	master	mestre	N;PL	N;MASC;PL
islamitische	islâmico	islamitisch	islâmico	ADJ	ADJ;MASC;SG
toegelaten	autorizado	toelaten	autorizar	V;V.PTCP	V;MASC;SG;V.PTCP
toegelaten	autorizou	toelaten	autorizar	V;V.PTCP	V;IND;SG;3;PST;FIN
toegelaten	autorizadas	toelaten	autorizar	V;V.PTCP	V;FEM;PL;V.PTCP
toegelaten	autorizados	toelaten	autorizar	V;V.PTCP	V;MASC;PL;V.PTCP
toegelaten	autorizada	toelaten	autorizar	V;V.PTCP	V;FEM;SG;V.PTCP
toegelaten	admitida	toelaten	admitir	V;V.PTCP	V;FEM;SG;V.PTCP
toegelaten	admitido	toelaten	admitir	V;V.PTCP	V;MASC;SG;V.PTCP
toegelaten	admitiu	toelaten	admitir	V;V.PTCP	V;IND;SG;3;PST;FIN
toegelaten	admitidos	toelaten	admitir	V;V.PTCP	V;MASC;PL;V.PTCP
toegelaten	autorizado	toelaten	autorizar	V;V.PTCP	V;MASC;SG;V.PTCP
toegelaten	autorizou	toelaten	autorizar	V;V.PTCP	V;IND;SG;3;PST;FIN
toegelaten	autorizadas	toelaten	autorizar	V;V.PTCP	V;FEM;PL;V.PTCP
toegelaten	autorizados	toelaten	autorizar	V;V.PTCP	V;MASC;PL;V.PTCP
toegelaten	autorizada	toelaten	autorizar	V;V.PTCP	V;FEM;SG;V.PTCP
toegelaten	permitido	toelaten	permitir	V;V.PTCP	V;MASC;SG;V.PTCP
toegelaten	permitidos	toelaten	permitir	V;V.PTCP	V;MASC;PL;V.PTCP
toegelaten	permitidas	toelaten	permitir	V;V.PTCP	V;FEM;PL;V.PTCP
toegelaten	permitida	toelaten	permitir	V;V.PTCP	V;FEM;SG;V.PTCP
toegelaten	permitido	toelaten	permitir	V;V.PTCP	V;MASC;SG;V.PTCP
toegelaten	permitidos	toelaten	permitir	V;V.PTCP	V;MASC;PL;V.PTCP
toegelaten	permitida	toelaten	permitir	V;V.PTCP	V;FEM;SG;V.PTCP
enorm	enormes	enorm	enorme	ADJ	ADJ;MASC;PL
enorm	enorme	enorm	enorme	ADJ	ADJ;MASC;SG
enorm	enormes	enorm	enorme	ADJ	ADJ;MASC;PL
enorm	enorme	enorm	enorme	ADJ	ADJ;MASC;SG
instelling	instituição	instelling	instituição	N;MASC+FEM;SG	N;FEM;SG
vreemd	esquisito	vreemd	esquisito	ADJ	ADJ;MASC;SG
vreemd	estranha	vreemd	estranho	ADJ	ADJ;FEM;SG
vreemd	estranho	vreemd	estranho	ADJ	ADJ;MASC;SG
vreemd	esquisita	vreemd	esquisito	ADJ	ADJ;FEM;SG
vreemd	estranha	vreemd	estranho	ADJ	ADJ;FEM;SG
vreemd	estranho	vreemd	estranho	ADJ	ADJ;MASC;SG
vreemd	estranho	vreemd	estranho	ADJ	ADJ;MASC;SG
vreemd	ímpar	vreemd	ímpar	ADJ	ADJ;MASC;SG
ontsnappen	escapar	ontsnappen	escapar	V;NFIN	V;NFIN
ontsnappen	escapando	ontsnappen	escapar	V;NFIN	V;V.MSDR
ontsnappen	escapar	ontsnappen	escapar	V;NFIN	V;NFIN
kroeg	pub	kroeg	pub	N;MASC+FEM;SG	N;MASC;SG
analyse	analise	analyse	analisar	N;MASC+FEM;SG	N;FEM;SG
analyse	análise	analyse	análise	N;MASC+FEM;SG	N;FEM;SG
johanna	johanna	johanna	johanna	N;MASC+FEM;SG	N;FEM;SG
johanna	joana	johanna	joana	N;MASC+FEM;SG	N;FEM;SG
johanna	joan	johanna	joan	N;MASC+FEM;SG	N;FEM;SG
johanna	joana	johanna	joana	N;MASC+FEM;SG	N;FEM;SG
johanna	joanna	johanna	joannar	N;MASC+FEM;SG	N;FEM;SG
johanna	joana	johanna	joana	N;MASC+FEM;SG	N;FEM;SG
johanna	jeanne	johanna	jeanne	N;MASC+FEM;SG	N;FEM;SG
stopte	parou	stoppen	parar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
stopte	parei	stoppen	parar	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
stopte	parado	stoppen	parar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
trek	puxa	trek	pôr	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
trek	puxar	trek	puxar	V;SG;PRS;FIN	V;NFIN
trek	puxe	trek	pober	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
story	story	story	story	N;MASC+FEM;SG	N;MASC;SG
story	história	story	história	N;MASC+FEM;SG	N;FEM;SG
drama	drama	drama	drama	N;NEUT;SG	N;MASC;SG
dak	telhado	dak	telhar	N;NEUT;SG	N;MASC;SG
dak	teto	dak	teto	N;NEUT;SG	N;MASC;SG
redden	salvando	redden	salvar	V;NFIN	V;V.MSDR
redden	salvar	redden	salvar	V;NFIN	V;NFIN
eer	honra	eer	honra	N;MASC+FEM;SG	N;FEM;SG
eer	eee	eer	eee	N;MASC+FEM;SG	N;MASC;SG
eer	aea	eer	aea	N;MASC+FEM;SG	N;FEM;SG
eer	honra	eer	honra	N;MASC+FEM;SG	N;FEM;SG
eer	honor	eer	honor	N;MASC+FEM;SG	N;MASC;SG
voortaan	doravante	voortaan	doravante	ADV	ADV
verkregen	obtida	verkrijgen	obter	V;V.PTCP	V;FEM;SG;V.PTCP
verkregen	obtidos	verkrijgen	obter	V;V.PTCP	V;MASC;PL;V.PTCP
verkregen	obtidas	verkrijgen	obter	V;V.PTCP	V;FEM;PL;V.PTCP
verkregen	obtido	verkrijgen	obter	V;V.PTCP	V;MASC;SG;V.PTCP
verkregen	adquirida	verkrijgen	adquirir	V;V.PTCP	V;FEM;SG;V.PTCP
verkregen	adquiridos	verkrijgen	adquirir	V;V.PTCP	V;MASC;PL;V.PTCP
verkregen	adquiridas	verkrijgen	adquirir	V;V.PTCP	V;FEM;PL;V.PTCP
verkregen	adquirido	verkrijgen	adquirir	V;V.PTCP	V;MASC;SG;V.PTCP
boys	rapazes	boys	rapaz	N;PL	N;MASC;PL
boys	meninos	boys	menino	N;PL	N;MASC;PL
boys	garotos	boys	garoto	N;PL	N;MASC;PL
charlie	charlie	charlie	charlie	N;MASC+FEM;SG	N;MASC;SG
podium	pódio	podium	pódio	N;NEUT;SG	N;MASC;SG
podium	palco	podium	palco	N;NEUT;SG	N;MASC;SG
podium	etapa	podium	etapa	N;NEUT;SG	N;FEM;SG
drummer	baterista	drummer	baterista	N;MASC+FEM;SG	N;MASC;SG
test	teste	test	teste	N;MASC+FEM;SG	N;MASC;SG
test	ensaio	test	ensaio	N;MASC+FEM;SG	N;MASC;SG
origineel	original	origineel	original	ADJ	ADJ;MASC;SG
verdediging	defesa	verdediging	defesa	N;MASC+FEM;SG	N;FEM;SG
verdediging	defesa	verdediging	defesa	N;MASC+FEM;SG	N;FEM;SG
kopje	xícara	kopje	xícara	N;NEUT;SG	N;FEM;SG
kopje	copa	kopje	copa	N;NEUT;SG	N;FEM;SG
kopje	taça	kopje	taça	N;NEUT;SG	N;FEM;SG
kopje	chávena	kopje	cháveno	N;NEUT;SG	N;FEM;SG
kopje	copo	kopje	copo	N;NEUT;SG	N;MASC;SG
dordrecht	dordrecht	dordrecht	dordrecht	N;NEUT;SG	N;MASC;SG
dame	moça	dame	moça	N;MASC+FEM;SG	N;FEM;SG
dame	senhora	dame	senhora	N;MASC+FEM;SG	N;FEM;SG
dame	dama	dame	dama	N;MASC+FEM;SG	N;FEM;SG
dame	dama	dame	dama	N;MASC+FEM;SG	N;FEM;SG
dame	dame	dame	dame	N;MASC+FEM;SG	N;MASC;SG
bert	bert	bert	bert	N;MASC+FEM;SG	N;MASC;SG
draaien	vire	draaien	virar	V;NFIN	V;SBJV;SG;3;PRS;FIN
draaien	vira	draaien	ver	V;NFIN	V;IND;SG;3;FUT;FIN
draaien	virar	draaien	virar	V;NFIN	V;NFIN
draaien	rodar	draaien	rodar	V;NFIN	V;NFIN
draaien	girar	draaien	girar	V;NFIN	V;NFIN
draaien	girar	draaien	girar	V;NFIN	V;NFIN
bewust	consciente	bewust	consciente	ADJ	ADJ;MASC;SG
bewust	conscientes	bewust	consciente	ADJ	ADJ;MASC;PL
bewust	consciente	bewust	consciente	ADJ	ADJ;MASC;SG
bewust	cientes	bewust	ciente	ADJ	ADJ;MASC;PL
bewust	conscientes	bewust	consciente	ADJ	ADJ;MASC;PL
bezet	ocupados	bezetten	ocupar	V;V.PTCP	V;MASC;PL;V.PTCP
bezet	ocupado	bezetten	ocupar	V;V.PTCP	V;MASC;SG;V.PTCP
bezet	ocupada	bezetten	ocupar	V;V.PTCP	V;FEM;SG;V.PTCP
bezet	ocupados	bezetten	ocupar	V;V.PTCP	V;MASC;PL;V.PTCP
bezet	ocupado	bezetten	ocupar	V;V.PTCP	V;MASC;SG;V.PTCP
bezet	ocupada	bezetten	ocupar	V;V.PTCP	V;FEM;SG;V.PTCP
bezet	ocupadas	bezetten	ocupar	V;V.PTCP	V;FEM;PL;V.PTCP
peking	beijing	peking	beijing	N;NEUT;SG	N;MASC;SG
peking	pequim	peking	pequim	N;NEUT;SG	N;MASC;SG
peking	pequim	peking	pequim	N;NEUT;SG	N;MASC;SG
getroffen	afetado	treffen	afetar	V;V.PTCP	V;MASC;SG;V.PTCP
getroffen	afetadas	treffen	afetar	V;V.PTCP	V;FEM;PL;V.PTCP
getroffen	afectados	treffen	afectar	V;V.PTCP	V;MASC;PL;V.PTCP
getroffen	afetada	treffen	afetado	V;V.PTCP	V;FEM;SG;V.PTCP
getroffen	afectado	treffen	afectar	V;V.PTCP	V;MASC;SG;V.PTCP
getroffen	afetados	treffen	afetar	V;V.PTCP	V;MASC;PL;V.PTCP
getroffen	atingidas	treffen	atingir	V;V.PTCP	V;FEM;PL;V.PTCP
positieve	positivas	positief	positivo	ADJ	ADJ;FEM;PL
positieve	positivo	positief	positivo	ADJ	ADJ;MASC;SG
positieve	positiva	positief	positivo	ADJ	ADJ;FEM;SG
paulo	paulo	paulo	paulo	N;MASC+FEM;SG	N;MASC;SG
boeren	camponeses	boer	camponês	N;PL	N;MASC;PL
boeren	agricultores	boer	agricultor	N;PL	N;MASC;PL
boeren	fazendeiros	boer	fazendeiro	N;PL	N;MASC;PL
boeren	lavradores	boer	lavrador	N;PL	N;MASC;PL
platen	pratos	plaat	prato	N;PL	N;MASC;PL
platen	placas	plaat	placa	N;PL	N;FEM;PL
platen	chapas	plaat	chapa	N;PL	N;FEM;PL
toestand	situação	toestand	situação	N;MASC+FEM;SG	N;FEM;SG
toestand	condição	toestand	condição	N;MASC+FEM;SG	N;FEM;SG
toestand	estado	toestand	estado	N;MASC+FEM;SG	N;MASC;SG
oostende	ostende	oostende	ostender	N;MASC+FEM;SG	N;MASC;SG
vijftien	quinze	vijftien	quinze	NUM	NUM
gereden	conduzi	rijden	conduzir	V;V.PTCP	V;NFIN
gereden	conduziu	rijden	conduzir	V;V.PTCP	V;IND;SG;3;PST;FIN
thomson	thomson	thomson	thomson	N;MASC+FEM;SG	N;MASC;SG
mannetjes	machos	man	macho	N;PL	N;MASC;PL
leipzig	leipzig	leipzig	leipzig	N;NEUT;SG	N;MASC;SG
ernstige	sério	ernstig	sério	ADJ	ADJ;MASC;SG
ernstige	séria	ernstig	sério	ADJ	ADJ;FEM;SG
ernstige	grave	ernstig	grave	ADJ	ADJ;MASC;SG
ernstige	severas	ernstig	severa	ADJ	ADJ;FEM;PL
ernstige	severa	ernstig	severar	ADJ	ADJ;FEM;SG
ernstige	grave	ernstig	grave	ADJ	ADJ;MASC;SG
typisch	típico	typisch	típico	ADJ	ADJ;MASC;SG
typisch	típicas	typisch	típico	ADJ	ADJ;FEM;PL
typisch	típicos	typisch	típico	ADJ	ADJ;MASC;PL
typisch	típica	typisch	típico	ADJ	ADJ;FEM;SG
behandeld	tratada	behandelen	tratar	V;V.PTCP	V;FEM;SG;V.PTCP
behandeld	tratados	behandelen	tratar	V;V.PTCP	V;MASC;PL;V.PTCP
behandeld	tratadas	behandelen	tratar	V;V.PTCP	V;FEM;PL;V.PTCP
benoemde	nomeada	benoemen	nomear	V;V.PTCP	V;FEM;SG;V.PTCP
benoemde	nomeado	benoemen	nomear	V;V.PTCP	V;MASC;SG;V.PTCP
benoemde	nomeados	benoemen	nomear	V;V.PTCP	V;MASC;PL;V.PTCP
benoemde	nomeado	benoemen	nomear	V;V.PTCP	V;MASC;SG;V.PTCP
sprint	sprint	sprint	sprint	N;MASC+FEM;SG	N;MASC;SG
samengevoegd	fundido	samenvoegen	fundir	V;V.PTCP	V;MASC;SG;V.PTCP
samengevoegd	fundidos	samenvoegen	fundido	V;V.PTCP	V;MASC;PL;V.PTCP
samengevoegd	fundiu	samenvoegen	fundir	V;V.PTCP	V;IND;SG;3;PST;FIN
pogingen	tentativas	poging	tentativa	N;PL	N;FEM;PL
liberale	liberal	liberaal	liberal	ADJ	ADJ;MASC;SG
volume	volume	volume	volume	N;NEUT;SG	N;MASC;SG
vorming	formação	vorming	formação	N;MASC+FEM;SG	N;FEM;SG
races	raças	race	raça	N;PL	N;FEM;PL
races	corridas	race	corrida	N;PL	N;FEM;PL
vriendin	namorada	vriendin	namorada	N;MASC+FEM;SG	N;FEM;SG
vriendin	amigo	vriendin	amigo	N;MASC+FEM;SG	N;MASC;SG
vriendin	amiga	vriendin	amiga	N;MASC+FEM;SG	N;FEM;SG
stephen	marcelo	stephen	marcelo	N;SG	N;MASC;SG
stephen	estêvão	stephen	estêvão	N;SG	N;MASC;SG
stephen	stephen	stephen	stephen	N;SG	N;MASC;SG
nicolaas	nicolás	nicolaas	nicolás	N;MASC+FEM;SG	N;MASC;SG
nicolaas	nicolau	nicolaas	nicolar	N;MASC+FEM;SG	N;MASC;SG
religie	religião	religie	religião	N;MASC+FEM;SG	N;FEM;SG
robin	robin	robin	robin	N;MASC+FEM;SG	N;MASC;SG
verleend	concedida	verlenen	conceder	V;V.PTCP	V;FEM;SG;V.PTCP
verleend	concedidos	verlenen	conceder	V;V.PTCP	V;MASC;PL;V.PTCP
verleend	concedidas	verlenen	conceder	V;V.PTCP	V;FEM;PL;V.PTCP
verleend	concedido	verlenen	conceder	V;V.PTCP	V;MASC;SG;V.PTCP
opnemen	gravando	opnemen	gravar	V;NFIN	V;V.MSDR
negentig	noventa	negentig	novento	NUM	NUM
waarheid	verdade	waarheid	verdade	N;MASC+FEM;SG	N;FEM;SG
waarheid	truth	waarheid	truth	N;MASC+FEM;SG	N;MASC;SG
autonome	autónomo	autonome	autónomo	ADJ	ADJ;MASC;SG
autonome	autônoma	autonome	autônomo	ADJ	ADJ;FEM;SG
figuren	figuras	figuur	figura	N;PL	N;FEM;PL
figuren	números	figuur	número	N;PL	N;MASC;PL
transport	transporte	transport	transporte	N;NEUT;SG	N;MASC;SG
transport	transporte	transport	transporte	N;NEUT;SG	N;MASC;SG
jacobus	james	jacobus	jame	N;MASC+FEM;SG	N;MASC;SG
jacobus	jaime	jacobus	jaime	N;MASC+FEM;SG	N;MASC;SG
jacobus	tiago	jacobus	tiago	N;MASC+FEM;SG	N;MASC;SG
jacobus	jacobus	jacobus	jacobu	N;MASC+FEM;SG	N;MASC;SG
graden	graus	graad	grau	N;PL	N;MASC;PL
interessant	interessante	interessant	interessante	ADJ	ADJ;MASC;SG
interessant	interessantes	interessant	interessante	ADJ	ADJ;MASC;PL
main	main	main	main	N;MASC+FEM;SG	N;MASC;SG
palts	palatinado	palts	palatinar	N;MASC+FEM;SG	N;MASC;SG
federale	federal	federaal	federal	ADJ	ADJ;MASC;SG
volgorde	seqüência	volgorde	seqüência	N;MASC+FEM;SG	N;FEM;SG
volgorde	sequência	volgorde	sequência	N;MASC+FEM;SG	N;FEM;SG
volgorde	sequencia	volgorde	sequencia	N;MASC+FEM;SG	N;FEM;SG
sturen	manda	sturen	mandar	V;NFIN	V;IND;SG;3;PRS;FIN
sturen	envie	sturen	enviar	V;NFIN	V;SBJV;SG;3;PRS;FIN
sturen	mandem	sturen	mander	V;NFIN	V;SBJV;PL;3;PRS;FIN
sturen	enviar	sturen	enviar	V;NFIN	V;NFIN
sturen	envia	sturen	enviar	V;NFIN	V;IND;SG;3;PRS;FIN
wijziging	modificação	wijziging	modificação	N;MASC+FEM;SG	N;FEM;SG
wijziging	alteração	wijziging	alteração	N;MASC+FEM;SG	N;FEM;SG
wijziging	emenda	wijziging	emenda	N;MASC+FEM;SG	N;FEM;SG
wijziging	mudança	wijziging	mudança	N;MASC+FEM;SG	N;FEM;SG
wijziging	troco	wijziging	troco	N;MASC+FEM;SG	N;MASC;SG
dochters	filhas	dochter	filha	N;PL	N;FEM;PL
ervaren	experimentado	ervaren	experimentar	V;V.PTCP	V;MASC;SG;V.PTCP
vreemde	estranha	vreemd	estranho	ADJ	ADJ;FEM;SG
vreemde	estranho	vreemd	estranho	ADJ	ADJ;MASC;SG
vreemde	estranha	vreemd	estranho	ADJ	ADJ;FEM;SG
vreemde	estranho	vreemd	estranho	ADJ	ADJ;MASC;SG
afkorting	abreviação	afkorting	abreviação	N;MASC+FEM;SG	N;FEM;SG
afkorting	sigla	afkorting	sigla	N;MASC+FEM;SG	N;FEM;SG
afkorting	abreviatura	afkorting	abreviatura	N;MASC+FEM;SG	N;FEM;SG
afkorting	acrónimo	afkorting	acrónimo	N;MASC+FEM;SG	N;MASC;SG
afkorting	sigla	afkorting	sigla	N;MASC+FEM;SG	N;FEM;SG
duurt	dura	duren	durar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
rudolf	rodolfo	rudolf	rodolfo	N;MASC+FEM;SG	N;MASC;SG
rudolf	rudolph	rudolf	rudolph	N;MASC+FEM;SG	N;MASC;SG
rudolf	rodolfo	rudolf	rodolfo	N;MASC+FEM;SG	N;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;MASC+FEM;SG	N;MASC;SG
banden	pneus	band	pneu	N;PL	N;MASC;PL
banden	pneumáticos	band	pneumático	N;PL	N;MASC;PL
banden	pneus	band	pneu	N;PL	N;MASC;PL
banden	fitas	band	fita	N;PL	N;FEM;PL
banden	cassetes	band	cassete	N;PL	N;MASC;PL
vertrekken	saindo	vertrekken	sair	V;NFIN	V;V.MSDR
vertrekken	partindo	vertrekken	partir	V;NFIN	V;V.MSDR
vertrekken	deixando	vertrekken	deixar	V;NFIN	V;V.MSDR
vertrekken	deixar	vertrekken	deixar	V;NFIN	V;NFIN
ondersteuning	apoio	ondersteuning	apoio	N;MASC+FEM;SG	N;MASC;SG
ondersteuning	suporte	ondersteuning	suporte	N;MASC+FEM;SG	N;MASC;SG
andrew	andré	andrew	andré	N;MASC+FEM;SG	N;MASC;SG
andrew	andrew	andrew	andrew	N;MASC+FEM;SG	N;MASC;SG
chili	chili	chili	chili	N;NEUT;SG	N;MASC;SG
chili	chile	chili	chile	N;NEUT;SG	N;MASC;SG
conservatorium	conservatório	conservatorium	conservatório	N;NEUT;SG	N;MASC;SG
conservatorium	conservatório	conservatorium	conservatório	N;NEUT;SG	N;MASC;SG
donkere	escura	donker	escuro	ADJ	ADJ;FEM;SG
donkere	sombrio	donker	sombrio	ADJ	ADJ;MASC;SG
donkere	escuro	donker	escuro	ADJ	ADJ;MASC;SG
nederlaag	derrota	nederlaag	derrota	N;MASC+FEM;SG	N;FEM;SG
conclusie	conclusão	conclusie	conclusão	N;MASC+FEM;SG	N;FEM;SG
voorwaarden	termos	voorwaarde	termos	N;PL	N;MASC;PL
voorwaarden	condições	voorwaarde	condição	N;PL	N;FEM;PL
ivan	ivan	ivan	ivan	N;MASC+FEM;SG	N;MASC;SG
stappen	degraus	stap	degrau	N;PL	N;MASC;PL
stappen	etapas	stap	etapa	N;PL	N;FEM;PL
stappen	passos	stap	passo	N;PL	N;MASC;PL
kandidaten	candidatas	kandidaat	candidatar	N;PL	N;FEM;PL
kandidaten	candidatos	kandidaat	candidato	N;PL	N;MASC;PL
firma	firma	firma	firma	N;MASC+FEM;SG	N;FEM;SG
firma	firmeza	firma	firmeza	N;MASC+FEM;SG	N;FEM;SG
serieus	sério	serieus	sério	ADJ	ADJ;MASC;SG
serieus	séria	serieus	sério	ADJ	ADJ;FEM;SG
serieus	grave	serieus	grave	ADJ	ADJ;MASC;SG
serieus	sério	serieus	sério	ADJ	ADJ;MASC;SG
bijen	abelhas	bij	abelho	N;PL	N;FEM;PL
bijen	abelhas	bij	abelho	N;PL	N;FEM;PL
krijg	apanha	krijgen	apanhar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
krijg	obtenha	krijgen	obter	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
krijg	receba	krijgen	receber	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
krijg	obter	krijgen	obter	V;SG;PRS;FIN	V;NFIN
onderhouden	mantidas	onderhouden	manter	V;V.PTCP	V;FEM;PL;V.PTCP
onderhouden	mantida	onderhouden	manter	V;V.PTCP	V;FEM;SG;V.PTCP
onderhouden	mantido	onderhouden	manter	V;V.PTCP	V;MASC;SG;V.PTCP
onderhouden	mantidos	onderhouden	manter	V;V.PTCP	V;MASC;PL;V.PTCP
vergeten	esqueci	vergeten	esquecer	V;V.PTCP	V;IND;SG;1;PRS;FIN
vergeten	esqueceu	vergeten	esquecer	V;V.PTCP	V;IND;SG;3;PST;FIN
vergeten	esqueça	vergeten	esquecer	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
vergeten	esquecer	vergeten	esquecer	V;V.PTCP	V;NFIN
vergeten	esquece	vergeten	esquecer	V;V.PTCP	V;IND;SG;3;PRS;FIN
vergeten	esquecida	vergeten	esquecer	V;V.PTCP	V;FEM;SG;V.PTCP
vergeten	esqueceu	vergeten	esquecer	V;V.PTCP	V;IND;SG;3;PST;FIN
vergeten	esquecido	vergeten	esquecer	V;V.PTCP	V;MASC;SG;V.PTCP
vergeten	esquecidos	vergeten	esquecer	V;V.PTCP	V;MASC;PL;V.PTCP
vos	cov	vos	cov	N;MASC+FEM;SG	N;MASC;SG
vos	fox	vos	fox	N;MASC+FEM;SG	N;MASC;SG
vos	raposa	vos	raposa	N;MASC+FEM;SG	N;FEM;SG
hernoemen	renomear	hernoemen	renomear	V;NFIN	V;NFIN
knvb	knvb	knvb	knvb	N;MASC+FEM;SG	N;MASC;SG
uitgeroepen	proclamada	uitroepen	proclamar	V;V.PTCP	V;FEM;SG;V.PTCP
uitgeroepen	proclamado	uitroepen	proclamar	V;V.PTCP	V;MASC;SG;V.PTCP
uitgeroepen	proclamou	uitroepen	proclamar	V;V.PTCP	V;IND;SG;3;PST;FIN
wetten	leis	wet	lei	N;PL	N;FEM;PL
planeet	planet	planeet	planet	N;MASC+FEM;SG	N;MASC;SG
planeet	planeta	planeet	planeta	N;MASC+FEM;SG	N;MASC;SG
zeg	dizer	zeggen	dizer	V;SG;PRS;FIN	V;NFIN
zeg	diga	zeggen	dizer	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
zeg	diz	zeggen	dizer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
atletiek	atletismo	atletiek	atletismo	N;MASC+FEM;SG	N;MASC;SG
verdwijnen	desaparecer	verdwijnen	desaparecer	V;PL;PRS;FIN	V;NFIN
verdwijnen	desaparecendo	verdwijnen	desaparecer	V;PL;PRS;FIN	V;V.MSDR
verdwijnen	desaparecer	verdwijnen	desaparecer	V;PL;PRS;FIN	V;NFIN
verdwijnen	sumir	verdwijnen	sumir	V;PL;PRS;FIN	V;NFIN
woordenboek	dicionário	woordenboek	dicionário	N;NEUT;SG	N;MASC;SG
toneel	palco	toneel	palco	N;NEUT;SG	N;MASC;SG
toneel	etapa	toneel	etapa	N;NEUT;SG	N;FEM;SG
bezwaar	protesto	bezwaar	protesto	N;NEUT;SG	N;MASC;SG
bezwaar	objeção	bezwaar	objeção	N;NEUT;SG	N;FEM;SG
bezwaar	objecção	bezwaar	objecção	N;NEUT;SG	N;FEM;SG
doctor	doutor	doctor	doutor	N;MASC+FEM;SG	N;MASC;SG
doctor	médica	doctor	médico	N;MASC+FEM;SG	N;FEM;SG
doctor	doutora	doctor	doutora	N;MASC+FEM;SG	N;FEM;SG
doctor	doctor	doctor	doctor	N;MASC+FEM;SG	N;MASC;SG
doctor	médico	doctor	médico	N;MASC+FEM;SG	N;MASC;SG
gemeenteraadslid	vereador	gemeenteraadslid	vereador	N;NEUT;SG	N;MASC;SG
gemeenteraadslid	vereadora	gemeenteraadslid	vereadora	N;NEUT;SG	N;FEM;SG
zinnen	frases	zin	frase	N;PL	N;FEM;PL
zinnen	frases	zin	frase	N;PL	N;FEM;PL
zinnen	sentenças	zin	sentença	N;PL	N;FEM;PL
drenthe	drenthe	drenth	drenthe	N;MASC+FEM;SG	N;MASC;SG
israëlische	israelense	israëlisch	israelense	ADJ	ADJ;MASC;SG
districten	bairros	district	bairro	N;PL	N;MASC;PL
districten	distritos	district	distrito	N;PL	N;MASC;PL
pianist	pianista	pianist	pianista	N;MASC+FEM;SG	N;MASC;SG
instellingen	instituições	instelling	instituição	N;PL	N;FEM;PL
instellingen	configurações	instelling	configuração	N;PL	N;FEM;PL
instellingen	definições	instelling	definição	N;PL	N;FEM;PL
davie	davie	davie	daver	N;MASC+FEM;SG	N;MASC;SG
negatieve	negativas	negatief	negativo	ADJ	ADJ;FEM;PL
negatieve	negativo	negatief	negativo	ADJ	ADJ;MASC;SG
verwerkt	transformada	verwerken	transformar	V;V.PTCP	V;FEM;SG;V.PTCP
verwerkt	processado	verwerken	processar	V;V.PTCP	V;MASC;SG;V.PTCP
verwerkt	processada	verwerken	processar	V;V.PTCP	V;FEM;SG;V.PTCP
verwerkt	transformados	verwerken	transformar	V;V.PTCP	V;MASC;PL;V.PTCP
verwerkt	processados	verwerken	processar	V;V.PTCP	V;MASC;PL;V.PTCP
verwerkt	processadas	verwerken	processar	V;V.PTCP	V;FEM;PL;V.PTCP
gelezen	lidos	lezen	ler	V;V.PTCP	V;MASC;PL;V.PTCP
gelezen	ler	lezen	ler	V;V.PTCP	V;NFIN
gelezen	leia	lezen	ler	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
gelezen	lê	lezen	ler	V;V.PTCP	V;IND;SG;3;PRS;FIN
bruce	bruce	bruc	bruce	N;MASC+FEM;SG	N;MASC;SG
verbeterde	melhorada	verbeteren	melhorar	V;SG;PST;FIN	V;FEM;SG;V.PTCP
verbeterde	melhorado	verbeteren	melhorar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
verbeterde	melhorou	verbeteren	melhorar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
volle	cheia	vol	cheio	ADJ	ADJ;FEM;SG
volle	plena	vol	pleno	ADJ	ADJ;FEM;SG
volle	pleno	vol	pleno	ADJ	ADJ;MASC;SG
volle	cheio	vol	cheio	ADJ	ADJ;MASC;SG
verbleef	fiquei	verblijven	ficar	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
verbleef	ficou	verblijven	ficar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
verbleef	permaneceu	verblijven	permanecer	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
besluiten	decisões	besluit	decisão	N;PL	N;FEM;PL
artikels	artigos	artikel	artigo	N;PL	N;MASC;PL
benoeming	nomeação	benoeming	nomeação	N;MASC+FEM;SG	N;FEM;SG
benoeming	marcação	benoeming	marcação	N;MASC+FEM;SG	N;FEM;SG
bewerken	edita	bewerken	editar	V;NFIN	V;IND;SG;3;PRS;FIN
bewerken	editar	bewerken	editar	V;NFIN	V;NFIN
bewerken	edite	bewerken	edite	V;NFIN	V;SBJV;SG;3;PRS;FIN
bewerken	editando	bewerken	editar	V;NFIN	V;V.MSDR
norman	normando	norman	normar	N;MASC+FEM;SG	N;MASC;SG
