talent	талант	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;SG
predpisi	правилата	predpis	правило	N;NOM;MASC;PL	N;DEF;NEUT;PL
delovalo	работил	delovati	работя	V;IPFV;NEUT;SG;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
hribi	планините	hrib	планини	N;NOM;MASC;PL	N;DEF;FEM;PL
hribi	планини	hrib	планина	N;NOM;MASC;PL	N;INDF;FEM;PL
hribi	хълмове	hrib	хълм	N;NOM;MASC;PL	N;INDF;MASC;PL
oblačil	облекла	oblačilo	облека	N;GEN;NEUT;PL	N;INDF;NEUT;PL
oblačil	дрехи	oblačilo	дреха	N;GEN;NEUT;PL	N;INDF;FEM;PL
igrišče	площадка	igrišče	площадка	N;NOM;NEUT;SG	N;INDF;FEM;SG
igrišče	игрище	igrišče	игрище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
administrator	администратор	administrator	администратор	N;NOM;MASC;SG	N;INDF;MASC;SG
klasifikacija	класифициране	klasifikacija	класифициране	N;NOM;FEM;SG	N;INDF;NEUT;SG
klasifikacija	класиране	klasifikacija	класиране	N;NOM;FEM;SG	N;INDF;NEUT;SG
klasifikacija	класификация	klasifikacija	класификация	N;NOM;FEM;SG	N;INDF;FEM;SG
licenca	лиценз	licenca	лиценз	N;NOM;FEM;SG	N;INDF;MASC;SG
licenca	лицензия	licenca	лицензия	N;NOM;FEM;SG	N;INDF;FEM;SG
licenca	лиценз	licenca	лиценз	N;NOM;FEM;SG	N;INDF;MASC;SG
licenca	книжка	licenca	книжка	N;NOM;FEM;SG	N;INDF;FEM;SG
licenca	книжката	licenca	книжка	N;NOM;FEM;SG	N;DEF;FEM;SG
ska	ска	ska	ска	N;NOM;MASC;SG	N;INDF;MASC;SG
ločitev	развод	ločitev	развод	N;NOM;FEM;SG	N;INDF;MASC;SG
ločitev	разделение	ločitev	разделение	N;NOM;FEM;SG	N;INDF;NEUT;SG
ločitev	раздяла	ločitev	раздяла	N;NOM;FEM;SG	N;INDF;FEM;SG
ločitev	отделяне	ločitev	отделяне	N;NOM;FEM;SG	N;INDF;NEUT;SG
ločitev	разделяне	ločitev	разделяне	N;NOM;FEM;SG	N;INDF;NEUT;SG
meritev	оценяване	meritev	оценяване	N;NOM;FEM;SG	N;INDF;NEUT;SG
meritev	измерване	meritev	измерване	N;NOM;FEM;SG	N;INDF;NEUT;SG
patent	патент	patent	патент	N;NOM;MASC;SG	N;INDF;MASC;SG
organizacijske	организационни	organizacijski	организационен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
župnijo	енория	župen	енория	N;ACC;FEM;SG	N;INDF;FEM;SG
župnijo	париш	župen	паря	N;ACC;FEM;SG	N;INDF;FEM;SG
župnijo	периш	župen	перя	N;ACC;FEM;SG	N;INDF;MASC;SG
glive	гъбички	gliva	гъбичка	N;NOM;FEM;PL	N;INDF;FEM;PL
glive	гъби	gliva	гъба	N;NOM;FEM;PL	N;INDF;FEM;PL
obiskala	посети	obiskati	посетя	V;PFV;FEM;SG;V.PTCP	V;PFV;IMP;SG;2;FIN
obiskala	посетих	obiskati	посетя	V;PFV;FEM;SG;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
bra	сутиен	bra	сутиен	N;NOM;MASC;SG	N;INDF;MASC;SG
težavah	затруднения	težava	затруднение	N;ESS;FEM;PL	N;INDF;NEUT;PL
težavah	трудности	težava	трудност	N;ESS;FEM;PL	N;INDF;FEM;PL
primerni	подходящи	primeren	подходящ	ADJ;NOM;MASC;PL	ADJ;INDF;PL
hawker	хоукър	hawker	хоукър	N;NOM;MASC;SG	N;INDF;MASC;SG
odvisni	зависими	odvisen	зависим	ADJ;NOM;MASC;PL	ADJ;INDF;PL
dodajanje	добавка	dodajanje	добавка	N;NOM;NEUT;SG	N;INDF;FEM;SG
dodajanje	добавяне	dodajanje	добавяне	N;NOM;NEUT;SG	N;INDF;NEUT;SG
dodajanje	допълнение	dodajanje	допълнение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
dodajanje	добавяне	dodajanje	добавяне	N;NOM;NEUT;SG	N;INDF;NEUT;SG
serena	серена	serena	серен	N;NOM;FEM;SG	N;INDF;FEM;SG
serena	серина	serena	серина	N;NOM;FEM;SG	N;INDF;FEM;SG
običajna	обичайното	običajen	обичаен	ADJ;NOM;FEM;SG	ADJ;DEF;NEUT;SG
običajna	нормален	običajen	нормален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
običajna	нормална	običajen	нормален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
vroče	гореща	vroč	горещ	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
komercialni	търговска	komercialen	търговски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
komercialni	търговски	komercialen	търговски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
trio	трио	trio	трио	N;NOM;MASC;SG	N;INDF;NEUT;SG
manjšine	малцинства	manjšina	малцинство	N;NOM;FEM;PL	N;INDF;NEUT;PL
manjšine	малцинствата	manjšina	малцинство	N;NOM;FEM;PL	N;DEF;NEUT;PL
premiera	премиерата	premier	премиера	N;NOM;MASC;SG	N;DEF;FEM;SG
premiera	премиера	premier	премиер	N;NOM;MASC;SG	N;DEF;MASC;SG
zime	уинтърс	zima	уинтърс	N;NOM;FEM;SG	N;INDF;MASC;SG
duhovni	духовна	duhoven	духовен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
duhovni	духовното	duhoven	духовен	ADJ;NOM;MASC;SG	ADJ;DEF;NEUT;SG
duhovni	духовен	duhoven	духовен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
erwin	ервин	erwin	ервин	N;NOM;MASC;SG	N;INDF;MASC;SG
tretjič	трето	tretjič	трето	ADV	ADV
mišica	мускул	mišica	мускул	N;NOM;FEM;SG	N;INDF;MASC;SG
algoritem	алгоритъм	algoritem	алгоритъм	N;NOM;MASC;SG	N;INDF;MASC;SG
preberite	прочетете	prebrati	прочета	V;PFV;IMP;PL;2;FIN	V;PFV;IMP;PL;2;FIN
posamezno	индивидуален	posamezno	индивидуален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
posamezno	индивидуална	posamezno	индивидуален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
kmetije	ферми	kmetija	ферма	N;NOM;FEM;PL	N;INDF;FEM;PL
kmetije	стопанства	kmetija	стопанство	N;NOM;FEM;PL	N;INDF;NEUT;PL
možni	възможен	možen	възможен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
možni	възможна	možen	възможен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
blake	блейк	blak	блейк	N;NOM;MASC;SG	N;INDF;MASC;SG
zlom	чупене	zlom	чупене	N;NOM;MASC;SG	N;INDF;NEUT;SG
zlom	разбиване	zlom	разбиване	N;NOM;MASC;SG	N;INDF;NEUT;SG
zlom	фрактура	zlom	фрактура	N;NOM;MASC;SG	N;INDF;FEM;SG
zlom	счупване	zlom	счупване	N;NOM;MASC;SG	N;INDF;NEUT;SG
jezo	гняв	jeza	гняв	N;ACC;FEM;SG	N;INDF;MASC;SG
suhoj	сухой	suhoj	сухой	N;NOM;MASC;SG	N;INDF;MASC;SG
geometrija	геометрията	geometrija	геометрия	N;NOM;FEM;SG	N;DEF;FEM;SG
geometrija	геометрия	geometrija	геометрия	N;NOM;FEM;SG	N;INDF;FEM;SG
iraku	ирак	irak	ирак	N;DAT;MASC;SG	N;INDF;MASC;SG
strategije	стратегии	strategija	стратегия	N;NOM;FEM;PL	N;INDF;FEM;PL
ogljik	въглероден	ogljik	въглероден	N;NOM;MASC;SG	N;INDF;MASC;SG
ogljik	въглерод	ogljik	въглерод	N;NOM;MASC;SG	N;INDF;MASC;SG
elektro	електро	elektro	електро	N;NOM;MASC;SG	N;INDF;MASC;SG
sekundarni	вторична	sekundaren	вторичен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
sekundarni	вторичен	sekundaren	вторичен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
preboj	пробив	preboj	пробив	N;NOM;MASC;SG	N;INDF;MASC;SG
človeška	човешка	človeški	човешки	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
človeška	човешки	človeški	човешки	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
novosti	нововъведения	novost	нововъдение	N;NOM;FEM;PL	N;INDF;NEUT;PL
novosti	иновации	novost	иновация	N;NOM;FEM;PL	N;INDF;FEM;PL
novosti	актуализации	novost	актуализация	N;NOM;FEM;PL	N;INDF;FEM;PL
oklep	броня	oklep	броня	N;NOM;MASC;SG	N;INDF;FEM;SG
oklep	броня	oklep	броня	N;NOM;MASC;SG	N;INDF;FEM;SG
ugotovitve	забележки	ugotovitev	забележка	N;NOM;FEM;PL	N;INDF;FEM;PL
ugotovitve	наблюдения	ugotovitev	наблюдение	N;NOM;FEM;PL	N;INDF;NEUT;PL
ugotovitve	находки	ugotovitev	находка	N;NOM;FEM;PL	N;INDF;FEM;PL
ugotovitve	открития	ugotovitev	откритие	N;NOM;FEM;PL	N;INDF;NEUT;PL
ugotovitve	констатации	ugotovitev	констатация	N;NOM;FEM;PL	N;INDF;FEM;PL
leseni	дървени	lesen	дървен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
geografski	географска	geografski	географски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
geografski	географски	geografski	географски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
barvni	цветен	barven	цветен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
barvni	цветна	barven	цветна	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
barvni	цветен	barven	цветен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
otroštva	детство	otroštvo	детство	N;GEN;NEUT;SG	N;INDF;NEUT;SG
otroštva	детството	otroštvo	детство	N;GEN;NEUT;SG	N;DEF;NEUT;SG
pastir	шепърд	pastir	шепърд	N;NOM;MASC;SG	N;INDF;MASC;SG
pastir	овчар	pastir	овчар	N;NOM;MASC;SG	N;INDF;MASC;SG
pastir	овчарка	pastir	овчарка	N;NOM;MASC;SG	N;INDF;FEM;SG
pastir	пастир	pastir	пастир	N;NOM;MASC;SG	N;INDF;MASC;SG
odkrivanje	откриване	odkrivanje	откриване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
samostojnost	самостоятелност	samostojnost	самостоятелност	N;NOM;FEM;SG	N;INDF;FEM;SG
samostojnost	автономия	samostojnost	автономия	N;NOM;FEM;SG	N;INDF;FEM;SG
samostojnost	независимост	samostojnost	независимост	N;NOM;FEM;SG	N;INDF;FEM;SG
sinove	синовете	sin	син	N;ACC;MASC;PL	N;DEF;MASC;PL
sinove	синове	sin	син	N;ACC;MASC;PL	N;INDF;MASC;PL
receptorjev	рецептори	receptor	рецептор	N;GEN;MASC;PL	N;INDF;MASC;PL
receptorjev	рецепторите	receptor	рецептор	N;GEN;MASC;PL	N;DEF;MASC;PL
industrijska	промишлен	industrijski	промишлен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
industrijska	индустриален	industrijski	индустриален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
industrijska	индустриална	industrijski	индустриален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
standardna	стандартна	standarden	стандартен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
standardna	стандартен	standarden	стандартен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
encimi	ензимите	encim	ензим	N;NOM;MASC;PL	N;DEF;MASC;PL
encimi	ензими	encim	ензим	N;NOM;MASC;PL	N;INDF;MASC;PL
loke	арки	lok	арки	N;ACC;MASC;PL	N;INDF;FEM;PL
loke	панделки	lok	панделка	N;ACC;MASC;PL	N;INDF;FEM;PL
loke	лъкове	lok	лък	N;ACC;MASC;PL	N;INDF;MASC;PL
tokovi	течения	tok	течение	N;NOM;MASC;PL	N;INDF;NEUT;PL
tokovi	теченията	tok	течение	N;NOM;MASC;PL	N;DEF;NEUT;PL
tokovi	токове	tok	ток	N;NOM;MASC;PL	N;INDF;MASC;PL
tokovi	потоци	tok	поток	N;NOM;MASC;PL	N;INDF;MASC;PL
platon	платон	platon	платон	N;NOM;MASC;SG	N;INDF;MASC;SG
lisica	лисица	lisica	лисица	N;NOM;FEM;SG	N;INDF;FEM;SG
kalcijev	калций	kalcij	калций	N;NOM;MASC;SG	N;INDF;MASC;SG
kalcijev	калциев	kalcij	калциев	N;NOM;MASC;SG	N;INDF;MASC;SG
pogovori	разговори	pogovor	разговор	N;NOM;MASC;PL	N;INDF;MASC;PL
pogovori	разговори	pogovor	разговор	N;NOM;MASC;PL	N;INDF;MASC;PL
pogovori	интервюта	pogovor	интервю	N;NOM;MASC;PL	N;INDF;NEUT;PL
pogovori	разпити	pogovor	разпитя-(се)	N;NOM;MASC;PL	N;INDF;MASC;PL
pogovori	интервютата	pogovor	интервюта	N;NOM;MASC;PL	N;DEF;NEUT;PL
vmesnik	интерфейс	vmesnik	интерфейс	N;NOM;MASC;SG	N;INDF;MASC;SG
vmesnik	интерфейса	vmesnik	интерфейс	N;NOM;MASC;SG	N;DEF;MASC;SG
jajčeca	яйца	jajčece	яйце	N;NOM;NEUT;PL	N;INDF;NEUT;PL
jajčeca	яйцата	jajčece	яйце	N;NOM;NEUT;PL	N;DEF;NEUT;PL
languedoc	лангедок	languedoc	лангедок	N;NOM;MASC;SG	N;INDF;MASC;SG
pištola	пистолет	pištol	пистолет	N;NOM;FEM;SG	N;INDF;MASC;SG
pištola	пистолет	pištol	пистолет	N;NOM;FEM;SG	N;INDF;MASC;SG
pištola	оръжие	pištol	оръжие	N;NOM;FEM;SG	N;INDF;NEUT;SG
regionalni	регионален	regionalen	регионален	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
regionalni	регионална	regionalen	регионален	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
prihodnje	бъдещ	prihodnji	бъдещ	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
prihodnje	бъдеща	prihodnji	бъдещ	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
prijateljstvo	приятелството	prijateljstvo	приятелство	N;NOM;NEUT;SG	N;DEF;NEUT;SG
prijateljstvo	дружба	prijateljstvo	дружба	N;NOM;NEUT;SG	N;INDF;FEM;SG
prijateljstvo	приятелство	prijateljstvo	приятелство	N;NOM;NEUT;SG	N;INDF;NEUT;SG
kancler	канцлерът	kancler	канцлер	N;NOM;MASC;SG	N;DEF;MASC;SG
kancler	канцлера	kancler	канцлер	N;NOM;MASC;SG	N;DEF;MASC;SG
kancler	канцлер	kancler	канцлер	N;NOM;MASC;SG	N;INDF;MASC;SG
alternative	алтернативи	alternativa	алтернатива	N;NOM;FEM;PL	N;INDF;FEM;PL
pogledi	гледки	pogled	гледка	N;NOM;MASC;PL	N;INDF;FEM;PL
pogledi	изгледи	pogled	изглед	N;NOM;MASC;PL	N;INDF;MASC;PL
pogledi	мнения	pogled	мнение	N;NOM;MASC;PL	N;INDF;NEUT;PL
pogledi	гледания	pogled	гледане	N;NOM;MASC;PL	N;INDF;NEUT;PL
sorodniki	братовчедите	sorodnik	братовчед	N;NOM;MASC;PL	N;DEF;MASC;PL
sorodniki	братовчеди	sorodnik	братовчед	N;NOM;MASC;PL	N;INDF;MASC;PL
sorodniki	роднини	sorodnik	роднина	N;NOM;MASC;PL	N;INDF;MASC;PL
sorodniki	роднините	sorodnik	роднина	N;NOM;MASC;PL	N;DEF;MASC;PL
podjetnik	предприемач	podjetnik	предприемач	N;NOM;MASC;SG	N;INDF;MASC;SG
policist	офицер	policist	офицер	N;NOM;MASC;SG	N;INDF;MASC;SG
policist	полицай	policist	полицай	N;NOM;MASC;SG	N;INDF;MASC;SG
policist	полицай	policist	полицай	N;NOM;MASC;SG	N;INDF;MASC;SG
mostovi	мостове	mostov	мост	N;NOM;MASC;PL	N;INDF;MASC;PL
mostovi	мостовете	mostov	мост	N;NOM;MASC;PL	N;DEF;MASC;PL
lastna	собствен	lasten	собствен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
lastna	собствена	lasten	собствен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
posredovanje	трансмисия	posredovanje	трансмисия	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	предаване	posredovanje	предаване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
posredovanje	пренос	posredovanje	пренос	N;NOM;NEUT;SG	N;INDF;MASC;SG
posredovanje	препращане	posredovanje	препращане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
posredovanje	посредничеството	posredovanje	посредничество	N;NOM;NEUT;SG	N;DEF;NEUT;SG
posredovanje	посредничество	posredovanje	посредничество	N;NOM;NEUT;SG	N;INDF;NEUT;SG
posredovanje	встъпване	posredovanje	встъпване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
posredovanje	интервенция	posredovanje	интервенция	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	намеса	posredovanje	намеса	N;NOM;NEUT;SG	N;INDF;FEM;SG
zaključek	довършване	zaključek	довършване	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	приключване	zaključek	приключване	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	завършване	zaključek	завършване	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	приключване	zaključek	приключване	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	затваряне	zaključek	затваряне	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	закриване	zaključek	закриване	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	заключение	zaključek	заключение	N;NOM;MASC;SG	N;INDF;NEUT;SG
zaključek	извод	zaključek	извод	N;NOM;MASC;SG	N;INDF;MASC;SG
razstavi	изложение	razstava	изложение	N;NOM;FEM;SG	N;INDF;NEUT;SG
razstavi	изложба	razstava	изложба	N;NOM;FEM;SG	N;INDF;FEM;SG
lucas	лукас	lucas	лукас	N;NOM;MASC;SG	N;INDF;MASC;SG
terme	спа	terma	спо	N;NOM;FEM;PL	N;INDF;MASC;PL
dama	дамата	dama	дама	N;NOM;FEM;SG	N;DEF;FEM;SG
dama	лейди	dama	лейд	N;NOM;FEM;SG	N;INDF;FEM;SG
dama	дама	dama	дама	N;NOM;FEM;SG	N;INDF;FEM;SG
nadal	надал	nadati	надам-(се)	N;NOM;MASC;SG	N;INDF;MASC;SG
ščit	щит	ščit	щит	N;NOM;MASC;SG	N;INDF;MASC;SG
achille	ахил	achill	ахил	N;NOM;MASC;SG	N;INDF;MASC;SG
hčere	дъщери	hči	дъщеря	N;NOM;FEM;PL	N;INDF;FEM;PL
hčere	дъщерите	hči	дъщер	N;NOM;FEM;PL	N;DEF;FEM;PL
programiranje	програмирането	programiranje	програмиране	N;NOM;NEUT;SG	N;DEF;NEUT;SG
programiranje	програмиране	programiranje	програмиране	N;NOM;NEUT;SG	N;INDF;NEUT;SG
izpostavljenost	излагане	izpostavljenost	излагане	N;NOM;FEM;SG	N;INDF;NEUT;SG
izpostavljenost	облъчване	izpostavljenost	облъчване	N;NOM;FEM;SG	N;INDF;NEUT;SG
izpostavljenost	експозиция	izpostavljenost	експозиция	N;NOM;FEM;SG	N;INDF;FEM;SG
biološki	биологични	biološki	биологичен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
perzijci	персийци	perzijec	персиец	N;NOM;MASC;PL	N;INDF;MASC;PL
utrdbo	форт	utrdba	форт	N;ACC;FEM;SG	N;INDF;MASC;SG
imenovanja	назначения	imenovanje	назначение	N;NOM;NEUT;PL	N;INDF;NEUT;PL
slab	лоша	slab	лош	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
slab	лош	slab	лош	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
nature	натура	natura	натурам-(се)	N;NOM;FEM;SG	N;INDF;FEM;SG
izbris	заличаване	izbris	заличаване	N;NOM;MASC;SG	N;INDF;NEUT;SG
izbris	изтриването	izbris	изтриване	N;NOM;MASC;SG	N;DEF;NEUT;SG
izbris	отмяна	izbris	отмяна	N;NOM;MASC;SG	N;INDF;FEM;SG
izbris	анулиране	izbris	анулиране	N;NOM;MASC;SG	N;INDF;NEUT;SG
izbris	изтриване	izbris	изтриване	N;NOM;MASC;SG	N;INDF;NEUT;SG
biologijo	биология	biologija	биология	N;ACC;FEM;SG	N;INDF;FEM;SG
biologijo	биологията	biologija	биология	N;ACC;FEM;SG	N;DEF;FEM;SG
dedek	дядо	dedek	дядо	N;NOM;MASC;SG	N;INDF;MASC;SG
dedek	дядо	dedek	дядо	N;NOM;MASC;SG	N;INDF;MASC;SG
ustavil	спрян	ustaviti	спра-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ustavil	спряна	ustaviti	спра-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ustavil	спря	ustaviti	спра-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
alpinist	алпинист	alpinist	алпинист	N;NOM;MASC;SG	N;INDF;MASC;SG
opremljen	снабден	opremljen	снабден	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
epizode	епизоди	epizoda	епизод	N;NOM;FEM;PL	N;INDF;MASC;PL
izidi	резултати	izid	резултат	N;NOM;MASC;PL	N;INDF;MASC;PL
fisher	фишер	fisher	фишер	N;NOM;MASC;SG	N;INDF;MASC;SG
fisher	фишър	fisher	фишър	N;NOM;MASC;SG	N;INDF;MASC;SG
puščave	пустини	puščava	пустиня	N;NOM;FEM;PL	N;INDF;FEM;PL
realno	истинска	realen	истински	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
realno	истински	realen	истински	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
realno	реалистична	realen	реалистичен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
realno	реалистичен	realen	реалистичен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
trinajst	тринадесет	trinajst	тринадесет	NUM;NOM;PL	NUM;INDF;PL
trinajst	тринайсет	trinajst	тринайсет	NUM;NOM;PL	NUM;INDF;PL
virusi	вируси	virus	вирус	N;NOM;MASC;PL	N;INDF;MASC;PL
virusi	вируси	virus	вирус	N;NOM;MASC;PL	N;INDF;MASC;PL
snega	сняг	sneg	сняг	N;GEN;MASC;SG	N;INDF;MASC;SG
snega	снеговалеж	sneg	снеговалеж	N;GEN;MASC;SG	N;INDF;MASC;SG
mach	мах	macha	мах	N;NOM;MASC;SG	N;INDF;MASC;SG
hitra	бърз	hiter	бърз	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
reynolds	рейнълдс	reynolds	рейнълдс	N;NOM;MASC;SG	N;INDF;MASC;SG
ureditve	договорености	ureditev	договореност	N;NOM;FEM;PL	N;INDF;FEM;PL
ureditve	споразумения	ureditev	споразумение	N;NOM;FEM;PL	N;INDF;NEUT;PL
ureditve	уговорки	ureditev	уговорка	N;NOM;FEM;PL	N;INDF;FEM;PL
priporoča	препоръчва	priporočati	препоръчвам-(се)	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ekonomska	икономическа	ekonomski	икономически	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ekonomska	икономически	ekonomski	икономически	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
komunikacija	комуникация	komunikacija	комуникация	N;NOM;FEM;SG	N;INDF;FEM;SG
komunikacija	общуване	komunikacija	общуване	N;NOM;FEM;SG	N;INDF;NEUT;SG
komunikacija	съобщаване	komunikacija	съобщаване	N;NOM;FEM;SG	N;INDF;NEUT;SG
rick	рик	rick	рик	N;NOM;MASC;SG	N;INDF;MASC;SG
alkohol	алкохол	alkohol	алкохол	N;NOM;MASC;SG	N;INDF;MASC;SG
alkohol	ликьор	alkohol	ликьор	N;NOM;MASC;SG	N;INDF;MASC;SG
alkohol	спирт	alkohol	спирт	N;NOM;MASC;SG	N;INDF;MASC;SG
alkohol	алкохол	alkohol	алкохол	N;NOM;MASC;SG	N;INDF;MASC;SG
soustanovitelj	съосновател	soustanovitelj	съосновател	N;NOM;MASC;SG	N;INDF;MASC;SG
osebje	персонал	osebje	персонал	N;NOM;NEUT;SG	N;INDF;MASC;SG
osebje	персонал	osebje	персонал	N;NOM;NEUT;SG	N;INDF;MASC;SG
osebje	персоналът	osebje	персонал	N;NOM;NEUT;SG	N;DEF;MASC;SG
izvajalci	операторите	izvajalec	оператор	N;NOM;MASC;PL	N;DEF;MASC;PL
izvajalci	оператори	izvajalec	оператор	N;NOM;MASC;PL	N;INDF;MASC;PL
izvajalci	предприемачи	izvajalec	предприемач	N;NOM;MASC;PL	N;INDF;MASC;PL
izvajalci	изпълнители	izvajalec	изпълнител	N;NOM;MASC;PL	N;INDF;MASC;PL
izvajalci	подизпълнители	izvajalec	подизпълнител	N;NOM;MASC;PL	N;INDF;MASC;PL
izvajalci	изпълнителите	izvajalec	изпълнител	N;NOM;MASC;PL	N;DEF;MASC;PL
izvajalci	изпълнители	izvajalec	изпълнител	N;NOM;MASC;PL	N;INDF;MASC;PL
toto	тото	toto	тото	N;NOM;MASC;SG	N;INDF;NEUT;SG
rolling	ролинг	rolling	ролинг	N;NOM;MASC;SG	N;INDF;MASC;SG
rolling	търкаляне	rolling	търкаляне	N;NOM;MASC;SG	N;INDF;NEUT;SG
dodatki	добавки	dodatek	добавка	N;NOM;MASC;PL	N;INDF;FEM;PL
dodatki	добавките	dodatek	добавка	N;NOM;MASC;PL	N;DEF;FEM;PL
dodatki	премии	dodatek	премия	N;NOM;MASC;PL	N;INDF;FEM;PL
dodatki	бонуси	dodatek	бонуса	N;NOM;MASC;PL	N;INDF;MASC;PL
dodatki	добавки	dodatek	добавка	N;NOM;MASC;PL	N;INDF;FEM;PL
dodatki	аксесоари	dodatek	аксесоар	N;NOM;MASC;PL	N;INDF;MASC;PL
dodatki	допълнения	dodatek	допълнение	N;NOM;MASC;PL	N;INDF;NEUT;PL
mass	маса	mass	маса	N;NOM;MASC;SG	N;INDF;FEM;SG
mass	литургия	mass	литургия	N;NOM;MASC;SG	N;INDF;FEM;SG
dušo	душа	duša	душа	N;ACC;FEM;SG	N;INDF;FEM;SG
dušo	соул	duša	соул	N;ACC;FEM;SG	N;INDF;MASC;SG
dušo	душата	duša	душа	N;ACC;FEM;SG	N;DEF;FEM;SG
simetrija	симетрия	simetrija	симетрия	N;NOM;FEM;SG	N;INDF;FEM;SG
zaščitena	защитен	zaščiten	защитен	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
kvalifikacije	квалификации	kvalifikacija	квалификация	N;NOM;FEM;PL	N;INDF;FEM;PL
kvalifikacije	квалификациите	kvalifikacija	квалификация	N;NOM;FEM;PL	N;DEF;FEM;PL
kvalifikacije	квалификации	kvalifikacija	квалификация	N;NOM;FEM;PL	N;INDF;FEM;PL
pari	двойките	par	двойка	N;NOM;MASC;PL	N;DEF;FEM;PL
pari	двойки	par	двойка	N;NOM;MASC;PL	N;INDF;FEM;PL
pari	двойки	par	двойка	N;NOM;MASC;PL	N;INDF;FEM;PL
pari	pari	par	pari	N;NOM;MASC;PL	N
turbina	турбина	turbina	турбина	N;NOM;FEM;SG	N;INDF;FEM;SG
aktivist	активист	aktivist	активист	N;NOM;MASC;SG	N;INDF;MASC;SG
augusta	аугуста	august	аугуст	N;NOM;MASC;SG	N;INDF;FEM;SG
