den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;SG;3
dalar	daler	dal	dale	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
nation	nasjon	nation	nasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nation	nation	nation	nation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
social	sosialt	social	sosial	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
social	sosial	social	sosial	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
hästar	hester	häst	hester	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
skapar	skaper	skapa	skape	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
skapar	opprette	skapa	opprette	V;IND;PRS;FIN;ACT	V;NFIN
skapar	opprette	skapa	opprette	V;IND;PRS;FIN;ACT	V;NFIN
camp	leirskole	camp	leirskole	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
camp	leir	camp	ly	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
camp	camp	camp	camp	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
oliver	oliven	oliv	oliv	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
oliver	oliver	oliv	oliver	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
jiangxi	jiangxi	jiangxi	jiangxi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
beskrivning	skildring	beskrivning	skildring	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
beskrivning	beskrivelse	beskrivning	beskrivelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
paran	paraná	para	paraná	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sannolikt	sannsynligvis	sannolik	sannsynligvis	ADV	ADV
trafik	vikeplikt	trafik	vikeplikt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
trafik	trafikk	trafik	trafikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tätort	urban	tätor	urban	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tätort	agglomeration	tätor	agglomeration	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
varianter	varianter	variant	varianter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
medel	midler	medel	midder	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
wild	wild	wild	wild	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
wild	vilt	wild	vilt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
road	road	road	road	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
road	vei	road	vei	N;NOM;INDF;MASC+FEM;SG	N
lexikon	lexicon	lexikon	lexicon	N;NOM;INDF;NEUT;SG	N;INDF
lexikon	ordliste	lexikon	ordlise	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
lexikon	ordbok	lexikon	ordbok	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
blues	blues	blues	blues	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mix	mix	mix	mix	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mix	blanding	mix	blanding	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mix	miks	mix	miks	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kod	kode	kod	kode	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tillgång	adgang	tillgång	adgang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tillgång	tilgang	tillgång	tilgang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tillgång	ressurs	tillgång	ressurs	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tillgång	eiendel	tillgång	eiendel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bro	bro	bro	bro	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bro	bro	bro	bro	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
boy	gutt	boy	gu	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
line	strek	line	strek	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
line	linje	line	linje	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
line	line	line	line	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
gemensamt	felles	gemensam	felles	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
gemensamt	vanlig	gemensam	vanlig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
framstående	staselig	framstående	staselig	ADJ;NOM	ADJ;INDF;NEUT;SG
canal	canal	canal	canal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sport	sport	sport	sport	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sport	idrett	sport	idrett	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sport	sport	sport	sport	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sport	idrett	sport	idrett	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
advokat	jurist	advoka	jurist	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
advokat	advokat	advoka	advokat	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
shoal	shoal	shoal	shoal	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
armé	army	arm	army	N;NOM;INDF;MASC+FEM;SG	N
armé	hær	arm	hær	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
armé	armé	arm	armé	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
iso	iso	iso	iso	N;NOM;INDF;MASC+FEM;SG	N
södertälje	södertälje	södertälje	södertilje	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ämne	emne	ämne	emne	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ämne	tema	ämne	tema	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ämne	substans	ämne	substans	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ämne	emne	ämne	emne	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ämne	subjekt	ämne	subjekt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kropp	body	kropp	body	N;NOM;INDF;MASC+FEM;SG	N
kropp	legeme	kropp	legeme	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kropp	kropp	kropp	kropp	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
artist	artist	artist	artist	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
artist	kunstner	artist	kunstner	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
artist	artist	artist	artist	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
championship	mesterskap	championship	mesterskap	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
championship	championship	championship	championship	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
down	down	do	down	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
video	video	vide	video	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fält	field	fält	field	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fält	felt	fält	felt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fält	jorde	fält	jorde	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fält	felt	fält	felt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fält	åkre	fält	åkre	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
fält	fields	fält	field	N;NOM;INDF;NEUT;SG	N
huvudet	hodet	huvud	hod	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
viola	viola	viola	viole	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
parlamentet	parlamentet	parlamente	parlament	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
parlamentet	folketinget	parlamente	folketing	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
parlamentet	stortinget	parlamente	storting	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
kemi	kjemi	kemi	kjeme	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
undvika	unngå	undvika	unngå	V;IMP;NFIN;ACT	V;NFIN
undvika	unngå	undvika	unngå	V;IMP;NFIN;ACT	V;NFIN
vinst	profitt	vinst	profitt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vinst	fortjeneste	vinst	fortjeneste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
vinst	vinner	vinst	vinne	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vinst	win	vinst	win	N;NOM;INDF;MASC+FEM;SG	N
vinst	fortjeneste	vinst	fortjeneste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
vinst	profitt	vinst	profitt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
publik	publikum	publik	publikum	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
publik	folkemengde	publik	folkemengd	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sjukhus	hospital	sjukhus	hospital	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
sjukhus	sjukehus	sjukhus	sjukehus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
sjukhus	sykehus	sjukhus	sykehus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
sjukhus	sykehus	sjukhus	sykehus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
förmåga	evne	förmåga	evne	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
historisk	historisk	historisk	historisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
historisk	historisk	historisk	historisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
occidental	occidental	occidental	occidental	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
privata	private	privat	privat	ADJ;NOM;PL	ADJ;PL
demokratisk	demokratisk	demokratisk	demokratisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
nyheter	nyheter	nyhet	nyhet	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
nyheter	news	nyhet	new	N;NOM;INDF;MASC+FEM;PL	N
köptes	kjøpte	köpa	kjøpe	V;IND;PST;FIN;PASS	V;IND;PST;FIN
show	vis	show	vis	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
show	show	show	show	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tornet	tårnet	torn	tårne	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
skiva	disc	skiva	disc	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skiva	disk	skiva	disk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
representerar	representerer	representera	representere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
representerar	representerer	representera	representere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
representerar	representere	representera	representere	V;IND;PRS;FIN;ACT	V;NFIN
representerar	representerer	representera	representere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
representerar	representere	representera	representere	V;IND;PRS;FIN;ACT	V;NFIN
ändra	modifisere	ändra	modifisere	V;IMP;FIN;ACT	V;NFIN
ändra	endre	ändra	endre	V;IMP;FIN;ACT	V;NFIN
tider	tidspunkter	tid	tidspunkt	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tider	tider	tid	tid	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tider	ganger	tid	gange	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
prout	prout	prout	prout	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
döden	døden	död	død	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
döden	death	död	death	N;NOM;DEF;MASC+FEM;SG	N
hörde	hørte	höra	høre	V;IND;PST;FIN;ACT	V;IND;PST;FIN
oavsett	whatever	oavsett	whatever	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
bred	bredt	bred	bredt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
bred	brei	bred	brei	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
bred	vid	bred	vid	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
bred	bredt	bred	bredt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
totala	totale	total	total	ADJ;NOM;PL	ADJ;PL
may	mai	may	mai	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
may	may	may	may	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
hålls	held	hålla	halde	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN
färger	farger	färg	farger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
färger	farger	färg	farger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
manchester	manchester	manchest	mancheste	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
öka	øke	öka	øken	V;IMP;FIN;ACT	V;IMP;FIN
motiv	motiv	motiv	motiv	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
motiv	ramme	motiv	ramme	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
länderna	landene	land	land	N;NOM;DEF;NEUT;PL	N;DEF;FEM;PL
game	spill	game	spill	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
game	kampstart	game	kampstart	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
game	game	game	game	N;NOM;INDF;NEUT;SG	N
gul	gult	gul	gul	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
gul	gul	gul	gul	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
äkta	ekte	äkta	ekte	ADJ;NOM	ADJ;INDF;NEUT;SG
äkta	reelt	äkta	reell	ADJ;NOM	ADJ;INDF;NEUT;SG
äkta	ekte	äkta	ekte	ADJ;NOM	ADJ;INDF;NEUT;SG
äkta	genuint	äkta	genuin	ADJ;NOM	ADJ;INDF;NEUT;SG
äkta	autentiske	äkta	autentisk	ADJ;NOM	ADJ;PL
äkta	autentisk	äkta	autentisk	ADJ;NOM	ADJ;INDF;NEUT;SG
äkta	legitimt	äkta	legitim	ADJ;NOM	ADJ;INDF;NEUT;SG
fisk	fisk	fisk	fisk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fisk	fisker	fisk	fiske	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fisk	fish	fisk	fish	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kunskap	kunnskap	kunskap	kunnskap	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
planer	planer	plan	plan	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
robinson	robinson	robinson	robinson	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
population	befolkning	population	befolkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
slutar	slutter	sluta	slutte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
golden	golden	gold	gold	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
värld	world	värld	world	N;NOM;INDF;MASC+FEM;SG	N
dead	død	dead	død	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dead	dead	dead	dead	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
porträtt	portrett	porträtt	portrett	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
porträtt	portretter	porträtt	portrette	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
doro	doro	doro	doro	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
klassisk	klassisk	klassisk	klassisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
klassisk	klassisk	klassisk	klassisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
student	elev	student	elev	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
student	student	student	student	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
särskilda	spesifikke	särskild	spesifikk	ADJ;NOM;PL;PST;V.PTCP	ADJ;PL
särskilda	spesielle	särskild	spesiell	ADJ;NOM;PL;PST;V.PTCP	ADJ;PL
utveckla	utvikle	utveckla	utvikle	V;IMP;FIN;ACT	V;NFIN
utveckla	utvikle	utveckla	utvikle	V;IMP;FIN;ACT	V;NFIN
sjätte	sjette	sjätte	sjette	ADJ;NOM	ADJ;DEF;SG
förstår	forstår	förstå	forstå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
förstår	forstår	förstå	forstå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
förstår	forstå	förstå	forstå	V;IND;PRS;FIN;ACT	V;NFIN
förstår	skjønner	förstå	skjønne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
television	tv	television	tv	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
television	fjernsyn	television	fjernsyn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
basse	menig	basse	menig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
basse	enerom	basse	enerom	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ljud	lyd	ljud	lyd	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ljud	sound	ljud	sound	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ljud	høres	ljud	høre	N;NOM;INDF;NEUT;SG	N;INDF;SG
ljud	lyd	ljud	lyd	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
orter	byer	ort	by	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
bernard	bernard	bernard	bernard	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
salt	salte	salt	salt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
salt	salt	salt	salt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
salt	salt	salt	salt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
vintern	vinteren	vinter	vinter	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
fasta	faste	fast	fast	ADJ;NOM;PL	ADJ;PL
effekt	virkning	effekt	virkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
effekt	effekt	effekt	effekt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
händelser	historier	händelse	historie	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
händelser	hendingar	händelse	hending	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
händelser	fortellinger	händelse	fortellinger	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
händelser	hendingar	händelse	hending	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
mandat	mandat	manda	mandat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
vattenfall	fossefall	vattenfall	fossefall	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
vattenfall	foss	vattenfall	foss	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
vattenfall	fossefall	vattenfall	fossefall	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
three	three	three	three	N;NOM;INDF;MASC+FEM;SG	N
kejsare	keiser	kejsare	keise	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kejsare	keisere	kejsare	keisere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
grosso	grosso	grosso	grosso	N	N;INDF;NEUT;SG
objekt	objekt	objekt	objekt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
objekt	gjenstand	objekt	gjenstand	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
objekt	object	objekt	object	N;NOM;INDF;NEUT;SG	N
objekt	gjenstand	objekt	gjenstand	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
objekt	element	objekt	element	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
home	hjem	home	hjem	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
home	home	home	home	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
relevans	relevans	relevans	relevans	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
aquitaine	aquitaine	aquitaine	aquitaine	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ritningar	tegninger	ritning	tegning	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
insatser	handlinger	insats	handling	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
operation	operasjon	operation	operasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
operation	operation	operation	operation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
operation	kirurgi	operation	kirurgi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hundra	hundre	hundra	hundre	NUM;NOM	NUM;PL
filosofi	filosofi	filosofi	filosofi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
exakt	nettopp	exakt	nettopp	ADV	ADV
exakt	akkurat	exakt	akkurat	ADV	ADV
exakt	nettopp	exakt	nettopp	ADV	ADV
tidig	tidig	tidig	tidig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
tidig	tidlig	tidig	tidlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
tidig	tidleg	tidig	tidleg	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
sun	sun	sun	sun	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
sun	sol	sun	sol	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
sun	søn	sun	søn	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
falls	detter	falla	detter	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
falls	falls	falla	falls	N;NOM;INDF;NEUT;SG	N;INDF;SG
lämnar	drar	lämna	dra	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
skivor	plater	skiva	plate	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
skivor	skiver	skiva	skive	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
picardie	picardie	picardie	picardie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skapat	skapt	skapa	skape	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
skapat	laga	skapa	lage	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
mil	mile	mil	mil	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
mil	miles	mil	miles	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mil	mil	mil	mil	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mil	mil	mil	mil	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sist	sist	sist	sist	ADV;RL	ADV
baron	baron	baron	baron	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
studenter	studenter	student	studenter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
mötte	møtte	mötte	møte	V;IND;PST;FIN;ACT	V;IND;PST;FIN
mötte	møttes	mötte	møta	V;IND;PST;FIN;ACT	V;IND;PST;FIN
mötte	traff	mötte	traff	V;IND;PST;FIN;ACT	V;IND;PST;FIN
bromsar	bremser	broms	bremse	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
förändringar	endringer	förändring	endring	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
förändringar	forandringer	förändring	forandring	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
cove	cove	cove	cove	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
paso	paso	paso	paso	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ras	breed	ras	breed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ras	rase	ras	rase	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ras	kappløp	ras	kappløp	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
ras	rase	ras	rase	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ras	race	ras	race	N;NOM;INDF;MASC+FEM;SG	N
ras	ras	ras	ras	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
unionen	unionen	union	union	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kände	følte	känna	føle	V;IND;PST;FIN;ACT	V;IND;PST;FIN
kände	visste	känna	vite	V;IND;PST;FIN;ACT	V;IND;PST;FIN
upplaga	edition	upplaga	edition	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
upplaga	utgave	upplaga	utgave	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ren	reint	ren	rein	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
bicolor	bicolor	bicola	bicolor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
studio	atelier	studio	atelium	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
studio	studio	studio	studio	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kusten	kysten	kust	kyst	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kusten	coast	kust	co	N;NOM;DEF;MASC+FEM;SG	N
hamn	harbor	hamn	harbor	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hamn	harbour	hamn	harbour	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hamn	port	hamn	port	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hamn	havn	hamn	havn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
arkitektur	arkitektur	arkitektur	arkitektur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
trodde	tenkte	tro	tenkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
trodde	trodde	tro	tro	V;IND;PST;FIN;ACT	V;IND;PST;FIN
trodde	trodde	tro	tro	V;IND;PST;FIN;ACT	V;IND;PST;FIN
pastoratet	presteboligen	pastorat	prestebolig	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
volvo	volvo	volvo	volvo	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cap	cap	cap	cap	N;NOM;INDF;MASC+FEM;SG	N
statistik	statistikk	statistik	statistikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
statistik	statistikk	statistik	statistikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
statistik	innsikt	statistik	innsikt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kombination	kombinasjon	kombination	kombinasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stup	stup	stup	stup	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
culicoides	culicoides	culicoides	culicoides	N;NOM;INDF;MASC+FEM;SG	N
kommande	kommende	kommande	kommende	ADJ;NOM;PRS;V.PTCP	ADJ;PL
