beachtung	pozor	beachtung	pozor		
kürzer	krajši	kurz	kratek	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
kürzer	krajše	kurz	kratek	ADJ	ADJ;NOM;CMPR;NEUT;SG
türme	stolpi	türm	stolp	N;NOM;PL	N;NOM;MASC;PL
hut	hut	hun	hut	N;SG	N;NOM;MASC;SG
hut	kapo	hun	kapa	N;SG	N;ACC;FEM;SG
hut	klobuk	hun	klobuk	N;SG	N;NOM;MASC;SG
hut	kapa	hun	kapa	N;SG	N;NOM;FEM;SG
langjährigen	dolgoletne	langjährig	dolgoleten	ADJ;PL	ADJ;NOM;FEM;PL
kommerziellen	komercialni	kommerziell	komercialen	ADJ	ADJ;NOM;MASC;SG
kommerziellen	komercialna	kommerziell	komercialen	ADJ	ADJ;NOM;FEM;SG
kommerziellen	komercialne	kommerziell	komercialen	ADJ	ADJ;NOM;FEM;PL
bestände	zaloge	beständen	zaloga	N;NOM	N;NOM;FEM;PL
bestände	zaloge	beständen	zaloga	N;NOM	N;NOM;FEM;PL
bestände	zaloga	beständen	zaloga	N;NOM	N;NOM;FEM;SG
bestände	inventar	beständen	inventar	N;NOM	N;NOM;MASC;SG
bestände	popis	beständen	popis	N;NOM	N;NOM;MASC;SG
bestände	črede	beständen	čred	N;NOM	N;NOM;FEM;PL
weswegen	zakaj	weswegen	zakaj	ADV	ADV
meilen	mile	meilen	mila		
ermitteln	preiskuje	ermitteln	preiskovati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
ermitteln	raziskati	ermitteln	raziskati	V;NFIN	V;PFV;NFIN
aktueller	trenutni	aktuell	trenuten	ADJ	ADJ;NOM;MASC;SG
aktueller	trenutna	aktuell	trenuten	ADJ	ADJ;NOM;FEM;SG
aktueller	sedanji	aktuell	sedanji	ADJ	ADJ;NOM;MASC;SG
landete	pristalo	landen	pristati	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;V.PTCP
landete	pristal	landen	pristati	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
klassiker	klasične	klassik	klasičen	ADJ	ADJ;NOM;FEM;PL
klassiker	klasična	klassik	klasičen	ADJ	ADJ;NOM;FEM;SG
klassiker	klasična	klassik	klasičen	ADJ	ADJ;NOM;FEM;SG
klassiker	klasičen	klassik	klasičen	ADJ	ADJ;NOM;INDF;MASC;SG
klassiker	klasični	klassik	klasičen	ADJ	ADJ;NOM;MASC;SG
lehren	naučil	lehren	naučiti	V;NFIN	V;PFV;MASC;SG;V.PTCP
ostseite	vzhodni	ostseite	vzhoden	ADJ	ADJ;NOM;DEF;MASC;SG
ostseite	vzhodna	ostseite	vzhoden	ADJ	ADJ;NOM;FEM;SG
duden	duden	duden	duden		
höfe	kmetije	hofen	kmetija	N;NOM;PL	N;NOM;FEM;PL
höfe	sodišča	hofen	sodišče	N;NOM;PL	N;NOM;NEUT;PL
ungarisch	madžarsko	ungarisch	madžarski	ADJ	ADJ;NOM;NEUT;SG
ungarisch	madžarski	ungarisch	madžarski	ADJ	ADJ;NOM;DEF;MASC;SG
ungarisch	madžarska	ungarisch	madžarski	ADJ	ADJ;NOM;FEM;SG
tool	orodje	tool	orodje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
glatt	navadna	glatt	navaden	ADJ	ADJ;NOM;FEM;SG
glatt	gladka	glatt	gladko	ADJ	ADJ;NOM;FEM;SG
glatt	gladek	glatt	gladek	ADJ	ADJ;NOM;INDF;MASC;SG
erwerb	pridobitev	erwerben	pridobitev	N	N;NOM;FEM;SG
erwerb	pridobitve	erwerben	pridobitev	N	N;NOM;FEM;PL
erwerb	nakup	erwerben	nakup	N	N;NOM;MASC;SG
erwerb	pridobitev	erwerben	pridobitev	N	N;NOM;FEM;SG
erwerb	pridobivanje	erwerben	pridobivanje	N	N;NOM;NEUT;SG
niedriger	spodnji	niedrig	spodnji	ADJ	ADJ;NOM;DEF;MASC;SG
niedriger	nižja	niedrig	nizek	ADJ	ADJ;NOM;CMPR;FEM;SG
niedriger	nižje	niedrig	nizek	ADJ	ADJ;NOM;CMPR;NEUT;SG
niedriger	spodnja	niedrig	spodnji	ADJ	ADJ;NOM;FEM;SG
portugiesischer	portugalski	portugiesisch	portugalski	ADJ	ADJ;NOM;DEF;MASC;SG
portugiesischer	portugalsko	portugiesisch	portugalski	ADJ	ADJ;NOM;NEUT;SG
portugiesischer	portugalska	portugiesisch	portugalski	ADJ	ADJ;NOM;FEM;SG
bittet	povabila	bitten	povabiti	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP
bittet	vabi	bitten	vabiti	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bittet	vpraša	bitten	vpraša	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
bittet	prosi	bitten	prosi	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
bewusstsein	vesti	bewußtsein	vesti	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
apostolischen	apostolska	apostolisch	apostolski	ADJ;MASC;SG	ADJ;NOM;FEM;SG
erlauben	omogoči	erlauben	omogočiti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
erlauben	dovoli	erlauben	dovoliti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
erlauben	dovoli	erlauben	dovoliti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
ausgegangen	hodila	ausgehen	hoditi	V;V.PTCP	V;IPFV;FEM;SG;V.PTCP
gescheitert	spodletelo	scheitern	spodleteti	V;V.PTCP	V;PFV;NEUT;SG;V.PTCP
tschechisch	češka	tschechisch	češka	ADJ	ADJ;NOM;FEM;SG
tschechisch	češki	tschechisch	češki	ADJ	ADJ;NOM;DEF;MASC;SG
zugewiesen	pripisala	zuweisen	pripisati	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
grundlegend	temeljno	grundlegend	temeljen	ADJ	ADJ;NOM;NEUT;SG
grundlegend	temeljna	grundlegend	temeljen	ADJ	ADJ;NOM;FEM;SG
komitee	comité	komit	comité		
verschieden	drugačna	verschieden	drugačen	ADJ	ADJ;NOM;FEM;SG
verschieden	drugačen	verschieden	drugačen	ADJ	ADJ;NOM;INDF;MASC;SG
verschieden	drugačni	verschieden	drugačen	ADJ	ADJ;NOM;MASC;PL
verschieden	drugačno	verschieden	drugačen	ADJ	ADJ;NOM;NEUT;SG
verschieden	raznolike	verschieden	raznolik	ADJ	ADJ;NOM;FEM;PL
verschieden	raznolika	verschieden	raznolik	ADJ	ADJ;NOM;FEM;SG
verschieden	različni	verschieden	različen	ADJ	ADJ;NOM;MASC;PL
verschieden	različne	verschieden	različen	ADJ	ADJ;NOM;FEM;PL
verschieden	razne	verschieden	razen	ADJ	ADJ;NOM;FEM;PL
verschieden	raznolike	verschieden	raznolik	ADJ	ADJ;NOM;FEM;PL
umstände	okoliščine	umstehen	okoliščina	N	N;NOM;FEM;PL
umstände	okoliščine	umstehen	okoliščina	N	N;NOM;FEM;PL
umstände	okoliščin	umstehen	okoliščina	N	N;GEN;FEM;PL
systematisch	sistematične	systematisch	sistematičen	ADJ	ADJ;NOM;FEM;PL
systematisch	sistematičnega	systematisch	sistematičen	ADJ	ADJ;GEN;NEUT;SG
durchführen	nastopati	durchfahren|durchführen	nastopati	V;NFIN	V;IPFV;NFIN
erwünscht	želeno	erwünscht	želen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
erwünscht	zaželeno	erwünscht	zaželen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
erwünscht	zaželen	erwünscht	zaželen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
erwünscht	cenjeni	erwünscht	cenjen	ADJ	ADJ;NOM;MASC;PL;V.PTCP
erwünscht	cenjena	erwünscht	cenjen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
erwünscht	iskani	erwünscht	iskan	ADJ	ADJ;NOM;DEF;MASC;SG;V.PTCP
erwünscht	iskana	erwünscht	iskan	ADJ	ADJ;NOM;FEM;SG;V.PTCP
erstellte	ustvaril	erstellt	ustvariti	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
inschriften	napisi	inschrift	napis	N;PL	N;NOM;MASC;PL
inschriften	napise	inschrift	napis	N;PL	N;ACC;MASC;PL
zähne	zob	zähnen	zob	N;NOM;SG	N;NOM;MASC;SG
gültig	veljavna	gültig	veljaven	ADJ	ADJ;NOM;FEM;SG
gültig	veljaven	gültig	veljaven	ADJ	ADJ;NOM;INDF;MASC;SG
gültig	veljavni	gültig	veljaven	ADJ	ADJ;NOM;MASC;PL
gültig	veljavno	gültig	veljaven	ADJ	ADJ;NOM;NEUT;SG
systematische	sistematične	systematisch	sistematičen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
germanischen	germanski	germanisch	germanski	ADJ	ADJ;NOM;MASC;SG
abbruch	splav	abbruch	splav	N;SG	N;NOM;MASC;SG
abbruch	preklic	abbruch	preklic	N;SG	N;NOM;MASC;SG
abbruch	prekinitev	abbruch	prekinitev	N;SG	N;NOM;FEM;SG
abbruch	rušenje	abbruch	rušenje	N;SG	N;NOM;NEUT;SG
bricht	poči	brechen	počati	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
verarbeitung	obdelovanje	verarbeitung	obdelovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
verarbeitung	predelava	verarbeitung	predelava	N;NOM;FEM;SG	N;NOM;FEM;SG
verarbeitung	obdelava	verarbeitung	obdelava	N;NOM;FEM;SG	N;NOM;FEM;SG
sechste	šesti	sechst	šesti	ADJ;NOM	ADJ;NOM;MASC;SG
sechste	šesta	sechst	šesti	ADJ;NOM	ADJ;NOM;FEM;SG
empfohlen	priporočamo	empfehlen	priporočati	V;V.PTCP	V;IPFV;IND;PL;1;PRS;FIN
empfohlen	svetoval	empfehlen	svetovati	V;V.PTCP	V;MASC;SG;V.PTCP
vernichtet	uničiti	vernichten	uničiti	V;V.PTCP	V;PFV;NFIN
vernichtet	uniči	vernichten	uničiti	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
vernichtet	iztrebili	vernichten	iztrebiti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
frühling	spomladanska	frühling	spomladanski	ADJ	ADJ;NOM;FEM;SG
frühling	pomladno	frühling	pomladno	ADJ	ADJ;NOM;NEUT;SG
romanischen	romanske	romanisch	romanski	ADJ	ADJ;NOM;FEM;PL
akzeptieren	sprejeti	akzeptieren	sprejeti	V;NFIN	V;PFV;NFIN
akzeptieren	sprejmi	akzeptieren	sprejeti	V;NFIN	V;PFV;IMP;SG;2;FIN
renovierung	prenova	renovierung	prenova	N;NOM;FEM;SG	N;NOM;FEM;SG
renovierung	obnova	renovierung	obnova	N;NOM;FEM;SG	N;NOM;FEM;SG
renovierung	prenova	renovierung	prenova	N;NOM;FEM;SG	N;NOM;FEM;SG
übersehen	zgrešili	übersehen	zgrešiti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
übersehen	zgrešil	übersehen	zgrešiti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
übersehen	zgrešila	übersehen	zgrešiti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
übersehen	zamudil	übersehen	zamuditi	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
übersehen	spregledali	übersehen	spregledati	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
übersehen	spregledati	übersehen	spregledati	V;V.PTCP	V;PFV;NFIN
gleichung	enačba	gleichung	enačba	N;SG	N;NOM;FEM;SG
mögen	dopade	mögen	dopada	V;FIN	V;PFV;IND;SG;3;PRS;FIN
behauptete	trdil	behaupten	trditi	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;V.PTCP
direkter	neposredni	direkt	neposreden	ADJ	ADJ;NOM;MASC;SG
direkter	neposreden	direkt	neposreden	ADJ	ADJ;NOM;INDF;MASC;SG
direkter	neposredna	direkt	neposreden	ADJ	ADJ;NOM;FEM;SG
direkter	neposredne	direkt	neposreden	ADJ	ADJ;NOM;FEM;PL
anzeigen	pokaži	anzeigen	pokaža	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
anzeigen	oddaja	anzeigen	oddajati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
angetrieben	vozil	antreiben	voziti	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
angetrieben	požene	antreiben	požen	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
wiederholen	ponovi	wiederholen	ponoviti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
wiederholen	uveljavi	wiederholen	uveljava	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
reformierte	reformirana	reformiert	reformiran	ADJ;NOM;SG	ADJ;NOM;FEM;SG;V.PTCP
wohnt	živi	wohnen	živeti	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wohnt	prebiva	wohnen	prebivati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
dominiert	prevladuje	dominieren	prevladovati	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
dominiert	prevladovala	dominieren	prevladovati	V;V.PTCP	V;IPFV;FEM;SG;V.PTCP
dominiert	prevladujejo	dominieren	prevladovati	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
geschafft	uspela	schaffen	uspeti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
geschafft	uspelo	schaffen	uspeti	V;V.PTCP	V;PFV;NEUT;SG;V.PTCP
geschafft	uspeli	schaffen	uspeti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
geschafft	uspela	schaffen	uspeti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
geschafft	uspelo	schaffen	uspeti	V;V.PTCP	V;PFV;NEUT;SG;V.PTCP
geschafft	uspel	schaffen	uspeti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
jubiläum	jubilej	jubiläum	jubilej	N;NOM;NEUT;SG	N;NOM;MASC;SG
jubiläum	obletnica	jubiläum	obletnica	N;NOM;NEUT;SG	N;NOM;FEM;SG
schriftlich	napisano	schriftlich	napisan	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
schriftlich	napisana	schriftlich	napisan	ADJ	ADJ;NOM;FEM;SG;V.PTCP
schriftlich	pisna	schriftlich	pisen	ADJ	ADJ;NOM;FEM;SG
schriftlich	zapisano	schriftlich	zapisan	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
zehnten	deseto	zehnt	deseti	ADJ	ADJ;NOM;NEUT;SG
zehnten	deseti	zehnt	deseti	ADJ	ADJ;NOM;MASC;SG
zehnten	deseta	zehnt	deset	ADJ	ADJ;NOM;FEM;SG
eingeleitet	začet	einleiten	začet	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
indirekt	posredne	indirekt	posreden	ADJ	ADJ;NOM;FEM;PL
indirekt	posredna	indirekt	posreden	ADJ	ADJ;NOM;FEM;SG
bestätigung	potrditev	Bestätigung	potrditev	N;NOM;FEM;SG	N;NOM;FEM;SG
bestätigung	potrdilo	Bestätigung	potrdilo	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	potrditev	Bestätigung	potrditev	N;NOM;FEM;SG	N;NOM;FEM;SG
bestätigung	potrditev	Bestätigung	potrditev	N;NOM;FEM;SG	N;NOM;FEM;SG
bestätigung	potrjevanje	Bestätigung	potrjevanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	ovrednotenje	Bestätigung	ovrednotenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
wiederherstellen	uveljavi	wiederherstellen	uveljava	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
aufschwung	oživitev	aufschwang	oživitev	N	N;NOM;FEM;SG
verteidigte	branil	verteidigen	braniti	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;V.PTCP
empfehlung	predlog	empfehlung	predlog	N;NOM;FEM;SG	N;NOM;MASC;SG
empfehlung	priporočilo	empfehlung	priporočiti	N;NOM;FEM;SG	N;NOM;NEUT;SG
bedrohung	grožnja	bedrohung	grožnja	N;FEM;SG	N;NOM;FEM;SG
bedrohung	grožnja	bedrohung	grožnja	N;FEM;SG	N;NOM;FEM;SG
einweihung	predanost	einweihung	predanost	N	N;NOM;FEM;SG
einweihung	otvoritev	einweihung	otvoritev	N	N;NOM;FEM;SG
einweihung	posvetitvijo	einweihung	posvetitev	N	N;ACC;FEM;SG
landung	zadetek	landung	zadetek	N;NOM;FEM;SG	N;NOM;MASC;SG
landung	pristanek	landung	pristanek	N;NOM;FEM;SG	N;NOM;MASC;SG
landung	pristajanje	landung	pristajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
sozialer	socialno	sozial	socialen	ADJ	ADJ;NOM;NEUT;SG
sozialer	družabni	sozial	družaben	ADJ	ADJ;NOM;DEF;MASC;SG
sozialer	družabno	sozial	družabno	ADJ	ADJ;NOM;NEUT;SG
sozialer	socialne	sozial	socialen	ADJ	ADJ;NOM;FEM;PL
sozialer	socialna	sozial	socialen	ADJ	ADJ;NOM;FEM;SG
sozialer	družbena	sozial	družben	ADJ	ADJ;NOM;FEM;SG
statistischen	statistična	statistisch	statističen	ADJ;NOM	ADJ;NOM;FEM;SG
statistischen	statistične	statistisch	statističen	ADJ;NOM	ADJ;NOM;FEM;PL
betreute	nadziral	betreuen	nadzirati	V;IND;SG;3;FIN	V;IPFV;MASC;SG;V.PTCP
besiegt	premagal	besiegen	premagati	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
bindung	vezava	bindung	vezava	N;NOM;FEM;SG	N;NOM;FEM;SG
bindung	vez	bindung	vez	N;NOM;FEM;SG	N;NOM;FEM;SG
entwürfe	skice	entwürfen	skica	N;NOM;MASC;PL	N;NOM;FEM;PL
entwürfe	modeli	entwürfen	model	N;NOM;MASC;PL	N;NOM;MASC;PL
entwürfe	osnutki	entwürfen	osnutek	N;NOM;MASC;PL	N;NOM;MASC;PL
entwürfe	načrti	entwürfen	načrt	N;NOM;MASC;PL	N;NOM;MASC;PL
schwimmen	plavati	schwimmen	plavati	V;NFIN	V;IPFV;NFIN
protest	protest	protest	protest	N	N;NOM;MASC;SG
protest	protesti	protest	protest	N	N;NOM;MASC;PL
protest	proteste	protest	protest	N	N;ACC;MASC;PL
protest	protesti	protest	protest	N	N;NOM;MASC;PL
färbung	obarvanje	färbung	obarvanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	barvilo	färbung	barvilo	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	barvanje	färbung	barvanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
ausstrahlung	oddajanje	ausstrahlung	oddajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
ausstrahlung	oddajanje	ausstrahlung	oddajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
indischer	indijansko	indisch	indijansko	ADJ	ADJ;NOM;NEUT;SG
indischer	indijsko	indisch	indijski	ADJ	ADJ;NOM;NEUT;SG
indischer	indijski	indisch	indijski	ADJ	ADJ;NOM;MASC;SG
indischer	indijska	indisch	indijski	ADJ	ADJ;NOM;FEM;SG
genehmigt	odobri	hehmigen	odobriti	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
kommerzielle	komercialne	kommerziell	komercialen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
mechanische	mehanski	mechanisch	mehanski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
mechanische	mehanske	mechanisch	mehanski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
erfüllung	izpolnjevanje	Erfüllung	izpolnjevanje	N;SG	N;NOM;NEUT;SG
erfüllung	skladnost	Erfüllung	skladnost	N;SG	N;NOM;FEM;SG
erfüllung	izpolnitev	Erfüllung	izpolnitev	N;SG	N;NOM;FEM;SG
erfüllung	izpolnjevanje	Erfüllung	izpolnjevanje	N;SG	N;NOM;NEUT;SG
erfüllung	izpolnitev	Erfüllung	izpolnitev	N;SG	N;NOM;FEM;SG
erfüllung	izpolnjevanje	Erfüllung	izpolnjevanje	N;SG	N;NOM;NEUT;SG
einheitlich	enotno	einheitlich	enoten	ADJ	ADJ;NOM;NEUT;SG
einheitlich	enotna	einheitlich	enoten	ADJ	ADJ;NOM;FEM;SG
einheitlich	enotnim	einheitlich	enoten	ADJ	ADJ;DAT;MASC;PL
einheitlich	enotna	einheitlich	enoten	ADJ	ADJ;NOM;FEM;SG
einbau	vključitev	einbau	vključitev	N;SG	N;NOM;FEM;SG
einbau	vgradnjo	einbau	vgradnja	N;SG	N;ACC;FEM;SG
einbau	namestitev	einbau	namestitev	N;SG	N;NOM;FEM;SG
einbau	opremljanje	einbau	opremljanje	N;SG	N;NOM;NEUT;SG
einbau	namestitev	einbau	namestitev	N;SG	N;NOM;FEM;SG
einbau	vgradnja	einbau	vgradnja	N;SG	N;NOM;FEM;SG
einbau	montaža	einbau	montaža	N;SG	N;NOM;FEM;SG
breitengrad	vzporedni	breitengrad	vzporeden	ADJ	ADJ;NOM;MASC;SG
breitengrad	vzporedna	breitengrad	vzporeden	ADJ	ADJ;NOM;FEM;SG
sitzung	zasedanje	sitzung	zasedanje	N;SG	N;NOM;NEUT;SG
sitzung	sejo	sitzung	seja	N;SG	N;ACC;FEM;SG
sitzung	zasedanju	sitzung	zasedanje	N;SG	N;DAT;NEUT;SG
sitzung	seja	sitzung	seja	N;SG	N;NOM;FEM;SG
sitzung	seji	sitzung	seja	N;SG	N;NOM;FEM;SG
sitzung	srečanje	sitzung	srečanje	N;SG	N;NOM;NEUT;SG
sitzung	sestanek	sitzung	sestanek	N;SG	N;NOM;MASC;SG
sitzung	sedenje	sitzung	sedenje	N;SG	N;NOM;NEUT;SG
wohin	kje	wohin	kje	ADV	ADV
relevanter	ustrezni	relevant	ustrezen	ADJ	ADJ;NOM;MASC;SG
relevanter	ustrezna	relevant	ustrezen	ADJ	ADJ;NOM;FEM;SG
teilnahmen	sodelovali	teilnehmen	sodelovati	V;IND;PL;3;PST;FIN	V;IPFV;MASC;PL;V.PTCP
teilnahmen	udeležili	teilnehmen	udeležiti	V;IND;PL;3;PST;FIN	V;PFV;MASC;PL;V.PTCP
benutzung	uporaba	Benutzung	uporaba	N;FEM;SG	N;NOM;FEM;SG
verträge	pogodbe	verträgen	pogodba	N;NOM;PL	N;NOM;FEM;PL
abschied	adijo	abscheiden	adija		
perfekt	popolna	perfekt	popoln	ADJ	ADJ;NOM;FEM;SG
perfekt	popoln	perfekt	popoln	ADJ	ADJ;NOM;INDF;MASC;SG
perfekt	popolno	perfekt	popoln	ADJ	ADJ;NOM;NEUT;SG
kommunisten	komunisti	kommunist	komunist	N;PL	N;NOM;MASC;PL
kommunisten	komunistov	kommunist	komunist	N;PL	N;GEN;MASC;PL
eingegangen	prejeti	eingehen	prejeti	V;V.PTCP	V;PFV;NFIN
definieren	definira	definieren	definira	V;NFIN	V;IND;SG;3;PRS;FIN
definieren	opredeljuje	definieren	opredeljevati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
definieren	opredeli	definieren	opredeliti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
definieren	opredeliti	definieren	opredeliti	V;NFIN	V;PFV;NFIN
gotischen	gotska	gotisch	gotska	ADJ	ADJ;NOM;FEM;SG
konto	račun	konto	račun	N;NOM;SG	N;NOM;MASC;SG
inhaftiert	aretirali	inhaftieren	aretirati	V;V.PTCP	V;MASC;PL;V.PTCP
erlernte	naučil	erlernen	naučiti	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
grammatik	slovnične	grammatik	slovničen	ADJ	ADJ;NOM;FEM;PL
lustig	zabavno	lustig	zabaven	ADJ	ADJ;NOM;NEUT;SG
lustig	smešno	lustig	smešno	ADJ	ADJ;NOM;NEUT;SG
lustig	hecno	lustig	hecen	ADJ	ADJ;NOM;NEUT;SG
lustig	smešno	lustig	smešno	ADJ	ADJ;NOM;NEUT;SG
charakteristisch	značilen	charakteristisch	značilen	ADJ	ADJ;NOM;INDF;MASC;SG
nachbarschaft	sosedska	nachbarschaft	sosedski	ADJ	ADJ;NOM;FEM;SG
belgische	belgijske	belgisch	belgijski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
bakterien	bakterije	bakterien	bakterija	N;NOM;PL	N;NOM;FEM;PL
trainiert	treniral	trainieren	trenirati	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
trainiert	treniral	trainieren	trenirati	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
angefangen	začel	anfangen	začeti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
angefangen	začela	anfangen	začeti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
angefangen	začet	anfangen	začet	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
exzellent	odličen	exzellent	odličen	ADJ	ADJ;NOM;INDF;MASC;SG
juristen	odvetniki	juristen	odvetnik	N;NOM;PL	N;NOM;MASC;PL
juristen	odvetniki	juristen	odvetnik	N;NOM;PL	N;NOM;MASC;PL
juristen	pravniki	juristen	pravnik	N;NOM;PL	N;NOM;MASC;PL
gültige	veljavni	gültig	veljaven	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
gefasst	ujel	fassen	ujeti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
gefasst	ujeli	fassen	ujeti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
rechtfertigen	utemelji	rechtfertigen	utemelj	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
störung	vmešavanje	störung	vmešavanje	N;FEM;SG	N;NOM;NEUT;SG
störung	motnja	störung	motnja	N;FEM;SG	N;NOM;FEM;SG
störung	motnja	störung	motnja	N;FEM;SG	N;NOM;FEM;SG
störung	motnja	störung	motnja	N;FEM;SG	N;NOM;FEM;SG
rekonstruktion	obnova	rekonstruktion	obnova	N;NOM;FEM;SG	N;NOM;FEM;SG
administratoren	upravitelji	administratoren	upravitelj	N;NOM;PL	N;NOM;MASC;PL
administratoren	administratorji	administratoren	administrator	N;NOM;PL	N;NOM;MASC;PL
administratoren	skrbniki	administratoren	skrbnik	N;NOM;PL	N;NOM;MASC;PL
gelernt	naučil	lernen	naučiti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
installation	namestitev	installation	namestitev	N;SG	N;NOM;FEM;SG
installation	vgradnja	installation	vgradnja	N;SG	N;NOM;FEM;SG
installation	montaža	installation	montaža	N;SG	N;NOM;FEM;SG
installation	nameščanje	installation	nameščanje	N;SG	N;NOM;NEUT;SG
installation	namestitev	installation	namestitev	N;SG	N;NOM;FEM;SG
schöner	čudovita	schön	čudovit	ADJ	ADJ;NOM;FEM;SG
schöner	lepi	schön	lep	ADJ	ADJ;NOM;MASC;PL
schöner	lepe	schön	lep	ADJ	ADJ;NOM;FEM;PL
schöner	lepa	schön	lep	ADJ	ADJ;NOM;FEM;SG
schöner	lepše	schön	lep	ADJ	ADJ;NOM;CMPR;NEUT;SG
schöner	lepšo	schön	lep	ADJ	ADJ;NOM;CMPR;NEUT;SG
schöner	lepši	schön	lep	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
schöner	lep	schön	lep	ADJ	ADJ;NOM;INDF;MASC;SG
schöner	prijetno	schön	prijeten	ADJ	ADJ;NOM;NEUT;SG
schöner	lepo	schön	lep	ADJ	ADJ;NOM;NEUT;SG
speichern	reši	speichern	reša	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
speichern	shrani	speichern	shraniti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
sprachlich	jezikovno	sprachlich	jezikoven	ADJ	ADJ;NOM;NEUT;SG
