med	com	med	com	ADP	ADP
besökte	visitei	besökte	visitar	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
besökte	visitou	besökte	visitar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
besökte	visitados	besökte	visitar	V;IND;PST;FIN;ACT	V;MASC;PL;V.PTCP
inkluderar	inclui	inkludera	incluir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
inkluderar	incluem	inkludera	incluir	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
inkluderar	incluir	inkludera	incluir	V;IND;PRS;FIN;ACT	V;NFIN
inkluderar	inclui	inkludera	incluir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ledamöter	sócios	ledamot	sócio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
ledamöter	membros	ledamot	membro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
administrativt	administrativo	administrativ	administrativo	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
enkel	simples	enkel	simples	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
kräftdjur	crustáceos	kräftdjur	crustáceo	N;NOM;INDF;NEUT;PL	N;MASC;PL
kräftdjur	crustáceos	kräftdjur	crustáceo	N;NOM;INDF;NEUT;PL	N;MASC;PL
drosophila	drosophila	drosophil	drosophilo	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ronald	ronald	ronal	ronald	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ägg	egg	ägg	egg	N;NOM;INDF;NEUT;SG	N;MASC;SG
ägg	ovo	ägg	ovo	N;NOM;INDF;NEUT;SG	N;MASC;SG
tradition	tradição	tradition	tradição	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fungerade	trabalhou	fungera	trabalhar	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
fungerade	funcionou	fungera	funcionar	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
fungerade	trabalhadas	fungera	trabalhar	V;PST;V.PTCP;ACT	V;FEM;PL;V.PTCP
fungerade	trabalhados	fungera	trabalhar	V;PST;V.PTCP;ACT	V;MASC;PL;V.PTCP
fungerade	trabalhado	fungera	trabalhar	V;PST;V.PTCP;ACT	V;MASC;SG;V.PTCP
skada	lesão	skada	lesão	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skada	prejuízo	skada	prejuízo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skada	ferimento	skada	ferimento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skada	dano	skada	dano	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skada	estrago	skada	estrago	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
medicin	remédio	medicin	remédio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
medicin	medicina	medicin	medicina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
medicin	medicação	medicin	medicação	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
genombrott	avanço	genombrott	avanço	N;NOM;INDF;NEUT;SG	N;MASC;SG
twin	gémeo	twin	gémeo	N;NOM;INDF;NEUT;SG	N;MASC;SG
twin	twin	twin	twin	N;NOM;INDF;NEUT;SG	N;MASC;SG
twin	gêmeo	twin	gêmeo	N;NOM;INDF;NEUT;SG	N;MASC;SG
twin	gêmea	twin	gêmea	N;NOM;INDF;NEUT;SG	N;FEM;SG
romaner	novelas	roman	novela	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
romaner	romances	roman	romance	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
lösa	resolvendo	lösa	resolver	V;IMP;FIN;ACT	V;V.MSDR
lösa	resolver	lösa	resolver	V;IMP;FIN;ACT	V;NFIN
lösa	solucionar	lösa	solucionar	V;IMP;FIN;ACT	V;NFIN
lösa	resolver	lösa	resolver	V;IMP;FIN;ACT	V;NFIN
lösa	resolvendo	lösa	resolver	V;IMP;FIN;ACT	V;V.MSDR
översättare	tradutor	översättare	tradutor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
översättare	tradutora	översättare	tradutora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
scopula	scopula	scopul	scopular	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ovanför	acima	ovanför	acima	ADV	ADV
friidrott	atletismo	friidrot	atletismo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
natt	noite	natt	noite	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
natt	night	natt	night	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
föregångare	precursores	föregångare	precursor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
föregångare	predecessores	föregångare	predecessor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
föregångare	antecessores	föregångare	antecessor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skydda	proteger	skydda	proteger	V;IMP;FIN;ACT	V;NFIN
skydda	protegendo	skydda	proteger	V;IMP;FIN;ACT	V;V.MSDR
skydda	proteger	skydda	proteger	V;IMP;FIN;ACT	V;NFIN
kammaren	câmara	kammare	câmara	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
ögon	olhos	ögon	olho	N;NOM;INDF;NEUT;PL	N;MASC;PL
ögon	olhos	ögon	olho	N;NOM;INDF;NEUT;PL	N;MASC;PL
ranunculus	ranunculus	ranunculus	ranunculu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rektor	reitor	rektor	reitor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rektor	diretora	rektor	diretora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
marne	marne	mar	marne	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
lost	lost	lost	lost	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
festival	festival	festival	festival	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
faller	caindo	falla	cair	V;IND;PRS;FIN;ACT	V;V.MSDR
faller	cair	falla	cair	V;IND;PRS;FIN;ACT	V;NFIN
faller	cai	falla	cair	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sundsvall	sundsvall	sundsvall	sundsvall	N;NOM;INDF;NEUT;SG	N;MASC;SG
argument	argumentos	argument	argumento	N;NOM;INDF;NEUT;PL	N;MASC;PL
argument	argumentos	argument	argumento	N;NOM;INDF;NEUT;PL	N;MASC;PL
utvecklas	evoluir	utveckla	evoluir	V;IND;FIN;PASS	V;NFIN
utvecklas	evoluindo	utveckla	evoluir	V;IND;FIN;PASS	V;V.MSDR
utvecklas	evoluir	utveckla	evoluir	V;IND;FIN;PASS	V;NFIN
utvecklas	desenvolver	utveckla	desenvolver	V;IND;FIN;PASS	V;NFIN
utvecklas	desenvolve	utveckla	desenvolver	V;IND;FIN;PASS	V;IND;SG;3;PRS;FIN
sidi	sidi	sidi	sidi	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
honor	fêmeas	hona	fêmea	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
honor	mulheres	hona	mulher	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
local	local	local	local	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
äter	comendo	äta	comer	V;IND;PRS;FIN;ACT	V;V.MSDR
äter	comer	äta	comer	V;IND;PRS;FIN;ACT	V;NFIN
äter	come	äta	comer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
äter	comer	äta	comer	V;IND;PRS;FIN;ACT	V;NFIN
äter	come	äta	comer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
wikimedia	wikimedia	pikimedium	wikimedia	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
officer	agente	officer	agente	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
officer	policial	officer	policial	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
medalj	medalha	medalj	medalha	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bull	touro	bull	touro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bull	boi	bull	boi	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bull	bull	bull	bull	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mongoliet	mongólia	mongolium	mongólia	N;NOM;DEF;NEUT;SG	N;FEM;SG
judar	judeus	juda	judeu	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
byta	alternar	byta	alternar	V;NFIN;ACT	V;NFIN
byta	troque	byta	trocar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
byta	trocar	byta	trocar	V;NFIN;ACT	V;NFIN
byta	trocar	byta	trocar	V;NFIN;ACT	V;NFIN
byta	mudando	byta	mudar	V;NFIN;ACT	V;V.MSDR
byta	mudar	byta	mudar	V;NFIN;ACT	V;NFIN
klippor	penhascos	klippa	penhasco	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
klippor	falésias	klippa	falésia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
klippor	rochedos	klippa	rochedo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
klippor	pedras	klippa	pedra	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
klippor	rochas	klippa	rocha	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
design	concepção	desig	concepção	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
design	desenho	desig	desenho	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
design	design	desig	design	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bestämde	decidida	bestämde	decidir	V;IND;PST;FIN;ACT	V;FEM;SG;V.PTCP
bestämde	decididas	bestämde	decidir	V;IND;PST;FIN;ACT	V;FEM;PL;V.PTCP
bestämde	decidi	bestämde	decidir	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
bestämde	decidiu	bestämde	decidir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
bestämde	decidido	bestämde	decidir	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
gräns	fronteira	gräns	fronteira	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gräns	limite	gräns	limite	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
gräns	fronteira	gräns	fronteira	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gräns	borda	gräns	borda	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gräns	fronteira	gräns	fronteira	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gräns	contorno	gräns	contorno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
dykare	mergulhadores	dyk	mergulhador	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
speciella	especiais	speciell	especial	ADJ;NOM;PL	ADJ;MASC;PL
digital	digital	digital	digital	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mamma	mãezinha	mamma	mãezinha	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamãe	mamma	mamãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamã	mamma	mamã	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mãe	mamma	mãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamãe	mamma	mamãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mãe	mamma	mãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamãe	mamma	mamãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mãe	mamma	mãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamãe	mamma	mamãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mama	mamma	mama	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamãe	mamma	mamãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mamma	mamã	mamma	mamã	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
drivs	alimentado	driva	alimentar	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP
service	serviço	service	serviço	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
youtube	youtube	youtube	youtube	N;NOM;INDF;NEUT;SG	N;MASC;SG
torg	quadrada	torg	quadrada	N;NOM;INDF;NEUT;SG	N;FEM;SG
torg	praça	torg	praça	N;NOM;INDF;NEUT;SG	N;FEM;SG
torg	square	torg	square	N;NOM;INDF;NEUT;SG	N;MASC;SG
torg	quadrado	torg	quadrado	N;NOM;INDF;NEUT;SG	N;MASC;SG
privat	privada	privat	privado	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
privat	privado	privat	privado	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
element	elemento	element	elemento	N;NOM;INDF;NEUT;SG	N;MASC;SG
förhållanden	relações	förhållande	relação	N;NOM;INDF;NEUT;PL	N;FEM;PL
förhållanden	relacionamentos	förhållande	relacionamento	N;NOM;INDF;NEUT;PL	N;MASC;PL
förhållanden	condições	förhållande	condição	N;NOM;INDF;NEUT;PL	N;FEM;PL
power	potência	power	potência	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
power	energia	power	energia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
power	poder	power	poder	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
power	power	power	power	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
blanca	blanca	blanca	blanco	N;NOM;INDF;NEUT;SG	N;FEM;SG
tidskrift	magazine	tidskrift	magazine	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tidskrift	revista	tidskrift	revista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tidskrift	jornal	tidskrift	jornal	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tidskrift	diário	tidskrift	diário	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tidskrift	journal	tidskrift	journal	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sällskapet	society	sällskap	society	N;NOM;DEF;NEUT;SG	N;MASC;SG
sällskapet	sociedade	sällskap	sociedade	N;NOM;DEF;NEUT;SG	N;FEM;SG
vägar	caminhos	väg	caminho	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
vägar	estradas	väg	estrada	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
vägar	caminhos	väg	caminho	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
over	over	over	over	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
elitserien	segundona	elitseri	segundona	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
sjunde	sétima	sju	sétimo	ADJ;NOM	ADJ;FEM;SG
sjunde	sétimo	sju	sétimo	ADJ;NOM	ADJ;MASC;SG
introducerades	introduzida	introducera	introduzir	V;IND;PST;FIN;PASS	V;FEM;SG;V.PTCP
introducerades	introduziu	introducera	introduzir	V;IND;PST;FIN;PASS	V;IND;SG;3;PST;FIN
introducerades	introduzidas	introducera	introduzir	V;IND;PST;FIN;PASS	V;FEM;PL;V.PTCP
introducerades	introduzidos	introducera	introduzir	V;IND;PST;FIN;PASS	V;MASC;PL;V.PTCP
introducerades	introduzido	introducera	introduzir	V;IND;PST;FIN;PASS	V;MASC;SG;V.PTCP
känna	sentir	känna	sentir	V;IMP;FIN;ACT	V;NFIN
känna	sentindo	känna	sentir	V;IMP;FIN;ACT	V;V.MSDR
åsikter	opiniões	åsikt	opinião	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
åsikter	pareceres	åsikt	parecer	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
åsikter	visualizações	åsikt	visualização	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
idaea	idaea	idae	idaea	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
möte	nomeação	möte	nomeação	N;NOM;INDF;NEUT;SG	N;FEM;SG
möte	marcação	möte	marcação	N;NOM;INDF;NEUT;SG	N;FEM;SG
möte	encontro	möte	encontro	N;NOM;INDF;NEUT;SG	N;MASC;SG
möte	reunião	möte	reunião	N;NOM;INDF;NEUT;SG	N;FEM;SG
get	cabra	ge	cabra	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
get	bode	ge	bode	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
saknade	faltando	sakna	faltar	V;IND;PST;FIN;ACT	V;V.MSDR
ring	chamada	ring	chamar	V;IMP;FIN;ACT	V;FEM;SG;V.PTCP
ring	ligar	ring	ligar	V;IMP;FIN;ACT	V;NFIN
bahia	bahia	bahia	bahia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
minska	reduzir	minska	reduzir	V;IMP;NFIN;ACT	V;NFIN
minska	diminuir	minska	diminuir	V;IMP;NFIN;ACT	V;NFIN
operan	ópera	operan	ópera	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
efterträdare	sucessor	efterträdare	sucessor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
efterträdare	sucessora	efterträdare	sucessora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
blad	planilha	blad	planilha	N;NOM;INDF;NEUT;SG	N;FEM;SG
blad	lençol	blad	lençol	N;NOM;INDF;NEUT;SG	N;MASC;SG
blad	folha	blad	folha	N;NOM;INDF;NEUT;SG	N;FEM;SG
miljö	ambiente	miljö	ambiente	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
segrar	triunfos	segra	triunfo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
segrar	vitórias	segra	vitória	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
segrar	vitórias	segra	vitória	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
louisiana	louisiana	louisiana	louisiano	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
louisiana	luisiana	louisiana	luisiano	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
industri	industria	industri	industria	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
industri	indústria	industri	indústria	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
drag	arrasto	drag	arrastar	N;NOM;INDF;NEUT;SG	N;MASC;SG
drag	arraste	drag	arrastar	N;NOM;INDF;NEUT;SG	N;MASC;SG
drag	drag	drag	drag	N;NOM;INDF;NEUT;SG	N;MASC;SG
drag	moves	drag	move	N;NOM;INDF;NEUT;SG	N;MASC;SG
absolut	absolutamente	absolut	absolutamente	ADV	ADV
trädde	entraram	träda	entrar	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
trädde	entrou	träda	entrar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
torn	torre	torn	torre	N;NOM;INDF;NEUT;SG	N;FEM;SG
torn	tower	torn	tower	N;NOM;INDF;NEUT;SG	N;MASC;SG
torn	torre	torn	torre	N;NOM;INDF;NEUT;SG	N;FEM;SG
dance	dança	danc	dança	N;NOM;INDF;NEUT;SG	N;FEM;SG
dance	dance	danc	dance	N;NOM;INDF;NEUT;SG	N;MASC;SG
förare	drivers	förare	driver	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
förare	motoristas	förare	motorista	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
förare	controladores	förare	controlador	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
förare	condutores	förare	condutor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
förare	pilotos	förare	piloto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
toro	toro	toro	toro	N;NOM;INDF;NEUT;SG	N;MASC;SG
fruhstorfer	fruhstorfer	fruhstorf	fruhstorfer	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
metoder	métodos	metod	método	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
benin	benim	benin	benim	N;NOM;INDF;NEUT;SG	N;MASC;SG
benin	benin	benin	benin	N;NOM;INDF;NEUT;SG	N;MASC;SG
tim	tim	tim	tim	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
folkmängd	população	folkmängd	população	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lyder	obedece	lyda	obedecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
prinsessan	princess	prinsessa	princes	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
prinsessan	princesa	prinsessa	princesa	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
stannade	parou	stanna	parar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
stannade	pararam	stanna	parar	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
stannade	parei	stanna	parar	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
stannade	parado	stanna	parar	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
stannade	fiquei	stanna	ficar	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
stannade	ficou	stanna	ficar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
stannade	ficaram	stanna	ficar	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
stannade	permaneceu	stanna	permanecer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
anslöt	aderiram	anslöta	aderir	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
anslöt	entrou	anslöta	entrar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
anslöt	aderiu	anslöta	aderir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
anslöt	juntou	anslöta	juntar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nederländska	holandês	nederländsk	holandês	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
nederländska	neerlandês	nederländsk	neerlandês	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
nederländska	dutch	nederländsk	dutch	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
porto	porto	porto	porto	N;NOM;INDF;NEUT;SG	N;MASC;SG
canyon	desfiladeiro	canyon	desfiladeiro	N;NOM;INDF;NEUT;SG	N;MASC;SG
canyon	canyon	canyon	canyon	N;NOM;INDF;NEUT;SG	N;MASC;SG
libris	libris	libris	libri	N;NOM;INDF;NEUT;SG	N;MASC;SG
stan	stan	stad	stan	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
redigera	editar	rediger	editar	V;IMP;FIN;ACT	V;NFIN
redigera	editando	rediger	editar	V;IMP;FIN;ACT	V;V.MSDR
intervju	entrevista	intervju	entrevista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lindgren	lindgren	lindgr	lindgren	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
premier	prémios	premie	prémio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
fastlandet	continente	fastland	continente	N;NOM;DEF;NEUT;SG	N;MASC;SG
förlust	perda	förlust	perda	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
säte	assento	säte	assento	N;NOM;INDF;NEUT;SG	N;MASC;SG
avtal	acordo	avtal	acordo	N;NOM;INDF;NEUT;SG	N;MASC;SG
avtal	concordância	avtal	concordância	N;NOM;INDF;NEUT;SG	N;FEM;SG
handel	comércio	handel	comércio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
handel	comercio	handel	comercio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
handel	trading	handel	trading	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
handel	negociação	handel	negociação	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gatan	rua	gata	rua	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
gatan	street	gata	street	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
genomförde	conduzida	genomföra	conduzido	V;IND;PST;FIN;ACT	V;FEM;SG;V.PTCP
genomförde	conduzido	genomföra	conduzir	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
idéer	ideias	idé	ideia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
idéer	idéias	idé	idéia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
profil	profile	profil	profilir	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
profil	perfil	profil	perfil	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
anhängare	seguidores	anhängare	seguidor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
anhängare	partidários	anhängare	partidário	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
anhängare	apoiantes	anhängare	apoiante	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
anhängare	apoiadores	anhängare	apoiador	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
anhängare	adeptos	anhängare	adepto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
semifinal	semifinal	semifinal	semifinal	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
medborgare	cidadãos	medborgare	cidadão	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
medborgare	nacionais	medborgare	nacional	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
meyrick	meyrick	meyrick	meyrick	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
junior	júnior	junia	júnior	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
junior	junior	junia	junior	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
jazz	jazz	jazz	jazz	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
australis	australis	australis	australi	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
konsensus	consenso	konsensus	consenso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
styrkor	dosagens	styrka	dosagem	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
styrkor	forcas	styrka	forca	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
styrkor	forças	styrka	força	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
brand	fire	brand	fire	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brand	fogueira	brand	fogueira	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
brand	fogo	brand	fogo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brand	incêndio	brand	incêndio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brand	brand	brand	brand	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brand	marca	brand	marca	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
book	livro	book	livro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
behandlar	tratando	behandla	tratar	V;IND;PRS;FIN;ACT	V;V.MSDR
behandlar	trata	behandla	tratar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tidningar	jornais	tidning	jornal	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
tidningar	revistas	tidning	revista	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
tidningar	papéis	tidning	papel	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
styrelsen	tabuleiro	styrelse	tabuleiro	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
styrelsen	tábua	styrelse	tábua	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
styrelsen	prancha	styrelse	prancha	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
styrelsen	diretoria	styrelse	diretoria	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
bach	bach	bach	bach	N;NOM;INDF;NEUT;SG	N;MASC;SG
karlstad	karlstad	karlstad	karlstar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
affinis	affinis	affinis	affini	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
erövrade	conquistou	erövra	conquistar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
erövrade	conquistaram	erövra	conquistar	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
