nie	не	nie	не	PART;NEG	PART;NEG
natychmiast	відразу	natychmiast	відразу	ADV	ADV
natychmiast	негайно	natychmiast	негайно	ADV	ADV
natychmiast	миттєво	natychmiast	миттєво	ADV	ADV
zakres	приціл	zakres	приціл	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zakres	обсяг	zakres	обсяг	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zakres	асортимент	zakres	асортимент	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zakres	діапазон	zakres	діапазон	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zakres	хребет	zakres	хребет	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zawierają	містити	zawierać	містити	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;NFIN
zawierają	містять	zawierać	містити	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
brytyjskie	британська	brytyjski	британський	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
jakoś	якось	jakoś	якось	ADV	ADV
biegnie	мчить	biec	мчати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
biegnie	бігає	biec	бігати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
biegnie	запускає	biec	запускати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
auto	авто	auto	авто	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
auto	машина	auto	машина	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
auto	авто	auto	авто	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
auto	автомобіль	auto	автомобіль	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
przykłady	приклади	przykład	приклад	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
usługi	послуги	usługa	послуга	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
usługi	служби	usługa	служба	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
usługi	служби	usługa	служба	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
zgromadzenie	згромадження	zgromadzenie	згромадження	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
rządy	уряди	rząd	уряд	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
narodu	нації	naród	нація	N;GEN;MASC;SG	N;INAN;GEN;FEM;SG
czasy	часи	czas	час	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dał	віддала	dać	віддати	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
dał	дав	dać	дати	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
dał	дала	dać	дати	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
najwyższe	найвищий	wysoki	найвищий	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
występowanie	повторення	występowanie	повторення	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
występowanie	присутність	występowanie	присутність	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
występowanie	існування	występowanie	існування	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
administrator	адміністрування	administrator	адміністрування	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
administrator	адмін	administrator	адмін	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
administrator	адміністратор	administrator	адміністратор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
administrator	адміністратор	administrator	адміністратор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ciąg	послідовність	ciąg	послідовність	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
prezydium	бюро	prezydium	бюро	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
tłumacz	перекладати	tłumacz	перекладати	V;IPFV;IND;SG;PST;FIN;ACT	V;IPFV;NFIN
lotnisko	аеропорт	lotnisko	аеропорт	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
koncerty	концерти	koncert	концерт	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
bierze	фотографує	brać	фотографувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
bierze	приймає	brać	приймати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
bierze	набуває	brać	набувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pluton	плутоній	pluton	плутонія	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pluton	чота	pluton	чота	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
pluton	взвод	pluton	взвод	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pluton	плутон	pluton	плутон	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
przypomina	нагадує	przypominać	нагадувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
przypomina	нагадує	przypominać	нагадувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
międzynarodowa	міжнародний	międzynarodowy	міжнародний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
międzynarodowa	міжнародна	międzynarodowy	міжнародний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
międzynarodowa	міжнародне	międzynarodowy	міжнародний	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ludowa	народний	ludowy	народний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
ludowa	народна	ludowy	народний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
robi	робить	robić	робити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
społeczna	соціальне	społeczny	соціальний	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
społeczna	соціальна	społeczny	соціальний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
społeczna	соціальний	społeczny	соціальний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
święto	фестиваль	święto	фестиваль	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
święto	свято	święto	свято	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
święto	свято	święto	свято	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
święto	бенкет	święto	бенкет	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
święto	святкування	święto	святкування	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
doświadczenia	враження	doświadczenie	враження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
doświadczenia	досвід	doświadczenie	досвід	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
matematyk	математик	matematyk	математик	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
literackie	літературна	literacki	літературний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
literackie	літературний	literacki	літературний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
dyplom	диплом	dyplom	диплом	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tor	трек	tor	трек	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tor	доріжка	tor	доріжка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
tor	композиція	tor	композиція	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
sala	сала	sala	сал	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
sala	зал	sala	зал	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
sala	ратуша	sala	ратуша	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sala	зала	sala	зала	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kościoły	церкви	kościół	церква	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
kościoły	храми	kościół	храм	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
honorowy	почесний	honorowy	почесний	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
populacja	населення	populacja	населення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ogród	садок	ogród	садка	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ogród	сад	ogród	сад	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
oficjalny	офіційна	oficjalny	офіційний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
oficjalny	офіційний	oficjalny	офіційний	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
oficjalny	офіційне	oficjalny	офіційний	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
rozkład	розподіл	rozkład	розподіл	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rozkład	розклад	rozkład	розклад	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
równolegle	паралельно	równolegle	паралельно	ADV	ADV
dziennik	журнал	dziennik	журнал	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dziennik	щоденник	dziennik	щоденник	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dziennik	щоденник	dziennik	щоденник	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dziennik	журнал	dziennik	журнал	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dziennik	лог	dziennik	лог	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
potrzebne	потрібен	potrzebny	потрібно	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
potrzebne	необхідний	potrzebny	необхідний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
istniał	існував	istnieć	існувати	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
istniał	існувало	istnieć	існувати	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
wsparcia	підтримка	wsparcie	підтримка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
pasmo	гурт	pasmo	гурт	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
wyznania	сповідь	wyznanie	сповідь	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
wyznania	зізнання	wyznanie	зізнання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wymiary	розміри	wymiar	розмір	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
wymiary	виміри	wymiar	вимір	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
mózgu	мозку	mózg	мозок	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
ślady	композиції	ślad	композиція	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
ślady	доріжки	ślad	доріжка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
ślady	сліди	ślad	слід	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ślady	сліди	ślad	слід	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
władimir	владімір	władimir	владімір	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
źle	неправильно	źle	неправильно	ADV	ADV
źle	погано	źle	погано	ADV	ADV
narodowości	нації	narodowość	нація	N;GEN;FEM;SG	N;INAN;GEN;FEM;SG
palatynat	пфальц	palatynat	пфальц	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ostatnio	недавно	ostatnio	недавно	ADV	ADV
ostatnio	нещодавно	ostatnio	нещодавно	ADV	ADV
slalom	слалом	slala	слал	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
autorzy	авторів	autor	автор	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
autorzy	автори	autor	автор	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
napięcie	напруга	napięcie	напруга	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
ofiary	втрати	ofiara	втрата	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
ofiary	жертви	ofiara	жертва	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
ofiary	жертви	ofiara	жертва	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
odkryto	виявив	odkryć	виявити	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
odkryto	виявили	odkryć	виявити	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
odkryto	відкрив	odkryć	відкрити	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
pamięć	спогад	pamięć	спогад	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
osiąga	сягає	osiągać	сягати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
społeczność	громада	społeczność	громада	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
społeczność	спільнота	społeczność	спільнота	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
norweski	норвезька	norweski	норвезький	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
obecne	присутня	obecny	присутня	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
największa	найбільший	duży	найбільший	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
pojazd	автомобіль	pojazd	автомобіль	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pojazd	апарат	pojazd	апарат	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
argument	аргумент	argument	аргумент	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
projekty	проекти	projekt	проект	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
wschodni	східна	wschodni	східний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
mówiąc	говорячи	mówić	говорити	V;IPFV;PRS;V.CVB;ACT	V;IPFV;PRS;V.CVB
wstęp	вступ	wstęp	вступ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wstęp	вступ	wstęp	вступ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
mężczyzna	самець	mężczyzna	самець	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mężczyzna	людина	mężczyzna	людина	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
mężczyzna	чоловік	mężczyzna	чоловік	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mężczyzna	мужчина	mężczyzna	мужчина	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
odmiana	варіант	odmiana	варіант	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
odmiana	різноманітність	odmiana	різноманітність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wpisany	вписаний	wpisać	вписаний	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
włoska	італійський	włoski	італійський	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
włoska	італійська	włoski	італійський	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
emisja	емісія	emisja	емісія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wykształcenie	освіта	wykształcenie	освіта	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
legenda	легенда	legenda	легенда	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
przeznaczony	призначений	przeznaczyć	призначений	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
wiedza	знання	wiedza	знання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
centralny	центральний	centralny	центральний	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
centralny	центральна	centralny	центральний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
litewski	литовська	litewski	литовський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
litewski	литовський	litewski	литовський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
kierownictwo	управління	kierownictwo	управління	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kierownictwo	менеджмент	kierownictwo	менеджмент	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
kierownictwo	керівництво	kierownictwo	керівництво	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kierownictwo	керування	kierownictwo	керування	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kierownictwo	лідерство	kierownictwo	лідерство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kierownictwo	лідерства	kierownictwo	лідерство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
zawartość	контент	zawartość	контент	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zawartość	вміст	zawartość	вміст	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zawartość	зміст	zawartość	зміст	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zawartość	вміст	zawartość	вміст	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zawartość	зміст	zawartość	зміст	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
lokalne	локальна	lokalny	локальний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
lokalne	локальний	lokalny	локальний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
lokalne	місцевий	lokalny	місцевий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
kierunek	напрям	kierunek	напрям	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kierunek	напрямок	kierunek	напрямок	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sesji	сеансу	sesja	сеанс	N;GEN;FEM;SG	N;INAN;GEN;MASC;SG
ewentualnie	зрештою	ewentualnie	зрештою	ADV	ADV
skrót	абревіатура	skrót	абревіатура	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
skrót	скорочення	skrót	скорочення	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
skrót	скорочення	skrót	скорочення	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
stacje	станції	stacja	станція	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
następcą	наступником	następca	наступник	N;INS;MASC;SG	N;ANIM;INS;MASC;SG
zawód	професія	zawód	професія	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
zawód	окупація	zawód	окупація	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
brama	брама	brama	брама	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
brama	шлюз	brama	шлюз	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zmuszony	вимушена	zmusić	вимушений	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
wycofał	зняв	wycofać	зняти	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
górski	гірський	górski	гірський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
górski	гірська	górski	гірський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
oficjalne	офіційна	oficjalny	офіційний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
oficjalne	офіційний	oficjalny	офіційний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
oficjalne	офіційне	oficjalny	офіційний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
miesiącach	місяців	miesiąc	місяць	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
głębokość	глибина	głębokość	глибина	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
planety	планети	planet	планета	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
bramkarz	воротар	bramkarz	воротар	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zarys	контур	zarys	контура	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
młodszy	молодший	młody	молодший	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
procesów	процесів	proces	процес	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
ląd	земля	ląd	земля	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
ląd	материка	ląd	материка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
współpraca	співпраця	współpracać	співпраця	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
współpraca	співпраці	współpracać	співпраця	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
współpraca	співробітництво	współpracać	співробітництво	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
automatycznie	автоматично	automatycznie	автоматично	ADV	ADV
automatycznie	автоматично	automatycznie	автоматично	ADV	ADV
europejska	європейський	europejski	європейський	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
europejska	європейська	europejski	європейський	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
zjawiska	явища	zjawisko	явище	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;PL
zaprojektowany	розроблена	zaprojektować	розроблений	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
samochody	автомобілі	samochód	автомобіль	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
samochody	тачки	samochód	тачка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
samochody	автомобілі	samochód	автомобіль	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
patriarcha	патріарх	patriarch	патріар	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
skoczek	лицар	skoczek	лицар	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
uznać	впізнали	uznać	впізнати	V;PFV;NFIN;ACT	V;PFV;IND;PL;PST;FIN
uznać	підтвердити	uznać	підтвердити	V;PFV;NFIN;ACT	V;PFV;NFIN
wyrok	вердикт	wyrok	вердикт	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wyrok	суд	wyrok	суд	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wyrok	вирок	wyrok	вирка	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kodeks	кодекс	kodeks	кодекс	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
usunięcie	вилучення	usunąć	вилучення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
usunięcie	видалення	usunąć	видалення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
usunięcie	вилучення	usunąć	вилучення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
usunięcie	видалення	usunąć	видалення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
usunięcie	вилучення	usunąć	вилучення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
usunięcie	вилучення	usunąć	вилучення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
usunięcie	видалення	usunąć	видалення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
chiński	китайська	chiński	китайський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
chiński	китайський	chiński	китайський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
supernowa	залишок	supernowy	залишок	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
brązowe	коричневий	brązowy	коричневий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
środowisko	середовища	środowisko	середовище	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
środowisko	середовище	środowisko	середовище	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
tramwaje	трамваї	tramwaj	трамвай	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
fortepian	піаніно	fortepianin	піаніно	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
fortepian	фортепіано	fortepianin	фортепіано	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
biorąc	веду	brać	вести	V;IPFV;PRS;V.CVB;ACT	V;IPFV;IND;SG;1;PRS;FIN
biorąc	беру	brać	бера	V;IPFV;PRS;V.CVB;ACT	V;IPFV;IND;SG;1;PRS;FIN
krytyk	критик	krytyk	критик	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
wyróżnienie	підсвічування	wyróżnienie	підсвічування	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wyróżnienie	нагорода	wyróżnienie	нагорода	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
wyróżnienie	судження	wyróżnienie	судження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
sylwetka	силует	sylwetka	силует	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pseudonim	псевдонім	pseudonić	псевдонім	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pseudonim	псевдонім	pseudonić	псевдонім	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pseudonim	прізвисько	pseudonić	прізвиський	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
złożone	композитний	złożyć	композитний	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG
złożone	складене	złożyć	складений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
znaków	символів	znak	символ	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
francuskie	французька	francuski	французький	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
francuskie	французький	francuski	французький	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
drobne	незначна	drobny	незначний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
drobne	незначний	drobny	незначний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
zgłoszenie	сповіщення	zgłosić	сповіщення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
zgłoszenie	декларація	zgłosić	декларація	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
zgłoszenie	оголошення	zgłosić	оголошення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
zgłoszenie	скарга	zgłosić	скарга	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
zgłoszenie	звіт	zgłosić	звіт	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;MASC;SG
całkowita	загальна	całkowity	загальний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
całkowita	загальний	całkowity	загальний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
pomorskie	поморське	pomorski	поморський	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dawne	колишній	dawny	колишній	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
różnice	відмінності	różnica	відмінність	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
królewski	королівська	królewski	королівський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
królewski	королівський	królewski	королівський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
królewski	королівське	królewski	королівський	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
wykorzystuje	використовує	wykorzystywać	використовувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
