les	de	le	de	DET;DEF;PL	DET;DEF
proposé	voorgestelde	proposer	voorstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
proposé	voorgesteld	proposer	voorstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
proposé	gesuggereerd	proposer	suggereren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
proposé	voorgestelde	proposer	voorstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
proposé	voorgesteld	proposer	voorstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
papier	papier	papier	papier	N;MASC;SG	N;NEUT;SG
emmanuel	emmanuel	emmanuel	emmanuel	N;MASC;SG	N;MASC+FEM;SG
plante	plant	plante	plant	N;FEM;SG	N;MASC+FEM;SG
repris	hervat	reprendre	hervatten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
boulevard	boulevard	boulevard	boulevard	N;MASC;SG	N;MASC+FEM;SG
réussit	slaagt	réussir	slagen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
interdit	verboden	interdire	verboden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
interdit	verboden	interdire	verboden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
interdit	verbannen	interdire	verbannen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
interdit	verboden	interdire	verboden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
entier	integer	entier	integer	ADJ;MASC;SG	ADJ
entier	hele	entier	heel	ADJ;MASC;SG	ADJ
entier	geheel	entier	geheel	ADJ;MASC;SG	ADJ
angle	hoek	angle	hoek	N;MASC;SG	N;MASC+FEM;SG
contemporain	hedendaags	contemporain	hedendaags	ADJ;MASC;SG	ADJ
contemporain	hedendaagse	contemporain	hedendaags	ADJ;MASC;SG	ADJ
contemporain	eigentijdse	contemporain	eigentijds	ADJ;MASC;SG	ADJ
contemporain	eigentijds	contemporain	eigentijds	ADJ;MASC;SG	ADJ
preuve	bewijs	preuve	bewijs	N;FEM;SG	N;NEUT;SG
preuve	bewijsmateriaal	preuve	bewijsmateriaal	N;FEM;SG	N;NEUT;SG
preuve	bewijs	preuve	bewijs	N;FEM;SG	N;NEUT;SG
barrage	versperring	barrage	versperring	N;MASC;SG	N;MASC+FEM;SG
barrage	dam	barrage	dam	N;MASC;SG	N;MASC+FEM;SG
barrage	stuwdam	barrage	stuwdam	N;MASC;SG	N;MASC+FEM;SG
courses	rassen	course	ras	N;FEM;PL	N;PL
courses	races	course	race	N;FEM;PL	N;PL
sable	zand	sable	zand	N;MASC;SG	N;NEUT;SG
sable	sandy	sable	sandy	N;MASC;SG	N;MASC+FEM;SG
présents	aanwezig	présent	aanwezig	ADJ;MASC;PL	ADJ
toronto	toronto	toronto	toronto	N;MASC;SG	N;NEUT;SG
courte	kort	court	kort	ADJ;FEM;SG	ADJ
courte	korte	court	kort	ADJ;FEM;SG	ADJ
domicile	home	domicile	home	N;MASC;SG	N;MASC+FEM;SG
domicile	huis	domicile	huis	N;MASC;SG	N;NEUT;SG
domicile	startpagina	domicile	startpagina	N;MASC;SG	N;MASC+FEM;SG
domicile	domicilie	domicile	domicilie	N;MASC;SG	N;MASC+FEM;SG
aime	houdt	aimer	houden	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
routes	wegen	route	weg	N;FEM;PL	N;PL
routes	routes	route	route	N;FEM;PL	N;PL
routes	autowegen	route	autoweg	N;FEM;PL	N;PL
routes	snelwegen	route	snelwig	N;FEM;PL	N;PL
orientale	orientale	oriental	orientaal	ADJ;FEM;SG	ADJ
orientale	oosters	oriental	ooster	ADJ;FEM;SG	ADJ
orientale	oosterse	oriental	oosters	ADJ;FEM;SG	ADJ
orientale	oostelijk	oriental	oostelijk	ADJ;FEM;SG	ADJ
orientale	oostelijke	oriental	oostelijk	ADJ;FEM;SG	ADJ
placé	geplaatst	placer	plaatsen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
flore	flora	flore	flora	N;FEM;SG	N;MASC+FEM;SG
budget	budget	budget	budget	N;MASC;SG	N;NEUT;SG
budget	begroting	budget	begroting	N;MASC;SG	N;MASC+FEM;SG
noblesse	noble	noblesse	noble	N;FEM;SG	N;MASC+FEM;SG
noblesse	gentry	noblesse	gentry	N;FEM;SG	N;MASC+FEM;SG
noblesse	adel	noblesse	adel	N;FEM;SG	N;MASC+FEM;SG
policier	smeris	policier	smeris	N;MASC;SG	N;MASC+FEM;SG
policier	flik	policier	flik	N;MASC;SG	N;MASC+FEM;SG
policier	politie	policier	politie	N;MASC;SG	N;MASC+FEM;SG
policier	politieagent	policier	politieagent	N;MASC;SG	N;MASC+FEM;SG
policier	politieman	policier	politieman	N;MASC;SG	N;MASC+FEM;SG
précise	precieze	précis	precies	ADJ;FEM;SG	ADJ
toile	canvas	toile	canvas	N;FEM;SG	N;NEUT;SG
toile	doek	toile	doek	N;FEM;SG	N;NEUT;SG
secondaires	secundaire	secondaire	secundair	ADJ;MASC;PL	ADJ
secondaires	secundair	secondaire	secundair	ADJ;MASC;PL	ADJ
inspiré	inspirerend	inspirer	inspireren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inspiré	geïnspireerd	inspirer	inspireren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inspiré	geïnspireerde	inspirer	inspireren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
chercher	zoeken	chercher	zoeken	V;NFIN	V;NFIN
chercher	doorzoeken	chercher	doorzoeken	V;NFIN	V;NFIN
évaluation	waardering	évaluation	waardering	N;FEM;SG	N;MASC+FEM;SG
évaluation	taxatie	évaluation	taxatie	N;FEM;SG	N;MASC+FEM;SG
évaluation	waardebepaling	évaluation	waardebepaling	N;FEM;SG	N;MASC+FEM;SG
évaluation	evaluatie	évaluation	evaluatie	N;FEM;SG	N;MASC+FEM;SG
évaluation	beoordeling	évaluation	beoordeling	N;FEM;SG	N;MASC+FEM;SG
évaluation	evaluatie	évaluation	evaluatie	N;FEM;SG	N;MASC+FEM;SG
évaluation	beoordeling	évaluation	beoordeling	N;FEM;SG	N;MASC+FEM;SG
classification	indeling	classification	indeling	N;FEM;SG	N;MASC+FEM;SG
classification	classificatie	classification	classificatie	N;FEM;SG	N;MASC+FEM;SG
détruit	vernietigd	détruire	vernietigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
détruit	vernietigde	détruire	vernietigen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
détruit	vernield	détruire	vernielen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
détruit	verwoest	détruire	verwoesten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
quartiers	wijken	quartier	wijken	N;MASC;PL	N;PL
quartiers	buurten	quartier	buurten	N;MASC;PL	N;PL
quartiers	districten	quartier	district	N;MASC;PL	N;PL
quartiers	wijken	quartier	wijken	N;MASC;PL	N;PL
quartiers	wijken	quartier	wijken	N;MASC;PL	N;PL
quartiers	buurten	quartier	buurten	N;MASC;PL	N;PL
chacune	elk	chacun	elk	PRO;FEM;SG	PRO
chacune	ieder	chacun	ieder	PRO;FEM;SG	PRO
liaison	liaison	liaison	liaison	N;FEM;SG	N;MASC+FEM;SG
principes	principes	principe	principe	N;MASC;PL	N;PL
principes	beginselen	principe	beginselen	N;MASC;PL	N;PL
disparition	verdwijning	disparition	verdwijning	N;FEM;SG	N;MASC+FEM;SG
disparition	vermissing	disparition	vermissing	N;FEM;SG	N;MASC+FEM;SG
bistro	bistro	bistro	bistro	N;MASC;SG	N;MASC+FEM;SG
échec	mislukking	échec	mislukking	N;MASC;SG	N;MASC+FEM;SG
échec	mislukkeling	échec	mislukkeling	N;MASC;SG	N;MASC+FEM;SG
rédaction	redactie	rédaction	redactie	N;FEM;SG	N;MASC+FEM;SG
serveur	kelner	serveur	kelner	N;MASC;SG	N;MASC+FEM;SG
serveur	ober	serveur	ober	N;MASC;SG	N;MASC+FEM;SG
serveur	server	serveur	server	N;MASC;SG	N;MASC+FEM;SG
liée	gekoppelde	lier	koppelen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
liée	gelinkt	lier	gelinken	V;FEM;SG;PST;V.PTCP	V;V.PTCP
liée	verbonden	lier	verbinden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
liée	gekoppeld	lier	koppelen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
hausse	rising	hausse	rising	N;FEM;SG	N;MASC+FEM;SG
oise	oise	oise	ois	N;MASC;SG	N;MASC+FEM;SG
signature	ondertekening	signature	ondertekening	N;FEM;SG	N;MASC+FEM;SG
signature	handtekening	signature	handtekening	N;FEM;SG	N;MASC+FEM;SG
signature	ondertekening	signature	ondertekening	N;FEM;SG	N;MASC+FEM;SG
trône	troon	trône	troon	N;MASC;SG	N;MASC+FEM;SG
produire	produceren	produire	produceren	V;NFIN	V;NFIN
profit	winst	profit	winst	N;MASC;SG	N;MASC+FEM;SG
chien	hond	chien	hond	N;MASC;SG	N;MASC+FEM;SG
chien	hondje	chien	hondje	N;MASC;SG	N;NEUT;SG
tenu	gehouden	tenir	houden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
tenu	vastgehouden	tenir	vasthouden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
correspondant	corresponderende	correspondre	corresponderen	V;PRS;V.PTCP	V;V.PTCP
correspondant	bijpassende	correspondre	bijpassen	V;PRS;V.PTCP	V;V.PTCP
correspondant	overeenkomende	correspondre	overeenkomen	V;PRS;V.PTCP	V;V.PTCP
correspondant	overeenkomend	correspondre	overeenkomend	V;PRS;V.PTCP	V;V.PTCP
zélande	zeeland	zélande	zeeland	N;FEM;SG	N;MASC+FEM;SG
zélande	zeeland	zélande	zeeland	N;FEM;SG	N;MASC+FEM;SG
bandeau	hoofdband	bandeau	hoofdband	N;MASC;SG	N;MASC+FEM;SG
bandeau	blinddoek	bandeau	blinddoek	N;MASC;SG	N;MASC+FEM;SG
nationaux	nationaal	national	nationaal	ADJ;MASC;PL	ADJ
nationaux	nationale	national	nationaal	ADJ;MASC;PL	ADJ
marqué	scoorde	marquer	scoren	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
marqué	gescoord	marquer	scoren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marqué	gelabeld	marquer	labelen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marqué	gemarkeerde	marquer	markeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marqué	gemarkeerd	marquer	markeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marqué	gemerkt	marquer	merken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marqué	gekenmerkt	marquer	kenmerken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
secondes	seconden	seconde	seconde	N;FEM;PL	N;PL
requête	query	requête	query	N;FEM;SG	N;MASC+FEM;SG
requête	zoekopdracht	requête	zoekopdracht	N;FEM;SG	N;MASC+FEM;SG
requête	aanvraag	requête	aanvraag	N;FEM;SG	N;MASC+FEM;SG
requête	verzoek	requête	verzoek	N;FEM;SG	N;NEUT;SG
ruisseau	beek	ruisseau	beek	N;MASC;SG	N;MASC+FEM;SG
ruisseau	kreek	ruisseau	krijken	N;MASC;SG	N;MASC+FEM;SG
ruisseau	beek	ruisseau	beek	N;MASC;SG	N;MASC+FEM;SG
ruisseau	stroom	ruisseau	stroom	N;MASC;SG	N;MASC+FEM;SG
ruisseau	stream	ruisseau	stream	N;MASC;SG	N;MASC+FEM;SG
ruisseau	beek	ruisseau	beek	N;MASC;SG	N;MASC+FEM;SG
ruisseau	brook	ruisseau	brook	N;MASC;SG	N;MASC+FEM;SG
ruisseau	ruisseau	ruisseau	ruisseau	N;MASC;SG	N;MASC+FEM;SG
roche	roche	roche	roche	N;FEM;SG	N;MASC+FEM;SG
publiques	openbaar	public	openbaar	ADJ;FEM;PL	ADJ
connus	gekend	connaître	kennen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
connus	gekende	connaître	kenen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
largeur	breedte	largeur	breedte	N;FEM;SG	N;MASC+FEM;SG
remplacer	vervangen	remplacer	vervangen	V;NFIN	V;V.PTCP
remplacer	vervangen	remplacer	vervangen	V;NFIN	V;V.PTCP
remplacer	vervang	remplacer	vervang	V;NFIN	V;SG;PRS;FIN
spécial	speciaal	spécial	speciaal	ADJ;MASC;SG	ADJ
spécial	bijzonder	spécial	bijzonder	ADJ;MASC;SG	ADJ
spécial	speciale	spécial	speciaal	ADJ;MASC;SG	ADJ
foi	faith	foi	faith	N;FEM;SG	N;MASC+FEM;SG
foi	vertrouwen	foi	vertrouwen	N;FEM;SG	N;NEUT;SG
professionnels	professioneel	professionnel	professioneel	ADJ;MASC;PL	ADJ
professionnels	professionele	professionnel	professioneel	ADJ;MASC;PL	ADJ
récemment	kortgeleden	récemment	kortgeleden	ADV	ADV
récemment	onlangs	récemment	onlangs	ADV	ADV
institutions	instellingen	institution	instelling	N;FEM;PL	N;PL
établissements	inrichtingen	établissement	inrichting	N;MASC;PL	N;PL
pêche	visserij	pêche	visserij	N;FEM;SG	N;MASC+FEM;SG
pêche	peach	pêche	peach	N;FEM;SG	N;MASC+FEM;SG
pêche	perzik	pêche	perzik	N;FEM;SG	N;MASC+FEM;SG
pêche	visserij	pêche	visserij	N;FEM;SG	N;MASC+FEM;SG
pêche	visvangst	pêche	visvangst	N;FEM;SG	N;MASC+FEM;SG
pêche	visserij	pêche	visserij	N;FEM;SG	N;MASC+FEM;SG
volumes	volumes	volume	volume	N;MASC;PL	N;PL
nation	natie	nation	natie	N;FEM;SG	N;MASC+FEM;SG
développe	ontwikkelt	développer	ontwikkelen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
accueille	verwelkomt	accueillir	verwelkomen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
notion	notie	notion	notie	N;FEM;SG	N;MASC+FEM;SG
symbole	symbool	symbole	symbool	N;MASC;SG	N;NEUT;SG
catalogue	catalogus	catalogue	catalogus	N;MASC;SG	N;MASC+FEM;SG
catalogue	catalogus	catalogue	catalogus	N;MASC;SG	N;MASC+FEM;SG
tir	schietpartij	tir	schietpartij	N;MASC;SG	N;MASC+FEM;SG
tir	shot	tir	shot	N;MASC;SG	N;MASC+FEM;SG
tir	schot	tir	schot	N;MASC;SG	N;NEUT;SG
tir	tir	tir	tir	N;MASC;SG	N;MASC+FEM;SG
puits	wells	puits	wells	N;MASC;SG	N;SG
salles	kamers	salle	kamer	N;FEM;PL	N;PL
emplacement	lokatie	emplacement	lokatie	N;MASC;SG	N;MASC+FEM;SG
emplacement	locatie	emplacement	locatie	N;MASC;SG	N;MASC+FEM;SG
emplacement	ligging	emplacement	ligging	N;MASC;SG	N;MASC+FEM;SG
philosophe	filosoof	philosophe	filosoof	N;MASC;SG	N;MASC+FEM;SG
philosophe	philosophe	philosophe	philosophe	N;MASC;SG	N;MASC+FEM;SG
européennes	europese	européen	Europees	ADJ;FEM;PL	ADJ
européennes	europees	européen	europees	ADJ;FEM;PL	ADJ
appellation	appellation	appellation	appellation	N;FEM;SG	N;MASC+FEM;SG
appellation	aanwijzing	appellation	aanwijzing	N;FEM;SG	N;MASC+FEM;SG
appellation	aanduiding	appellation	aanduiding	N;FEM;SG	N;MASC+FEM;SG
appellation	benaming	appellation	benaming	N;FEM;SG	N;MASC+FEM;SG
benoît	benedict	benoît	benedict	N;MASC;SG	N;MASC+FEM;SG
benoît	benedictus	benoît	benedictus	N;MASC;SG	N;MASC+FEM;SG
benoît	benoît	benoît	benowen	N;MASC;SG	N;MASC+FEM;SG
benoît	benoit	benoît	benoit	N;MASC;SG	N;MASC+FEM;SG
décidé	besloot	décider	besluiten	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
décidé	besloten	décider	besluiten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
décidé	besliste	décider	beslissen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
end	einde	end	einde	N;MASC;SG	N;NEUT;SG
end	eind	end	eind	N;MASC;SG	N;NEUT;SG
étage	vloer	étage	vloer	N;MASC;SG	N;MASC+FEM;SG
étage	verdieping	étage	verdieping	N;MASC;SG	N;MASC+FEM;SG
étage	floor	étage	floor	N;MASC;SG	N;MASC+FEM;SG
coups	schoten	coup	schot	N;MASC;PL	N;PL
coups	shots	coup	shot	N;MASC;PL	N;PL
coups	staatsgrepen	coup	staatsgreep	N;MASC;PL	N;PL
johnson	johnson	johnson	johnson	N;MASC;SG	N;MASC+FEM;SG
hongrois	hongaarse	hongrois	hongaars	ADJ;MASC;SG	ADJ
hongrois	hongaars	hongrois	hongaars	ADJ;MASC;SG	ADJ
rois	koningen	roi	koning	N;MASC;PL	N;PL
modification	wijziging	modification	wijziging	N;FEM;SG	N;MASC+FEM;SG
modification	modificatie	modification	modificatie	N;FEM;SG	N;MASC+FEM;SG
modification	amendement	modification	amendement	N;FEM;SG	N;NEUT;SG
modification	wijziging	modification	wijziging	N;FEM;SG	N;MASC+FEM;SG
mineures	minderjarigen	mineur	minderjarigen	ADJ;FEM;PL	ADJ
mineures	minderjarige	mineur	minderjarig	ADJ;FEM;PL	ADJ
mineures	minderjarig	mineur	minderjarig	ADJ;FEM;PL	ADJ
mineures	minderjarige	mineur	minderjarig	ADJ;FEM;PL	ADJ
pieds	voeten	pied	voet	N;MASC;PL	N;PL
pieds	voetjes	pied	voet	N;MASC;PL	N;PL
phénomène	fenomeen	phénomène	fenomeen	N;MASC;SG	N;NEUT;SG
phénomène	fenomeen	phénomène	fenomeen	N;MASC;SG	N;NEUT;SG
phénomène	verschijnsel	phénomène	verschijnsel	N;MASC;SG	N;NEUT;SG
utilisées	gebruikt	utiliser	gebruiken	V;FEM;PL;PST;V.PTCP	V;V.PTCP
planètes	planeten	planète	planeet	N;FEM;PL	N;PL
engage	huurt	engager	huren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
vaste	wijd	vaste	wijden	ADJ;MASC;SG	ADJ
vaste	breed	vaste	breed	ADJ;MASC;SG	ADJ
relais	relais	relais	relais	N;MASC;SG	N;MASC+FEM;SG
relais	relais	relais	relais	N;MASC;SG	N;MASC+FEM;SG
relais	estafette	relais	estafette	N;MASC;SG	N;MASC+FEM;SG
déposé	gedeponeerde	déposer	gedeponeerd	V;MASC;SG;PST;V.PTCP	V;V.PTCP
déposé	gestort	déposer	storten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
déposé	gedeponeerd	déposer	deponeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
déposé	gearchiveerd	déposer	archiveren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
déposé	geklasseerd	déposer	klasseren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
déposé	ingediend	déposer	indienen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
déposé	gedeponeerd	déposer	deponeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
exemples	voorbeelden	exemple	voorbeeld	N;MASC;PL	N;PL
nomme	benoemt	nommer	benoemen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
marins	zeelui	marin	zeelui	N;MASC;PL	N;PL
marins	zeelieden	marin	zeelied	N;MASC;PL	N;PL
marins	matrozen	marin	matroos	N;MASC;PL	N;PL
marins	zeelieden	marin	zeelied	N;MASC;PL	N;PL
marins	zeelieden	marin	zeelied	N;MASC;PL	N;PL
poèmes	gedichten	poème	gedicht	N;MASC;PL	N;PL
tendance	trend	tendance	trenden	N;FEM;SG	N;MASC+FEM;SG
tendance	tendens	tendance	tendens	N;FEM;SG	N;MASC+FEM;SG
tendance	trendy	tendance	trendy	N;FEM;SG	N;MASC+FEM;SG
tendance	neiging	tendance	neiging	N;FEM;SG	N;MASC+FEM;SG
tendance	tendens	tendance	tendens	N;FEM;SG	N;MASC+FEM;SG
libéral	liberale	libéral	liberaal	ADJ;MASC;SG	ADJ
libéral	liberaal	libéral	liberaal	ADJ;MASC;SG	ADJ
orientation	oriëntatie	orientation	oriëntatie	N;FEM;SG	N;MASC+FEM;SG
orientation	oriëntering	orientation	oriëntering	N;FEM;SG	N;MASC+FEM;SG
congo	congo	congo	congo	N;MASC;SG	N;NEUT;SG
ennemi	vijand	ennemi	vijand	N;MASC;SG	N;MASC+FEM;SG
ennemi	vijand	ennemi	vijand	N;MASC;SG	N;MASC+FEM;SG
moselle	moselle	moselle	moselle	N;FEM;SG	N;MASC+FEM;SG
multiples	meervoudige	multiple	meervoudig	ADJ;MASC;PL	ADJ
multiples	meervoudig	multiple	meervoudig	ADJ;MASC;PL	ADJ
retourne	retourneren	retourner	retourneren	V;IND;SG;3;PRS;FIN	V;NFIN
retourne	geeft	retourner	geven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
indien	indisch	indien	indisch	ADJ;MASC;SG	ADJ
indien	indiaas	indien	indiaas	ADJ;MASC;SG	ADJ
indien	indiase	indien	indiase	ADJ;MASC;SG	ADJ
indien	indische	indien	indisch	ADJ;MASC;SG	ADJ
comptes	accounts	compte	accounts	N;MASC;PL	N;PL
comptes	rekeningen	compte	rekening	N;MASC;PL	N;PL
calendrier	agenda	calendrier	agenda	N;MASC;SG	N;MASC+FEM;SG
calendrier	planning	calendrier	planning	N;MASC;SG	N;MASC+FEM;SG
calendrier	tijdschema	calendrier	tijdschema	N;MASC;SG	N;NEUT;SG
calendrier	schema	calendrier	schema	N;MASC;SG	N;NEUT;SG
avenir	toekomst	avenir	toekomst	N;MASC;SG	N;MASC+FEM;SG
mécanique	mechanisch	mécanique	mechanisch	ADJ;MASC;SG	ADJ
mécanique	mechanische	mécanique	mechanisch	ADJ;MASC;SG	ADJ
étrangers	vreemden	étranger	vreemde	ADJ;MASC;PL	ADJ
réel	echte	réel	echt	ADJ;MASC;SG	ADJ
réel	echt	réel	echt	ADJ;MASC;SG	ADJ
réel	reëel	réel	reëel	ADJ;MASC;SG	ADJ
cavalerie	cavalerie	cavalerie	cavalerie	N;FEM;SG	N;MASC+FEM;SG
écran	screen	écran	screen	N;MASC;SG	N;MASC+FEM;SG
écran	scherm	écran	scherm	N;MASC;SG	N;NEUT;SG
écran	beeldscherm	écran	beeldscherm	N;MASC;SG	N;NEUT;SG
concerts	concerten	concert	concert	N;MASC;PL	N;PL
organise	organiseert	organiser	organiseren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
organise	organiseert	organiser	organiseren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
industriel	industrieel	industriel	industrieel	ADJ;MASC;SG	ADJ
industriel	industriële	industriel	industreel	ADJ;MASC;SG	ADJ
rester	blijven	rester	blijven	V;NFIN	V;PL;PRS;FIN
rester	blijven	rester	blijven	V;NFIN	V;PL;PRS;FIN
rester	blijven	rester	blijven	V;NFIN	V;PL;PRS;FIN
rester	blijf	rester	blijven	V;NFIN	V;SG;PRS;FIN
consommation	verbruik	consommation	verbruik	N;FEM;SG	N;NEUT;SG
consommation	consumptie	consommation	consumptie	N;FEM;SG	N;MASC+FEM;SG
mauvais	slechte	mauvais	slecht	ADJ;MASC;SG	ADJ
mauvais	slecht	mauvais	slecht	ADJ;MASC;SG	ADJ
condition	conditie	condition	conditie	N;FEM;SG	N;MASC+FEM;SG
condition	aandoening	condition	aandoening	N;FEM;SG	N;MASC+FEM;SG
condition	voorwaarde	condition	voorwaard	N;FEM;SG	N;MASC+FEM;SG
condition	toestand	condition	toestand	N;FEM;SG	N;MASC+FEM;SG
utilisateurs	gebruikers	utilisateur	gebruiker	N;MASC;PL	N;PL
plaine	plaine	plaine	plain	N;FEM;SG	N;MASC+FEM;SG
plaine	vlakte	plaine	vlakken	N;FEM;SG	N;MASC+FEM;SG
plaine	effen	plaine	effen	N;FEM;SG	N;NEUT;SG
plaine	laagland	plaine	laagland	N;FEM;SG	N;NEUT;SG
plaine	vlakte	plaine	vlakken	N;FEM;SG	N;MASC+FEM;SG
perte	verlies	perte	verlies	N;FEM;SG	N;NEUT;SG
intégral	integraal	intégral	integraal	ADJ;MASC;SG	ADJ
méthodes	methoden	méthode	methode	N;FEM;PL	N;PL
méthodes	methodes	méthode	methode	N;FEM;PL	N;PL
impact	impact	impact	impact	N;MASC;SG	N;MASC+FEM;SG
impact	inslag	impact	inslag	N;MASC;SG	N;MASC+FEM;SG
impact	effect	impact	effect	N;MASC;SG	N;NEUT;SG
impact	botsing	impact	botsing	N;MASC;SG	N;MASC+FEM;SG
candidats	sollicitanten	candidat	sollicitant	N;MASC;PL	N;PL
candidats	kandidaten	candidat	kandidaat	N;MASC;PL	N;PL
candidats	sollicitanten	candidat	sollicitant	N;MASC;PL	N;PL
candidats	aanvragers	candidat	aanvrager	N;MASC;PL	N;PL
classes	lessen	classe	les	N;FEM;PL	N;PL
classes	klassen	classe	klasse	N;FEM;PL	N;PL
lauréat	winnares	lauréat	winnare	N;MASC;SG	N;MASC+FEM;SG
lauréat	winnaar	lauréat	winnaar	N;MASC;SG	N;MASC+FEM;SG
lauréat	laureaat	lauréat	laureaat	N;MASC;SG	N;MASC+FEM;SG
attaques	aanslagen	attaque	aanslaan	N;FEM;PL	N;PL
attaques	aanvallen	attaque	aanval	N;FEM;PL	N;PL
quitter	verlaat	quitter	verlaten	V;NFIN	V;SG;PRS;FIN
quitter	vertrek	quitter	vertrekken	V;NFIN	V;SG;PRS;FIN
quitter	verlaten	quitter	verlaten	V;NFIN	V;V.PTCP
quitter	afsluiten	quitter	afsluiten	V;NFIN	V;NFIN
quitter	stoppen	quitter	stoppen	V;NFIN	V;NFIN
quitter	vertrekken	quitter	vertrekken	V;NFIN	V;NFIN
quitter	weggaan	quitter	weggaan	V;NFIN	V;NFIN
performance	prestatie	performance	prestatie	N;FEM;SG	N;MASC+FEM;SG
romains	romeinse	romain	romeins	ADJ;MASC;PL	ADJ
romains	romeins	romain	romein	ADJ;MASC;PL	ADJ
établi	opgericht	établir	oprichten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
établi	gevestigde	établir	vestigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
établi	gevestigd	établir	vestigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
compose	componeren	composer	componeren	V;IND;SG;3;PRS;FIN	V;NFIN
basée	gebaseerd	baser	baseren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
collectif	collectief	collectif	collectief	ADJ;MASC;SG	ADJ
collectif	collectieve	collectif	collectief	ADJ;MASC;SG	ADJ
compétitions	competities	compétition	competitie	N;FEM;PL	N;PL
compétitions	wedstrijden	compétition	wedstrijd	N;FEM;PL	N;PL
compétitions	prijsvragen	compétition	prijsvraag	N;FEM;PL	N;PL
compétitions	wedstrijden	compétition	wedstrijd	N;FEM;PL	N;PL
quantité	hoeveelheid	quantité	hoeveelheid	N;FEM;SG	N;MASC+FEM;SG
quantité	kwantiteit	quantité	kwantiteit	N;FEM;SG	N;MASC+FEM;SG
conseillers	adviseurs	conseiller	adviseur	N;MASC;PL	N;PL
conseillers	adviseurs	conseiller	adviseur	N;MASC;PL	N;PL
conseillers	adviseurs	conseiller	adviseur	N;MASC;PL	N;PL
conseillers	consultants	conseiller	consultants	N;MASC;PL	N;PL
anniversaire	verjaardag	anniversaire	verjaardag	N;MASC;SG	N;MASC+FEM;SG
anniversaire	huwelijksverjaardag	anniversaire	huwelijksverjaardag	N;MASC;SG	N;MASC+FEM;SG
anniversaire	jubileum	anniversaire	jubileum	N;MASC;SG	N;NEUT;SG
conservateur	curator	conservateur	curator	N;MASC;SG	N;MASC+FEM;SG
conservateur	conserveermiddel	conservateur	conserveermiddel	N;MASC;SG	N;NEUT;SG
destiné	voorgenomen	destiner	voornemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
destiné	bedoeld	destiner	bedoelen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
