फौरन	فوراً	फौरन	فوراً	ADV	ADV
छंटाई	چھٹائی	छंटाई	چھٹائی	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
एंट्री	فہرست	एंट्री	فہرست	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
कटोरी	گیند	कटोरी	گیند	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
छाता	چھاتا	छाता	چھا	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
नॉक	کھٹکا.	नॉक	کھٹکا.		
नॉक	out	नॉक	out		
फ्रेश	باسی	फ्रेश	باسی		
अपव्यय	مسرف	अपव्यय	مسرف		
प्रतिरक्षण	استثنیٰ.	प्रतिरक्षण	استثنیٰ.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
साहूकार	پیدل	साहूकार	پیدل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आनुवंशिकता	وراثت	आनुवंशिकता	وراثت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हस्तचालित	جسمانی	हस्तचालित	جسمانی	ADJ;NOM	ADJ
हस्तचालित	جسمانی	हस्तचालित	جسمانی	ADJ;NOM	ADJ
हस्तचालित	دستی	हस्तचालित	دستی	ADJ;NOM	ADJ
अफसोस	(	अफसोस	(		
गिरफ़्तारी	گرفتاری	गिरफफ्तारी	گرفتاری	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गिरफ़्तारी	رکاوٹ	गिरफफ्तारी	رکاوٹ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
शादीशुदा	بیاہتا	शादीशुदा	بیاہتا	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
स्प्रेड	نفوذ	स्प्रेड	نفوذ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इज्जत	تعلق	इज्जत	تعلق	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
इज्जत	تعلق	इज्जत	تعلق	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
इज्जत	تکریم	इज्जत	تکریم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
नंगा	تبصرے	नंगा	تبصرا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
नंगा	تبصرے	नंगा	تبصرا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
नंगा	ننگا	नंगा	ننگا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
नंगा	ننگا	नंगा	ننگا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जख्म	زخم	जख्म	زخم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
क्विक	دل-	क्विक	دل-		
क्विक	دل-	क्विक	دل-		
लुभाने	لُبھانے	लुभा	لُبھا	V;NFIN;ACT	V;ACC;NFIN
लाएँ	چوٹ	ला	چوٹ	V;SBJV;PL;FIN;ACT	V;ACT
लाएँ	لانے	ला	لا	V;SBJV;PL;FIN;ACT	V;NFIN
गरज	گرج	गरज	گرج		
तम्बू	خیمہ	तम्बू	خیمہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पाँचवा	پانچواں	पाँचवा	پانچواں	ADJ;NOM;MASC;SG	ADJ
जल्दबाजी	تیزی	जल्दबाजी	تیزی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
जल्दबाजी	تیزی	जल्दबाजी	تیزی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हीनता	کمتری	हीन	کمتری	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हीनता	کمتری	हीन	کمتری	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
नास्तिकता	الحاد	नास्तिकता	الحاد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
नास्तिकता	الحاد	नास्तिकता	الحاد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
राल	رال	राल	رال		
सनक	للک	सनक	للک		
हैलोजन	کلورین	हैलोजन	کلورین	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
फेरे	پلٹنا	फेरा	پلٹ	V;PFV;MASC;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
ग़म	رنج	ग़म	رنج	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ओपनिंग	ابتدا	ओपनिंग	ابتدا	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
ख़्याल	اندازہ	ख़्याल	اندازہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ख़्याल	تصوّر	ख़्याल	تصوّر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ख़्याल	رجحان	ख़्याल	رجحان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मौसी	خالہ	मौसा	خالہ	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
मौसी	پھوپھی	मौसा	پھوپھی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
क्रीज	چرس	क्रीज	چرس	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जम्प	from	जम्प	from		
जम्प	in	जम्प	in		
जम्प	from	जम्प	from		
जम्प	in	जम्प	in		
कलात्मकता	کاریگری	कलात्मकता	کاریگری	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बक्सा	صندوق	बक्सा	صندوق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
टब	غسل	टब	غسل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
परिचयात्मक	تمہیدی	परिचयात्मक	تمہیدی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
वृत्तान्त	بیان	वृत्तान्त	بیان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आह	ہاں.	आह	ہاں.		
आह	(	आह	(		
काश	(	काश	(		
काश	on	काश	on		
परदा	غلّے	परदा	غلّہ		
परदा	روک.	परदा	روک.		
परदा	غلّے	परदा	غلّہ		
परदा	روک.	परदा	روک.		
मैल	پھین	मैल	پھین		
अहमियत	مفاد	अहमियत	مفاد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अहमियत	مفہوم	अहमियत	مفہوم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अहमियत	وزن	अहमियत	وزن	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अहमियत	مفاد	अहमियत	مفاد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अहमियत	مفہوم	अहमियत	مفہوم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
डिस्चार्ज	عہدے	डिस्चार्ज	عہدہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिस्चार्ज	دستاویز	डिस्चार्ज	دستاویز	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिस्चार्ज	فراغت	डिस्चार्ज	فراغت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
डिस्चार्ज	عہدے	डिस्चार्ज	عہدہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिस्चार्ज	برطرفی	डिस्चार्ज	برطرفی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिस्चार्ज	دستاویز	डिस्चार्ज	دستاویز	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिस्चार्ज	فراغت	डिस्चार्ज	فراغت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
मायावी	(	मायावी	(		
मायावी	(	मायावी	(		
अश्लीलता	غلاظت	अश्लीलता	غلاظت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
अश्लीलता	گندگی	अश्लीलता	گندگی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अश्लीलता	غلاظت	अश्लीलता	غلاظت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
पोकर	لکڑی	पोकर	لکڑی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
वॉइस	v	वॉइस	v	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
वॉइस	طور	वॉइस	طور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
वॉइस	g	वॉइस	g	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
वॉइस	d	वॉइस	d	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कैप्चर	تسخیر	कैप्चर	تسخیر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कैप्चर	قبضے	कैप्चर	قبضہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गुच्छा	قبیل	गुच्छा	قبیل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गुच्छा	زمرہ	गुच्छा	زمرہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गुच्छा	گروہ	गुच्छा	گروہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इंटरमीडिएट	زمانہ	इंटरमीडिएट	زمانہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोटे	سائبان	कोटा	سائبان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पक्षपातपूर्ण	قبیح	पक्षपातपूर्ण	قبیح	ADJ	ADJ
ढालू	صف.	ढालू	صف.		
विलो	بید	विलो	بید		
उडान	تیر	उडान	تیر		
ओस	اوس	ओस	اوس		
संस्थापना	تنصیب	संस्थापना	تنصیب	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सनशाइन	مسرت	सनशाइन	مسرت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जर्जर	نحیف	जर्जर	نحیف	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कंडक्टर	استقبال	कंडक्टर	استقبال	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
निचोड़	نچوڑ	निचोड़	نچوڑ	V;MASC;SG;FIN;ACT	V;SG;ACT
निचोड़	بھینچنے	निचोड़	بھینچ	V;MASC;SG;FIN;ACT	V;ACC;NFIN
निचोड़	دبوچنے	निचोड़	دبوچ	V;MASC;SG;FIN;ACT	V;NFIN
निचोड़	نچوڑنا	निचोड़	نچوڑ	V;MASC;SG;FIN;ACT	V;NFIN
अशिष्ट	اُجڈ	अशिष्ट	وجج		
अशिष्ट	(	अशिष्ट	(		
अशिष्ट	گھنا	अशिष्ट	گھنا		
अशिष्ट	(	अशिष्ट	(		
अशिष्ट	خاکہ.	अशिष्ट	خاکہ.		
अशिष्ट	(	अशिष्ट	(		
अशिष्ट	غف	अशिष्ट	غف		
बिल्ड	ہاڑ	बिल्ड	ہاڑ		
बिल्ड	ہاڑ	बिल्ड	ہاڑ		
ख़रीदे	خریدنا	ख़रीद	خرید	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;NFIN;ACT
स्वांग	بیکار	स्वांग	بیکار		
क़िस्म	طرح.	कठिस्म	طرح.		
क़िस्म	زمرہ.	कठिस्म	زمرہ.		
सैंड	ریگ	सैंड	ریگ		
इक्का	یکہ	इक्का	یکہ		
बताओ	کہنا	बता	کہہ	V;SBJV;SG;FIN;ACT	V;MASC;NFIN
गोता	چھلانگ	गोता	چھلانگ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गोता	بٹوے	गोता	بٹوا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गोता	چھلانگ	गोता	چھلانگ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गोता	بٹوے	गोता	بٹوا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गोता	غوطہ	गोता	غوطہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
तारीफ़	تعریف	तारीफ़	تعریف	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अंतहीन	(	अंतहीन	(		
मारो	بجھانا	मार	بجھا	V;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
स्वीप	استطاعت	स्वीप	استطاعت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्वीप	حدود	स्वीप	حد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टाल	کھوکھا	स्टाल	کھوکھا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
निर्वचन	تشریح	निर्वचन	تشریح	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
निर्वचन	تعبیر	निर्वचन	تعبیر	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
स्क्रू	کسنا.	स्क्रू	کسنا.		
स्क्रू	کمینہ	स्क्रू	کمینہ		
फ्रैक्चर	بال	फ्रैक्चर	بال	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पीसने	پڑھنا	पीस	پڑھ	V;MASC;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
पीसने	رگڑائی	पीस	رگڑائی	V;MASC;SG;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
पीसने	ملنا	पीस	مل	V;MASC;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
पीसने	پڑھنا	पीस	پڑھ	V;MASC;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
पीसने	رگڑائی	पीस	رگڑائی	V;MASC;SG;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
पीसने	رگڑنا	पीस	رگڑ	V;MASC;SG;FIN;ACT	V;SG;NFIN;ACT
पीसने	ملنا	पीस	مل	V;MASC;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
ऑफर	پیغام	ऑफर	پیغام	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफर	غور	ऑफर	غور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफर	پیشکش.	ऑफर	پیشکش.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफर	پیشکش	ऑफर	پیشکش	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफर	پیغام	ऑफर	پیغام	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफर	غور	ऑफर	غور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफर	پیشکش.	ऑफर	پیشکش.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
दबदबा	اقتدار	दबदबा	اقتدار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सुप्त	کاہل	सुप्त	کاہل		
एकेश्वरवाद	وحدانیت	एकेश्वरवाद	وحدانیت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
एकेश्वरवाद	توحید	एकेश्वरवाद	توحید	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
नेविगेटर	بحریمحقق.	नेविगेटर	بحریمحقق.	N;NOM;MASC;SG;3	N;NOM;SG;3
मुस्लमान	مسلم.	मुस्लमान	مسلم.		
तुल्यकालन	معاصرت	तुल्यकालन	معاصرت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कॉन	بھلاوا-	कॉन	بھلاوا-		
चकाचौंध	نفرت	चकाचौंध	نفرت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
चुनें	چننا	चुन	چننا	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
चुनें	چننے	चुन	چن	V;SBJV;SG;FIN;ACT	V;NFIN
आलीशान	کھیل	आलीशान	کھیل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आलीशान	برفراز.	आलीशान	برفراز.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आलीशान	کھیل	आलीशान	کھیل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आलीशान	برفراز.	आलीशान	برفراز.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आलीशान	الکحل	आलीशान	الکحل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आलीशान	گھاس	आलीशान	گھاس	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोख	کوکھ.-	कोख	کوکھ.-		
कोख	کوکھ.-	कोख	کوکھ.-		
कोख	دھرن	कोख	دھرن		
असुविधाजनक	نازیبا	असुविधाजनक	نازیبا	ADJ	ADJ
पर्स	تھیلی	पर्स	تھیلی	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
पर्स	رقم	पर्स	رقم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
चिड़चिड़ापन	حسّاسیت	चिड़चिड़ापन	حسّاسیت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
क्रैक	دائو	क्रैक	دائو		
क्रैक	دائو	क्रैक	دائو		
क्रस्ट	کھرنڈ	क्रस्ट	کھرنڈ		
सौदेबाजी	معاملہ	सौदेबाजी	معاملہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
लिवर	باسی	लिवर	باسی		
निष्ठावान	توانا	निष्ठावान	توانا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
निष्ठावान	طرفدار.	निष्ठावान	طرفدار.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
हीटर	بندوق	हीटर	بندوق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
दुर्भावनापूर्ण	پُرعناد	दुर्भावनापूर्ण	پُرعناد	ADJ	ADJ
माचिस	بیاہ	माचिस	بیاہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
माचिस	شادی	माचिस	شادی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
माचिस	بیاہ	माचिस	بیاہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
माचिस	شادی	माचिस	شادی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
गीतात्मक	جذباتی	गीतात्मक	جذباتی	ADJ	ADJ;NOM
रिसॉर्ट	مدد	रिसॉर्ट	مدد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पास्ट	حد	पास्ट	حد		
अर्श	کموڈ	अर्श	کموڈ		
टियर	قطار	टियर	قطار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सत्ताधारी	حاوی	सत्ताधारी	حاوی	ADJ	ADJ
सत्ताधारी	رائج	सत्ताधारी	رائج	ADJ	ADJ
रिहर्सल	مشق	रिहर्सल	مشق	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
समावेशन	شمولیت	समावेशन	شمولیت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
भीड	ہجوم	भीड	ہجوم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
भीड	ہجوم	भीड	ہجوم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गंदा	کمینہ	गंदा	کمینہ		
गंदा	کمینہ	गंदा	کمینہ		
गंदा	گندا	गंदा	گندا		
इलाज़	گوشت	इलाज़	گوشت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इलाज़	پھل	इलाज़	پھل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इलाज़	اصلاح	इलाज़	اصلاح	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इलाज़	گوشت	इलाज़	گوشت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इलाज़	دوا	इलाज़	دوا	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
इलाज़	پھل	इलाज़	پھل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इलाज़	اصلاح	इलाज़	اصلاح	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
उग्रता	درندگی	उग्रता	درندگی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
मूर्खता	حماقت	मूर्खता	حماقت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
स्लैश	چرکا	स्लैश	چرکا		
स्लैश	(	स्लैश	(		
टेबलेट	تختہ	टेबलेट	تختہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जमावड़ा	جشن	जमावड़ा	جشن	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
उत्सर्ग	برسانا.	उत्सर्ग	برسانا.		
कहर	بربادی	कहर	بربادی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कहर	تخریب	कहर	تخریب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पाइंट	حد	पाइंट	حد		
पाइंट	حد	पाइंट	حد		
पाइंट	نوک	पाइंट	نوک		
लोकोपकार	سخاوت	लोकोपकार	سخاوت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
परिचर्चा	مباحثہ	परिचर्चा	مباحثہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
परिचर्चा	گفتگو	परिचर्चा	گفتگو	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
परिचर्चा	مباحثہ	परिचर्चा	مباحثہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
परिचर्चा	گفتگو	परिचर्चा	گفتگو	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
परिचर्चा	بحث	परिचर्चा	بحث	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
खाओ	نگلنا	खाओ	نگل	V;SBJV;SG;3;FIN;ACT	V;SG;NFIN;ACT
खाओ	چبانا	खाओ	چبانا	V;SBJV;SG;3;FIN;ACT	V;MASC;SG;NFIN;ACT
स्कीमा	تجویز	स्कीमा	تجویز	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
डरावना	افسردگی	डरावना	افسردگی	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
डरावना	شوخ	डरावना	شوخ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बदनामी	بہتان	बदनामी	بہتان	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
दाहक	آکل.	दाहक	آکل.		
अश्रु	چھید	अश्रु	چھید		
हैक	پامال	हैक	پامال	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
हैक	ٹیکسی	हैक	ٹیکسی	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
हैक	زخم	हैक	زخم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
खच्चर	خچر	खच्चर	خچر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इंद्रधनुष	دھنک	इंद्रधनुष	دھنک	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कॉलिंग	مصروفیت	कॉलिंग	مصروفیت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कॉलिंग	پیشہ	कॉलिंग	پیشہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कॉलिंग	مصروفیت	कॉलिंग	مصروفیت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
गम्भीरता	سنجیدگی	गम्भीरता	سنجیدگی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गम्भीरता	ثقاہت	गम्भीरता	ثقاہت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गम्भीरता	ثقاہت	गम्भीरता	ثقاہت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गम्भीरता	سنجیدگی	गम्भीरता	سنجیدگی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
छायादार	کردار	छायादार	کردار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
टैनिन	تینن	टैनिन	تینن		
उन्मत्त	کٹّر	उन्मत्त	کٹّر		
मंकी	دھمس.	मंकी	دھمس.		
मंकी	دھمس.	मंकी	دھمس.		
बर्खास्तगी	تعطل	बर्खास्तगी	تعطل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बर्खास्तगी	منصب	बर्खास्तगी	منصب	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
कायर	بزدل	कायर	بزدل		
टीचर	استاد	टीचर	استاد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सुकून	ہمدم	सुकून	ہمدم		
कुंद	ُکند	कुंद	ُکند		
कुंद	گھسنا	कुंद	گھسنا		
बंटवारा	جواب	बंटवारा	جواب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टब	(	स्टब	(		
राइटर	محرر.	राइटर	محرر.		
राइटर	محرر.	राइटर	محرر.		
सुन्न	شل	सुन्न	شل		
सुन्न	شل	सुन्न	شل		
शरारती	فسادی	शरारती	فسادی	ADJ	ADJ
शरारती	بدمعاش.	शरारती	بدمعاش.	ADJ	ADJ
शरारती	بدمعاش.	शरारती	بدمعاش.	ADJ	ADJ
रेज	برسنا	रेज	برسنا		
रेज	(	रेज	(		
हार्मोनिक	وزن	हार्मोनिक	وزن	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्किन	کھال	स्किन	کھال	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सर्दियाँ	سردیاں	सर्दी	سردی	N;NOM;FEM;PL;3	N;NOM;MASC;PL;3
सर्दियाँ	سردیاں	सर्दी	سردی	N;NOM;FEM;PL;3	N;NOM;MASC;PL;3
जोक	مذاق	जोक	مذاق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अफ़सोस	(	अफ़सोस	(		
बू	کھیل	बू	کھیل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
संगी	ساتھی	संगा	ساتھی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
संगी	ساتھی	संगा	ساتھی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
तालु	تالو.	तालु	تالو.		
अभिन्यास	کتاب	अभिन्यास	کتاب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अभिन्यास	زمین	अभिन्यास	زمین	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
कोलाहल	کاروبار	कोलाहल	کاروبار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोलाहल	دھندا	कोलाहल	دھندا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोलाहल	ریکٹ.	कोलाहल	ریکٹ.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मग्न	(	मग्न	(		
मग्न	at	मग्न	at		
चुटकी	چٹکی	चुट	چٹک	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
जूँ	جوئیں.	जूँ	جو		
विवेकपूर्ण	منصفانہ.	विवेकपूर्ण	منصفانہ.	ADJ	ADJ
विवेकपूर्ण	درست	विवेकपूर्ण	درست	ADJ	ADJ
विवेकपूर्ण	دانشمندانہ.	विवेकपूर्ण	دانشمندانہ.	ADJ	ADJ
विवेकपूर्ण	معقول	विवेकपूर्ण	معقول	ADJ	ADJ
डैश	بل.	डैश	بل.		
शिकस्त	شکست	शिकस्त	شکست	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
शिकस्त	شکست	शिकस्त	شکست	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
शय्या	کیاری	शय्या	کیاری		
रौशन	تاباں	रौशन	تاباں		
द्वंद्वयुद्ध	مقابلہ	द्वंद्वयुद्ध	مقابلہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
द्वंद्वयुद्ध	مناظرہ	द्वंद्वयुद्ध	مناظرہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
समरसता	آہنگ	समरसता	آہنگ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अधिकारिता	عملداری.	अधिकारिता	عملداریؤ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
फहराने	اٹھانا	फहरा	اٹھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
मट्ठा	توڑ.	मट्ठा	توڑ.		
हौसला	ترغیب	हौसला	ترغیب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अदाकारा	اداکارہ.	अदाकारा	اداکارہ.	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
तुरही	ترّم	तुरही	ترّم		
तुरही	ترّم	तुरही	ترّم		
प्रभाववाद	ارتسامیت.	प्रभाववाद	ارتسامیت.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रभाववाद	تأثریت	प्रभाववाद	تأثریت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
संगीन	گمبھیر	संगीन	گمبھیر		
स्माइल	بہلانا.	स्माइल	بہلانا.		
