dari	從	dari	從	ADP	ADP
berkunjung	造訪	berkunjung	造訪	V;SG;ACT	V
mamalia	哺乳	mamalia	哺乳	N;SG	N
mamalia	哺乳	mamalia	哺乳	N;SG	N
harfiah	字面	harfiah	字面	N	N
klien	客戶	klien	客戶	N;SG	N
klien	客戶	klien	客戶	N;SG	N
dihadiri	出席	dihadiri	出席	V;SG;PASS	V
ketakutan	恐懼	ketakutan	恐懼	N;SG	N
penglihatan	幻象	penlihatan	幻象	N;SG	N
penglihatan	願景	penlihatan	願景	N;SG	N
penglihatan	視力	penlihatan	視力	N;SG	N
penglihatan	視覺	penlihatan	視覺	N;SG	N
penglihatan	願景	penlihatan	願景	N;SG	N
penglihatan	展望	penlihatan	展望	N;SG	N
penyerangan	襲擊	penserangan	襲擊	N;SG	N
penyerangan	襲擊	penserangan	襲擊	N;SG	N
memohon	乞求	menmohon	乞求	V;SG;ACT	V
memohon	乞求	menmohon	乞求	V;SG;ACT	V
merencanakan	規劃	menrencanakan	規劃	V;SG;ACT	V
instruksi	教學	instruksi	教學	N;SG	N
instruksi	指令	instruksi	指令	N;SG	N
instruksi	指令	instruksi	指令	N;SG	N
disesuaikan	定制	disesuaikan	定制	V;SG;PASS	V
bekerjasama	合作	bekerjasama	合作	V;SG;ACT	V
inspirasi	靈感	inspirasi	靈感	N	N
inspirasi	鼓舞	inspirasi	鼓舞	N	N
inspirasi	激勵	inspirasi	激勵	N	N
inspirasi	激勵	inspirasi	激勵	N	N
inspirasi	靈感	inspirasi	靈感	N	N
memasak	做飯	menpasak	做飯	V;SG;ACT	V
memasak	煮	menpasak	煮	V;SG;ACT	V
memasak	做飯	menpasak	做飯	V;SG;ACT	V
memasak	煮	menpasak	煮	V;SG;ACT	V
memasak	煮飯	menpasak	煮飯	V;SG;ACT	V
dikembalikan	退還	dikembalikan	退還	V;SG;PASS	V
merancang	設計	menrancang	設計	V;SG;ACT	V
menu	選單	menu	選單	N;SG	N
menu	選單	menu	選單	N;SG	N
blackberry	黑莓	blackberry	黑莓	N	N
ritus	儀式	ritus	儀式	N	N
ritus	禮	ritus	禮	N	N
tani	谷	tani	谷	N;SG	N
keseimbangan	平衡	keseimbangan	平衡	N;SG	N
keseimbangan	結餘	keseimbangan	結餘	N;SG	N
keseimbangan	均衡	keseimbangan	均衡	N;SG	N
keseimbangan	餘額	keseimbangan	餘額	N;SG	N
keseimbangan	平衡	keseimbangan	平衡	N;SG	N
keseimbangan	均衡	keseimbangan	均衡	N;SG	N
madu	蜂蜜	madu	蜂蜜	N;SG	N
berjanji	許諾	berjanji	許諾	V;SG;ACT	V
berjanji	允諾	berjanji	允諾	V;SG;ACT	V
hidung	鼻	hidung	鼻	N;SG	N
hidung	鼻子	hidung	鼻子	N;SG	N
sabuk	腰帶	sabuk	腰帶	N;SG	N
sabuk	皮帶	sabuk	皮帶	N;SG	N
kartun	漫畫	kartun	漫畫	N;SG	N
kartun	卡通	kartun	卡通	N;SG	N
kartun	漫畫	kartun	漫畫	N;SG	N
kartun	卡通	kartun	卡通	N;SG	N
lapis	層層	lapis	層層	N;SG;ACT	N
lapis	層	lapis	層	N;SG;ACT	N
lapis	各層	lapis	各層	N;SG;ACT	N
lapis	層次	lapis	層次	N;SG;ACT	N
lapis	層	lapis	層	N;SG;ACT	N
sirip	鰭	sirip	鰭	N;SG	N
sirip	鰭	sirip	鰭	N;SG	N
konfigurasi	配置	konfigurasi	配置	N;SG	N
perdebatan	辯論	perdebatan	辯論	N;SG	N
perdebatan	辯論	perdebatan	辯論	N;SG	N
detektif	警探	detektif	警探	N;SG	N
misa	質量	misa	質量	N	N
misa	彌撒	misa	彌撒	N	N
diplomatik	外交	diplomatik	外交	N;SG	N
lembaran	床單	lembaran	床單	N;SG	N
penerbang	傳單	penterbang	傳單	N;SG	N
kontroversial	爭議	kontroversial	爭議	N;SG	N
digabungkan	結合	digabungkan	結合	V;SG;PASS	V
reaktor	核	reaktor	核	N;SG	N
panduan	指南	panduan	指南	N;SG	N
panduan	指引	panduan	指引	N;SG	N
panduan	嚮導	panduan	嚮導	N;SG	N
panduan	指南	panduan	指南	N;SG	N
panduan	嚮導	panduan	嚮導	N;SG	N
menjamin	擔保	menjamin	擔保	V;SG;ACT	V
akting	演技	akting	演技	N;SG	N
ikon	聖像	ikon	聖像	N	N
ikon	圖示	ikon	圖示	N	N
radikal	激進	radikal	激進	N;SG	N
meridian	子午	menridian	子午	N;SG	N
rokok	香煙	rokok	香煙	N;SG	N
rokok	煙	rokok	煙	N;SG	N
rokok	香煙	rokok	香煙	N;SG	N
rokok	煙	rokok	煙	N;SG	N
irigasi	灌溉	irigasi	灌溉	N;SG	N
lintang	緯度	lintang	緯度	N	N
lintang	緯度	lintang	緯度	N	N
lambung	船體	lambung	船體	N;SG	N
lambung	胃	lambung	胃	N;SG	N
lambung	肚子	lambung	肚子	N;SG	N
kedelapan	第八	kedelapan	第八	NUM	NUM
kerbau	野牛	kerbau	野牛	N	N
kerbau	水牛	kerbau	水牛	N	N
kerbau	水牛	kerbau	水牛	N	N
pengangkatan	狂	penangkatan	狂	N;SG	N
pengangkatan	海拔	penangkatan	海拔	N;SG	N
pistol	手槍	pistol	手槍	N	N
pistol	手槍	pistol	手槍	N	N
pistol	槍支	pistol	槍支	N	N
pistol	槍	pistol	槍	N	N
pistol	炮	pistol	炮	N	N
pengawal	衛兵	penawal	衛兵	N;SG	N
pengawal	保鏢	penawal	保鏢	N;SG	N
pengawal	衛兵	penawal	衛兵	N;SG	N
pengawal	警衛	penawal	警衛	N;SG	N
pengawal	守護	penawal	守護	N;SG	N
menyarankan	推薦	mensarankan	推薦	V;SG;ACT	V
menyarankan	推薦	mensarankan	推薦	V;SG;ACT	V
mendengarkan	聆聽	mendengarkan	聆聽	V;SG;ACT	V
mendengarkan	聽著	mendengarkan	聽著	V;SG;ACT	V
bermanfaat	有	bermanfaat	有	V;SG;ACT	V
cari	找到	cari	找到	V;SG;ACT	V
cari	尋找	cari	尋找	V;SG;ACT	V
prize	獎品	prize	獎品	N	N
prize	獎賞	prize	獎賞	N	N
prize	獎	prize	獎	N	N
sampel	樣品	sampel	樣品	N;SG	N
sampel	抽樣	sampel	抽樣	N;SG	N
sampel	樣本	sampel	樣本	N;SG	N
sampel	樣品	sampel	樣品	N;SG	N
sampel	樣本	sampel	樣本	N;SG	N
dugaan	猜想	dugaan	猜想	N;SG	N
entri	條目	entri	條目	N;SG	N
koneksi	人脈	koneksi	人脈	N;SG	N
bertahap	漸進	bertahap	漸進	V;SG;ACT	V
dapur	廚房	dapur	廚房	N	N
kubah	穹	kubah	穹	N	N
kubah	圓頂	kubah	圓頂	N	N
kubah	金庫	kubah	金庫	N	N
diundang	邀請	diundang	邀請	V;SG;PASS	V
diundang	受邀	diundang	受邀	V;SG;PASS	V
berdoa	祈	berdoa	祈	V;SG;ACT	V
berdoa	祈	berdoa	祈	V;SG;ACT	V
jenazah	屍	jenazah	屍	N;SG	N
pembelian	採購	penbelian	採購	N;SG	N
panel	小組	panel	小組	N;SG	N
panel	面板	panel	面板	N;SG	N
jaksa	檢察	jaksa	檢察	N;SG	N
jaksa	檢察	jaksa	檢察	N;SG	N
penderitaan	苦難	penderitaan	苦難	N;SG	N
penderitaan	痛苦	penderitaan	痛苦	N;SG	N
realitas	現實	realitas	現實	N;SG	N
dijadwalkan	排定	dijadwalkan	排定	V;SG;PASS	V
asin	鹹	asin	鹹	N;SG	N
asin	食鹽	asin	食鹽	N;SG	N
asin	鹽	asin	鹽	N;SG	N
kutipan	引號	kutipan	引號	N;SG	N
kutipan	引文	kutipan	引文	N;SG	N
kutipan	引文	kutipan	引文	N;SG	N
kutipan	語錄	kutipan	語錄	N;SG	N
kutipan	引文	kutipan	引文	N;SG	N
ditingkatkan	升級	ditingkatkan	升級	V;SG;PASS	V
ditingkatkan	改進	ditingkatkan	改進	V;SG;PASS	V
ditingkatkan	改善	ditingkatkan	改善	V;SG;PASS	V
ditingkatkan	改良	ditingkatkan	改良	V;SG;PASS	V
ditingkatkan	強化	ditingkatkan	強化	V;SG;PASS	V
ditingkatkan	加強	ditingkatkan	加強	V;SG;PASS	V
ditingkatkan	增強	ditingkatkan	增強	V;SG;PASS	V
farmasi	藥房	farmasi	藥房	N;SG	N
farmasi	藥店	farmasi	藥店	N;SG	N
farmasi	藥房	farmasi	藥房	N;SG	N
farmasi	藥劑	farmasi	藥劑	N;SG	N
farmasi	藥店	farmasi	藥店	N;SG	N
kriminal	罪犯	kriminal	罪犯	N;SG	N
kriminal	罪犯	kriminal	罪犯	N;SG	N
kriminal	犯罪	kriminal	犯罪	N;SG	N
pengelola	經理	penkelola	經理	N;SG	N
pengelola	經理	penkelola	經理	N;SG	N
daring	網上	daring	網上	N	N
kebetulan	巧合	kebetulan	巧合		
sumpah	誓	sumpah	誓	N;SG	N
sumpah	誓言	sumpah	誓言	N;SG	N
sumpah	誓詞	sumpah	誓詞	N;SG	N
sumpah	誓	sumpah	誓	N;SG	N
sumpah	誓言	sumpah	誓言	N;SG	N
sumpah	誓詞	sumpah	誓詞	N;SG	N
individual	個別	individual	個別	N	N
individual	個人	individual	個人	N	N
individual	個別	individual	個別	N	N
individual	個	individual	個	N	N
saus	醬	saus	醬	N;SG	N
terapi	治療	terapi	治療	N;SG	N
terapi	療	terapi	療	N;SG	N
penggerak	司機	pengerak	司機	N;SG	N
navigasi	導航	navigasi	導航	N;SG	N
navigasi	航行	navigasi	航行	N;SG	N
navigasi	導航	navigasi	導航	N;SG	N
lereng	坡	lereng	坡	N;SG	N
lereng	斜坡	lereng	斜坡	N;SG	N
lereng	山坡	lereng	山坡	N;SG	N
lereng	斜坡	lereng	斜坡	N;SG	N
memperkirakan	估計	menperkirakan	估計	V;SG;ACT	V
memperkirakan	估計	menperkirakan	估計	V;SG;ACT	V
memperkirakan	預估	menperkirakan	預估	V;SG;ACT	V
terlahir	生	terlahir	生	V;SG;PASS	V
terlahir	誕生	terlahir	誕生	V;SG;PASS	V
terlahir	出生	terlahir	出生	V;SG;PASS	V
sebelas	十一	sebelas	十一	NUM	NUM
penentuan	決心	pententuan	決心	N;SG	N
limbah	廢物	limbah	廢物	N;SG	N
limbah	污水	limbah	污水	N;SG	N
bercerai	離婚	bercerai	離婚	V;SG;ACT	V
bercerai	離異	bercerai	離異	V;SG;ACT	V
bercerai	離婚	bercerai	離婚	V;SG;ACT	V
kapur	粉筆	kapur	粉筆	N	N
kapur	石灰	kapur	石灰	N	N
racun	毒	racun	毒	N;SG	N
racun	毒液	racun	毒液	N;SG	N
racun	毒素	racun	毒素	N;SG	N
racun	毒藥	racun	毒藥	N;SG	N
racun	毒	racun	毒	N;SG	N
racun	毒物	racun	毒物	N;SG	N
racun	毒素	racun	毒素	N;SG	N
termuda	最小	termuda	最小	ADJ;RL;SG	ADJ
vertikal	垂直	vertikal	垂直	N;SG	N
vertikal	縱向	vertikal	縱向	N;SG	N
vertikal	垂直	vertikal	垂直	N;SG	N
vertikal	縱向	vertikal	縱向	N;SG	N
orbital	軌道	orbital	軌道	N	N
bensin	汽油	bensin	汽油	N;SG	N
bensin	汽油	bensin	汽油	N;SG	N
udang	蝦	udang	蝦	N;SG	N
kavaleri	騎兵	kavaleri	騎兵	N;SG	N
terendah	最低	terrendah	最低	ADJ;RL;SG	ADJ
peluang	機會	peluang	機會	N;SG	N
peluang	機遇	peluang	機遇	N;SG	N
peluang	機會	peluang	機會	N;SG	N
peluang	機遇	peluang	機遇	N;SG	N
peluang	機會	peluang	機會	N;SG	N
beton	水泥	beton	水泥	N;SG	N
melengkapi	完成	menlengkapi	完成	V;SG;ACT	V
melengkapi	補充	menlengkapi	補充	V;SG;ACT	V
kolaborasi	協作	kolaborasi	協作	N;SG	N
kolaborasi	協作	kolaborasi	協作	N;SG	N
kolaborasi	協作	kolaborasi	協作	N;SG	N
sertifikasi	認證	sertifikasi	認證	N;SG	N
sertifikasi	認證	sertifikasi	認證	N;SG	N
kostum	服裝	kostum	服裝	N;SG	N
kostum	戲服	kostum	戲服	N;SG	N
kostum	服裝	kostum	服裝	N;SG	N
kostum	戲服	kostum	戲服	N;SG	N
mawar	玫瑰	mawar	玫瑰	N;SG	N
mawar	玫瑰	mawar	玫瑰	N;SG	N
mawar	玫瑰	mawar	玫瑰	N;SG	N
medium	介質	medium	介質	N	N
medium	中型	medium	中型	N	N
medium	中	medium	中	N	N
medium	媒介	medium	媒介	N	N
mencerminkan	反映	mencerminkan	反映	V;SG;ACT	V
mencerminkan	反映	mencerminkan	反映	V;SG;ACT	V
legendaris	傳奇	legendaris	傳奇	N	N
anthrax	炭疽	anthrax	炭疽	N;SG	N
dipertahankan	留用	dipertahankan	留用	V;SG;PASS	V
koin	硬幣	koin	硬幣	N;SG	N
koin	錢幣	koin	錢幣	N;SG	N
koin	硬幣	koin	硬幣	N;SG	N
koin	錢幣	koin	錢幣	N;SG	N
laser	雷射	laser	雷射	N	N
laser	鐳	laser	鐳	N	N
laser	鐳	laser	鐳	N	N
layang	風箏	layang	風箏	N;SG;ACT	N
layang	風箏	layang	風箏	N;SG;ACT	N
sekuel	續集	sekuel	續集	N;SG	N
sekuel	續集	sekuel	續集	N;SG	N
nintendo	任天	nintendo	任天	N	N
kemiskinan	貧窮	kemiskinan	貧窮	N;SG	N
kemiskinan	貧困	kemiskinan	貧困	N;SG	N
tembakau	煙草	tembakau	煙草	N;SG	N
slogan	口號	slogan	口號	N;SG	N
slogan	標語	slogan	標語	N;SG	N
slogan	口號	slogan	口號	N;SG	N
slogan	標語	slogan	標語	N;SG	N
berlatih	訓練	berlatih	訓練	V;SG;ACT	V
berlatih	練習	berlatih	練習	V;SG;ACT	V
berlatih	練習	berlatih	練習	V;SG;ACT	V
suaranya	語音	suara	語音	N;SG	N
suaranya	嗓子	suara	嗓子	N;SG	N
suaranya	聲音	suara	聲音	N;SG	N
penghasilan	收益	penhasilan	收益	N;SG	N
penghasilan	收入	penhasilan	收入	N;SG	N
penghasilan	收入	penhasilan	收入	N;SG	N
perhimpunan	協會	perhimpunan	協會	N;SG	N
gang	幫派	gang	幫派	N	N
gang	小巷	gang	小巷	N	N
gang	巷	gang	巷	N	N
gang	巷子	gang	巷子	N	N
gang	黑幫	gang	黑幫	N	N
gang	幫派	gang	幫派	N	N
cermin	鏡子	cermin	鏡子	N;SG	N
cermin	鏡	cermin	鏡	N;SG	N
cermin	鏡子	cermin	鏡子	N;SG	N
deklarasi	宣言	deklarasi	宣言	N;SG	N
tragedi	慘案	tragedi	慘案	N;SG	N
tragedi	悲劇	tragedi	悲劇	N;SG	N
tragedi	慘劇	tragedi	慘劇	N;SG	N
konservasi	養護	konservasi	養護	N;SG	N
konservasi	保育	konservasi	保育	N;SG	N
asmara	浪漫	asmara	浪漫	N;SG	N
pelopor	先鋒	pelopor	先鋒	N;SG	N
pelopor	先驅	pelopor	先驅	N;SG	N
pelopor	先鋒	pelopor	先鋒	N;SG	N
pelopor	先驅	pelopor	先驅	N;SG	N
diploma	文	diploma	文	N	N
diploma	文	diploma	文	N	N
paksa	武力	paksa	武力	N;SG;ACT	N
intel	情報	intel	情報	N	N
proposal	提案	proposal	提案	N;SG	N
kelemahan	缺點	kelemahan	缺點	N;SG	N
kelemahan	弱點	kelemahan	弱點	N;SG	N
kelemahan	弱點	kelemahan	弱點	N;SG	N
almarhum	逝者	almarhum	逝者	N	N
janda	寡婦	janda	寡婦	N;SG	N
janda	寡婦	janda	寡婦	N;SG	N
janda	遺孀	janda	遺孀	N;SG	N
janda	寡婦	janda	寡婦	N;SG	N
transit	過境	transit	過境	N	N
mengikat	裝訂	menikat	裝訂	V;SG;ACT	V
mengikat	裝訂	menikat	裝訂	V;SG;ACT	V
astronom	天文	astronom	天文	N;SG	N
astronom	天文	astronom	天文	N;SG	N
identik	相同	identik	相同	ADJ;SG	ADJ
kebaikan	善良	kebaikan	善良	N;SG	N
kebaikan	美德	kebaikan	美德	N;SG	N
memeluk	抱抱	menpeluk	抱抱	V;SG;ACT	V
memeluk	抱	menpeluk	抱	V;SG;ACT	V
selir	歌妓	selir	歌妓	N	N
grafik	圖表	grafik	圖表	N	N
grafik	圖形	grafik	圖形	N	N
grafik	圖	grafik	圖	N	N
grafik	圖表	grafik	圖表	N	N
grafik	圖	grafik	圖	N	N
grafik	圖表	grafik	圖表	N	N
grafik	圖形	grafik	圖形	N	N
grafik	繪圖	grafik	繪圖	N	N
amanat	信託	amanat	信託	N;SG	N
pencapaian	成績	pencapaian	成績	N;SG	N
pencapaian	成績	pencapaian	成績	N;SG	N
logika	邏輯	logika	邏輯	N;SG	N
professional	專業	professional	專業	N	N
payung	傘	payung	傘	N;SG	N
payung	雨傘	payung	雨傘	N;SG	N
payung	雨傘	payung	雨傘	N;SG	N
biola	琴	biola	琴	N;SG	N
biola	提琴	biola	提琴	N;SG	N
kesamaan	共性	kesamaan	共性	N;SG	N
rabu	週	rabu	週	N;SG	N
rabu	星期	rabu	星期	N;SG	N
membakar	燒錄	menbakar	燒錄	V;SG;ACT	V
membakar	燃燒	menbakar	燃燒	V;SG;ACT	V
membakar	燒死	menbakar	燒死	V;SG;ACT	V
membakar	燃燒	menbakar	燃燒	V;SG;ACT	V
monyet	獼猴	monyet	獼猴	N;SG	N
monyet	猴	monyet	猴	N;SG	N
monyet	猴子	monyet	猴子	N;SG	N
tarif	速率	tarif	速率	N;SG	N
tarif	率	tarif	率	N;SG	N
tarif	利率	tarif	利率	N;SG	N
tarif	票價	tarif	票價	N;SG	N
tarif	關稅	tarif	關稅	N;SG	N
resep	藥方	resep	藥方	N;SG	N
resep	處方	resep	處方	N;SG	N
resep	食譜	resep	食譜	N;SG	N
resep	食譜	resep	食譜	N;SG	N
asap	煙	asap	煙	N;SG	N
asap	吸煙	asap	吸煙	N;SG	N
asap	煙霧	asap	煙霧	N;SG	N
perpindahan	位	perpindahan	位	N;SG	N
dibubarkan	溶解	dibubarkan	溶解	V;SG;PASS	V
masukan	反饋	masukan	反饋	N;SG	N
masukan	條目	masukan	條目	N;SG	N
nitrogen	氮	nitrogen	氮	N	N
berburu	狩獵	berburu	狩獵	V;SG;ACT	V
berburu	狩獵	berburu	狩獵	V;SG;ACT	V
berburu	打獵	berburu	打獵	V;SG;ACT	V
pilar	支柱	pilar	支柱	N;SG	N
pilar	界	pilar	界	N;SG	N
pilar	柱	pilar	柱	N;SG	N
pilar	支柱	pilar	支柱	N;SG	N
aula	廳	aula	廳	N;SG	N
aula	大廳	aula	大廳	N;SG	N
magnet	磁鐵	magnet	磁鐵	N	N
magnet	磁	magnet	磁	N	N
magnet	磁力	magnet	磁力	N	N
magnet	磁性	magnet	磁性	N	N
magnet	磁鐵	magnet	磁鐵	N	N
pengungsi	難民	penkungsi	難民	N;SG	N
pengungsi	難民	penkungsi	難民	N;SG	N
jaminan	保障	jaminan	保障	N;SG	N
jaminan	保障	jaminan	保障	N;SG	N
eksperimen	試驗	eksperimen	試驗	N;SG	N
eksperimen	實驗	eksperimen	實驗	N;SG	N
eksperimen	試驗	eksperimen	試驗	N;SG	N
eksperimen	實驗	eksperimen	實驗	N;SG	N
eksperimen	實驗	eksperimen	實驗	N;SG	N
figur	數字	figur	數字	N;SG	N
figur	圖	figur	圖	N;SG	N
perselisihan	紛爭	perselisihan	紛爭	N;SG	N
perselisihan	爭端	perselisihan	爭端	N;SG	N
perselisihan	糾紛	perselisihan	糾紛	N;SG	N
perselisihan	爭議	perselisihan	爭議	N;SG	N
perselisihan	爭端	perselisihan	爭端	N;SG	N
perselisihan	糾紛	perselisihan	糾紛	N;SG	N
perselisihan	爭議	perselisihan	爭議	N;SG	N
hipotesis	假設	hipotesis	假設	N	N
hipotesis	假說	hipotesis	假說	N	N
hipotesis	假設	hipotesis	假設	N	N
dituduh	被	dituduh	被	V;SG;PASS	V;PASS
rating	評比	rating	評比	N	N
rating	評比	rating	評比	N	N
berkelanjutan	持續	berkelanjutan	持續	V;SG;ACT	V
berkelanjutan	持續	berkelanjutan	持續	V;SG;ACT	V
tombak	長矛	tombak	長矛	N;SG	N
tombak	矛	tombak	矛	N;SG	N
apartemen	公寓	apartemen	公寓	N;SG	N
apartemen	閣樓	apartemen	閣樓	N;SG	N
apartemen	公寓	apartemen	公寓	N;SG	N
mempertimbangkan	考慮	menpertimbangkan	考慮	V;SG;ACT	V
tawanan	俘虜	tawanan	俘虜	N;SG	N
tawanan	囚犯	tawanan	囚犯	N;SG	N
tawanan	犯人	tawanan	犯人	N;SG	N
tawanan	囚徒	tawanan	囚徒	N;SG	N
tawanan	俘虜	tawanan	俘虜	N;SG	N
menonton	觀看	mentonton	觀看	V;SG;ACT	V
menonton	觀看	mentonton	觀看	V;SG;ACT	V
voli	排球	voli	排球	N;SG	N
kompetensi	能力	kompetensi	能力	N;SG	N
flash	閃光	flash	閃光	N	N
flash	閃光	flash	閃光	N	N
flash	閃	flash	閃	N	N
flash	閃電	flash	閃電	N	N
diplomat	外交	diplomat	外交	N	N
diplomat	外交	diplomat	外交	N	N
hambatan	障礙	hambatan	障礙	N;SG	N
hambatan	障礙	hambatan	障礙	N;SG	N
menangis	哭	mentangis	哭	V;SG;ACT	V
menangis	哭	mentangis	哭	V;SG;ACT	V
menangis	哭	mentangis	哭	V;SG;ACT	V
menangis	哭	mentangis	哭	V;SG;ACT	V
menangis	哭	mentangis	哭	V;SG;ACT	V
bajak	犁	bajak	犁	N	N
bajak	鋤頭	bajak	鋤頭	N	N
bajak	犁	bajak	犁	N	N
penyunting	編輯	penyunting	編輯	N	N
persimpangan	路口	persimpangan	路口	N;SG	N
selamanya	永遠	selama	永遠	N;SG	N
penyihir	巫師	pensihir	巫師	N;SG	N
penyihir	魔法	pensihir	魔法	N;SG	N
penyihir	女巫	pensihir	女巫	N;SG	N
penyihir	魔女	pensihir	魔女	N;SG	N
penyihir	巫	pensihir	巫	N;SG	N
penyihir	法師	pensihir	法師	N;SG	N
penyihir	魔法	pensihir	魔法	N;SG	N
penyihir	魔術	pensihir	魔術	N;SG	N
badak	犀牛	badak	犀牛	N;SG	N
badak	犀	badak	犀	N;SG	N
badak	犀牛	badak	犀牛	N;SG	N
peri	精靈	penri	精靈	N;SG	N
peri	神仙	penri	神仙	N;SG	N
peri	仙女	penri	仙女	N;SG	N
peri	仙子	penri	仙子	N;SG	N
entitas	實體	entitas	實體	N;SG	N
entitas	實體	entitas	實體	N;SG	N
dipahami	理解	dipahami	理解	V;SG;PASS	V
keponakan	外甥	keponakan	外甥	N;SG	N
keponakan	侄子	keponakan	侄子	N;SG	N
keponakan	外甥	keponakan	外甥	N;SG	N
keponakan	姪女	keponakan	姪女	N;SG	N
keponakan	姪女	keponakan	姪女	N;SG	N
celah	間隙	celah	間隙	N;SG	N
celah	缺口	celah	缺口	N;SG	N
celah	差距	celah	差距	N;SG	N
celah	空白	celah	空白	N;SG	N
celah	差距	celah	差距	N;SG	N
celah	缺口	celah	缺口	N;SG	N
celah	漏洞	celah	漏洞	N;SG	N
kelenjar	腺	kelenjar	腺	N;SG	N
kelenjar	腺	kelenjar	腺	N;SG	N
perbukitan	山脊	perbukitan	山脊	N;SG	N
perbukitan	嶺	perbukitan	嶺	N;SG	N
perbukitan	丘陵	perbukitan	丘陵	N;SG	N
tablet	牌匾	tablet	牌匾	N;SG	N
tablet	石板	tablet	石板	N;SG	N
tablet	平板	tablet	平板	N;SG	N
belanja	購物	belanja	購物	N;SG	N
belanja	店鋪	belanja	店鋪	N;SG	N
belanja	店	belanja	店	N;SG	N
belanja	商店	belanja	商店	N;SG	N
belanja	購物	belanja	購物	N;SG	N
tanam	農作	tanam	農作	N;SG;ACT	N
tanam	作物	tanam	作物	N;SG;ACT	N
memeriksa	檢查	menperiksa	檢查	V;SG;ACT	V
memeriksa	檢查	menperiksa	檢查	V;SG;ACT	V
berbunga	開花	berbunga	開花	V;SG;ACT	V
hama	病蟲	hama	病蟲	N	N
hama	蟲害	hama	蟲害	N	N
hama	蟲害	hama	蟲害	N	N
membersihkan	清理	menbersihkan	清理	V;SG;ACT	V
membersihkan	清潔	menbersihkan	清潔	V;SG;ACT	V
membersihkan	清洗	menbersihkan	清洗	V;SG;ACT	V
delegasi	代表	delegasi	代表	N;SG	N
delegasi	代表	delegasi	代表	N;SG	N
lipat	折疊	lipat	折疊	N;SG;ACT	N
lipat	摺疊	lipat	摺疊	N;SG;ACT	N
lipat	折疊	lipat	折疊	N;SG;ACT	N
lipat	疊	lipat	疊	N;SG;ACT	N
lipat	摺疊	lipat	摺疊	N;SG;ACT	N
lipat	包裝	lipat	包裝	N;SG;ACT	N
rekayasa	工程	rekayasa	工程	N;SG	N
rekayasa	工程	rekayasa	工程	N;SG	N
diputar	玩	diputar	玩	V;SG;PASS	V
diputar	播放	diputar	播放	V;SG;PASS	V
benang	線	benang	線	N;SG	N
benang	紗	benang	紗	N;SG	N
batasan	約束	batasan	約束	N;SG	N
batasan	制約	batasan	制約	N;SG	N
horor	恐怖	horor	恐怖	N	N
menanggapi	回應	mentanggapi	回應	V;SG;ACT	V
memasang	安裝	menpasang	安裝	V;SG;ACT	V
memasang	安裝	menpasang	安裝	V;SG;ACT	V
niat	意圖	niat	意圖	N;SG	N
niat	意向	niat	意向	N;SG	N
niat	意圖	niat	意圖	N;SG	N
niat	意向	niat	意向	N;SG	N
niat	意圖	niat	意圖	N;SG	N
niat	意向	niat	意向	N;SG	N
mekanik	力學	mekanik	力學	N;SG	N
mekanik	技工	mekanik	技工	N;SG	N
mekanik	機械	mekanik	機械	N;SG	N
stack	棧	stack	棧	N	N
alfabet	字母	alfabet	字母	N;SG	N
efisiensi	效率	efisiensi	效率	N;SG	N
efisiensi	效率	efisiensi	效率	N;SG	N
bujur	經度	bujur	經度	N;SG	N
ginjal	腎	ginjal	腎	N;SG	N
ginjal	腎	ginjal	腎	N;SG	N
ginjal	腎	ginjal	腎	N;SG	N
ginjal	腎	ginjal	腎	N;SG	N
vektor	載體	vektor	載體	N;SG	N
vektor	向量	vektor	向量	N;SG	N
vektor	向量	vektor	向量	N;SG	N
lingkar	圓周	lingkar	圓周	N;SG;ACT	N
lingkar	圓形	lingkar	圓形	N;SG;ACT	N
lingkar	圓圈	lingkar	圓圈	N;SG;ACT	N
lingkar	迴圈	lingkar	迴圈	N;SG;ACT	N
lingkar	圈	lingkar	圈	N;SG;ACT	N
variabel	變數	variabel	變數	N;SG	N
variabel	變數	variabel	變數	N;SG	N
konsultan	顧問	konsultan	顧問	N;SG	N
konsultan	咨詢	konsultan	咨詢	N;SG	N
konsultan	諮詢	konsultan	諮詢	N;SG	N
konsultan	顧問	konsultan	顧問	N;SG	N
jarum	針頭	jarum	針頭	N;SG	N
jarum	針	jarum	針	N;SG	N
jarum	針	jarum	針	N;SG	N
migrasi	洄	migrasi	洄	N;SG	N
rahmat	慈悲	rahmat	慈悲	N;SG	N
rahmat	仁慈	rahmat	仁慈	N;SG	N
rahmat	恩典	rahmat	恩典	N;SG	N
camera	鏡頭	camera	鏡頭	N	N
camera	相機	camera	相機	N	N
klinik	診	klinik	診	N;SG	N
klinik	門診	klinik	門診	N;SG	N
klinik	診	klinik	診	N;SG	N
diselamatkan	獲救	diselamatkan	獲救	V;SG;PASS	V
medal	獎章	medal	獎章	N	N
medal	勳章	medal	勳章	N	N
medal	獎牌	medal	獎牌	N	N
hormon	激素	hormon	激素	N;SG	N
hormon	荷爾蒙	hormon	荷爾蒙	N;SG	N
hormon	激素	hormon	激素	N;SG	N
hormon	荷爾蒙	hormon	荷爾蒙	N;SG	N
keramik	陶器	keramik	陶器	N;SG	N
keramik	陶藝	keramik	陶藝	N;SG	N
keramik	瓷	keramik	瓷	N;SG	N
keramik	瓷器	keramik	瓷器	N;SG	N
