категория	kategoria	категория	kategoria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
женская	kobiecy	женский	kobiecy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
женская	damskie	женский	damski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
глав	rozdziałów	глава	rozdział	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
кардинал	kardynał	кардинал	kardynał	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
неожиданно	nagle	неожиданно	nagle	ADV	ADV
неожиданно	niespodziewanie	неожиданно	niespodziewanie	ADV	ADV
неожиданно	nieoczekiwanie	неожиданно	nieoczekiwanie	ADV	ADV
неожиданно	nieoczekiwanie	неожиданно	nieoczekiwanie	ADV	ADV
саксония	saksonia	саксоние	saksonia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
романы	romanse	роман	romans	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
строго	ściśle	строго	ściśle	ADV	ADV
обнаружил	odkrył	обнаружить	odkryć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
обнаружил	odkryto	обнаружить	odkryć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
внешний	zewnętrzne	внешний	zewnętrzny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
внешний	zewnętrzna	внешний	zewnętrzny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
внешний	zewnętrzne	внешний	zewnętrzny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
сторонников	zwolenników	сторонник	zwolennik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
сравнительно	stosunkowo	сравнительно	stosunkowo	ADV	ADV
заметил	zauważył	заметить	zauważyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
заметил	zauważono	заметить	zauważyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
заметил	zauważył	заметить	zauważyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
заметил	zauważył	заметить	zauważyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
заметил	zauważyła	заметить	zauważyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
гонки	wyścigi	гонка	wyścig	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
гонки	wyścigi	гонка	wyścig	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
солдаты	żołnierze	солдат	żołnierz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ответственность	zobowiązanie	ответственность	zobowiązanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
ответственность	odpowiedzialność	ответственность	odpowiedzialność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
ответственность	odpowiedzialność	ответственность	odpowiedzialność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
королевы	królowe	королева	królowy	N;ANIM;NOM;FEM;PL	N;NOM;MASC;PL
точек	punktów	точка	punkt	N;INAN;GEN;FEM;PL	N;GEN;MASC;PL
исправить	naprawić	исправить	naprawić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
заведения	placówki	заведение	placówka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
заведения	zakłady	заведение	zakład	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
турция	turcja	турция	turcja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
турция	indyk	турция	indyk	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
проще	prostsze	простой	prosty	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
проще	łatwiejsze	простой	łatwy	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
проще	łatwiejszy	простой	łatwy	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
проще	łatwiejsza	простой	łatwy	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
проще	prostsze	простой	prosty	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
учреждение	agencja	учреждение	agencja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
учреждение	ustanowienie	учреждение	ustanowienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
учреждение	instytucja	учреждение	instytucja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
скоро	niedługo	скоро	niedługo	ADV	ADV
скоро	wkrótce	скоро	wkrótce	ADV	ADV
журналы	dzienniki	журнал	dziennik	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
журналы	magazyny	журнал	magazyn	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ноги	nogi	нога	noga	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
читателей	czytniki	читатель	czytnik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
читателей	czytelników	читатель	czytelnik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
лагеря	obozy	лагерь	obóz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
владелец	właścicielka	владелец	właścicielka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
владелец	właściciel	владелец	właściciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
аппарат	automat	аппарат	automat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
аппарат	maszyna	аппарат	maszyna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
аппарат	aparatura	аппарат	aparatura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
аппарат	przyrząd	аппарат	przyrząd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
поддерживает	obsługuje	поддерживать	obsługiwać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
поддерживает	wspiera	поддерживать	wspierać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
поддерживает	popiera	поддерживать	popierać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
религиозных	religijnych	религиозный	religijny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
драма	dramat	драма	dramat	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
собственное	własne	собственный	własny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
собственное	własny	собственный	własny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
собственное	własna	собственный	własny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
швейцария	szwajcaria	швейцария	szwajcariać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
разница	różnica	разница	różnica	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
манчестер	manchester	манчестер	manchester	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
помог	pomogło	помочь	pomóc	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
помог	pomógł	помочь	pomóc	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
покинуть	zostaw	покинуть	zostawić	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
измерения	pomiary	измерение	pomiar	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
измерения	pomiary	измерение	pomiar	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
измерения	pomiary	измерение	pomiar	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
заявление	deklaracja	заявление	deklaracja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
заявление	oświadczenie	заявление	oświadczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
заявление	oświadczenia	заявление	oświadczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
заявление	stwierdzenie	заявление	stwierdzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
заявление	deklaracja	заявление	deklaracja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
заявление	oświadczenie	заявление	oświadczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
заявление	zgłoszenie	заявление	zgłosić	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
технология	technologia	технология	technologia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
технология	technika	технология	technika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
объединить	połączyć	объединить	połączyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
объединить	połączyć	объединить	połączyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
объединить	zjednoczyć	объединить	zjednoczyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
исполняет	wykonuje	исполнять	wykonywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
исполняет	wykonuje	исполнять	wykonywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
сферы	kule	сфера	kula	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
горе	smutek	горе	smutek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
горе	smutek	горе	smutek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
принцесса	księżniczka	принцесса	księżniczka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
спортивный	sportowy	спортивный	sportowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
таблицы	stoły	таблица	stoły	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
подготовка	przygotowanie	подготовка	przygotowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
подготовка	przygotowania	подготовка	przygotowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
подготовка	przygotowywanie	подготовка	przygotowywać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
подготовка	kształcenie	подготовка	kształcenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
подготовка	szkolenia	подготовка	szkolić	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
подготовка	trening	подготовка	trening	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
подготовка	szkolenie	подготовка	szkolenie	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
подготовка	przygotowanie	подготовка	przygotowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
подготовка	przygotowywanie	подготовка	przygotowywać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
подготовка	przygotowania	подготовка	przygotowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
доказательства	dowody	доказательство	dowód	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
доказательства	dowody	доказательство	dowód	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
религия	wyznanie	религия	wyznanie	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
религия	religia	религия	religia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
хватает	chwyta	хватать	chwytać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
энциклопедический	encyklopedyczna	энциклопедический	encyklopycyczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
крылья	skrzydełka	крыло	skrzydełko	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
крылья	skrzydła	крыло	skrzydło	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
танк	zbiornik	танк	zbiornik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
предупреждения	wpisy	предупреждение	wpis	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
залив	zatoka	залив	zatokać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
залив	zatoka	залив	zatokać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
детства	dzieciństwo	детство	dzieciństwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
полосы	zespoły	полоса	zespół	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
полосы	paski	полоса	pask	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
награда	nagroda	награда	nagroda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
награда	wyróżnienie	награда	wyróżnienie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
награда	nagroda	награда	nagroda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
отвечает	reaguje	отвечать	reagować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
отвечает	odpowiada	отвечать	odpowiadać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
вдруг	nagle	вдруг	nagle	ADV	ADV
передач	biegów	передача	bieg	N;INAN;GEN;FEM;PL	N;GEN;MASC;PL
музыкальная	muzyczne	музыкальный	muzyczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
музыкальная	muzyczny	музыкальный	muzyczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
женский	kobiecy	женский	kobiecy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
женский	damskie	женский	damski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
хранения	składowanie	хранение	składowanie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
хранения	magazyn	хранение	magazyn	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
хранения	przechowywanie	хранение	przechowywać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
хранения	magazynowanie	хранение	magazynowanie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
странно	dziwny	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
странно	dziwna	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
странно	dziwne	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
странно	dziwny	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
странно	dziwna	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
странно	dziwne	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
странно	dziwna	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
странно	dziwne	странный	dziwny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
почта	poczta	почта	poczta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
прибыли	dotarły	прибыть	dotrzeć	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
прибыли	przybyli	прибыть	przybyć	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
чин	podbródek	чин	podbródek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
чин	broda	чин	broda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
конференция	konferencja	конференция	konferencja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
содержимое	zawartość	содержимое	zawartość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
содержимое	zawartość	содержимое	zawartość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
противоречит	przeczy	противоречить	przeczyć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
противоречит	zaprzecza	противоречить	zaprzeczać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
обмен	giełda	обмен	giełda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
обмен	wymiana	обмен	wymianać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
проиграл	stracił	проиграть	stracić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
моделей	modeli	модель	model	N;INAN;GEN;FEM;PL	N;GEN;MASC;PL
рота	towarzystwo	рот	towarzystwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
рота	kompania	рот	kompania	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
рота	firma	рот	firma	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
рота	przedsiębiorstwo	рот	przedsiębiorstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
кольца	obrączki	кольцо	obrączka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
акции	promocje	акция	promocja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
акции	akcje	акция	akcja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
акции	udziały	акция	udział	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
акции	akcje	акция	akcja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
акции	zapasy	акция	zapas	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
акции	zasoby	акция	zasóba	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
акции	zapasy	акция	zapas	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
акции	akcje	акция	akcja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ваша	twoje	ваш	twój	DET;NOM;FEM;SG	DET;NOM;MASC;SG;2
ваша	twój	ваш	twój	DET;NOM;FEM;SG	DET;NOM;MASC;SG;2
ваша	twoja	ваш	twój	DET;NOM;FEM;SG	DET;NOM;FEM;SG;2
ваша	twoje	ваш	twój	DET;NOM;FEM;SG	DET;NOM;MASC;SG;2
ваша	twój	ваш	twój	DET;NOM;FEM;SG	DET;NOM;MASC;SG;2
ваша	twoja	ваш	twój	DET;NOM;FEM;SG	DET;NOM;FEM;SG;2
лицензии	licencje	лицензия	licencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
лицензии	licencje	лицензия	licencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
лицензии	licencje	лицензия	licencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
спасти	uratować	спасти	uratować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
спасти	zachowaj	спасти	zachować	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
спасти	zapisać	спасти	zapisać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
спасти	zapisz	спасти	zapisać	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
спасти	uratować	спасти	uratować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
поезд	pociąg	поезд	pociąg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
автомобили	samochody	автомобиль	samochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
автомобили	pojazdy	автомобиль	pojazd	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
автомобили	samochody	автомобиль	samochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
милиции	milicja	милиция	milicja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
противник	wróg	противник	wróg	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
противник	nieprzyjaciel	противник	nieprzyjaciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
противник	wrogi	противник	wrogi	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
противник	przeciwnik	противник	przeciwnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
огромное	ogromny	огромный	ogromny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
огромное	ogromna	огромный	ogromny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
огромное	ogromne	огромный	ogromny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
подразделений	jednostek	подразделение	jednostka	N;INAN;GEN;NEUT;PL	N;GEN;FEM;PL
активность	aktywność	активность	aktywność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
активность	czynność	активность	czynność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
активность	działalność	активность	działalność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
рано	wcześnie	рано	wcześnie	ADV	ADV
личность	osobowość	личность	osobowość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
усадьба	homestead	усадьба	homestead	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
награду	nagrodę	награда	nagroda	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
целиком	cał	целиком	cał	ADV	ADV
хуже	gorszy	плохой	zły	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
хуже	gorsze	плохой	zły	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
сумма	kwota	сумма	kwota	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сумма	suma	сумма	suma	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сумма	kwota	сумма	kwota	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сумма	ilość	сумма	ilość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
интересы	zainteresowania	интерес	zainteresowanie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
интересы	odsetki	интерес	odsetka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
интересы	zainteresowania	интерес	zainteresowanie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
вокзал	posterunek	вокзал	posterunek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вокзал	stacja	вокзал	stacja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
вокзал	dworzec	вокзал	dworzec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
одежды	ubrania	одежда	ubranie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
китайский	chińska	китайский	chiński	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
китайский	chiński	китайский	chiński	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
китайский	chińskie	китайский	chiński	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
предметы	elementy	предмет	element	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	artykuły	предмет	artykuł	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	przedmioty	предмет	przedmiot	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	pozycje	предмет	pozycja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
предметы	obiekty	предмет	obiekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	przedmioty	предмет	przedmiot	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	tematy	предмет	temat	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	obiekty	предмет	obiekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предметы	przedmioty	предмет	przedmiot	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
посетил	odwiedził	посетить	odwiedzić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
посетил	odwiedziła	посетить	odwiedzić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
понимает	rozumie	понимать	rozumieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
спартак	spartakus	спартак	spartakus	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
файлов	plików	файл	plik	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
живой	żywa	живой	żywy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
учителя	nauczyciele	учитель	nauczyciel	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
релиз	zwolnienie	релиз	zwolnienie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;V.MSDR
релиз	uwolnienie	релиз	uwolnić	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
форт	fort	форт	fort	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
событие	wydarzenie	событие	wydarzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
событие	zdarzenie	событие	zdarzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ликвидации	eliminacja	ликвидация	eliminacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
ликвидации	wydalanie	ликвидация	wydalać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ответил	odpowiedział	ответить	odpowiedzieć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ответил	odpowiedział	ответить	odpowiedzieć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ответил	odpowiedział	ответить	odpowiedzieć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ответил	odpowiedziało	ответить	odpowiedzieć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
шасси	podwozie	шасси	podwóź	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
звучит	brzmi	звучать	brzmieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
неделя	tydzień	неделя	tydzień	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
болгария	bułgaria	болгария	bułgarium	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
будущее	przyszłość	будущее	przyszłość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
наследие	dziedzictwo	наследие	dziedzictwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
наследие	dziedzictwo	наследие	dziedzictwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
носитель	przewoźnik	носитель	przewoźnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
носитель	nośnik	носитель	nośnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
освобождение	zwolnienie	освобождение	zwolnienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;V.MSDR
освобождение	uwolnienie	освобождение	uwolnić	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
освобождение	wyzwolenie	освобождение	wyzwolenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
освобождение	wyłączenie	освобождение	wyłączyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
освобождение	zwolnienie	освобождение	zwolnienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;V.MSDR
освобождение	zwolnienia	освобождение	zwolnienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
товаров	towarów	товар	towar	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
девушки	dziewczyny	девушка	dziewczyna	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
девушки	dziewczynki	девушка	dziewczynka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
девушки	dziewczęta	девушка	dziewczę	N;ANIM;NOM;FEM;PL	N;NOM;NEUT;PL
