ve	そして	ve	そして	CONJ	CONJ
ruh	霊魂	ruh	霊魂		
caddesi	アベニュー	cadde	アベニュー	N;NOM;SG;3	N
elektron	電子	elektron	電子	N;NOM;SG;3	N
planı	計画	plan	計画	N;ACC;SG;3	N
planı	プラン	plan	プラン	N;ACC;SG;3	N
kökeni	原点	köken	原点	N;ACC;SG;3	N
kökeni	語源	köken	語源	N;ACC;SG;3	N
kökeni	由来	köken	由来	N;ACC;SG;3	N
kökeni	起源	köken	起源	N;ACC;SG;3	N
kökeni	起源	köken	起源	N;ACC;SG;3	N
fabrikası	工場	fabrikası	工場	N;NOM;SG;3	N
kullanmak	使用	kullan	使用	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kullanmak	利用	kullan	利用	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yazarlar	作家	yazar	作家	N;NOM;PL;3	N
yazarlar	作家	yazar	作家	N;NOM;PL;3	N
yazarlar	著者	yazar	著者	N;NOM;PL;3	N
yazarlar	作者	yazar	作者	N;NOM;PL;3	N
açılış	オープニング	açılış	オープニング	N;NOM;SG;3	N
numarası	番号	numara	番号	N;NOM;SG;3	N
numarası	数値	numara	数値	N;NOM;SG;3	N
numarası	ナンバー	numara	ナンバー	N;NOM;SG;3	N
kalabalık	群衆	kalabalık	群衆	N;NOM;SG;3	N
kalabalık	群集	kalabalık	群集	N;NOM;SG;3	N
kalabalık	群衆	kalabalık	群衆	N;NOM;SG;3	N
kalabalık	群集	kalabalık	群集	N;NOM;SG;3	N
kalabalık	人	kalabalık	人	N;NOM;SG;3	N
korumak	保護	koru	保護	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
korumak	保護	koru	保護	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
geliyor	来る	gel	来る	V;PROG;IND;SG;3;POS;INFM;PRS	V
makale	記事	makale	記事	N;NOM;SG;3	N
makale	冠詞	makale	冠詞	N;NOM;SG;3	N
makale	記事	makale	記事	N;NOM;SG;3	N
makale	冠詞	makale	冠詞	N;NOM;SG;3	N
politikası	ポリシー	politikası	ポリシー	N;NOM;SG;3	N
politikası	政策	politikası	政策	N;NOM;SG;3	N
politikası	方針	politikası	方針	N;NOM;SG;3	N
yöntem	方法論	yöntem	方法論	N;NOM;SG;3	N
yöntem	方法	yöntem	方法	N;NOM;SG;3	N
sınırı	リミット	sınır	リミット	N;ACC;SG;3	N
sınırı	限界	sınır	限界	N;ACC;SG;3	N
belirtilen	指定	belir	指定	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
mesafe	距離	mesafe	距離	N;NOM;SG;3	N
mesafe	範囲	mesafe	範囲	N;NOM;SG;3	N
mesafe	レンジ	mesafe	レンジ	N;NOM;SG;3	N
acı	疼痛	acı	疼痛		
mezarlığı	墓地	mezarlık	墓地	N;NOM;SG;3	N
mezarlığı	墓地	mezarlık	墓地	N;NOM;SG;3	N
mezarlığı	墓所	mezarlık	墓所	N;NOM;SG;3	N
mezarlığı	墓場	mezarlık	墓場	N;NOM;SG;3	N
ülkeleri	国々	ülke	国々	N;ACC;PL;3	N
bireysel	個別	bireysel	個別		
köpek	ワンコ	köpek	ワンコ	N;NOM;SG;3	N
köpek	イヌ	köpek	イヌ	N;NOM;SG;3	N
gözden	レビュー	göz	レビュー	N;AT+ABL;SG;3	N
gözden	審査	göz	審査	N;AT+ABL;SG;3	N
parçaları	パーツ	parça	パーツ	N;ACC;PL;3	N
parçaları	部品	parça	部品	N;ACC;PL;3	N
parçaları	ビット	parça	ビット	N;ACC;PL;3	N
golden	ゴールデン	gol	ゴールデン	N;AT+ABL;SG;3	N
golden	黄金	gol	黄金	N;AT+ABL;SG;3	N
kurulması	設立	kur	設立	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
içişleri	内部	içiş	内部	N;ACC;PL;3	N
içişleri	内装	içiş	内装	N;ACC;PL;3	N
içişleri	内面	içiş	内面	N;ACC;PL;3	N
içişleri	インテリア	içiş	インテリア	N;ACC;PL;3	N
kredi	クレジット	kredi	クレジット	N;NOM;SG;3	N
kredi	ローン	kredi	ローン	N;NOM;SG;3	N
kredi	クレジット	kredi	クレジット	N;NOM;SG;3	N
kredi	謝	kredi	謝	N;NOM;SG;3	N
kapı	ゲート	kapı	ゲート	N;NOM;SG;3	N
kapı	ドア	kapı	ドア	N;NOM;SG;3	N
kapı	ドア	kapı	ドア	N;NOM;SG;3	N
ağırlığı	重量	ağırlık	重量	N;NOM;SG;3	N
ağırlığı	体重	ağırlık	体重	N;NOM;SG;3	N
kuralları	規則	kural	規則	N;ACC;PL;3	N
kuralları	ルール	kural	ルール	N;ACC;PL;3	N
kuralları	指針	kural	指針	N;ACC;PL;3	N
kuralları	ガイドライン	kural	ガイドライン	N;ACC;PL;3	N
diller	言語	dil	言語	N;NOM;PL;3	N
sandalye	椅子	sandalye	椅子	N;NOM;SG;3	N
sandalye	いす	sandalye	いす	N;NOM;SG;3	N
sandalye	チェア	sandalye	チェア	N;NOM;SG;3	N
sandalye	椅子	sandalye	椅子	N;NOM;SG;3	N
sokak	ストリート	sokak	ストリート	N;NOM;SG;3	N
sokak	通り	sokak	通り	N;NOM;SG;3	N
sokak	ストリート	sokak	ストリート	N;NOM;SG;3	N
sokak	裏通り	sokak	裏通り	N;NOM;SG;3	N
sokak	路地	sokak	路地	N;NOM;SG;3	N
biçimi	フォーマット	biçim	フォーマット	N;ACC;SG;3	N
biçimi	書式	biçim	書式	N;ACC;SG;3	N
klibi	クリップ	klibi	クリップ	N;ACC;SG;3	N
karayolu	道路	karayolu	道路	N;NOM;SG;3	N
karayolu	ハイウェイ	karayolu	ハイウェイ	N;NOM;SG;3	N
karayolu	公道	karayolu	公道	N;NOM;SG;3	N
kraliçe	女王	kraliçe	女王	N;NOM;SG;3	N
yetersiz	無能	yetersiz	無能	ADJ	ADJ
seni	あなた	sen	あなた	PRO;ACC;SG;2	PRO
konular	トピック	konu	トピック	N;NOM;PL;3	N
konular	科目	konu	科目	N;NOM;PL;3	N
konular	スレッド	konu	スレッド	N;NOM;PL;3	N
verilmesi	付与	ver	付与	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
verilmesi	授与	ver	授与	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
bölgeleri	リージョン	bölge	リージョン	N;ACC;PL;3	N
bölgeleri	地域	bölge	地域	N;ACC;PL;3	N
fikri	アイデア	fikir	アイデア	N;NOM;SG;3	N
fikri	観念	fikir	観念	N;NOM;SG;3	N
fikri	アイディア	fikir	アイディア	N;NOM;SG;3	N
sorunlar	トラブル	sorun	トラブル	N;NOM;PL;3	N
sorunlar	問題	sorun	問題	N;NOM;PL;3	N
sorunlar	問題	sorun	問題	N;NOM;PL;3	N
programları	演目	program	演目	N;NOM;PL;3	N
programları	プログラム	program	プログラム	N;NOM;PL;3	N
kitaplar	書物	kitap	書物	N;NOM;PL;3	N
kitaplar	帳簿	kitap	帳簿	N;NOM;PL;3	N
kitaplar	書籍	kitap	書籍	N;NOM;PL;3	N
askerler	兵士	asker	兵士	N;NOM;PL;3	N
fonksiyonu	機能	fonksiyon	機能	N;NOM;SG;3	N
fonksiyonu	関数	fonksiyon	関数	N;NOM;SG;3	N
daire	フラット	daire	フラット	N;NOM;SG;3	N
daire	サークル	daire	サークル	N;NOM;SG;3	N
daire	アパート	daire	アパート	N;NOM;SG;3	N
daire	アパート	daire	アパート	N;NOM;SG;3	N
ilişkisi	リレーション	ilişki	リレーション	N;NOM;SG;3	N
haritası	マップ	harita	マップ	N;NOM;SG;3	N
makine	マシン	makine	マシン	N;NOM;SG;3	N
makine	マシーン	makine	マシーン	N;NOM;SG;3	N
makine	機械	makine	機械	N;NOM;SG;3	N
makine	機械	makine	機械	N;NOM;SG;3	N
makine	機械	makine	機械	N;NOM;SG;3	N
boğazı	海峡	boğaz	海峡	N;ACC;SG;3	N
boğazı	海峡	boğaz	海峡	N;ACC;SG;3	N
gereksiz	冗長	gereksiz	冗長		
görmek	見る	gör	見る	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
evde	自宅	ev	自宅	N;ESS;SG;3	N
evde	ホーム	ev	ホーム	N;ESS;SG;3	N
sessiz	静か	sessiz	静か	ADJ	ADJ
antrenör	トレーナー	antrenör	トレーナー	N;NOM;SG;3	N
antrenör	コーチ	antrenör	コーチ	N;NOM;SG;3	N
batıda	ウエスト	batı	ウエスト	N;ESS;SG;3	N
batıda	西部	batı	西部	N;ESS;SG;3	N
eğlence	レクリエーション	eğlence	レクリエーション	N;NOM;SG;3	N
eğlence	エンターテイメント	eğlence	エンターテイメント	N;NOM;SG;3	N
eğlence	エンターテインメント	eğlence	エンターテインメント	N;NOM;SG;3	N
hapis	禁錮	hapis	禁錮		
miktarı	金額	miktar	金額	N;NOM;SG;3	N
miktarı	数量	miktar	数量	N;NOM;SG;3	N
maçlar	マッチ	maç	マッチ	N;NOM;PL;3	N
maçlar	ゲーム	maç	ゲーム	N;NOM;PL;3	N
parçalar	パーツ	parça	パーツ	N;NOM;PL;3	N
parçalar	部品	parça	部品	N;NOM;PL;3	N
parçalar	コンポーネント	parça	コンポーネント	N;NOM;PL;3	N
yoğunluğu	輝度	yoğunluk	輝度	N;ACC;SG;3	N
yoğunluğu	光度	yoğunluk	光度	N;ACC;SG;3	N
yoğunluğu	密度	yoğunluk	密度	N;ACC;SG;3	N
hıristiyan	キリスト	hıristiyan	キリスト	N;NOM;SG;3	N
hıristiyan	キリスト教徒	hıristiyan	キリスト教徒	N;NOM;SG;3	N
hıristiyan	キリスト教徒	hıristiyan	キリスト教徒	N;NOM;SG;3	N
yapılar	構造	yap	構造	N;NOM;PL;3	N
doğuda	イースト	doğu	イースト	N;ESS;SG;3	N
günleri	日数	gün	日数	N;ACC;PL;3	N
mükemmel	完璧	mükemmel	完璧	ADJ	ADJ
felsefesi	哲学	felsefe	哲学	N;NOM;SG;3	N
görünümü	外観	görün	外観	N;NOM;SG;3	N
trafik	トラフィック	trafik	トラフィック	N;NOM;SG;3	N
trafik	交通	trafik	交通	N;NOM;SG;3	N
dinamo	ダイナモ	dinamo	ダイナモ	N;NOM;SG;3	N
ittifak	アライアンス	ittifak	アライアンス	N;NOM;SG;3	N
günler	日数	gün	日数	N;NOM;PL;3	N
bölgeler	リージョン	bölge	リージョン	N;NOM;PL;3	N
bölgeler	地域	bölge	地域	N;NOM;PL;3	N
bölgeler	ゾーン	bölge	ゾーン	N;NOM;PL;3	N
muharebe	バトル	muharebe	バトル	N;NOM;SG;3	N
rahatsız	不快	rahatsız	不快	ADJ	ADJ
turnuvası	トーナメント	turnuva	トーナメント	N;NOM;SG;3	N
negatif	マイナス	negatif	マイナス		
turnuva	トーナメント	tur	トーナメント	N;NOM;SG;3	N
yazılar	記事	yazı	記事	N;NOM;PL;3	N
yazılar	冠詞	yazı	冠詞	N;NOM;PL;3	N
sulama	灌漑	sula	灌漑		
düzeni	フォーメーション	düzen	フォーメーション	N;NOM;SG;3	N
düzeni	レイアウト	düzen	レイアウト	N;NOM;SG;3	N
uygulamaları	アプリケーション	uygulama	アプリケーション	N;NOM;PL;3	N
uygulamaları	アプリ	uygulama	アプリ	N;NOM;PL;3	N
ürünler	アイテム	ürün	アイテム	N;NOM;PL;3	N
ürünler	品物	ürün	品物	N;NOM;PL;3	N
ürünler	商品	ürün	商品	N;NOM;PL;3	N
ürünler	貨物	ürün	貨物	N;NOM;PL;3	N
ürünler	物品	ürün	物品	N;NOM;PL;3	N
ürünler	プロダクト	ürün	プロダクト	N;NOM;PL;3	N
ürünler	商品	ürün	商品	N;NOM;PL;3	N
ürünler	製品	ürün	製品	N;NOM;PL;3	N
gene	再び	gene	再び	ADV	ADV
geliştirilmiş	改良	geliş	改良	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
geliştirilmiş	強化	geliş	強化	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
kardeşler	姉妹	kardeş	姉妹	N;NOM;PL;3	N
kardeşler	兄弟	kardeş	兄弟	N;NOM;PL;3	N
ücretsiz	自由	ücretsiz	自由	ADJ	ADJ
oluşturmak	作成	oluş	作成	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
bisiklet	バイク	bisiklet	バイク	N;NOM;SG;3	N
bisiklet	自転車	bisiklet	自転車	N;NOM;SG;3	N
bisiklet	サイクリング	bisiklet	サイクリング	N;NOM;SG;3	N
bisiklet	自転車	bisiklet	自転車	N;NOM;SG;3	N
bisiklet	バイク	bisiklet	バイク	N;NOM;SG;3	N
bisiklet	自転車	bisiklet	自転車	N;NOM;SG;3	N
bisiklet	自転車	bisiklet	自転車	N;NOM;SG;3	N
kriterleri	ベンチマーク	kriter	ベンチマーク	N;ACC;PL;3	N
kriterleri	基準	kriter	基準	N;ACC;PL;3	N
kriterleri	条件	kriter	条件	N;ACC;PL;3	N
faaliyetleri	アクティビティ	faaliyet	アクティビティ	N;NOM;PL;3	N
yayıncılık	パブリッシング	yayıncılık	パブリッシング	N;NOM;SG;3	N
yayıncılık	出版物	yayıncılık	出版物	N;NOM;SG;3	N
değiştirme	変更	değiş	変更	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
değiştirme	変化	değiş	変化	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
kuramı	セオリー	kuram	セオリー	N;NOM;SG;3	N
kuramı	理論	kuram	理論	N;NOM;SG;3	N
cezası	ペナルティ	ceza	ペナルティ	N;NOM;SG;3	N
sayfaları	ページ	sayfa	ページ	N;ACC;PL;3	N
konum	ポジション	konum	ポジション	N;NOM;SG;3	N
konum	役職	konum	役職	N;NOM;SG;3	N
konum	所在	konum	所在	N;NOM;SG;3	N
konum	ロケーション	konum	ロケーション	N;NOM;SG;3	N
konum	場所	konum	場所	N;NOM;SG;3	N
örnekler	用例	örnek	用例	N;NOM;PL;3	N
örnekler	実例	örnek	実例	N;NOM;PL;3	N
örnekler	サンプル	örnek	サンプル	N;NOM;PL;3	N
yöneticisi	管理	yönetici	管理	N;NOM;SG;3	N
yöneticisi	管理人	yönetici	管理人	N;NOM;SG;3	N
yöneticisi	店長	yönetici	店長	N;NOM;SG;3	N
yöneticisi	支配	yönetici	支配	N;NOM;SG;3	N
yöneticisi	マネージャー	yönetici	マネージャー	N;NOM;SG;3	N
yöneticisi	マネージャ	yönetici	マネージャ	N;NOM;SG;3	N
görünüm	外観	görün	外観	N;NOM;SG;3	N
görünüm	ディスプレイ	görün	ディスプレイ	N;NOM;SG;3	N
ahşap	木造	ahşap	木造	N;NOM;SG;3	N
ahşap	木製	ahşap	木製	N;NOM;SG;3	N
ahşap	木工	ahşap	木工	N;NOM;SG;3	N
ahşap	木材	ahşap	木材	N;NOM;SG;3	N
ahşap	木製	ahşap	木製	N;NOM;SG;3	N
ahşap	ウッド	ahşap	ウッド	N;NOM;SG;3	N
ahşap	材木	ahşap	材木	N;NOM;SG;3	N
ahşap	木材	ahşap	木材	N;NOM;SG;3	N
motoru	エンジン	motor	エンジン	N;ACC;SG;3	N
oğulları	息子	oğul	息子	N;ACC;PL;3	N
emniyet	セーフティ	emniyet	セーフティ	N;NOM;SG;3	N
resimler	画像	resim	画像	N;NOM;PL;3	N
resimler	イメージ	resim	イメージ	N;NOM;PL;3	N
resimler	絵画	resim	絵画	N;NOM;PL;3	N
yüzü	フェイス	yüz	フェイス	N;ACC;SG;3	N
gelişim	進捗	geliş	進捗		
elemeleri	資格	eleme	資格	N;ACC;PL;3	N
kimlik	アイデンティティー	kimlik	アイデンティティー	N;NOM;SG;3	N
kimlik	アイデンティティ	kimlik	アイデンティティ	N;NOM;SG;3	N
görevleri	義務	görev	義務	N;NOM;PL;3	N
görevleri	職務	görev	職務	N;NOM;PL;3	N
görevleri	役割	görev	役割	N;NOM;PL;3	N
görevleri	クエスト	görev	クエスト	N;NOM;PL;3	N
eleştiriler	評論	eleştiri	評論	N;NOM;PL;3	N
eleştiriler	評論家	eleştiri	評論家	N;NOM;PL;3	N
formula	数式	formula	数式		
sayılar	フィギュア	say	フィギュア	N;NOM;PL;3	N
sayılar	数字	say	数字	N;NOM;PL;3	N
sayılar	数値	say	数値	N;NOM;PL;3	N
deprem	地震	deprem	地震	N;NOM;SG;3	N
deprem	地震	deprem	地震	N;NOM;SG;3	N
mektup	手紙	mektup	手紙	N;NOM;SG;3	N
mektup	手紙	mektup	手紙	N;NOM;SG;3	N
mektup	レター	mektup	レター	N;NOM;SG;3	N
kamera	カメラ	kamera	カメラ	N;NOM;SG;3	N
ayakta	スタンディング	ayak	スタンディング	N;ESS;SG;3	N
örnekleri	用例	örnek	用例	N;ACC;PL;3	N
örnekleri	実例	örnek	実例	N;ACC;PL;3	N
örnekleri	サンプル	örnek	サンプル	N;ACC;PL;3	N
parlamentosu	議会	parlamentosu	議会	N;NOM;SG;3	N
parlamentosu	国会	parlamentosu	国会	N;NOM;SG;3	N
ekran	画面	ekran	画面	N;NOM;SG;3	N
ekran	スクリーン	ekran	スクリーン	N;NOM;SG;3	N
ekran	モニター	ekran	モニター	N;NOM;SG;3	N
ekran	モニタ	ekran	モニタ	N;NOM;SG;3	N
ekran	ディスプレイ	ekran	ディスプレイ	N;NOM;SG;3	N
biçim	フォーム	biçim	フォーム		
parçacık	粒子	parçacık	粒子	N;NOM;SG;3	N
rakibi	相手	rakip	相手	N;NOM;SG;3	N
rakibi	相手	rakip	相手	N;NOM;SG;3	N
sanatçılar	演者	sanatçı	演者	N;NOM;PL;3	N
sanatçılar	芸術家	sanatçı	芸術家	N;NOM;PL;3	N
sanatçılar	アーティスト	sanatçı	アーティスト	N;NOM;PL;3	N
sözlük	辞書	sözlük	辞書	N;NOM;SG;3	N
sözlük	語彙	sözlük	語彙	N;NOM;SG;3	N
sözlük	辞書	sözlük	辞書	N;NOM;SG;3	N
yolculuk	配車	yolculuk	配車	N;NOM;SG;3	N
havaalanı	空港	havaalanı	空港	N;NOM;SG;3	N
havaalanı	飛行場	havaalanı	飛行場	N;NOM;SG;3	N
alayı	連隊	alay	連隊	N;ACC;SG;3	N
alayı	行進	alay	行進	N;ACC;SG;3	N
sayısal	デジタル	sayısal	デジタル	ADJ	ADJ
teklifi	オファー	teklif	オファー	N;ACC;SG;3	N
teklifi	クーポン	teklif	クーポン	N;ACC;SG;3	N
kapasitesi	定員	kapasite	定員	N;NOM;SG;3	N
kapasitesi	容量	kapasite	容量	N;NOM;SG;3	N
kalıntıları	残党	kalıntı	残党	N;NOM;PL;3	N
şehirleri	都市	şehir	都市	N;NOM;PL;3	N
alfabesi	アルファベット	alfabe	アルファベット	N;NOM;SG;3	N
alfabesi	アルファベット	alfabe	アルファベット	N;NOM;SG;3	N
sıralaması	ランキング	sırala	ランキング	N;NOM;SG;3	N
mühendisi	エンジニア	mühendis	エンジニア	N;NOM;SG;3	N
güvenli	セーフ	güvenli	セーフ		
konuları	トピック	konu	トピック	N;ACC;PL;3	N
orkestrası	オーケストラ	orkestra	オーケストラ	N;NOM;SG;3	N
arkadaşlar	友だち	arkadaş	友だち	N;NOM;PL;3	N
arkadaşlar	友達	arkadaş	友達	N;NOM;PL;3	N
rahat	快適	rahat	快適	ADJ	ADJ
rahat	快適	rahat	快適	ADJ	ADJ
rakip	ライバル	rakip	ライバル		
rakip	ライバル	rakip	ライバル		
değiştirildi	変更	değiş	変更	V;PFV;IND;SG;3;POS;PST;PASS	V
anahtar	キー	anahtar	キー	N;NOM;SG;3	N
anahtar	キー	anahtar	キー	N;NOM;SG;3	N
bayanlar	婦人	bayan	婦人	N;NOM;PL;3	N
bayanlar	レディース	bayan	レディース	N;NOM;PL;3	N
yollar	パス	yol	パス	N;NOM;PL;3	N
yollar	道路	yol	道路	N;NOM;PL;3	N
seven	あつい	sev	あつく		
şehit	殉教	şehit	殉教		
şehit	殉教	şehit	殉教		
şehit	殉教	şehit	殉教		
gemileri	艦船	gemi	艦船	N;ACC;PL;3	N
gemileri	船舶	gemi	船舶	N;ACC;PL;3	N
havacılık	航空	havacılık	航空	N;NOM;SG;3	N
firma	会社	firma	会社	N;NOM;SG;3	N
firma	会社	firma	会社	N;NOM;SG;3	N
sundu	提示	sun	提示	V;PFV;IND;SG;3;POS;PST	V
maliyeti	費用	maliyet	費用	N;NOM;SG;3	N
maliyeti	原価	maliyet	原価	N;NOM;SG;3	N
maliyeti	コスト	maliyet	コスト	N;NOM;SG;3	N
maliyeti	費用	maliyet	費用	N;NOM;SG;3	N
maliyeti	コスト	maliyet	コスト	N;NOM;SG;3	N
sayfalar	ページ	sayfa	ページ	N;NOM;PL;3	N
yorumlar	レビュー	yorum	レビュー	N;NOM;PL;3	N
yorumlar	コメント	yorum	コメント	N;NOM;PL;3	N
kayıtları	レコード	kayıt	レコード	N;ACC;PL;3	N
kayıtları	ログ	kayıt	ログ	N;ACC;PL;3	N
reis	酋長	reis	酋長		
komuta	コマンド	komut	コマンド	N;NOM;SG;3	N
gelişmeler	改良	geliş	改良	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kuşlar	鳥類	kuş	鳥類	N;NOM;PL;3	N
yaralandı	怪我	yarala	怪我	V;PFV;IND;SG;3;POS;PST;PASS	V
yaralandı	負傷	yarala	負傷	V;PFV;IND;SG;3;POS;PST;PASS	V
sayfaya	ページ	sayfa	ページ	N;DAT;SG;3	N
notlar	注記	not	注記	N;NOM;PL;3	N
notlar	メモ	not	メモ	N;NOM;PL;3	N
notlar	備考	not	備考	N;NOM;PL;3	N
notlar	ノート	not	ノート	N;NOM;PL;3	N
nerede	どこ	nere	どこ	PRO;ESS;SG;3	PRO
kişiliği	個性	kişilik	個性	N;NOM;SG;3	N
kişiliği	人柄	kişilik	人柄	N;NOM;SG;3	N
kişiliği	性格	kişilik	性格	N;NOM;SG;3	N
kişiliği	人格	kişilik	人格	N;NOM;SG;3	N
kişiliği	パーソナリティ	kişilik	パーソナリティ	N;NOM;SG;3	N
çalışmak	勉強	çalış	勉強	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çalışmak	働く	çalış	働く	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
gitmek	去る	git	去る	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tapınağı	寺院	tapınak	寺院	N;NOM;SG;3	N
tapınağı	神殿	tapınak	神殿	N;NOM;SG;3	N
töreni	儀式	tören	儀式	N;NOM;SG;3	N
töreni	式典	tören	式典	N;NOM;SG;3	N
güneybatı	南西	güneybatı	南西	N;ACC;SG;3	N
türler	ジャンル	tür	ジャンル	N;NOM;PL;3	N
türler	種類	tür	種類	N;NOM;PL;3	N
başarılar	実績	başarı	実績	N;NOM;PL;3	N
başarılar	事跡	başarı	事跡	N;NOM;PL;3	N
başarılar	業績	başarı	業績	N;NOM;PL;3	N
başarılar	事績	başarı	事績	N;NOM;PL;3	N
başarılar	功績	başarı	功績	N;NOM;PL;3	N
başarılar	実績	başarı	実績	N;NOM;PL;3	N
başarılar	サクセス	başarı	サクセス	N;NOM;PL;3	N
politikaları	ポリシー	politika	ポリシー	N;NOM;PL;3	N
politikaları	方針	politika	方針	N;NOM;PL;3	N
tesisleri	施設	tesis	施設	N;ACC;PL;3	N
tesisleri	設備	tesis	設備	N;ACC;PL;3	N
corporation	コーポレーション	corporation	コーポレーション	N;NOM;SG;3	N
araçlar	乗り物	araç	乗り物	N;NOM;PL;3	N
araçlar	車両	araç	車両	N;NOM;PL;3	N
araçlar	ツール	araç	ツール	N;NOM;PL;3	N
araçlar	道具	araç	道具	N;NOM;PL;3	N
otel	モーテル	otel	モーテル	N;NOM;SG;3	N
otel	ホテル	otel	ホテル	N;NOM;SG;3	N
otel	ホテル	otel	ホテル	N;NOM;SG;3	N
talk	滑石	talk	滑石		
askerlik	軍事	askerlik	軍事	N;NOM;SG;3	N
askerlik	軍隊	askerlik	軍隊	N;NOM;SG;3	N
sahipleri	オーナー	sahip	オーナー	N;ACC;PL;3	N
sahipleri	所有者	sahip	所有者	N;ACC;PL;3	N
dağlar	山地	dağ	山地	N;NOM;PL;3	N
dağlar	山脈	dağ	山脈	N;NOM;PL;3	N
örümcek	スパイダー	örü	スパイダー	N;NOM;SG;3	N
örümcek	クモ	örü	クモ	N;NOM;SG;3	N
davranış	挙動	davranış	挙動	N;NOM;SG;3	N
davranış	姿勢	davranış	姿勢	N;NOM;SG;3	N
davranış	態度	davranış	態度	N;NOM;SG;3	N
davranış	挙動	davranış	挙動	N;NOM;SG;3	N
kazanır	勝利	kazan	勝利	V;IPFV;IND;SG;3;POS	V
akımı	ストリーム	akım	ストリーム	N;NOM;SG;3	N
akımı	渓流	akım	渓流	N;NOM;SG;3	N
kütüphane	図書館	kütüphane	図書館	N;NOM;SG;3	N
kütüphane	ライブラリ	kütüphane	ライブラリ	N;NOM;SG;3	N
kütüphane	図書館	kütüphane	図書館	N;NOM;SG;3	N
kütüphane	ライブラリ	kütüphane	ライブラリ	N;NOM;SG;3	N
karakterleri	文字	karakter	文字	N;NOM;PL;3	N
karakterleri	キャラクター	karakter	キャラクター	N;NOM;PL;3	N
tutuklandı	逮捕	tutukla	逮捕	V;PFV;IND;SG;3;POS;PST;PASS	V
organizasyon	団体	organizasyon	団体	N;NOM;SG;3	N
organizasyon	組織	organizasyon	組織	N;NOM;SG;3	N
organizasyon	団体	organizasyon	団体	N;NOM;SG;3	N
organizasyon	組織	organizasyon	組織	N;NOM;SG;3	N
yükseklik	高度	yükseklik	高度	N;NOM;SG;3	N
yükseklik	身長	yükseklik	身長	N;NOM;SG;3	N
anıtı	モニュメント	anıt	モニュメント	N;ACC;SG;3	N
anıtı	記念碑	anıt	記念碑	N;ACC;SG;3	N
üreme	伝播	üre	伝播	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	布教	üre	布教	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	繁殖	üre	繁殖	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	模写	üre	模写	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
okula	学校	okul	学校	N;DAT;SG;3	N
okula	スクール	okul	スクール	N;DAT;SG;3	N
moleküler	分子	molekü	分子	N;NOM;PL;3	N
etkinlik	アクティビティ	etkinlik	アクティビティ	N;NOM;SG;3	N
etkinlik	イベント	etkinlik	イベント	N;NOM;SG;3	N
etkinlik	行事	etkinlik	行事	N;NOM;SG;3	N
etkinlik	イベント	etkinlik	イベント	N;NOM;SG;3	N
etkinlik	行事	etkinlik	行事	N;NOM;SG;3	N
merak	好奇心	merak	好奇心	N;NOM;SG;3	N
merak	興味	merak	興味	N;NOM;SG;3	N
merak	好奇心	merak	好奇心	N;NOM;SG;3	N
sunuldu	提示	sun	提示	V;PFV;IND;SG;3;POS;PST;PASS	V
sayfayı	ページ	sayfa	ページ	N;ACC;SG;3	N
devriye	斥候	devri	斥候	N;NOM;SG;3	N
devriye	パトロール	devri	パトロール	N;NOM;SG;3	N
açısı	角度	açı	角度	N;NOM;SG;3	N
açısı	アングル	açı	アングル	N;NOM;SG;3	N
sunulan	提示	sun	提示	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
yoluna	除草	yol	除草	N;DAT;SG;3	N
sunucusu	司会	sunucu	司会	N;NOM;SG;3	N
sunucusu	サーバ	sunucu	サーバ	N;NOM;SG;3	N
sunucusu	サーバー	sunucu	サーバー	N;NOM;SG;3	N
endüstriyel	工業	endüstriyel	工業	N;NOM;SG;3	N
açıklaması	説明	açıkla	説明	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
açıklaması	解説	açıkla	解説	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
alışveriş	ショップ	alışveriş	ショップ	N;NOM;SG;3	N
alışveriş	ショッピング	alışveriş	ショッピング	N;NOM;SG;3	N
alışveriş	買い物	alışveriş	買い物	N;NOM;SG;3	N
