vir	for	vir	for	ADP	ADP
kwaliteit	kvaliteten	kwaliteit	kvalitet	N;SG	N;DEF;MASC+FEM;SG
takke	grene	tak	grene	N;PL	N;DEF;NEUT;PL
takke	filialer	tak	filiale	N;PL	N;INDF;MASC+FEM;PL
takke	brancher	tak	branche	N;PL	N;INDF;MASC+FEM;PL
takke	afdelinger	tak	afdeling	N;PL	N;INDF;MASC+FEM;PL
houding	indstilling	houding	indstilling	N;SG	N;INDF;MASC+FEM;SG
houding	holdning	houding	holdning	N;SG	N;INDF;MASC+FEM;SG
houding	attitude	houding	attitude	N;SG	N;INDF;MASC+FEM;SG
deelnemers	deltagere	deelnemer	deltager	N;PL	N;INDF;MASC+FEM;PL
deelnemers	deltagerne	deelnemer	deltager	N;PL	N;DEF;MASC+FEM;PL
ervaring	oplevelse	ervaring	oplevelse	N;SG	N;INDF;MASC+FEM;SG
ervaring	erfaring	ervaring	erfaring	N;SG	N;INDF;MASC+FEM;SG
tuisblad	startside	tuisblad	startside	N;SG	N;INDF;MASC+FEM;SG
gelyke	peer	gelyk	peer	N;SG	N;INDF;MASC+FEM;SG
beveel	anbefaler	beveel	anbefale	V;PRS	V;IND;PRS;FIN;ACT
beveel	henstiller	beveel	henstille	V;PRS	V;IND;PRS;FIN;ACT
merk	mærke	merk	mærke	V;PRS	V;NFIN;ACT
merk	tag	merk	tage	V;PRS	V;IMP
merk	mærk	merk	mærk	V;PRS	V;IMP
merk	tagge	merk	tagge	V;PRS	V;NFIN;ACT
merk	mærke	merk	mærke	V;PRS	V;NFIN;ACT
merk	markér	merk	mark	V;PRS	V;IND;PRS;FIN;ACT
slang	slange	slang	slang	N;SG	N;INDF;MASC+FEM;SG
slang	slangen	slang	slang	N;SG	N;DEF;MASC+FEM;SG
slang	snog	slang	snå	N;SG	N;INDF;MASC+FEM;SG
geassosieer	associeret	assosieer	associere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geassosieer	tilknyttet	assosieer	tilknytte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
simptome	symptomer	simptome	symptom	N;PL	N;INDF;NEUT;PL
hervorming	reformation	hervorming	reformation	N;SG	N;INDF;MASC+FEM;SG
genre	genre	genr	genre	N;SG	N;INDF;MASC+FEM;SG
parke	parker	park	park	N;PL	N;INDF;MASC+FEM;PL
gesinne	familierne	gesin	familie	N;PL	N;DEF;MASC+FEM;PL
gesinne	familier	gesin	familie	N;PL	N;INDF;MASC+FEM;PL
rasse	racer	rasse	race	N;PL	N;INDF;MASC+FEM;PL
pruisiese	preussiske	pruisies	preussisk	ADJ;NOM	ADJ;PL
tref	pålægger	tref	pålægge	V;PRS	V;IND;PRS;FIN;ACT
tref	pålægge	tref	pålægge	V;PRS	V;NFIN;ACT
tref	påtvinge	tref	påtvinge	V;PRS	V;NFIN;ACT
tref	slå	tref	slå	V;PRS	V;NFIN;ACT
bedreiging	trussel	bedreiging	trussel	N;SG	N;INDF;MASC+FEM;SG
uitleg	indretning	uitleg	indretning	N;SG	N;INDF;MASC+FEM;SG
uitleg	layout	uitleg	layout	N;SG	N;INDF;NEUT;SG
smaak	smage	smaak	smage	V;PRS	V;NFIN;ACT
smaak	smager	smaak	smage	V;PRS	V;IND;PRS;FIN;ACT
spore	stier	spor	stie	N;PL	N;INDF;MASC+FEM;PL
aardbewing	jordskælv	aardbewing	jordskælv	N;SG	N;INDF;NEUT;SG
aardbewing	jordskælvet	aardbewing	jordskælv	N;SG	N;DEF;NEUT;SG
woestyn	dessert	woestyn	desser	N;SG	N;INDF;MASC+FEM;SG
woestyn	desserten	woestyn	dessert	N;SG	N;DEF;MASC+FEM;SG
woestyn	ørken	woestyn	ørk	N;SG	N;INDF;MASC+FEM;SG
woestyn	ørkenen	woestyn	ørken	N;SG	N;DEF;MASC+FEM;SG
woestyn	desert	woestyn	deser	N;SG	N;INDF;MASC+FEM;SG
kolle	prikker	kol	prikke	N;PL	N;INDF;MASC+FEM;PL
kolle	pletter	kol	plet	N;PL	N;INDF;MASC+FEM;PL
kookkuns	gastronomi	kookkuns	gastronomi	N;SG	N;INDF;MASC+FEM;SG
kookkuns	køkken	kookkuns	køkke	N;SG	N;INDF;NEUT;SG
kookkuns	kogning	kookkuns	kogning	N;SG	N;INDF;MASC+FEM;SG
kookkuns	madlavning	kookkuns	madlavning	N;SG	N;INDF;MASC+FEM;SG
meisie	pigen	meisie	pige	N;SG	N;DEF;MASC+FEM;SG
meisie	tøs	meisie	tøs	N;SG	N;INDF;MASC+FEM;SG
meisie	pige	meisie	pige	N;SG	N;INDF;MASC+FEM;SG
radius	radius	radius	radius	N;SG	N;INDF;MASC+FEM;SG
vrae	spørgsmål	vraag	spørgsmål	N;PL	N;INDF;NEUT;PL
werknemers	arbejdstagere	werknemer	arbejdstager	N;PL	N;INDF;MASC+FEM;PL
werknemers	medarbejdere	werknemer	medarbejder	N;PL	N;INDF;MASC+FEM;PL
werknemers	lønmodtagere	werknemer	lønmodtager	N;PL	N;INDF;MASC+FEM;PL
reageer	reagerer	reageer	reagere	V;PRS	V;IND;PRS;FIN;ACT
reageer	reagere	reageer	reagere	V;PRS	V;NFIN;ACT
reageer	reagere	reageer	reagere	V;PRS	V;NFIN;ACT
reageer	svare	reageer	svare	V;PRS	V;NFIN;ACT
tronk	fængsel	tronk	fængsel	N;SG	N;INDF;NEUT;SG
tronk	fængslet	tronk	fængsel	N;SG	N;DEF;NEUT;SG
tronk	fængsel	tronk	fængsel	N;SG	N;INDF;NEUT;SG
tronk	fængslet	tronk	fængsel	N;SG	N;DEF;NEUT;SG
enjins	motorerne	enjins	motor	N;PL	N;DEF;MASC+FEM;PL
enjins	motorer	enjins	motor	N;PL	N;INDF;MASC+FEM;PL
evolusie	evolution	evolusie	evolution	N;SG	N;INDF;MASC+FEM;SG
evolusie	udviklingen	evolusie	udvikling	N;SG	N;DEF;MASC+FEM;SG
evolusie	udvikling	evolusie	udvikling	N;SG	N;INDF;MASC+FEM;SG
sektor	sektor	sektor	sektor	N;SG	N;INDF;MASC+FEM;SG
sektor	sektoren	sektor	sektor	N;SG	N;DEF;MASC+FEM;SG
leierskap	lederskab	leierskap	lederskab	N;SG	N;INDF;NEUT;SG
leierskap	ledelse	leierskap	ledelse	N;SG	N;INDF;MASC+FEM;SG
keulen	parfume	keulen	parfum	N;SG	N;INDF;NEUT;SG
alma	alma	alma	alma	N;SG	N;INDF;MASC+FEM;SG
afrigter	træneren	afrigter	træner	N;SG	N;DEF;MASC+FEM;SG
afrigter	coach	afrigter	coach	N;SG	N;INDF;MASC+FEM;SG
afrigter	træner	afrigter	træne	N;SG	N;INDF;MASC+FEM;SG
pond	pund	pond	pund	N;SG	N;INDF;MASC+FEM;SG
pond	kilo	pond	kilo	N;SG	N;INDF;NEUT;SG
mites	myter	mite	myte	N;PL	N;INDF;MASC+FEM;PL
items	punkterne	item	punkt	N;PL	N;DEF;NEUT;PL
items	poster	item	post	N;PL	N;INDF;MASC+FEM;PL
items	genstande	item	genstand	N;PL	N;INDF;MASC+FEM;PL
items	punkter	item	punkt	N;PL	N;INDF;NEUT;PL
winkels	forretninger	winkels	forretning	N;PL	N;INDF;MASC+FEM;PL
winkels	butikker	winkels	butik	N;PL	N;INDF;MASC+FEM;PL
winkels	forretninger	winkels	forretning	N;PL	N;INDF;MASC+FEM;PL
winkels	butikkerne	winkels	butik	N;PL	N;DEF;MASC+FEM;PL
winkels	butikker	winkels	butik	N;PL	N;INDF;MASC+FEM;PL
storm	farende	storm	fare	V;PRS	V;PRS;V.PTCP
erg	seriøst	erg	seriøst	ADV	ADV
erg	alvorligt	erg	alvorligt	ADV	ADV
genetiese	genetiske	geneties	genetisk	ADJ;NOM	ADJ;PL
genetiese	genetisk	geneties	genetisk	ADJ;NOM	ADJ;INDF;SG
films	film	films	film	N;PL	N;INDF;MASC+FEM;PL
oseane	havene	oseane	have	N;PL	N;DEF;NEUT;PL
oseane	oceaner	oseane	ocean	N;PL	N;INDF;MASC+FEM;PL
geëis	hævdede	eis	hævde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geëis	påstod	eis	påstå	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geëis	påstået	eis	påstå	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geëis	hævdet	eis	hævde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
minderheid	gearet	minderheid	gear	N;SG	N;DEF;NEUT;SG
afstammelinge	efterkommere	afstammeling	efterkommer	N;PL	N;INDF;MASC+FEM;PL
feite	facts	feit	facts	N;PL	N;INDF;NEUT;PL
feite	kendsgerninger	feit	kendsgerning	N;PL	N;INDF;MASC+FEM;PL
sirkel	cirkel	sirkel	cirkel	N;SG	N;INDF;MASC+FEM;SG
sirkel	kreds	sirkel	kreds	N;SG	N;INDF;MASC+FEM;SG
perspektief	overslag	perspektief	overslag	N;SG	N;INDF;NEUT;SG
perspektief	perspektivet	perspektief	perspektiv	N;SG	N;DEF;NEUT;SG
perspektief	perspektiv	perspektief	perspektiv	N;SG	N;INDF;NEUT;SG
kings	konger	king	konge	N;PL	N;INDF;MASC+FEM;PL
helderheid	lysstyrke	helderheid	lysstyrke	N;SG	N;INDF;MASC+FEM;SG
toepassings	anvendelser	toepassing	anvendelse	N;PL	N;INDF;MASC+FEM;PL
toepassings	ansøgninger	toepassing	ansøgning	N;PL	N;INDF;MASC+FEM;PL
toepassings	applikationer	toepassing	applikation	N;PL	N;INDF;MASC+FEM;PL
toepassings	apps	toepassing	appse	N;PL	N;INDF;NEUT;PL
toepassings	applikationer	toepassing	applikation	N;PL	N;INDF;MASC+FEM;PL
weduwee	enke	weduwee	enke	N;SG	N;INDF;MASC+FEM;SG
weduwee	enkemand	weduwee	enkemand	N;SG	N;INDF;MASC+FEM;SG
weduwee	enke	weduwee	enke	N;SG	N;INDF;MASC+FEM;SG
weduwee	enken	weduwee	enken	N;SG	N;INDF;MASC+FEM;SG
fiksie	fiktion	fiksie	fiktion	N;SG	N;INDF;MASC+FEM;SG
metale	metaller	metaal	metal	N;PL	N;INDF;NEUT;PL
klubs	klubber	klubs	klub	N;PL	N;INDF;MASC+FEM;PL
klubs	natklubber	klubs	natklub	N;PL	N;INDF;MASC+FEM;PL
klubs	køller	klubs	kølle	N;PL	N;INDF;MASC+FEM;PL
klubs	klubberne	klubs	klub	N;PL	N;DEF;MASC+FEM;PL
domein	domæne	domein	domæn	N;SG	N;INDF;MASC+FEM;SG
blootgestel	blottet	blootstel	blotte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
blootgestel	eksponerede	blootstel	eksponere	V;PST;V.PTCP	V;PL;PST;V.PTCP
blootgestel	udsat	blootstel	udsætte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
blootgestel	afsløret	blootstel	afsløre	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
blootgestel	eksponeret	blootstel	eksponere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
individu	individ	individu	individ	N;SG	N;INDF;NEUT;SG
oorsig	overblik	oorsig	overblik	N;SG	N;INDF;NEUT;SG
oorsig	gennemgang	oorsig	gennemgang	N;SG	N;INDF;MASC+FEM;SG
oorsig	anmeldelse	oorsig	anmeldelse	N;SG	N;INDF;MASC+FEM;SG
sade	sade	sade	sade	N;SG	N;INDF;NEUT;SG
misdaad	kriminalitet	misdaad	kriminalitet	N;SG	N;INDF;MASC+FEM;SG
misdaad	forbrydelse	misdaad	forbrydelse	N;SG	N;INDF;MASC+FEM;SG
villa	villa	villa	villa	N;SG	N;INDF;MASC+FEM;SG
villa	villaen	villa	villa	N;SG	N;DEF;MASC+FEM;SG
sneeu	snefald	sneeu	snefald	N;SG	N;INDF;NEUT;SG
sneeu	sne	sneeu	sne	N;SG	N;INDF;MASC+FEM;SG
stabiele	stabil	stabiel	stabil	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
stabiele	stabilt	stabiel	stabil	ADJ;NOM	ADJ;INDF;NEUT;SG
stabiele	stabile	stabiel	stabil	ADJ;NOM	ADJ;PL
vertalings	oversættelser	vertaling	oversættelse	N;PL	N;INDF;MASC+FEM;PL
oosterse	orientalske	oosters	orientalsk	ADJ;NOM	ADJ;PL
optiese	optiske	optiese	optisk	ADJ;NOM	ADJ;PL
optiese	optisk	optiese	optisk	ADJ;NOM	ADJ;INDF;SG
lokomotief	lokomotiv	lokomotief	lokomotiv	N;SG	N;INDF;NEUT;SG
ontwerpe	designs	ontwerp	designs	N;PL	N;INDF;NEUT;PL
ontwerpe	mønstre	ontwerp	mønster	N;PL	N;INDF;NEUT;PL
sleutel	tast	sleutel	taste	V;PRS	V;IMP
uitdrukking	udtryk	uitdrukking	udtryk	N;SG	N;INDF;NEUT;SG
uitwissing	udryddelse	uitwissing	udryddelse	N;SG	N;INDF;MASC+FEM;SG
uitwissing	tilintetgørelse	uitwissing	tilintetgørelse	N;SG	N;INDF;MASC+FEM;SG
uitwissing	udslettelse	uitwissing	udslettelse	N;SG	N;INDF;MASC+FEM;SG
ideale	ideal	ideal	ideal	N;SG	N;INDF;NEUT;SG
dak	dakota	dak	dakota	N;SG	N;INDF;NEUT;SG
hernoem	omdøbe	hernoem	omdøbe	V;PRS	V;NFIN;ACT
gewildheid	popularitet	gewildheid	popularitet	N;SG	N;INDF;MASC+FEM;SG
vaandel	fændrik	vaandel	fændrik	N;SG	N;INDF;MASC+FEM;SG
vaandel	sekondløjtnant	vaandel	sekondløjtnan	N;SG	N;INDF;MASC+FEM;SG
lot	skæbne	lot	skæbne	N;SG	N;INDF;MASC+FEM;SG
lot	skæbnen	lot	skæbne	N;SG	N;DEF;MASC+FEM;SG
vyand	fjenden	vyand	fjende	N;SG	N;DEF;MASC+FEM;SG
vyand	fjende	vyand	fjende	N;SG	N;INDF;MASC+FEM;SG
opname	undersøgelse	opname	undersøgelse	N;SG	N;INDF;MASC+FEM;SG
skenk	donerer	skenk	donere	V;PRS	V;IND;PRS;FIN;ACT
skenk	donere	skenk	don	V;PRS	V;NFIN;ACT
skiet	skyde	skiet	skyde	V;PRS	V;NFIN;ACT
skiet	skyd	skiet	skyd	V;PRS	V;IMP
skiet	skyder	skiet	skyde	V;PRS	V;IND;PRS;FIN;ACT
skiet	skyde	skiet	skyde	V;PRS	V;NFIN;ACT
skiet	skyder	skiet	skyde	V;PRS	V;IND;PRS;FIN;ACT
noordwestelike	nordvestlige	noordwestelik	nordvestlig	ADJ;NOM	ADJ;PL
koor	kor	koor	kor	N;SG	N;INDF;NEUT;SG
magtige	mægtig	magtig	mægtig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
magtige	mægtige	magtig	mægtig	ADJ;NOM	ADJ;PL
magtige	mægtigt	magtig	mægtig	ADJ;NOM	ADJ;INDF;NEUT;SG
manne	mændene	man	mand	N;PL	N;DEF;MASC+FEM;PL
manne	mænd	man	mand	N;PL	N;INDF;MASC+FEM;PL
betrek	involverer	betrek	involvere	V;PRS	V;IND;PRS;FIN;ACT
betrek	involvere	betrek	involvere	V;PRS	V;NFIN;ACT
skandinawiese	skandinavisk	skandinawies	skandinavisk	ADJ;NOM	ADJ;INDF;SG
skandinawiese	skandinaviske	skandinawies	skandinavisk	ADJ;NOM	ADJ;PL
geag	overvejes	geag	overveje	V;PRS	V;PRS;NFIN;PASS
amptenare	embedsmænd	amptenaar	embedsmand	N;PL	N;INDF;MASC+FEM;PL
amptenare	tjenestemænd	amptenaar	tjenestemand	N;PL	N;INDF;MASC+FEM;PL
musiekgroep	band	musiekgroep	band	N;SG	N;INDF;NEUT;SG
musiekgroep	bandet	musiekgroep	band	N;SG	N;DEF;NEUT;SG
musiekgroep	orkester	musiekgroep	orkester	N;SG	N;INDF;NEUT;SG
persoonlikheid	personlighed	persoonlikheid	personlighed	N;SG	N;INDF;MASC+FEM;SG
onderhou	opretholde	onderhou	opretholde	V;PRS	V;NFIN;ACT
uitgawes	udgaver	uitgawe	udgave	N;PL	N;INDF;MASC+FEM;PL
arktiese	arktisk	arkties	arktisk	ADJ;NOM	ADJ;INDF;SG
arktiese	arktiske	arkties	arktisk	ADJ;NOM	ADJ;PL
slaap	sleep	slaap	sleep	N;SG	N;INDF;MASC+FEM;SG
slaap	søvn	slaap	søvn	N;SG	N;INDF;MASC+FEM;SG
monumente	monumenter	monument	monument	N;PL	N;INDF;NEUT;PL
monumente	mindesmærker	monument	mindesmærke	N;PL	N;INDF;NEUT;PL
lading	opkrævning	lading	opkrævning	N;SG	N;INDF;MASC+FEM;SG
lading	ladning	lading	ladning	N;SG	N;INDF;MASC+FEM;SG
lading	afgift	lading	afgift	N;SG	N;INDF;MASC+FEM;SG
lading	opladning	lading	opladning	N;SG	N;INDF;MASC+FEM;SG
nek	hals	nek	hals	N;SG	N;INDF;MASC+FEM;SG
nek	halsen	nek	hals	N;SG	N;DEF;MASC+FEM;SG
nek	nakken	nek	nakke	N;SG	N;DEF;MASC+FEM;SG
nek	nakke	nek	nakke	N;SG	N;INDF;MASC+FEM;SG
plate	plader	plaat	plade	N;PL	N;INDF;MASC+FEM;PL
bemark	promovere	bemark	promovere	V;PRS	V;NFIN;ACT
staal	stål	staal	stål	N;SG	N;INDF;MASC+FEM;SG
verblyf	indgivelse	verblyf	indgivelse	N;SG	N;INDF;MASC+FEM;SG
verblyf	logi	verblyf	logi	N;SG	N;INDF;NEUT;SG
stoor	opbevares	stoor	opbevare	V;PRS	V;IND;PRS;FIN;PASS
geheim	hemmelighed	heim	hemmelighed	N;SG	N;INDF;MASC+FEM;SG
mensdom	menneskeheden	mensdom	menneskeheden	N;SG	N;DEF;MASC+FEM;SG
mensdom	menneskeheden	mensdom	menneskeheden	N;SG	N;DEF;MASC+FEM;SG
atome	atomer	atom	atome	N;PL	N;INDF;MASC+FEM;PL
omvang	rækkevidde	omvang	rækkevidde	N;SG	N;INDF;MASC+FEM;SG
omvang	afstand	omvang	afstand	N;SG	N;INDF;MASC+FEM;SG
omvang	sortiment	omvang	sortiment	N;SG	N;INDF;NEUT;SG
omvang	interval	omvang	interval	N;SG	N;INDF;NEUT;SG
plaaslik	lokalt	plaaslik	lokalt	ADV	ADV
mater	mater	mater	mate	N;SG	N;INDF;MASC+FEM;SG
diepte	dybde	diepte	dybde	N;SG	N;INDF;MASC+FEM;SG
diepte	dybden	diepte	dybden	N;SG	N;DEF;MASC+FEM;SG
tegniek	teknikken	tegniek	teknik	N;SG	N;DEF;MASC+FEM;SG
tegniek	teknik	tegniek	teknik	N;SG	N;INDF;MASC+FEM;SG
markte	markederne	mark	marked	N;PL	N;DEF;NEUT;PL
markte	markeder	mark	marked	N;PL	N;INDF;NEUT;PL
geïnspireer	inspirerede	inspireer	inspirere	V;PST;V.PTCP	V;PL;PST;V.PTCP
geïnspireer	inspireret	inspireer	inspirere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
jersey	trøje	jersey	trøje	N;SG	N;INDF;MASC+FEM;SG
identifiseer	identificere	identifiseer	identificere	V;PRS	V;NFIN;ACT
armoede	fattigdom	armoede	fattigdom	N;SG	N;INDF;MASC+FEM;SG
armoede	fattigdommen	armoede	fattigdom	N;SG	N;DEF;MASC+FEM;SG
seisoene	årstider	seisoen	årstid	N;PL	N;INDF;MASC+FEM;PL
seisoene	sæsoner	seisoen	sæson	N;PL	N;INDF;MASC+FEM;PL
moorde	mordene	moord	mord	N;PL	N;DEF;NEUT;PL
ridder	knight	ridder	knight	N;SG	N;INDF;MASC+FEM;SG
ridder	ridder	ridder	ridder	N;SG	N;INDF;MASC+FEM;SG
uraan	point	uraan	point	N;SG	N;INDF;NEUT;SG
uraan	uran	uraan	uran	N;SG	N;INDF;NEUT;SG
uraan	euros	uraan	euros	N;SG	N;INDF;MASC+FEM;SG
uraan	euro	uraan	euro	N;SG	N;INDF;MASC+FEM;SG
inderdaad	faktisk	inderdaad	faktisk	ADV	ADV
dubbele	dobbelt	dubbel	dobbel	ADJ;NOM	ADJ;INDF;NEUT;SG
kontrak	kontrakten	kontrak	kontrakt	N;SG	N;DEF;MASC+FEM;SG
kontrak	kontrakt	kontrak	kontrakt	N;SG	N;INDF;MASC+FEM;SG
klassifikasie	indplacering	klassifikasie	indplacering	N;SG	N;INDF;MASC+FEM;SG
klassifikasie	klassifikation	klassifikasie	klassifikation	N;SG	N;INDF;MASC+FEM;SG
klassifikasie	klassificering	klassifikasie	klassificering	N;SG	N;INDF;MASC+FEM;SG
beeste	kreaturer	bees	kreatur	N;PL	N;INDF;MASC+FEM;PL
opgelewer	returnere	oplewer	returnere	V;PST;V.PTCP	V;NFIN;ACT
verken	udforske	verken	udforsk	V;PRS	V;NFIN;ACT
invloedryke	indflydelsesrige	invloedryk	indflydelsesrig	ADJ;NOM	ADJ;PL
invloedryke	indflydelsesrig	invloedryk	indflydelsesrig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
analise	analyse	analise	analyse	N;SG	N;INDF;MASC+FEM;SG
galery	galleriet	galery	galleri	N;SG	N;DEF;NEUT;SG
galery	galleri	galery	galleri	N;SG	N;INDF;NEUT;SG
ondergrondse	underjordiske	ondergronds	underjordisk	ADJ;NOM	ADJ;PL
faktor	factor	faktor	factor	N;SG	N;INDF;MASC+FEM;SG
faktor	faktoren	faktor	faktor	N;SG	N;DEF;MASC+FEM;SG
faktor	faktor	faktor	faktor	N;SG	N;INDF;MASC+FEM;SG
blok	blokere	blok	blok	V;PRS	V;NFIN;ACT
versier	pynte	versier	pynte	V;PRS	V;NFIN;ACT
geselskap	samfundet	geselskap	samfund	N;SG	N;DEF;NEUT;SG
geselskap	samfund	geselskap	samfund	N;SG	N;INDF;NEUT;SG
gevul	fyldt	vul	fylde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gevul	fyldte	vul	fylde	V;PST;V.PTCP	V;PST;V.PTCP
gevul	udfyldt	vul	udfylde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
termyn	term	termyn	term	N;SG	N;INDF;MASC+FEM;SG
termyn	benævnelse	termyn	benævnelse	N;SG	N;INDF;MASC+FEM;SG
wysigings	opdateringer	wysiging	opdatering	N;PL	N;INDF;MASC+FEM;PL
gedagtes	tanker	dagte	tanke	N;PL	N;INDF;MASC+FEM;PL
satelliete	satellitter	satelliet	satellit	N;PL	N;INDF;MASC+FEM;PL
satelliete	satellitterne	satelliet	satellit	N;PL	N;DEF;MASC+FEM;PL
kanale	kanalerne	kanaal	kanal	N;PL	N;DEF;MASC+FEM;PL
kanale	kanaler	kanaal	kanal	N;PL	N;INDF;MASC+FEM;PL
kwart	kvartal	kwart	kvartal	N;SG	N;INDF;NEUT;SG
kwart	fjerdedel	kwart	fjerdedel	N;SG	N;INDF;MASC+FEM;SG
voertuig	køretøj	voertuig	køretøj	N;SG	N;INDF;NEUT;SG
voertuig	køretøjet	voertuig	køretøj	N;SG	N;DEF;NEUT;SG
grondwetlike	forfatningsmæssig	grondwetlik	forfatningsmæssig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
grondwetlike	forfatningsmæssige	grondwetlik	forfatningsmæssig	ADJ;NOM	ADJ;PL
kontinent	verdensdel	kontinent	verdensdel	N;SG	N;INDF;MASC+FEM;SG
kontinent	kontinentet	kontinent	kontinent	N;SG	N;DEF;NEUT;SG
kontinent	kontinent	kontinent	kontinent	N;SG	N;INDF;NEUT;SG
spektrum	spektrum	spektrum	spektrum	N;SG	N;INDF;NEUT;SG
swerm	flok	swerm	flok	N;SG	N;INDF;MASC+FEM;SG
aanleg	flair	aanleg	flair	N;SG	N;INDF;MASC+FEM;SG
toelaat	tillad	toelaat	tillad	V;PRS	V;IMP
sigbare	synlig	sigbaar	synlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
sigbare	synligt	sigbaar	synligt	ADJ;NOM	ADJ;INDF;NEUT;SG
sigbare	synlige	sigbaar	synlig	ADJ;NOM	ADJ;PL
getuienis	vidne	getuienis	vidne	N;SG	N;INDF;NEUT;SG
getuienis	bevis	getuienis	bevis	N;SG	N;INDF;NEUT;SG
getuienis	bevismateriale	getuienis	bevismateriale	N;SG	N;INDF;NEUT;SG
afstande	afstande	afstande	afstand	N;PL	N;INDF;MASC+FEM;PL
afstande	afstandene	afstande	afstand	N;PL	N;DEF;MASC+FEM;PL
tema	emne	tema	emne	N;SG	N;INDF;NEUT;SG
tema	tema	tema	tema	N;SG	N;INDF;NEUT;SG
afkorting	forkortelse	afkorting	forkortelse	N;SG	N;INDF;MASC+FEM;SG
venus	venus	venus	venus	N;SG	N;INDF;MASC+FEM;SG
rykdom	rigdom	rykdom	rigdom	N;SG	N;INDF;MASC+FEM;SG
rykdom	velstand	rykdom	velstand	N;SG	N;INDF;MASC+FEM;SG
volgelinge	følgere	volgeling	følger	N;PL	N;INDF;MASC+FEM;PL
volgelinge	tilhængere	volgeling	tilhænger	N;PL	N;INDF;MASC+FEM;PL
ingenieurswese	ingeniør	ingenieurswese	ingeniør	N;SG	N;INDF;MASC+FEM;SG
ingenieurswese	engineering	ingenieurswese	engineering	N;SG	N;INDF;MASC+FEM;SG
kitaar	guitar	kitaar	guitar	N;SG	N;INDF;MASC+FEM;SG
kitaar	guitaren	kitaar	guitar	N;SG	N;DEF;MASC+FEM;SG
verhoor	prøveperiode	verhoor	prøveperiode	N;SG	N;INDF;MASC+FEM;SG
verhoor	retssag	verhoor	retssag	N;SG	N;INDF;MASC+FEM;SG
verhoor	høring	verhoor	høring	N;SG	N;INDF;MASC+FEM;SG
verhoor	retsmøde	verhoor	retsmøde	N;SG	N;INDF;NEUT;SG
verhoor	hørelsen	verhoor	hørelse	N;SG	N;DEF;MASC+FEM;SG
verhoor	hørelse	verhoor	hørelse	N;SG	N;INDF;MASC+FEM;SG
verwydering	afhentning	verwydering	afhentning	N;SG	N;INDF;MASC+FEM;SG
verwydering	fjernelse	verwydering	fjernelse	N;SG	N;INDF;MASC+FEM;SG
akteurs	aktører	akteur	aktøre	N;PL	N;INDF;MASC+FEM;PL
akteurs	skuespillerne	akteur	skuespiller	N;PL	N;DEF;MASC+FEM;PL
akteurs	skuespillere	akteur	skuespiller	N;PL	N;INDF;MASC+FEM;PL
akteurs	aktørerne	akteur	aktør	N;PL	N;DEF;MASC+FEM;PL
agentskap	agenturet	agentskap	agentur	N;SG	N;DEF;NEUT;SG
agentskap	agentur	agentskap	agentur	N;SG	N;INDF;NEUT;SG
agentskap	bureau	agentskap	bureau	N;SG	N;INDF;NEUT;SG
agentskap	bureauet	agentskap	bureau	N;SG	N;DEF;NEUT;SG
handtekening	signatur	handtekening	signatur	N;SG	N;INDF;MASC+FEM;SG
handtekening	underskrift	handtekening	underskrift	N;SG	N;INDF;MASC+FEM;SG
handtekening	undertegnelse	handtekening	undertegnelse	N;SG	N;INDF;MASC+FEM;SG
geloods	igangsat	geloods	igangsætte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geloods	lanceret	geloods	lancere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geloods	iværksat	geloods	iværksætte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ligter	lysere	ligter	lys	ADJ;NOM;CMPR	ADJ;CMPR
ligter	lettere	ligter	let	ADJ;NOM;CMPR	ADJ;CMPR
siel	sjælen	siel	sjæle	N;SG	N;DEF;MASC+FEM;SG
siel	sjæl	siel	sjæl	N;SG	N;INDF;MASC+FEM;SG
teenstander	modstanderen	teenstander	modstander	N;SG	N;DEF;MASC+FEM;SG
teenstander	modstander	teenstander	modstander	N;SG	N;INDF;MASC+FEM;SG
ewenaar	ækvator	ewenaar	ækvator	N;SG	N;INDF;MASC+FEM;SG
lidmaatskap	medlemskab	lidmaatskap	medlemskab	N;SG	N;INDF;NEUT;SG
