kväll	noc	kväll	noc	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
collection	zbierka	collection	zbierka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
collection	kolekcia	collection	kolekcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
collection	odber	collection	odber	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
collection	zber	collection	zber	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mäta	zmerať	mäta	zmerať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
köket	kuchyňa	kök	kuchyňa	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
köket	kuchyňa	kök	kuchyňa	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
too	taky	too	tak	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
hat	nenávisť	hat	nenávisť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
hat	nenávisť	hat	nenávisť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
portage	portage	portage	portaga	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
belle	belle	belle	bello	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
agera	konať	agera	konať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
fylla	vyplniť	fylla	vyplniť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
fylla	vyplňte	fylla	vyplňt	V;IMP;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
fylla	naplniť	fylla	naplniť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
varianten	variant	variant	variant	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
resultaten	výsledky	resultat	výsledok	N;NOM;DEF;NEUT;PL	N;INAN;NOM;MASC;PL
resultaten	vysledky	resultat	vysledok	N;NOM;DEF;NEUT;PL	N;INAN;NOM;MASC;PL
kvarter	bloky	kvarter	blok	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
riktig	reálny	riktig	reálny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
riktig	skutočné	riktig	skutočný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
riktig	skutočná	riktig	skutočný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
nationer	národy	nation	národ	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
orsaker	príčiny	orsak	príčina	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
orsaker	dôvody	orsak	dôvod	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
orsaker	príčiny	orsak	príčina	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
populationen	populácia	population	populácia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
populationen	obyvateľstvo	population	obyvateľstvo	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
upplösning	rozpad	upplösning	rozpad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
upplösning	rozpustenie	upplösning	rozpustenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
upplösning	rozlíšenie	upplösning	rozlíšenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
upplösning	rezolúcia	upplösning	rezolúcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
upplösning	uznesenie	upplösning	uznesenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
edge	hrane	edge	hraň	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
edge	okraj	edge	okraj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
belgisk	belgická	belgisk	belgický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
belgisk	belgické	belgisk	belgický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
belgisk	belgický	belgisk	belgický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
ladda	nabiť	ladda	nabiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
ladda	načítať	ladda	načítať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
konto	konto	konto	konto	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
konto	účet	konto	účet	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
konto	účte	konto	účiť	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
byarna	dediny	byare	dedina	N;NOM;DEF;MASC+FEM;PL	N;NOM;FEM;PL
byarna	obce	byare	obec	N;NOM;DEF;MASC+FEM;PL	N;NOM;FEM;PL
uppenbarligen	evidentne	uppenbarligen	evidentne	ADV	ADV
uppenbarligen	zjavne	uppenbarligen	zjavne	ADV	ADV
uppenbarligen	očividne	uppenbarligen	očividne	ADV	ADV
uppenbarligen	očividne	uppenbarligen	očividne	ADV	ADV
uppenbarligen	zjavne	uppenbarligen	zjavne	ADV	ADV
klasser	triedy	klass	trieda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
citat	citát	cita	citát	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
citat	citát	cita	citát	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ordbok	slovník	ordbok	slovník	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
värsta	najhoršia	ond	sorý	ADJ;NOM;DEF;RL	ADJ;NOM;RL;FEM;SG
värsta	najhorší	ond	zlý	ADJ;NOM;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
pulchra	pulchra	pulchra	pulchra	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
återkomst	vrátenie	återkomst	vrátenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
återkomst	návratnosť	återkomst	návratnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
återkomst	návrat	återkomst	návrat	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
minns	zapamätať	minnas	zapamätať	V;NFIN	V;PFV;POS;NFIN
minns	pamätať	minnas	pamätať	V;NFIN	V;IPFV;POS;NFIN
minns	pamätajte	minnas	pamätať	V;NFIN	V;IPFV;IMP;PL;2;POS;FIN
komedi	komédia	komedi	komédium	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rainbow	dúha	rainbow	dúha	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
svara	odpovedať	svara	odpovedať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
svara	odpovedať	svara	odpovedať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
svara	odpovedať	svara	odpovedať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
svara	reagovať	svara	reagovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
besöka	navštívte	besöka	navštíviť	V;IMP;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
besöka	navštíviť	besöka	navštíviť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
besöka	navštíviť	besöka	navštíviť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
geschichte	geschichte	geschichte	geschicht	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
turneringar	turnaje	turnering	turnaj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
marius	marius	marius	marius	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kardinal	kardinál	kardinal	kardinál	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
speciosa	speciosa	specios	specios	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ghost	duch	ghost	duch	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
symfoni	symfónia	symfoni	symfóniť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
effektivt	účinné	effektiv	účinný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
effektivt	efektívna	effektiv	efektívny	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
effektivt	účinný	effektiv	účinný	ADJ;NOM;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
effektivt	efektívny	effektiv	efektívny	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
effektivt	efektívna	effektiv	efektívny	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
hubert	hubert	hubert	hubert	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
konstverk	grafika	konstverk	grafika	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
uppfinnare	vynálezca	uppfinnare	vynálezca	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kunder	zákazníci	kund	zákazník	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kunder	klienti	kund	klient	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
märke	značka	märke	značka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
märke	značka	märke	značka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
besegrades	porazil	besegra	poraziť	V;IND;PST;FIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
besegrades	porazili	besegra	poraziť	V;IND;PST;FIN;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
maskiner	stroje	maskin	stroj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
maskiner	stroje	maskin	stroj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
förmågan	schopnosť	förmåga	schopnosť	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
militären	armáda	militär	armáda	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
militären	vojsko	militär	vojsko	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
fyller	vyplní	fylla	vyplniť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
fyller	napĺňa	fylla	napĺňať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fyller	vypĺňa	fylla	vypĺňať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fyller	naplní	fylla	naplniť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
cello	čelo	cello	čelo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
avsevärt	podstatne	avsevärd	podstatne	ADV	ADV
avsevärt	podstatne	avsevärd	podstatne	ADV	ADV
avsevärt	výrazne	avsevärd	výrazne	ADV	ADV
avsevärt	značne	avsevärd	značne	ADV	ADV
candida	candida	candid	candida	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ersatt	nahradený	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ersatt	nahradené	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ersatt	nahradená	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ersatt	nahradený	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ersatt	nahradené	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ersatt	nahradený	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ersatt	nahradená	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ersatt	vymenené	ersatt	vymenený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ersatt	nahradené	ersatt	nahradený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
batman	batman	batman	batman	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
uppvuxen	zvýšený	uppvuxen	zvýšený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
uppvuxen	vznesené	uppvuxen	vznesený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uppvuxen	vychovaný	uppvuxen	vychovať	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
uppvuxen	chované	uppvuxen	chovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ögat	oko	öga	oko	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
jordbruket	poľnohospodárstvo	jordbruk	poľnohospodárstvo	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
technology	technológia	technology	technológia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
technology	technika	technology	technika	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
svag	slabý	svag	slabý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
svag	slabá	svag	slabý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
svag	slabé	svag	slabý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
brorson	synovec	brorson	synovec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
femton	pätnásť	femton	pätnásť	NUM;NOM	NUM;NOM;NEUT;SG
virgin	panna	virgi	panna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ved	drevo	ved	drevo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
säljer	predať	sälja	predať	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
säljer	predávať	sälja	predávať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
säljer	predáva	sälja	predávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
säljer	predá	sälja	predať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
säljer	predávať	sälja	predávať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
säljer	predáva	sälja	predávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
miljön	prostredie	miljö	prostredie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
öppnar	otvorí	öppna	otvoriť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
öppnar	otvára	öppna	otvár	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
öppnar	otvára	öppna	otvár	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
magic	mágia	magic	mágia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
magic	kúzlo	magic	kúzlo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
expeditionen	expedícia	expedition	expedícia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
önskan	želanie	önskan	želanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
önskan	túžba	önskan	túžba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
önskan	želanie	önskan	želanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
skapats	vytvorili	skapa	vytvoriť	V;V.CVB;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
skapats	vytvoril	skapa	vytvoriť	V;V.CVB;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
muslimer	moslimovia	muslim	moslim	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
illustrationer	ilustrácie	illustration	ilustrácia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
idol	idol	idol	idol	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
restauranger	reštaurácie	restaurang	reštaurácia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
köpt	zakúpené	köpa	zakúpený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
köpt	kúpené	köpa	kúpený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
köpt	zakúpené	köpa	zakúpený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
köpt	kúpené	köpa	kúpený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
snabbaste	najrýchlejší	snabb	rýchly	ADJ;NOM;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
formula	vzorec	formul	vzorec	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utlandet	zahraničí	utland	zahraničie	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
omständigheter	okolnosti	omständighet	okolnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
omständigheter	okolnosti	omständighet	okolnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
asteroid	asteroid	asteroid	asteroid	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
militärt	vojenský	militär	vojenský	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
militärt	vojenské	militär	vojenský	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
klippning	účes	klippning	účes	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
klippning	strihanie	klippning	strihanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
klippning	zostrih	klippning	zostrih	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
klippning	zrážka	klippning	zrážka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
träffa	stretnúť	träffa	stretnúť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
träffa	spoznať	träffa	spoznať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
metro	metro	metro	metro	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
existerade	existovali	existera	existovať	V;IND;PST;V.PTCP;ACT	V;IPFV;MASC;PL;POS;PST;V.PTCP
existerade	existovala	existera	existovať	V;IND;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
existerade	existoval	existera	existovať	V;IND;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
existerade	existovalo	existera	existovať	V;IND;PST;V.PTCP;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
vänder	otočí	vända	otočiť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
palats	palace	palats	palac	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
palats	palác	palats	palác	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bekant	známe	bekant	známy	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bekant	známy	bekant	známy	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
arrangemang	usporiadanie	arrangemang	usporiadanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
föreställningar	vystúpenia	föreställning	vystúpenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
föreställningar	výkony	föreställning	výkon	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
föreställningar	predstavenia	föreställning	predstavenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
uppdelad	rozdelená	uppdela	rozdelený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
uppdelad	rozdelený	uppdela	rozdelený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
uppdelad	rozdelené	uppdela	rozdelený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kant	hrane	kunna	hraň	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kant	okraj	kunna	okraj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kant	hranica	kunna	hranica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
brunei	brunej	brunei	bruný	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
templet	chrám	tempel	chrám	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
fästningen	pevnosť	fästning	pevnosť	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
murcia	murcia	murcia	murcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
granit	žula	granit	žula	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
felaktig	nesprávna	felaktig	správny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
felaktig	nesprávny	felaktig	nesprávny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
felaktig	nepresné	felaktig	nepresný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
lok	lok	lok	lok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
lok	lokomotíva	lok	lokomotív	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
senior	senior	senio	senior	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ande	džin	ande	džin	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ande	duša	ande	duša	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ande	duch	ande	duch	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
branche	branche	branche	branch	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
talare	reproduktory	talare	reproduktor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
talare	rečníci	talare	rečník	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
förvaltning	hospodárenie	förvaltning	hospodárenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	riadenie	förvaltning	riadenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	vedenie	förvaltning	vedenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	manažment	förvaltning	manažment	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
förvaltning	spravovanie	förvaltning	spravovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	podanie	förvaltning	podanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	podaní	förvaltning	podanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	administratíva	förvaltning	administratív	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
förvaltning	podávanie	förvaltning	podávanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
förvaltning	správa	förvaltning	správa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mandatperiod	mandát	mandatperiod	mandát	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ornata	ornata	ornat	ornata	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
insåg	uvedomil	inse	uvedomiť	V;IMP;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
insåg	uvedomila	inse	uvedomiť	V;IMP;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
kontinenten	kontinente	kontinent	kontinent	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kontinenten	kontinent	kontinent	kontinent	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utnyttja	využívať	utnyttja	využívať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
utnyttja	využiť	utnyttja	využiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
termer	termíny	term	termín	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
termer	pojmy	term	pojem	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
termer	výrazy	term	výraz	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
termer	podmienky	term	podmienka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
vision	vízia	vision	víziť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vision	videnie	vision	videnie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
albanska	albánska	albanska	albánsky	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forntida	staroveký	forntida	staroveký	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
forntida	staroveké	forntida	staroveký	ADJ;NOM	ADJ;NOM;NEUT;SG
kunth	kunth	kunth	kunth	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
processer	procesy	process	proces	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fest	oslava	fest	oslava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fest	strana	fest	strana	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fest	večierok	fest	večierko	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fest	hostina	fest	hostina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fest	slávnosť	fest	slávnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samarbetade	spolupracoval	samarbetad	spolupracovať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
samarbetade	spolupracovalo	samarbetad	spolupracovať	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
samarbetade	spolupracovali	samarbetad	spolupracovať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
samarbetade	spolupracovala	samarbetad	spolupracovať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
underjordisk	podzemné	underjordisk	podzemný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
underjordisk	podzemný	underjordisk	podzemný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
fysisk	fyzické	fysisk	fyzický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
