een	egy	een	egy	DET;INDF	DET;INDF
bal	bál	bal	bál	N;MASC+FEM;SG	N;NOM;SG
bal	labdát	bal	labda	N;MASC+FEM;SG	N;ACC;SG
bal	golyó	bal	golyó	N;MASC+FEM;SG	N;NOM;SG
bal	labda	bal	labda	N;MASC+FEM;SG	N;NOM;SG
bal	bál	bal	bál	N;MASC+FEM;SG	N;NOM;SG
bal	szalagavató	bal	szalagavató	N;MASC+FEM;SG	N;NOM;SG
verwante	kapcsolódó	verwant	kapcsolódó	ADJ	ADJ;NOM;SG
stukje	darabja	stuk	darab	N;NEUT;SG	N;NOM;SG
onderscheiding	díj	onderscheiding	díj	N;MASC+FEM;SG	N;NOM;SG
onderscheiding	díjat	onderscheiding	díjat	N;MASC+FEM;SG	N;ACC;SG
docent	előadó	docent	előadó	N;MASC+FEM;SG	N;NOM;SG
docent	tanárnő	docent	tanárnő	N;MASC+FEM;SG	N;NOM;SG
docent	tanár	docent	tanár	N;MASC+FEM;SG	N;NOM;SG
geweld	erőszak	geweld	erősz	N;NEUT;SG	N;NOM;SG
verwoest	megsemmisült	verwoesten	megsemmisült	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verwoest	elpusztult	verwoesten	elpusztult	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verwoest	elpusztította	verwoesten	elpusztít	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
gezag	hatóság	gezag	hatóság	N;NEUT;SG	N;NOM;SG
gespecialiseerd	szakosodott	gespecialiseerd	szakosodott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gespecialiseerd	szakosított	gespecialiseerd	szakosított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gespecialiseerd	szakosodott	gespecialiseerd	szakosodott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gespecialiseerd	szakosított	gespecialiseerd	szakosított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
order	megrendelés	order	megrendelés	N;MASC+FEM;SG	N;NOM;SG
order	rendelés	order	rendelés	N;MASC+FEM;SG	N;NOM;SG
order	rend	order	rend	N;MASC+FEM;SG	N;NOM;SG
order	parancs	order	parancs	N;MASC+FEM;SG	N;NOM;SG
finales	vizsgák	finale	vizsga	N;PL	N;NOM;PL
trekt	húz	trekken	húz	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
trekt	rajzol	trekken	rajzol	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
gearresteerd	letartóztatott	arresteren	letartóztatott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gearresteerd	letartóztatták	arresteren	le+tartózik	V;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
budget	költségvetés	budget	költségvetés	N;NEUT;SG	N;NOM;SG
ontbreken	hiányzik	ontbreken	hiányzik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
ontbreken	eltűnt	ontbreken	el+tűnik	V;NFIN	V;INDF;IND;SG;3;PST;FIN;ACT
zwemmen	úszik	zwemmen	úszik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
zwemmen	úszni	zwemmen	úsz	V;NFIN	V;NFIN;ACT
zwemmen	úszni	zwemmen	úsz	V;NFIN	V;NFIN;ACT
restauratie	helyreállítása	restauratie	helyreállítás	N;MASC+FEM;SG	N;NOM;SG
geslachten	nemzetségek	slachten	nemzetség	N;PL	N;NOM;PL
steken	szúrt	steken	szúrt	V;NFIN	V;INDF;IND;SG;3;PST;FIN;ACT
steken	szúr	steken	szúr	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
slaat	veri	slaan	veri	V;SG;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
ken	kene	kunnen	kéne	V;SG;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
leerde	tanult	leren	tanult	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
leerde	megtanult	leren	meg+tanul	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
leerde	tanultam	leren	tanul	V;SG;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
lint	szalagot	linten	szalag	N;NEUT;SG	N;ACC;SG
lint	szalag	linten	szalag	N;NEUT;SG	N;NOM;SG
vandalisme	vandalizmus	vandalisme	vandalizmus	N;NEUT;SG	N;NOM;SG
middelen	erőforrások	middel	erőforrás	N;PL	N;NOM;PL
middelen	források	middel	forrás	N;PL	N;NOM;PL
stadsdeel	borough	stadsdeel	borough	N;NEUT;SG	N;NOM;SG
schiereiland	félsziget	schiereiland	félszig	N;NEUT;SG	N;NOM;SG
beperkte	korlátolt	beperken	korlátolt	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
cross	kereszt	cross	kereszt	N;MASC+FEM;SG	N;NOM;SG
voorlopig	ideiglenes	voorlopig	ideiglenes	ADJ	ADJ;NOM;SG
regiment	ezred	regiment	ezred	N;NEUT;SG	N;NOM;SG
kwalificatie	végzettség	kwalificatie	végzettség	N;MASC+FEM;SG	N;NOM;SG
kwalificatie	minősítés	kwalificatie	minősítés	N;MASC+FEM;SG	N;NOM;SG
kwalificatie	képesítés	kwalificatie	képesítés	N;MASC+FEM;SG	N;NOM;SG
jongens	fiúk	jongens	fiúk	N;PL	N;NOM;PL
jongens	pasik	jongens	pasik	N;PL	N;NOM;PL
jongens	srácok	jongens	srác	N;PL	N;NOM;PL
fouten	hibák	fout	hiba	N;PL	N;NOM;PL
fouten	hibákat	fout	hiba	N;PL	N;ACC;PL
fouten	hibák	fout	hiba	N;PL	N;NOM;PL
fouten	hibákat	fout	hiba	N;PL	N;ACC;PL
orchestra	zenekar	orchestra	zenekar	N;NEUT;SG	N;NOM;SG
prestaties	eredmények	prestatie	eredmény	N;PL	N;NOM;PL
prestaties	előadások	prestatie	előadás	N;PL	N;NOM;PL
jeruzalem	jeruzsálem	jeruzalem	jeruzsálem	N;MASC+FEM;SG	N;NOM;SG
sprak	beszélt	spreken	beszél	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
sprak	beszéltem	spreken	beszél	V;SG;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
richtlijnen	irányelvek	richtlijn	irányelvek	N;PL	N;NOM;PL
richtlijnen	irányelvek	richtlijn	irányelvek	N;PL	N;NOM;PL
richtlijnen	irányelveket	richtlijn	irányelv	N;PL	N;ACC;PL
publicatie	kiadvány	publicatie	kiadvány	N;MASC+FEM;SG	N;NOM;SG
publicatie	közzététel	publicatie	közzététel	N;MASC+FEM;SG	N;NOM;SG
publicatie	kiadás	publicatie	kiadás	N;MASC+FEM;SG	N;NOM;SG
publicatie	kiadó	publicatie	kiadó	N;MASC+FEM;SG	N;NOM;SG
publicatie	közzététel	publicatie	közzététel	N;MASC+FEM;SG	N;NOM;SG
bedekt	lefedett	bedekken	lefed	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bedekt	fedezett	bedekken	fedezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bedekt	borított	bedekken	borít	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
café	kávézó	café	kávézó	N;NEUT;SG	N;NOM;SG
café	kávézó	café	kávézó	N;NEUT;SG	N;NOM;SG
toestel	berendezés	toestel	berendezés	N;NEUT;SG	N;NOM;SG
toestel	szerkezet	toestel	szerkezet	N;NEUT;SG	N;NOM;SG
toestel	eszköz	toestel	eszköz	N;NEUT;SG	N;NOM;SG
toestel	készülék	toestel	készülék	N;NEUT;SG	N;NOM;SG
expeditie	expedíció	expeditie	expedíció	N;MASC+FEM;SG	N;NOM;SG
gehucht	hamlet	huchten	hamlet	N;NEUT;SG	N;NOM;SG
honderd	száz	honderd	száz	NUM	NUM;NOM;SG
tunnel	alagút	tunnel	alagút	N;MASC+FEM;SG	N;NOM;SG
interview	interjú	interview	interjú	N;NEUT;SG	N;NOM;SG
zorg	gondoskodás	zorg	gondoskodás	N;MASC+FEM;SG	N;NOM;SG
uitslag	kiütés	uitslag	kiütés	N;MASC+FEM;SG	N;NOM;SG
gevoel	érzéssel	gevoel	érzés	N;NEUT;SG	N;INS;SG
gevoel	szenzáció	gevoel	szenzáció	N;NEUT;SG	N;NOM;SG
afgesloten	lezárt	afsluiten	lezárt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
afgesloten	bezárt	afsluiten	bezárt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
afgesloten	zárt	afsluiten	zárt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
afgesloten	kikapcsolták	afsluiten	ki+kapcsol	V;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
studeren	tanulok	studeren	tanul	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
studeren	tanul	studeren	tanul	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
uitgesproken	kifejezett	uitspreken	kifejezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aanzienlijk	jelentősen	aanzienlijk	jelentős	ADJ	ADJ;FRML;SG
aanzienlijk	jelentősen	aanzienlijk	jelentős	ADJ	ADJ;FRML;SG
filosoof	filozófus	filosoof	filozófus	N;MASC+FEM;SG	N;NOM;SG
tanden	fogak	tand	fog	N;PL	N;NOM;PL
insecten	rovarok	insecten	rovar	N;PL	N;NOM;PL
insecten	rovarok	insecten	rovar	N;PL	N;NOM;PL
insecten	rovarok	insecten	rovar	N;PL	N;NOM;PL
insecten	bogarak	insecten	bogarak	N;PL	N;NOM;PL
verbindt	összeköt	verbinden	összek	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
verbindt	összeköti	verbinden	összeköti	V;SG;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
voorganger	elődje	voorganger	előd	N;MASC+FEM;SG	N;NOM;SG
hogeschool	kollégium	hogeschool	kollégium	N;MASC+FEM;SG	N;NOM;SG
hogeschool	főiskola	hogeschool	főiskola	N;MASC+FEM;SG	N;NOM;SG
hogeschool	egyetem	hogeschool	egyetem	N;MASC+FEM;SG	N;NOM;SG
reageren	válaszoljon	reageren	válaszol	V;NFIN	V;INDF;IMP;SG;3;PRS;FIN;ACT
reageren	reagál	reageren	reagál	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
reageren	reagálni	reageren	reagál	V;NFIN	V;NFIN;ACT
deur	ajtó	deur	ajtó	N;MASC+FEM;SG	N;NOM;SG
leerling	pupilla	leerling	pupilla	N;MASC+FEM;SG	N;NOM;SG
leerling	tanítvány	leerling	tanítvány	N;MASC+FEM;SG	N;NOM;SG
leerling	tanítvány	leerling	tanítvány	N;MASC+FEM;SG	N;NOM;SG
leerling	diák	leerling	diák	N;MASC+FEM;SG	N;NOM;SG
leerling	tanítvány	leerling	tanítvány	N;MASC+FEM;SG	N;NOM;SG
leerling	gyakornok	leerling	gyakornok	N;MASC+FEM;SG	N;NOM;SG
campagne	kampány	campagne	kampány	N;MASC+FEM;SG	N;NOM;SG
service	szerviz	service	szerviz	N;MASC+FEM;SG	N;NOM;SG
service	szolgálat	service	szolgálat	N;MASC+FEM;SG	N;NOM;SG
service	szolgáltatás	service	szolgáltatás	N;MASC+FEM;SG	N;NOM;SG
concerten	koncertek	concert	koncer	N;PL	N;NOM;PL
maatregelen	intézkedések	maatregel	intézkedés	N;PL	N;NOM;PL
maatregelen	intézkedésekre	maatregel	intézkedés	N;PL	N;ON+ALL;PL
evenement	esemény	evenement	esemény	N;NEUT;SG	N;NOM;SG
evenement	rendezvény	evenement	rendezvény	N;NEUT;SG	N;NOM;SG
trouw	hűségesek	trouw	hűséges	ADJ	ADJ;NOM;PL
trouw	hűséges	trouw	hűséges	ADJ	ADJ;NOM;SG
trouw	lojális	trouw	lojális	ADJ	ADJ;NOM;SG
trouw	hűségesek	trouw	hűséges	ADJ	ADJ;NOM;PL
trouw	hűséges	trouw	hűséges	ADJ	ADJ;NOM;SG
meisjes	csajok	meisje	csajok	N;PL	N;NOM;PL
meisjes	lányok	meisje	lány	N;PL	N;NOM;PL
beleg	ostrom	beleg	ostrom	N;NEUT;SG	N;NOM;SG
vleugels	szárnyai	vleugel	szárnyai	N;PL	N;NOM;PL
vleugels	szárnyakat	vleugel	szárny	N;PL	N;ACC;PL
vleugels	szárnyak	vleugel	szárny	N;PL	N;NOM;PL
bijbel	biblia	bijbel	biblia	N;MASC+FEM;SG	N;NOM;SG
bijbel	bibliát	bijbel	biblia	N;MASC+FEM;SG	N;ACC;SG
duizenden	ezer	duizend	ezer	NUM	NUM;NOM;SG
motoren	motorok	motor	motor	N;PL	N;NOM;PL
motoren	hajtóművek	motor	hajtómű	N;PL	N;NOM;PL
motoren	motorok	motor	motor	N;PL	N;NOM;PL
straten	utcákon	straat	utca	N;PL	N;ON+ESS;PL
straten	utcák	straat	utca	N;PL	N;NOM;PL
geregisseerd	rendezte	regisseren	rendez	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
geregisseerd	rendezett	regisseren	rendezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geregisseerd	irányított	regisseren	irányított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
rang	rang	rang	rang	N;MASC+FEM;SG	N;NOM;SG
rang	rangja	rang	rang	N;MASC+FEM;SG	N;NOM;SG
begrijp	értem	begrijpen	ér	V;SG;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
context	összefüggés	context	összefüggés	N;MASC+FEM;SG	N;NOM;SG
context	összefüggésben	context	összefüggés	N;MASC+FEM;SG	N;IN+ESS;SG
getallen	számok	getal	szám	N;PL	N;NOM;PL
verkoop	értékesítés	verkoop	értékesítés	N;MASC+FEM;SG	N;NOM;SG
verkoop	vásár	verkoop	vásár	N;MASC+FEM;SG	N;NOM;SG
verkoop	értékesítés	verkoop	értékesítés	N;MASC+FEM;SG	N;NOM;SG
boston	bostoni	boston	bostoni	N;MASC+FEM;SG	N;NOM;SG
tegenstander	ellenfél	tegenstander	ellenfél	N;MASC+FEM;SG	N;NOM;SG
tegenstander	ellenfele	tegenstander	ellenfele	N;MASC+FEM;SG	N;NOM;SG
samengesteld	összetett	samenstellen	összetett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
samengesteld	összeállított	samenstellen	összeállított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
samengesteld	összegyűlt	samenstellen	összegyűlt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
samengesteld	összeállított	samenstellen	összeállított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verhouding	arány	verhouding	arány	N;MASC+FEM;SG	N;NOM;SG
troon	trón	troon	trón	N;MASC+FEM;SG	N;NOM;SG
troon	trónt	troon	trónt	N;MASC+FEM;SG	N;ACC;SG
madagaskar	madagaszkár	madagaskar	madagaszkár	N;MASC+FEM;SG	N;NOM;SG
verkopen	eladni	verkopen	elad	V;NFIN	V;NFIN;ACT
getekend	aláírt	tekenen	aláírt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
domein	tartomány	domein	tartomány	N;NEUT;SG	N;NOM;SG
belangstelling	érdeklődés	belangstelling	érdeklődés	N;MASC+FEM;SG	N;NOM;SG
belangstelling	kamat	belangstelling	kamat	N;MASC+FEM;SG	N;NOM;SG
manager	menedzser	manager	menedzser	N;MASC+FEM;SG	N;NOM;SG
manager	igazgató	manager	igazgató	N;MASC+FEM;SG	N;NOM;SG
eenvoudige	egyszerű	eenvoudig	egyszerű	ADJ	ADJ;NOM;SG
canvas	vászon	canvas	vász	N;NEUT;SG	N;NOM;SG
winkel	műhely	winkel	műhely	N;MASC+FEM;SG	N;NOM;SG
winkel	üzlet	winkel	üzlet	N;MASC+FEM;SG	N;NOM;SG
winkel	bolt	winkel	bolt	N;MASC+FEM;SG	N;NOM;SG
winkel	vásárlás	winkel	vásárlás	N;MASC+FEM;SG	N;NOM;SG
winkel	áruház	winkel	áruház	N;MASC+FEM;SG	N;NOM;SG
winkel	üzlet	winkel	üzlet	N;MASC+FEM;SG	N;NOM;SG
winkel	bolt	winkel	bolt	N;MASC+FEM;SG	N;NOM;SG
suite	lakosztály	suite	lakosztály	N;MASC+FEM;SG	N;NOM;SG
slowakije	szlovákia	slowakije	szlovákia	N;NEUT;SG	N;NOM;SG
gepresenteerd	bemutatott	presenteren	bemutatott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
portret	portré	portret	portré	N;NEUT;SG	N;NOM;SG
pseudoniem	álnév	pseudoniem	álnév	N;NEUT;SG	N;NOM;SG
romeinen	rómaiak	romein	római	N;PL	N;NOM;PL
vliegveld	reptér	vliegveld	reptér	N;NEUT;SG	N;NOM;SG
vliegveld	repülőtér	vliegveld	repülőtér	N;NEUT;SG	N;NOM;SG
samenleving	társadalom	samenleving	társadalom	N;MASC+FEM;SG	N;NOM;SG
beheerd	sikerült	beheren	sikerül	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
division	hadosztály	division	hadosztály	N;MASC+FEM;SG	N;NOM;SG
division	körzet	division	körzet	N;MASC+FEM;SG	N;NOM;SG
division	részleg	division	részleg	N;MASC+FEM;SG	N;NOM;SG
division	divízió	division	divízió	N;MASC+FEM;SG	N;NOM;SG
negende	kilencedik	negen	kilencedik	ADJ	ADJ;NOM;SG
toon	firka	toon	firka	N;MASC+FEM;SG	N;NOM;SG
toon	hangnem	toon	hangnem	N;MASC+FEM;SG	N;NOM;SG
producent	producer	producent	producer	N;MASC+FEM;SG	N;NOM;SG
snelste	leggyorsabb	snel	széps	ADJ;RL	ADJ;NOM;RL;SG
manchester	manchester	manchester	manchester	N;MASC+FEM;SG	N;NOM;SG
gestopt	leállt	stoppen	leáll	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gestopt	megállt	stoppen	megáll	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
merken	márkák	merk	márka	N;PL	N;NOM;PL
merken	védjegyek	merk	védjegy	N;PL	N;NOM;PL
auteurs	írók	auteur	író	N;PL	N;NOM;PL
auteurs	szerzők	auteur	szerző	N;PL	N;NOM;PL
melding	értesítés	melding	értesítés	N;MASC+FEM;SG	N;NOM;SG
melding	bejelentés	melding	bejelentés	N;MASC+FEM;SG	N;NOM;SG
melding	értesítést	melding	értesítés	N;MASC+FEM;SG	N;ACC;SG
positief	pozitívak	positief	pozitív	ADJ	ADJ;NOM;PL
positief	pozitív	positief	pozitív	ADJ	ADJ;NOM;SG
master	mester	master	mester	N;MASC+FEM;SG	N;NOM;SG
liga	liga	liga	liga	N;MASC+FEM;SG	N;NOM;SG
liga	liga	liga	liga	N;MASC+FEM;SG	N;NOM;SG
hertogdom	hercegség	hertogdom	hercegség	N;NEUT;SG	N;NOM;SG
hond	kutyus	hond	kutyus	N;MASC+FEM;SG	N;NOM;SG
hond	kutya	hond	kutya	N;MASC+FEM;SG	N;NOM;SG
systemen	rendszerek	systeem	rendszer	N;PL	N;NOM;PL
ontdekte	felfedezte	ontdekken	felfedez	V;SG;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
ontdekte	felfedezett	ontdekken	felfedezett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
tijdvak	időszak	tijdvak	időszak	N;NEUT;SG	N;NOM;SG
tijdvak	időtartam	tijdvak	időtartam	N;NEUT;SG	N;NOM;SG
tijdvak	periódus	tijdvak	periódus	N;NEUT;SG	N;NOM;SG
boy	fiú	boy	fiú	N;MASC+FEM;SG	N;NOM;SG
bestuurder	sofőr	bestuurder	sofőr	N;MASC+FEM;SG	N;NOM;SG
bestuurder	meghajtó	bestuurder	meghajtó	N;MASC+FEM;SG	N;NOM;SG
bestuurder	járművezető	bestuurder	járművezető	N;MASC+FEM;SG	N;NOM;SG
taken	feladatai	taak	feladat	N;PL	N;NOM;PL
taken	feladatok	taak	feladat	N;PL	N;NOM;PL
taken	feladatai	taak	feladat	N;PL	N;NOM;PL
taken	feladatok	taak	feladat	N;PL	N;NOM;PL
taken	vámok	taak	vám	N;PL	N;NOM;PL
camera	kamera	camera	kamera	N;MASC+FEM;SG	N;NOM;SG
camera	fényképezőgép	camera	fényképezőgép	N;MASC+FEM;SG	N;NOM;SG
testament	testamentum	testament	testamentum	N;NEUT;SG	N;NOM;SG
stockholm	stockholm	stockholm	stockholm	N;NEUT;SG	N;NOM;SG
wijn	bor	wijn	bor	N;MASC+FEM;SG	N;NOM;SG
power	energia	power	energia	N;MASC+FEM;SG	N;NOM;SG
power	erő	power	erő	N;MASC+FEM;SG	N;NOM;SG
power	hatalom	power	hatalom	N;MASC+FEM;SG	N;NOM;SG
neem	vedd	nemen	vedd	V;SG;PRS;FIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
koningen	királyok	koning	király	N;PL	N;NOM;PL
masters	mesterek	master	mester	N;PL	N;NOM;PL
toegelaten	engedélyezett	toelaten	engedélyezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
toegelaten	elismerte	toelaten	elismer	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
toegelaten	beismerte	toelaten	beismer	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
toegelaten	engedélyezett	toelaten	engedélyezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
toegelaten	engedélyezett	toelaten	engedélyezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
toegelaten	megengedett	toelaten	megengedett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
toegelaten	engedélyezett	toelaten	engedélyezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
toegelaten	megengedett	toelaten	megengedett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
enorm	hatalmas	enorm	hatalmas	ADJ	ADJ;NOM;SG
enorm	óriási	enorm	óriási	ADJ	ADJ;NOM;SG
instelling	intézmény	instelling	intézmény	N;MASC+FEM;SG	N;NOM;SG
ontsnappen	megszökni	ontsnappen	meg+szök	V;NFIN	V;NFIN;ACT
ontsnappen	megszökni	ontsnappen	meg+szök	V;NFIN	V;NFIN;ACT
kroeg	kocsma	kroeg	kocsma	N;MASC+FEM;SG	N;NOM;SG
kroeg	kocsmában	kroeg	kocsma	N;MASC+FEM;SG	N;IN+ESS;SG
analyse	elemzés	analyse	elemzés	N;MASC+FEM;SG	N;NOM;SG
analyse	analízis	analyse	analízis	N;MASC+FEM;SG	N;NOM;SG
johanna	johanna	johanna	johanna	N;MASC+FEM;SG	N;NOM;SG
stopte	leállt	stoppen	leáll	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
stopte	megállt	stoppen	megáll	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
trek	húzd	trek	húzd	V;SG;PRS;FIN	V;DEF;IMP;SG;2;PRS;FIN;ACT
story	sztori	story	sztori	N;MASC+FEM;SG	N;NOM;SG
story	történet	story	történet	N;MASC+FEM;SG	N;NOM;SG
story	története	story	történet	N;MASC+FEM;SG	N;NOM;SG
story	mese	story	mese	N;MASC+FEM;SG	N;NOM;SG
drama	dráma	drama	dráma	N;NEUT;SG	N;NOM;SG
dak	tető	dak	tető	N;NEUT;SG	N;NOM;SG
dak	tetőn	dak	tető	N;NEUT;SG	N;ON+ESS;SG
redden	megmenteni	redden	megment	V;NFIN	V;NFIN;ACT
eer	becsület	eer	becsület	N;MASC+FEM;SG	N;NOM;SG
eer	becsület	eer	becsület	N;MASC+FEM;SG	N;NOM;SG
verkregen	megszerezte	verkrijgen	megszerez	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
verkregen	beszerzett	verkrijgen	beszerzett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verkregen	szerzett	verkrijgen	szerzett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verkregen	megszerzett	verkrijgen	megszerzett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
boys	fiúk	boys	fiúk	N;PL	N;NOM;PL
podium	pódium	podium	pódium	N;NEUT;SG	N;NOM;SG
podium	színpad	podium	színpad	N;NEUT;SG	N;NOM;SG
podium	színpadon	podium	színpad	N;NEUT;SG	N;ON+ESS;SG
test	vizsgálati	test	vizsgálati	N;MASC+FEM;SG	N;NOM;SG
test	vizsgálat	test	vizsgálat	N;MASC+FEM;SG	N;NOM;SG
test	próba	test	pró	N;MASC+FEM;SG	N;NOM;SG
test	teszt	test	tesz	N;MASC+FEM;SG	N;NOM;SG
verdediging	védelem	verdediging	védelem	N;MASC+FEM;SG	N;NOM;SG
verdediging	védekezés	verdediging	védekezés	N;MASC+FEM;SG	N;NOM;SG
verdediging	védelem	verdediging	védelem	N;MASC+FEM;SG	N;NOM;SG
verdediging	védekezés	verdediging	védekezés	N;MASC+FEM;SG	N;NOM;SG
kopje	kupa	kopje	kupa	N;NEUT;SG	N;NOM;SG
kopje	csésze	kopje	csésze	N;NEUT;SG	N;NOM;SG
kopje	pohár	kopje	pohár	N;NEUT;SG	N;NOM;SG
kopje	bögre	kopje	bögre	N;NEUT;SG	N;NOM;SG
draaien	fordulj	draaien	fordul	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
bewust	tudatosan	bewust	tudatos	ADJ	ADJ;FRML;SG
bewust	tudatos	bewust	tudatos	ADJ	ADJ;NOM;SG
bewust	szándékosan	bewust	szándékos	ADJ	ADJ;FRML;SG
bewust	tudatosan	bewust	tudatos	ADJ	ADJ;FRML;SG
getroffen	érintettek	treffen	érint	V;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
positieve	pozitívak	positief	pozitív	ADJ	ADJ;NOM;PL
positieve	pozitív	positief	pozitív	ADJ	ADJ;NOM;SG
onderzoeken	érdeklődni	onderzoeken	érdeklődik	V;NFIN	V;NFIN;ACT
boeren	parasztok	boer	paraszt	N;PL	N;NOM;PL
boeren	farmerek	boer	farmer	N;PL	N;NOM;PL
boeren	gazdálkodók	boer	gazdálkodó	N;PL	N;NOM;PL
boeren	gazdák	boer	gazda	N;PL	N;NOM;PL
platen	lemezek	plaat	lemez	N;PL	N;NOM;PL
toestand	szituáció	toestand	szituáció	N;MASC+FEM;SG	N;NOM;SG
toestand	helyzet	toestand	helyzet	N;MASC+FEM;SG	N;NOM;SG
toestand	állapota	toestand	állapot	N;MASC+FEM;SG	N;NOM;SG
toestand	feltétel	toestand	feltétel	N;MASC+FEM;SG	N;NOM;SG
toestand	állapot	toestand	állap	N;MASC+FEM;SG	N;NOM;SG
gereden	vezetett	rijden	vezetett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gereden	hajtott	rijden	hajt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
mannetjes	hímek	man	hím	N;PL	N;NOM;PL
typisch	tipikusan	typisch	tipikus	ADJ	ADJ;FRML;SG
typisch	jellemző	typisch	jellemző	ADJ	ADJ;NOM;SG
behandeld	kezelt	behandelen	kezelt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
benoemde	megnevezett	benoemen	megnevezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
benoemde	kinevezett	benoemen	kinevezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
samengevoegd	egyesített	samenvoegen	egyesített	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
pogingen	kísérletek	poging	kísérlet	N;PL	N;NOM;PL
volume	kötet	volume	kötet	N;NEUT;SG	N;NOM;SG
