رده	класс	رده	класс	N;SG	N;INAN;NOM;MASC;SG
کمال	совершенство	کمال	совершенство	N;SG	N;INAN;NOM;NEUT;SG
کمال	кемаль	کمال	кемаль	N;SG	N;ANIM;NOM;MASC;SG
اقامت	резидент	اقامت	резидент	N;SG	N;ANIM;NOM;MASC;SG
اقامت	резидента	اقامت	резидент	N;SG	N;ANIM;ACC;MASC;SG
اقامت	житель	اقامت	житель	N;SG	N;ANIM;NOM;MASC;SG
اقامت	резиденция	اقامت	резиденция	N;SG	N;INAN;NOM;FEM;SG
اقامت	проживание	اقامت	проживание	N;SG	N;INAN;NOM;NEUT;SG
چمن	лужайке	None	лужайка	N;SG	N;INAN;DAT;FEM;SG
چمن	газон	None	газон	N;SG	N;INAN;NOM;MASC;SG
چمن	трава	None	трава	N;SG	N;INAN;NOM;FEM;SG
چمن	траве	None	трава	N;SG	N;INAN;DAT;FEM;SG
چمن	траву	None	трава	N;SG	N;INAN;ACC;FEM;SG
مایکروسافت	microsoft	مایکروسافت	microsoft	N;SG	N;INAN;NOM;MASC;SG
پیاده	нога	پیاده	нога	N;SG	N;INAN;NOM;FEM;SG
پیاده	ногу	پیاده	нога	N;SG	N;INAN;ACC;FEM;SG
نیجریه	нигерию	نیجریه	нигерие	N;SG	N;INAN;ACC;FEM;SG
نیجریه	нигерия	نیجریه	нигерий	N;SG	N;INAN;NOM;FEM;SG
علامت	сигнал	None	сигнал	N;SG	N;INAN;NOM;MASC;SG
علامت	знак	None	знак	N;SG	N;INAN;NOM;MASC;SG
تونس	тунисе	تونس	тунис	N;SG	N;INAN;DAT;MASC;SG
تونس	тунис	تونس	тунис	N;SG	N;INAN;NOM;MASC;SG
تونس	туниса	تونس	тунис	N;SG	N;INAN;GEN;MASC;SG
تونس	туниса	تونس	тунис	N;SG	N;INAN;GEN;MASC;SG
تونس	тунисе	تونس	тунис	N;SG	N;INAN;DAT;MASC;SG
تونس	тунис	تونس	тунис	N;SG	N;INAN;NOM;MASC;SG
دشمن	враг	دشمن	враг	N;SG	N;ANIM;NOM;MASC;SG
توافق	урегулирование	توافق	урегулирование	N;SG	N;INAN;NOM;NEUT;SG
توافق	поселение	توافق	поселение	N;SG	N;INAN;NOM;NEUT;SG
توافق	урегулирования	توافق	урегулирование	N;SG	N;INAN;NOM;NEUT;SG
توافق	компромисс	توافق	компромисс	N;SG	N;INAN;NOM;MASC;SG
توافق	компромисса	توافق	компромисс	N;SG	N;INAN;GEN;MASC;SG
توافق	соглашение	توافق	соглашение	N;SG	N;INAN;NOM;NEUT;SG
توافق	договоренность	توافق	договоренность	N;SG	N;INAN;NOM;FEM;SG
صعود	восхождение	صعود	восхождение	N;SG	N;INAN;NOM;NEUT;SG
صعود	восхождение	صعود	восхождение	N;SG	N;INAN;NOM;NEUT;SG
صعود	восхождение	صعود	восхождение	N;SG	N;INAN;NOM;NEUT;SG
مریم	мириам	مریم	мириам	N;SG	N;ANIM;NOM;FEM;SG
مریم	маша	مریم	маша	N;SG	N;ANIM;NOM;FEM;SG
مریم	мэри	مریم	мэр	N;SG	N;ANIM;NOM;FEM;SG
مریم	мария	مریم	мария	N;SG	N;ANIM;NOM;FEM;SG
مریم	мери	مریم	мера	N;SG	N;INAN;NOM;FEM;SG
استخوان	кость	استخوان	кость	N;SG	N;INAN;NOM;FEM;SG
کنتیکت	коннектикут	کنتیکت	коннектикут	N;SG	N;INAN;NOM;FEM;SG
کوروش	сайрус	کوروش	сайрус	N;SG	N;ANIM;NOM;FEM;SG
رادیویی	радио	رادیویی	радио	N;SG	N;INAN;NOM;NEUT;SG
متروی	метро	متروی	метро	N;SG	N;INAN;NOM;NEUT;SG
متروی	метро	متروی	метро	N;SG	N;INAN;NOM;NEUT;SG
متروی	метрополитен	متروی	метрополитный	N;SG	N;INAN;NOM;MASC;SG
شاهان	королей	None	король	N;PL	N;ANIM;GEN;MASC;PL
شاهان	короли	None	король	N;PL	N;ANIM;NOM;MASC;PL
بیل	билл	بیل	билла	N;SG	N;ANIM;NOM;MASC;SG
بیل	законопроект	بیل	законопроект	N;SG	N;INAN;NOM;MASC;SG
معبد	святилище	None	святилище	N;SG	N;INAN;NOM;NEUT;SG
معبد	храм	None	храм	N;SG	N;INAN;NOM;MASC;SG
استانبول	стамбуле	استانبول	стамбул	N;SG	N;INAN;NOM;FEM;SG
استانبول	стамбул	استانبول	стамбул	N;SG	N;INAN;NOM;MASC;SG
ارکستر	оркестр	ارکستر	оркестр	N;SG	N;INAN;NOM;MASC;SG
بنی	бени	بنی	бень	N;SG	N;INAN;NOM;MASC;SG
بنی	бени	بنی	бень	N;SG	N;INAN;NOM;MASC;SG
بنی	бенни	بنی	бення	N;SG	N;ANIM;NOM;MASC;SG
ون	вэнс	ون	вэнс	N;SG	N;ANIM;NOM;MASC;SG
ون	фургон	ون	фургон	N;SG	N;INAN;NOM;MASC;SG
مخالفان	противники	مخالف	противник	N;PL	N;ANIM;NOM;MASC;PL
مخالفان	оппонентов	مخالف	оппонент	N;PL	N;ANIM;GEN;MASC;PL
مخالفان	противников	مخالف	противник	N;PL	N;ANIM;ACC;MASC;PL
پیانو	рояль	پیانو	рояль	N;SG	N;INAN;NOM;MASC;SG
پیانو	пианино	پیانو	пианино	N;SG	N;INAN;NOM;NEUT;SG
مانع	препятствием	مانع	препятствие	N;SG	N;INAN;INS;NEUT;SG
مانع	препятствие	مانع	препятствие	N;SG	N;INAN;NOM;NEUT;SG
مانع	барьер	مانع	барьер	N;SG	N;INAN;NOM;MASC;SG
عمان	омана	عمان	оман	N;SG	N;INAN;NOM;MASC;SG
عمان	оман	عمان	оман	N;SG	N;INAN;NOM;MASC;SG
سیاره	планете	سیاره	планета	N;SG	N;INAN;DAT;FEM;SG
سیاره	планета	سیاره	планета	N;SG	N;INAN;NOM;FEM;SG
فاکس	фокс	فاکس	фокс	N;SG	N;ANIM;NOM;MASC;SG
فاکس	лиса	فاکس	лисо	N;SG	N;ANIM;NOM;FEM;SG
فاکس	лис	فاکس	лис	N;SG	N;INAN;NOM;MASC;SG
ساختمانی	строительство	ساختمان	строительство	N;SG	N;INAN;NOM;NEUT;SG
ساختمانی	здание	ساختمان	здание	N;SG	N;INAN;NOM;NEUT;SG
شریف	шариф	None	шариф	N;SG	N;ANIM;NOM;MASC;SG
شاپور	шапур	شاپور	шапур	N;SG	N;INAN;NOM;MASC;SG
دبیر	секретарь	دبیر	секретарь	N;SG	N;ANIM;NOM;MASC;SG
دبیر	секретарша	دبیر	секретарша	N;SG	N;ANIM;NOM;FEM;SG
آگاهی	сознание	آگاهی	сознание	N;SG	N;INAN;NOM;NEUT;SG
آگاهی	знание	آگاهی	знание	N;SG	N;INAN;NOM;NEUT;SG
آگاهی	осведомленность	آگاهی	осведомленность	N;SG	N;INAN;NOM;FEM;SG
آگاهی	осознание	آگاهی	осознание	N;SG	N;INAN;NOM;NEUT;SG
آگاهی	осведомленности	آگاهی	осведомленность	N;SG	N;INAN;GEN;FEM;SG
مقابله	противостояние	مقابله	противостояние	N;SG	N;INAN;NOM;NEUT;SG
مقابله	бой	مقابله	бой	N;SG	N;INAN;NOM;MASC;SG
اتفاقات	события	اتفاق	событие	N;PL	N;INAN;NOM;NEUT;PL
اتفاقات	мероприятия	اتفاق	мероприятие	N;PL	N;INAN;NOM;NEUT;PL
اسمیت	смит	اسمیت	смит	N;SG	N;ANIM;NOM;MASC;SG
اسمیت	смита	اسمیت	смита	N;SG	N;ANIM;ACC;MASC;SG
مفاهیم	последствия	مفهوم	последствие	N;PL	N;INAN;NOM;NEUT;PL
مفاهیم	концепции	مفهوم	концепция	N;PL	N;INAN;NOM;FEM;PL
مفاهیم	концепций	مفهوم	концепция	N;PL	N;INAN;GEN;FEM;PL
مفاهیم	понятия	مفهوم	понятие	N;PL	N;INAN;NOM;NEUT;PL
کاملا	полностью	None	полностью	ADV	ADV
کاملا	совершенно	None	совершенно	ADV	ADV
مصالح	материалы	مصالح	материал	N;PL	N;INAN;NOM;MASC;PL
مصالح	материалы	مصالح	материал	N;PL	N;INAN;NOM;MASC;PL
تأکید	упор	تأکید	упор	N;SG	N;INAN;NOM;MASC;SG
تأکید	акцент	تأکید	акцент	N;SG	N;INAN;NOM;MASC;SG
تأکید	согласованность	تأکید	согласованность	N;SG	N;INAN;NOM;FEM;SG
تأکید	последовательность	تأکید	последовательность	N;SG	N;INAN;NOM;FEM;SG
شرط	условие	شرط	условие	N;SG	N;INAN;NOM;NEUT;SG
شرط	состояние	شرط	состояние	N;SG	N;INAN;NOM;NEUT;SG
بزرگان	старейшины	بزرگ	старейшина	N;PL	N;ANIM;NOM;MASC;PL
بزرگان	старейшин	بزرگ	старейшина	N;PL	N;ANIM;GEN;MASC;PL
روزانه	ежедневно	روزانه	ежедневно	ADV	ADV
واقعیت	истина	واقعیت	истина	N;SG	N;INAN;NOM;FEM;SG
واقعیت	правду	واقعیت	правда	N;SG	N;INAN;ACC;FEM;SG
واقعیت	реальность	واقعیت	реальность	N;SG	N;INAN;NOM;FEM;SG
واقعیت	реальности	واقعیت	реальность	N;SG	N;INAN;NOM;FEM;SG
تمرکز	фокус	تمرکز	фокус	N;SG	N;INAN;NOM;MASC;SG
تمرکز	внимание	تمرکز	внимание	N;SG	N;INAN;NOM;NEUT;SG
گوشت	мясо	گوشت	мясо	N;SG	N;INAN;NOM;NEUT;SG
گوشت	мяса	گوشت	мясо	N;SG	N;INAN;GEN;NEUT;SG
گوشت	плоть	گوشت	плоть	N;SG	N;INAN;NOM;FEM;SG
تئوری	теория	تئوری	теория	N;SG	N;INAN;NOM;FEM;SG
اردن	иордания	اردن	иордание	N;SG	N;INAN;NOM;NEUT;SG
اردن	иордан	اردن	иордан	N;SG	N;INAN;NOM;MASC;SG
اردن	иорданию	اردن	иордание	N;SG	N;INAN;DAT;NEUT;SG
اردن	джордан	اردن	джордан	N;SG	N;ANIM;NOM;MASC;SG
اردن	иордании	اردن	иордание	N;SG	N;INAN;NOM;NEUT;SG
فاز	этапе	فاز	этап	N;SG	N;INAN;ESS;MASC;SG
فاز	стадия	فاز	стадия	N;SG	N;INAN;NOM;FEM;SG
فاز	фаза	فاز	фаза	N;SG	N;INAN;NOM;FEM;SG
فاز	этап	فاز	этап	N;SG	N;INAN;NOM;MASC;SG
الف	алиф	None	алиф		
پیچیده	сложная	پیچیده	сложный	ADJ	ADJ;NOM;FEM;SG
پیچیده	сложные	پیچیده	сложный	ADJ	ADJ;NOM;PL
پیچیده	сложных	پیچیده	сложный	ADJ	ADJ;GEN;PL
پیچیده	сложный	پیچیده	сложный	ADJ	ADJ;NOM;MASC;SG
پیچیده	сложная	پیچیده	сложный	ADJ	ADJ;NOM;FEM;SG
پیچیده	сложные	پیچیده	сложный	ADJ	ADJ;NOM;PL
پیچیده	сложно	پیچیده	сложный	ADJ	ADJ;NEUT;SG
پیچیده	сложный	پیچیده	сложный	ADJ	ADJ;NOM;MASC;SG
بیماران	пациенты	بیمار	пациент	N;PL	N;ANIM;NOM;MASC;PL
بیماران	пациентов	بیمار	пациент	N;PL	N;ANIM;GEN;MASC;PL
ایمنی	безопасность	ایمنی	безопасность	N;SG	N;INAN;NOM;FEM;SG
جسم	тело	جسم	тело	N;SG	N;INAN;NOM;NEUT;SG
جسم	корпус	جسم	корпус	N;SG	N;INAN;NOM;MASC;SG
جسم	плоть	جسم	плоть	N;SG	N;INAN;NOM;FEM;SG
ماریا	мария	ماریا	мария	N;SG	N;ANIM;NOM;FEM;SG
سوال	вопрос	None	вопрос	N;SG	N;INAN;NOM;MASC;SG
احزاب	фракции	حزب	фракция	N;PL	N;INAN;NOM;FEM;PL
احزاب	группировки	حزب	группировка	N;PL	N;INAN;NOM;FEM;PL
احزاب	компаниям	حزب	компания	N;PL	N;INAN;DAT;FEM;PL
احزاب	компании	حزب	компания	N;PL	N;INAN;NOM;FEM;PL
احزاب	компаний	حزب	компания	N;PL	N;INAN;GEN;FEM;PL
احزاب	стороны	حزب	сторона	N;PL	N;INAN;NOM;FEM;PL
احزاب	партии	حزب	партия	N;PL	N;INAN;NOM;FEM;PL
احزاب	вечеринки	حزب	вечеринка	N;PL	N;INAN;NOM;FEM;PL
زاویه	угол	زاویه	угол	N;SG	N;INAN;NOM;MASC;SG
آفتاب	солнце	آفتاب	солнце	N;SG	N;INAN;NOM;NEUT;SG
آفتاب	вс	آفتاب	вести	N;SG	N;INAN;NOM;MASC;SG
آفتاب	сунь	آفتاب	сунь	N;SG	N;INAN;NOM;MASC;SG
آفتاب	солнышко	آفتاب	солнышко	N;SG	N;INAN;NOM;NEUT;SG
اتهام	обвинение	اتهام	обвинение	N;SG	N;INAN;NOM;NEUT;SG
اتهام	обвинение	اتهام	обвинение	N;SG	N;INAN;NOM;NEUT;SG
اتهام	заряд	اتهام	заряд	N;SG	N;INAN;NOM;MASC;SG
پدیده	явление	پدیده	явление	N;SG	N;INAN;NOM;NEUT;SG
پدیده	феномен	پدیده	феномен	N;SG	N;INAN;NOM;MASC;SG
ارمنیان	армении	ارمنیان	армение	N;PL	N;INAN;NOM;NEUT;PL
ارمنیان	армян	ارمنیان	армянин	N;PL	N;ANIM;GEN;MASC;PL
ارمنیان	армяне	ارمنیان	армянин	N;PL	N;ANIM;NOM;MASC;PL
کوبا	коба	کوبا	коб	N;SG	N;ANIM;NOM;MASC;SG
کوبا	кубе	کوبا	куб	N;SG	N;INAN;NOM;MASC;SG
کوبا	кубу	کوبا	куб	N;SG	N;INAN;ACC;FEM;SG
کوبا	куба	کوبا	куб	N;SG	N;INAN;NOM;FEM;SG
فرصت	шанс	فرصت	шанс	N;SG	N;INAN;NOM;MASC;SG
فرصت	возможность	فرصت	возможность	N;SG	N;INAN;NOM;FEM;SG
مربیگری	тренер	None	тренер	N;SG	N;ANIM;NOM;MASC;SG
کندی	кэнди	کندی	кэнди	N;SG	N;ANIM;NOM;FEM;SG
کندی	кеннеди	کندی	кеннедь	N;SG	N;ANIM;NOM;MASC;SG
بعداً	позднее	بعداً	поздно	ADV	ADV;CMPR
بعداً	позже	بعداً	поздно	ADV	ADV;CMPR
فاطمه	фатима	فاطمه	фатим	N;SG	N;ANIM;NOM;FEM;SG
فاطمه	фатьма	فاطمه	фатьма	N;SG	N;ANIM;NOM;FEM;SG
اخلاقی	мораль	اخلاقی	мораль	N;SG	N;INAN;NOM;FEM;SG
اخلاقی	мораль	اخلاقی	мораль	N;SG	N;INAN;NOM;FEM;SG
نماز	молитву	نماز	молитва	N;SG	N;INAN;ACC;FEM;SG
نماز	молитва	نماز	молитва	N;SG	N;INAN;NOM;FEM;SG
نماز	молитва	نماز	молитва	N;SG	N;INAN;NOM;FEM;SG
اخلاق	этика	اخلاق	этика	N;SG	N;INAN;NOM;FEM;SG
اخلاق	мораль	اخلاق	мораль	N;SG	N;INAN;NOM;FEM;SG
اخلاق	нрав	اخلاق	нрав	N;SG	N;INAN;NOM;MASC;SG
اخلاق	мораль	اخلاق	мораль	N;SG	N;INAN;NOM;FEM;SG
اخلاق	мораль	اخلاق	мораль	N;SG	N;INAN;NOM;FEM;SG
تبلیغ	продвижение	تبلیغ	продвижение	N;SG	N;INAN;NOM;NEUT;SG
تبلیغ	поощрение	تبلیغ	поощрение	N;SG	N;INAN;NOM;NEUT;SG
تبلیغ	повышение	تبلیغ	повышение	N;SG	N;INAN;NOM;NEUT;SG
منطق	логика	منطق	логика	N;SG	N;INAN;NOM;FEM;SG
امین	амин	None	амин	N;SG	N;ANIM;NOM;MASC;SG
مونیخ	мюнхен	مونیخ	мюнхен	N;SG	N;INAN;NOM;MASC;SG
کارگران	трудящиеся	کارگر	трудящийся	N;PL	N;ANIM;NOM;MASC;PL
کارگران	работники	کارگر	работник	N;PL	N;ANIM;NOM;MASC;PL
کارگران	рабочие	کارگر	рабочий	N;PL	N;ANIM;NOM;MASC;PL
کارگران	работников	کارگر	работник	N;PL	N;ANIM;GEN;MASC;PL
کارگران	трудящихся	کارگر	трудящийся	N;PL	N;ANIM;GEN;MASC;PL
بحران	кризис	بحران	кризис	N;SG	N;INAN;NOM;MASC;SG
بحران	кризиса	بحران	кризис	N;SG	N;INAN;GEN;MASC;SG
شناگر	пловец	شناگر	пловец	N;SG	N;ANIM;NOM;MASC;SG
تولیدی	производство	تولیدی	производство	N;SG	N;INAN;NOM;NEUT;SG
تولیدی	изготовление	تولیدی	изготовление	N;SG	N;INAN;NOM;NEUT;SG
پارلمان	парламент	پارلمان	парламент	N;SG	N;INAN;NOM;MASC;SG
ایزو	исо	ایزو	исо	N;SG	N;INAN;NOM;MASC;SG
خاکستری	грей	خاکستری	грей	N;SG	N;INAN;NOM;MASC;SG
ستاد	персонал	ستاد	персонал	N;SG	N;INAN;NOM;MASC;SG
تخمین	смета	تخمین	смет	N;SG	N;INAN;NOM;FEM;SG
مخفی	тайна	مخفی	тайна	N;SG	N;INAN;NOM;FEM;SG
مخفی	секрет	مخفی	секрет	N;SG	N;INAN;NOM;MASC;SG
انقلابی	революция	انقلاب	революция	N;SG	N;INAN;NOM;FEM;SG
بال	бал	بال	бал	N;SG	N;INAN;NOM;MASC;SG
بال	бал	بال	бал	N;SG	N;INAN;NOM;MASC;SG
بال	шар	بال	шар	N;SG	N;INAN;NOM;MASC;SG
بال	мяч	بال	мяч	N;SG	N;INAN;NOM;MASC;SG
بال	крыло	بال	крыло	N;SG	N;INAN;NOM;NEUT;SG
میوه	фрукт	میوه	фрукт	N;SG	N;INAN;NOM;MASC;SG
میوه	плод	میوه	плод	N;SG	N;INAN;NOM;MASC;SG
کارت	карта	کارت	карта	N;SG	N;INAN;NOM;FEM;SG
کارت	карту	کارت	карта	N;SG	N;INAN;ACC;FEM;SG
کارت	карточка	کارت	карточка	N;SG	N;INAN;NOM;FEM;SG
تراکم	плотность	None	плотность	N;SG	N;INAN;NOM;FEM;SG
سیر	чеснок	سیر	чеснок	N;SG	N;INAN;NOM;MASC;SG
تصادفی	авария	None	авария	N;SG	N;INAN;NOM;FEM;SG
تصادفی	случайность	None	случайность	N;SG	N;INAN;NOM;FEM;SG
تصادفی	дтп	None	дтп	N;SG	N;INAN;NOM;NEUT;SG
تصادفی	совпадение	None	совпадение	N;SG	N;INAN;NOM;NEUT;SG
هیات	делегирование	هیات	делегирование	N;SG	N;INAN;NOM;NEUT;SG
هیات	делегация	هیات	делегация	N;SG	N;INAN;NOM;FEM;SG
معیارهای	метрики	معیار	метрик	N;PL	N;INAN;NOM;MASC;PL
معیارهای	критерии	معیار	критерий	N;PL	N;INAN;NOM;MASC;PL
آنا	анна	آن	анна	N;SG	N;ANIM;NOM;FEM;SG
سگ	собака	سگ	собака	N;SG	N;ANIM;NOM;FEM;SG
سگ	пес	سگ	пес	N;SG	N;ANIM;NOM;MASC;SG
سگ	пёс	سگ	пёс	N;SG	N;ANIM;NOM;MASC;SG
عوارض	осложнения	عارضه	осложнение	N;PL	N;INAN;NOM;NEUT;PL
عوارض	сложности	عارضه	сложность	N;PL	N;INAN;NOM;FEM;PL
عوارض	осложнений	عارضه	осложнение	N;PL	N;INAN;GEN;NEUT;PL
عوارض	местности	عارضه	местность	N;PL	N;INAN;NOM;FEM;PL
استیون	стефан	استیون	стефанный	N;SG	N;ANIM;NOM;MASC;SG
استیون	стивен	استیون	стивный	N;SG	N;ANIM;NOM;MASC;SG
آگوست	августа	آگوست	август	N;SG	N;INAN;GEN;MASC;SG
آگوست	август	آگوست	август	N;SG	N;INAN;NOM;MASC;SG
تکامل	эволюция	تکامل	эволюция	N;SG	N;INAN;NOM;FEM;SG
تکامل	эволюции	تکامل	эволюция	N;SG	N;INAN;NOM;FEM;SG
ایده	идея	ایده	идея	N;SG	N;INAN;NOM;FEM;SG
نیرو	сила	نیرو	сила	N;SG	N;INAN;NOM;FEM;SG
نیرو	прочность	نیرو	прочность	N;SG	N;INAN;NOM;FEM;SG
نیرو	усилие	نیرو	усилие	N;SG	N;INAN;NOM;NEUT;SG
نیرو	сила	نیرو	сила	N;SG	N;INAN;NOM;FEM;SG
نیرو	силу	نیرو	сила	N;SG	N;INAN;ACC;FEM;SG
هندوستان	индию	هندوستان	индия	N;SG	N;INAN;ACC;FEM;SG
هندوستان	индия	هندوستان	индий	N;SG	N;INAN;NOM;FEM;SG
هندوستان	индии	هندوستان	индия	N;SG	N;INAN;NOM;FEM;SG
روان	бег	روان	бег	N;SG	N;INAN;NOM;MASC;SG
مجری	ведущий	None	ведущий	N;SG	N;ANIM;NOM;MASC;SG
مجری	исполнитель	None	исполнитель	N;SG	N;ANIM;NOM;MASC;SG
ژیمناستیک	гимнастика	ژیمناستیک	гимнастика	N;SG	N;INAN;NOM;FEM;SG
خویشاوندان	родственники	None	родственник	N;PL	N;ANIM;NOM;MASC;PL
خویشاوندان	родственников	None	родственник	N;PL	N;ANIM;GEN;MASC;PL
ضروری	срочная	ضروری	срочный	ADJ	ADJ;NOM;FEM;SG
ضروری	срочное	ضروری	срочный	ADJ	ADJ;NOM;NEUT;SG
ضروری	необходимо	ضروری	необходимый	ADJ	ADJ;NEUT;SG
ضروری	необходимая	ضروری	необходимый	ADJ	ADJ;NOM;FEM;SG
ضروری	необходимые	ضروری	необходимый	ADJ	ADJ;NOM;PL
ضروری	необходимое	ضروری	необходимый	ADJ	ADJ;NOM;NEUT;SG
ضروری	необходимый	ضروری	необходимый	ADJ	ADJ;NOM;MASC;SG
نیک	ника	نیک	ник	N;SG	N;ANIM;NOM;MASC;SG
نیک	ник	نیک	ник	N;SG	N;ANIM;NOM;MASC;SG
سرود	гимн	سرود	гимн	N;SG	N;INAN;NOM;MASC;SG
سرود	гимн	سرود	гимн	N;SG	N;INAN;NOM;MASC;SG
زرین	золото	None	золото	N;SG	N;INAN;NOM;NEUT;SG
پرده	экран	پرده	экран	N;SG	N;INAN;NOM;MASC;SG
پرده	занавес	پرده	занавес	N;SG	N;INAN;NOM;MASC;SG
افسران	чиновники	افسر	чиновник	N;PL	N;ANIM;NOM;MASC;PL
افسران	офицеры	افسر	офицер	N;PL	N;ANIM;NOM;MASC;PL
آلبانی	олбани	آلبانی	олбань	N;SG	N;INAN;NOM;MASC;SG
آلبانی	албания	آلبانی	албания	N;SG	N;INAN;NOM;FEM;SG
تمایل	готовность	تمایل	готовность	N;SG	N;INAN;NOM;FEM;SG
کریس	крис	کریس	крис	N;SG	N;ANIM;NOM;MASC;SG
فرم	форме	None	форма	N;SG	N;INAN;DAT;FEM;SG
فرم	форма	None	форма	N;SG	N;INAN;NOM;FEM;SG
فرم	бланк	None	бланк	N;SG	N;INAN;NOM;MASC;SG
فرم	формуляр	None	формуляр	N;SG	N;INAN;NOM;MASC;SG
فرم	форму	None	форма	N;SG	N;INAN;ACC;FEM;SG
اسکندر	александр	اسکندر	александр	N;SG	N;ANIM;NOM;MASC;SG
اسکندر	александер	اسکندر	александер	N;SG	N;ANIM;NOM;MASC;SG
نسبی	родственник	نسبی	родственник	N;SG	N;ANIM;NOM;MASC;SG
سیگنال	сигнал	سیگنال	сигнал	N;SG	N;INAN;NOM;MASC;SG
طرفداران	поклонники	طرفدار	поклонник	N;PL	N;ANIM;NOM;MASC;PL
طرفداران	фанаты	طرفدار	фанат	N;PL	N;ANIM;NOM;MASC;PL
خریداری	покупка	خریداری	покупка	N;SG	N;INAN;NOM;FEM;SG
خریداری	закупка	خریداری	закупка	N;SG	N;INAN;NOM;FEM;SG
سینه	груди	None	грудь	N;SG	N;INAN;NOM;FEM;SG
سینه	сундук	None	сундук	N;SG	N;INAN;NOM;MASC;SG
سینه	грудь	None	грудь	N;SG	N;INAN;NOM;FEM;SG
سینه	груди	None	грудь	N;SG	N;INAN;NOM;FEM;SG
سینه	грудь	None	грудь	N;SG	N;INAN;NOM;FEM;SG
سینه	груди	None	грудь	N;SG	N;INAN;NOM;FEM;SG
سینه	грудь	None	грудь	N;SG	N;INAN;NOM;FEM;SG
واشنگتن	вашингтон	واشنگتن	вашингтон	N;SG	N;INAN;NOM;MASC;SG
آدم	адам	آدم	ад-м	N;SG	N;ANIM;NOM;MASC;SG
آدم	адама	آدم	адам	N;SG	N;ANIM;ACC;MASC;SG
سطحی	поверхность	سطحی	поверхность	N;SG	N;INAN;NOM;FEM;SG
رقم	цифра	رقم	цифра	N;SG	N;INAN;NOM;FEM;SG
ویروس	вирус	ویروس	вирус	N;SG	N;INAN;NOM;MASC;SG
ژنرال	генерал	ژنرال	генерал	N;SG	N;ANIM;NOM;MASC;SG
قزاقستان	казахстан	قزاقستان	казахстан	N;SG	N;INAN;NOM;MASC;SG
زندانیان	заключенных	زندانی	заключенный	N;PL	N;ANIM;GEN;MASC;PL
زندانیان	заключенные	زندانی	заключенный	N;PL	N;ANIM;NOM;MASC;PL
ضربه	шишка	ضربه	шишка	N;SG	N;INAN;NOM;FEM;SG
ضربه	эффект	ضربه	эффект	N;SG	N;INAN;NOM;MASC;SG
ضربه	влияние	ضربه	влияние	N;SG	N;INAN;NOM;NEUT;SG
ضربه	воздействие	ضربه	воздействие	N;SG	N;INAN;NOM;NEUT;SG
ضربه	результативность	ضربه	результативность	N;SG	N;INAN;NOM;FEM;SG
ضربه	удар	ضربه	удар	N;SG	N;INAN;NOM;MASC;SG
ایر	воздух	ایر	воздух	N;SG	N;INAN;NOM;MASC;SG
نمایندگی	представительство	نمایندگی	представительство	N;SG	N;INAN;NOM;NEUT;SG
نمایندگی	учреждение	نمایندگی	учреждение	N;SG	N;INAN;NOM;NEUT;SG
نمایندگی	агенство	نمایندگی	агенство	N;SG	N;INAN;NOM;NEUT;SG
نمایندگی	агентство	نمایندگی	агентство	N;SG	N;INAN;NOM;NEUT;SG
تایوان	тайвань	تایوان	тайвань	N;SG	N;INAN;NOM;MASC;SG
قاسم	касим	قاسم	касем	N;SG	N;ANIM;NOM;MASC;SG
عقیده	мнение	عقیده	мнение	N;SG	N;INAN;NOM;NEUT;SG
زیستی	биоразнообразие	زیست	биоразнообразие	N;SG	N;INAN;NOM;NEUT;SG
زیستی	биоразнообразия	زیست	биоразнообразия	N;SG	N;INAN;NOM;NEUT;SG
پزشکان	врачей	پزشک	врач	N;PL	N;ANIM;GEN;MASC;PL
پزشکان	врачи	پزشک	врач	N;PL	N;ANIM;NOM;MASC;PL
پزشکان	доктора	پزشک	доктор	N;PL	N;ANIM;NOM;MASC;PL
پزشکان	врачей	پزشک	врач	N;PL	N;ANIM;GEN;MASC;PL
پزشکان	врачи	پزشک	врач	N;PL	N;ANIM;NOM;MASC;PL
جاری	текущий	جاری	текущий	ADJ	ADJ;NOM;MASC;SG
جاری	текущее	جاری	текущий	ADJ	ADJ;NOM;NEUT;SG
جاری	нынешней	جاری	нынешний	ADJ	ADJ;INS;FEM;SG
جاری	текущие	جاری	текущий	ADJ	ADJ;NOM;PL
جاری	текущая	جاری	текущий	ADJ	ADJ;NOM;FEM;SG
مرزهای	границы	مرز	граница	N;PL	N;INAN;NOM;FEM;PL
مرزهای	границ	مرز	граница	N;PL	N;INAN;GEN;FEM;PL
سطوح	уровни	سطح	уровень	N;PL	N;INAN;NOM;MASC;PL
سطوح	уровней	سطح	уровень	N;PL	N;INAN;GEN;MASC;PL
پیدایش	возникновение	None	возникновение	N;SG	N;INAN;NOM;NEUT;SG
پیدایش	появление	None	появление	N;SG	N;INAN;NOM;NEUT;SG
پیدایش	бытие	None	бытие	N;SG	N;INAN;NOM;NEUT;SG
معلم	учитель	معلم	учитель	N;SG	N;ANIM;NOM;MASC;SG
معلم	преподаватель	معلم	преподаватель	N;SG	N;ANIM;NOM;MASC;SG
معلم	учительница	معلم	учительница	N;SG	N;ANIM;NOM;FEM;SG
نشانه	маркер	نشانه	маркер	N;SG	N;INAN;NOM;MASC;SG
