גם	egyben	גם	egyben	ADV	ADV
בדיוני	kitaláció	בדיוני	kitaláció	N;MASC;SG	N;NOM;SG
בדיוני	fikció	בדיוני	fikció	N;MASC;SG	N;NOM;SG
מחזור	ciklus	מחזור	ciklus	N;MASC;SG	N;NOM;SG
מחזור	ciklusban	מחזור	ciklus	N;MASC;SG	N;IN+ESS;SG
מאסר	börtönbüntetés	מאסר	börtönbüntetés	N;MASC;SG	N;NOM;SG
מדריך	kézi	מדריך	kézi		
מדריך	manuális	מדריך	manuális		
רמות	szintek	רמה	szint	N;FEM;PL	N;NOM;PL
מסחר	kereskedelem	מסחר	kereskedelem	N;MASC;SG	N;NOM;SG
מסחר	kereskedés	מסחר	kereskedés	N;MASC;SG	N;NOM;SG
מסחר	kereskedés	מסחר	kereskedés	N;MASC;SG	N;NOM;SG
מסחר	csere	מסחר	csere	N;MASC;SG	N;NOM;SG
מסחר	kereskedelem	מסחר	kereskedelem	N;MASC;SG	N;NOM;SG
חלקית	részben	חלקית	részben	ADV	ADV
חלקית	részben	חלקית	részben	ADV	ADV
מיכל	tank	מיכל	tank		
עליון	legfőbb	עליון	fő	ADJ;MASC;SG	ADJ;NOM;RL;SG
כותרת	főcím	כותרת	főcím	N;FEM;SG	N;NOM;SG
כותרת	fejléc	כותרת	fejléc	N;FEM;SG	N;NOM;SG
כותרת	cím	כותרת	cím	N;FEM;SG	N;NOM;SG
כותרת	címe	כותרת	cím	N;FEM;SG	N;NOM;SG
כותרת	beosztás	כותרת	beosztás	N;FEM;SG	N;NOM;SG
אישיות	személyiség	אישיות	személyiség	N;FEM;SG	N;NOM;SG
אישיות	személyisége	אישיות	személyiség	N;FEM;SG	N;NOM;SG
אישיות	egyéniség	אישיות	egyéniség	N;FEM;SG	N;NOM;SG
ואל	val	ואל	val		
הצטרפה	csatlakozott	הצטרף	csatlakozik	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
שו	shaw	שו	shaw		
צורות	formák	צורה	forma	N;FEM;PL	N;NOM;PL
צורות	formák	צורה	forma	N;FEM;PL	N;NOM;PL
כרכים	mennyiségek	כרך	mennyiség	N;MASC;PL	N;NOM;PL
שכונה	környéken	שכונה	környék	N;FEM;SG	N;ON+ESS;SG
שכונה	szomszédság	שכונה	szomszédság	N;FEM;SG	N;NOM;SG
שכונה	környék	שכונה	környék	N;FEM;SG	N;NOM;SG
שכונה	szomszédság	שכונה	szomszédság	N;FEM;SG	N;NOM;SG
שכונה	környék	שכונה	környék	N;FEM;SG	N;NOM;SG
סלע	rock	סלע	rock		
בד	vászon	בד	vász	N;MASC;SG	N;NOM;SG
בד	szövet	בד	szövet	N;MASC;SG	N;NOM;SG
קטעים	szegmensek	קטע	szegmens	N;MASC;PL	N;NOM;PL
תחבורה	közlekedés	תחבורה	közlekedés	N;FEM;SG	N;NOM;SG
תחבורה	szállítás	תחבורה	szállítás	N;FEM;SG	N;NOM;SG
תחבורה	szállítást	תחבורה	szállítás	N;FEM;SG	N;ACC;SG
תחבורה	közlekedés	תחבורה	közlekedés	N;FEM;SG	N;NOM;SG
תחבורה	fuvarozás	תחבורה	fuvarozás	N;FEM;SG	N;NOM;SG
תחבורה	szállítás	תחבורה	szállítás	N;FEM;SG	N;NOM;SG
הנוצרים	keresztények	הנוצר	keresztény	N	N;NOM;PL
צופים	nézők	צופה	néző	N;MASC;PL	N;NOM;PL
צופים	felderítők	צופה	felderítő	N;MASC;PL	N;NOM;PL
צופים	cserkészek	צופה	cserkészek	N;MASC;PL	N;NOM;PL
צופים	nézők	צופה	néző	N;MASC;PL	N;NOM;PL
מסורת	tradíció	מסורת	tradíció	N;FEM;SG	N;NOM;SG
מסורת	hagyomány	מסורת	hagyomány	N;FEM;SG	N;NOM;SG
מסורת	hagyomány	מסורת	hagyomány	N;FEM;SG	N;NOM;SG
זמני	átmeneti	זמני	átmeneti		
לשלוח	küldj	שלח	küld	V;NFIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
לשלוח	küld	שלח	küld	V;NFIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
לשלוח	küldeni	שלח	küld	V;NFIN;ACT	V;NFIN;ACT
מתח	feszültség	מתח	feszültség	N;MASC;SG	N;NOM;SG
מתח	stressz	מתח	stressz	N;MASC;SG	N;NOM;SG
מתח	feszültség	מתח	feszültség	N;MASC;SG	N;NOM;SG
תשלום	kifizetés	תשלום	kifizetés	N;MASC;SG	N;NOM;SG
תשלום	fizetés	תשלום	fizetés	N;MASC;SG	N;NOM;SG
חייל	katona	חייל	katona	N;MASC;SG	N;NOM;SG
הזכות	kiváltság	הזכה	kiváltság	N;FEM;SG	N;NOM;SG
הנגב	negev	הנגב	negev		
לטפל	kezelni	טיפל	kezel	V;NFIN;ACT	V;NFIN;ACT
לטפל	kezeljük	טיפל	kezel	V;NFIN;ACT	V;DEF;IND;PL;1;PRS;FIN;ACT
אהמ	khm	אהמ	khm		
להט	szenvedély	להט	szenvedély	N;MASC;SG	N;NOM;SG
הסוכנות	ügynökség	הסוכנות	ügynökség	N;FEM	N;NOM;SG
חתן	vőlegény	חתן	vőlegény	N;MASC;SG	N;NOM;SG
ראיתי	láttam	ראה	lát	V;SG;1;PST;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
מוצרים	termékek	מוצר	termék	N;MASC;PL	N;NOM;PL
מוצרים	termékeket	מוצר	termék	N;MASC;PL	N;ACC;PL
קרה	történt	קרה	történik	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
מפרץ	öböl	מפרץ	öböl	N;MASC;SG	N;NOM;SG
מפרץ	öböl	מפרץ	öböl	N;MASC;SG	N;NOM;SG
ראשוני	kezdeti	ראשוני	kezdeti	ADJ;MASC;SG	ADJ;NOM;SG
ראשוני	elsődleges	ראשוני	elsődleges	ADJ;MASC;SG	ADJ;NOM;SG
עמוק	mély	עמוק	mély		
עמוק	mélyreható	עמוק	mélyreható		
מוזיקלי	zenei	מוזיקלי	zenei	ADJ;MASC;SG	ADJ;NOM;SG
הרחבה	terjeszkedés	הרחבה	terjeszkedés	N;FEM;SG	N;NOM;SG
הרחבה	bővítés	הרחבה	bővítés	N;FEM;SG	N;NOM;SG
הרחבה	meghosszabbítás	הרחבה	meghosszabbítás	N;FEM;SG	N;NOM;SG
הרחבה	kiterjesztés	הרחבה	kiterjesztés	N;FEM;SG	N;NOM;SG
הרחבה	kiterjesztése	הרחבה	kiterjesztés	N;FEM;SG	N;NOM;SG
הרחבה	bővítés	הרחבה	bővítés	N;FEM;SG	N;NOM;SG
הערכה	elismerést	הערכה	elismerés	N;FEM;SG	N;ACC;SG
הערכה	elismerés	הערכה	elismerés	N;FEM;SG	N;NOM;SG
הערכה	elbírálás	הערכה	elbírálás	N;FEM;SG	N;NOM;SG
הערכה	értékelés	הערכה	értékelés	N;FEM;SG	N;NOM;SG
הערכה	értékelés	הערכה	értékelés	N;FEM;SG	N;NOM;SG
בס	bess	בס	bess		
בס	bass	בס	bass		
חזית	eleje	חזית	eleje	N;FEM;SG	N;NOM;SG
עיתונאים	újságírók	עיתונאי	újságíró	N;MASC;PL	N;NOM;PL
עיתונאים	újságírókat	עיתונאי	újságíró	N;MASC;PL	N;ACC;PL
עיתונאים	újságírók	עיתונאי	újságíró	N;MASC;PL	N;NOM;PL
עיתונאים	riporterek	עיתונאי	riporter	N;MASC;PL	N;NOM;PL
פשוטה	egyszerű	פשוט	egyszerű	ADJ;FEM;SG	ADJ;NOM;SG
משלחת	felhatalmazás	משלחת	felhatalmazás	N;FEM;SG	N;NOM;SG
משלחת	küldöttség	משלחת	küldöttség	N;FEM;SG	N;NOM;SG
משלחת	expedíció	משלחת	expedíció	N;FEM;SG	N;NOM;SG
מקצועי	szakmai	מקצועי	szakmai	ADJ;MASC;SG	ADJ;NOM;SG
מקצועי	professzionális	מקצועי	professzionális	ADJ;MASC;SG	ADJ;NOM;SG
החלטות	határozatok	החלטה	határozat	N;FEM;PL	N;NOM;PL
החלטות	állásfoglalások	החלטה	állásfoglalás	N;FEM;PL	N;NOM;PL
החלטות	döntések	החלטה	döntés	N;FEM;PL	N;NOM;PL
החלטות	határozatok	החלטה	határozat	N;FEM;PL	N;NOM;PL
ובנוסף	plus	ובנוסף	plus		
ובנוסף	plussz	ובנוסף	plussz		
ובנוסף	plusz	ובנוסף	plusz		
עוזר	asszisztens	עוזר	asszisztens	N;MASC;SG	N;NOM;SG
שדות	mezőket	שדה	mező	N;MASC;PL	N;ACC;PL
שדות	mezők	שדה	mező	N;MASC;PL	N;NOM;PL
שדות	földek	שדה	föld	N;MASC;PL	N;NOM;PL
מבקר	látogatás	מבקר	látogatás	N;MASC;SG	N;NOM;SG
מבקר	látogatóban	מבקר	látogató	N;MASC;SG	N;IN+ESS;SG
השינויים	módosítások	השינוי	módosítás	N;MASC;PL	N;NOM;PL
השינויים	változtatások	השינוי	változtatás	N;MASC;PL	N;NOM;PL
השינויים	változások	השינוי	változás	N;MASC;PL	N;NOM;PL
עשרים	húsz	עשרים	húsz	NUM;SG	NUM;NOM;SG
עקרון	alapelv	עיקרון	alapelv	N;MASC;SG	N;NOM;SG
מטבע	pénznem	מטבע	pénz	N;SG	N;NOM;SG
מטבע	valuta	מטבע	valuta	N;SG	N;NOM;SG
מטבע	fizetőeszköz	מטבע	fizetőeszköz	N;SG	N;NOM;SG
מטבע	érme	מטבע	érer	N;SG	N;NOM;SG
לשאת	vinni	נשא	vin	V;NFIN;ACT	V;NFIN;ACT
זיהוי	azonosítás	זיהוי	azonosítás	N;FEM;SG	N;NOM;SG
רעיונות	eszmék	רעיון	eszmék	N;MASC;PL	N;NOM;PL
רעיונות	ötletek	רעיון	ötlet	N;MASC;PL	N;NOM;PL
יסודות	elemei	יסוד	elem	N;MASC;PL	N;NOM;PL
יסודות	elemek	יסוד	elem	N;MASC;PL	N;NOM;PL
מנצח	kalauz	מנצח	kalauz	N;MASC;SG	N;NOM;SG
מנצח	győzelem	מנצח	győzelem	N;MASC;SG	N;NOM;SG
מנצח	győzelem	מנצח	győzelem	N;MASC;SG	N;NOM;SG
משא	rakomány	משא	rakomány	N;MASC;SG	N;NOM;SG
לשרת	szolgálni	לשרה	szolgál	V;NFIN;ACT	V;NFIN;ACT
קיץ	summer	קיץ	summer		
קיץ	nyári	קיץ	nyári		
קיץ	nyár	קיץ	nyár		
הגדרה	meghatározás	הגדרה	meghatározás	N;FEM;SG	N;NOM;SG
הגדרה	meghatározása	הגדרה	meghatározás	N;FEM;SG	N;NOM;SG
הגדרה	beállítás	הגדרה	beállítás	N;FEM;SG	N;NOM;SG
הגדרה	csapda	הגדרה	csapda	N;FEM;SG	N;NOM;SG
הגדרה	beállítás	הגדרה	beállítás	N;FEM;SG	N;NOM;SG
הסתיימה	elkészült	הסתיים	elkészült	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
הסתיימה	befejezett	הסתיים	befejezett	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
הישגים	eredmények	הישג	eredmény	N;MASC;PL	N;NOM;PL
תעשיית	ágazat	תעשייה	ágazat	N;FEM;SG	N;NOM;SG
תעשיית	iparág	תעשייה	iparág	N;FEM;SG	N;NOM;SG
תעשיית	ipar	תעשייה	ipar	N;FEM;SG	N;NOM;SG
נוף	táj	נוף	táj	N;MASC;SG	N;NOM;SG
מצאתי	megtaláltam	מצא	meg+talál	V;SG;1;PST;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
דלק	tüzelőanyag	דלק	tüzelőanyag	N;MASC;SG	N;NOM;SG
דלק	üzemanyag	דלק	üzemanyag	N;MASC;SG	N;NOM;SG
דלק	benzin	דלק	benzin	N;MASC;SG	N;NOM;SG
דלק	benzin	דלק	benzin	N;MASC;SG	N;NOM;SG
דלק	gáz	דלק	gáz	N;MASC;SG	N;NOM;SG
בהשוואה	összehasonlítva	בהשוואה	összehasonlítva	ADV	ADV;V.CVB
דיונים	beszélgetések	דיון	beszélgetés	N;MASC;PL	N;NOM;PL
דיונים	megbeszélések	דיון	megbeszélés	N;MASC;PL	N;NOM;PL
דיונים	viták	דיון	vita	N;MASC;PL	N;NOM;PL
אופרה	operát	אופרה	opera	N;FEM;SG	N;ACC;SG
אופרה	oprah	אופרה	oprah	N;FEM;SG	N;NOM;SG
מכוניות	autókat	מכונית	autó	N;FEM;PL	N;ACC;PL
מכוניות	autók	מכונית	autó	N;FEM;PL	N;NOM;PL
מכוניות	kocsik	מכונית	kocsik	N;FEM;PL	N;NOM;PL
מלחינים	zeneszerzők	הלחין	zeneszerző	N;MASC;PL	N;NOM;PL
חלוקה	hadosztály	חלוקה	hadosztály	N;FEM;SG	N;NOM;SG
חלוקה	körzet	חלוקה	körzet	N;FEM;SG	N;NOM;SG
חלוקה	részleg	חלוקה	részleg	N;FEM;SG	N;NOM;SG
חלוקה	divízió	חלוקה	divízió	N;FEM;SG	N;NOM;SG
חלוקה	partíció	חלוקה	partíció	N;FEM;SG	N;NOM;SG
הבדל	különbség	הבדל	különbség	N;MASC;SG	N;NOM;SG
עיתונאי	újságíró	עיתונאי	újságíró	N;MASC;SG	N;NOM;SG
בוקר	reggelt	בוקר	reggelt	N;MASC;SG	N;NOM;SG
אחריות	garancia	אחריות	garancia	N;FEM;SG	N;NOM;SG
אחריות	felelősség	אחריות	felelősség	N;FEM;SG	N;NOM;SG
אחריות	felelősséget	אחריות	felelősség	N;FEM;SG	N;ACC;SG
אחריות	felelősség	אחריות	felelősség	N;FEM;SG	N;NOM;SG
תופעות	jelenségek	תופעה	jelenség	N;FEM;PL	N;NOM;PL
תגובה	megjegyzés	תגובה	megjegyzés	N;FEM;SG	N;NOM;SG
תגובה	reagálás	תגובה	reagálás	N;FEM;SG	N;NOM;SG
תגובה	reakció	תגובה	reakció	N;FEM;SG	N;NOM;SG
תגובה	reagálás	תגובה	reagálás	N;FEM;SG	N;NOM;SG
תגובה	reakció	תגובה	reakció	N;FEM;SG	N;NOM;SG
תגובה	válasz	תגובה	válasz	N;FEM;SG	N;NOM;SG
האמונה	faith	האמונה	faith		
באש	bash	באש	bash		
להרחיב	terjeszkedni	הרחיב	terjeszkedik	V;NFIN;ACT	V;NFIN;ACT
יער	erdő	יער	erdő		
יער	erdei	יער	erdei		
יער	erdő	יער	erdő		
טענות	állítások	טענה	állítás	N;FEM;PL	N;NOM;PL
טענות	követelések	טענה	követelés	N;FEM;PL	N;NOM;PL
טענות	igények	טענה	igény	N;FEM;PL	N;NOM;PL
טענות	állítások	טענה	állítás	N;FEM;PL	N;NOM;PL
טענות	állításokat	טענה	állítás	N;FEM;PL	N;ACC;PL
לבטל	lemondani	ביטל	le+mond	V;NFIN;ACT	V;NFIN;ACT
ישר	egyenesen	ישר	egyenesen		
ישר	egyenes	ישר	egyenes		
מפיק	producer	מפיק	producer	N;MASC;SG	N;NOM;SG
סבא	nagyapa	סבא	nagyapa	N;MASC;SG	N;NOM;SG
סבא	nagyapa	סבא	nagyapa	N;MASC;SG	N;NOM;SG
קצינים	tisztek	קצין	tiszt	N;MASC;PL	N;NOM;PL
הסתיים	elkészült	הסתיים	elkészült	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
הסתיים	befejezett	הסתיים	befejezett	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
הנוכחית	áramlat	הנוכחית	áramlat	N	N;NOM;SG
כף	cape	כף	cap		
דגש	hangsúly	דגש	hangsúly	N;MASC;SG	N;NOM;SG
דגש	hangsúlyt	דגש	hangsúly	N;MASC;SG	N;ACC;SG
ריק	rick	ריק	rick		
ריק	üres	ריק	üres		
כיסוי	fedő	כיסוי	fedő	N;MASC;SG	N;NOM;SG
כיסוי	borító	כיסוי	borító	N;MASC;SG	N;NOM;SG
כיסוי	lefedettség	כיסוי	lefedettség	N;MASC;SG	N;NOM;SG
הובילה	vezetett	הוביל	vezetett	V;FEM;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מבחן	vizsgálati	מבחן	vizsgálati	N;MASC;SG	N;NOM;SG
מבחן	vizsgálat	מבחן	vizsgálat	N;MASC;SG	N;NOM;SG
מבחן	próba	מבחן	pró	N;MASC;SG	N;NOM;SG
מבחן	teszt	מבחן	tesz	N;MASC;SG	N;NOM;SG
מפלגה	buli	מפלגה	buli	N;FEM;SG	N;NOM;SG
גאוגרפיה	földrajz	גאוגרפיה	földrajz	N;FEM;SG	N;NOM;SG
המורדים	lázadók	המורד	lázadó	N	N;NOM;PL
לתאר	ismertesse	תיאר	ismertesse	V;NFIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
לתאר	leírni	תיאר	le+ír	V;NFIN;ACT	V;NFIN;ACT
לנצח	nyerni	ניצח	nyer	V;NFIN;ACT	V;NFIN;ACT
לנצח	nyerj	ניצח	nyerj	V;NFIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
הרומאים	rómaiak	הרום	római	N;MASC;PL	N;NOM;PL
היקף	hatálya	היקף	hatály	N;MASC;SG	N;NOM;SG
היקף	hatály	היקף	hatály	N;MASC;SG	N;NOM;SG
היקף	kerülete	היקף	kerület	N;MASC;SG	N;NOM;SG
נח	pihenő	נח	pihenő		
נח	noé	נח	noé		
נח	noah	נח	noah		
להציל	megmenteni	הציל	megment	V;NFIN;ACT	V;NFIN;ACT
בטעות	véletlenül	בטעות	véletlenül		
קפה	kávét	קפה	kávét	N;MASC;SG	N;ACC;SG
קפה	kávé	קפה	kávé	N;MASC;SG	N;NOM;SG
סיבות	okok	סיבה	ok	N;FEM;PL	N;NOM;PL
סיבות	okok	סיבה	ok	N;FEM;PL	N;NOM;PL
התייחסות	hivatkozás	התייחסות	hivatkozás	N;FEM;SG	N;NOM;SG
התייחסות	utalás	התייחסות	utalás	N;FEM;SG	N;NOM;SG
שחרור	felszabadítási	שחרור	felszabadítási	N;MASC;SG	N;NOM;SG
מימון	finanszírozás	מימון	finanszírozás	N;MASC;SG	N;NOM;SG
מימון	finanszírozás	מימון	finanszírozás	N;MASC;SG	N;NOM;SG
מימון	finanszírozás	מימון	finanszírozás	N;MASC;SG	N;NOM;SG
משורר	költő	משורר	költő	N;MASC;SG	N;NOM;SG
דפוס	minta	דפוס	minta	N;MASC;SG	N;NOM;SG
דפוס	nyomda	דפוס	nyomda	N;MASC;SG	N;NOM;SG
דפוס	nyomtatás	דפוס	nyomtatás	N;MASC;SG	N;NOM;SG
מושבים	ülések	מושב	ülés	N;MASC;PL	N;NOM;PL
משטר	rezsim	משטר	rezsim	N;MASC;SG	N;NOM;SG
הצעות	ajánlatok	הצעה	ajánlat	N;FEM;PL	N;NOM;PL
הצעות	ajánlatokat	הצעה	ajánlat	N;FEM;PL	N;ACC;PL
הצעות	ajánlások	הצעה	ajánlás	N;FEM;PL	N;NOM;PL
הצעות	javaslatok	הצעה	javaslat	N;FEM;PL	N;NOM;PL
הגורמים	tényezők	הגורם	tényező	N	N;NOM;PL
טילים	rakéták	טיל	rakéta	N;MASC;PL	N;NOM;PL
טילים	rakétákat	טיל	rakéta	N;MASC;PL	N;ACC;PL
טילים	rakéták	טיל	rakéta	N;MASC;PL	N;NOM;PL
דונם	hektár	דונם	hektár	N;MASC;SG	N;NOM;SG
מחלה	betegség	מחלה	betegség	N;FEM;SG	N;NOM;SG
מחלה	betegség	מחלה	betegség	N;FEM;SG	N;NOM;SG
מחלה	megbetegedés	מחלה	megbetegedés	N;FEM;SG	N;NOM;SG
מחלה	betegség	מחלה	betegség	N;FEM;SG	N;NOM;SG
עופות	madarak	עופה	madarak	N;MASC;PL	N;NOM;PL
גיבור	hős	גיבור	hős	N;MASC;SG	N;NOM;SG
פוליטיקאים	politikusok	פוליטיקאי	politikus	N;MASC;PL	N;NOM;PL
הרוסים	oroszok	הרוסה	orosz	N;MASC;PL	N;NOM;PL
עצמאות	függetlenség	עצמאות	függetlenség	N;FEM;SG	N;NOM;SG
התקבלה	kapott	התקבל	kap	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
התקבלה	fogadott	התקבל	fogad	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
התקבלה	beérkezett	התקבל	be+érkezik	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
התקבלה	elfogadott	התקבל	el+fogadott	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
התקבלה	elfogadta	התקבל	el+fogad	V;FEM;SG;3;PST	V;DEF;IND;SG;3;PST;FIN;ACT
החליף	levált	החליף	levál	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
החליף	kicserélte	החליף	ki+cserél	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
הסכמה	konszenzus	הסכמה	konszenzus	N;FEM;SG	N;NOM;SG
הסכמה	hozzájárulás	הסכמה	hozzájárulás	N;FEM;SG	N;NOM;SG
הסכמה	beleegyezése	הסכמה	beleegyezés	N;FEM;SG	N;NOM;SG
הסכמה	megállapodás	הסכמה	megállapodás	N;FEM;SG	N;NOM;SG
מחיר	ára	מחיר	ár	N;MASC;SG	N;NOM;SG
מחיר	költség	מחיר	költség	N;MASC;SG	N;NOM;SG
צעד	lépés	צעד	lépés	N;MASC;SG	N;NOM;SG
צעד	lépcső	צעד	lépcső	N;MASC;SG	N;NOM;SG
אוצר	kincs	אוצר	kincs	N;MASC;SG	N;NOM;SG
בחירה	válogatás	בחירה	válogatás	N;FEM;SG	N;NOM;SG
בחירה	kiválasztás	בחירה	kiválasztás	N;FEM;SG	N;NOM;SG
בחירה	kijelölés	בחירה	kijelölés	N;FEM;SG	N;NOM;SG
בחירה	döntés	בחירה	döntés	N;FEM;SG	N;NOM;SG
דעה	véleményt	דעה	vélemény	N;FEM;SG	N;ACC;SG
העביר	továbbított	העביר	továbbított	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מוסלמים	muszlimok	מוסלמי	muszlim	N;MASC;PL	N;NOM;PL
מוסלמים	muszlimok	מוסלמי	muszlim	N;MASC;PL	N;NOM;PL
מבוא	bevezető	מבוא	bevezető		
מבוא	bevezető	מבוא	bevezető		
הרוב	legtöbb	הרוב	legtöbb		
הרוב	többség	הרוב	többség		
משימות	feladatai	משימה	feladat	N;FEM;PL	N;NOM;PL
משימות	feladatok	משימה	feladat	N;FEM;PL	N;NOM;PL
משימות	missziók	משימה	misszió	N;FEM;PL	N;NOM;PL
הודיעה	bejelentette	הודיע	be+jelent	V;FEM;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
הודיעה	bejelentett	הודיע	bejelent	V;FEM;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
הודיעה	meghirdetett	הודיע	meghirdetett	V;FEM;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
אחים	testvérek	אח	testvér	N;PL	N;NOM;PL
אחים	testvérek	אח	testvér	N;PL	N;NOM;PL
עור	bőr	עור	bőr	N;MASC;SG	N;NOM;SG
עור	bőre	עור	bő	N;MASC;SG	N;NOM;SG
עור	bőr	עור	bőr	N;MASC;SG	N;NOM;SG
נס	ness	נס	ness		
נס	csoda	נס	csoda		
ילדה	kislány	ילד	kislány	N;FEM;SG	N;NOM;SG
ילדה	csaj	ילד	csaj	N;FEM;SG	N;NOM;SG
ילדה	lány	ילד	lány	N;FEM;SG	N;NOM;SG
ילדה	gyermek	ילד	gyermek	N;FEM;SG	N;NOM;SG
ילדה	gyermeke	ילד	gyermeke	N;FEM;SG	N;NOM;SG
ילדה	gyermekem	ילד	gyermekem	N;FEM;SG	N;NOM;SG
ילדה	gyerek	ילד	gyerek	N;FEM;SG	N;NOM;SG
משפטי	jogi	משפטי	jogi	ADJ;MASC;SG	ADJ;NOM;SG
משפטי	törvényes	משפטי	törvényes	ADJ;MASC;SG	ADJ;NOM;SG
היסטוריונים	történészek	היסטוריון	történész	N;MASC;PL	N;NOM;PL
דרגה	fokozat	דרגה	fokozat	N;FEM;SG	N;NOM;SG
דרגה	diploma	דרגה	diploma	N;FEM;SG	N;NOM;SG
דרגה	fok	דרגה	fok	N;FEM;SG	N;NOM;SG
דרגה	rang	דרגה	rang	N;FEM;SG	N;NOM;SG
דרגה	rangja	דרגה	rang	N;FEM;SG	N;NOM;SG
תאים	sejtek	תא	sej	N;MASC;PL	N;NOM;PL
תאים	cellák	תא	cellák	N;MASC;PL	N;NOM;PL
לפתור	megoldani	פתר	meg+old	V;NFIN;ACT	V;NFIN;ACT
לפתור	megoldani	פתר	meg+old	V;NFIN;ACT	V;NFIN;ACT
התגורר	élt	התגורר	él	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
התגורר	lakott	התגורר	lakott	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
פרמטר	paraméter	פרמטר	paraméter	N;MASC;SG	N;NOM;SG
רפאים	lidércek	רפאי	lidérc	N;MASC;PL	N;NOM;PL
תארים	mellékneveket	תואר	melléknev	N;MASC;PL	N;ACC;PL
תארים	címeket	תואר	cím	N;MASC;PL	N;ACC;PL
תארים	címek	תואר	cím	N;MASC;PL	N;NOM;PL
הון	főváros	הון	főváros	N;MASC;SG	N;NOM;SG
הון	tőke	הון	tőke	N;MASC;SG	N;NOM;SG
לאכול	egyél	אכל	egyél	V;NFIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
משוררים	költők	משורר	köl	N;MASC;PL	N;NOM;PL
שנית	másodszor	שנית	másod		
שנית	másodszor	שנית	másod		
שנית	másodperc	שנית	másodperc		
שנית	második	שנית	második		
ישיבות	találkozók	ישיבה	találkozó	N;FEM;PL	N;NOM;PL
ישיבות	ülésein	ישיבה	ülés	N;FEM;PL	N;ON+ESS;PL
ישיבות	ülései	ישיבה	ülés	N;FEM;PL	N;NOM;PL
ישיבות	ülések	ישיבה	ülés	N;FEM;PL	N;NOM;PL
ישיבות	megbeszélések	ישיבה	megbeszélés	N;FEM;PL	N;NOM;PL
קרני	carney	קרני	carney		
עסקה	tranzakció	עסקה	tranzakció	N;FEM;SG	N;NOM;SG
עסקה	ügylet	עסקה	ügylet	N;FEM;SG	N;NOM;SG
עסקה	üzlet	עסקה	üzlet	N;FEM;SG	N;NOM;SG
מעוניין	érdeklődő	מעוניין	érdeklődő	ADJ;MASC;SG	ADJ;NOM;SG
תקף	megtámadott	תקף	meg+támad	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
תקף	megtámadta	תקף	meg+támad	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
הוסיף	hozzáadott	הוסיף	hozzáad	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
תעשייה	ágazat	תעשייה	ágazat	N;FEM;SG	N;NOM;SG
תעשייה	iparág	תעשייה	iparág	N;FEM;SG	N;NOM;SG
תעשייה	ipar	תעשייה	ipar	N;FEM;SG	N;NOM;SG
מסר	üzenetet	מסר	üzenet	N;MASC;SG	N;ACC;SG
מסר	üzenet	מסר	üzenet	N;MASC;SG	N;NOM;SG
עיקרי	elsődleges	עיקרי	elsődleges	ADJ;MASC;SG	ADJ;NOM;SG
עדן	aden	עדן	aden		
עדן	menny	עדן	menny		
עדן	eden	עדן	eden		
לצפות	vigyázz	None	vigyázz	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
לשמוע	hallani	שמע	hall	V;NFIN;ACT	V;NFIN;ACT
ביקורות	értékelések	ביקורת	értékelés	N;FEM;PL	N;NOM;PL
ביקורות	vélemények	ביקורת	vélemény	N;FEM;PL	N;NOM;PL
