年	ano	年	ano	N	N;MASC;SG
模擬	analógicos	模擬	analógico	N	N;MASC;PL
模擬	simulações	模擬	simulação	N	N;FEM;PL
模擬	analógicos	模擬	analógico	N	N;MASC;PL
模擬	simulação	模擬	simulação	N	N;FEM;SG
貨物	carga	貨物	carga	N	N;FEM;SG
貨物	bens	貨物	bem	N	N;MASC;PL
貨物	mercadoria	貨物	mercadoria	N	N;FEM;SG
貨物	mercadorias	貨物	mercadoria	N	N;FEM;PL
局部	locais	局部	local	N	N;MASC;PL
局部	local	局部	local	N	N;MASC;SG
客家	hakka	客家	hakka	N	N;MASC;SG
天才	gênio	天才	gênio	N	N;MASC;SG
天才	genialidade	天才	genialidade	N	N;FEM;SG
天才	génio	天才	génio	N	N;MASC;SG
天才	talentos	天才	talento	N	N;MASC;PL
天才	talento	天才	talento	N	N;MASC;SG
影響	influencia	影響	influencia	V	V;IND;SG;3;PRS;FIN
影響	influenciar	影響	influenciar	V	V;NFIN
附屬	afiliados	附屬	afiliar	N	N;MASC;PL
附屬	afiliação	附屬	afiliação	N	N;FEM;SG
附屬	filial	附屬	filial	N	N;FEM;SG
海峽	estreito	海峽	estreito	N	N;MASC;SG
海峽	estreito	海峽	estreito	N	N;MASC;SG
海峽	estreitos	海峽	estreito	N	N;MASC;PL
海峽	canal	海峽	canal	N	N;MASC;SG
海峽	channel	海峽	channel	N	N;MASC;SG
她們	eles	她	eles	PRO;PL;3	PRO;NOM;MASC;PL;3
她們	elas	她	ele	PRO;PL;3	PRO;NOM;FEM;PL;3
保育	conservação	保育	conservação	N	N;FEM;SG
爪	garra	爪	garra	N	N;FEM;SG
爪	pata	爪	pata	N	N;FEM;SG
爪	garras	爪	garra	N	N;FEM;PL
筆	lápis	筆	lápis	N	N;MASC;SG
筆	pen	筆	pen	N	N;MASC;SG
筆	caneta	筆	caneta	N	N;FEM;SG
筆	canetas	筆	caneta	N	N;FEM;PL
筆	canetas	筆	caneta	N	N;FEM;PL
垃圾	lixo	垃圾	lixo	N	N;MASC;SG
垃圾	lixo	垃圾	lixo	N	N;MASC;SG
垃圾	lixo	垃圾	lixo	N	N;MASC;SG
音樂	concerto	音樂	concerto	N	N;MASC;SG
音樂	concertos	音樂	concerto	N	N;MASC;PL
音樂	concert	音樂	concert	N	N;MASC;SG
音樂	concertos	音樂	concerto	N	N;MASC;PL
音樂	shows	音樂	show	N	N;MASC;PL
推進	avançando	推進	avançar	V	V;V.MSDR
推進	avançar	推進	avançar	V	V;NFIN
國籍	nacionalidade	國籍	nacionalidade	N	N;FEM;SG
跨	cruzando	跨	cruzar	V	V;V.MSDR
暖	quente	暖	quente	N	N;MASC;SG
刺激	estimular	刺激	estimular	V	V;NFIN
刺激	estimulam	刺激	estimular	V	V;IND;PL;3;PRS;FIN
刺激	estimulando	刺激	estimular	V	V;V.MSDR
刺激	estimular	刺激	estimular	V	V;NFIN
租	aluguel	租	aluguel	N	N;MASC;SG
租	renda	租	renda	N	N;FEM;SG
勇士	warriors	勇士	warrior	N	N;MASC;SG
勇士	guerreiras	勇士	guerreira	N	N;FEM;PL
勇士	guerreiros	勇士	guerreiro	N	N;MASC;PL
勇士	warrior	勇士	warrior	N	N;MASC;SG
勇士	guerreiro	勇士	guerreiro	N	N;MASC;SG
勇士	guerreira	勇士	guerreira	N	N;FEM;SG
因子	factor	因子	factor	N	N;MASC;SG
因子	fator	因子	fator	N	N;MASC;SG
卡通	cartoon	卡通	cartoon	N	N;MASC;SG
成年	adulto	成年	adulto	N	N;MASC;SG
成年	adulta	成年	adulta	N	N;FEM;SG
成年	adultos	成年	adulto	N	N;MASC;PL
職位	posições	職位	posição	N	N;FEM;PL
職位	posição	職位	posição	N	N;FEM;SG
水晶	cristal	水晶	cristal	N	N;MASC;SG
水晶	cristais	水晶	cristal	N	N;MASC;PL
水晶	crystal	水晶	crystal	N	N;MASC;SG
水晶	cristais	水晶	cristal	N	N;MASC;PL
訊號	sinais	訊號	sinal	N	N;MASC;PL
訊號	sinal	訊號	sinal	N	N;MASC;SG
血液	sangue	血液	sangue	N	N;MASC;SG
血液	blood	血液	blood	N	N;MASC;SG
後方	retaguarda	後方	retaguarda	N	N;FEM;SG
後方	traseiro	後方	traseiro	N	N;MASC;SG
後方	traseiros	後方	traseiro	N	N;MASC;PL
後方	traseira	後方	traseira	N	N;FEM;SG
主人	mestre	主人	mestre	N	N;MASC;SG
主人	master	主人	master	N	N;MASC;SG
審查	críticas	審查	crítica	N	N;FEM;PL
審查	resenhas	審查	resenha	N	N;FEM;PL
審查	opiniões	審查	opinião	N	N;FEM;PL
審查	avaliações	審查	avaliação	N	N;FEM;PL
審查	resenha	審查	resenha	N	N;FEM;SG
審查	revisão	審查	revisão	N	N;FEM;SG
審查	reexame	審查	reexame	N	N;MASC;SG
審查	censura	審查	censura	N	N;FEM;SG
福音	evangelho	福音	evangelho	N	N;MASC;SG
福音	gospel	福音	gospel	N	N;MASC;SG
可能	possibilidades	可能	possibilidade	N	N;FEM;PL
可能	probabilidade	可能	probabilidade	N	N;FEM;SG
可能	probabilidade	可能	probabilidade	N	N;FEM;SG
可能	probabilidades	可能	probabilidade	N	N;FEM;PL
可能	possibilidade	可能	possibilidade	N	N;FEM;SG
較高	superior	較高	alto	ADJ	ADJ;MASC;SG
標示	marcando	標示	marcar	V	V;V.MSDR
標示	marcar	標示	marcar	V	V;NFIN
經濟	economia	經濟	economia	N	N;FEM;SG
草地	prados	草地	prado	N	N;MASC;PL
草地	pastagem	草地	pastagem	N	N;FEM;SG
草地	relvado	草地	relvado	N	N;MASC;SG
草地	gramado	草地	gramado	N	N;MASC;SG
草地	capim	草地	capim	N	N;MASC;SG
草地	grama	草地	grama	N	N;FEM;SG
草地	erva	草地	ervar	N	N;FEM;SG
草地	relva	草地	relva	N	N;FEM;SG
草地	campina	草地	campina	N	N;FEM;SG
草地	prado	草地	prado	N	N;MASC;SG
草地	meadow	草地	meadow	N	N;MASC;SG
草地	prados	草地	prado	N	N;MASC;PL
談判	negociando	談判	negociar	V	V;V.MSDR
談判	negociar	談判	negociar	V	V;NFIN
談判	negociar	談判	negociar	V	V;NFIN
流通	circulando	流通	circular	V	V;V.MSDR
流通	circula	流通	circular	V	V;IND;SG;3;PRS;FIN
流通	circulem	流通	circular	V	V;IND;PL;3;PRS;FIN
費用	taxa	費用	taxa	N	N;FEM;SG
費用	honorários	費用	honorários	N	N;MASC;PL
費用	custo	費用	custo	N	N;MASC;SG
費用	cost	費用	cost	N	N;MASC;SG
費用	custos	費用	custo	N	N;MASC;PL
費用	gastos	費用	gasto	N	N;MASC;PL
費用	despesas	費用	despesa	N	N;FEM;PL
費用	custos	費用	custo	N	N;MASC;PL
費用	despesas	費用	despesa	N	N;FEM;PL
費用	taxas	費用	taxa	N	N;FEM;PL
費用	honorários	費用	honorários	N	N;MASC;PL
購物	loja	購物	loja	N	N;FEM;SG
購物	compras	購物	compra	N	N;FEM;PL
天氣	clima	天氣	clima	N	N;MASC;SG
天氣	tempo	天氣	tempo	N	N;MASC;SG
天氣	meteorologia	天氣	meteorologia	N	N;FEM;SG
撤銷	evitar	撤銷	evitar	V	V;NFIN
撤銷	revogar	撤銷	revogar	V	V;NFIN
撤銷	anular	撤銷	anular	V	V;NFIN
撤銷	desfazer	撤銷	desfazer	V	V;NFIN
外觀	fachada	外觀	fachada	N	N;FEM;SG
外觀	aparição	外觀	aparição	N	N;FEM;SG
外觀	aparência	外觀	aparência	N	N;FEM;SG
外觀	aparecimento	外觀	aparecimento	N	N;MASC;SG
氣體	gas	氣體	gas	N	N;MASC;SG
氣體	gás	氣體	gás	N	N;MASC;SG
氣體	gases	氣體	gase	N	N;MASC;PL
氣體	gases	氣體	gase	N	N;MASC;PL
喇嘛	lama	喇嘛	lama	N	N;FEM;SG
灰色	gray	灰色	gray	N	N;MASC;SG
灰色	cinza	灰色	cinza	N	N;FEM;SG
灰色	cinza	灰色	cinza	N	N;FEM;SG
灰色	grey	灰色	grey	N	N;MASC;SG
灰色	cinzentos	灰色	cinzento	N	N;MASC;PL
累積	acumular	累積	acumular	V	V;NFIN
累積	acumulam	累積	acumular	V	V;IND;PL;3;PRS;FIN
累積	acumula	累積	acumular	V	V;IND;SG;3;PRS;FIN
累積	acumuladas	累積	acumular	V	V;FEM;PL;V.PTCP
累積	acumulada	累積	acumular	V	V;FEM;SG;V.PTCP
累積	acumulado	累積	acumular	V	V;MASC;SG;V.PTCP
累積	acumulados	累積	acumular	V	V;MASC;PL;V.PTCP
累積	acumulado	累積	acumular	V	V;MASC;SG;V.PTCP
秩序	ordem	秩序	ordem	N	N;FEM;SG
秩序	encomenda	秩序	encomenda	N	N;FEM;SG
侵略	invasões	侵略	invasão	N	N;FEM;PL
侵略	invasão	侵略	invasão	N	N;FEM;SG
侵略	agressividade	侵略	agressividade	N	N;FEM;SG
侵略	agressões	侵略	agressão	N	N;FEM;PL
侵略	agressão	侵略	agressão	N	N;FEM;SG
鋼琴	piano	鋼琴	piano	N	N;MASC;SG
監獄	prisões	監獄	prisão	N	N;FEM;PL
監獄	cadeia	監獄	cadeia	N	N;FEM;SG
監獄	prisão	監獄	prisão	N	N;FEM;SG
監獄	cárcere	監獄	cárcere	N	N;MASC;SG
監獄	prisão	監獄	prisão	N	N;FEM;SG
監獄	cárcere	監獄	cárcere	N	N;MASC;SG
促進	promover	促進	promover	V	V;NFIN
促進	promovendo	促進	promover	V	V;V.MSDR
區間	intervalo	區間	intervalo	N	N;MASC;SG
邊境	bordas	邊境	borda	N	N;FEM;PL
邊境	fronteiras	邊境	fronteira	N	N;FEM;PL
邊境	borda	邊境	borda	N	N;FEM;SG
邊境	fronteira	邊境	fronteira	N	N;FEM;SG
邊境	contorno	邊境	contorno	N	N;MASC;SG
邊境	fronteira	邊境	fronteira	N	N;FEM;SG
獵	caça	獵	caça	N	N;FEM;SG
獵	hunt	獵	hunt	N	N;MASC;SG
獵	caçada	獵	caçada	N	N;FEM;SG
獵	caça	獵	caça	N	N;FEM;SG
獵	caçada	獵	caçada	N	N;FEM;SG
遺產	heritage	遺產	heritage	N	N;MASC;SG
遺產	património	遺產	património	N	N;MASC;SG
遺產	patrimônio	遺產	patrimônio	N	N;MASC;SG
遺產	herança	遺產	herança	N	N;FEM;SG
遺產	legado	遺產	legado	N	N;MASC;SG
遺產	legacy	遺產	legacy	N	N;MASC;SG
遺產	herança	遺產	herança	N	N;FEM;SG
遺產	herança	遺產	herança	N	N;FEM;SG
獨特	únicos	獨特	único	ADJ	ADJ;MASC;PL
獨特	único	獨特	único	ADJ	ADJ;MASC;SG
獨特	única	獨特	único	ADJ	ADJ;FEM;SG
獨特	únicas	獨特	único	ADJ	ADJ;FEM;PL
電氣	elétricos	電氣	elétrico	N	N;MASC;PL
電氣	elétrica	電氣	elétrico	N	N;FEM;SG
電氣	elétrico	電氣	elétrico	N	N;MASC;SG
電氣	eléctrica	電氣	eléctrico	N	N;FEM;SG
電氣	elétricos	電氣	elétrico	N	N;MASC;PL
電氣	eléctricos	電氣	eléctrico	N	N;MASC;PL
電氣	elétrica	電氣	elétrico	N	N;FEM;SG
電氣	elétrico	電氣	elétrico	N	N;MASC;SG
眉	sobrancelhas	眉	sobrancelha	N	N;FEM;PL
眉	sobrancelha	眉	sobrancelha	N	N;FEM;SG
股權	equidade	股權	equidade	N	N;FEM;SG
股權	participações	股權	participação	N	N;FEM;PL
記憶	ram	記憶	ram	N	N;MASC;SG
記憶	carneiro	記憶	carneiro	N	N;MASC;SG
記憶	memória	記憶	memória	N	N;FEM;SG
記憶	lembrança	記憶	lembrança	N	N;FEM;SG
記憶	memoria	記憶	memoria	N	N;FEM;SG
擴展	estendida	擴展	estender	V	V;FEM;SG;V.PTCP
擴展	prolongado	擴展	prolongar	V	V;MASC;SG;V.PTCP
擴展	estendido	擴展	estender	V	V;MASC;SG;V.PTCP
擴展	alargado	擴展	alargar	V	V;MASC;SG;V.PTCP
擴展	estender	擴展	estender	V	V;NFIN
擴展	prolongar	擴展	prolongar	V	V;NFIN
擴展	alargar	擴展	alargar	V	V;NFIN
擴展	expandir	擴展	expandir	V	V;NFIN
飯店	hotel	飯店	hotel	N	N;MASC;SG
飯店	restaurantes	飯店	restaurante	N	N;MASC;PL
飯店	restaurante	飯店	restaurante	N	N;MASC;SG
烯	ene	烯	ene	N	N;MASC;SG
更換	substituir	更換	substituir	V	V;NFIN
更換	substitui	更換	substituir	V	V;IND;SG;3;PRS;FIN
更換	substitua	更換	substituar	V	V;SBJV;SG;3;PRS;FIN
快樂	joy	快樂	joy	N	N;MASC;SG
快樂	alegria	快樂	alegria	N	N;FEM;SG
快樂	alegrias	快樂	alegria	N	N;FEM;PL
快樂	happy	快樂	happy	N	N;MASC;SG
守護	guardiã	守護	guardiã	N	N;FEM;SG
守護	guardian	守護	guardian	N	N;MASC;SG
守護	guardião	守護	guardião	N	N;MASC;SG
守護	guarda	守護	guarda	N	N;FEM;SG
頭部	head	頭部	head	N	N;MASC;SG
頭部	cabeça	頭部	cabeça	N	N;FEM;SG
頭部	cabeças	頭部	cabeça	N	N;FEM;PL
玩具	toy	玩具	toy	N	N;MASC;SG
玩具	brinquedo	玩具	brinquedo	N	N;MASC;SG
玩具	brinquedos	玩具	brinquedo	N	N;MASC;PL
盆地	bacias	盆地	bacia	N	N;FEM;PL
盆地	bacia	盆地	bacia	N	N;FEM;SG
粉絲	fans	粉絲	fam	N	N;MASC;PL
粉絲	fãs	粉絲	fã	N	N;MASC;PL
粉絲	ventiladores	粉絲	ventilador	N	N;MASC;PL
粉絲	adeptos	粉絲	adepto	N	N;MASC;PL
粉絲	ventilador	粉絲	ventilador	N	N;MASC;SG
粉絲	torcedor	粉絲	torcedor	N	N;MASC;SG
粉絲	fã	粉絲	fã	N	N;MASC;SG
粉絲	ventoinha	粉絲	ventoinha	N	N;FEM;SG
消除	eliminem	消除	eliminar	V	V;SBJV;PL;3;PRS;FIN
消除	eliminar	消除	eliminar	V	V;NFIN
消除	elimine	消除	eliminar	V	V;SBJV;SG;3;PRS;FIN
拖	arrastar	拖	arrastar	V	V;NFIN
拖	arrasta	拖	arrastar	V	V;IND;SG;3;PRS;FIN
拖	rebocar	拖	rebocar	V	V;NFIN
畫家	pintores	畫家	pintor	N	N;MASC;PL
畫家	pintora	畫家	pintora	N	N;FEM;SG
畫家	pintor	畫家	pintor	N	N;MASC;SG
消滅	destruam	消滅	destruar	V	V;SBJV;PL;3;PRS;FIN
消滅	destrua	消滅	destrua	V	V;SBJV;SG;3;PRS;FIN
消滅	destrói	消滅	destruir	V	V;IND;SG;3;PRS;FIN
消滅	destruir	消滅	destruir	V	V;NFIN
形狀	formas	形狀	forma	N	N;FEM;PL
形狀	forma	形狀	forma	N	N;FEM;SG
形狀	shape	形狀	shape	N	N;MASC;SG
兵器	armamento	兵器	armamento	N	N;MASC;SG
兵器	armas	兵器	arma	N	N;FEM;PL
兵器	arma	兵器	arma	N	N;FEM;SG
迫害	perseguições	迫害	perseguição	N	N;FEM;PL
迫害	perseguição	迫害	perseguição	N	N;FEM;SG
報紙	jornal	報紙	jornal	N	N;MASC;SG
報紙	jornais	報紙	jornal	N	N;MASC;PL
天文	astrônomos	天文	astrônomo	N	N;MASC;PL
天文	astrónomos	天文	astrónomo	N	N;MASC;PL
天文	astrónomo	天文	astrónomo	N	N;MASC;SG
天文	astrônomo	天文	astrônomo	N	N;MASC;SG
硫	enxofre	硫	enxofre	N	N;MASC;SG
硫	enxofre	硫	enxofre	N	N;MASC;SG
腰	cintura	腰	cintura	N	N;FEM;SG
強化	reforçada	強化	reforçar	V	V;FEM;SG;V.PTCP
強化	melhorados	強化	melhorar	V	V;MASC;PL;V.PTCP
強化	melhorada	強化	melhorar	V	V;FEM;SG;V.PTCP
強化	melhorado	強化	melhorar	V	V;MASC;SG;V.PTCP
地產	propriedade	地產	propriedade	N	N;FEM;SG
地產	imóvel	地產	imóvel	N	N;MASC;SG
地產	propriedades	地產	propriedade	N	N;FEM;PL
天堂	heaven	天堂	heaven	N	N;MASC;SG
天堂	paraíso	天堂	paraíso	N	N;MASC;SG
天堂	céu	天堂	céu	N	N;MASC;SG
天堂	paraiso	天堂	paraiso	N	N;MASC;SG
天堂	paraíso	天堂	paraíso	N	N;MASC;SG
天堂	paradise	天堂	paradise	N	N;MASC;SG
關鍵	chave	關鍵	chave	N	N;FEM;SG
關鍵	tecla	關鍵	tecla	N	N;FEM;SG
關鍵	chaves	關鍵	chave	N	N;MASC;PL
關鍵	key	關鍵	key	N	N;MASC;SG
框架	molduras	框架	moldura	N	N;FEM;PL
框架	armações	框架	armação	N	N;FEM;PL
框架	quadros	框架	quadro	N	N;MASC;PL
框架	framework	框架	framework	N	N;MASC;SG
框架	enquadramento	框架	enquadramento	N	N;MASC;SG
框架	quadro	框架	quadro	N	N;MASC;SG
框架	moldura	框架	moldura	N	N;FEM;SG
框架	frame	框架	frame	N	N;MASC;SG
框架	armação	框架	armação	N	N;FEM;SG
框架	enquadramentos	框架	enquadramento	N	N;MASC;PL
槍管	barril	槍管	barril	N	N;MASC;SG
互動	interagir	互動	interagir	V	V;NFIN
互動	interagindo	互動	interagindo	V	V;V.MSDR
互動	interagir	互動	interagir	V	V;NFIN
互動	interage	互動	interage	V	V;IND;SG;3;PRS;FIN
中	mídia	中	mídia	N	N;FEM;SG
中	média	中	média	N	N;FEM;SG
中	médium	中	médium	N	N;MASC;SG
武士	samurai	武士	samurai	N	N;MASC;SG
武士	samurais	武士	samural	N	N;MASC;PL
棚	galpão	棚	galpão	N	N;MASC;SG
棚	barracão	棚	barracão	N	N;MASC;SG
等	igual	等	igual	N	N;MASC;SG
巨星	superstar	巨星	superstar	N	N;MASC;SG
國旗	pavilhão	國旗	pavilhão	N	N;MASC;SG
國旗	bandeira	國旗	bandeira	N	N;FEM;SG
充足	suficiência	充足	suficiência	N	N;FEM;SG
酯	ester	酯	ester	N	N;FEM;SG
酯	éster	酯	éster	N	N;MASC;SG
判決	julgamento	判決	julgamento	N	N;MASC;SG
判決	juízo	判決	juízo	N	N;MASC;SG
判決	julgamento	判決	julgamento	N	N;MASC;SG
判決	acórdão	判決	acórdão	N	N;MASC;SG
判決	veredito	判決	vereditar	N	N;MASC;SG
判決	veredicto	判決	veredicto	N	N;MASC;SG
案例	case	案例	case	N	N;MASC;SG
案例	caso	案例	caso	N	N;MASC;SG
案例	casos	案例	caso	N	N;MASC;PL
案例	processos	案例	processo	N	N;MASC;PL
職員	escrivão	職員	escrivão	N	N;MASC;SG
原料	ingredientes	原料	ingrediente	N	N;MASC;PL
服裝	vestuário	服裝	vestuário	N	N;MASC;SG
服裝	roupas	服裝	roupa	N	N;FEM;PL
服裝	roupa	服裝	roupa	N	N;FEM;SG
服裝	roupas	服裝	roupa	N	N;FEM;PL
服裝	roupa	服裝	roupa	N	N;FEM;SG
服裝	vestuário	服裝	vestuário	N	N;MASC;SG
服裝	figurino	服裝	figurino	N	N;MASC;SG
服裝	fantasia	服裝	fantasia	N	N;FEM;SG
服裝	figurino	服裝	figurino	N	N;MASC;SG
服裝	trajes	服裝	traje	N	N;MASC;PL
服裝	fatos	服裝	fato	N	N;MASC;PL
服裝	figurinos	服裝	figurino	N	N;MASC;PL
雷達	radar	雷達	radar	N	N;MASC;SG
雷達	radares	雷達	radar	N	N;MASC;PL
排球	vôlei	排球	vôlei	N	N;MASC;SG
排球	voleibol	排球	voleibol	N	N;MASC;SG
滅絕	extinta	滅絕	extinguir	V	V;FEM;SG;V.PTCP
滅絕	extinto	滅絕	extinguir	V	V;MASC;SG;V.PTCP
滅絕	extintos	滅絕	extinto	V	V;MASC;PL;V.PTCP
確保	assegurar	確保	assegurar	V	V;NFIN
溫泉	spa	溫泉	spa	N	N;MASC;SG
溫泉	termas	溫泉	terma	N	N;FEM;PL
溫泉	onsen	溫泉	onsen	N	N;MASC;SG
航行	vela	航行	vela	N	N;FEM;SG
航行	navegação	航行	navegação	N	N;FEM;SG
航行	vela	航行	vela	N	N;FEM;SG
券	voucher	券	voucher	N	N;MASC;SG
流亡	exilado	流亡	exilar	V	V;MASC;SG;V.PTCP
流亡	exilados	流亡	exilar	V	V;MASC;PL;V.PTCP
傾向	propensão	傾向	propensão	N	N;FEM;SG
傾向	tendência	傾向	tendência	N	N;FEM;SG
傾向	inclinação	傾向	inclinação	N	N;FEM;SG
修復	reparar	修復	reparar	V	V;NFIN
修復	corrigir	修復	corrigir	V	V;NFIN
修復	arranjar	修復	arranjar	V	V;NFIN
修復	consertar	修復	consertar	V	V;NFIN
修復	conserta	修復	consertar	V	V;IND;SG;3;PRS;FIN
九十	noventa	九十	novento	NUM	NUM
癌	carcinoma	癌	carcinoma	N	N;MASC;SG
癌	câncer	癌	câncer	N	N;MASC;SG
癌	cancro	癌	cancro	N	N;MASC;SG
癌	cancer	癌	cancer	N	N;MASC;SG
瓶	frasco	瓶	frasco	N	N;MASC;SG
瓶	garrafa	瓶	garrafa	N	N;FEM;SG
領地	territórios	領地	território	N	N;MASC;PL
領地	território	領地	território	N	N;MASC;SG
飲食	comendo	飲食	comer	V	V;V.MSDR
飲食	comer	飲食	comer	V	V;NFIN
社會	socialistas	社會	socialista	N	N;MASC;PL
社會	socialista	社會	socialista	N	N;MASC;SG
社會	socialismo	社會	socialismo	N	N;MASC;SG
輻射	radioactividade	輻射	radioactividade	N	N;FEM;SG
輻射	radiação	輻射	radiação	N	N;FEM;SG
輻射	radiações	輻射	radiação	N	N;FEM;PL
驚	choque	驚	choque	N	N;MASC;SG
驚	surpresa	驚	surpresa	N	N;FEM;SG
女友	namorada	女友	namorada	N	N;FEM;SG
奶	leite	奶	leite	N	N;MASC;SG
季節	sazonais	季節	sazonal	N	N;MASC;PL
季節	sazonalidade	季節	sazonalidade	N	N;FEM;SG
季節	temporada	季節	temporada	N	N;FEM;SG
季節	época	季節	época	N	N;FEM;SG
季節	estações	季節	estação	N	N;FEM;PL
季節	temporadas	季節	temporada	N	N;FEM;PL
季節	seasons	季節	seasom	N	N;MASC;SG
生態	ecologia	生態	ecologia	N	N;FEM;SG
生態	ecologia	生態	ecologia	N	N;FEM;SG
雞	frango	雞	frango	N	N;MASC;SG
雞	galinhas	雞	galinha	N	N;FEM;PL
雞	galinha	雞	galinha	N	N;FEM;SG
雞	chicken	雞	chicken	N	N;MASC;SG
雞	frangos	雞	frango	N	N;MASC;PL
直升	helo	直升	helo	V	V;IND;SG;3;PRS;FIN
夥伴	sócio	夥伴	sócio	N	N;MASC;SG
夥伴	parceira	夥伴	parceira	N	N;FEM;SG
夥伴	parceiro	夥伴	parceiro	N	N;MASC;SG
夥伴	parceiras	夥伴	parceira	N	N;FEM;PL
夥伴	sócios	夥伴	sócio	N	N;MASC;PL
夥伴	parceiros	夥伴	parceiro	N	N;MASC;PL
床	camas	床	cama	N	N;FEM;PL
床	leitos	床	leito	N	N;MASC;PL
床	cama	床	cama	N	N;FEM;SG
信任	trust	信任	trust	N	N;MASC;SG
信任	confiança	信任	confiança	N	N;FEM;SG
袋	saco	袋	saco	N	N;MASC;SG
袋	sacola	袋	sacola	N	N;FEM;SG
袋	bolsa	袋	bolsa	N	N;FEM;SG
袋	mala	袋	mala	N	N;FEM;SG
袋	bolsas	袋	bolsa	N	N;FEM;PL
袋	sacos	袋	saco	N	N;MASC;PL
袋	malas	袋	mala	N	N;FEM;PL
各省	províncias	各省	província	N	N;FEM;PL
踢	chuta	踢	chuta	V	V;IND;SG;3;PRS;FIN
踢	chutar	踢	chutar	V	V;NFIN
重力	gravidade	重力	gravidade	N	N;FEM;SG
判斷	julgando	判斷	julgar	V	V;V.MSDR
判斷	julgar	判斷	julgar	V	V;NFIN
散文	prosa	散文	prosa	N	N;FEM;SG
秘書	secretária	秘書	secretária	N	N;FEM;SG
秘書	secretário	秘書	secretário	N	N;MASC;SG
棕	marrom	棕	marror	N	N;MASC;SG
棕	brown	棕	brown	N	N;MASC;SG
棕	castanhos	棕	castanho	N	N;MASC;PL
棕	castanhas	棕	castanha	N	N;FEM;PL
棕	castanha	棕	castanha	N	N;FEM;SG
棕	castanho	棕	castanho	N	N;MASC;SG
藥物	fármacos	藥物	fármaco	N	N;MASC;PL
藥物	droga	藥物	droga	N	N;FEM;SG
藥物	drogas	藥物	droga	N	N;FEM;PL
藥物	remédio	藥物	remédio	N	N;MASC;SG
藥物	medicina	藥物	medicina	N	N;FEM;SG
藥物	medicação	藥物	medicação	N	N;FEM;SG
藥物	fármaco	藥物	fármaco	N	N;MASC;SG
藥物	droga	藥物	droga	N	N;FEM;SG
複製	duplicado	複製	duplicar	V	V;MASC;SG;V.PTCP
複製	duplicados	複製	duplicar	V	V;MASC;PL;V.PTCP
複製	duplicar	複製	duplicar	V	V;NFIN
複製	copiar	複製	copiar	V	V;NFIN
複製	copie	複製	copie	V	V;SBJV;SG;3;PRS;FIN
複製	copiar	複製	copiar	V	V;NFIN
複製	copiando	複製	copiar	V	V;V.MSDR
捐	doa	捐	doa	V	V;IND;SG;3;PRS;FIN
捐	doar	捐	doar	V	V;NFIN
院校	colégios	院校	colégio	N	N;MASC;PL
院校	faculdades	院校	faculdade	N	N;FEM;PL
交付	entrego	交付	entrego	V	V;IND;SG;1;PRS;FIN
交付	entregar	交付	entregar	V	V;NFIN
死者	vitima	死者	vitima	N	N;FEM;SG
死者	vítima	死者	vítima	N	N;FEM;SG
類別	categoria	類別	categoria	N	N;FEM;SG
類別	classes	類別	classe	N	N;FEM;PL
類別	turmas	類別	turma	N	N;FEM;PL
類別	aulas	類別	aula	N	N;FEM;PL
類別	turma	類別	turma	N	N;FEM;SG
類別	classe	類別	classe	N	N;FEM;SG
類別	aula	類別	aula	N	N;FEM;SG
類別	categorias	類別	categoria	N	N;FEM;PL
邊緣	borda	邊緣	borda	N	N;FEM;SG
邊緣	aresta	邊緣	aresta	N	N;FEM;SG
邊緣	edge	邊緣	edge	N	N;MASC;SG
邊緣	arestas	邊緣	aresta	N	N;FEM;PL
邊緣	bordas	邊緣	borda	N	N;FEM;PL
邊緣	franja	邊緣	franja	N	N;FEM;SG
邊緣	fringe	邊緣	fringe	N	N;MASC;SG
邊緣	franjas	邊緣	franja	N	N;FEM;PL
酷	cool	酷	cool	N	N;MASC;SG
辭職	renunciar	辭職	renunciar	V	V;NFIN
視覺	visuais	視覺	visual	N	N;MASC;PL
視覺	visão	視覺	visão	N	N;FEM;SG
視覺	vision	視覺	vision	N	N;MASC;SG
精英	elite	精英	elite	N	N;FEM;SG
精英	elites	精英	elite	N	N;FEM;PL
虛構	fictício	虛構	fictício	N	N;MASC;SG
虛構	fictícias	虛構	fictícia	N	N;FEM;PL
虛構	fictícios	虛構	fictício	N	N;MASC;PL
虛構	ficção	虛構	ficção	N	N;FEM;SG
虛構	fictício	虛構	fictício	N	N;MASC;SG
虛構	ficção	虛構	ficção	N	N;FEM;SG
虛構	fiction	虛構	fiction	N	N;MASC;SG
支線	alimentador	支線	alimentador	N	N;MASC;SG
假期	feriado	假期	feriado	N	N;MASC;SG
假期	férias	假期	férias	N	N;FEM;PL
假期	férias	假期	férias	N	N;FEM;PL
假期	feriados	假期	feriado	N	N;MASC;PL
假期	férias	假期	férias	N	N;FEM;PL
軍人	soldado	軍人	soldado	N	N;MASC;SG
言論	retórica	言論	retórica	N	N;FEM;SG
陰	yin	陰	yin	N	N;MASC;SG
旋轉	rodar	旋轉	rodar	V	V;NFIN
旋轉	girar	旋轉	girar	V	V;NFIN
旋轉	girar	旋轉	girar	V	V;NFIN
額外	figurante	額外	figurante	N	N;MASC;SG
額外	extra	額外	extra	N	N;MASC;SG
美食	culinária	美食	culinário	N	N;FEM;SG
美食	cozinha	美食	cozinha	N	N;FEM;SG
