dit	這	dit	這	PRO;NOM;SG;3	PRO
kritiek	臨界	kritiek	臨界	N;SG	N
letter	信	letter	信	N;SG	N
letter	字母	letter	字母	N;SG	N
letter	信函	letter	信函	N;SG	N
letter	信件	letter	信件	N;SG	N
deelstate	國家	deelstaat	國家	N;PL	N
onderrig	教育	onderrig	教育	N;SG	N
onderrig	學歷	onderrig	學歷	N;SG	N
onderrig	家教	onderrig	家教	N;SG	N
onderrig	補習	onderrig	補習	N;SG	N
voordeel	優點	voordeel	優點	N;SG	N
voordeel	優勢	voordeel	優勢	N;SG	N
verskille	差異	verskil	差異	N;PL	N
verskille	差額	verskil	差額	N;PL	N
verskille	分歧	verskil	分歧	N;PL	N
gees	精神	gees	精神	N;SG	N
kontak	接觸	kontak	接觸	V;PRS	V
kontak	聯絡	kontak	聯絡	V;PRS	V
aangepas	定制	aanpas	定制	V;PST;V.PTCP	V
aangepas	自訂	aanpas	自訂	V;PST;V.PTCP	V
vriende	朋友	vriend	朋友	N;PL	N
vriende	好友	vriend	好友	N;PL	N
gelys	上市	lys	上市	V;PST;V.PTCP	V
aanvalle	襲擊	aanval	襲擊	N;PL	N
aangewend	套用	aanwend	套用	V;PST;V.PTCP	V
maal	乘法	maal	乘法	N;SG	N
wiskunde	數學	wiskunde	數學	N;SG	N
wiskunde	數學	wiskunde	數學	N;SG	N
onderteken	加密	onderteken	加密	V;PRS	V
onderteken	簽字	onderteken	簽字	V;PRS	V
onderteken	簽	onderteken	簽	V;PRS	V
verbied	否認	verbied	否認	V;PRS	V
wysig	變更	wysig	變更	V;PRS	V
wysig	修改	wysig	修改	V;PRS	V
wysig	改變	wysig	改變	V;PRS	V
wysig	變更	wysig	變更	V;PRS	V
wysig	變	wysig	變	V;PRS	V
oorloë	戰爭	oorloë	戰爭	N;PL	N
hoogtepunt	突顯	hoogtepunt	突顯	V;PRS	V
hoogtepunt	凸顯	hoogtepunt	凸顯	V;PRS	V
kanaal	運河	kanaal	運河	N;SG	N
kanaal	頻道	kanaal	頻道	N;SG	N
kanaal	海峽	kanaal	海峽	N;SG	N
kanaal	通道	kanaal	通道	N;SG	N
hare	頭髮	haar	頭髮	N;SG	N
hare	髮型	haar	髮型	N;SG	N
hare	發	haar	發	N;SG	N
gehoor	觀眾	gehoor	觀眾	N;SG	N
gehoor	聽力	gehoor	聽力	N;SG	N
gehoor	聽覺	gehoor	聽覺	N;SG	N
toeriste	遊客	toeriste	遊客	N;PL	N
toeriste	旅遊	toeriste	旅遊	N;PL	N
toeriste	觀光	toeriste	觀光	N;PL	N
toeriste	遊客	toeriste	遊客	N;PL	N
bynaam	暱稱	bynaam	暱稱	N;SG	N
bynaam	綽號	bynaam	綽號	N;SG	N
gedwing	強迫	dwing	強迫		
joernalis	記者	joernalis	記者	N;SG	N
werklikheid	現實	werklikheid	現實	N;SG	N
programme	方案	program	方案	N;PL	N
programme	程式	program	程式	N;PL	N
strand	沙灘	strand	沙灘	N;SG	N
strand	海灘	strand	海灘	N;SG	N
bewyse	證據	bewys	證據	N;PL	N
nommer	數字	nommer	數字	N;SG	N
nommer	數	nommer	數	N;SG	N
nommer	號碼	nommer	號碼	N;SG	N
nommer	編號	nommer	編號	N;SG	N
video	視訊	video	視訊	N;SG	N
video	影片	video	影片	N;SG	N
voedsel	糧食	voedsel	糧食	N;SG	N
voedsel	食品	voedsel	食品	N;SG	N
voedsel	食物	voedsel	食物	N;SG	N
prinses	王妃	prinses	王妃	N;PL	N
prinses	公主	prinses	公主	N;PL	N
passasiers	乘客	passasier	乘客	N;PL	N
passasiers	旅客	passasier	旅客	N;PL	N
passasiers	乘客	passasier	乘客	N;PL	N
passasiers	旅客	passasier	旅客	N;PL	N
stap	台階	stap	台階	N;SG	N
stap	步驟	stap	步驟	N;SG	N
stap	步	stap	步	N;SG	N
tuin	園	tuin	園	N;SG	N
tuin	園林	tuin	園林	N;SG	N
tuin	花園	tuin	花園	N;SG	N
tuin	園藝	tuin	園藝	N;SG	N
toestande	條件	toestande	條件	N;PL	N
industriële	工業	industrieel	工業	N;SG	N
spoed	速度	spoed	速度	N;SG	N
spoed	速	spoed	速	N;SG	N
halfrond	半球	halfrond	半球	N;SG	N
instellings	格式	instelling	格式	N;PL	N
instellings	格式	instelling	格式	N;PL	N
hoeveelhede	劑量	hoeveelheid	劑量	N;PL	N
rekord	唱片	rekord	唱片	N;SG	N
rekord	紀錄	rekord	紀錄	N;SG	N
stert	尾巴	stert	尾巴	N;SG	N
stert	尾	stert	尾	N;SG	N
geldeenheid	貨幣	geldeenheid	貨幣	N;SG	N
geldeenheid	幣值	geldeenheid	幣值	N;SG	N
skade	損傷	skade	損傷	N;SG	N
skildery	畫	skildery	畫	N;SG	N
skildery	油畫	skildery	油畫	N;SG	N
skildery	繪畫	skildery	繪畫	N;SG	N
bekendheid	名望	bekendheid	名望	N;SG	N
bekendheid	名氣	bekendheid	名氣	N;SG	N
pryse	物價	pryse	物價	N;PL	N
pryse	價格	pryse	價格	N;PL	N
pryse	定價	pryse	定價	N;PL	N
beëindig	結束	beëindig	結束	V;PRS	V
toekennings	獎勵	toekenning	獎勵	N;PL	N
toekennings	獎	toekenning	獎	N;PL	N
hang	絞刑	hang	絞刑	V;PRS	V
konsep	草稿	konsep	草稿	N;SG	N
fase	階段	fase	階段	N;SG	N
onderwerpe	題目	onderwerp	題目	N;PL	N
onderwerpe	議題	onderwerp	議題	N;PL	N
onderwerpe	專題	onderwerp	專題	N;PL	N
onderwerpe	主題	onderwerp	主題	N;PL	N
gedrag	行為	gedrag	行為	N;SG	N
gedrag	行為	gedrag	行為	N;SG	N
inval	侵略	inval	侵略	N;SG	N
stasie	站	stasie	站	N;SG	N
stasie	車站	stasie	車站	N;SG	N
sagteware	軟體	sagtewaar	軟體	N;PL	N
breek	中斷	breek	中斷	V;PRS	V
breek	休息	breek	休息	V;PRS	V
breek	打破	breek	打破	V;PRS	V
kamer	房間	kamer	房間	N;SG	N
kamer	房	kamer	房	N;SG	N
verwag	預計	verwag	預計	V;PRS	V
medalje	獎章	medalje	獎章	N;SG	N
medalje	勳章	medalje	勳章	N;SG	N
medalje	獎牌	medalje	獎牌	N;SG	N
verwoes	消滅	verwoes	消滅	V;PRS	V
verwoes	摧毀	verwoes	摧毀	V;PRS	V
eiers	蛋	eiers	蛋	N;PL	N
eiers	雞蛋	eiers	雞蛋	N;PL	N
eiers	卵	eiers	卵	N;PL	N
plase	農場	plas	農場	N;PL	N
plase	農莊	plas	農莊	N;PL	N
ondernemings	倡議	onderneming	倡議	N;PL	N
ondernemings	企業	onderneming	企業	N;PL	N
julle	你	julle	你	PRO;SG;2	PRO;2
verwerp	丟棄	verwerp	丟棄	V;PRS	V
verwerp	放棄	verwerp	放棄	V;PRS	V
verwerp	捨棄	verwerp	捨棄	V;PRS	V
standbeeld	雕像	standbeeld	雕像	N;SG	N
standbeeld	雕塑	standbeeld	雕塑	N;SG	N
standbeeld	塑像	standbeeld	塑像	N;SG	N
tak	分行	tak	分行	N;SG	N
tak	分支	tak	分支	N;SG	N
kans	機會	kans	機會	N;SG	N
roete	路線	roet	路線	N;SG	N
spoorlyn	鐵路	spoorlyn	鐵路	N;SG	N
spoorlyn	鐵道	spoorlyn	鐵道	N;SG	N
finale	決賽	finaal	決賽	N;SG	N
effek	特效	effek	特效	N;SG	N
effek	效果	effek	效果	N;SG	N
effek	效應	effek	效應	N;SG	N
wentelbaan	軌道	wentelbaan	軌道	N;SG	N
goedgekeur	核定	goedkeur	核定	V;PST;V.PTCP	V
goedgekeur	核准	goedkeur	核准	V;PST;V.PTCP	V
goedgekeur	批准	goedkeur	批准	V;PST;V.PTCP	V
oplossing	溶液	oplossing	溶液	N;SG	N
bene	骨	bene	骨	N;PL	N
bene	骨骼	bene	骨骼	N;PL	N
bene	骨頭	bene	骨頭	N;PL	N
hotel	飯店	hotel	飯店	N;SG	N
hotel	酒店	hotel	酒店	N;SG	N
hotel	賓館	hotel	賓館	N;SG	N
hotel	旅館	hotel	旅館	N;SG	N
besonderhede	細節	besonderheid	細節	N;PL	N
besonderhede	詳情	besonderheid	詳情	N;PL	N
onderwyser	老師	onderwyser	老師	N;SG	N
onderwyser	教師	onderwyser	教師	N;SG	N
skilderye	油畫	skilderye	油畫	N;PL	N
skilderye	繪畫	skilderye	繪畫	N;PL	N
orrel	器官	orrel	器官	N;SG	N
orrel	風琴	orrel	風琴	N;SG	N
weergawes	版本	weergawe	版本	N;PL	N
distrikte	各區	distrik	各區	N;PL	N
apartheid	種族	apartheid	種族	N;SG	N
onthou	記住	onthou	記住	V;PRS	V
goedere	商品	goed	商品	N;PL	N
goedere	貨物	goed	貨物	N;PL	N
wyd	廣	wyd	廣	ADV	ADV
vriend	朋友	vriend	朋友	N;SG	N
vriend	好友	vriend	好友	N;SG	N
unieke	獨特	uniek	獨特	ADJ;NOM	ADJ
unieke	獨一	uniek	獨一	ADJ;NOM	ADJ
aand	晚間	aand	晚間	N;SG	N
aand	晚上	aand	晚上	N;SG	N
aand	傍晚	aand	傍晚	N;SG	N
aand	夜晚	aand	夜晚	N;SG	N
aand	晚上	aand	晚上	N;SG	N
aand	夜	aand	夜	N;SG	N
hanteer	處理	hanteer	處理	V;PRS	V
hoofkwartier	總部	hoofkwartier	總部	N;SG	N
situasie	情況	situasie	情況	N;SG	N
direkteur	主任	direkteur	主任	N;SG	N
direkteur	司長	direkteur	司長	N;SG	N
opvoeding	教育	opvoeding	教育	N;SG	N
opvoeding	學歷	opvoeding	學歷	N;SG	N
plat	平	plat	平		
siektes	疾病	siekte	疾病	N;PL	N
wyn	酒	wyn	酒	N;SG	N
wyn	葡萄	wyn	葡萄	N;SG	N
gewys	展示	wys	展示	V;PST;V.PTCP	V
gewys	顯示	wys	顯示	V;PST;V.PTCP	V
praktyk	實踐	praktyk	實踐	N;SG	N
farao	法老	farao	法老	N;SG	N
wapens	武器	wapens	武器	N;PL	N
wapens	兵器	wapens	兵器	N;PL	N
wapens	徽章	wapens	徽章	N;PL	N
verlore	失	verlore	失	V;PRS	V
verlore	輸	verlore	輸	V;PRS	V
verlore	輸	verlore	輸	V;PRS	V
verlore	遺失	verlore	遺失	V;PRS	V
verlore	迷失	verlore	迷失	V;PRS	V
leeftyd	終身	leeftyd	終身	N;SG	N
verval	到期	verval	到期	V;PRS	V
verval	過期	verval	過期	V;PRS	V
vaar	表演	vaar	表演	V;PRS	V
rekenaar	電腦	rekenaar	電腦	N;SG	N
eienaar	業	eienaar	業	N;SG	N
maatskappye	公司	maatskappy	公司	N;PL	N
mening	意見	mening	意見	N;SG	N
tekens	跡象	tekens	跡象	N;PL	N
tekens	標誌	tekens	標誌	N;PL	N
dialek	話	dialek	話	N;SG	N
dialek	方言	dialek	方言	N;SG	N
waardes	價值	waarde	價值	N;PL	N
waardes	價值	waarde	價值	N;PL	N
waardes	數值	waarde	數值	N;PL	N
waardes	值	waarde	值	N;PL	N
sterrestelsel	星系	sterrestelsel	星系	N;SG	N
behandeling	治療	behandeling	治療	N;SG	N
uitspraak	讀音	uitspraak	讀音	N;SG	N
kode	密碼	kode	密碼	N;SG	N
kode	編碼	kode	編碼	N;SG	N
kode	碼	kode	碼	N;SG	N
beker	盃	beker	盃	N;SG	N
beker	杯	beker	杯	N;SG	N
beker	杯子	beker	杯子	N;SG	N
sterrestelsels	星系	sterrestelsel	星系	N;PL	N
yster	鋼鐵	yster	鋼鐵	N;SG	N
spelling	拼字	spelling	拼字	N;SG	N
spelling	分裂	spelling	分裂	N;SG	N
prente	影像	prent	影像	N;PL	N
prente	圖片	prent	圖片	N;PL	N
prente	圖片	prent	圖片	N;PL	N
prente	像片	prent	像片	N;PL	N
prente	圖畫	prent	圖畫	N;PL	N
prente	照片	prent	照片	N;PL	N
aangekom	抵達	aankom	抵達	V;PST;V.PTCP	V
aangekom	到	aankom	到	V;PST;V.PTCP	V
skuld	債務	skuld	債務	N;SG	N
skuld	罪惡	skuld	罪惡	N;SG	N
skuld	內疚	skuld	內疚	N;SG	N
skuld	盾牌	skuld	盾牌	N;SG	N
aksie	處	aksie	處	N;SG	N
suurstof	氧氣	suurstof	氧氣	N;SG	N
suurstof	氧	suurstof	氧	N;SG	N
newel	星雲	newel	星雲	N;SG	N
werkers	工人	werker	工人	N;PL	N
tradisies	傳統	tradisie	傳統	N;PL	N
wenner	勝者	wenner	勝者	N;SG	N
wenner	贏家	wenner	贏家	N;SG	N
kenmerke	功能	kenmerk	功能	N;PL	N
kenmerke	特色	kenmerk	特色	N;PL	N
kenmerke	特徵	kenmerk	特徵	N;PL	N
kenmerke	特點	kenmerk	特點	N;PL	N
beskawing	文明	beskawing	文明	N;SG	N
verlies	虧損	verlies	虧損	N;SG	N
verlies	損失	verlies	損失	N;SG	N
projekte	項目	projek	項目	N;PL	N
universiteite	大學	universiteit	大學	N;PL	N
bygewoon	出席	bywoon	出席	V;PST;V.PTCP	V
bygewoon	參加	bywoon	參加	V;PST;V.PTCP	V
sangeres	歌手	sangere	歌手	N;SG	N
rock	岩	rock	岩	N;SG	N
rock	岩石	rock	岩石	N;SG	N
rock	石頭	rock	石頭	N;SG	N
rock	搖滾	rock	搖滾	N;SG	N
paaie	公路	paaie	公路	N;PL	N
paaie	道路	paaie	道路	N;PL	N
paaie	小徑	paaie	小徑	N;PL	N
paaie	路徑	paaie	路徑	N;PL	N
kommentaar	功能	kommentaar	功能	N;SG	N
kommentaar	職能	kommentaar	職能	N;SG	N
kommentaar	函數	kommentaar	函數	N;SG	N
leeu	獅	leeu	獅	N;SG	N
leeu	獅子	leeu	獅子	N;SG	N
leeu	獅子	leeu	獅子	N;SG	N
insekte	昆蟲	insek	昆蟲	N;PL	N
hoor	聽證	hoor	聽證	V;PRS	V
vuur	消防	vuur	消防	N;SG	N
vuur	火	vuur	火	N;SG	N
vuur	火災	vuur	火災	N;SG	N
gevolge	後果	gevolg	後果	N;PL	N
storie	捲軸	storie	捲軸	N;SG	N
vleis	肉	vleis	肉	N;SG	N
vleis	肉類	vleis	肉類	N;SG	N
kere	時代	kere	時代	N;PL	N
kere	時報	kere	時報	N;PL	N
toernooi	錦標	toernooi	錦標	N;SG	N
waterstof	氫氣	waterstof	氫氣	N;SG	N
waterstof	氫	waterstof	氫	N;SG	N
landskap	風景	landskap	風景	N;SG	N
landskap	景觀	landskap	景觀	N;SG	N
owerhede	當局	owerheid	當局	N;PL	N
hitte	加熱	hitte	加熱	V;PRS	V
ingang	入場	ingang	入場	N;SG	N
ingang	入口	ingang	入口	N;SG	N
skaal	比例尺	skaal	比例尺	N;SG	N
skaal	規模	skaal	規模	N;SG	N
gesig	臉	gesig	臉	N;SG	N
gesig	臉部	gesig	臉部	N;SG	N
kamp	露營	kamp	露營	V;PRS	V
kamp	露營	kamp	露營	V;PRS	V
simbole	符號	simbool	符號	N;PL	N
metaal	金屬	metaal	金屬	N;SG	N
wyfie	女	wyfie	女	N;SG	N
wyfie	女性	wyfie	女性	N;SG	N
natalse	沼澤	natals	沼澤	N;SG	N
natalse	沼澤	natals	沼澤	N;SG	N
organismes	生物	organisme	生物	N;PL	N
weerstand	阻力	weerstand	阻力	N;SG	N
weerstand	電阻	weerstand	電阻	N;SG	N
premier	總理	premier	總理	N;SG	N
gebruike	公約	gebruik	公約	N;PL	N
publieke	公眾	publiek	公眾	N;PL	N
voorstede	郊區	voorstede	郊區	N;PL	N
logo	標誌	logo	標誌	N;SG	N
logo	標識	logo	標識	N;SG	N
bedrag	金額	bedrag	金額	N;SG	N
bedrag	款額	bedrag	款額	N;SG	N
bedrag	數額	bedrag	數額	N;SG	N
metodes	方法	metode	方法	N;PL	N
poësie	詩	poësie	詩	N;SG	N
poësie	詩歌	poësie	詩歌	N;SG	N
toerisme	旅遊	toerisme	旅遊	N;SG	N
waarheid	真理	waarheid	真理	N;SG	N
waarheid	事實	waarheid	事實	N;SG	N
waarheid	真相	waarheid	真相	N;SG	N
idees	想法	idees	想法	N;SG	N
katte	貓	kat	貓	N;PL	N
uitvoer	執行	uitvoer	執行	V;PRS	V
mure	牆壁	muur	牆壁	N;PL	N
mure	城牆	muur	城牆	N;PL	N
mure	牆	muur	牆	N;PL	N
student	學生	student	學生	N;SG	N
maniere	禮儀	manier	禮儀	N;PL	N
maniere	禮貌	manier	禮貌	N;PL	N
geweld	暴力	geweld	暴力	N;SG	N
ure	小時	uut	小時	N;PL	N
spanning	電壓	spanning	電壓	N;SG	N
spoorweë	鐵路	spoorweë	鐵路	N;PL	N
senior	資深	senior	資深	ADJ;NOM	ADJ
klasse	類別	klas	類別	N;PL	N
klasse	班級	klas	班級	N;PL	N
elf	十一	elf	十一	NUM	NUM
kommunikasie	通訊	kommunikasie	通訊	N;SG	N
kommunikasie	通訊	kommunikasie	通訊	N;SG	N
grade	學位	graad	學位	N;PL	N
grade	度	graad	度	N;PL	N
ooreenkomste	協定	ooreenkomste	協定	N;PL	N
outeur	作家	outeur	作家	N;SG	N
outeur	作者	outeur	作者	N;SG	N
outeur	編劇	outeur	編劇	N;SG	N
outeur	作者	outeur	作者	N;SG	N
lied	歌曲	lied	歌曲	N;SG	N
lied	首歌	lied	首歌	N;SG	N
lied	歌	lied	歌	N;SG	N
families	家庭	families	家庭	N;PL	N
medium	介質	medium	介質	N;SG	N
medium	中型	medium	中型	N;SG	N
medium	中	medium	中	N;SG	N
medium	媒介	medium	媒介	N;SG	N
figuur	圖	figuur	圖	N;SG	N
kiesers	選民	kieser	選民	N;PL	N
selde	極少	selde	極少	ADV	ADV
konserwatiewe	保守	konserwatief	保守	ADJ;NOM	ADJ
konserwatiewe	保守	konserwatief	保守	ADJ;NOM	ADJ
hulpbronne	資源	hulpbron	資源	N;PL	N
vermy	避免	vermy	避免	V;PRS	V
skei	分割	skei	分割	V;PRS	V
eiendom	地產	eiendom	地產	N;SG	N
eiendom	屬性	eiendom	屬性	N;SG	N
eiendom	財產	eiendom	財產	N;SG	N
eiendom	物業	eiendom	物業	N;SG	N
jag	獵	jag	獵	N;PL	N
susters	姐妹	susters	姐妹	N;PL	N
susters	姊妹	susters	姊妹	N;PL	N
versamel	收集	versamel	收集	V;PRS	V
teorieë	理論	teorieë	理論	N;PL	N
nuus	新聞	nuus	新聞	N;SG	N
bane	電路	bane	電路	N;PL	N
aangekoop	購買	aankoop	購買	V;PST;V.PTCP	V
aanhangers	粉絲	aanhanger	粉絲	N;PL	N
arbeid	勞工	arbeid	勞工	N;SG	N
arbeid	勞力	arbeid	勞力	N;SG	N
arbeid	勞工	arbeid	勞工	N;SG	N
briewe	信	brief	信	N;PL	N
briewe	字母	brief	字母	N;PL	N
briewe	信件	brief	信件	N;PL	N
prestasie	績效	prestasie	績效	N;SG	N
prestasie	業績	prestasie	業績	N;SG	N
strepe	花臉	strepe	花臉	N;PL	N
strepe	條紋	strepe	條紋	N;PL	N
verdediging	辯護	verdediging	辯護	N;SG	N
verdediging	國防	verdediging	國防	N;SG	N
verdediging	防禦	verdediging	防禦	N;SG	N
verdediging	防守	verdediging	防守	N;SG	N
verdediging	國防	verdediging	國防	N;SG	N
sand	沙子	sand	沙子	N;SG	N
sand	砂	sand	砂	N;SG	N
gedagte	頭腦	dag	頭腦	N;PL	N
gedagte	心靈	dag	心靈	N;PL	N
ontsnap	逃離	ontsnap	逃離	V;PRS	V
poort	埠	poort	埠	N;SG	N
poort	港口	poort	港口	N;SG	N
koerante	報章	koerant	報章	N;PL	N
koerante	報刊	koerant	報刊	N;PL	N
stories	故事	stories	故事	N;PL	N
stories	動態	stories	動態	N;PL	N
vel	肌膚	vel	肌膚	N;SG	N
glas	玻璃	glas	玻璃	N;SG	N
toegeskryf	指派	toeskryf	指派	V;PST;V.PTCP	V
beskadig	受損	beskadig	受損	V;PRS	V
betrekkinge	關係	betrekking	關係	N;PL	N
pluto	冥王	pluto	冥王	N;SG	N
pan	泛	pan	泛		
onderhoud	維護	onderhoud	維護	N;SG	N
verklaring	宣言	verklaring	宣言	N;SG	N
komedie	喜劇	komedie	喜劇	N;SG	N
optree	演戲	optree	演戲	V;PRS	V
optree	代理	optree	代理	V;PRS	V
moontlikheid	可能	moontlikheid	可能	N;SG	N
snelheid	速度	snelheid	速度	N;SG	N
roep	致電	roep	致電	V;PRS	V
roep	打電	roep	打電	V;PRS	V
roep	呼叫	roep	呼叫	V;PRS	V
biografie	傳記	biografie	傳記	N;SG	N
biografie	自傳	biografie	自傳	N;SG	N
satelliet	衛星	satelliet	衛星	N;SG	N
onderwysers	教師	onderwyser	教師	N;PL	N
modelle	模型	modelle	模型	N;PL	N
modelle	模特	modelle	模特	N;PL	N
modelle	型號	modelle	型號	N;PL	N
modelle	模特	modelle	模特	N;PL	N
syfers	位	syfers	位	N;PL	N
persentasie	百分	persentasie	百分	N;SG	N
grondslag	基礎	grondslag	基礎	N;SG	N
toetse	測試	toets	測試	N;PL	N
toetse	測驗	toets	測驗	N;PL	N
rots	物料	rots	物料	N;SG	N
rots	材質	rots	材質	N;SG	N
rots	材料	rots	材料	N;SG	N
fisika	物理	fisika	物理	N;SG	N
fisika	物理	fisika	物理	N;SG	N
liga	聯盟	liga	聯盟	N;SG	N
liga	同盟	liga	同盟	N;SG	N
liga	聯賽	liga	聯賽	N;SG	N
ingenieur	工程	ingenieur	工程	N;SG	N
liedjies	歌曲	liedjies	歌曲	N;PL	N
liedjies	歌	liedjies	歌	N;PL	N
beginsels	原則	beginsel	原則	N;PL	N
dokter	醫師	dokter	醫師	N;SG	N
dokter	醫生	dokter	醫生	N;SG	N
dokter	博士	dokter	博士	N;SG	N
kapasiteit	容量	kapasiteit	容量	N;SG	N
kapasiteit	能力	kapasiteit	能力	N;SG	N
vorms	形狀	vorm	形狀	N;PL	N
vorms	表格	vorm	表格	N;PL	N
vorms	形式	vorm	形式	N;PL	N
vorms	表格	vorm	表格	N;PL	N
operasie	手術	operasie	手術	N;SG	N
operasie	行動	operasie	行動	N;SG	N
teologie	神學	teologie	神學	N;SG	N
rus	休息	rus	休息	V;PRS	V
gras	草	gras	草	N;SG	N
gras	草地	gras	草地	N;SG	N
gras	草叢	gras	草叢	N;SG	N
gedeel	共用	deel	共用	V;PST;V.PTCP	V
gedeel	共享	deel	共享	V;PST;V.PTCP	V
gedeel	分享	deel	分享	V;PST;V.PTCP	V
gedeel	共享	deel	共享	V;PST;V.PTCP	V
gedeel	分享	deel	分享	V;PST;V.PTCP	V
elektrisiteit	電力	elektrisiteit	電力	N;SG	N
elektrisiteit	電	elektrisiteit	電	N;SG	N
elektrisiteit	電力	elektrisiteit	電力	N;SG	N
elektrisiteit	電源	elektrisiteit	電源	N;SG	N
elektrisiteit	動力	elektrisiteit	動力	N;SG	N
elektrisiteit	權力	elektrisiteit	權力	N;SG	N
verteenwoordigers	代表	verteenwoordiger	代表	N;PL	N
deeltjies	顆	deeltjiie	顆	N;PL	N
deeltjies	粒子	deeltjiie	粒子	N;PL	N
deeltjies	微粒	deeltjiie	微粒	N;PL	N
lok	吸引	lok	吸引	V;PRS	V
omskep	轉換	omskep	轉換	V;PRS	V
gehalte	素質	gehalte	素質	N;SG	N
gehalte	品質	gehalte	品質	N;SG	N
gehalte	優質	gehalte	優質	N;SG	N
gehalte	質量	gehalte	質量	N;SG	N
strate	街道	straat	街道	N;PL	N
verre	遙遠	verr	遙遠		
herbou	重建	herbou	重建	V;PRS	V
banke	銀行	banke	銀行	N;PL	N
kampioen	冠軍	kampioen	冠軍	N;SG	N
rekenaars	電子	rekenaar	電子	N;PL	N
rekenaars	電腦	rekenaar	電腦	N;PL	N
mannetjie	男性	mannetjie	男性	N;SG	N
mannetjie	男	mannetjie	男	N;SG	N
jeug	青年	jeug	青年	N;SG	N
jeug	青春	jeug	青春	N;SG	N
jeug	青少	jeug	青少	N;SG	N
chemie	化學	chemie	化學	N;SG	N
belasting	稅務	belasting	稅務	N;SG	N
belasting	稅	belasting	稅	N;SG	N
belasting	稅	belasting	稅	N;SG	N
belasting	稅金	belasting	稅金	N;SG	N
vang	接住	vang	接住	V;PRS	V
vang	擷取	vang	擷取	V;PRS	V
vang	捕捉	vang	捕捉	V;PRS	V
vang	捕獲	vang	捕獲	V;PRS	V
resultate	成果	resultate	成果	N;PL	N
resultate	結果	resultate	結果	N;PL	N
volgorde	秩序	volgorde	秩序	N;SG	N
volgorde	順序	volgorde	順序	N;SG	N
tuine	花園	tuine	花園	N;PL	N
vuurtoring	燈塔	vuurtoring	燈塔	N;SG	N
koper	買主	koper	買主	N;SG	N
koper	銅礦	koper	銅礦	N;SG	N
koper	銅	koper	銅	N;SG	N
baai	灣	baai	灣	N;SG	N
baai	海灣	baai	海灣	N;SG	N
komponente	元件	komponent	元件	N;PL	N
toneelstuk	彈	toneelstuk	彈	N;SG	N
romans	小說	romans	小說	N;PL	N
tydskrifte	雜誌	tydskrif	雜誌	N;PL	N
kulture	文化	kultuur	文化	N;PL	N
geregistreer	註冊	registreer	註冊	V;PST;V.PTCP	V
geregistreer	訂閱	registreer	訂閱	V;PST;V.PTCP	V
ras	比賽	ras	比賽	N;SG	N
ras	賽	ras	賽	N;SG	N
ras	種族	ras	種族	N;SG	N
ras	競賽	ras	競賽	N;SG	N
spreek	敲擊	spreek	敲擊	V;PRS	V
rotse	岩	rots	岩	N;PL	N
rotse	岩石	rots	岩石	N;PL	N
monargie	君主	monargie	君主	N;SG	N
monargie	君主	monargie	君主	N;SG	N
monargie	君主	monargie	君主	N;SG	N
monargie	君主	monargie	君主	N;SG	N
monargie	寡頭	monargie	寡頭	N;SG	N
monargie	寡頭	monargie	寡頭	N;SG	N
verbindings	人脈	verbinding	人脈	N;PL	N
stadig	慢	stadig	慢		
besetting	陣容	besetting	陣容	N;SG	N
besetting	職業	besetting	職業	N;SG	N
crusaders	十字	crusader	十字	N;PL	N
evangelie	福音	evangelie	福音	N;SG	N
handhaaf	維持	handhaaf	維持	V;PRS	V
oortuig	深信	oortuig	深信	V;PRS	V
take	任務	taak	任務	N;PL	N
veroordeel	譴責	veroordeel	譴責	V;PRS	V
oorsaak	原因	oorsaak	原因	N;SG	N
administrateur	署長	administrateur	署長	N;SG	N
krisis	危機	krisis	危機	N;SG	N
stowwe	物質	stof	物質	N;PL	N
gevang	抓到	gevang	抓到	V;PRS	V
vyftig	五十	vyftig	五十	NUM	NUM
minerale	礦	mineraal	礦	N;PL	N
minerale	礦物	mineraal	礦物	N;PL	N
minerale	礦	mineraal	礦	N;PL	N
perde	馬	perd	馬	N;PL	N
perde	馬匹	perd	馬匹	N;PL	N
getuig	作證	tuig	作證	V;PST;V.PTCP	V
uitgesaai	直播	uitsaai	直播	V;PST;V.PTCP	V
uitgesaai	播放	uitsaai	播放	V;PST;V.PTCP	V
uitgesaai	播出	uitsaai	播出	V;PST;V.PTCP	V
brandstof	燃料	brandstof	燃料	N;SG	N
brandstof	燃油	brandstof	燃油	N;SG	N
gelees	讀	gelees	讀	V;PST;V.PTCP	V
gelees	讀取	gelees	讀取	V;PST;V.PTCP	V
mane	鬃毛	mane	鬃毛	N;PL	N
sitplekke	席位	sitplek	席位	N;PL	N
sitplekke	座位	sitplek	座位	N;PL	N
sitplekke	座位	sitplek	座位	N;PL	N
renaissance	復興	renaissance	復興	N;SG	N
renaissance	文藝	renaissance	文藝	N;SG	N
brei	編織	brei	編織	V;PRS	V
veg	打	veg	打	V;PRS	V
opera	歌劇	opera	歌劇	N;SG	N
figure	數字	figure	數字	N;PL	N
toegestaan	准予	toestaan	准予	V;PST;V.PTCP	V
identiteit	身分	identiteit	身分	N;SG	N
identiteit	身份	identiteit	身份	N;SG	N
steenkool	煤礦	steenkool	煤礦	N;SG	N
steenkool	煤炭	steenkool	煤炭	N;SG	N
steenkool	煤	steenkool	煤	N;SG	N
