van	від	van	від	ADP	ADP;GEN
omvang	величина	omvang	величина	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
omvang	розмір	omvang	розмір	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bal	бал	bal	бал	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bal	кулька	bal	кулька	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
bal	бал	bal	бал	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verwante	схожі	verwant	схожий	ADJ	ADJ;NOM;PL
stukje	шматок	stuk	шматок	N;NEUT;SG	N;INAN;NOM;MASC;SG
stukje	інсталяція	stuk	інсталяція	N;NEUT;SG	N;INAN;NOM;FEM;SG
stukje	фігуру	stuk	фігура	N;NEUT;SG	N;INAN;ACC;FEM;SG
onderscheiding	нагорода	onderscheiding	нагорода	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
docent	викладач	docent	викладач	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
docent	вчителю	docent	вчитель	N;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
docent	вчитель	docent	вчитель	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
docent	учитель	docent	учитель	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
docent	вчителька	docent	вчителька	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
geweld	насилля	geweld	насилля	N;NEUT;SG	N;INAN;NOM;NEUT;SG
geweld	насильство	geweld	насильство	N;NEUT;SG	N;INAN;NOM;NEUT;SG
verwoest	знищено	verwoesten	знищено	V;V.PTCP	V;PFV;IND;0;FIN
verwoest	зруйновано	verwoesten	зруйновано	V;V.PTCP	V;PFV;IND;0;FIN
verwoest	знищили	verwoesten	знищити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
verkeerde	неправильна	verkeerd	неправильний	ADJ	ADJ;NOM;FEM;SG
verkeerde	неправильний	verkeerd	неправильний	ADJ	ADJ;NOM;MASC;SG
gezag	авторитет	gezag	авторитет	N;NEUT;SG	N;INAN;NOM;MASC;SG
gezag	правом	gezag	право	N;NEUT;SG	N;INAN;INS;MASC;SG
oorzaak	причина	oorzaak	причина	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
oorzaak	причиною	oorzaak	причина	N;MASC+FEM;SG	N;INAN;INS;FEM;SG
order	ордер	order	ордер	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
order	наказ	order	наказ	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
order	порядок	order	порядок	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
lady	леді	lady	леді	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
lady	пані	lady	пані	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
trekt	тягне	trekken	тягнути	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
trekt	малює	trekken	малювати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
gearresteerd	затримала	arresteren	затримати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gearresteerd	заарештовано	arresteren	заарештовано	V;V.PTCP	V;PFV;IND;0;FIN
budget	бюджет	budget	бюджет	N;NEUT;SG	N;INAN;NOM;MASC;SG
ontbreken	бракує	ontbreken	бракувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
harde	важкий	hard	важкий	ADJ	ADJ;NOM;MASC;SG
harde	складна	hard	складний	ADJ	ADJ;NOM;FEM;SG
harde	важка	hard	важка	ADJ	ADJ;NOM;FEM;SG
harde	жорсткий	hard	жорсткий	ADJ	ADJ;NOM;MASC;SG
zwemmen	плавати	zwemmen	плавати	V;NFIN	V;IPFV;NFIN
restauratie	відновлення	restauratie	відновлення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
restauratie	реставрація	restauratie	реставрація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
geslachten	статей	slachten	стаття	N;PL	N;INAN;GEN;FEM;PL
wolf	вовк	wolf	вовк	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
leerde	навчився	leren	навчитися	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
leerde	вивчив	leren	вивчити	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
lint	стрічка	linten	стрічка	N;NEUT;SG	N;INAN;NOM;FEM;SG
vandalisme	вандалізму	vandalisme	вандалізм	N;NEUT;SG	N;INAN;GEN;MASC;SG
middelen	виконавців	middel	виконавець	N;PL	N;ANIM;ACC;MASC;PL
middelen	виконавці	middel	виконавець	N;PL	N;ANIM;NOM;MASC;PL
middelen	ресурси	middel	ресурс	N;PL	N;INAN;NOM;MASC;PL
schiereiland	півострів	schiereiland	півостр	N;NEUT;SG	N;INAN;NOM;MASC;SG
schiereiland	півострів	schiereiland	півостр	N;NEUT;SG	N;INAN;NOM;MASC;SG
beperkte	обмежено	beperken	обмежити	V;SG;PST;FIN	V;PFV;IND;0;FIN
cross	хрест	cross	хрест	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
cross	хрестик	cross	хрестик	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
voorlopig	тимчасовий	voorlopig	тимчасовий	ADJ	ADJ;NOM;MASC;SG
regiment	полк	regiment	полк.	N;NEUT;SG	N;INAN;NOM;MASC;SG
kwalificatie	кваліфікація	kwalificatie	кваліфікація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hedendaagse	сучасна	hedendaags	сучасний	ADJ	ADJ;NOM;FEM;SG
hedendaagse	сучасне	hedendaags	сучасне	ADJ	ADJ;NOM;NEUT;SG
jongens	хлопчики	jongens	хлопчик	N;PL	N;ANIM;NOM;MASC;PL
jongens	хлопці	jongens	хлопець	N;PL	N;ANIM;NOM;MASC;PL
fouten	помилки	fout	помилка	N;PL	N;INAN;NOM;FEM;PL
fouten	помилки	fout	помилка	N;PL	N;INAN;NOM;FEM;PL
orchestra	оркестр	orchestra	оркестр	N;NEUT;SG	N;INAN;NOM;MASC;SG
prestaties	виступів	prestatie	виступ	N;PL	N;INAN;GEN;MASC;PL
lord	господь	lord	господь	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
lord	господа	lord	господа	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
lord	володар	lord	володар	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sprak	говорив	spreken	говорити	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
sprak	говорила	spreken	говорити	V;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
richtlijnen	вказівки	richtlijn	вказівка	N;PL	N;INAN;NOM;FEM;PL
richtlijnen	директив	richtlijn	директив	N;PL	N;INAN;GEN;MASC;PL
publicatie	публікацію	publicatie	публікація	N;MASC+FEM;SG	N;INAN;ACC;FEM;SG
publicatie	публікація	publicatie	публікація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
publicatie	видавництво	publicatie	видавництво	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
publicatie	оприлюднення	publicatie	оприлюднення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
publicatie	публікацією	publicatie	публікація	N;MASC+FEM;SG	N;INAN;INS;FEM;SG
publicatie	публікація	publicatie	публікація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
publicatie	публікування	publicatie	публікування	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
bedekt	розібралися	bedekken	розібратися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
café	кафе	café	кафе	N;NEUT;SG	N;INAN;NOM;NEUT;SG
café	кафе	café	кафе	N;NEUT;SG	N;INAN;NOM;NEUT;SG
toestel	пристрій	toestel	пристрій	N;NEUT;SG	N;INAN;NOM;MASC;SG
eindigt	завершується	eindigen	завершуватися	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
eindigt	завершує	eindigen	завершувати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
eindigt	закінчується	eindigen	закінчуватися	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
expeditie	експедиція	expeditie	експедиція	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
zelden	рідко	zelden	рідко	ADV	ADV
zelden	рідко	zelden	рідко	ADV	ADV
gehucht	гамлет	huchten	гамлет	N;NEUT;SG	N;ANIM;NOM;MASC;SG
sponzen	губки	sponzen	губка	N;PL	N;INAN;NOM;FEM;PL
tunnel	тунель	tunnel	тунель	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
nick	псевдонім	nick	псевдонім	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
estadio	естадіо	estadio	естадіо	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
zorg	піклування	zorg	піклування	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
zorg	догляд	zorg	догляд	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
classic	класика	classic	класика	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
uitslag	висип	uitslag	висип	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
schotse	шотландська	schots	шотландський	ADJ	ADJ;NOM;FEM;SG
gevoel	почуття	gevoel	почуття	N;NEUT;SG	N;INAN;NOM;NEUT;SG
gevoel	відчуття	gevoel	відчуття	N;NEUT;SG	N;INAN;NOM;NEUT;SG
gevoel	передчуття	gevoel	передчуття	N;NEUT;SG	N;INAN;NOM;NEUT;SG
gevoel	сенсацією	gevoel	сенсація	N;NEUT;SG	N;INAN;INS;FEM;SG
afgesloten	оточує	afsluiten	оточувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
afgesloten	закрито	afsluiten	закрито	V;V.PTCP	V;PFV;IND;0;FIN
afgesloten	зачинено	afsluiten	зачинути	V;V.PTCP	V;PFV;IND;0;FIN
studeren	вчиться	studeren	вчитися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
studeren	навчається	studeren	навчатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
aanzienlijk	значну	aanzienlijk	значний	ADJ	ADJ;ACC;FEM;SG
filosoof	філософ	filosoof	філософ	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tanden	зуби	tand	зуб	N;PL	N;INAN;NOM;MASC;PL
insecten	комах	insecten	комаха	N;PL	N;ANIM;ACC;FEM;PL
insecten	комахи	insecten	комаха	N;PL	N;ANIM;NOM;MASC;PL
insecten	комахи	insecten	комаха	N;PL	N;ANIM;NOM;MASC;PL
insecten	жуків	insecten	жук	N;PL	N;ANIM;ACC;MASC;PL
insecten	вад	insecten	вад	N;PL	N;INAN;GEN;FEM;PL
insecten	вади	insecten	вада	N;PL	N;INAN;NOM;FEM;PL
voorganger	попередник	voorganger	попередник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hogeschool	коледж	hogeschool	коледж	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hogeschool	коледжі	hogeschool	коледжа	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
reageren	відповісти	reageren	відповісти	V;NFIN	V;PFV;NFIN
reageren	відповідає	reageren	відповідати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
reageren	реагувати	reageren	реагувати	V;NFIN	V;IPFV;NFIN
reageren	виводять	reageren	виводити	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
deur	вивіз	deur	вивіз	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
leerling	учень	leerling	учень	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
leerling	студентка	leerling	студентка	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
leerling	студент	leerling	студент	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
leerling	учениця	leerling	учениця	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
campagne	похід	campagne	похід	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
campagne	кампанія	campagne	кампанія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
service	служба	service	служба	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
service	послуга	service	послуга	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
service	сервіс	service	сервес	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
concerten	концерти	concert	концерт	N;PL	N;INAN;NOM;MASC;PL
maatregelen	заходи	maatregel	захід	N;PL	N;INAN;NOM;MASC;PL
evenement	подію	evenement	подія	N;NEUT;SG	N;INAN;ACC;FEM;SG
evenement	подією	evenement	подія	N;NEUT;SG	N;INAN;INS;FEM;SG
evenement	подія	evenement	подія	N;NEUT;SG	N;INAN;NOM;FEM;SG
trouw	вірний	trouw	вірний	ADJ	ADJ;NOM;MASC;SG
trouw	вірним	trouw	вірний	ADJ	ADJ;INS;NEUT;SG
trouw	вірний	trouw	вірний	ADJ	ADJ;NOM;MASC;SG
meisjes	дівчатка	meisje	дівчатко	N;PL	N;ANIM;NOM;FEM;PL
meisjes	дівчата	meisje	дівчина	N;PL	N;ANIM;NOM;FEM;PL
beleg	облога	beleg	облогий	N;NEUT;SG	N;INAN;NOM;FEM;SG
vleugels	крила	vleugel	крило	N;PL	N;INAN;NOM;NEUT;PL
bijbel	біблія	bijbel	біблія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
motoren	рушії	motor	рушія	N;PL	N;INAN;NOM;FEM;PL
motoren	двигуни	motor	двигун	N;PL	N;INAN;NOM;MASC;PL
motoren	рушії	motor	рушія	N;PL	N;INAN;NOM;FEM;PL
straten	вулицям	straat	вулиця	N;PL	N;INAN;DAT;FEM;PL
straten	вулиць	straat	вулиця	N;PL	N;INAN;GEN;FEM;PL
straten	вуличками	straat	вуличка	N;PL	N;INAN;INS;FEM;PL
straten	вулицями	straat	вулиця	N;PL	N;INAN;INS;FEM;PL
straten	вулиці	straat	вулиця	N;PL	N;INAN;NOM;FEM;PL
rang	звання	rang	звання	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
begrijp	розумію	begrijpen	розуміти	V;SG;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
begrijp	зрозуміти	begrijpen	зрозуміти	V;SG;PRS;FIN	V;PFV;NFIN
context	контекст	context	контекст	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
context	контексту	context	контекст	N;MASC+FEM;SG	N;INAN;GEN;MASC;SG
carolina	кароліна	carolina	каролін	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
getallen	номери	getal	номер	N;PL	N;INAN;NOM;MASC;PL
getallen	цифри	getal	цифра	N;PL	N;INAN;NOM;FEM;PL
verkoop	продаж	verkoop	продаж	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verkoop	продаж	verkoop	продаж	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verkoop	розпродаж	verkoop	розпродаж	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verkoop	продаж	verkoop	продаж	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tiende	десяту	tien	десятий	ADJ	ADJ;ACC;FEM;SG
tiende	десятий	tien	десятий	ADJ	ADJ;NOM;MASC;SG
burgemeesters	мерів	burgemeester	меріти	N;PL	N;ANIM;NOM;MASC;PL
tegenstander	суперник	tegenstander	суперник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
samengesteld	зібрано	samenstellen	зібрати	V;V.PTCP	V;PFV;IND;0;FIN
samengesteld	складено	samenstellen	скласти	V;V.PTCP	V;PFV;IND;0;FIN
verhouding	коефіцієнт	verhouding	коефіцієнт	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verhouding	співвідношення	verhouding	співвідношення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
troon	трон	troon	трон	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
literaire	літературна	literair	літературний	ADJ	ADJ;NOM;FEM;SG
literaire	літературні	literair	літературний	ADJ	ADJ;NOM;PL
literaire	літературний	literair	літературний	ADJ	ADJ;NOM;MASC;SG
verkopen	продати	verkopen	продати	V;NFIN	V;PFV;NFIN
verkopen	продавати	verkopen	продавати	V;NFIN	V;IPFV;NFIN
getekend	підписано	tekenen	підписати	V;V.PTCP	V;PFV;IND;0;FIN
getekend	підписав	tekenen	підписати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
getekend	підписали	tekenen	підписати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
onmogelijk	неможлива	onmogelijk	неможливий	ADJ	ADJ;NOM;FEM;SG
onmogelijk	неможливе	onmogelijk	неможливий	ADJ	ADJ;NOM;NEUT;SG
domein	домен	domein	домний	N;NEUT;SG	N;INAN;NOM;MASC;SG
belangstelling	зацікавлення	belangstelling	зацікавлення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
belangstelling	інтерес	belangstelling	інтерес	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
belangstelling	вигода	belangstelling	вигода	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
manager	керівник	manager	керівник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
manager	менеджер	manager	менеджер	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
eenvoudige	просту	eenvoudig	простий	ADJ	ADJ;ACC;FEM;SG
eenvoudige	простий	eenvoudig	простий	ADJ	ADJ;NOM;MASC;SG
eenvoudige	проста	eenvoudig	простий	ADJ	ADJ;NOM;FEM;SG
eenvoudige	прості	eenvoudig	простий	ADJ	ADJ;NOM;PL
eenvoudige	просте	eenvoudig	прости	ADJ	ADJ;NOM;NEUT;SG
canvas	полотно	canvas	полотно	N;NEUT;SG	N;INAN;NOM;NEUT;SG
canvas	полотна	canvas	полотний	N;NEUT;SG	N;INAN;NOM;NEUT;SG
winkel	крамниця	winkel	крамниця	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
winkel	магазин	winkel	магазин	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
winkel	магазин	winkel	магазин	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
voorloper	сировина	voorloper	сировина	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
suite	комплект	suite	комплект	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
gepresenteerd	представили	presenteren	представити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gepresenteerd	презентували	presenteren	презентувати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gepresenteerd	презентувала	presenteren	презентувати	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
portret	портрет	portret	портрет	N;NEUT;SG	N;INAN;NOM;MASC;SG
pseudoniem	псевдонім	pseudoniem	псевдонім	N;NEUT;SG	N;INAN;NOM;MASC;SG
romeinen	римляни	romein	римлянин	N;PL	N;ANIM;NOM;MASC;PL
romeinen	римлянам	romein	римлянин	N;PL	N;ANIM;DAT;MASC;PL
vliegveld	аеропорт	vliegveld	аеропорт	N;NEUT;SG	N;INAN;NOM;MASC;SG
verliefd	близьке	verliefd	близький	ADJ	ADJ;NOM;NEUT;SG
samenleving	суспільство	samenleving	суспільство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
samenleving	товариства	samenleving	товариство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
samenleving	товариство	samenleving	товариство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
beheerd	переживали	beheren	переживати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
beheerd	вдалося	beheren	вдатися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
beheerd	зуміли	beheren	зуміти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
beheerd	керується	beheren	керуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
division	ділення	division	ділення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
division	дивізіон	division	дивізіон	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
division	поділ	division	поділ	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
toon	мультик	toon	мультик	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
toon	тонус	toon	тонус	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
toon	тон	toon	тон	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
toon	шоу	toon	шоу	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
producent	виробник	producent	виробник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
producent	продюсер	producent	продюсер	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
producent	виробник	producent	виробник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
manchester	манчестер	manchester	манчестер	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
gestopt	зупинено	stoppen	зупинути	V;V.PTCP	V;PFV;IND;0;FIN
gestopt	зупинили	stoppen	зупинити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gestopt	зупинився	stoppen	зупинитися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
minimaal	мінімальна	minimaal	мінімальний	ADJ	ADJ;NOM;FEM;SG
minimaal	мінімальний	minimaal	мінімальний	ADJ	ADJ;NOM;MASC;SG
minimaal	мінімальне	minimaal	мінімальний	ADJ	ADJ;NOM;NEUT;SG
minimaal	мінімальна	minimaal	мінімальний	ADJ	ADJ;NOM;FEM;SG
minimaal	мінімальне	minimaal	мінімальний	ADJ	ADJ;NOM;NEUT;SG
merken	бренди	merk	бренда	N;PL	N;INAN;NOM;MASC;PL
merken	брендів	merk	бренд	N;PL	N;INAN;GEN;MASC;PL
auteurs	авторів	auteur	автор	N;PL	N;ANIM;NOM;MASC;PL
auteurs	автори	auteur	автор	N;PL	N;ANIM;NOM;MASC;PL
melding	сповіщення	melding	сповіщення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
positief	позитивне	positief	позитивний	ADJ	ADJ;NOM;NEUT;SG
positief	позитивні	positief	позитивний	ADJ	ADJ;NOM;PL
positief	позитивний	positief	позитивний	ADJ	ADJ;NOM;MASC;SG
shorts	шорти	shorts	шорт	N;PL	N;INAN;NOM;MASC;PL
lambert	ламберт	lamberen	ламберт	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
master	майстер	master	майстер	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
master	магістр	master	магістр	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
master	вчителю	master	вчитель	N;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
klaas	клас	klaas	клас	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
liga	ліга	liga	ліг	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
liga	ліга	liga	ліг	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hertogdom	герцогство	hertogdom	герцогство	N;NEUT;SG	N;INAN;NOM;NEUT;SG
hond	собака	hond	собака	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hond	собачка	hond	собачка	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
hond	пес	hond	пес	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
systemen	систем	systeem	система	N;PL	N;INAN;GEN;FEM;PL
ontdekte	виявив	ontdekken	виявити	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
ontdekte	відкрив	ontdekken	відкрити	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
tijdvak	строк	tijdvak	строк	N;NEUT;SG	N;INAN;NOM;MASC;SG
tijdvak	період	tijdvak	період	N;NEUT;SG	N;INAN;NOM;MASC;SG
boy	хлопчик	boy	хлопчик	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
arabisch	арабських	arabisch	арабський	ADJ	ADJ;GEN;PL
arabisch	арабський	arabisch	арабський	ADJ	ADJ;NOM;MASC;SG
arabisch	арабські	arabisch	арабський	ADJ	ADJ;NOM;PL
arabisch	арабська	arabisch	арабський	ADJ	ADJ;NOM;FEM;SG
bestuurder	драйвер	bestuurder	драйвер	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bestuurder	водій	bestuurder	водій	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bestuurder	водія	bestuurder	водія	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
taken	задачі	taak	задача	N;PL	N;INAN;NOM;FEM;PL
camera	камера	camera	камера	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
camera	фотоапарат	camera	фотоапарат	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
testament	заповіт	testament	заповіт	N;NEUT;SG	N;INAN;NOM;MASC;SG
breken	розбити	breken	розбити	V;NFIN	V;PFV;NFIN
wijn	вина	wijn	вино	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
wijn	вино	wijn	вино	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
power	влада	power	влада	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
power	живлення	power	живлення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
power	сила	power	сила	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
neem	бери	nemen	бера	V;SG;PRS;FIN	V;IPFV;IMP;SG;2;FIN
neem	візьми	nemen	узяти	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN
neem	взяти	nemen	взяти	V;SG;PRS;FIN	V;PFV;NFIN
koningen	королі	koning	король	N;PL	N;ANIM;NOM;MASC;PL
gelukkig	щасливим	gelukkig	щасливий	ADJ	ADJ;INS;NEUT;SG
gelukkig	щаслива	gelukkig	щасливий	ADJ	ADJ;NOM;FEM;SG
gelukkig	щасливі	gelukkig	щасливий	ADJ	ADJ;NOM;PL
gelukkig	щасливе	gelukkig	щасливий	ADJ	ADJ;NOM;NEUT;SG
gelukkig	щасливий	gelukkig	щасливий	ADJ	ADJ;NOM;MASC;SG
gelukkig	щасливим	gelukkig	щасливий	ADJ	ADJ;INS;NEUT;SG
masters	магістри	master	магістр	N;PL	N;ANIM;NOM;MASC;PL
islamitische	ісламський	islamitisch	ісламський	ADJ	ADJ;NOM;MASC;SG
toegelaten	зізнався	toelaten	зізнатися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
toegelaten	надавати	toelaten	надавати	V;V.PTCP	V;IPFV;NFIN
toegelaten	дозволено	toelaten	дозволити	V;V.PTCP	V;PFV;IND;0;FIN
toegelaten	дозволили	toelaten	дозволити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
toegelaten	дозволено	toelaten	дозволити	V;V.PTCP	V;PFV;IND;0;FIN
bruine	коричневі	bruin	коричнівий	ADJ	ADJ;NOM;PL
bruine	коричневий	bruin	коричневий	ADJ	ADJ;NOM;MASC;SG
enorm	величезна	enorm	величезний	ADJ	ADJ;NOM;FEM;SG
enorm	величезний	enorm	величезний	ADJ	ADJ;NOM;MASC;SG
enorm	величезні	enorm	величезний	ADJ	ADJ;NOM;PL
enorm	неймовірні	enorm	неймовірний	ADJ	ADJ;NOM;PL
instelling	установа	instelling	установий	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
instelling	інститут	instelling	інститут	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vreemd	дивний	vreemd	дивний	ADJ	ADJ;NOM;MASC;SG
vreemd	дивна	vreemd	дивний	ADJ	ADJ;NOM;FEM;SG
vreemd	дивне	vreemd	дивний	ADJ	ADJ;NOM;NEUT;SG
vreemd	дивний	vreemd	дивний	ADJ	ADJ;NOM;MASC;SG
vreemd	дивна	vreemd	дивний	ADJ	ADJ;NOM;FEM;SG
vreemd	дивним	vreemd	дивний	ADJ	ADJ;INS;NEUT;SG
vreemd	дивні	vreemd	дивний	ADJ	ADJ;NOM;PL
vreemd	дивним	vreemd	дивний	ADJ	ADJ;INS;NEUT;SG
