γενιές	generácie	γενιά	generácia	N;NOM;FEM;PL	N;NOM;FEM;PL
ήξερε	vedel	θέρω	vedieť	V;IPFV;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
ήξερε	vedela	θέρω	vedieť	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
νευρικό	nervózna	νευρικός	nervózny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
νευρικό	nervózny	νευρικός	nervózny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
σουηδική	švédske	σουηδικός	švédsky	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
σουηδική	švédsky	σουηδικός	švédsky	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
τρένο	vlak	τρένο	vlak	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
κύκλοι	kruhy	κύκλος	kruh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
κύκλοι	cykly	κύκλος	cykly	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
κύκλοι	bicykle	κύκλος	bicykel	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
μεσαίο	stred	μεσαίος	stred	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
μεσαίο	médium	μεσαίος	médium	N;NOM;NEUT;SG	N;NOM;NEUT;SG
φόβος	strach	φόβος	strach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
βαθμίδα	tier	βαθμίδα	tier	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
κατασκευαστές	tvorcovia	κατασκευαστής	tvorca	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
κατασκευαστές	výrobcovia	κατασκευαστής	výrobec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
προωθεί	propaguje	προωθώ	propagovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
προωθεί	podporuje	προωθώ	podporovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
προωθεί	presadzuje	προωθώ	presadzovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
τροχιές	trajektórie	τροχιά	trajektória	N;NOM;FEM;PL	N;NOM;NEUT;PL
αρχικώς	pôvodne	αρχικώς	pôvodne	ADV	ADV
αρχικώς	spočiatku	αρχικώς	spočiatku	ADV	ADV
αρχικώς	pôvodne	αρχικώς	pôvodne	ADV	ADV
κατάθλιψη	depresiu	κατάθλιψη	depresi	N;ACC;FEM;SG	N;ACC;FEM;SG
κατάθλιψη	depresiu	κατάθλιψη	depresi	N;ACC;FEM;SG	N;ACC;FEM;SG
φανερό	očividné	φανερός	očividný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
φανερό	samozrejmé	φανερός	samozrejmý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
φανερό	zjavné	φανερός	zjavný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
φανερό	zrejmé	φανερός	zrejmý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
επιβάλει	presadiť	επιβάζω	presadiť	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
επιβάλει	vymôcť	επιβάζω	vymôcť	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
όραση	víziu	όραση	vízium	N;ACC;FEM;SG	N;ACC;FEM;SG
παρατηρητή	pozorovateľa	παρατηρητής	pozorovateľ	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
σκληρός	krutý	σκληρός	krutý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
σκληρός	krutá	σκληρός	krutý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
σκληρός	kruté	σκληρός	krutý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
σκληρός	tvrdá	σκληρός	tvrdý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
σκληρός	ťažké	σκληρός	ťažký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
σκληρός	tvrdý	σκληρός	tvrdý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
σκληρός	ťažké	σκληρός	ťažký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
σκληρός	tvrdá	σκληρός	tvrdý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
νάνος	trpaslík	νάνος	trpaslík	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
νάνος	trpaslík	νάνος	trpaslík	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
κατανοητό	zrozumiteľné	κατανοητός	zrozumiteľný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
κατανοητό	pochopiteľné	κατανοητός	pochopiteľný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
κλάδοι	pobočky	κλάδος	pobočka	N;NOM;MASC;PL	N;NOM;FEM;PL
κλάδοι	vetvy	κλάδος	vetvy	N;NOM;MASC;PL	N;NOM;FEM;PL
κλάδοι	odvetvia	κλάδος	odvetvie	N;NOM;MASC;PL	N;NOM;NEUT;PL
κλάδοι	sektory	κλάδος	sektor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
αλβανική	albánsky	αλβανικός	albánsky	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
αναγκαίο	potrebná	αναγκαίος	potrebný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
αναγκαίο	nevyhnutná	αναγκαίος	nevyhnutný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
αναγκαίο	nutné	αναγκαίος	nutný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
αναγκαίο	nevyhnutné	αναγκαίος	nevyhnutný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
αναγκαίο	potrebné	αναγκαίος	potrebný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
αναγκαίο	nutná	αναγκαίος	nutný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
προαγωγή	propagáciu	προαγωγή	propagácia	N;ACC;FEM;SG	N;ACC;FEM;SG
εξαιρετικό	výborná	εξαιρετικός	výborný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
εξαιρετικό	vynikajúca	εξαιρετικός	vynikajúci	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
εξαιρετικό	vynikajúce	εξαιρετικός	vynikajúci	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
αισθήματα	emócie	αίσθημα	emócia	N;NOM;NEUT;PL	N;NOM;FEM;PL
αισθήματα	pocity	αίσθημα	pocit	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
αισθήματα	city	αίσθημα	cit	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
πρόσθεση	doplnenie	πρόσθεση	doplnenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
πρόσθεση	pridávanie	πρόσθεση	pridávanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
πρόσθεση	pridanie	πρόσθεση	pridanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
πρόσθεση	pridávanie	πρόσθεση	pridávanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
πρόσθεση	pridanie	πρόσθεση	pridanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
φίλτρο	filter	φίλτρο	filter	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
φίλτρο	elixír	φίλτρο	elixír	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
καγκελάριος	kancelár	καγκελάριος	kancelár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
προσέλαβε	najal	προσελαμβάνω	najať	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
μεταμόρφωση	premena	μεταμόρφωση	premena	N;NOM;FEM;SG	N;NOM;FEM;SG
μεταμόρφωση	premena	μεταμόρφωση	premena	N;NOM;FEM;SG	N;NOM;FEM;SG
μεταμόρφωση	transformácia	μεταμόρφωση	transformácia	N;NOM;FEM;SG	N;NOM;FEM;SG
συμβάν	incident	συμβάν	incident	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
συμβάν	podujatie	συμβάν	podujatie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
συμβάν	udalosť	συμβάν	udalosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
συμβάν	event	συμβάν	event	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
βρείτε	nájdite	βρίσκω	nájsť	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
βρείτε	nájsť	βρίσκω	nájsť	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;POS;NFIN
διαμαρτυρίες	protesty	διαμαρτυρία	protest	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
δυναμικά	dynamicky	δυναμικά	dynamicky	ADV	ADV
ήθη	morálky	ήθη	morálka	N;NOM;NEUT;PL	N;NOM;FEM;PL
χτύπησε	udrieť	χτυπώ	udrieť	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
χτύπησε	udrel	χτυπώ	udrieť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
τέρας	beštia	τέρας	beštiť	N;NOM;NEUT;SG	N;NOM;FEM;SG
τέρας	zviera	τέρας	zviera	N;NOM;NEUT;SG	N;NOM;NEUT;SG
τέρας	príšera	τέρας	príšera	N;NOM;NEUT;SG	N;NOM;FEM;SG
τέρας	monštrum	τέρας	monštrum	N;NOM;NEUT;SG	N;NOM;NEUT;SG
τέρας	netvor	τέρας	netvor	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
τέρας	obluda	τέρας	obluda	N;NOM;NEUT;SG	N;NOM;FEM;SG
κατακτητές	dobyvatelia	κατακτητής	dobyvateľ	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
μεμβράνη	film	μεμβράνη	film	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
εισιτήριο	lístok	εισιτήριο	lístok	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
βεβαιότητα	istotu	βεβαιότητα	istota	N;ACC;FEM;SG	N;ACC;FEM;SG
αλφαβητική	abecedný	αλφαβητικός	abecedný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
αλφαβητική	abecedné	αλφαβητικός	abecedný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
αποκαλύπτεται	odhaľuje	αποκαλύπτω	odhaľovať	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
αύριο	zajtra	αύριο	zajtra	ADV	ADV
λίνκολν	lincolna	λίνκολν	lincolna	N;NOM;NEUT;SG	N;NOM;FEM;SG
ιόντων	iónov	ιόντος	ión	N;GEN;NEUT;PL	N;INAN;GEN;MASC;PL
συντελεστής	koeficient	συντελεστής	koeficient	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
συντελεστής	miera	συντελεστής	miera	N;NOM;MASC;SG	N;NOM;FEM;SG
συντελεστής	rýchlosť	συντελεστής	rýchlosť	N;NOM;MASC;SG	N;NOM;FEM;SG
συντελεστής	sadzba	συντελεστής	sadzba	N;NOM;MASC;SG	N;NOM;FEM;SG
συντελεστής	činiteľ	συντελεστής	činiteľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
συντελεστής	faktor	συντελεστής	faktor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
κληρικός	klerik	κληρικός	klerik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
διευθύνσεις	adresy	διεύθυνση	adresa	N;NOM;FEM;PL	N;NOM;FEM;PL
πρύτανης	rektor	πρύτανος	rektor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
εβραϊκό	židovské	εβραϊκός	židovský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
εβραϊκό	židovský	εβραϊκός	židovský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
δίδυμο	dvojča	δίδυμο	dvojča	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
πατέρες	otcov	πατέρα	otcov	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
πατέρες	otcovia	πατέρα	otec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
γαλάζιο	modra	γαλάζιος	modra	N;NOM;NEUT;SG	N;NOM;FEM;SG
οικολογία	ekológia	οικολογία	ekológia	N;NOM;FEM;SG	N;NOM;FEM;SG
πτώμα	tele	πτώμα	telo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
πτώμα	orgán	πτώμα	orgán	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
πτώμα	telo	πτώμα	telo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
πτώμα	mŕtvola	πτώμα	mŕtvol	N;NOM;NEUT;SG	N;NOM;FEM;SG
διασπορά	rozptyl	διασπορά	rozptyť	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
διασπορά	disperzia	διασπορά	disperzia	N;NOM;FEM;SG	N;NOM;FEM;SG
διασπορά	rozptyl	διασπορά	rozptyť	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
διασπορά	rozptyl	διασπορά	rozptyť	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
διασπορά	rozptýlenie	διασπορά	rozptýlenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
διασπορά	rozširovanie	διασπορά	rozširovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
διασπορά	šírenie	διασπορά	šírenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
καύση	spaľovanie	καύση	spaľovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
καύση	pálenie	καύση	pálenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
καύση	spaľovanie	καύση	spaľovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
καύση	spaľovanie	καύση	spaľovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
υπόγειο	pivnica	υπόγειο	pivnica	N;NOM;NEUT;SG	N;NOM;FEM;SG
ποινές	sankcie	ποινή	sankcia	N;NOM;FEM;PL	N;NOM;FEM;PL
ποινές	pokuty	ποινή	pokut	N;NOM;FEM;PL	N;NOM;FEM;PL
ποινές	tresty	ποινή	trest	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
ποινές	vety	ποινή	veta	N;NOM;FEM;PL	N;NOM;FEM;PL
αντίστροφο	inverznú	αντίστροφος	inverzný	N;NOM;NEUT;SG	N;NOM;FEM;SG
ανοίγματα	otvory	ανόιγμα	otvor	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
ανοίγματα	expozície	ανόιγμα	expozícia	N;NOM;NEUT;PL	N;NOM;FEM;PL
ανοίγματα	ožiarenia	ανόιγμα	ožiarenie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
κρύο	zima	κρύο	zima	N;NOM;NEUT;SG	N;NOM;FEM;SG
κρύο	chlad	κρύο	chlad	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
διάλογος	dialóg	διάλογος	dialóg	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
διάλογος	dialóg	διάλογος	dialóg	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
χαλκό	meď	χαλκός	meď	N;NOM;NEUT;SG	N;NOM;MASC;SG
χαλκό	medi	χαλκός	med	N;NOM;NEUT;SG	N;NOM;FEM;SG
χαρακτηρισμός	určenie	χαρακτηρισμός	určenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
χαρακτηρισμός	označenie	χαρακτηρισμός	označenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
χαρακτηρισμός	charakteristika	χαρακτηρισμός	charakteristika	N;NOM;MASC;SG	N;NOM;FEM;SG
χαρακτηρισμός	charakterizácia	χαρακτηρισμός	charakterizácia	N;NOM;MASC;SG	N;NOM;FEM;SG
τρύπες	diery	τρύπος	diera	N;NOM;FEM;PL	N;NOM;FEM;PL
τρύπες	otvory	τρύπος	otvor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
τρύπες	dierky	τρύπος	dierka	N;NOM;FEM;PL	N;NOM;FEM;PL
άμμο	piesok	άμμος	piesok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
αποθήκες	sklady	απόθηκα	sklad	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
πλάσμα	stvorenie	πλάσμα	stvorenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
πλάσμα	tvor	πλάσμα	tvor	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
κλειδιά	kľúče	κλειδιά	kľúč	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
κλειδιά	klávesy	κλειδιά	kláves	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
ισλαμικό	islamský	ισλαμικός	islamský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
δικαστής	rozhodca	δικαστής	rozhodca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δικαστής	sudca	δικαστής	sudca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
φρούρια	pevnosti	φρούριο	pevnosť	N;NOM;NEUT;PL	N;NOM;FEM;PL
δυνατά	nahlas	δυνατός	nahlas	ADV	ADV
δυνατά	hlasno	δυνατός	hlasno	ADV	ADV
μήκη	dĺžky	μήκη	dĺžka	N;NOM;NEUT;PL	N;NOM;FEM;PL
τοπολογία	topológia	τοπολογία	topológia	N;NOM;FEM;SG	N;NOM;FEM;SG
πράσινοι	zelení	πράσινος	zelenie	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
άξονες	nápravy	άξονας	náprava	N;NOM;MASC;PL	N;NOM;FEM;PL
άξονες	osí	άξονας	osí	N;NOM;MASC;PL	N;NOM;FEM;PL
αυτοκινητόδρομος	diaľnica	αυτοκινητόδρομος	diaľnica	N;NOM;MASC;SG	N;NOM;FEM;SG
αυτοκινητόδρομος	diaľnica	αυτοκινητόδρομος	diaľnica	N;NOM;MASC;SG	N;NOM;FEM;SG
βίβλο	biblia	βίβλος	biblia	N;NOM;FEM;SG	N;NOM;FEM;SG
κάθετη	vertikálna	κάθετος	vertikálny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
κάθετη	vertikálne	κάθετος	vertikálne	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
κάθετη	vertikálny	κάθετος	vertikálny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
υποδιαιρέσεις	podoblasti	υποδιαίρεση	podoblasť	N;NOM;FEM;PL	N;NOM;FEM;PL
υποσχέθηκε	sľúbila	υπόσχομαι	sľúbiť	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
υποσχέθηκε	sľúbil	υπόσχομαι	sľúbiť	V;PFV;IND;SG;3;PST;FIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
σχεδιαστές	dizajnéri	σχεδιαστής	dizajnér	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
σχεδιαστές	projektanti	σχεδιαστής	projektanť	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
προσωπικός	osobný	προσωπικός	osobný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
προσωπικός	osobná	προσωπικός	osobný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
προσωπικός	osobné	προσωπικός	osobný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
αναλογίες	pomery	αναλογία	pomer	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
δωρεές	dary	δωρεός	dar	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
δωρεές	príspevky	δωρεός	príspevok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
νοσοκομεία	nemocnice	νοσοκομείο	nemocnica	N;NOM;NEUT;PL	N;NOM;FEM;PL
καρδινάλιος	kardinál	καρδινάλιος	kardinál	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
παραδοσιακός	tradičné	παραδοσιακός	tradičný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
παραδοσιακός	tradičná	παραδοσιακός	tradičný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
παραδοσιακός	tradičný	παραδοσιακός	tradičný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
αποφασιστική	rozhodujúci	αποφασιστικός	rozhodujúci	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
αποφασιστική	rozhodný	αποφασιστικός	rozhodný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
αποφασιστική	rozhodujúce	αποφασιστικός	rozhodujúci	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
αποφασιστική	rozhodné	αποφασιστικός	rozhodný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
αποφασιστική	rozhodujúca	αποφασιστικός	rozhodujúci	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
αγγελική	anjelské	αγγελικός	anjelský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
προτιμήσεις	preferencie	προτίμηση	preferencia	N;NOM;FEM;PL	N;NOM;FEM;PL
ομαλή	hladká	ομαλός	hladký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ομαλή	plynulé	ομαλός	plynulý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ομαλή	hladký	ομαλός	hladký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
ομαλή	hladké	ομαλός	hladký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
κληρικοί	kňazi	κληρικός	kňaz	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
κανόνια	delá	κανόνι	delo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
κανόνια	delá	κανόνι	delo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
γάμους	svadby	γάμος	svadba	N;NOM;MASC;PL	N;NOM;FEM;PL
γάμους	manželstvá	γάμος	manželstvo	N;NOM;MASC;PL	N;NOM;NEUT;PL
φαινομενικά	zdanlivo	φαινομενικά	zdanlivo	ADV	ADV
φαινομενικά	zdanlivo	φαινομενικά	zdanlivo	ADV	ADV
γλυκά	sladkosti	γλυκά	sladkosť	N;NOM;NEUT;PL	N;NOM;FEM;PL
γλυκά	cukríky	γλυκά	cukrík	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
γλυκά	sladkosti	γλυκά	sladkosť	N;NOM;NEUT;PL	N;NOM;FEM;PL
γλυκά	cukríky	γλυκά	cukrík	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
εκπομπών	emisií	εκπομπή	emisieť	N;GEN;FEM;PL	N;GEN;FEM;PL
φλοιό	kôra	φλοιός	kôra	N;NOM;NEUT;SG	N;NOM;FEM;SG
φλοιό	kôra	φλοιός	kôra	N;NOM;NEUT;SG	N;NOM;FEM;SG
ανώνυμη	anonymný	ανώνυμη	anonymný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
ανώνυμη	anonymné	ανώνυμη	anonymný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ομιλητές	reproduktory	ομιλητής	reproduktor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ομιλητές	rečníci	ομιλητής	rečník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
πρωταγωνίστρια	protagonista	πρωταγωνίστρια	protagonista	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
μεγαλώνει	rastie	μεγαλώνω	rásť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
μεγαλώνει	rastie	μεγαλώνω	rásť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
φαρμακευτική	farmaceutické	φαρμακευτικός	farmaceutický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
φαρμακευτική	farmaceutický	φαρμακευτικός	farmaceutický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
φαρμακευτική	liečivá	φαρμακευτικός	liečivý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
συνδρομή	pomoc	συνδρομή	pomoc	N;ACC;FEM;SG	N;ACC;FEM;SG
παραδόθηκαν	doručiť	παραδίδω	doručiť	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;POS;NFIN
παραδόθηκαν	vzdali	παραδίδω	vzdať	V;PFV;IND;PL;3;PST;FIN;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
πεδιάδες	roviny	πεδιάδα	rovina	N;NOM;FEM;PL	N;NOM;FEM;PL
δραματικά	dramaticky	δραματικά	dramaticky	ADV	ADV
κατάλαβε	porozumieť	καταλαβαίνω	porozumieť	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
κατάλαβε	pochopiť	καταλαβαίνω	pochopiť	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
διευκολύνει	uľahčuje	διευκολύνω	uľahčovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
τρότσκι	trockij	τρότσκι	trockij	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ηφαίστεια	sopky	ηφαίστεια	sopka	N;NOM;NEUT;PL	N;NOM;FEM;PL
κωμωδίες	komédie	κωμώδία	komédia	N;NOM;FEM;PL	N;NOM;FEM;PL
αντικαθιστά	nahrádza	αντικάθιστώ	nahrádzať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
εντυπώσεις	dojmy	εντύπωση	dojem	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
εντυπώσεις	zobrazenia	εντύπωση	zobrazenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
συγκεντρώθηκαν	zhromaždili	συγκεντρώνω	zhromaždiť	V;PFV;IND;PL;3;PST;FIN;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
θρύλο	legendu	θρύλος	legenda	N;ACC;MASC;SG	N;ACC;FEM;SG
επιτυχής	úspešné	επιτυχής	úspešný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
επιτυχής	úspešný	επιτυχής	úspešný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
επιτυχής	úspešná	επιτυχής	úspešný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
επιτυχής	úspešné	επιτυχής	úspešný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
επιτυχής	úspešný	επιτυχής	úspešný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
επιτυχής	úspešná	επιτυχής	úspešný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
