til	varten	til	varten	ADV	ADV
delte	jakoi	dele	jakaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
organiseret	järjestäytyneen	organisere	järjestäytynyt	V;INDF;SG;PST;V.PTCP	V;GEN;SG;V.PTCP;ACT
organiseret	järjestäytynyt	organisere	järjestäytyä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
organiseret	järjestetty	organisere	järjestää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
organiseret	järjestäytyneen	organisere	järjestäytynyt	V;INDF;SG;PST;V.PTCP	V;GEN;SG;V.PTCP;ACT
organiseret	järjestäytynyt	organisere	järjestäytyä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
organiseret	järjestetty	organisere	järjestää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
filosof	filosofi	filosof	filosofi	N;INDF;MASC+FEM;SG	N;NOM;SG
fart	nopeus	fart	nopeus	N;INDF;MASC+FEM;SG	N;NOM;SG
fart	nopeutta	fart	nopeus	N;INDF;MASC+FEM;SG	N;PRT;SG
fart	vauhti	fart	vauhti	N;INDF;MASC+FEM;SG	N;NOM;SG
bemærk	huomaa	bemærke	huomata	V;IMP	V;IMP;SG;2;FIN;ACT
power	teho	powe	teho	N;INDF;MASC+FEM;SG	N;NOM;SG
power	power	powe	power	N;INDF;MASC+FEM;SG	N;NOM;SG
power	voima	powe	voima	N;INDF;MASC+FEM;SG	N;NOM;SG
power	valta	powe	valta	N;INDF;MASC+FEM;SG	N;NOM;SG
power	valtaa	powe	valta	N;INDF;MASC+FEM;SG	N;PRT;SG
renault	renault	renault	renault	N;INDF;MASC+FEM;SG	N;NOM;SG
daglige	päivittäiset	daglig	päivittäinen	ADJ;PL	ADJ;NOM;PL
bestyrelse	lauta	bestyrelse	lauta	N;INDF;MASC+FEM;SG	N;NOM;SG
bestyrelse	johtokunta	bestyrelse	johto#kunta	N;INDF;MASC+FEM;SG	N;NOM;SG
bestyrelse	laudan	bestyrelse	lauta	N;INDF;MASC+FEM;SG	N;GEN;SG
bestyrelse	johtokunnan	bestyrelse	johto#kunta	N;INDF;MASC+FEM;SG	N;GEN;SG
passende	tarkoituksenmukainen	passende	tarkoitus#mukainen	ADJ	ADJ;NOM;SG
passende	asianmukaiset	passende	asian#mukainen	ADJ	ADJ;NOM;PL
passende	asianmukainen	passende	asian#mukainen	ADJ	ADJ;NOM;SG
passende	sopivaa	passende	sopiva	ADJ	ADJ;PRT;SG
passende	sopiva	passende	sopiva	ADJ	ADJ;NOM;SG
passende	sopivat	passende	sopiva	ADJ	ADJ;NOM;PL
passende	sopiva	passende	sopiva	ADJ	ADJ;NOM;SG
passende	riittävä	passende	riittävä	ADJ	ADJ;NOM;SG
passende	riittävät	passende	riittävä	ADJ	ADJ;NOM;PL
distriktet	piiri	distrikte	piiri	N;DEF;NEUT;SG	N;NOM;SG
distriktet	piirikunta	distrikte	piiri#kunta	N;DEF;NEUT;SG	N;NOM;SG
gyldne	kultaiset	gylden	kultainen	ADJ;PL	ADJ;NOM;PL
fiskeri	kalastus	fiskeri	kalastus	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	kalatalous	fiskeri	kala#talous	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	kalatalous	fiskeri	kala#talous	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	kalastusta	fiskeri	kalastus	N;INDF;NEUT;SG	N;PRT;SG
fiskeri	kalastus	fiskeri	kalastus	N;INDF;NEUT;SG	N;NOM;SG
fiskeri	kalatalous	fiskeri	kala#talous	N;INDF;NEUT;SG	N;NOM;SG
uafhængigt	itsenäisesti	uafhængig	itsenäisesti	ADV	ADV
uafhængigt	riippumattomasti	uafhængig	riippumattomasti	ADV	ADV
provinser	maakunnat	provins	maa#kunta	N;INDF;MASC+FEM;PL	N;NOM;PL
amter	maakunnat	amt	maa#kunta	N;INDF;NEUT;PL	N;NOM;PL
amter	läänit	amt	lääni	N;INDF;NEUT;PL	N;NOM;PL
ild	tulipalo	ild	tuli#palo	N;INDF;MASC+FEM;SG	N;NOM;SG
myrdet	murhattu	myrde	murhata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
myrdet	murhasi	myrde	murhata	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
myrdet	murhattiin	myrde	murhata	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
myrdet	tapettu	myrde	tapata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
myrdet	tappanut	myrde	tappaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
myrdet	tappoi	myrde	tappaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
christine	christine	christine	christine	N;INDF;MASC+FEM;SG	N;NOM;SG
hænder	kädet	hånd	käsi	N;INDF;MASC+FEM;PL	N;NOM;PL
hænder	käsien	hånd	käsi	N;INDF;MASC+FEM;PL	N;GEN;PL
beslutning	päätös	beslutning	päätös	N;INDF;MASC+FEM;SG	N;NOM;SG
beslutning	päätöslauselman	beslutning	päätös#lauselma	N;INDF;MASC+FEM;SG	N;GEN;SG
beslutning	päätöslauselma	beslutning	päätös#lauselma	N;INDF;MASC+FEM;SG	N;NOM;SG
forsøgt	yritettiin	forsøge	yrittää	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
forsøgt	yritetty	forsøge	yrittää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forsøgt	yritti	forsøge	yrittää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
forsøgt	kokeiltu	forsøge	kokeilla	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forsøgt	yritin	forsøge	yrittää	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
ramme	ruutu	ramme	ruutua	N;INDF;MASC+FEM;SG	N;NOM;SG
ramme	kehys	ramme	kehys	N;INDF;MASC+FEM;SG	N;NOM;SG
rødt	punainen	rød	punainen	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
rødt	punaista	rød	punainen	ADJ;INDF;NEUT;SG	ADJ;PRT;SG
situationen	tilanne	situation	tilanne	N;DEF;MASC+FEM;SG	N;NOM;SG
syn	syn	syn	syn	N;INDF;NEUT;SG	N;NOM;SG
syn	näkö	syn	tämä	N;INDF;NEUT;SG	N;NOM;SG
syn	näky	syn	näky	N;INDF;NEUT;SG	N;NOM;SG
syn	näkemys	syn	näkemys	N;INDF;NEUT;SG	N;NOM;SG
syn	näkö	syn	tämä	N;INDF;NEUT;SG	N;NOM;SG
syn	näky	syn	näky	N;INDF;NEUT;SG	N;NOM;SG
syn	vision	syn	visio	N;INDF;NEUT;SG	N;GEN;SG
syn	visio	syn	visio	N;INDF;NEUT;SG	N;NOM;SG
forladt	hylätty	forlade	hylätä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forladt	hylännyt	forlade	hylätä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
forladt	hylättynä	forlade	hylätä	V;INDF;SG;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
foreslog	ehdotti	foreslå	ehdottaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
væsentligt	merkittävästi	væsentligt	merkittävästi	ADV	ADV
væsentligt	olennaisesti	væsentligt	olennaisesti	ADV	ADV
væsentligt	huomattavasti	væsentligt	huomattavasti	ADV	ADV
flydende	nestemäinen	flydende	nestemäinen	ADJ	ADJ;NOM;SG
lærte	oppineet	lære	oppia	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;ACT
lærte	oppinut	lære	oppia	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
lærte	opetti	lære	opettaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
lærte	opettanut	lære	opettaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
afghanistan	afganistan	afghanistan	afganista	N;INDF;MASC+FEM;SG	N;GEN;SG
afghanistan	afganistanin	afghanistan	afganistan	N;INDF;MASC+FEM;SG	N;GEN;SG
vind	win	vind	win	N;INDF;MASC+FEM;SG	N;NOM;SG
vind	voitto	vind	voitto	N;INDF;MASC+FEM;SG	N;NOM;SG
vind	tuulta	vind	tuuli	N;INDF;MASC+FEM;SG	N;PRT;SG
vind	tuuli	vind	tuuli	N;INDF;MASC+FEM;SG	N;NOM;SG
vind	tuulen	vind	tuuli	N;INDF;MASC+FEM;SG	N;GEN;SG
medaljer	mitaleja	medalje	mitali	N;INDF;MASC+FEM;PL	N;PRT;PL
fremad	eteenpäin	fremad	eteenpäin	ADV	ADV
original	alkuperäinen	original	alku#peräinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
daglig	päivittäin	daglig	päivittäin	ADV	ADV
slut	loppu	slut	loppu	N	N;NOM;SG
slut	loppua	slut	loppu	N	N;PRT;SG
slut	lopussa	slut	loppu	N	N;IN+ESS;SG
finale	finaaliin	finale	finaali	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
finale	finaali	finale	finaali	N;INDF;MASC+FEM;SG	N;NOM;SG
arm	käsi	arm	käsi	N;INDF;MASC+FEM;SG	N;NOM;SG
arm	käsivarsi	arm	käsi#varsi	N;INDF;MASC+FEM;SG	N;NOM;SG
arm	käsivarren	arm	käsi#varsi	N;INDF;MASC+FEM;SG	N;GEN;SG
business	yritys	business	yritys	N;INDF;MASC+FEM;SG	N;NOM;SG
business	liiketoiminta	business	liike#toimi	N;INDF;MASC+FEM;SG	N;NOM;SG
business	liike	business	liike	N;INDF;MASC+FEM;SG	N;NOM;SG
business	liiketoiminnan	business	liike#toiminta	N;INDF;MASC+FEM;SG	N;GEN;SG
business	business	business	business	N;INDF;MASC+FEM;SG	N;NOM;SG
hurtigere	nopeammin	hurtigere	nopeasti	ADV;CMPR	ADV;CMPR
ministeriet	ministeriön	ministerium	ministeriö	N;DEF;NEUT;SG	N;GEN;SG
ministeriet	ministeriö	ministerium	ministeriö	N;DEF;NEUT;SG	N;NOM;SG
vold	väkivalta	vold	väki#valta	N;INDF;MASC+FEM;SG	N;NOM;SG
vold	väkivaltaa	vold	väki#valta	N;INDF;MASC+FEM;SG	N;PRT;SG
ansvaret	velvollisuus	ansvar	velvollisuus	N;DEF;NEUT;SG	N;NOM;SG
ansvaret	vastuu	ansvar	vastuu	N;DEF;NEUT;SG	N;NOM;SG
ansvaret	vastuun	ansvar	vastuu	N;DEF;NEUT;SG	N;GEN;SG
ansvaret	vastuuta	ansvar	vastuu	N;DEF;NEUT;SG	N;PRT;SG
guide	velho	guide	velho	N;INDF;MASC+FEM;SG	N;NOM;SG
guide	opas	guide	opas	N;INDF;MASC+FEM;SG	N;NOM;SG
guide	ohje	guide	ohje	N;INDF;MASC+FEM;SG	N;NOM;SG
guide	oppaan	guide	opas	N;INDF;MASC+FEM;SG	N;GEN;SG
bjerget	vuori	bjerge	vuori	N;DEF;NEUT;SG	N;NOM;SG
bjerget	vuorta	bjerge	vuori	N;DEF;NEUT;SG	N;PRT;SG
bjerget	vuoristo	bjerge	vuoristo	N;DEF;NEUT;SG	N;NOM;SG
talt	puhuttu	tale	puhua	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
talt	puhunut	tale	puhua	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
grundlægger	perustaja	grundlægge	perustaja	N;INDF;MASC+FEM;SG	N;NOM;SG
ideer	ideat	ide	idea	N;INDF;MASC+FEM;PL	N;NOM;PL
ideer	ajatuksia	ide	ajatus	N;INDF;MASC+FEM;PL	N;PRT;PL
ideer	ideoita	ide	idea	N;INDF;MASC+FEM;PL	N;PRT;PL
generelle	yleiset	generel	yleinen	ADJ;PL	ADJ;NOM;PL
erhverv	teollisuus	erhverv	teollisuus	N;INDF;NEUT;SG	N;NOM;SG
erhverv	toimiala	erhverv	toimi#ala	N;INDF;NEUT;SG	N;NOM;SG
erhverv	teollisuuden	erhverv	teollisuus	N;INDF;NEUT;SG	N;GEN;SG
erhverv	ammatti	erhverv	ammatti	N;INDF;NEUT;SG	N;NOM;SG
erhverv	ammatti	erhverv	ammatti	N;INDF;NEUT;SG	N;NOM;SG
erhverv	miehityksen	erhverv	miehitys	N;INDF;NEUT;SG	N;GEN;SG
erhverv	miehitys	erhverv	miehitys	N;INDF;NEUT;SG	N;NOM;SG
jagt	huntin	jagt	hunti	N;INDF;MASC+FEM;SG	N;GEN;SG
jagt	jahti	jagt	jahtaa	N;INDF;MASC+FEM;SG	N;NOM;SG
jagt	metsästys	jagt	metsästys	N;INDF;MASC+FEM;SG	N;NOM;SG
jagt	metsällä	jagt	metsä	N;INDF;MASC+FEM;SG	N;AT+ESS
;SG
jagt	metsästystä	jagt	metsästys	N;INDF;MASC+FEM;SG	N;PRT;SG
jagt	metsästys	jagt	metsästys	N;INDF;MASC+FEM;SG	N;NOM;SG
lykke	onni	lykke	onni	N;INDF;MASC+FEM;SG	N;NOM;SG
lykke	onnen	lykke	onni	N;INDF;MASC+FEM;SG	N;GEN;SG
lykke	onnea	lykke	onni	N;INDF;MASC+FEM;SG	N;PRT;SG
lykke	onnellisuus	lykke	onnellisuus	N;INDF;MASC+FEM;SG	N;NOM;SG
tunge	raskaat	tung	raskas	ADJ;PL	ADJ;NOM;PL
håb	toivoa	håb	toivo	N;INDF;NEUT;SG	N;PRT;SG
håb	toivo	håb	toivo	N;INDF;NEUT;SG	N;NOM;SG
broder	veli	brod	veli	N;INDF;MASC+FEM;SG	N;NOM;SG
teknologi	teknologia	teknologi	teknologi	N;INDF;MASC+FEM;SG	N;NOM;SG
teknologi	teknologian	teknologi	teknologia	N;INDF;MASC+FEM;SG	N;GEN;SG
teknologi	tekniikka	teknologi	tekniikka	N;INDF;MASC+FEM;SG	N;NOM;SG
alice	liisa	alice	liisa	N;INDF;MASC+FEM;SG	N;NOM;SG
oplevede	kokenut	opleve	kokea	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
oplevede	kokeneet	opleve	kokea	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;ACT
kommunerne	kunnat	kommune	kunta	N;DEF;MASC+FEM;PL	N;NOM;PL
kommunerne	kunnat	kommune	kunta	N;DEF;MASC+FEM;PL	N;NOM;PL
kommunerne	kuntien	kommune	kunta	N;DEF;MASC+FEM;PL	N;GEN;PL
hamburg	hampurin	hamburg	hampuri	N;INDF;MASC+FEM;SG	N;GEN;SG
speciel	erityinen	speciel	erityinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
speciel	erityistä	speciel	erityinen	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
speciel	erikoinen	speciel	erikoinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hænger	roikkuu	hænge	roikkua	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
hænger	roikkuu	hænge	roikkua	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
forfatning	perustuslaki	forfatning	perustus#laki	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatning	perustuslain	forfatning	perustus#laki	N;INDF;MASC+FEM;SG	N;GEN;SG
boston	bostonin	boston	boston	N;INDF;MASC+FEM;SG	N;GEN;SG
boston	bostoniin	boston	boston	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
boston	bostonissa	boston	boston	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
lady	neito	lady	neito	N;INDF;MASC+FEM;SG	N;NOM;SG
indlæg	postitse	indlæg	postita	N;INDF;NEUT;SG	N;NOM;SG
indlæg	post	indlæg	post	N;INDF;NEUT;SG	N;NOM;SG
indlæg	julkaisu	indlæg	julkaisu	N;INDF;NEUT;SG	N;NOM;SG
indlæg	julkaisun	indlæg	julkaisu	N;INDF;NEUT;SG	N;GEN;SG
indlæg	puhe	indlæg	puhe	N;INDF;NEUT;SG	N;NOM;SG
indlæg	puhetta	indlæg	puhe	N;INDF;NEUT;SG	N;PRT;SG
indlæg	puheenvuoro	indlæg	puheen#vuoro	N;INDF;NEUT;SG	N;NOM;SG
traditionel	perinteinen	traditionel	perinteinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
samuel	samuel	samuel	samuel	N;INDF;MASC+FEM;SG	N;NOM;SG
uafhængig	riippumaton	uafhængig	riippumaton	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
uafhængig	itsenäinen	uafhængig	itsenäinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
selvmord	itsemurha	selvmord	itsemurha	N;INDF;NEUT;SG	N;NOM;SG
selvmord	itsemurhia	selvmord	itsemurha	N;INDF;NEUT;SG	N;PRT;SG
afdelinger	oksat	afdeling	oksa	N;INDF;MASC+FEM;PL	N;NOM;PL
afdelinger	osastot	afdeling	osasto	N;INDF;MASC+FEM;PL	N;NOM;PL
idé	idean	idé	idea	N;INDF;MASC+FEM;SG	N;GEN;SG
idé	ajatus	idé	ajatus	N;INDF;MASC+FEM;SG	N;NOM;SG
idé	idea	idé	idea	N;INDF;MASC+FEM;SG	N;NOM;SG
idé	ideaa	idé	idea	N;INDF;MASC+FEM;SG	N;PRT;SG
race	rotua	race	rottu	N;INDF;MASC+FEM;SG	N;PRT;SG
race	rotu	race	rotu	N;INDF;MASC+FEM;SG	N;NOM;SG
race	kisa	race	kisa	N;INDF;MASC+FEM;SG	N;NOM;SG
race	rotu	race	rotu	N;INDF;MASC+FEM;SG	N;NOM;SG
race	kisaa	race	kisa	N;INDF;MASC+FEM;SG	N;PRT;SG
plante	kasvi	plante	kasvi	N;INDF;MASC+FEM;SG	N;NOM;SG
plante	voimala	plante	voimala	N;INDF;MASC+FEM;SG	N;NOM;SG
plante	tehdas	plante	tehdas	N;INDF;MASC+FEM;SG	N;NOM;SG
overalt	kaikkialla	overalt	kaikkialla	ADV	ADV
overalt	kaikkialle	overalt	kaikkialle	ADV	ADV
geografiske	maantieteelliset	geografisk	maan#tieteellinen	ADJ;PL	ADJ;NOM;PL
selskaber	yhtiöt	selskab	yhtiö	N;INDF;NEUT;PL	N;NOM;PL
selskaber	yritykset	selskab	yritys	N;INDF;NEUT;PL	N;NOM;PL
selskaber	yritysten	selskab	yritys	N;INDF;NEUT;PL	N;GEN;PL
selskaber	yrityksiä	selskab	yritys	N;INDF;NEUT;PL	N;PRT;PL
selskaber	yhtiöt	selskab	yhtiö	N;INDF;NEUT;PL	N;NOM;PL
selskaber	yritykset	selskab	yritys	N;INDF;NEUT;PL	N;NOM;PL
patrick	patrick	patrick	patrick	N;INDF;MASC+FEM;SG	N;NOM;SG
patrick	patrik	patrick	patrikku	N;INDF;MASC+FEM;SG	N;NOM;SG
henrettet	toteutettu	henrette	toteuttaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
henrettet	teloitettiin	henrette	teloittaa	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
længste	pisin	længe	pisin	ADJ;DEF;RL	ADJ;NOM;RL;SG
opmærksom	tarkkaavainen	opmærksom	tarkkaavainen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
talent	lahjakkuus	talent	lahjakkuus	N;INDF;NEUT;SG	N;NOM;SG
talent	kyky	talent	kyky	N;INDF;NEUT;SG	N;NOM;SG
tronen	valtaistuimen	trone	valta#istuin	N;DEF;MASC+FEM;SG	N;GEN;SG
bot	botti	bot	botti	N;INDF;MASC+FEM;SG	N;NOM;SG
forsvare	puolusta	forsvare	puolusta	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
forsvare	puolustaa	forsvare	puolustaa	V;NFIN;ACT	V;IND;SG;PRS;FIN;ACT
forsvare	puolustaa	forsvare	puolustaa	V;NFIN;ACT	V;IND;SG;PRS;FIN;ACT
princippet	periaate	princip	periaate	N;DEF;NEUT;SG	N;NOM;SG
ekspedition	retkikunta	ekspedition	retki#kunta	N;INDF;MASC+FEM;SG	N;NOM;SG
mord	murha	mord	murha	N;INDF;NEUT;SG	N;NOM;SG
mord	murhaa	mord	murha	N;INDF;NEUT;SG	N;PRT;SG
mord	salamurha	mord	salamur	N;INDF;NEUT;SG	N;NOM;SG
clausen	clausen	clause	claunen	N;DEF;MASC+FEM;SG	N;NOM;SG
administrativt	hallinnollisesti	administrativt	hallinnollisesti	ADV	ADV
christoffer	risto	christof	risto	N;INDF;MASC+FEM;SG	N;NOM;SG
godkendt	hyväksytty	godkende	hyväksyä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
godkendt	hyväksyttiin	godkende	hyväksyä	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
godkendt	hyväksynyt	godkende	hyväksyä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
forhandlinger	neuvotteluja	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;PRT;PL
forhandlinger	neuvottelut	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;NOM;PL
forhandlinger	neuvottelujen	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;GEN;PL
forhandlinger	keskusteluissa	forhandling	keskustelu	N;INDF;MASC+FEM;PL	N;IN+ESS;PL
forhandlinger	keskustelujen	forhandling	keskustelu	N;INDF;MASC+FEM;PL	N;GEN;PL
forhandlinger	keskustelut	forhandling	keskustelu	N;INDF;MASC+FEM;PL	N;NOM;PL
forhandlinger	keskusteluja	forhandling	keskustelu	N;INDF;MASC+FEM;PL	N;PRT;PL
forhandlinger	neuvotteluihin	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;IN+ALL;PL
forhandlinger	neuvotteluja	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;PRT;PL
forhandlinger	neuvottelut	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;NOM;PL
grant	avustus	gran	avustus	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	viestintä	kommunikation	viestin	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	tiedonanto	kommunikation	tiedon#anto	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	tiedonannon	kommunikation	tieto#anto	N;INDF;MASC+FEM;SG	N;GEN;SG
kommunikation	tiedottaminen	kommunikation	tiedottaminen	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	viestintä	kommunikation	viestin	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	viestintä	kommunikation	viestin	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	tietoliikenne	kommunikation	tieto#liikenne	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	viestinnän	kommunikation	viestintä	N;INDF;MASC+FEM;SG	N;GEN;SG
tilhængere	seuraajat	tilhænger	seuraaja	N;INDF;MASC+FEM;PL	N;NOM;PL
tilhængere	seuraajia	tilhænger	seuraaja	N;INDF;MASC+FEM;PL	N;PRT;PL
tilhængere	kannattajia	tilhænger	kannattaja	N;INDF;MASC+FEM;PL	N;PRT;PL
smukke	kauniit	smukke	kaunis	ADJ;PL	ADJ;NOM;PL
tema	teema	tema	teema	N;INDF;NEUT;SG	N;NOM;SG
tema	teemaa	tema	teema	N;INDF;NEUT;SG	N;PRT;SG
tema	teeman	tema	teema	N;INDF;NEUT;SG	N;GEN;SG
tema	aihe	tema	aihe	N;INDF;NEUT;SG	N;NOM;SG
forkert	väärä	forkert	väärä	ADJ;INDF;SG	ADJ;NOM;SG
forkert	virheellinen	forkert	virheellinen	ADJ;INDF;SG	ADJ;NOM;SG
forkert	väärä	forkert	väärä	ADJ;INDF;SG	ADJ;NOM;SG
fase	vaihe	fase	vaihe	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	vaihe	fase	vaihe	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	näyttämö	fase	näyttämö	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	vaiheessa	fase	vaihe	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
fase	lava	fase	lava	N;INDF;MASC+FEM;SG	N;NOM;SG
rytter	ratsumies	rytte	ratsu#mies	N;INDF;MASC+FEM;SG	N;NOM;SG
rytter	ratsastaja	rytte	ratsastaja	N;INDF;MASC+FEM;SG	N;NOM;SG
rytter	ratsastus	rytte	ratsastus	N;INDF;MASC+FEM;SG	N;NOM;SG
rytter	ratsastaja	rytte	ratsastaja	N;INDF;MASC+FEM;SG	N;NOM;SG
normal	tavallinen	normal	tavallinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
normal	normaali	normal	normaali	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
normal	normaalia	normal	normaali	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
normal	tavanomainen	normal	tavan#omainen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
journal	päiväkirja	journal	päivä#kirja	N;INDF;MASC+FEM;SG	N;NOM;SG
journal	lehti	journal	lehti	N;INDF;MASC+FEM;SG	N;NOM;SG
længst	pisin	længe	pisin	ADJ;RL	ADJ;NOM;RL;SG
bevægelser	liikkeiden	bevægelse	liike	N;INDF;MASC+FEM;PL	N;GEN;PL
bevægelser	liikkeet	bevægelse	liike	N;INDF;MASC+FEM;PL	N;NOM;PL
købmand	kauppias	købmand	kauppias	N;INDF;MASC+FEM;SG	N;NOM;SG
købmand	kauppiaan	købmand	kauppi	N;INDF;MASC+FEM;SG	N;GEN;SG
spilleren	pelaajan	spiller	pelaaja	N;DEF;MASC+FEM;SG	N;GEN;SG
spilleren	pelaaja	spiller	pelaaja	N;DEF;MASC+FEM;SG	N;NOM;SG
vokset	kasvanut	vokse	kasvaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
vokset	kasvoi	vokse	kasvaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
vokset	kasvanut	vokse	kasvaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
besætning	miehistö	besætning	miehistö	N;INDF;MASC+FEM;SG	N;NOM;SG
besætning	miehistöä	besætning	miehistö	N;INDF;MASC+FEM;SG	N;PRT;SG
besætning	miehistön	besætning	miehistö	N;INDF;MASC+FEM;SG	N;GEN;SG
jødisk	juutalainen	jødisk	juutalainen	ADJ;INDF;SG	ADJ;NOM;SG
flåden	laivaston	flåd	laivasto	N;DEF;MASC+FEM;SG	N;GEN;SG
flåden	laivastoon	flåd	laivasto	N;DEF;MASC+FEM;SG	N;IN+ALL;SG
flåden	laivasto	flåd	laivasto	N;DEF;MASC+FEM;SG	N;NOM;SG
flåden	laivaston	flåd	laivasto	N;DEF;MASC+FEM;SG	N;GEN;SG
flåden	laivue	flåd	laivue	N;DEF;MASC+FEM;SG	N;NOM;SG
flåden	kalusto	flåd	kalusto	N;DEF;MASC+FEM;SG	N;NOM;SG
flåden	laivasto	flåd	laivasto	N;DEF;MASC+FEM;SG	N;NOM;SG
artilleri	tykistö	artilleri	tykistö	N;INDF;NEUT;SG	N;NOM;SG
anderson	andersonin	anderson	anderson	N;INDF;MASC+FEM;SG	N;GEN;SG
anderson	anderson	anderson	anderson	N;INDF;MASC+FEM;SG	N;NOM;SG
genstande	artikkelit	genstand	artikkeli	N;INDF;MASC+FEM;PL	N;NOM;PL
genstande	artikkeleita	genstand	artikkeli	N;INDF;MASC+FEM;PL	N;PRT;PL
genstande	artiklat	genstand	artikla	N;INDF;MASC+FEM;PL	N;NOM;PL
