geograficzna	جغرافیائی	geograficzny	جغرافیائی	ADJ;NOM;FEM;SG	ADJ;NOM
przetarg	پیشکش	przetarg	پیشکش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
fashion	وتیرہ	fashion	وتیرہ		
siedzenia	چوتڑ	siedzenie	چوتڑ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
siedzenia	گاڑی	siedzenie	گاڑی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
siedzenia	نشست	siedzenie	نشست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
siedzenia	چوتڑ	siedzenie	چوتڑ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
siedzenia	گاڑی	siedzenie	گاڑی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
siedzenia	نشست	siedzenie	نشست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
jednolite	(	jednolity	(		
cenny	قیمتی	cenny	قیمتی	ADJ;NOM;MASC;SG	ADJ;NOM
ciągłość	تسلسل	ciągłość	تسلسل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przerwanie	رکاوٹ	przerwać	رکاوٹ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przerwanie	مداخلت	przerwać	مداخلت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przerwanie	اختتام	przerwać	اختتام	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przerwanie	انقطاع	przerwać	انقطاع	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
szalony	احمقانہ	szalony	احمقانہ	ADJ;NOM;MASC;SG	ADJ
eksplozja	دھماکا	eksplozja	دھماکا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sharp	عیار	sharp	عیار		
sharp	ڈھالو	sharp	ڈھالو		
sharp	عیار	sharp	عیار		
sharp	ڈھالو	sharp	ڈھالو		
zakażenie	چھوت	zakażenie	چھوت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaginiony	گم	zaginić	گم	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
pozytywna	ظاہر	pozytywny	ظاہر	ADJ;NOM;FEM;SG	ADJ
pozytywna	بامقصد	pozytywny	بامقصد	ADJ;NOM;FEM;SG	ADJ
pozytywna	تعمیری	pozytywny	تعمیری	ADJ;NOM;FEM;SG	ADJ
pozytywna	مثبت	pozytywny	مثبت	ADJ;NOM;FEM;SG	ADJ
pozytywna	زائد	pozytywny	زائد	ADJ;NOM;FEM;SG	ADJ
pozytywna	قطعی	pozytywny	قطعی	ADJ;NOM;FEM;SG	ADJ
pozytywna	حقیقی	pozytywny	حقیقی	ADJ;NOM;FEM;SG	ADJ
sąsiad	ملحق	sąsiad	ملحق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sąsiad	ملحق	sąsiad	ملحق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strzała	تیر	strzał	تیر		
strzała	تیر	strzał	تیر		
intensywny	زوردار	intensywny	زوردار	ADJ;NOM;MASC;SG	ADJ
intensywny	پُرزور	intensywny	پُرزور	ADJ;NOM;MASC;SG	ADJ
intensywny	قوی	intensywny	قوی	ADJ;NOM;MASC;SG	ADJ
intensywny	پُرزور	intensywny	پُرزور	ADJ;NOM;MASC;SG	ADJ
intensywny	قوی	intensywny	قوی	ADJ;NOM;MASC;SG	ADJ
intensywny	شدید	intensywny	شدید	ADJ;NOM;MASC;SG	ADJ
wilgotność	رطوبت	wilgotność	رطوبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wilgotność	رطوبت	wilgotność	رطوبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wilgotność	نمی	wilgotność	نمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wilgotność	رطوبت	wilgotność	رطوبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
gruba	دبیز	gruba	دبیز		
gruba	قلیل	gruba	قلیل		
gruba	فراواں	gruba	فراواں		
gruba	قلیل	gruba	قلیل		
gruba	فربہ	gruba	فربہ		
gruba	فراواں	gruba	فراواں		
tarczycy	سپری	tarczyk	سپری		
równoważne	مماثل	równoważny	مماثل	ADJ;NOM;NEUT;SG	ADJ
równoważne	یکساں	równoważny	یکساں	ADJ;NOM;NEUT;SG	ADJ
perspektywa	تناظر.	perspektywa	تناظر.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ekologiczny	ماحولیاتی	ekologiczny	ماحولیاتی	ADJ;NOM;MASC;SG	ADJ;NOM
zerwanie	انتشار	zerwanie	انتشار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zerwanie	انتشار	zerwanie	انتشار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zerwanie	خاتمہ	zerwanie	خاتمہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
śmiertelne	مہلک	śmiertelny	مہلک	ADJ;NOM;NEUT;SG	ADJ
śmiertelne	مہلک	śmiertelny	مہلک	ADJ;NOM;NEUT;SG	ADJ
dome	قصر.	dom	قصر.		
ledwie	قلیل	ledwie	قلیل		
ledwie	محض	ledwie	محض		
generuje	بنانا	generować	بنا	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
gadżet	تدبیر	gadżet	تدبیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gadżet	ترکیب	gadżet	ترکیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
lustro	آئینہ	lustro	آئینہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
formalny	ظاہری	formalny	ظاہری	ADJ;NOM;MASC;SG	ADJ
formalny	واضح	formalny	واضح	ADJ;NOM;MASC;SG	ADJ
formalny	اصولی	formalny	اصولی	ADJ;NOM;MASC;SG	ADJ
formalny	رسمی	formalny	رسمی	ADJ;NOM;MASC;SG	ADJ
formalny	ظاہری	formalny	ظاہری	ADJ;NOM;MASC;SG	ADJ
formalny	واضح	formalny	واضح	ADJ;NOM;MASC;SG	ADJ
formalny	اصولی	formalny	اصولی	ADJ;NOM;MASC;SG	ADJ
torebka	کثرت	torebka	کثرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
torebka	تھیلی	torebka	تھیلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
torebka	رقم	torebka	رقم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kompletna	پورا	kompletny	پورا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kompletna	ماہر	kompletny	ماہر	ADJ;NOM;FEM;SG	ADJ
kompletna	پورا	kompletny	پورا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kompletna	ماہر	kompletny	ماہر	ADJ;NOM;FEM;SG	ADJ
kompletna	تمام	kompletny	تمام	ADJ;NOM;FEM;SG	ADJ
hanka	سوت	hanka	سوت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pióro	قلم	pióro	قلم		
decydujące	فوری	decydować	فوری	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ
więź	تعلق	więź	تعلق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
więź	معاہدہ	więź	معاہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osobista	ذاتی	osobisty	ذاتی	ADJ;NOM;FEM;SG	ADJ
odzież	لباس	odzież	لباس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odzież	بستر	odzież	بستر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odzież	لباس	odzież	لباس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pakiety	مراعات	pakieta	مراعات	N;NOM;MASC;PL	N;NOM;MASC;PL;3
pakiety	مصنوعات	pakieta	مصنوع	N;NOM;MASC;PL	N;NOM;MASC;PL;3
mądrość	دانش	mądrość	دانش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
szum	صوت	szum	صوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szum	آواز	szum	آواز	N;NOM;MASC;SG	N;NOM;FEM;SG;3
szum	صوت	szum	صوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szum	شور	szum	شور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
żal	ترس	żal	ترس	V;IND;PRS;FIN	V;ACT
żal	ترس	żal	ترس	V;IND;PRS;FIN	V;ACT
podziemny	تجرباتی	podziemny	تجرباتی	ADJ;NOM;MASC;SG	ADJ;NOM
podziemny	پوشیدہ	podziemny	پوشیدہ	ADJ;NOM;MASC;SG	ADJ
ozdobnych	آرائشی	ozdobny	آرائشی	ADJ;GEN;MASC;PL	ADJ
filar	لکڑی	filar	لکڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
filar	لکڑی	filar	لکڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jar	دھکّا.	jar	دھکّا.		
jar	کریہہ	jar	کریہہ		
nietypowe	انوکھا	nietypowy	انوکھا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nietypowe	غیرمعمولی	nietypowy	غیرمعمولی	ADJ;NOM;NEUT;SG	ADJ
koleżanka	ساتھی	koleżanka	ساتھی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
koleżanka	دوست	koleżanka	دوست	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siatka	جالی	siatka	جالی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siatka	حلقہ	siatka	حلقہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siatka	بجلی	siatka	بجلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
opuszczona	آزادانہ	opuścić	آزادانہ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
myślenie	افکار.	myślenie	فک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
stosie	خرمن	stos	خرمن		
wydłużenie	تطویل	wydłużyć	تطویل	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wydłużenie	اضافہ	wydłużyć	اضافہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wydłużenie	وسعت	wydłużyć	وسعت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wydłużenie	توسیع	wydłużyć	توسیع	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
trend	رجحان	trend	رجحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
maple	افرا	mapel	افرا		
bałagan	ترتیب	bałagan	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
duchowy	مذہبی	duchowy	مذہبی	ADJ;NOM;MASC;SG	ADJ
płynące	رواں	płynąć	رواں	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ
osiągać	پانا	osiągać	پانا	V;IPFV;NFIN;ACT	V;SG;NFIN;ACT
wzajemnego	مشترک.	wzajemny	مشترک.	ADJ;ACC;MASC;SG	ADJ
wzajemnego	باہمی	wzajemny	باہمی	ADJ;ACC;MASC;SG	ADJ
wzajemnego	مشترک.	wzajemny	مشترک.	ADJ;ACC;MASC;SG	ADJ
ostrzeżenie	انتباہ	ostrzeżenie	انتباہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
głowica	میزائل	głowica	میزائل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
weteran	منصوبے	weteran	منصوبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
skromny	معتدل	skromny	معتدل	ADJ;NOM;MASC;SG	ADJ
skromny	معتدل	skromny	معتدل	ADJ;NOM;MASC;SG	ADJ
skromny	فروتنی	skromny	فروتنی	ADJ;NOM;MASC;SG	ADJ
skromny	معمولی	skromny	معمولی	ADJ;NOM;MASC;SG	ADJ
chance	وار	chanka	وار		
dziko	(	dziko	(		
dziko	بیابان	dziko	بیابان		
dziko	اُجاڑ.	dziko	اُجاڑ.		
dziko	(	dziko	(		
dziko	بیابان	dziko	بیابان		
dziko	وحشی	dziko	وحشی		
dziko	اُجاڑ.	dziko	اُجاڑ.		
wyszukiwarka	تفتیش	wyszukiwarka	تفتیش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wyszukiwarka	تلاش	wyszukiwarka	تلاش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wyszukiwarka	تفتیش	wyszukiwarka	تفتیش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zadowolony	مناسب	zadowolony	مناسب	ADJ;NOM;MASC;SG	ADJ
zadowolony	خوش	zadowolony	خوش	ADJ;NOM;MASC;SG	ADJ
zadowolony	مناسب	zadowolony	مناسب	ADJ;NOM;MASC;SG	ADJ
wznowienia	بازیافت	wznowienie	بازیافت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
szyja	درّہ	szyj	درّہ		
wymagać	چاہنا	wymagać	چاہ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
nieudane	کمزور	nieudany	کمزور	ADJ;NOM;NEUT;SG	ADJ
nieudane	ناقص	nieudany	ناقص	ADJ;NOM;NEUT;SG	ADJ
nieudane	ناکام	nieudany	ناکام	ADJ;NOM;NEUT;SG	ADJ
cywilizacja	تہذیب	cywilizacja	تہذیب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
umiarkowanego	معقول	umiarkować	معقول	ADJ;ACC;MASC;SG	ADJ
plam	(	plam	(		
plam	(	plam	(		
pierwszeństwo	فوقیت	pierwszeństwo	فوقیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pierwszeństwo	سبقت	pierwszeństwo	سبقت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pierwszeństwo	برتری	pierwszeństwo	برتری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pierwszeństwo	برتری	pierwszeństwo	برتری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pierwszeństwo	ترجیح	pierwszeństwo	ترجیح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
trwałego	مستقل	trwały	مستقل	ADJ;ACC;MASC;SG	ADJ
trwałego	رواں	trwały	رواں	ADJ;ACC;MASC;SG	ADJ
wrażliwość	نرمی	wrażliwość	نرمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
boulevard	شاہراہ	boulevard	شاہراہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zabezpieczyć	پکا	zabezpieczyć	پک	V;PFV;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
zabezpieczyć	پکا	zabezpieczyć	پک	V;PFV;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
oczywista	بظاہر.	oczywistać	بظاہر.		
oczywista	بیّن	oczywistać	بیّن		
oczywista	بیّن	oczywistać	بیّن		
oczywista	جلی.	oczywistać	جلی.		
oczywista	بیّن	oczywistać	بیّن		
oczywista	جلی.	oczywistać	جلی.		
neutralne	نامرد	neutralny	نامرد	ADJ;NOM;NEUT;SG	ADJ
neutralne	ہلکا	neutralny	ہلکا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
neutralne	مبہم	neutralny	مبہم	ADJ;NOM;NEUT;SG	ADJ
neutralne	پسماندہ	neutralny	پسماندہ	ADJ;NOM;NEUT;SG	ADJ
różaniec	سمرن	różaniec	سمرن		
okresowe	متوالی	okresowy	متوالی	ADJ;NOM;NEUT;SG	ADJ
intelektualnej	معقول.	intelektualny	معقول.	ADJ;GEN;FEM;SG	ADJ
intelektualnej	پختہ	intelektualny	پختہ	ADJ;GEN;FEM;SG	ADJ
intelektualnej	ذہنی	intelektualny	ذہنی	ADJ;GEN;FEM;SG	ADJ
hol	ڈیوڑھی	hol	ڈیوڑھی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dym	دھواں	dym	دھواں	N;NOM;MASC;SG	N;NOM;MASC;SG;3
precyzyjne	مماثل	precyzyjny	مماثل	ADJ;NOM;NEUT;SG	ADJ
paszy	کھانا	pasz	کھا	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
paszy	کھلانا.	pasz	کھلاناؤ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
pustynia	بنجر.	pustynia	بنجر.		
pustynia	بنجر.	pustynia	بنجر.		
kompromis	تصفیہ	kompromis	تصفیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
godne	باوقار	godny	باوقار	ADJ;NOM;NEUT;SG	ADJ
godne	شاندار	godny	شاندار	ADJ;NOM;NEUT;SG	ADJ
godne	معزز	godny	معزز	ADJ;NOM;NEUT;SG	ADJ
godne	لائق	godny	لائق	ADJ;NOM;NEUT;SG	ADJ
godne	معزز	godny	معزز	ADJ;NOM;NEUT;SG	ADJ
zmartwychwstanie	بیکار	zmartwychwstanie	بیکار		
powiązanie	نقطہ	powiązanie	نقطہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	سرا	powiązanie	سرا	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	ساتھی	powiązanie	ساتھی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	اتصال	powiązanie	اتصال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	موضوع	powiązanie	موضوع	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	معاملہ	powiązanie	معاملہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	نقطہ	powiązanie	نقطہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	سرا	powiązanie	سرا	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	واسطہ	powiązanie	واسطہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	ساتھی	powiązanie	ساتھی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	اتصال	powiązanie	اتصال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	موضوع	powiązanie	موضوع	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	میل	powiązanie	میل	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	معاملہ	powiązanie	معاملہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	رابطہ	powiązanie	رابطہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
powiązanie	واسطہ	powiązanie	واسطہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
szyk	نفاست	szyk	نفاست	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szyk	وضعداری	szyk	وضعداری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szyk	ترتیب	szyk	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
skromne	معتدل	skromny	معتدل	ADJ;NOM;NEUT;SG	ADJ
skromne	معتدل	skromny	معتدل	ADJ;NOM;NEUT;SG	ADJ
skromne	فروتنی	skromny	فروتنی	ADJ;NOM;NEUT;SG	ADJ
skromne	معمولی	skromny	معمولی	ADJ;NOM;NEUT;SG	ADJ
mąki	آرد	mąk	آرد		
smart	طرار	smart	طرار		
smart	عیار	smart	عیار		
magiczny	پُراسرار	magiczny	پُراسرار	ADJ;NOM;MASC;SG	ADJ
magiczny	ساحرانہ.	magiczny	ساحرانہ.	ADJ;NOM;MASC;SG	ADJ
przekroczenie	مصارف	przekroczenie	مصارف	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zarazy	بلا	zaraz	بلا		
zarazy	بلا	zaraz	بلا		
luźne	عیّاش.	luźny	عیّاش.	ADJ;NOM;NEUT;SG	ADJ
luźne	متفرق	luźny	متفرق	ADJ;NOM;NEUT;SG	ADJ
nasilenie	شدت	nasilić	شدت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przejściowe	عارضی	przejściowy	عارضی	ADJ;NOM;NEUT;SG	ADJ
przejściowe	عبوری	przejściowy	عبوری	ADJ;NOM;NEUT;SG	ADJ
przejściowe	عارضی	przejściowy	عارضی	ADJ;NOM;NEUT;SG	ADJ
ogonie	دُم	ogoń	دُم	V;PFV;IND;SG;3;FUT;FIN;ACT	V;SG;ACT
umiarkowanym	معقول	umiarkować	معقول	ADJ;INS;MASC;SG	ADJ
palec	انگشت	palec	انگشت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
palec	انگلی	palec	انگلی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
męstwo	بہادری	męstwo	بہادری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
prezydencki	صدارتی	prezydencki	صدارتی	ADJ;NOM;MASC;SG	ADJ;NOM
przedstawicielstwo	شبیہہ	przedstawicielstwo	شبیہہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przedstawicielstwo	نمائندگی	przedstawicielstwo	نمائندگی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
trwających	جاری	trwać	جاری	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ
trwających	رواں	trwać	رواں	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ
idealny	ذہنی	idealny	ذہنی	ADJ;NOM;MASC;SG	ADJ
odtworzenie	بحالی	odtworzyć	بحالی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
kredyt	اعتماد	kredyt	اعتماد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kredyt	دین	kredyt	دین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kredyt	قرضداری.	kredyt	قرضداری.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kredyt	قرض	kredyt	قرض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kredyt	دین	kredyt	دین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kredyt	قرضداری.	kredyt	قرضداری.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dominium	علاقہ.	dominium	علاقہ.		
wystarczający	کافی	wystarczający	کافی	ADJ;NOM;MASC;SG	ADJ
dokładność	صداقت	dokładność	صداقت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dokładność	صحت	dokładność	صحت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zapobieganie	تدارک	zapobieganie	تدارک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
łańcuchy	دکانوں	łańcuch	دکان	N;NOM;MASC;PL	N;NOM;MASC;PL;3
świeże	ستھرا	świeży	ستھرا	ADJ;NOM;NEUT;SG	ADJ
świeże	مستعد	świeży	مستعد	ADJ;NOM;NEUT;SG	ADJ
areszt	گرفتاری	areszt	گرفتاری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
areszt	رکاوٹ	areszt	رکاوٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
areszt	جیل	areszt	جیل	N;NOM;MASC;SG	N;NOM;FEM;SG;3
areszt	تحویل	areszt	تحویل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niezbędny	جبری	niezbędny	جبری	ADJ;NOM;MASC;SG	ADJ
niezbędny	لازمی	niezbędny	لازمی	ADJ;NOM;MASC;SG	ADJ
wyznaczenie	القاب	wyznaczyć	القاب	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyznaczenie	نام	wyznaczyć	نام	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
nastrój	بیزاری	nastrój	بیزاری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kazanie	تلقین	kazanie	تلقین	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
kazanie	ہدایت	kazanie	ہدایت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
kazanie	وعظ	kazanie	وعظ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
kazanie	تلقین	kazanie	تلقین	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
kazanie	ہدایت	kazanie	ہدایت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
swoboda	آزادی	swoboda	آزادی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pośrednich	ذیلی	pośredni	ذیلی	ADJ;GEN;MASC;PL	ADJ
poszerzyć	چوڑانا	poszerzyć	چوڑانا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
wydalanie	اخراج.	wydalać	اخراج.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
sztywne	سخت	sztywny	سخت	ADJ;NOM;NEUT;SG	ADJ
sztywne	سخت	sztywny	سخت	ADJ;NOM;NEUT;SG	ADJ
sztywne	رسمی	sztywny	رسمی	ADJ;NOM;NEUT;SG	ADJ
sztywne	شدید	sztywny	شدید	ADJ;NOM;NEUT;SG	ADJ
sztywne	مشکل	sztywny	مشکل	ADJ;NOM;NEUT;SG	ADJ
sztywne	سخت	sztywny	سخت	ADJ;NOM;NEUT;SG	ADJ
czystość	صفائی	czystość	صفائی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czystość	پاکیزگی	czystość	پاکیزگی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brakujące	گم	brakować	گم	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ
rokowania	پیشگوئی	rokować	پیشگوئی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
rozpowszechnione	حاوی	rozpowszechnić	حاوی	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
rozpowszechnione	رائج	rozpowszechnić	رائج	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
rozpowszechnione	عام	rozpowszechnić	عام	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
rozpowszechnione	موجود	rozpowszechnić	موجود	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
łatwość	سہولت	łatwość	سہولت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
łatwość	شرمندگی	łatwość	شرمندگی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zamężna	بیاہتا	zamężny	بیاہتا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
duma	غرور	duma	غرور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
duma	غرور	duma	غرور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pułapka	منہ	pułapka	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pułapka	منہ	pułapka	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
parada	چوک	parada	چوک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mądry	انداز	mądry	انداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mądry	طور	mądry	طور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mądry	طرح	mądry	طرح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mądry	انداز	mądry	انداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mądry	طور	mądry	طور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mądry	طرح	mądry	طرح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
