και	y	και	y	CONJ	CONJ
τυπική	típica	τυπικός	típico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
εξελίξεις	desarrollos	εξέλιξη	desarrollo	N;NOM;FEM;PL	N;MASC;PL
εξελίξεις	acontecimientos	εξέλιξη	acontecimiento	N;NOM;FEM;PL	N;MASC;PL
ρυθμός	ritmo	ρυθμός	ritmo	N;NOM;MASC;SG	N;MASC;SG
ρυθμός	pace	ρυθμός	pacer	N;NOM;MASC;SG	N
ρυθμός	tasa	ρυθμός	tasa	N;NOM;MASC;SG	N;FEM;SG
ρυθμός	tempo	ρυθμός	tempo	N;NOM;MASC;SG	N;MASC;SG
ρυθμός	ritmo	ρυθμός	ritmo	N;NOM;MASC;SG	N;MASC;SG
συνασπισμού	coalición	συνασπισμός	coalición	N;GEN;MASC;SG	N;FEM;SG
κάστρα	castillos	κάστρα	castillo	N;NOM;NEUT;PL	N;MASC;PL
θεατές	espectadores	θεατός	espectador	N;NOM;MASC;PL	N;MASC;PL
θεατές	espectadores	θεατός	espectador	N;NOM;MASC;PL	N;MASC;PL
θεατές	televidentes	θεατός	televidente	N;NOM;MASC;PL	N;PL
σφαγή	matanza	σφαγή	matanza	N;ACC;FEM;SG	N;FEM;SG
σφαγή	masacre	σφαγή	masacre	N;ACC;FEM;SG	N;FEM;SG
σφαγή	matanza	σφαγή	matanza	N;ACC;FEM;SG	N;FEM;SG
σφαγή	carnicería	σφαγή	carnicería	N;ACC;FEM;SG	N;FEM;SG
σφαγή	matanza	σφαγή	matanza	N;ACC;FEM;SG	N;FEM;SG
σφαγή	masacre	σφαγή	masacre	N;ACC;FEM;SG	N;FEM;SG
σουλτάνος	sultan	σουλτάνος	sultar	N;NOM;MASC;SG	N;SG
σουλτάνος	sultán	σουλτάνος	sultán	N;NOM;MASC;SG	N;MASC;SG
ελαφρά	ligeramente	ελαφρά	ligeramente	ADV	ADV
ελαφρά	levemente	ελαφρά	levemente	ADV	ADV
ελαφρά	ligeramente	ελαφρά	ligeramente	ADV	ADV
μέταλλα	metales	μέταλλος	metal	N;NOM;NEUT;PL	N;MASC;PL
μέταλλα	metales	μέταλλος	metal	N;NOM;NEUT;PL	N;MASC;PL
αρχαίους	antiguos	άρχαιος	antiguo	ADJ;ACC;MASC;PL	ADJ;MASC;PL
σκηνοθέτες	directores	σκηνοθέτης	director	N;NOM;MASC;PL	N;MASC;PL
υποκατάσταση	substitución	υποκατάσταση	substitución	N;NOM;FEM;SG	N;FEM;SG
υποκατάσταση	sustitución	υποκατάσταση	sustitución	N;NOM;FEM;SG	N;FEM;SG
χορός	baile	χορός	baile	N;NOM;MASC;SG	N;MASC;SG
χορός	danza	χορός	danza	N;NOM;MASC;SG	N;FEM;SG
χορός	baile	χορός	baile	N;NOM;MASC;SG	N;MASC;SG
χορός	danza	χορός	danza	N;NOM;MASC;SG	N;FEM;SG
κολέγιο	college	κολέγιο	collegar	N;NOM;NEUT;SG	N;MASC;SG
κολέγιο	colegio	κολέγιο	colegio	N;NOM;NEUT;SG	N;MASC;SG
κολέγιο	universidad	κολέγιο	universidad	N;NOM;NEUT;SG	N;FEM;SG
κύμα	oleada	κύμα	oleada	N;NOM;NEUT;SG	N;FEM;SG
κύμα	ola	κύμα	ola	N;NOM;NEUT;SG	N;FEM;SG
κύμα	onda	κύμα	onda	N;NOM;NEUT;SG	N;FEM;SG
κύμα	wave	κύμα	wave	N;NOM;NEUT;SG	N
κέρματα	monedas	κέρμα	moneda	N;NOM;NEUT;PL	N;FEM;PL
βία	violencia	βία	violencia	N;NOM;FEM;SG	N;FEM;SG
πρωταγωνίστησε	protagonizó	πρωταγωνίζω	protagonizar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
πύλες	puertas	πύλη	puerta	N;NOM;FEM;PL	N;FEM;PL
πύλες	portales	πύλη	portal	N;NOM;FEM;PL	N;MASC;PL
πύλες	portales	πύλη	portal	N;NOM;FEM;PL	N;MASC;PL
πύλες	pasarelas	πύλη	pasarela	N;NOM;FEM;PL	N;FEM;PL
κορίτσι	chica	κορίτσι	chica	N;NOM;NEUT;SG	N;FEM;SG
κορίτσι	niña	κορίτσι	niña	N;NOM;NEUT;SG	N;FEM;SG
κορίτσι	muchacha	κορίτσι	muchacha	N;NOM;NEUT;SG	N;FEM;SG
εγγονός	nieto	εγγονός	nieto	N;NOM;MASC;SG	N;MASC;SG
πρόσφατη	reciente	πρόσφατος	reciente	ADJ;NOM;FEM;SG	ADJ;SG
θηλυκά	hembras	θηλυκά	hembra	N;NOM;NEUT;PL	N;FEM;PL
αρσενικό	arsénico	αρσενικός	arsénico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αρσενικό	masculino	αρσενικός	masculino	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επαγγελματίες	profesionales	επαγγελματίας	profesional	N;NOM;MASC;PL	N;PL
ψηφιακή	digital	ψηφιακός	digital	ADJ;NOM;FEM;SG	ADJ;SG
ηλεκτρονική	electrónica	ηλεκτρονικός	electrónico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ηλεκτρονική	electrónico	ηλεκτρονικός	electrónico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ηλεκτρονική	electrónica	ηλεκτρονικός	electrónico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
τεράστιο	inmensa	τεράστιος	inmenso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τεράστιο	inmenso	τεράστιος	inmenso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τεράστιο	enorme	τεράστιος	enorme	ADJ;NOM;NEUT;SG	ADJ;SG
τεράστιο	enorme	τεράστιος	enorme	ADJ;NOM;NEUT;SG	ADJ;SG
κομμουνιστικό	comunista	κομμουνιστικός	comunista	ADJ;NOM;NEUT;SG	ADJ;SG
χάνει	perder	χάνω	perder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
χάνει	perdiendo	χάνω	perder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
χάνει	pierde	χάνω	perder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
κατάργηση	revocación	κατάργηση	revocación	N;ACC;FEM;SG	N;FEM;SG
κατάργηση	derogación	κατάργηση	derogación	N;ACC;FEM;SG	N;FEM;SG
κατάργηση	supresión	κατάργηση	supresión	N;ACC;FEM;SG	N;FEM;SG
κατάργηση	abolición	κατάργηση	abolición	N;ACC;FEM;SG	N;FEM;SG
άσπρο	white	άσπρο	white	N;NOM;NEUT;SG	N
θεολογία	teología	θεολογία	teología	N;NOM;FEM;SG	N;FEM;SG
εκδοχές	versiones	εκδοχή	versión	N;NOM;FEM;PL	N;FEM;PL
πρόεδροι	presidentes	πρόεδρος	presidente	N;NOM;MASC;PL	N;MASC;PL
ερώτημα	consulta	ερώτημα	consulta	N;NOM;NEUT;SG	N;FEM;SG
ερώτημα	cuestión	ερώτημα	cuestión	N;NOM;NEUT;SG	N;FEM;SG
ερώτημα	interrogante	ερώτημα	interrogante	N;NOM;NEUT;SG	N;SG
ερώτημα	pregunta	ερώτημα	pregunta	N;NOM;NEUT;SG	N;FEM;SG
σύνταξη	pensión	σύνταξη	pensión	N;NOM;FEM;SG	N;FEM;SG
σύνταξη	pension	σύνταξη	pension	N;NOM;FEM;SG	N;FEM;SG
σύνταξη	sintaxis	σύνταξη	sintaxis	N;NOM;FEM;SG	N;FEM
τεχνικά	técnicamente	τεχνικά	técnicamente	ADV	ADV
ιδιοκτήτης	propietario	ιδιοκτήτης	propietario	N;NOM;MASC;SG	N;MASC;SG
ιδιοκτήτης	dueño	ιδιοκτήτης	dueño	N;NOM;MASC;SG	N;MASC;SG
ιδιοκτήτης	dueña	ιδιοκτήτης	dueña	N;NOM;MASC;SG	N;FEM;SG
γαλαξίες	galaxias	γαλαξία	galaxias	N;NOM;FEM;PL	N;FEM;PL
θεατρική	teatral	θεατρικός	teatral	ADJ;NOM;FEM;SG	ADJ;SG
κτήρια	edificaciones	κτήριος	edificación	N;NOM;NEUT;PL	N;FEM;PL
κτήρια	construcciones	κτήριος	construcción	N;NOM;NEUT;PL	N;FEM;PL
κτήρια	edificios	κτήριος	edificio	N;NOM;NEUT;PL	N;MASC;PL
κτήρια	inmuebles	κτήριος	inmueble	N;NOM;NEUT;PL	N;MASC;PL
ωραία	agradable	ωραίος	agradable	ADJ;NOM;FEM;SG	ADJ;SG
ωραία	bonita	ωραίος	bonito	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ωραία	bonito	ωραίος	bonito	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ωραία	lindo	ωραίος	lindo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ωραία	linda	ωραίος	linda	ADJ;NOM;FEM;SG	ADJ;FEM;SG
τάσεις	tendencias	τάση	tendencia	N;NOM;FEM;PL	N;FEM;PL
τάσεις	tendencias	τάση	tendencia	N;NOM;FEM;PL	N;FEM;PL
σελήνη	luna	σελήνη	luna	N;NOM;FEM;SG	N;FEM;SG
σελήνη	moon	σελήνη	moon	N;NOM;FEM;SG	N
εύκολο	facil	εύκολος	facil	ADJ;NOM;NEUT;SG	ADJ;SG
εύκολο	sencilla	εύκολος	sencillo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
εύκολο	fácil	εύκολος	fácil	ADJ;NOM;NEUT;SG	ADJ;SG
εύκολο	sencillo	εύκολος	sencillo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
εκτιμήσεις	estimaciones	εκτίμηση	estimación	N;NOM;FEM;PL	N;FEM;PL
δούναβη	danubio	δούναβη	danubio	N;FEM	N;MASC;SG
ολυμπιακοί	olimpiadas	ολυμπιακός	olimpiado	ADJ;NOM;MASC;PL	ADJ;FEM;PL;V.PTCP
απάντησε	contestar	απαντώ	contestar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
απάντησε	responder	απαντώ	responder	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
μεσαιωνική	medieval	μεσαιωνικός	medieval	ADJ;NOM;FEM;SG	ADJ;SG
ισοπαλία	tie	ισοπαλία	tie	N;ACC;FEM;SG	N
ισοπαλία	empate	ισοπαλία	empate	N;ACC;FEM;SG	N;MASC;SG
ισοπαλία	corbata	ισοπαλία	corbata	N;ACC;FEM;SG	N;FEM;SG
ισοπαλία	empate	ισοπαλία	empate	N;ACC;FEM;SG	N;MASC;SG
ισοπαλία	sorteo	ισοπαλία	sorteo	N;ACC;FEM;SG	N;MASC;SG
κεφαλή	head	κεφαλή	head	N;ACC;FEM;SG	N
κεφαλή	cabezal	κεφαλή	cabezal	N;ACC;FEM;SG	N;MASC;SG
κεφαλή	cabeza	κεφαλή	cabeza	N;ACC;FEM;SG	N;FEM;SG
κεφαλή	ojiva	κεφαλή	ojivar	N;ACC;FEM;SG	N;FEM;SG
επαναστάτες	revolucionarios	επαναστάτης	revolucionario	N;NOM;MASC;PL	N;MASC;PL
επαναστάτες	rebeldes	επαναστάτης	rebelde	N;NOM;MASC;PL	N;PL
άθροισμα	sum	άθροισμα	sum	N;NOM;NEUT;SG	N
άθροισμα	suma	άθροισμα	suma	N;NOM;NEUT;SG	N;FEM;SG
λειτουργούσε	operó	λειτουργώ	operar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
φυλακές	prisiones	φυλακή	prisión	N;NOM;FEM;PL	N;FEM;PL
φυλακές	cárceles	φυλακή	cárcel	N;NOM;FEM;PL	N;FEM;PL
ηλεκτρονικό	electrónico	ηλεκτρονικός	electrónico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ηλεκτρονικό	electrónica	ηλεκτρονικός	electrónico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
κάλεσε	llamar	καλώ	llamar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
αερίου	gasolina	αέριο	gasolina	N;GEN;NEUT;SG	N;FEM;SG
αερίου	gas	αέριο	gas	N;GEN;NEUT;SG	N;MASC;SG
σύνδρομο	síndrome	σύνδρομος	síndrome	N;NOM;NEUT;SG	N;MASC;SG
ζεύγος	par	ζεύγος	par	N;NOM;NEUT;SG	N;MASC;SG
ζεύγος	pareja	ζεύγος	pareja	N;NOM;NEUT;SG	N;FEM;SG
ανακοινώνει	anuncia	ανακοινώνω	anunciar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πόρων	recursos	πόρος	recurso	N;GEN;MASC;PL	N;MASC;PL
συνοικίες	barrios	συνοικία	barrio	N;NOM;FEM;PL	N;MASC;PL
συνοικίες	distritos	συνοικία	distrito	N;NOM;FEM;PL	N;MASC;PL
παναγιώτη	panagiotis	παναγιώτης	panagiotis	N;MASC;SG	N;MASC;SG
άσκηση	ejercicio	άσκηση	ejercicio	N;ACC;FEM;SG	N;MASC;SG
σημείωση	note	σημείωση	notar	N;NOM;FEM;SG	N
σημείωση	nota	σημείωση	nota	N;NOM;FEM;SG	N;FEM;SG
συμβολίζει	simboliza	συμβολίζω	simbolizar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
συμβολίζει	simboliza	συμβολίζω	simbolizar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ηλεκτρική	eléctrica	ηλεκτρικός	eléctrico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ηλεκτρική	eléctrico	ηλεκτρικός	eléctrico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ηλεκτρική	eléctrica	ηλεκτρικός	eléctrico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ηλεκτρική	eléctrico	ηλεκτρικός	eléctrico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ηλεκτρικό	eléctrica	ηλεκτρικός	eléctrico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ηλεκτρικό	eléctrico	ηλεκτρικός	eléctrico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επιπτώσεις	consecuencias	επίπτωση	consecuencia	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	impactos	επίπτωση	impacto	N;NOM;FEM;PL	N;MASC;PL
επιπτώσεις	repercusiones	επίπτωση	repercusión	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	implicaciones	επίπτωση	implicación	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	consecuencias	επίπτωση	consecuencia	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	repercusiones	επίπτωση	repercusión	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	efectos	επίπτωση	efecto	N;NOM;FEM;PL	N;MASC;PL
αγροτική	rural	αγροτικός	rural	ADJ;NOM;FEM;SG	ADJ;SG
εκπέμπει	transmitiendo	εκπέμπω	transmitir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
εκπέμπει	transmitir	εκπέμπω	transmitir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
δορυφόρος	satelital	δορυφόρος	satelital	ADJ;NOM;MASC;SG	ADJ;SG
ξέρει	sabe	ξέρω	saber	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
τίποτε	nada	τίποτα	nada	PRO;NOM;NEUT;SG;3	PRO;SG
διαφέρουν	difieren	διαφέρω	diferir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
τραγωδία	tragedia	τραγωδία	tragedia	N;ACC;FEM;SG	N;FEM;SG
κλειδί	clave	κλειδί	clave	N;NOM;NEUT;SG	N;FEM;SG
κλειδί	llave	κλειδί	llave	N;NOM;NEUT;SG	N;FEM;SG
κλειδί	tecla	κλειδί	tecla	N;NOM;NEUT;SG	N;FEM;SG
λευκά	white	λευκός	white	N;NOM;NEUT;PL	N
λευκά	blancos	λευκός	blanco	N;NOM;NEUT;PL	N;MASC;PL
πρωταθλητές	campeones	πρωταθλητής	campeón	N;NOM;MASC;PL	N;MASC;PL
αναπληρωτής	adjunto	αναπληρωτής	adjunto	N;NOM;MASC;SG	N;MASC;SG
αναπληρωτής	ayudante	αναπληρωτής	ayudante	N;NOM;MASC;SG	N;SG
αναπληρωτής	diputado	αναπληρωτής	diputado	N;NOM;MASC;SG	N;MASC;SG
μόρια	moléculas	μόριο	molécula	N;NOM;NEUT;PL	N;FEM;PL
αυτόνομη	autónomo	αυτόνομος	autónomo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αυτόνομη	autónoma	αυτόνομος	autónomo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
τατουάζ	tatuajes	τατουάζ	tatuaje	N;NOM;NEUT;PL	N;MASC;PL
διαταγές	encargos	διαταγή	encargo	N;NOM;FEM;PL	N;MASC;PL
διαταγές	órdenes	διαταγή	orden	N;NOM;FEM;PL	N;FEM;PL
διαταγές	ordenes	διαταγή	órden	N;NOM;FEM;PL	N;FEM;PL
ιδιοκτησίας	titularidad	ιδιοκτησία	titularidad	N;GEN;FEM;SG	N;FEM;SG
ιδιοκτησίας	propiedad	ιδιοκτησία	propiedad	N;GEN;FEM;SG	N;FEM;SG
παιδεία	educación	παιδεία	educación	N;NOM;FEM;SG	N;FEM;SG
παιδεία	enseñanza	παιδεία	enseñanza	N;NOM;FEM;SG	N;FEM;SG
παιδεία	educacion	παιδεία	educacion	N;NOM;FEM;SG	N;FEM;SG
αντίγραφο	copia	αντίγραφο	copia	N;NOM;NEUT;SG	N;FEM;SG
αντίγραφο	réplica	αντίγραφο	réplica	N;NOM;NEUT;SG	N;FEM;SG
φωτογραφίας	fotografía	φωτογραφία	fotografía	N;GEN;FEM;SG	N;FEM;SG
φωτογραφίας	fotografia	φωτογραφία	fotografia	N;GEN;FEM;SG	N;FEM;SG
ανοικτό	abierta	ανοιχτός	abierto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
ανοικτό	abierto	ανοιχτός	abierto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
διάσταση	dimensión	διάσταση	dimensión	N;ACC;FEM;SG	N;FEM;SG
μυθιστορήματα	novelas	μυθιστόρημα	novela	N;NOM;NEUT;PL	N;FEM;PL
αξιολόγηση	valoración	αξιολόγηση	valoración	N;ACC;FEM;SG	N;FEM;SG
αξιολόγηση	evaluación	αξιολόγηση	evaluación	N;ACC;FEM;SG	N;FEM;SG
αξιολόγηση	evaluación	αξιολόγηση	evaluación	N;ACC;FEM;SG	N;FEM;SG
αντίθετο	contrario	αντίθετο	contrario	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αντίθετο	opuesto	αντίθετο	opuesto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
ορολογία	terminología	ορολογία	terminología	N;NOM;FEM;SG	N;FEM;SG
εντολές	comandos	εντολή	comando	N;NOM;FEM;PL	N;MASC;PL
εντολές	mandos	εντολή	mando	N;NOM;FEM;PL	N;MASC;PL
εντολές	encargos	εντολή	encargo	N;NOM;FEM;PL	N;MASC;PL
εντολές	órdenes	εντολή	orden	N;NOM;FEM;PL	N;FEM;PL
εντολές	ordenes	εντολή	órden	N;NOM;FEM;PL	N;FEM;PL
χειρόγραφα	manuscritos	χειρόγραφο	manuscrito	N;NOM;NEUT;PL	N;MASC;PL
χειρόγραφα	manuscritos	χειρόγραφο	manuscrito	N;NOM;NEUT;PL	N;MASC;PL
κλινική	clínico	κλινικός	clínico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μπαρόκ	barroco	μπαρόκ	barroco	N;NOM;NEUT;SG	N;MASC;SG
πόλο	polo	πόλος	polo	N;NOM;MASC;SG	N;MASC;SG
πόλο	polo	πόλος	polo	N;NOM;MASC;SG	N;MASC;SG
πόλο	caña	πόλος	caña	N;NOM;MASC;SG	N;FEM;SG
πόλο	pole	πόλος	pole	N;NOM;MASC;SG	N;FEM;SG
πόλο	poste	πόλος	poste	N;NOM;MASC;SG	N;MASC;SG
κάτοχος	propietario	κάτοχος	propietario	N;NOM;MASC;SG	N;MASC;SG
κάτοχος	dueño	κάτοχος	dueño	N;NOM;MASC;SG	N;MASC;SG
κάτοχος	dueña	κάτοχος	dueña	N;NOM;MASC;SG	N;FEM;SG
κάτοχος	poseedor	κάτοχος	poseedor	N;NOM;MASC;SG	N;MASC;SG
κάτοχος	holder	κάτοχος	holder	N;NOM;MASC;SG	N;MASC;SG
κάτοχος	titular	κάτοχος	titular	N;NOM;MASC;SG	N;MASC;SG
μεθυλο	metilo	μεθυλο	metilo	N	N;MASC;SG
μεθυλο	metil	μεθυλο	metil	N	N;MASC;SG
συμμάχους	aliados	σύμμαχος	aliado	N;ACC;MASC;PL	N;MASC;PL
περιφερειακή	regional	περιφερειακός	regional	ADJ;NOM;FEM;SG	ADJ;SG
επίσκεψη	visita	επίσκεψη	visita	N;ACC;FEM;SG	N;FEM;SG
διακοπή	break	διακοπή	break	N;ACC;FEM;SG	N;MASC;SG
διακοπή	descanso	διακοπή	descanso	N;ACC;FEM;SG	N;MASC;SG
διακοπή	interrupción	διακοπή	interrupción	N;ACC;FEM;SG	N;FEM;SG
αποδοχή	aceptación	αποδοχή	aceptación	N;ACC;FEM;SG	N;FEM;SG
αποδοχή	aceptación	αποδοχή	aceptación	N;ACC;FEM;SG	N;FEM;SG
προστέθηκε	añadió	προσθέτω	añadir	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
προστέθηκε	agregó	προσθέτω	agregar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
κυνήγι	caza	κυνήγι	caza	N;NOM;NEUT;SG	N;FEM;SG
κυνήγι	cacería	κυνήγι	cacería	N;NOM;NEUT;SG	N;FEM;SG
κυνήγι	cazo	κυνήγι	cazo	N;NOM;NEUT;SG	N;MASC;SG
κυνήγι	caza	κυνήγι	caza	N;NOM;NEUT;SG	N;FEM;SG
κυνήγι	cacería	κυνήγι	cacería	N;NOM;NEUT;SG	N;FEM;SG
διοργανώνει	organiza	διοργανώνω	organizar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
χριστιανούς	cristianos	χριστιανός	cristiano	N;ACC;MASC;PL	N;MASC;PL
πλεονέκτημα	provecho	πλεονέκτημα	provecho	N;NOM;NEUT;SG	N;MASC;SG
πλεονέκτημα	ventaja	πλεονέκτημα	ventaja	N;NOM;NEUT;SG	N;FEM;SG
πληθυσμούς	poblaciones	πληθυσμός	población	N;ACC;MASC;PL	N;FEM;PL
κόκκινη	roja	κόκκινος	rojo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
επιστημονικά	científicamente	επιστημονικά	científicamente	ADV	ADV
μοναχός	fraile	μοναχός	fraile	N;NOM;MASC;SG	N;MASC;SG
μοναχός	monje	μοναχός	monje	N;NOM;MASC;SG	N;MASC;SG
πρόθεση	intencion	πρόθεση	intencion	N;ACC;FEM;SG	N;FEM;SG
πρόθεση	intención	πρόθεση	intención	N;ACC;FEM;SG	N;FEM;SG
πρόθεση	intención	πρόθεση	intención	N;ACC;FEM;SG	N;FEM;SG
ψάρια	peces	ψάριος	pez	N;NOM;NEUT;PL	N;MASC;PL
ψάρια	pescados	ψάριος	pescado	N;NOM;NEUT;PL	N;MASC;PL
κανονικό	normal	κανονικός	normal	ADJ;NOM;NEUT;SG	ADJ;SG
τζαμί	mezquita	τζαμί	mezquita	N;NOM;NEUT;SG	N;FEM;SG
πάλη	wrestling	πάλη	wrestling	N;NOM;FEM;SG	N
πάλη	lucha	πάλη	lucha	N;NOM;FEM;SG	N;FEM;SG
πάλη	lucha	πάλη	lucha	N;NOM;FEM;SG	N;FEM;SG
πάλη	pelea	πάλη	pelea	N;NOM;FEM;SG	N;FEM;SG
πάλη	fight	πάλη	fight	N;NOM;FEM;SG	N
πάλη	lucha	πάλη	lucha	N;NOM;FEM;SG	N;FEM;SG
κοινώς	comúnmente	κοινώς	comúnmente	ADV	ADV
αδυναμία	incapacidad	αδυναμία	incapacidad	N;ACC;FEM;SG	N;FEM;SG
αδυναμία	imposibilidad	αδυναμία	imposibilidad	N;ACC;FEM;SG	N;FEM;SG
αδυναμία	debilidad	αδυναμία	debilidad	N;ACC;FEM;SG	N;FEM;SG
οχυρό	baluarte	οχυρός	baluarte	N;NOM;NEUT;SG	N;MASC;SG
οχυρό	fortaleza	οχυρός	fortaleza	N;NOM;NEUT;SG	N;FEM;SG
οχυρό	fortaleza	οχυρός	fortaleza	N;NOM;NEUT;SG	N;FEM;SG
οχυρό	fort	οχυρός	fort	N;NOM;NEUT;SG	N;MASC
μαθηματική	matemático	μαθηματικός	matemático	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μαθηματική	matemática	μαθηματικός	matemático	ADJ;NOM;FEM;SG	ADJ;FEM;SG
μελετητές	académicos	μελετητής	académico	N;NOM;MASC;PL	N;MASC;PL
μελετητές	estudiosos	μελετητής	estudioso	N;NOM;MASC;PL	N;MASC;PL
μελετητές	eruditos	μελετητής	erudito	N;NOM;MASC;PL	N;MASC;PL
αγορές	compras	αγορά	compra	N;NOM;FEM;PL	N;FEM;PL
αγορές	mercados	αγορά	mercado	N;NOM;FEM;PL	N;MASC;PL
σύμπλεγμα	cluster	σύμπλεγμα	cluster	N;NOM;NEUT;SG	N;MASC;SG
σύμπλεγμα	cúmulo	σύμπλεγμα	cúmulo	N;NOM;NEUT;SG	N;MASC;SG
αδερφή	sister	αδερφή	sister	N;NOM;FEM;SG	N
αδερφή	hermana	αδερφή	hermana	N;NOM;FEM;SG	N;FEM;SG
επιστρέφοντας	regresando	επιστρέφω	regresar	V;IPFV;V.CVB;ACT	V;V.MSDR
επιστρέφοντας	regresar	επιστρέφω	regresar	V;IPFV;V.CVB;ACT	V;NFIN
εργάτες	trabajadores	εργάτης	trabajador	N;NOM;MASC;PL	N;MASC;PL
εργάτες	trabajadoras	εργάτης	trabajadora	N;NOM;MASC;PL	N;FEM;PL
εργάτες	obreros	εργάτης	obrero	N;NOM;MASC;PL	N;MASC;PL
φόρμουλα	formula	φόρμουλος	formula	N;NOM;MASC;SG	N;FEM;SG
φόρμουλα	fórmula	φόρμουλος	fórmula	N;NOM;MASC;SG	N;FEM;SG
συντεταγμένες	coordinadas	συντεταγμένος	coordinado	ADJ;NOM;FEM;PL	ADJ;FEM;PL;V.PTCP
έρχονται	llegando	έρχομαι	llegar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;V.MSDR
έρχονται	venir	έρχομαι	venir	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;NFIN
λόγοι	motivos	λόγος	motivo	N;NOM;MASC;PL	N;MASC;PL
λόγοι	razones	λόγος	razón	N;NOM;MASC;PL	N;FEM;PL
προσβολή	insulto	προσβολή	insulto	N;ACC;FEM;SG	N;MASC;SG
πληθυσμοί	poblaciones	πληθυσμός	población	N;NOM;MASC;PL	N;FEM;PL
λύσεις	soluciones	λύση	solución	N;NOM;FEM;PL	N;FEM;PL
συμπεριλαμβανομένης	incluyendo	συμπεριλαμβανόμενος	incluir	V;PFV;GEN;FEM;SG;V.PTCP;PASS	V;V.MSDR
πτήσεις	vuelos	πτήση	vuelo	N;NOM;FEM;PL	N;MASC;PL
κρασί	vino	κρασί	vino	N;NOM;NEUT;SG	N;MASC;SG
επηρέασε	afectó	επηρίαζω	afectar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
νάτριο	sodio	νάτριος	sodio	N;NOM;NEUT;SG	N;MASC;SG
αποδεκτή	aceptable	αποδεκτός	aceptable	ADJ;NOM;FEM;SG	ADJ;SG
